
[00:00:00.000 --> 00:00:04.200]  今日我同大家講嘅呢篇訊息呢其實係呢年多已經不停嘅
[00:02:41.500 --> 00:02:45.000]  然之後呢我仲有少少嘅歸納
[00:02:45.000 --> 00:02:47.000]  喺聖經裏面點樣睇呢關於
[00:02:47.000 --> 00:02:50.000]  神對我哋嘅認定或者命定呢
[00:02:50.000 --> 00:02:52.000]  或者係預定呢咁樣
[00:02:52.000 --> 00:02:53.500]  咁第三部份呢
[00:02:53.500 --> 00:02:56.500]  就係將我自己嘅經歷
[00:02:56.500 --> 00:02:57.500]  就同大家分享
[00:02:57.500 --> 00:02:59.000]  我再講一次
[00:02:59.000 --> 00:03:01.500]  我唔希望你記住我嘅經歷
[00:03:01.500 --> 00:03:02.500]  唔係即係當然啦
[00:03:02.500 --> 00:03:04.500]  你記住我都好嘅
[00:03:04.500 --> 00:03:06.000]  但我主要嘅目的
[00:03:06.000 --> 00:03:08.000]  就希望大家藉住我嘅經歷呢
[00:03:08.000 --> 00:03:09.000]  來啟發你
[00:03:09.000 --> 00:03:11.000]  原來神都可以喺你嘅生命裏面呢
[00:03:11.000 --> 00:03:13.500]  用佢嘅方式來帶領你嘅
[00:03:13.500 --> 00:03:16.500]  你讓我做一個例子
[00:03:16.500 --> 00:03:18.500]  去令到你呢產生呢種呢
[00:03:18.500 --> 00:03:20.000]  去思索去尋索
[00:03:20.000 --> 00:03:22.000]  究竟神係點樣帶領你嘅呢
[00:03:22.000 --> 00:03:23.000]  呢個係我嘅目的
[00:03:23.000 --> 00:03:25.000]  所以你唔記得曬我講嘅嘢都唔係好重要嘅
[00:03:25.000 --> 00:03:27.000]  最緊要就係你搵到神
[00:03:27.000 --> 00:03:28.000]  喺你當中呢
[00:03:28.000 --> 00:03:29.000]  生命當中嘅命定啫
[00:03:29.000 --> 00:03:30.500]  咁有幾段嘅經文嘅
[00:03:30.500 --> 00:03:31.500]  大家同我一齊讀好嗎
[00:03:31.500 --> 00:03:33.500]  第一段呢就針研十六章第九節
[00:03:33.500 --> 00:03:34.500]  我哋一齊讀吖
[00:03:34.500 --> 00:03:35.500]  唔使讀英文啦
[00:03:35.500 --> 00:03:36.500]  我知大家識英文嘅吓
[00:03:36.500 --> 00:03:37.500]  不過唔使讀英文
[00:03:37.500 --> 00:03:38.500]  只係讀中文啫
[00:03:38.500 --> 00:03:39.500]  1 2 3
[00:03:39.500 --> 00:03:42.000]  人心籌算自己嘅道路
[00:03:42.000 --> 00:03:44.500]  為耶和華指引他嘅腳步
[00:03:44.500 --> 00:03:45.500]  係咪好易囉
[00:03:45.500 --> 00:03:50.000]  咁另外亦本當然人心籌算就係人心計劃咁解啦
[00:03:50.000 --> 00:03:51.500]  籌算即係計劃啦
[00:03:51.500 --> 00:03:54.000]  係人自己去計劃自己嘅人生
[00:03:54.000 --> 00:03:55.000]  自己嘅道路
[00:03:55.000 --> 00:03:57.500]  但係行起上嚟嘅時候呢
[00:03:57.500 --> 00:03:59.500]  對於舊約聖經嘅人嚟講
[00:03:59.500 --> 00:04:03.500]  行係耶和華帶領過你實際一步一步嘅行
[00:04:03.500 --> 00:04:06.000]  籌劃計劃係我哋可以計劃
[00:04:06.000 --> 00:04:07.500]  但係帶領係佢帶領嘅
[00:04:07.500 --> 00:04:10.500]  另外針研二十章第廿四節
[00:04:10.500 --> 00:04:12.000]  1 2 3
[00:04:12.000 --> 00:04:15.000]  人的腳步為耶和華鎖定
[00:04:15.000 --> 00:04:18.000]  人豈能明白自己嘅路呢
[00:04:18.000 --> 00:04:19.500]  係差唔多意思嘅
[00:04:19.500 --> 00:04:21.000]  不過少少唔同
[00:04:21.000 --> 00:04:22.500]  我讀到呢段聖經嘅時候呢
[00:04:22.500 --> 00:04:24.000]  就好大嘅啟發
[00:04:24.000 --> 00:04:25.500]  人其實好得意
[00:04:25.500 --> 00:04:27.000]  頭先我講呀
[00:04:27.000 --> 00:04:29.500]  我哋人人都會計劃我哋嘅將來呀
[00:04:29.500 --> 00:04:31.000]  但係調返遠頭嚟講
[00:04:31.000 --> 00:04:33.500]  人人都唔知自己嘅將來
[00:04:33.500 --> 00:04:35.500]  咁點樣去計劃將來呢
[00:04:35.500 --> 00:04:37.500]  係一個好表面嘅矛盾嘅
[00:04:37.500 --> 00:04:38.500]  但我哋就係咁樣生活吖嘛
[00:04:38.500 --> 00:04:40.000]  我要計劃將來呀
[00:04:40.000 --> 00:04:42.000]  但將來發生咩事冇人會知道
[00:04:42.000 --> 00:04:45.000]  當然啦冇人知道唔代表我哋唔使計劃嘅
[00:04:45.000 --> 00:04:47.500]  不過我哋要切實嘅明白一件事
[00:04:47.500 --> 00:04:50.000]  原來我哋嘅一生唔係喺我哋嘅計劃當中
[00:04:50.000 --> 00:04:52.000]  唔係喺我哋嘅掌握當中
[00:04:52.000 --> 00:04:53.000]  我哋可以計劃
[00:04:53.000 --> 00:04:55.000]  不過對於神嚟講
[00:04:55.000 --> 00:04:57.000]  我哋嘅一生係喺神嘅手中
[00:04:57.000 --> 00:05:00.000]  詩篇三十七篇第廿三節
[00:05:00.000 --> 00:05:01.000]  我哋一齊讀吖嘛
[00:05:01.000 --> 00:05:02.000]  1 2 3
[00:05:02.000 --> 00:05:05.000]  二人的腳步被耶和華納定
[00:05:05.000 --> 00:05:08.000]  他的道路耶和華也喜愛
[00:05:08.000 --> 00:05:10.000]  詩篇三十七篇成篇詩呢
[00:05:10.000 --> 00:05:13.000]  就講到關於異人同埋惡人
[00:05:13.000 --> 00:05:16.000]  咁喺聖經裏面嘅異人同惡人呢
[00:05:16.000 --> 00:05:18.000]  係並冇表示呢嗰啲異人呢
[00:05:18.000 --> 00:05:21.000]  就一定係唔會做錯事
[00:05:21.000 --> 00:05:23.000]  係一定頭上有光環
[00:05:23.000 --> 00:05:25.000]  一定係好醒目精英
[00:05:25.000 --> 00:05:26.000]  唔係咁解
[00:05:26.000 --> 00:05:28.000]  喺聖經裏面嘅異人呢
[00:05:28.000 --> 00:05:31.000]  就係嗰啲人係專心要去跟從耶穌基督
[00:05:31.000 --> 00:05:33.000]  跟從神嘅道路啫
[00:05:33.000 --> 00:05:34.000]  唔代表佢冇做錯嘅
[00:05:34.000 --> 00:05:35.000]  好似大衛咁樣
[00:05:35.000 --> 00:05:36.000]  佢係異人
[00:05:36.000 --> 00:05:37.000]  不過佢都做錯事
[00:05:37.000 --> 00:05:38.000]  OK
[00:05:38.000 --> 00:05:40.000]  喺呢個世界上冇人冇做錯事嘅
[00:05:40.000 --> 00:05:42.000]  不過係有人分別出嚟呢
[00:05:42.000 --> 00:05:44.000]  我定義跟從神
[00:05:44.000 --> 00:05:46.000]  或者我冇跟從神
[00:05:46.000 --> 00:05:47.000]  一個咁樣嘅對比嘅啫
[00:05:47.000 --> 00:05:48.000]  跟從神嘅人
[00:05:48.000 --> 00:05:51.000]  定義立定自己一生跟從神嘅人呢
[00:05:51.000 --> 00:05:54.000]  所以耶和華就喜悅佢嘅道路囉
[00:05:54.000 --> 00:05:55.000]  好簡單
[00:05:55.000 --> 00:05:56.000]  最後一段呢
[00:05:56.000 --> 00:05:58.000]  約伯記就三十一章第四節
[00:05:58.000 --> 00:05:59.000]  同我一齊讀好唔好呀
[00:05:59.000 --> 00:06:00.000]  一二三
[00:06:00.000 --> 00:06:03.000]  神豈不是察看我的道路
[00:06:03.000 --> 00:06:05.000]  數點我的腳步呢
[00:06:05.000 --> 00:06:07.000]  如果大家早幾日前有讀呢個TWA呢
[00:06:07.000 --> 00:06:09.000]  就會讀到呢度啦
[00:06:09.000 --> 00:06:11.000]  約伯記三十一章第四節
[00:06:11.000 --> 00:06:12.000]  你就咁讀呢
[00:06:12.000 --> 00:06:14.000]  唔係好察覺到背後嘅含義嘅
[00:06:14.000 --> 00:06:17.000]  但如果你一直都知道約伯發生咩事
[00:06:17.000 --> 00:06:18.000]  你睇返前面嘅時候
[00:06:18.000 --> 00:06:20.000]  你就知道佢講呢句說話呢
[00:06:20.000 --> 00:06:21.000]  唔係話
[00:06:21.000 --> 00:06:22.000]  神呀數點我腳步呀
[00:06:22.000 --> 00:06:23.000]  帶領我呀
[00:06:23.000 --> 00:06:24.000]  Hallelujah
[00:06:24.000 --> 00:06:25.000]  唔係咁嘅
[00:06:25.000 --> 00:06:26.000]  佢裏面係好愁苦
[00:06:26.000 --> 00:06:28.000]  裏面好不滿
[00:06:28.000 --> 00:06:29.000]  甚至好憤怒
[00:06:29.000 --> 00:06:31.000]  請著我容許呢個時間
[00:06:31.000 --> 00:06:34.000]  神呀你唔係睇住我嘅腳步咩
[00:06:34.000 --> 00:06:36.000]  你唔係數住我嘅腳步咩
[00:06:36.000 --> 00:06:38.000]  點解而家我會搞成咁呀
[00:06:38.000 --> 00:06:39.000]  係一個咁樣嘅狀態呀
[00:06:39.000 --> 00:06:40.000]  得唔得呀
[00:06:40.000 --> 00:06:41.000]  你明白我
[00:06:41.000 --> 00:06:43.000]  但無論咩嘅心情都好啦
[00:06:43.000 --> 00:06:44.000]  即係表示咗約伯呢
[00:06:44.000 --> 00:06:47.000]  都仍然一樣有呢個諗法嘅
[00:06:47.000 --> 00:06:49.000]  同所有嘅舊約嘅人都一樣
[00:06:49.000 --> 00:06:52.000]  係耶和華神係睇住我哋嘅腳步
[00:06:52.000 --> 00:06:53.000]  數點我哋嘅腳步
[00:06:53.000 --> 00:06:54.000]  我哋嘅人生
[00:06:54.000 --> 00:06:56.000]  係喺耶和華嘅帶領底下
[00:06:56.000 --> 00:06:58.000]  呢個就係一個不爭嘅事實嚟嘅
[00:06:58.000 --> 00:06:59.000]  所以
[00:06:59.000 --> 00:07:01.000]  係對於舊約人物呢
[00:07:01.000 --> 00:07:04.000]  嗰個嘅神嘅命定
[00:07:04.000 --> 00:07:05.000]  或者神嘅認定
[00:07:05.000 --> 00:07:06.000]  預定呢
[00:07:06.000 --> 00:07:08.000]  係冇困難嘅
[00:07:08.000 --> 00:07:10.000]  神預定我
[00:07:10.000 --> 00:07:11.000]  走人生嘅路
[00:07:11.000 --> 00:07:12.000]  我人生嘅道路
[00:07:12.000 --> 00:07:13.000]  每一步佢都帶領我
[00:07:13.000 --> 00:07:15.000]  係冇問題嘅
[00:07:15.000 --> 00:07:16.000]  係唔會有衝突嘅
[00:07:16.000 --> 00:07:18.000]  對於舊約嘅人嚟講
[00:07:18.000 --> 00:07:19.000]  佢一生所有嘅嘢
[00:07:19.000 --> 00:07:21.000]  都係從神而嚟嘅
[00:07:21.000 --> 00:07:22.000]  發生任何嘅事
[00:07:22.000 --> 00:07:23.000]  都係從神而嚟嘅
[00:07:23.000 --> 00:07:25.000]  神容許嘅
[00:07:25.000 --> 00:07:26.000]  唔係專登都好啦
[00:07:26.000 --> 00:07:28.000]  佢係容許咁發生嘅
[00:07:28.000 --> 00:07:29.000]  冇嘢發生呢
[00:07:29.000 --> 00:07:30.000]  係偶然嘅
[00:07:30.000 --> 00:07:31.000]  對於舊約嘅人物嚟講
[00:07:31.000 --> 00:07:33.000]  一切都係嚟自神嘅
[00:07:33.000 --> 00:07:34.000]  去到新約呢
[00:07:34.000 --> 00:07:36.000]  都有少少唔一樣
[00:07:36.000 --> 00:07:37.000]  去到新約嘅時候
[00:07:37.000 --> 00:07:39.000]  成個新約嘅焦點呢
[00:07:39.000 --> 00:07:41.000]  再從人嘅生活裏面
[00:07:41.000 --> 00:07:44.000]  就集中係一個好鮮明嘅焦點
[00:07:44.000 --> 00:07:46.000]  呢個焦點就係耶穌基督
[00:07:46.000 --> 00:07:48.000]  新約成部新約講咩
[00:07:48.000 --> 00:07:49.000]  講耶穌基督
[00:07:49.000 --> 00:07:51.000]  所以人藉住耶穌基督呢
[00:07:51.000 --> 00:07:53.000]  可以得著呢個舊恩
[00:07:53.000 --> 00:07:55.000]  人藉住耶穌基督呢
[00:07:55.000 --> 00:07:58.000]  唔單止從罪嘅生活脫離過嚟
[00:07:58.000 --> 00:08:01.000]  可以得到成為神兒子嘅名分
[00:08:01.000 --> 00:08:03.000]  得名分嘅兼極下得基業
[00:08:03.000 --> 00:08:04.000]  你讀呢啲聖經
[00:08:04.000 --> 00:08:05.000]  你自己返去睇得啦
[00:08:05.000 --> 00:08:06.000]  我唔打出嚟
[00:08:06.000 --> 00:08:08.000]  又可以認識神明白神
[00:08:08.000 --> 00:08:10.000]  並且預定我哋
[00:08:10.000 --> 00:08:11.000]  神預定我哋呢
[00:08:11.000 --> 00:08:12.000]  藉住耶穌基督
[00:08:12.000 --> 00:08:14.000]  我哋得神嘅榮耀
[00:08:14.000 --> 00:08:15.000]  能夠得到榮耀
[00:08:15.000 --> 00:08:17.000]  呢個係神嘅心嚟
[00:08:17.000 --> 00:08:18.000]  神預定我哋呢
[00:08:18.000 --> 00:08:19.000]  信住耶穌之後
[00:08:19.000 --> 00:08:20.000]  脫離咗嗰啲生活之後呢
[00:08:20.000 --> 00:08:22.000]  係進入一個同佢呢
[00:08:22.000 --> 00:08:23.000]  係好緊密
[00:08:23.000 --> 00:08:25.000]  甚至係同佢一齊得榮耀嘅
[00:08:25.000 --> 00:08:27.000]  當然將來更加清楚啦係咪
[00:08:27.000 --> 00:08:29.000]  但一切都係人被動嘅
[00:08:29.000 --> 00:08:31.000]  人唔會做到任何嘢嘅
[00:08:31.000 --> 00:08:33.000]  得兒子名分都係我哋接受嘅啫
[00:08:33.000 --> 00:08:35.000]  你天命咁就要啦咁就有嘅啫
[00:08:35.000 --> 00:08:36.000]  但係唯獨係
[00:08:36.000 --> 00:08:38.000]  羅馬書第八章第29節
[00:08:38.000 --> 00:08:40.000]  神預定我哋
[00:08:40.000 --> 00:08:41.000]  效法
[00:08:41.000 --> 00:08:44.000]  佢兒子耶穌基督嘅榜樣啦
[00:08:44.000 --> 00:08:46.000]  呢個呢就係我哋主動嘅要
[00:08:46.000 --> 00:08:47.000]  神預定咗我哋
[00:08:47.000 --> 00:08:49.000]  喺佢嘅心意嘅裏面呢
[00:08:49.000 --> 00:08:51.000]  佢期望
[00:08:51.000 --> 00:08:53.000]  預定我哋
[00:08:53.000 --> 00:08:55.000]  跟隨效法耶穌基督
[00:08:55.000 --> 00:08:58.000]  以致我哋就成為耶穌基督咁樣
[00:08:58.000 --> 00:08:59.000]  講白啲就係
[00:08:59.000 --> 00:09:01.000]  呢個地上面每一個信耶穌嘅人
[00:09:01.000 --> 00:09:03.000]  都係耶穌
[00:09:03.000 --> 00:09:05.000]  都係神嘅兒子
[00:09:05.000 --> 00:09:07.000]  嗰種榮耀嗰種嘅身份係咁樣
[00:09:07.000 --> 00:09:09.000]  但係就要我哋呢主動
[00:09:09.000 --> 00:09:10.000]  效法
[00:09:10.000 --> 00:09:11.000]  意思姐係話
[00:09:11.000 --> 00:09:12.000]  喺我哋未信耶穌之前
[00:09:12.000 --> 00:09:14.000]  冇跟耶穌之前呢
[00:09:14.000 --> 00:09:15.000]  我哋所有嘅
[00:09:15.000 --> 00:09:16.000]  諗法
[00:09:16.000 --> 00:09:17.000]  我哋嘅習慣
[00:09:17.000 --> 00:09:18.000]  我哋嘅性格
[00:09:18.000 --> 00:09:19.000]  我哋嘅喜好
[00:09:19.000 --> 00:09:20.000]  呢一切嘅嘢
[00:09:20.000 --> 00:09:22.000]  如果同耶穌基督嘅道路
[00:09:22.000 --> 00:09:24.000]  係唔吻合嘅話
[00:09:24.000 --> 00:09:25.000]  神
[00:09:25.000 --> 00:09:26.000]  預定我哋
[00:09:26.000 --> 00:09:28.000]  要放低呢啲
[00:09:28.000 --> 00:09:29.000]  改變自己
[00:09:29.000 --> 00:09:31.000]  容讓聖靈喺裏面改變我
[00:09:31.000 --> 00:09:32.000]  以致我呢
[00:09:32.000 --> 00:09:34.000]  符合到神嘅心意
[00:09:34.000 --> 00:09:35.000]  大家明唔明我意思
[00:09:35.000 --> 00:09:37.000]  呢個呢就喺神裏面呢好清楚
[00:09:37.000 --> 00:09:38.000]  好清楚嘅心意
[00:09:38.000 --> 00:09:39.000]  我引用一位
[00:09:39.000 --> 00:09:41.000]  尊敬嘅牧師
[00:09:41.000 --> 00:09:42.000]  唐崇榮牧師
[00:09:42.000 --> 00:09:43.000]  一句嘅說話
[00:09:43.000 --> 00:09:44.000]  大家有冇聽過唐崇榮
[00:09:44.000 --> 00:09:45.000]  有㗎
[00:09:45.000 --> 00:09:46.000]  得啦唔使舉手
[00:09:46.000 --> 00:09:48.000]  你一舉手就暴露咗你嘅
[00:09:48.000 --> 00:09:50.000]  你嘅一啲嘅資料畀我知
[00:09:50.000 --> 00:09:52.000]  唐崇榮牧師呢
[00:09:52.000 --> 00:09:53.000]  咁佢喺我
[00:09:53.000 --> 00:09:54.000]  讀書嘅時候
[00:09:54.000 --> 00:09:55.000]  佢已經出嚟呢
[00:09:55.000 --> 00:09:56.000]  去傳道
[00:09:56.000 --> 00:09:57.000]  好得我哋呢
[00:09:58.000 --> 00:09:59.000]  佢本身外大嘅
[00:09:59.000 --> 00:10:00.000]  一位港元嚟嘅
[00:10:00.000 --> 00:10:02.000]  所以係資歷幾高呢係咪
[00:10:02.000 --> 00:10:04.000]  咁佢講嘅嗰三番說話呢就咁樣
[00:10:04.000 --> 00:10:05.000]  大家一齊幫我讀一讀好嗎
[00:10:05.000 --> 00:10:06.000]  1 2 3
[00:10:06.000 --> 00:10:08.000]  神的預定
[00:10:08.000 --> 00:10:10.000]  乃是把人的自由
[00:10:10.000 --> 00:10:11.000]  轉回過來
[00:10:11.000 --> 00:10:14.000]  以致人對於神恩典嘅接受
[00:10:14.000 --> 00:10:16.000]  係從被動產生主動
[00:10:16.000 --> 00:10:17.000]  明唔明呀
[00:10:17.000 --> 00:10:18.000]  明喎
[00:10:18.000 --> 00:10:19.000]  好清楚明唔明
[00:10:19.000 --> 00:10:20.000]  再唔明我就講白啲
[00:10:20.000 --> 00:10:21.000]  一句說話
[00:10:21.000 --> 00:10:23.000]  以前我哋對神冇反應嘅
[00:10:23.000 --> 00:10:25.000]  唔會主動搵神嘅
[00:10:25.000 --> 00:10:27.000]  而家將我哋扭轉過嚟呀
[00:10:27.000 --> 00:10:29.000]  我哋主動去接受神嘅恩典
[00:10:29.000 --> 00:10:30.000]  主動去接受神呀
[00:10:30.000 --> 00:10:31.000]  係咁簡單
[00:10:31.000 --> 00:10:33.000]  即係你同我而家嘅光景呢就係
[00:10:33.000 --> 00:10:35.000]  信耶穌就係扭轉一個
[00:10:35.000 --> 00:10:37.000]  主動嘅嚟去接受神嘅恩典嘅
[00:10:37.000 --> 00:10:39.000]  所以最落尾
[00:10:39.000 --> 00:10:40.000]  最落尾呀大家幾開心呀
[00:10:40.000 --> 00:10:42.000]  最落尾喎
[00:10:42.000 --> 00:10:44.000]  啱啱開始講到㗎咋喎
[00:10:44.000 --> 00:10:46.000]  係啦我就歸納呢就有幾點
[00:10:46.000 --> 00:10:47.000]  咁然之後呢就
[00:10:47.000 --> 00:10:50.000]  我就講我自己呢幾十年裏面呢
[00:10:50.000 --> 00:10:52.000]  神點樣樣去帶領我哋嘅呢
[00:10:52.000 --> 00:10:54.000]  佢嘅預定係乜嘢嘢呢
[00:10:54.000 --> 00:10:55.000]  第一樣嘢我覺得
[00:10:55.000 --> 00:10:57.000]  喺神嘅預定同人嘅自由裏面
[00:10:57.000 --> 00:10:59.000]  有一樣嘢我哋要攬得好實
[00:10:59.000 --> 00:11:01.000]  神嘅道路係高過我哋嘅道路嘅
[00:11:01.000 --> 00:11:02.000]  Amen
[00:11:02.000 --> 00:11:04.000]  冇人唔同意㗎嘛
[00:11:04.000 --> 00:11:06.000]  如果你唔同意你唔使信神呀
[00:11:06.000 --> 00:11:07.000]  咁傻啫
[00:11:07.000 --> 00:11:08.000]  信一個同你差唔多嘅
[00:11:08.000 --> 00:11:10.000]  咁你信嚟做乜呢係咪先
[00:11:10.000 --> 00:11:12.000]  我信神就因為佢係神囉
[00:11:12.000 --> 00:11:14.000]  佢一定係高過我囉
[00:11:14.000 --> 00:11:16.000]  佢一定呢智慧能力各方面
[00:11:16.000 --> 00:11:18.000]  都比我高超好多
[00:11:18.000 --> 00:11:20.000]  唔單止一班呀係好多班呀
[00:11:20.000 --> 00:11:21.000]  數唔清咁多班
[00:11:21.000 --> 00:11:23.000]  坦白啲嚟講我你同我
[00:11:23.000 --> 00:11:25.000]  最多一世人咪一百歲囉
[00:11:25.000 --> 00:11:27.000]  我返去見到我阿爸都九十歲囉已經
[00:11:27.000 --> 00:11:30.000]  三十年後嘅我就好似佢咁樣㗎啦已經
[00:11:30.000 --> 00:11:32.000]  我預見過將來三十年呢就係佢咁樣㗎啦
[00:11:32.000 --> 00:11:35.000]  如果神仲仍然存留喺地上面嘅時候
[00:11:35.000 --> 00:11:39.000]  開始人大咗呢你就會慢㗎啦嘛
[00:11:39.000 --> 00:11:42.000]  啲記憶開始唔再好似而家我咁sharp㗎啦嘛係咪
[00:11:42.000 --> 00:11:44.000]  我邊度都仲清清楚楚
[00:11:44.000 --> 00:11:46.000]  可能到我九十歲同你講到嘅時候呢
[00:11:46.000 --> 00:11:48.000]  講吓嗰度講吓嗰度講吓嗰度講吓嗰度
[00:11:48.000 --> 00:11:51.000]  我記憶呢喺我裏面啲時間冇影響啦
[00:11:51.000 --> 00:11:54.000]  我發現突然間從佢身上面就明白到神呀
[00:11:54.000 --> 00:11:57.000]  有少少時間喺神嚟講冇嘢㗎
[00:11:57.000 --> 00:12:00.000]  係咪今時今日你呢句說話同十年前
[00:12:00.000 --> 00:12:03.000]  同廿年前撈曬一齊㗎炒埋一齊㗎
[00:12:03.000 --> 00:12:05.000]  年紀大咗個人就咁呀ok
[00:12:05.000 --> 00:12:08.000]  我講咩呀點解突然間講到呢度㗎
[00:12:08.000 --> 00:12:12.000]  係呀神係嗰個高過我哋㗎
[00:12:12.000 --> 00:12:14.000]  我哋有時睇唔通
[00:12:14.000 --> 00:12:16.000]  呢一百年裏面幾十年裏面
[00:12:16.000 --> 00:12:19.000]  嗰個困局嗰個呢好迷茫嗰個唔知點辦
[00:12:19.000 --> 00:12:23.000]  對神嚟講乜嘢都知道曬啦佢
[00:12:23.000 --> 00:12:25.000]  佢點會睇唔通呀
[00:12:25.000 --> 00:12:27.000]  你喺山頂望落去下面
[00:12:27.000 --> 00:12:30.000]  銅鑼灣塞車你都可以打電話話畀啲弟姐妹
[00:12:30.000 --> 00:12:33.000]  喂唔好行嗰條路呀塞呀因為你睇到吖嘛
[00:12:33.000 --> 00:12:35.000]  夠高咪睇到囉
[00:12:35.000 --> 00:12:37.000]  如果上帝係一個高超嘅神
