
[00:00:00.000 --> 00:00:07.660]  今天我們又去到拜偶像的食物的總結篇
[00:02:09.620 --> 00:02:12.060]  他說到求傳女打
[00:02:12.060 --> 00:02:14.060]  如果大家知道棒球傳女一打
[00:02:14.060 --> 00:02:15.420]  她接了就回不來了
[00:02:15.420 --> 00:02:20.460]  形容就好像像變了心的女朋友
[00:02:20.460 --> 00:02:23.860]  回不來了
[00:02:23.860 --> 00:02:27.140]  但加上「像極了愛情」
[00:02:27.140 --> 00:02:30.500]  嘩 突然間有點不同的感覺
[00:02:30.500 --> 00:02:34.300]  當然有些進心班可以教你怎樣用
[00:02:34.300 --> 00:02:36.300]  大家想不想學
[00:02:36.300 --> 00:02:38.140]  是沒有選擇的 一定要學的
[00:02:38.140 --> 00:02:39.380]  那就學一學吧
[00:02:39.380 --> 00:02:42.620]  「像極了愛情」其實進心班
[00:02:42.620 --> 00:02:46.660]  你發現將「像極」和「愛情」分開看
[00:02:46.660 --> 00:02:49.300]  「像極」其實是「像」一些東西
[00:02:49.300 --> 00:02:51.980]  即是帶回你一些以前的回憶
[00:02:51.980 --> 00:02:53.420]  想起一些東西
[00:02:53.420 --> 00:02:54.420]  想起什麼呢
[00:02:54.420 --> 00:02:55.460]  愛情
[00:02:55.460 --> 00:02:59.300]  愛情的感覺可以是好 可以是不好
[00:02:59.300 --> 00:03:02.660]  可以是甜 可以是苦
[00:03:02.660 --> 00:03:06.460]  又可以是酸 可以是觸摸不到
[00:03:06.460 --> 00:03:09.100]  即是說想產生一個共鳴
[00:03:09.100 --> 00:03:11.740]  昨天講完之後Pastor Pam問說什麼呢
[00:03:11.740 --> 00:03:12.780]  很簡單
[00:03:12.780 --> 00:03:15.620]  你將「像極了愛情」改了
[00:03:15.620 --> 00:03:17.260]  你感受到嗎
[00:03:17.260 --> 00:03:18.740]  這樣就差不多了
[00:03:18.740 --> 00:03:21.740]  例如新冠病毒捲土重來
[00:03:21.740 --> 00:03:25.300]  就好像死纏爛打追求者
[00:03:25.300 --> 00:03:27.500]  「像極了愛情」
[00:03:27.500 --> 00:03:30.660]  即是你感不感受到
[00:03:30.660 --> 00:03:33.620]  我自己的看法是
[00:03:33.620 --> 00:03:36.700]  我們教會有一個叫Facebook
[00:03:36.700 --> 00:03:38.980]  即是念書之後
[00:03:38.980 --> 00:03:41.420]  怎樣呢 它是很窩心的
[00:03:41.420 --> 00:03:44.700]  它任何的貼文放上去突然就溫暖了
[00:03:44.700 --> 00:03:47.980]  很簡單的東西會寫得很仔細
[00:03:47.980 --> 00:03:51.820]  亦都在裏面見到很多sweet的故事
[00:03:51.820 --> 00:03:53.180]  那個是誰呢
[00:03:53.180 --> 00:03:54.740]  對我來說當然是
[00:03:54.740 --> 00:03:56.420]  窩心老師
[00:03:56.420 --> 00:03:59.060]  我們先給點掌聲給窩心老師
[00:03:59.060 --> 00:04:03.460]  沒多久我突然發現有一個Facebook之王出現了
[00:04:03.460 --> 00:04:07.260]  他也是常常每天一天可以有
[00:04:07.260 --> 00:04:09.380]  即是五至十個Facebook上去
[00:04:09.380 --> 00:04:11.340]  即是我五天一個
[00:04:11.340 --> 00:04:13.540]  一定有些東西上到的
[00:04:13.540 --> 00:04:17.740]  原來他也是走在這個潮流的巔峰
[00:04:17.740 --> 00:04:20.180]  因為他幾天前已經出了這一句
[00:04:20.180 --> 00:04:22.660]  「就算你不開門」
[00:04:22.660 --> 00:04:25.900]  「他都會在門外等」
[00:04:25.900 --> 00:04:27.620]  是在說什麼耶穌
[00:04:27.620 --> 00:04:29.060]  你不開門
[00:04:29.060 --> 00:04:30.620]  門外扣門
[00:04:30.620 --> 00:04:31.460]  他都在門外等
[00:04:31.460 --> 00:04:34.900]  但加了一句「像極了愛情」
[00:04:34.900 --> 00:04:37.900]  你可以在Facebook找到的
[00:04:37.900 --> 00:04:40.020]  所以很厲害
[00:04:40.020 --> 00:04:43.140]  很明顯這個東西我們一看就知道
[00:04:43.140 --> 00:04:46.540]  「像極了愛情」當然有它的意思
[00:04:46.540 --> 00:04:48.460]  不過重點不在那裏
[00:04:48.460 --> 00:04:51.020]  重點是他之前想說什麼
[00:04:51.020 --> 00:04:53.300]  重點是他之前想說什麼
[00:04:53.300 --> 00:04:54.300]  沒錯
[00:04:54.300 --> 00:04:58.940]  如果我們真的回應我們過去那幾堂講
[00:04:58.940 --> 00:05:02.820]  有關祭偶像之物
[00:05:02.820 --> 00:05:05.900]  原來你看回那三章
[00:05:05.900 --> 00:05:08.100]  不斷都出這個字
[00:05:08.100 --> 00:05:09.780]  這個原文是什麼呢
[00:05:09.780 --> 00:05:12.900]  叫做Adolututus
[00:05:12.900 --> 00:05:13.900]  為什麼我一定要讀呢
[00:05:13.900 --> 00:05:15.380]  因為有些講偶像
[00:05:15.380 --> 00:05:16.060]  不用這個字
[00:05:16.060 --> 00:05:18.100]  我只用這個原文的字
[00:05:18.100 --> 00:05:19.940]  原來他不斷出現
[00:05:19.940 --> 00:05:23.020]  當然祭偶像之物有意思
[00:05:23.020 --> 00:05:25.020]  不過最重要是什麼
[00:05:25.020 --> 00:05:27.860]  前前後後他想說什麼
[00:05:27.860 --> 00:05:30.860]  他講了很多東西
[00:05:30.860 --> 00:05:34.580]  所以我今天的主題就是
[00:05:34.580 --> 00:05:36.700]  祭過偶像之物
[00:05:36.700 --> 00:05:41.020]  是點子祭玉這麼簡單
[00:05:41.020 --> 00:05:43.500]  點子像極了愛情
[00:05:43.500 --> 00:05:46.420]  再講Parsipan會打我
[00:05:46.420 --> 00:05:48.940]  如果我們看回過去
[00:05:48.940 --> 00:05:53.940]  八章九章十章其實包住了很多東西
[00:05:53.940 --> 00:05:56.020]  講過知識
[00:05:56.020 --> 00:05:57.500]  自高自大
[00:05:57.500 --> 00:05:58.380]  講過什麼
[00:05:58.380 --> 00:06:00.660]  什麼是愛
[00:06:00.660 --> 00:06:02.220]  自由
[00:06:02.220 --> 00:06:04.980]  為了別人軟弱的緣故
[00:06:04.980 --> 00:06:06.540]  不做什麼
[00:06:06.540 --> 00:06:10.700]  試圖可不可以靠福音吃飯
[00:06:10.700 --> 00:06:11.460]  是可以的
[00:06:11.460 --> 00:06:12.540]  為什麼他不做
[00:06:12.540 --> 00:06:13.860]  奉獻是什麼
[00:06:13.860 --> 00:06:16.220]  作任何人
[00:06:16.220 --> 00:06:17.340]  功克己身
[00:06:17.340 --> 00:06:19.340]  這篇是Pastor Winnie說的
[00:06:19.340 --> 00:06:20.660]  為著別人
[00:06:20.660 --> 00:06:22.340]  去做不同的人
[00:06:22.340 --> 00:06:26.140]  又或者上個禮拜Pastor Lily提到
[00:06:26.140 --> 00:06:27.620]  試探
[00:06:27.620 --> 00:06:29.540]  不要重蹈覆轍
[00:06:29.540 --> 00:06:31.420]  出路等等
[00:06:31.420 --> 00:06:33.420]  其實講了很多東西
[00:06:33.420 --> 00:06:35.460]  包住很豐富的內容
[00:06:35.460 --> 00:06:39.300]  而今天是一個總結篇
[00:06:39.300 --> 00:06:41.900]  總結了上次那三章
[00:06:41.900 --> 00:06:46.340]  並且加了一些很重要的提示
[00:06:46.340 --> 00:06:49.700]  所以今天成為一個
[00:06:49.700 --> 00:06:51.100]  完結版
[00:06:51.100 --> 00:06:52.540]  我們看看
[00:06:52.540 --> 00:06:58.380]  仍然我們會有三個主要的提醒
[00:06:58.380 --> 00:06:59.420]  我們今天學習
[00:06:59.420 --> 00:07:01.580]  我們現在看第一
[00:07:01.580 --> 00:07:04.700]  我們讀一下十章二十三二十四節
[00:07:04.700 --> 00:07:05.540]  我們一起讀
[00:07:05.540 --> 00:07:06.420]  預備起
[00:07:06.420 --> 00:07:08.700]  凡事都可行
[00:07:08.700 --> 00:07:11.300]  但不都有益處
[00:07:11.300 --> 00:07:13.620]  凡事都可行
[00:07:13.620 --> 00:07:16.140]  但不都造就人
[00:07:16.140 --> 00:07:17.980]  無論何人
[00:07:17.980 --> 00:07:21.260]  不要求自己的益處
[00:07:21.260 --> 00:07:24.060]  乃要求別人的益處
[00:07:24.060 --> 00:07:26.420]  好了 講了八章九章十一到這裡
[00:07:26.420 --> 00:07:28.060]  但保羅再說一件事
[00:07:28.060 --> 00:07:30.260]  他說凡事都可行
[00:07:30.260 --> 00:07:31.060]  凡事都
[00:07:31.060 --> 00:07:31.980]  但
[00:07:31.980 --> 00:07:32.460]  凡
[00:07:32.460 --> 00:07:32.940]  但
[00:07:32.940 --> 00:07:35.460]  保羅很喜歡用這個形式
[00:07:35.460 --> 00:07:36.380]  但是什麼呢
[00:07:36.380 --> 00:07:38.540]  如果你知道希臘是什麼
[00:07:38.540 --> 00:07:39.380]  是什麼
[00:07:39.380 --> 00:07:40.060]  是阿拉
[00:07:40.060 --> 00:07:42.780]  阿拉是一個很大的對比
[00:07:42.780 --> 00:07:45.460]  保羅很喜歡用這件事去說一件事
[00:07:45.460 --> 00:07:48.740]  凡事都可行的原本意思就是
[00:07:48.740 --> 00:07:52.620]  我有權做什麼都可以
[00:07:52.620 --> 00:07:54.900]  I have the right
[00:07:54.900 --> 00:07:56.220]  to do anything
[00:07:56.220 --> 00:07:57.220]  什麼都可以
[00:07:57.220 --> 00:07:57.980]  不過
[00:07:57.980 --> 00:07:59.660]  他說這件事
[00:07:59.660 --> 00:08:01.260]  這個是我的權
[00:08:01.260 --> 00:08:02.660]  我想做
[00:08:02.660 --> 00:08:03.940]  但是
[00:08:03.940 --> 00:08:06.220]  他說了很特別的事
[00:08:06.220 --> 00:08:09.740]  其實整本聖經都有些規限
[00:08:09.740 --> 00:08:11.540]  上帝給我們自由
[00:08:11.540 --> 00:08:12.740]  可以做很多事
[00:08:12.740 --> 00:08:13.740]  不過
[00:08:13.740 --> 00:08:15.220]  但是有些事不行
[00:08:15.220 --> 00:08:15.980]  例如
[00:08:15.980 --> 00:08:18.100]  在《創世紀》我們都知道
[00:08:18.100 --> 00:08:20.540]  當上帝當夏娃
[00:08:20.540 --> 00:08:21.980]  也有伊甸園
[00:08:21.980 --> 00:08:23.060]  他跟他說
[00:08:23.060 --> 00:08:28.500]  園中所有果子可以隨便吃
[00:08:28.500 --> 00:08:29.900]  但是
[00:08:29.900 --> 00:08:30.860]  有些事不行
[00:08:30.860 --> 00:08:34.900]  就是分辨善惡術的果子
[00:08:34.900 --> 00:08:35.660]  你就問
[00:08:35.660 --> 00:08:37.100]  我都問了很久
[00:08:37.100 --> 00:08:38.660]  不過沒有答案
[00:08:38.660 --> 00:08:41.980]  為什麼要弄一棵不給人吃
[00:08:41.980 --> 00:08:45.220]  他不做可以嗎
[00:08:45.220 --> 00:08:46.100]  當然可以
[00:08:46.100 --> 00:08:46.620]  為什麼
[00:08:46.620 --> 00:08:48.740]  因為他告訴我們
[00:08:48.740 --> 00:08:52.300]  我們的自由是有些事要跟隨的
[00:08:52.300 --> 00:08:54.220]  而在這裡保羅也說
[00:08:54.220 --> 00:08:55.180]  但是
[00:08:55.180 --> 00:08:56.460]  就像我們今天
[00:08:56.460 --> 00:08:58.420]  如果你生了小朋友在家
[00:08:58.420 --> 00:08:59.140]  你跟他說
[00:08:59.140 --> 00:08:59.860]  小朋友
[00:08:59.860 --> 00:09:00.740]  你不要跟我說小朋友
[00:09:00.740 --> 00:09:01.180]  兒子
[00:09:01.180 --> 00:09:02.140]  女兒
[00:09:02.140 --> 00:09:02.980]  你什麼都可以
[00:09:02.980 --> 00:09:04.140]  兩歲三歲在家都可以
[00:09:04.140 --> 00:09:04.900]  不過
[00:09:04.900 --> 00:09:05.820]  但是
[00:09:05.820 --> 00:09:08.580]  你的手指不要插進去電掣
[00:09:08.580 --> 00:09:10.580]  不然你試一下就知道了
[00:09:10.580 --> 00:09:11.660]  又或者你今天
[00:09:11.660 --> 00:09:13.460]  出街做什麼都可以
[00:09:13.460 --> 00:09:14.540]  不過但是
[00:09:14.540 --> 00:09:16.980]  不要多過兩個人
[00:09:16.980 --> 00:09:17.980]  在早期
[00:09:17.980 --> 00:09:19.740]  剛剛出這個制度
[00:09:19.740 --> 00:09:21.220]  有人都出了一個笑話
[00:09:21.220 --> 00:09:22.500]  我覺得挺有趣的
[00:09:22.500 --> 00:09:23.900]  以前我們說
[00:09:23.900 --> 00:09:25.220]  三人行
[00:09:25.220 --> 00:09:27.460]  就必有我師
[00:09:27.460 --> 00:09:29.420]  現在就三人行
[00:09:29.420 --> 00:09:31.420]  就穩定律師
[00:09:31.420 --> 00:09:33.220]  穩定梁律師
[00:09:33.220 --> 00:09:34.620]  也是可以的
[00:09:34.620 --> 00:09:35.020]  他說
[00:09:35.020 --> 00:09:35.620]  但
[00:09:35.620 --> 00:09:36.380]  但什麼
[00:09:36.380 --> 00:09:37.300]  你什麼都做
[00:09:37.300 --> 00:09:38.380]  但是
[00:09:38.380 --> 00:09:41.900]  不等於你造就人
[00:09:41.900 --> 00:09:43.220]  如果我們心水清
[00:09:43.220 --> 00:09:46.100]  我們很記得第八章一開始
[00:09:46.100 --> 00:09:47.660]  首尾呼應
[00:09:47.660 --> 00:09:48.740]  去到第十章尾
[00:09:48.740 --> 00:09:49.780]  這個大段學員
[00:09:49.780 --> 00:09:52.140]  一開始又提過造就人
[00:09:52.140 --> 00:09:52.940]  是什麼呢
[00:09:52.940 --> 00:09:54.780]  我們有這個重溫
[00:09:54.780 --> 00:09:57.260]  你就很明白保羅想說什麼
[00:09:57.260 --> 00:09:59.460]  我們讀一讀第八章第一節
[00:09:59.460 --> 00:10:00.140]  我們一起讀
[00:10:00.140 --> 00:10:00.940]  預備起
[00:10:00.940 --> 00:10:04.060]  論道濟偶像之物
[00:10:04.060 --> 00:10:05.500]  我們曉得
[00:10:05.500 --> 00:10:09.380]  我們都有知識
[00:10:09.380 --> 00:10:11.700]  叫人自高自大
[00:10:11.700 --> 00:10:15.020]  唯有愛心能造就人
[00:10:15.020 --> 00:10:15.580]  咦
[00:10:15.580 --> 00:10:18.500]  又出現了造就人
[00:10:18.500 --> 00:10:19.540]  如果
[00:10:19.540 --> 00:10:20.300]  這樣的話
[00:10:20.300 --> 00:10:21.820]  他說知識都有
[00:10:21.820 --> 00:10:24.820]  但是又出現了
[00:10:24.820 --> 00:10:26.140]  知識
[00:10:26.140 --> 00:10:27.620]  如果沒有愛
[00:10:27.620 --> 00:10:28.860]  是等於什麼呢
[00:10:28.860 --> 00:10:30.020]  自高自大
[00:10:30.020 --> 00:10:30.940]  沒用
[00:10:30.940 --> 00:10:32.500]  造就不了人
[00:10:32.500 --> 00:10:35.580]  如果我們這樣整合了這幾章
[00:10:35.580 --> 00:10:38.380]  重整就是一個重要的對比
[00:10:38.380 --> 00:10:40.780]  對比大概就是這樣
[00:10:40.780 --> 00:10:42.220]  如果我們有知識
[00:10:42.220 --> 00:10:43.540]  我們知道什麼
[00:10:43.540 --> 00:10:45.180]  我們認識很多東西
[00:10:45.180 --> 00:10:46.940]  而知識我們當時說
[00:10:46.940 --> 00:10:49.020]  可能你是一知半解也好
[00:10:49.020 --> 00:10:50.140]  或者你真的知道
[00:10:50.140 --> 00:10:53.180]  不過你看不起別人的知識
[00:10:53.180 --> 00:10:55.460]  加起來在第十章說
[00:10:55.460 --> 00:10:56.940]  我有權
[00:10:56.940 --> 00:10:58.100]  做什麼都可以
[00:10:58.100 --> 00:10:59.500]  無止境用盡
[00:10:59.500 --> 00:11:02.940]  就等於一個無止境的自由
[00:11:02.940 --> 00:11:04.980]  帶來的後果是
[00:11:04.980 --> 00:11:06.580]  自高自大
[00:11:06.580 --> 00:11:08.860]  就是看不起別人
[00:11:08.860 --> 00:11:10.940]  不都有益處
[00:11:10.940 --> 00:11:14.940]  對人完全帶來不了好處
[00:11:14.940 --> 00:11:17.060]  那這個到底是怎樣呢
[00:11:17.060 --> 00:11:17.780]  很有趣
[00:11:17.780 --> 00:11:20.620]  第十章尾他說「濟玉」的時候
[00:11:20.620 --> 00:11:21.980]  又用了一個大原則
[00:11:21.980 --> 00:11:23.180]  從第八章開始
[00:11:23.180 --> 00:11:24.060]  先用了
[00:11:24.060 --> 00:11:26.820]  而這個原則其實在「濟玉」以外
[00:11:26.820 --> 00:11:28.060]  絕對用得到
[00:11:28.060 --> 00:11:29.060]  例如
[00:11:29.060 --> 00:11:30.140]  我今天回來
[00:11:30.140 --> 00:11:33.620]  專程都走過青山道再看一看
[00:11:33.620 --> 00:11:35.700]  走完也要走
[00:11:35.700 --> 00:11:38.940]  這個興
[00:11:38.940 --> 00:11:40.060]  興什麼街呢
[00:11:40.060 --> 00:11:40.900]  福
[00:11:40.900 --> 00:11:41.580]  福興
[00:11:41.580 --> 00:11:42.860]  興
[00:11:42.860 --> 00:11:44.860]  不是 興華街
[00:11:44.860 --> 00:11:47.180]  那你看到很有趣的
[00:11:47.180 --> 00:11:49.900]  青山道四條行車線
[00:11:49.900 --> 00:11:52.860]  永遠左右其實可以下人下貨
[00:11:52.860 --> 00:11:54.940]  都停車了
[00:11:54.940 --> 00:11:58.100]  接著要下貨的就是第三條行車線
[00:11:58.100 --> 00:11:59.420]  接著可以行車的四條行車線
[00:11:59.420 --> 00:12:00.900]  其實只可以行一條行車線
[00:12:00.900 --> 00:12:02.620]  那是什麼我想說
[00:12:02.620 --> 00:12:03.340]  我都明白的
[00:12:03.340 --> 00:12:05.100]  有些謀生的車
[00:12:05.100 --> 00:12:05.980]  不夠車位
[00:12:05.980 --> 00:12:07.060]  真的要到處停
[00:12:07.060 --> 00:12:08.100]  很貴
[00:12:08.100 --> 00:12:10.660]  而香港政府是不足夠車位
[00:12:10.660 --> 00:12:13.500]  給了那些謀生車
[00:12:13.500 --> 00:12:16.060]  但是有些幾十萬
[00:12:16.060 --> 00:12:18.860]  一百萬的貴車
[00:12:18.860 --> 00:12:21.780]  永遠都不停在停車場
[00:12:21.780 --> 00:12:24.620]  到處阻塞
[00:12:24.620 --> 00:12:27.460]  令到那條街上下
[00:12:27.460 --> 00:12:28.660]  很危險
[00:12:28.660 --> 00:12:29.740]  阻塞了
[00:12:29.740 --> 00:12:31.700]  本來應該下完走的位置
[00:12:31.700 --> 00:12:32.540]  就停在這裡
[00:12:32.540 --> 00:12:34.100]  所以車在旁邊
[00:12:34.100 --> 00:12:35.500]  雙停
[00:12:35.500 --> 00:12:37.700]  令到過馬路危險
[00:12:37.700 --> 00:12:39.260]  貨車下貨危險
[00:12:39.260 --> 00:12:41.420]  有個電單車走過就危險
[00:12:41.420 --> 00:12:43.780]  有時更有趣
[00:12:43.780 --> 00:12:46.580]  我就跟有些這類人聊天
[00:12:46.580 --> 00:12:48.100]  不是謀生車
[00:12:48.100 --> 00:12:49.140]  很關門我都明白
[00:12:49.140 --> 00:12:51.420]  又或者那條街不是沒有什麼車行
[00:12:51.420 --> 00:12:52.860]  都不說了
[00:12:52.860 --> 00:12:54.540]  但這麼多車行我都問
[00:12:54.540 --> 00:12:57.300]  為什麼你的車停在這裡
[00:12:57.300 --> 00:12:59.500]  我說你不怕抄牌嗎
[00:12:59.500 --> 00:13:01.860]  他說你傻的
[00:13:01.860 --> 00:13:04.220]  我停在這裡停十次
[00:13:04.220 --> 00:13:06.260]  都抄不到一次
[00:13:06.260 --> 00:13:08.660]  算起來很划算
[00:13:08.660 --> 00:13:10.940]  算起來很划算
[00:13:10.940 --> 00:13:14.580]  如果你停車場十次都要千幾二千元
[00:13:14.580 --> 00:13:16.980]  抄一次多少錢
[00:13:16.980 --> 00:13:18.380]  三百多元而已
[00:13:18.380 --> 00:13:19.700]  划算
[00:13:19.700 --> 00:13:21.540]  他用盡他的知識
[00:13:21.540 --> 00:13:25.460]  拿盡最好幫到他
[00:13:25.460 --> 00:13:28.860]  亦都可以賺到盡或者省到盡的東西
[00:13:28.860 --> 00:13:31.940]  令到人不被造就
[00:13:31.940 --> 00:13:34.620]  又或者有些很想拿綜援
[00:13:34.620 --> 00:13:35.500]  真的有人跟我說
[00:13:35.500 --> 00:13:36.900]  亦都有人走了
[00:13:36.900 --> 00:13:38.580]  他說陳茂我離婚好
[00:13:38.580 --> 00:13:40.220]  我說為什麼離婚
[00:13:40.220 --> 00:13:43.100]  他說我不是跟我太太或者先生關係不好
[00:13:43.100 --> 00:13:45.580]  不過可以拿盡一點綜援
[00:13:45.580 --> 00:13:48.620]  又或者拿盡一點利益
[00:13:48.620 --> 00:13:51.300]  那我都幾驚人
[00:13:51.300 --> 00:13:54.140]  看下去其實在第八章
[00:13:54.140 --> 00:13:55.820]  回去之前都有說
[00:13:55.820 --> 00:13:57.740]  他說有些的自由
[00:13:57.740 --> 00:14:04.500]  竟成了那軟弱人的半腳石
[00:14:04.500 --> 00:14:06.940]  奇妙的就是有些泊車
[00:14:06.940 --> 00:14:09.060]  亂泊的人
[00:14:09.060 --> 00:14:10.340]  泊完車之後
[00:14:10.340 --> 00:14:12.860]  返教會
[00:14:12.860 --> 00:14:15.860]  還翻牙根
[00:14:15.860 --> 00:14:19.660]  這樣真的幾奇怪
[00:14:19.660 --> 00:14:22.940]  如果再加上這些原來不單不造人
[00:14:22.940 --> 00:14:26.140]  還是叫做軟弱的人
[00:14:26.140 --> 00:14:27.620]  半島人
[00:14:27.620 --> 00:14:30.460]  他怎樣看這些人的行為呢
[00:14:30.460 --> 00:14:33.060]  令到他跌倒又覺得什麼呢
[00:14:33.060 --> 00:14:35.980]  即是說如果我們的知識用盡了
[00:14:35.980 --> 00:14:36.980]  拿盡了
[00:14:36.980 --> 00:14:38.940]  省盡了賺盡了
[00:14:38.940 --> 00:14:40.260]  抄了都不怕
[00:14:40.260 --> 00:14:42.940]  有些撿法拉利都跟我講
[00:14:42.940 --> 00:14:43.780]  在停車場不怕
[00:14:43.780 --> 00:14:45.660]  為什麼怕刮花車
[00:14:45.660 --> 00:14:47.420]  在中環就擺在那裡
[00:14:47.420 --> 00:14:49.420]  他說警察抄十張都不怕
[00:14:49.420 --> 00:14:50.420]  我有很多錢
[00:14:50.420 --> 00:14:51.860]  我就是不怕
[00:14:51.860 --> 00:14:52.460]  為什麼
[00:14:52.460 --> 00:14:53.740]  我不想刮花
[00:14:53.740 --> 00:14:55.300]  我聽了之後
[00:14:55.300 --> 00:14:57.780]  想吐
[00:14:57.780 --> 00:14:59.020]  是啊
[00:14:59.020 --> 00:14:59.980]  真的
[00:14:59.980 --> 00:15:04.220]  普羅挑戰我們不單止是制慾的問題
[00:15:04.220 --> 00:15:07.820]  挑戰我們人生的選擇
[00:15:07.820 --> 00:15:09.460]  有些人住公屋
[00:15:09.460 --> 00:15:11.660]  我覺得香港很需要
[00:15:11.660 --> 00:15:14.700]  但是慢慢變成了富戶
[00:15:14.700 --> 00:15:16.900]  霸住不走
[00:15:16.900 --> 00:15:19.260]  又或者有些人多拿一間公屋
[00:15:19.260 --> 00:15:20.620]  不住
[00:15:20.620 --> 00:15:22.380]  丟空擺貨
[00:15:22.380 --> 00:15:23.580]  因為為什麼呢
[00:15:23.580 --> 00:15:25.380]  很風水
[00:15:25.380 --> 00:15:27.860]  在那裡起家
[00:15:27.860 --> 00:15:31.580]  有些信了耶穌
[00:15:31.580 --> 00:15:32.260]  又或者這樣
[00:15:32.260 --> 00:15:33.580]  我不知道大家有沒有聽過
[00:15:33.580 --> 00:15:35.700]  有些超中產的家庭
[00:15:35.700 --> 00:15:38.100]  已經家裡有自己住的物業
[00:15:38.100 --> 00:15:40.460]  加個物業租出去了
[00:15:40.460 --> 00:15:41.940]  並且
[00:15:41.940 --> 00:15:43.420]  他有下一代
[00:15:43.420 --> 00:15:46.700]  他又很想為下一代再爭取多一間屋
[00:15:46.700 --> 00:15:47.460]  那他怎麼辦呢
[00:15:47.460 --> 00:15:49.460]  當他下一代在讀大學
[00:15:49.460 --> 00:15:50.860]  沒有收入的
[00:15:50.860 --> 00:15:52.780]  排公屋
[00:15:52.780 --> 00:15:54.180]  排公屋昨天再出
[00:15:54.180 --> 00:15:56.140]  排公屋要5.5年
[00:15:56.140 --> 00:15:56.740]  這樣也好
[00:15:56.740 --> 00:15:57.940]  排不了
[00:15:57.940 --> 00:15:59.300]  大學一畢業
[00:15:59.300 --> 00:16:00.940]  有些錢賺了
[00:16:00.940 --> 00:16:01.940]  跟著就跟他說
[00:16:01.940 --> 00:16:03.140]  馬上
[00:16:03.140 --> 00:16:05.420]  抽巨屋
[00:16:05.420 --> 00:16:06.460]  一跟我說
[00:16:06.460 --> 00:16:07.540]  我聽完之後
[00:16:07.540 --> 00:16:09.740]  我當然馬上為他祈禱
[00:16:09.740 --> 00:16:10.420]  為他祈禱
[00:16:10.420 --> 00:16:11.340]  主啊
[00:16:11.340 --> 00:16:14.580]  一定叫他抽不到
[00:16:14.580 --> 00:16:16.220]  這些東西不是這樣用的
[00:16:16.220 --> 00:16:18.460]  你不是沒有權
[00:16:18.460 --> 00:16:21.700]  不過你就是這樣令人
[00:16:21.700 --> 00:16:24.740]  沒有了他的那份跌倒
[00:16:24.740 --> 00:16:27.580]  香港的政府過去20年
[00:16:27.580 --> 00:16:30.580]  以龜速建公屋
[00:16:30.580 --> 00:16:32.060]  建居屋
[00:16:32.060 --> 00:16:35.260]  高速就批私樓地
[00:16:35.260 --> 00:16:39.380]  再加上令人作嘔的行為
