
[00:00:00.000 --> 00:00:03.800]  今天要講到的經文在臨前的十二章
[00:06:21.460 --> 00:06:24.260]  它說「我若有先知講道的能力」
[00:06:24.260 --> 00:06:26.860]  「又明白各樣的奧秘」
[00:06:26.860 --> 00:06:29.260]  到底這些是什麼呢?
[00:06:29.260 --> 00:06:32.060]  這裡有件事要跟大家搞清楚
[00:06:32.060 --> 00:06:37.460]  很多人以為先知的職責是做什麼?
[00:06:37.460 --> 00:06:40.860]  講預言、占卜、講未來的事情
[00:06:40.860 --> 00:06:44.460]  原文的確是Prophecy這個字
[00:06:44.460 --> 00:06:46.460]  希臘文是Prophecy這個字
[00:06:46.460 --> 00:06:49.660]  但Prophecy這個字其實正確的演繹
[00:06:49.660 --> 00:06:52.860]  不是講一些將來會發生的事情
[00:06:52.860 --> 00:06:55.460]  是宣講神要我們講的事情
[00:06:55.460 --> 00:06:59.060]  所以先知的職能其實最重要
[00:06:59.060 --> 00:07:01.460]  不是講將來會發生什麼事情
[00:07:01.460 --> 00:07:04.260]  而是神要他講什麼,他就講什麼
[00:07:04.260 --> 00:07:06.460]  他是上帝的發言人
[00:07:06.460 --> 00:07:10.060]  所以先知的職責是講道
[00:07:10.060 --> 00:07:11.660]  不是幫你占卜
[00:07:11.660 --> 00:07:12.660]  分不分得到?
[00:07:12.660 --> 00:07:14.260]  我們很多時候搞錯了
[00:07:14.260 --> 00:07:16.060]  我們經常聽先知先知
[00:07:16.060 --> 00:07:18.260]  我們就在想未卜先知
[00:07:18.260 --> 00:07:22.060]  講預言就永遠是講一些未發生的事情
[00:07:22.060 --> 00:07:26.260]  但原來聖經的教導先知講預言
[00:07:26.260 --> 00:07:28.660]  是在講上帝要他講的說話
[00:07:28.660 --> 00:07:31.460]  假如上帝要他講一些歷史
[00:07:31.460 --> 00:07:32.660]  他就講歷史
[00:07:32.660 --> 00:07:34.460]  上帝要他講現在發生的事情
[00:07:34.460 --> 00:07:36.060]  他就講現在發生的事情
[00:07:36.060 --> 00:07:38.460]  上帝要他講將來發生的事情
[00:07:38.460 --> 00:07:40.060]  他就講將來發生的事情
[00:07:40.060 --> 00:07:43.060]  無論發生了的、未發生的
[00:07:43.060 --> 00:07:45.060]  假如是上帝要他講的
[00:07:45.060 --> 00:07:47.860]  這些就叫做Prophecy
[00:07:47.860 --> 00:07:50.460]  所以要搞清楚這件事
[00:07:50.460 --> 00:07:55.260]  第二就是有各樣的奧秘和各樣的知識
[00:07:55.260 --> 00:07:57.460]  這就跟哥倫多教會有關
[00:07:57.460 --> 00:08:01.260]  哥倫多教會是很崇尚一些奧秘和知識
[00:08:01.260 --> 00:08:03.860]  當他講奧秘和知識
[00:08:03.860 --> 00:08:06.460]  很多時候是指末世會發生的事情
[00:08:06.460 --> 00:08:08.460]  這真是在講將來
[00:08:08.460 --> 00:08:13.860]  他說如果這個人明白各樣的奧秘和知識
[00:08:13.860 --> 00:08:17.860]  就好像今天一些很出名的神學家一樣
[00:08:17.860 --> 00:08:21.060]  有沒有人上過神學的任何班
[00:08:21.060 --> 00:08:24.060]  包括童福那些
[00:08:24.060 --> 00:08:26.460]  你舉手的嘛
[00:08:26.460 --> 00:08:29.860]  我看你怎麼這麼尷尬
[00:08:29.860 --> 00:08:34.260]  你上完有沒有人讀過三一論
[00:08:34.260 --> 00:08:35.660]  三一論
[00:08:35.660 --> 00:08:37.060]  我聽到有人說
[00:08:37.060 --> 00:08:42.060]  三一論理論上是我們基督教的一些很基本的信仰
[00:08:42.060 --> 00:08:44.060]  但如果你問那些讀過的
[00:08:44.060 --> 00:08:45.260]  你問他解一字給你聽
[00:08:45.260 --> 00:08:49.860]  或者你問Bianca,Bianca讀過了沒有
[00:08:49.860 --> 00:08:51.260]  有些讀過了
[00:08:51.260 --> 00:08:53.260]  或者Teresa也讀過了
[00:08:53.260 --> 00:08:54.260]  你試一下問一下他們
[00:08:54.260 --> 00:08:57.260]  你會發覺原來有些東西是怎麼解都解不通的
[00:08:57.260 --> 00:08:59.660]  很難講得明白
[00:08:59.660 --> 00:09:01.060]  他這裡說有一班人
[00:09:01.060 --> 00:09:05.060]  如果他明白各樣的奧秘和各樣的知識
[00:09:05.060 --> 00:09:08.460]  在說他是一個很出色的神學家
[00:09:08.460 --> 00:09:09.660]  不單止這樣
[00:09:09.660 --> 00:09:11.860]  他還有齊備的信心
[00:09:11.860 --> 00:09:13.260]  叫他能夠而生
[00:09:13.260 --> 00:09:15.260]  其實當經文這裡說
[00:09:15.260 --> 00:09:18.260]  保羅是在引用耶穌基督說的一句話
[00:09:18.260 --> 00:09:21.460]  在馬太方案第十一章二十三節
[00:09:21.460 --> 00:09:23.060]  耶穌說過一句話
[00:09:23.060 --> 00:09:25.060]  就是我實在告訴你
[00:09:25.060 --> 00:09:27.460]  無論任何人對這座山崗
[00:09:27.460 --> 00:09:29.460]  離開此地投在海裡
[00:09:29.460 --> 00:09:30.860]  他的信心
[00:09:30.860 --> 00:09:32.860]  他心裡若不疑惑
[00:09:32.860 --> 00:09:35.060]  只信所相信的必成就
[00:09:35.060 --> 00:09:36.260]  就為他實現
[00:09:36.260 --> 00:09:40.260]  其實耶穌說了信心是很powerful(強大的)
[00:09:40.260 --> 00:09:43.660]  他在說這一班人不單止懂得講道
[00:09:43.660 --> 00:09:46.260]  不單止懂得教聖經
[00:09:46.260 --> 00:09:51.460]  他更加能夠憑著他的信心行很多神蹟奇事
[00:09:51.460 --> 00:09:53.860]  卻沒有愛
[00:09:53.860 --> 00:09:57.260]  仍然算不得什麽
[00:09:57.260 --> 00:09:59.860]  在保羅的眼中
[00:09:59.860 --> 00:10:02.260]  如果你有機會看哥林多的前書
[00:10:02.260 --> 00:10:03.660]  其實是很長的
[00:10:03.660 --> 00:10:05.060]  但是挺值得看的
[00:10:05.060 --> 00:10:09.260]  但是十二章和十四章都是講很多恩賜的
[00:10:09.260 --> 00:10:10.860]  講恩賜有排名的
[00:10:10.860 --> 00:10:12.460]  你知不知道恩賜有排名的?
[00:10:12.460 --> 00:10:14.860]  你不知道,你看到這段經文也應該知道
[00:10:14.860 --> 00:10:18.060]  不如請你們讀第十二章第二十八節
[00:10:18.060 --> 00:10:19.260]  預備,一二三
[00:10:19.260 --> 00:10:35.860]  (念經)
[00:10:35.860 --> 00:10:41.260]  你看到裡面的排名方言相對是挺低的
[00:10:41.260 --> 00:10:42.660]  你看完十四章
[00:10:42.660 --> 00:10:46.460]  他不停強調其實方言只能夠造就自己
[00:10:46.460 --> 00:10:48.060]  所以方言的恩賜
[00:10:48.060 --> 00:10:50.660]  你們不如要求另一些吧
[00:10:50.660 --> 00:10:52.060]  類似是這樣
[00:10:52.060 --> 00:10:54.460]  其實他這裏講第二是先知
[00:10:54.460 --> 00:10:55.660]  就是在講道
[00:10:55.660 --> 00:10:57.460]  第三就是在講教師
[00:10:57.460 --> 00:10:59.860]  就是你要明白一切的知識
[00:10:59.860 --> 00:11:01.260]  其次是行義能
[00:11:01.260 --> 00:11:04.060]  就是在講剛才的信心
[00:11:04.060 --> 00:11:04.860]  嚴格來說
[00:11:04.860 --> 00:11:12.660]  你想想,假如保羅是這間教會的主任牧師
[00:11:12.660 --> 00:11:14.860]  現在發展到有這麼多人
[00:11:14.860 --> 00:11:17.260]  他要請一個傳道人
[00:11:17.260 --> 00:11:18.660]  你要面試的
[00:11:18.660 --> 00:11:21.060]  你有沒有試過面試?
[00:11:21.060 --> 00:11:22.460]  而我很肯定
[00:11:22.460 --> 00:11:24.060]  當保羅面試的時候
[00:11:24.060 --> 00:11:27.260]  他第一樣不會問你懂不懂得講方言
[00:11:27.260 --> 00:11:29.460]  他會問你懂不懂得講道
[00:11:29.460 --> 00:11:31.460]  懂不懂得教聖經
[00:11:31.460 --> 00:11:35.060]  懂不懂得做任何神蹟騎士
[00:11:35.060 --> 00:11:36.260]  或者這麼說
[00:11:36.260 --> 00:11:44.260]  講道、教道其實是傳道人的KPI
[00:11:44.260 --> 00:11:46.060]  這個term是Donald教我的
[00:11:46.060 --> 00:11:47.260]  什麼叫KPI呢?
[00:11:47.260 --> 00:11:50.460]  叫Key Performance Indicator
[00:11:50.460 --> 00:11:53.660]  即是你將來一年之後做appraisal
[00:11:53.660 --> 00:11:55.660]  再看看你做得怎樣
[00:11:55.660 --> 00:11:58.860]  他就去check一下你到底講道行不行
[00:11:58.860 --> 00:12:00.460]  教道行不行
[00:12:00.460 --> 00:12:03.660]  在禱告、服事上有沒有果效
[00:12:03.660 --> 00:12:05.260]  是這樣的
[00:12:05.260 --> 00:12:08.260]  原來在保羅的眼中
[00:12:08.260 --> 00:12:12.660]  這三樣東西絕對不是一些沒什麼用的東西
[00:12:12.660 --> 00:12:15.060]  反之就是他最value
[00:12:15.060 --> 00:12:17.260]  他最覺得重要的能力
[00:12:17.260 --> 00:12:21.260]  是一些很重要很重要很重要的屬靈恩賜
[00:12:21.260 --> 00:12:22.260]  但是他說
[00:12:22.260 --> 00:12:24.260]  若果你有齊這些東西
[00:12:24.260 --> 00:12:25.860]  卻沒有愛
[00:12:25.860 --> 00:12:28.460]  就算不得什麼
[00:12:28.460 --> 00:12:30.460]  如果我今天的演繹就是
[00:12:30.460 --> 00:12:34.660]  如果你是一個最出色最受歡迎的講員
[00:12:34.660 --> 00:12:37.060]  又或者你是一個很出色的神學家
[00:12:37.060 --> 00:12:39.860]  當你開talk每一次都爆的
[00:12:39.860 --> 00:12:42.860]  在這裡開,然後因為不夠位要去摩頓
[00:12:42.860 --> 00:12:45.260]  在摩頓也會不夠位要開幾場
[00:12:45.260 --> 00:12:48.860]  很多人蜂擁而來聽你講道的
[00:12:48.860 --> 00:12:51.860]  又或者你醫病講鬼什麼都行的
[00:12:51.860 --> 00:12:54.260]  但是你沒有愛
[00:12:54.260 --> 00:12:58.260]  仍然是毫無價值
[00:12:58.260 --> 00:13:00.460]  最後一樣
[00:13:00.460 --> 00:13:01.460]  經文說
[00:13:01.460 --> 00:13:03.460]  若你將所有的財產
[00:13:03.460 --> 00:13:05.460]  救濟窮人
[00:13:05.460 --> 00:13:08.060]  又犧牲自己的身體
[00:13:08.060 --> 00:13:09.860]  我不知道你讀到這段經文的時候
[00:13:09.860 --> 00:13:11.460]  你在想什麼
[00:13:11.460 --> 00:13:14.460]  其實保羅也挺囂張的
[00:13:14.460 --> 00:13:15.860]  這些東西
[00:13:15.860 --> 00:13:18.860]  救濟窮人和犧牲自己的身體
[00:13:18.860 --> 00:13:21.660]  其實正正就是耶穌挑戰我們做的
[00:13:21.660 --> 00:13:22.860]  有沒有印象
[00:13:22.860 --> 00:13:25.060]  曾幾何時有一個少年的官
[00:13:25.060 --> 00:13:27.660]  去到耶穌面前求永生之道
[00:13:27.660 --> 00:13:28.260]  有沒有印象
[00:13:28.260 --> 00:13:29.660]  有這樣的經文
[00:13:29.660 --> 00:13:30.660]  他就問耶穌
[00:13:30.660 --> 00:13:32.460]  夫子我應該做些什麼
[00:13:32.460 --> 00:13:34.660]  才可以承受永生呢
[00:13:34.660 --> 00:13:36.060]  接著耶穌就回答他
[00:13:36.060 --> 00:13:38.660]  你有沒有遵守誡命
[00:13:38.660 --> 00:13:40.460]  他說所有誡命我都守了
[00:13:40.460 --> 00:13:41.460]  不可姦淫
[00:13:41.460 --> 00:13:42.460]  不可殺人
[00:13:42.460 --> 00:13:43.060]  不可偷渡
[00:13:43.060 --> 00:13:44.660]  不可作假見證
[00:13:44.660 --> 00:13:45.460]  要愛人如己
[00:13:45.460 --> 00:13:47.260]  我什麼都做了
[00:13:47.260 --> 00:13:49.460]  接著耶穌就說
[00:13:49.460 --> 00:13:52.660]  你還差一樣
[00:13:52.660 --> 00:13:54.660]  你願意做完全人
[00:13:54.660 --> 00:13:58.660]  去變賣你所擁有的分級窮人
[00:13:58.660 --> 00:14:01.460]  就必有財寶在天上
[00:14:01.460 --> 00:14:04.260]  然後來根從惡
[00:14:04.260 --> 00:14:06.660]  原來耶穌不是不看重這些東西
[00:14:06.660 --> 00:14:08.860]  耶穌覺得這些東西是重要的
[00:14:08.860 --> 00:14:09.660]  或者是
[00:14:09.660 --> 00:14:11.460]  你要成為一個完全的人
[00:14:11.460 --> 00:14:13.860]  其中一樣你可以做的事情就是
[00:14:13.860 --> 00:14:18.260]  變賣一切財產救濟窮人
[00:14:18.260 --> 00:14:21.060]  另一段經文他說
[00:14:21.060 --> 00:14:23.460]  人為朋友寫明
[00:14:23.460 --> 00:14:27.860]  人的愛心沒有比這個更大的了
[00:14:27.860 --> 00:14:30.260]  到底出了什麼問題
[00:14:30.260 --> 00:14:32.060]  耶穌說的那些話
[00:14:32.060 --> 00:14:33.460]  現在保羅說
[00:14:33.460 --> 00:14:35.860]  就算你做了這些
[00:14:35.860 --> 00:14:39.460]  其實都是沒有意義的
[00:14:39.460 --> 00:14:44.460]  問題錯在哪裡呢
[00:14:44.460 --> 00:14:46.060]  錯在那四個字
[00:14:46.060 --> 00:14:48.860]  讓人誇讚
[00:14:48.860 --> 00:14:52.260]  你有沒有試過
[00:14:52.260 --> 00:14:56.460]  做了一些善事很想別人看到
[00:14:56.460 --> 00:14:58.060]  我想可能在我們生命裡面
[00:14:58.060 --> 00:14:59.260]  不多不少都有
[00:14:59.260 --> 00:15:01.260]  我記得以前小時候
[00:15:01.260 --> 00:15:03.860]  有一個很出名的電視節目
[00:15:03.860 --> 00:15:06.460]  是每年十月十一月就會做一天的
[00:15:06.460 --> 00:15:09.460]  叫歡樂滿東華
[00:15:09.460 --> 00:15:12.060]  你有沒有捐過錢
[00:15:12.060 --> 00:15:15.660]  我那時候曾經有想過捐一百元
[00:15:15.660 --> 00:15:19.460]  接著就叫他寫李素芬、李國衛、李素賢
[00:15:19.460 --> 00:15:21.460]  和李國銘小朋友
[00:15:21.460 --> 00:15:25.860]  就是我四兄弟姐妹的名字
[00:15:25.860 --> 00:15:30.060]  其實可能你有沒有想過
[00:15:30.060 --> 00:15:32.860]  這些只是上網找的
[00:15:32.860 --> 00:15:34.460]  其實你有沒有想過
[00:15:34.460 --> 00:15:38.460]  假若這個節目沒有了這一行字
[00:15:38.460 --> 00:15:42.860]  你猜善款會不會少了呢
[00:15:42.860 --> 00:15:46.060]  你有沒有發覺有些名字很長的
[00:15:46.060 --> 00:15:50.060]  就是整家祖宗十八代寫在裡面
[00:15:50.060 --> 00:15:52.860]  為什麼人要這樣做呢
[00:15:52.860 --> 00:15:55.860]  他做了善事很想被人知道
[00:15:55.860 --> 00:15:57.260]  很想被人認同
[00:15:57.260 --> 00:15:58.660]  很想被人記得
[00:15:58.660 --> 00:16:01.260]  甚至乎我想如果那時候有錄影機
[00:16:01.260 --> 00:16:04.060]  他應該打完電話收線就馬上錄的了
[00:16:04.060 --> 00:16:06.460]  是吧,就是錄到那段出了自己的名字
[00:16:06.460 --> 00:16:08.860]  出了之後就不用再錄了
[00:16:08.860 --> 00:16:11.060]  因為他想看到的是自己的名字
[00:16:11.060 --> 00:16:13.860]  被人記得就是我曾幾何時
[00:16:13.860 --> 00:16:17.860]  夾份捐了一百元
[00:16:17.860 --> 00:16:22.260]  會不會有時候我們的生活行為也是這樣呢
[00:16:22.260 --> 00:16:24.060]  這段經文其實
[00:16:24.060 --> 00:16:24.860]  他這裡說
[00:16:24.860 --> 00:16:26.260]  聖經有沒有想過
[00:16:26.260 --> 00:16:29.060]  保羅為什麼會用這兩個例子
[00:16:29.060 --> 00:16:30.460]  其實他想說
[00:16:30.460 --> 00:16:32.660]  是我們做到很盡
[00:16:32.660 --> 00:16:34.060]  我連命都不要
[00:16:34.060 --> 00:16:36.460]  我連我所有財產都分給窮人
[00:16:36.460 --> 00:16:38.460]  我們做到盡無可盡
[00:16:38.460 --> 00:16:42.460]  但若果我們所做的善行是不帶著愛
[00:16:42.460 --> 00:16:47.260]  聖經說仍然對我毫無益處
[00:16:47.260 --> 00:16:49.460]  這段經文不難解的
[00:16:49.460 --> 00:16:52.060]  但很難啃
[00:16:52.060 --> 00:16:56.060]  我不知道在座有哪位有任何的服事崗位
[00:16:56.060 --> 00:16:57.260]  可能是組長
[00:16:57.260 --> 00:16:59.460]  可能是敬拜隊迎新
[00:16:59.460 --> 00:17:03.060]  可能是代討者
[00:17:03.060 --> 00:17:06.060]  其實我們很多時候在運用我們的恩賜
[00:17:06.060 --> 00:17:07.660]  但我們的心
[00:17:07.660 --> 00:17:11.460]  我們的動機到底正不正確呢
[00:17:11.460 --> 00:17:14.660]  這三個經文讓我明白一個道理
[00:17:14.660 --> 00:17:18.660]  原來行為和行為達致的果效
[00:17:18.660 --> 00:17:20.460]  和背後的動機
[00:17:20.460 --> 00:17:23.260]  是可以完全分開的
[00:17:23.260 --> 00:17:24.460]  是可以完全分開的
[00:17:24.460 --> 00:17:25.660]  你明白我的意思吧
[00:17:25.660 --> 00:17:28.060]  你可以唱得很好
[00:17:28.060 --> 00:17:29.060]  唱得很好聽
[00:17:29.060 --> 00:17:31.660]  但你的動機完全不對
[00:17:31.660 --> 00:17:34.260]  我就想起幾年前
[00:17:34.260 --> 00:17:35.660]  有一個小妹妹
[00:17:35.660 --> 00:17:37.660]  其實我對她沒有任何反感
[00:17:37.660 --> 00:17:39.460]  不過我覺得很有趣
[00:17:39.460 --> 00:17:40.660]  因為這個小妹妹
[00:17:40.660 --> 00:17:41.860]  她那時候九歲
[00:17:41.860 --> 00:17:43.660]  她參加了全美一丁
[00:17:43.660 --> 00:17:45.460]  即是America's Got Talent
[00:17:45.460 --> 00:17:46.660]  有沒有看過
[00:17:46.660 --> 00:17:48.660]  Selene Tam
[00:17:48.660 --> 00:17:51.260]  她唱My Heart Will Go On
[00:17:51.260 --> 00:17:52.260]  一邊唱的時候
[00:17:52.260 --> 00:17:56.460]  很多報道說她俘虜了不知多少千萬的美國人
[00:17:56.460 --> 00:17:58.260]  因為她是好聽到一個地步
[00:17:58.260 --> 00:18:03.260]  那個裁判是按了那個Golden Buzzer
[00:18:03.260 --> 00:18:04.060]  你明白我的意思吧
[00:18:04.060 --> 00:18:07.460]  如果按了那個就即刻入圍
[00:18:07.460 --> 00:18:09.660]  但當我去聽一個九歲的人
[00:18:09.660 --> 00:18:12.660]  唱My Heart Will Go On的時候
[00:18:12.660 --> 00:18:15.060]  我有另一個感受
[00:18:15.060 --> 00:18:16.460]  她懂得讀字
[00:18:16.460 --> 00:18:18.060]  她咬字很清楚
[00:18:18.060 --> 00:18:19.860]  她的發音很準
[00:18:19.860 --> 00:18:21.660]  她的音拉得很漂亮
[00:18:21.660 --> 00:18:23.660]  小巨沸
[00:18:23.660 --> 00:18:28.860]  但她明不明白背後的意義
[00:18:28.860 --> 00:18:30.460]  她可以有很厲害的行為
[00:18:30.460 --> 00:18:31.660]  很厲害的果效
[00:18:31.660 --> 00:18:33.060]  但她的動機
[00:18:33.060 --> 00:18:37.060]  或者她背後其實在想什麼
[00:18:37.060 --> 00:18:39.260]  你明不明白我在想什麼
[00:18:39.260 --> 00:18:40.660]  當我們今天服侍的時候
[00:18:40.660 --> 00:18:42.460]  我們可以做得很好
[00:18:42.460 --> 00:18:44.260]  做得很得體
[00:18:44.260 --> 00:18:47.660]  但你是不是真的帶著愛
[00:18:47.660 --> 00:18:52.660]  下面是韓德爾的尼塞亞神曲
[00:18:52.660 --> 00:18:53.860]  很多人翻唱
[00:18:53.860 --> 00:18:55.660]  差不多每年聖誕節
[00:18:55.660 --> 00:18:58.060]  或者聖誕節之前
[00:18:58.060 --> 00:19:02.460]  很多人會開演唱會去唱這首歌
[00:19:02.460 --> 00:19:04.060]  令我很震驚的就是
[00:19:04.060 --> 00:19:06.460]  很多人唱這首歌唱得很好
[00:19:06.460 --> 00:19:10.260]  但他們是無神論者
[00:19:10.260 --> 00:19:12.660]  是不是很可惜
[00:19:12.660 --> 00:19:16.060]  我們今天在上帝面前的服侍
[00:19:16.060 --> 00:19:19.460]  會不會有時候也是這樣
[00:19:19.460 --> 00:19:21.260]  其實講道也會的
[00:19:21.260 --> 00:19:23.860]  我自己有機會在這裡講道
