
[00:00:00.000 --> 00:00:03.000]  親愛的主,求祢在這個時間裏面,
[00:02:26.000 --> 00:02:29.000]  當我開始在浸神教神學,
[00:02:29.000 --> 00:02:31.000]  做他的副教授的時候,
[00:02:31.000 --> 00:02:33.000]  助理教授的時候,
[00:02:33.000 --> 00:02:34.000]  我就開始發現,
[00:02:34.000 --> 00:02:38.000]  其實那時候我發覺那些學生是不太懂的,
[00:02:38.000 --> 00:02:39.000]  然後呢,
[00:02:39.000 --> 00:02:42.000]  總之我覺得震撼的東西就是,
[00:02:42.000 --> 00:02:46.000]  我在教會,也有幾多大的教會的時份過,
[00:02:46.000 --> 00:02:50.000]  我發覺原來很多教會其實都不太知道,
[00:02:50.000 --> 00:02:52.000]  他們不太知道原來,
[00:02:52.000 --> 00:02:55.000]  真正的禱告是可以去到什麼地步,
[00:02:55.000 --> 00:02:57.000]  和禱告有什麼能力的,
[00:02:57.000 --> 00:02:59.000]  所以其實呢,
[00:02:59.000 --> 00:03:01.000]  我發覺更明顯的時候,
[00:03:01.000 --> 00:03:02.000]  我都不太為意,
[00:03:02.000 --> 00:03:04.000]  知道的時候可以慢慢學,
[00:03:04.000 --> 00:03:06.000]  但我發覺更加重要的就是,
[00:03:06.000 --> 00:03:07.000]  當2019年,
[00:03:07.000 --> 00:03:09.000]  我們有社會事件,
[00:03:09.000 --> 00:03:11.000]  然後經濟有不景,
[00:03:11.000 --> 00:03:12.000]  一段很長的時間,
[00:03:12.000 --> 00:03:14.000]  香港有一個很低層的時候,
[00:03:14.000 --> 00:03:16.000]  很多人在很困難的時候,
[00:03:16.000 --> 00:03:19.000]  在這六七年裡面,
[00:03:19.000 --> 00:03:22.000]  我發覺不是很多人,
[00:03:22.000 --> 00:03:26.000]  是知道怎樣進入這些狀態,
[00:03:26.000 --> 00:03:28.000]  和去運用神給我們的能力,
[00:03:28.000 --> 00:03:30.000]  和權柄去禱告,
[00:03:30.000 --> 00:03:32.000]  這使得我很震撼,
[00:03:32.000 --> 00:03:36.000]  因為這個其實我覺得是基督徒生命裡面最重要的一個環節,
[00:03:36.000 --> 00:03:39.000]  所以,近年,
[00:03:39.000 --> 00:03:42.000]  我想特別是去年開始,
[00:03:42.000 --> 00:03:46.000]  我開始講多些禱告有關的事,
[00:03:46.000 --> 00:03:49.000]  其實禱告是一個很深的subject,
[00:03:49.000 --> 00:03:53.000]  其實可以是一個十堂,
[00:03:53.000 --> 00:03:55.000]  每堂三個小時的course,
[00:03:55.000 --> 00:03:56.000]  所以講的,
[00:03:56.000 --> 00:03:57.000]  所以其實,
[00:03:57.000 --> 00:03:59.000]  以45分鐘的時候,
[00:03:59.000 --> 00:04:01.000]  根本講不到什麼,
[00:04:01.000 --> 00:04:03.000]  我想和你分享,
[00:04:03.000 --> 00:04:05.000]  其中禱告一個的狀態,
[00:04:05.000 --> 00:04:08.000]  這個狀態我覺得重要的,
[00:04:08.000 --> 00:04:10.000]  因為你們人生裡面,
[00:04:10.000 --> 00:04:11.000]  如果你們追求神,
[00:04:11.000 --> 00:04:12.000]  是一定會經歷過的,
[00:04:12.000 --> 00:04:16.000]  這個就是聖經裡面較為出名的狀態,
[00:04:16.000 --> 00:04:18.000]  它的名字叫彈色哀求,
[00:04:18.000 --> 00:04:20.000]  我想用一段經文,
[00:04:20.000 --> 00:04:21.000]  很短的,
[00:04:21.000 --> 00:04:23.000]  去和你講這個狀態,
[00:04:23.000 --> 00:04:25.000]  如果你看出拉及記的時候,
[00:04:25.000 --> 00:04:27.000]  我只讀三節的聖經,
[00:04:27.000 --> 00:04:28.000]  很短,
[00:04:28.000 --> 00:04:31.000]  第23至第25節,
[00:04:31.000 --> 00:04:32.000]  當中裡面,
[00:04:32.000 --> 00:04:33.000]  你聽我讀,
[00:04:33.000 --> 00:04:35.000]  就是過了很多年,
[00:04:35.000 --> 00:04:36.000]  埃及王死了,
[00:04:36.000 --> 00:04:38.000]  這個講摩西的故事,
[00:04:38.000 --> 00:04:40.000]  和以色列的故事,
[00:04:40.000 --> 00:04:42.000]  以色列人因為作苦工,
[00:04:42.000 --> 00:04:44.000]  就彈色哀求,
[00:04:44.000 --> 00:04:46.000]  他們的哀聲達於神,
[00:04:46.000 --> 00:04:48.000]  神就聽到他們的哀聲,
[00:04:48.000 --> 00:04:52.000]  就紀念他和阿伯拉罕以撒瓦國所立的約,
[00:04:52.000 --> 00:04:54.000]  神看顧以色列人,
[00:04:54.000 --> 00:04:56.000]  也知道他們的苦情,
[00:04:56.000 --> 00:04:59.000]  第23節裡面,
[00:04:59.000 --> 00:05:01.000]  講到彈色哀求,
[00:05:01.000 --> 00:05:04.000]  其實這是一個很特別的希伯來文,
[00:05:04.000 --> 00:05:06.000]  如果在這個希伯來文,
[00:05:06.000 --> 00:05:08.000]  如果你認識原文聖經的時候,
[00:05:08.000 --> 00:05:09.000]  你就會發覺,
[00:05:09.000 --> 00:05:10.000]  這個原文,
[00:05:10.000 --> 00:05:12.000]  在舊約聖經裡面,
[00:05:12.000 --> 00:05:14.000]  一共出了大約100次,
[00:05:14.000 --> 00:05:16.000]  其實全部都是形容個人,
[00:05:16.000 --> 00:05:18.000]  或者群體,
[00:05:18.000 --> 00:05:20.000]  祈求的狀態,
[00:05:20.000 --> 00:05:22.000]  但是如果仔細去研究,
[00:05:22.000 --> 00:05:24.000]  彈色哀求的運用的時候,
[00:05:24.000 --> 00:05:26.000]  特別是當彈色哀求的對象,
[00:05:26.000 --> 00:05:28.000]  是神自己的時候,
[00:05:28.000 --> 00:05:29.000]  你就會發覺,
[00:05:29.000 --> 00:05:32.000]  彈色哀求不是一般的祈禱,
[00:05:32.000 --> 00:05:35.000]  不是像你早上起床禱告,
[00:05:35.000 --> 00:05:36.000]  吃飯禱告,
[00:05:36.000 --> 00:05:38.000]  然後臨睡又跟家人禱告,
[00:05:38.000 --> 00:05:39.000]  然後為你的子女禱告,
[00:05:39.000 --> 00:05:40.000]  不是,
[00:05:40.000 --> 00:05:42.000]  而是什麼狀態呢?
[00:05:42.000 --> 00:05:43.000]  是當一個人,
[00:05:43.000 --> 00:05:45.000]  去認識到,
[00:05:45.000 --> 00:05:47.000]  有很大的困難淋到他,
[00:05:47.000 --> 00:05:49.000]  而他用出他的方法,
[00:05:49.000 --> 00:05:52.000]  都沒有辦法去處理這個困難,
[00:05:52.000 --> 00:05:54.000]  去到走投無路,
[00:05:54.000 --> 00:05:55.000]  去到絕境的時候,
[00:05:55.000 --> 00:05:58.000]  在強大的壓力下的時候,
[00:05:58.000 --> 00:06:01.000]  是由心底裡發出一個很自然,
[00:06:01.000 --> 00:06:04.000]  也很迫切的一個吶喊,
[00:06:04.000 --> 00:06:08.000]  如果你根據我們歷史書裡面的書卷,
[00:06:08.000 --> 00:06:10.000]  好像《時詩記》,
[00:06:10.000 --> 00:06:11.000]  《列王記》上下,
[00:06:11.000 --> 00:06:13.000]  《歷代節》上下,
[00:06:13.000 --> 00:06:15.000]  你就會發覺,
[00:06:15.000 --> 00:06:18.000]  當每一次以色列人被仇敵壓榨的時候,
[00:06:18.000 --> 00:06:20.000]  或者陷在絕境裡面,
[00:06:20.000 --> 00:06:22.000]  跟神彈色哀求的時候,
[00:06:22.000 --> 00:06:24.000]  是每一次,
[00:06:24.000 --> 00:06:26.000]  神都會幫助他們,
[00:06:26.000 --> 00:06:28.000]  是應運他們的禱告,
[00:06:28.000 --> 00:06:31.000]  拯救他們脫離仇敵的手,
[00:06:31.000 --> 00:06:34.000]  以及帶給他們有贖靈的復興,
[00:06:34.000 --> 00:06:37.000]  就好像有一條贖靈的方法,
[00:06:37.000 --> 00:06:38.000]  就是說,
[00:06:38.000 --> 00:06:40.000]  當你彈色哀求的時候,
[00:06:40.000 --> 00:06:42.000]  就有拯救,
[00:06:42.000 --> 00:06:44.000]  當你彈色哀求的時候,
[00:06:44.000 --> 00:06:45.000]  就會有復興,
[00:06:45.000 --> 00:06:47.000]  然後我們就會問,
[00:06:47.000 --> 00:06:49.000]  那什麼才叫彈色哀求呢?
[00:06:49.000 --> 00:06:52.000]  是不是當我們祈禱大聲一點,
[00:06:52.000 --> 00:06:55.000]  當我們帶著強烈一點的情緒去跟神說,
[00:06:55.000 --> 00:06:57.000]  神你一定要聽我的禱告,
[00:06:57.000 --> 00:06:59.000]  那就是彈色哀求了,
[00:06:59.000 --> 00:07:02.000]  當你將這100節的經文,
[00:07:02.000 --> 00:07:04.000]  分類研究,
[00:07:04.000 --> 00:07:06.000]  以及把它分類之後,
[00:07:06.000 --> 00:07:10.000]  其實彈色哀求基本上是有三個特徵,
[00:07:10.000 --> 00:07:12.000]  第一,
[00:07:12.000 --> 00:07:14.000]  彈色哀求是承認,
[00:07:14.000 --> 00:07:18.000]  神是我們唯一的希望,
[00:07:18.000 --> 00:07:23.000]  這是一個講義造難的狀態,
[00:07:23.000 --> 00:07:25.000]  也很老實說,
[00:07:25.000 --> 00:07:28.000]  從一個過來人的角度,
[00:07:28.000 --> 00:07:30.000]  是十分困難的,
[00:07:30.000 --> 00:07:31.000]  為什麼呢?
[00:07:31.000 --> 00:07:33.000]  因為當你有困難的時候,
[00:07:33.000 --> 00:07:34.000]  你想想你自己有困難的時候,
[00:07:34.000 --> 00:07:35.000]  你怎麼做?
[00:07:35.000 --> 00:07:36.000]  有困難的時候,
[00:07:36.000 --> 00:07:38.000]  你當然要解決困難,
[00:07:38.000 --> 00:07:41.000]  你父母和學校的老師,
[00:07:41.000 --> 00:07:44.000]  現在的學校通常都給你很多功課,
[00:07:44.000 --> 00:07:45.000]  給你很多壓力,
[00:07:45.000 --> 00:07:47.000]  你的子女就知道了,
[00:07:47.000 --> 00:07:48.000]  你的年代沒那麼重要,
[00:07:48.000 --> 00:07:50.000]  你的子女就慘了,
[00:07:50.000 --> 00:07:52.000]  他的子女不用想了,
[00:07:52.000 --> 00:07:54.000]  所以你發覺一件事,
[00:07:54.000 --> 00:07:56.000]  學校給你那麼多東西的時候,
[00:07:56.000 --> 00:07:59.000]  其實不是單單要小孩解決困難,
[00:07:59.000 --> 00:08:02.000]  要家長幫小孩一起解決困難,
[00:08:02.000 --> 00:08:04.000]  不然小孩會死硬,
[00:08:04.000 --> 00:08:06.000]  所以其實一件事,
[00:08:06.000 --> 00:08:09.000]  在我們很小的時候,
[00:08:09.000 --> 00:08:11.000]  其實我們已經被人訓練,
[00:08:11.000 --> 00:08:14.000]  一定要自己解決困難,
[00:08:14.000 --> 00:08:15.000]  我們中國人有個思想,
[00:08:15.000 --> 00:08:17.000]  就是天助自助之人,
[00:08:17.000 --> 00:08:21.000]  所以其實解決困難是天公地義,
[00:08:21.000 --> 00:08:23.000]  當我們在工作,在家庭,
[00:08:23.000 --> 00:08:26.000]  在人際關係遇到困難的時候,
[00:08:26.000 --> 00:08:29.000]  我們會想盡一切方法去解決困難,
[00:08:29.000 --> 00:08:33.000]  而這個社會雖然沒有明顯,
[00:08:33.000 --> 00:08:36.000]  但其實潛規則告訴你,
[00:08:36.000 --> 00:08:38.000]  你越有能力解決困難,
[00:08:38.000 --> 00:08:41.000]  你的工資就會越高,
[00:08:41.000 --> 00:08:43.000]  這是一個事實,
[00:08:43.000 --> 00:08:45.000]  你的職位也會越高,
[00:08:45.000 --> 00:08:48.000]  你坐在總經理的位置的時候,
[00:08:48.000 --> 00:08:52.000]  你就是一個整間公司的困難都可以解決的人,
[00:08:52.000 --> 00:08:54.000]  他就獎勵你坐在這個位置,
[00:08:54.000 --> 00:08:57.000]  是基本上是憑實力去拿得到的,
[00:08:57.000 --> 00:09:00.000]  這個實力是要很長時間的訓練,
[00:09:00.000 --> 00:09:02.000]  很艱苦,經過很多困難,
[00:09:02.000 --> 00:09:04.000]  累積過來,
[00:09:04.000 --> 00:09:06.000]  所以對很多人來說,
[00:09:06.000 --> 00:09:08.000]  其實當我們遇到困難的時候,
[00:09:08.000 --> 00:09:10.000]  我們是自己去解決,
[00:09:10.000 --> 00:09:13.000]  神不是我們唯一的希望,
[00:09:13.000 --> 00:09:15.000]  神是什麼呢?
[00:09:15.000 --> 00:09:18.000]  神是當我們完全用自己的方法,
[00:09:18.000 --> 00:09:20.000]  都解決不了困難的時候,
[00:09:20.000 --> 00:09:22.000]  不過是我們最後的希望,
[00:09:22.000 --> 00:09:24.000]  這個很不同,
[00:09:24.000 --> 00:09:26.000]  其實你不要覺得,
[00:09:26.000 --> 00:09:28.000]  嘩,真慘,
[00:09:28.000 --> 00:09:31.000]  其實這是一個很難達到的目標,
[00:09:31.000 --> 00:09:33.000]  但你要發覺一件事,
[00:09:33.000 --> 00:09:35.000]  就是如果你看回聖經的例子,
[00:09:35.000 --> 00:09:36.000]  你會發覺,
[00:09:36.000 --> 00:09:37.000]  聖經所說的,
[00:09:37.000 --> 00:09:39.000]  基本上一開始的時候,
[00:09:39.000 --> 00:09:42.000]  都不會覺得神是他唯一的希望,
[00:09:42.000 --> 00:09:43.000]  你看看以色列人,
[00:09:43.000 --> 00:09:45.000]  就是一個很明顯的例子,
[00:09:45.000 --> 00:09:46.000]  你看看這個例子,
[00:09:46.000 --> 00:09:48.000]  你知不知道以色列人,
[00:09:48.000 --> 00:09:53.000]  在埃及一共被奴隸幾年,
[00:09:53.000 --> 00:09:56.000]  他才開始嘆息哀求呢?
[00:09:56.000 --> 00:09:58.000]  如果你看看,
[00:09:58.000 --> 00:10:00.000]  出埃及記第一第二章,
[00:10:00.000 --> 00:10:04.000]  然後再拍攝《使徒行傳》第七章的時候,
[00:10:04.000 --> 00:10:06.000]  你就會發覺,
[00:10:06.000 --> 00:10:09.000]  摩西在未出世之前,
[00:10:09.000 --> 00:10:11.000]  他已經被奴役了,
[00:10:11.000 --> 00:10:14.000]  而摩西在八十歲的時候,
[00:10:14.000 --> 00:10:17.000]  他才開始嘆息哀求求神幫助他們,
[00:10:17.000 --> 00:10:19.000]  你知不知道以色列人,
[00:10:19.000 --> 00:10:21.000]  過了多少年才嘆息哀求呢?
[00:10:21.000 --> 00:10:22.000]  是八十年,
[00:10:22.000 --> 00:10:24.000]  超過了八十年,
[00:10:24.000 --> 00:10:25.000]  同一個狀態,
[00:10:25.000 --> 00:10:27.000]  他們在掙扎,
[00:10:27.000 --> 00:10:29.000]  過了八十年才開始嘆息哀求,
[00:10:29.000 --> 00:10:31.000]  你知不知道為什麼,
[00:10:31.000 --> 00:10:33.000]  他到那時候才嘆息哀求呢?
[00:10:33.000 --> 00:10:35.000]  聖經裡面最明顯說,
[00:10:35.000 --> 00:10:36.000]  因為那時候,
[00:10:36.000 --> 00:10:40.000]  近時奴役他們的埃及王死了,
[00:10:40.000 --> 00:10:44.000]  有新的埃及王起來,
[00:10:44.000 --> 00:10:46.000]  他那時候可能,
[00:10:46.000 --> 00:10:47.000]  先有想,
[00:10:47.000 --> 00:10:49.000]  我們盡力而為,
[00:10:49.000 --> 00:10:51.000]  我們已經成為奴隸,
[00:10:51.000 --> 00:10:52.000]  怕人來欺負,
[00:10:52.000 --> 00:10:53.000]  也沒有什麼辦法,
[00:10:53.000 --> 00:10:54.000]  只能盡力而為,
[00:10:54.000 --> 00:10:56.000]  在當中博一下好感,
[00:10:56.000 --> 00:10:57.000]  做多點事的時候,
[00:10:57.000 --> 00:10:59.000]  別人認同我有價值的時候,
[00:10:59.000 --> 00:11:01.000]  對我好一點,
[00:11:01.000 --> 00:11:02.000]  但發覺不是,
[00:11:02.000 --> 00:11:05.000]  做什麼都沒有用,
[00:11:05.000 --> 00:11:07.000]  然後終於等到了,
[00:11:07.000 --> 00:11:09.000]  這個埃及王終於死了,
[00:11:09.000 --> 00:11:11.000]  我做到他死了,
[00:11:11.000 --> 00:11:13.000]  終於有新的埃及王興起,
[00:11:13.000 --> 00:11:15.000]  會不會有些改變呢?
[00:11:15.000 --> 00:11:17.000]  原來沒有的,
[00:11:17.000 --> 00:11:19.000]  比近時更差,
[00:11:19.000 --> 00:11:20.000]  然後,
[00:11:20.000 --> 00:11:22.000]  其實在當中,
[00:11:22.000 --> 00:11:24.000]  是到了那個時間,
[00:11:24.000 --> 00:11:26.000]  以色列人才會發覺一件事,
[00:11:26.000 --> 00:11:28.000]  原來我做什麼,
[00:11:28.000 --> 00:11:29.000]  做多少,
[00:11:29.000 --> 00:11:31.000]  做得多辛苦,
[00:11:31.000 --> 00:11:33.000]  多默默的去做,
[00:11:33.000 --> 00:11:34.000]  有多大的貢獻,
[00:11:34.000 --> 00:11:36.000]  原來是沒有用的,
[00:11:36.000 --> 00:11:38.000]  原來是完全沒有用的,
[00:11:38.000 --> 00:11:41.000]  基本上是救不了自己,
[00:11:41.000 --> 00:11:43.000]  是直到那個時候,
[00:11:43.000 --> 00:11:45.000]  以色列人才會發覺,
[00:11:45.000 --> 00:11:48.000]  耶和華原來是他們唯一的希望,
[00:11:48.000 --> 00:11:52.000]  是不是耶和華之前沒有那麼大能力,
[00:11:52.000 --> 00:11:53.000]  現在能力大了呢?
[00:11:53.000 --> 00:11:54.000]  不是,
[00:11:54.000 --> 00:11:55.000]  而是因為人的認識,
[00:11:55.000 --> 00:11:57.000]  終於發覺他自己不行,
[00:11:57.000 --> 00:11:59.000]  其實,
[00:11:59.000 --> 00:12:02.000]  在我第一次接觸這些經驗的時候,
[00:12:02.000 --> 00:12:07.000]  是當我差不多和你一樣大的時候,
[00:12:07.000 --> 00:12:09.000]  我開始追求神,
[00:12:09.000 --> 00:12:13.000]  我開始去對付我自己的罪的時候,
[00:12:13.000 --> 00:12:15.000]  那,弟兄,
[00:12:15.000 --> 00:12:17.000]  你知道會有什麼罪的了,
[00:12:17.000 --> 00:12:19.000]  其實我也會有這樣的試探,
[00:12:19.000 --> 00:12:20.000]  有這樣的經驗,
[00:12:20.000 --> 00:12:21.000]  很多時候,
[00:12:21.000 --> 00:12:22.000]  當我很多時候,
[00:12:22.000 --> 00:12:24.000]  有一些的,
[00:12:24.000 --> 00:12:27.000]  那時候我和你差不多大年紀,
[00:12:27.000 --> 00:12:30.000]  那時候當我有些色情的意念進來的時候,
[00:12:30.000 --> 00:12:31.000]  我發覺,
[00:12:31.000 --> 00:12:32.000]  很難抗拒,
[00:12:32.000 --> 00:12:34.000]  很大的困難,
[00:12:34.000 --> 00:12:36.000]  我很想追求神,
[00:12:36.000 --> 00:12:40.000]  但我發覺常常都跌倒在這些罪裡面,
[00:12:40.000 --> 00:12:41.000]  然後,
[00:12:41.000 --> 00:12:43.000]  在當中我開始慢慢意識到,
[00:12:43.000 --> 00:12:44.000]  真的不行,
[00:12:44.000 --> 00:12:45.000]  然後,
[00:12:45.000 --> 00:12:47.000]  有一兩次的時候,
[00:12:47.000 --> 00:12:49.000]  我有些很特殊的屬靈經驗,
[00:12:49.000 --> 00:12:51.000]  就是有一次,
[00:12:51.000 --> 00:12:52.000]  我發覺,
[00:12:52.000 --> 00:12:54.000]  它試探強大到一個地步,
[00:12:54.000 --> 00:12:56.000]  我發覺我一定會跌倒,
[00:12:56.000 --> 00:12:57.000]  然後那時候,
[00:12:57.000 --> 00:12:58.000]  我在跌倒之前,
[00:12:58.000 --> 00:13:00.000]  我做了一個禱告,
[00:13:00.000 --> 00:13:01.000]  我說,
[00:13:01.000 --> 00:13:02.000]  神,
[00:13:02.000 --> 00:13:05.000]  救我,
[00:13:05.000 --> 00:13:07.000]  然後在這個禱告之後,
[00:13:07.000 --> 00:13:08.000]  我做了這個禱告之後,
[00:13:08.000 --> 00:13:10.000]  我發覺,
[00:13:10.000 --> 00:13:11.000]  突然之間,
[00:13:11.000 --> 00:13:15.000]  那個很強大的誘惑和勢力,
[00:13:15.000 --> 00:13:18.000]  是突然間消失的,
[00:13:18.000 --> 00:13:20.000]  是沒有了的,
[00:13:20.000 --> 00:13:22.000]  是直到那時候,
[00:13:22.000 --> 00:13:23.000]  我才開始明白,
[00:13:23.000 --> 00:13:26.000]  原來所有的addiction後面的受,
[00:13:26.000 --> 00:13:29.000]  原來有撒旦的勢力在裡面,
[00:13:29.000 --> 00:13:31.000]  所有我想到的addiction,
[00:13:31.000 --> 00:13:33.000]  這個是到了我再深入認識神,
[00:13:33.000 --> 00:13:35.000]  以及聖經的時候,
[00:13:35.000 --> 00:13:36.000]  開始知道,
[00:13:36.000 --> 00:13:37.000]  就是說,
[00:13:37.000 --> 00:13:39.000]  原來那些勢力,
[00:13:39.000 --> 00:13:42.000]  在當中你覺得無可抗拒的時候,
[00:13:42.000 --> 00:13:46.000]  只有當你承認是不行的,
[00:13:46.000 --> 00:13:48.000]  專心依靠神的時候,
[00:13:48.000 --> 00:13:51.000]  神是很神跡地將那件事拿去,
[00:13:51.000 --> 00:13:53.000]  然後你就會,
[00:13:53.000 --> 00:13:54.000]  那時候我第一次經歷的時候,
[00:13:54.000 --> 00:13:55.000]  我發覺,
[00:13:55.000 --> 00:13:57.000]  我出了一身冷汗,
[00:13:57.000 --> 00:13:58.000]  為什麼呢?
[00:13:58.000 --> 00:14:03.000]  因為我第一次看到有邪靈的力量在後面,
[00:14:03.000 --> 00:14:07.000]  這個我年紀差不多跟你一樣,
[00:14:07.000 --> 00:14:08.000]  你不可能的,
[00:14:08.000 --> 00:14:09.000]  如果不是的時候,
[00:14:09.000 --> 00:14:11.000]  上一秒還是,
[00:14:11.000 --> 00:14:13.000]  那個試探打了一秒,
[00:14:13.000 --> 00:14:14.000]  一定會跌倒的,
[00:14:14.000 --> 00:14:16.000]  下一秒完全消失的,
[00:14:16.000 --> 00:14:17.000]  你真的不可能,
[00:14:17.000 --> 00:14:19.000]  最後這件事不是一次,
[00:14:19.000 --> 00:14:22.000]  而是每一次當我這樣禱告的時候,
[00:14:22.000 --> 00:14:24.000]  它都這樣發生,
[00:14:24.000 --> 00:14:26.000]  然後我就明白一件事,
[00:14:26.000 --> 00:14:28.000]  當我知道,
[00:14:28.000 --> 00:14:31.000]  專心單單放下自己,
[00:14:31.000 --> 00:14:32.000]  承認自己不行,
[00:14:32.000 --> 00:14:34.000]  去依靠神的時候,
[00:14:34.000 --> 00:14:36.000]  我才開始經歷一件事,
[00:14:36.000 --> 00:14:39.000]  就是超乎尋常的改變,
[00:14:39.000 --> 00:14:41.000]  就會開始發生,
[00:14:41.000 --> 00:14:44.000]  所以其實真正有效果的刀是真的,
[00:14:44.000 --> 00:14:47.000]  是一個可以改變生命的禱告,
[00:14:47.000 --> 00:14:50.000]  接著我們再看看,
[00:14:50.000 --> 00:14:53.000]  這個彈色哀求,
[00:14:53.000 --> 00:14:55.000]  如果你看回聖經裡面的時候,
[00:14:55.000 --> 00:14:58.000]  第二個category的意思是什麼呢?
[00:14:58.000 --> 00:15:01.000]  彈色哀求是指向一件事,
[00:15:01.000 --> 00:15:04.000]  就是你是不自知的,
[00:15:04.000 --> 00:15:07.000]  要求神介入你的生命裡面,
[00:15:07.000 --> 00:15:10.000]  當你認識到,
[00:15:10.000 --> 00:15:13.000]  神是你唯一的希望的時候,
[00:15:13.000 --> 00:15:17.000]  當你看到你是無能為力的時候,
[00:15:17.000 --> 00:15:19.000]  當你在絕對的困境裡面,
[00:15:19.000 --> 00:15:22.000]  不能夠被拯救的時候,
[00:15:22.000 --> 00:15:27.000]  接著你的禱告就會開始改變,
[00:15:27.000 --> 00:15:30.000]  你的禱告開始改變,
[00:15:30.000 --> 00:15:35.000]  不會再是像你吃飯之前,
[00:15:35.000 --> 00:15:37.000]  那十五秒你說神啊,
[00:15:37.000 --> 00:15:39.000]  求祢潔淨這些食物,
[00:15:39.000 --> 00:15:41.000]  使我有能力,有精神,
[00:15:41.000 --> 00:15:44.000]  今天走祢讓我走的道路,
[00:15:44.000 --> 00:15:45.000]  藉著這些食物,
[00:15:45.000 --> 00:15:46.000]  不會的,
[00:15:46.000 --> 00:15:48.000]  晚上禱告就是神啊,
[00:15:48.000 --> 00:15:50.000]  多謝祢今天幫助我,
[00:15:50.000 --> 00:15:52.000]  渡過這麼多的難關,
[00:15:52.000 --> 00:15:54.000]  讓我睡得好,
[00:15:54.000 --> 00:15:56.000]  一覺睡天光,
[00:15:56.000 --> 00:15:58.000]  不會再是這樣的禱告,
[00:15:58.000 --> 00:16:01.000]  你的禱告在當中會被改變,
[00:16:01.000 --> 00:16:03.000]  是一件很自然的事,
[00:16:03.000 --> 00:16:05.000]  當你開始意識到,
[00:16:05.000 --> 00:16:07.000]  當你是一個很絕對的困難,
