
[00:00:00.000 --> 00:00:02.920]  感謝我們的主
[00:02:43.720 --> 00:02:48.720]  神已經立祂為主為基督了
[00:02:48.720 --> 00:02:52.320]  復活是表明祂是主,是基督,是救贖主
[00:02:52.320 --> 00:02:57.320]  是利塞亞,即是基督的意思
[00:02:57.320 --> 00:02:58.320]  死去的耶穌
[00:02:58.320 --> 00:03:01.720]  原來正是猶太教一直以來
[00:03:01.720 --> 00:03:04.720]  盼望的那位救贖主
[00:03:04.720 --> 00:03:06.720]  那一位的受告者
[00:03:06.720 --> 00:03:08.320]  這是一個解釋
[00:03:08.320 --> 00:03:10.520]  耶穌的復活是代表了甚麼
[00:03:10.520 --> 00:03:13.720]  由羅馬書一章四節講到
[00:03:13.720 --> 00:03:15.720]  按著聖善的靈來講
[00:03:15.720 --> 00:03:17.720]  主因為從死裡復活
[00:03:17.720 --> 00:03:21.520]  就以大能顯明祂是神的兒子
[00:03:21.520 --> 00:03:23.520]  唯有是神的兒子
[00:03:23.520 --> 00:03:27.120]  才有復活的能力
[00:03:27.120 --> 00:03:28.320]  另外還有
[00:03:28.320 --> 00:03:30.720]  哥林多前書十五章第二十節說
[00:03:30.720 --> 00:03:32.720]  基督已經從死裡復活
[00:03:32.720 --> 00:03:35.720]  成為睡了的人初熟的果子
[00:03:35.720 --> 00:03:38.320]  耶穌基督的復活是代表了
[00:03:38.320 --> 00:03:41.320]  將來凡是信祂的人都可以復活
[00:03:41.320 --> 00:03:43.920]  是保證了因為祂是初熟的果子
[00:03:43.920 --> 00:03:46.920]  這就是第二個進路
[00:03:46.920 --> 00:03:48.720]  透過主的復活
[00:03:48.720 --> 00:03:51.520]  去解釋究竟是一回甚麼事
[00:03:51.520 --> 00:03:53.920]  那個屬靈的含義是甚麼
[00:03:53.920 --> 00:03:55.320]  這是第二種的進路
[00:03:55.320 --> 00:03:57.520]  不過還有第三種的進路
[00:03:57.520 --> 00:03:58.520]  是甚麼呢
[00:03:58.520 --> 00:04:00.120]  第三種的進路
[00:04:00.120 --> 00:04:02.920]  就是講到主復活了之後
[00:04:02.920 --> 00:04:06.720]  祂在地上那四十天做過甚麼
[00:04:06.720 --> 00:04:10.520]  這是更多的描述
[00:04:10.520 --> 00:04:13.720]  復活的主在地上做了很多事
[00:04:13.720 --> 00:04:14.720]  在升天之前
[00:04:14.720 --> 00:04:17.720]  祂在地上安慰了很多門徒
[00:04:17.720 --> 00:04:20.720]  祂又更新了很多人的心智
[00:04:20.720 --> 00:04:22.720]  祂又開啟了一些門徒
[00:04:22.720 --> 00:04:24.320]  那個屬靈的眼睛
[00:04:24.320 --> 00:04:27.320]  看到明白上帝的話語
[00:04:27.320 --> 00:04:32.520]  祂當然最後差遣門徒往普天下去
[00:04:32.520 --> 00:04:34.120]  所以在地上做了很多事
[00:04:34.120 --> 00:04:38.120]  這些都可以透過聖經我們可以了解
[00:04:38.120 --> 00:04:39.320]  復活的主
[00:04:39.320 --> 00:04:43.120]  或者主的復活所帶來種種的含義
[00:04:43.120 --> 00:04:47.520]  這是我們慣常用的三種取向
[00:04:47.520 --> 00:04:49.120]  不過弟兄姊妹
[00:04:49.120 --> 00:04:51.720]  今天的復活節主日
[00:04:51.720 --> 00:04:53.320]  我所分享的訊息
[00:04:53.320 --> 00:04:55.920]  那個重點都不是這三樣
[00:04:55.920 --> 00:04:57.320]  是第四樣
[00:04:57.320 --> 00:04:59.320]  是第四樣
[00:04:59.320 --> 00:05:00.720]  是講甚麼呢
[00:05:00.720 --> 00:05:02.120]  第四樣就是講到
[00:05:02.120 --> 00:05:04.720]  復活的主已經升天之後
[00:05:04.720 --> 00:05:06.520]  再不在地上的時候
[00:05:06.520 --> 00:05:08.320]  這位復活主
[00:05:08.320 --> 00:05:11.120]  繼續有很多美好的作為
[00:05:11.120 --> 00:05:15.320]  繼續有很多大能的作為
[00:05:15.320 --> 00:05:17.120]  祂是無所不在
[00:05:17.120 --> 00:05:19.320]  祂是無所不能
[00:05:19.320 --> 00:05:22.520]  祂在歷史裡面彰顯祂自己
[00:05:22.520 --> 00:05:25.720]  祂改變很多人的生命
[00:05:25.720 --> 00:05:30.120]  證明祂是一直活到永遠的神
[00:05:30.120 --> 00:05:34.520]  這個是第四個的取向
[00:05:34.520 --> 00:05:39.120]  而今天我們就是嘗試從這個角度去了解
[00:05:39.120 --> 00:05:42.320]  而其中最能夠讓我們看得到
[00:05:42.320 --> 00:05:43.920]  這位復活的主
[00:05:43.920 --> 00:05:46.320]  不是再在地上的主
[00:05:46.320 --> 00:05:51.320]  祂怎樣來顯出祂的大能
[00:05:51.320 --> 00:05:53.920]  而我們今天所看到的第一個見證
[00:05:53.920 --> 00:05:56.520]  我相信大家都可以猜到
[00:05:56.520 --> 00:05:58.520]  當我們剛才所讀的經文
[00:05:58.520 --> 00:06:00.120]  《使徒行傳》第九章的時候
[00:06:00.120 --> 00:06:02.720]  你就看到這位的復活主
[00:06:02.720 --> 00:06:05.920]  是向掃羅
[00:06:05.920 --> 00:06:09.720]  也就是後來的偉大的使徒保羅
[00:06:09.720 --> 00:06:11.720]  顯明
[00:06:11.720 --> 00:06:14.120]  我們剛才所讀的第九章的《使徒行傳》
[00:06:14.120 --> 00:06:15.320]  第一到九章
[00:06:15.320 --> 00:06:17.720]  就是這位的復活主
[00:06:17.720 --> 00:06:19.720]  祂的顯明
[00:06:19.720 --> 00:06:21.520]  祂繼續在人間的歷史裡面
[00:06:21.520 --> 00:06:23.120]  在教會的歷史裡面
[00:06:23.120 --> 00:06:25.920]  來顯出祂的滿有大能
[00:06:25.920 --> 00:06:30.120]  是很重要可以改變人的生命
[00:06:30.120 --> 00:06:31.720]  大家從剛才所讀的聖經裡面
[00:06:31.720 --> 00:06:33.520]  都看得到
[00:06:33.520 --> 00:06:35.920]  當時有一位猶太教的人物
[00:06:35.920 --> 00:06:38.320]  很熱心於猶太教
[00:06:38.320 --> 00:06:41.120]  去捉拿那些跟隨耶穌的人
[00:06:41.120 --> 00:06:43.920]  而那個人物就叫做掃羅
[00:06:43.920 --> 00:06:45.320]  也就是後來
[00:06:45.320 --> 00:06:47.920]  我們所尊敬的保羅先生
[00:06:47.920 --> 00:06:50.120]  保羅使徒
[00:06:50.120 --> 00:06:53.920]  他原先就是很反對那些人信耶穌的
[00:06:53.920 --> 00:06:55.920]  是那一位受高者
[00:06:55.920 --> 00:06:57.720]  那一位的彌賽亞
[00:06:57.720 --> 00:07:00.520]  所以他口吐惡言
[00:07:00.520 --> 00:07:01.520]  恐嚇人
[00:07:01.520 --> 00:07:04.120]  我不知道他當時有沒有去打人
[00:07:04.120 --> 00:07:05.920]  我相信都有很大可能
[00:07:05.920 --> 00:07:08.120]  並且不單止在耶路撒冷這個地方
[00:07:08.120 --> 00:07:08.920]  去做這些事
[00:07:08.920 --> 00:07:10.720]  他覺得那些人都走了
[00:07:10.720 --> 00:07:13.120]  那不就沒法子去對付他們
[00:07:13.120 --> 00:07:14.720]  於是就在大祭司裡面
[00:07:14.720 --> 00:07:15.720]  拿一些文書
[00:07:15.720 --> 00:07:16.920]  就說不如你給我
[00:07:16.920 --> 00:07:19.120]  授權我去大馬式那裡
[00:07:19.120 --> 00:07:20.720]  去捉他們回來
[00:07:20.720 --> 00:07:23.920]  繼續虐待他們等等
[00:07:23.920 --> 00:07:27.920]  為他的宗教大發熱心
[00:07:27.920 --> 00:07:28.920]  我們可以想像一下
[00:07:28.920 --> 00:07:32.320]  當時這位掃羅是怎樣的人
[00:07:32.320 --> 00:07:34.920]  不過當他這樣做的時候
[00:07:34.920 --> 00:07:35.920]  在上帝的計劃
[00:07:35.920 --> 00:07:36.920]  在上帝的微意裡面
[00:07:36.920 --> 00:07:38.320]  有一次當他就是這樣
[00:07:38.320 --> 00:07:39.520]  準備去大馬式
[00:07:39.520 --> 00:07:41.520]  也就是今天的大馬士革這個地方
[00:07:41.520 --> 00:07:42.320]  去那裡的時候
[00:07:42.320 --> 00:07:44.120]  突然間在路上遇到
[00:07:44.120 --> 00:07:45.120]  有光
[00:07:45.120 --> 00:07:46.120]  有光在那裡
[00:07:46.120 --> 00:07:47.120]  有光在那裡
[00:07:47.120 --> 00:07:52.120]  在那裡的時候突然間在路上遇到有光
[00:07:52.120 --> 00:07:54.920]  有光向他顯明
[00:07:54.920 --> 00:07:58.120]  然後掃羅就伏倒在地上
[00:07:58.120 --> 00:07:59.520]  跌落地了
[00:07:59.520 --> 00:08:01.320]  這個光纏住他了
[00:08:01.320 --> 00:08:02.320]  不單止有光
[00:08:02.320 --> 00:08:03.920]  並且有聲音跟他說
[00:08:03.920 --> 00:08:07.920]  是一位活著的生命向他說話
[00:08:07.920 --> 00:08:11.720]  就說:掃羅,掃羅,為什麼你逼迫我?
[00:08:11.720 --> 00:08:13.520]  掃羅一直是逼迫誰?
[00:08:13.520 --> 00:08:16.520]  逼迫那些跟隨耶穌的人
[00:08:16.520 --> 00:08:19.920]  但是這位生命的主
[00:08:19.920 --> 00:08:22.120]  就向他來說話
[00:08:22.120 --> 00:08:23.520]  為什麼你逼迫我?
[00:08:23.520 --> 00:08:25.320]  掃羅不知道是哪位來的
[00:08:25.320 --> 00:08:26.520]  所以他說主啊你是誰?
[00:08:26.520 --> 00:08:28.120]  然後這位主就說
[00:08:28.120 --> 00:08:31.520]  我就是你所逼迫的耶穌
[00:08:31.520 --> 00:08:32.720]  我是活著的
[00:08:32.720 --> 00:08:33.520]  我是耶穌
[00:08:33.520 --> 00:08:34.720]  曾經來過歷史
[00:08:34.720 --> 00:08:35.720]  曾經受害過
[00:08:35.720 --> 00:08:36.520]  釘在十字架
[00:08:36.520 --> 00:08:38.320]  但是我現在是活著的了
[00:08:38.320 --> 00:08:39.520]  我現在以光
[00:08:39.520 --> 00:08:43.320]  以大能向你來顯明
[00:08:43.320 --> 00:08:46.720]  所以他就來到
[00:08:46.720 --> 00:08:47.920]  在當中
[00:08:47.920 --> 00:08:49.720]  掃羅就苦服
[00:08:49.720 --> 00:08:51.520]  而且受到光的影響
[00:08:51.520 --> 00:08:52.720]  他瞎了
[00:08:52.720 --> 00:08:54.320]  於是就被人拖著他
[00:08:54.320 --> 00:08:56.120]  進入大馬式
[00:08:56.120 --> 00:08:57.720]  當中來到他
[00:08:57.720 --> 00:09:00.120]  三日三夜不吃又不吃
[00:09:00.120 --> 00:09:00.920]  很辛苦
[00:09:00.920 --> 00:09:03.920]  因為他根本不明白是一件什麼事情
[00:09:03.920 --> 00:09:04.920]  但是在這裏
[00:09:04.920 --> 00:09:06.120]  弟兄姊妹
[00:09:06.120 --> 00:09:07.920]  我們看到的是什麼?
[00:09:07.920 --> 00:09:10.120]  是看到復活的主
[00:09:10.120 --> 00:09:13.720]  他繼續在人類歷史裏面
[00:09:13.720 --> 00:09:14.720]  教會的歷史裏面
[00:09:14.720 --> 00:09:17.720]  來彰顯他的大能
[00:09:17.720 --> 00:09:19.720]  並且很重要的
[00:09:19.720 --> 00:09:21.120]  他的大能是
[00:09:21.120 --> 00:09:24.520]  改變人的生命
[00:09:24.520 --> 00:09:26.720]  那我們說
[00:09:26.720 --> 00:09:29.520]  掃羅真的有生命改變嗎?
[00:09:29.520 --> 00:09:31.720]  剛才我們所讀的一到九節
[00:09:31.720 --> 00:09:35.320]  只是停在他不吃不喝那樣
[00:09:35.320 --> 00:09:36.720]  是不是他真的有生命改變?
[00:09:36.720 --> 00:09:38.320]  可能他經過之後康復
[00:09:38.320 --> 00:09:40.520]  於是又再一次起來
[00:09:40.520 --> 00:09:42.720]  來捉拿那些跟隨耶穌的人
[00:09:42.720 --> 00:09:44.520]  不是
[00:09:44.520 --> 00:09:46.120]  當我們繼續讀第九章
[00:09:46.120 --> 00:09:48.720]  一路讀下去
[00:09:48.720 --> 00:09:49.920]  我們發現
[00:09:49.920 --> 00:09:51.520]  這位掃羅
[00:09:51.520 --> 00:09:53.120]  整個生命
[00:09:53.120 --> 00:09:57.720]  有一百八十度的改變
[00:09:57.720 --> 00:09:59.120]  完全改變了
[00:09:59.120 --> 00:10:01.320]  真的說也不相信
[00:10:01.320 --> 00:10:02.320]  但是他真實的了
[00:10:02.320 --> 00:10:03.720]  聖經的記載就是這樣
[00:10:03.720 --> 00:10:04.920]  他很不一樣
[00:10:04.920 --> 00:10:06.720]  因為跟著聖經記載
[00:10:06.720 --> 00:10:07.520]  是什麼?
[00:10:07.520 --> 00:10:08.920]  聖經記載就是
[00:10:08.920 --> 00:10:10.920]  從此之後這位掃羅
[00:10:10.920 --> 00:10:15.720]  竟然走去傳揚耶穌基督
[00:10:15.720 --> 00:10:18.120]  告訴別人他就是耶穌基督
[00:10:18.120 --> 00:10:19.920]  就是那位救贖主
[00:10:19.920 --> 00:10:24.320]  這與他剛才所做的相反
[00:10:24.320 --> 00:10:25.520]  你想想
[00:10:25.520 --> 00:10:27.920]  這麼大的改變都可以
[00:10:27.920 --> 00:10:29.120]  我們很多時候都說
[00:10:29.120 --> 00:10:32.120]  江山易改,品性難移
[00:10:32.120 --> 00:10:34.120]  要改變一些東西對一個人來說不容易
[00:10:34.120 --> 00:10:35.520]  但是你竟然是一個
[00:10:35.520 --> 00:10:37.320]  明明是東變了西
[00:10:37.320 --> 00:10:38.320]  南變了北
[00:10:38.320 --> 00:10:40.320]  是一個很徹底的改變
[00:10:40.320 --> 00:10:43.120]  掃羅就是這樣
[00:10:43.120 --> 00:10:45.120]  而聖經裏面跟著很多時候的描述
[00:10:45.120 --> 00:10:46.320]  就是講到什麼?
[00:10:46.320 --> 00:10:48.920]  他是放膽的傳道
[00:10:48.920 --> 00:10:51.120]  是傳揚耶穌基督的道
[00:10:51.120 --> 00:10:53.520]  傳揚耶穌基督就是那位救贖主
[00:10:53.520 --> 00:10:55.920]  那位尼塞亞
[00:10:55.920 --> 00:10:58.120]  是這樣的
[00:10:58.120 --> 00:11:00.320]  所以你說有沒有改變?
[00:11:00.320 --> 00:11:03.520]  當然有很大的改變
[00:11:03.520 --> 00:11:04.920]  而且我們發現
[00:11:04.920 --> 00:11:09.520]  他所帶來的那種見證能力是非常大的
[00:11:09.520 --> 00:11:11.320]  他不是說著說著
[00:11:11.320 --> 00:11:12.520]  有些人聽著就算了
[00:11:12.520 --> 00:11:13.920]  有些人又不聽
[00:11:13.920 --> 00:11:14.720]  不是的
[00:11:14.720 --> 00:11:16.520]  原來他一直見證
[00:11:16.520 --> 00:11:17.720]  他說的時候
[00:11:17.720 --> 00:11:20.320]  帶來很大的能力
[00:11:20.320 --> 00:11:24.320]  影響了很多人來歸順耶穌基督
[00:11:24.320 --> 00:11:26.520]  為什麼我們知道?
[00:11:26.520 --> 00:11:27.520]  因為
[00:11:27.520 --> 00:11:30.320]  接著有很多人反對他
[00:11:30.320 --> 00:11:31.320]  我們可以想像一下
[00:11:31.320 --> 00:11:32.920]  如果你說的話沒有什麼影響力
[00:11:32.920 --> 00:11:35.720]  人微言輕,誰理會你?
[00:11:35.720 --> 00:11:37.120]  隨便他吧
[00:11:37.120 --> 00:11:38.320]  但是不是
[00:11:38.320 --> 00:11:40.520]  我們看聖經就看到
[00:11:40.520 --> 00:11:43.120]  那些猶太教的人很反對
[00:11:43.120 --> 00:11:44.920]  第一方面可能很憤怒他
[00:11:44.920 --> 00:11:45.920]  你叛了教
[00:11:45.920 --> 00:11:47.320]  你明明是猶太教的人
[00:11:47.320 --> 00:11:48.720]  變了不是
[00:11:48.720 --> 00:11:50.520]  但是其次不是這樣
[00:11:50.520 --> 00:11:51.520]  最重要的是
[00:11:51.520 --> 00:11:56.920]  他見證的能力是讓很多人歸順主
[00:11:56.920 --> 00:11:59.520]  所以這班猶太人就覺得不行
[00:11:59.520 --> 00:12:02.120]  如果每個人都信了耶穌是基督
[00:12:02.120 --> 00:12:06.320]  我們猶太教的力量就會少
[00:12:06.320 --> 00:12:07.920]  所以他很有影響力的時候
[00:12:07.920 --> 00:12:10.320]  於是他們就起來捉拿保羅
[00:12:10.320 --> 00:12:11.720]  準備殺他
[00:12:11.720 --> 00:12:12.920]  於是沒多久
[00:12:12.920 --> 00:12:15.520]  保羅都要逃走了
[00:12:15.520 --> 00:12:17.320]  神又保守了他
[00:12:17.320 --> 00:12:18.520]  所以你發現
[00:12:18.520 --> 00:12:20.320]  他的生命有很大改變
[00:12:20.320 --> 00:12:22.320]  而且帶來很大的
[00:12:22.320 --> 00:12:24.520]  一種屬靈的影響力
[00:12:24.520 --> 00:12:27.320]  讓更多人更多人認識
[00:12:27.320 --> 00:12:30.920]  耶穌就是基督
[00:12:30.920 --> 00:12:33.120]  他不只是死在十字架的主
[00:12:33.120 --> 00:12:35.520]  他是活著的救贖主
[00:12:35.520 --> 00:12:37.520]  就像我們剛才所唱的
[00:12:37.520 --> 00:12:39.320]  是救贖主是活著的
[00:12:39.320 --> 00:12:40.720]  不是死在十字架
[00:12:40.720 --> 00:12:43.920]  永遠死亡的一位的神
[00:12:43.920 --> 00:12:46.720]  所以那種影響力是多麼的大
[00:12:46.720 --> 00:12:49.520]  也引發到那些猶太教的人
[00:12:49.520 --> 00:12:50.520]  不信的猶太人
[00:12:50.520 --> 00:12:54.320]  咬牙切齒一定要追殺保羅
[00:12:54.320 --> 00:12:56.320]  在這裡我們看到一件很重要的事
[00:12:56.320 --> 00:12:57.520]  弟兄姊妹
[00:12:57.520 --> 00:13:00.520]  這是第四個取向
[00:13:00.520 --> 00:13:04.720]  講到主不是在地上
[00:13:04.720 --> 00:13:06.320]  他是復活了
[00:13:06.320 --> 00:13:07.320]  他是在天上
[00:13:07.320 --> 00:13:09.320]  他無所不在無所不能
[00:13:09.320 --> 00:13:12.320]  是帶著能力繼續在人類的歷史裡面
[00:13:12.320 --> 00:13:14.120]  來顯明他的真實
[00:13:14.120 --> 00:13:16.120]  去改變人的生命
[00:13:16.120 --> 00:13:17.720]  人的生命是不容易被改變
[00:13:17.720 --> 00:13:19.520]  但他是可以去改變
[00:13:19.520 --> 00:13:22.120]  強而疏落
[00:13:22.120 --> 00:13:26.520]  這麼激進去打擊基督教的人
[00:13:26.520 --> 00:13:27.320]  基督信仰的人
[00:13:27.320 --> 00:13:29.320]  竟然都可以改變過來
[00:13:29.320 --> 00:13:34.720]  來傳揚耶穌就是活著的基督
[00:13:34.720 --> 00:13:36.720]  所以他是滿有能力的
[00:13:36.720 --> 00:13:37.320]  弟兄姊妹
[00:13:37.320 --> 00:13:40.920]  讓我們知道復活主是滿有能力
[00:13:40.920 --> 00:13:42.520]  而今天我們來到聖殿中
[00:13:42.520 --> 00:13:43.320]  我們在家中
[00:13:43.320 --> 00:13:45.120]  我們在不同的地方去敬拜他
[00:13:45.120 --> 00:13:47.320]  就是那位復活的主
[00:13:47.320 --> 00:13:48.520]  弟兄姊妹
[00:13:48.520 --> 00:13:50.920]  我們的神是很有能力的
[00:13:50.920 --> 00:13:54.120]  無所不在無所不能
[00:13:54.120 --> 00:13:59.320]  這是我們今天需要再一次去肯定的
[00:13:59.320 --> 00:14:01.320]  我們看見保羅
[00:14:01.320 --> 00:14:02.720]  就可以很清楚
[00:14:02.720 --> 00:14:07.520]  看得到這位復活主是多麼的厲害
[00:14:07.520 --> 00:14:08.520]  好了
[00:14:08.520 --> 00:14:12.120]  對於我們今天的弟兄姊妹來說
[00:14:12.120 --> 00:14:14.720]  明白了復活主這麼有能力的時候
[00:14:14.720 --> 00:14:17.720]  對我們今天有什麼特別的意義呢?
[00:14:17.720 --> 00:14:19.320]  或者說既然這樣明白的時候
[00:14:19.320 --> 00:14:21.720]  促使我們應該要做些什麼呢?
[00:14:21.720 --> 00:14:22.920]  期望些什麼呢?
[00:14:22.920 --> 00:14:24.320]  祈求些什麼呢?
[00:14:24.320 --> 00:14:26.920]  你有沒有想過呢?
[00:14:26.920 --> 00:14:29.320]  我有想過
[00:14:29.320 --> 00:14:33.720]  我覺得我們今天有兩件事可以去做
[00:14:33.720 --> 00:14:35.120]  去期盼
[00:14:35.120 --> 00:14:36.920]  去祈禱
[00:14:36.920 --> 00:14:37.720]  是什麼呢?
[00:14:37.720 --> 00:14:39.720]  第一
[00:14:39.720 --> 00:14:41.520]  我們祈求神
[00:14:41.520 --> 00:14:44.720]  繼續以祂大能的作為
[00:14:44.720 --> 00:14:47.320]  在這個世代裡面
[00:14:47.320 --> 00:14:53.320]  做回類同向保羅顯明的工作
[00:14:53.320 --> 00:14:55.120]  你覺得可不可以呢?
[00:14:55.120 --> 00:14:58.120]  可不可以呢?
[00:14:58.120 --> 00:14:59.520]  既然在二千年前
[00:14:59.520 --> 00:15:01.720]  神都可以這樣去改變保羅
[00:15:01.720 --> 00:15:02.920]  我們有沒有想過
[00:15:02.920 --> 00:15:05.120]  期盼這位活著的主
[00:15:05.120 --> 00:15:06.920]  活在這個世代的時候
[00:15:06.920 --> 00:15:10.920]  祂繼續做這些美好的事
[00:15:10.920 --> 00:15:12.920]  顯明祂復活的大能
[00:15:12.920 --> 00:15:14.720]  改變人的生命
[00:15:14.720 --> 00:15:17.920]  就好像祂昔日改變保羅一樣
[00:15:17.920 --> 00:15:19.920]  因為當這樣成就的話
[00:15:19.920 --> 00:15:24.920]  那個福音的影響力是會越來越大的
[00:15:24.920 --> 00:15:27.720]  保羅很有影響力
[00:15:27.720 --> 00:15:29.520]  同樣
[00:15:29.520 --> 00:15:30.920]  神要使用其他人
[00:15:30.920 --> 00:15:32.520]  向很多人顯明的時候
[00:15:32.520 --> 00:15:33.720]  復活大能出現的時候
[00:15:33.720 --> 00:15:34.720]  改變很多心的時候
[00:15:34.720 --> 00:15:36.920]  一樣讓福音的能力
[00:15:36.920 --> 00:15:40.520]  可以繼續繼續擴散出去
[00:15:40.520 --> 00:15:44.120]  顯明福音莫大的能力
[00:15:44.120 --> 00:15:46.320]  所以當我們明白這個道理的時候
[00:15:46.320 --> 00:15:49.520]  我希望我們能夠延伸起這種期盼
[00:15:49.520 --> 00:15:52.120]  甚至這種禱告
[00:15:52.120 --> 00:15:53.120]  你會問
[00:15:53.120 --> 00:15:53.920]  是不是真的?
[00:15:53.920 --> 00:15:55.320]  可不可以呢?
[00:15:55.320 --> 00:15:56.720]  因為
[00:15:56.720 --> 00:15:58.920]  如果我沒有了解錯的話
[00:15:58.920 --> 00:16:04.120]  活著的主是繼續在歷史裡面在做事的
[00:16:04.120 --> 00:16:04.920]  在做事
[00:16:04.920 --> 00:16:07.520]  因為祂是活到永遠的神
[00:16:07.520 --> 00:16:10.720]  讓我舉一個歷史的例子
[00:16:10.720 --> 00:16:14.720]  讓我們知道神復活的主向
[00:16:14.720 --> 00:16:18.320]  保羅顯明不是只是單一的例子
[00:16:18.320 --> 00:16:21.920]  在歷史歷代都繼續有
[00:16:21.920 --> 00:16:23.920]  說一個近代一點的人物
[00:16:23.920 --> 00:16:25.320]  當然都不算太近
[00:16:25.320 --> 00:16:26.720]  但是都是近代一點
[00:16:26.720 --> 00:16:29.920]  十九世紀末到二十世紀初的時候
[00:16:29.920 --> 00:16:32.920]  在印度後來出了一位
[00:16:32.920 --> 00:16:34.120]  在基督教圈子裡面
[00:16:34.120 --> 00:16:36.720]  我們都很認識的一位人物
[00:16:36.720 --> 00:16:41.920]  那個名字就叫做孫大信
[00:16:41.920 --> 00:16:43.320]  信是信心的信
[00:16:43.320 --> 00:16:44.520]  我們譯作
[00:16:44.520 --> 00:16:45.720]  為什麼是孫呢?
[00:16:45.720 --> 00:16:48.320]  我相信跟他的名字有關
[00:16:48.320 --> 00:16:49.720]  阿星嘛
[00:16:49.720 --> 00:16:51.120]  我們常常說阿星阿星
[00:16:51.120 --> 00:16:53.920]  阿星可能就譯作孫
[00:16:53.920 --> 00:16:57.120]  他是十九世紀末到二十世紀初的人
[00:16:57.120 --> 00:16:58.720]  他原先住在哪裡?
[00:16:58.720 --> 00:17:02.120]  他原先是住在北印度的地方
[00:17:02.120 --> 00:17:03.520]  北印度地方大家很熟悉
[00:17:03.520 --> 00:17:05.920]  有一個叫龐遮普省
[00:17:05.920 --> 00:17:06.920]  他就是住在那裏
[00:17:06.920 --> 00:17:08.920]  他出生是一個貴族
[00:17:08.920 --> 00:17:09.920]  是貴族的
[00:17:09.920 --> 00:17:12.320]  而且他的家族是篤信什麽?
[00:17:12.320 --> 00:17:13.720]  錫克教
[00:17:13.720 --> 00:17:16.920]  所以他自小就在他們的宗教裡面
[00:17:16.920 --> 00:17:19.720]  分途長大
