
[00:00:00.000 --> 00:00:03.480]  我們從詩篇第一篇一起閱讀
[00:08:30.040 --> 00:08:32.560]  機械人警察一出動
[00:08:32.560 --> 00:08:35.360]  就能夠將罪犯制服
[00:08:35.360 --> 00:08:39.640]  所以機械人警察為那個地方的警察
[00:08:39.640 --> 00:08:42.520]  帶來了一個釋放
[00:08:42.520 --> 00:08:45.160]  終於都可以坐在警局裡面
[00:08:45.160 --> 00:08:47.520]  有人幫他解決罪犯
[00:08:47.520 --> 00:08:51.840]  設計這個機械人警察的設計師
[00:08:51.840 --> 00:08:52.840]  他繼續去研究
[00:08:52.840 --> 00:08:58.160]  他設計了一個有意識的人工智能
[00:08:58.160 --> 00:09:00.320]  他很想將這個有意識的人工智能
[00:09:00.320 --> 00:09:02.320]  放進去其中一個機械人警察那裡
[00:09:02.320 --> 00:09:05.240]  看看究竟會是怎樣
[00:09:05.240 --> 00:09:08.640]  於是在有一次的機緣巧合下
[00:09:08.640 --> 00:09:13.360]  他偷偷地將他設計了的人工智能
[00:09:13.360 --> 00:09:14.400]  這個有意識的人工智能
[00:09:14.400 --> 00:09:17.720]  放進去其中一個機械人警察那裡
[00:09:17.720 --> 00:09:21.040]  不過有時因緣際會的情況下
[00:09:21.040 --> 00:09:23.240]  那個機械人警察
[00:09:23.240 --> 00:09:25.200]  有意識的機械人警察
[00:09:25.200 --> 00:09:30.840]  就被那些罪犯中途搶劫了
[00:09:30.840 --> 00:09:32.520]  於是那個機械人警察
[00:09:32.520 --> 00:09:35.960]  就彷如一個初出生的嬰兒一樣
[00:09:35.960 --> 00:09:40.040]  就落在了那些罪犯的手裡
[00:09:40.040 --> 00:09:42.640]  設計師跟這個機械人警察說
[00:09:42.640 --> 00:09:44.160]  有意識的機械人警察說
[00:09:44.160 --> 00:09:45.880]  他說你有一些規律在那裡
[00:09:45.880 --> 00:09:47.360]  就是你不能夠犯罪
[00:09:47.360 --> 00:09:49.640]  你不可以殺人
[00:09:49.640 --> 00:09:52.920]  所以當那些罪犯訓練那個機械人警察
[00:09:52.920 --> 00:09:55.320]  去殺人的時候
[00:09:55.320 --> 00:09:58.440]  那個機械人警察拒絕這樣做
[00:09:58.440 --> 00:10:02.760]  他拿槍出來教他怎樣去射指板人的時候
[00:10:02.760 --> 00:10:05.800]  那個機械人警察不做
[00:10:05.800 --> 00:10:11.840]  於是有一個罪犯他想了想
[00:10:11.840 --> 00:10:15.760]  他將那些指板人牌全部轉成其他目標
[00:10:15.760 --> 00:10:18.840]  然後他將那些槍轉成其他武器
[00:10:18.840 --> 00:10:22.080]  然後他示範怎樣可以射中目標
[00:10:22.080 --> 00:10:26.160]  接著機械人警察就覺得很過癮
[00:10:26.160 --> 00:10:27.880]  於是他又射
[00:10:27.880 --> 00:10:29.720]  他是機械人那麼準確一定中
[00:10:29.720 --> 00:10:31.360]  於是他很開心
[00:10:31.360 --> 00:10:34.800]  越射越開心越射越興奮
[00:10:34.800 --> 00:10:40.280]  他覺得這樣很有滿足感和很威猛
[00:10:40.280 --> 00:10:42.520]  下一個鏡頭
[00:10:42.520 --> 00:10:44.640]  就是那個機械人警察
[00:10:44.640 --> 00:10:48.760]  已經打扮到好像那些罪犯那樣
[00:10:48.760 --> 00:10:51.680]  身上裝滿武器大搖大擺
[00:10:51.680 --> 00:10:57.800]  跟著那些罪犯出去犯案
[00:10:57.800 --> 00:11:02.120]  究竟那些罪犯怎樣能夠說服機械人警察
[00:11:02.120 --> 00:11:06.320]  做一些原則上他不可以做的事呢
[00:11:06.320 --> 00:11:10.600]  就是機械人警察有一個困難
[00:11:10.600 --> 00:11:14.280]  就是他的電池是有壽命的
[00:11:14.280 --> 00:11:16.640]  當電池壽命完的時候
[00:11:16.640 --> 00:11:19.160]  他就會消失
[00:11:19.160 --> 00:11:21.400]  因為他有意識他知道自己將會這樣
[00:11:21.400 --> 00:11:23.800]  於是罪犯跟他說
[00:11:23.800 --> 00:11:26.640]  你可以救自己
[00:11:26.640 --> 00:11:32.920]  如果你有很多的錢的話
[00:11:32.920 --> 00:11:37.600]  你可以去緩過找人幫到你
[00:11:37.600 --> 00:11:43.160]  以至你可以延續你的生命
[00:11:43.160 --> 00:11:47.320]  於是那個有意識的機械人警察
[00:11:47.320 --> 00:11:51.680]  為了解決他生存的問題
[00:11:51.680 --> 00:11:55.280]  他跟著那些罪犯一起去做
[00:11:55.280 --> 00:12:03.200]  他本來那個設計師叫他不可以做的事
[00:12:03.200 --> 00:12:06.120]  面對著生存的問題
[00:12:06.120 --> 00:12:09.960]  設計師給Chappie那個
[00:12:09.960 --> 00:12:13.120]  不可以犯罪不可以殺人
[00:12:13.120 --> 00:12:17.760]  這些原則顯得軟弱無力
[00:12:17.760 --> 00:12:20.960]  但是那個惡人的計謀罪人的道路
[00:12:20.960 --> 00:12:27.160]  好幾少人的座位就似乎是實際和可行得多
[00:12:27.160 --> 00:12:30.120]  美善的原則價值精神
[00:12:30.120 --> 00:12:33.240]  是不是太過虛幻太過虛幻
[00:12:33.240 --> 00:12:34.960]  惡人的計謀罪人的道路
[00:12:34.960 --> 00:12:38.400]  好幾少人的座位是不是真的很實在呢
[00:12:38.400 --> 00:12:44.440]  詩篇第一篇的第二部分繼續這樣說
[00:12:44.440 --> 00:12:48.240]  第三節
[00:12:48.240 --> 00:12:52.000]  他要像一棵樹栽在溪水旁
[00:12:52.000 --> 00:12:53.880]  按時候結果指
[00:12:53.880 --> 00:12:55.840]  褻子也不枯乾
[00:12:55.840 --> 00:12:58.880]  凡他所做的盡都順利
[00:12:58.880 --> 00:12:59.920]  第四節
[00:12:59.920 --> 00:13:02.160]  惡人並不是這樣
[00:13:02.160 --> 00:13:05.800]  乃像康丕被風吹散
[00:13:05.800 --> 00:13:08.240]  因此當審判的時候
[00:13:08.240 --> 00:13:10.360]  惡人必站立不住
[00:13:10.360 --> 00:13:14.360]  罪人在二人的會中也是如此
[00:13:14.360 --> 00:13:24.760]  在這個部分作者將這兩者做了一個比較
[00:13:24.760 --> 00:13:27.400]  我們有時說虛則實之
[00:13:27.400 --> 00:13:29.600]  實則虛之
[00:13:29.600 --> 00:13:31.920]  有些東西我們以為是很虛
[00:13:31.920 --> 00:13:34.800]  其實可能是很實在的
[00:13:34.800 --> 00:13:37.000]  有些東西我們以為很實在
[00:13:37.000 --> 00:13:40.880]  原來是可以很虛浮的
[00:13:40.880 --> 00:13:43.360]  可以很虛幻的
[00:13:43.360 --> 00:13:45.680]  作者描述了兩種景象
[00:13:45.680 --> 00:13:50.080]  第一種景象是第四節所描述的圖畫
[00:13:50.080 --> 00:13:53.600]  康丕被風吹散的景象
[00:13:53.600 --> 00:13:54.560]  惡人的計謀
[00:13:54.560 --> 00:13:55.520]  罪人的道路
[00:13:55.520 --> 00:13:57.120]  好幾少人的座位
[00:13:57.120 --> 00:13:59.960]  曾經好像是很具體很實際
[00:13:59.960 --> 00:14:02.240]  很威風
[00:14:02.240 --> 00:14:04.360]  這麼實際的東西
[00:14:04.360 --> 00:14:06.600]  作者指出
[00:14:06.600 --> 00:14:08.240]  其實是很虛幻的
[00:14:08.240 --> 00:14:11.320]  到最後是站立不住的
[00:14:11.320 --> 00:14:13.840]  而另一種景象在第三節
[00:14:13.840 --> 00:14:15.120]  你試想像一下
[00:14:15.120 --> 00:14:17.640]  作者在描述一幅這樣的圖畫
[00:14:17.640 --> 00:14:19.440]  一棵樹栽在溪水旁
[00:14:19.440 --> 00:14:21.040]  按時候結果指
[00:14:21.040 --> 00:14:24.120]  葉子也不枯乾
[00:14:24.120 --> 00:14:28.080]  它用來代表上文喜愛耶和華的律法
[00:14:28.080 --> 00:14:31.960]  周耶思想的人
[00:14:31.960 --> 00:14:34.080]  盡都順利
[00:14:34.080 --> 00:14:38.080]  不是指人的際遇
[00:14:38.080 --> 00:14:39.400]  什麼困難都沒有
[00:14:39.400 --> 00:14:41.680]  盡都順利是指那棵樹
[00:14:41.680 --> 00:14:44.720]  按照自然的生長規律
[00:14:44.720 --> 00:14:49.840]  去到長大結果
[00:14:49.840 --> 00:14:53.160]  作者暗示了
[00:14:53.160 --> 00:14:55.720]  在這個過程裡面
[00:14:55.720 --> 00:14:59.440]  其實風吹雨打是在所難免的
[00:14:59.440 --> 00:15:02.440]  但那棵樹仍然能夠
[00:15:02.440 --> 00:15:08.840]  按照它的自然生長這樣按時結果
[00:15:08.840 --> 00:15:13.720]  是什麼原因呢
[00:15:13.720 --> 00:15:17.520]  如果你看作者所描述的這幅圖畫
[00:15:17.520 --> 00:15:21.800]  你會看到他在說的其中一個條件
[00:15:21.800 --> 00:15:26.200]  就是栽在溪水旁
[00:15:26.200 --> 00:15:31.720]  溪水緩慢地流過
[00:15:31.720 --> 00:15:33.920]  無言無語
[00:15:33.920 --> 00:15:38.640]  甚至也無聲音可聽
[00:15:38.640 --> 00:15:40.800]  我們看不到
[00:15:40.800 --> 00:15:47.280]  溪水如何幫助那棵樹
[00:15:47.280 --> 00:15:50.880]  但溪水卻是
[00:15:50.880 --> 00:15:57.320]  令那棵樹按照它的自然而生長
[00:15:57.320 --> 00:15:59.400]  四季不息
[00:15:59.400 --> 00:16:02.200]  默默滋潤著那棵樹
[00:16:02.200 --> 00:16:06.840]  讓那棵樹活出它被創造的美好
[00:16:06.840 --> 00:16:09.560]  按照詩意
[00:16:09.560 --> 00:16:12.160]  滋潤著那棵樹的溪水
[00:16:12.160 --> 00:16:15.400]  讓我們聯想到上文耶和華的律法
[00:16:15.400 --> 00:16:17.360]  而晝夜思想
[00:16:17.360 --> 00:16:20.600]  紮根在神話語的泉源裡面的果效
[00:16:20.600 --> 00:16:22.640]  就正如那棵樹
[00:16:22.640 --> 00:16:28.080]  長年累月被溪水滋潤而得到的成長
[00:16:28.080 --> 00:16:33.280]  第六節結束
[00:16:33.280 --> 00:16:35.160]  作者為上述的差異
[00:16:35.160 --> 00:16:37.800]  提出了一個信仰的理由
[00:16:37.800 --> 00:16:39.120]  因為耶和華知道
[00:16:39.120 --> 00:16:43.160]  「義人的道路,惡人的道路,卻必滅亡」
[00:16:43.160 --> 00:16:44.440]  作者提示
[00:16:44.440 --> 00:16:46.160]  按天道而行
[00:16:46.160 --> 00:16:50.720]  天會看顧和確認祂的道
[00:16:50.720 --> 00:16:52.760]  按照耶和華上帝
[00:16:52.760 --> 00:16:54.960]  創造天地萬物的原意
[00:16:54.960 --> 00:16:58.720]  和祂交給人類的恩典和使命而行
[00:16:58.720 --> 00:17:05.080]  創造者會眷顧並且確認祂的美意
[00:17:05.080 --> 00:17:08.800]  讓我們回到這篇詩篇所說的主題
[00:17:08.800 --> 00:17:11.400]  幸福和快樂
[00:17:11.400 --> 00:17:14.480]  如何獲得幸福和快樂呢
[00:17:14.480 --> 00:17:16.160]  作者在詩中暗示
[00:17:16.160 --> 00:17:22.480]  幸福和快樂其實不是上帝賜予的
[00:17:22.480 --> 00:17:25.720]  我們祈求上帝給我們幸福和快樂
[00:17:25.720 --> 00:17:28.920]  似乎作者覺得不是這樣
[00:17:28.920 --> 00:17:34.760]  幸福和快樂是人在生活中的經驗
[00:17:34.760 --> 00:17:38.280]  怎樣的生活是幸福和快樂呢
[00:17:38.280 --> 00:17:40.440]  作者說「不從惡人的計謀
[00:17:40.440 --> 00:17:41.560]  不贊助人的道路
[00:17:41.560 --> 00:17:43.360]  不助好、譏笑人的座位
[00:17:43.360 --> 00:17:48.280]  取而代之的是喜愛耶和華的律法、晝夜思想」
[00:17:48.280 --> 00:17:49.600]  作者指出
[00:17:49.600 --> 00:17:51.120]  耶和華的律法
[00:17:51.120 --> 00:17:55.400]  就好像溪水滋潤著那棵樹一樣
[00:17:55.400 --> 00:17:58.400]  滋潤著我們的生命
[00:17:58.400 --> 00:18:03.400]  不過我們往往會很有困難
[00:18:03.400 --> 00:18:07.120]  因為我們往往會輕視對生命的滋潤
[00:18:07.120 --> 00:18:08.440]  而另一方面
[00:18:08.440 --> 00:18:11.600]  我們心中的焦慮和外面的聲音
[00:18:11.600 --> 00:18:13.960]  常常都鞭策著我們
[00:18:13.960 --> 00:18:15.720]  如果要得到幸福快樂
[00:18:15.720 --> 00:18:17.520]  就要夠強大
[00:18:17.520 --> 00:18:18.840]  就要富有
[00:18:18.840 --> 00:18:20.520]  就要可以操控
[00:18:20.520 --> 00:18:23.880]  手上可以拿著一些東西
[00:18:23.880 --> 00:18:27.400]  所以有些國家告訴他們的人民
[00:18:27.400 --> 00:18:30.000]  不惜破壞自然環境的代價
[00:18:30.000 --> 00:18:34.080]  都要追求成為經濟的強國
[00:18:34.080 --> 00:18:36.320]  有些國家告訴他們的人民
[00:18:36.320 --> 00:18:39.320]  不要父子都要核子
[00:18:39.320 --> 00:18:43.400]  要追求成為軍事強國
[00:18:43.400 --> 00:18:46.720]  他們要他們的人民相信並且接受
[00:18:46.720 --> 00:18:48.600]  只有國家強大
[00:18:48.600 --> 00:18:51.400]  人民才會幸福
[00:18:51.400 --> 00:18:52.800]  而事實上
[00:18:52.800 --> 00:18:55.400]  世界上最強大的國家
[00:18:55.400 --> 00:18:56.600]  他們的人民
[00:18:56.600 --> 00:19:00.720]  是否最幸福和最快樂呢?
[00:19:00.720 --> 00:19:02.440]  有一位德國人
[00:19:02.440 --> 00:19:04.720]  他期望奉獻一己之力
[00:19:04.720 --> 00:19:06.320]  讓所有人都能夠
[00:19:06.320 --> 00:19:09.200]  分享到幸福和快樂的秘訣
[00:19:09.200 --> 00:19:12.120]  於是在2013年
[00:19:12.120 --> 00:19:15.120]  他走訪了世界很多個國家
[00:19:15.120 --> 00:19:16.800]  那些國家就是在每一年的
[00:19:16.800 --> 00:19:19.600]  年度幸福快樂調查裏面
[00:19:19.600 --> 00:19:24.280]  排列在前面第一位的那些國家
[00:19:24.280 --> 00:19:27.000]  他到當地探訪居民
[00:19:27.000 --> 00:19:28.520]  訪問他們
[00:19:28.520 --> 00:19:32.800]  以及訪問那些研究幸福快樂議題的權威專家
[00:19:32.800 --> 00:19:35.040]  於是他寫了一本書
[00:19:35.040 --> 00:19:38.560]  書名叫做《為什麼我們最幸福》
[00:19:38.560 --> 00:19:41.320]  《最幸福的十三個國家》
[00:19:41.320 --> 00:19:42.760]  作者發現
[00:19:42.760 --> 00:19:43.800]  第一
[00:19:43.800 --> 00:19:47.000]  這些世界上數一數二的經濟大國和軍事強國
[00:19:47.000 --> 00:19:50.000]  都不是這些幸福快樂的國家之一
[00:19:50.000 --> 00:19:51.040]  第二
[00:19:51.040 --> 00:19:52.600]  令人感到幸福和快樂的
[00:19:52.600 --> 00:19:55.440]  都不是因為經濟和軍事的強大
[00:19:55.440 --> 00:19:58.560]  而是因為價值
[00:19:58.560 --> 00:20:01.920]  以及觀念這些聽似虛無
[00:20:01.920 --> 00:20:05.640]  摸不到又捉不到的東西
[00:20:05.640 --> 00:20:07.040]  例如
[00:20:07.040 --> 00:20:08.400]  其中一個
[00:20:08.400 --> 00:20:09.560]  可能大家都知道的
[00:20:09.560 --> 00:20:11.120]  你都猜到它可能是其中一個
[00:20:11.120 --> 00:20:12.360]  幸福快樂的國家來的
[00:20:12.360 --> 00:20:14.440]  即是那些國民覺得自己幸福快樂
[00:20:14.440 --> 00:20:17.040]  那個就是挪威
[00:20:17.040 --> 00:20:18.160]  挪威
[00:20:18.160 --> 00:20:21.600]  作者說挪威的關鍵字
[00:20:21.600 --> 00:20:24.800]  有一個很重要的字就是信任
[00:20:24.800 --> 00:20:28.560]  挪威人說我們的社會政策
[00:20:28.560 --> 00:20:32.400]  視著將所有人都納入考慮
[00:20:32.400 --> 00:20:36.680]  希望藉此縮小貧富的差距
[00:20:36.680 --> 00:20:38.640]  這樣的方式帶給人與人之間
[00:20:38.640 --> 00:20:40.600]  充分的信任感
[00:20:40.600 --> 00:20:41.800]  他們說在這裡
[00:20:41.800 --> 00:20:44.520]  你可以相信其他人是可靠的
[00:20:44.520 --> 00:20:46.360]  你不用擔心
[00:20:46.360 --> 00:20:49.680]  隨時提心吊膽被人騙
[00:20:49.680 --> 00:20:52.960]  他說在這裡真是好了
[00:20:52.960 --> 00:20:55.920]  一個人的幸福與否
[00:20:55.920 --> 00:20:58.880]  與他身邊的人是很有關係的
[00:20:58.880 --> 00:21:00.320]  如果你信任別人
[00:21:00.320 --> 00:21:03.720]  你就可以活得自在一些
[00:21:03.720 --> 00:21:05.040]  另外一個地方
[00:21:05.040 --> 00:21:06.400]  你又可能猜到
[00:21:06.400 --> 00:21:08.520]  那個地方是瑞典
[00:21:08.520 --> 00:21:12.360]  瑞典他們的關鍵字
[00:21:12.360 --> 00:21:15.440]  就是Logon
[00:21:15.440 --> 00:21:17.000]  翻譯出來的意思
[00:21:17.000 --> 00:21:22.840]  大概就是說凡事都剛剛好
[00:21:22.840 --> 00:21:26.840]  在瑞典人他們說
[00:21:26.840 --> 00:21:29.800]  我們凡事都不太匆忙
[00:21:29.800 --> 00:21:32.880]  也都不是過度緩慢
[00:21:32.880 --> 00:21:35.320]  我們沒有過多的階級觀念
[00:21:35.320 --> 00:21:37.280]  每個人都知道
[00:21:37.280 --> 00:21:39.840]  最終是由誰來做決定
[00:21:39.840 --> 00:21:43.800]  或許這裡多了一點女性的溫柔
