
[00:00:00.000 --> 00:00:06.000]  各位朋友弟兄姊妹 過去幾個月我們都在看馬可福音
[00:05:03.000 --> 00:05:09.000]  第四這個雅各呢他是以弱勝強反敗爲勝
[00:05:09.000 --> 00:05:12.000]  這個雙胞胎長大以後各有性格
[00:05:12.000 --> 00:05:19.000]  那我們知道呢他的哥哥姨嫂呢是一個打獵的人是一個獵人
[00:05:19.000 --> 00:05:21.000]  他常常在田野
[00:05:21.000 --> 00:05:25.000]  所以呢他的身體肯定是非常的強壯
[00:05:25.000 --> 00:05:28.000]  肯定比雅各強壯而且相當的魁梧
[00:05:28.000 --> 00:05:33.000]  用我們今天的話來說他應該看起來蠻有男子氣的
[00:05:33.000 --> 00:05:38.000]  很man的我們平常說很有男子氣概
[00:05:38.000 --> 00:05:41.000]  但是這個雅各呢性格剛好跟哥哥相反
[00:05:41.000 --> 00:05:43.000]  他爲人非常的安靜
[00:05:43.000 --> 00:05:49.000]  常常在帳篷裏面跟媽媽在一起
[00:05:49.000 --> 00:05:55.000]  所以你可以對比一下應該感覺他是應該比哥哥弱小一點
[00:05:55.000 --> 00:06:05.000]  而且呢用我們今天的話他應該是比較那些長得比較帥啊白淨啊
[00:06:05.000 --> 00:06:09.000]  我們今天的話又可以說他是一個宅男
[00:06:09.000 --> 00:06:15.000]  他天天待在家裏跟媽媽在一起這樣子
[00:06:15.000 --> 00:06:19.000]  因爲雅各他比姨嫂弱小
[00:06:19.000 --> 00:06:24.000]  所以如果用體力的話他根本不可能來奪得長子的名分
[00:06:24.000 --> 00:06:29.000]  雖然雅各在母婦當中已經爭奪長子的名分
[00:06:29.000 --> 00:06:32.000]  但是最後出來的先出來的是姨嫂
[00:06:32.000 --> 00:06:37.000]  所以姨嫂先出來就得了長子的名分
[00:06:37.000 --> 00:06:41.000]  但是雅各呢並沒有放棄這場的征戰
[00:06:41.000 --> 00:06:46.000]  他常常和母親待在一起又深得母親的寵愛
[00:06:46.000 --> 00:06:55.000]  也許也因爲這樣他得到了母親的最終同意和他來共謀奪得這個長子的名分
[00:06:55.000 --> 00:06:58.000]  他爲了篡奪這個長子的名分
[00:06:58.000 --> 00:07:00.000]  雅各做了一件事
[00:07:00.000 --> 00:07:08.000]  他就是寄誘他的哥哥進入一種情況使他自願的把長子的名分賣給他
[00:07:08.000 --> 00:07:13.000]  那稍後我們會看到那個詳細的情況
[00:07:13.000 --> 00:07:18.000]  第五呢就是這個雅各他非常的看重長子的名分
[00:07:18.000 --> 00:07:25.000]  那長子的名分呢其實是一個很特殊的一個一個福分來的
[00:07:25.000 --> 00:07:29.000]  幾乎每個種族尤其是在古代的時候呢
[00:07:29.000 --> 00:07:35.000]  家庭中的長子都承受着特殊的福分
[00:07:35.000 --> 00:07:37.000]  那在古時候的猶太人當中呢
[00:07:37.000 --> 00:07:44.000]  這個長子的名分一般就是他通常可以得到雙份的地圖
[00:07:44.000 --> 00:07:46.000]  按照整本的聖經來看的話
[00:07:46.000 --> 00:07:50.000]  長子的名分除了包括雙份的地圖之外呢
[00:07:50.000 --> 00:07:55.000]  也包括祭司和君王的職份
[00:07:55.000 --> 00:08:00.000]  創世紀有啓示這個長子的名分
[00:08:00.000 --> 00:08:05.000]  其實是可以從長子轉移到給賜子的
[00:08:05.000 --> 00:08:10.000]  在創世紀裏面至少有四個長子名分轉移的事例
[00:08:10.000 --> 00:08:13.000]  我們今天不會詳細的來來看
[00:08:13.000 --> 00:08:17.000]  但是呢大家知道如果你不看重的話
[00:08:17.000 --> 00:08:22.000]  這個長子的名分是可以轉移的
[00:08:22.000 --> 00:08:29.000]  我們相信雅各他有可能從小就聽到父母講論到
[00:08:29.000 --> 00:08:34.000]  他的先祖亞伯拉罕論到神那些奇妙的音訊
[00:08:34.000 --> 00:08:42.000]  所以呢他很渴慕神的祝福是藉着他而臨到全世界
[00:08:42.000 --> 00:08:45.000]  如果從這個角度來看的話
[00:08:45.000 --> 00:08:52.000]  雅各他去爭奪長子的名分不單不是一種錯誤的企圖
[00:08:52.000 --> 00:08:55.000]  而且還是一種很高貴的一個志願
[00:08:55.000 --> 00:09:02.000]  所以導致他不惜使出詭詐的手段來爭取奪取這個長子的名分
[00:09:02.000 --> 00:09:06.000]  可以見到他是多麼的重視這個長子的名分
[00:09:06.000 --> 00:09:10.000]  相反姨嫂呢卻是輕看了長子的名分
[00:09:10.000 --> 00:09:15.000]  使他居然爲了一碗的紅豆湯就賣掉了這個名分
[00:09:15.000 --> 00:09:23.000]  那當然我們在這裏不是說認同雅各用不當的手法來達到自己的目的
[00:09:23.000 --> 00:09:26.000]  其實後來我們繼續看的話
[00:09:26.000 --> 00:09:35.000]  你會看到雅各他爲他所做的也付上了沉重的代價
[00:09:35.000 --> 00:09:41.000]  那從雅各和姨嫂的這個事件裏面呢
[00:09:41.000 --> 00:09:46.000]  我們有一些的屬靈的功課可以得到的
[00:09:46.000 --> 00:09:50.000]  首先我們知道神願意垂聽禱告
[00:09:50.000 --> 00:09:55.000]  神聽了姨嫂和利百家的禱告
[00:09:55.000 --> 00:09:58.000]  他更應運了姨嫂的懇切的禱告
[00:09:58.000 --> 00:10:02.000]  以至他的妻子利百家可以懷孕生子
[00:10:02.000 --> 00:10:09.000]  但是呢這個神應運禱告主權也是在神的手裏
[00:10:09.000 --> 00:10:13.000]  所以我們今天我們每個人也有這個權柄
[00:10:13.000 --> 00:10:18.000]  我們可以隨時隨事來到神的面前來祈求
[00:10:18.000 --> 00:10:24.000]  但是當然我們知道我們求的不是一些望求
[00:10:24.000 --> 00:10:29.000]  比如說你來到神的面前說神啊我希望我今天能中彩票
[00:10:29.000 --> 00:10:31.000]  那我不知道神會不會答應你
[00:10:31.000 --> 00:10:34.000]  我相信應該不會
[00:10:34.000 --> 00:10:36.000]  你中了也就是光是你自己
[00:10:36.000 --> 00:10:40.000]  可能是魔鬼來引誘你也說不定
[00:10:40.000 --> 00:10:43.000]  我們來到神面前只要是符合神的心意的話
[00:10:43.000 --> 00:10:46.000]  我們切切地來向神禱告
[00:10:46.000 --> 00:10:49.000]  神會垂聽我們的禱告
[00:10:49.000 --> 00:10:55.000]  其實我們在傳恩堂也經歷了很多神聽禱告的一些例子
[00:10:55.000 --> 00:10:56.000]  我們舉一些例子
[00:10:56.000 --> 00:10:59.000]  我們現在有個兒童的試工
[00:10:59.000 --> 00:11:03.000]  我們最初一直等一直等報名只有四個小孩
[00:11:03.000 --> 00:11:07.000]  但是我們就是一直不斷地來禱告
[00:11:07.000 --> 00:11:10.000]  很奇妙的神到我們開始的當天
[00:11:10.000 --> 00:11:13.000]  竟然就爲我們帶來了14個孩子
[00:11:13.000 --> 00:11:16.000]  這也是我們禱告的一個經歷
[00:11:16.000 --> 00:11:20.000]  我們的廣東話班在大學裏面的廣東話班
[00:11:20.000 --> 00:11:23.000]  我們知道有很多學生
[00:11:23.000 --> 00:11:25.000]  但是我們人手很少
[00:11:25.000 --> 00:11:29.000]  但是神就爲我們來預備很多的人手
[00:11:29.000 --> 00:11:33.000]  他聽我們的禱告爲我們預備足夠的導師
[00:11:33.000 --> 00:11:40.000]  我們的咖啡試工也是我們在神面前不斷地祈求神來爲我們來開路
[00:11:40.000 --> 00:11:46.000]  所以我們今天有這個咖啡的試工
[00:11:46.000 --> 00:11:50.000]  第二點神主權的揀選
[00:11:50.000 --> 00:11:56.000]  那我們發現神揀選雅各的時候是他還在母婦當中的
[00:11:56.000 --> 00:12:01.000]  所以在他的出生之前不是因爲他有什麼好的行爲
[00:12:01.000 --> 00:12:10.000]  所以神揀選他而是神自己一個主權來揀選雅各
[00:12:10.000 --> 00:12:13.000]  雅各我們用人的眼光來看最初的雅各
[00:12:13.000 --> 00:12:16.000]  其實他不單不是說有什麼好的行爲
[00:12:16.000 --> 00:12:20.000]  而且他是一個很詭詐的人
[00:12:20.000 --> 00:12:21.000]  很狡猾
[00:12:21.000 --> 00:12:25.000]  但是當我們再看下去看創世紀的話
[00:12:25.000 --> 00:12:30.000]  我們就會明白爲什麼神會揀選雅各
[00:12:30.000 --> 00:12:33.000]  而且神又怎樣來塑造這個雅各
[00:12:33.000 --> 00:12:37.000]  使他成爲神的一個合用的器皿
[00:12:37.000 --> 00:12:41.000]  其實雅各的那個詭詐呢是不需要的
[00:12:41.000 --> 00:12:43.000]  他如果沒有耍手段的話
[00:12:43.000 --> 00:12:48.000]  其實神也有辦法給他這個長子的名分
[00:12:48.000 --> 00:12:54.000]  表面看來雅各耍手段爲他奪得了這個長子的名分
[00:12:54.000 --> 00:13:00.000]  其實實際上他這個爭奪卻爲他帶來很多的苦難
[00:13:00.000 --> 00:13:03.000]  雅各他欺騙他的父親以後
[00:13:03.000 --> 00:13:07.000]  他從此就沒辦法再見到他的母親
[00:13:07.000 --> 00:13:10.000]  雖然他的母親利百家很愛雅各
[00:13:10.000 --> 00:13:14.000]  但是由於他的聰明反而失去了他的兒子
[00:13:14.000 --> 00:13:16.000]  也沒有再見到他
[00:13:16.000 --> 00:13:20.000]  雅各因爲要逃避哥哥姨嫂的追殺
[00:13:20.000 --> 00:13:24.000]  所以他就逃到他的舅舅拉巴那裏
[00:13:24.000 --> 00:13:29.000]  而且在他的舅舅手下受了20年的苦
[00:13:29.000 --> 00:13:32.000]  所以我們千萬不要學利百家
[00:13:32.000 --> 00:13:36.000]  如果學他的話其實我們會受苦
[00:13:36.000 --> 00:13:41.000]  今天神檢選我們每個也不是因爲我們有什麼好
[00:13:41.000 --> 00:13:43.000]  全是神的恩典
[00:13:43.000 --> 00:13:48.000]  聖經在《以福所述》那邊有這樣一句的經文
[00:13:48.000 --> 00:13:50.000]  我們一起念
[00:13:50.000 --> 00:13:52.000]  你們得救是靠着恩典
[00:13:52.000 --> 00:13:54.000]  藉着信心
[00:13:54.000 --> 00:13:58.000]  這不是出於自己而是神所賜的
[00:13:58.000 --> 00:14:00.000]  這也不是出於行爲
[00:14:00.000 --> 00:14:02.000]  免得有人自誇
[00:14:02.000 --> 00:14:07.000]  所以神是按照我們的本相來檢選我們
[00:14:07.000 --> 00:14:12.000]  是恩典也是靠着信心
[00:14:12.000 --> 00:14:17.000]  第三點我們要學習的就是偏愛子女會帶來惡果
[00:14:17.000 --> 00:14:22.000]  經文那裏提到以薩愛姨嫂
[00:14:22.000 --> 00:14:25.000]  因爲他常喫姨嫂的野味
[00:14:25.000 --> 00:14:28.000]  利百家卻愛雅各
[00:14:28.000 --> 00:14:31.000]  本來兩個都是自己的孩子
[00:14:31.000 --> 00:14:36.000]  但是這對父母卻每人偏愛一個
[00:14:36.000 --> 00:14:41.000]  或許這就是爲什麼後來導致雅各和媽媽合謀
[00:14:41.000 --> 00:14:44.000]  來騙父親的祝福的事情
[00:14:44.000 --> 00:14:47.000]  如果利百家他沒有偏愛兒子
[00:14:47.000 --> 00:14:53.000]  我想即使雅各遊說他來合謀的話
[00:14:53.000 --> 00:14:55.000]  他也不會同謀
[00:14:55.000 --> 00:14:58.000]  就不會發生後來的那些事情
[00:14:58.000 --> 00:15:07.000]  整個家庭的關係也就不會出現兄弟不和雅各要逃避姨嫂的追殺的事情
[00:15:07.000 --> 00:15:12.000]  父母偏愛孩子會帶來夫妻關係的不協調
[00:15:12.000 --> 00:15:15.000]  子女不和等等的問題
[00:15:15.000 --> 00:15:18.000]  那在座當中
[00:15:18.000 --> 00:15:22.000]  有誰是你家有兩個孩子的
[00:15:22.000 --> 00:15:24.000]  有兩個孩子不少哈
[00:15:24.000 --> 00:15:27.000]  那你們有沒有偏愛一個
[00:15:27.000 --> 00:15:31.000]  爸爸偏愛大的媽媽偏愛小的或者是打不過來
[00:15:31.000 --> 00:15:35.000]  這樣子或者爸爸偏愛女兒媽媽偏愛兒子
[00:15:35.000 --> 00:15:38.000]  不知道有沒有這種情況
[00:15:38.000 --> 00:15:42.000]  如果有的話求神今天的話提醒我們
[00:15:42.000 --> 00:15:45.000]  幫助我們擺脫這個問題
[00:15:45.000 --> 00:15:53.000]  求神讓我們有智慧去管理我們的家庭
[00:15:53.000 --> 00:15:55.000]  哪個聽話就愛哪個
[00:15:55.000 --> 00:15:58.000]  所以我們人的愛還是有條件的
[00:15:58.000 --> 00:16:01.000]  所以我們要效法上帝的愛
[00:16:01.000 --> 00:16:03.000]  這個是很真實
[00:16:03.000 --> 00:16:08.000]  第四點小心世俗的試探
[00:16:08.000 --> 00:16:12.000]  那姨嫂她之所以輕易的失去長子的名分
[00:16:12.000 --> 00:16:18.000]  是因爲她被弟弟雅各觀察到了他的一個死穴
[00:16:18.000 --> 00:16:25.000]  姨嫂打獵之後呢她應該是總是很飢餓很想保持一頓
[00:16:25.000 --> 00:16:30.000]  任何人其實從事了一些消耗體力的活動之後呢
[00:16:30.000 --> 00:16:35.000]  比如說可能做了苦工或者是參加了一個競賽
[00:16:35.000 --> 00:16:39.000]  在這些事情以後呢往往都想大喫一頓
[00:16:39.000 --> 00:16:41.000]  可能你也有這個經驗
[00:16:41.000 --> 00:16:44.000]  那雅各分析了這個情況
[00:16:44.000 --> 00:16:48.000]  所以他抓住了姨嫂的心理
[00:16:48.000 --> 00:16:50.000]  等姨嫂打獵之後
[00:16:50.000 --> 00:16:55.000]  他就特別趁他打獵的時候爲他熬了一鍋湯
[00:16:55.000 --> 00:16:57.000]  那個紅豆湯
[00:16:57.000 --> 00:16:58.000]  等他回來的時候
[00:16:58.000 --> 00:17:01.000]  這個姨嫂怎麼說啊
[00:17:01.000 --> 00:17:02.000]  他就對雅各說
[00:17:02.000 --> 00:17:05.000]  哎呀求你把這紅豆湯給我喝吧
[00:17:05.000 --> 00:17:07.000]  因爲我疲乏得很
[00:17:07.000 --> 00:17:09.000]  然後呢這個雅各就說
[00:17:09.000 --> 00:17:12.000]  你要先把你的長子名分賣給我
[00:17:12.000 --> 00:17:14.000]  然後這個雅各怎麼回答
[00:17:14.000 --> 00:17:16.000]  他說哎呀我將要死了
[00:17:16.000 --> 00:17:20.000]  這長子的名分對我一點好處都沒有
[00:17:20.000 --> 00:17:24.000]  我寧可要這個湯了
[00:17:24.000 --> 00:17:27.000]  所以姨嫂好像在傳達一個信息
[00:17:27.000 --> 00:17:31.000]  就是說長子的名分是爲着將來的
[00:17:31.000 --> 00:17:33.000]  但是現在對我沒有益處
[00:17:33.000 --> 00:17:35.000]  我現在是口渴得要命
[00:17:35.000 --> 00:17:38.000]  我現在最需要的就是一碗湯
[00:17:38.000 --> 00:17:42.000]  是最真實最現實最實際的
[00:17:42.000 --> 00:17:46.000]  誰知道我什麼時候得到這個長子的名分呢
[00:17:46.000 --> 00:17:49.000]  所以我寧可要湯
[00:17:49.000 --> 00:17:50.000]  不要長子的名分了
[00:17:50.000 --> 00:17:52.000]  所以就因爲這個
[00:17:52.000 --> 00:17:56.000]  他就把這個名分賣了給雅各
[00:17:56.000 --> 00:17:57.000]  那作爲信徒
[00:17:57.000 --> 00:18:01.000]  我們可能也會很容易因爲世俗的一些價值觀
[00:18:01.000 --> 00:18:07.000]  或者是一些私慾而跌入這個試探當中
[00:18:07.000 --> 00:18:11.000]  也許我們也會認爲信耶穌得永生
[00:18:11.000 --> 00:18:13.000]  那是好遠好遠的事情
[00:18:13.000 --> 00:18:14.000]  我一天不死的話
[00:18:14.000 --> 00:18:17.000]  我也不知道能不能得到這個
[00:18:17.000 --> 00:18:21.000]  我今天還有很多我想去做的喫喝玩樂
[00:18:21.000 --> 00:18:25.000]  我就不想去想那些太遙遠的事情
[00:18:25.000 --> 00:18:28.000]  我昨天跟一個還沒信的男士談話
[00:18:28.000 --> 00:18:31.000]  我問他你爲什麼還不信耶穌
[00:18:31.000 --> 00:18:32.000]  你趕緊信耶穌
[00:18:32.000 --> 00:18:39.000]  他說我放不下我現在有太多俗物
[00:18:39.000 --> 00:18:41.000]  我很多事情想做
[00:18:41.000 --> 00:18:42.000]  我沒有這個時間
[00:18:42.000 --> 00:18:47.000]  我不想等以後再說吧
[00:18:47.000 --> 00:18:55.000]  但是我們也要知道我們的人的生命時間也不是我們來掌握
[00:18:55.000 --> 00:19:01.000]  有的人他可能覺得你信耶穌就等於有了信仰的束縛
[00:19:01.000 --> 00:19:03.000]  好多事情你不能做
[00:19:03.000 --> 00:19:06.000]  但是其實他們所認爲的束縛
[00:19:06.000 --> 00:19:13.000]  對我們來說其實是一個恩典一個祝福
[00:19:13.000 --> 00:19:17.000]  第五不要輕忽主所賜的名分
[00:19:17.000 --> 00:19:20.000]  那如果雅各他不鬆懈的話
[00:19:20.000 --> 00:19:26.000]  他不會這麼輕易的來賣掉長子的名分
[00:19:26.000 --> 00:19:29.000]  今天我們應信耶穌的基督徒
[00:19:29.000 --> 00:19:33.000]  我們也擁有神子女的名分
[00:19:33.000 --> 00:19:37.000]  在彼得前書二章九節那裏提到
[00:19:37.000 --> 00:19:39.000]  我們一起念
[00:19:39.000 --> 00:19:42.000]  然而你們是蒙簡選的族類
[00:19:42.000 --> 00:19:44.000]  是君尊的祭司
[00:19:44.000 --> 00:19:46.000]  是聖潔的國民
[00:19:46.000 --> 00:19:48.000]  是屬神的子民
[00:19:48.000 --> 00:19:55.000]  爲要叫你們宣揚那照你們出黑暗入奇妙光明者的美德
[00:19:55.000 --> 00:20:01.000]  那我們又當怎樣來活出這個神子民的名分呢
[00:20:01.000 --> 00:20:02.000]  這裏有三點
[00:20:02.000 --> 00:20:04.000]  君尊的祭司
[00:20:04.000 --> 00:20:05.000]  聖潔的國民
[00:20:05.000 --> 00:20:07.000]  屬神的子民
[00:20:07.000 --> 00:20:13.000]  我們要怎樣來活呢
[00:20:13.000 --> 00:20:17.000]  我們從今天的經文裏面有一些生活的應用
[00:20:17.000 --> 00:20:21.000]  首先要多禱告多經歷神
[00:20:21.000 --> 00:20:26.000]  在路加福音十一章那裏記載有個人的朋友
[00:20:26.000 --> 00:20:29.000]  他半夜就去向他求三個餅
[00:20:29.000 --> 00:20:30.000]  然後那個人呢
[00:20:30.000 --> 00:20:32.000]  在屋裏他就回答
[00:20:32.000 --> 00:20:34.000]  他說你不要來攪擾我
[00:20:34.000 --> 00:20:35.000]  門已經關了
[00:20:35.000 --> 00:20:37.000]  孩子也跟我在牀上了
[00:20:37.000 --> 00:20:39.000]  我不能起來給你
[00:20:39.000 --> 00:20:43.000]  但是耶穌界的這個比喻是要告訴我們
[00:20:43.000 --> 00:20:47.000]  他說雖然不因他是朋友起來給他
[00:20:47.000 --> 00:20:51.000]  但是因爲那個求的人行詞迫切
[00:20:51.000 --> 00:20:59.000]  所以那個在牀上躺着的人最終也會起來照他所需要的給他
[00:20:59.000 --> 00:21:01.000]  那在這段經文裏面
[00:21:01.000 --> 00:21:03.000]  耶穌給了我們一個應許
[00:21:03.000 --> 00:21:05.000]  他說我要告訴你們
[00:21:05.000 --> 00:21:10.000]  你們祈求就給你們尋找就尋見扣門就給你們開門
[00:21:10.000 --> 00:21:16.000]  因爲所有祈求的就得着尋找的就尋見扣門的就給他開門
[00:21:16.000 --> 00:21:23.000]  他又特別提到在地上的父親尚且知道把好東西給自己的兒女
[00:21:23.000 --> 00:21:27.000]  何況天父豈不更把聖靈賜給求他的人嗎
[00:21:27.000 --> 00:21:34.000]  這意思說只要你真心迫切的來禱告就可以得着
[00:21:34.000 --> 00:21:37.000]  我們的天父會把最好的賜給我們
[00:21:37.000 --> 00:21:40.000]  所以唯有我們多禱告的時候
[00:21:40.000 --> 00:21:43.000]  你才能更多的經歷上帝
[00:21:43.000 --> 00:21:51.000]  第二呢我們要順服神的檢選就某一件事情
[00:21:51.000 --> 00:21:55.000]  神可能檢選了你或者是檢選了別人
[00:21:55.000 --> 00:21:58.000]  那如果被檢選的人是你的話
[00:21:58.000 --> 00:22:03.000]  你要順服也許你會覺得我自己很不配
[00:22:03.000 --> 00:22:05.000]  我不配神裏的檢選
[00:22:05.000 --> 00:22:09.000]  就好像以前摩西的時候神檢選他的時候
[00:22:09.000 --> 00:22:13.000]  要他帶領以色列人出埃及
[00:22:13.000 --> 00:22:15.000]  然後摩西來到神面前就推脫
[00:22:15.000 --> 00:22:19.000]  他說主啊我不是個會說話的人
[00:22:19.000 --> 00:22:24.000]  以前不是自從你對僕人說話以後也不是
[00:22:24.000 --> 00:22:27.000]  因爲我本是左口奔蛇的
[00:22:27.000 --> 00:22:30.000]  所以他想推神你不要檢選我
[00:22:30.000 --> 00:22:33.000]  我不行你找別人吧
[00:22:33.000 --> 00:22:36.000]  但是他最後還是順服下來
[00:22:36.000 --> 00:22:41.000]  因爲工作的是神他只是神的器皿
[00:22:41.000 --> 00:22:45.000]  我自己也會有這些經驗
[00:22:45.000 --> 00:22:49.000]  我也有時候我也會常常說神我不行
[00:22:49.000 --> 00:22:51.000]  你還是找別人吧
[00:22:51.000 --> 00:22:55.000]  我不可能我有很多的不好的地方
[00:22:55.000 --> 00:22:57.000]  你不要找我了
[00:22:57.000 --> 00:23:01.000]  但是呢支神也不斷的透過很多的人
[00:23:01.000 --> 00:23:05.000]  透過經文來提醒我工作的不是你
[00:23:05.000 --> 00:23:11.000]  是神你只是神的手中的一個棋子
[00:23:11.000 --> 00:23:15.000]  一個器皿你只要順服就好了
[00:23:15.000 --> 00:23:18.000]  那如果被檢選的不是你是別人的話
[00:23:18.000 --> 00:23:22.000]  那也許你心裏會很不是滋味
[00:23:22.000 --> 00:23:26.000]  你可能會問爲什麼不是我
[00:23:26.000 --> 00:23:28.000]  或者心裏你會有不甘
[00:23:28.000 --> 00:23:32.000]  上司你升職升的那個人爲什麼不是我
[00:23:32.000 --> 00:23:35.000]  我乾的比他好爲什麼不是我
[00:23:35.000 --> 00:23:38.000]  但是如果是神檢選的話
[00:23:38.000 --> 00:23:40.000]  我們也要學習順服
[00:23:40.000 --> 00:23:45.000]  那同樣的摩西他這個例子神檢選摩西
[00:23:45.000 --> 00:23:48.000]  然後他的哥哥亞倫和他的姐姐米利安
[00:23:48.000 --> 00:23:50.000]  就因爲嫉妒摩西
[00:23:50.000 --> 00:23:53.000]  以至最後招來了神的懲罰
[00:23:53.000 --> 00:23:58.000]  這個故事記載在民宿紀十二章
[00:23:58.000 --> 00:24:04.000]  神的檢選不會因爲人的干預而受到影響
