
[00:00:00.000 --> 00:00:06.140]  請大家打開你手裏的港渡大綱
[00:05:21.900 --> 00:05:26.140]  一個例子 譬如每一年大約是什麼的香港
[00:05:26.140 --> 00:05:29.660]  每一年是什麼的月份開始有颱風
[00:05:29.660 --> 00:05:34.220]  你們有沒有印象 幾多月了 我真的不太記得
[00:05:34.220 --> 00:05:38.180]  幾多月了 八月開始有颱風嗎 八月有的
[00:05:38.180 --> 00:05:42.260]  我們今年八月有沒有颱風 有沒有颱過風
[00:05:42.260 --> 00:05:46.940]  有沒有掛過風波出來 有還是沒有 我都不記得了
[00:05:46.940 --> 00:05:49.900]  即是舊事已過 一切都不記得了
[00:05:49.900 --> 00:05:54.340]  這個是我來的 我最近有個號碼經常在我腦裏出現
[00:05:54.340 --> 00:05:57.100]  你知道 牧師沒有什麼認得厲害
[00:05:57.100 --> 00:06:00.340]  有一件事可以認得厲害 就是寄號碼
[00:06:00.340 --> 00:06:03.780]  有個號碼是6063123 誰來的呢
[00:06:03.780 --> 00:06:06.620]  想來想去都不知道 試試打這個電話號碼
[00:06:06.620 --> 00:06:09.900]  6063123 咦 不是香港號碼
[00:06:09.900 --> 00:06:12.580]  但完全想不到是什麼號碼 但很熟悉
[00:06:12.580 --> 00:06:15.180]  結果前天 我想起我媽媽
[00:06:15.180 --> 00:06:17.420]  我就想起這個號碼 原來是我弟弟的號碼
[00:06:17.420 --> 00:06:21.060]  因為很久沒有打給我弟弟 他在加拿大住的
[00:06:21.060 --> 00:06:24.580]  所以現在發覺自己連號碼都不太記得了
[00:06:24.580 --> 00:06:28.540]  這個七個印是怎樣呢 七個印是人類歷史裏面重複發生的苦難
[00:06:28.540 --> 00:06:31.500]  並非末日的大災難 什麼意思呢
[00:06:31.500 --> 00:06:35.540]  即是你不要看這個七個印 我們剛才讀的第六章
[00:06:35.540 --> 00:06:39.780]  看見有白碼 有紅碼 有黑碼 有灰碼
[00:06:39.780 --> 00:06:42.700]  即是其實來講 我一會兒會講白碼
[00:06:42.700 --> 00:06:48.500]  其實來講 你會看見很多災難性的事情發生 是不是
[00:06:48.500 --> 00:06:53.420]  但其實這些是重複又重複在人類的歷史裏面發生的
[00:06:53.420 --> 00:06:56.300]  而不是世界末日的大災難
[00:06:56.300 --> 00:06:58.980]  所以不要以為七個印是講世界末日的大災難
[00:06:58.980 --> 00:07:01.380]  當然有不同的學者有不同的看法
[00:07:01.380 --> 00:07:04.580]  他們認為這個七個印 去到最後的部份
[00:07:04.580 --> 00:07:06.660]  還有七個號 最後的部份
[00:07:06.660 --> 00:07:10.100]  還有七個碗 最後的部份 我剛才都給大家看過了
[00:07:10.100 --> 00:07:14.580]  都是有雷轟大聲閃電地震 大炮
[00:07:14.580 --> 00:07:19.660]  不過你要這樣看 其實雷轟經常都有的 是不是
[00:07:19.660 --> 00:07:23.860]  大聲音 閃電經常都有的 地震經常都有的
[00:07:23.860 --> 00:07:26.300]  不過是否去到這麼大而已
[00:07:26.300 --> 00:07:31.340]  是否去到世界末日災難性那種地動天移
[00:07:31.340 --> 00:07:32.820]  這麼厲害而已
[00:07:32.820 --> 00:07:37.260]  所以這些事情 其實神一直一直警告 又警告
[00:07:37.260 --> 00:07:40.180]  多數似乎不再警告
[00:07:40.180 --> 00:07:42.940]  我們很多時候做人都是這樣
[00:07:42.940 --> 00:07:45.980]  來了 再不乖就跟子女都是這樣
[00:07:45.980 --> 00:07:48.340]  首先是眼教 眼教出口教
[00:07:48.340 --> 00:07:50.460]  口教都不行 用手教
[00:07:50.460 --> 00:07:54.460]  手教都不行 我真的不知道怎樣教了
[00:07:54.460 --> 00:07:55.860]  已經出手了
[00:07:55.860 --> 00:07:57.900]  所以神其實對人都是這樣
[00:07:57.900 --> 00:08:00.940]  祂是一步一步一步 其實目的是甚麼
[00:08:00.940 --> 00:08:03.340]  神是給我們機會
[00:08:03.340 --> 00:08:05.940]  最近我講的這個五色的福音
[00:08:05.940 --> 00:08:09.540]  其中有一節的經文裏面 講到神的寬容
[00:08:09.540 --> 00:08:11.860]  人先前所犯的罪
[00:08:11.860 --> 00:08:15.660]  甚麼叫神寬容人先前所犯的罪
[00:08:15.660 --> 00:08:18.060]  是否即是算數 不是
[00:08:18.060 --> 00:08:21.140]  原來寬容在原文裏面的含義
[00:08:21.140 --> 00:08:23.780]  根據馮林坤教授 我很喜歡看他的東西
[00:08:23.780 --> 00:08:25.340]  因為他真的很有研究
[00:08:25.340 --> 00:08:26.580]  所以看他的東西
[00:08:26.580 --> 00:08:29.940]  看他一本就等於看三四十本解經書
[00:08:29.940 --> 00:08:32.340]  真的 不是開玩笑的
[00:08:32.340 --> 00:08:35.860]  我再看多幾本大師一起去研究
[00:08:35.860 --> 00:08:39.220]  寬容就是將你的罪suspend
[00:08:39.220 --> 00:08:43.020]  不罰你 但不等於沒有事
[00:08:43.020 --> 00:08:44.780]  這樣 寬容著
[00:08:44.780 --> 00:08:47.900]  我未罰你 但不是我不罰
[00:08:47.900 --> 00:08:50.500]  我會罰 不過還未罰
[00:08:50.500 --> 00:08:52.580]  這樣 所以寬容是這樣的
[00:08:52.580 --> 00:08:53.780]  不是赦免你的罪
[00:08:53.780 --> 00:08:55.620]  赦免你的罪就是一筆勾銷
[00:08:55.620 --> 00:08:57.620]  認罪悔改 赦免你的罪
[00:08:57.620 --> 00:09:00.580]  但是當神是寬容的時候
[00:09:00.580 --> 00:09:04.380]  神是容許 容忍到一個地步
[00:09:04.380 --> 00:09:07.340]  這個七個印 七個號
[00:09:07.340 --> 00:09:09.380]  這裏啟述第六章至第八章
[00:09:09.380 --> 00:09:11.060]  就記了七個印的揭開
[00:09:11.060 --> 00:09:12.700]  七個印 七個號和七個碗
[00:09:12.700 --> 00:09:14.980]  都是呈現了四二一的結構
[00:09:14.980 --> 00:09:16.300]  這一點我不講了
[00:09:16.300 --> 00:09:18.580]  這一點你回去自己慢慢看
[00:09:18.580 --> 00:09:20.780]  因為這些比較上去到一些
[00:09:20.780 --> 00:09:24.380]  比較學術性 技術性上的東西
[00:09:24.380 --> 00:09:27.780]  絕大部分弟兄姊妹看都是有點困難的
[00:09:27.780 --> 00:09:29.380]  你自己回去慢慢去
[00:09:29.380 --> 00:09:31.980]  去看看它怎樣有四又二又一的結構
[00:09:31.980 --> 00:09:33.180]  OK 好了
[00:09:33.180 --> 00:09:35.260]  在這個六章第一節
[00:09:35.260 --> 00:09:36.580]  我們來了 開始看了
[00:09:36.580 --> 00:09:37.220]  第六章第一節
[00:09:37.220 --> 00:09:40.780]  我看見高揚揭開七印中的第一個印的時候
[00:09:40.780 --> 00:09:44.540]  聽見四活物中的一個活物聲音如雷說
[00:09:44.540 --> 00:09:49.220]  李來 四活物在這個之前已經提過了
[00:09:49.220 --> 00:09:52.020]  現在就開始發施這個號令了
[00:09:52.020 --> 00:09:54.700]  其實四活物所發施的號令
[00:09:54.700 --> 00:09:59.300]  只不過是神容許 神叫他 神指揮他
[00:09:59.300 --> 00:10:01.660]  在寶座上的 指揮他
[00:10:01.660 --> 00:10:05.060]  這四個活物是最接近神的寶座的
[00:10:05.060 --> 00:10:07.940]  他們聽命 然後他就指揮
[00:10:07.940 --> 00:10:08.780]  六章第二節
[00:10:08.780 --> 00:10:13.500]  我觀看看見一匹白馬騎在馬上的拿著弓
[00:10:13.500 --> 00:10:15.420]  並有冠冕賜給他
[00:10:15.420 --> 00:10:17.740]  他出來征服 勝而有勝
[00:10:17.740 --> 00:10:22.740]  好了 開始進入到這個啟示錄的一個很有趣味
[00:10:22.740 --> 00:10:25.900]  但是又很爭議性的一個經文了
[00:10:25.900 --> 00:10:29.100]  我就觀看看見一匹白馬
[00:10:29.100 --> 00:10:30.140]  這裡這樣說
[00:10:30.140 --> 00:10:32.340]  揭開所有七個印
[00:10:32.340 --> 00:10:34.020]  書卷才被打開
[00:10:34.020 --> 00:10:35.540]  我剛才也提過了
[00:10:35.540 --> 00:10:37.700]  不是說揭開一個印就有東西看
[00:10:37.700 --> 00:10:40.220]  揭開第二個印就有東西看
[00:10:40.220 --> 00:10:42.740]  是揭開所有七個印書卷才被打開
[00:10:42.740 --> 00:10:44.020]  才能夠閱讀
[00:10:44.020 --> 00:10:48.500]  所以書卷的內容要到啟示錄第十章才能夠看見
[00:10:48.500 --> 00:10:53.540]  如果我們從啟示錄十四章十四節和十九章十一至十二節
[00:10:53.540 --> 00:10:57.260]  這個騎在白馬的有可能是基督
[00:10:57.260 --> 00:10:58.300]  可能你說牧師
[00:10:58.300 --> 00:10:59.420]  喂 有可能嗎?
[00:10:59.420 --> 00:11:00.740]  那是還是不是?
[00:11:00.740 --> 00:11:02.900]  我現在就要和大家去分析
[00:11:02.900 --> 00:11:04.700]  這個第一匹馬 四匹馬
[00:11:04.700 --> 00:11:05.820]  第一匹是什麼馬?
[00:11:05.820 --> 00:11:08.700]  大家講講記不記得 第一匹馬是什麼馬?
[00:11:08.700 --> 00:11:10.060]  大聲一點
[00:11:10.060 --> 00:11:12.540]  白馬第二匹是什麼馬?
[00:11:12.540 --> 00:11:14.940]  紅馬第三匹是什麼馬?
[00:11:14.940 --> 00:11:17.020]  黑馬第四匹是什麼馬?
[00:11:17.020 --> 00:11:18.140]  灰馬
[00:11:18.140 --> 00:11:21.140]  這四匹馬的次序
[00:11:21.140 --> 00:11:25.660]  如果我引大家去看啟示錄十四章和十九章
[00:11:25.660 --> 00:11:26.700]  我們看看這裡怎麼說
[00:11:26.700 --> 00:11:29.940]  我又觀看 看見有一片白雲
[00:11:29.940 --> 00:11:33.980]  雲上坐著 因為好象是人子的
[00:11:33.980 --> 00:11:35.700]  好象是人子的
[00:11:35.700 --> 00:11:38.900]  很有趣 啟示錄講好象
[00:11:38.900 --> 00:11:40.500]  其實不是說好像
[00:11:40.500 --> 00:11:42.580]  是就是了 即時就是了
[00:11:42.580 --> 00:11:45.620]  啟示錄的方式是這樣的
[00:11:45.620 --> 00:11:48.180]  好象的就即時是了
[00:11:48.180 --> 00:11:50.500]  他說有一片白雲
[00:11:50.500 --> 00:11:52.060]  又是有白色的字
[00:11:52.060 --> 00:11:54.020]  通常啟示錄講到雲
[00:11:54.020 --> 00:11:56.780]  記得就是他駕雲而來
[00:11:56.780 --> 00:11:57.740]  是不是?
[00:11:57.740 --> 00:11:59.100]  駕雲而來是什麼?
[00:11:59.100 --> 00:12:01.340]  原來神的降臨
[00:12:01.340 --> 00:12:04.860]  或者是尼采瓦的降臨
[00:12:04.860 --> 00:12:06.620]  都是駕雲而來的
[00:12:06.620 --> 00:12:09.580]  雲給我們的印象是從天上而來的
[00:12:09.580 --> 00:12:12.260]  這個是屬天而降的
[00:12:12.260 --> 00:12:14.820]  雲上坐著因為好象是人子的
[00:12:14.820 --> 00:12:16.220]  人子即是耶穌基督
[00:12:16.220 --> 00:12:18.740]  頭上戴著金冠鏈
[00:12:18.740 --> 00:12:21.700]  手裏拿著鋒利的鐮刀
[00:12:21.700 --> 00:12:23.140]  這是誰呢?
[00:12:23.140 --> 00:12:25.620]  這個就是耶穌基督
[00:12:25.620 --> 00:12:26.700]  十九章十一次
[00:12:26.700 --> 00:12:28.700]  他說後來我看見天開了
[00:12:28.700 --> 00:12:30.380]  天又打開了
[00:12:30.380 --> 00:12:33.100]  即是看得到是屬天的事物
[00:12:33.100 --> 00:12:34.820]  不是屬地上的事物
[00:12:34.820 --> 00:12:36.980]  又不是在海裏面的事物
[00:12:36.980 --> 00:12:38.260]  有一匹白馬
[00:12:38.260 --> 00:12:41.420]  騎在馬上的稱為誠信真實
[00:12:41.420 --> 00:12:43.940]  他審判和真切都憑著公義
[00:12:43.940 --> 00:12:44.540]  這麼好
[00:12:44.540 --> 00:12:46.140]  你說這個是誰呢?
[00:12:46.140 --> 00:12:49.060]  當然不是單憑這一節聖經這麼好
[00:12:49.060 --> 00:12:49.740]  是誰呢?
[00:12:49.740 --> 00:12:50.860]  是看上文下理
[00:12:50.860 --> 00:12:51.580]  我們知道的
[00:12:51.580 --> 00:12:53.820]  又是說到耶穌基督了
[00:12:53.820 --> 00:12:57.900]  所以這兩點所提及的
[00:12:57.900 --> 00:13:00.060]  令到有不少的人認為
[00:13:00.060 --> 00:13:03.140]  我就官方看見一匹白馬騎在馬上的
[00:13:03.140 --> 00:13:04.340]  著公
[00:13:04.340 --> 00:13:06.260]  就說這個騎在白馬的是誰呢?
[00:13:06.260 --> 00:13:08.580]  騎在白馬的就是耶穌基督了
[00:13:08.580 --> 00:13:13.980]  這個是有一些學者會這樣看法的
[00:13:13.980 --> 00:13:16.860]  究竟是不是真的騎在白馬上的
[00:13:16.860 --> 00:13:18.980]  就是耶穌基督呢?
[00:13:18.980 --> 00:13:20.220]  我可以告訴大家
[00:13:20.220 --> 00:13:23.100]  我曾經將一些學者的看法
[00:13:23.100 --> 00:13:24.620]  其實不是很難的
[00:13:24.620 --> 00:13:26.060]  我打開一本書
[00:13:26.060 --> 00:13:27.980]  我隨便看十多二十本都可以
[00:13:27.980 --> 00:13:28.820]  我問牧師
[00:13:28.820 --> 00:13:29.820]  你這麼多時間嗎?
[00:13:29.820 --> 00:13:31.660]  我只是看這一節而已
[00:13:31.660 --> 00:13:32.180]  是不是?
[00:13:32.180 --> 00:13:33.300]  我只是看這一節
[00:13:33.300 --> 00:13:34.740]  看看他的論調是什麼
[00:13:34.740 --> 00:13:36.660]  我將他白色的馬
[00:13:36.660 --> 00:13:38.180]  這個騎在白馬的
[00:13:38.180 --> 00:13:39.540]  是正面的
[00:13:39.540 --> 00:13:41.260]  我就列了一堆出來
[00:13:41.260 --> 00:13:42.220]  是負面的
[00:13:42.220 --> 00:13:44.260]  我又列了一堆出來
[00:13:44.260 --> 00:13:45.020]  知道什麼意思嗎?
[00:13:45.020 --> 00:13:47.860]  正面的就說是耶穌基督了
[00:13:47.860 --> 00:13:51.540]  或者是有另外的演繹
[00:13:51.540 --> 00:13:53.700]  就不是說代表了耶穌基督
[00:13:53.700 --> 00:13:55.820]  是代表了福音廣傳
[00:13:55.820 --> 00:13:57.380]  福音一直傳開去
[00:13:57.380 --> 00:13:57.820]  這樣
[00:13:57.820 --> 00:13:58.620]  這個是正面的
[00:13:58.620 --> 00:13:59.420]  是不是?
[00:13:59.420 --> 00:14:00.740]  但是負面的是什麼?
[00:14:00.740 --> 00:14:01.500]  負面呢?
[00:14:01.500 --> 00:14:04.740]  你說負面有負面的東西看得出來嗎?
[00:14:04.740 --> 00:14:06.340]  他看到白馬騎在馬上
[00:14:06.340 --> 00:14:07.100]  拿著一個弓
[00:14:07.100 --> 00:14:08.860]  有冠冕賜給他
[00:14:08.860 --> 00:14:11.100]  他來征服聖義佑聖
[00:14:11.100 --> 00:14:12.700]  這樣也有負面?
[00:14:12.700 --> 00:14:15.300]  原來負面的意思是什麼?
[00:14:15.300 --> 00:14:16.100]  負面呢
[00:14:16.100 --> 00:14:18.380]  這個不是耶穌基督
[00:14:18.380 --> 00:14:20.580]  這個是假的基督
[00:14:20.580 --> 00:14:22.100]  是敵基督
[00:14:22.100 --> 00:14:24.620]  假基督敵基督
[00:14:24.620 --> 00:14:27.100]  如果有人要去
[00:14:28.580 --> 00:14:33.140]  冒你的名字去簽名
[00:14:33.140 --> 00:14:35.700]  他是不是要研究過你的名字
[00:14:35.700 --> 00:14:37.380]  怎麼簽他才去簽呢?
[00:14:37.380 --> 00:14:39.100]  他是不是簽了上來
[00:14:39.100 --> 00:14:40.100]  如果他是高手
[00:14:40.100 --> 00:14:43.660]  是連一般銀行的經理一看下去都看不出來
[00:14:43.660 --> 00:14:45.940]  除非他用那些叫做什麼?
[00:14:45.940 --> 00:14:47.700]  那些叫專家
[00:14:47.700 --> 00:14:48.300]  是不是?
[00:14:48.300 --> 00:14:52.660]  記不記得那時候陳先生那份東西
[00:14:52.660 --> 00:14:54.180]  說他是真的還是假的
[00:14:54.180 --> 00:14:55.620]  大家知道我說誰了
[00:14:55.620 --> 00:14:57.020]  聰聰哥哥
[00:14:57.020 --> 00:15:00.900]  不是說你看一看就知道那個是真名還是假名
[00:15:00.900 --> 00:15:03.580]  是要找那些筆跡專家的
[00:15:03.580 --> 00:15:07.020]  筆跡專家我想他不只是找一個這麼簡單
[00:15:07.020 --> 00:15:08.860]  真的要有份量的
[00:15:08.860 --> 00:15:10.700]  所以假冒的東西
[00:15:10.700 --> 00:15:11.940]  是要很像的
[00:15:11.940 --> 00:15:13.300]  這樣才是好東西
[00:15:13.300 --> 00:15:14.500]  如果不是
[00:15:14.500 --> 00:15:15.540]  就不是好東西
[00:15:15.540 --> 00:15:17.100]  好像我袋子裡面有一把刀
[00:15:17.100 --> 00:15:18.180]  寫著Gucci
[00:15:18.180 --> 00:15:19.380]  但是真還是假呢?
[00:15:19.380 --> 00:15:20.260]  其實很簡單而已
[00:15:20.260 --> 00:15:22.260]  25元一把Gucci刀
[00:15:22.260 --> 00:15:23.580]  你說是真還是假?
[00:15:23.580 --> 00:15:26.780]  我相信是假多於真
[00:15:26.780 --> 00:15:29.780]  雖然那些鋼水真的很漂亮
[00:15:29.780 --> 00:15:33.380]  跟我另外一個袋子那一把6元一把的差很遠
[00:15:33.380 --> 00:15:34.380]  差很遠
[00:15:34.380 --> 00:15:35.220]  我給你們看看
[00:15:35.220 --> 00:15:37.220]  6元一把簡直是便宜的東西
[00:15:37.220 --> 00:15:38.260]  25元一把
[00:15:38.260 --> 00:15:40.820]  我上次姐妹小組吃飯的時候我給你們看
[00:15:40.820 --> 00:15:42.500]  每個人拿起來都說很漂亮
[00:15:42.500 --> 00:15:44.100]  那些鋼水很漂亮
[00:15:44.100 --> 00:15:47.460]  刻了Gucci那個字下去
[00:15:47.460 --> 00:15:50.620]  就是因為他要冒假冒
[00:15:50.620 --> 00:15:52.940]  他才做得這麼像模像樣
[00:15:52.940 --> 00:15:55.780]  所以有不少正經的學者
[00:15:55.780 --> 00:15:58.380]  我不是說普通的我們看正經的
[00:15:58.380 --> 00:16:01.380]  就去判斷他究竟是基督還是基督
[00:16:01.380 --> 00:16:04.100]  其實我看那些學者裡面
[00:16:04.100 --> 00:16:05.660]  有些我都很難過
[00:16:05.660 --> 00:16:07.180]  因為有些是我很欣賞的
[00:16:07.180 --> 00:16:09.580]  我難過的意思不是為什麼你會搞錯
[00:16:09.580 --> 00:16:12.060]  我其實是很相信他的看法的
[00:16:12.060 --> 00:16:14.140]  我很相信他們的解經
[00:16:14.140 --> 00:16:18.180]  為什麼我一個這麼欣賞這麼尊重的解經者
[00:16:18.180 --> 00:16:22.420]  他是說這個是這樣的
[00:16:22.420 --> 00:16:25.500]  但是另外一幫又是很有份量的學者
[00:16:25.500 --> 00:16:26.700]  他說是這樣的
[00:16:26.700 --> 00:16:29.620]  搞得我真的有一個很難的取捨
[00:16:29.620 --> 00:16:30.860]  但是我也要取捨的
[00:16:30.860 --> 00:16:31.180]  是不是?
[00:16:31.180 --> 00:16:31.940]  也要取捨的
[00:16:31.940 --> 00:16:32.420]  好了
[00:16:32.420 --> 00:16:34.620]  正如我剛才說的
[00:16:34.620 --> 00:16:36.820]  如果第十四章是第十四節
[00:16:36.820 --> 00:16:38.780]  還有第十九章是十一節
[00:16:38.780 --> 00:16:40.020]  這個騎白馬的
[00:16:40.020 --> 00:16:41.820]  就應該是耶穌基督
[00:16:41.820 --> 00:16:42.180]  好了
[00:16:42.180 --> 00:16:43.860]  我給大家看看聖經裡面
[00:16:43.860 --> 00:16:45.060]  說白色的了
[00:16:45.060 --> 00:16:47.620]  其實我自己的筆記裡面
[00:16:47.620 --> 00:16:50.340]  白色那裡不止五節這麼少
[00:16:50.340 --> 00:16:52.140]  我想是大概十幾節
[00:16:52.140 --> 00:16:55.100]  不過為了不想讓大家太過疲累
[00:16:55.100 --> 00:16:57.740]  所以我只是登了五節給大家看
[00:16:57.740 --> 00:16:59.580]  白色在啟示錄裡面
[00:16:59.580 --> 00:17:03.980]  通常都是跟主耶穌基督直接或者間接有關係的
[00:17:03.980 --> 00:17:05.700]  直接或者間接有關係
[00:17:05.700 --> 00:17:08.380]  所以這個令到有很多的學者
[00:17:08.380 --> 00:17:09.820]  將這個白色認為
[00:17:09.820 --> 00:17:10.420]  是的
[00:17:10.420 --> 00:17:12.860]  這個白馬應該是耶穌基督了
[00:17:12.860 --> 00:17:14.580]  有兩節這麼明顯
[00:17:14.580 --> 00:17:17.660]  十四章和十九章
[00:17:17.660 --> 00:17:19.420]  我讀這些給大家聽
[00:17:19.420 --> 00:17:20.940]  啟示錄第一章十四節
[00:17:20.940 --> 00:17:23.900]  他的頭與髮皆白如白
[00:17:23.900 --> 00:17:24.740]  而無如書
[00:17:24.740 --> 00:17:26.460]  他的眼睛好像火焰
[00:17:26.460 --> 00:17:27.340]  這個是誰呢?
[00:17:27.340 --> 00:17:29.340]  一章十四節是說到耶穌基督
[00:17:29.340 --> 00:17:30.820]  三章第四節
