
[00:00:00.000 --> 00:00:02.000]  多謝主祢給我們這段寶貴的時間
[00:02:36.000 --> 00:02:37.000]  去糾正這個歪風
[00:02:37.000 --> 00:02:40.000]  要使教會真正能夠成為
[00:02:40.000 --> 00:02:43.000]  原本神的真理的見證
[00:02:43.000 --> 00:02:45.000]  所以要教會成為
[00:02:45.000 --> 00:02:48.000]  最開始的真理的見證
[00:02:48.000 --> 00:02:52.000]  這個是整卷提摩太前書的目的
[00:02:52.000 --> 00:02:54.000]  是整卷提摩太前書的目的
[00:02:54.000 --> 00:02:56.000]  怎樣使教會重歸一個
[00:02:56.000 --> 00:02:58.000]  可以作神真道的見證
[00:02:58.000 --> 00:03:00.000]  怎樣教會歸回到
[00:03:00.000 --> 00:03:02.000]  怎麼作神真道的見證
[00:03:02.000 --> 00:03:03.000]  怎樣才能做到呢
[00:03:03.000 --> 00:03:04.000]  怎樣才能做到呢
[00:03:04.000 --> 00:03:06.000]  第四章就開始要介紹這方面
[00:03:06.000 --> 00:03:08.000]  第四章就要開始介紹這方面
[00:03:08.000 --> 00:03:10.000]  第四章要開始介紹的是
[00:03:10.000 --> 00:03:12.000]  告訴我們教會的走向
[00:03:12.000 --> 00:03:14.000]  第四章一開始
[00:03:14.000 --> 00:03:16.000]  就介紹教會的走向
[00:03:16.000 --> 00:03:18.000]  透過聖靈直接的啟示
[00:03:18.000 --> 00:03:20.000]  透過聖靈直接的啟示
[00:03:20.000 --> 00:03:24.000]  教會必然走向一條墮落的現況
[00:03:24.000 --> 00:03:28.000]  教會必然走向一條墮落的現況
[00:03:28.000 --> 00:03:30.000]  我們之前已經講過了
[00:03:30.000 --> 00:03:32.000]  基於聖靈都是這樣講的
[00:03:32.000 --> 00:03:34.000]  我們剛才已經講過
[00:03:34.000 --> 00:03:35.000]  聖靈都這麼講過
[00:03:35.000 --> 00:03:38.000]  我們的教會不應該說
[00:03:38.000 --> 00:03:40.000]  我們越來越好
[00:03:40.000 --> 00:03:42.000]  我們教會不應該說越來越好
[00:03:42.000 --> 00:03:45.000]  教會應該給人看見的情況是
[00:03:45.000 --> 00:03:47.000]  原來我們一直被拖累
[00:03:47.000 --> 00:03:49.000]  一直墮落下去的現況
[00:03:49.000 --> 00:03:55.000]  你看我們教會一直被拖累墮落的情況
[00:03:55.000 --> 00:03:57.000]  這條路向一直出現
[00:03:57.000 --> 00:03:59.000]  這條路向一直出現
[00:03:59.000 --> 00:04:01.000]  但是既然是這樣
[00:04:01.000 --> 00:04:02.000]  怎麼搞好呢?
[00:04:02.000 --> 00:04:04.000]  教會怎麼做好呢?
[00:04:04.000 --> 00:04:06.000]  是不是作為目者就由它算數呢?
[00:04:06.000 --> 00:04:09.000]  或者是不是應該就這樣算數
[00:04:09.000 --> 00:04:11.000]  是不是作為教會領袖
[00:04:11.000 --> 00:04:13.000]  既然是這樣的大勢所趨
[00:04:13.000 --> 00:04:14.000]  我們就算了
[00:04:14.000 --> 00:04:16.000]  是不是教會的領袖
[00:04:16.000 --> 00:04:19.000]  也就是說大勢所趨就應該這樣下去呢?
[00:04:19.000 --> 00:04:20.000]  不是的
[00:04:20.000 --> 00:04:22.000]  作者反而在這裡的目的是告訴我們
[00:04:22.000 --> 00:04:24.000]  知道這個實況之後
[00:04:24.000 --> 00:04:26.000]  作者告訴我們
[00:04:26.000 --> 00:04:27.000]  知道這個實況之後
[00:04:27.000 --> 00:04:30.000]  才能夠做到百戰百勝
[00:04:30.000 --> 00:04:32.000]  才能做到百戰百勝
[00:04:32.000 --> 00:04:34.000]  因為能夠知己知彼
[00:04:34.000 --> 00:04:36.000]  才能做到知己知彼
[00:04:36.000 --> 00:04:38.000]  才能夠學會怎麼糾正
[00:04:38.000 --> 00:04:40.000]  才能學會怎麼糾正
[00:04:40.000 --> 00:04:43.000]  而今天我們來到第四章第六節至第十節
[00:04:43.000 --> 00:04:46.000]  而今天我們來到第四章第六節至第十節
[00:04:46.000 --> 00:04:49.000]  這部分是和先前的第一至第五節
[00:04:49.000 --> 00:04:50.000]  第四章裏面的第一至第五節
[00:04:50.000 --> 00:04:52.000]  形成了很大的對比
[00:04:52.000 --> 00:04:55.000]  就和四章第一到第五節
[00:04:55.000 --> 00:04:57.000]  形成一個很大的對比
[00:04:57.000 --> 00:05:00.000]  因為我們學會怎麼去對抗這個潮流
[00:05:00.000 --> 00:05:02.000]  然後我們學會怎麼去對抗這個潮流
[00:05:02.000 --> 00:05:06.000]  從這個教會走向墮落的潮流去抗衡
[00:05:06.000 --> 00:05:09.000]  從教會走向墮落的潮流去抗衡
[00:05:09.000 --> 00:05:11.000]  抗衡的結果是如何呢?
[00:05:11.000 --> 00:05:12.000]  抗衡的結果是如何呢?
[00:05:12.000 --> 00:05:14.000]  是否必然成功呢?
[00:05:14.000 --> 00:05:16.000]  是否必然成功呢?
[00:05:16.000 --> 00:05:20.000]  是否教會起死回生非常興旺呢?
[00:05:20.000 --> 00:05:23.000]  是否教會起死回生變得非常興旺呢?
[00:05:23.000 --> 00:05:24.000]  是否教會起死回生變得非常興旺呢?
[00:05:24.000 --> 00:05:26.000]  完全馴服在神的道理裏面呢?
[00:05:26.000 --> 00:05:29.000]  完全馴服在神的道理裏面呢?
[00:05:29.000 --> 00:05:30.000]  完全馴服在神的道理裏面呢?
[00:05:30.000 --> 00:05:33.000]  是,不過不是用我們的兩種方法
[00:05:33.000 --> 00:05:35.000]  是,不過不是用我們的兩種方法
[00:05:35.000 --> 00:05:39.000]  不是說教會建了很多新禮拜堂
[00:05:39.000 --> 00:05:42.000]  不是說教會建了很多新禮拜堂
[00:05:42.000 --> 00:05:43.000]  很多人湧進來
[00:05:43.000 --> 00:05:44.000]  很多人湧進來
[00:05:44.000 --> 00:05:46.000]  這就代表了這間教會好
[00:05:46.000 --> 00:05:47.000]  這就代表了這間教會好
[00:05:47.000 --> 00:05:50.000]  能夠成功抗拒這個潮流
[00:05:50.000 --> 00:05:52.000]  能夠成功抗拒這個潮流
[00:05:52.000 --> 00:05:53.000]  能夠成功抗拒這個潮流
[00:05:53.000 --> 00:05:55.000]  上次我也和大家分享過
[00:05:55.000 --> 00:05:57.000]  上次我也和大家分享過
[00:05:57.000 --> 00:05:58.000]  曾經有位弟兄和我說
[00:05:58.000 --> 00:06:00.000]  曾經有位弟兄和我說
[00:06:00.000 --> 00:06:02.000]  何牧師,我看到一個現象
[00:06:02.000 --> 00:06:03.000]  何牧師,我看到一個現象
[00:06:03.000 --> 00:06:07.000]  為什麼凡是教會要搞靈恩呢?
[00:06:07.000 --> 00:06:09.000]  為什麼凡是教會要搞靈恩呢?
[00:06:09.000 --> 00:06:11.000]  他們就風生水起
[00:06:11.000 --> 00:06:12.000]  他們就風生水起
[00:06:12.000 --> 00:06:16.000]  我們在加拿大拆了一對夫婦回香港
[00:06:16.000 --> 00:06:19.000]  我們在加拿大拆了一對夫婦回香港
[00:06:19.000 --> 00:06:20.000]  開了一間教會
[00:06:20.000 --> 00:06:21.000]  開了一間教會
[00:06:21.000 --> 00:06:22.000]  這對夫婦於是乎
[00:06:22.000 --> 00:06:23.000]  這對夫婦於是乎
[00:06:23.000 --> 00:06:25.000]  從家戲院變成教會
[00:06:25.000 --> 00:06:29.000]  從家戲院變成教會
[00:06:29.000 --> 00:06:32.000]  然後呢,現在你要回這間教會很困難的
[00:06:32.000 --> 00:06:34.000]  現在你想進這間教會
[00:06:34.000 --> 00:06:36.000]  現在要排隊
[00:06:36.000 --> 00:06:38.000]  每天早上要排隊
[00:06:38.000 --> 00:06:41.000]  排很長的,要排很長的隊
[00:06:41.000 --> 00:06:44.000]  如果以前開戲院就真的發達了
[00:06:44.000 --> 00:06:47.000]  以前開戲院就發達了
[00:06:47.000 --> 00:06:48.000]  現在開教會就發達了
[00:06:48.000 --> 00:06:50.000]  現在開教會也發達了
[00:06:50.000 --> 00:06:53.000]  是不是這樣的方法才可以使教會起死回生呢?
[00:06:53.000 --> 00:06:56.000]  是不是這樣的方法才可以使教會起死回生呢?
[00:06:56.000 --> 00:06:58.000]  不是用這樣的良道方法
[00:06:58.000 --> 00:06:59.000]  不是用這樣的良道方法
[00:06:59.000 --> 00:07:00.000]  聖經就會告訴我們
[00:07:00.000 --> 00:07:01.000]  聖經就會告訴我們
[00:07:01.000 --> 00:07:03.000]  怎樣使教會興旺
[00:07:03.000 --> 00:07:05.000]  什麼叫做教會興旺呢?
[00:07:05.000 --> 00:07:07.000]  什麼叫做教會興旺呢?
[00:07:07.000 --> 00:07:09.000]  原來是要使教會的每一個信徒
[00:07:09.000 --> 00:07:10.000]  原來是要使教會的每一個信徒
[00:07:10.000 --> 00:07:12.000]  使教會的每一個信徒
[00:07:12.000 --> 00:07:16.000]  成為基督正閉
[00:07:16.000 --> 00:07:18.000]  成為基督正閉
[00:07:18.000 --> 00:07:21.000]  不是因為教會有多少財力
[00:07:21.000 --> 00:07:24.000]  不是因為教會有多少財力
[00:07:24.000 --> 00:07:25.000]  不是教會有多少人數
[00:07:25.000 --> 00:07:27.000]  不是教會有多少人數
[00:07:27.000 --> 00:07:29.000]  而是教會的人
[00:07:29.000 --> 00:07:30.000]  而是教會的人
[00:07:30.000 --> 00:07:35.000]  基督徒成為基督正閉
[00:07:35.000 --> 00:07:36.000]  所謂基督正閉
[00:07:36.000 --> 00:07:37.000]  所謂基督正閉
[00:07:37.000 --> 00:07:38.000]  什麼叫做基督正閉呢?
[00:07:38.000 --> 00:07:39.000]  什麼叫做基督正閉呢?
[00:07:39.000 --> 00:07:40.000]  什麼叫做基督正閉呢?
[00:07:40.000 --> 00:07:41.000]  什麼叫做基督正閉呢?
[00:07:41.000 --> 00:07:42.000]  什麼叫做基督正閉呢?
[00:07:42.000 --> 00:07:43.000]  什麼叫做基督正閉呢?
[00:07:43.000 --> 00:07:44.000]  什麼叫做基督正閉呢?
[00:07:44.000 --> 00:07:45.000]  什麼叫做基督正閉呢?
[00:07:45.000 --> 00:07:46.000]  什麼叫做基督正閉呢?
[00:07:46.000 --> 00:07:47.000]  什麼叫做基督正閉呢?
[00:07:47.000 --> 00:07:48.000]  什麼叫做基督正閉呢?
[00:07:48.000 --> 00:07:49.000]  什麼叫做基督正閉呢?
[00:07:49.000 --> 00:07:50.000]  什麼叫做基督正閉呢?
[00:07:50.000 --> 00:07:51.000]  什麼叫做基督正閉呢?
[00:07:51.000 --> 00:08:01.000]  什麼叫做基督正閉呢?
[00:08:01.000 --> 00:08:02.000]  什麼叫做基督正閉呢?
[00:08:02.000 --> 00:08:03.000]  什麼叫做基督正閉呢?
[00:08:03.000 --> 00:08:04.000]  什麼叫做基督正閉呢?
[00:08:04.000 --> 00:08:05.000]  什麼叫做基督正閉呢?
[00:08:05.000 --> 00:08:06.000]  什麼叫做基督正閉呢?
[00:08:06.000 --> 00:08:07.000]  什麼叫做基督正閉呢?
[00:08:07.000 --> 00:08:08.000]  什麼叫做基督正閉呢?
[00:08:08.000 --> 00:08:09.000]  什麼叫做基督正閉呢?
[00:08:09.000 --> 00:08:10.000]  什麼叫做基督正閉呢?
[00:08:10.000 --> 00:08:11.000]  什麼叫做基督正閉呢?
[00:08:11.000 --> 00:08:12.000]  什麼叫做基督正閉呢?
[00:08:12.000 --> 00:08:13.000]  什麼叫做基督正閉呢?
[00:08:13.000 --> 00:08:14.000]  什麼叫做基督正閉呢?
[00:08:14.000 --> 00:08:15.000]  什麼叫做基督正閉呢?
[00:08:15.000 --> 00:08:16.000]  什麼叫做基督正閉呢?
[00:08:16.000 --> 00:08:22.000]  什麼叫做基督正閉呢?
[00:08:22.000 --> 00:08:23.000]  什麼叫做基督正閉呢?
[00:08:23.000 --> 00:08:24.000]  什麼叫做基督正閉呢?
[00:08:24.000 --> 00:08:25.000]  什麼叫做基督正閉呢?
[00:08:25.000 --> 00:08:26.000]  什麼叫做基督正閉呢?
[00:08:26.000 --> 00:08:27.000]  什麼叫做基督正閉呢?
[00:08:27.000 --> 00:08:28.000]  什麼叫做基督正閉呢?
[00:08:28.000 --> 00:08:29.000]  什麼叫做基督正閉呢?
[00:08:29.000 --> 00:08:30.000]  什麼叫做基督正閉呢?
[00:08:30.000 --> 00:08:31.000]  什麼叫做基督正閉呢?
[00:08:31.000 --> 00:08:32.000]  什麼叫做基督正閉呢?
[00:08:32.000 --> 00:08:33.000]  什麼叫做基督正閉呢?
[00:08:33.000 --> 00:08:34.000]  什麼叫做基督正閉呢?
[00:08:34.000 --> 00:08:35.000]  什麼叫做基督正閉呢?
[00:08:35.000 --> 00:08:36.000]  什麼叫做基督正閉呢?
[00:08:36.000 --> 00:08:37.000]  什麼叫做基督正閉呢?
[00:08:37.000 --> 00:08:49.000]  什麼叫做基督正閉呢?
[00:08:49.000 --> 00:08:50.000]  什麼叫做基督正閉呢?
[00:08:50.000 --> 00:08:51.000]  什麼叫做基督正閉呢?
[00:08:51.000 --> 00:08:52.000]  什麼叫做基督正閉呢?
[00:08:52.000 --> 00:08:53.000]  什麼叫做基督正閉呢?
[00:08:53.000 --> 00:08:54.000]  什麼叫做基督正閉呢?
[00:08:54.000 --> 00:08:55.000]  什麼叫做基督正閉呢?
[00:08:55.000 --> 00:08:56.000]  什麼叫做基督正閉呢?
[00:08:56.000 --> 00:08:57.000]  什麼叫做基督正閉呢?
[00:08:57.000 --> 00:08:58.000]  什麼叫做基督正閉呢?
[00:08:58.000 --> 00:08:59.000]  什麼叫做基督正閉呢?
[00:08:59.000 --> 00:09:00.000]  什麼叫做基督正閉呢?
[00:09:00.000 --> 00:09:01.000]  什麼叫做基督正閉呢?
[00:09:01.000 --> 00:09:02.000]  什麼叫做基督正閉呢?
[00:09:02.000 --> 00:09:03.000]  什麼叫做基督正閉呢?
[00:09:03.000 --> 00:09:04.000]  什麼叫做基督正閉呢?
[00:09:04.000 --> 00:09:07.000]  什麼叫做基督正閉呢?
[00:09:07.000 --> 00:09:08.000]  什麼叫做基督正閉呢?
[00:09:08.000 --> 00:09:09.000]  什麼叫做基督正閉呢?
[00:09:09.000 --> 00:09:10.000]  什麼叫做基督正閉呢?
[00:09:10.000 --> 00:09:11.000]  什麼叫做基督正閉呢?
[00:09:11.000 --> 00:09:12.000]  什麼叫做基督正閉呢?
[00:09:12.000 --> 00:09:13.000]  什麼叫做基督正閉呢?
[00:09:13.000 --> 00:09:14.000]  什麼叫做基督正閉呢?
[00:09:14.000 --> 00:09:15.000]  什麼叫做基督正閉呢?
[00:09:15.000 --> 00:09:16.000]  什麼叫做基督正閉呢?
[00:09:16.000 --> 00:09:17.000]  什麼叫做基督正閉呢?
[00:09:17.000 --> 00:09:18.000]  什麼叫做基督正閉呢?
[00:09:18.000 --> 00:09:19.000]  什麼叫做基督正閉呢?
[00:09:19.000 --> 00:09:20.000]  什麼叫做基督正閉呢?
[00:09:20.000 --> 00:09:21.000]  什麼叫做基督正閉呢?
[00:09:21.000 --> 00:09:22.000]  什麼叫做基督正閉呢?
[00:09:22.000 --> 00:09:44.000]  什麼叫做基督正閉呢?
[00:09:44.000 --> 00:10:00.000]  什麼叫做基督正閉呢?
[00:10:00.000 --> 00:10:01.000]  什麼叫做基督正閉呢?
[00:10:01.000 --> 00:10:02.000]  什麼叫做基督正閉呢?
[00:10:02.000 --> 00:10:03.000]  什麼叫做基督正閉呢?
[00:10:03.000 --> 00:10:04.000]  什麼叫做基督正閉呢?
[00:10:04.000 --> 00:10:05.000]  什麼叫做基督正閉呢?
[00:10:05.000 --> 00:10:06.000]  什麼叫做基督正閉呢?
[00:10:06.000 --> 00:10:07.000]  什麼叫做基督正閉呢?
[00:10:07.000 --> 00:10:08.000]  什麼叫做基督正閉呢?
[00:10:08.000 --> 00:10:09.000]  什麼叫做基督正閉呢?
[00:10:09.000 --> 00:10:10.000]  什麼叫做基督正閉呢?
[00:10:10.000 --> 00:10:11.000]  什麼叫做基督正閉呢?
[00:10:11.000 --> 00:10:12.000]  什麼叫做基督正閉呢?
[00:10:12.000 --> 00:10:13.000]  什麼叫做基督正閉呢?
[00:10:13.000 --> 00:10:14.000]  什麼叫做基督正閉呢?
[00:10:14.000 --> 00:10:15.000]  什麼叫做基督正閉呢?
[00:10:15.000 --> 00:10:16.000]  什麼叫做基督正閉呢?
[00:10:16.000 --> 00:10:17.000]  什麼叫做基督正閉呢?
[00:10:17.000 --> 00:10:18.000]  什麼叫做基督正閉呢?
[00:10:18.000 --> 00:10:19.000]  什麼叫做基督正閉呢?
[00:10:19.000 --> 00:10:20.000]  什麼叫做基督正閉呢?
[00:10:20.000 --> 00:10:21.000]  什麼叫做基督正閉呢?
[00:10:21.000 --> 00:10:22.000]  什麼叫做基督正閉呢?
[00:10:22.000 --> 00:10:23.000]  什麼叫做基督正閉呢?
[00:10:23.000 --> 00:10:24.000]  什麼叫做基督正閉呢?
[00:10:24.000 --> 00:10:25.000]  什麼叫做基督正閉呢?
[00:10:25.000 --> 00:10:26.000]  什麼叫做基督正閉呢?
[00:10:26.000 --> 00:10:27.000]  什麼叫做基督正閉呢?
[00:10:27.000 --> 00:10:28.000]  什麼叫做基督正閉呢?
[00:10:28.000 --> 00:10:29.000]  什麼叫做基督正閉呢?
[00:10:29.000 --> 00:10:56.000]  什麼叫做基督正閉呢?
[00:10:59.000 --> 00:11:00.000]  什麼叫做基督正閉呢?
[00:11:00.000 --> 00:11:01.000]  什麼叫做基督正閉呢?
[00:11:01.000 --> 00:11:02.000]  什麼叫做基督正閉呢?
[00:11:02.000 --> 00:11:03.000]  什麼叫做基督正閉呢?
[00:11:03.000 --> 00:11:04.000]  什麼叫做基督正閉呢?
[00:11:04.000 --> 00:11:05.000]  什麼叫做基督正閉呢?
[00:11:05.000 --> 00:11:06.000]  什麼叫做基督正閉呢?
[00:11:06.000 --> 00:11:07.000]  什麼叫做基督正閉呢?
[00:11:07.000 --> 00:11:08.000]  什麼叫做基督正閉呢?
[00:11:08.000 --> 00:11:09.000]  什麼叫做基督正閉呢?
[00:11:09.000 --> 00:11:10.000]  什麼叫做基督正閉呢?
[00:11:10.000 --> 00:11:11.000]  什麼叫做基督正閉呢?
[00:11:11.000 --> 00:11:12.000]  什麼叫做基督正閉呢?
[00:11:12.000 --> 00:11:13.000]  什麼叫做基督正閉呢?
[00:11:13.000 --> 00:11:14.000]  什麼叫做基督正閉呢?
[00:11:14.000 --> 00:11:15.000]  什麼叫做基督正閉呢?
[00:11:15.000 --> 00:11:37.000]  什麼叫做基督正閉呢?
[00:11:37.000 --> 00:11:38.000]  什麼叫做基督正閉呢?
[00:11:38.000 --> 00:11:39.000]  什麼叫做基督正閉呢?
[00:11:39.000 --> 00:11:40.000]  什麼叫做基督正閉呢?
[00:11:40.000 --> 00:11:41.000]  什麼叫做基督正閉呢?
[00:11:41.000 --> 00:11:42.000]  什麼叫做基督正閉呢?
[00:11:42.000 --> 00:11:43.000]  什麼叫做基督正閉呢?
[00:11:43.000 --> 00:11:44.000]  什麼叫做基督正閉呢?
[00:11:44.000 --> 00:11:45.000]  什麼叫做基督正閉呢?
[00:11:45.000 --> 00:11:46.000]  什麼叫做基督正閉呢?
[00:11:46.000 --> 00:11:47.000]  什麼叫做基督正閉呢?
[00:11:47.000 --> 00:11:48.000]  什麼叫做基督正閉呢?
[00:11:48.000 --> 00:11:49.000]  什麼叫做基督正閉呢?
[00:11:49.000 --> 00:11:50.000]  什麼叫做基督正閉呢?
[00:11:50.000 --> 00:11:51.000]  什麼叫做基督正閉呢?
[00:11:51.000 --> 00:11:52.000]  什麼叫做基督正閉呢?
[00:11:52.000 --> 00:11:53.000]  什麼叫做基督正閉呢?
[00:11:53.000 --> 00:11:54.000]  什麼叫做基督正閉呢?
[00:11:54.000 --> 00:11:55.000]  什麼叫做基督正閉呢?
[00:11:55.000 --> 00:11:56.000]  什麼叫做基督正閉呢?
[00:11:56.000 --> 00:11:57.000]  什麼叫做基督正閉呢?
[00:11:57.000 --> 00:11:58.000]  什麼叫做基督正閉呢?
[00:11:58.000 --> 00:11:59.000]  什麼叫做基督正閉呢?
[00:11:59.000 --> 00:12:00.000]  什麼叫做基督正閉呢?
[00:12:00.000 --> 00:12:27.000]  什麼叫做基督正閉呢?
[00:12:27.000 --> 00:12:30.000]  什麼叫做基督正閉呢?
[00:12:30.000 --> 00:12:31.000]  什麼叫做基督正閉呢?
[00:12:31.000 --> 00:12:32.000]  什麼叫做基督正閉呢?
[00:12:32.000 --> 00:12:33.000]  什麼叫做基督正閉呢?
[00:12:33.000 --> 00:12:34.000]  什麼叫做基督正閉呢?
[00:12:34.000 --> 00:12:35.000]  什麼叫做基督正閉呢?
[00:12:35.000 --> 00:12:36.000]  什麼叫做基督正閉呢?
[00:12:36.000 --> 00:12:37.000]  什麼叫做基督正閉呢?
[00:12:37.000 --> 00:12:38.000]  什麼叫做基督正閉呢?
[00:12:38.000 --> 00:12:39.000]  什麼叫做基督正閉呢?
[00:12:39.000 --> 00:12:40.000]  什麼叫做基督正閉呢?
[00:12:40.000 --> 00:12:41.000]  什麼叫做基督正閉呢?
[00:12:41.000 --> 00:12:42.000]  什麼叫做基督正閉呢?
[00:12:42.000 --> 00:12:43.000]  什麼叫做基督正閉呢?
[00:12:43.000 --> 00:12:44.000]  什麼叫做基督正閉呢?
[00:12:44.000 --> 00:12:45.000]  什麼叫做基督正閉呢?
[00:12:45.000 --> 00:12:57.000]  什麼叫做基督正閉呢?
[00:12:57.000 --> 00:12:58.000]  什麼叫做基督正閉呢?
[00:12:58.000 --> 00:12:59.000]  什麼叫做基督正閉呢?
[00:12:59.000 --> 00:13:00.000]  什麼叫做基督正閉呢?
[00:13:00.000 --> 00:13:01.000]  什麼叫做基督正閉呢?
[00:13:01.000 --> 00:13:02.000]  什麼叫做基督正閉呢?
[00:13:02.000 --> 00:13:03.000]  什麼叫做基督正閉呢?
[00:13:03.000 --> 00:13:04.000]  什麼叫做基督正閉呢?
[00:13:04.000 --> 00:13:05.000]  什麼叫做基督正閉呢?
[00:13:05.000 --> 00:13:06.000]  什麼叫做基督正閉呢?
[00:13:06.000 --> 00:13:07.000]  什麼叫做基督正閉呢?
[00:13:07.000 --> 00:13:08.000]  什麼叫做基督正閉呢?
[00:13:08.000 --> 00:13:09.000]  什麼叫做基督正閉呢?
[00:13:09.000 --> 00:13:10.000]  什麼叫做基督正閉呢?
[00:13:10.000 --> 00:13:11.000]  什麼叫做基督正閉呢?
[00:13:11.000 --> 00:13:12.000]  什麼叫做基督正閉呢?
[00:13:12.000 --> 00:13:15.000]  什麼叫做基督正閉呢?
[00:13:15.000 --> 00:13:16.000]  什麼叫做基督正閉呢?
[00:13:16.000 --> 00:13:17.000]  什麼叫做基督正閉呢?
[00:13:17.000 --> 00:13:18.000]  什麼叫做基督正閉呢?
[00:13:18.000 --> 00:13:19.000]  什麼叫做基督正閉呢?
[00:13:19.000 --> 00:13:20.000]  什麼叫做基督正閉呢?
[00:13:20.000 --> 00:13:21.000]  什麼叫做基督正閉呢?
[00:13:21.000 --> 00:13:22.000]  什麼叫做基督正閉呢?
[00:13:22.000 --> 00:13:23.000]  什麼叫做基督正閉呢?
[00:13:23.000 --> 00:13:24.000]  什麼叫做基督正閉呢?
[00:13:24.000 --> 00:13:25.000]  什麼叫做基督正閉呢?
[00:13:25.000 --> 00:13:26.000]  什麼叫做基督正閉呢?
[00:13:26.000 --> 00:13:27.000]  什麼叫做基督正閉呢?
[00:13:27.000 --> 00:13:28.000]  什麼叫做基督正閉呢?
[00:13:28.000 --> 00:13:29.000]  什麼叫做基督正閉呢?
[00:13:29.000 --> 00:13:30.000]  什麼叫做基督正閉呢?
[00:13:30.000 --> 00:13:43.000]  什麼叫做基督正閉呢?
[00:13:43.000 --> 00:13:44.000]  什麼叫做基督正閉呢?
[00:13:44.000 --> 00:13:45.000]  什麼叫做基督正閉呢?
[00:13:45.000 --> 00:13:46.000]  什麼叫做基督正閉呢?
[00:13:46.000 --> 00:13:47.000]  什麼叫做基督正閉呢?
