
[00:00:00.000 --> 00:00:03.080]  又很高興要講一部新的書
[00:02:49.960 --> 00:02:53.040]  「你死在哪裡,我都死在哪裡」
[00:02:53.040 --> 00:02:56.240]  「你葬在哪裡,我又葬在哪裡」
[00:02:56.240 --> 00:02:59.480]  這就是我們今天的主角路德
[00:02:59.480 --> 00:03:01.320]  他有這樣的信心
[00:03:01.320 --> 00:03:04.360]  去到以色列地,去到伯利恆
[00:03:04.360 --> 00:03:09.120]  結果是遇上了波阿斯這個富有的人
[00:03:09.120 --> 00:03:11.880]  波阿斯後來娶了路德
[00:03:11.880 --> 00:03:15.160]  救贖了他,也是救贖了他的一家
[00:03:15.160 --> 00:03:18.400]  這就是這個美麗的故事
[00:03:18.400 --> 00:03:21.600]  路德的一共八十五節的經文
[00:03:21.600 --> 00:03:24.440]  就是充滿了這些悲歡離合
[00:03:24.440 --> 00:03:27.760]  一個非常感人的故事
[00:03:27.760 --> 00:03:32.520]  但是也給我們看到一幅舊屬的圖畫
[00:03:32.520 --> 00:03:36.120]  波阿斯娶了路德,救了路德
[00:03:36.120 --> 00:03:40.120]  就好像耶穌基督打救了世人
[00:03:40.120 --> 00:03:42.360]  打救了我們這些信徒
[00:03:42.360 --> 00:03:45.280]  打救了教會一樣
[00:03:45.280 --> 00:03:48.640]  路德記其實是一個真實的故事
[00:03:48.640 --> 00:03:50.040]  我們怎麼知道?
[00:03:50.040 --> 00:03:53.760]  你看看《時思記》的第一章、第二章的背景
[00:03:53.760 --> 00:03:56.640]  你看看薩姆二上下的背景
[00:03:56.640 --> 00:04:01.400]  你就知道和路德記所講的完全吻合
[00:04:01.400 --> 00:04:04.880]  所以路德記是一個真實的故事
[00:04:04.880 --> 00:04:08.600]  在路德記裡面只是提及了兩個地方
[00:04:08.600 --> 00:04:12.680]  一個就是伯利恆,猶大地伯利恆
[00:04:12.680 --> 00:04:15.680]  第二個就是摩訶地
[00:04:15.680 --> 00:04:19.400]  摩訶又是一個怎樣的國家?
[00:04:19.400 --> 00:04:22.280]  我們不妨看看摩訶的起源
[00:04:22.280 --> 00:04:26.840]  摩訶的起源就是阿巴拉罕的侄子羅德
[00:04:26.840 --> 00:04:31.720]  他在酒醉之後和兩個女兒發生了關係
[00:04:31.720 --> 00:04:33.200]  有了戀輪
[00:04:33.200 --> 00:04:35.680]  他的大女兒生了摩訶
[00:04:35.680 --> 00:04:38.680]  就成為了摩訶的始祖
[00:04:38.680 --> 00:04:40.880]  二女兒生了阿門
[00:04:40.880 --> 00:04:43.760]  就成為了阿門人的始祖
[00:04:43.760 --> 00:04:47.920]  這些事是記載在《創世紀》第十九章
[00:04:47.920 --> 00:04:48.880]  其實
[00:04:48.880 --> 00:04:50.640]  阿門人也好
[00:04:50.640 --> 00:04:51.960]  摩訶人也好
[00:04:51.960 --> 00:04:54.880]  應該和以色列人是很親密的
[00:04:54.880 --> 00:04:57.960]  因為他們是親戚關係
[00:04:57.960 --> 00:05:00.960]  羅德是阿巴拉罕的侄子
[00:05:00.960 --> 00:05:04.440]  羅德也是以撒的堂兄弟
[00:05:04.440 --> 00:05:06.920]  你說這個關係是多麼親密
[00:05:06.920 --> 00:05:08.120]  但是很可惜
[00:05:08.120 --> 00:05:09.600]  這三族人
[00:05:09.600 --> 00:05:13.040]  大家都是彼此仇視
[00:05:13.040 --> 00:05:15.040]  原因是甚麼?
[00:05:15.040 --> 00:05:17.320]  有兩個主要的原因
[00:05:17.320 --> 00:05:18.600]  第一個原因
[00:05:18.600 --> 00:05:23.360]  就是摩訶人不斷地敵對以色列人
[00:05:23.360 --> 00:05:25.880]  在《文數記》的第22章
[00:05:25.880 --> 00:05:28.720]  說到摩訶王巴勒
[00:05:28.720 --> 00:05:31.080]  請了先知巴蘭
[00:05:31.080 --> 00:05:33.680]  來詛咒以色列人
[00:05:33.680 --> 00:05:35.080]  不能夠想像
[00:05:35.080 --> 00:05:37.000]  如果你說是親戚
[00:05:37.000 --> 00:05:39.960]  你請一個人回來詛咒你的親戚
[00:05:39.960 --> 00:05:42.160]  這就是他們的問題
[00:05:42.160 --> 00:05:43.080]  另外
[00:05:43.080 --> 00:05:45.520]  在《文數記》的第25章
[00:05:45.520 --> 00:05:50.280]  他們的女子來引誘以色列人來行淫
[00:05:50.280 --> 00:05:53.320]  來教他們拜偶像
[00:05:53.320 --> 00:05:55.120]  去到世詩時代
[00:05:55.120 --> 00:05:58.200]  摩訶人也是壓迫以色列人
[00:05:58.200 --> 00:06:00.760]  長達十八年那麼久
[00:06:00.760 --> 00:06:04.200]  在《史詩記》的第3章告訴我們
[00:06:04.200 --> 00:06:06.560]  去到蘇羅的時候比較好一點
[00:06:06.560 --> 00:06:09.680]  因為蘇羅戰勝了摩訶人
[00:06:09.680 --> 00:06:12.280]  去到大衛就更加不得了
[00:06:12.280 --> 00:06:16.480]  我們知道大衛的皇朝很強盛
[00:06:16.480 --> 00:06:18.600]  在大衛的統治之下
[00:06:18.600 --> 00:06:21.680]  他們能夠征服了摩訶人
[00:06:21.680 --> 00:06:24.640]  摩訶人在大衛之下臣服
[00:06:24.640 --> 00:06:28.360]  在薩姆以下的第8章告訴我們
[00:06:28.360 --> 00:06:32.960]  所以兩個國家是比較和平相處
[00:06:32.960 --> 00:06:34.120]  但是之後
[00:06:34.120 --> 00:06:36.200]  在《獵王紀下》的第3章
[00:06:36.200 --> 00:06:40.800]  摩訶人又再次來攻打以色列人
[00:06:40.800 --> 00:06:42.760]  這就是第一個問題
[00:06:42.760 --> 00:06:45.120]  是摩訶人的敵對
[00:06:45.120 --> 00:06:46.600]  第二個問題
[00:06:46.600 --> 00:06:49.400]  摩訶人是拜偶像
[00:06:49.400 --> 00:06:53.760]  摩訶人的偶像是有姬末和摩洛
[00:06:53.760 --> 00:06:57.000]  尤其是姬末是他們的主神
[00:06:57.000 --> 00:06:59.760]  當然他們也有其他的神
[00:06:59.760 --> 00:07:02.240]  在聖經裡面稱摩洛為
[00:07:02.240 --> 00:07:05.320]  「摩押可憎惡的姬末」
[00:07:05.320 --> 00:07:09.960]  可想而知神是多麼憎恨這個偶像
[00:07:09.960 --> 00:07:13.440]  叫祂為「摩押可憎惡的姬末」
[00:07:13.440 --> 00:07:15.720]  為什麼神這麼憎惡祂?
[00:07:15.720 --> 00:07:18.600]  因為很多時候敬拜祂的時候
[00:07:18.600 --> 00:07:21.120]  都會有人的憲制
[00:07:21.120 --> 00:07:25.320]  就是將人燒了來獻給摩押的神
[00:07:25.320 --> 00:07:28.920]  這是記載在《列王記》下的第三章
[00:07:28.920 --> 00:07:30.960]  而在《算月文掃記》的二十五章
[00:07:30.960 --> 00:07:32.160]  我們知道
[00:07:32.160 --> 00:07:34.840]  當摩訶人拜偶像的時候
[00:07:34.840 --> 00:07:38.800]  他們很多時候都有色情的行為在裡面
[00:07:38.800 --> 00:07:41.280]  所以就是這兩件事
[00:07:41.280 --> 00:07:46.080]  摩訶的偶像和摩訶人對以色列人的敵對
[00:07:46.080 --> 00:07:49.840]  令到摩訶人受到神的詛咒
[00:07:49.840 --> 00:07:51.680]  這些事是記載在
[00:07:51.680 --> 00:07:56.200]  《爾賽亞書》的十五章、十六章、《耶利米書》的四十八章
[00:07:56.200 --> 00:07:58.360]  《爾西結書》的二十五章
[00:07:58.360 --> 00:08:01.280]  以及《亞摩斯書》的二章
[00:08:01.280 --> 00:08:03.880]  就是在這樣的背景
[00:08:03.880 --> 00:08:06.760]  一個摩訶的女子路德
[00:08:06.760 --> 00:08:12.440]  她居然願意和她的婆婆回到以色列地
[00:08:12.440 --> 00:08:17.040]  她回去絕對會被很多人歧視
[00:08:17.040 --> 00:08:20.600]  因為她不單止是一個外邦人
[00:08:20.600 --> 00:08:24.120]  她還是一個摩訶人
[00:08:24.120 --> 00:08:26.320]  時代的背景
[00:08:26.320 --> 00:08:29.600]  路德記發生在士師記的時代
[00:08:29.600 --> 00:08:32.880]  第一章第一節講得很清楚
[00:08:32.880 --> 00:08:39.800]  路德記可以說是將士師時代和君王時代連在一起
[00:08:39.800 --> 00:08:43.040]  士師記講的就是士師時代
[00:08:43.040 --> 00:08:45.760]  薩姆以上就是君王時代
[00:08:45.760 --> 00:08:49.520]  而路德記就是將兩者連在一起
[00:08:49.520 --> 00:08:51.160]  從歷史的背景
[00:08:51.160 --> 00:08:53.560]  在這本書你可以看到
[00:08:53.560 --> 00:08:56.880]  是由九百年前的瓦割
[00:08:56.880 --> 00:08:59.600]  在路德記的四章十一節
[00:08:59.600 --> 00:09:04.920]  一直帶到路德一百年後的大衛王
[00:09:04.920 --> 00:09:09.760]  所以九百年前的瓦割到一百年後的大衛
[00:09:09.760 --> 00:09:13.040]  一共有一千年的歷史
[00:09:13.040 --> 00:09:18.480]  約書瓦記和士師記所斟酌的、所強調的
[00:09:18.480 --> 00:09:21.360]  就是地或者領土的應許
[00:09:21.360 --> 00:09:25.800]  但是路德記是大衛王的應許
[00:09:25.800 --> 00:09:29.720]  著重的是大衛王的血脈
[00:09:29.720 --> 00:09:31.360]  他的血統
[00:09:31.360 --> 00:09:36.240]  將大衛王一直帶到猶太人的先祖
[00:09:36.240 --> 00:09:38.160]  就是猶大之派
[00:09:38.160 --> 00:09:39.680]  猶大這個人
[00:09:39.680 --> 00:09:41.400]  他生了法勒斯
[00:09:41.400 --> 00:09:45.040]  而在路德記的第四章告訴我們
[00:09:45.040 --> 00:09:48.240]  大衛王就是猶大的後人
[00:09:48.240 --> 00:09:49.520]  這個很重要
[00:09:49.520 --> 00:09:52.800]  稍後我們會回來看這一點
[00:09:52.800 --> 00:09:55.800]  神就是用了一個饑荒
[00:09:55.800 --> 00:09:59.120]  來開始了這個美麗的故事
[00:09:59.120 --> 00:10:03.720]  但是在士師記沒有告訴我們有任何的饑荒
[00:10:03.720 --> 00:10:05.720]  所以很難決定
[00:10:05.720 --> 00:10:09.320]  究竟路德記發生在什麼年代
[00:10:09.320 --> 00:10:12.000]  我們不能夠知道
[00:10:12.000 --> 00:10:15.000]  但是大衛統治的期間
[00:10:15.000 --> 00:10:16.920]  是非常清楚
[00:10:16.920 --> 00:10:19.120]  是眾所皆知
[00:10:19.120 --> 00:10:22.800]  就是在公元前的一千零十一年
[00:10:22.800 --> 00:10:26.160]  到公元前的九百七十一年
[00:10:26.160 --> 00:10:28.840]  就是大衛統治的期間
[00:10:28.840 --> 00:10:30.560]  如果是這樣的時候
[00:10:30.560 --> 00:10:32.200]  我們知道路德
[00:10:32.200 --> 00:10:35.520]  是大衛的曾祖母
[00:10:35.520 --> 00:10:39.040]  大概一百年相隔的期間
[00:10:39.040 --> 00:10:40.480]  所以將這個時候
[00:10:40.480 --> 00:10:42.560]  向後推一百年
[00:10:42.560 --> 00:10:46.440]  我們就知道路德記大概是什麼時候發生
[00:10:46.440 --> 00:10:50.880]  應該是在公元前的一千一百二十六年
[00:10:50.880 --> 00:10:54.640]  至一千一百零五年的時候
[00:10:54.640 --> 00:10:57.600]  這個正是士師的時候
[00:10:57.600 --> 00:11:02.120]  正是我們說其中一個士師叫做艾爾
[00:11:02.120 --> 00:11:04.280]  記不記得這位士師很有趣
[00:11:04.280 --> 00:11:05.680]  有三十個兒子
[00:11:05.680 --> 00:11:08.040]  有三十匹女兒
[00:11:08.040 --> 00:11:09.840]  有三十座城
[00:11:09.840 --> 00:11:12.240]  這個就是那個士師
[00:11:12.240 --> 00:11:16.280]  路德記就是那個時期所發生
[00:11:16.280 --> 00:11:18.400]  路德記這個故事
[00:11:18.400 --> 00:11:21.520]  一共經歷了有多長的時間
[00:11:21.520 --> 00:11:23.560]  我們不妨來看一看
[00:11:23.560 --> 00:11:25.440]  在路德記的第一章
[00:11:25.440 --> 00:11:27.000]  告訴我們
[00:11:27.000 --> 00:11:28.400]  路德這家人
[00:11:28.400 --> 00:11:31.680]  應該說是以利米勒這家人
[00:11:31.680 --> 00:11:35.360]  在摩訶地多少年?十年
[00:11:35.360 --> 00:11:36.680]  第二章
[00:11:36.680 --> 00:11:39.000]  主要的經文告訴我們
[00:11:39.000 --> 00:11:40.920]  發生是在
[00:11:40.920 --> 00:11:43.720]  波亞斯的田裡面
[00:11:43.720 --> 00:11:45.680]  是在收割的時候
[00:11:45.680 --> 00:11:48.640]  所以應該是收割那三個月
[00:11:48.640 --> 00:11:50.960]  是由四月至六月
[00:11:50.960 --> 00:11:53.320]  所以是三個月的時間
[00:11:53.320 --> 00:11:56.200]  第三章更加短
[00:11:56.200 --> 00:11:59.640]  是一個晚上的事情
[00:11:59.640 --> 00:12:04.560]  就是在和田打鞠場所發生的事
[00:12:04.560 --> 00:12:09.080]  是波亞斯和路德過了一夜
[00:12:09.080 --> 00:12:11.360]  在打鞠場
[00:12:11.360 --> 00:12:13.640]  第四章所說的事
[00:12:13.640 --> 00:12:17.080]  就是路德嫁給了波亞斯
[00:12:17.080 --> 00:12:19.000]  生了俄比德
[00:12:19.000 --> 00:12:21.360]  生一個弟弟要多久?
[00:12:21.360 --> 00:12:23.360]  九個月、十個月
[00:12:23.360 --> 00:12:26.080]  所以差不多是一年的時間
[00:12:26.080 --> 00:12:28.840]  你將這一切加起來
[00:12:28.840 --> 00:12:31.480]  路德記的經歷大概是多少年?
[00:12:31.480 --> 00:12:35.800]  是十一至十二年左右
[00:12:35.800 --> 00:12:38.120]  我們剛才說
[00:12:38.120 --> 00:12:42.200]  士思記和路德記是一步疏離
[00:12:42.200 --> 00:12:47.400]  所以我們不妨將路德記和士思記比較一下
[00:12:47.400 --> 00:12:50.720]  士思記最後是說到誰的支派?
[00:12:50.720 --> 00:12:52.560]  你們記不記得?
[00:12:52.560 --> 00:12:54.800]  是說到變亞敏支派
[00:12:54.800 --> 00:12:58.240]  在士思記的十九章至二十一章
[00:12:58.240 --> 00:12:59.760]  而路德記呢
[00:12:59.760 --> 00:13:03.200]  在以色列的伯利恆
[00:13:03.200 --> 00:13:07.400]  伯利恆和變亞敏支派是很接近的
[00:13:07.400 --> 00:13:09.840]  只是距離兩里的路
[00:13:09.840 --> 00:13:12.440]  變亞敏支派是充滿了罪惡
[00:13:12.440 --> 00:13:14.640]  充滿了邪惡的地方
[00:13:14.640 --> 00:13:18.880]  但是伯利恆相對來說是比較平安
[00:13:18.880 --> 00:13:21.960]  比較寧靜的一個地方
[00:13:21.960 --> 00:13:24.800]  士思記是有十二個士師
[00:13:24.800 --> 00:13:27.640]  所以是很多的人物
[00:13:27.640 --> 00:13:29.040]  但是路德記
[00:13:29.040 --> 00:13:32.880]  只是說到一個家庭的故事
[00:13:32.880 --> 00:13:33.640]  還有
[00:13:33.640 --> 00:13:37.920]  士思記一共的經歷大概是三百多年
[00:13:37.920 --> 00:13:39.400]  我們剛才計算
[00:13:39.400 --> 00:13:41.440]  路德記是多久?
[00:13:41.440 --> 00:13:42.880]  十一至十二年
[00:13:42.880 --> 00:13:45.440]  這個亦是很不同的
[00:13:45.440 --> 00:13:48.280]  士思記的主題是什麼?
[00:13:48.280 --> 00:13:49.800]  士思記的主題就是
[00:13:49.800 --> 00:13:52.440]  「以色列中沒有王」
[00:13:52.440 --> 00:13:55.640]  這是其中一個很重要的訊息
[00:13:55.640 --> 00:13:59.000]  重複出現這一節的經文
[00:13:59.000 --> 00:14:01.280]  但是去到路德記呢
[00:14:01.280 --> 00:14:03.000]  路德的馴服
[00:14:03.000 --> 00:14:04.720]  帶出了一位王
[00:14:04.720 --> 00:14:07.120]  這位王就是大衛王
[00:14:07.120 --> 00:14:09.400]  是路德記的第四章
[00:14:09.400 --> 00:14:12.240]  給我們看到大衛的家譜
[00:14:12.240 --> 00:14:14.960]  所以由士思記沒有王
[00:14:14.960 --> 00:14:16.360]  去到路德記
[00:14:16.360 --> 00:14:18.320]  我們看到神為以色列人
[00:14:18.320 --> 00:14:20.080]  預備了一位王
[00:14:20.080 --> 00:14:22.120]  是合他心意的王
[00:14:22.120 --> 00:14:25.320]  也帶出了萬王之王
[00:14:25.320 --> 00:14:26.560]  就是耶穌基督
[00:14:26.560 --> 00:14:27.720]  因為我們知道
[00:14:27.720 --> 00:14:30.880]  耶穌基督是大衛的後人
[00:14:30.880 --> 00:14:32.840]  還有一樣東西很有趣
[00:14:32.840 --> 00:14:36.120]  士思記裏面是有很多的循環
[00:14:36.120 --> 00:14:38.880]  一共是七個循環
[00:14:38.880 --> 00:14:40.560]  這個循環是什麼?
[00:14:40.560 --> 00:14:42.040]  人犯罪
[00:14:42.040 --> 00:14:45.320]  神就派他們的敵人去攻打他們
[00:14:45.320 --> 00:14:46.680]  壓迫他們
[00:14:46.680 --> 00:14:48.360]  然後他們知錯
[00:14:48.360 --> 00:14:50.840]  就向神呼求
[00:14:50.840 --> 00:14:52.520]  神就打救他們
[00:14:52.520 --> 00:14:54.200]  這是一個循環
[00:14:54.200 --> 00:14:55.960]  但是在士思記裏面
[00:14:55.960 --> 00:14:59.120]  這個循環一共出現七次
[00:14:59.120 --> 00:15:00.760]  在路德記呢
[00:15:00.760 --> 00:15:02.080]  不是一個循環
[00:15:02.080 --> 00:15:04.760]  路德記是一條直線
[00:15:04.760 --> 00:15:06.680]  當一個人服從神的時候
[00:15:06.680 --> 00:15:08.400]  我們不在循環裏面
[00:15:08.400 --> 00:15:10.040]  我們是走出一條直線
[00:15:10.040 --> 00:15:11.600]  好像路德一樣
[00:15:11.600 --> 00:15:12.520]  由第一章
[00:15:12.520 --> 00:15:13.840]  他在摩亞地
[00:15:13.840 --> 00:15:16.320]  一直到第四章
[00:15:16.320 --> 00:15:18.680]  他被波亞斯救贖
[00:15:18.680 --> 00:15:21.080]  成為波亞斯的媳婦
[00:15:21.080 --> 00:15:22.560]  帶出大衛王
[00:15:22.560 --> 00:15:24.600]  這個就是一條直線
[00:15:24.600 --> 00:15:26.200]  由於他的服從
[00:15:26.200 --> 00:15:28.880]  不單止他是救贖了他自己
[00:15:28.880 --> 00:15:31.240]  他也是帶出了我們的救主
[00:15:31.240 --> 00:15:32.400]  耶穌基督
[00:15:32.400 --> 00:15:35.960]  以致使世上萬人能夠得救
[00:15:35.960 --> 00:15:39.920]  這是一個非常美麗的故事
[00:15:39.920 --> 00:15:41.960]  在舊約
[00:15:41.960 --> 00:15:44.760]  你能夠見到有兩部書
[00:15:44.760 --> 00:15:46.640]  是用女人的名字
[00:15:46.640 --> 00:15:48.680]  來成為書名
[00:15:48.680 --> 00:15:50.560]  第一部就是我們今天要讀的
[00:15:50.560 --> 00:15:52.160]  這部路德記
[00:15:52.160 --> 00:15:53.680]  Ruth
[00:15:53.680 --> 00:15:54.920]  第二部呢
[00:15:54.920 --> 00:15:56.120]  是Ester
[00:15:56.120 --> 00:15:57.960]  是以詩帖記
[00:15:57.960 --> 00:16:00.400]  兩部書都是用女子的名字
[00:16:00.400 --> 00:16:02.280]  來做書名
[00:16:02.280 --> 00:16:05.080]  所以我們又不妨比較這兩部書
[00:16:05.080 --> 00:16:07.520]  就是真的很有意思
[00:16:07.520 --> 00:16:10.200]  第一部我們講路德記
[00:16:10.200 --> 00:16:15.400]  是一個外邦女子嫁給一個猶太人的故事
[00:16:15.400 --> 00:16:17.040]  在書以詩帖
[00:16:17.040 --> 00:16:19.040]  剛剛反過來
[00:16:19.040 --> 00:16:22.800]  是一個猶太女子嫁給一個外邦人
[00:16:22.800 --> 00:16:24.680]  外邦人的王
[00:16:24.680 --> 00:16:27.960]  完全是剛剛反過來
[00:16:27.960 --> 00:16:31.200]  但是兩個故事都是有關救贖
[00:16:31.200 --> 00:16:34.280]  路德記裡面路德自己被救贖
[00:16:34.280 --> 00:16:36.720]  這個女主角是被救贖
[00:16:36.720 --> 00:16:38.880]  但是在書以詩帖記
[00:16:38.880 --> 00:16:43.480]  這位以詩帖去救贖以色列人
[00:16:43.480 --> 00:16:46.560]  兩部書都帶出救贖的故事
[00:16:46.560 --> 00:16:50.480]  只是救贖的主角是有一點點不同
[00:16:50.480 --> 00:16:53.560]  但是你不要以為路德是被救贖
[00:16:53.560 --> 00:16:58.480]  最後我們說他也帶出大衛王救贖以色列人
[00:16:58.480 --> 00:17:01.000]  也帶出了耶穌基督
[00:17:01.000 --> 00:17:02.800]  救贖我們世人
[00:17:02.800 --> 00:17:07.000]  所以兩個都是一個救贖的故事
[00:17:07.000 --> 00:17:09.400]  還有第二點很有趣
[00:17:09.400 --> 00:17:13.120]  路德記的開始是一個饑荒
[00:17:13.120 --> 00:17:15.720]  但是以詩帖記
[00:17:15.720 --> 00:17:18.440]  開始的時候是一個賢直
[00:17:18.440 --> 00:17:21.320]  豐滿的賢直
[00:17:21.320 --> 00:17:23.040]  路德記的結束
[00:17:23.040 --> 00:17:25.120]  是一個嬰兒出生
[00:17:25.120 --> 00:17:26.800]  這個嬰兒是誰?
[00:17:26.800 --> 00:17:28.280]  是俄比德
[00:17:28.280 --> 00:17:31.120]  俄比德就是大衛的祖父
[00:17:31.120 --> 00:17:32.760]  但是以詩帖記
[00:17:32.760 --> 00:17:36.160]  結尾的時候不是一個嬰兒的誕生
[00:17:36.160 --> 00:17:41.120]  而是有七萬五千個猶太人的敵人被殺
[00:17:41.120 --> 00:17:43.760]  這個就是相反的地方
[00:17:43.760 --> 00:17:47.000]  在路德記二十五次提到神
[00:17:47.000 --> 00:17:49.200]  以詩帖記有多少次?
[00:17:49.200 --> 00:17:50.680]  一次都沒有
[00:17:50.680 --> 00:17:53.240]  但是兩部書我們都能夠看到
[00:17:53.240 --> 00:17:56.400]  神的旨意被實現了
[00:17:56.400 --> 00:18:01.080]  在兩部書我們都看到神是帶領兩位的女主角
[00:18:01.080 --> 00:18:02.760]  在兩個故事當中
[00:18:02.760 --> 00:18:05.560]  我們看到神的手在其中
[00:18:05.560 --> 00:18:09.360]  完全是照著神的旨意來進行
[00:18:09.360 --> 00:18:12.200]  雖然路德和以詩帖
[00:18:12.200 --> 00:18:14.360]  兩個人的背景不同
[00:18:14.360 --> 00:18:16.120]  經歷都不同
[00:18:16.120 --> 00:18:18.080]  但是我們看到
[00:18:18.080 --> 00:18:22.000]  兩個女子都是願意來服從神
[00:18:22.000 --> 00:18:25.000]  他們兩個人甚至願意犧牲
[00:18:25.000 --> 00:18:26.520]  他們不怕死
[00:18:26.520 --> 00:18:28.120]  為什麼我這樣說?
[00:18:28.120 --> 00:18:31.040]  記不記得我們剛才說路德記的第一章
[00:18:31.040 --> 00:18:33.240]  第十六至十七節
[00:18:33.240 --> 00:18:36.600]  路德怎樣和拿額米講話
[00:18:36.600 --> 00:18:38.920]  他說「你去哪裡我就去哪裡」
[00:18:38.920 --> 00:18:41.440]  「你死在哪裡我就死在哪裡」
[00:18:41.440 --> 00:18:43.360]  「你葬在哪裡我就葬在哪裡」
[00:18:43.360 --> 00:18:44.760]  他不怕死
[00:18:44.760 --> 00:18:46.320]  身為一個魔壓人
[00:18:46.320 --> 00:18:49.160]  跟著一個猶太人回去猶大地
[00:18:49.160 --> 00:18:50.440]  他都夠膽
[00:18:50.440 --> 00:18:51.960]  他不怕死
[00:18:51.960 --> 00:18:53.880]  另外以詩帖呢
[00:18:53.880 --> 00:18:56.760]  在以詩帖記的四章十六節
[00:18:56.760 --> 00:19:00.560]  以詩帖是和末底改說一樣的話
[00:19:00.560 --> 00:19:03.320]  他是願意犧牲
[00:19:03.320 --> 00:19:07.760]  他們兩個都是願意做蒙神喜悅的事
[00:19:07.760 --> 00:19:13.000]  路德和以詩帖都好像和現代的基督徒說
[00:19:13.000 --> 00:19:16.560]  我們要不惜一切來服從神
[00:19:16.560 --> 00:19:20.200]  來遵行神的旨意
[00:19:20.200 --> 00:19:22.920]  令人難以置信的
[00:19:22.920 --> 00:19:26.680]  就像路德記一個如此美麗的故事
[00:19:26.680 --> 00:19:28.280]  居然會發生在
[00:19:28.280 --> 00:19:31.160]  以詩帖記一個如此混亂的世代
[00:19:31.160 --> 00:19:33.840]  一個如此充滿邪惡的世代
[00:19:33.840 --> 00:19:35.840]  以詩帖記也是一樣
[00:19:35.840 --> 00:19:39.720]  我們看到以詩帖記是何時發生的
[00:19:39.720 --> 00:19:44.520]  是以色列人亡國避老的時候
