
[00:00:00.000 --> 00:00:10.000]  一連幾個星期講傳道書 大家聽到這裏的時候 應該對所羅門的事蹟都有些印象
[00:10:08.000 --> 00:10:10.000]  不知道大家有沒有在大公司裡面
[00:10:10.000 --> 00:10:12.000]  做過工作
[00:10:12.000 --> 00:10:14.000]  我相信大家只要在一些有規模
[00:10:14.000 --> 00:10:16.000]  有制度的公司做過工作的時候
[00:10:16.000 --> 00:10:18.000]  都會有這樣的經驗
[00:10:18.000 --> 00:10:21.000]  就是一段時間 通常一年半年之後
[00:10:21.000 --> 00:10:23.000]  你的上司會怎樣
[00:10:23.000 --> 00:10:24.000]  會找你進來聊聊天
[00:10:24.000 --> 00:10:27.000]  我們叫做什麼 我們叫做召廢
[00:10:27.000 --> 00:10:30.000]  召一廢 看看你的工作表現如何
[00:10:30.000 --> 00:10:33.000]  是不是 我都會經驗這些東西的
[00:10:33.000 --> 00:10:36.000]  不過 我從來沒有聽過神
[00:10:36.000 --> 00:10:40.000]  久不久會抓一個人上天堂召廢
[00:10:40.000 --> 00:10:42.000]  就是告訴我們什麼
[00:10:42.000 --> 00:10:43.000]  就是告訴我們
[00:10:43.000 --> 00:10:47.000]  當所羅門王說神必審問我們的時候
[00:10:47.000 --> 00:10:51.000]  這個審問並不是發生在我們在生的日子
[00:10:51.000 --> 00:10:53.000]  是發生在我們死亡之後
[00:10:53.000 --> 00:10:55.000]  就是說 我們的靈魂
[00:10:55.000 --> 00:10:57.000]  當回到天父上帝的時候
[00:10:57.000 --> 00:11:01.000]  我們仍然是我們也許沒有了身體
[00:11:01.000 --> 00:11:04.000]  但是我們仍然是有那個個體性
[00:11:04.000 --> 00:11:06.000]  個別性和意識的
[00:11:06.000 --> 00:11:10.000]  這個就是所羅門王所講的人生的新相
[00:11:10.000 --> 00:11:13.000]  生老病死 人會衰老 人也會死亡
[00:11:13.000 --> 00:11:16.000]  我們不能夠
[00:11:16.000 --> 00:11:18.000]  靠著我們的智慧或者能力
[00:11:18.000 --> 00:11:22.000]  來逆轉這些不能避免的事實真相
[00:11:22.000 --> 00:11:25.000]  為什麼 因為我們都是被造之物
[00:11:25.000 --> 00:11:28.000]  我們都是活在神的主權底下
[00:11:28.000 --> 00:11:31.000]  我們的身體會老去
[00:11:31.000 --> 00:11:32.000]  我們的生命短暫
[00:11:32.000 --> 00:11:36.000]  但是我們的靈魂會回歸次靈的神
[00:11:36.000 --> 00:11:41.000]  這個就是生命的事實
[00:11:41.000 --> 00:11:46.000]  在所羅門王指出人生的事實之後
[00:11:46.000 --> 00:11:49.000]  所羅門做了一個對生命的總結
[00:11:49.000 --> 00:11:51.000]  這個總結就是凡事都虛空
[00:11:51.000 --> 00:11:53.000]  一看到這個笑話的時候
[00:11:53.000 --> 00:11:56.000]  好像很灰 很悲觀
[00:11:56.000 --> 00:12:00.000]  是不是真的悲觀到一個這樣的地步呢
[00:12:00.000 --> 00:12:02.000]  會不會所羅門這樣一個結論的時候
[00:12:02.000 --> 00:12:04.000]  其實是影響了一些人
[00:12:04.000 --> 00:12:07.000]  想去積極地正面地面對生命的時候
[00:12:07.000 --> 00:12:09.000]  都不會呢
[00:12:09.000 --> 00:12:12.000]  這個是不是所羅門王的意思呢
[00:12:12.000 --> 00:12:13.000]  正如我所講
[00:12:13.000 --> 00:12:14.000]  我們看一節的經文的時候
[00:12:14.000 --> 00:12:17.000]  不可以抽靜的那一節經文來看
[00:12:17.000 --> 00:12:19.000]  我們要在整個上下文
[00:12:19.000 --> 00:12:21.000]  來理解每一節的經文 是不是
[00:12:21.000 --> 00:12:25.000]  如果我們將這個傳道書的十一章九節
[00:12:25.000 --> 00:12:29.000]  連同這個十二章八節一起來看的時候
[00:12:29.000 --> 00:12:32.000]  就有不同的理解
[00:12:32.000 --> 00:12:35.000]  十一章的九節講到說
[00:12:35.000 --> 00:12:38.000]  你們要在幼年的時候快樂
[00:12:38.000 --> 00:12:42.000]  你的心所想 你眼所愛的
[00:12:42.000 --> 00:12:45.000]  你都可以去享受
[00:12:45.000 --> 00:12:48.000]  哇 你看完這個的時候
[00:12:48.000 --> 00:12:52.000]  你會覺得這個結論絕對不是悲觀
[00:12:52.000 --> 00:12:54.000]  也都不是禁慾主義
[00:12:54.000 --> 00:12:56.000]  反而可能是甚麼 縱慾主義
[00:12:56.000 --> 00:12:59.000]  叫人不停地追求這些事情 是不是
[00:12:59.000 --> 00:13:00.000]  是還是不是呢
[00:13:00.000 --> 00:13:02.000]  我相信當然不是
[00:13:02.000 --> 00:13:04.000]  當然不是
[00:13:04.000 --> 00:13:07.000]  因為在最後那裡
[00:13:07.000 --> 00:13:10.000]  所羅門就說 卻要知道
[00:13:10.000 --> 00:13:12.000]  我們可以做任何的事情
[00:13:12.000 --> 00:13:14.000]  但是為了這一切的事
[00:13:14.000 --> 00:13:17.000]  神必審問你
[00:13:17.000 --> 00:13:19.000]  所以將兩節經文一起來看的時候
[00:13:19.000 --> 00:13:21.000]  我們不難發覺 做一個總結
[00:13:21.000 --> 00:13:23.000]  就是說 所羅門說
[00:13:23.000 --> 00:13:27.000]  沒錯 我們可以在神所定的範圍裡
[00:13:27.000 --> 00:13:31.000]  享受神所賜予的封聖
[00:13:31.000 --> 00:13:34.000]  因為神必審問我們每一個的行為
[00:13:34.000 --> 00:13:37.000]  在這裡我們不禁要問
[00:13:37.000 --> 00:13:39.000]  所羅門有這樣的發言
[00:13:39.000 --> 00:13:41.000]  對人生有這樣的發言
[00:13:41.000 --> 00:13:44.000]  我們可以享受神所賜予我們一切的封聖
[00:13:44.000 --> 00:13:46.000]  只要在神所定的範圍裡的時候
[00:13:46.000 --> 00:13:47.000]  我們要問的問題就是
[00:13:47.000 --> 00:13:50.000]  究竟所羅門有沒有做到祂所提出
[00:13:50.000 --> 00:13:55.000]  在神的心意 神所定的範圍裡
[00:13:55.000 --> 00:13:58.000]  享受神的一切
[00:13:58.000 --> 00:13:59.000]  有沒有
[00:13:59.000 --> 00:14:00.000]  很明顯沒有了 是不是
[00:14:00.000 --> 00:14:02.000]  因為聖經說得很清楚
[00:14:02.000 --> 00:14:04.000]  一千個老婆
[00:14:04.000 --> 00:14:06.000]  由一千個老婆來引誘
[00:14:06.000 --> 00:14:10.000]  最後離開真道
[00:14:10.000 --> 00:14:13.000]  轉向敬拜假神
[00:14:13.000 --> 00:14:14.000]  我想問大家
[00:14:14.000 --> 00:14:17.000]  既然所羅門都做不到祂所說的事
[00:14:17.000 --> 00:14:21.000]  祂自己也跌腳失腳得這麼厲害
[00:14:21.000 --> 00:14:24.000]  祂所說的話我們還應不應該聽
[00:14:24.000 --> 00:14:27.000]  我們還需不需要聽
[00:14:27.000 --> 00:14:30.000]  需不需要
[00:14:30.000 --> 00:14:37.000]  不知道大家有沒有看過一些廣告
[00:14:37.000 --> 00:14:38.000]  吸煙廣告
[00:14:38.000 --> 00:14:40.000]  有一些吸煙廣告
[00:14:40.000 --> 00:14:47.000]  很多時候都會用一些曾經吸煙
[00:14:47.000 --> 00:14:50.000]  最後失去健康的人來做廣告
[00:14:50.000 --> 00:14:52.000]  可以跳到下一章
[00:14:52.000 --> 00:14:53.000]  那些廣告
[00:14:53.000 --> 00:14:55.000]  大家不知道有沒有看過
[00:14:55.000 --> 00:14:57.000]  有時候看起來很恐怖
[00:14:57.000 --> 00:14:59.000]  就是講一些吸煙
[00:14:59.000 --> 00:15:00.000]  令到他們失去健康
[00:15:00.000 --> 00:15:02.000]  甚至面對死亡
[00:15:02.000 --> 00:15:05.000]  用這些廣告來告訴別人
[00:15:05.000 --> 00:15:08.000]  告誡別人不要吸煙
[00:15:08.000 --> 00:15:13.000]  雖然我們叫做恐嚇性的手法
[00:15:13.000 --> 00:15:16.000]  有些人質疑說這些手法很爭議性
[00:15:16.000 --> 00:15:19.000]  是否有效都成為疑問
[00:15:19.000 --> 00:15:21.000]  但我相信有一個很肯定的
[00:15:21.000 --> 00:15:25.000]  人總是愛聽別人的真實故事
[00:15:25.000 --> 00:15:28.000]  也是因為這個原因
[00:15:28.000 --> 00:15:30.000]  所以當我們說傳福音的時候
[00:15:30.000 --> 00:15:34.000]  其中一個最有效的方式就是
[00:15:34.000 --> 00:15:35.000]  講自己的故事
[00:15:35.000 --> 00:15:37.000]  因為我們講自己的故事的時候
[00:15:37.000 --> 00:15:40.000]  這是一個很有感染力的方式
[00:15:40.000 --> 00:15:43.000]  我們可以說整個傳道書所羅門
[00:15:43.000 --> 00:15:46.000]  就是在講自己的故事
[00:15:46.000 --> 00:15:50.000]  來到他所謂沒有起落的日子
[00:15:50.000 --> 00:15:51.000]  來到晚年的時候
[00:15:51.000 --> 00:15:53.000]  當他回頭看的時候
[00:15:53.000 --> 00:15:56.000]  他就這樣來總結
[00:15:56.000 --> 00:15:57.000]  凡事都虛空
[00:15:57.000 --> 00:15:58.000]  在整個人生裡面
[00:15:58.000 --> 00:16:00.000]  他試過很多東西
[00:16:00.000 --> 00:16:02.000]  他試過很多東西
[00:16:02.000 --> 00:16:08.000]  他曾經追求感官上的歡樂
[00:16:08.000 --> 00:16:12.000]  夜夜生江 街牛尾酒
[00:16:12.000 --> 00:16:14.000]  還有一千個老婆
[00:16:14.000 --> 00:16:18.000]  活在豪華的宮廷裡面
[00:16:18.000 --> 00:16:20.000]  有無數的僕婢
[00:16:20.000 --> 00:16:22.000]  他的建築是相當宏偉
[00:16:22.000 --> 00:16:25.000]  所選用的材料是相當高尚的
[00:16:25.000 --> 00:16:28.000]  他們都是追求不同方面的知識
[00:16:28.000 --> 00:16:33.000]  寫過過千的箴言和詩篇
[00:16:33.000 --> 00:16:34.000]  他那個智慧
[00:16:34.000 --> 00:16:36.000]  甚至吸引到其他國家的皇帝皇后
[00:16:36.000 --> 00:16:39.000]  來聽他智慧的說話
[00:16:39.000 --> 00:16:41.000]  他擁有的財富多到不得了
[00:16:41.000 --> 00:16:46.000]  牛 羊 馬匹 馬車 寶石 金器
[00:16:46.000 --> 00:16:47.000]  你想到的他都擁有
[00:16:47.000 --> 00:16:49.000]  可以說
[00:16:49.000 --> 00:16:52.000]  一個人能夠擁有的
[00:16:52.000 --> 00:16:54.000]  他都擁有過
[00:16:54.000 --> 00:16:56.000]  一個人能夠享受的
[00:16:56.000 --> 00:16:58.000]  他都享受過
[00:16:58.000 --> 00:17:00.000]  很難想像
[00:17:00.000 --> 00:17:02.000]  一個這樣的人
[00:17:02.000 --> 00:17:04.000]  到他晚年的時候
[00:17:04.000 --> 00:17:06.000]  回望一生
[00:17:06.000 --> 00:17:10.000]  他的結論就是凡事都虛空
[00:17:10.000 --> 00:17:11.000]  我們要問一下
[00:17:11.000 --> 00:17:14.000]  是不是真的虛空的
[00:17:14.000 --> 00:17:16.000]  是不是每一樣他所擁有過
[00:17:16.000 --> 00:17:17.000]  他所經驗過
[00:17:17.000 --> 00:17:18.000]  他所享受過
[00:17:18.000 --> 00:17:20.000]  都是沒有意義的呢
[00:17:20.000 --> 00:17:21.000]  如果這樣的時候
[00:17:21.000 --> 00:17:24.000]  做人又很沒有意義
[00:17:24.000 --> 00:17:28.000]  這是不是所羅門的意思呢
[00:17:28.000 --> 00:17:31.000]  我們去看另外一節的經文
[00:17:31.000 --> 00:17:34.000]  在五章的十八到第十九節
[00:17:34.000 --> 00:17:36.000]  所羅門在這裡這樣說
[00:17:36.000 --> 00:17:38.000]  我所見的
[00:17:38.000 --> 00:17:40.000]  我所見為善為美的
[00:17:40.000 --> 00:17:43.000]  就是人在神所賜他一生的日子裡面
[00:17:43.000 --> 00:17:44.000]  吃 喝
[00:17:44.000 --> 00:17:47.000]  享受日光之下勞碌得來的好處
[00:17:47.000 --> 00:17:48.000]  因為
[00:17:48.000 --> 00:17:50.000]  這是他的份
[00:17:50.000 --> 00:17:52.000]  神所賜人資財豐富
[00:17:52.000 --> 00:17:54.000]  使他能以食用
[00:17:54.000 --> 00:17:56.000]  能取自己的份
[00:17:56.000 --> 00:17:58.000]  在他勞碌中喜樂
[00:17:58.000 --> 00:18:01.000]  這是神的恩賜
[00:18:01.000 --> 00:18:03.000]  就是說
[00:18:03.000 --> 00:18:08.000]  我們自己很努力的工作
[00:18:08.000 --> 00:18:10.000]  得來的成果
[00:18:10.000 --> 00:18:14.000]  享受神恩賜裡面
[00:18:14.000 --> 00:18:15.000]  屬於我們的份
[00:18:15.000 --> 00:18:17.000]  因為我們是勞碌得來的嘛
[00:18:17.000 --> 00:18:18.000]  所以並不是說
[00:18:18.000 --> 00:18:21.000]  神不喜悅人吃喝玩樂
[00:18:21.000 --> 00:18:22.000]  這是錯的
[00:18:22.000 --> 00:18:26.000]  神不喜悅人吃喝玩樂
[00:18:26.000 --> 00:18:27.000]  相反
[00:18:27.000 --> 00:18:30.000]  所羅門王在這裡很清楚地告訴我們
[00:18:30.000 --> 00:18:32.000]  我們享受神的豐盛
[00:18:32.000 --> 00:18:34.000]  是神的恩典
[00:18:34.000 --> 00:18:35.000]  神的恩賜
[00:18:35.000 --> 00:18:36.000]  分別就是
[00:18:36.000 --> 00:18:38.000]  當我們享受神
[00:18:38.000 --> 00:18:41.000]  在這個世界賜予我們的福份的時候
[00:18:41.000 --> 00:18:44.000]  不可忘記神的恩典
[00:18:44.000 --> 00:18:47.000]  不可以因為世界的財物
[00:18:47.000 --> 00:18:50.000]  而忘記神的恩典
[00:18:50.000 --> 00:18:53.000]  這就是所羅門王提醒我們的
[00:18:53.000 --> 00:18:54.000]  所以他說
[00:18:54.000 --> 00:18:56.000]  我們要在我們幼年的時候
[00:18:56.000 --> 00:18:59.000]  就要紀念做我們的主
[00:18:59.000 --> 00:19:01.000]  不可以因為
[00:19:01.000 --> 00:19:04.000]  神所賜我們的東西
[00:19:04.000 --> 00:19:07.000]  取代了賜東西的神
[00:19:07.000 --> 00:19:09.000]  這就是所羅門王的宗谷
[00:19:09.000 --> 00:19:10.000]  好了
[00:19:10.000 --> 00:19:12.000]  所羅門王跟我們說過
[00:19:12.000 --> 00:19:15.000]  要紀念做你的主
[00:19:15.000 --> 00:19:17.000]  這就是他的宗谷
[00:19:17.000 --> 00:19:19.000]  那什麼叫做紀念做我們的主
[00:19:19.000 --> 00:19:21.000]  這句話是什麼意思呢
[00:19:21.000 --> 00:19:26.000]  我相信不單是不要忘記神
[00:19:26.000 --> 00:19:29.000]  不是單是不要忘記這麼簡單
[00:19:29.000 --> 00:19:31.000]  這裡所強調的就是
[00:19:31.000 --> 00:19:34.000]  這個神是我們的創造主
[00:19:34.000 --> 00:19:36.000]  就是說我們不是我們自己的老闆
[00:19:36.000 --> 00:19:38.000]  去決定我們在這個地上
[00:19:38.000 --> 00:19:40.000]  想做什麼就做什麼
[00:19:40.000 --> 00:19:42.000]  作為一個被造之物
[00:19:42.000 --> 00:19:43.000]  我們需要明白
[00:19:43.000 --> 00:19:45.000]  我們自己的泉流
[00:19:45.000 --> 00:19:47.000]  其實都是在乎這個上帝
[00:19:47.000 --> 00:19:49.000]  我們存在的意義方向
[00:19:49.000 --> 00:19:51.000]  我們要知道的事情
[00:19:51.000 --> 00:19:54.000]  都是在乎這個天父上帝
[00:19:54.000 --> 00:19:55.000]  那就是說什麼
[00:19:55.000 --> 00:19:58.000]  就是說如果人生是有說明書的話
[00:19:58.000 --> 00:20:00.000]  這個說明書只有天父上帝
[00:20:00.000 --> 00:20:03.000]  才能夠寫得到這份說明書
[00:20:03.000 --> 00:20:04.000]  為什麼
[00:20:04.000 --> 00:20:07.000]  因為他就是創造者
[00:20:07.000 --> 00:20:11.000]  而在經文的末後之處
[00:20:11.000 --> 00:20:12.000]  所羅門有這樣的補充
[00:20:12.000 --> 00:20:14.000]  在第十三節
[00:20:14.000 --> 00:20:17.000]  這個補充或者是更加準確
[00:20:17.000 --> 00:20:20.000]  這個總結簡單來講就是
[00:20:20.000 --> 00:20:23.000]  敬威神謹守他的誡命
[00:20:23.000 --> 00:20:27.000]  這是人所當盡的本分
[00:20:27.000 --> 00:20:29.000]  一個很簡單的說話
[00:20:29.000 --> 00:20:31.000]  雖然我剛才講
[00:20:31.000 --> 00:20:32.000]  雖然聖經沒有講到
[00:20:32.000 --> 00:20:34.000]  究竟所羅門有沒有真正的悔改
[00:20:34.000 --> 00:20:36.000]  為了他所犯過的錯誤
[00:20:36.000 --> 00:20:38.000]  來求神寬恕
[00:20:38.000 --> 00:20:39.000]  不過很明顯
[00:20:39.000 --> 00:20:41.000]  單是看這幾個經文的時候
[00:20:41.000 --> 00:20:45.000]  他很明顯從錯誤裡面學到功課
[00:20:45.000 --> 00:20:49.000]  以至他能夠講出這句話
[00:20:49.000 --> 00:20:52.000]  敬威神謹守他的誡命
[00:20:52.000 --> 00:20:55.000]  因為這是每一個人當盡的本分
[00:20:55.000 --> 00:20:56.000]  沒錯
[00:20:56.000 --> 00:20:58.000]  他沒有完全的敬威神
[00:20:58.000 --> 00:21:00.000]  他沒有完全的遵行神的命令
[00:21:00.000 --> 00:21:03.000]  不過他三番四次都是告誡
