
[00:00:00.000 --> 00:00:07.080]  教會的元首,主耶穌基督,我們感謝祢帶領我們回到祢的面前
[00:02:48.280 --> 00:02:54.080]  讓當你去到林牧師帶領我們思想的時候,有更深的體會
[00:02:54.080 --> 00:03:01.080]  我們會思想兩方面,學會捨棄,從實崇高要求
[00:03:01.080 --> 00:03:08.680]  在14章25至33節,中間的28至32節是一個比喻
[00:03:08.680 --> 00:03:14.080]  如果你掩蓋這個比喻,你只看26、27及33節
[00:03:14.080 --> 00:03:17.480]  這三節經文其實就容易明白很多
[00:03:17.480 --> 00:03:26.680]  你會一看就看到重點,但重點會否是愛主捨棄一切,背十價呢?
[00:03:26.680 --> 00:03:29.680]  但其實重點應該在後面
[00:03:29.680 --> 00:03:34.080]  因為你留意一下,這三節經文都重覆出現了三次
[00:03:34.080 --> 00:03:39.880]  不能作我的門徒,不能作我的門徒,不能作我的門徒
[00:03:39.880 --> 00:03:44.680]  耶穌說到作門徒要捨棄一切,背上十字架
[00:03:44.680 --> 00:03:49.680]  其實這個講法在第九章已經提過
[00:03:49.680 --> 00:03:55.880]  在第十四章所講的完全不同,語調是不同的
[00:03:55.880 --> 00:03:58.280]  我們先想想第九章
[00:03:58.280 --> 00:04:06.680]  當耶穌呼召我們,說你們要背上十字架跟從我的時候
[00:04:06.680 --> 00:04:10.880]  耶穌在那裡嘗試說服我們
[00:04:10.880 --> 00:04:16.880]  所以有一段經文大家聽過很多次
[00:04:16.880 --> 00:04:23.680]  「人若賺得全世界,賠上了生命,之後又如何?有何益處?」
[00:04:23.680 --> 00:04:29.280]  祂在那裡盡量說服你,讓你跟從我,你想想你現在做這麼多事
[00:04:29.280 --> 00:04:32.280]  得到這麼多,但最後是否真的得到呢?
[00:04:32.280 --> 00:04:34.080]  你想想有何益處?
[00:04:34.080 --> 00:04:36.480]  但到了第十章,語調就不同了
[00:04:36.480 --> 00:04:42.480]  第十四章,祂說你達不到作門徒的要求
[00:04:42.480 --> 00:04:45.880]  就不能作我的門徒
[00:04:45.880 --> 00:04:48.480]  那要看看了,有什麼要求呢?
[00:04:48.480 --> 00:04:51.480]  剛才也說過,第一就是愛主耶穌
[00:04:51.480 --> 00:04:53.680]  少愛家人和你自己的性命
[00:04:53.680 --> 00:04:55.880]  第二,背上十字架
[00:04:55.880 --> 00:04:57.880]  第三,撇下一切
[00:04:57.880 --> 00:05:01.280]  其實三個都很難
[00:05:01.280 --> 00:05:07.080]  難是難,但過去聽福音不是這樣說的
[00:05:07.080 --> 00:05:09.880]  不需要有條件的
[00:05:09.880 --> 00:05:13.680]  不需要有條件就可以做門徒,做信徒
[00:05:13.680 --> 00:05:16.480]  這個是101講得很清楚的
[00:05:16.480 --> 00:05:18.280]  我受洗前也講得很清楚
[00:05:18.280 --> 00:05:22.280]  上星期教師也跟我說過
[00:05:22.280 --> 00:05:24.880]  為什麼這次會有三個條件?
[00:05:24.880 --> 00:05:27.480]  做不到一個,那怎麼辦?
[00:05:27.480 --> 00:05:31.280]  你聽得沒錯,也信得沒錯
[00:05:31.280 --> 00:05:36.480]  因為在上文十四章一至二十四節的確是這樣說
[00:05:36.480 --> 00:05:40.680]  神國的宴席是免費的,歡迎任何人
[00:05:40.680 --> 00:05:46.280]  包括社會上的弱勢社群
[00:05:46.280 --> 00:05:51.480]  所以在二十五節,剛才林牧師跟我們讀了這段經文的時候
[00:05:51.480 --> 00:05:54.680]  你看到大批的民眾跟著耶穌
[00:05:54.680 --> 00:05:56.480]  沒錯的
[00:05:56.480 --> 00:06:01.680]  的確邀請人進入神的國度是免費
[00:06:01.680 --> 00:06:03.480]  也歡迎任何人
[00:06:03.480 --> 00:06:06.280]  但是神國的子民的身份
[00:06:06.280 --> 00:06:09.680]  並不是因為這樣就要降低要求
[00:06:09.680 --> 00:06:12.280]  變得廉價
[00:06:12.280 --> 00:06:13.680]  因此耶穌在這裡重申
[00:06:13.680 --> 00:06:16.880]  神國的子民是有嚴格的要求的
[00:06:16.880 --> 00:06:21.280]  我用一個例子來解釋一下這個情況
[00:06:21.280 --> 00:06:24.480]  剛剛過去我認識一個朋友
[00:06:24.480 --> 00:06:28.080]  他計劃明年進修
[00:06:28.080 --> 00:06:32.480]  在神學院,但不是每年都開他畢業論文
[00:06:32.480 --> 00:06:34.880]  跟他相關的科目
[00:06:34.880 --> 00:06:38.080]  因為這個緣故他就向外面找
[00:06:38.080 --> 00:06:41.480]  想不到感謝主有一個大學的教授肯收他
[00:06:41.480 --> 00:06:43.880]  那個大學教授沒有嫌棄他
[00:06:43.880 --> 00:06:48.680]  我這個朋友不是出於國際的名牌學府
[00:06:48.680 --> 00:06:49.680]  他也收他
[00:06:49.680 --> 00:06:53.480]  但是他跟我這個朋友說得很清楚
[00:06:53.480 --> 00:06:59.280]  我肯收你,但不等於我會將標準降低
[00:06:59.280 --> 00:07:05.680]  你必須要跟嚴格的要求去學習
[00:07:05.680 --> 00:07:07.480]  正正因為這個緣故
[00:07:07.480 --> 00:07:11.280]  這個同學其實他要想一下接不接受
[00:07:11.280 --> 00:07:15.480]  回過頭來,我這個朋友為什麼要找這個大學教授
[00:07:15.480 --> 00:07:18.080]  就是因為他知道這個大學的教授
[00:07:18.080 --> 00:07:21.880]  在國際上出了名是有要求的
[00:07:21.880 --> 00:07:23.680]  他就是想去學
[00:07:23.680 --> 00:07:27.480]  同一個道理,我們說要信耶穌的時候
[00:07:27.480 --> 00:07:33.880]  你想一想,我們不是因為這樣而被吸引說想信耶穌嗎
[00:07:33.880 --> 00:07:36.480]  是,我們都想做好人
[00:07:36.480 --> 00:07:39.680]  雖然有時有些壞壞的,不過都好多壞壞的
[00:07:39.680 --> 00:07:41.280]  不過都是一點點好
[00:07:41.280 --> 00:07:47.080]  但是我們所信的耶穌是一個至善勝竭的主義
[00:07:47.080 --> 00:07:49.480]  他是一個美善的
[00:07:49.480 --> 00:07:52.880]  不只是好和不好的層面
[00:07:52.880 --> 00:07:54.680]  而是更高的層面
[00:07:54.680 --> 00:07:58.280]  因為這樣而吸引我們去尋求他
[00:07:58.280 --> 00:08:00.680]  去跟從他,去效法他
[00:08:00.680 --> 00:08:03.080]  這個就是我們信耶穌
[00:08:03.080 --> 00:08:07.280]  原初吸引我們的層面
[00:08:07.280 --> 00:08:12.080]  但是如果當我們說要踏入永生門的門檻
[00:08:12.080 --> 00:08:15.480]  哎呀,剛才我們說的那些東西,那些吸引不用了
[00:08:15.480 --> 00:08:18.480]  將門檻拉低吧
[00:08:18.480 --> 00:08:22.480]  讓我們,遷就我們進去就最好了
[00:08:22.480 --> 00:08:24.480]  但如果是這樣的話
[00:08:24.480 --> 00:08:26.080]  那有什麼分別呢
[00:08:26.080 --> 00:08:28.280]  為什麼要信耶穌呢
[00:08:28.280 --> 00:08:31.880]  我們能夠進入天國的門檻,我們感謝主
[00:08:31.880 --> 00:08:33.080]  但是我們進入到去
[00:08:33.080 --> 00:08:37.080]  我們就是被那份至善至美所吸引
[00:08:37.080 --> 00:08:42.280]  因為這樣,今天我和你都繼續去學習主耶穌
[00:08:42.280 --> 00:08:44.080]  效法他的聖潔
[00:08:44.080 --> 00:08:47.680]  弟兄姊妹,主耶穌讓我們免費享有
[00:08:47.680 --> 00:08:50.880]  用他的血換來的救恩
[00:08:50.880 --> 00:08:52.080]  正正因為這樣
[00:08:52.080 --> 00:08:57.080]  我們不應該將這個恩典變成廉價
[00:08:57.080 --> 00:09:00.080]  耶穌對作門徒有三個嚴格要求
[00:09:00.080 --> 00:09:02.480]  但是你留意一下這三個嚴格要求
[00:09:02.480 --> 00:09:05.680]  後面那兩個和前面是有點不同的
[00:09:05.680 --> 00:09:07.680]  你想想後面那兩個是什麼
[00:09:07.680 --> 00:09:13.080]  後面那兩個就是講到背上十字架,撇下一切
[00:09:13.080 --> 00:09:16.880]  其實都是屬於個人的抉擇
[00:09:16.880 --> 00:09:21.080]  你想想一世紀十架是象徵恥辱的
[00:09:21.080 --> 00:09:26.280]  想一想一個人為了他的信仰或者信念
[00:09:26.280 --> 00:09:28.280]  忍受一些恥辱
[00:09:28.280 --> 00:09:30.880]  這些純粹是出於他的抉擇
[00:09:30.880 --> 00:09:34.680]  最重要是他覺得值就行了,是不是
[00:09:34.680 --> 00:09:38.680]  又或者有一個人他為了一些別人的需要
[00:09:38.680 --> 00:09:41.480]  或者負擔,甚至用我們的信仰術語
[00:09:41.480 --> 00:09:42.880]  他有異象
[00:09:42.880 --> 00:09:48.280]  而他撇下一切,特別可能是安入的時候
[00:09:48.280 --> 00:09:50.280]  都是他的個人抉擇
[00:09:50.280 --> 00:09:52.280]  是值得感恩的事
[00:09:52.280 --> 00:09:54.280]  他覺得值就行了
[00:09:54.280 --> 00:09:56.880]  但是第一個又很不同
[00:09:56.880 --> 00:09:59.680]  第一個的要求是
[00:09:59.680 --> 00:10:03.680]  愛耶穌多於愛你的家人和你的性命
[00:10:03.680 --> 00:10:05.280]  這個就很難理解
[00:10:05.280 --> 00:10:08.480]  因為其實我們人大部分的抉擇
[00:10:08.480 --> 00:10:11.080]  都有些底線的,是不是
[00:10:11.080 --> 00:10:13.080]  我們大部分人的底線是什麼
[00:10:13.080 --> 00:10:16.680]  就是不要影響我家,不要影響我的性命
[00:10:16.680 --> 00:10:20.080]  其實很多東西都可以談
[00:10:20.080 --> 00:10:23.080]  但如果是這兩樣東西就不能談
[00:10:23.080 --> 00:10:25.080]  你想想如果有份工作
[00:10:25.080 --> 00:10:27.080]  待遇非常之好
[00:10:27.080 --> 00:10:32.880]  但是你做的時候你自己親自的知道
[00:10:32.880 --> 00:10:34.280]  亦感受得到
[00:10:34.280 --> 00:10:38.280]  這份工作怎樣令到你和家人的關係很差
[00:10:38.280 --> 00:10:40.280]  甚至影響你的健康
[00:10:40.280 --> 00:10:42.280]  你還繼續做嗎
[00:10:42.280 --> 00:10:44.280]  你通常都考慮
[00:10:44.280 --> 00:10:47.280]  認真考慮還是不要做下去
[00:10:47.280 --> 00:10:51.280]  會不會轉工作,甚至辭職
[00:10:51.280 --> 00:10:53.280]  正因為這樣的緣故
[00:10:53.280 --> 00:10:55.280]  弟兄姊妹你想想
[00:10:55.280 --> 00:11:00.280]  現在這個層面放在信仰裡面
[00:11:00.280 --> 00:11:03.280]  如果說到信仰會影響我們的家庭
[00:11:03.280 --> 00:11:05.280]  和我們個人的健康
[00:11:05.280 --> 00:11:08.280]  我們又怎樣去衡量呢
[00:11:08.280 --> 00:11:11.280]  我認識有個弟兄
[00:11:11.280 --> 00:11:14.280]  神感動他多些的侍奉神
[00:11:14.280 --> 00:11:16.280]  但他心裡面覺得
[00:11:16.280 --> 00:11:19.280]  我這個中學生能夠多多少呢
[00:11:19.280 --> 00:11:21.280]  侍奉都有限
[00:11:21.280 --> 00:11:25.280]  加上因為他生長在一個單親家庭
[00:11:25.280 --> 00:11:28.280]  他主要是負責照顧他媽媽的
[00:11:28.280 --> 00:11:31.280]  所以他就覺得如果我再多侍奉
[00:11:31.280 --> 00:11:34.280]  我怕沒時間陪我媽媽
[00:11:34.280 --> 00:11:36.280]  我又回崇拜
[00:11:36.280 --> 00:11:40.280]  又有一些聖經教的課程又回了
[00:11:40.280 --> 00:11:42.280]  有少少侍奉
[00:11:42.280 --> 00:11:45.280]  但是再多真的很擔心影響
[00:11:45.280 --> 00:11:46.280]  陪不到媽媽
[00:11:46.280 --> 00:11:48.280]  因此他就祈禱
[00:11:48.280 --> 00:11:51.280]  主啊求祢原諒我的小信
[00:11:51.280 --> 00:11:54.280]  我希望媽媽信耶穌
[00:11:54.280 --> 00:11:56.280]  之後那句他就不敢說下去了
[00:11:56.280 --> 00:11:59.280]  大家都明白婉拒這些
[00:11:59.280 --> 00:12:03.280]  他都知道主會明白的
[00:12:03.280 --> 00:12:08.280]  但是有奇妙的事就發生了
[00:12:08.280 --> 00:12:11.280]  他媽媽就信了耶穌
[00:12:11.280 --> 00:12:12.280]  不單止這樣
[00:12:12.280 --> 00:12:16.280]  更加做了信徒宣教士
[00:12:16.280 --> 00:12:19.280]  他真是感謝主都來不及
[00:12:19.280 --> 00:12:23.280]  因為他見到主那樣的奇妙
[00:12:23.280 --> 00:12:26.280]  因此他就不單止多做侍奉
[00:12:26.280 --> 00:12:32.280]  更加全職做傳道人
[00:12:32.280 --> 00:12:35.280]  他媽媽信主之後就開了股
[00:12:35.280 --> 00:12:38.280]  終於知道為什麼他媽媽會信主
[00:12:38.280 --> 00:12:42.280]  他媽媽有一次在台上見證分享的時候
[00:12:42.280 --> 00:12:45.280]  就提到為什麼他會信耶穌
[00:12:45.280 --> 00:12:46.280]  主要的原因他說
[00:12:46.280 --> 00:12:49.280]  我見到兒子回了教會之後不同了
[00:12:49.280 --> 00:12:54.280]  以前我對子女從小到大都吵架
[00:12:54.280 --> 00:12:57.280]  一天不吵架就像身癢似的
[00:12:57.280 --> 00:12:59.280]  作為母親其實心很痛
[00:12:59.280 --> 00:13:05.280]  想盡辦法希望他們的子女不要再這樣
[00:13:05.280 --> 00:13:07.280]  但是都處理不了
[00:13:07.280 --> 00:13:10.280]  不知道為什麼對子女回了教會之後
[00:13:10.280 --> 00:13:12.280]  走來跟我說信耶穌
[00:13:12.280 --> 00:13:15.280]  不可以拜黃大仙了
[00:13:15.280 --> 00:13:18.280]  他們沒有吵架
[00:13:18.280 --> 00:13:19.280]  兒子相愛
[00:13:19.280 --> 00:13:21.280]  但是見到他們這樣
[00:13:21.280 --> 00:13:24.280]  我就很有興趣想知道兒子信什麼
[00:13:24.280 --> 00:13:26.280]  就跟著他回教會
[00:13:26.280 --> 00:13:27.280]  看他做什麼
[00:13:27.280 --> 00:13:30.280]  但他見到兒子一回教會
[00:13:30.280 --> 00:13:33.280]  做一些接待員的時候
[00:13:33.280 --> 00:13:35.280]  見到他那種積極和認真
[00:13:35.280 --> 00:13:38.280]  他說我沒見過兒子這樣
[00:13:38.280 --> 00:13:40.280]  他一向都很敷衍
[00:13:40.280 --> 00:13:42.280]  誰知道見到他人生有目標
[00:13:42.280 --> 00:13:44.280]  有動力的時候
[00:13:44.280 --> 00:13:45.280]  心裡很欣慰
[00:13:45.280 --> 00:13:47.280]  更加見到這個耶穌真是真實的
[00:13:47.280 --> 00:13:48.280]  如果不是真的話
[00:13:48.280 --> 00:13:50.280]  兒子怎麼會變成這樣
[00:13:50.280 --> 00:13:53.280]  因此他就投入在教會裡面
[00:13:53.280 --> 00:13:54.280]  學習
[00:13:54.280 --> 00:13:55.280]  更加開始侍奉
[00:13:55.280 --> 00:13:57.280]  但是最想不到的是
[00:13:57.280 --> 00:13:59.280]  大家記不記得
[00:13:59.280 --> 00:14:03.280]  兒子為什麼不想做那麼多侍奉
[00:14:03.280 --> 00:14:05.280]  因為他想陪媽媽
[00:14:05.280 --> 00:14:11.280]  但是神更加有能力
[00:14:11.280 --> 00:14:13.280]  不單止令他多見媽媽
[00:14:13.280 --> 00:14:15.280]  更加在侍奉裡面
[00:14:15.280 --> 00:14:17.280]  他媽媽成為了他的拍檔
[00:14:17.280 --> 00:14:20.280]  他又成為了他媽媽的拍檔
[00:14:20.280 --> 00:14:22.280]  將整件事變得不同了
[00:14:22.280 --> 00:14:23.280]  怎樣變得不同
[00:14:23.280 --> 00:14:26.280]  原初他只是想多在家裡陪著媽媽
[00:14:26.280 --> 00:14:28.280]  但是我們的主覺得
[00:14:28.280 --> 00:14:31.280]  你眼望我眼不夠
[00:14:31.280 --> 00:14:33.280]  在家裡只有你眼望我眼
[00:14:33.280 --> 00:14:39.280]  我們的主更加將這個關係深化
[00:14:39.280 --> 00:14:42.280]  讓他們母子成為拍檔
[00:14:42.280 --> 00:14:46.280]  讓這個關係親密到一個地步
[00:14:46.280 --> 00:14:49.280]  是一個合作的夥伴
[00:14:49.280 --> 00:14:51.280]  令他們有共同的目標
[00:14:51.280 --> 00:14:52.280]  共同的方向
[00:14:52.280 --> 00:14:55.280]  因為他們侍奉的是同一位主
[00:14:55.280 --> 00:14:56.280]  正因為這個緣故
[00:14:56.280 --> 00:14:58.280]  這個弟兄他真的覺得
[00:14:58.280 --> 00:15:02.280]  上帝真的超出了他所想所求
[00:15:02.280 --> 00:15:03.280]  更加有一段時間
[00:15:03.280 --> 00:15:07.280]  這個兒子更加有機會陪他媽媽去宣教
[00:15:07.280 --> 00:15:16.280]  這個小信的弟兄就是我本人
[00:15:16.280 --> 00:15:19.280]  我是親眼見證著神
[00:15:19.280 --> 00:15:21.280]  怎樣使用我媽媽在香港
[00:15:21.280 --> 00:15:23.280]  在泰國在馬來西亞侍奉他
[00:15:23.280 --> 00:15:25.280]  今天他已經退休了
[00:15:25.280 --> 00:15:27.280]  但是他卻退而不休
[00:15:27.280 --> 00:15:29.280]  他今天在教會所參與的侍奉
[00:15:29.280 --> 00:15:30.280]  是我和我媽說
[00:15:30.280 --> 00:15:33.280]  媽媽你是不是小時候被我氣得不夠呢
[00:15:33.280 --> 00:15:40.280]  現在參加的是功課輔導班的老師
[00:15:40.280 --> 00:15:41.280]  因此這樣的緣故
[00:15:41.280 --> 00:15:46.280]  我每個星期都會安排時間和他喝咖啡
[00:15:46.280 --> 00:15:48.280]  因為我媽媽很喜歡喝咖啡
[00:15:48.280 --> 00:15:51.280]  但是當聽到他分享的時候
[00:15:51.280 --> 00:15:57.280]  我就發覺他侍奉不是為了找生命寄託
[00:15:57.280 --> 00:16:00.280]  他心裡面有一種原不了的使命
[00:16:00.280 --> 00:16:01.280]  他要繼續
[00:16:01.280 --> 00:16:05.280]  這份使命令我媽媽保持青春
[00:16:05.280 --> 00:16:06.280]  怎樣可以看到呢
[00:16:06.280 --> 00:16:07.280]  我和他出街的時候
[00:16:07.280 --> 00:16:08.280]  經常被人誤會
[00:16:08.280 --> 00:16:11.280]  以為他是我姐姐
[00:16:11.280 --> 00:16:13.280]  更加有一次我送他去醫院的時候
[00:16:13.280 --> 00:16:16.280]  我被人誤會了我是他老公
[00:16:16.280 --> 00:16:18.280]  我不知道是我樣子的情況
[00:16:18.280 --> 00:16:22.280]  因為是我媽媽真的太年輕
[00:16:22.280 --> 00:16:25.280]  但我強調我媽媽沒有怎麼用護膚品
[00:16:25.280 --> 00:16:28.280]  也不多化妝
[00:16:28.280 --> 00:16:30.280]  但是我看到的是什麼
[00:16:30.280 --> 00:16:32.280]  她的生命有神
[00:16:32.280 --> 00:16:35.280]  神賜給她的不是外表而是青春
[00:16:35.280 --> 00:16:38.280]  而是她內心散發的那份動力
[00:16:38.280 --> 00:16:40.280]  這份動力令她知道
[00:16:40.280 --> 00:16:44.280]  雖然她現在的身體沒有以前那麼強壯
[00:16:44.280 --> 00:16:46.280]  甚至有衰退的情況
[00:16:46.280 --> 00:16:49.280]  但她不需要去質疑自己的價值
[00:16:49.280 --> 00:16:51.280]  因為她知道她只要在世
[00:16:51.280 --> 00:16:54.280]  神的使命在她身上是繼續延續
[00:16:54.280 --> 00:17:00.280]  頂姐妹,神要我們捨棄
[00:17:00.280 --> 00:17:05.280]  其實會不會只是想我們學習放手交給祂呢
[00:17:05.280 --> 00:17:09.280]  神要我們捨棄
[00:17:09.280 --> 00:17:14.280]  會不會只是想我們真正得到生命呢
[00:17:14.280 --> 00:17:19.280]  頂姐妹,我們的神的智慧是高過我們的智慧的
[00:17:19.280 --> 00:17:23.280]  既然神對作門徒有崇高的要求
[00:17:23.280 --> 00:17:30.280]  神的背後一定有更高的心意
[00:17:30.280 --> 00:17:33.280]  每次大膽做基督徒
[00:17:33.280 --> 00:17:37.280]  可能會失去了更多經歷神大能的機會
[00:17:37.280 --> 00:17:40.280]  因此,頂姐妹,當我們過去或者現在
[00:17:40.280 --> 00:17:44.280]  我們領受到神給我們更多的侍奉
[00:17:44.280 --> 00:17:46.280]  更多的負擔的時候
[00:17:46.280 --> 00:17:50.280]  我鼓勵頂姐妹,你想清楚
[00:17:50.280 --> 00:17:58.280]  如果你拒絕,你可能會失去經歷神奇妙的機會
[00:17:58.280 --> 00:18:00.280]  因此,我們思想第二方面
[00:18:00.280 --> 00:18:05.280]  先坐下想,認真才有盼望
[00:18:05.280 --> 00:18:11.280]  主耶穌用28至32節用兩個比喻
[00:18:11.280 --> 00:18:15.280]  來評估我們能不能作主的門徒
[00:18:15.280 --> 00:18:16.280]  第一個比喻是什麼呢
[00:18:16.280 --> 00:18:18.280]  第一個比喻是說到建設
[00:18:18.280 --> 00:18:20.280]  人建建築物
[00:18:20.280 --> 00:18:25.280]  那個建築物究竟是樓還是亭呢
[00:18:25.280 --> 00:18:27.280]  這個不是比喻的重點
[00:18:27.280 --> 00:18:30.280]  所以我們不需要花太多時間去考究
[00:18:30.280 --> 00:18:32.280]  究竟是什麼建築物
[00:18:32.280 --> 00:18:35.280]  但它裡面帶到一個重點
[00:18:35.280 --> 00:18:38.280]  就是一個人不好好計算自己的能力
[00:18:38.280 --> 00:18:43.280]  最後整件事爛尾
[00:18:43.280 --> 00:18:44.280]  結果是什麼呢
[00:18:44.280 --> 00:18:47.280]  結果就是被人取笑
[00:18:47.280 --> 00:18:50.280]  第二個比喻是提到打仗
[00:18:50.280 --> 00:18:52.280]  A國攻打B國
[00:18:52.280 --> 00:18:55.280]  但如果不好好衡量自己一萬的兵力
[00:18:55.280 --> 00:18:58.280]  能不能抵抗B國的二萬兵力的時候
[00:18:58.280 --> 00:19:01.280]  如果不行,還沒開戰的時候
[00:19:01.280 --> 00:19:07.280]  麻煩A國快點及早向B國求和解
[00:19:07.280 --> 00:19:09.280]  這兩個比喻有共同的地方
[00:19:09.280 --> 00:19:10.280]  也有不同的地方
[00:19:10.280 --> 00:19:12.280]  共同的地方是什麼呢
[00:19:12.280 --> 00:19:15.280]  需要衡量自己有沒有能力去完成目標
[00:19:15.280 --> 00:19:19.280]  因此經文有趣的地方是重覆了兩次
[00:19:19.280 --> 00:19:23.280]  先作下,先作下
[00:19:23.280 --> 00:19:25.280]  先作下做什麼呢
[00:19:25.280 --> 00:19:29.280]  計算和衡量自己有沒有能力
[00:19:29.280 --> 00:19:33.280]  好好計算自己有沒有能力做一套呢
[00:19:33.280 --> 00:19:37.280]  坊間對我們基督徒說一套做一套
[00:19:37.280 --> 00:19:39.280]  有一句諷刺的說話
[00:19:39.280 --> 00:19:41.280]  不知道大家有沒有聽過
[00:19:41.280 --> 00:19:43.280]  說就天下無敵
[00:19:43.280 --> 00:19:46.280]  是怎樣,有心無力
[00:19:46.280 --> 00:19:48.280]  這句說話經常成為我的提醒
[00:19:48.280 --> 00:19:53.280]  因為近年在世界各地的教會令連番嚴重失德
[00:19:53.280 --> 00:19:56.280]  成為我的警惕
[00:19:56.280 --> 00:19:58.280]  我曾經很認真想過
[00:19:58.280 --> 00:20:00.280]  為什麼會這樣呢
[00:20:00.280 --> 00:20:02.280]  背後是什麼事會這樣呢
[00:20:02.280 --> 00:20:05.280]  我初步想了兩個觀察
[00:20:05.280 --> 00:20:10.280]  第一個觀察會不會人太虛偽呢
[00:20:10.280 --> 00:20:15.280]  這種心態是喜歡在別人面前滿口屬靈的說話
[00:20:15.280 --> 00:20:18.280]  很享受站在道德高地
[00:20:18.280 --> 00:20:24.280]  這個正正是經文的上文
[00:20:24.280 --> 00:20:26.280]  耶穌要諷刺法利賽人
[00:20:26.280 --> 00:20:29.280]  只是執著十四章第三節說
[00:20:29.280 --> 00:20:32.280]  安息日治病合法不合法
[00:20:32.280 --> 00:20:34.280]  不斷執著這件事
[00:20:34.280 --> 00:20:43.280]  但實際又達不到律法背後精神愛人學習憐憫弱勢社群的精神
[00:20:43.280 --> 00:20:46.280]  他又做不到
[00:20:46.280 --> 00:20:51.280]  另一個問題會不會是因為缺乏了評估自己能力呢
[00:20:51.280 --> 00:20:55.280]  在這個層面人就會走兩極
[00:20:55.280 --> 00:20:56.280]  是不是遊走呢
[00:20:56.280 --> 00:20:57.280]  怎樣遊走呢
[00:20:57.280 --> 00:21:00.280]  各人有不同的情況
[00:21:00.280 --> 00:21:01.280]  但有兩極我是觀察到
[00:21:01.280 --> 00:21:04.280]  第一極就是非常了解自己的情況
[00:21:04.280 --> 00:21:08.280]  因為非常了解所以覺得一切都不可能
[00:21:08.280 --> 00:21:09.280]  我做不到
[00:21:09.280 --> 00:21:11.280]  牧師說邀請你做
[00:21:11.280 --> 00:21:15.280]  不行我不懂得做不懂得說話不懂得站不懂得笑
[00:21:15.280 --> 00:21:18.280]  所以招待不刮目我不懂得做
[00:21:18.280 --> 00:21:20.280]  覺得自己真的不行
[00:21:20.280 --> 00:21:26.280]  但為什麼只想著否定自己否定自己否定自己
[00:21:26.280 --> 00:21:29.280]  而不坐下來想一想
[00:21:29.280 --> 00:21:34.280]  其實有什麼方法讓我可以解決到這些問題
[00:21:34.280 --> 00:21:39.280]  讓我做得到呢
[00:21:39.280 --> 00:21:42.280]  我們在裡面見到一個層面
[00:21:42.280 --> 00:21:44.280]  就是有另一個極端
[00:21:44.280 --> 00:21:47.280]  就是如果有些人沒有計算清楚
