
[00:00:00.000 --> 00:00:06.000]  我們最近一直在看詩篇裡面的一組詩篇
[00:04:24.000 --> 00:04:28.000]  他也會越來越敬愛上帝
[00:04:28.000 --> 00:04:31.000]  當一個人越來越敬愛上帝的時候
[00:04:31.000 --> 00:04:38.000]  他也會越來越甘心樂意甚至是任勞任怨的侍奉上帝
[00:04:38.000 --> 00:04:41.000]  而不是只是單單停留在敬拜
[00:04:41.000 --> 00:04:43.000]  停留在信耶穌
[00:04:43.000 --> 00:04:48.000]  拿了天堂入境證就等著上天堂
[00:04:48.000 --> 00:04:52.000]  詩篇123篇是一首侍奉者
[00:04:52.000 --> 00:04:57.000]  侍奉上帝的人所唱的詩歌
[00:04:57.000 --> 00:05:00.000]  詩人不是一位教師
[00:05:00.000 --> 00:05:03.000]  他是一位侍奉者
[00:05:03.000 --> 00:05:08.000]  因此詩人不是教導讀者應該怎樣去侍奉
[00:05:08.000 --> 00:05:15.000]  而是向讀者唱出他們在侍奉中的心聲
[00:05:15.000 --> 00:05:18.000]  其實侍奉本身不算很困難
[00:05:18.000 --> 00:05:22.000]  困難的是如果我們不小心的話
[00:05:22.000 --> 00:05:25.000]  我們可能在不知不覺之中
[00:05:25.000 --> 00:05:30.000]  讓一些錯誤的觀念參雜在我們的侍奉中
[00:05:30.000 --> 00:05:33.000]  使我們的侍奉變質
[00:05:33.000 --> 00:05:39.000]  因此我們需要不時檢討和校正
[00:05:39.000 --> 00:05:48.000]  以確保我們的侍奉能夠是自始至終都合乎上帝的心意去侍奉
[00:05:48.000 --> 00:05:52.000]  在聖經中其中一個含義很特別
[00:05:52.000 --> 00:05:59.000]  就是侍奉是為對方的緣故讓自己去找麻煩
[00:05:59.000 --> 00:06:02.000]  這個定義可以說總括了
[00:06:02.000 --> 00:06:08.000]  在詩篇123中這位侍奉者所發出的四個心聲
[00:06:08.000 --> 00:06:12.000]  請打開聖經讓我們一起來思想
[00:06:12.000 --> 00:06:18.000]  第一節我們侍奉的對象是坐在天上的主
[00:06:18.000 --> 00:06:23.000]  第一節說「在天上掌權的上主,我仰望你」
[00:06:23.000 --> 00:06:25.000]  這裡讓我們看到
[00:06:25.000 --> 00:06:30.000]  施人一開始就非常清楚自己侍奉的對象
[00:06:30.000 --> 00:06:32.000]  不是周圍的人
[00:06:32.000 --> 00:06:35.000]  也不是人手所做的偶像鬼神
[00:06:35.000 --> 00:06:40.000]  而是那位創造、掌管宇宙萬有的主宰
[00:06:40.000 --> 00:06:49.000]  因此他也同時非常清楚自己在這位主宰面前的身份
[00:06:49.000 --> 00:06:55.000]  在第二節他提到正如「奴僕已靠主人,婢女已靠女主人」
[00:06:55.000 --> 00:07:00.000]  侍奉者應該時時都帶著一個奴僕的心態
[00:07:00.000 --> 00:07:03.000]  實際上在新約聖經當中
[00:07:03.000 --> 00:07:08.000]  保羅每逢用到奴僕這個字的時候
[00:07:08.000 --> 00:07:12.000]  原文有奴隸的意思
[00:07:12.000 --> 00:07:14.000]  原文就是奴隸
[00:07:14.000 --> 00:07:18.000]  但是現代社會已經沒有奴隸制度
[00:07:18.000 --> 00:07:21.000]  才翻譯成奴僕或者僕人
[00:07:21.000 --> 00:07:24.000]  在我們侍奉的過程中
[00:07:24.000 --> 00:07:26.000]  有一個很可能的危機
[00:07:26.000 --> 00:07:29.000]  就是我們會不知不覺之中
[00:07:29.000 --> 00:07:33.000]  將我們所侍奉的主當成我們的僕人
[00:07:33.000 --> 00:07:37.000]  就是將主僕的關係倒轉了
[00:07:37.000 --> 00:07:43.000]  特別是當我們錯誤地了解主耶穌的教導
[00:07:43.000 --> 00:07:46.000]  有關天父一定聽禱告的應許
[00:07:46.000 --> 00:07:49.000]  主耶穌曾經應許過我們
[00:07:49.000 --> 00:07:54.000]  你們祈求就得到,尋找就找到
[00:07:54.000 --> 00:07:57.000]  敲門就給你們開門
[00:07:57.000 --> 00:08:02.000]  因為凡祈求的就得到
[00:08:02.000 --> 00:08:05.000]  尋找的就找到
[00:08:05.000 --> 00:08:09.000]  敲門的,門就開了
[00:08:09.000 --> 00:08:13.000]  有一次我帶領一個小組查經的時候
[00:08:13.000 --> 00:08:15.000]  查了這段經文
[00:08:15.000 --> 00:08:18.000]  有一位微信主的人就問
[00:08:18.000 --> 00:08:24.000]  耶穌豈不是比王大善好,有求必應
[00:08:24.000 --> 00:08:30.000]  很多基督徒都會以為上帝是一位有求必應的神
[00:08:30.000 --> 00:08:33.000]  加上另外一些經文提到
[00:08:33.000 --> 00:08:36.000]  上主是我們隨時的幫助
[00:08:36.000 --> 00:08:43.000]  我們更加會以為上帝是一位全能持愛的僕人
[00:08:43.000 --> 00:08:46.000]  好像《一千零一夜》當中
[00:08:46.000 --> 00:08:48.000]  不知道你們有多少人看過
[00:08:48.000 --> 00:08:52.000]  《一千零一夜》當中有個阿拉丁神燈那位神
[00:08:52.000 --> 00:08:55.000]  誰人拿到那個神,拆一拆
[00:08:55.000 --> 00:08:57.000]  拿了那盞燈,拆一拆
[00:08:57.000 --> 00:08:59.000]  就有一個神走出來
[00:08:59.000 --> 00:09:04.000]  燈神就會出來完成我們的吩咐,解決我們的問題
[00:09:04.000 --> 00:09:07.000]  滿足我們的願想
[00:09:07.000 --> 00:09:11.000]  其實主耶穌答應誰聽我們的禱告
[00:09:11.000 --> 00:09:14.000]  猜顯聖靈與我們同在
[00:09:14.000 --> 00:09:18.000]  不是讓我們可以很方便地
[00:09:18.000 --> 00:09:21.000]  隨意將祂當作是僕人來指揮
[00:09:21.000 --> 00:09:23.000]  替我們去辦事
[00:09:23.000 --> 00:09:26.000]  而是讓我們能夠因此
[00:09:26.000 --> 00:09:30.000]  可以隨時隨地與祂同行
[00:09:30.000 --> 00:09:32.000]  與上帝同工
[00:09:32.000 --> 00:09:35.000]  而能更加有果效地
[00:09:35.000 --> 00:09:38.000]  完成祂所託付給我們的工作
[00:09:38.000 --> 00:09:45.000]  所以我們千萬不要將上帝與我們的主僕關係顛倒過來
[00:09:45.000 --> 00:09:47.000]  是上帝才是主宰
[00:09:47.000 --> 00:09:50.000]  我們只是僕人
[00:09:50.000 --> 00:09:53.000]  被上帝選上成為祂的兒女
[00:09:53.000 --> 00:09:55.000]  又有機會去侍奉祂
[00:09:55.000 --> 00:09:57.000]  其實是我們的榮幸
[00:09:57.000 --> 00:10:00.000]  最近我自己每日敬拜裡面
[00:10:00.000 --> 00:10:02.000]  有讀到耶利米書
[00:10:02.000 --> 00:10:04.000]  上帝對耶利米說
[00:10:04.000 --> 00:10:08.000]  在我賜生命給你以前
[00:10:08.000 --> 00:10:11.000]  我已經選照了你
[00:10:11.000 --> 00:10:13.000]  你還沒有出生
[00:10:13.000 --> 00:10:16.000]  我就指定你作萬國的先知
[00:10:16.000 --> 00:10:19.000]  我們所侍奉的主宰
[00:10:19.000 --> 00:10:23.000]  是活在一個超四維空間的世界裡面
[00:10:23.000 --> 00:10:27.000]  因此時間對上帝是沒有意義的
[00:10:27.000 --> 00:10:32.000]  祂能夠在任何人還沒有出生之前選照我們
[00:10:32.000 --> 00:10:36.000]  我們今天能夠被上帝揀選
[00:10:36.000 --> 00:10:41.000]  一起在這裡敬拜侍奉這位宇宙的主宰
[00:10:41.000 --> 00:10:44.000]  其實真是我們的福分
[00:10:44.000 --> 00:10:47.000]  或者有些弟兄姊妹在教會裡面
[00:10:47.000 --> 00:10:50.000]  沒有什麼特別的侍奉
[00:10:50.000 --> 00:10:53.000]  就覺得失落
[00:10:53.000 --> 00:10:54.000]  甚至會問
[00:10:54.000 --> 00:10:58.000]  是不是上帝嫌棄我不讓我去侍奉呢?
[00:10:58.000 --> 00:10:59.000]  事實上
[00:10:59.000 --> 00:11:01.000]  上帝一定會讓他的兒女
[00:11:01.000 --> 00:11:04.000]  有份參與天國的侍奉
[00:11:04.000 --> 00:11:09.000]  根據主耶穌基督在馬太福音所頒佈的大使命
[00:11:09.000 --> 00:11:12.000]  只要我們為主作見證
[00:11:12.000 --> 00:11:14.000]  就是侍奉上帝
[00:11:14.000 --> 00:11:16.000]  有些做媽媽的人
[00:11:16.000 --> 00:11:21.000]  可能每天都要在家裡照顧他們的小孩子
[00:11:21.000 --> 00:11:23.000]  甚至是小嬰兒
[00:11:23.000 --> 00:11:27.000]  沒有機會認識新朋友和見證主
[00:11:27.000 --> 00:11:30.000]  但是如果做媽媽的
[00:11:30.000 --> 00:11:34.000]  好好地將福音傳給他的兒子
[00:11:34.000 --> 00:11:37.000]  其實也是一種侍奉
[00:11:37.000 --> 00:11:38.000]  在聖經裡面
[00:11:38.000 --> 00:11:41.000]  其實讓我們看到提摩太牧師
[00:11:41.000 --> 00:11:45.000]  他的信心是由他的祖母那裡開始的
[00:11:45.000 --> 00:11:46.000]  他的祖母
[00:11:46.000 --> 00:11:48.000]  然後傳給他的媽媽
[00:11:48.000 --> 00:11:51.000]  然後再傳給提摩太
[00:11:51.000 --> 00:11:55.000]  所以我們不要小看做媽媽的重要性
[00:11:55.000 --> 00:11:58.000]  你可能會培養出一位神學院的院長
[00:11:58.000 --> 00:12:01.000]  或者一位很忠心的牧師
[00:12:01.000 --> 00:12:04.000]  好像于牧師那樣四圍走
[00:12:04.000 --> 00:12:07.000]  為主栽培更多的人
[00:12:07.000 --> 00:12:11.000]  我們繼續看侍奉者的第二個心聲
[00:12:11.000 --> 00:12:13.000]  就是侍奉的心態
[00:12:13.000 --> 00:12:16.000]  我們要仰望主的指示
[00:12:16.000 --> 00:12:17.000]  在第二節裡面
[00:12:17.000 --> 00:12:20.000]  詩人首先很清楚地肯定
[00:12:20.000 --> 00:12:22.000]  他侍奉對象之後
[00:12:22.000 --> 00:12:25.000]  他接下來就是代表我們所有侍奉者
[00:12:25.000 --> 00:12:28.000]  唱出侍奉者應有的心態
[00:12:28.000 --> 00:12:31.000]  他說正如奴僕依靠主人
[00:12:31.000 --> 00:12:34.000]  婢女依靠女主人
[00:12:34.000 --> 00:12:36.000]  上主我們的上帝呀
[00:12:36.000 --> 00:12:37.000]  我們仰望你
[00:12:37.000 --> 00:12:39.000]  直到你憐憫我們
[00:12:39.000 --> 00:12:43.000]  這首經文和合本的翻譯有點不同
[00:12:43.000 --> 00:12:46.000]  和合本比較接近原文
[00:12:46.000 --> 00:12:48.000]  或者我們看看和合本
[00:12:48.000 --> 00:12:54.000]  和合本說
[00:12:54.000 --> 00:12:58.000]  看那僕人的眼睛怎樣望主人的手
[00:12:58.000 --> 00:13:01.000]  我們的眼睛也照樣望而華
[00:13:01.000 --> 00:13:02.000]  我們的上帝
[00:13:02.000 --> 00:13:03.000]  我們的上帝
[00:13:03.000 --> 00:13:06.000]  直到他憐憫我們
[00:13:06.000 --> 00:13:07.000]  簡單地說
[00:13:07.000 --> 00:13:09.000]  作為一個侍奉者
[00:13:09.000 --> 00:13:14.000]  他的眼睛是不會看人的臉色的
[00:13:14.000 --> 00:13:18.000]  也不會看環境的好壞
[00:13:18.000 --> 00:13:21.000]  更加不是看自己的方面
[00:13:21.000 --> 00:13:23.000]  他單單仰望主
[00:13:23.000 --> 00:13:25.000]  仰望主
[00:13:25.000 --> 00:13:27.000]  當他仰望主的時候
[00:13:27.000 --> 00:13:32.000]  其實這裡都蘊含了四重的心態
[00:13:32.000 --> 00:13:35.000]  第一種就是他有一個謙卑的心
[00:13:35.000 --> 00:13:39.000]  正如僕人、奴隸和使女一樣
[00:13:39.000 --> 00:13:42.000]  他們是很謙卑的
[00:13:42.000 --> 00:13:44.000]  用眼仰望主人
[00:13:44.000 --> 00:13:46.000]  同樣地
[00:13:46.000 --> 00:13:48.000]  侍奉者也要謙卑的
[00:13:48.000 --> 00:13:52.000]  用心仰望主我們的上帝
[00:13:52.000 --> 00:13:55.000]  第二就是他有留神的心
[00:13:55.000 --> 00:13:58.000]  我相信以前的主人
[00:13:58.000 --> 00:14:00.000]  很可能會用一些手勢
[00:14:00.000 --> 00:14:02.000]  來吩咐僕人做事
[00:14:02.000 --> 00:14:06.000]  尤其是有賓客在場的時候
[00:14:06.000 --> 00:14:10.000]  他就要用手勢來吩咐僕人做事
[00:14:10.000 --> 00:14:13.000]  而聰明的僕人或使女
[00:14:13.000 --> 00:14:17.000]  就會留心主人的手勢去做事
[00:14:17.000 --> 00:14:18.000]  同樣地
[00:14:18.000 --> 00:14:20.000]  聰明的侍奉者
[00:14:20.000 --> 00:14:23.000]  也會留心聖靈的帶領
[00:14:23.000 --> 00:14:28.000]  順從聖靈的心意來做事
[00:14:28.000 --> 00:14:31.000]  第三當然是有順從的心
[00:14:31.000 --> 00:14:34.000]  忠心的僕人或使女
[00:14:34.000 --> 00:14:37.000]  在明白體會主人的心意之後
[00:14:37.000 --> 00:14:41.000]  就會立刻順從主人的意思去做事
[00:14:41.000 --> 00:14:43.000]  而且會完成任務
[00:14:43.000 --> 00:14:44.000]  同樣地
[00:14:44.000 --> 00:14:45.000]  忠心的侍奉者
[00:14:45.000 --> 00:14:49.000]  不是單單追求明白了主的心意
[00:14:49.000 --> 00:14:51.000]  更加重要的是
[00:14:51.000 --> 00:14:53.000]  忠心完成主的心意
[00:14:53.000 --> 00:14:55.000]  不會輕易放棄
[00:14:55.000 --> 00:14:57.000]  或者是半途而廢
[00:14:57.000 --> 00:14:59.000]  主耶穌提醒我們
[00:14:59.000 --> 00:15:02.000]  有一天上帝會對我們說
[00:15:02.000 --> 00:15:06.000]  你這又良善又忠心的僕人
[00:15:06.000 --> 00:15:10.000]  可以進來享受主人的快樂
[00:15:10.000 --> 00:15:15.000]  第四個心就是忍耐的心
[00:15:15.000 --> 00:15:18.000]  主人做事有他的時候
[00:15:18.000 --> 00:15:23.000]  從前的奴隸沒有下班的時間
[00:15:23.000 --> 00:15:25.000]  沒有下班的時間
[00:15:25.000 --> 00:15:30.000]  不可以催促主人快點做事
[00:15:30.000 --> 00:15:35.000]  要趕火車回家
[00:15:35.000 --> 00:15:37.000]  求主幫助我們
[00:15:37.000 --> 00:15:41.000]  注重培養侍奉者的四種心態
[00:15:41.000 --> 00:15:43.000]  使我們的侍奉能夠
[00:15:43.000 --> 00:15:47.000]  變得更加合乎主的心意
[00:15:47.000 --> 00:15:49.000]  我們現代的基督徒
[00:15:49.000 --> 00:15:51.000]  真的看不到主人的手
[00:15:51.000 --> 00:15:52.000]  看不到手勢
[00:15:52.000 --> 00:15:56.000]  我們如何實踐仰望主的吩咐呢?
[00:15:56.000 --> 00:15:58.000]  首先我們一定要養成
[00:15:58.000 --> 00:16:02.000]  每天讀經和祈禱的習慣
[00:16:02.000 --> 00:16:04.000]  每天有固定的時間
[00:16:04.000 --> 00:16:06.000]  來到主的面前
[00:16:06.000 --> 00:16:10.000]  學習了解上帝的心意
[00:16:10.000 --> 00:16:13.000]  很多基督徒會覺得
[00:16:13.000 --> 00:16:17.000]  我從來沒有聽過上帝跟我說話
[00:16:17.000 --> 00:16:19.000]  那怎麼辦呢?
[00:16:19.000 --> 00:16:23.000]  我做了基督徒四十多年
[00:16:23.000 --> 00:16:25.000]  我自己的經驗
[00:16:25.000 --> 00:16:30.000]  直接從上帝領受的說話
[00:16:30.000 --> 00:16:33.000]  其實最多只有幾次的經驗
[00:16:33.000 --> 00:16:35.000]  不是很多
[00:16:35.000 --> 00:16:38.000]  但是從聖經中領受
[00:16:38.000 --> 00:16:40.000]  上主的話語
[00:16:40.000 --> 00:16:42.000]  雖然不是每天都有
[00:16:42.000 --> 00:16:45.000]  是經常有的
[00:16:45.000 --> 00:16:47.000]  所以如果我們經常讀聖經
[00:16:47.000 --> 00:16:50.000]  就一定會明白上主的心意
[00:16:50.000 --> 00:16:54.000]  並且可以在生活裡面去實踐
[00:16:54.000 --> 00:16:56.000]  我們繼續看
[00:16:56.000 --> 00:17:00.000]  詩人作為侍奉者的第三個心聲
[00:17:00.000 --> 00:17:03.000]  侍奉的期望
[00:17:03.000 --> 00:17:04.000]  到底我們這班
[00:17:04.000 --> 00:17:06.000]  屬符主、侍奉主的人
[00:17:06.000 --> 00:17:10.000]  可以期望從主那裡得到什麼呢?
[00:17:10.000 --> 00:17:13.000]  在第二節最後一句和第三節
[00:17:13.000 --> 00:17:16.000]  侍奉者唱出第三個心聲
[00:17:16.000 --> 00:17:18.000]  由第二節最後一句開始
[00:17:18.000 --> 00:17:22.000]  「我們仰望祢,直到祢憐憫我們」
[00:17:22.000 --> 00:17:23.000]  第三節說
[00:17:23.000 --> 00:17:27.000]  「上主求祢憐憫,求祢憐憫我們」
[00:17:27.000 --> 00:17:31.000]  詩人竟然一連三次都重複
[00:17:31.000 --> 00:17:34.000]  「求主憐憫我們」
[00:17:34.000 --> 00:17:38.000]  大家會不會覺得奇怪呢?
[00:17:38.000 --> 00:17:42.000]  為什麼詩人竟然一連三次都
[00:17:42.000 --> 00:17:45.000]  同樣這麼重複
[00:17:45.000 --> 00:17:48.000]  單單是「求主憐憫我們」
[00:17:48.000 --> 00:17:50.000]  「憐憫我們」
[00:17:50.000 --> 00:17:52.000]  「憐憫我們」
[00:17:52.000 --> 00:17:55.000]  到底是什麼意思呢?
[00:17:55.000 --> 00:17:59.000]  其實我們不知道這篇詩的寫作年份
[00:17:59.000 --> 00:18:03.000]  和詩人當時的處境
[00:18:03.000 --> 00:18:07.000]  如果是在以色列人亡國之後寫的話
[00:18:07.000 --> 00:18:12.000]  詩人可能是代表所有民族的人
[00:18:12.000 --> 00:18:15.000]  來求上帝憐憫
[00:18:15.000 --> 00:18:18.000]  幫助以色列可以復國
[00:18:18.000 --> 00:18:21.000]  或者讓以色列人可以重回故土
[00:18:21.000 --> 00:18:25.000]  正如耶利米先知在耶利米哀歌中說
[00:18:25.000 --> 00:18:28.000]  上主的慈愛永不斷轉
[00:18:28.000 --> 00:18:30.000]  祂的憐憫永不止息
[00:18:30.000 --> 00:18:32.000]  像晨曦那樣清新
[00:18:32.000 --> 00:18:35.000]  像太陽的東星那樣確實
[00:18:35.000 --> 00:18:38.000]  所以詩人就不斷祈求
[00:18:38.000 --> 00:18:40.000]  「求主憐憫,求主憐憫」
[00:18:40.000 --> 00:18:44.000]  但是從一位侍奉者的角度去看
[00:18:44.000 --> 00:18:46.000]  在侍奉主的過程當中
[00:18:46.000 --> 00:18:49.000]  我們都可能會越來越發覺
[00:18:49.000 --> 00:18:53.000]  自己原來是很軟弱的
[00:18:53.000 --> 00:18:55.000]  很無能
[00:18:55.000 --> 00:18:57.000]  同時有時又很無知
[00:18:57.000 --> 00:18:59.000]  以為自己很了不起
[00:18:59.000 --> 00:19:02.000]  以致自己可能傷害了別人
[00:19:02.000 --> 00:19:05.000]  都還是懵然不知
[00:19:05.000 --> 00:19:08.000]  也都有可能在侍奉當中
[00:19:08.000 --> 00:19:11.000]  我們受到別人的傷害
[00:19:11.000 --> 00:19:14.000]  發覺原來在上帝的子民當中
[00:19:14.000 --> 00:19:16.000]  在基督徒當中
[00:19:16.000 --> 00:19:18.000]  都有人用陰謀詭計
[00:19:18.000 --> 00:19:21.000]  或者搞權力鬥爭
[00:19:21.000 --> 00:19:25.000]  故此侍奉的人要好好學習
[00:19:25.000 --> 00:19:27.000]  要好好學習
[00:19:27.000 --> 00:19:29.000]  求上主憐憫自己
[00:19:29.000 --> 00:19:32.000]  如果憐憫那些在教會中
[00:19:32.000 --> 00:19:38.000]  仍然使用世俗方法去謀取權位的人
[00:19:38.000 --> 00:19:40.000]  又是看最後一個心聲
[00:19:40.000 --> 00:19:43.000]  侍奉的結果
[00:19:43.000 --> 00:19:46.000]  在第三節最後一句和第四節
[00:19:46.000 --> 00:19:49.000]  他說「我們已經受盡輕蔑
[00:19:49.000 --> 00:19:52.000]  我們已經飽上付諸人的氣籠
[00:19:52.000 --> 00:19:57.000]  受夠了驕傲人的氣凌」
[00:19:57.000 --> 00:20:01.000]  這就是侍奉者所唱出最後一個心聲
[00:20:01.000 --> 00:20:04.000]  也是每一位有心侍奉的人
[00:20:04.000 --> 00:20:07.000]  應當有的心理準備
[00:20:07.000 --> 00:20:09.000]  為什麼呢?
[00:20:09.000 --> 00:20:11.000]  原來侍奉
[00:20:11.000 --> 00:20:16.000]  侍奉的人會有時被人恥笑
[00:20:16.000 --> 00:20:17.000]  有時被人譏笑
[00:20:17.000 --> 00:20:20.000]  甚至有時被人欺凌
[00:20:20.000 --> 00:20:23.000]  如果我們讀耶利米先知書
[00:20:23.000 --> 00:20:25.000]  現在作為現代的讀者
[00:20:25.000 --> 00:20:29.000]  我們當然會很敬重耶利米先知
[00:20:29.000 --> 00:20:33.000]  不過在耶利米的時代
[00:20:33.000 --> 00:20:35.000]  他傳說的信息
[00:20:35.000 --> 00:20:40.000]  是上帝會審判猶大的信息
[00:20:40.000 --> 00:20:41.000]  時時提到
[00:20:41.000 --> 00:20:44.000]  由於猶太人離開上帝
[00:20:44.000 --> 00:20:45.000]  拜偶像
[00:20:45.000 --> 00:20:47.000]  犯罪得罪上帝
[00:20:47.000 --> 00:20:51.000]  上帝一定會用一個北方的國家
[00:20:51.000 --> 00:20:53.000]  就是巴比倫人
[00:20:53.000 --> 00:20:54.000]  攻打你們
[00:20:54.000 --> 00:20:55.000]  滅絕你們
[00:20:55.000 --> 00:20:59.000]  把你們流放到外地
[00:20:59.000 --> 00:21:02.000]  但是當耶利米傳說這個信息的時候
[00:21:02.000 --> 00:21:07.000]  是要過二十多年之後才實現的
[00:21:07.000 --> 00:21:11.000]  於是在他傳道的初期
[00:21:11.000 --> 00:21:14.000]  很多人都藐視他
[00:21:14.000 --> 00:21:16.000]  認為他是假先知
[00:21:16.000 --> 00:21:18.000]  甚至有人譏笑他
[00:21:18.000 --> 00:21:23.000]  叫上帝快點快點實現他的預言
[00:21:23.000 --> 00:21:25.000]  好像現代人一樣有句話叫
[00:21:25.000 --> 00:21:27.000]  Bring it on
[00:21:27.000 --> 00:21:28.000]  中文可以翻譯成
[00:21:28.000 --> 00:21:29.000]  我不怕的
[00:21:29.000 --> 00:21:33.000]  放馬過來吧
[00:21:33.000 --> 00:21:36.000]  忠心侍奉主的人
[00:21:36.000 --> 00:21:40.000]  一定會受到上主的尊重
[00:21:40.000 --> 00:21:47.000]  但是他不一定會受到別人的尊重
[00:21:47.000 --> 00:21:51.000]  主耶穌的侍奉也為我們留下榜樣
[00:21:51.000 --> 00:21:53.000]  他本來是在天上
[00:21:53.000 --> 00:21:56.000]  跟上帝同享尊榮
[00:21:56.000 --> 00:21:59.000]  但是他來到人間
[00:21:59.000 --> 00:22:02.000]  還要受人的批評
[00:22:02.000 --> 00:22:04.000]  有些人評論他
[00:22:04.000 --> 00:22:06.000]  是不是私生子
[00:22:06.000 --> 00:22:08.000]  什麼同女懷孕
[00:22:08.000 --> 00:22:10.000]  私生子就說
[00:22:10.000 --> 00:22:13.000]  還沒結婚生子就說
[00:22:13.000 --> 00:22:16.000]  當他醫治人行了超期的神蹟之後
[00:22:16.000 --> 00:22:19.000]  都要被人中傷和毀旁
[00:22:19.000 --> 00:22:24.000]  說他是靠鬼王的能力去做事的
[00:22:24.000 --> 00:22:30.000]  最後還要被人釘死在十字架上
[00:22:30.000 --> 00:22:33.000]  故此侍奉主的人
[00:22:33.000 --> 00:22:35.000]  都要求主憐憫
