
[00:00:00.000 --> 00:00:02.420]  我們主日早上來到就是一個目的
[00:01:57.280 --> 00:01:59.720]  你的屬靈的生命就好像這個BB一樣
[00:01:59.720 --> 00:02:01.400]  你需要成長
[00:02:01.400 --> 00:02:02.880]  四樣東西而已 同一樣
[00:02:02.880 --> 00:02:05.280]  第一 讀經 從上面來的食物
[00:02:05.280 --> 00:02:07.120]  第二 禱告 我們動一動
[00:02:07.120 --> 00:02:08.760]  和上帝去聊天
[00:02:08.760 --> 00:02:10.520]  第三 就是小祖
[00:02:10.520 --> 00:02:13.440]  第四 就是見證傳福音
[00:02:13.440 --> 00:02:15.000]  Amen
[00:02:15.000 --> 00:02:18.760]  記不記得小祖三寶啊
[00:02:18.760 --> 00:02:20.400]  究竟是多少 是吧
[00:02:20.400 --> 00:02:21.640]  再試一下
[00:02:21.640 --> 00:02:23.640]  讀經 祈禱
[00:02:23.640 --> 00:02:25.040]  回小祖
[00:02:25.040 --> 00:02:27.200]  那為什麼還要傳福音呢
[00:02:27.200 --> 00:02:28.080]  我們最後會講
[00:02:28.080 --> 00:02:30.040]  一個持續的反應就是傳福音
[00:02:30.040 --> 00:02:30.960]  好
[00:02:30.960 --> 00:02:32.920]  同樣的 當我們看到這個
[00:02:32.920 --> 00:02:35.200]  原來生命是要成長的
[00:02:35.200 --> 00:02:36.720]  所以保羅在哥倫多前書
[00:02:36.720 --> 00:02:38.760]  很千叮咒萬吩咐我們
[00:02:38.760 --> 00:02:40.120]  他告訴我們
[00:02:40.120 --> 00:02:42.040]  生命有兩種情況
[00:02:42.040 --> 00:02:44.320]  一種是屬肉體
[00:02:44.320 --> 00:02:46.040]  就是說你信了耶穌的時候
[00:02:46.040 --> 00:02:47.760]  你除了是說了信耶穌
[00:02:47.760 --> 00:02:49.240]  帶了十字架之外
[00:02:49.240 --> 00:02:50.880]  或者家裡多了一本聖經
[00:02:50.880 --> 00:02:54.520]  你什麼都和那個不信的沒什麼分別
[00:02:54.520 --> 00:02:55.680]  人家打遊戲你就打遊戲
[00:02:55.680 --> 00:02:57.080]  人家買六合彩你就買六合彩
[00:02:57.080 --> 00:02:59.080]  人家去到銀行按號碼
[00:02:59.080 --> 00:03:00.920]  你又按號碼
[00:03:00.920 --> 00:03:02.320]  但我不是說這些
[00:03:02.320 --> 00:03:03.680]  未必是盡然錯
[00:03:03.680 --> 00:03:05.960]  就是按號碼那些
[00:03:05.960 --> 00:03:07.680]  但是屬肉體就是這樣
[00:03:07.680 --> 00:03:10.720]  所以保羅很想他們屬靈
[00:03:10.720 --> 00:03:12.200]  因為屬靈的人
[00:03:12.200 --> 00:03:15.760]  能夠看透萬事
[00:03:15.760 --> 00:03:17.240]  所以希望透過今天
[00:03:17.240 --> 00:03:20.200]  這篇信息強化生命
[00:03:20.200 --> 00:03:21.880]  就好像這棵樹
[00:03:21.880 --> 00:03:23.200]  這個part point說的
[00:03:23.200 --> 00:03:24.680]  這個強化生命
[00:03:24.680 --> 00:03:27.360]  這棵樹能夠到這麼大的時候
[00:03:27.360 --> 00:03:29.040]  不是這麼簡單
[00:03:29.040 --> 00:03:30.480]  沒有十年都白了
[00:03:30.480 --> 00:03:32.000]  中國說什麼
[00:03:32.000 --> 00:03:37.680]  十年
[00:03:37.680 --> 00:03:40.880]  哪樣十年 哪樣八年呢
[00:03:40.880 --> 00:03:42.600]  無論怎樣都好
[00:03:42.600 --> 00:03:45.440]  總之就是要十年以上
[00:03:45.440 --> 00:03:46.640]  無論十年樹仁也好
[00:03:46.640 --> 00:03:48.840]  十年樹木也好
[00:03:48.840 --> 00:03:50.000]  都需要時間
[00:03:50.000 --> 00:03:52.200]  所以今天希望借著這篇信息
[00:03:52.200 --> 00:03:53.360]  或者我們這個題目
[00:03:53.360 --> 00:03:55.960]  強化生命
[00:03:55.960 --> 00:03:57.720]  上個禮拜志成都說了
[00:03:57.720 --> 00:03:59.360]  強化生命裡面
[00:03:59.360 --> 00:04:01.120]  就是我們剛才這個BB也好
[00:04:01.120 --> 00:04:02.560]  我們屬靈的生命也好
[00:04:02.560 --> 00:04:03.960]  按著保羅說
[00:04:03.960 --> 00:04:04.920]  或者魏拓星說
[00:04:04.920 --> 00:04:07.560]  我們的靈魂體都要成長
[00:04:07.560 --> 00:04:08.840]  特別魂是什麼呢
[00:04:08.840 --> 00:04:09.760]  我們的思想
[00:04:09.760 --> 00:04:10.680]  我們的情感
[00:04:10.680 --> 00:04:12.520]  我們的意志
[00:04:12.520 --> 00:04:13.720]  因為基督徒
[00:04:13.720 --> 00:04:15.680]  我們的情感意志
[00:04:15.680 --> 00:04:17.960]  和我們的思想都要很穩定
[00:04:17.960 --> 00:04:18.480]  如果不是
[00:04:18.480 --> 00:04:19.800]  我們繼續都要強化
[00:04:19.800 --> 00:04:22.440]  所以我們要繼續強化生命
[00:04:22.440 --> 00:04:24.560]  告訴隔壁的人是怎樣
[00:04:24.560 --> 00:04:27.200]  繼續強化生命
[00:04:27.200 --> 00:04:28.560]  所以我用詩篇
[00:04:28.560 --> 00:04:30.080]  今天選了幾篇詩篇
[00:04:30.080 --> 00:04:30.960]  第一篇
[00:04:30.960 --> 00:04:32.200]  《路加福音》九章
[00:04:32.200 --> 00:04:34.880]  《已不所書》第六章
[00:04:34.880 --> 00:04:36.320]  從講到學
[00:04:36.320 --> 00:04:37.840]  這是三篇信息
[00:04:37.840 --> 00:04:40.120]  又或者叫做主題的講道
[00:04:40.120 --> 00:04:41.760]  但無論怎樣都好
[00:04:41.760 --> 00:04:43.880]  最重要信息能夠幫助你
[00:04:43.880 --> 00:04:45.160]  Amen
[00:04:45.160 --> 00:04:46.360]  OK
[00:04:46.360 --> 00:04:48.760]  我想選詩篇第一篇的時候
[00:04:48.760 --> 00:04:52.000]  因為現在其實我們在用每日讀經釋義
[00:04:52.000 --> 00:04:53.880]  我們是在進入詩篇
[00:04:53.880 --> 00:04:57.760]  所以我們將詩篇的大綱
[00:04:57.760 --> 00:04:59.280]  印在帽子上
[00:04:59.280 --> 00:05:00.320]  本來想印在週刊
[00:05:00.320 --> 00:05:02.160]  因為不夠位
[00:05:02.160 --> 00:05:03.280]  所以印在帽子上
[00:05:03.280 --> 00:05:04.840]  如果大家想拿
[00:05:04.840 --> 00:05:06.640]  就去拿帽子
[00:05:06.640 --> 00:05:08.800]  後面就將詩篇
[00:05:08.800 --> 00:05:11.440]  很基本的大綱分類
[00:05:11.440 --> 00:05:12.520]  擺出來
[00:05:12.520 --> 00:05:14.000]  基本上讓你看到
[00:05:14.000 --> 00:05:16.400]  那一個大段落的詩篇的時候
[00:05:16.400 --> 00:05:17.600]  有什麼重要
[00:05:17.600 --> 00:05:21.760]  譬如我們這次看到第四卷90至106篇
[00:05:21.760 --> 00:05:24.440]  它的介紹就說
[00:05:24.440 --> 00:05:26.560]  作者是不詳細的
[00:05:26.560 --> 00:05:28.160]  是好像文數記一樣
[00:05:28.160 --> 00:05:30.360]  而此類拖我不詳細介紹
[00:05:30.360 --> 00:05:34.320]  所以這篇詩篇第一篇有什麼特別呢
[00:05:34.320 --> 00:05:37.800]  有人說詩篇第一篇是另一個開始
[00:05:37.800 --> 00:05:41.320]  如果摩西五經創出利民生是一個開始
[00:05:41.320 --> 00:05:42.960]  關於神如何創造的時候
[00:05:42.960 --> 00:05:44.320]  原來詩篇第一篇
[00:05:44.320 --> 00:05:47.160]  都是講一個生命的創造的開始
[00:05:47.160 --> 00:05:48.560]  因為詩篇第一篇說
[00:05:48.560 --> 00:05:50.520]  如果喜愛耶和華就業思想
[00:05:50.520 --> 00:05:52.040]  這人就會有福
[00:05:52.040 --> 00:05:53.160]  今天基督徒剛才說
[00:05:53.160 --> 00:05:55.520]  屬靈的生命成長是需要什麼
[00:05:55.520 --> 00:05:57.040]  神的話語
[00:05:57.040 --> 00:05:59.120]  好,所以我們就用這篇詩篇第一篇
[00:05:59.120 --> 00:06:00.880]  我們引入第一個主題
[00:06:00.880 --> 00:06:02.520]  默想神的話語
[00:06:02.520 --> 00:06:04.600]  好,我們看看詩篇第一篇好嗎
[00:06:04.600 --> 00:06:08.080]  這篇詩篇是要暢誦
[00:06:08.080 --> 00:06:09.040]  要記住
[00:06:09.040 --> 00:06:12.360]  無論你是第一次或者很多次都好
[00:06:12.360 --> 00:06:14.200]  我們一起來看看這篇詩篇
[00:06:14.200 --> 00:06:15.640]  當到第二節的時候
[00:06:15.640 --> 00:06:19.000]  我們再讀兩次
[00:06:19.000 --> 00:06:21.000]  預備,我們1,2,3來
[00:06:21.000 --> 00:06:33.680]  默想神的話語
[00:06:33.680 --> 00:06:34.720]  再來一次
[00:06:34.720 --> 00:06:38.360]  唯喜愛耶和華的律法
[00:06:38.360 --> 00:06:40.160]  就業思想
[00:06:40.160 --> 00:06:42.360]  這人便會有福
[00:06:42.360 --> 00:06:43.080]  繼續
[00:06:43.080 --> 00:06:48.040]  他要像一棵樹栽在溪水旁
[00:06:48.040 --> 00:06:50.320]  按時候結果子
[00:06:50.320 --> 00:06:52.800]  葉子也不枯乾
[00:06:52.800 --> 00:06:56.440]  凡他所作的盡都順利
[00:06:56.440 --> 00:06:58.960]  惡人並不是這樣
[00:06:58.960 --> 00:07:02.800]  奶醬慷飛被風吹散
[00:07:02.800 --> 00:07:05.880]  因此當審判的時候
[00:07:05.880 --> 00:07:08.560]  惡人便站立不住
[00:07:08.560 --> 00:07:13.200]  遂人在異人的會中也是如此
[00:07:13.200 --> 00:07:17.040]  因為耶和華知道異人的道路
[00:07:17.040 --> 00:07:20.560]  惡人的道路卻必滅亡
[00:07:20.560 --> 00:07:22.840]  惡人的道路卻必滅亡
[00:07:22.840 --> 00:07:24.040]  如果用詩篇
[00:07:24.040 --> 00:07:26.120]  他很客氣的說
[00:07:26.120 --> 00:07:28.200]  如果他不客氣的時候
[00:07:28.200 --> 00:07:29.400]  就告訴你
[00:07:29.400 --> 00:07:32.400]  默想不遵守耶和華的話
[00:07:32.400 --> 00:07:33.720]  某些程度
[00:07:33.720 --> 00:07:36.560]  類似等同惡人
[00:07:36.560 --> 00:07:38.480]  最終是什麼
[00:07:38.480 --> 00:07:40.200]  必滅亡
[00:07:40.200 --> 00:07:41.960]  所以其實他很客氣地
[00:07:41.960 --> 00:07:43.680]  用一個私人的感受
[00:07:43.680 --> 00:07:45.280]  告訴他一個感受
[00:07:45.280 --> 00:07:46.680]  他的經歷就是當我
[00:07:46.680 --> 00:07:50.200]  默想尊重耶和華神的話語的時候
[00:07:50.200 --> 00:07:52.240]  我的生命便會有福氣
[00:07:52.240 --> 00:07:53.560]  當我不想
[00:07:53.560 --> 00:07:54.400]  不聽
[00:07:54.400 --> 00:07:56.560]  不理耶和華的話語的時候
[00:07:56.560 --> 00:07:59.000]  我的生命就像惡人一樣
[00:07:59.000 --> 00:08:03.800]  會被滅亡
[00:08:03.800 --> 00:08:06.000]  你當然會說牧師
[00:08:06.000 --> 00:08:08.880]  信了耶穌不是不必滅亡的嗎
[00:08:08.880 --> 00:08:09.720]  凡德永生
[00:08:09.720 --> 00:08:10.720]  我是信了耶穌
[00:08:10.720 --> 00:08:11.720]  我不看聖經
[00:08:11.720 --> 00:08:15.640]  我熟肉看看行不行
[00:08:15.640 --> 00:08:17.120]  所以滅亡的情況
[00:08:17.120 --> 00:08:19.320]  我們可以反過來說
[00:08:19.320 --> 00:08:23.040]  是你生命好像什麼都沒有
[00:08:23.040 --> 00:08:24.160]  你唯一有的
[00:08:24.160 --> 00:08:26.480]  就好像得救
[00:08:26.480 --> 00:08:27.840]  就好像你的房子
[00:08:27.840 --> 00:08:30.120]  用草用磨和階去做
[00:08:30.120 --> 00:08:31.160]  經過一燒
[00:08:31.160 --> 00:08:32.440]  還有沒有一個殼呢
[00:08:32.440 --> 00:08:33.760]  有一個殼
[00:08:33.760 --> 00:08:35.480]  但是接著就什麼都沒有
[00:08:35.480 --> 00:08:37.400]  所以我求主耶穌都幫助我們
[00:08:37.400 --> 00:08:38.640]  透過這篇詩篇
[00:08:38.640 --> 00:08:39.440]  透過今天信息
[00:08:39.440 --> 00:08:40.680]  第一樣我們
[00:08:40.680 --> 00:08:42.320]  他要強化我們的生命
[00:08:42.320 --> 00:08:43.480]  就是下一章
[00:08:43.480 --> 00:08:47.800]  我們要默想神的話語
[00:08:47.800 --> 00:08:49.160]  詩篇第一篇第二節說
[00:08:49.160 --> 00:08:52.240]  為喜愛耶和華律法晝夜思想
[00:08:52.240 --> 00:08:53.680]  這人便會有福
[00:08:53.680 --> 00:08:55.640]  我相信晝夜思想
[00:08:55.640 --> 00:08:56.680]  就是一個思想
[00:08:56.680 --> 00:08:57.880]  就是一個默想
[00:08:57.880 --> 00:08:59.760]  一個安靜
[00:08:59.760 --> 00:09:01.640]  我們讀經的時間
[00:09:01.640 --> 00:09:03.560]  或者叫做靈修
[00:09:03.560 --> 00:09:05.880]  英文叫做quiet time
[00:09:05.880 --> 00:09:07.440]  英文我喜歡這樣翻譯
[00:09:07.440 --> 00:09:09.320]  是安靜
[00:09:09.320 --> 00:09:10.760]  無論你多活躍
[00:09:10.760 --> 00:09:12.360]  伊的人即是外向的人
[00:09:12.360 --> 00:09:16.640]  你都需要有個安靜裡面
[00:09:16.640 --> 00:09:18.400]  當安靜的時候
[00:09:18.400 --> 00:09:19.400]  我很喜歡有時候敬拜
[00:09:19.400 --> 00:09:22.040]  打開手是什麼意思呢
[00:09:22.040 --> 00:09:22.880]  原來當我打開手
[00:09:22.880 --> 00:09:24.240]  就是安靜的時候
[00:09:24.240 --> 00:09:26.160]  神呀當我打開聖經的時候
[00:09:26.160 --> 00:09:27.560]  所以我每天讀經識記
[00:09:27.560 --> 00:09:28.680]  很好哦
[00:09:28.680 --> 00:09:30.400]  我記得上個禮拜六
[00:09:30.400 --> 00:09:32.000]  我很喜歡這篇
[00:09:32.000 --> 00:09:34.440]  我本來想講這個信息
[00:09:34.440 --> 00:09:35.960]  他又怎樣講呢
[00:09:35.960 --> 00:09:37.960]  他就是今天1月10號
[00:09:37.960 --> 00:09:40.680]  上個禮拜六
[00:09:40.680 --> 00:09:41.680]  上個禮拜一
[00:09:41.680 --> 00:09:43.040]  他說
[00:09:43.040 --> 00:09:43.640]  對不起
[00:09:43.640 --> 00:09:44.480]  是上個禮拜六
[00:09:44.480 --> 00:09:45.640]  他說神呀
[00:09:45.640 --> 00:09:47.560]  求你為我的心靈
[00:09:47.560 --> 00:09:48.400]  思想上
[00:09:48.400 --> 00:09:50.680]  抱上新歌新詞
[00:09:50.680 --> 00:09:51.920]  叫我的生命
[00:09:51.920 --> 00:09:52.920]  成為一首
[00:09:52.920 --> 00:09:54.640]  重贊的新歌
[00:09:54.640 --> 00:09:56.640]  這個是一個禱告開始
[00:09:56.640 --> 00:09:58.000]  當我們有一個quiet time
[00:09:58.000 --> 00:09:58.880]  思想神的話
[00:09:58.880 --> 00:10:00.120]  強化生命的時候
[00:10:00.120 --> 00:10:00.920]  打開手
[00:10:00.920 --> 00:10:03.720]  上帝的話就臨到我們裡面
[00:10:03.720 --> 00:10:05.520]  禱告就好像彷彿這張手
[00:10:05.520 --> 00:10:08.600]  我們接著
[00:10:08.600 --> 00:10:09.640]  感謝主
[00:10:09.640 --> 00:10:10.720]  我們的聖經
[00:10:10.720 --> 00:10:12.480]  已經從上面下來
[00:10:12.480 --> 00:10:13.720]  不需要你想
[00:10:13.720 --> 00:10:15.040]  哇 掉了一條金句下來
[00:10:15.040 --> 00:10:15.560]  不用的
[00:10:15.560 --> 00:10:16.600]  你打開
[00:10:16.600 --> 00:10:17.960]  去到哪裡
[00:10:17.960 --> 00:10:19.280]  就去到哪裡
[00:10:19.280 --> 00:10:20.920]  有一個人叫江秀琴
[00:10:20.920 --> 00:10:22.800]  他說怎樣神會引導他呢
[00:10:22.800 --> 00:10:24.400]  他看聖經看到哪裡的時候
[00:10:24.400 --> 00:10:26.160]  通常他的事情
[00:10:26.160 --> 00:10:29.080]  都由那裡去明白
[00:10:29.080 --> 00:10:30.680]  所以有興趣你看看
[00:10:30.680 --> 00:10:32.120]  江秀琴寫的那本書
[00:10:32.120 --> 00:10:33.480]  明白神的旨意
[00:10:33.480 --> 00:10:35.400]  為什麼我們要默想呢
[00:10:35.400 --> 00:10:37.600]  因為神的話重要
[00:10:37.600 --> 00:10:39.560]  當然神話很重要很多東西
[00:10:39.560 --> 00:10:40.400]  包括四點
[00:10:40.400 --> 00:10:42.800]  我們一起去
[00:10:42.800 --> 00:10:43.360]  經過好嗎
[00:10:43.360 --> 00:10:44.360]  第一
[00:10:44.360 --> 00:10:45.160]  他要指引
[00:10:45.160 --> 00:10:46.480]  剛才講了江秀琴
[00:10:46.480 --> 00:10:47.680]  因為聖經說
[00:10:47.680 --> 00:10:48.400]  詩篇
[00:10:48.400 --> 00:10:49.440]  在舊約都說
[00:10:49.440 --> 00:10:50.960]  你的話是我腳前的燈
[00:10:50.960 --> 00:10:52.160]  路上的光
[00:10:52.160 --> 00:10:53.440]  是嗎
[00:10:53.440 --> 00:10:55.360]  今日的人不明白這個說話
[00:10:55.360 --> 00:10:56.240]  因為為什麼呢
[00:10:56.240 --> 00:10:58.160]  你走路全部有街燈
[00:10:58.160 --> 00:10:59.800]  但當你去到鄉村的時候
[00:10:59.800 --> 00:11:01.280]  你拿著電筒你就明白
[00:11:01.280 --> 00:11:02.600]  你的話是我腳前的燈
[00:11:02.600 --> 00:11:03.440]  路上的光
[00:11:03.440 --> 00:11:05.320]  沒有了它就怎樣
[00:11:05.320 --> 00:11:07.680]  你就會踩到田裡
[00:11:07.680 --> 00:11:09.880]  所以這個要你真是
[00:11:09.880 --> 00:11:10.800]  深深感受到
[00:11:10.800 --> 00:11:12.080]  你需要指引的時候
[00:11:12.080 --> 00:11:13.280]  我的出路是上帝
[00:11:13.280 --> 00:11:13.760]  所以第一
[00:11:13.760 --> 00:11:15.120]  上帝的話是指引
[00:11:15.120 --> 00:11:17.040]  第二上帝的話是什麼
[00:11:17.040 --> 00:11:18.440]  是活著的元素
[00:11:18.440 --> 00:11:20.240]  耶穌在受完試探的時候
[00:11:20.240 --> 00:11:21.760]  他深深第一件事
[00:11:21.760 --> 00:11:23.600]  或者他受試探禁食
[00:11:23.600 --> 00:11:25.000]  然後第一件事他說
[00:11:25.000 --> 00:11:26.840]  人活著
[00:11:26.840 --> 00:11:28.520]  不是單靠食物
[00:11:28.520 --> 00:11:31.840]  乃是靠口裡所出的一切話
[00:11:31.840 --> 00:11:34.440]  乃是靠神口裡所出的一切話
[00:11:34.440 --> 00:11:35.080]  我想問
[00:11:35.080 --> 00:11:38.160]  耶穌有沒有叫我們吃東西
[00:11:38.160 --> 00:11:38.880]  問一問隔壁
[00:11:38.880 --> 00:11:41.240]  耶穌有沒有叫啊
[00:11:41.240 --> 00:11:44.120]  有沒有叫啊
[00:11:44.120 --> 00:11:45.880]  有沒有叫
[00:11:45.880 --> 00:11:46.640]  有啊
[00:11:46.640 --> 00:11:48.480]  耶穌不否定我們吃東西的
[00:11:48.480 --> 00:11:49.600]  所以不要吃自助餐
[00:11:49.600 --> 00:11:52.040]  有罪咎才行的
[00:11:52.040 --> 00:11:52.640]  不過他說
[00:11:52.640 --> 00:11:53.480]  人活著
[00:11:53.480 --> 00:11:56.080]  不是單單靠食物
[00:11:56.080 --> 00:11:57.320]  是嗎
[00:11:57.320 --> 00:11:58.600]  當一個信了耶穌的人
[00:11:58.600 --> 00:12:00.120]  不看聖經的時候
[00:12:00.120 --> 00:12:02.080]  他會覺得有些空虛的
[00:12:02.080 --> 00:12:03.520]  總有一些東西填滿
[00:12:03.520 --> 00:12:05.560]  因為沒有上帝的話來到
[00:12:05.560 --> 00:12:07.800]  所以上帝話是一個生命的元素
[00:12:07.800 --> 00:12:08.760]  第三
[00:12:08.760 --> 00:12:09.760]  上帝話是什麼
[00:12:09.760 --> 00:12:11.080]  是生命
[00:12:11.080 --> 00:12:12.640]  他說叫人活著的乃是零
[00:12:12.640 --> 00:12:15.160]  這裡沒有矛盾的
[00:12:15.160 --> 00:12:16.320]  和馬太福音
[00:12:16.320 --> 00:12:20.040]  因為馬太是和門徒說的
[00:12:20.040 --> 00:12:21.280]  就是告訴他
[00:12:21.280 --> 00:12:22.040]  人你是人
[00:12:22.040 --> 00:12:23.080]  門徒也是
[00:12:23.080 --> 00:12:24.040]  以色列人都是人
[00:12:24.040 --> 00:12:25.400]  所以人需要食物
[00:12:25.400 --> 00:12:26.760]  但是還有一樣需要
[00:12:26.760 --> 00:12:28.000]  就是尊重神的話
[00:12:28.000 --> 00:12:29.080]  但是約翰福音
[00:12:29.080 --> 00:12:30.440]  是和哲學家說的
[00:12:30.440 --> 00:12:31.840]  你知不知道哲學家是什麼
[00:12:31.840 --> 00:12:34.200]  他喜歡想形而上的東西
[00:12:34.200 --> 00:12:36.080]  越豐富就越豐富
[00:12:36.080 --> 00:12:37.200]  他寧願不吃
[00:12:37.200 --> 00:12:39.280]  他也要想那些東西
[00:12:39.280 --> 00:12:40.600]  有沒有試過
[00:12:40.600 --> 00:12:42.520]  就是做事做到激烈的時候
[00:12:42.520 --> 00:12:44.040]  不吃東西也做東西
[00:12:44.040 --> 00:12:44.960]  就是這樣
[00:12:44.960 --> 00:12:46.680]  這叫工作狂
[00:12:46.680 --> 00:12:48.360]  哲學家就是思想狂
[00:12:48.360 --> 00:12:50.600]  所以約翰對著一些哲學家
[00:12:50.600 --> 00:12:50.960]  他就說
[00:12:50.960 --> 00:12:52.680]  叫人活著的是什麼
[00:12:52.680 --> 00:12:53.160]  是零
[00:12:53.160 --> 00:12:53.640]  哇
[00:12:53.640 --> 00:12:55.360]  中聽
[00:12:55.360 --> 00:12:57.600]  所以什麼是零
[00:12:57.600 --> 00:13:00.120]  乃是神口裡所出之一切的話
[00:13:00.120 --> 00:13:02.160]  叫人活著是零
[00:13:02.160 --> 00:13:03.360]  肉體是無益的
[00:13:03.360 --> 00:13:04.400]  哲學家是
[00:13:04.400 --> 00:13:05.680]  肉體是敗壞的
[00:13:05.680 --> 00:13:07.480]  然後我對你的話
[00:13:07.480 --> 00:13:07.960]  就是零
[00:13:07.960 --> 00:13:08.920]  就是生命
[00:13:08.920 --> 00:13:09.640]  OK
[00:13:09.640 --> 00:13:13.160]  原來上帝的話語是一個生命
[00:13:13.160 --> 00:13:14.320]  當然最後
[00:13:14.320 --> 00:13:17.040]  我今天簡單講到
[00:13:17.040 --> 00:13:19.040]  話語重要的最後就是
[00:13:19.040 --> 00:13:22.160]  得肉的源頭
[00:13:22.160 --> 00:13:26.000]  保羅在提摩太后書講這句話
[00:13:26.000 --> 00:13:30.080]  完全是針對舊約
[00:13:30.080 --> 00:13:31.200]  OK
[00:13:31.200 --> 00:13:32.960]  但今天當我們現代人
[00:13:32.960 --> 00:13:35.600]  新約領袖主餐這班門徒
[00:13:35.600 --> 00:13:36.960]  你和我
[00:13:36.960 --> 00:13:39.360]  是去到整本的《聖經》
[00:13:39.360 --> 00:13:40.640]  新舊約
[00:13:40.640 --> 00:13:42.200]  所以無論是舊約也好
[00:13:42.200 --> 00:13:43.000]  新約也好
[00:13:43.000 --> 00:13:45.240]  都有以下這個證據
[00:13:45.240 --> 00:13:46.640]  我們一起讀一下提摩太后書
[00:13:46.640 --> 00:13:47.280]  三章
[00:13:47.280 --> 00:13:48.600]  十六十七字好嗎
[00:13:48.600 --> 00:13:49.640]  試一下
[00:13:49.640 --> 00:13:50.400]  擺在我們心目中
[00:13:50.400 --> 00:13:52.200]  我們應用1230
[00:13:52.200 --> 00:13:55.200]  《聖經》都是神所默示的
[00:13:55.200 --> 00:13:58.480]  於教訓督責使人歸正
[00:13:58.480 --> 00:14:01.960]  教導人學義都是有益的
[00:14:01.960 --> 00:14:03.600]  教屬神的人
[00:14:03.600 --> 00:14:08.800]  得以完全預備行各樣的善事
[00:14:08.800 --> 00:14:10.240]  這個是得肉的源頭
[00:14:10.240 --> 00:14:11.600]  所以這個你擺在裡面
[00:14:11.600 --> 00:14:15.520]  教青少年很對
[00:14:15.520 --> 00:14:18.200]  因為生命需要強化
