
[00:00:00.000 --> 00:00:03.000]  今篇題目很簡單
[00:02:53.000 --> 00:02:55.000]  你靠隻眼去睇
[00:02:55.000 --> 00:02:57.000]  咁你就知道發生緊咩事
[00:02:57.000 --> 00:02:59.000]  你靠隻耳去聽
[00:02:59.000 --> 00:03:02.000]  因為我哋同外邊嘅世界接觸嘅時候
[00:03:02.000 --> 00:03:04.000]  吸取一啲資訊
[00:03:04.000 --> 00:03:07.000]  令我哋明白出現發生緊咩事
[00:03:07.000 --> 00:03:10.000]  咁眼同耳都有呢個好重要嘅功能
[00:03:10.000 --> 00:03:13.000]  而呢一節嘅經文將嗰隻眼
[00:03:13.000 --> 00:03:15.000]  就掹到落去個心嗰度
[00:03:15.000 --> 00:03:17.000]  要將你嘅心歸我
[00:03:17.000 --> 00:03:20.000]  然後眼就要喜悅我嘅道路
[00:03:20.000 --> 00:03:22.000]  咁大家有冇諗過個心
[00:03:22.000 --> 00:03:24.000]  同眼有咩關係呀?
[00:03:24.000 --> 00:03:26.000]  其實好大關係
[00:03:26.000 --> 00:03:30.000]  我哋可能好多時都經歷呢個關係
[00:03:30.000 --> 00:03:32.000]  因為人嗰個心
[00:03:32.000 --> 00:03:34.000]  其實你喺度諗緊咩
[00:03:34.000 --> 00:03:36.000]  你就會想去睇呢啲嘢
[00:03:36.000 --> 00:03:38.000]  諗下呢句說話先
[00:03:38.000 --> 00:03:40.000]  你個心諗住啲咩嘢
[00:03:40.000 --> 00:03:42.000]  你就想去睇下佢
[00:03:42.000 --> 00:03:44.000]  咁好得意就係調返轉頭都啱
[00:03:44.000 --> 00:03:46.000]  你隻眼睇咗啲咩呢?
[00:03:46.000 --> 00:03:48.000]  就會令到你個心
[00:03:48.000 --> 00:03:50.000]  諗住啲咩㗎
[00:03:50.000 --> 00:03:52.000]  好似一個銅環咁樣㗎喎
[00:03:52.000 --> 00:03:55.000]  你嘅心掛嗰樣嘢你去睇啦
[00:03:55.000 --> 00:03:58.000]  越睇你又越會想住佢㗎喎
[00:03:58.000 --> 00:04:00.000]  咁呢度女士多係咪?
[00:04:00.000 --> 00:04:02.000]  女士又會購物呀
[00:04:02.000 --> 00:04:04.000]  多唔少都有呀
[00:04:04.000 --> 00:04:06.000]  有冇試過呢
[00:04:06.000 --> 00:04:08.000]  嗰樣嘢睇下
[00:04:08.000 --> 00:04:10.000]  幾好
[00:04:10.000 --> 00:04:12.000]  咁咪唔買嘢走啦
[00:04:12.000 --> 00:04:14.000]  個心掛住又去再睇下
[00:04:14.000 --> 00:04:16.000]  越睇就越掛住
[00:04:16.000 --> 00:04:18.000]  越睇就越好
[00:04:18.000 --> 00:04:20.000]  咁佢終於咩?
[00:04:20.000 --> 00:04:22.000]  終於就買咗啦
[00:04:22.000 --> 00:04:24.000]  買完之後後悔呢一陣子
[00:04:24.000 --> 00:04:26.000]  但係總之嚟講個心
[00:04:26.000 --> 00:04:28.000]  你好掛住啲嘢你又想去睇
[00:04:28.000 --> 00:04:30.000]  越睇又越想
[00:04:30.000 --> 00:04:32.000]  心同眼有冇咁嘅關係
[00:04:32.000 --> 00:04:34.000]  所以如果你將呢個擺返落去
[00:04:34.000 --> 00:04:36.000]  呢句說話嗰陣
[00:04:36.000 --> 00:04:38.000]  好重要
[00:04:38.000 --> 00:04:40.000]  你個心要歸咗十字
[00:04:40.000 --> 00:04:42.000]  咁你隻眼要睇啲咩?
[00:04:42.000 --> 00:04:44.000]  你眼要睇嗰啲都係關乎神
[00:04:44.000 --> 00:04:46.000]  國
[00:04:46.000 --> 00:04:48.000]  神嘅教導
[00:04:48.000 --> 00:04:50.000]  神想你好嘅嘢
[00:04:50.000 --> 00:04:52.000]  咁然後你睇咗嗰啲嘢呢
[00:04:52.000 --> 00:04:54.000]  你又會更加諗返住
[00:04:54.000 --> 00:04:56.000]  關乎神教導你嘅嘢
[00:04:56.000 --> 00:04:58.000]  一個咁嘅循環就好囉
[00:04:58.000 --> 00:05:00.000]  明唔明呀
[00:05:00.000 --> 00:05:02.000]  所以你個心要歸咗神就好重要
[00:05:02.000 --> 00:05:04.000]  然後你隻眼呢
[00:05:04.000 --> 00:05:06.000]  你就會喜悅佢嘅道路
[00:05:06.000 --> 00:05:08.000]  因為呢睇創世記
[00:05:08.000 --> 00:05:10.000]  大家如果睇照片就算唔多都睇過創世記
[00:05:10.000 --> 00:05:12.000]  咁夏娃係點講呀?
[00:05:12.000 --> 00:05:16.000]  有個廚神話佢
[00:05:16.000 --> 00:05:18.000]  我知你唔好食呀
[00:05:18.000 --> 00:05:20.000]  咁佢就係嗰度睇呀
[00:05:20.000 --> 00:05:22.000]  越睇佢越鍾意呀
[00:05:22.000 --> 00:05:24.000]  跟住當年就話佢講幾句呢
[00:05:24.000 --> 00:05:26.000]  嘩!仲更加越睇越鍾意
[00:05:26.000 --> 00:05:28.000]  跟住就話
[00:05:28.000 --> 00:05:30.000]  跟住就食咗佢
[00:05:30.000 --> 00:05:32.000]  神話佢唔好食呀
[00:05:32.000 --> 00:05:34.000]  但佢就越睇越鍾意
[00:05:34.000 --> 00:05:36.000]  咁就食咗佢
[00:05:36.000 --> 00:05:38.000]  所以你隻眼好重要
[00:05:38.000 --> 00:05:40.000]  呢句經文
[00:05:40.000 --> 00:05:42.000]  叫我地個心歸咗神先
[00:05:42.000 --> 00:05:44.000]  跟住就話你隻眼要喜悅佢嘅道路
[00:05:44.000 --> 00:05:46.000]  呢個次序都好重要
[00:05:46.000 --> 00:05:48.000]  因為呢
[00:05:48.000 --> 00:05:50.000]  我地個心
[00:05:50.000 --> 00:05:52.000]  黎到去作主導
[00:05:52.000 --> 00:05:54.000]  帶到我地隻眼去睇邊啲嘢
[00:05:54.000 --> 00:05:56.000]  咁就好啦
[00:05:56.000 --> 00:05:58.000]  如果你調返轉頭呢
[00:05:58.000 --> 00:06:00.000]  首先用你隻眼先
[00:06:00.000 --> 00:06:02.000]  你隻眼睇完之後呢
[00:06:02.000 --> 00:06:04.000]  就叫你個心跟住呢
[00:06:04.000 --> 00:06:06.000]  咁出事嘅機會大啲
[00:06:06.000 --> 00:06:08.000]  你試下
[00:06:08.000 --> 00:06:10.000]  行街shopping
[00:06:10.000 --> 00:06:12.000]  睇多啲嘢睇耐啲嘢
[00:06:12.000 --> 00:06:14.000]  玩完睇到越多嘢越鍾意
[00:06:14.000 --> 00:06:16.000]  咁其實會好唔得意
[00:06:16.000 --> 00:06:18.000]  因為你隻眼帶到你個心
[00:06:18.000 --> 00:06:20.000]  但如果你個心已經係定咗
[00:06:20.000 --> 00:06:22.000]  我今日去嗰度呢
[00:06:22.000 --> 00:06:24.000]  其實諗住買邊幾樣嘢
[00:06:24.000 --> 00:06:26.000]  睇完之後就ok啦
[00:06:26.000 --> 00:06:28.000]  咁就容易啲
[00:06:28.000 --> 00:06:30.000]  但如果你用隻眼帶到你個心
[00:06:30.000 --> 00:06:32.000]  去諗啲咩呢
[00:06:32.000 --> 00:06:34.000]  就危險嘅情況會唔多
[00:06:34.000 --> 00:06:36.000]  咁關乎呢個
[00:06:36.000 --> 00:06:38.000]  心呀眼呀
[00:06:38.000 --> 00:06:40.000]  呢個次序嘅問題呢
[00:06:40.000 --> 00:06:42.000]  我地文機堂呢
[00:06:42.000 --> 00:06:44.000]  有啲課程呢就非常多次
[00:06:44.000 --> 00:06:46.000]  喺佢課堂嗰處呢
[00:06:46.000 --> 00:06:48.000]  就提到一啲咁嘅關係呢
[00:06:48.000 --> 00:06:50.000]  佢就綜合得好好
[00:06:50.000 --> 00:06:52.000]  因為佢話人呢
[00:06:52.000 --> 00:06:54.000]  就有靈魂
[00:06:54.000 --> 00:06:58.000]  亦都有理性去控制一啲嘢
[00:06:58.000 --> 00:07:00.000]  亦都有個感情呢
[00:07:00.000 --> 00:07:02.000]  去喜歡一啲嘢
[00:07:02.000 --> 00:07:04.000]  咁我地呢
[00:07:04.000 --> 00:07:06.000]  呢幾方面我地都會知道人係有㗎
[00:07:06.000 --> 00:07:08.000]  個個都有感情
[00:07:08.000 --> 00:07:10.000]  有啲喜歡呀
[00:07:10.000 --> 00:07:12.000]  有啲人會愛呀
[00:07:12.000 --> 00:07:14.000]  亦都有理性去分析一啲嘢
[00:07:14.000 --> 00:07:16.000]  啱同唔啱
[00:07:16.000 --> 00:07:18.000]  亦都有我地嘅靈魂
[00:07:18.000 --> 00:07:20.000]  嘅靈性呢
[00:07:20.000 --> 00:07:22.000]  黐住神嗰邊去理解
[00:07:22.000 --> 00:07:24.000]  神起住啲咩嘢
[00:07:24.000 --> 00:07:26.000]  神嘅真理教佢啲咩嘢
[00:07:26.000 --> 00:07:28.000]  嗰個就係靈性
[00:07:28.000 --> 00:07:30.000]  理性同感性
[00:07:30.000 --> 00:07:32.000]  呢樣嘢佢就綜合得好好
[00:07:32.000 --> 00:07:34.000]  就係話咩呢
[00:07:34.000 --> 00:07:36.000]  佢話應該我地嘅感情呢
[00:07:36.000 --> 00:07:38.000]  係歸喺理性嘅
[00:07:38.000 --> 00:07:40.000]  控制底下
[00:07:40.000 --> 00:07:42.000]  你唔好畀你嘅感情呢
[00:07:42.000 --> 00:07:44.000]  無限地去發揮
[00:07:44.000 --> 00:07:46.000]  超越咗嗰個理性
[00:07:46.000 --> 00:07:48.000]  咁就唔好呀
[00:07:48.000 --> 00:07:50.000]  你嘅感情
[00:07:50.000 --> 00:07:52.000]  係啱嘅係正確嘅係神俾你嘅
[00:07:52.000 --> 00:07:54.000]  好事嘅
[00:07:54.000 --> 00:07:56.000]  不過要喺你嘅理性嘅下邊呢
[00:07:56.000 --> 00:07:58.000]  受佢管住
[00:07:58.000 --> 00:08:00.000]  不如你嘅理性呢
[00:08:00.000 --> 00:08:02.000]  亦都唔好無限地去發揮
[00:08:02.000 --> 00:08:04.000]  要俾你嘅靈性呢
[00:08:04.000 --> 00:08:06.000]  嚟去管住
[00:08:06.000 --> 00:08:08.000]  靈性即係話你睇多啲聖經呀
[00:08:08.000 --> 00:08:10.000]  了解神多啲呀真理講乜呀
[00:08:10.000 --> 00:08:12.000]  嗰個嚟去管轄住
[00:08:12.000 --> 00:08:14.000]  你嘅理性
[00:08:14.000 --> 00:08:16.000]  你嘅感情
[00:08:16.000 --> 00:08:18.000]  咁就好啦
[00:08:18.000 --> 00:08:20.000]  都啱囉
[00:08:20.000 --> 00:08:22.000]  如果調返轉頭呢
[00:08:22.000 --> 00:08:24.000]  呢個世界呢
[00:08:24.000 --> 00:08:26.000]  你都唔理我感受嘅咁樣呢
[00:08:26.000 --> 00:08:28.000]  咁我覺得呢
[00:08:28.000 --> 00:08:30.000]  我哋嘅感受係好重要
[00:08:30.000 --> 00:08:32.000]  即係啲嘢有冇理由都
[00:08:32.000 --> 00:08:34.000]  唔係重要啦
[00:08:34.000 --> 00:08:36.000]  我嘅感受係重要
[00:08:36.000 --> 00:08:38.000]  你講啲嘢係啦好有理由呀
[00:08:38.000 --> 00:08:40.000]  不過你都唔理我感受
[00:08:40.000 --> 00:08:42.000]  咁呢就唔出事嘅機會多
[00:08:42.000 --> 00:08:44.000]  以前嘅世界呢
[00:08:44.000 --> 00:08:46.000]  即係嗰啲雕塗呀
[00:08:46.000 --> 00:08:48.000]  我哋睇返電視呀出嚟㗎嘛
[00:08:48.000 --> 00:08:50.000]  有好多雕塗呢
[00:08:50.000 --> 00:08:52.000]  為咗個信仰呢竟然去到
[00:08:52.000 --> 00:08:54.000]  肯受苦啦
[00:08:54.000 --> 00:08:56.000]  啲家產俾人搶曬啦
[00:08:56.000 --> 00:08:58.000]  肯性命都唔要啦
[00:08:58.000 --> 00:09:00.000]  咁呢個就正正係
[00:09:00.000 --> 00:09:02.000]  佢嗰個嘅感情
[00:09:02.000 --> 00:09:04.000]  佢感覺到啲嘢舒唔舒服
[00:09:04.000 --> 00:09:06.000]  對肉心嗰個嘅
[00:09:06.000 --> 00:09:08.000]  舒適係畀個理性
[00:09:08.000 --> 00:09:10.000]  控制咗
[00:09:10.000 --> 00:09:12.000]  亦都畀佢嘅靈性呢管轄住
[00:09:12.000 --> 00:09:14.000]  咁佢就寧願犧牲
[00:09:14.000 --> 00:09:16.000]  都冇問題守住佢嘅信仰
[00:09:16.000 --> 00:09:18.000]  就係呢個法庭嘅作用
[00:09:18.000 --> 00:09:20.000]  如果你調返轉頭
[00:09:20.000 --> 00:09:22.000]  用自己嘅感情感覺
[00:09:22.000 --> 00:09:24.000]  放到好大嘅
[00:09:24.000 --> 00:09:26.000]  哦~叫聲
[00:09:26.000 --> 00:09:28.000]  敬拜下你就得啦係咪
[00:09:28.000 --> 00:09:30.000]  唔使受苦啦咁拜你都冇問題啦
[00:09:30.000 --> 00:09:32.000]  咁經過大熱利書
[00:09:32.000 --> 00:09:34.000]  講得好啦大熱利嗰啲呢
[00:09:34.000 --> 00:09:36.000]  寧願命都唔要都唔跪拜嗰個金像
[00:09:36.000 --> 00:09:38.000]  就俾我哋一個好嘅演化
[00:09:38.000 --> 00:09:40.000]  而係歷史裏面好多嘅基督徒呢
[00:09:40.000 --> 00:09:42.000]  為咗為真道呢
[00:09:42.000 --> 00:09:44.000]  而受苦甚至殉道呢
[00:09:44.000 --> 00:09:46.000]  亦都一個好嘅演化就我哋嘅感情
[00:09:46.000 --> 00:09:48.000]  感覺到我哋嘅
[00:09:48.000 --> 00:09:50.000]  感受係咪
[00:09:50.000 --> 00:09:52.000]  好重要呢係重要嘅
[00:09:52.000 --> 00:09:54.000]  不過唔能夠超越
[00:09:54.000 --> 00:09:56.000]  理性唔能夠超越真理
[00:09:56.000 --> 00:09:58.000]  所以呢
[00:09:58.000 --> 00:10:00.000]  神嘅真理呢好重要
[00:10:00.000 --> 00:10:02.000]  掌握咗神嘅真理嘅時候呢
[00:10:02.000 --> 00:10:04.000]  你有好多自己嘅理性可能
[00:10:04.000 --> 00:10:06.000]  都唔係太正確嘅呢
[00:10:06.000 --> 00:10:08.000]  就會被呢個真理呢
[00:10:08.000 --> 00:10:10.000]  嚟到管理住唔會超越
[00:10:10.000 --> 00:10:12.000]  又管理住你嘅
[00:10:12.000 --> 00:10:14.000]  感情你嘅感受呢
[00:10:14.000 --> 00:10:16.000]  亦都唔會令到你呢
[00:10:16.000 --> 00:10:18.000]  話為咗自己嘅感覺
[00:10:18.000 --> 00:10:20.000]  將佢無限擴大呢
[00:10:20.000 --> 00:10:22.000]  就令到啲真理都運化埋
[00:10:22.000 --> 00:10:24.000]  咁所以呢個次序都好緊要
[00:10:24.000 --> 00:10:26.000]  今日好多人嘅問題呀
[00:10:26.000 --> 00:10:28.000]  有好多人感覺到煩惱
[00:10:28.000 --> 00:10:30.000]  歸根究底
[00:10:30.000 --> 00:10:32.000]  按呢個方向去諗呢
[00:10:32.000 --> 00:10:34.000]  就係話覺得自己嘅感受
[00:10:34.000 --> 00:10:36.000]  係好重要
[00:10:36.000 --> 00:10:38.000]  我嘅感受好重要
[00:10:38.000 --> 00:10:40.000]  重要過你嘅感受
[00:10:40.000 --> 00:10:42.000]  重要過你講嗰啲嘢有冇道理
[00:10:42.000 --> 00:10:44.000]  更加唔好同我
[00:10:44.000 --> 00:10:46.000]  講啲性真理啦嗰啲
[00:10:46.000 --> 00:10:48.000]  我嘅感受而家係好重要
[00:10:48.000 --> 00:10:50.000]  感覺到舒適暢快
[00:10:50.000 --> 00:10:52.000]  咩嘢都重要
[00:10:52.000 --> 00:10:54.000]  而家好多時好多人
[00:10:54.000 --> 00:10:56.000]  都會係咁
[00:10:56.000 --> 00:10:58.000]  如果你同佢講到話真理點講呢
[00:10:58.000 --> 00:11:00.000]  我聽過唔少次
[00:11:00.000 --> 00:11:02.000]  有人咁講呢個好難嘅
[00:11:02.000 --> 00:11:06.000]  咁就唔係喎
[00:11:06.000 --> 00:11:08.000]  咁又真係好難
[00:11:08.000 --> 00:11:10.000]  即係考試呀
[00:11:10.000 --> 00:11:12.000]  考試攞百分點真係好難
[00:11:12.000 --> 00:11:14.000]  試試考試有幾多個攞百分
[00:11:14.000 --> 00:11:16.000]  咁但係你讀書呀
[00:11:16.000 --> 00:11:18.000]  努力呀都要以呢個
[00:11:18.000 --> 00:11:20.000]  為目標㗎嘛
[00:11:20.000 --> 00:11:22.000]  唔係話都好難㗎咁你就完全
[00:11:22.000 --> 00:11:24.000]  唔去努力㗎嘛
[00:11:24.000 --> 00:11:26.000]  個目標仍然係度真理一樣
[00:11:26.000 --> 00:11:28.000]  好多神想我哋去行
[00:11:28.000 --> 00:11:30.000]  真理呢其實都有啲難
[00:11:30.000 --> 00:11:32.000]  咁但係神個標準就係咁高㗎啦
[00:11:32.000 --> 00:11:34.000]  咁我哋呢個方向呢
[00:11:34.000 --> 00:11:36.000]  向住你走呢始終有一日呢
[00:11:36.000 --> 00:11:38.000]  越走越近咁呢個就係
[00:11:38.000 --> 00:11:40.000]  我哋應該要做
[00:11:40.000 --> 00:11:42.000]  如果你一句就話好難嘅
[00:11:42.000 --> 00:11:44.000]  真理嗰啲你啦
[00:11:44.000 --> 00:11:46.000]  咁呢就唔係啦
[00:11:46.000 --> 00:11:48.000]  咁你就會越行呢
[00:11:48.000 --> 00:11:50.000]  越行返去自己嗰條路
[00:11:50.000 --> 00:11:52.000]  所以聖經嘅真理呢亦都有好多呢
[00:11:52.000 --> 00:11:54.000]  其實好簡單㗎喎即係你話難
[00:11:54.000 --> 00:11:56.000]  總之係難啦但亦都係好簡單
[00:11:56.000 --> 00:11:58.000]  咁你講出嚟呢就其實呢
[00:11:58.000 --> 00:12:00.000]  宗教咁多年呢
[00:12:00.000 --> 00:12:02.000]  好多呢啲嘅簡單
[00:12:02.000 --> 00:12:04.000]  抽取咗出嚟嘅
[00:12:04.000 --> 00:12:06.000]  重要真理呢
[00:12:06.000 --> 00:12:08.000]  就一字同詞㗎咋
[00:12:08.000 --> 00:12:10.000]  咁你就忍耐啦
[00:12:10.000 --> 00:12:12.000]  我哋成日講
[00:12:12.000 --> 00:12:14.000]  咁有啲人就話忍耐好難
[00:12:14.000 --> 00:12:16.000]  唔忍囉
[00:12:16.000 --> 00:12:18.000]  咁見到依家呢個世界好多人
[00:12:18.000 --> 00:12:20.000]  忍耐就點呀
[00:12:20.000 --> 00:12:22.000]  一有啲咩不如意嘅時候
[00:12:22.000 --> 00:12:24.000]  嘩當街當巷
[00:12:24.000 --> 00:12:26.000]  大吵大鬧呀
[00:12:26.000 --> 00:12:28.000]  有啲咩嘢唔如意嘅
[00:12:28.000 --> 00:12:30.000]  我唔可以忍耐你呀
[00:12:30.000 --> 00:12:32.000]  咁呢個世界就如
[00:12:32.000 --> 00:12:34.000]  等候啦
[00:12:34.000 --> 00:12:36.000]  基督教成日叫我哋等候
[00:12:36.000 --> 00:12:38.000]  你作為
[00:12:38.000 --> 00:12:40.000]  精神嘅世界嘅
[00:12:40.000 --> 00:12:42.000]  我哋要等候
[00:12:42.000 --> 00:12:44.000]  嗰啲機場嗰啲呢
[00:12:44.000 --> 00:12:46.000]  即係有啲咩
[00:12:46.000 --> 00:12:48.000]  天地變化
[00:12:48.000 --> 00:12:50.000]  經營唔到嗰啲呢
[00:12:50.000 --> 00:12:52.000]  生活報告嗰啲人就話
[00:12:52.000 --> 00:12:54.000]  多數係中國人
[00:12:54.000 --> 00:12:56.000]  喺度吵呀大吵大鬧呀
[00:12:56.000 --> 00:12:58.000]  打培賞啦咁樣
[00:12:58.000 --> 00:13:00.000]  嗰啲係我哋都唔知道
[00:13:00.000 --> 00:13:02.000]  喺我哋普通嘅價值觀
[00:13:02.000 --> 00:13:04.000]  呢個都係有問題
[00:13:04.000 --> 00:13:06.000]  即係唔係你嘅感受最大
[00:13:06.000 --> 00:13:08.000]  有啲嘢無可避免嘅
[00:13:08.000 --> 00:13:10.000]  人哋個機場封晒呀有啲航班
[00:13:10.000 --> 00:13:12.000]  運完咗要安排你都要畀時間
[00:13:12.000 --> 00:13:14.000]  人哋要做下嘢
[00:13:14.000 --> 00:13:16.000]  你喺度大吵大鬧呀即係唔肯等
[00:13:16.000 --> 00:13:18.000]  咁嗰個唔係一個
[00:13:18.000 --> 00:13:20.000]  最好嘅反應
[00:13:20.000 --> 00:13:22.000]  正經嘅教我哋咩呀
[00:13:22.000 --> 00:13:24.000]  離開吃虧
[00:13:24.000 --> 00:13:26.000]  呢個真係違反現代人
[00:13:26.000 --> 00:13:28.000]  嘅主意
[00:13:28.000 --> 00:13:30.000]  吃虧
[00:13:30.000 --> 00:13:32.000]  個消費者係度畀咗錢
[00:13:32.000 --> 00:13:34.000]  點得過個吃虧呀咁樣
[00:13:34.000 --> 00:13:36.000]  好多人拎出嚟嗰個道理真係咁講
[00:13:36.000 --> 00:13:38.000]  點解要過個蝕禮
[00:13:38.000 --> 00:13:40.000]  唔肯蝕禮
[00:13:40.000 --> 00:13:42.000]  正經又話唔好為自己
[00:13:42.000 --> 00:13:44.000]  伸冤
[00:13:44.000 --> 00:13:46.000]  我而家含冤莫白
[00:13:46.000 --> 00:13:48.000]  你屈我
[00:13:48.000 --> 00:13:50.000]  我梗係要為自己伸冤
[00:13:50.000 --> 00:13:52.000]  見到有啲新聞呢
[00:13:52.000 --> 00:13:54.000]  有啲人報仇法庭
[00:13:54.000 --> 00:13:56.000]  咁我就覺得話
[00:13:56.000 --> 00:13:58.000]  ok嘅報仇法庭
[00:13:58.000 --> 00:14:00.000]  不過證明嗰啲係基督徒
[00:14:00.000 --> 00:14:02.000]  因為一啲
[00:14:02.000 --> 00:14:04.000]  紛爭或者呢啲佢自己覺得
[00:14:04.000 --> 00:14:06.000]  受咗委屈
[00:14:06.000 --> 00:14:08.000]  報咗法庭
[00:14:08.000 --> 00:14:10.000]  咁我就覺得按正經嘅真理
[00:14:10.000 --> 00:14:12.000]  唔係咁好囉
[00:14:12.000 --> 00:14:14.000]  你係啱嘅係啱晒嘅
[00:14:14.000 --> 00:14:16.000]  按緊個法例你係有權咁樣做
[00:14:16.000 --> 00:14:18.000]  不過正經嘅教我哋唔好為自己伸冤
[00:14:18.000 --> 00:14:20.000]  主會為我哋伸冤
[00:14:20.000 --> 00:14:22.000]  到適當嘅時間
[00:14:22.000 --> 00:14:24.000]  就會㗎啦
[00:14:24.000 --> 00:14:26.000]  咁你信唔信得個神交俾神呢
[00:14:26.000 --> 00:14:28.000]  上一個禮拜
[00:14:28.000 --> 00:14:30.000]  盧曼芳突然影嚟講
[00:14:30.000 --> 00:14:32.000]  講咩呀
[00:14:32.000 --> 00:14:34.000]  差唔多你記得嘅
[00:14:34.000 --> 00:14:36.000]  個頭頂粒
[00:14:36.000 --> 00:14:38.000]  鄧美嘅家鄉
[00:14:38.000 --> 00:14:40.000]  聖經教我哋呢
[00:14:40.000 --> 00:14:42.000]  依家呢個世界暫時
[00:14:42.000 --> 00:14:44.000]  我哋要盼望個鄧美嘅家鄉
[00:14:44.000 --> 00:14:46.000]  你係咪用呢個
[00:14:46.000 --> 00:14:48.000]  嚟帶領住你嗰個嘅生活
[00:14:48.000 --> 00:14:50.000]  你嗰個標準
[00:14:50.000 --> 00:14:52.000]  你嗰個感情
[00:14:52.000 --> 00:14:54.000]  呢度又好簡單
[00:14:54.000 --> 00:14:56.000]  唔好講到半十字架咁誇張
[00:14:56.000 --> 00:14:58.000]  一啲好簡單嘅聖經教導
[00:14:58.000 --> 00:15:00.000]  我哋嘅真理呢
