
[00:00:00.000 --> 00:00:03.000]  今天我要跟各位分享的訊息是
[00:09:03.000 --> 00:09:06.000]  翻新她的櫥櫃
[00:09:06.000 --> 00:09:10.000]  所以她就用了磨砂機開始打磨
[00:09:10.000 --> 00:09:12.000]  結果磨砂機壞了
[00:09:12.000 --> 00:09:16.000]  結果她就順手把這個磨砂機呢
[00:09:16.000 --> 00:09:21.000]  丟到教會發給他們的袋子裡面
[00:09:21.000 --> 00:09:26.000]  她就到外面的五金行工具店去
[00:09:26.000 --> 00:09:28.000]  看看能不能修理
[00:09:28.000 --> 00:09:30.000]  或換一個新的
[00:09:30.000 --> 00:09:32.000]  結果她去找了半天
[00:09:32.000 --> 00:09:34.000]  找不到
[00:09:34.000 --> 00:09:36.000]  結果有一個店員
[00:09:36.000 --> 00:09:38.000]  就過來幫她
[00:09:38.000 --> 00:09:39.000]  也是找了半天
[00:09:39.000 --> 00:09:40.000]  找不到
[00:09:40.000 --> 00:09:42.000]  後來店員就說
[00:09:42.000 --> 00:09:45.000]  你這個牌子的已經沒有在做了
[00:09:45.000 --> 00:09:48.000]  店員就順手就抓了一個
[00:09:48.000 --> 00:09:49.000]  他說這樣子好了
[00:09:49.000 --> 00:09:51.000]  這個就送給你
[00:09:51.000 --> 00:09:52.000]  他說真的
[00:09:52.000 --> 00:09:54.000]  他說你就跟那個Cashier講
[00:09:54.000 --> 00:09:56.000]  跟那個收銀的說
[00:09:56.000 --> 00:09:59.000]  我是店員25號
[00:09:59.000 --> 00:10:00.000]  OK
[00:10:00.000 --> 00:10:02.000]  所以他就拿去了
[00:10:02.000 --> 00:10:05.000]  就排在隊伍中間要付錢了
[00:10:05.000 --> 00:10:10.000]  結果付錢的那個Cashier就說
[00:10:10.000 --> 00:10:12.000]  你上來
[00:10:12.000 --> 00:10:13.000]  他說我啊
[00:10:13.000 --> 00:10:14.000]  對
[00:10:14.000 --> 00:10:15.000]  就是你
[00:10:15.000 --> 00:10:16.000]  你先上來
[00:10:16.000 --> 00:10:17.000]  你就一樣東西
[00:10:17.000 --> 00:10:18.000]  你就上來
[00:10:18.000 --> 00:10:21.000]  所以他就很不好意思的就上來了
[00:10:21.000 --> 00:10:24.000]  跑到最前面去了
[00:10:24.000 --> 00:10:26.000]  這個店員就給他算帳
[00:10:26.000 --> 00:10:28.000]  店員說
[00:10:28.000 --> 00:10:31.000]  你那個教會也是我去的教會
[00:10:31.000 --> 00:10:33.000]  他說我今天看你
[00:10:33.000 --> 00:10:35.000]  今天是神特別恩待你
[00:10:35.000 --> 00:10:36.000]  你就上來
[00:10:36.000 --> 00:10:40.000]  那麼你就可以先結帳
[00:10:40.000 --> 00:10:43.000]  然後他就說
[00:10:43.000 --> 00:10:46.000]  後面那個店員跟我說
[00:10:46.000 --> 00:10:48.000]  這個要免費送給我
[00:10:48.000 --> 00:10:51.000]  Cashier說哪有這種好事情啊
[00:10:51.000 --> 00:10:53.000]  那是哪一個店員啊
[00:10:53.000 --> 00:10:58.000]  他說他是25號的編號
[00:10:58.000 --> 00:10:59.000]  哦
[00:10:59.000 --> 00:11:01.000]  那是我們區域的總監
[00:11:01.000 --> 00:11:02.000]  好了
[00:11:02.000 --> 00:11:04.000]  你這個就是免費的
[00:11:04.000 --> 00:11:05.000]  什麼
[00:11:05.000 --> 00:11:07.000]  發生了什麼事情嗎
[00:11:07.000 --> 00:11:11.000]  神的恩寵造訪他
[00:11:11.000 --> 00:11:13.000]  真的是你不會想到的好事情
[00:11:13.000 --> 00:11:15.000]  都能夠發生
[00:11:15.000 --> 00:11:18.000]  假如我們碰到這種事情
[00:11:18.000 --> 00:11:20.000]  你真的要再一次感謝神
[00:11:20.000 --> 00:11:22.000]  讚美神
[00:11:22.000 --> 00:11:26.000]  因為那是最高神青睞的造訪
[00:11:26.000 --> 00:11:28.000]  神的恩典要圍繞我們
[00:11:28.000 --> 00:11:32.000]  神的祝福要與我們同在
[00:11:32.000 --> 00:11:33.000]  好的
[00:11:33.000 --> 00:11:35.000]  神的恩惠要圍繞著我們
[00:11:35.000 --> 00:11:37.000]  是的
[00:11:37.000 --> 00:11:38.000]  你要想想看
[00:11:38.000 --> 00:11:42.000]  我們生命的多受歡迎
[00:11:42.000 --> 00:11:45.000]  不是反映出我們生命有多強
[00:11:45.000 --> 00:11:47.000]  甚至於耶穌說的
[00:11:47.000 --> 00:11:51.000]  這世界會跟我們會作對
[00:11:51.000 --> 00:11:54.000]  甚至於不是說你有多成功
[00:11:54.000 --> 00:11:56.000]  你教育程度多少
[00:11:56.000 --> 00:11:59.000]  或者是你多幸運
[00:11:59.000 --> 00:12:01.000]  多有人際關係
[00:12:01.000 --> 00:12:04.000]  而是說你多順服神
[00:12:04.000 --> 00:12:08.000]  神的恩典恩惠就圍繞著你
[00:12:08.000 --> 00:12:12.000]  在五篇十二節他說
[00:12:12.000 --> 00:12:15.000]  請你必賜福於一人
[00:12:15.000 --> 00:12:19.000]  耶和華你必用恩惠如同盾牌
[00:12:19.000 --> 00:12:21.000]  四面護衛他
[00:12:21.000 --> 00:12:27.000]  所以你如果能夠順服神
[00:12:27.000 --> 00:12:30.000]  活出一個卓越的生活
[00:12:30.000 --> 00:12:33.000]  神的恩惠就像盾牌一樣包圍著你
[00:12:33.000 --> 00:12:35.000]  是的
[00:12:35.000 --> 00:12:37.000]  當我們有神的恩惠
[00:12:37.000 --> 00:12:40.000]  有神的恩寵圍繞我們的時候
[00:12:40.000 --> 00:12:42.000]  真的是
[00:12:42.000 --> 00:12:44.000]  就是一扇門打開就關不了
[00:12:44.000 --> 00:12:47.000]  妨礙你的都變成幫助你的
[00:12:47.000 --> 00:12:53.000]  甚至於我們要活出神的青睞
[00:12:53.000 --> 00:12:56.000]  怎麼活出神的青睞來呢
[00:12:56.000 --> 00:13:01.000]  你活著就要像是你有祂的恩寵
[00:13:01.000 --> 00:13:06.000]  你思考要像是你有祂的恩典
[00:13:06.000 --> 00:13:11.000]  你說話要像是你有祂的恩惠
[00:13:11.000 --> 00:13:16.000]  你走路甚至於都要像是你有祂的同在
[00:13:16.000 --> 00:13:20.000]  甚至於你打扮的就像是神的容美一樣
[00:13:20.000 --> 00:13:23.000]  所以我們不要把自己的話說死了
[00:13:23.000 --> 00:13:26.000]  甚至於我們說負面傷心敗疾的話
[00:13:26.000 --> 00:13:30.000]  而是要英文說是think positive
[00:13:30.000 --> 00:13:34.000]  用正面的話說正面的話
[00:13:34.000 --> 00:13:37.000]  因為我們的話是有能力的
[00:13:37.000 --> 00:13:40.000]  你說有就有,命利就利
[00:13:40.000 --> 00:13:43.000]  你不要把這個話給它說死掉了
[00:13:43.000 --> 00:13:47.000]  我們活著,我們思考,我們說話,我們走路,我們打扮
[00:13:47.000 --> 00:13:50.000]  都像是有神同在的
[00:13:50.000 --> 00:13:52.000]  是的,感謝神,讚美神
[00:13:52.000 --> 00:13:54.000]  當然在我們的生命中間
[00:13:54.000 --> 00:13:56.000]  我們有祂的青睞
[00:13:56.000 --> 00:13:58.000]  那麼我們生命中間
[00:13:58.000 --> 00:14:02.000]  在詩篇三十篇五節這麼說
[00:14:02.000 --> 00:14:06.000]  請,祂怒氣不過是轉眼之間
[00:14:06.000 --> 00:14:10.000]  祂的恩典乃是一生之久
[00:14:10.000 --> 00:14:14.000]  一宿誰有哭泣,早晨便必歡呼
[00:14:14.000 --> 00:14:16.000]  這是我們的神
[00:14:16.000 --> 00:14:19.000]  你要相信祂會帶領你,祂會保守你
[00:14:19.000 --> 00:14:24.000]  當然啦,我們必須要有這麼的確信
[00:14:24.000 --> 00:14:29.000]  我們也不能夠說覺得有什麼狂妄
[00:14:29.000 --> 00:14:31.000]  或是比人高一等
[00:14:31.000 --> 00:14:34.000]  其實呢,我們比人不是高一等
[00:14:34.000 --> 00:14:39.000]  有的時候你反而要謙卑順服,來領受
[00:14:39.000 --> 00:14:45.000]  你要讓祂的怒氣很快的過去
[00:14:45.000 --> 00:14:50.000]  但是祂的恩典卻是永遠的與我們同在
[00:14:50.000 --> 00:14:53.000]  是不是,感謝神
[00:14:53.000 --> 00:14:57.000]  我自己雖然信耶穌沒有很久
[00:14:57.000 --> 00:15:00.000]  甚至於我做牧師也沒有很久
[00:15:00.000 --> 00:15:03.000]  但是我看到神祂的恩惠
[00:15:03.000 --> 00:15:06.000]  祂的恩寵臨到你的時候
[00:15:06.000 --> 00:15:09.000]  就好像我們中國人有的時候講說
[00:15:09.000 --> 00:15:13.000]  一個人在睡覺,手上拿一本書
[00:15:13.000 --> 00:15:16.000]  你有恩惠待他,你恩寵待他的時候
[00:15:16.000 --> 00:15:19.000]  你會說你睡覺都拿一本書
[00:15:19.000 --> 00:15:22.000]  如果說你看他不順眼的話
[00:15:22.000 --> 00:15:24.000]  拿了書就想睡覺
[00:15:24.000 --> 00:15:29.000]  所以當我們願意把神的恩寵
[00:15:29.000 --> 00:15:33.000]  再一次能夠彰顯在我們的身上
[00:15:33.000 --> 00:15:38.000]  我們的神,祂的恩惠圍繞著我們
[00:15:38.000 --> 00:15:42.000]  有的時候你碰到有一些事情
[00:15:42.000 --> 00:15:45.000]  你真的不知道為什麼
[00:15:45.000 --> 00:15:48.000]  神能夠幫我的解決這些事情
[00:15:48.000 --> 00:15:50.000]  甚至於為什麼
[00:15:50.000 --> 00:15:53.000]  我的生命裡面因為有祂
[00:15:53.000 --> 00:15:57.000]  我感覺到祂的天使、天君在保護我
[00:15:57.000 --> 00:16:02.000]  這是因為祂的恩典在你身上
[00:16:02.000 --> 00:16:07.000]  而且是一生之久的哈雷路亞詹姆森
[00:16:07.000 --> 00:16:11.000]  而這個恩典是白白的恩典與祝福
[00:16:11.000 --> 00:16:13.000]  是不是
[00:16:13.000 --> 00:16:17.000]  我們有的時候去商場撿肉
[00:16:17.000 --> 00:16:21.000]  我記得以前感恩節的時候
[00:16:21.000 --> 00:16:25.000]  前一天半夜去排隊
[00:16:25.000 --> 00:16:29.000]  想要去搶些好東西等等
[00:16:29.000 --> 00:16:31.000]  那還要參分入座
[00:16:31.000 --> 00:16:35.000]  還要很辛苦排在人群當中
[00:16:35.000 --> 00:16:37.000]  要去撿肉
[00:16:37.000 --> 00:16:42.000]  但是神祂的恩典是白白的給你
[00:16:42.000 --> 00:16:45.000]  祂能夠讓你在不知不覺中
[00:16:45.000 --> 00:16:47.000]  就領受了祂的恩典
[00:16:47.000 --> 00:16:52.000]  就如同詩篇23篇6節說的
[00:16:52.000 --> 00:16:56.000]  我一生一世必有恩惠慈愛隨著我
[00:16:56.000 --> 00:17:00.000]  我且要住在耶和華的殿中直到永遠
[00:17:00.000 --> 00:17:04.000]  所以你一生一世都有恩惠慈愛隨著你
[00:17:04.000 --> 00:17:07.000]  你相信嗎
[00:17:07.000 --> 00:17:10.000]  你如果探探你自己的脈搏
[00:17:10.000 --> 00:17:13.000]  你還感覺到祂在跳動的話
[00:17:13.000 --> 00:17:16.000]  那個神的恩典就還在你身上
[00:17:16.000 --> 00:17:19.000]  你一生一世只要你活著
[00:17:19.000 --> 00:17:22.000]  你的脈搏還在好康就會追隨你
[00:17:22.000 --> 00:17:24.000]  什麼叫做好康呢
[00:17:24.000 --> 00:17:25.000]  就是好事
[00:17:25.000 --> 00:17:28.000]  這是台灣人比較喜歡叫好康
[00:17:28.000 --> 00:17:29.000]  就是好的事情
[00:17:29.000 --> 00:17:32.000]  好的事情會發生在你身上
[00:17:32.000 --> 00:17:36.000]  有的時候你心情不愉快的時候
[00:17:36.000 --> 00:17:40.000]  忽然間神讓一個愉快的事情發生
[00:17:40.000 --> 00:17:43.000]  有的時候你沒有錢的時候
[00:17:43.000 --> 00:17:48.000]  忽然間不要錢的東西就來到你的面前
[00:17:48.000 --> 00:17:51.000]  有的時候你很生氣的時候
[00:17:51.000 --> 00:17:54.000]  忽然間你的氣就消了
[00:17:54.000 --> 00:17:56.000]  你睡不著忽然間就睡著了
[00:17:56.000 --> 00:18:00.000]  你身體不舒服忽然間病痛就好起來了
[00:18:00.000 --> 00:18:02.000]  哈雷路要讚美神
[00:18:02.000 --> 00:18:06.000]  所以一生一世必有恩惠慈愛隨著你
[00:18:06.000 --> 00:18:09.000]  十篇六十五篇十二節
[00:18:09.000 --> 00:18:14.000]  請耶和華必將好處賜給我們
[00:18:14.000 --> 00:18:18.000]  我們的地也要多出土產
[00:18:18.000 --> 00:18:19.000]  哈雷路亞是的
[00:18:19.000 --> 00:18:22.000]  我們的地要多出土產
[00:18:22.000 --> 00:18:24.000]  你雖然不是一個種田的人
[00:18:24.000 --> 00:18:28.000]  但是這表示你的事業會有突破
[00:18:28.000 --> 00:18:32.000]  你以前想說我要怎麼才能夠突破
[00:18:32.000 --> 00:18:34.000]  你如果這次是來做生意
[00:18:34.000 --> 00:18:36.000]  你的生意要有突破
[00:18:36.000 --> 00:18:37.000]  哈雷路亞讚美神
[00:18:37.000 --> 00:18:41.000]  我們身體有病痛的身體要好起來
[00:18:41.000 --> 00:18:44.000]  我的腿痛也已經好起來了
[00:18:44.000 --> 00:18:47.000]  我們的地要多出土產
[00:18:47.000 --> 00:18:49.000]  而且這是白白的
[00:18:49.000 --> 00:18:50.000]  哈雷路亞
[00:18:50.000 --> 00:18:55.000]  神的兒女不用活在咒詛當中
[00:18:55.000 --> 00:18:58.000]  神的兒女不用活在貧窮之中
[00:18:58.000 --> 00:19:03.000]  神的兒女要活在神的賜福恩典之中
[00:19:03.000 --> 00:19:06.000]  十篇一百二十八篇一節說
[00:19:06.000 --> 00:19:08.000]  凡敬畏耶和華
[00:19:08.000 --> 00:19:12.000]  真行他道的人便為有福
[00:19:12.000 --> 00:19:14.000]  哈雷路亞讚美神
[00:19:14.000 --> 00:19:17.000]  所以我們都是有福的
[00:19:17.000 --> 00:19:20.000]  我們雖然也有許多的困苦患難
[00:19:20.000 --> 00:19:23.000]  但是神他願把這些都給我們
[00:19:23.000 --> 00:19:25.000]  我們有的時候想說
[00:19:25.000 --> 00:19:27.000]  哎呀真的是
[00:19:27.000 --> 00:19:29.000]  有的時候你看到
[00:19:29.000 --> 00:19:31.000]  明明是一個不太好的事情
[00:19:31.000 --> 00:19:34.000]  但是他是一個隱藏的祝福
[00:19:34.000 --> 00:19:38.000]  他會讓你從這個中間學到
[00:19:38.000 --> 00:19:40.000]  而你學到一個敬畏耶和華的心
[00:19:40.000 --> 00:19:42.000]  真行他的道
[00:19:42.000 --> 00:19:44.000]  你就得到那福氣了
[00:19:44.000 --> 00:19:45.000]  哈雷路亞
[00:19:45.000 --> 00:19:47.000]  是的讚美神
[00:19:47.000 --> 00:19:49.000]  因為我們的福氣
[00:19:49.000 --> 00:19:52.000]  有的時候跟地上的福氣不一樣
[00:19:52.000 --> 00:19:53.000]  是不是
[00:19:53.000 --> 00:19:55.000]  我自己一路走來
[00:19:55.000 --> 00:19:59.000]  我真的是沒有餓過一頓肚子
[00:19:59.000 --> 00:20:01.000]  如果說我有餓過肚子
[00:20:01.000 --> 00:20:03.000]  那時我是在禁食禱告
[00:20:03.000 --> 00:20:05.000]  或者是我在減肥
[00:20:05.000 --> 00:20:06.000]  但是我相信
[00:20:06.000 --> 00:20:09.000]  神他的一路保守帶領我
[00:20:09.000 --> 00:20:11.000]  也一路保守帶領你們
[00:20:11.000 --> 00:20:14.000]  那麼神他賜給我們他的話語
[00:20:14.000 --> 00:20:16.000]  帶領我們走那乘勝的道路
[00:20:16.000 --> 00:20:18.000]  不叫我們走歪了
[00:20:18.000 --> 00:20:19.000]  甚至當我們走歪了
[00:20:19.000 --> 00:20:22.000]  神說你不論是向左向右
[00:20:22.000 --> 00:20:24.000]  你都走在我的正道上面
[00:20:24.000 --> 00:20:26.000]  他像一個GPS
