
[00:00:00.000 --> 00:00:05.420]  今天我們要看的是出埃及記
[00:01:56.100 --> 00:02:00.740]  埃及不是終點,終點是認許之地是迦南
[00:02:00.740 --> 00:02:04.340]  而約瑟雖然人死在埃及
[00:02:04.340 --> 00:02:07.740]  他卻要他的子孫記得要幫他執骨
[00:02:07.740 --> 00:02:10.020]  帶他們去到認許之地
[00:02:10.020 --> 00:02:12.540]  約瑟叫以色列的子孫起世
[00:02:12.540 --> 00:02:18.820]  上帝必定眷顧你們,你們要把我的骸骨從這裏帶上去
[00:02:18.820 --> 00:02:23.420]  約瑟死了,那時一百一十歲,人用香膏塗了他
[00:02:23.420 --> 00:02:26.740]  把他收斂在棺材裏,停放在埃及
[00:02:26.740 --> 00:02:29.700]  這個故事就在那裏輕了
[00:02:29.700 --> 00:02:33.180]  如果你看了上一集,這樣就完了
[00:02:33.180 --> 00:02:38.060]  之後怎樣?會不會真的出埃及?當然會
[00:02:38.060 --> 00:02:44.820]  這個的完結盛載了下面一個四十章的《出埃及記》
[00:02:44.820 --> 00:02:48.140]  我們一想《出埃及記》其實是我們很熟很熟的故事
[00:02:48.140 --> 00:02:50.820]  因爲當中有很多故事我們都知道
[00:02:50.820 --> 00:02:56.820]  比如說以色列人被奴役,要去做很多磚,要建房子
[00:02:56.820 --> 00:03:00.540]  我們想起有個摩西
[00:03:00.540 --> 00:03:04.420]  他被一個籃,其實那個籃是什麼呢?
[00:03:04.420 --> 00:03:12.260]  是Noah's Ark,上帝做了一個羅亞的方舟去救了這個小朋友
[00:03:12.260 --> 00:03:17.500]  原文是方舟來的,救了這個小朋友叫摩西
[00:03:17.500 --> 00:03:21.580]  我們記得摩西后來做了牧羊人四十年
[00:03:21.580 --> 00:03:26.060]  預備了將來大以色列人出去埃及的四十年
[00:03:26.060 --> 00:03:30.860]  我們看到有十災,中間那個D是一個蝗蟲災
[00:03:30.860 --> 00:03:35.420]  我們記得紅海被分開,然後他們在當中行過
[00:03:35.420 --> 00:03:38.060]  但這只是紅海故事的一半
[00:03:38.060 --> 00:03:39.460]  另外一半是什麼呢?
[00:03:39.460 --> 00:03:43.620]  當埃及人追上去紅海的時候,結果怎麼樣?
[00:03:43.620 --> 00:03:46.740]  被那些水,被紅海吞了他們
[00:03:46.740 --> 00:03:50.820]  所以當你去想紅海,不要只說以色列過紅海
[00:03:50.820 --> 00:03:52.340]  其實還有另外一部分
[00:03:52.340 --> 00:03:59.500]  就是以色列的敵人被紅海所掩蓋了,吞噬了等等
[00:03:59.500 --> 00:04:05.260]  如果我要用一個總體去總結《出埃及記》
[00:04:05.260 --> 00:04:06.380]  我會怎麼做呢?
[00:04:06.380 --> 00:04:11.060]  其實在我們的文化裏面
[00:04:11.060 --> 00:04:12.900]  都有很多這些《出埃及記》的電影
[00:04:12.900 --> 00:04:14.660]  包括《十誡》有沒有看過?
[00:04:14.660 --> 00:04:19.540]  《經典》,我沒看過整套,只看過幾少
[00:04:19.540 --> 00:04:22.860]  有沒有看過《王子與埃及》動畫片?
[00:04:22.860 --> 00:04:28.260]  但這些都是很片段地去幫你看了《出埃及記》
[00:04:28.260 --> 00:04:32.420]  他沒辦法告訴你《出埃及記》的總題是什麼
[00:04:32.420 --> 00:04:36.340]  只可以娛樂你,讓你有些娛樂性
[00:04:36.340 --> 00:04:37.740]  他沒辦法告訴你總題
[00:04:37.740 --> 00:04:39.580]  我給你一個總題
[00:04:39.580 --> 00:04:41.900]  《出埃及記》的總題就是
[00:04:41.900 --> 00:04:45.740]  從埃及的奴役
[00:04:45.740 --> 00:04:46.940]  成爲什麼呢?
[00:04:46.940 --> 00:04:48.820]  服侍耶和華的子民
[00:04:48.820 --> 00:04:51.500]  如果別人問你《出埃及記》關於什麼
[00:04:51.500 --> 00:04:54.060]  你只能說一句,就是這句
[00:04:54.060 --> 00:04:59.260]  從埃及的奴役去服侍耶和華
[00:04:59.260 --> 00:05:01.700]  但還有一件事
[00:05:01.700 --> 00:05:08.140]  其實應該可以說是從埃及的奴役變成了耶和華的奴役
[00:05:08.140 --> 00:05:13.900]  這個服侍的字和奴役是一樣的
[00:05:13.900 --> 00:05:20.220]  就是說,每個人在這個世界都需要有個主人
[00:05:20.220 --> 00:05:21.980]  但你可以轉工
[00:05:21.980 --> 00:05:24.380]  你不一定要做死埃及的奴役
[00:05:24.380 --> 00:05:27.260]  不過你一定要做某人的奴役
[00:05:27.260 --> 00:05:31.140]  你不可以說我出去自己開一間公司沒有這件事
[00:05:31.140 --> 00:05:34.540]  你要麼做埃及的奴役,要麼做耶和華的奴役
[00:05:34.540 --> 00:05:37.620]  這兩個奴役是天與地
[00:05:37.620 --> 00:05:40.180]  甚至應該是天堂與地獄的分別
[00:05:40.180 --> 00:05:43.620]  一個是被詛咒的奴役,埃及
[00:05:43.620 --> 00:05:48.100]  另外一個奴役是最有福的奴役
[00:05:48.100 --> 00:05:49.780]  所以你去到新疆
[00:05:49.780 --> 00:05:51.700]  我怎麼從舊疆去到新疆呢?
[00:05:51.700 --> 00:05:54.580]  如果我已經用一句幫你總結了埃及的事情
[00:05:54.580 --> 00:05:57.740]  就是由埃及的奴役去服侍耶和華
[00:05:57.740 --> 00:05:59.060]  做了耶和華的奴役
[00:05:59.060 --> 00:06:01.620]  在新約裏面你怎麼看到成就呢?
[00:06:01.620 --> 00:06:04.780]  我不知道你有沒有機會回去看新約的時候
[00:06:04.780 --> 00:06:07.900]  你發現你無論問一下
[00:06:07.900 --> 00:06:12.380]  保羅、彼得、約翰、雅各、猶大
[00:06:12.380 --> 00:06:15.100]  這些全部都是新約的作者
[00:06:15.100 --> 00:06:18.300]  他們怎麼稱呼自己
[00:06:18.300 --> 00:06:22.180]  他稱呼自己爲基督耶穌的僕人
[00:06:22.180 --> 00:06:23.780]  神的僕人
[00:06:23.780 --> 00:06:27.060]  我們現在做牧師有時候都是
[00:06:27.060 --> 00:06:30.460]  我們感謝誰是上帝的僕人
[00:06:30.460 --> 00:06:33.260]  但是捕捉不到他最終的精神
[00:06:33.260 --> 00:06:34.940]  什麼叫僕人?
[00:06:34.940 --> 00:06:36.700]  奴隸
[00:06:36.700 --> 00:06:39.100]  保羅很開心地跟全世界說
[00:06:39.100 --> 00:06:42.100]  你知道我首要的身份是誰嗎?
[00:06:42.100 --> 00:06:43.900]  彼得說我首要的身份是什麼?
[00:06:43.900 --> 00:06:46.860]  不是我是耶穌基督的大徒弟
[00:06:46.860 --> 00:06:48.180]  他不跟你說這些
[00:06:48.180 --> 00:06:49.740]  不是說上帝呼召我
[00:06:49.740 --> 00:06:51.860]  我現在權高位重
[00:06:51.860 --> 00:06:52.940]  他不是說這些
[00:06:52.940 --> 00:06:57.060]  他說我最引以自豪
[00:06:57.060 --> 00:07:00.460]  我自己心裏面最感動
[00:07:00.460 --> 00:07:02.940]  覺得最美麗的一件事就是
[00:07:02.940 --> 00:07:05.340]  因着耶穌基督的緣故
[00:07:05.340 --> 00:07:07.940]  我現在成爲了耶穌
[00:07:07.940 --> 00:07:12.140]  當然基督的意思是君王的奴隸
[00:07:12.140 --> 00:07:13.260]  上帝的奴隸
[00:07:13.260 --> 00:07:16.420]  這件事我們做香港人是很難明白的
[00:07:16.420 --> 00:07:18.380]  因爲你只是打份工
[00:07:18.380 --> 00:07:20.340]  不開心就不要打
[00:07:20.340 --> 00:07:26.100]  就算姐姐不喜歡打也可以不打
[00:07:26.100 --> 00:07:28.780]  有生命危險也可以不打
[00:07:28.780 --> 00:07:30.860]  但是奴役就不是
[00:07:30.860 --> 00:07:32.580]  沒有家放
[00:07:32.580 --> 00:07:36.740]  沒有權要拒絕任何的東西
[00:07:36.740 --> 00:07:38.820]  但是這就是圖畫
[00:07:38.820 --> 00:07:41.620]  如果出埃及記的總題是
[00:07:41.620 --> 00:07:43.500]  從埃及的奴役
[00:07:43.500 --> 00:07:44.740]  成爲耶和華的奴役
[00:07:44.740 --> 00:07:49.660]  那在新約那個將影子變成實體會是什麼呢
[00:07:49.660 --> 00:07:52.420]  就是從罪的奴役裏面
[00:07:52.420 --> 00:07:55.740]  變成了公義的奴役
[00:07:55.740 --> 00:07:59.300]  就不是我有空就做公義
[00:07:59.300 --> 00:08:01.820]  沒空或者不喜歡就做罪
[00:08:01.820 --> 00:08:05.220]  而是我整個人已經從一個主人
[00:08:05.220 --> 00:08:07.300]  去到另外一個主人裏面
[00:08:07.300 --> 00:08:09.220]  也是喜樂地在做這件事
[00:08:09.220 --> 00:08:11.060]  我今天其實不會有太多時間
[00:08:11.060 --> 00:08:17.460]  和你講這件事不會有太多的經文可以給大家看到
[00:08:17.460 --> 00:08:24.140]  我今天經常都沒有電
[00:08:24.140 --> 00:08:25.900]  Hello
[00:08:25.900 --> 00:08:28.500]  還是不行
[00:08:28.500 --> 00:08:29.900]  但是我想你記住
[00:08:29.900 --> 00:08:31.940]  如果所有東西你只記住一樣東西
[00:08:31.940 --> 00:08:33.740]  有人問你Tricup是什麼
[00:08:33.740 --> 00:08:36.580]  就是從埃及的奴役
[00:08:36.580 --> 00:08:37.780]  去到耶和華的奴役
[00:08:37.780 --> 00:08:39.860]  當然你會發現埃及的奴役
[00:08:39.860 --> 00:08:42.380]  是埃及的假神的奴役
[00:08:42.380 --> 00:08:46.060]  是埃及的那些偶像的奴役
[00:08:46.060 --> 00:08:47.660]  埃及是什麼地方
[00:08:47.660 --> 00:08:50.540]  埃及是偶像之家
[00:08:50.540 --> 00:08:52.940]  如果有人問你Tricup是什麼
[00:08:52.940 --> 00:08:55.540]  偶像之家逃跑記
[00:08:55.540 --> 00:08:56.980]  逃出偶像之家
[00:08:56.980 --> 00:08:58.460]  就是Tricup記
[00:08:58.460 --> 00:09:01.340]  你會發現以色列人表面上
[00:09:01.340 --> 00:09:04.580]  在埃及最難頂的一件事就是被人奴役
[00:09:04.580 --> 00:09:06.900]  經常都要工作沒得休息
[00:09:06.900 --> 00:09:10.100]  你發現他們出埃及之後最大的奴役是什麼
[00:09:10.100 --> 00:09:12.860]  經常都掛着埃及裏面的偶像
[00:09:12.860 --> 00:09:14.460]  經常很想回去
[00:09:14.460 --> 00:09:18.020]  好像有人想去忍
[00:09:18.020 --> 00:09:19.180]  我們都知道
[00:09:19.180 --> 00:09:21.420]  你看到一個人想獨忍
[00:09:21.420 --> 00:09:23.300]  獨令他很辛苦
[00:09:23.300 --> 00:09:27.060]  他自己都知道獨令他失去所有東西
[00:09:27.060 --> 00:09:29.740]  但是這個人獨忍起的時候他會怎樣
[00:09:29.740 --> 00:09:31.420]  就會回到獨那裏
[00:09:31.420 --> 00:09:32.820]  以色列人就是這樣
[00:09:32.820 --> 00:09:33.500]  想去忍
[00:09:33.500 --> 00:09:34.500]  想去忍什麼
[00:09:34.500 --> 00:09:36.260]  埃及的奴役
[00:09:36.260 --> 00:09:39.220]  埃及的假神
[00:09:39.220 --> 00:09:41.260]  所以你一會兒看《十災》就知道了
[00:09:41.260 --> 00:09:44.380]  《十災》每一災基本上都是在打埃及的假神
[00:09:44.380 --> 00:09:46.260]  告訴你全部都是假的
[00:09:46.260 --> 00:09:51.740]  或者耶和華是勝過所有的東西
[00:09:51.740 --> 00:09:55.940]  Tricup記的架構會是怎樣呢
[00:09:55.940 --> 00:09:59.380]  有人提出一個很簡單的Tricup記的架構
[00:09:59.380 --> 00:10:03.340]  就是40章裏面1-18章是第一大部分
[00:10:03.340 --> 00:10:06.780]  接着20-40章是第二個大部分
[00:10:06.780 --> 00:10:09.860]  中間有第19章是講他們在哪裏呢
[00:10:09.860 --> 00:10:14.140]  中間第19章是他們在西乃山
[00:10:14.140 --> 00:10:18.300]  1-18章是講他們在出埃及的過程
[00:10:18.300 --> 00:10:22.420]  19章是出了埃及在一個地方叫西乃山
[00:10:22.420 --> 00:10:25.620]  接着20-40章是講了兩個主要的主題
[00:10:25.620 --> 00:10:28.340]  一個是上帝的十誡
[00:10:28.340 --> 00:10:29.180]  或者誡命
[00:10:29.180 --> 00:10:30.780]  還有其他一些誡命
[00:10:30.780 --> 00:10:33.380]  另外就是如何做一個回眸
[00:10:33.380 --> 00:10:35.980]  基於這個簡單的架構
[00:10:35.980 --> 00:10:38.780]  我將它再改良一點
[00:10:38.780 --> 00:10:42.860]  這個就是我出來的三點架構
[00:10:42.860 --> 00:10:43.700]  第一
[00:10:43.700 --> 00:10:45.260]  印神鬥
[00:10:45.260 --> 00:10:46.460]  耶和華特性
[00:10:46.460 --> 00:10:49.100]  稍後我再回來解釋什麼是印神鬥
[00:10:49.100 --> 00:10:50.140]  第二
[00:10:50.140 --> 00:10:51.500]  西乃山
[00:10:51.500 --> 00:10:54.180]  耶和華的子民
[00:10:54.180 --> 00:10:55.740]  第三
[00:10:55.740 --> 00:10:57.460]  見障目
[00:10:57.460 --> 00:10:59.020]  耶和華再造
[00:10:59.020 --> 00:11:00.900]  再造一個世界
[00:11:00.900 --> 00:11:03.220]  再造一個迷你的世界
[00:11:03.220 --> 00:11:04.620]  先講第一個
[00:11:04.620 --> 00:11:06.860]  爲什麼叫做人神鬥呢
[00:11:06.860 --> 00:11:08.660]  你說
[00:11:08.660 --> 00:11:11.180]  神當然是耶和華
[00:11:11.180 --> 00:11:13.020]  耶和華和誰鬥呢
[00:11:13.020 --> 00:11:14.740]  當然是和法老斗
[00:11:14.740 --> 00:11:16.540]  和埃及的法老斗
[00:11:16.540 --> 00:11:17.220]  是啊
[00:11:17.220 --> 00:11:19.020]  鬥了15章
[00:11:19.020 --> 00:11:22.340]  16章開始法老已經死了
[00:11:22.340 --> 00:11:23.940]  已經離開了
[00:11:23.940 --> 00:11:25.420]  過了紅海
[00:11:25.420 --> 00:11:27.540]  耶和華和誰鬥
[00:11:27.540 --> 00:11:29.820]  以色列人鬥
[00:11:29.820 --> 00:11:33.020]  那爲什麼以色列人會和耶和華鬥呢
[00:11:33.020 --> 00:11:36.420]  因爲以色列人的毒癮還沒掉
[00:11:36.420 --> 00:11:38.060]  所以他只是帶着
[00:11:38.060 --> 00:11:39.780]  人離開了埃及
[00:11:39.780 --> 00:11:41.620]  但是埃及有沒有離開他呢
[00:11:41.620 --> 00:11:42.140]  沒有
[00:11:42.140 --> 00:11:45.580]  所以埃及繼續和上帝人神鬥
[00:11:45.580 --> 00:11:48.820]  所以以色列人出去就在投訴耶和華
[00:11:48.820 --> 00:11:49.900]  又說沒有水
[00:11:49.900 --> 00:11:51.900]  又說沒有東西喫
[00:11:51.900 --> 00:11:54.460]  有東西喫又說沒有肉喫等等
[00:11:54.460 --> 00:11:57.580]  整天都懷念在埃及的日子
[00:11:57.580 --> 00:11:58.340]  你看到嗎
[00:11:58.340 --> 00:11:59.300]  他們出了埃及
[00:11:59.300 --> 00:12:01.460]  但是埃及仍然在他們的生命裏面
[00:12:01.460 --> 00:12:06.020]  所以這個人神鬥是在說上帝與埃及的鬥爭
[00:12:06.020 --> 00:12:08.820]  今天我們不會有太多時間看以色列人的叛逆
[00:12:08.820 --> 00:12:09.340]  不要緊的
[00:12:09.340 --> 00:12:09.940]  爲什麼呢
[00:12:09.940 --> 00:12:11.820]  因爲你一會兒去到《文書記》
[00:12:11.820 --> 00:12:12.460]  如果你記得
[00:12:12.460 --> 00:12:15.660]  你去聽我的《郊遊雜書》就知道了
[00:12:15.660 --> 00:12:17.180]  《文書記》的主題是什麼呢
[00:12:17.180 --> 00:12:19.620]  在曠野當中的叛逆
[00:12:19.620 --> 00:12:22.860]  所以我們去到《文書記》有很多故事可以聽
[00:12:22.860 --> 00:12:29.220]  所以我們今天會專注於與法老的實在
[00:12:29.220 --> 00:12:32.460]  西乃山是上帝的子民
[00:12:32.460 --> 00:12:34.060]  上帝用律法
[00:12:34.060 --> 00:12:35.580]  不是去管制
[00:12:35.580 --> 00:12:37.060]  而是去塑造
[00:12:37.060 --> 00:12:39.620]  管制和塑造是兩回事
[00:12:39.620 --> 00:12:41.180]  如果我說我管着兒子
[00:12:41.180 --> 00:12:45.140]  兒子老爸經常都管着我有這麼多家規
[00:12:45.140 --> 00:12:48.820]  但是如果這些家規其實是塑造着他的人
[00:12:48.820 --> 00:12:51.860]  塑造着他的個性
[00:12:51.860 --> 00:12:52.860]  他的性格
[00:12:52.860 --> 00:12:54.740]  塑造着他的將來
[00:12:54.740 --> 00:12:56.420]  那就不一樣了
[00:12:56.420 --> 00:12:57.700]  所以如果你有機會
[00:12:57.700 --> 00:13:00.100]  你記得在西乃山的子民裏面
[00:13:00.100 --> 00:13:01.020]  有一句話
[00:13:01.020 --> 00:13:03.700]  他說如今你若真的慶從我的話
[00:13:03.700 --> 00:13:05.940]  真的就是不是假的
[00:13:05.940 --> 00:13:07.100]  真的慶從我的話
[00:13:07.100 --> 00:13:08.100]  遵守我的約
[00:13:08.100 --> 00:13:11.660]  我就要使你在萬人中作我屬我的子民
[00:13:11.660 --> 00:13:13.540]  因爲全地都是我的
[00:13:13.540 --> 00:13:17.420]  你們要歸我做祭司的國度
[00:13:17.420 --> 00:13:19.420]  臣姓的國民
[00:13:19.420 --> 00:13:23.180]  當然這個在彼得前書裏面就成就了
[00:13:23.180 --> 00:13:24.860]  你會看到這件事
[00:13:24.860 --> 00:13:25.420]  OK
[00:13:25.420 --> 00:13:28.260]  所以上帝在西乃山給了他們律法
[00:13:28.260 --> 00:13:30.180]  律法是好東西
[00:13:30.180 --> 00:13:31.180]  不是管你
[00:13:31.180 --> 00:13:32.620]  是塑造你
[00:13:32.620 --> 00:13:34.780]  你精通了律法
[00:13:34.780 --> 00:13:36.460]  律法上了身之後
[00:13:36.460 --> 00:13:39.740]  令你可以去到天國裏面
[00:13:39.740 --> 00:13:42.420]  得到天上地下所有的福氣
[00:13:42.420 --> 00:13:42.980]  OK
[00:13:42.980 --> 00:13:44.820]  第三部分
[00:13:44.820 --> 00:13:46.220]  建造的帳幕
[00:13:46.220 --> 00:13:47.420]  也無話再做
[00:13:47.420 --> 00:13:52.780]  這些完全是你一定要去
[00:13:52.780 --> 00:13:54.220]  怎麼說呢
[00:13:54.220 --> 00:13:58.660]  我希望你有聽過我的加油站
[00:13:58.660 --> 00:14:01.180]  因爲我有一次講了加油站
[00:14:01.180 --> 00:14:05.180]  將出埃及記的第25至40章一起講
[00:14:05.180 --> 00:14:07.900]  因爲有人跟我說很悶
[00:14:07.900 --> 00:14:09.580]  於是我解了給你聽
[00:14:09.580 --> 00:14:11.300]  在故事裏面
[00:14:11.300 --> 00:14:13.620]  上帝叫他們做會幕的時候
[00:14:13.620 --> 00:14:17.180]  上帝說了多少次
[00:14:17.180 --> 00:14:18.780]  六次
[00:14:18.780 --> 00:14:21.540]  然後是講安息日
[00:14:21.540 --> 00:14:24.460]  就好像創世紀的起頭
[00:14:24.460 --> 00:14:26.220]  上帝說有光就有光
[00:14:26.220 --> 00:14:27.300]  要什麼就有什麼
[00:14:27.300 --> 00:14:28.620]  於是怎樣怎樣怎樣
[00:14:28.620 --> 00:14:30.140]  然後去到第七天
[00:14:30.140 --> 00:14:31.340]  弄了個安息日
[00:14:31.340 --> 00:14:35.820]  所以會幕是一個迷你的再造
[00:14:35.820 --> 00:14:39.060]  你想想我們已經失落了起初的樂園
[00:14:39.060 --> 00:14:41.580]  我們怎麼可以回到起初的樂園呢
[00:14:41.580 --> 00:14:44.900]  上帝好像在地上創造一個新的世界
[00:14:44.900 --> 00:14:47.220]  凡是進入這個會幕的人
[00:14:47.220 --> 00:14:53.020]  可以好像回到他真正完美的世界裏面
[00:14:53.020 --> 00:14:54.500]  我沒辦法跟你說
[00:14:54.500 --> 00:14:56.140]  今天我只是提一提你
[00:14:56.140 --> 00:14:57.620]  希望你沒時間
[00:14:57.620 --> 00:15:01.140]  一會兒你都可以回去聽一下我的加油站
[00:15:01.140 --> 00:15:01.940]  這三個東西
[00:15:01.940 --> 00:15:05.380]  所有的東西最後只剩十字架
[00:15:05.380 --> 00:15:07.020]  我想跟你講一樣
[00:15:07.020 --> 00:15:10.100]  就是死去的學者告訴我們
[00:15:10.100 --> 00:15:13.740]  在創埃及記的最終的時候
[00:15:13.740 --> 00:15:16.380]  有三樣神聖的東西
[00:15:16.380 --> 00:15:18.380]  第一有個神聖的律法
[00:15:18.380 --> 00:15:21.940]  神聖的律法是要創造一個神聖的子民
[00:15:21.940 --> 00:15:22.980]  第二
[00:15:22.980 --> 00:15:24.740]  有個神聖的地點
[00:15:24.740 --> 00:15:25.940]  這個地點就叫做會幕
[00:15:25.940 --> 00:15:27.900]  因爲會幕是上帝的家
[00:15:27.900 --> 00:15:30.500]  上帝所做的新創造
[00:15:30.500 --> 00:15:31.220]  第三
[00:15:31.220 --> 00:15:32.580]  神聖的時間
[00:15:32.580 --> 00:15:35.140]  安息日
[00:15:35.140 --> 00:15:37.340]  你有沒有發覺這三樣東西呢
[00:15:37.340 --> 00:15:39.820]  耶穌來到新約的時候
[00:15:39.820 --> 00:15:41.100]  都經常在這裏講
[00:15:41.100 --> 00:15:44.300]  耶穌說我來不是要廢掉律法
[00:15:44.300 --> 00:15:46.820]  而是要神傳律法
[00:15:46.820 --> 00:15:48.260]  耶穌來到新約
[00:15:48.260 --> 00:15:49.660]  我們讀《猛虎福音》的時候
[00:15:49.660 --> 00:15:53.620]  他經常和人爭辯誰是安息日的主
[00:15:53.620 --> 00:15:54.900]  因爲他告訴他們
[00:15:54.900 --> 00:15:56.500]  我就是那個安息
[00:15:56.500 --> 00:15:58.580]  我就是那個神聖的時間
[00:15:58.580 --> 00:15:59.980]  我是神聖的律法
[00:15:59.980 --> 00:16:01.700]  還有一個神聖的地方
[00:16:01.700 --> 00:16:03.340]  舊約的會幕
[00:16:03.340 --> 00:16:05.620]  去到後期變成了一座聖殿
[00:16:05.620 --> 00:16:06.380]  耶穌說
[00:16:06.380 --> 00:16:08.860]  我就是那個新的聖殿
[00:16:08.860 --> 00:16:12.140]  你將我拆毀三天之內我重建
[00:16:12.140 --> 00:16:14.020]  一個不是人手所做的聖殿
[00:16:14.020 --> 00:16:16.180]  你看耶穌的十字架
[00:16:16.180 --> 00:16:17.820]  成就了這一切
[00:16:17.820 --> 00:16:23.060]  如果你忘記了我加油站第七第八講了什麼
[00:16:23.060 --> 00:16:24.420]  你可以回去聽
[00:16:24.420 --> 00:16:26.860]  因爲我今天沒有時間跟你講二三
[00:16:26.860 --> 00:16:28.340]  我只可以跟你講一
[00:16:28.340 --> 00:16:30.180]  因爲我覺得一一都很精彩
[00:16:30.180 --> 00:16:32.980]  而之前沒有機會跟你講
[00:16:32.980 --> 00:16:35.620]  如果你二三有時間
[00:16:35.620 --> 00:16:38.220]  或者你想你可以回去加油站第七
[00:16:38.220 --> 00:16:43.220]  講《屬我的子民》第八講西乃山的叛逆
[00:16:43.220 --> 00:16:45.580]  我開始講第一
[00:16:45.580 --> 00:16:48.300]  我會集中在十載
[00:16:48.300 --> 00:16:50.140]  爲什麼會有十載
[00:16:50.140 --> 00:16:54.180]  爲什麼在《聖經》裏面有十載
[00:16:54.180 --> 00:16:58.780]  十載發出的原因是因爲《聖經》第一章
[00:16:58.780 --> 00:17:01.580]  《聖經》第一章是講什麼
[00:17:01.580 --> 00:17:03.620]  我覺得沒有時間跟你讀
[00:17:03.620 --> 00:17:06.140]  但是如果你記得一開始的時候
[00:17:06.140 --> 00:17:08.860]  一講了四百年之後的事情
[00:17:08.860 --> 00:17:11.860]  你可能說四百年之後出了一個佛老
[00:17:11.860 --> 00:17:15.060]  是不知道以前藥師做過的偉大事蹟
[00:17:15.060 --> 00:17:17.300]  這是一個小前提
[00:17:17.300 --> 00:17:18.780]  大前提是什麼呢
[00:17:18.780 --> 00:17:19.740]  四百年之後
[00:17:19.740 --> 00:17:21.820]  以色列人生養衆多
[00:17:21.820 --> 00:17:23.260]  繁衍昌盛
[00:17:23.260 --> 00:17:25.060]  極其強盛
[00:17:25.060 --> 00:17:28.020]  遍滿了全地
[00:17:28.020 --> 00:17:31.420]  這件事好事還是不好事
[00:17:31.420 --> 00:17:32.420]  好事
[00:17:32.420 --> 00:17:37.660]  而這個生養衆多這個詞句是從哪裏出來的
[00:17:37.660 --> 00:17:41.580]  整本《聖經》第一次講生養衆多是在哪裏
[00:17:41.580 --> 00:17:43.780]  《創世紀》的第一章
[00:17:43.780 --> 00:17:44.940]  不是《雅多孝》
[00:17:44.940 --> 00:17:45.940]  就是第一章
[00:17:45.940 --> 00:17:47.380]  當上帝做了這些人
[00:17:47.380 --> 00:17:48.980]  將人放在當中
[00:17:48.980 --> 00:17:50.700]  他吩咐他
[00:17:50.700 --> 00:17:53.700]  上帝是一個創造的營華
[00:17:53.700 --> 00:17:55.700]  創造的最終就是要他生養衆多
[00:17:55.700 --> 00:17:58.660]  我不跟你講香港人應該生多少個小孩
[00:17:58.660 --> 00:18:00.900]  這個另計
[00:18:00.900 --> 00:18:03.220]  可能Gideon的家是很好的
[00:18:03.220 --> 00:18:05.020]  十三四個
[00:18:05.020 --> 00:18:08.980]  但是我不跟你講是不是應該我們要努力生小孩的問題
[00:18:08.980 --> 00:18:09.980]  但是我想跟你講
[00:18:09.980 --> 00:18:13.700]  當你打開《創世紀》看到他們生養衆多
[00:18:13.700 --> 00:18:16.060]  哇這個應該拍手掌
[00:18:16.060 --> 00:18:18.620]  在這個時候出了一個法老
[00:18:18.620 --> 00:18:21.460]  法老叫做反創造
[00:18:21.460 --> 00:18:22.460]  爲什麼
[00:18:22.460 --> 00:18:24.540]  不可以生那麼多
[00:18:24.540 --> 00:18:26.740]  法老當然有很直接的原因
[00:18:26.740 --> 00:18:27.380]  就是說
