
[00:00:00.000 --> 00:00:03.680]  請問各位親愛的弟兄姐妹
[00:03:54.680 --> 00:03:57.000]  我們的中文合法本聖經翻譯爲
[00:03:57.000 --> 00:04:00.840]  保羅也喜悅他被害
[00:04:00.840 --> 00:04:03.720]  毫無疑問
[00:04:03.720 --> 00:04:04.920]  這樣一個重大事件
[00:04:04.920 --> 00:04:08.520]  對保羅的事業發展意義深遠
[00:04:08.520 --> 00:04:12.480]  他開始從此變本加厲的殘害教會
[00:04:12.480 --> 00:04:13.120]  聖經描述說
[00:04:13.120 --> 00:04:14.560]  他進入個人的家
[00:04:14.560 --> 00:04:17.320]  拉着男女進入監獄
[00:04:17.320 --> 00:04:20.800]  由於他的出色表現很上位啊
[00:04:20.800 --> 00:04:23.840]  保羅須是從一個實習生被委以重任
[00:04:23.840 --> 00:04:27.720]  我們從《識圖行傳》第九章的一開頭可以看見
[00:04:27.720 --> 00:04:33.720]  他主動請纓向大祭司要了文書
[00:04:33.720 --> 00:04:40.000]  要去傳達給大馬士革的各個會堂抓捕一切信奉這道的人
[00:04:40.000 --> 00:04:44.760]  可是就是在去大馬士革執行任務的路上
[00:04:44.760 --> 00:04:48.520]  他先被耶穌抓到了
[00:04:48.520 --> 00:04:53.360]  Single-handedly apprehended by Jesus
[00:04:53.360 --> 00:04:56.880]  我很喜歡保羅的個性
[00:04:56.880 --> 00:05:00.240]  他想去抓別人的時候卻被耶穌抓到了
[00:05:02.240 --> 00:05:07.520]  類似當年在燃燒的荊棘村中呼招摩西的那樣的戲劇化
[00:05:07.520 --> 00:05:11.760]  這次耶穌親自在大光中向保羅顯現
[00:05:11.760 --> 00:05:12.560]  當時的掃羅
[00:05:12.560 --> 00:05:18.360]  並吩咐他到外邦人和君王及以色列人面前宣揚耶穌的名
[00:05:18.360 --> 00:05:25.160]  這樣一個逼迫教會
[00:05:25.160 --> 00:05:26.320]  逼迫基督徒的
[00:05:26.320 --> 00:05:30.280]  怎麼能要成爲一個傳揚耶穌名的人呢
[00:05:32.400 --> 00:05:34.400]  這一系列的劇情
[00:05:34.400 --> 00:05:37.520]  詳細記錄在我們的X一幕幕
[00:05:37.520 --> 00:05:40.000]  在九章二十八章裏面
[00:05:40.000 --> 00:05:41.480]  前不久今年初的時候
[00:05:41.480 --> 00:05:43.920]  Sony Pictures也拍了一個電影
[00:05:43.920 --> 00:05:44.960]  我不知道大家有沒有看過
[00:05:44.960 --> 00:05:48.160]  就是Paul Apostle of Christ
[00:05:48.160 --> 00:05:52.280]  那我今天給大家的這些些片段
[00:05:52.280 --> 00:05:53.640]  一些snapshots
[00:05:53.640 --> 00:05:55.400]  看看重點聚焦在保羅
[00:05:55.400 --> 00:05:58.120]  他是如何領受這個意向
[00:05:58.120 --> 00:06:00.440]  如何承接這個使命
[00:06:00.440 --> 00:06:05.000]  並含有策略的做到使命必達
[00:06:05.000 --> 00:06:06.440]  mission possible
[00:06:06.440 --> 00:06:08.400]  保羅真的是一個
[00:06:08.400 --> 00:06:09.960]  他既是一個visionary
[00:06:09.960 --> 00:06:12.520]  也是一個missionary
[00:06:12.520 --> 00:06:13.560]  同時呢
[00:06:13.560 --> 00:06:14.760]  他也很有策略
[00:06:14.760 --> 00:06:18.840]  我們詳細研究石圖形狀和保羅書信的時候
[00:06:18.840 --> 00:06:19.720]  我們可以看得出來
[00:06:19.720 --> 00:06:22.560]  保羅宣教是非常有策略的
[00:06:22.560 --> 00:06:24.640]  那在短短的一百年間
[00:06:24.640 --> 00:06:27.040]  所以基督教可以的迅猛的發展
[00:06:27.040 --> 00:06:28.480]  我們就可以得到這樣一個結論
[00:06:30.160 --> 00:06:30.760]  那這次呢
[00:06:30.760 --> 00:06:32.400]  與一千五百多年前
[00:06:32.400 --> 00:06:36.720]  上帝吩咐摩西帶領以色列民出埃及爲奴之地很不一樣
[00:06:36.720 --> 00:06:40.320]  那次是一個史詩般的一個宏大敘事
[00:06:40.320 --> 00:06:43.520]  我們看到埃及王子過紅海
[00:06:43.520 --> 00:06:48.480]  在這個曠野經歷了很多這個神之啓示
[00:06:48.480 --> 00:06:49.800]  但這次呢
[00:06:49.800 --> 00:06:55.680]  他很像是潤物細無聲的一個內在的一個和裂變
[00:06:55.680 --> 00:06:56.640]  從一個人開始
[00:06:56.640 --> 00:07:00.040]  就像耶穌教導他的門徒那樣
[00:07:00.040 --> 00:07:03.320]  伊犁麥子不掉在地裏死了
[00:07:03.320 --> 00:07:05.360]  就仍舊是伊犁
[00:07:05.360 --> 00:07:06.920]  如果是死了
[00:07:06.920 --> 00:07:09.600]  就接出許多的子弟來
[00:07:09.600 --> 00:07:13.240]  保羅親眼看到了第一粒子弟
[00:07:13.240 --> 00:07:16.800]  斯蒂芬掉在地裏死了
[00:07:16.800 --> 00:07:18.600]  而他的生命呢
[00:07:18.600 --> 00:07:19.480]  也發生了變化
[00:07:19.480 --> 00:07:20.600]  這就是他爲什麼解釋說
[00:07:20.600 --> 00:07:22.960]  我爲要得到耶穌
[00:07:22.960 --> 00:07:24.400]  自從遇見了這個耶穌的時候
[00:07:24.400 --> 00:07:26.040]  我也要得到耶穌
[00:07:26.040 --> 00:07:28.080]  把萬事看作分土
[00:07:28.080 --> 00:07:30.760]  他以認識耶穌基督爲至寶
[00:07:30.760 --> 00:07:32.960]  實際上不是他要得到耶穌
[00:07:32.960 --> 00:07:35.560]  耶穌完全的得到他了
[00:07:35.560 --> 00:07:36.880]  他用自己的話說
[00:07:36.880 --> 00:07:39.480]  我已經和耶穌基督同定十字架
[00:07:39.480 --> 00:07:41.800]  現在活着的不再是我
[00:07:41.800 --> 00:07:44.160]  而是基督在我裏面活着
[00:07:44.160 --> 00:07:46.120]  而且如今我在肉身活着
[00:07:46.120 --> 00:07:49.400]  是因爲信神的兒子而活
[00:07:49.400 --> 00:07:50.480]  他是愛我
[00:07:50.480 --> 00:07:51.240]  爲我捨己
[00:07:51.240 --> 00:07:54.320]  如果你是保羅的家人
[00:07:54.320 --> 00:07:55.720]  同學或者朋友看到
[00:07:55.720 --> 00:07:59.840]  哇 本來有這麼虔誠似錦的一個年輕人
[00:07:59.840 --> 00:08:02.000]  突然發生這樣的事情
[00:08:02.000 --> 00:08:03.800]  你會給他一些什麼建議呢
[00:08:03.800 --> 00:08:04.560]  一些提醒
[00:08:04.560 --> 00:08:05.000]  甚至一些
[00:08:05.000 --> 00:08:07.640]  我是不是需要看一下counseling
[00:08:07.640 --> 00:08:08.920]  發生什麼變化了
[00:08:08.920 --> 00:08:11.480]  你也會說保羅
[00:08:11.480 --> 00:08:13.320]  你是不是瘋了
[00:08:13.320 --> 00:08:15.640]  你有羅馬公民身份的
[00:08:15.640 --> 00:08:17.760]  很多人要買才能得來呢
[00:08:17.760 --> 00:08:19.840]  我是住在香港七年纔有
[00:08:19.840 --> 00:08:21.480]  我們在這裏是有代價的
[00:08:23.520 --> 00:08:26.600]  你有良好的專業訓練
[00:08:26.600 --> 00:08:29.040]  看看你的屁股
[00:08:29.040 --> 00:08:34.280]  你完全有可能成爲下一屆的大律師公會主席
[00:08:34.280 --> 00:08:36.480]  保羅當時是往這個方面奔的
[00:08:36.480 --> 00:08:38.600]  一個法律賽人被分別出來
[00:08:38.600 --> 00:08:41.320]  他爲什麼熱衷迫害基督徒
[00:08:41.320 --> 00:08:43.320]  他上最好的法學院
[00:08:43.320 --> 00:08:45.000]  在馬嘉烈門下受選
[00:08:45.000 --> 00:08:48.280]  也許將來成爲一個猶大公會的其中的一個
[00:08:48.280 --> 00:08:51.640]  猶大的公會有隻有71個名額
[00:08:51.640 --> 00:08:52.640]  有法律賽人
[00:08:53.520 --> 00:08:54.440]  還有祭祀長
[00:08:54.440 --> 00:08:55.440]  還有很多文士
[00:08:55.440 --> 00:08:56.960]  所以保羅是往這個方向奔的
[00:08:56.960 --> 00:08:59.520]  爲什麼發生這樣的事情
[00:08:59.520 --> 00:09:03.920]  你如此去跟隨本來你極力逼迫的那道
[00:09:03.920 --> 00:09:04.560]  the way
[00:09:04.560 --> 00:09:07.560]  dramatic
[00:09:07.560 --> 00:09:08.160]  life change
[00:09:08.160 --> 00:09:13.480]  我不知道我們在遇見耶穌的時候是一個什麼樣的一個情況
[00:09:13.480 --> 00:09:15.080]  有沒有那樣一個光相
[00:09:15.080 --> 00:09:16.920]  你發現很多的時候可能沒有啊
[00:09:16.920 --> 00:09:18.280]  是一種潤物系無聲的
[00:09:18.280 --> 00:09:22.120]  那保羅在菲律比書三章
[00:09:22.120 --> 00:09:24.160]  接下來的三章九到十四節
[00:09:24.160 --> 00:09:28.480]  他對他的新的選擇和人生目標有進一步的一個解釋
[00:09:28.480 --> 00:09:29.520]  我用paraphrase一下
[00:09:29.520 --> 00:09:30.080]  他說
[00:09:30.080 --> 00:09:30.800]  以前呢
[00:09:30.800 --> 00:09:35.120]  我是靠嚴格的遵守法律誠意法律賽人的分別出來
[00:09:35.120 --> 00:09:38.000]  就是要了解上帝的法律
[00:09:38.000 --> 00:09:39.240]  而現在呢
[00:09:39.240 --> 00:09:42.760]  我發現靠這個法律成不了意
[00:09:42.760 --> 00:09:44.320]  我想做的我做不出來
[00:09:44.320 --> 00:09:46.920]  我不想做的反做出來了
[00:09:46.920 --> 00:09:47.960]  那現在呢
[00:09:47.960 --> 00:09:56.720]  我真的明白是耶穌基督付費完成了所有上帝的律法的要求
[00:09:56.720 --> 00:09:57.920]  我信他
[00:09:57.920 --> 00:09:58.800]  所以成爲一人
[00:09:58.800 --> 00:10:00.320]  我現在是在他裏面
[00:10:00.320 --> 00:10:02.880]  我渴望更深的認識耶穌
[00:10:02.880 --> 00:10:05.160]  也願意和他一同受苦
[00:10:05.160 --> 00:10:06.040]  效法他的死
[00:10:06.040 --> 00:10:08.560]  來經歷他復活的大難
[00:10:08.560 --> 00:10:11.400]  保羅接着說道
[00:10:11.400 --> 00:10:13.520]  這不是說我已經得着了
[00:10:13.520 --> 00:10:15.120]  已經完全了
[00:10:15.120 --> 00:10:21.120]  我乃是竭力追求或者可以得着基督耶穌
[00:10:21.120 --> 00:10:22.440]  所以得着我的
[00:10:22.440 --> 00:10:24.480]  弟兄們
[00:10:24.480 --> 00:10:27.160]  我不是因爲自己已經得着了
[00:10:27.160 --> 00:10:36.080]  我只有一件事就是忘記背後努力面前的向着標杆直奔
[00:10:36.080 --> 00:10:41.920]  要得神在基督耶穌裏從上面招我來的獎賞
[00:10:41.920 --> 00:10:46.920]  他像摩西一樣看見了呢看不見的一個永恆的
[00:10:46.920 --> 00:10:53.680]  保羅在格林多後書第五章對自己的癲狂也是更是一語道破
[00:10:53.680 --> 00:10:54.200]  他說
[00:10:54.200 --> 00:10:57.360]  I am crazy for God
[00:10:57.360 --> 00:10:59.760]  就像你們這樣說的
[00:10:59.760 --> 00:11:01.080]  我是爲主癲狂了
[00:11:01.080 --> 00:11:01.960]  So what
[00:11:01.960 --> 00:11:02.280]  他說
[00:11:02.280 --> 00:11:04.880]  我們如果癲狂是爲神
[00:11:04.880 --> 00:11:07.880]  若果謹守
[00:11:07.880 --> 00:11:09.640]  是爲你們
[00:11:10.760 --> 00:11:13.160]  原來基督的愛激勵我們
[00:11:13.160 --> 00:11:14.800]  因爲我們想一人集體
[00:11:14.800 --> 00:11:15.440]  衆人死
[00:11:15.440 --> 00:11:17.040]  衆人就都死了
[00:11:17.040 --> 00:11:22.040]  並且他替衆人死是叫那些活着的人不再爲自己活
[00:11:22.040 --> 00:11:25.440]  乃是爲他們死而復活的主活
[00:11:25.440 --> 00:11:29.120]  So the love of Christ compels me
[00:11:29.120 --> 00:11:31.880]  我不知道我們談過戀愛的啊
[00:11:31.880 --> 00:11:33.680]  經過這種passionate love
[00:11:33.680 --> 00:11:34.840]  crazy love的
[00:11:34.840 --> 00:11:36.680]  你明白保羅在說什麼
[00:11:36.680 --> 00:11:43.360]  我覺得這個英文的單詞很有談戀愛陷入愛河是fall in love
[00:11:43.360 --> 00:11:47.080]  不是一個理性上的一個計算
[00:11:47.080 --> 00:11:49.160]  他整個人被耶穌得着了
[00:11:49.160 --> 00:11:51.320]  被耶穌的大光啊
[00:11:51.320 --> 00:11:53.840]  那耶穌保羅不單單是得着了他的心
[00:11:53.840 --> 00:11:58.160]  我就看得着整個全人得着耶穌
[00:11:58.160 --> 00:11:59.280]  所以得着我的
[00:11:59.280 --> 00:12:01.960]  自從保羅與耶穌了
[00:12:01.960 --> 00:12:07.000]  有這樣一次的一個面對面一個personal encounter
[00:12:07.000 --> 00:12:08.920]  living encounter
[00:12:08.920 --> 00:12:13.360]  他得着了那從天上來的異象
[00:12:13.360 --> 00:12:18.720]  便從此開始了他的使命人生
[00:12:18.720 --> 00:12:20.680]  義無反顧
[00:12:20.680 --> 00:12:23.200]  無問西東
[00:12:23.200 --> 00:12:26.680]  totally sold out for Christ
[00:12:31.040 --> 00:12:34.840]  至愛耶穌成爲保羅一生宣教的動力
[00:12:34.840 --> 00:12:43.160]  保羅的宣教工作也沒有結束在使徒刑斷的二十八章三十一節
[00:12:43.160 --> 00:12:45.600]  這個open ending to be continued
[00:12:45.600 --> 00:12:46.960]  更準確的說
[00:12:46.960 --> 00:12:50.080]  是一切都剛剛開始
[00:12:50.080 --> 00:12:54.200]  在接下來的三百年間
[00:12:54.200 --> 00:12:58.760]  基督的跟隨者把福音傳遍了整個羅馬帝國
[00:12:58.760 --> 00:13:01.240]  甚至君士坦丁大帝也皈依基督
[00:13:01.240 --> 00:13:03.840]  並隨後頒佈基督教成爲國教
[00:13:03.840 --> 00:13:09.280]  那這些驚天動地的事情又是如何發生的呢
[00:13:09.280 --> 00:13:11.280]  我們如果詳細研究一下保羅
[00:13:11.280 --> 00:13:15.000]  他的宣教策略和他的模式就會給我們提供一些線索
[00:13:15.000 --> 00:13:17.160]  我們剛纔講到保羅的生命被轉化
[00:13:17.160 --> 00:13:18.800]  from his being
[00:13:18.800 --> 00:13:21.440]  然後現在我們來看看his doing
[00:13:21.440 --> 00:13:22.680]  我們也經常說啊
[00:13:22.680 --> 00:13:26.320]  我們的doing from our being
[00:13:26.320 --> 00:13:28.520]  我們是誰決定我們會做什麼
[00:13:28.520 --> 00:13:30.680]  當保羅被完全被耶穌得了
[00:13:30.680 --> 00:13:31.920]  這個人不再一樣了
[00:13:31.920 --> 00:13:32.920]  再也不是他了
[00:13:32.920 --> 00:13:34.360]  是耶穌在他裏面
[00:13:34.360 --> 00:13:39.280]  你看看上帝使用保羅在頭一百年教會的發展
[00:13:39.280 --> 00:13:40.760]  親愛的弟兄姐妹啊
[00:13:40.760 --> 00:13:42.200]  親愛的來賓被transform
[00:13:42.200 --> 00:13:49.080]  有一些聖經學者通過對石圖形狀和保羅書信的詳細的研究發現呢
[00:13:49.080 --> 00:13:52.480]  保羅那他可以點出名字的這些人呢
[00:13:52.480 --> 00:13:53.280]  他就同工啊
[00:13:53.280 --> 00:13:54.480]  總共有69位
[00:13:56.000 --> 00:13:59.600]  其中九位呢是保羅提莫泰啊
[00:13:59.600 --> 00:14:01.320]  保羅希拉啊
[00:14:01.320 --> 00:14:02.720]  這樣的人物啊
[00:14:02.720 --> 00:14:04.800]  這個石圖性的師父
[00:14:04.800 --> 00:14:08.320]  門徒的這樣的有生命關係的使徒性領袖啊
[00:14:08.320 --> 00:14:10.120]  他們一起巡迴步道
[00:14:10.120 --> 00:14:12.360]  有53位呢
[00:14:12.360 --> 00:14:14.440]  是地方教會領袖
[00:14:14.440 --> 00:14:16.760]  那這些都是知識長老啊
[00:14:16.760 --> 00:14:20.080]  保羅所建立的知識教會的知識長老
[00:14:20.080 --> 00:14:22.600]  其中也有13位婦女領袖
[00:14:22.600 --> 00:14:24.320]  像呂迪亞拉
[00:14:24.320 --> 00:14:25.560]  像菲比
[00:14:25.560 --> 00:14:26.760]  這樣當時的情況
[00:14:26.760 --> 00:14:27.640]  婦女的地位不高
[00:14:27.640 --> 00:14:35.080]  但是上帝卻使用打開他們的家庭經濟上來支持保羅的宣教士工啊
[00:14:35.080 --> 00:14:39.160]  有16位是保羅士工的這些benefactor
[00:14:39.160 --> 00:14:42.160]  所以宣教對保羅來說是一個全方位的
[00:14:42.160 --> 00:14:42.920]  有人力
[00:14:42.920 --> 00:14:43.440]  物力
[00:14:43.440 --> 00:14:44.840]  財力啊
[00:14:44.840 --> 00:14:45.880]  同時呢
[00:14:45.880 --> 00:14:49.160]  保羅還有一個很大的一個網絡啊
[00:14:49.160 --> 00:14:52.840]  那我我我提出這個複合性網絡
[00:14:52.840 --> 00:14:54.400]  我們這個讀工程的人啊
[00:14:54.400 --> 00:15:00.560]  特別是這個computer science的你知道一個complex network是一個現代的一個名詞啊
[00:15:00.560 --> 00:15:05.240]  那有一位物理學家Albert Losslow Barassi呢
[00:15:05.240 --> 00:15:08.240]  他有一本書叫The Linked 鏈接
[00:15:08.240 --> 00:15:10.360]  How everything is connected to everything else
[00:15:10.360 --> 00:15:14.360]  and what it means for business, science and everyday life
[00:15:14.360 --> 00:15:17.320]  在一個網絡當中
[00:15:17.320 --> 00:15:18.760]  complex network
[00:15:18.760 --> 00:15:20.240]  他在這本書中啊
[00:15:20.240 --> 00:15:23.360]  我們這位這個Barassi教授呢
[00:15:23.360 --> 00:15:24.320]  他用保羅爲理
[00:15:24.320 --> 00:15:25.320]  他覺得保羅呀
[00:15:25.320 --> 00:15:28.440]  是最懂得複合性網絡
[00:15:28.440 --> 00:15:30.040]  complex network的
[00:15:30.040 --> 00:15:33.080]  並且把它用到極致的第一人
[00:15:33.080 --> 00:15:34.320]  兩千多年前的事情
[00:15:34.320 --> 00:15:36.600]  那今天呢
[00:15:36.600 --> 00:15:43.160]  很多的大的航空公司都有自己的這些original strategic hub
[00:15:43.160 --> 00:15:49.760]  保羅在當時的羅馬帝國也建立了宣教的戰略樞紐戰
[00:15:49.760 --> 00:15:51.440]  比方說
[00:15:51.440 --> 00:15:52.600]  拆它出去的安提亞
[00:15:52.600 --> 00:15:55.320]  每次回來都要到安提亞去它的base
[00:15:55.320 --> 00:15:57.000]  然後影響文化
[00:15:57.000 --> 00:15:59.120]  影響宗教的非常策略一個城市
[00:15:59.120 --> 00:16:02.080]  他在那有三年之久的衣服鎖
[00:16:02.080 --> 00:16:06.280]  還有最有影響力到最後的新向羅馬啊
[00:16:06.280 --> 00:16:10.040]  羅馬帝國整個政治經濟軍事的一個重鎮
[00:16:10.040 --> 00:16:10.720]  那保羅呢
[00:16:10.720 --> 00:16:13.600]  選擇成爲一個戰略的一個樞紐
[00:16:13.600 --> 00:16:14.880]  那說我們今天在國內呢
[00:16:14.880 --> 00:16:17.120]  我們講這個要發展事業的話
[00:16:17.120 --> 00:16:19.360]  想到北上廣
[00:16:19.360 --> 00:16:23.080]  我們在香港也是一個非常中國要走出去一個非常重要的一個戰略
[00:16:23.080 --> 00:16:27.280]  戰略是保羅是選中這些策略性的城市啊
[00:16:27.280 --> 00:16:28.680]  但同時呢
[00:16:28.680 --> 00:16:33.720]  也在羅馬帝國當時還有31個這種重要的城市
[00:16:33.720 --> 00:16:39.360]  中小型城市建立了網絡型的家庭教會
[00:16:39.360 --> 00:16:42.800]  這些家庭教會歸我們說兩三個人在一起就是一個教會
[00:16:42.800 --> 00:16:45.240]  大約超不過50到70人
[00:16:45.240 --> 00:16:47.920]  所以當時的教會沒有像我們今天這樣
[00:16:47.920 --> 00:16:50.120]  在這裏好像是一種很relational的
[00:16:50.120 --> 00:16:51.720]  在家裏面的啊
[00:16:51.720 --> 00:16:52.760]  一起來掰餅
[00:16:52.760 --> 00:16:53.560]  一起來聚餐
[00:16:53.560 --> 00:16:55.800]  生命影響生命的一個教會啊
[00:16:55.800 --> 00:17:01.560]  這是成爲羅馬國教之前的一個organic一個fellowship在裏面啊
[00:17:01.560 --> 00:17:02.920]  所以在household裏面
[00:17:02.920 --> 00:17:06.440]  那另外一位宗教社會學家
[00:17:06.440 --> 00:17:08.640]  好像大家比較熟悉是Rodney Stark
[00:17:08.640 --> 00:17:11.040]  在他的基督教的興起
[00:17:11.040 --> 00:17:14.400]  Rise of Christianity一書中也有類似的描述
[00:17:14.400 --> 00:17:16.400]  當時的教會是這種網絡
[00:17:16.400 --> 00:17:18.600]  還有一些定量的分析啊
[00:17:18.600 --> 00:17:24.160]  關於這些城鎮是如何對當時的羅馬社會產生這種深刻的影響
[00:17:24.160 --> 00:17:29.120]  我們可以有很多想象的空間
[00:17:29.120 --> 00:17:31.480]  在中國49年之後啊
[00:17:31.480 --> 00:17:33.560]  教會離開了
[00:17:33.560 --> 00:17:35.600]  我們的大學撤到這裏來了
[00:17:35.600 --> 00:17:39.040]  13位大學在這裏成爲了衝擊書院
[00:17:39.040 --> 00:17:43.920]  但是中國的教會卻成爲了一個使圖形狀一樣的教會
[00:17:43.920 --> 00:17:46.000]  原生態的一個教會
[00:17:46.000 --> 00:17:48.280]  這種不同的團隊
[00:17:48.280 --> 00:17:49.520]  像使圖形團來回行走
[00:17:49.520 --> 00:17:50.520]  因爲他沒有選擇
[00:17:50.520 --> 00:17:52.720]  被逼迫的時候從這城逃到那城
[00:17:52.720 --> 00:17:55.400]  同時的卻建立了教會起來
[00:17:55.400 --> 00:17:57.720]  不能公開的聚會就在家裏的聚會
[00:17:57.720 --> 00:17:59.320]  特別是過去14年開始
[00:17:59.320 --> 00:18:03.400]  中國教會又面臨着另外一波的拆石架呀
[00:18:03.400 --> 00:18:04.720]  逼迫呀
[00:18:04.720 --> 00:18:06.160]  但上帝知道他在做什麼
[00:18:06.160 --> 00:18:11.800]  回到這個root根本
[00:18:11.800 --> 00:18:12.680]  什麼是教會
[00:18:14.080 --> 00:18:17.000]  我們可以看出保羅不但在心智上
[00:18:17.000 --> 00:18:21.200]  他的心heart與耶穌同死同埋葬同復活
[00:18:21.200 --> 00:18:22.280]  他的心智
[00:18:22.280 --> 00:18:25.600]  他的beautiful mind同時也被上帝使用
[00:18:25.600 --> 00:18:27.720]  你記得他是學法律的啊
[00:18:27.720 --> 00:18:28.800]  很能思辨
[00:18:28.800 --> 00:18:30.600]  他被聖靈充滿
[00:18:30.600 --> 00:18:32.880]  決心要把福音從耶路撒冷
[00:18:32.880 --> 00:18:35.240]  猶大全地和撒瑪利亞直到地級
[00:18:35.240 --> 00:18:37.280]  傳揚耶穌基督
[00:18:37.280 --> 00:18:41.560]  他實在是一個把自己全人heart
