
[00:00:00.000 --> 00:00:06.000]  今年會用這個主題去分享一系列的訊息
[00:01:10.000 --> 00:01:12.000]  不是太多人
[00:01:12.000 --> 00:01:15.000]  我有不同的常客
[00:01:15.000 --> 00:01:18.000]  今早亦都見到其中一個常客
[00:01:18.000 --> 00:01:20.000]  Good morning Wendy
[00:01:20.000 --> 00:01:22.000]  Good morning Thomas
[00:01:22.000 --> 00:01:29.000]  她說我的狗快要死了
[00:01:29.000 --> 00:01:33.000]  我都偷偷聽不清楚她說什麼
[00:01:33.000 --> 00:01:36.000]  我說你的狗快要死了
[00:01:36.000 --> 00:01:37.000]  她說不是快要死了
[00:01:37.000 --> 00:01:39.000]  所以我明天拿牠
[00:01:39.000 --> 00:01:48.000]  交給醫生幫助牠安樂死
[00:01:48.000 --> 00:01:52.000]  我說Icy牠都陪了你很久
[00:01:52.000 --> 00:01:53.000]  她說是的
[00:01:53.000 --> 00:01:54.000]  陪了我很久
[00:01:54.000 --> 00:01:56.000]  現在牠好像人一樣
[00:01:56.000 --> 00:01:57.000]  歲數是70歲
[00:01:57.000 --> 00:01:59.000]  Icy
[00:01:59.000 --> 00:02:01.000]  坐下
[00:02:01.000 --> 00:02:05.000]  另外有一個家庭來
[00:02:05.000 --> 00:02:08.000]  那個家庭我亦都見過幾次
[00:02:08.000 --> 00:02:11.000]  那個女人大大聲跟Wendy說
[00:02:11.000 --> 00:02:13.000]  Hello good morning
[00:02:13.000 --> 00:02:17.000]  他們領養了一個女黑人
[00:02:17.000 --> 00:02:18.000]  現在Teenage
[00:02:18.000 --> 00:02:20.000]  我相信十二三歲左右
[00:02:20.000 --> 00:02:22.000]  爸爸爸爸大大隻隻
[00:02:22.000 --> 00:02:24.000]  實實正正
[00:02:24.000 --> 00:02:27.000]  我想有六七十歲
[00:02:27.000 --> 00:02:31.000]  不過就是忠忠實實的人
[00:02:31.000 --> 00:02:33.000]  不過這個女人
[00:02:33.000 --> 00:02:36.000]  我都見了她好幾次
[00:02:36.000 --> 00:02:38.000]  每次都罵老公的
[00:02:38.000 --> 00:02:41.000]  每次都在眾人面前罵老公的
[00:02:41.000 --> 00:02:44.000]  總之針什麼給她
[00:02:44.000 --> 00:02:45.000]  拿什麼給她
[00:02:45.000 --> 00:02:47.000]  都糟蹋老公一輪
[00:02:47.000 --> 00:02:50.000]  今早同樣是這樣
[00:02:50.000 --> 00:02:52.000]  老公是不是要這個
[00:02:52.000 --> 00:02:54.000]  要這個
[00:02:54.000 --> 00:02:56.000]  You know that
[00:02:56.000 --> 00:03:00.000]  總之是很不客氣的對老公
[00:03:00.000 --> 00:03:02.000]  上次我在這裡吃東西的時候
[00:03:02.000 --> 00:03:04.000]  她罵老公
[00:03:04.000 --> 00:03:06.000]  罵到一個地步
[00:03:06.000 --> 00:03:10.000]  不單止我們的corner都個個都聽到
[00:03:10.000 --> 00:03:13.000]  她還在惹我
[00:03:13.000 --> 00:03:15.000]  她說young man
[00:03:15.000 --> 00:03:17.000]  她叫我young man
[00:03:17.000 --> 00:03:18.000]  她說young man
[00:03:18.000 --> 00:03:19.000]  Do you think so
[00:03:19.000 --> 00:03:22.000]  Do you think I am right
[00:03:22.000 --> 00:03:24.000]  我懶得理她
[00:03:24.000 --> 00:03:26.000]  我當聽不到
[00:03:26.000 --> 00:03:28.000]  她又不知道我懂不懂英文
[00:03:28.000 --> 00:03:30.000]  我當聽不到
[00:03:30.000 --> 00:03:33.000]  我覺得很沒禮貌
[00:03:33.000 --> 00:03:36.000]  今早的同樣也是這樣糟蹋老公
[00:03:36.000 --> 00:03:38.000]  老公對女兒很好
[00:03:38.000 --> 00:03:40.000]  對那個領養那個
[00:03:40.000 --> 00:03:42.000]  幫她針東西
[00:03:42.000 --> 00:03:45.000]  老婆不得了
[00:03:45.000 --> 00:03:47.000]  所以我今天很溫習
[00:03:47.000 --> 00:03:49.000]  今天要講一篇講章
[00:03:49.000 --> 00:03:52.000]  不過我心裡面浮現出
[00:03:52.000 --> 00:03:54.000]  要不要我跟她講幾句
[00:03:54.000 --> 00:03:58.000]  可不可以對老公客氣一點
[00:03:58.000 --> 00:04:00.000]  讓我想想我是誰
[00:04:00.000 --> 00:04:04.000]  無端白事跟人家對老公客氣一點
[00:04:04.000 --> 00:04:06.000]  被她罵就慘了
[00:04:06.000 --> 00:04:11.000]  我今天講到心情都不同
[00:04:11.000 --> 00:04:13.000]  但是他們聊著聊著的時候
[00:04:13.000 --> 00:04:16.000]  我還是不要惹人了
[00:04:16.000 --> 00:04:18.000]  不過我看到
[00:04:18.000 --> 00:04:24.000]  她爸爸真的很照顧這個小女孩
[00:04:24.000 --> 00:04:26.000]  我看一看他們
[00:04:26.000 --> 00:04:28.000]  那個小女孩很聰明
[00:04:28.000 --> 00:04:29.000]  又看一看我
[00:04:29.000 --> 00:04:30.000]  掩著自己的嘴
[00:04:30.000 --> 00:04:32.000]  她不應該說那麼多話那麼大聲
[00:04:32.000 --> 00:04:34.000]  It's alright
[00:04:34.000 --> 00:04:38.000]  You have a very nice dad
[00:04:38.000 --> 00:04:43.000]  Very gentle, very nice dad
[00:04:43.000 --> 00:04:45.000]  那個媽媽在旁邊看著我
[00:04:45.000 --> 00:04:47.000]  What? What did you say?
[00:04:47.000 --> 00:04:50.000]  Very gentle, very nice dad
[00:04:50.000 --> 00:04:53.000]  Take good care of your child
[00:04:53.000 --> 00:04:55.000]  那個黑人的小孩就說
[00:04:55.000 --> 00:04:58.000]  This is my dad, this is my mom
[00:04:58.000 --> 00:05:00.000]  You are very blessed
[00:05:00.000 --> 00:05:02.000]  很好
[00:05:02.000 --> 00:05:04.000]  那個媽媽就說
[00:05:04.000 --> 00:05:07.000]  Someone has to do that
[00:05:07.000 --> 00:05:09.000]  即是她說
[00:05:09.000 --> 00:05:11.000]  隨便有一個都需要gentle
[00:05:11.000 --> 00:05:13.000]  這樣的意思
[00:05:13.000 --> 00:05:16.000]  Yeah, yeah, yeah, yeah
[00:05:16.000 --> 00:05:18.000]  臨走的時候
[00:05:18.000 --> 00:05:19.000]  大家一起說
[00:05:19.000 --> 00:05:21.000]  Hi, have a good day
[00:05:21.000 --> 00:05:22.000]  整家人跟我說
[00:05:22.000 --> 00:05:23.000]  Oh, you have a good day too
[00:05:23.000 --> 00:05:25.000]  See you next Sunday
[00:05:25.000 --> 00:05:28.000]  Praise the Lord
[00:05:28.000 --> 00:05:32.000]  我講這個故事真的很簡單
[00:05:32.000 --> 00:05:34.000]  即是說
[00:05:34.000 --> 00:05:36.000]  然後每一個人
[00:05:36.000 --> 00:05:40.000]  有一種習慣性的思想在我們裏面
[00:05:40.000 --> 00:05:43.000]  最近師母就提我一個字
[00:05:43.000 --> 00:05:45.000]  我覺得非常好
[00:05:45.000 --> 00:05:47.000]  特別你們懂Computer
[00:05:47.000 --> 00:05:48.000]  Default
[00:05:48.000 --> 00:05:49.000]  聽到嗎
[00:05:49.000 --> 00:05:51.000]  Default setting
[00:05:51.000 --> 00:05:52.000]  你Default了它
[00:05:52.000 --> 00:05:54.000]  即是什麼東西就彈出來
[00:05:54.000 --> 00:05:56.000]  就第一時間彈出來
[00:05:56.000 --> 00:05:59.000]  Default
[00:05:59.000 --> 00:06:03.000]  有些人有很多Default setting在裏面
[00:06:03.000 --> 00:06:05.000]  無論你跟他說什麼
[00:06:05.000 --> 00:06:07.000]  他第一件事就會問
[00:06:07.000 --> 00:06:09.000]  多少錢
[00:06:09.000 --> 00:06:10.000]  你們有沒有這樣
[00:06:10.000 --> 00:06:12.000]  有沒有人說多少錢
[00:06:12.000 --> 00:06:14.000]  貴不貴
[00:06:14.000 --> 00:06:16.000]  會不會
[00:06:16.000 --> 00:06:19.000]  或者你們
[00:06:19.000 --> 00:06:21.000]  有些人說
[00:06:21.000 --> 00:06:22.000]  不如你做這件事
[00:06:22.000 --> 00:06:24.000]  他不要做
[00:06:24.000 --> 00:06:25.000]  蝕底的
[00:06:25.000 --> 00:06:27.000]  會不會
[00:06:27.000 --> 00:06:28.000]  或者你不要做
[00:06:28.000 --> 00:06:30.000]  會失敗的
[00:06:30.000 --> 00:06:33.000]  會不會這樣
[00:06:33.000 --> 00:06:35.000]  有些人會
[00:06:35.000 --> 00:06:36.000]  或者
[00:06:36.000 --> 00:06:37.000]  有些人說
[00:06:37.000 --> 00:06:39.000]  你只有他
[00:06:39.000 --> 00:06:41.000]  我喜歡做就做
[00:06:41.000 --> 00:06:42.000]  會不會
[00:06:42.000 --> 00:06:43.000]  你好
[00:06:43.000 --> 00:06:45.000]  好像你們個個都不會
[00:06:45.000 --> 00:06:48.000]  沒有Default setting
[00:06:48.000 --> 00:06:51.000]  我只是舉例子
[00:06:51.000 --> 00:06:52.000]  或者
[00:06:52.000 --> 00:06:55.000]  有些人說
[00:06:55.000 --> 00:06:56.000]  你看
[00:06:56.000 --> 00:06:58.000]  我講了你
[00:06:58.000 --> 00:06:59.000]  我講了你
[00:06:59.000 --> 00:07:01.000]  又失敗了
[00:07:01.000 --> 00:07:02.000]  有沒有這樣
[00:07:02.000 --> 00:07:03.000]  對子女
[00:07:03.000 --> 00:07:04.000]  有沒有
[00:07:04.000 --> 00:07:06.000]  你看我講了你
[00:07:06.000 --> 00:07:09.000]  又是這樣
[00:07:09.000 --> 00:07:11.000]  或者會不會
[00:07:11.000 --> 00:07:12.000]  有些人說
[00:07:12.000 --> 00:07:14.000]  你不要講這麼多
[00:07:14.000 --> 00:07:15.000]  這麼沉氣
[00:07:15.000 --> 00:07:17.000]  我叫你做什麼你就做
[00:07:17.000 --> 00:07:19.000]  Shut up
[00:07:19.000 --> 00:07:22.000]  有沒有這樣Controlling
[00:07:22.000 --> 00:07:24.000]  可能有些
[00:07:24.000 --> 00:07:25.000]  個個不同
[00:07:25.000 --> 00:07:27.000]  會不會有些人說
[00:07:27.000 --> 00:07:29.000]  我今天
[00:07:29.000 --> 00:07:32.000]  怎樣可以使人開心
[00:07:32.000 --> 00:07:34.000]  有沒有
[00:07:34.000 --> 00:07:37.000]  最近我學這個功課
[00:07:37.000 --> 00:07:38.000]  我學這個功課
[00:07:38.000 --> 00:07:40.000]  我今天怎樣可以使上帝開心
[00:07:40.000 --> 00:07:41.000]  使自己開心
[00:07:41.000 --> 00:07:44.000]  使人開心
[00:07:44.000 --> 00:07:48.000]  今天我想和大家講這個訊息
[00:07:48.000 --> 00:07:50.000]  一系列的訊息
[00:07:50.000 --> 00:07:52.000]  我鼓勵大家
[00:07:52.000 --> 00:07:53.000]  在上帝面前
[00:07:53.000 --> 00:07:54.000]  你信了主也好
[00:07:54.000 --> 00:07:56.000]  未信主也不要緊
[00:07:56.000 --> 00:07:59.000]  你嘗試求上帝讓你看到
[00:07:59.000 --> 00:08:04.000]  你的default setting是什麼
[00:08:04.000 --> 00:08:07.000]  Hello
[00:08:07.000 --> 00:08:08.000]  Hello
[00:08:08.000 --> 00:08:10.000]  明白我說什麼嗎
[00:08:10.000 --> 00:08:12.000]  你的default setting是什麼
[00:08:12.000 --> 00:08:13.000]  在翻譯來說
[00:08:13.000 --> 00:08:16.000]  叫做默認設置
[00:08:16.000 --> 00:08:18.000]  default setting
[00:08:18.000 --> 00:08:20.000]  很快就出來了
[00:08:20.000 --> 00:08:21.000]  無論別人說什麼
[00:08:21.000 --> 00:08:23.000]  很快就出來了
[00:08:23.000 --> 00:08:27.000]  那個是去表達你裏面的價值觀
[00:08:27.000 --> 00:08:30.000]  而且是深深的價值觀
[00:08:30.000 --> 00:08:31.000]  不用想的
[00:08:31.000 --> 00:08:32.000]  不用考慮的
[00:08:32.000 --> 00:08:33.000]  不用再計的
[00:08:33.000 --> 00:08:35.000]  就會馬上出來
[00:08:35.000 --> 00:08:36.000]  未必是不好
[00:08:36.000 --> 00:08:37.000]  未必好
[00:08:37.000 --> 00:08:38.000]  但最重要是你認識
[00:08:38.000 --> 00:08:41.000]  自己的default setting在哪裡
[00:08:41.000 --> 00:08:45.000]  你的慣性的思想和價值觀在哪裡
[00:08:45.000 --> 00:08:47.000]  不過今天
[00:08:47.000 --> 00:08:51.000]  我想介紹一個default setting
[00:08:51.000 --> 00:08:56.000]  我想介紹一個很重要的觀念給大家
[00:08:56.000 --> 00:08:59.000]  那個叫做Sabbath rest
[00:08:59.000 --> 00:09:03.000]  安息日的真理
[00:09:03.000 --> 00:09:07.000]  如果你想不想自己生命裏面
[00:09:07.000 --> 00:09:11.000]  多數的日子能夠比較平靜一點
[00:09:11.000 --> 00:09:13.000]  比較能夠安穩一點
[00:09:13.000 --> 00:09:14.000]  安息一點
[00:09:14.000 --> 00:09:16.000]  rest and peace
[00:09:16.000 --> 00:09:17.000]  你需要嗎
[00:09:17.000 --> 00:09:18.000]  需要請舉手
[00:09:18.000 --> 00:09:19.000]  好嗎
[00:09:19.000 --> 00:09:20.000]  需要請舉手
[00:09:20.000 --> 00:09:21.000]  真的
[00:09:21.000 --> 00:09:22.000]  我會幫你
[00:09:22.000 --> 00:09:23.000]  靠著神的話
[00:09:23.000 --> 00:09:24.000]  我也想
[00:09:24.000 --> 00:09:25.000]  你也想
[00:09:25.000 --> 00:09:26.000]  是不是
[00:09:26.000 --> 00:09:27.000]  因為太多的事使你很煩
[00:09:27.000 --> 00:09:28.000]  太多的憂慮
[00:09:28.000 --> 00:09:29.000]  使你很煩
[00:09:29.000 --> 00:09:32.000]  今早我再背了一段經文
[00:09:32.000 --> 00:09:34.000]  菲律賓書第四章第五第六節
[00:09:34.000 --> 00:09:36.000]  應當一無掛慮
[00:09:36.000 --> 00:09:39.000]  只要凡事藉著禱告祈求和感謝
[00:09:39.000 --> 00:09:41.000]  將你們所要的告訴神
[00:09:41.000 --> 00:09:43.000]  神所賜出人意外的平安
[00:09:43.000 --> 00:09:45.000]  要在基督耶穌裏
[00:09:45.000 --> 00:09:47.000]  保守你們的心懷意念
[00:09:47.000 --> 00:09:52.000]  今天我想和大家分享
[00:09:52.000 --> 00:09:56.000]  上帝首先自己安息
[00:09:56.000 --> 00:09:58.000]  上帝自己安息之後
[00:09:58.000 --> 00:10:01.000]  他也叫人安息
[00:10:01.000 --> 00:10:03.000]  今天我在華語會講第二講
[00:10:03.000 --> 00:10:05.000]  我會大概用六七堂
[00:10:05.000 --> 00:10:07.000]  都是講安息這個term
[00:10:07.000 --> 00:10:12.000]  我希望成為你我的一個default setting
[00:10:12.000 --> 00:10:15.000]  我們看第一個的大點
[00:10:15.000 --> 00:10:17.000]  這裏告訴我們一件事
[00:10:17.000 --> 00:10:21.000]  上帝的創造是從無到有的創造
[00:10:21.000 --> 00:10:22.000]  可以帶來安息
[00:10:22.000 --> 00:10:24.000]  God created the world
[00:10:24.000 --> 00:10:27.000]  Ex Nahilo
[00:10:27.000 --> 00:10:35.000]  拉丁文說是從無到有的創造
[00:10:35.000 --> 00:10:38.000]  上帝是從無到有的創造
[00:10:38.000 --> 00:10:41.000]  起初神創造天地地事空虛混沌
[00:10:41.000 --> 00:10:42.000]  冤冤黑暗
[00:10:42.000 --> 00:10:44.000]  神的靈魂行在水面
[00:10:44.000 --> 00:10:46.000]  神說要有江就有江
[00:10:46.000 --> 00:10:50.000]  上帝為自己而設的安息日
[00:10:50.000 --> 00:10:53.000]  不是只是為人去設安息日
[00:10:53.000 --> 00:10:54.000]  不要搞錯
[00:10:54.000 --> 00:10:57.000]  初時在創世紀那裏講到
[00:10:57.000 --> 00:10:59.000]  沒有先講是為人
[00:10:59.000 --> 00:11:01.000]  不過他說上帝做了六日
[00:11:01.000 --> 00:11:04.000]  然後第七日他就卸了自己的功
[00:11:04.000 --> 00:11:06.000]  就祝福這一日
[00:11:06.000 --> 00:11:08.000]  並且叫這一日為聖日
[00:11:08.000 --> 00:11:10.000]  是他自己停下來
[00:11:10.000 --> 00:11:15.000]  這個在希伯來文來說很簡單
[00:11:15.000 --> 00:11:16.000]  停下來
[00:11:16.000 --> 00:11:17.000]  是這麼簡單
[00:11:17.000 --> 00:11:19.000]  Stop
[00:11:19.000 --> 00:11:21.000]  上帝就停了
[00:11:21.000 --> 00:11:24.000]  然後他講兩句
[00:11:24.000 --> 00:11:26.000]  上帝就祝福那一日
[00:11:26.000 --> 00:11:29.000]  並且將那一日分別為聖日
[00:11:29.000 --> 00:11:30.000]  這件事不得了
[00:11:30.000 --> 00:11:33.000]  你慢慢我就不想rush我的講道
[00:11:33.000 --> 00:11:35.000]  所以我願意用全年
[00:11:35.000 --> 00:11:37.000]  我有機會在你的當中講
[00:11:37.000 --> 00:11:40.000]  我會講七、八篇、六、七篇左右
[00:11:40.000 --> 00:11:41.000]  逐段的和你們聊
[00:11:41.000 --> 00:11:45.000]  你覺得很寶貴
[00:11:45.000 --> 00:11:46.000]  什麼意思呢?
[00:11:46.000 --> 00:11:50.000]  上帝自己先想要休息
[00:11:50.000 --> 00:11:54.000]  聖經裏面講他自己停了
[00:11:54.000 --> 00:11:56.000]  他可以繼續做
[00:11:56.000 --> 00:11:58.000]  但是上帝做了六日之後
[00:11:58.000 --> 00:12:01.000]  他就有第七日他就停了
[00:12:01.000 --> 00:12:04.000]  所以我們不要很快去讀聖經
[00:12:04.000 --> 00:12:05.000]  第一件事
[00:12:05.000 --> 00:12:09.000]  就想想這段經文對我有什麼益處
[00:12:09.000 --> 00:12:13.000]  這個是其中一個讀經的方法
[00:12:13.000 --> 00:12:16.000]  但是太過自我為中心
[00:12:16.000 --> 00:12:19.000]  你會不會多數都是這樣讀經法的?
[00:12:19.000 --> 00:12:21.000]  這段經文對我有沒有益處?
[00:12:21.000 --> 00:12:22.000]  會不會?
[00:12:22.000 --> 00:12:24.000]  對我有什麼益處?
[00:12:24.000 --> 00:12:25.000]  可以
[00:12:25.000 --> 00:12:27.000]  我建議一件事
[00:12:27.000 --> 00:12:33.000]  這段經文讀了之後對神有什麼益處?
[00:12:33.000 --> 00:12:35.000]  讓我們如何去榮耀神
[00:12:35.000 --> 00:12:39.000]  如何去重讚神
[00:12:39.000 --> 00:12:41.000]  我們整個讀經的Mentality
[00:12:41.000 --> 00:12:42.000]  那個Default
[00:12:42.000 --> 00:12:45.000]  那個默認那個制
[00:12:45.000 --> 00:12:47.000]  突然間就是為了我自己
[00:12:47.000 --> 00:12:50.000]  但是我很希望大家從這裏看的時候
[00:12:50.000 --> 00:12:54.000]  是突然間看看神為什麼要安息
[00:12:54.000 --> 00:12:57.000]  OK
[00:12:57.000 --> 00:13:00.000]  上帝的安息
[00:13:00.000 --> 00:13:01.000]  是告訴我們
[00:13:01.000 --> 00:13:04.000]  上帝是先創造
[00:13:04.000 --> 00:13:07.000]  然後祂的創造是先有工作
[00:13:07.000 --> 00:13:08.000]  然後安息
[00:13:08.000 --> 00:13:15.000]  上帝首先是一個奧秘永恆的先在
[00:13:15.000 --> 00:13:18.000]  意思就是說在其他東西沒有之先
[00:13:18.000 --> 00:13:20.000]  祂是從沒有到有去Create
[00:13:20.000 --> 00:13:25.000]  所以祂是在一切物質的世界裏面
[00:13:25.000 --> 00:13:27.000]  被造的靈界裏面
[00:13:27.000 --> 00:13:29.000]  你發覺到祂是先在
[00:13:29.000 --> 00:13:32.000]  Create existence of God
[00:13:32.000 --> 00:13:36.000]  祂是一個永恆奧秘的先在
[00:13:36.000 --> 00:13:39.000]  我很喜歡看《道德經》
[00:13:39.000 --> 00:13:43.000]  特別是第一章那裏看
[00:13:43.000 --> 00:13:45.000]  道可道,非常道
[00:13:45.000 --> 00:13:47.000]  名可名,非常名
[00:13:47.000 --> 00:13:49.000]  如果你能夠說出來那個道
[00:13:49.000 --> 00:13:52.000]  就不是最終那個道
[00:13:52.000 --> 00:13:55.000]  你能夠解釋清楚那個名是什麼名
[00:13:55.000 --> 00:13:57.000]  不是都是最終那個名
[00:13:57.000 --> 00:14:00.000]  雖然他還沒有認識上帝
[00:14:00.000 --> 00:14:03.000]  但是這個人,這個老子
[00:14:03.000 --> 00:14:05.000]  他是打出幾個問號
[00:14:05.000 --> 00:14:06.000]  他知道一件事
[00:14:06.000 --> 00:14:08.000]  你能夠命名的東西
[00:14:08.000 --> 00:14:10.000]  你能夠說出來的道
[00:14:10.000 --> 00:14:11.000]  都不是最終的道
[00:14:11.000 --> 00:14:13.000]  那個奧秘就在這裏
[00:14:13.000 --> 00:14:15.000]  上帝可以讓我們明白
[00:14:15.000 --> 00:14:20.000]  但是上帝也不是你我可以完全地明白
[00:14:20.000 --> 00:14:21.000]  是不是
[00:14:21.000 --> 00:14:22.000]  為什麼
[00:14:22.000 --> 00:14:29.000]  因為上帝先在,是所有的東西的先在
[00:14:29.000 --> 00:14:31.000]  哇
[00:14:31.000 --> 00:14:34.000]  祂看千年如一日
[00:14:34.000 --> 00:14:37.000]  祂以千年如一日的速度
[00:14:37.000 --> 00:14:40.000]  慢慢展開祂奇妙創造的序幕
[00:14:40.000 --> 00:14:45.000]  祂不急躁,不忙亂,有條不紊
[00:14:45.000 --> 00:14:49.000]  並且祂以有的智慧按部就班去創造
[00:14:49.000 --> 00:14:50.000]  是不是
[00:14:50.000 --> 00:14:51.000]  第一天
[00:14:51.000 --> 00:14:52.000]  第二天
[00:14:52.000 --> 00:14:53.000]  第三天
[00:14:53.000 --> 00:14:56.000]  你如果去研究那個創造
[00:14:56.000 --> 00:14:59.000]  你發覺到是奇妙到不得了
[00:14:59.000 --> 00:15:02.000]  首先是創造光,energy
[00:15:02.000 --> 00:15:08.000]  然後創造窮倉
[00:15:08.000 --> 00:15:10.000]  有一個atmosphere
[00:15:10.000 --> 00:15:11.000]  很奇妙的
[00:15:11.000 --> 00:15:12.000]  如果你一直看下去的時候
[00:15:12.000 --> 00:15:15.000]  最後才創造誰
[00:15:15.000 --> 00:15:17.000]  最後才創造人
[00:15:17.000 --> 00:15:24.000]  意思是everything is ready before He put you in
[00:15:24.000 --> 00:15:26.000]  祂不單止先在
[00:15:26.000 --> 00:15:31.000]  這個先在帶來給我們一個很大的機會去安息
[00:15:31.000 --> 00:15:35.000]  因為我們創造我們生命的上帝
[00:15:35.000 --> 00:15:38.000]  祂不是從物質而來的
[00:15:38.000 --> 00:15:40.000]  祂不是我們的偶像
[00:15:40.000 --> 00:15:44.000]  祂是先於一切之先
[00:15:44.000 --> 00:15:47.000]  然後今天你我的存在
[00:15:47.000 --> 00:15:50.000]  你發覺到是基於這個永恆的上帝
[00:15:50.000 --> 00:15:52.000]  我們能夠安息
[00:15:52.000 --> 00:15:59.000]  因為我們的生命不是基於會變的一個人
[00:15:59.000 --> 00:16:01.000]  或者甚至我們父母
[00:16:01.000 --> 00:16:05.000]  所以前晚我們有一個追思禮拜
[00:16:05.000 --> 00:16:08.000]  就是給Daniel在這個堂會
[00:16:08.000 --> 00:16:10.000]  有一個追思禮拜
[00:16:10.000 --> 00:16:12.000]  其中一個姐妹出來做見證
[00:16:12.000 --> 00:16:14.000]  她說:我見到喪禮
[00:16:14.000 --> 00:16:15.000]  見到別人的喪禮
[00:16:15.000 --> 00:16:17.000]  我已經很傷心
[00:16:17.000 --> 00:16:19.000]  哭得不得了
[00:16:19.000 --> 00:16:21.000]  因為我怎麼可能
[00:16:21.000 --> 00:16:24.000]  一個我最摯愛的離開我
[00:16:24.000 --> 00:16:26.000]  我怎麼能夠接受
[00:16:26.000 --> 00:16:27.000]  所以我祈禱上帝
[00:16:27.000 --> 00:16:32.000]  讓我知道我怎麼面對這個問題
[00:16:32.000 --> 00:16:35.000]  如果你認為
[00:16:35.000 --> 00:16:37.000]  你不是很明白生命是怎麼來的
[00:16:37.000 --> 00:16:40.000]  不過你知道父母是生你出來的
[00:16:40.000 --> 00:16:42.000]  你將你一切的信念
[00:16:42.000 --> 00:16:45.000]  一切的生存的意義
[00:16:45.000 --> 00:16:47.000]  都放在你父母那裡
[00:16:47.000 --> 00:16:49.000]  你父母雖然對你很好
[00:16:49.000 --> 00:16:51.000]  但是有一天你父母都要過去
[00:16:51.000 --> 00:16:54.000]  正如你我的父母都要過去
[00:16:54.000 --> 00:16:56.000]  所以如果他們是你一切的時候
[00:16:56.000 --> 00:16:58.000]  你會很失望
[00:16:58.000 --> 00:16:59.000]  但是我們整個的生命
[00:16:59.000 --> 00:17:03.000]  是建基於一個永恆先在的上帝
[00:17:03.000 --> 00:17:05.000]  感謝主
[00:17:05.000 --> 00:17:07.000]  不單止如此
[00:17:07.000 --> 00:17:14.000]  這個上帝是從無到有去創造
[00:17:14.000 --> 00:17:16.000]  從無到有去創造
[00:17:16.000 --> 00:17:17.000]  這個就不得了
[00:17:17.000 --> 00:17:21.000]  上帝不是用以前的能量和材料去創造
[00:17:21.000 --> 00:17:23.000]  起初、太初
[00:17:23.000 --> 00:17:24.000]  in the beginning
[00:17:24.000 --> 00:17:25.000]  約翰福音
[00:17:25.000 --> 00:17:27.000]  如果你看《創世紀》第一章
[00:17:27.000 --> 00:17:28.000]  和《約翰福音》第一章
[00:17:28.000 --> 00:17:30.000]  你會發覺很奇妙的
[00:17:30.000 --> 00:17:31.000]  《創世紀》講起初
[00:17:31.000 --> 00:17:33.000]  然後你會發覺到
[00:17:33.000 --> 00:17:34.000]  《約翰福音》第一章
[00:17:34.000 --> 00:17:37.000]  太初有道,道與神同在
[00:17:37.000 --> 00:17:39.000]  你會覺得不得了
[00:17:39.000 --> 00:17:41.000]  原來在這個beginning
[00:17:41.000 --> 00:17:43.000]  在這個開始的時候
[00:17:43.000 --> 00:17:45.000]  是開宗明義
[00:17:45.000 --> 00:17:48.000]  上帝創造天地和窮創
[00:17:48.000 --> 00:17:49.000]  怎麼創造呢?
[00:17:49.000 --> 00:17:52.000]  希伯來文有一個字叫做barak
[00:17:52.000 --> 00:17:54.000]  barak這個字只是講創造
[00:17:54.000 --> 00:17:56.000]  有其他的字是講做
