
[00:00:00.000 --> 00:00:05.340]  我早幾天之前就在Facebook問一下那些人
[00:04:20.700 --> 00:04:24.740]  那六百多元其實是看一段東西
[00:04:24.740 --> 00:04:27.980]  但在我們當中如果你是媽媽
[00:04:27.980 --> 00:04:33.260]  我相信正常的媽媽
[00:04:33.260 --> 00:04:38.220]  我們會很願意、很無條件來付出
[00:04:38.220 --> 00:04:39.940]  雖然很辛苦
[00:04:39.940 --> 00:04:42.620]  我十多天都覺得不容易
[00:04:42.620 --> 00:04:44.940]  因為有時候你知道是很嘈吵的
[00:04:44.940 --> 00:04:49.940]  特別半夜我的女兒有時候又會起身去廁所
[00:04:49.940 --> 00:04:52.580]  我就不會起身去廁所的半夜
[00:04:52.580 --> 00:04:55.820]  我試過做夢會尿尿
[00:04:55.820 --> 00:04:59.340]  做夢我都不需要起身的半夜
[00:04:59.340 --> 00:05:01.820]  但我的女兒就不知像誰
[00:05:01.820 --> 00:05:03.140]  半夜就去廁所
[00:05:03.140 --> 00:05:05.820]  然後原因就那個去一下
[00:05:05.820 --> 00:05:06.900]  現在大女兒都很好了
[00:05:06.900 --> 00:05:08.820]  大女兒不用吵醒我自己去
[00:05:08.820 --> 00:05:13.540]  小女兒偶爾都會醒一下就會吵醒我
[00:05:13.540 --> 00:05:16.260]  所以你知道半夜一定要起一下身
[00:05:16.260 --> 00:05:18.540]  就比較嘈
[00:05:18.540 --> 00:05:21.180]  但這麼辛苦都覺得
[00:05:21.180 --> 00:05:25.420]  哎呀 真是OK 願意
[00:05:25.420 --> 00:05:27.260]  有一份動力不知道為什麼
[00:05:27.260 --> 00:05:31.500]  是為了子女好 是不是?
[00:05:31.500 --> 00:05:33.500]  做媽媽或者做爸爸的
[00:05:33.500 --> 00:05:35.300]  我相信都會是
[00:05:35.300 --> 00:05:38.100]  為他們著想
[00:05:38.100 --> 00:05:42.980]  媽媽對子女的愛的影響其實很深遠
[00:05:42.980 --> 00:05:46.860]  我最近其實看了一個研究報告
[00:05:46.860 --> 00:05:49.860]  其實它不是特意說去
[00:05:49.860 --> 00:05:53.500]  那個研究其實本身不是說去
[00:05:53.500 --> 00:05:56.740]  問一些什麼關於媽媽或者爸爸的東西
[00:05:56.740 --> 00:05:59.540]  它只是問一個很簡單的問題
[00:05:59.540 --> 00:06:02.940]  研究報告的研究目的最主要是問一個問題
[00:06:02.940 --> 00:06:07.340]  它說什麼令人有一個好的人生
[00:06:07.340 --> 00:06:12.540]  What makes a good life?
[00:06:12.540 --> 00:06:15.420]  它的研究最主要是問這個問題
[00:06:15.420 --> 00:06:18.620]  這個是哈佛大學醫學院做了一個
[00:06:18.620 --> 00:06:21.100]  70年 超過70年的研究
[00:06:21.100 --> 00:06:23.220]  有沒有看過?
[00:06:23.220 --> 00:06:24.820]  可以下一頁
[00:06:24.820 --> 00:06:31.700]  它這個研究跟了哈佛大學的200多個
[00:06:31.700 --> 00:06:34.820]  大概260多個的男生
[00:06:34.820 --> 00:06:36.260]  跟了他們70年
[00:06:36.260 --> 00:06:39.220]  厲害 這些人不死的 跟了70年
[00:06:39.220 --> 00:06:44.500]  由他剛剛讀大學跟到他80、90歲
[00:06:44.500 --> 00:06:46.980]  我想大部份沒有理由一個都不死吧
[00:06:46.980 --> 00:06:49.580]  或者可能死剩200多個
[00:06:49.580 --> 00:06:52.980]  總之這個研究是70多年
[00:06:52.980 --> 00:06:58.180]  跟著這200多個人 由他們上個世紀的30年代開始
[00:06:58.180 --> 00:07:02.060]  他們入學 開始一路來緊貼著他們
[00:07:02.060 --> 00:07:04.340]  他們經過戰亂的時期
[00:07:04.340 --> 00:07:07.860]  跟著工作、搏殺期
[00:07:07.860 --> 00:07:10.300]  跟著戀愛、求偶期
[00:07:10.300 --> 00:07:14.100]  包括結婚、離婚或者再婚等等
[00:07:14.100 --> 00:07:16.860]  跟著再進入成為父親
[00:07:16.860 --> 00:07:20.100]  或者到後期晚年成為祖父
[00:07:20.100 --> 00:07:23.860]  一路來緊貼這200多個人
[00:07:23.860 --> 00:07:28.300]  那個研究牽涉的東西都不簡單
[00:07:28.300 --> 00:07:31.780]  他去看他們的智商
[00:07:31.780 --> 00:07:35.180]  然後了解他們生活、飲食的習慣
[00:07:35.180 --> 00:07:37.660]  也要了解他們家庭的關係
[00:07:37.660 --> 00:07:41.540]  每兩年叫他們回來做面談、做問卷
[00:07:41.540 --> 00:07:46.980]  也要定期有研究人員去諮詢他們這些人的家庭醫生
[00:07:46.980 --> 00:07:48.820]  了解他們的健康狀況
[00:07:48.820 --> 00:07:50.820]  跟了他們70多年
[00:07:50.820 --> 00:07:55.940]  這個我想是近代人類學或者社會科學上
[00:07:55.940 --> 00:08:02.900]  比較算是一個很特別的研究
[00:08:02.900 --> 00:08:05.100]  跟了70年
[00:08:05.100 --> 00:08:06.540]  他的問題就是我剛才講的
[00:08:06.540 --> 00:08:10.980]  他就問 究竟什麼東西可以令一個人有一個好的人生?
[00:08:10.980 --> 00:08:13.140]  結果發現了幾樣東西
[00:08:13.140 --> 00:08:14.620]  很簡單 就是一兩點
[00:08:14.620 --> 00:08:20.540]  他就說 他發現了什麼東西是令到別人主要導致他們離婚的原因
[00:08:20.540 --> 00:08:22.540]  他找到一樣的原因
[00:08:22.540 --> 00:08:23.900]  也告訴了別人
[00:08:23.900 --> 00:08:26.220]  智商你多高也好
[00:08:26.220 --> 00:08:29.940]  總之不要說是智力上有殘障
[00:08:29.940 --> 00:08:33.220]  總之我相信普通人都是正常的
[00:08:33.220 --> 00:08:35.180]  你不要管多高
[00:08:35.180 --> 00:08:37.420]  就是150以上也好
[00:08:37.420 --> 00:08:39.300]  不會令到你賺多一點錢的
[00:08:39.300 --> 00:08:44.620]  你賺多少錢跟你智商不會成為一個正比的
[00:08:44.620 --> 00:08:47.140]  但是這個研究發現了很重要的一件事
[00:08:47.140 --> 00:08:51.020]  特別是主要負責這個研究的教授
[00:08:51.020 --> 00:08:55.980]  他說原來跟人有好的關係
[00:08:55.980 --> 00:08:57.820]  有溫暖的關係
[00:08:57.820 --> 00:09:01.180]  跟人有一個很溫馨、很好的關係
[00:09:01.180 --> 00:09:05.780]  原來對那個人 特別是他人生後期
[00:09:05.780 --> 00:09:08.420]  是有很大的益處
[00:09:08.420 --> 00:09:12.900]  而特別那個關係是跟媽媽的關係
[00:09:12.900 --> 00:09:15.420]  爸爸的關係也有一點 也有些關係
[00:09:15.420 --> 00:09:19.820]  但是特別是跟媽媽的關係 佔了很大的一部分
[00:09:19.820 --> 00:09:24.260]  他就說 有一個愛錫自己媽媽的人
[00:09:24.260 --> 00:09:27.620]  平均比起那些沒有媽媽愛錫的人
[00:09:27.620 --> 00:09:33.460]  一年賺多8萬7千元美金
[00:09:33.460 --> 00:09:36.660]  剛剛這兩天 美金跟澳幣差不多平了
[00:09:36.660 --> 00:09:39.620]  大概8萬7千澳幣
[00:09:39.620 --> 00:09:42.180]  可能我們當中有些人一年都賺不到這樣的錢
[00:09:42.180 --> 00:09:44.380]  但是他說有媽媽愛錫的人
[00:09:44.380 --> 00:09:48.780]  比起那些沒有媽媽愛錫他的人
[00:09:48.780 --> 00:09:53.620]  賺錢多8萬7千元一年
[00:09:53.620 --> 00:09:57.940]  另外他發現小時候如果跟媽媽關係差的人
[00:09:57.940 --> 00:10:01.460]  很容易到後期得到老退化
[00:10:01.460 --> 00:10:06.820]  就是老人癡呆 dementia
[00:10:06.820 --> 00:10:08.500]  媽媽跟兒子的關係
[00:10:08.500 --> 00:10:14.660]  也都會影響到他將來事業發展的成就
[00:10:14.660 --> 00:10:16.380]  他也提到一點點跟爸爸
[00:10:16.380 --> 00:10:18.740]  他說爸爸跟兒子的關係
[00:10:18.740 --> 00:10:21.580]  也都影響到他特別在晚年的時候
[00:10:21.580 --> 00:10:25.740]  對人生的那個心境
[00:10:25.740 --> 00:10:28.060]  看到原來很長遠的影響
[00:10:28.060 --> 00:10:31.740]  可能你不太覺得對小孩的時候
[00:10:31.740 --> 00:10:34.820]  OK啦 很快就長大了
[00:10:34.820 --> 00:10:38.820]  但原來特別是媽媽、爸爸對小孩
[00:10:38.820 --> 00:10:39.980]  在他小的時候
[00:10:39.980 --> 00:10:41.220]  特別是他講的childhood
[00:10:41.220 --> 00:10:44.100]  還有boyhood那段時間
[00:10:44.100 --> 00:10:45.580]  那個好的關係
[00:10:45.580 --> 00:10:48.380]  能夠可以影響到他將來
[00:10:48.380 --> 00:10:50.060]  有沒有老人癡呆就是賴你的
[00:10:50.060 --> 00:10:51.820]  你知道嗎?將來
[00:10:51.820 --> 00:10:56.260]  因為賺不賺到錢原來是跟你有關係的
[00:10:56.260 --> 00:10:58.700]  我們看到原來媽媽的愛
[00:10:58.700 --> 00:11:03.860]  媽媽的付出對子女的影響是這麼厲害
[00:11:03.860 --> 00:11:07.140]  我看到的時候覺得都打了個突
[00:11:07.140 --> 00:11:08.980]  當然這是一個一般
[00:11:08.980 --> 00:11:11.580]  特別他也是200多個人
[00:11:11.580 --> 00:11:14.340]  不是說幾十萬人做這個研究
[00:11:14.340 --> 00:11:15.060]  200多個人
[00:11:15.060 --> 00:11:16.780]  不過200多個人跟了他70年
[00:11:16.780 --> 00:11:19.020]  一直研究他
[00:11:19.020 --> 00:11:21.220]  我相信都有一些的代表性在這裡
[00:11:21.220 --> 00:11:23.100]  可能你會問
[00:11:23.100 --> 00:11:27.060]  我知道這麼多這些東西跟我信仰有什麼關係?
[00:11:27.060 --> 00:11:30.540]  特別我今天給的題目叫做
[00:11:30.540 --> 00:11:36.420]  「上帝愛的延續…母親」
[00:11:36.420 --> 00:11:41.100]  其實今天母親節跟神有什麼關係呢?
[00:11:41.100 --> 00:11:45.740]  有沒有什麼關係?
[00:11:45.740 --> 00:11:46.860]  如果大家知道的話
[00:11:46.860 --> 00:11:49.900]  母親節其實本來就是一個
[00:11:49.900 --> 00:11:52.900]  近代我們慶祝的母親節
[00:11:52.900 --> 00:11:54.460]  原來都只是一個人
[00:11:54.460 --> 00:11:56.060]  他不知道19多少年
[00:11:56.060 --> 00:11:57.740]  190幾年的時候
[00:11:57.740 --> 00:11:58.820]  一個女的
[00:11:58.820 --> 00:12:00.980]  他去紀念他媽媽
[00:12:00.980 --> 00:12:02.740]  由那時候開始
[00:12:02.740 --> 00:12:05.260]  一直就是我們過往100年左右
[00:12:05.260 --> 00:12:08.700]  那個母親節就成了形成這樣
[00:12:08.700 --> 00:12:14.900]  但是跟聖經裡面講到天父又有什麼關係呢?
[00:12:14.900 --> 00:12:16.900]  猶太人的習俗
[00:12:16.900 --> 00:12:18.300]  我們看聖經
[00:12:18.300 --> 00:12:19.460]  聖經特別舊弱
[00:12:19.460 --> 00:12:22.900]  講很多猶太人他們的歷史各樣的東西
[00:12:22.900 --> 00:12:26.420]  猶太人的習俗裡面有一個這樣的看法
[00:12:26.420 --> 00:12:29.660]  不過這個是他們傳統的看法
[00:12:29.660 --> 00:12:31.420]  不是說一定是合乎聖經的
[00:12:31.420 --> 00:12:33.620]  所以也不是聖經裡面這樣講
[00:12:33.620 --> 00:12:38.220]  但是他們有一種民俗的想法
[00:12:38.220 --> 00:12:44.980]  就是說因為神不能夠分身去到每一個家庭裡面
[00:12:44.980 --> 00:12:47.180]  所以他做了些什麼?
[00:12:47.180 --> 00:12:52.060]  他讓每一個家庭都有媽媽在那裡
[00:12:52.060 --> 00:12:54.180]  他說因為神不能夠分身
[00:12:54.180 --> 00:12:57.340]  即是不能夠physically在一個家庭當中
[00:12:57.340 --> 00:13:03.780]  所以他做了媽媽在每一個家庭裡面
[00:13:03.780 --> 00:13:06.860]  稍微對聖經有些認識的人都知道
[00:13:06.860 --> 00:13:14.140]  聖經一般是用爸爸還是媽媽來形容神的關係
[00:13:14.140 --> 00:13:15.980]  用爸爸還是媽媽
[00:13:15.980 --> 00:13:17.660]  爸爸比較多 是不是?天父
[00:13:17.660 --> 00:13:19.580]  你有沒有聽過天母在聖經裡面?
[00:13:19.580 --> 00:13:22.620]  沒有 是不是?都是用天父的
[00:13:22.620 --> 00:13:24.380]  這個是一個事實
[00:13:24.380 --> 00:13:25.340]  你打開聖經
[00:13:25.340 --> 00:13:26.980]  耶穌講天父
[00:13:26.980 --> 00:13:32.860]  聖經裡面好像比較多是男的角色
[00:13:32.860 --> 00:13:34.980]  但是不知道你有沒有發覺
[00:13:34.980 --> 00:13:38.820]  其實在新約耶穌來了世間之後
[00:13:38.820 --> 00:13:40.460]  他就形容天父
[00:13:40.460 --> 00:13:41.940]  但是其實在舊約的時候
[00:13:41.940 --> 00:13:46.540]  沒有什麼說是一個男性的角色 上帝
[00:13:46.540 --> 00:13:47.540]  如果你回去看舊約
[00:13:47.540 --> 00:13:52.220]  不是說一個很強的男性的角色出現
[00:13:52.220 --> 00:13:55.980]  我們可以看下一章有一個經文
[00:13:55.980 --> 00:13:57.820]  你看一看其實原來聖經裡面
[00:13:57.820 --> 00:14:01.700]  都有一些用媽媽的角色去形容神的
[00:14:01.700 --> 00:14:04.700]  你看我們一起讀這節經文好不好?
[00:14:04.700 --> 00:14:17.940]  「我多次願意聚集你的兒女」
[00:14:17.940 --> 00:14:20.260]  祂雖然不是說我就是母雞
[00:14:20.260 --> 00:14:21.460]  但是祂就說你知道嗎?
[00:14:21.460 --> 00:14:26.340]  好像母雞把小雞聚集在廁房底下保護他們
[00:14:26.340 --> 00:14:30.820]  不要被鷹、被其他的猛獸傷害的時候
[00:14:30.820 --> 00:14:35.860]  你知道嗎?我神都是想這樣來招聚你們
[00:14:35.860 --> 00:14:39.380]  不過你們不願意而已
[00:14:39.380 --> 00:14:41.860]  另外一節經文我們看到以賽亞書
[00:14:41.860 --> 00:14:44.220]  下一個 請讀
[00:14:44.220 --> 00:14:48.940]  「真心讓我為你知 我就這樣愛你」
[00:14:48.940 --> 00:14:53.180]  「你們也見仁見智 敢不敢安慰」
[00:14:53.180 --> 00:14:55.100]  媽媽怎麼安慰兒子
[00:14:55.100 --> 00:15:02.540]  我也會怎麼去安慰你們
[00:15:02.540 --> 00:15:07.020]  再看另外兩節 下一章 請讀
[00:15:07.020 --> 00:15:24.340]  「婦人焉能忘記她向來的鷹孩」
[00:15:24.340 --> 00:15:31.300]  這裡說到那個婦人、那個媽媽
[00:15:31.300 --> 00:15:37.540]  你有沒有試過餵人奶 餵嬰兒?
[00:15:37.540 --> 00:15:39.060]  你會不會餵一餵嬰兒
[00:15:39.060 --> 00:15:42.540]  突然間說「這是誰?這是誰?」
[00:15:42.540 --> 00:15:44.820]  你會不會?
[00:15:44.820 --> 00:15:48.260]  這裡就說那個媽媽在餵嬰兒的時候
[00:15:48.260 --> 00:15:51.700]  在她懷抱吃奶
[00:15:51.700 --> 00:15:54.060]  她怎麼會忘記那個兒子
[00:15:54.060 --> 00:15:58.380]  或者女兒呢?她怎麼會忘記他呢?
[00:15:58.380 --> 00:16:02.020]  這裡就是這個意思 她說怎麼會忘記他呢?
[00:16:02.020 --> 00:16:04.580]  但無可否認一件事
[00:16:04.580 --> 00:16:08.060]  母親也是人來的 是不是?
[00:16:08.060 --> 00:16:09.940]  父親也是人來的
[00:16:09.940 --> 00:16:11.620]  我們有沒有限的?
[00:16:11.620 --> 00:16:12.620]  會不會有限的?
[00:16:12.620 --> 00:16:14.540]  有沒有我們的軟弱的?
[00:16:14.540 --> 00:16:16.900]  有沒有我們的盲點的?
[00:16:16.900 --> 00:16:18.700]  有沒有?
[00:16:18.700 --> 00:16:20.740]  都有的 是不是?
[00:16:20.740 --> 00:16:24.220]  這段經文就是說 即使有些媽媽
[00:16:24.220 --> 00:16:26.940]  真的 如果她真的忘記了你的話
[00:16:26.940 --> 00:16:29.500]  真的忘記了你的話
[00:16:29.500 --> 00:16:32.900]  真的沒有盡到她的責任
[00:16:32.900 --> 00:16:34.980]  但是你要記住 神不會的
[00:16:34.980 --> 00:16:37.500]  神絕對是不會忘記你的
[00:16:37.500 --> 00:16:42.420]  神的愛還要超越媽媽的愛
[00:16:42.420 --> 00:16:44.620]  可能在座依然有媽媽說
[00:16:44.620 --> 00:16:47.620]  「我怎麼會忘記我的子女?沒可能」
[00:16:47.620 --> 00:16:50.100]  「我沒可能會忘記她的」
[00:16:50.100 --> 00:16:53.900]  這裡說話最多是這樣
[00:16:53.900 --> 00:16:56.660]  但我知道真的有些長者
[00:16:56.660 --> 00:16:58.900]  當他患了老人癡呆之後
[00:16:58.900 --> 00:17:02.860]  他真的不記得自己的子女 真的會的
[00:17:02.860 --> 00:17:06.220]  所以聖經說 不是說沒有原因的
[00:17:06.220 --> 00:17:10.940]  真的會有一些父母到了某一個年紀
[00:17:10.940 --> 00:17:14.180]  某一個時候 某一個情況 他是會忘記
[00:17:14.180 --> 00:17:16.700]  但是神說 神說「我不會忘記你」
[00:17:16.700 --> 00:17:20.740]  「即使生你、愛你的父母忘記你也好」
[00:17:20.740 --> 00:17:24.580]  「我不會忘記你的」
[00:17:24.580 --> 00:17:27.580]  然後很重要 下一章特別那裏
[00:17:27.580 --> 00:17:31.460]  我highlight了兩個字
[00:17:31.460 --> 00:17:35.380]  這裏說什麼?這裏第十六節
[00:17:35.380 --> 00:17:40.180]  神將我們銘刻在祂的掌上
[00:17:40.180 --> 00:17:43.060]  祂不是說寫東西在這裏這麼簡單
[00:17:43.060 --> 00:17:46.900]  不是用一支筆在這裏寫著寫著 寫著你的名字
[00:17:46.900 --> 00:17:49.860]  Man Man 寫下「我記住你」
[00:17:49.860 --> 00:17:52.580]  寫下「諸姐妹我記住你」
[00:17:52.580 --> 00:17:54.900]  祂不是寫的
[00:17:54.900 --> 00:17:59.180]  如果你在澳洲生活 你應該知道這裏太陽很猛烈 是不是?
[00:17:59.180 --> 00:18:02.220]  你拿些東西拿出去曬一下
[00:18:02.220 --> 00:18:05.420]  曬不久 什麼都會掉色
[00:18:05.420 --> 00:18:09.500]  但是這裏神說不是寫下會掉色的
[00:18:09.500 --> 00:18:14.340]  祂是engrave 即刻在這裏 即雕刻在這裏
[00:18:14.340 --> 00:18:19.740]  即刻在這裏 是不會掉色的 是不會忘記的
[00:18:19.740 --> 00:18:30.180]  可能你的母親 可能你的父親很愛你
[00:18:30.180 --> 00:18:33.860]  不過都是人
[00:18:33.860 --> 00:18:36.780]  或者我們自己是父親、母親
[00:18:36.780 --> 00:18:39.700]  我們都是人 我們知道我們自己是有限
[00:18:39.700 --> 00:18:42.100]  我們知道我們不是完美
[00:18:42.100 --> 00:18:45.100]  但是神卻是愛我們愛到底
[00:18:45.100 --> 00:18:48.940]  真愛我們愛到底
[00:18:48.940 --> 00:18:51.140]  可能在我們當中
[00:18:51.140 --> 00:18:55.900]  你的確經歷不了父母給你的愛
[00:18:55.900 --> 00:18:58.700]  可能曾經他們都傷害過你
[00:18:58.700 --> 00:19:01.260]  冒盡他們的責任
[00:19:01.260 --> 00:19:03.500]  但是神告訴你
[00:19:03.500 --> 00:19:08.300]  祂愛你 祂愛你 祂珍惜你
[00:19:08.300 --> 00:19:14.220]  祂重視你這個人 一直都是
[00:19:14.220 --> 00:19:23.580]  神藉著父母 這是最原意的
[00:19:23.580 --> 00:19:30.740]  本來神是藉著父母來看顧、照料、栽培他們的子女
[00:19:30.740 --> 00:19:35.820]  最終的目的是想讓人有機會經歷到什麼是愛
[00:19:35.820 --> 00:19:40.540]  什麼是被愛 經歷到神給他們的愛
[00:19:40.540 --> 00:19:45.100]  經歷到那個無條件捨己的愛
[00:19:45.100 --> 00:19:47.060]  我不知道你會不會想一下
[00:19:47.060 --> 00:19:50.860]  是的 雖然怎麼說都好
[00:19:50.860 --> 00:19:54.700]  好像父母其實好像是中間一個渠道、一個媒介
[00:19:54.700 --> 00:19:56.340]  好像剛才那首歌《橋》
[00:19:56.340 --> 00:19:59.460]  就是說父母好像一道橋
[00:19:59.460 --> 00:20:03.540]  那道橋他們都很盡力、很犧牲自己
[00:20:03.540 --> 00:20:06.540]  但是其實上帝藉著父母好像一道橋
[00:20:06.540 --> 00:20:09.660]  讓我們能夠認識祂、認識上帝
[00:20:09.660 --> 00:20:12.700]  但是我想如果是有責任
[00:20:12.700 --> 00:20:15.740]  愛父母的子女 我們都會問
[00:20:15.740 --> 00:20:19.500]  是 最終我們認識神 是我們要愛神
[00:20:19.500 --> 00:20:21.020]  但是在今生裏面
[00:20:21.020 --> 00:20:23.980]  我們的父母我們要怎麼對待他們呢?
[00:20:23.980 --> 00:20:28.060]  這個都是聖經教導我們 我們都需要注意
[00:20:28.060 --> 00:20:30.140]  我不知道你有沒有聽過一個比喻
[00:20:30.140 --> 00:20:33.700]  特別有人用四種球類的運動
[00:20:33.700 --> 00:20:37.100]  來比喻與人、與媽媽的關係
[00:20:37.100 --> 00:20:42.780]  第一類就是說籃球 籃球是怎麼樣的?
[00:20:42.780 --> 00:20:45.700]  要拿回來的 都要的 搶回來
[00:20:45.700 --> 00:20:47.820]  但是最終都要怎麼樣的?
[00:20:47.820 --> 00:20:51.300]  都是要推出去的 可能可以一會兒
[00:20:51.300 --> 00:20:53.860]  但是你不可以 我不是很會打籃球
[00:20:53.860 --> 00:20:56.140]  但是你不可以拿著球離開的
[00:20:56.140 --> 00:20:58.820]  就是你要停下來的 總之要抱一會兒
[00:20:58.820 --> 00:21:01.900]  但是你最終都要推出去
[00:21:01.900 --> 00:21:05.020]  這是第一類 第二類是排球
[00:21:05.020 --> 00:21:07.860]  排球是怎麼樣的? 能不能碰的?
[00:21:07.860 --> 00:21:10.580]  不能碰的是打的 一定要推過對方的
[00:21:10.580 --> 00:21:14.940]  你不要過來我那裏 媽媽走啊 你要過去對面
[00:21:14.940 --> 00:21:18.980]  第三類 足球 更糟糕
[00:21:18.980 --> 00:21:24.660]  手碰都不碰 是用腳踢的 最好啊
[00:21:24.660 --> 00:21:29.500]  第四類是籃球 籃球是怎麼樣的?
[00:21:29.500 --> 00:21:32.260]  抱緊不放的 接著你看看藍色衣服的那個
[00:21:32.260 --> 00:21:34.380]  還扯緊他的腳 喂 快給我 這樣
[00:21:34.380 --> 00:21:37.580]  他就坐在那裏傻傻的 走啊 抱著球就走了
[00:21:37.580 --> 00:21:41.620]  你覺得哪一類最好?
[00:21:41.620 --> 00:21:43.540]  誰覺得足球?
[00:21:43.540 --> 00:21:46.580]  可能有些人不會吧?
[00:21:46.580 --> 00:21:48.860]  不好啊 請教你不好啊
[00:21:48.860 --> 00:21:50.860]  排球都不是 是吧?
[00:21:50.860 --> 00:21:53.820]  大家都知道是籃球 是吧?
[00:21:53.820 --> 00:21:59.180]  我想你想一想 十秒鐘
[00:21:59.180 --> 00:22:04.460]  特別如果你雙親仍然不在的時候
[00:22:04.460 --> 00:22:06.500]  你可以反省一下
[00:22:06.500 --> 00:22:10.660]  其實我跟我雙親的關係
