
[00:00:00.000 --> 00:00:03.360]  第一次每位朋友、朋友、街坊
[00:01:14.160 --> 00:01:15.400]  When you stop at the red light
[00:01:15.400 --> 00:01:17.240]  You can turn left or you can turn right
[00:01:17.240 --> 00:01:18.600]  人生就是這樣多開心
[00:01:18.600 --> 00:01:20.320]  If our life is like that
[00:01:20.320 --> 00:01:21.520]  每天都是這樣就好了
[00:01:21.520 --> 00:01:23.040]  If every day is like that
[00:01:23.040 --> 00:01:24.000]  Wow, so cool
[00:01:24.000 --> 00:01:25.600]  如果每天都是這樣就慘了
[00:01:25.600 --> 00:01:28.440]  Oh, if every day is like that, it's so boring
[00:01:28.440 --> 00:01:30.600]  9點鐘起床,就出門口
[00:01:30.600 --> 00:01:32.560]  9點鐘,我走出去
[00:01:32.560 --> 00:01:34.560]  兜兜兜兜兜,5點鐘回來
[00:01:34.560 --> 00:01:37.680]  And just cruise around, cruise around
[00:01:37.680 --> 00:01:39.360]  And then come back at 5pm
[00:01:39.360 --> 00:01:40.320]  明天再來過
[00:01:40.320 --> 00:01:41.760]  And it repeats
[00:01:41.760 --> 00:01:42.760]  下回再來過
[00:01:42.760 --> 00:01:44.040]  And then it repeats again
[00:01:44.040 --> 00:01:45.360]  人生是這樣的
[00:01:45.360 --> 00:01:46.440]  If our life is like that
[00:01:46.440 --> 00:01:48.960]  我就叫做一個遊車河的人生
[00:01:48.960 --> 00:01:50.720]  And we call it a cruising around
[00:01:50.720 --> 00:01:51.720]  Or sightseeing kind of life
[00:01:51.720 --> 00:01:53.520]  不知道你人生是不是這樣的呢
[00:01:53.520 --> 00:01:55.840]  I'm not sure if your life is actually like that
[00:01:55.840 --> 00:01:58.280]  今天我們用摩西的故事來幫我們有些反省
[00:01:58.280 --> 00:02:01.640]  So today we use the story of Moses for us to reflect
[00:02:01.640 --> 00:02:04.440]  摩西其實有一段人生是一個遊車河的人生
[00:02:04.440 --> 00:02:06.960]  You know what, a period of Moses' life
[00:02:06.960 --> 00:02:11.160]  It's actually that kind of cruising around kind of life
[00:02:11.160 --> 00:02:12.920]  摩西40歲的時候
[00:02:12.920 --> 00:02:14.520]  When Moses was 40 years old
[00:02:14.520 --> 00:02:16.600]  他皇宮住了40年
[00:02:16.600 --> 00:02:18.840]  And he was living in the palace for 40 years
[00:02:18.840 --> 00:02:21.040]  我不知道怎樣形容他40年了
[00:02:21.040 --> 00:02:23.960]  I don't even know how to describe the 40 years
[00:02:23.960 --> 00:02:25.560]  That he was living in the palace
[00:02:25.560 --> 00:02:28.880]  40年之後他就要逃去抗爺 躲起來
[00:02:28.880 --> 00:02:31.600]  So after 40 years he had to escape to the wilderness
[00:02:31.600 --> 00:02:32.720]  And to hide himself
[00:02:32.720 --> 00:02:34.640]  我相信他從來都沒牧過羊的
[00:02:34.640 --> 00:02:36.880]  I don't think he was a shepherd anyway
[00:02:36.880 --> 00:02:39.720]  第40年開始就開始要過牧羊的生活
[00:02:39.720 --> 00:02:42.920]  So 40th year he had to be a shepherd
[00:02:42.920 --> 00:02:45.080]  每天帶著羊咩出去逛街
[00:02:45.080 --> 00:02:48.160]  And every day he had to take the sheep out
[00:02:48.160 --> 00:02:50.080]  我想他第一天去真的很開心的
[00:02:50.080 --> 00:02:52.480]  Maybe the first day he was quite happy
[00:02:52.480 --> 00:02:53.600]  沒有人跟他爭辯
[00:02:53.600 --> 00:02:55.560]  Because nobody is going to argue with him
[00:02:55.560 --> 00:02:56.720]  沒有人跟他爭辯
[00:02:56.720 --> 00:02:59.360]  Nobody is going to fight with him for anything
[00:02:59.360 --> 00:03:01.360]  每天都是說著同一樣的東西
[00:03:01.360 --> 00:03:04.040]  Every day he said the same thing
[00:03:04.040 --> 00:03:05.280]  咩咩咩咩咩
[00:03:05.280 --> 00:03:06.840]  咩咩咩咩咩
[00:03:06.840 --> 00:03:07.800]  哇 多開心
[00:03:07.800 --> 00:03:09.440]  哇哇哇 多開心
[00:03:09.440 --> 00:03:10.600]  全部都認同
[00:03:10.600 --> 00:03:12.440]  And everybody agrees with him
[00:03:12.440 --> 00:03:13.920]  每天都很開心 都不會說紙
[00:03:13.920 --> 00:03:15.680]  Every day they are so happy
[00:03:15.680 --> 00:03:16.760]  每天都這樣 多好
[00:03:16.760 --> 00:03:18.280]  Every day is like that
[00:03:18.280 --> 00:03:20.680]  一個星期一年兩年過了
[00:03:20.680 --> 00:03:24.360]  One week, a month, a year passed
[00:03:24.360 --> 00:03:25.720]  都是這樣的
[00:03:25.720 --> 00:03:27.640]  It's still the same thing
[00:03:27.640 --> 00:03:29.160]  咩咩咩咩咩
[00:03:29.160 --> 00:03:31.160]  咩咩咩 吧啦吧啦吧啦
[00:03:31.160 --> 00:03:33.080]  你們全部都在咩咩咩
[00:03:33.080 --> 00:03:37.080]  So everybody is like what 吧啦吧啦
[00:03:37.080 --> 00:03:38.440]  我又叫過
[00:03:38.440 --> 00:03:39.240]  當前面沒有車
[00:03:39.240 --> 00:03:40.440]  又叫遊車我人生
[00:03:40.440 --> 00:03:41.760]  叫遊牧人生
[00:03:41.760 --> 00:03:43.160]  So we cannot call it that
[00:03:43.160 --> 00:03:44.720]  A cruising around Cascadia
[00:03:44.720 --> 00:03:45.720]  Have a carbon
[00:03:45.720 --> 00:03:46.880]  Maybe a nomadic life
[00:03:46.880 --> 00:03:48.880]  每日都遊下遊下過日子
[00:03:48.880 --> 00:03:51.800]  Every day he just goes and cruise around
[00:03:51.800 --> 00:03:54.160]  四十年之後當他八十歲的時候
[00:03:54.160 --> 00:03:56.800]  Forty years after when he was eighty years old
[00:03:56.800 --> 00:03:58.600]  就是今天讀了經文才開始
[00:03:58.600 --> 00:04:01.680]  It is the beginning of the passage that we have today
[00:04:01.680 --> 00:04:03.480]  終於遇見到神了
[00:04:03.480 --> 00:04:07.400]  He finally experienced God and encountered God
[00:04:07.400 --> 00:04:10.160]  今日就希望用摩西人生的一些經歷
[00:04:10.160 --> 00:04:13.760]  So today we would like to look at the experiences that Moses had
[00:04:13.760 --> 00:04:15.720]  幫助我自己做的一些反省
[00:04:15.720 --> 00:04:19.400]  To help myself to reflect on the things that happened in my life
[00:04:19.400 --> 00:04:22.240]  又或者同你人生一些的反省
[00:04:22.240 --> 00:04:25.280]  Maybe it would be also relevant to your life
[00:04:25.280 --> 00:04:29.480]  數下數下其實我係教會侍奉到啱啱好又係四十年喎
[00:04:29.480 --> 00:04:31.240]  So as I count my fingers
[00:04:31.240 --> 00:04:37.120]  I actually have been serving the longer forty years
[00:04:37.120 --> 00:04:39.800]  唔知係咩咩咩呢即係點樣呢
[00:04:39.800 --> 00:04:42.400]  You don't know it's forty years of past
[00:04:42.400 --> 00:04:45.120]  我嘗試將過去四十年的侍奉人生
[00:04:45.120 --> 00:04:47.800]  分開六個階段來同大家分享
[00:04:47.800 --> 00:04:51.880]  So I would like to share with you my past forty years of serving life
[00:04:51.880 --> 00:04:54.800]  and into six different periods
[00:04:54.800 --> 00:04:59.520]  第一個階段我叫做相信神係有預備嘅階段
[00:04:59.520 --> 00:05:04.560]  So the first period is that I trusted God's provision
[00:05:04.560 --> 00:05:10.040]  就係正係我自己不知不覺中睇唔到神預備嘅階段
[00:05:10.040 --> 00:05:13.800]  And it was actually without my knowing that it just happened
[00:05:13.800 --> 00:05:16.520]  God's provision just happened
[00:05:16.520 --> 00:05:22.400]  我都係喺個階段喺皇宮裏面學咗皇宮裏面嘅禮儀
[00:05:22.400 --> 00:05:26.840]  So Moses learned all the etiquette in the palace
[00:05:26.840 --> 00:05:29.160]  佢知道點樣同你皇宮裏面知人哋要交往
[00:05:29.160 --> 00:05:32.640]  He knew how to interact with the people inside
[00:05:32.640 --> 00:05:34.760]  神就意味咗佢呢個咁嘅背景
[00:05:34.760 --> 00:05:37.880]  And so God has prepared him with that kind of background
[00:05:37.880 --> 00:05:40.600]  跟住佢四十到八十歲嗰時就咩咩咩嘅階段
[00:05:40.600 --> 00:05:44.440]  佢就開始由衝動嘅人生變成一個唔多講嘢嘅人生
[00:05:44.440 --> 00:05:47.280]  So Moses from forty to eighty
[00:05:47.280 --> 00:05:51.000]  He started with the shepherding life
[00:05:51.000 --> 00:05:53.200]  and into a more quieting
[00:05:53.200 --> 00:05:55.640]  神將佢嘅心收起上嚟
[00:05:55.640 --> 00:05:59.280]  So God kind of hid his heart from Moses
[00:05:59.280 --> 00:06:02.080]  變成一個唔多識講嘢嘅模式
[00:06:02.080 --> 00:06:06.040]  So Moses turned into a person who is not very eloquent
[00:06:06.040 --> 00:06:08.000]  但神又為佢預備一個哥哥
[00:06:08.000 --> 00:06:12.040]  But God prepared a big brother for Moses
[00:06:12.040 --> 00:06:15.960]  佢係個識講嘢嘅口才嘅哥哥幫佢
[00:06:15.960 --> 00:06:19.400]  God has prepared a big brother who is very talkative
[00:06:19.400 --> 00:06:21.800]  or who is very eloquent to help him
[00:06:21.800 --> 00:06:23.320]  係呀,話返我自己
[00:06:23.320 --> 00:06:25.280]  And so when I looked at myself
[00:06:25.280 --> 00:06:26.680]  我十九歲嘅時候
[00:06:26.680 --> 00:06:28.160]  When I was nineteen years old
[00:06:28.160 --> 00:06:29.840]  未曾認識神
[00:06:29.840 --> 00:06:31.280]  I didn't know God yet
[00:06:31.280 --> 00:06:34.520]  只係識讀書,返學識女朋友,拍多開心玩
[00:06:34.520 --> 00:06:38.520]  So I studied, I went to work, I got a girlfriend
[00:06:38.520 --> 00:06:40.200]  and just had fun
[00:06:40.200 --> 00:06:41.320]  其實都幾開心嘅
[00:06:41.320 --> 00:06:42.840]  I was pretty happy
[00:06:42.840 --> 00:06:45.400]  當時嘅我唔知道自己過緊一個
[00:06:45.400 --> 00:06:46.840]  遊車海人生嘅家庭
[00:06:46.840 --> 00:06:49.160]  I didn't know that I was actually living
[00:06:49.160 --> 00:06:51.360]  just a cruising sightseeing kind of life
[00:06:51.360 --> 00:06:52.720]  但神又為我預備了
[00:06:52.720 --> 00:06:54.120]  But God has prepared for me
[00:06:54.120 --> 00:06:57.280]  神為我預備一個非常好嘅知己
[00:06:57.280 --> 00:07:02.320]  God has prepared me a very close friend
[00:07:02.320 --> 00:07:05.000]  非常好嘅知己
[00:07:05.000 --> 00:07:11.000]  A very good companion
[00:07:11.000 --> 00:07:13.560]  當時冇諗過佢成為人生嘅知己
[00:07:13.560 --> 00:07:16.040]  I didn't know that that person
[00:07:16.040 --> 00:07:20.000]  would become my closest companion of my life
[00:07:20.000 --> 00:07:21.200]  更加重要嘅
[00:07:21.200 --> 00:07:22.280]  But more importantly
[00:07:22.280 --> 00:07:25.040]  佢係令裏面嗰個同行者
[00:07:25.040 --> 00:07:30.760]  She was walking with me in spiritual life
[00:07:30.760 --> 00:07:32.480]  一齊信主 一齊守禁
[00:07:32.480 --> 00:07:35.800]  一齊去侍奉人生嘅伴侶
[00:07:35.800 --> 00:07:38.280]  We got to accept Christ together
[00:07:38.280 --> 00:07:39.640]  We went to church together
[00:07:39.640 --> 00:07:41.320]  We got baptized together
[00:07:41.320 --> 00:07:43.280]  We got to serving together
[00:07:43.280 --> 00:07:44.800]  我相信神都為我哋每一個人
[00:07:44.800 --> 00:07:46.160]  要預備一個伴侶
[00:07:46.160 --> 00:07:48.200]  I believe that God prepared
[00:07:48.200 --> 00:07:50.200]  a companion for each person
[00:07:50.200 --> 00:07:51.800]  唔一定係家庭裏面嘅伴侶
[00:07:51.800 --> 00:07:53.840]  It doesn't have to be a spouse or family
[00:07:53.840 --> 00:07:55.440]  可以係侍奉裏面嘅伴侶
[00:07:55.440 --> 00:07:57.400]  They can be partners in service
[00:07:57.400 --> 00:07:58.920]  佢侍奉裏面嘅同工
[00:07:58.920 --> 00:08:00.560]  It can be co-workers in life
[00:08:00.560 --> 00:08:02.520]  或者係工作崗位裏面一個同志
[00:08:02.520 --> 00:08:04.880]  Maybe a colleague at work
[00:08:04.880 --> 00:08:06.400]  同你一齊行呢條嘅人生路
[00:08:06.400 --> 00:08:08.440]  That they would journey with you
[00:08:08.440 --> 00:08:10.160]  一齊經歷因典嘅人生路
[00:08:10.160 --> 00:08:13.480]  They would experience grace of God together with you
[00:08:13.480 --> 00:08:15.760]  好快再去到第二個人生階段
[00:08:15.760 --> 00:08:17.880]  And we're going to the second period
[00:08:17.880 --> 00:08:19.000]  第二個階段我叫做
[00:08:19.000 --> 00:08:21.800]  清楚知道神嘅召命嘅階段
[00:08:21.800 --> 00:08:22.960]  The second period of time
[00:08:22.960 --> 00:08:26.520]  I would call it that I know God's calling quite clearly
[00:08:26.520 --> 00:08:28.480]  其實摩西係一個好有心嘅人
[00:08:28.480 --> 00:08:31.000]  You know, Moses has a heart
[00:08:31.000 --> 00:08:32.600]  Very caring, very loving
[00:08:32.600 --> 00:08:34.000]  佢愛佢啲同胞
[00:08:34.000 --> 00:08:35.960]  He loves his own people
[00:08:35.960 --> 00:08:38.280]  為咗同胞甚至殺咗一個埃及人
[00:08:38.280 --> 00:08:39.320]  Because of his own people
[00:08:39.320 --> 00:08:41.880]  He actually killed an Egyptian
[00:08:41.880 --> 00:08:44.480]  為咗啲同胞佢可以留落喺曠野幾十年
[00:08:44.480 --> 00:08:46.240]  Because of his own people
[00:08:46.240 --> 00:08:49.640]  He would stay in the wilderness for a few decades
[00:08:49.640 --> 00:08:51.400]  但係喺四十到八十歲呢啲時間
[00:08:51.400 --> 00:08:55.000]  我相信佢不斷等候緊一個嘅時間
[00:08:55.000 --> 00:09:01.120]  But within 40 years or in 18 years, I believe that he was waiting for an opportunity
[00:09:01.120 --> 00:09:04.400]  等陣究竟神要帶領佢去邊一個嘅階段
[00:09:04.400 --> 00:09:08.080]  Waiting? How God is going to lead him?
[00:09:08.080 --> 00:09:10.400]  佢淨係知道佢嘅祖宗有一個神
[00:09:10.400 --> 00:09:18.080]  He knew that his ancestors had a God
[00:09:18.080 --> 00:09:26.800]  好震撼
[00:09:26.800 --> 00:09:29.520]  當佢見到一個燒著嘅荊棘嘅時候
[00:09:29.520 --> 00:09:31.840]  When he saw the burning bush
[00:09:31.840 --> 00:09:33.320]  佢有好多種嘅反應
[00:09:33.320 --> 00:09:34.800]  He had a lot of reactions
[00:09:34.800 --> 00:09:35.920]  佢可以選擇
[00:09:35.920 --> 00:09:38.560]  I mean he had a lot of reactions to choose
[00:09:38.560 --> 00:09:42.920]  火燒樹有咩未見過啫
[00:09:42.920 --> 00:09:45.880]  A bush in fire, have you seen it?
[00:09:45.880 --> 00:09:48.560]  睇到,咪當睇唔到,繼續目佢啲羊囉
[00:09:48.560 --> 00:09:51.320]  Well, he could choose to not see it
[00:09:51.320 --> 00:09:53.360]  咩咩咩,我哋走啦,冇嘢睇
[00:09:53.360 --> 00:09:56.320]  He's like, oh, we should go, let's go
[00:09:56.320 --> 00:09:57.880]  但佢見到一個神跡
[00:09:57.880 --> 00:09:59.280]  But he saw a miracle
[00:09:59.280 --> 00:10:01.360]  佢知道呢樣嘢係不尋常嘅
[00:10:01.360 --> 00:10:04.760]  It's extraordinary, he knew it
[00:10:04.760 --> 00:10:08.480]  He knew that you don't see this kind of things everyday
[00:10:08.480 --> 00:10:09.720]  He's very curious
[00:10:09.720 --> 00:10:12.920]  佢驚驚兩點說佢回頭睇下究竟發生咗乜嘢事
[00:10:12.920 --> 00:10:16.200]  So the scripture said Moses turned around to see what's going on
[00:10:16.200 --> 00:10:19.160]  就係因為呢個回頭睇好奇嘅動作
[00:10:19.160 --> 00:10:21.840]  It's because of that he turned around
[00:10:21.840 --> 00:10:24.360]  神就繼續同摩西講說話
[00:10:24.360 --> 00:10:26.840]  God continued to speak to Moses
[00:10:26.840 --> 00:10:30.800]  神就繼續將佢親父佢嘅照明交落去摩西
[00:10:30.800 --> 00:10:35.400]  God continued to reveal his heart and his calling to Moses
[00:10:35.400 --> 00:10:38.400]  第二階段我去到29歲啦
[00:10:38.400 --> 00:10:41.000]  The second period I was 29 years old
[00:10:41.000 --> 00:10:43.160]  我信了耶穌後冇幾耐
[00:10:43.160 --> 00:10:46.840]  I just accepted Christ a little bit at that time
[00:10:46.840 --> 00:10:49.760]  當時前嘅導師教咗我哋呢
[00:10:49.760 --> 00:10:52.920]  信咗耶穌後返教會要喺教會裡面侍奉㗎嘛
[00:10:52.920 --> 00:10:55.520]  So our fellowship counselor taught us that
[00:10:55.520 --> 00:10:58.520]  Once we accept Christ, we are to serve God in church
[00:10:58.520 --> 00:11:00.800]  我都同大家一樣係一個好乖嘅學生
[00:11:00.800 --> 00:11:03.560]  And I'm quite obedient
[00:11:03.560 --> 00:11:04.920]  當時就諗啦
[00:11:04.920 --> 00:11:05.920]  So I was thinking
[00:11:05.920 --> 00:11:07.720]  佢話聖經唔係咁熟
[00:11:07.720 --> 00:11:09.560]  I'm not very familiar with scripture
[00:11:09.560 --> 00:11:11.800]  當時教會冇幾耐
[00:11:11.800 --> 00:11:14.720]  So I've been at the church for a little while
[00:11:14.720 --> 00:11:16.720]  有啲咩可以侍奉呢
[00:11:16.720 --> 00:11:18.400]  What can I do to serve him?
[00:11:18.400 --> 00:11:20.760]  當時教會有一個侍奉係喺
[00:11:20.760 --> 00:11:24.920]  多倫多東邊一個鎮做一啲嘅海外學生工作
[00:11:24.920 --> 00:11:27.560]  So it was at the east side of the church
[00:11:27.560 --> 00:11:30.680]  We were doing some student work
[00:11:30.680 --> 00:11:33.120]  當時我嚟咗加拿大只係兩三年嘅時間
[00:11:33.120 --> 00:11:35.640]  I was only in Canada for like two to three years
[00:11:35.640 --> 00:11:38.200]  做學生香港嚟嘅學生工作就好適合啦
[00:11:38.200 --> 00:11:41.440]  So dealing with people from Hong Kong
[00:11:41.440 --> 00:11:43.640]  Students from Hong Kong doing ministering to them
[00:11:43.640 --> 00:11:45.120]  It's very suitable
[00:11:45.120 --> 00:11:47.000]  我雖然唔識教聖經
[00:11:47.000 --> 00:11:49.480]  Even though I didn't know how to teach the Bible
[00:11:49.480 --> 00:11:51.600]  又唔識解決嗰啲問題
[00:11:51.600 --> 00:11:55.360]  佢啲學生我問佢好多次頑皮嘅問題
[00:11:55.360 --> 00:11:58.840]  I might not even be able to solve any problems
[00:11:58.840 --> 00:12:01.040]  但可以跟住啲神
[00:12:01.040 --> 00:12:04.520]  喺主義裏面嘅哥哥姐姐去學習
[00:12:04.520 --> 00:12:05.920]  點樣帶領口侶
[00:12:05.920 --> 00:12:07.840]  But I can actually follow the big brothers
[00:12:07.840 --> 00:12:09.240]  and big sisters of the church
[00:12:09.240 --> 00:12:12.080]  I can learn from them how to have discussion
[00:12:12.080 --> 00:12:13.760]  and a conversation
[00:12:13.760 --> 00:12:15.000]  好快就呢
[00:12:15.000 --> 00:12:17.080]  當時嘅武會係北約華人信信會
[00:12:17.080 --> 00:12:18.320]  So my mother church is
[00:12:18.320 --> 00:12:20.360]  North York Chinese Baptist Church
[00:12:20.360 --> 00:12:22.080]  武會當時係直堂
[00:12:22.080 --> 00:12:23.720]  And they were planting a church
[00:12:23.720 --> 00:12:24.880]  直堂喺麗明山
[00:12:24.880 --> 00:12:27.080]  They were planting a church up to Richmond Hill
[00:12:27.080 --> 00:12:28.160]  今日嘅麗明山
[00:12:28.160 --> 00:12:33.080]  So the R.H.C. Richmond Hill Chinese Baptist today
[00:12:33.080 --> 00:12:34.320]  我又諗啦
[00:12:34.320 --> 00:12:35.400]  So I was thinking
[00:12:35.400 --> 00:12:36.600]  約新信徒
[00:12:36.600 --> 00:12:37.600]  A new believer
[00:12:37.600 --> 00:12:38.560]  乜嘢都唔識
[00:12:38.560 --> 00:12:40.160]  Doesn't know anything
[00:12:40.160 --> 00:12:41.680]  跟住直堂有咩好做呢
[00:12:41.680 --> 00:12:43.520]  During the church planting
[00:12:43.520 --> 00:12:45.400]  What can I do during the church planting
[00:12:45.400 --> 00:12:46.880]  我就抱咗一個好簡單嘅心
[00:12:46.880 --> 00:12:48.520]  A very simple heart that I have
[00:12:48.520 --> 00:12:49.760]  120個人
[00:12:49.760 --> 00:12:52.080]  We had 120 people
[00:12:52.080 --> 00:12:55.240]  有118個人知道嘅意思做乜
[00:12:55.240 --> 00:12:56.880]  Maybe there is 118 people
[00:12:56.880 --> 00:12:58.400]  Who knew what they were doing
[00:12:58.400 --> 00:12:59.200]  Who didn't know
[00:12:59.200 --> 00:13:00.960]  其實我哋嗰兩個唔知
[00:13:00.960 --> 00:13:03.360]  So the two who left behind
[00:13:03.360 --> 00:13:04.680]  Didn't know what we were doing
[00:13:04.680 --> 00:13:05.480]  佢就好放心
[00:13:05.480 --> 00:13:06.920]  跟住去咗直堂
[00:13:06.920 --> 00:13:08.800]  And so we were so relaxed
[00:13:08.800 --> 00:13:11.640]  And then we just followed
[00:13:11.640 --> 00:13:13.240]  跟住去直堂就容易啦
[00:13:13.240 --> 00:13:14.080]  And it's easy
[00:13:14.080 --> 00:13:15.200]  You just follow
[00:13:15.200 --> 00:13:16.600]  跟住去直堂就做乜呀
[00:13:16.600 --> 00:13:18.360]  So what do we do after
[00:13:18.360 --> 00:13:19.560]  We planted the church
[00:13:19.560 --> 00:13:21.840]  當時嚟咗移民都係兩三年嘅時間
[00:13:21.840 --> 00:13:24.080]  I was only in Canada for 2-3 years
[00:13:24.080 --> 00:13:25.120]  英文就麻麻地
[00:13:25.120 --> 00:13:26.600]  My English wasn't that good
[00:13:26.600 --> 00:13:28.240]  我媽媽地都可以教下嘢嘅
[00:13:28.240 --> 00:13:30.360]  But I could teach a little bit
[00:13:30.360 --> 00:13:31.600]  我又唔係教英文
[00:13:31.600 --> 00:13:33.560]  But of course I wasn't teaching English
[00:13:33.560 --> 00:13:35.160]  教聖經和英語
[00:13:35.160 --> 00:13:36.840]  But I was actually started to
[00:13:36.840 --> 00:13:38.520]  Teach a Bible
[00:13:38.520 --> 00:13:39.880]  但係唔可以教大人呀
[00:13:39.880 --> 00:13:42.280]  Of course I couldn't teach adults
[00:13:42.280 --> 00:13:43.800]  全部都係啲哥哥姐姐
[00:13:43.800 --> 00:13:46.960]  It's all big brothers big sisters
[00:13:46.960 --> 00:13:50.000]  所以當時幫手教嗰啲五六年班嘅細路仔
[00:13:50.000 --> 00:13:53.880]  So I was teaching the grade 5s and the grade 6s
[00:13:53.880 --> 00:13:55.480]  起碼佢問啲問題冇咁深
[00:13:55.480 --> 00:13:58.560]  You know the questions wouldn't be that hard
[00:13:58.560 --> 00:14:00.480]  咁開始咗呢個照明嘅人生
[00:14:00.480 --> 00:14:03.520]  So I started the life of calling
[00:14:03.520 --> 00:14:07.840]  體會就係唔好輕看每一個侍奉嘅機會
[00:14:07.840 --> 00:14:10.840]  The thing is we don't look at
[00:14:10.840 --> 00:14:13.960]  All the opportunities of serving very likely
[00:14:13.960 --> 00:14:15.720]  我發展到第三階段
[00:14:15.720 --> 00:14:17.280]  Let's go into the third period
[00:14:17.280 --> 00:14:19.840]  就係點樣配合第一階段每人嘅calling
[00:14:19.840 --> 00:14:22.200]  嚟到去參與侍奉
[00:14:22.200 --> 00:14:25.120]  I call it how do I participate in unity
[00:14:25.120 --> 00:14:26.720]  With the brothers and sisters
[00:14:26.720 --> 00:14:29.000]  摩西都經歷咗同一樣嘅掙扎
[00:14:29.000 --> 00:14:31.400]  Moses was also struggling
[00:14:31.400 --> 00:14:33.920]  喺我哋生活中摩西係一個問好多問題嘅人
[00:14:33.920 --> 00:14:37.840]  In our minds maybe Moses had a lot of questions
[00:14:37.840 --> 00:14:39.800]  神叫佢去做嘢佢唔係去做
[00:14:39.800 --> 00:14:41.080]  佢唔係行到度問問題
[00:14:41.080 --> 00:14:43.320]  So when God called him to do something
[00:14:43.320 --> 00:14:44.280]  He didn't just do it
[00:14:44.280 --> 00:14:46.400]  He kept asking questions
[00:14:46.400 --> 00:14:48.000]  我係邊個?我點做呢啲嘢呀?
[00:14:48.000 --> 00:14:50.520]  Who am I? How can I do this?
[00:14:50.520 --> 00:14:51.600]  神就要答佢囉
[00:14:51.600 --> 00:14:53.080]  So God answered him
[00:14:53.080 --> 00:14:55.520]  咁你邊個?你乜嘢神嚟㗎?
[00:14:55.520 --> 00:14:59.120]  And he answered, he said, "Who are you, right?"
[00:14:59.120 --> 00:15:00.840]  咁如果啲人唔信我咁點算呀?
[00:15:00.840 --> 00:15:03.680]  And he said, "I told the people about you
[00:15:03.680 --> 00:15:05.840]  but they didn't believe, what do I do?"
[00:15:05.840 --> 00:15:08.520]  去到埃及王嗰度我點知講啲乜嘢好呀?
[00:15:08.520 --> 00:15:10.760]  When I go to Pharaoh, what should I say?
[00:15:10.760 --> 00:15:11.840]  我係唔識講嘢嘅人
[00:15:11.840 --> 00:15:14.240]  你識咩咩咩點可以帶啲人做呢樣嘢呢?
[00:15:14.240 --> 00:15:18.120]  I'm not eloquent, I don't know how to speak
[00:15:18.120 --> 00:15:19.920]  神就一一嘅回答
[00:15:19.920 --> 00:15:23.760]  So God responded to him one by one
[00:15:23.760 --> 00:15:26.240]  最後摩西有冇做到呀?
[00:15:26.240 --> 00:15:30.480]  After all, did Moses do what he was called to do?
[00:15:30.480 --> 00:15:32.800]  喺做咗之前你仲講咗一句說話
[00:15:32.800 --> 00:15:35.960]  Before he started doing that, he said this
[00:15:35.960 --> 00:15:38.160]  你可唔可以搞我呀?我搵帝哥啦不如
[00:15:38.160 --> 00:15:39.960]  Oh
