
[00:00:00.000 --> 00:00:06.000]  天父,我們多謝祢讓我們今天在主日裏可以再次思想祢的福音
[00:02:00.000 --> 00:02:07.000]  人家開始游泳的時候,游BB池而已,20cm,不是米
[00:02:07.000 --> 00:02:13.000]  但是你慢慢你可以不斷去游越深,越來越深的地方
[00:02:13.000 --> 00:02:17.000]  甚至就不在泳池裏面去大海了
[00:02:17.000 --> 00:02:19.000]  聖經就是一本這樣的東西
[00:02:19.000 --> 00:02:24.000]  你開始的時候,你覺得福音是很淺然,就是那三句而已
[00:02:24.000 --> 00:02:28.000]  有沒有聽過一些什麼四律啊,三福啊,三福皮
[00:02:28.000 --> 00:02:31.000]  聽完就,是啦,得啦這樣
[00:02:31.000 --> 00:02:36.000]  但是有沒有想過整個福音其實是包括在這本聖經
[00:02:36.000 --> 00:02:38.000]  這本聖經已經算是很薄的了
[00:02:38.000 --> 00:02:40.000]  1189章聖經,是不是
[00:02:40.000 --> 00:02:43.000]  有些聖經是很厚的,很大的
[00:02:43.000 --> 00:02:48.000]  你想一下,當你去成長的時候,你的福音會越來越大
[00:02:48.000 --> 00:02:54.000]  今天講耶穌為答案的時候,我也分了兩邊的
[00:02:54.000 --> 00:02:58.000]  就是另外一邊是比較深一點的,我一會兒會講多一點的
[00:02:58.000 --> 00:03:02.000]  我們回到我們的課程表
[00:03:02.000 --> 00:03:05.000]  我們由八月開始,我們說聖經至真實
[00:03:05.000 --> 00:03:07.000]  什麼叫聖經至真實呢
[00:03:07.000 --> 00:03:10.000]  聖經裏面所有講的東西都是真實的
[00:03:10.000 --> 00:03:14.000]  但是聖經不是一個科學的教科書
[00:03:14.000 --> 00:03:19.000]  有些人說我要在聖經裏面找到科學,要證明這件事,證明那件事
[00:03:19.000 --> 00:03:23.000]  聖經不是科學的教科書,也不是百科全書
[00:03:23.000 --> 00:03:27.000]  你不是奇蘭雜症,所有東西都可以在聖經裏面找到
[00:03:27.000 --> 00:03:29.000]  聖經是一個很特別的書
[00:03:29.000 --> 00:03:34.000]  它關於見證有些人生終極的事情
[00:03:34.000 --> 00:03:36.000]  終極的真實是什麼呢
[00:03:36.000 --> 00:03:38.000]  罪惡乃根源
[00:03:38.000 --> 00:03:41.000]  聖經的主題,我們叫它有三樣東西
[00:03:41.000 --> 00:03:45.000]  就是罪惡乃根源,地獄火紅紅
[00:03:45.000 --> 00:03:50.000]  地獄的存在,和地獄是人最終的問題
[00:03:50.000 --> 00:03:53.000]  接著呢,耶穌為答案
[00:03:53.000 --> 00:03:58.000]  這些東西都是你上學、上班,你老師不會跟你講的
[00:03:58.000 --> 00:04:02.000]  你老師不會每天跟你講罪惡乃根源,地獄火紅紅
[00:04:02.000 --> 00:04:07.000]  甚至他說不要想那些東西,最重要讀書,最重要考試
[00:04:07.000 --> 00:04:09.000]  你老師最重要幫公司賺錢
[00:04:09.000 --> 00:04:11.000]  他不會跟你講地獄
[00:04:11.000 --> 00:04:14.000]  他叫你想你退休的時候想有多少錢
[00:04:14.000 --> 00:04:17.000]  你努力,今年給你多些 bonus(優惠)
[00:04:17.000 --> 00:04:21.000]  他只可以跟你想退休,他不會跟你想地獄
[00:04:21.000 --> 00:04:27.000]  但是你來到教會,如果我們仍然跟你講你人生的困難是什麼
[00:04:27.000 --> 00:04:30.000]  你退休的時候需要多少錢,那些東西呢
[00:04:30.000 --> 00:04:32.000]  那我們就不是教會了
[00:04:32.000 --> 00:04:38.000]  聖經教導我們罪惡乃根源,地獄火紅紅,耶穌為答案
[00:04:38.000 --> 00:04:40.000]  所有東西都是上帝跟我們講的
[00:04:40.000 --> 00:04:43.000]  接著下個月如果你再回來的時候
[00:04:43.000 --> 00:04:48.000]  我們所講的就是,到我們對上帝聽完上帝講一番話之後
[00:04:48.000 --> 00:04:50.000]  我們的回應
[00:04:50.000 --> 00:04:54.000]  今天要跟你講的是很重要,或者最重要的東西
[00:04:54.000 --> 00:04:56.000]  耶穌為答案
[00:04:56.000 --> 00:05:01.000]  如果耶穌為答案的時候,我們要問究竟那個問題,what was the question
[00:05:01.000 --> 00:05:05.000]  如果耶穌為答案,究竟耶穌答了些什麼呢
[00:05:05.000 --> 00:05:09.000]  很多人來到教會都有一系列的問題在他腦中
[00:05:09.000 --> 00:05:13.000]  你問的問題會決定你去哪一間教會
[00:05:13.000 --> 00:05:15.000]  你明不明白我的意思
[00:05:15.000 --> 00:05:21.000]  如果你說我來,這位新朋友歡迎你來到十大基督教會
[00:05:21.000 --> 00:05:24.000]  請問你為什麼會來了,是不是
[00:05:24.000 --> 00:05:26.000]  是不是有朋友帶你來
[00:05:26.000 --> 00:05:30.000]  他說是,因為我來了,因為我最近病了
[00:05:30.000 --> 00:05:32.000]  醫生說情況不太好
[00:05:32.000 --> 00:05:35.000]  所以有朋友介紹你來教會
[00:05:35.000 --> 00:05:38.000]  看看教會可不可以為我祈禱,為我治病
[00:05:38.000 --> 00:05:42.000]  如果你帶著這樣的問題,你應該去隔壁那一間
[00:05:42.000 --> 00:05:45.000]  我們這條街另外一間
[00:05:45.000 --> 00:05:48.000]  因為他們會有禱告醫治會的
[00:05:48.000 --> 00:05:50.000]  我們是不做這些的
[00:05:50.000 --> 00:05:51.000]  為什麼呢
[00:05:51.000 --> 00:05:54.000]  這個問題來了,究竟聖經裡面說的耶穌的答案
[00:05:54.000 --> 00:05:58.000]  耶穌為答案,耶穌究竟是在回答些什麼呢
[00:05:58.000 --> 00:06:01.000]  耶穌是不是奇難雜症,什麼都可以呢
[00:06:01.000 --> 00:06:04.000]  耶穌是不是一個神職歧視的人呢
[00:06:04.000 --> 00:06:06.000]  你在我們內裡都知道
[00:06:06.000 --> 00:06:10.000]  我們對耶穌的明白是基於聖經
[00:06:10.000 --> 00:06:13.000]  而當你去正確去理解聖經的時候
[00:06:13.000 --> 00:06:16.000]  你發覺耶穌回答的問題是
[00:06:16.000 --> 00:06:18.000]  如何處理你和我的罪孽
[00:06:18.000 --> 00:06:20.000]  世人都犯了罪
[00:06:20.000 --> 00:06:22.000]  為了廢除了上帝的榮耀
[00:06:22.000 --> 00:06:24.000]  如何去處理死亡
[00:06:24.000 --> 00:06:26.000]  罪的公解乃是死
[00:06:26.000 --> 00:06:28.000]  如何去處理地獄
[00:06:28.000 --> 00:06:30.000]  死後且有審判
[00:06:30.000 --> 00:06:32.000]  如果你不是在問罪的問題
[00:06:32.000 --> 00:06:34.000]  你不是在問死的問題
[00:06:34.000 --> 00:06:39.000]  你不是在問死後且有審判的審判的問題
[00:06:39.000 --> 00:06:41.000]  你不是在問永恆的問題
[00:06:41.000 --> 00:06:46.000]  你只是想耶穌去為你好好的過這一生
[00:06:46.000 --> 00:06:48.000]  你相信人死如燈滅
[00:06:48.000 --> 00:06:50.000]  你相信沒有永恆沒有天堂沒有地獄
[00:06:50.000 --> 00:06:52.000]  或者有天堂沒有地獄
[00:06:52.000 --> 00:06:54.000]  現在越來越流行
[00:06:54.000 --> 00:06:56.000]  誰死了就已經去到天堂
[00:06:56.000 --> 00:06:58.000]  你從來沒有人死了就可能去到地獄
[00:06:58.000 --> 00:07:00.000]  不敢這樣說
[00:07:00.000 --> 00:07:04.000]  如果只是有天堂沒有地獄
[00:07:04.000 --> 00:07:06.000]  只有天堂或者人死如燈滅
[00:07:06.000 --> 00:07:07.000]  那你信不信耶穌
[00:07:07.000 --> 00:07:08.000]  不需要去耶穌
[00:07:08.000 --> 00:07:10.000]  你也不需要去教會
[00:07:10.000 --> 00:07:12.000]  但是我們之所以在這裏
[00:07:12.000 --> 00:07:16.000]  是因為我們相信耶穌回答中極罪的問題
[00:07:16.000 --> 00:07:18.000]  就是死亡的問題
[00:07:18.000 --> 00:07:22.000]  死後審判地獄的問題
[00:07:22.000 --> 00:07:24.000]  如果你問準了問題
[00:07:24.000 --> 00:07:26.000]  你就會有個答案
[00:07:26.000 --> 00:07:27.000]  耶穌為答案
[00:07:27.000 --> 00:07:30.000]  我用這幅圖畫去代表耶穌為答案
[00:07:30.000 --> 00:07:32.000]  都有它的複雜性
[00:07:32.000 --> 00:07:35.000]  但是我想你留意兩樣東西
[00:07:35.000 --> 00:07:36.000]  第一
[00:07:36.000 --> 00:07:38.000]  在基督教的教義裏面
[00:07:38.000 --> 00:07:41.000]  一個最重要的就是世人都犯了罪
[00:07:41.000 --> 00:07:43.000]  如果世人不是犯了罪
[00:07:43.000 --> 00:07:47.000]  就會有基督教的好消息叫福音
[00:07:47.000 --> 00:07:50.000]  之所以我們今天需要耶穌的救贖
[00:07:50.000 --> 00:07:54.000]  是因為我們所信的上帝是一個聖潔的上帝
[00:07:54.000 --> 00:07:56.000]  因為上帝公平公正公義
[00:07:56.000 --> 00:07:58.000]  所以你需要救贖
[00:07:58.000 --> 00:08:00.000]  如果上帝不是公平公正公義
[00:08:00.000 --> 00:08:03.000]  上帝很隨便犯了罪就算了
[00:08:03.000 --> 00:08:04.000]  沒所謂
[00:08:04.000 --> 00:08:06.000]  當然看不見了
[00:08:06.000 --> 00:08:09.000]  如果上帝不公正不公平不公義
[00:08:09.000 --> 00:08:11.000]  隨便你回來
[00:08:11.000 --> 00:08:14.000]  上帝不需要有救贖
[00:08:14.000 --> 00:08:16.000]  上帝之所以我們需要有救贖
[00:08:16.000 --> 00:08:19.000]  因為上帝是一個公平公正公義的上帝
[00:08:19.000 --> 00:08:22.000]  上帝不可視罪為無罪
[00:08:22.000 --> 00:08:24.000]  於是上帝要審判罪惡
[00:08:24.000 --> 00:08:27.000]  以示有死死後且有審判
[00:08:27.000 --> 00:08:29.000]  這個是救贖的需要
[00:08:29.000 --> 00:08:30.000]  為什麼
[00:08:30.000 --> 00:08:31.000]  因為上帝的公義
[00:08:31.000 --> 00:08:32.000]  第二
[00:08:32.000 --> 00:08:35.000]  救贖之所以承傳會有一個救贖
[00:08:35.000 --> 00:08:36.000]  是因為上帝的慈愛
[00:08:36.000 --> 00:08:38.000]  這個是很重要的
[00:08:38.000 --> 00:08:39.000]  慈愛的上帝
[00:08:39.000 --> 00:08:40.000]  上帝是一個聖潔的上帝
[00:08:40.000 --> 00:08:42.000]  但上帝亦是一個慈愛的上帝
[00:08:42.000 --> 00:08:44.000]  於是他有恩典有憐憫
[00:08:44.000 --> 00:08:48.000]  為我們預備了一個救主叫耶穌基督
[00:08:48.000 --> 00:08:51.000]  誰可以領受這個救贖
[00:08:51.000 --> 00:08:52.000]  迴轉必得救
[00:08:52.000 --> 00:08:54.000]  一定要是迴轉的人
[00:08:54.000 --> 00:08:56.000]  普通人不會在這邊
[00:08:56.000 --> 00:08:57.000]  普通人在這邊
[00:08:57.000 --> 00:08:59.000]  這個香了
[00:08:59.000 --> 00:09:04.000]  是誰可以是耶穌為我們承受那個
[00:09:04.000 --> 00:09:06.000]  是迴轉的人
[00:09:06.000 --> 00:09:08.000]  所以我想你記得這兩樣東西
[00:09:08.000 --> 00:09:10.000]  救贖
[00:09:10.000 --> 00:09:12.000]  為什麼需要救贖
[00:09:12.000 --> 00:09:14.000]  是因為上帝是一個聖潔的上帝
[00:09:14.000 --> 00:09:17.000]  為什麼會有救贖
[00:09:17.000 --> 00:09:18.000]  因為上帝雖然聖潔
[00:09:18.000 --> 00:09:20.000]  但上帝不需要拯救我們
[00:09:20.000 --> 00:09:26.000]  上帝會拯救我們是因為他的慈愛
[00:09:26.000 --> 00:09:27.000]  曾經有人說過
[00:09:27.000 --> 00:09:29.000]  他說耶穌的十字架
[00:09:29.000 --> 00:09:31.000]  就是拯救的
[00:09:31.000 --> 00:09:32.000]  這個十字架
[00:09:32.000 --> 00:09:33.000]  耶穌的拯救
[00:09:33.000 --> 00:09:34.000]  那個symbol
[00:09:34.000 --> 00:09:35.000]  最中心的東西
[00:09:35.000 --> 00:09:40.000]  耶穌的十字架是一個三條路交叉的地方
[00:09:40.000 --> 00:09:42.000]  三條路行駛過來的
[00:09:42.000 --> 00:09:44.000]  一個是人的罪孽
[00:09:44.000 --> 00:09:46.000]  罪孽不斷流過來
[00:09:46.000 --> 00:09:49.000]  另外一條路是神的聖潔
[00:09:49.000 --> 00:09:50.000]  人的罪
[00:09:50.000 --> 00:09:51.000]  神的聖
[00:09:51.000 --> 00:09:52.000]  撞在一起
[00:09:52.000 --> 00:09:54.000]  交叉你會不會死
[00:09:54.000 --> 00:09:56.000]  全部去到這裡就死光了
[00:09:56.000 --> 00:09:58.000]  就不是撞了
[00:09:58.000 --> 00:10:00.000]  各有千秋
[00:10:00.000 --> 00:10:02.000]  平昏春色不是
[00:10:02.000 --> 00:10:03.000]  人的罪孽
[00:10:03.000 --> 00:10:05.000]  和上帝的審判
[00:10:05.000 --> 00:10:06.000]  上帝的聖潔
[00:10:06.000 --> 00:10:08.000]  上帝的聖潔會把他們都剷除
[00:10:08.000 --> 00:10:10.000]  但為什麼剷除不了
[00:10:10.000 --> 00:10:12.000]  為什麼我們不能死
[00:10:12.000 --> 00:10:13.000]  是因為還有第三條路
[00:10:13.000 --> 00:10:16.000]  第三條路出來是上帝的大愛
[00:10:16.000 --> 00:10:17.000]  The love of God
[00:10:17.000 --> 00:10:19.000]  因為上帝的大愛
[00:10:19.000 --> 00:10:21.000]  將十字架推高了
[00:10:21.000 --> 00:10:22.000]  於是
[00:10:22.000 --> 00:10:23.000]  在人的罪
[00:10:23.000 --> 00:10:24.000]  上帝的聖潔
[00:10:24.000 --> 00:10:26.000]  當中出現了十字架
[00:10:26.000 --> 00:10:29.000]  就是救贖的代號
[00:10:29.000 --> 00:10:30.000]  但我們去到
[00:10:30.000 --> 00:10:32.000]  整個耶穌救贖的中心
[00:10:32.000 --> 00:10:34.000]  十字架
[00:10:34.000 --> 00:10:35.000]  十字架
[00:10:35.000 --> 00:10:37.000]  救贖英文
[00:10:37.000 --> 00:10:39.000]  如果大家平時聽我說
[00:10:39.000 --> 00:10:41.000]  都知道有一個字叫
[00:10:41.000 --> 00:10:42.000]  Atonement
[00:10:42.000 --> 00:10:43.000]  有些人
[00:10:43.000 --> 00:10:45.000]  即是神學家就會說
[00:10:45.000 --> 00:10:47.000]  你可以將這個英文字
[00:10:47.000 --> 00:10:49.000]  Atonement分為三個字
[00:10:49.000 --> 00:10:50.000]  三個字就是
[00:10:50.000 --> 00:10:51.000]  At
[00:10:51.000 --> 00:10:52.000]  One
[00:10:52.000 --> 00:10:53.000]  Month
[00:10:53.000 --> 00:10:54.000]  什麼叫Atonement
[00:10:54.000 --> 00:10:55.000]  什麼叫救贖
[00:10:55.000 --> 00:10:59.000]  就是將兩個分離了的個體
[00:10:59.000 --> 00:11:00.000]  分離了的原因
[00:11:00.000 --> 00:11:03.000]  是因為人的叛逆和罪孽
[00:11:03.000 --> 00:11:04.000]  分離了
[00:11:04.000 --> 00:11:05.000]  上帝和人分離了
[00:11:05.000 --> 00:11:07.000]  再次和好
[00:11:07.000 --> 00:11:09.000]  合和睦一起
[00:11:09.000 --> 00:11:10.000]  叫Atonement
[00:11:10.000 --> 00:11:12.000]  即是本來分了兩個
[00:11:12.000 --> 00:11:13.000]  現在怎樣可以
[00:11:13.000 --> 00:11:14.000]  變成一
[00:11:14.000 --> 00:11:15.000]  重新變成一
[00:11:15.000 --> 00:11:16.000]  Atonement
[00:11:16.000 --> 00:11:18.000]  這個就叫救贖
[00:11:18.000 --> 00:11:19.000]  救贖就是
[00:11:19.000 --> 00:11:21.000]  將兩個分開了的個體
[00:11:21.000 --> 00:11:23.000]  因為人的罪
[00:11:23.000 --> 00:11:24.000]  因為人的叛逆
[00:11:24.000 --> 00:11:26.000]  所分開了的個體
[00:11:26.000 --> 00:11:27.000]  怎樣可以重新合起來
[00:11:27.000 --> 00:11:28.000]  這個叫救贖
[00:11:28.000 --> 00:11:30.000]  怎樣可以有救贖
[00:11:30.000 --> 00:11:32.000]  怎樣可以和好
[00:11:32.000 --> 00:11:35.000]  怎樣可以再在一起
[00:11:35.000 --> 00:11:38.000]  答案是通過憲制
[00:11:38.000 --> 00:11:40.000]  通過一個叫挽回制
[00:11:40.000 --> 00:11:43.000]  憲制英文就叫做Sacrifice
[00:11:43.000 --> 00:11:45.000]  即是大家知道的憲制
[00:11:45.000 --> 00:11:47.000]  挽回制是另外一個
[00:11:47.000 --> 00:11:48.000]  特別的名字
[00:11:48.000 --> 00:11:50.000]  如果你有機會讀英文的聖經
[00:11:50.000 --> 00:11:52.000]  是有出現過幾次的
[00:11:52.000 --> 00:11:54.000]  叫Propitiation
[00:11:54.000 --> 00:11:57.000]  一個專有名詞叫挽回制
[00:11:57.000 --> 00:11:58.000]  甚麼叫挽回制呢
[00:11:58.000 --> 00:12:00.000]  就是從前的關係
[00:12:00.000 --> 00:12:02.000]  是一個仇敵的關係
[00:12:02.000 --> 00:12:03.000]  惡化了的
[00:12:03.000 --> 00:12:05.000]  但是通過這個挽回
[00:12:05.000 --> 00:12:06.000]  挽回制就是
[00:12:06.000 --> 00:12:08.000]  將那個仇敵的關係
[00:12:08.000 --> 00:12:10.000]  重新改變
[00:12:10.000 --> 00:12:12.000]  使我們在上帝面前
[00:12:12.000 --> 00:12:13.000]  蒙恩
[00:12:13.000 --> 00:12:14.000]  再次蒙恩
[00:12:14.000 --> 00:12:16.000]  使我們在上帝面前
[00:12:16.000 --> 00:12:18.000]  被上帝接納
[00:12:18.000 --> 00:12:19.000]  被上帝喜悅
[00:12:19.000 --> 00:12:21.000]  甚至被上帝寵愛
[00:12:21.000 --> 00:12:23.000]  不單止是接納
[00:12:23.000 --> 00:12:25.000]  接納即是我忍你
[00:12:25.000 --> 00:12:26.000]  但不是
[00:12:26.000 --> 00:12:27.000]  不單止是接納
[00:12:27.000 --> 00:12:29.000]  他的接納是包括
[00:12:29.000 --> 00:12:31.000]  上帝很喜歡你
[00:12:31.000 --> 00:12:32.000]  再不是喜歡你
[00:12:32.000 --> 00:12:33.000]  他寵愛你
[00:12:33.000 --> 00:12:35.000]  You are the beloved son
[00:12:35.000 --> 00:12:36.000]  即是寵你
[00:12:36.000 --> 00:12:37.000]  好吧,讓你回來吧
[00:12:37.000 --> 00:12:38.000]  不過你呀
[00:12:38.000 --> 00:12:39.000]  你都是
[00:12:39.000 --> 00:12:40.000]  我接納你而已
[00:12:40.000 --> 00:12:41.000]  versus
[00:12:41.000 --> 00:12:42.000]  我喜歡你
[00:12:42.000 --> 00:12:43.000]  versus
[00:12:43.000 --> 00:12:45.000]  你不單止我喜歡你
[00:12:45.000 --> 00:12:49.000]  你就是我最愛的兒子
[00:12:49.000 --> 00:12:50.000]  你會發現
[00:12:50.000 --> 00:12:53.000]  在聖經裏面所講的救贖
[00:12:53.000 --> 00:12:55.000]  原來是這樣的
[00:12:55.000 --> 00:12:56.000]  不是只讓你回家
[00:12:56.000 --> 00:12:57.000]  而是你回家的時候
[00:12:57.000 --> 00:13:00.000]  你的身份不斷的升級
[00:13:00.000 --> 00:13:02.000]  變成你家裏面
[00:13:02.000 --> 00:13:04.000]  上帝最所愛的東西
[00:13:04.000 --> 00:13:07.000]  我想和你讀回簡明神學
[00:13:07.000 --> 00:13:08.000]  J.R. Packer
[00:13:08.000 --> 00:13:10.000]  因為我覺得他寫得真的很好
[00:13:10.000 --> 00:13:12.000]  雖然在那篇道裏面
[00:13:12.000 --> 00:13:13.000]  我已經有讀過了
[00:13:13.000 --> 00:13:15.000]  但我想和你再讀
[00:13:15.000 --> 00:13:17.000]  贖罪atonement
[00:13:17.000 --> 00:13:19.000]  一詞的意思是修正
[00:13:19.000 --> 00:13:22.000]  消已所犯的罪過
[00:13:22.000 --> 00:13:25.000]  並賠償所造成的傷害
[00:13:25.000 --> 00:13:30.000]  藉此才可使自己和所疏離的對方
[00:13:30.000 --> 00:13:31.000]  上帝
[00:13:31.000 --> 00:13:32.000]  和好
[00:13:32.000 --> 00:13:36.000]  而且恢復破裂的關係
[00:13:36.000 --> 00:13:37.000]  要賠
[00:13:37.000 --> 00:13:38.000]  為甚麼
[00:13:38.000 --> 00:13:39.000]  因為你犯了罪
[00:13:39.000 --> 00:13:41.000]  欠了上帝的罪債
[00:13:41.000 --> 00:13:42.000]  罪債
[00:13:42.000 --> 00:13:44.000]  有債就要付
[00:13:44.000 --> 00:13:45.000]  然而
[00:13:45.000 --> 00:13:47.000]  付錢就付
[00:13:47.000 --> 00:13:49.000]  你有錢付才可以
[00:13:49.000 --> 00:13:53.000]  全人類都需要贖他們的罪
[00:13:53.000 --> 00:13:54.000]  贖不贖得到
[00:13:54.000 --> 00:13:59.000]  可使全人類都缺乏能力和資源
[00:13:59.000 --> 00:14:01.000]  Elon Musk都缺乏資源
[00:14:01.000 --> 00:14:02.000]  他沒有辦法
[00:14:02.000 --> 00:14:05.000]  Elon Musk可能罪還多過你和我
[00:14:05.000 --> 00:14:07.000]  你是另計
[00:14:07.000 --> 00:14:08.000]  但無論如何
[00:14:08.000 --> 00:14:12.000]  沒有人有能力
[00:14:12.000 --> 00:14:14.000]  沒有人有資源
[00:14:14.000 --> 00:14:17.000]  香港最有錢的是沒有資源
[00:14:17.000 --> 00:14:18.000]  沒有能力
[00:14:18.000 --> 00:14:20.000]  世界最有錢的是沒有資源
[00:14:20.000 --> 00:14:21.000]  沒有能力
[00:14:21.000 --> 00:14:24.000]  我們觸露了那位聖潔的創造主
[00:14:24.000 --> 00:14:26.000]  而他的本性原是
[00:14:26.000 --> 00:14:30.000]  恨惡罪惡
[00:14:30.000 --> 00:14:33.000]  並且要懲罰罪惡
[00:14:33.000 --> 00:14:36.000]  大家記得我以前有個學生
[00:14:36.000 --> 00:14:37.000]  我跟他說
[00:14:37.000 --> 00:14:38.000]  他在一間教會
[00:14:38.000 --> 00:14:42.000]  那間教會叫香港超窮教會
[00:14:42.000 --> 00:14:44.000]  這個名字真是割得好
[00:14:44.000 --> 00:14:46.000]  如果我們不是改了十甲基督教會
[00:14:46.000 --> 00:14:48.000]  我們應該叫超窮教會
[00:14:48.000 --> 00:14:50.000]  超窮的意思是因為他們在深水埗
[00:14:50.000 --> 00:14:53.000]  他們想做一些比較基層的人
[00:14:53.000 --> 00:14:55.000]  所以我們叫做基督超窮教會
[00:14:55.000 --> 00:15:00.000]  但其實超窮代表了我們屬靈上的
[00:15:00.000 --> 00:15:01.000]  無能
[00:15:01.000 --> 00:15:02.000]  無資源
[00:15:02.000 --> 00:15:04.000]  每一間教會
[00:15:04.000 --> 00:15:06.000]  為何要叫基督教會
[00:15:06.000 --> 00:15:08.000]  因為沒有了基督
[00:15:08.000 --> 00:15:09.000]  我們是無能
[00:15:09.000 --> 00:15:10.000]  無資源
[00:15:10.000 --> 00:15:13.000]  每一間教會都是超窮的教會
[00:15:13.000 --> 00:15:16.000]  有人看不到,如果你還未信主
[00:15:16.000 --> 00:15:17.000]  你會覺得不是
[00:15:17.000 --> 00:15:19.000]  我可以做好事
[00:15:19.000 --> 00:15:22.000]  我用我的好事補貼我以前做錯的事
[00:15:22.000 --> 00:15:24.000]  我不是窮
[00:15:24.000 --> 00:15:27.000]  我只是需要時間籌錢
[00:15:27.000 --> 00:15:29.000]  你還未做到
[00:15:29.000 --> 00:15:30.000]  你沒有辦法看得明白福音
[00:15:30.000 --> 00:15:32.000]  因為福音告訴我們
[00:15:32.000 --> 00:15:33.000]  在聖經裏面
[00:15:33.000 --> 00:15:35.000]  重複重複耶穌說天過比喻
[00:15:35.000 --> 00:15:38.000]  就是那個人根本是沒有可能
[00:15:38.000 --> 00:15:39.000]  沒有任何資源
[00:15:39.000 --> 00:15:43.000]  連有足夠的資源去付
[00:15:43.000 --> 00:15:44.000]  利息都付不起
[00:15:44.000 --> 00:15:47.000]  怎可能可以還債呢
[00:15:47.000 --> 00:15:51.000]  但就在超窮的狀態裏面
[00:15:51.000 --> 00:15:53.000]  上帝為我們預備了一個救贖
[00:15:53.000 --> 00:15:57.000]  除非贖罪之功完成了
[00:15:57.000 --> 00:16:00.000]  我們不能期望被上帝接納
[00:16:00.000 --> 00:16:01.000]  並與他交通
[00:16:01.000 --> 00:16:03.000]  這個贖罪之功不出於你
[00:16:03.000 --> 00:16:04.000]  因為你沒有能力
[00:16:04.000 --> 00:16:05.000]  沒有資源
[00:16:05.000 --> 00:16:08.000]  連我們最好的行為中
[00:16:08.000 --> 00:16:10.000]  都有罪孽
[00:16:10.000 --> 00:16:13.000]  我們盼望為修正自己
[00:16:13.000 --> 00:16:15.000]  而做的任何事
[00:16:15.000 --> 00:16:16.000]  剛才我們說的
[00:16:16.000 --> 00:16:17.000]  我試試給
[00:16:17.000 --> 00:16:19.000]  我試試還一點利息
[00:16:19.000 --> 00:16:24.000]  反倒會給增加我們的罪孽
[00:16:24.000 --> 00:16:25.000]  因此之故
[00:16:25.000 --> 00:16:27.000]  人想要尋求在上帝面前
[00:16:27.000 --> 00:16:28.000]  建立自己的義
[00:16:28.000 --> 00:16:30.000]  嘗試去還債
[00:16:30.000 --> 00:16:33.000]  更顯出無可救藥的愚昧
[00:16:33.000 --> 00:16:36.000]  你嘗試用自己的好行為去還債
[00:16:36.000 --> 00:16:38.000]  其實就是你的愚昧的章節
[00:16:38.000 --> 00:16:42.000]  因那是不可能成就的事
[00:16:42.000 --> 00:16:44.000]  為何我們沒有辦法還債
[00:16:44.000 --> 00:16:46.000]  因為我們最好的行為當中
[00:16:46.000 --> 00:16:48.000]  都有罪
[00:16:48.000 --> 00:16:49.000]  圈染到
[00:16:49.000 --> 00:16:52.000]  之前說罪惡乃根源的時候
[00:16:52.000 --> 00:16:54.000]  我曾經做過一個比喻
[00:16:54.000 --> 00:16:56.000]  如果你那時候聽我說到的時候
[00:16:56.000 --> 00:17:00.000]  我說什麼叫做聖經裏面所說的原罪
