
[00:00:00.000 --> 00:00:03.700]  各位姐妹 大家在神的面前
[00:02:23.020 --> 00:02:27.340]  我婆婆把她為我們祈禱的圖文寫下來
[00:02:27.340 --> 00:02:31.480]  我們回看的時候很感動
[00:02:31.480 --> 00:02:34.360]  每天為我們兄弟姐妹祈禱
[00:02:34.360 --> 00:02:35.360]  為家人祈禱
[00:02:35.360 --> 00:02:37.800]  我媽媽跟我說
[00:02:37.800 --> 00:02:39.800]  爸爸很喜歡唱詩
[00:02:39.800 --> 00:02:42.840]  他睡在床上有時候也會唱詩
[00:02:42.840 --> 00:02:45.800]  他最喜歡唱的就是感謝神
[00:02:45.800 --> 00:02:48.200]  我知道感謝神
[00:02:48.200 --> 00:02:51.000]  給他一個這樣的群體去成長
[00:02:51.360 --> 00:02:53.600]  其實我媽媽在很多年前
[00:02:53.600 --> 00:02:55.600]  曾經短暫回到窩福堂
[00:02:55.600 --> 00:02:59.280]  一段長者的活動
[00:02:59.280 --> 00:03:02.440]  到今時今日
[00:03:02.440 --> 00:03:04.300]  還有人
[00:03:04.300 --> 00:03:07.060]  偶爾我會聽到
[00:03:07.060 --> 00:03:09.240]  問候我媽媽的情況是怎樣
[00:03:09.240 --> 00:03:12.280]  教會是一個什麼樣的群體呢
[00:03:12.280 --> 00:03:14.380]  其實
[00:03:14.380 --> 00:03:17.400]  很多很溫暖的事情正在發生
[00:03:17.400 --> 00:03:20.800]  但是教會是否也是一個地上的天堂呢
[00:03:20.800 --> 00:03:22.280]  我們知道並不是
[00:03:22.280 --> 00:03:26.600]  其實在信徒群體當中
[00:03:26.600 --> 00:03:28.720]  什麼是我們
[00:03:28.720 --> 00:03:31.380]  一個的招牌呢
[00:03:31.380 --> 00:03:36.160]  有幾個畫面
[00:03:36.160 --> 00:03:38.240]  一想到這個問題就彈出來了
[00:03:38.240 --> 00:03:40.520]  當他探病的時候
[00:03:40.520 --> 00:03:43.240]  我看到一群人在病床旁邊
[00:03:43.240 --> 00:03:45.000]  祈禱 唱詩
[00:03:45.000 --> 00:03:47.440]  我就認出是基督徒
[00:03:49.080 --> 00:03:51.680]  當我做陪審團的時候
[00:03:51.680 --> 00:03:54.600]  有一次在法院外面
[00:03:54.600 --> 00:03:56.000]  一群人圍在一起祈禱
[00:03:56.000 --> 00:03:59.600]  一起去支持他的弟兄姊妹
[00:03:59.600 --> 00:04:01.560]  這個是基督徒來的
[00:04:01.560 --> 00:04:05.080]  在宋基的大堂
[00:04:05.080 --> 00:04:07.960]  一群人互相擁抱
[00:04:07.960 --> 00:04:11.080]  道別 一起祈禱
[00:04:11.080 --> 00:04:12.280]  嘗試過
[00:04:12.280 --> 00:04:14.440]  我知道這是基督徒來的
[00:04:14.440 --> 00:04:17.120]  但是
[00:04:18.080 --> 00:04:22.080]  除了表面上的表徵之外
[00:04:22.080 --> 00:04:25.880]  基督徒的群體應該是一個什麼樣的群體呢
[00:04:25.880 --> 00:04:30.720]  今天雅各書給了我們一個
[00:04:30.720 --> 00:04:32.720]  頗為重要的提醒
[00:04:32.720 --> 00:04:34.840]  其實
[00:04:34.840 --> 00:04:36.760]  在
[00:04:36.760 --> 00:04:39.720]  信徒群體當中
[00:04:39.720 --> 00:04:43.680]  神會不會有祂的心意
[00:04:43.680 --> 00:04:45.240]  想我們怎樣呢
[00:04:45.680 --> 00:04:50.080]  這段經文是雅各書全卷最後一段的卷面
[00:04:50.080 --> 00:04:52.040]  首先我們要留意
[00:04:52.040 --> 00:04:55.640]  雅各書這一段的總結
[00:04:55.640 --> 00:04:59.680]  是從整個群體的向度去講的
[00:04:59.680 --> 00:05:02.360]  如果大家剛才讀的時候有留意到
[00:05:02.360 --> 00:05:05.080]  十三 十四 十九節
[00:05:05.080 --> 00:05:07.520]  都強調一個詞語是什麼呢
[00:05:07.520 --> 00:05:09.720]  你們中間
[00:05:09.720 --> 00:05:11.080]  有沒有留意
[00:05:11.280 --> 00:05:18.520]  然後十六節彼此互相禱告這個詞語
[00:05:18.520 --> 00:05:20.360]  如果你數一數的話
[00:05:20.360 --> 00:05:23.200]  至少六詞不當
[00:05:23.200 --> 00:05:27.280]  所以其實你看到整個段落的向度
[00:05:27.280 --> 00:05:28.560]  那個重點
[00:05:28.560 --> 00:05:31.200]  就是在群體禱告
[00:05:31.200 --> 00:05:33.760]  或者我們試試看十三節
[00:05:33.760 --> 00:05:37.440]  十三節說你們中間如果有受苦的應該禱告
[00:05:37.440 --> 00:05:39.320]  有喜樂的應該歌頌
[00:05:41.560 --> 00:05:43.360]  順徒也有受苦的
[00:05:43.360 --> 00:05:49.160]  神從來沒有說過順了耶穌之後一帆風順
[00:05:49.160 --> 00:05:50.600]  是不是
[00:05:50.600 --> 00:05:52.920]  不會沒有病沒有痛
[00:05:52.920 --> 00:05:54.200]  痛苦是什麼呢
[00:05:54.200 --> 00:05:56.560]  受苦是來自各方面的麻煩
[00:05:56.560 --> 00:06:00.080]  壓力 傷痛
[00:06:00.080 --> 00:06:01.680]  很多很多的東西
[00:06:01.680 --> 00:06:03.680]  是令我們產生痛苦的感覺
[00:06:03.680 --> 00:06:07.520]  順了耶穌之後這些東西不會離開
[00:06:07.520 --> 00:06:11.080]  甚至有時候有些人因為順了耶穌
[00:06:11.400 --> 00:06:14.360]  他所面對的壓力痛苦會更加大
[00:06:14.360 --> 00:06:18.440]  在受苦的時候我提醒你做什麼呢
[00:06:18.440 --> 00:06:20.040]  要禱告
[00:06:20.040 --> 00:06:23.560]  這個其實很多人都在做的
[00:06:23.560 --> 00:06:25.600]  就算你平時不禱告
[00:06:25.600 --> 00:06:27.360]  痛苦的時候你都會禱告
[00:06:27.360 --> 00:06:31.040]  喜樂的時候要怎樣呢
[00:06:31.040 --> 00:06:32.320]  要歌頌
[00:06:32.320 --> 00:06:36.080]  心情愉快
[00:06:36.080 --> 00:06:39.080]  喜樂的時候就是心情愉快的意思
[00:06:39.080 --> 00:06:40.680]  什麼情況會喜樂呢
[00:06:40.680 --> 00:06:42.400]  有很多人做事順利成功
[00:06:42.400 --> 00:06:43.600]  可能病痊癒
[00:06:43.600 --> 00:06:45.400]  我們就會覺得很喜樂
[00:06:45.400 --> 00:06:47.480]  你說不用教
[00:06:47.480 --> 00:06:49.520]  喜樂的時候自然會唱歌
[00:06:49.520 --> 00:06:52.200]  這個是情緒反應
[00:06:52.200 --> 00:06:54.720]  但是留意歌頌兩個字是什麼意思
[00:06:54.720 --> 00:06:58.600]  歌頌不是說我心情好的時候唱歌吹口哨
[00:06:58.600 --> 00:06:59.880]  那種反應
[00:06:59.880 --> 00:07:02.280]  而是說有對象
[00:07:02.280 --> 00:07:04.800]  是有重讚的
[00:07:06.160 --> 00:07:11.200]  是用心去發出一個清澈感恩
[00:07:11.200 --> 00:07:13.200]  而對象就是誰呢
[00:07:13.200 --> 00:07:14.200]  就是上帝
[00:07:14.200 --> 00:07:16.000]  這個才叫歌頌
[00:07:16.000 --> 00:07:19.200]  那我就說
[00:07:19.200 --> 00:07:23.880]  喜樂和受苦
[00:07:23.880 --> 00:07:27.960]  是不是兩個完全不同的情境
[00:07:27.960 --> 00:07:29.160]  一定是對立的呢
[00:07:29.160 --> 00:07:32.080]  究竟受苦的時候都可不可以喜樂呢
[00:07:32.080 --> 00:07:34.800]  有些人點頭
[00:07:35.520 --> 00:07:37.760]  是不是真的可以呢
[00:07:37.760 --> 00:07:39.080]  還是理論上呢
[00:07:39.080 --> 00:07:41.760]  或者我們看看《超行傳》
[00:07:41.760 --> 00:07:42.920]  我們看看保羅
[00:07:42.920 --> 00:07:44.280]  西拉的經歷
[00:07:44.280 --> 00:07:47.960]  他們被攻擊
[00:07:47.960 --> 00:07:51.160]  撕開他們的衣裳用棍子打
[00:07:51.160 --> 00:07:52.160]  也坐在監獄裡
[00:07:52.160 --> 00:07:54.640]  兩隻腳關在木架上
[00:07:54.640 --> 00:07:56.040]  但是他們怎麼樣
[00:07:56.040 --> 00:07:57.760]  沒錯 受苦的時候禱告
[00:07:57.760 --> 00:07:58.440]  他們禱告
[00:07:58.440 --> 00:07:59.680]  但是接著呢
[00:07:59.680 --> 00:08:01.200]  唱詩讚美神
[00:08:01.200 --> 00:08:04.640]  其實喜樂的時候
[00:08:04.640 --> 00:08:06.800]  不只是順境的時候
[00:08:06.800 --> 00:08:09.160]  在受苦的時候
[00:08:09.160 --> 00:08:11.760]  當我們祈禱
[00:08:11.760 --> 00:08:14.160]  你看到神的能力和你同在
[00:08:14.160 --> 00:08:17.080]  你看到上帝的安慰臨到的時候
[00:08:17.080 --> 00:08:20.560]  你那種喜樂是更加大的
[00:08:20.560 --> 00:08:22.240]  所以呢
[00:08:22.240 --> 00:08:26.160]  禱告 歌頌
[00:08:26.160 --> 00:08:31.360]  都是我們信徒在生活上面
[00:08:31.360 --> 00:08:34.480]  面對上帝的一個回應
[00:08:35.640 --> 00:08:37.400]  其實禱告和歌頌的中心點
[00:08:37.400 --> 00:08:38.880]  大家的對象是什麼
[00:08:38.880 --> 00:08:39.880]  都是上帝
[00:08:39.880 --> 00:08:41.760]  其實我想說什麼
[00:08:41.760 --> 00:08:43.880]  原來一個神起羽的群體
[00:08:43.880 --> 00:08:45.680]  就是無論在什麼環境
[00:08:45.680 --> 00:08:46.880]  都是用禱告
[00:08:46.880 --> 00:08:48.200]  教託
[00:08:48.200 --> 00:08:49.720]  感謝
[00:08:49.720 --> 00:08:51.000]  讚美
[00:08:51.000 --> 00:08:53.120]  回到上帝那裡
[00:08:53.120 --> 00:08:57.120]  這個就是以神做中心的教會
[00:08:57.120 --> 00:09:00.800]  當我們喜樂的時候
[00:09:00.800 --> 00:09:02.520]  不是想著在哪裡慶祝
[00:09:03.440 --> 00:09:06.280]  喜樂的時候更加是應該想起神的恩典
[00:09:06.280 --> 00:09:08.520]  好了 到十四節的時候
[00:09:08.520 --> 00:09:11.840]  保羅也說了另外一個處境
[00:09:11.840 --> 00:09:13.520]  而這個處境
[00:09:13.520 --> 00:09:15.600]  也是很常見的處境
[00:09:15.600 --> 00:09:19.040]  他說 若你們中間
[00:09:19.040 --> 00:09:20.520]  又是這個向導
[00:09:20.520 --> 00:09:21.240]  你們中間
[00:09:21.240 --> 00:09:22.720]  他說如果有人病了
[00:09:22.720 --> 00:09:25.360]  應該請教會的長老來為他們祈禱
[00:09:25.360 --> 00:09:28.000]  奉主的名為他抹油
[00:09:28.000 --> 00:09:31.680]  病這個字
[00:09:32.320 --> 00:09:33.720]  希臘文很有趣
[00:09:33.720 --> 00:09:38.000]  它是指身體上的軟弱患病
[00:09:38.000 --> 00:09:39.800]  但是同時
[00:09:39.800 --> 00:09:41.200]  也都是指
[00:09:41.200 --> 00:09:44.720]  內裡生命那種軟弱無力
[00:09:44.720 --> 00:09:46.120]  那種的情境
[00:09:46.120 --> 00:09:48.520]  所以是包含兩方面的事情
[00:09:48.520 --> 00:09:50.400]  十四節不是說
[00:09:50.400 --> 00:09:52.880]  病人自己病的時候祈禱
[00:09:52.880 --> 00:09:56.600]  他是要請教會的長老們來為他祈禱
[00:09:56.600 --> 00:09:59.240]  我們中國人
[00:09:59.240 --> 00:10:01.360]  特別是不想麻煩別人
[00:10:03.120 --> 00:10:04.880]  覺得自己有問題
[00:10:04.880 --> 00:10:05.680]  自己解決
[00:10:05.680 --> 00:10:07.160]  是不是
[00:10:07.160 --> 00:10:10.120]  特別不是這麼好的事情的時候
[00:10:10.120 --> 00:10:11.440]  更加不想跟別人說
[00:10:11.440 --> 00:10:14.480]  那為什麼要請長老來祈禱呢
[00:10:14.480 --> 00:10:16.000]  自己祈禱
[00:10:16.000 --> 00:10:18.480]  找弟兄姊妹跟我一起祈禱
[00:10:18.480 --> 00:10:20.040]  是不是神不會聽呢
[00:10:20.040 --> 00:10:23.800]  長老是不是道行高一點
[00:10:23.800 --> 00:10:26.320]  他祈禱勁一點
[00:10:26.320 --> 00:10:29.720]  大家知道絕對不是
[00:10:31.480 --> 00:10:33.600]  那為什麼還要請長老來為他祈禱呢
[00:10:33.600 --> 00:10:36.960]  因為長老是一個身份
[00:10:36.960 --> 00:10:38.920]  是代表整個教會
[00:10:38.920 --> 00:10:43.640]  其實雅各是從整個教會
[00:10:43.640 --> 00:10:45.480]  基督的身體的向度
[00:10:45.480 --> 00:10:46.840]  去說這一段
[00:10:46.840 --> 00:10:51.440]  有病的肢體是應該請教會的長老來為他祈禱
[00:10:51.440 --> 00:10:54.320]  就是說弟兄姊妹是不應該
[00:10:54.320 --> 00:10:56.960]  怕將自己的軟弱
[00:10:56.960 --> 00:10:59.280]  自己的需要 自己的困難
[00:11:00.360 --> 00:11:02.600]  是讓教會的弟兄姊妹知道
[00:11:02.600 --> 00:11:06.080]  讓教會成為你的幫助
[00:11:06.080 --> 00:11:07.600]  成為你的支持
[00:11:07.600 --> 00:11:11.840]  因為教會是有互相分擔
[00:11:11.840 --> 00:11:13.720]  支援的功能
[00:11:13.720 --> 00:11:15.360]  教會是有責任
[00:11:15.360 --> 00:11:17.800]  去關顧一些患病的肢體
[00:11:17.800 --> 00:11:20.200]  軟弱的肢體
[00:11:20.200 --> 00:11:23.360]  那你說為什麼要抹油呢
[00:11:23.360 --> 00:11:26.600]  當時在希臘羅馬的文化
[00:11:26.600 --> 00:11:28.360]  和猶太人的社會
[00:11:29.040 --> 00:11:33.640]  普遍都將油用作一個藥用的方向
[00:11:33.640 --> 00:11:36.960]  所以抹油這個動作
[00:11:36.960 --> 00:11:40.120]  被視為醫治的一個動作
[00:11:40.120 --> 00:11:43.800]  如果大家記得在路加福音十章的時候
[00:11:43.800 --> 00:11:46.520]  耶穌說好撒瑪利亞人的比喻的時候
[00:11:46.520 --> 00:11:50.840]  撒瑪利亞人救了路上受傷的人
[00:11:50.840 --> 00:11:52.480]  他為他倒油
[00:11:52.480 --> 00:11:55.080]  倒油在當時來說
[00:11:55.080 --> 00:11:58.400]  抹油是一個醫治的一個訊息
[00:11:59.280 --> 00:12:04.160]  那是不是說我們要用哪種藥油
[00:12:04.160 --> 00:12:06.360]  怎樣抹 人就要好
[00:12:06.360 --> 00:12:07.960]  抹油是這麼厲害的呢
[00:12:07.960 --> 00:12:09.640]  我們看看《雅各書》
[00:12:09.640 --> 00:12:12.560]  為什麼要看《雅各書》呢
[00:12:12.560 --> 00:12:16.840]  因為《雅各書》有一個很重要的重點
[00:12:16.840 --> 00:12:22.440]  就是《雅各書》強調信心沒有行為是死的
[00:12:22.440 --> 00:12:24.440]  《雅各書》第二章
[00:12:24.440 --> 00:12:26.240]  《雅各書》曾經說過
[00:12:26.240 --> 00:12:28.640]  信心沒有行為是死的
[00:12:29.720 --> 00:12:30.760]  提醒信徒
[00:12:30.760 --> 00:12:31.880]  又是你們中間
[00:12:31.880 --> 00:12:34.680]  又是一個群體的意識
[00:12:34.680 --> 00:12:39.000]  你們中間有人對一些人這樣說
[00:12:39.000 --> 00:12:41.160]  平平安安回去吧
[00:12:41.160 --> 00:12:43.840]  願你穿得暖吃得飽
[00:12:43.840 --> 00:12:49.360]  但是不給他們身體所需要的
[00:12:49.360 --> 00:12:51.120]  有什麼益呢
[00:12:51.120 --> 00:12:54.360]  信心如果沒有行為是死的
[00:12:54.360 --> 00:12:58.400]  其實信徒的關顧
[00:12:58.720 --> 00:13:00.720]  信徒的支援
[00:13:00.720 --> 00:13:03.440]  不只是說回去就可以了
[00:13:03.440 --> 00:13:08.840]  願你穿得暖吃得飽
[00:13:08.840 --> 00:13:11.040]  就是這樣
[00:13:11.040 --> 00:13:12.360]  不只是一個廣字
[00:13:12.360 --> 00:13:13.360]  是什麼呢
[00:13:13.360 --> 00:13:14.880]  身體所需要的
[00:13:14.880 --> 00:13:17.400]  其實都要給他們
[00:13:17.400 --> 00:13:22.720]  同樣《雅各》在這裡
[00:13:22.720 --> 00:13:25.520]  說長老要抹油是什麼意思
[00:13:25.520 --> 00:13:27.520]  都是貫徹這個原則的
[00:13:27.520 --> 00:13:28.400]  你們有沒有留意到
[00:13:29.720 --> 00:13:31.720]  抹油是一個具體的行動
[00:13:31.720 --> 00:13:37.720]  可以令到一些受病患困擾的弟兄姊妹
[00:13:37.720 --> 00:13:40.240]  他實實在在感受到
[00:13:40.240 --> 00:13:42.720]  長老的關護
[00:13:42.720 --> 00:13:46.720]  教會的支持和呵護
[00:13:46.720 --> 00:13:49.720]  不是因為抹油有什麼神奇的功效
[00:13:49.720 --> 00:13:51.720]  也不是因為抹油這個行動
[00:13:51.720 --> 00:13:53.720]  抹好了他
[00:13:53.720 --> 00:13:55.720]  醫治的關鍵是什麼呢
[00:13:55.720 --> 00:13:56.720]  醫治的關鍵就是
[00:13:56.720 --> 00:13:57.720]  有幾個字
[00:13:57.720 --> 00:13:59.720]  為他禱告
[00:13:59.720 --> 00:14:03.720]  奉主的名去關心他
[00:14:03.720 --> 00:14:05.720]  那個才是重點
[00:14:05.720 --> 00:14:08.720]  禱告的意思是什麼呢
[00:14:08.720 --> 00:14:11.720]  禱告就是將有病的肢體
[00:14:11.720 --> 00:14:13.720]  交到上帝的面前
[00:14:13.720 --> 00:14:16.720]  讓神去工作
[00:14:16.720 --> 00:14:18.720]  由神去醫治
[00:14:18.720 --> 00:14:20.720]  而奉主的名
[00:14:20.720 --> 00:14:23.720]  我們祈願禱之前都會說的
[00:14:23.720 --> 00:14:24.720]  奉主的名求
[00:14:25.720 --> 00:14:28.720]  其實奉主的名不是口頭禪
[00:14:28.720 --> 00:14:30.720]  不是像人家唸咒那樣
[00:14:30.720 --> 00:14:32.720]  真的厲害一點
[00:14:32.720 --> 00:14:34.720]  所謂奉主的名就是說
[00:14:34.720 --> 00:14:36.720]  是有意識的
[00:14:36.720 --> 00:14:39.720]  是用心去將禱告的內容
[00:14:39.720 --> 00:14:42.720]  和你要做的事
[00:14:42.720 --> 00:14:45.720]  交在神的主權
[00:14:45.720 --> 00:14:48.720]  交在神的大能裡面
[00:14:48.720 --> 00:14:50.720]  這個就是奉主的名
[00:14:50.720 --> 00:14:54.720]  在奉主的名的大前提下
[00:14:54.720 --> 00:14:57.720]  我們讀15到18節
[00:14:57.720 --> 00:14:59.720]  就要很小心
[00:14:59.720 --> 00:15:01.720]  剛才讀過15到18節
[00:15:01.720 --> 00:15:04.720]  我不再重複
[00:15:04.720 --> 00:15:08.720]  我相信大家都有印象
[00:15:08.720 --> 00:15:11.720]  甚至出於信心的祈禱
[00:15:11.720 --> 00:15:13.720]  必能救那個病人
[00:15:13.720 --> 00:15:15.720]  主必叫他起來
[00:15:15.720 --> 00:15:17.720]  他如果犯了罪
[00:15:17.720 --> 00:15:19.720]  必蒙赦免
[00:15:19.720 --> 00:15:21.720]  很明顯
[00:15:21.720 --> 00:15:22.720]  救這個病人
[00:15:22.720 --> 00:15:24.720]  就是指病得醫好
[00:15:24.720 --> 00:15:26.720]  叫他起來的意思是什麼呢
[00:15:26.720 --> 00:15:29.720]  就是從病床上起來
[00:15:29.720 --> 00:15:33.720]  其實整個的重點
[00:15:33.720 --> 00:15:34.720]  是在說
[00:15:34.720 --> 00:15:36.720]  醫好病人
[00:15:36.720 --> 00:15:38.720]  但要留意
[00:15:38.720 --> 00:15:39.720]  雅各不是說
[00:15:39.720 --> 00:15:43.720]  人所作出的信心祈禱很厲害
[00:15:43.720 --> 00:15:46.720]  就令到病人康復
[00:15:46.720 --> 00:15:50.720]  而是因為信心的祈禱
[00:15:51.720 --> 00:15:53.720]  而這個信心祈禱
[00:15:53.720 --> 00:15:55.720]  是上帝起源
[00:15:55.720 --> 00:15:57.720]  於是上帝救了那個病人
[00:15:57.720 --> 00:15:58.720]  你試試看
[00:15:58.720 --> 00:16:00.720]  是誰叫他起來
[00:16:00.720 --> 00:16:03.720]  主必叫他起來
[00:16:03.720 --> 00:16:05.720]  雅各要說的是
[00:16:05.720 --> 00:16:08.720]  醫好病人是主自己的作為
[00:16:08.720 --> 00:16:10.720]  而不是長老的能力
[00:16:10.720 --> 00:16:13.720]  也不是因為長老祈禱有法力
[00:16:13.720 --> 00:16:15.720]  長老的角色是什麼呢
[00:16:15.720 --> 00:16:17.720]  只是代表教會
[00:16:17.720 --> 00:16:20.720]  為這位病的肢體祈禱
[00:16:20.720 --> 00:16:23.720]  用實際的行動
[00:16:23.720 --> 00:16:27.720]  去表達他的關顧和抹油
[00:16:27.720 --> 00:16:31.720]  甚至有三個必必要肯定的
[00:16:31.720 --> 00:16:33.720]  非常肯定的語氣
[00:16:33.720 --> 00:16:34.720]  沒錯
[00:16:34.720 --> 00:16:36.720]  雅各就是用非常肯定的語氣
[00:16:36.720 --> 00:16:38.720]  說出了向神祈禱
[00:16:38.720 --> 00:16:40.720]  是要有肯定的信心
[00:16:40.720 --> 00:16:41.720]  肯定的要
[00:16:41.720 --> 00:16:44.720]  但要很小心
[00:16:44.720 --> 00:16:46.720]  我們不要將它解讀成什麼呢
[00:16:46.720 --> 00:16:48.720]  只要我很想病人康復
[00:16:48.720 --> 00:16:50.720]  這個信念要很強的
[00:16:50.720 --> 00:16:52.720]  神就一定
[00:16:52.720 --> 00:16:54.720]  要醫好那個人
[00:16:54.720 --> 00:16:56.720]  病人就一定要起來
[00:16:56.720 --> 00:16:58.720]  因為我有這種信心
[00:16:58.720 --> 00:17:00.720]  神就要配合我的期望
[00:17:00.720 --> 00:17:02.720]  可能有些靈恩派
[00:17:02.720 --> 00:17:04.720]  就以為
[00:17:04.720 --> 00:17:06.720]  信心是什麼呢
[00:17:06.720 --> 00:17:09.720]  信心就是一個很強的願望
[00:17:09.720 --> 00:17:11.720]  很強的信念
[00:17:11.720 --> 00:17:13.720]  我很有信心
[00:17:13.720 --> 00:17:15.720]  是不是呢
[00:17:16.720 --> 00:17:18.720]  這段經文在雅各書
[00:17:18.720 --> 00:17:20.720]  它說
[00:17:20.720 --> 00:17:22.720]  我們看回雅各
[00:17:22.720 --> 00:17:24.720]  怎麼看信心
[00:17:24.720 --> 00:17:26.720]  雅各書第一章
[00:17:26.720 --> 00:17:28.720]  只要憑信心求
[00:17:28.720 --> 00:17:30.720]  一點不疑惑
[00:17:30.720 --> 00:17:33.720]  因為疑惑的人就像海中的波浪
[00:17:33.720 --> 00:17:35.720]  被風吹動翻騰
[00:17:35.720 --> 00:17:37.720]  這樣的人
[00:17:37.720 --> 00:17:40.720]  不用指望從主裡面得到什麼
[00:17:40.720 --> 00:17:42.720]  心懷異議的人
[00:17:42.720 --> 00:17:44.720]  在他一切所行的路上
[00:17:44.720 --> 00:17:46.720]  沒有定見
[00:17:46.720 --> 00:17:48.720]  什麼意思呢
[00:17:48.720 --> 00:17:50.720]  其實這裡說了一個很重要的訊息
[00:17:50.720 --> 00:17:52.720]  原來祈禱
[00:17:52.720 --> 00:17:54.720]  是要對上帝有期望
[00:17:54.720 --> 00:17:56.720]  而且一點不疑惑
[00:17:56.720 --> 00:17:58.720]  有期望是什麼意思呢
[00:17:58.720 --> 00:18:00.720]  大家記不記得
[00:18:00.720 --> 00:18:02.720]  希伯來書曾經說過
[00:18:02.720 --> 00:18:04.720]  信是所望之事
[00:18:04.720 --> 00:18:06.720]  的實體
[00:18:06.720 --> 00:18:08.720]  未見之事的確據
[00:18:08.720 --> 00:18:10.720]  原來信心
[00:18:10.720 --> 00:18:12.720]  對上帝是有期望的
[00:18:12.720 --> 00:18:14.720]  如果沒有期望
[00:18:14.720 --> 00:18:16.720]  懷疑三心兩意
[00:18:16.720 --> 00:18:18.720]  搖擺不定
[00:18:18.720 --> 00:18:20.720]  的
[00:18:20.720 --> 00:18:22.720]  一種心態
[00:18:22.720 --> 00:18:24.720]  連你們自己也懷疑祈禱是沒有用的
[00:18:24.720 --> 00:18:28.720]  你對上帝根本就沒有什麼期望
[00:18:28.720 --> 00:18:30.720]  你對祈禱也沒有什麼期望
[00:18:30.720 --> 00:18:32.720]  你就不會有動力祈禱
[00:18:32.720 --> 00:18:34.720]  你更加不會
[00:18:34.720 --> 00:18:36.720]  懇切去祈禱
[00:18:36.720 --> 00:18:38.720]  儘管試試祈禱吧
[00:18:38.720 --> 00:18:40.720]  就祈禱一下吧
[00:18:40.720 --> 00:18:42.720]  這一種
[00:18:42.720 --> 00:18:44.720]  的心態
[00:18:44.720 --> 00:18:46.720]  就不是信心的祈禱
[00:18:46.720 --> 00:18:48.720]  是沒什麼果效的
[00:18:48.720 --> 00:18:50.720]  那什麼是信心祈禱呢
[00:18:50.720 --> 00:18:52.720]  和上帝
[00:18:52.720 --> 00:18:54.720]  走得
[00:18:54.720 --> 00:18:56.720]  很密切的大衛
