
[00:00:00.000 --> 00:00:02.000]  孔子明問下 敬請姐妹平安
[00:02:04.000 --> 00:02:06.000]  第一點的評價是
[00:02:06.000 --> 00:02:08.000]  我給的是大致上好
[00:02:08.000 --> 00:02:10.000]  北郭的王呢
[00:02:10.000 --> 00:02:11.000]  北郭的王呢
[00:02:11.000 --> 00:02:13.000]  叫約阿斯
[00:02:13.000 --> 00:02:14.000]  叫約阿斯
[00:02:14.000 --> 00:02:15.000]  這個約阿斯
[00:02:15.000 --> 00:02:16.000]  我上次講過
[00:02:16.000 --> 00:02:18.000]  他是耶護的孫
[00:02:18.000 --> 00:02:19.000]  所以我已經講過
[00:02:19.000 --> 00:02:21.000]  他是耶護的孫
[00:02:21.000 --> 00:02:23.000]  北郭沒有一個好王
[00:02:23.000 --> 00:02:25.000]  每個都很壞的
[00:02:25.000 --> 00:02:27.000]  每個都很糟糕的
[00:02:27.000 --> 00:02:28.000]  耶護呢
[00:02:28.000 --> 00:02:29.000]  就曾經有一段
[00:02:29.000 --> 00:02:30.000]  聽上帝的話
[00:02:30.000 --> 00:02:32.000]  上帝賜福給他
[00:02:32.000 --> 00:02:33.000]  耶護曾經有一段時間
[00:02:33.000 --> 00:02:34.000]  聽上帝的話
[00:02:34.000 --> 00:02:36.000]  上帝說開了金口
[00:02:36.000 --> 00:02:39.000]  你會有四代作王
[00:02:39.000 --> 00:02:40.000]  上帝開了金口
[00:02:40.000 --> 00:02:42.000]  說你有四代作王
[00:02:42.000 --> 00:02:43.000]  現在耶護的孫呢
[00:02:43.000 --> 00:02:44.000]  是不是第三代
[00:02:44.000 --> 00:02:45.000]  耶護的孫
[00:02:45.000 --> 00:02:47.000]  現在是不是第三代呢
[00:02:47.000 --> 00:02:48.000]  上帝答應了多少代
[00:02:48.000 --> 00:02:50.000]  上帝答應了四代
[00:02:50.000 --> 00:02:51.000]  還有一位
[00:02:51.000 --> 00:02:52.000]  還有一位
[00:02:52.000 --> 00:02:55.000]  就是十四章最後一段的
[00:02:55.000 --> 00:02:58.000]  耶羅伯安二世
[00:02:58.000 --> 00:03:00.000]  在十四章最後出現的
[00:03:00.000 --> 00:03:01.000]  耶羅伯安二世
[00:03:01.000 --> 00:03:03.000]  我解釋過耶羅伯安呢
[00:03:03.000 --> 00:03:05.000]  我解釋過耶羅伯安
[00:03:05.000 --> 00:03:08.000]  這個二世是耶護的真孫
[00:03:08.000 --> 00:03:11.000]  就是說耶羅伯安這個二世
[00:03:11.000 --> 00:03:14.000]  是耶護的真孫
[00:03:14.000 --> 00:03:15.000]  原孫
[00:03:15.000 --> 00:03:16.000]  原孫
[00:03:16.000 --> 00:03:17.000]  是不是真孫
[00:03:17.000 --> 00:03:18.000]  第四代
[00:03:18.000 --> 00:03:19.000]  第四代
[00:03:19.000 --> 00:03:20.000]  真孫
[00:03:20.000 --> 00:03:22.000]  但是和第一個開國的國王
[00:03:22.000 --> 00:03:23.000]  耶羅伯安一世呢
[00:03:23.000 --> 00:03:25.000]  和第一個開國的國王
[00:03:25.000 --> 00:03:26.000]  耶羅伯安一世
[00:03:26.000 --> 00:03:27.000]  沒有血統關係
[00:03:27.000 --> 00:03:28.000]  沒有任何血統關係
[00:03:28.000 --> 00:03:29.000]  不過大家剛好都叫做
[00:03:29.000 --> 00:03:30.000]  Jeroboam
[00:03:30.000 --> 00:03:31.000]  耶羅伯安
[00:03:31.000 --> 00:03:33.000]  都叫耶羅伯安
[00:03:33.000 --> 00:03:34.000]  所以歷史學家
[00:03:34.000 --> 00:03:35.000]  所以歷史學家
[00:03:35.000 --> 00:03:36.000]  叫開國的耶羅伯安
[00:03:36.000 --> 00:03:38.000]  和耶羅伯安一世
[00:03:38.000 --> 00:03:40.000]  就是說開國的耶羅伯安
[00:03:40.000 --> 00:03:41.000]  稱之為耶羅伯安一世
[00:03:41.000 --> 00:03:43.000]  耶護的真孫呢
[00:03:43.000 --> 00:03:44.000]  耶護的真孫呢
[00:03:44.000 --> 00:03:45.000]  他又叫Jeroboam
[00:03:45.000 --> 00:03:48.000]  也叫耶羅伯安
[00:03:48.000 --> 00:03:49.000]  所以歷史學家給他
[00:03:49.000 --> 00:03:50.000]  number two
[00:03:50.000 --> 00:03:51.000]  所以歷史學家
[00:03:51.000 --> 00:03:52.000]  稱之為耶羅伯安二世
[00:03:52.000 --> 00:03:53.000]  不是two
[00:03:53.000 --> 00:03:54.000]  一定是阿一的兒子
[00:03:54.000 --> 00:03:57.000]  二世不一定是一世的兒子
[00:03:57.000 --> 00:04:00.000]  因為上帝答應了
[00:04:00.000 --> 00:04:02.000]  耶羅伯安有四代作王
[00:04:02.000 --> 00:04:04.000]  就是上帝允許了耶羅伯安
[00:04:04.000 --> 00:04:06.000]  有四代作王
[00:04:06.000 --> 00:04:08.000]  所以這四代都很差
[00:04:08.000 --> 00:04:10.000]  這四代都很糟糕
[00:04:10.000 --> 00:04:11.000]  上帝都有他的恩典
[00:04:11.000 --> 00:04:13.000]  上帝都有他的恩典
[00:04:13.000 --> 00:04:14.000]  等一下你會想到
[00:04:14.000 --> 00:04:15.000]  我再考一次
[00:04:15.000 --> 00:04:16.000]  不是下次
[00:04:16.000 --> 00:04:19.000]  下次來說耶羅伯安之字
[00:04:19.000 --> 00:04:24.000]  我再下一次來講耶羅伯安之字
[00:04:24.000 --> 00:04:27.000]  以色列空前繁榮
[00:04:27.000 --> 00:04:30.000]  是以色列空前繁榮
[00:04:30.000 --> 00:04:33.000]  因為上帝開了金口
[00:04:33.000 --> 00:04:35.000]  不是因為耶羅伯安二世
[00:04:35.000 --> 00:04:36.000]  做了什麼好事
[00:04:36.000 --> 00:04:38.000]  值得上帝這樣的祝福
[00:04:38.000 --> 00:04:40.000]  不是因為耶羅伯安二世
[00:04:40.000 --> 00:04:41.000]  做了什麼好事
[00:04:41.000 --> 00:04:43.000]  得到上帝的祝福
[00:04:43.000 --> 00:04:45.000]  當我們讀聖經的時候
[00:04:45.000 --> 00:04:47.000]  當我們讀聖經的時候
[00:04:47.000 --> 00:04:52.000]  上帝很多時候是要調節
[00:04:52.000 --> 00:04:57.000]  要調節他子民的情形
[00:04:57.000 --> 00:05:01.000]  上帝要調節他子民情形
[00:05:01.000 --> 00:05:03.000]  並不是說
[00:05:03.000 --> 00:05:05.000]  並不是說
[00:05:05.000 --> 00:05:06.000]  你現在犯罪
[00:05:06.000 --> 00:05:07.000]  你現在犯罪
[00:05:07.000 --> 00:05:09.000]  你立刻就會受罰
[00:05:09.000 --> 00:05:10.000]  立刻就會受罰
[00:05:10.000 --> 00:05:12.000]  大家看到其實十誡裡面
[00:05:12.000 --> 00:05:15.000]  耶羅伯是不輕易發怒
[00:05:15.000 --> 00:05:18.000]  你看聖經裡面提到
[00:05:18.000 --> 00:05:20.000]  耶羅伯不輕易發怒
[00:05:20.000 --> 00:05:23.000]  有豐盛的慈愛
[00:05:23.000 --> 00:05:26.000]  不是這麼快發火的
[00:05:26.000 --> 00:05:30.000]  所以從這些經文
[00:05:30.000 --> 00:05:31.000]  我們去看上帝的聖情
[00:05:31.000 --> 00:05:32.000]  這是很重要的
[00:05:32.000 --> 00:05:35.000]  所以今晚我們可以看上帝的性情
[00:05:35.000 --> 00:05:36.000]  這非常重要
[00:05:36.000 --> 00:05:38.000]  現在我們講到獵王記下十四章
[00:05:38.000 --> 00:05:41.000]  現在我們回到獵王記下十四章
[00:05:41.000 --> 00:05:44.000]  給我們看到南國
[00:05:44.000 --> 00:05:47.000]  讓我們看到南國
[00:05:47.000 --> 00:05:49.000]  王是比北國的王好一點
[00:05:49.000 --> 00:05:52.000]  南國的王比白國的王要好一點
[00:05:52.000 --> 00:05:55.000]  但是遭遇要差一些
[00:05:55.000 --> 00:05:57.000]  剛才我已經解釋了
[00:05:57.000 --> 00:06:01.000]  因為上帝答應了耶穌四代
[00:06:01.000 --> 00:06:04.000]  因為我前面已經解釋過了
[00:06:04.000 --> 00:06:07.000]  因為上帝已經答應了耶穌四代
[00:06:07.000 --> 00:06:13.000]  亞瑪謝登基了
[00:06:13.000 --> 00:06:14.000]  亞瑪謝
[00:06:14.000 --> 00:06:16.000]  大家知道我接觸他爸爸
[00:06:16.000 --> 00:06:18.000]  他叫約阿斯
[00:06:18.000 --> 00:06:19.000]  大家注意
[00:06:19.000 --> 00:06:21.000]  亞瑪謝的父親也叫約阿斯
[00:06:21.000 --> 00:06:23.000]  約阿斯是怎麼死的
[00:06:23.000 --> 00:06:24.000]  約阿斯是怎麼死的
[00:06:24.000 --> 00:06:26.000]  Josiah the boy king
[00:06:26.000 --> 00:06:27.000]  七歲做王
[00:06:27.000 --> 00:06:29.000]  七歲做王
[00:06:29.000 --> 00:06:31.000]  我用英文用the boy king
[00:06:31.000 --> 00:06:33.000]  七歲是不是boy
[00:06:33.000 --> 00:06:34.000]  是不是一個
[00:06:34.000 --> 00:06:35.000]  the boy做king
[00:06:35.000 --> 00:06:36.000]  是一個小男孩做王
[00:06:36.000 --> 00:06:38.000]  阿拉美被人殺了
[00:06:38.000 --> 00:06:39.000]  他被人殺了
[00:06:39.000 --> 00:06:41.000]  你會不會貓頭鶴
[00:06:41.000 --> 00:06:43.000]  也不錯
[00:06:43.000 --> 00:06:44.000]  為什麼會被人殺了呢
[00:06:44.000 --> 00:06:45.000]  他做得不錯
[00:06:45.000 --> 00:06:46.000]  怎麼會被人殺呢
[00:06:46.000 --> 00:06:49.000]  其實我現在這段聖經是說之前
[00:06:49.000 --> 00:06:51.000]  去到第十
[00:06:51.000 --> 00:06:53.000]  是第十
[00:06:53.000 --> 00:06:55.000]  十二章說過了
[00:06:55.000 --> 00:06:59.000]  他被人殺
[00:06:59.000 --> 00:07:00.000]  被叛臣殺死的
[00:07:00.000 --> 00:07:02.000]  是被叛臣所殺的
[00:07:02.000 --> 00:07:04.000]  我們的聖經沒有交代
[00:07:04.000 --> 00:07:05.000]  我們聖經沒有交代
[00:07:05.000 --> 00:07:08.000]  不過我看那些解經家
[00:07:08.000 --> 00:07:11.000]  就這樣去設想
[00:07:11.000 --> 00:07:15.000]  我看那些解經家是這樣設想
[00:07:15.000 --> 00:07:19.000]  因為他從祖母的手上
[00:07:19.000 --> 00:07:21.000]  拿到權柄做王
[00:07:21.000 --> 00:07:23.000]  因為他從祖母手上拿到權柄做王
[00:07:23.000 --> 00:07:25.000]  祖母叫什麼
[00:07:25.000 --> 00:07:27.000]  亞塔利亞
[00:07:27.000 --> 00:07:29.000]  亞哈的女兒
[00:07:29.000 --> 00:07:31.000]  也許別人的女兒
[00:07:31.000 --> 00:07:34.000]  是他下令殺死的
[00:07:34.000 --> 00:07:36.000]  殺死祖母
[00:07:36.000 --> 00:07:40.000]  但是有很多忠於祖母的大臣
[00:07:40.000 --> 00:07:43.000]  有哪些忠於祖母的大臣呢
[00:07:43.000 --> 00:07:46.000]  是朝中顯貴
[00:07:46.000 --> 00:07:48.000]  是朝中顯貴
[00:07:48.000 --> 00:07:52.000]  就殺死這個約阿斯
[00:07:52.000 --> 00:07:53.000]  就殺死這個約阿斯
[00:07:53.000 --> 00:07:54.000]  這兩個人名
[00:07:54.000 --> 00:07:55.000]  這兩個人名
[00:07:55.000 --> 00:07:57.000]  列王紀尚
[00:07:57.000 --> 00:07:58.000]  列王紀尚
[00:07:58.000 --> 00:08:07.000]  第十二章
[00:08:07.000 --> 00:08:09.000]  最後有兩個人名
[00:08:09.000 --> 00:08:11.000]  列王紀尚十二章
[00:08:11.000 --> 00:08:12.000]  我不說了
[00:08:12.000 --> 00:08:14.000]  他在列王紀尚十二章
[00:08:14.000 --> 00:08:16.000]  第十九到十九節之下
[00:08:16.000 --> 00:08:18.000]  那兩個人名已經打出來了
[00:08:18.000 --> 00:08:20.000]  這兩個人名已經給出來了
[00:08:20.000 --> 00:08:21.000]  我已經說過了
[00:08:21.000 --> 00:08:22.000]  我現在不想重複
[00:08:22.000 --> 00:08:24.000]  我已經說過這裡不再重複
[00:08:24.000 --> 00:08:28.000]  亞馬遜是這樣登位的
[00:08:28.000 --> 00:08:30.000]  亞馬遜是這樣登位的
[00:08:30.000 --> 00:08:31.000]  現在我們看十四章
[00:08:31.000 --> 00:08:33.000]  我們看十四章
[00:08:33.000 --> 00:08:35.000]  他登位的時候
[00:08:35.000 --> 00:08:36.000]  他登位的時候
[00:08:36.000 --> 00:08:37.000]  多少歲
[00:08:37.000 --> 00:08:38.000]  多少歲
[00:08:38.000 --> 00:08:40.000]  相當快
[00:08:40.000 --> 00:08:42.000]  二十五歲
[00:08:42.000 --> 00:08:43.000]  二十五歲
[00:08:43.000 --> 00:08:44.000]  年輕的時候
[00:08:44.000 --> 00:08:45.000]  他這樣上位的
[00:08:45.000 --> 00:08:46.000]  他這樣上位的
[00:08:46.000 --> 00:08:49.000]  現在我先說大頭話
[00:08:49.000 --> 00:08:50.000]  我先講一個大頭話
[00:08:50.000 --> 00:08:56.000]  十四章下一章說
[00:08:56.000 --> 00:08:59.000]  他和以色列打仗又輸了
[00:08:59.000 --> 00:09:02.000]  他和以色列打仗又輸了
[00:09:02.000 --> 00:09:03.000]  所以剛才我問了
[00:09:03.000 --> 00:09:06.000]  為什麼北國的王這麼差
[00:09:06.000 --> 00:09:09.000]  會打贏一個比較好的南國的王
[00:09:09.000 --> 00:09:10.000]  我正在問這個問題
[00:09:10.000 --> 00:09:12.000]  我剛才就問過這個問題
[00:09:12.000 --> 00:09:14.000]  為什麼北國的王這麼壞
[00:09:14.000 --> 00:09:18.000]  居然會打過稍微好一點的南國的王
[00:09:18.000 --> 00:09:19.000]  我又提點了一個答案
[00:09:19.000 --> 00:09:24.000]  因為耶和華允許耶和四代作王
[00:09:24.000 --> 00:09:26.000]  因為我前面已經說過
[00:09:26.000 --> 00:09:30.000]  因為耶和華允許耶和四代作王
[00:09:30.000 --> 00:09:36.000]  還有你看看
[00:09:36.000 --> 00:09:38.000]  這裡告訴我
[00:09:38.000 --> 00:09:42.000]  就是亞馬遜作王29年
[00:09:42.000 --> 00:09:45.000]  亞馬遜作王29年
[00:09:45.000 --> 00:09:49.000]  她的兒子
[00:09:49.000 --> 00:09:52.000]  意思是叛徒捧她的兒子
[00:09:52.000 --> 00:09:54.000]  這個兒子叫阿里阿薩
[00:09:54.000 --> 00:09:58.000]  因為她兒子叫阿里阿薩
[00:09:58.000 --> 00:10:01.000]  另外一個名字叫烏西亞
[00:10:01.000 --> 00:10:03.000]  另外一個名字叫烏西亞
[00:10:03.000 --> 00:10:05.000]  烏西亞這個名字大家要留意
[00:10:05.000 --> 00:10:07.000]  烏西亞這個名字大家要留意
[00:10:07.000 --> 00:10:10.000]  這個是以賽亞先知
[00:10:10.000 --> 00:10:12.000]  蒙刁的時候
[00:10:12.000 --> 00:10:17.000]  烏西亞王駕崩
[00:10:17.000 --> 00:10:18.000]  那這件事呢
[00:10:18.000 --> 00:10:21.000]  以賽亞先知什麼時候被呼召呢
[00:10:21.000 --> 00:10:23.000]  以賽亞先知什麼時候被呼召呢
[00:10:23.000 --> 00:10:24.000]  烏西亞駕崩
[00:10:24.000 --> 00:10:26.000]  烏西亞駕崩
[00:10:26.000 --> 00:10:29.000]  這個就要看以賽亞先知第六章
[00:10:29.000 --> 00:10:30.000]  就看以賽亞先知第六章
[00:10:30.000 --> 00:10:31.000]  各位聽眾
[00:10:31.000 --> 00:10:33.000]  讀以色列的歷史是很重要的
[00:10:33.000 --> 00:10:35.000]  讀以色列的歷史非常重要
[00:10:35.000 --> 00:10:37.000]  如果你不讀王記的歷史
[00:10:37.000 --> 00:10:39.000]  你根本不明白先知說什麼
[00:10:39.000 --> 00:10:41.000]  因為如果不讀王記的歷史
[00:10:41.000 --> 00:10:42.000]  你不知道先知說什麼
[00:10:42.000 --> 00:10:45.000]  烏西亞就是阿塞里亞
[00:10:45.000 --> 00:10:47.000]  就是作王52年
[00:10:47.000 --> 00:10:49.000]  烏西亞是作王52年
[00:10:49.000 --> 00:10:51.000]  那就是說呢
[00:10:51.000 --> 00:10:53.000]  烏西亞作王的時候
[00:10:53.000 --> 00:10:54.000]  有一段時候
[00:10:54.000 --> 00:10:56.000]  和爸爸一起共政
[00:10:56.000 --> 00:10:58.000]  英文叫co-regency
[00:10:58.000 --> 00:10:59.000]  所以有一段時間
[00:10:59.000 --> 00:11:03.000]  他應該是父親是共同執政
[00:11:03.000 --> 00:11:10.000]  那我就看回13章12節
[00:11:10.000 --> 00:11:12.000]  我們看回13章12節
[00:11:12.000 --> 00:11:14.000]  作者留下了一個伏筆
[00:11:14.000 --> 00:11:16.000]  作者留下了一個伏筆
[00:11:16.000 --> 00:11:18.000]  請文彭幫我讀
[00:11:18.000 --> 00:11:20.000]  約阿什起義的事
[00:11:20.000 --> 00:11:22.000]  凡他所行的
[00:11:22.000 --> 00:11:25.000]  他與猶大王加瑪縣真正的勇力
[00:11:25.000 --> 00:11:29.000]  都寫在以色列居王記上
[00:11:29.000 --> 00:11:32.000]  作者現在實際上就跟進
[00:11:32.000 --> 00:11:33.000]  他和北國
[00:11:33.000 --> 00:11:35.000]  阿瑪帝和北國國王打仗的時候
[00:11:35.000 --> 00:11:46.000]  是我們第十四章第八節開始就說了
[00:11:46.000 --> 00:11:49.000]  十四章第八節就開始講
[00:11:49.000 --> 00:11:55.000]  就說亞瑪縣和美國以色列的約阿什打仗
[00:11:55.000 --> 00:11:58.000]  那我們看到南國輸了
[00:11:58.000 --> 00:12:00.000]  我們看到南國輸了
[00:12:00.000 --> 00:12:03.000]  是不是相對偏心呢
[00:12:03.000 --> 00:12:05.000]  是不是相對偏心呢
[00:12:05.000 --> 00:12:07.000]  你知道列王記上九章三節
[00:12:07.000 --> 00:12:09.000]  列王記上九章三節
[00:12:09.000 --> 00:12:11.000]  列王記上十一章三十六節
[00:12:11.000 --> 00:12:13.000]  列王記上十一章三十六節
[00:12:13.000 --> 00:12:15.000]  列王記上十四章二十七二十一節
[00:12:15.000 --> 00:12:17.000]  列王記上十四章
[00:12:17.000 --> 00:12:19.000]  這些三部聖經都是說
[00:12:19.000 --> 00:12:21.000]  上帝的眼睛看著耶路撒冷的
[00:12:21.000 --> 00:12:23.000]  上帝的眼睛看著耶路撒冷的
[00:12:23.000 --> 00:12:25.000]  那現在上帝說上帝看著耶路撒冷
[00:12:25.000 --> 00:12:28.000]  耶路撒冷在這裡被北國打劫
[00:12:28.000 --> 00:12:32.000]  我們現在可以看到耶路撒冷被北國進行打劫
[00:12:32.000 --> 00:12:34.000]  是不是上帝說的話落空呢
[00:12:34.000 --> 00:12:37.000]  是不是上帝說的話落空了呢
[00:12:37.000 --> 00:12:38.000]  還有第十四章
[00:12:38.000 --> 00:12:39.000]  還有第十四章
[00:12:39.000 --> 00:12:46.000]  這裡有生命紀歷史學家的價值觀
[00:12:46.000 --> 00:12:48.000]  和亞馬遜所做的事情
[00:12:48.000 --> 00:12:50.000]  大家所說的有張力
[00:12:50.000 --> 00:12:51.000]  即是有conflict
[00:12:51.000 --> 00:12:52.000]  不是合得來的
[00:12:52.000 --> 00:12:55.000]  這裡和生命紀學者的價值觀
[00:12:55.000 --> 00:12:57.000]  和亞馬遜所做的事情
[00:12:57.000 --> 00:12:59.000]  是有一定張力的
[00:12:59.000 --> 00:13:00.000]  有一定的衝突的
[00:13:00.000 --> 00:13:04.000]  所以我現在在這三點來解釋一下
[00:13:04.000 --> 00:13:06.000]  我現在分三點來解釋
[00:13:06.000 --> 00:13:07.000]  我們回到本文
[00:13:07.000 --> 00:13:08.000]  大家看大綱
[00:13:08.000 --> 00:13:10.000]  我們看大綱
[00:13:10.000 --> 00:13:12.000]  評價大致上好
[00:13:12.000 --> 00:13:13.000]  是一到四節
[00:13:13.000 --> 00:13:14.000]  評價大致上好
[00:13:14.000 --> 00:13:16.000]  一到四節
[00:13:16.000 --> 00:13:18.000]  A點是有個人的資料
[00:13:18.000 --> 00:13:21.000]  A是有個人資料
[00:13:21.000 --> 00:13:25.000]  我們先說個人資料
[00:13:25.000 --> 00:13:28.000]  亞馬遜登基是因為他爸爸約阿斯
[00:13:28.000 --> 00:13:29.000]  被叛臣殺了
[00:13:29.000 --> 00:13:33.000]  亞馬遜登基是因為他父親約阿斯
[00:13:33.000 --> 00:13:34.000]  被叛臣所殺
[00:13:34.000 --> 00:13:36.000]  被叛臣記載是十二章二十節
[00:13:36.000 --> 00:13:45.000]  亞馬遜登基的時候
[00:13:45.000 --> 00:13:50.000]  是北角約阿斯的第二年
[00:13:50.000 --> 00:13:54.000]  這是十四章一節
[00:13:54.000 --> 00:13:56.000]  他登基的時候
[00:13:56.000 --> 00:13:58.000]  亞馬遜登基是二十五歲
[00:13:58.000 --> 00:14:01.000]  亞馬遜登基的時候是二十五歲
[00:14:01.000 --> 00:14:02.000]  其實這個是公式
[00:14:02.000 --> 00:14:04.000]  總共他在耶路撒冷作王是二十九年
[00:14:04.000 --> 00:14:07.000]  他總共在耶路撒冷作王二十九年
[00:14:07.000 --> 00:14:08.000]  為什麼叫個人資料
[00:14:08.000 --> 00:14:10.000]  介紹他媽媽是誰
[00:14:10.000 --> 00:14:12.000]  因為解釋了他的母親是誰
[00:14:12.000 --> 00:14:15.000]  各位聽眾我們看大綱
[00:14:15.000 --> 00:14:17.000]  當然要看他爸爸媽媽
[00:14:17.000 --> 00:14:20.000]  我們通常看父親母親
[00:14:20.000 --> 00:14:23.000]  不是很多的聖經作者
[00:14:23.000 --> 00:14:25.000]  不是很多介紹王的媽媽是誰
[00:14:25.000 --> 00:14:28.000]  通常很少介紹王的母親是誰
[00:14:28.000 --> 00:14:30.000]  現在聖經介紹
[00:14:30.000 --> 00:14:31.000]  現在聖經介紹
[00:14:31.000 --> 00:14:32.000]  他媽媽叫什麼名字
[00:14:32.000 --> 00:14:35.000]  他母親叫什麼名字呢
[00:14:35.000 --> 00:14:40.000]  約耶達
[00:14:40.000 --> 00:14:42.000]  傑厚甸
[00:14:42.000 --> 00:14:44.000]  這是英文翻譯
[00:14:44.000 --> 00:14:47.000]  傑厚甸是耶路撒冷人
[00:14:47.000 --> 00:14:49.000]  他是耶路撒冷人
[00:14:49.000 --> 00:14:50.000]  第二節講的
[00:14:50.000 --> 00:14:51.000]  第二節所講
[00:14:51.000 --> 00:14:54.000]  傑厚甸是什麼意思呢
[00:14:54.000 --> 00:14:57.000]  英文有兩個解釋
[00:14:57.000 --> 00:14:59.000]  傑厚甸有兩個解釋
[00:14:59.000 --> 00:15:02.000]  Yahweh is delight
[00:15:02.000 --> 00:15:05.000]  耶和華是我們的歡欣
[00:15:05.000 --> 00:15:07.000]  耶和華是我們歡欣
[00:15:07.000 --> 00:15:08.000]  另一個解釋
[00:15:08.000 --> 00:15:10.000]  英文好一點
[00:15:10.000 --> 00:15:13.000]  The one in whom Yahweh delight
[00:15:13.000 --> 00:15:14.000]  我的翻譯是
[00:15:14.000 --> 00:15:16.000]  耶和華歡喜的人
[00:15:16.000 --> 00:15:19.000]  是耶和華所歡喜的人
[00:15:19.000 --> 00:15:23.000]  這個就是皇太后的名字的意思
[00:15:23.000 --> 00:15:25.000]  這就是皇太后的名字
[00:15:25.000 --> 00:15:27.000]  皇太后的意思
[00:15:27.000 --> 00:15:28.000]  皇的媽媽是不是皇太后
[00:15:28.000 --> 00:15:30.000]  皇的媽媽
[00:15:30.000 --> 00:15:32.000]  皇后的媽媽是皇太后
[00:15:32.000 --> 00:15:33.000]  皇帝的媽媽
[00:15:33.000 --> 00:15:34.000]  皇帝的媽媽
[00:15:34.000 --> 00:15:35.000]  皇太后對嗎
[00:15:35.000 --> 00:15:36.000]  皇太后
[00:15:36.000 --> 00:15:37.000]  這個名字的意思
[00:15:37.000 --> 00:15:38.000]  是耶和華鍾意的
[00:15:38.000 --> 00:15:40.000]  耶和華是鍾意的
[00:15:40.000 --> 00:15:42.000]  他來自一個耶路撒冷的貴族家庭
[00:15:42.000 --> 00:15:44.000]  來自耶路撒冷的貴族家庭
[00:15:44.000 --> 00:15:47.000]  通常聖經介紹他的媽媽呢
[00:15:47.000 --> 00:15:49.000]  通常聖經介紹他的母親呢
[00:15:49.000 --> 00:15:50.000]  這個媽媽教得好
