
[00:00:00.000 --> 00:00:02.580]  今天我們要和大家思想的是
[00:02:33.600 --> 00:02:39.120]  我們就沒有辦法認識到怎樣做一個真正的門徒
[00:02:39.120 --> 00:02:41.480]  但是使命是告訴我們
[00:02:41.480 --> 00:02:48.960]  要到普天下去叫萬人作耶穌基督的門徒
[00:02:48.960 --> 00:02:50.800]  不只是相信了
[00:02:50.800 --> 00:02:54.280]  只有二十章就完結了
[00:02:54.280 --> 00:02:58.840]  我們過我們自己喜歡的生活
[00:02:58.840 --> 00:03:02.080]  二十章是說我們相信了耶穌之後
[00:03:02.080 --> 00:03:06.280]  我們怎樣過一個真正門徒的生活
[00:03:06.280 --> 00:03:10.400]  所以一至二十章是說到耶穌基督的救贖
[00:03:10.400 --> 00:03:13.880]  二十一章是說到我們蒙恩得救之後
[00:03:13.880 --> 00:03:18.040]  那個真正門徒的生活應該怎樣過
[00:03:18.040 --> 00:03:21.200]  就好像羅馬書一至十一章
[00:03:21.200 --> 00:03:25.400]  是說到我們基督徒怎樣重生、怎樣得救
[00:03:25.400 --> 00:03:28.200]  十二章之後說到重生得救之後
[00:03:28.200 --> 00:03:32.200]  怎樣做一個真正的門徒
[00:03:32.200 --> 00:03:34.280]  所以二十一章是重要的
[00:03:34.280 --> 00:03:37.800]  在二十一章我們看到有三幅圖畫
[00:03:37.800 --> 00:03:39.960]  和兩個主題
[00:03:39.960 --> 00:03:41.000]  這三幅圖畫
[00:03:41.000 --> 00:03:45.240]  第一幅就是說到門徒去打魚
[00:03:45.240 --> 00:03:50.400]  彼得帶領其他六個門徒去打魚
[00:03:50.400 --> 00:03:54.760]  第二幅圖畫就是當他們整晚打不到魚
[00:03:54.760 --> 00:03:57.040]  看見耶穌已經在岸上
[00:03:57.040 --> 00:04:02.080]  看見耶穌預備炭火在那裡燒了一些魚
[00:04:02.080 --> 00:04:05.280]  為他們預備好早餐
[00:04:05.280 --> 00:04:10.960]  回來後很好,給他們有溫暖、給他們有溫飽
[00:04:10.960 --> 00:04:12.840]  這是第二幅的圖畫
[00:04:12.840 --> 00:04:16.680]  第三幅的圖畫就是處於三次的文彼得
[00:04:16.680 --> 00:04:18.880]  你愛我彼且且感心
[00:04:18.880 --> 00:04:22.240]  你愛我嗎?你愛我嗎?
[00:04:22.240 --> 00:04:28.880]  是在一次建立彼得和其他的門徒對處的愛
[00:04:28.880 --> 00:04:33.360]  這是一個完整的門徒的生活
[00:04:33.360 --> 00:04:37.200]  這兩幅圖畫是兩個主題
[00:04:37.200 --> 00:04:38.480]  是甚麼兩個主題呢?
[00:04:38.480 --> 00:04:43.120]  第一個就是生命的悔改
[00:04:43.120 --> 00:04:46.200]  要想一個真正的門徒重新得救之後
[00:04:46.200 --> 00:04:51.720]  常常要尋求生命的潔淨
[00:04:51.720 --> 00:04:55.400]  我們不斷要尋求從罪裡面悔改
[00:04:55.400 --> 00:04:57.040]  回到神的面前
[00:04:57.040 --> 00:04:58.280]  生命的悔改
[00:04:58.280 --> 00:05:01.440]  第二個主題就是生命的更生
[00:05:01.440 --> 00:05:04.960]  我們的生命得到處的潔淨之後
[00:05:04.960 --> 00:05:09.240]  我們還需要重建愛主的心
[00:05:09.240 --> 00:05:10.920]  在我們的生命裡面
[00:05:10.920 --> 00:05:12.640]  所以這是兩個主題
[00:05:12.640 --> 00:05:15.320]  今天我們只是看第一個主題
[00:05:15.320 --> 00:05:17.680]  就是生命的悔改
[00:05:17.680 --> 00:05:19.480]  我們不要以為悔改
[00:05:19.480 --> 00:05:23.160]  只是初信的人他們需要悔改
[00:05:23.160 --> 00:05:27.280]  我們信了主之後還要悔改嗎?
[00:05:27.280 --> 00:05:29.600]  信了主之後
[00:05:29.600 --> 00:05:31.720]  我們不斷還會犯罪
[00:05:31.720 --> 00:05:32.880]  還會軟弱
[00:05:32.880 --> 00:05:35.280]  還會遠離主
[00:05:35.280 --> 00:05:38.280]  我們還需要求主光照
[00:05:38.280 --> 00:05:39.520]  求主潔淨
[00:05:39.520 --> 00:05:42.800]  讓我們能夠再一次得到主的潔淨
[00:05:42.800 --> 00:05:45.480]  回到主的面前
[00:05:45.480 --> 00:05:50.040]  所以這是第一個主題我們要看的
[00:05:50.040 --> 00:05:55.800]  就是怎樣從生命的滑落裡面
[00:05:55.800 --> 00:05:58.480]  我們回轉到神的面前
[00:05:58.480 --> 00:06:01.000]  生命的悔改
[00:06:01.000 --> 00:06:05.960]  耶穌基督未問彼得這三個問題之前
[00:06:05.960 --> 00:06:09.840]  首先透過第一個神蹟
[00:06:09.840 --> 00:06:12.920]  給門徒特別給彼得看到
[00:06:12.920 --> 00:06:18.000]  他們的屬靈生命是在走下坡
[00:06:18.000 --> 00:06:21.600]  他們需要迅速地回頭
[00:06:21.600 --> 00:06:28.560]  因為他們有一個走回世界的傾向
[00:06:28.560 --> 00:06:31.480]  這張聖經一開始的時候
[00:06:31.480 --> 00:06:34.360]  講到在提比利亞海邊
[00:06:34.360 --> 00:06:38.240]  有這七個門徒
[00:06:38.240 --> 00:06:41.560]  他們暫時沒有什麼特別的事情要做
[00:06:41.560 --> 00:06:42.480]  所以彼得就提議
[00:06:42.480 --> 00:06:44.440]  不如我們都是漁夫來的
[00:06:44.440 --> 00:06:45.880]  我們去打魚吧
[00:06:45.880 --> 00:06:48.680]  這個似乎在當時看來
[00:06:48.680 --> 00:06:52.640]  是一個未可口非的事情
[00:06:52.640 --> 00:06:55.600]  暫時主未有什麼吩咐叫我們做什麼
[00:06:55.600 --> 00:06:59.440]  那我們就去打魚吧
[00:06:59.440 --> 00:07:04.640]  這個我相信是他們不應該做的事情
[00:07:04.640 --> 00:07:06.280]  雖然不是一個大錯
[00:07:06.280 --> 00:07:09.520]  但是也是一個小錯
[00:07:09.520 --> 00:07:13.280]  主未有下一步的指示的時候
[00:07:13.280 --> 00:07:15.760]  是不是就應該回到以前
[00:07:15.760 --> 00:07:17.280]  世界的生活一樣呢?
[00:07:17.280 --> 00:07:19.520]  主已經呼籲他們離開世界
[00:07:19.520 --> 00:07:21.920]  離開世界的東西
[00:07:21.920 --> 00:07:26.120]  要他們走一條天國的道路
[00:07:26.120 --> 00:07:29.360]  得人如得魚的道路
[00:07:29.360 --> 00:07:30.560]  在這樣的情況之下
[00:07:30.560 --> 00:07:32.880]  暫時沒有事情要做
[00:07:32.880 --> 00:07:33.920]  怎麼好呢?
[00:07:33.920 --> 00:07:35.840]  他們就想到打魚
[00:07:35.840 --> 00:07:40.560]  這個是危險的事情
[00:07:40.560 --> 00:07:43.520]  其實聖經說他們應該怎麼做的?
[00:07:43.520 --> 00:07:46.040]  你看《詩唐傳》第一章
[00:07:46.040 --> 00:07:49.600]  耶穌升天之後
[00:07:49.600 --> 00:07:52.280]  一百二十個跟隨耶穌的幾多個人
[00:07:52.280 --> 00:07:54.120]  和一些婦女
[00:07:54.120 --> 00:07:59.640]  他們在馬可樓那裡
[00:07:59.640 --> 00:08:01.120]  祈禱等候
[00:08:01.120 --> 00:08:03.840]  這個就是他們應該做的事情
[00:08:03.840 --> 00:08:05.360]  你離開了世界
[00:08:05.360 --> 00:08:08.120]  你要專心的侍奉神
[00:08:08.120 --> 00:08:09.640]  作主的門徒
[00:08:09.640 --> 00:08:13.800]  就應該在這個真空的時期
[00:08:13.800 --> 00:08:16.440]  主未有進一步的指示的時候
[00:08:16.440 --> 00:08:19.320]  在那裡祈禱、在那裡等候
[00:08:19.320 --> 00:08:21.600]  這個才是他們應該做的
[00:08:21.600 --> 00:08:22.960]  所以他們去打魚
[00:08:22.960 --> 00:08:25.760]  顯明走了危險的一步
[00:08:25.760 --> 00:08:29.960]  是有機會慢慢走到世界裡面去
[00:08:29.960 --> 00:08:31.880]  可能是回不了頭的
[00:08:31.880 --> 00:08:33.720]  所以他們屬靈的生命
[00:08:33.720 --> 00:08:38.000]  在這個事蹟上面開始下滑
[00:08:38.000 --> 00:08:40.400]  就好像一個人踩單車
[00:08:40.400 --> 00:08:42.680]  他停留在斜坡那裡
[00:08:42.680 --> 00:08:44.720]  如果你踩單車停留在斜坡那裡
[00:08:44.720 --> 00:08:47.000]  就跌倒
[00:08:47.000 --> 00:08:49.560]  要不然就滑下去
[00:08:49.560 --> 00:08:51.520]  情況必然是這樣的
[00:08:51.520 --> 00:08:52.560]  暫停嗎?
[00:08:52.560 --> 00:08:55.560]  不可以的
[00:08:55.560 --> 00:08:56.680]  暫停就跌倒
[00:08:56.680 --> 00:09:00.160]  暫停就滑下來了
[00:09:00.160 --> 00:09:03.400]  所以他第一個的虧欠就是這樣
[00:09:03.400 --> 00:09:05.880]  生命的滑落我們要留意
[00:09:05.880 --> 00:09:09.400]  一個人為什麼會慢慢信了耶穌之後
[00:09:09.400 --> 00:09:11.160]  離開神呢?
[00:09:11.160 --> 00:09:13.520]  離開教會呢?
[00:09:13.520 --> 00:09:17.280]  其實一個主要的原因
[00:09:17.280 --> 00:09:22.600]  就好像門徒在這裏我們所看到的
[00:09:22.600 --> 00:09:28.680]  生命的滑落是一小步加一小步
[00:09:28.680 --> 00:09:30.680]  是慢慢地滑落的
[00:09:30.680 --> 00:09:35.440]  起初是不覺得有什麼問題的
[00:09:35.440 --> 00:09:36.800]  只是一次而已
[00:09:36.800 --> 00:09:38.520]  一步而已
[00:09:38.520 --> 00:09:39.760]  接著又一步
[00:09:39.760 --> 00:09:40.880]  接著又一步
[00:09:40.880 --> 00:09:45.080]  慢慢地我們所謂習慣成自然
[00:09:45.080 --> 00:09:46.160]  我想以前我講過
[00:09:46.160 --> 00:09:46.800]  也有很多人
[00:09:46.800 --> 00:09:49.600]  我們在很多場合聽過一個故事
[00:09:49.600 --> 00:09:52.160]  就是溫水裏面的青蛙
[00:09:52.160 --> 00:10:00.760]  如果你將一隻青蛙放在一鍋的凍水那裏
[00:10:00.760 --> 00:10:03.640]  青蛙覺得很自然沒有什麼問題的
[00:10:03.640 --> 00:10:08.560]  你慢慢地將這一鍋的水加溫
[00:10:08.560 --> 00:10:10.160]  慢慢加溫
[00:10:10.160 --> 00:10:12.960]  暖一點,暖一點的水
[00:10:12.960 --> 00:10:16.840]  青蛙慢慢習慣了這個越來越暖的水
[00:10:16.840 --> 00:10:19.360]  到了一個地步
[00:10:19.360 --> 00:10:22.920]  這個不知道有沒有人做一個真正的研究
[00:10:22.920 --> 00:10:29.000]  就發現這個青蛙在這個熱水裏面
[00:10:29.000 --> 00:10:32.080]  煲熟了,死了
[00:10:32.080 --> 00:10:34.440]  它自己都不知道
[00:10:34.440 --> 00:10:39.200]  因為慢慢適應了越來越溫暖的水
[00:10:39.200 --> 00:10:42.600]  以至於這個滾水將它滾死了
[00:10:42.600 --> 00:10:44.720]  溫水裏面的青蛙
[00:10:44.720 --> 00:10:48.560]  所以生命的危險就是我們不覺得
[00:10:48.560 --> 00:10:51.040]  一些的問題是問題
[00:10:51.040 --> 00:10:52.480]  因為小問題而已
[00:10:52.480 --> 00:10:54.520]  小問題加小問題
[00:10:54.520 --> 00:10:55.680]  加起來的時候
[00:10:55.680 --> 00:11:00.760]  慢慢累積就成為在滑坡上面
[00:11:00.760 --> 00:11:04.720]  一路滾下去,一路跌下去
[00:11:04.720 --> 00:11:06.120]  生命就是這樣
[00:11:06.120 --> 00:11:08.360]  習慣成自然
[00:11:08.360 --> 00:11:10.960]  犯罪的事都是這樣
[00:11:10.960 --> 00:11:18.040]  慢慢習慣成為自然
[00:11:18.040 --> 00:11:23.280]  另外我們看到一個危險
[00:11:23.280 --> 00:11:26.800]  當我們的生命開始滑落的時候
[00:11:26.800 --> 00:11:31.520]  就是小事會變成大事
[00:11:31.520 --> 00:11:35.760]  本來以為這個是一個小罪來的
[00:11:35.760 --> 00:11:37.880]  一次兩次不要緊
[00:11:37.880 --> 00:11:47.080]  但慢慢就變成一個致命傷
[00:11:47.080 --> 00:11:51.160]  這個是罪的危險
[00:11:51.160 --> 00:11:52.240]  所以有兩個問題
[00:11:52.240 --> 00:11:55.800]  一個就是一步加一步的
[00:11:55.800 --> 00:12:01.440]  那個慢慢不知不覺的生命的滑落
[00:12:01.440 --> 00:12:05.400]  第二件事就是我們不留心那些小的罪
[00:12:05.400 --> 00:12:10.400]  小的罪可以成為大事
[00:12:10.400 --> 00:12:16.000]  來影響我們整個的生命
[00:12:16.000 --> 00:12:19.840]  有很多基督徒信了主之後
[00:12:19.840 --> 00:12:22.800]  教會教導我們要每個星期回去敬拜神
[00:12:22.800 --> 00:12:25.000]  聖經是這樣教導的
[00:12:25.000 --> 00:12:28.400]  不可停止聚會
[00:12:28.400 --> 00:12:30.720]  到了一個時候有同事說
[00:12:30.720 --> 00:12:36.920]  「星期天我們去一次旅行去燒烤」
[00:12:36.920 --> 00:12:38.720]  叫你一起去的時候
[00:12:38.720 --> 00:12:41.520]  你覺得不要緊
[00:12:41.520 --> 00:12:43.600]  一次不回教會
[00:12:43.600 --> 00:12:46.640]  以後我多點回去就可以了
[00:12:46.640 --> 00:12:48.880]  一次不回去
[00:12:48.880 --> 00:12:50.600]  跟同事去旅行
[00:12:50.600 --> 00:12:53.680]  那多麼好
[00:12:53.680 --> 00:12:55.720]  接著又有第二次
[00:12:55.720 --> 00:12:56.800]  接著有第三次
[00:12:56.800 --> 00:12:59.040]  第一、第二次沒有回教會的時候
[00:12:59.040 --> 00:13:00.840]  心裏面有點不舒服
[00:13:00.840 --> 00:13:03.560]  等到第四、第五次不回的時候
[00:13:03.560 --> 00:13:06.000]  慢慢適應了、習慣了
[00:13:06.000 --> 00:13:08.840]  沒有什麼不舒服
[00:13:08.840 --> 00:13:13.560]  或者整個月要回教會四個星期
[00:13:13.560 --> 00:13:18.040]  不如就主餐星期才回來
[00:13:18.040 --> 00:13:21.440]  接著慢慢適應、習慣了之後
[00:13:21.440 --> 00:13:23.640]  不如有什麼大節期才回來
[00:13:23.640 --> 00:13:26.960]  復活節、聖誕節
[00:13:26.960 --> 00:13:30.760]  這個時候才回來
[00:13:30.760 --> 00:13:35.960]  一個人的軟弱墮落遠離神
[00:13:35.960 --> 00:13:40.480]  就是這樣一小步加一小步
[00:13:40.480 --> 00:13:43.760]  而且小的隨我們要留心
[00:13:43.760 --> 00:13:45.560]  剛才我們說
[00:13:45.560 --> 00:13:50.360]  會是小事變大事
[00:13:50.360 --> 00:13:53.560]  小事變大事的時候
[00:13:53.560 --> 00:13:59.560]  是嚴重的事情
[00:13:59.560 --> 00:14:04.960]  以前有一個專做一些艱難的特技的人
[00:14:04.960 --> 00:14:07.160]  他想到一樣的表演
[00:14:07.160 --> 00:14:09.760]  就是去尼加拉瓜瀑布的時候
[00:14:09.760 --> 00:14:12.360]  那是一個很大的瀑布
[00:14:12.360 --> 00:14:14.360]  你在上高跌下去的時候
[00:14:14.360 --> 00:14:16.160]  是相當危險的
[00:14:16.160 --> 00:14:20.960]  他要挑戰從瀑布跌下去
[00:14:20.960 --> 00:14:24.160]  跌下去其實如果你什麼保護都沒有
[00:14:24.160 --> 00:14:26.560]  就一定死的
[00:14:26.560 --> 00:14:30.360]  他想到用一個鋼造的桶
[00:14:30.360 --> 00:14:32.760]  將自己藏在桶裡面
[00:14:32.760 --> 00:14:35.960]  然後在瀑布上面滾下去
[00:14:35.960 --> 00:14:38.760]  看會不會跌死
[00:14:38.760 --> 00:14:42.160]  結果他這個表演成功
[00:14:42.160 --> 00:14:46.160]  從尼加拉瓜大瀑布那裡跌下去
[00:14:46.160 --> 00:14:48.360]  都沒有跌死
[00:14:48.360 --> 00:14:51.960]  大家就向他喝彩
[00:14:51.960 --> 00:14:53.560]  經過這件事之後
[00:14:53.560 --> 00:14:56.760]  沒多久Bobby Leach
[00:14:56.760 --> 00:14:59.360]  有一次在新西蘭的時候
[00:14:59.360 --> 00:15:05.560]  不小心在路上踩到一塊橙皮
[00:15:05.560 --> 00:15:08.160]  跌傷了腳
[00:15:08.160 --> 00:15:09.360]  斷了腳骨
[00:15:09.360 --> 00:15:10.760]  他就送去醫院
[00:15:10.760 --> 00:15:15.360]  斷腳骨其實對這個健康的人是沒有什麼問題的
[00:15:15.360 --> 00:15:17.760]  在醫院裡面有併發症
[00:15:17.760 --> 00:15:23.160]  併發症就將Bobby Leach
[00:15:23.160 --> 00:15:26.960]  這個特技的專家
[00:15:26.960 --> 00:15:31.560]  就送進墳墓裡面去
[00:15:31.560 --> 00:15:33.360]  大的事他都沒有問題
[00:15:33.360 --> 00:15:34.760]  因為小事而已
[00:15:34.760 --> 00:15:35.960]  橙皮而已
[00:15:35.960 --> 00:15:39.760]  滑到橙皮
[00:15:39.760 --> 00:15:40.760]  跌一次而已
[00:15:40.760 --> 00:15:43.960]  跌一次就有併發症
[00:15:43.960 --> 00:15:45.960]  就拿了他的性命
[00:15:45.960 --> 00:15:50.760]  所以我們看到
[00:15:50.760 --> 00:15:52.360]  習慣性自然
[00:15:52.360 --> 00:15:55.560]  小事我們一樣要小心
[00:15:55.560 --> 00:16:00.560]  不是的時候小事會變成大事
[00:16:00.560 --> 00:16:04.960]  我想很多年前我講過一個自己的經歷
[00:16:04.960 --> 00:16:06.960]  就是當我在加拿大侍奉的時候
[00:16:06.960 --> 00:16:09.360]  有一年買了一輛新車
[00:16:09.360 --> 00:16:11.160]  買了一輛新車
[00:16:11.160 --> 00:16:15.360]  就檢查過什麼都好
[00:16:15.360 --> 00:16:17.960]  新車機器什麼都好
[00:16:17.960 --> 00:16:19.960]  我拿了那輛車
[00:16:19.960 --> 00:16:24.160]  第一次在那時候很冷的天氣
[00:16:24.160 --> 00:16:26.560]  在很冷的馬路那裡走
[00:16:26.560 --> 00:16:29.560]  走著走著就忽然間死了火
[00:16:29.560 --> 00:16:32.560]  整輛車不能動
[00:16:32.560 --> 00:16:33.960]  找人來看的時候
[00:16:33.960 --> 00:16:37.760]  師傅打開車頭蓋一看的時候
[00:16:37.760 --> 00:16:39.560]  是不是有什麼機點不見了
[00:16:39.560 --> 00:16:40.560]  有什麼嚴重物體
[00:16:40.560 --> 00:16:46.560]  不是
[00:16:46.560 --> 00:16:49.160]  他拿個螺絲批出一粒螺絲
[00:16:49.160 --> 00:16:51.560]  扭緊了它
[00:16:51.560 --> 00:16:53.760]  那輛車就能動了
[00:16:53.760 --> 00:16:55.360]  不是說不見了一粒螺絲
[00:16:55.360 --> 00:16:58.160]  而是那粒螺絲是鬆了而已
[00:16:58.160 --> 00:17:02.560]  那整輛車都不能動
[00:17:02.560 --> 00:17:07.760]  所以小事有時可以影響大局
[00:17:07.760 --> 00:17:09.960]  所以我們要小心
[00:17:09.960 --> 00:17:14.160]  我們生命裡面一些小的罪
[00:17:14.160 --> 00:17:16.560]  有一次美國有一個很出名的雜誌
[00:17:16.560 --> 00:17:19.960]  叫做US News and World Report
[00:17:19.960 --> 00:17:23.160]  講到美國的太空事業
[00:17:23.160 --> 00:17:27.360]  經過好幾次的危險
[00:17:27.360 --> 00:17:29.360]  在這幾次的危險裡面
[00:17:29.360 --> 00:17:33.360]  發現每一次危險危機臨到
[00:17:33.360 --> 00:17:34.760]  都不是因為什麼大件事
[00:17:34.760 --> 00:17:37.160]  都是因為好小的事情
[00:17:37.160 --> 00:17:40.960]  譬如哥倫比亞第二次升空的時候
[00:17:40.960 --> 00:17:43.360]  火箭第二次升空的時候
[00:17:43.360 --> 00:17:51.160]  就是因為一個油塞沒有換
[00:17:51.160 --> 00:17:56.160]  這個filter沒有換過之後
[00:17:56.160 --> 00:17:58.160]  結果塞了一點點
[00:17:58.160 --> 00:18:02.960]  就影響了這個火箭不能夠升空
[00:18:02.960 --> 00:18:05.560]  火箭不能夠升空影響的
[00:18:05.560 --> 00:18:13.360]  只是一個二十五元美金的過濾網
[00:18:13.360 --> 00:18:15.560]  他們忘記換
[00:18:15.560 --> 00:18:18.160]  而一天不能升空
[00:18:18.160 --> 00:18:22.760]  是要花費三百萬的美金
[00:18:22.760 --> 00:18:24.960]  所以你看小小二十五元
[00:18:24.960 --> 00:18:27.560]  以為沒什麼大問題
[00:18:27.560 --> 00:18:32.160]  結果就令到火箭好幾天都不能升空
[00:18:32.160 --> 00:18:34.360]  這個雜誌講到另外一件事
[00:18:34.360 --> 00:18:38.360]  1960年的時候
[00:18:38.360 --> 00:18:46.560]  一個火箭因為忘記了換一個隔塵蓋
[00:18:46.560 --> 00:18:49.160]  又是不能升空
[00:18:49.160 --> 00:18:52.960]  隔塵網、隔塵蓋是很少錢的
[00:18:52.960 --> 00:18:55.160]  但忘記換的時候
[00:18:55.160 --> 00:18:57.760]  這個少少錢的隔塵蓋
[00:18:57.760 --> 00:19:00.760]  就令到整個火箭都不能夠升空
[00:19:00.760 --> 00:19:04.160]  然後他講到阿波羅十三號
[00:19:04.160 --> 00:19:05.760]  升了空之後
[00:19:05.760 --> 00:19:07.760]  到半路要返回頭
[00:19:07.760 --> 00:19:09.360]  不能夠完成任務
[00:19:09.360 --> 00:19:11.760]  原因是什麼呢?
[00:19:11.760 --> 00:19:14.960]  就是因為電線短路
[00:19:14.960 --> 00:19:22.760]  而電線短路是一小撮的電線
[00:19:22.760 --> 00:19:26.760]  要換的時候只是五毫子美金
[00:19:26.760 --> 00:19:32.560]  因為五毫子美金的小小的線路短路
[00:19:32.560 --> 00:19:35.760]  令到火箭不能夠完成任務
[00:19:35.760 --> 00:19:37.960]  要返回頭
[00:19:37.960 --> 00:19:39.760]  所以這個屬靈的生命都是這樣
[00:19:39.760 --> 00:19:43.560]  我們要很小心
[00:19:43.560 --> 00:19:47.360]  小小的罪
[00:19:47.360 --> 00:19:49.960]  加起來的時候
[00:19:49.960 --> 00:19:55.560]  我們的生命就滑落遠離神、遠離教會
[00:19:55.560 --> 00:19:58.560]  很多人的情況都是這樣
[00:19:58.560 --> 00:20:05.360]  我們發現曾經一個調查的公司
[00:20:05.360 --> 00:20:07.560]  叫做Roper Paul
[00:20:07.560 --> 00:20:11.360]  在基督徒中間做一個研究
[00:20:11.360 --> 00:20:14.960]  就是說基督徒重生得救之後
[00:20:14.960 --> 00:20:17.560]  和重生得救之前
[00:20:17.560 --> 00:20:22.360]  哪個時期更容易犯罪、犯更多的罪呢?
[00:20:22.360 --> 00:20:25.760]  我們當然以為說未信主之前
[00:20:25.760 --> 00:20:28.560]  基督徒犯多些罪,信了主之後
[00:20:28.560 --> 00:20:30.560]  就應該過好些的生活
[00:20:30.560 --> 00:20:32.360]  犯少些的罪
[00:20:32.360 --> 00:20:35.160]  其實他們發現不是這樣
[00:20:35.160 --> 00:20:38.760]  基督徒信主之前
[00:20:38.760 --> 00:20:42.160]  有一班人出來做研究
[00:20:42.160 --> 00:20:47.760]  他們研究第一件事就是關於犯淫亂的罪
[00:20:47.760 --> 00:20:49.760]  這班人被研究的
[00:20:49.760 --> 00:20:51.560]  他們重生得救之前
[00:20:51.560 --> 00:20:55.760]  只是百分之二是犯這個罪
[00:20:55.760 --> 00:20:57.760]  但是重生得救之後
[00:20:57.760 --> 00:21:00.360]  他們中間有百分之五的人
[00:21:00.360 --> 00:21:02.360]  是犯這種的罪
[00:21:02.360 --> 00:21:04.760]  他們吸毒的罪
[00:21:04.760 --> 00:21:06.760]  未重生得救之前
[00:21:06.760 --> 00:21:12.160]  有百分之五的人是吸毒的
[00:21:12.160 --> 00:21:14.960]  但是否重生得救之後就少些吸毒呢?
[00:21:14.960 --> 00:21:17.960]  不是,剛剛相反
[00:21:17.960 --> 00:21:19.360]  重生得救之後
[00:21:19.360 --> 00:21:24.960]  吸毒的人是增加到百分之九
[00:21:24.960 --> 00:21:28.160]  追酒駕駛
[00:21:28.160 --> 00:21:30.560]  有另外一項的調查
[00:21:30.560 --> 00:21:34.760]  未重生得救、未信主之前
[00:21:34.760 --> 00:21:39.560]  追酒駕駛的是百分之四
[00:21:39.560 --> 00:21:41.760]  但是重生得救之後
[00:21:41.760 --> 00:21:45.760]  是增加到百分之十二
[00:21:45.760 --> 00:21:47.960]  我們會問為甚麼
[00:21:47.960 --> 00:21:50.360]  重生得救之後信了主
[00:21:50.360 --> 00:21:51.560]  還犯更多罪呢?
[00:21:51.560 --> 00:21:55.960]  更容易犯罪呢?
[00:21:55.960 --> 00:21:58.160]  我相信是一個主要的原因
[00:21:58.160 --> 00:22:01.560]  主要的原因就是當我們重生得救之後
[00:22:01.560 --> 00:22:03.960]  魔鬼特別留意我們
[00:22:03.960 --> 00:22:06.960]  魔鬼是將我們扯低
[00:22:06.960 --> 00:22:07.960]  要我們跌倒
[00:22:07.960 --> 00:22:09.360]  要我們離開神
[00:22:09.360 --> 00:22:12.960]  要我們離開神的毒
[00:22:12.960 --> 00:22:14.160]  魔鬼很厲害
[00:22:14.160 --> 00:22:17.560]  如果你不愛神,祂不理你
[00:22:17.560 --> 00:22:20.560]  如果開始信耶穌你愛主的時候
[00:22:20.560 --> 00:22:22.360]  祂就叫你慢慢遠離神
[00:22:22.360 --> 00:22:24.160]  慢慢遠離神
[00:22:24.160 --> 00:22:27.960]  很多的試探,很多的引誘
[00:22:27.960 --> 00:22:30.560]  對生命的滑落
