
[00:00:00.000 --> 00:00:07.600]  上次和大家開始講了索羅門王和舒拉蜜的愛情故事
[00:02:25.680 --> 00:02:29.200]  所以在那天逃跑是很不方便的
[00:02:29.200 --> 00:02:31.680]  但為什麼不要冬天呢?
[00:02:31.680 --> 00:02:37.520]  因為在冬天這條山路是非常難走
[00:02:37.520 --> 00:02:42.960]  所以耶穌基督說最好希望不是安息日也不是冬天
[00:02:42.960 --> 00:02:44.960]  的確到了冬天
[00:02:44.960 --> 00:02:47.840]  所羅門王和舒拉蜜就分開了
[00:02:47.840 --> 00:02:49.840]  不能夠在一起
[00:02:49.840 --> 00:02:51.840]  但一過了冬天
[00:02:51.840 --> 00:02:54.800]  所羅門王就很心急來找舒拉蜜
[00:02:54.800 --> 00:02:58.000]  他一路走一路叫舒拉蜜的名字
[00:02:58.000 --> 00:03:02.000]  所以剛才我們看到經文在瓦戈的二章八節
[00:03:02.000 --> 00:03:05.680]  舒拉蜜說「聽啊我的良人的聲音」
[00:03:05.680 --> 00:03:08.240]  她認得是她男朋友
[00:03:08.240 --> 00:03:10.560]  認得是所羅門王的聲音
[00:03:10.560 --> 00:03:16.720]  也很可能最初是因為所羅門王的聲音吸引著自己
[00:03:16.720 --> 00:03:23.840]  舒拉蜜在經文叫所羅門王做「靈養」
[00:03:23.840 --> 00:03:25.840]  叫他做「小鹿」
[00:03:25.840 --> 00:03:27.840]  我們上次也說過
[00:03:27.840 --> 00:03:31.280]  現在我們這些人不會用這樣的形容詞
[00:03:31.280 --> 00:03:34.720]  來形容自己的男朋友或老公
[00:03:34.720 --> 00:03:37.520]  現在的男士都喜歡做什麼?
[00:03:37.520 --> 00:03:42.560]  喜歡做猛男、喜歡別人稱讚他「Macho」
[00:03:42.560 --> 00:03:45.360]  但以前的女士不是
[00:03:45.360 --> 00:03:49.520]  以前女士喜歡的是靈巧、溫柔
[00:03:49.520 --> 00:03:52.240]  所以她們是用「靈養」、「小鹿」
[00:03:52.240 --> 00:03:56.000]  來形容自己的男朋友、自己的丈夫
[00:03:56.000 --> 00:03:59.440]  所羅門王去到舒拉蜜的家
[00:03:59.440 --> 00:04:00.640]  急不及待
[00:04:00.640 --> 00:04:05.120]  還未進屋,已經在牆外隔著窗
[00:04:05.120 --> 00:04:08.640]  望進去,希望見到自己的情人
[00:04:08.640 --> 00:04:11.840]  的確他是為了舒拉蜜而來
[00:04:11.840 --> 00:04:13.600]  但等下我們會見到
[00:04:13.600 --> 00:04:16.320]  似乎在他的身上有些公事
[00:04:16.320 --> 00:04:22.400]  形成了他和舒拉蜜感情上有些問題出現
[00:04:22.400 --> 00:04:26.640]  在《雅歌》二章十節、二章十三節
[00:04:26.640 --> 00:04:32.000]  所羅門王兩次叫舒拉蜜跟隨自己遊覽
[00:04:32.000 --> 00:04:35.200]  她說「起來與我同去」
[00:04:35.200 --> 00:04:39.680]  這個經文可以說是「你來跟隨我」的意思
[00:04:39.680 --> 00:04:44.080]  當時是百花齊放、百鳥爭鳴的時候
[00:04:44.080 --> 00:04:49.280]  經文說班鳩的聲音在我們境內也聽見了
[00:04:49.280 --> 00:04:53.520]  班鳩不是說出名唱歌的鳥仔
[00:04:53.520 --> 00:04:55.360]  不是說他唱歌唱得好聽
[00:04:55.360 --> 00:05:00.160]  而是他出名搬籤、籤兒的鳥仔
[00:05:00.160 --> 00:05:02.720]  好似有些像燕子一樣
[00:05:02.720 --> 00:05:04.320]  到春天的時候
[00:05:04.320 --> 00:05:07.200]  他們就會搬到加利利的地方
[00:05:07.200 --> 00:05:11.200]  在加利利聽見有班鳩的聲音唱歌的話
[00:05:11.200 --> 00:05:13.920]  你就知道春天已經來臨
[00:05:13.920 --> 00:05:16.240]  你知道冬天已經過去
[00:05:16.240 --> 00:05:20.080]  雨季已經過去了
[00:05:20.080 --> 00:05:22.160]  有一節很有趣的經文
[00:05:22.160 --> 00:05:24.960]  在《雅歌》二章十二節
[00:05:24.960 --> 00:05:29.600]  說到無花果樹的果子漸漸成熟
[00:05:29.600 --> 00:05:32.720]  葡萄樹開花、芳香
[00:05:32.720 --> 00:05:37.280]  很有趣是提到無花果樹和葡萄樹
[00:05:37.280 --> 00:05:38.960]  我們知道在聖經裏
[00:05:38.960 --> 00:05:42.720]  很多時無花果樹是代表以色列
[00:05:42.720 --> 00:05:44.000]  葡萄樹呢?
[00:05:44.000 --> 00:05:46.880]  很多時是代表基督徒教會
[00:05:46.880 --> 00:05:48.800]  和耶穌基督的關係
[00:05:48.800 --> 00:05:51.360]  因為在約翰福音十五章
[00:05:51.360 --> 00:05:56.480]  耶穌基督說「我是葡萄樹,你們是枝子」
[00:05:56.480 --> 00:06:00.560]  亦因為這樣,很多寓意的解經家
[00:06:00.560 --> 00:06:03.520]  我說過這個「寓」不是說預備的「寓」
[00:06:03.520 --> 00:06:04.800]  這是公寓的「寓」
[00:06:04.800 --> 00:06:07.520]  是用寓意、用靈意的解經家
[00:06:07.520 --> 00:06:09.920]  他們就見到有不同的東西
[00:06:09.920 --> 00:06:13.360]  例如猶太人的寓言解經家
[00:06:13.360 --> 00:06:15.200]  他們就會說這節的經文
[00:06:15.200 --> 00:06:18.400]  是代表以色列和神的關係
[00:06:18.400 --> 00:06:20.560]  因為有無花果樹
[00:06:20.560 --> 00:06:23.760]  如果是基督徒的寓意解經家
[00:06:23.760 --> 00:06:28.240]  他們就會說這節當然是講耶穌基督和教會
[00:06:28.240 --> 00:06:31.120]  因為有講到葡萄樹
[00:06:31.120 --> 00:06:34.720]  我也說過的確無花果樹和葡萄樹
[00:06:34.720 --> 00:06:36.160]  在《書聖經》裏面
[00:06:36.160 --> 00:06:40.400]  都有這些代表性的意思在裏面
[00:06:40.400 --> 00:06:44.240]  但不能夠我們每次見到有無花果樹
[00:06:44.240 --> 00:06:45.680]  見到有葡萄樹
[00:06:45.680 --> 00:06:47.280]  就說是代表以色列
[00:06:47.280 --> 00:06:50.000]  就說是代表教會
[00:06:50.000 --> 00:06:52.080]  這裏其實很簡單
[00:06:52.080 --> 00:06:53.920]  就說春天到了
[00:06:53.920 --> 00:06:56.320]  無花果樹成熟了
[00:06:56.320 --> 00:06:58.880]  葡萄樹開花、芳香
[00:06:58.880 --> 00:07:02.320]  就是這麼簡單
[00:07:02.320 --> 00:07:05.840]  不妨講開又講一講
[00:07:05.840 --> 00:07:07.360]  就是很多人認為
[00:07:07.360 --> 00:07:11.280]  比喻和寓意、靈意解經
[00:07:11.280 --> 00:07:13.520]  是一模一樣的東西
[00:07:13.520 --> 00:07:15.440]  其實嚴格來說
[00:07:15.440 --> 00:07:17.520]  兩個是不同的
[00:07:17.520 --> 00:07:19.840]  比喻是parable
[00:07:19.840 --> 00:07:22.560]  就是將兩件事來比較
[00:07:22.560 --> 00:07:24.720]  一件是人所熟悉的事
[00:07:24.720 --> 00:07:27.040]  一件是屬靈的故事
[00:07:27.040 --> 00:07:30.080]  屬靈的教導
[00:07:30.080 --> 00:07:34.160]  最好比喻的例子就是
[00:07:34.160 --> 00:07:35.760]  殺種的例子
[00:07:35.760 --> 00:07:37.280]  耶穌基督說
[00:07:37.280 --> 00:07:41.920]  人接受福音就好像農夫殺種一樣
[00:07:41.920 --> 00:07:43.680]  去到不同的泥土
[00:07:43.680 --> 00:07:46.880]  就好像人怎樣來接受福音
[00:07:46.880 --> 00:07:50.720]  我們看到是將兩件事放在一起比較
[00:07:50.720 --> 00:07:52.640]  一個是人所熟悉的事
[00:07:52.640 --> 00:07:55.200]  一個是屬靈的教導
[00:07:55.200 --> 00:07:56.640]  Parable這個字
[00:07:56.640 --> 00:08:01.840]  就是將兩件事平排平放在一起比較
[00:08:01.840 --> 00:08:05.680]  寓意、靈意、解經又是什麼?
[00:08:05.680 --> 00:08:07.440]  就是一個虛構的故事
[00:08:07.440 --> 00:08:09.040]  是假的故事
[00:08:09.040 --> 00:08:11.360]  在這個故事裏每一樣東西
[00:08:11.360 --> 00:08:14.080]  都有一個特別隱蔽的意思
[00:08:14.080 --> 00:08:16.000]  好像一個密碼一樣
[00:08:16.000 --> 00:08:18.000]  這就代表什麼
[00:08:18.000 --> 00:08:19.520]  那就代表什麼
[00:08:19.520 --> 00:08:20.960]  我剛才所說
[00:08:20.960 --> 00:08:24.320]  好像是說無花果樹代表以色列
[00:08:24.320 --> 00:08:27.520]  葡萄樹就是代表教會一樣
[00:08:27.520 --> 00:08:29.760]  每一樣都有隱蔽的意思
[00:08:29.760 --> 00:08:33.200]  我們看到所以雅歌不是一個比喻
[00:08:33.200 --> 00:08:37.280]  因為雅歌裏面是有人名
[00:08:37.280 --> 00:08:39.440]  通常比喻是沒有名
[00:08:39.440 --> 00:08:41.280]  因為是一個熟悉的故事
[00:08:41.280 --> 00:08:43.200]  你說有個農夫殺種
[00:08:43.200 --> 00:08:46.160]  你不會說是農夫John
[00:08:46.160 --> 00:08:47.200]  一個特別的人
[00:08:47.200 --> 00:08:49.600]  因為不是每個人都會認識
[00:08:49.600 --> 00:08:51.840]  所以不會說是特別的人名
[00:08:51.840 --> 00:08:55.280]  但會是說一件人所熟悉的事
[00:08:55.280 --> 00:08:58.560]  在雅歌裏面我們看到是有人名
[00:08:58.560 --> 00:09:01.040]  說到所羅門、說到舒拉密
[00:09:01.040 --> 00:09:03.680]  所以雅歌不是一個比喻
[00:09:03.680 --> 00:09:06.160]  雅歌也不是一個寓言
[00:09:06.160 --> 00:09:08.080]  或者是靈意解經
[00:09:08.080 --> 00:09:11.200]  因為雅歌不是一個虛構的故事
[00:09:11.200 --> 00:09:15.840]  雅歌是所羅門王和舒拉密的愛情故事
[00:09:15.840 --> 00:09:19.840]  是歷史的事實
[00:09:19.840 --> 00:09:21.920]  盡其量我們可以說
[00:09:21.920 --> 00:09:24.800]  雅歌是有預表的性質
[00:09:24.800 --> 00:09:29.680]  是預表耶穌基督和教會之間的關係
[00:09:29.680 --> 00:09:31.360]  有人會罵我
[00:09:31.360 --> 00:09:34.160]  你剛剛才罵完那些葡萄樹
[00:09:34.160 --> 00:09:37.040]  說是代表教會的人
[00:09:37.040 --> 00:09:40.400]  你現在又說是預表
[00:09:40.400 --> 00:09:41.520]  為什麼?
[00:09:41.520 --> 00:09:47.040]  雅歌不是整個故事都是寓言
[00:09:47.040 --> 00:09:49.520]  不是整個故事都是比喻
[00:09:49.520 --> 00:09:52.320]  不是每件事裏面都有一個特別的意思
[00:09:52.320 --> 00:09:55.440]  是代表耶穌基督和教會的關係
[00:09:55.440 --> 00:09:58.640]  但是在雅歌裏面的確我們可以看到
[00:09:58.640 --> 00:10:00.160]  有很多片段
[00:10:00.160 --> 00:10:03.840]  我們可以學習我們自己和耶穌基督的關係
[00:10:03.840 --> 00:10:05.280]  這就是不同
[00:10:05.280 --> 00:10:10.320]  不是整個雅歌都是有關耶穌基督和教會
[00:10:10.320 --> 00:10:14.320]  我們可以看到在雅歌的二章十節
[00:10:14.320 --> 00:10:15.840]  二章十三節
[00:10:15.840 --> 00:10:20.720]  所羅門王是兩次邀請舒拉密跟從自己
[00:10:20.720 --> 00:10:23.280]  然後在二章十四節
[00:10:23.280 --> 00:10:27.760]  有一節很精彩的經文一定要和大家分享
[00:10:27.760 --> 00:10:31.040]  大家都知道我很喜歡首尾結構
[00:10:31.040 --> 00:10:33.360]  這裏不單止有首尾結構
[00:10:33.360 --> 00:10:35.360]  還有一個平衡的結構
[00:10:35.360 --> 00:10:37.360]  我們先看看首尾
[00:10:37.360 --> 00:10:42.720]  十四節的前面和後面都講到舒拉密的面貌
[00:10:42.720 --> 00:10:44.720]  得見你的面貌
[00:10:44.720 --> 00:10:46.720]  你的面貌瘦美
[00:10:46.720 --> 00:10:49.040]  一頭一尾好像兩塊麵包一樣
[00:10:49.040 --> 00:10:51.040]  三文治中間有餡
[00:10:51.040 --> 00:10:53.040]  就是聲音
[00:10:53.040 --> 00:10:55.040]  得聽見你的聲音
[00:10:55.040 --> 00:10:57.040]  和你的聲音是柔和
[00:10:57.040 --> 00:10:59.040]  這個是首尾的結構
[00:10:59.040 --> 00:11:01.840]  但亦都有一個平衡的結構
[00:11:01.840 --> 00:11:07.600]  就是頭兩段都有講到得見、得聽
[00:11:07.600 --> 00:11:10.240]  得見你的美貌,得聽你的聲音
[00:11:10.240 --> 00:11:14.800]  後面是形容他的美貌,形容他的聲音
[00:11:14.800 --> 00:11:18.800]  你的聲音柔和,你的面貌瘦美
[00:11:18.800 --> 00:11:21.360]  有沒有看到有平衡的對局
[00:11:21.360 --> 00:11:25.200]  不單止是首尾,亦都有平衡
[00:11:25.200 --> 00:11:29.520]  當所羅門王兩次邀請舒拉密
[00:11:29.520 --> 00:11:33.680]  和他一起去遊玩,舒拉密怎樣回應?
[00:11:33.680 --> 00:11:36.400]  他好像一隻甲子一樣
[00:11:36.400 --> 00:11:40.720]  躲藏在盤石穴中,隱蔽之處
[00:11:40.720 --> 00:11:44.640]  甲子是很喜歡躲在石頭的洞裏面
[00:11:44.640 --> 00:11:47.600]  就好像我PowerPoint裏面看到的那隻甲子一樣
[00:11:47.600 --> 00:11:52.400]  在耶利米蘇的48章28節都是這樣講
[00:11:52.400 --> 00:11:57.840]  舒拉密沒有立刻答應所羅門王一起去旅遊
[00:11:57.840 --> 00:11:59.840]  為什麼?
[00:11:59.840 --> 00:12:02.640]  因為他覺得所羅門王這次來
[00:12:02.640 --> 00:12:05.840]  好像是有公事在他的身上
[00:12:05.840 --> 00:12:10.000]  所以他不能立刻和所羅門王去玩
[00:12:10.000 --> 00:12:13.920]  他說你要先處理你的公事
[00:12:13.920 --> 00:12:18.720]  為什麼我們覺得他是有公事在身?
[00:12:18.720 --> 00:12:21.200]  這就帶我們去到第二點
[00:12:21.200 --> 00:12:24.240]  是有真正工作上的障礙
[00:12:24.240 --> 00:12:27.280]  在《雅歌》的二章十五節
[00:12:27.280 --> 00:12:33.360]  舒拉密說好像有些小狐狸毀壞葡萄園一樣
[00:12:33.360 --> 00:12:34.960]  我們不去處理的話
[00:12:34.960 --> 00:12:38.080]  這些小狐狸會影響我們的關係
[00:12:38.080 --> 00:12:41.360]  會影響我們兩個人之間的歡樂
[00:12:41.360 --> 00:12:44.560]  在聖經裏面時時都用小動物
[00:12:44.560 --> 00:12:49.440]  例如小狐狸、小動物來形容是破壞者
[00:12:49.440 --> 00:12:52.480]  我們看到在尼西米記的四章三節
[00:12:52.480 --> 00:12:57.440]  《哀歌》的五章十八、《以西傑書》的十四章四節
[00:12:57.440 --> 00:13:02.080]  都有提到這些毀壞性的小動物
[00:13:02.080 --> 00:13:05.680]  這個小狐狸如果你不去理會的話
[00:13:05.680 --> 00:13:11.920]  牠會在葡萄園的四周刮鬆泥土
[00:13:11.920 --> 00:13:17.600]  弄鬆泥土會影響這棵葡萄樹的生長
[00:13:17.600 --> 00:13:19.280]  在《雅歌》的二章三節
[00:13:19.280 --> 00:13:24.240]  我們看到是用果子來代表所羅門王的愛
[00:13:24.240 --> 00:13:27.440]  現在我們看到這個葡萄樹
[00:13:27.440 --> 00:13:32.480]  就是代表所羅門王和舒拉蜜的愛情
[00:13:32.480 --> 00:13:37.280]  舒拉蜜說有些小狐狸毀壞他們的葡萄樹
[00:13:37.280 --> 00:13:38.880]  毀壞他們的愛情
[00:13:38.880 --> 00:13:41.360]  如果牠不去處理的話
[00:13:41.360 --> 00:13:43.840]  慢慢會出現問題
[00:13:43.840 --> 00:13:48.160]  很多年輕的男女談戀愛的時候
[00:13:48.160 --> 00:13:50.880]  真的看不到對方的弱點
[00:13:50.880 --> 00:13:52.880]  情人眼內出西施
[00:13:52.880 --> 00:13:55.760]  對方做什麼都是好的
[00:13:55.760 --> 00:13:57.280]  他們甚至想著
[00:13:57.280 --> 00:14:00.400]  就算見到有不好的地方
[00:14:00.400 --> 00:14:01.520]  有短處
[00:14:01.520 --> 00:14:04.960]  哎呀結了婚自然搞得定
[00:14:04.960 --> 00:14:08.000]  但是結了婚之後又有新的問題出現
[00:14:08.000 --> 00:14:10.080]  有些事是要兩個人住在一起
[00:14:10.080 --> 00:14:12.880]  你才能夠發現有這樣的問題
[00:14:12.880 --> 00:14:14.720]  原來你是這樣的
[00:14:14.720 --> 00:14:16.800]  我聽過很多夫妻都這樣說
[00:14:16.800 --> 00:14:18.800]  原來你是這樣的
[00:14:18.800 --> 00:14:21.360]  沒結婚之前都沒發覺
[00:14:21.360 --> 00:14:25.600]  所以如果你是婚姻前已經有問題
[00:14:25.600 --> 00:14:27.680]  你不去解決的話
[00:14:27.680 --> 00:14:32.000]  你結了婚之後會有更大的問題
[00:14:32.000 --> 00:14:34.160]  在《雅歌》的二章十六節
[00:14:34.160 --> 00:14:34.880]  經文說
[00:14:34.880 --> 00:14:37.840]  「良人屬我,我也屬他」
[00:14:37.840 --> 00:14:41.200]  雖然他們兩個人之間是有問題
[00:14:41.200 --> 00:14:46.960]  但是他們仍然彼此相愛彼此相熟
[00:14:46.960 --> 00:14:52.320]  究竟他們兩個人發生了什麼事呢?
[00:14:52.320 --> 00:14:55.440]  經文沒有很直接地告訴我們
[00:14:55.440 --> 00:14:59.760]  但是從《雅歌》二章十六節和二章十七節
[00:14:59.760 --> 00:15:01.680]  我們可能知道
[00:15:01.680 --> 00:15:05.920]  給了一些暗示給我們究竟是什麼原因
[00:15:05.920 --> 00:15:08.400]  在二章十六節
[00:15:08.400 --> 00:15:16.160]  經文說「所羅門王在百合花中目放群羊」
[00:15:16.160 --> 00:15:23.040]  我們知道這可能和前面所說的小狐狸有關
[00:15:23.040 --> 00:15:27.520]  所羅門王是以牧羊人的身份來認識舒拉蜜
[00:15:27.520 --> 00:15:32.560]  說到目放羊群是什麼意思呢?
[00:15:32.560 --> 00:15:37.120]  很可能是所羅門王的工作
[00:15:37.120 --> 00:15:42.080]  因為他是以牧羊人的身份來見舒拉蜜
[00:15:42.080 --> 00:15:45.120]  其實這裡不一定是牧羊人的工作
[00:15:45.120 --> 00:15:48.320]  因為我們知道所羅門王是王陵
[00:15:48.320 --> 00:15:51.040]  有可能是他有公事在他身上
[00:15:51.040 --> 00:15:54.720]  甚至他有國事在他身上
[00:15:54.720 --> 00:15:58.400]  舒拉蜜在《雅歌》二章十七節說
[00:15:58.400 --> 00:15:59.840]  「我的良人啊
[00:15:59.840 --> 00:16:02.400]  求你等到天氣涼風
[00:16:02.400 --> 00:16:04.480]  日影飛去的時候
[00:16:04.480 --> 00:16:10.800]  你要轉回好像羚羊或像小鹿在彼特山上」
[00:16:10.800 --> 00:16:16.640]  這裡似乎是舒拉蜜容許所羅門王離開
[00:16:16.640 --> 00:16:18.640]  但她說你要早日回來
[00:16:18.640 --> 00:16:21.920]  你辦完你的事就要早點回來
[00:16:21.920 --> 00:16:24.320]  什麼叫做「彼特山」呢?
[00:16:24.320 --> 00:16:32.080]  「彼特」這個字在原文的希伯來文的意思就是分離
[00:16:32.080 --> 00:16:35.520]  就是說舒拉蜜准許所羅門王離開
[00:16:35.520 --> 00:16:38.160]  去處理他的公事
[00:16:38.160 --> 00:16:42.480]  舒拉蜜沒有很自私、很自我
[00:16:42.480 --> 00:16:45.520]  一定要所羅門王來陪自己
[00:16:45.520 --> 00:16:49.200]  就算所羅門王兩次叫他去遊覽他都不肯
[00:16:49.200 --> 00:16:52.240]  她說你先處理好你的事情
[00:16:52.240 --> 00:16:56.400]  因為她知道就算她能夠留住所羅門王的人
[00:16:56.400 --> 00:16:59.200]  她都不能夠留住他的心
[00:16:59.200 --> 00:17:02.480]  如果她的心在她的工作上
[00:17:02.480 --> 00:17:06.000]  舒拉蜜要等她完成了她的工作
[00:17:06.000 --> 00:17:10.320]  才能夠將注意力放在自己的身上
[00:17:10.320 --> 00:17:11.520]  所以她說你去吧
[00:17:11.520 --> 00:17:14.800]  你盡早去盡早回來
[00:17:14.800 --> 00:17:17.920]  我們怎知道她叫他盡早去盡早回來
[00:17:17.920 --> 00:17:19.040]  你看看經文
[00:17:19.040 --> 00:17:25.280]  「等到天起、涼風、日影飛去的時候你要轉回」
[00:17:25.280 --> 00:17:27.520]  她是用一天來代表
[00:17:27.520 --> 00:17:31.280]  就好像一天去到日落西山
[00:17:31.280 --> 00:17:34.000]  就是日影飛去的時候
[00:17:34.000 --> 00:17:35.520]  日落了會怎樣?
[00:17:35.520 --> 00:17:37.760]  就會天氣很冷很冷
[00:17:37.760 --> 00:17:39.520]  天氣涼風
[00:17:39.520 --> 00:17:41.680]  她不是說叫所羅門王
[00:17:41.680 --> 00:17:44.400]  你要一天之內辦完你的公事
[00:17:44.400 --> 00:17:45.760]  然後你回來
[00:17:45.760 --> 00:17:48.720]  這裡只不過是用一天來代表
[00:17:48.720 --> 00:17:51.360]  好像一天去到黃昏的時候
[00:17:51.360 --> 00:17:52.960]  日落了、天冷了
[00:17:52.960 --> 00:17:55.200]  你要在那個時候回來
[00:17:55.200 --> 00:17:59.280]  雖然所羅門王可能要去很久的時間
[00:17:59.280 --> 00:18:04.720]  但是她只是希望所羅門王能夠早去早回
[00:18:04.720 --> 00:18:08.960]  我們看到她希望所羅門王回來的時候
[00:18:08.960 --> 00:18:11.120]  仍然是好像靈養
[00:18:11.120 --> 00:18:12.880]  仍然是好像小祿
[00:18:12.880 --> 00:18:17.360]  她之前就是用這些形容詞來形容所羅門王
[00:18:17.360 --> 00:18:18.880]  現在都是一樣
[00:18:18.880 --> 00:18:21.360]  她說你辦完公事之後
[00:18:21.360 --> 00:18:24.960]  你不要說整個人心情沒有力量
[00:18:24.960 --> 00:18:26.480]  因為你累得不得了
[00:18:26.480 --> 00:18:30.240]  你仍然要像靈養、像小祿那樣回來
[00:18:30.240 --> 00:18:34.080]  將所有的注意力放在自己的身上
[00:18:34.080 --> 00:18:36.160]  你要辦完你的公事
[00:18:36.160 --> 00:18:39.760]  來迎娶自己
[00:18:39.760 --> 00:18:42.880]  究竟聖經告訴我們
[00:18:42.880 --> 00:18:46.240]  愛情重要還是事業重要?
[00:18:46.240 --> 00:18:48.320]  聖經是有說的
[00:18:48.320 --> 00:18:51.600]  在針研的二十四章二十七節
[00:18:51.600 --> 00:18:54.560]  說你要在外頭預備公了
[00:18:54.560 --> 00:18:57.360]  在田間辦理整齊
[00:18:57.360 --> 00:19:00.080]  然後建造房屋
[00:19:00.080 --> 00:19:02.320]  這裡建造房屋的意思
[00:19:02.320 --> 00:19:05.040]  是成家立室的意思
[00:19:05.040 --> 00:19:08.960]  一個男人他是要有經濟的能力
[00:19:08.960 --> 00:19:12.880]  有事業的基礎才能夠結婚
[00:19:12.880 --> 00:19:15.280]  正如耶穌基督也說
[00:19:15.280 --> 00:19:18.640]  他說一個人去搭一層樓
[00:19:18.640 --> 00:19:23.200]  他也要坐下來計算一下能不能夠搭得成
[00:19:23.200 --> 00:19:27.920]  在路加福音的十四章二十八至三十節
[00:19:27.920 --> 00:19:32.800]  所羅門王當然不需要賺到錢才能夠結婚
[00:19:32.800 --> 00:19:34.560]  他是王
[00:19:34.560 --> 00:19:37.120]  但他有些事是需要處理
[00:19:37.120 --> 00:19:41.040]  然後才可以回來迎娶舒拉蜜
[00:19:41.040 --> 00:19:43.920]  其實結婚之後
[00:19:43.920 --> 00:19:48.560]  感情和事業的問題仍然是存在的
[00:19:48.560 --> 00:19:50.560]  有很多的丈夫
[00:19:50.560 --> 00:19:54.640]  不是為了基本的需要而工作
[00:19:54.640 --> 00:19:57.280]  他們希望大富大貴
[00:19:57.280 --> 00:20:00.160]  所以有時可能一個人兼幾份工作
[00:20:00.160 --> 00:20:03.920]  甚至有時太太可能也是去做工
[00:20:03.920 --> 00:20:07.600]  又或者是很忙很忙家事
[00:20:07.600 --> 00:20:11.040]  沒有機會兩夫妻能夠在一起
[00:20:11.040 --> 00:20:13.040]  聖經怎樣教導?
[00:20:13.040 --> 00:20:16.160]  在真言的十五章十六至十七節
[00:20:16.160 --> 00:20:22.560]  小有財寶,敬威耶和華,強如多有財寶,煩亂不安
[00:20:22.560 --> 00:20:28.560]  吃素菜彼此相愛,強如吃肥牛彼此相恨
[00:20:28.560 --> 00:20:29.760]  聖經說
[00:20:29.760 --> 00:20:33.280]  如果我們是為了基本需要來謀生
[00:20:33.280 --> 00:20:35.760]  兩夫妻仍然感情很好
[00:20:35.760 --> 00:20:40.000]  就算吃蔬菜有情飲水飽
[00:20:40.000 --> 00:20:44.000]  但如果兩夫妻忙到不得了
[00:20:44.000 --> 00:20:46.320]  是,你可能很有錢
[00:20:46.320 --> 00:20:48.720]  就算你每餐吃肥牛
[00:20:48.720 --> 00:20:50.480]  每餐這麼好的菜
[00:20:50.480 --> 00:20:52.800]  但是彼此相恨
[00:20:52.800 --> 00:20:57.280]  就是說大家的感情不好又有什麼用呢?
[00:20:57.280 --> 00:20:59.200]  這裡我們看到
[00:20:59.200 --> 00:21:04.080]  主拉密是容許所羅門王處理了他的公事
[00:21:04.080 --> 00:21:07.360]  然後才回來迎娶自己
[00:21:07.360 --> 00:21:12.800]  同樣耶穌基督也答應來迎娶他的新娘子
[00:21:12.800 --> 00:21:14.240]  就是教會
[00:21:14.240 --> 00:21:16.800]  在《使徒行傳》的一章十一節
[00:21:16.800 --> 00:21:17.760]  天使說:
[00:21:17.760 --> 00:21:20.640]  「這離開你被接升天的耶穌
