
[00:00:00.000 --> 00:00:04.420]  今天要講到的經文就是《馬太福音》第十章,十六至三十一節
[00:04:30.240 --> 00:04:33.680]  在2013年有一個地方
[00:04:33.680 --> 00:04:36.760]  那一晚發生了一件事
[00:04:36.760 --> 00:04:37.560]  有兩隻狼
[00:04:37.560 --> 00:04:38.400]  兩隻隻
[00:04:38.400 --> 00:04:43.400]  兩隻狼進入了一個大概有二千隻羊的羊群裡面
[00:04:43.400 --> 00:04:45.040]  二千四百隻羊
[00:04:45.040 --> 00:04:50.840]  結果在一晚死了176隻
[00:04:50.840 --> 00:04:52.520]  真實的畫面
[00:04:52.520 --> 00:04:56.360]  很多人會以為狼怎會吃得完這麼多
[00:04:56.360 --> 00:04:57.640]  176隻
[00:04:57.640 --> 00:04:59.360]  他不是志在吃的
[00:04:59.360 --> 00:05:01.240]  他志在殺而已
[00:05:01.240 --> 00:05:02.760]  這個叫Surface Killing
[00:05:02.760 --> 00:05:05.880]  就是他不需要吃的他都會殺
[00:05:05.880 --> 00:05:06.720]  OK
[00:05:06.720 --> 00:05:11.360]  根據一些新聞繼續說
[00:05:11.360 --> 00:05:15.120]  總共有176隻羊死了
[00:05:15.120 --> 00:05:17.360]  總共有二千四百隻羊
[00:05:17.360 --> 00:05:19.000]  但是只有兩隻狼
[00:05:19.000 --> 00:05:22.040]  但是為什麼兩隻狼可以殺到176隻呢?
[00:05:22.040 --> 00:05:22.840]  你除一除
[00:05:22.840 --> 00:05:27.320]  一隻狼要殺多少隻羊?
[00:05:27.320 --> 00:05:28.240]  八十幾吧
[00:05:28.240 --> 00:05:29.360]  我沒算錯
[00:05:29.360 --> 00:05:29.920]  八十八
[00:05:29.920 --> 00:05:31.120]  對不對?
[00:05:31.120 --> 00:05:31.560]  對
[00:05:31.560 --> 00:05:32.240]  多謝你
[00:05:32.240 --> 00:05:32.840]  有反應
[00:05:32.840 --> 00:05:35.440]  十分好
[00:05:35.440 --> 00:05:38.240]  根據那篇報導告訴你
[00:05:38.240 --> 00:05:41.520]  176隻羊
[00:05:41.520 --> 00:05:48.880]  其實只有十隻是狼殺的
[00:05:48.880 --> 00:05:50.280]  在那十隻裡面
[00:05:50.280 --> 00:05:55.000]  其中有一隻是Partially Consumed
[00:05:55.000 --> 00:05:55.560]  明白嗎?
[00:05:55.560 --> 00:05:56.640]  其實那十隻羊
[00:05:56.640 --> 00:05:57.760]  他殺了那十隻羊
[00:05:57.760 --> 00:05:58.680]  他吃了其中一隻
[00:05:58.680 --> 00:06:00.440]  還要吃不完
[00:06:00.440 --> 00:06:04.680]  另外那166隻怎麼死的?
[00:06:04.680 --> 00:06:06.600]  嚇死的
[00:06:06.600 --> 00:06:07.320]  真的
[00:06:07.320 --> 00:06:08.520]  因為被攻擊
[00:06:08.520 --> 00:06:09.240]  他很害怕
[00:06:09.240 --> 00:06:10.560]  到處跑
[00:06:10.560 --> 00:06:11.720]  到處撞
[00:06:11.720 --> 00:06:13.400]  互相踐踏
[00:06:13.400 --> 00:06:15.320]  嚇得窒息
[00:06:15.320 --> 00:06:16.680]  然後死了
[00:06:16.680 --> 00:06:19.640]  是166隻
[00:06:19.640 --> 00:06:20.720]  我想告訴你
[00:06:20.720 --> 00:06:21.760]  當今天聖經說
[00:06:21.760 --> 00:06:24.520]  我們都如羊進入狼群
[00:06:24.520 --> 00:06:26.560]  其實是這幅圖畫
[00:06:26.560 --> 00:06:30.080]  剛才看到很多羊死了的那幅圖畫
[00:06:30.080 --> 00:06:31.200]  不是突然之間
[00:06:31.200 --> 00:06:32.720]  我們中間大家很開心
[00:06:32.720 --> 00:06:33.560]  在拍合照
[00:06:33.560 --> 00:06:34.480]  然後拍完照
[00:06:34.480 --> 00:06:35.240]  你看回的時候
[00:06:35.240 --> 00:06:36.640]  發覺其中一個是狼
[00:06:36.640 --> 00:06:37.760]  不是這樣
[00:06:37.760 --> 00:06:42.720]  是我們面對一個生死的問題
[00:06:42.720 --> 00:06:44.040]  也是因為這個原因
[00:06:44.040 --> 00:06:46.520]  我不是很喜歡講這篇道理
[00:06:46.520 --> 00:06:47.160]  你明白嗎?
[00:06:47.160 --> 00:06:48.440]  你講得這麼慘
[00:06:48.440 --> 00:06:50.360]  大家聽完完全沒有盼望
[00:06:50.360 --> 00:06:52.320]  那他聽來幹什麼呢?
[00:06:52.320 --> 00:06:54.200]  但是我想聖經
[00:06:54.200 --> 00:06:56.880]  他那種真實是我們無法避免的
[00:06:56.880 --> 00:06:58.400]  我覺得有些經文
[00:06:58.400 --> 00:06:59.640]  其實可以避免
[00:06:59.640 --> 00:07:01.520]  可以避免不講就最好
[00:07:01.520 --> 00:07:03.240]  但是整本聖經寫在這裡
[00:07:03.240 --> 00:07:04.200]  其實你無法選擇
[00:07:04.200 --> 00:07:06.720]  所以我們一定要讀這段經文
[00:07:06.720 --> 00:07:07.760]  你可能會想
[00:07:07.760 --> 00:07:09.160]  是不是這麼離譜
[00:07:09.160 --> 00:07:10.920]  我給你多讀一段經文
[00:07:10.920 --> 00:07:12.240]  請你們讀
[00:07:12.240 --> 00:07:17.680]  《提摩太后書》
[00:07:17.680 --> 00:07:19.120]  三章十二十三節
[00:07:19.120 --> 00:07:19.720]  請你們讀
[00:07:19.720 --> 00:07:20.720]  預備一二三
[00:07:35.200 --> 00:07:39.040]  我將兩個英文的版本都放在這裡
[00:07:39.040 --> 00:07:40.560]  我讓你自己看
[00:07:40.560 --> 00:07:41.440]  簡單一點說
[00:07:41.440 --> 00:07:44.320]  他說我們面對的世界
[00:07:44.320 --> 00:07:46.240]  是從壞到更壞
[00:07:46.240 --> 00:07:48.160]  是越來越差
[00:07:48.160 --> 00:07:49.440]  迷惑你的那些
[00:07:49.440 --> 00:07:51.240]  其實他自己也被迷惑
[00:07:51.240 --> 00:07:52.840]  他也不懂得分真假
[00:07:52.840 --> 00:07:55.440]  所以他跟你講的那些都是假的
[00:07:55.440 --> 00:07:56.760]  你明白我的意思嗎?
[00:07:56.760 --> 00:07:59.480]  騙你的那個其實他也被騙了
[00:07:59.480 --> 00:08:01.160]  又或者信息的翻譯
[00:08:01.160 --> 00:08:04.920]  就是說anyone who wants to live out for Christ
[00:08:04.920 --> 00:08:08.760]  is in for a lot of troubles
[00:08:08.760 --> 00:08:10.680]  there is no getting around it
[00:08:10.680 --> 00:08:12.880]  你無法避開
[00:08:12.880 --> 00:08:16.640]  如果你願意作為一個虔誠的信徒
[00:08:16.640 --> 00:08:18.280]  在這個世界
[00:08:18.280 --> 00:08:23.040]  你是一定面對迫害
[00:08:23.040 --> 00:08:25.440]  多少的問題
[00:08:25.440 --> 00:08:26.360]  無法走的
[00:08:26.360 --> 00:08:27.200]  無法選擇的
[00:08:27.200 --> 00:08:28.160]  一定有的
[00:08:28.160 --> 00:08:31.320]  不是說我只要做傳福音宣教
[00:08:31.320 --> 00:08:32.800]  我已經預了本死
[00:08:32.800 --> 00:08:33.840]  為福音去緣故
[00:08:33.840 --> 00:08:34.720]  我願意走那一步
[00:08:34.720 --> 00:08:35.760]  不是的
[00:08:35.760 --> 00:08:37.600]  他說你想做一個
[00:08:37.600 --> 00:08:38.880]  敬虔道逸的人
[00:08:38.880 --> 00:08:40.760]  其實在這個世界
[00:08:40.760 --> 00:08:42.480]  你也要付上代價
[00:08:42.480 --> 00:08:45.320]  所以經文提醒我們要機警如蛇
[00:08:45.320 --> 00:08:46.480]  順真如甲
[00:08:46.480 --> 00:08:47.280]  簡單一點說
[00:08:47.280 --> 00:08:47.960]  機警如蛇
[00:08:47.960 --> 00:08:50.240]  就是說你要很聰明
[00:08:50.240 --> 00:08:51.560]  或者如果舊約
[00:08:51.560 --> 00:08:55.160]  他講起《創世紀》第三章
[00:08:55.160 --> 00:09:00.760]  他又說創造的唯有蛇比田野一切的走獸更加狡猾
[00:09:00.760 --> 00:09:04.560]  狡猾這個字和機警這個字是同義詞
[00:09:04.560 --> 00:09:06.040]  或者同一個字根
[00:09:06.040 --> 00:09:07.760]  很相似的
[00:09:07.760 --> 00:09:12.400]  經文提醒我們要聰明一點
[00:09:12.400 --> 00:09:13.920]  什麼叫機警如蛇
[00:09:13.920 --> 00:09:14.960]  順真如甲呢
[00:09:14.960 --> 00:09:17.480]  機警是說我們的能力
[00:09:17.480 --> 00:09:18.720]  你要聰明一點
[00:09:18.720 --> 00:09:19.960]  我不知道你覺不覺得
[00:09:19.960 --> 00:09:23.080]  很多人認為回教會的那些人很蠢
[00:09:23.080 --> 00:09:25.160]  你不蠢也不回教會
[00:09:25.160 --> 00:09:27.360]  你看看教會聚集了一群這樣的人
[00:09:27.360 --> 00:09:28.320]  我不是說你們
[00:09:28.320 --> 00:09:30.080]  我還說我自己
[00:09:30.080 --> 00:09:32.600]  就是順順頓頓才坐在一起
[00:09:32.600 --> 00:09:35.440]  然後就說耶都
[00:09:35.440 --> 00:09:36.960]  聖經說不是的
[00:09:36.960 --> 00:09:39.480]  我們要聰明比外面的人更聰明
[00:09:39.480 --> 00:09:41.000]  不過順真如甲
[00:09:41.000 --> 00:09:42.440]  順真不是說能力
[00:09:42.440 --> 00:09:44.280]  是說你的 motive
[00:09:44.280 --> 00:09:47.000]  是說你的心腸如何
[00:09:47.000 --> 00:09:47.480]  OK
[00:09:47.480 --> 00:09:48.640]  這個我不說了
[00:09:48.640 --> 00:09:53.000]  今天這段經文其實由17節開始到31節
[00:09:53.000 --> 00:09:54.320]  都是說迫害的
[00:09:54.320 --> 00:09:56.200]  今天會分兩部分
[00:09:56.200 --> 00:09:58.200]  第一部分會解釋這段聖經
[00:09:58.200 --> 00:10:00.480]  因為有些事情我們不太明白
[00:10:00.480 --> 00:10:01.720]  解釋清楚它
[00:10:01.720 --> 00:10:03.840]  講完這三點
[00:10:03.840 --> 00:10:06.800]  我會告訴你這段經文對我們有什麼意義
[00:10:06.800 --> 00:10:09.600]  第17至23節
[00:10:09.600 --> 00:10:13.880]  講我們接下來將要面對的迫害是什麼
[00:10:13.880 --> 00:10:17.880]  接著24至27節就講為什麼我們要面對迫害
[00:10:17.880 --> 00:10:21.200]  28至31節就是在講迫害的結局
[00:10:21.200 --> 00:10:22.320]  請等一下姐妹讀
[00:10:22.320 --> 00:10:23.640]  預備 1、2、3
[00:10:23.640 --> 00:10:25.120]  「你們要防備……」
[00:10:25.120 --> 00:10:33.920]  「……將要在會堂裡鞭打你們」
[00:10:33.920 --> 00:10:35.800]  「你們要為我的緣故」
[00:10:35.800 --> 00:10:39.040]  「將被送到統治者和君王面前」
[00:10:39.040 --> 00:10:41.680]  「對他們和外邦人作見證」
[00:10:41.680 --> 00:10:44.280]  「當人把你們交出去時」
[00:10:44.280 --> 00:10:46.520]  「不要擔心說什麼話」
[00:10:46.520 --> 00:10:48.640]  「或說什麼話」
[00:10:48.640 --> 00:10:52.440]  「到那時候必至給你們該說的話」
[00:10:52.440 --> 00:10:55.280]  「不是你們自己說的」
[00:10:55.280 --> 00:10:58.880]  「而是你們腐的靈在你們裡面說的」
[00:10:58.880 --> 00:11:01.240]  這段經文簡單一點說
[00:11:01.240 --> 00:11:03.760]  就是說我們將要面對的就是兩批人
[00:11:03.760 --> 00:11:05.840]  一個是議會和會堂
[00:11:05.840 --> 00:11:09.040]  議會和會堂在講的就是
[00:11:09.040 --> 00:11:10.120]  自己人
[00:11:10.120 --> 00:11:11.640]  宗教領袖
[00:11:11.640 --> 00:11:15.560]  當時耶穌被迫害的正正就是
[00:11:15.560 --> 00:11:17.720]  自己的宗教領袖
[00:11:17.720 --> 00:11:20.800]  接著他再說你要去面對統治者和君王
[00:11:20.800 --> 00:11:22.040]  是在說外邦人
[00:11:22.040 --> 00:11:23.160]  在說政制
[00:11:23.160 --> 00:11:25.360]  在說政治的迫害
[00:11:25.360 --> 00:11:25.960]  OK
[00:11:25.960 --> 00:11:27.360]  當我讀到這段經文
[00:11:27.360 --> 00:11:28.360]  你有印象
[00:11:28.360 --> 00:11:30.520]  如果你對《使徒行傳》有些熟悉
[00:11:30.520 --> 00:11:33.720]  早期的使徒正正就是面對這些事情
[00:11:33.720 --> 00:11:36.000]  彼得和約翰出去傳福音
[00:11:36.000 --> 00:11:39.840]  接著被人交了在議會會堂裡面鞭打
[00:11:39.840 --> 00:11:42.160]  打完出來放回去
[00:11:42.160 --> 00:11:45.400]  那兩個傻子又回去再講福音
[00:11:45.400 --> 00:11:46.680]  結果被人再抓過
[00:11:46.680 --> 00:11:49.080]  但他們就是在面對這些事情
[00:11:49.080 --> 00:11:51.320]  但經文講了一件很特別的事情
[00:11:51.320 --> 00:11:53.280]  他說到時
[00:11:53.280 --> 00:11:56.720]  必賜給你該說的話
[00:11:56.720 --> 00:11:58.240]  你可能就會想
[00:11:58.240 --> 00:12:00.240]  賜給你該說的話做什麼呢?
[00:12:00.240 --> 00:12:01.840]  那我可以脫難
[00:12:01.840 --> 00:12:04.800]  可以擺脫我自己的
[00:12:04.800 --> 00:12:06.360]  洗脫我的嫌疑
[00:12:06.360 --> 00:12:08.760]  或者令我無罪釋放
[00:12:08.760 --> 00:12:09.480]  不是的
[00:12:09.480 --> 00:12:10.960]  經文講得很清楚
[00:12:10.960 --> 00:12:16.360]  他說給你該說的話是叫你對外邦人作見證
[00:12:16.360 --> 00:12:17.560]  簡單一點說
[00:12:17.560 --> 00:12:19.160]  今天有什麼事
[00:12:19.160 --> 00:12:21.840]  你因著信仰的緣故被人抓了
[00:12:21.840 --> 00:12:26.120]  是上帝擺你在那裡作見證
[00:12:26.120 --> 00:12:29.400]  這段經文是這樣說的
[00:12:29.400 --> 00:12:31.120]  繼續跟你講《使徒行傳》
[00:12:31.120 --> 00:12:32.920]  《使徒行傳》到第六章
[00:12:32.920 --> 00:12:35.880]  講選了一個執事叫史提反
[00:12:35.880 --> 00:12:37.440]  史提反被人誣告
[00:12:37.440 --> 00:12:38.760]  然後被抓進監獄
[00:12:38.760 --> 00:12:42.360]  結果他用了整整五十節
[00:12:42.360 --> 00:12:44.560]  五十三節的經文
[00:12:44.560 --> 00:12:46.960]  是上帝給他一些說話
[00:12:46.960 --> 00:12:49.760]  那段經文在記載在《使徒行傳》第七章
[00:12:49.760 --> 00:12:51.080]  你回去自己看
[00:12:51.080 --> 00:12:52.720]  你留意一下那五十三節
[00:12:52.720 --> 00:12:55.040]  其實他不是抵抗他自己
[00:12:55.040 --> 00:12:58.240]  到底我說了什麼是對什麼是不對
[00:12:58.240 --> 00:12:59.040]  你這樣說
[00:12:59.040 --> 00:12:59.800]  你誣告我
[00:12:59.800 --> 00:13:00.520]  或者各樣的東西
[00:13:00.520 --> 00:13:01.200]  不是
[00:13:01.200 --> 00:13:04.120]  完全是一個福音的信息
[00:13:04.120 --> 00:13:07.080]  結果到了第五十四節到六十節
[00:13:07.080 --> 00:13:11.000]  就記載史提反殉道
[00:13:11.000 --> 00:13:12.680]  我想你也聽過這個故事
[00:13:12.680 --> 00:13:15.800]  不過我很想我們一起讀這段經文
[00:13:15.800 --> 00:13:18.200]  或者你聽我說
[00:13:18.200 --> 00:13:21.280]  他說眾人聽見史提反說的那些話
[00:13:21.280 --> 00:13:23.120]  心中極其惱怒
[00:13:23.120 --> 00:13:25.160]  向史提反咬牙切齒
[00:13:25.160 --> 00:13:27.600]  但史提反滿有聖靈
[00:13:27.600 --> 00:13:30.320]  定睜望天看見上帝的榮耀
[00:13:30.320 --> 00:13:32.600]  又看見耶穌站在上帝的右邊
[00:13:32.600 --> 00:13:34.960]  就說我看見天開了
[00:13:34.960 --> 00:13:37.360]  人子站在上帝的右邊
[00:13:37.360 --> 00:13:39.160]  眾人就大聲喊叫
[00:13:39.160 --> 00:13:41.360]  掩著耳朵齊心衝向他
[00:13:41.360 --> 00:13:42.920]  將他推到城外
[00:13:42.920 --> 00:13:44.640]  用石頭打他
[00:13:44.640 --> 00:13:45.440]  我不讀了
[00:13:45.440 --> 00:13:46.160]  下面就說
[00:13:46.160 --> 00:13:47.520]  結果他跪下來
[00:13:47.520 --> 00:13:48.720]  大聲喊著
[00:13:48.720 --> 00:13:49.680]  主啊
[00:13:49.680 --> 00:13:52.560]  不要將這罪歸於他們
[00:13:52.560 --> 00:13:55.800]  說了這話就長眠
[00:13:55.800 --> 00:13:59.520]  史提反的經歷告訴我們兩件事
[00:13:59.520 --> 00:14:00.840]  第一
[00:14:00.840 --> 00:14:02.880]  我們說的殉道是真的
[00:14:02.880 --> 00:14:05.280]  不是比喻
[00:14:05.280 --> 00:14:05.880]  你明不明白
[00:14:05.880 --> 00:14:09.200]  我們很多時候以為殉道只是說說而已
[00:14:09.200 --> 00:14:11.720]  不是啊,在史提反的年代已經有
[00:14:11.720 --> 00:14:13.400]  在今天這個年代
[00:14:13.400 --> 00:14:14.800]  2021的世界
[00:14:14.800 --> 00:14:17.600]  其實都不停發生殉道的事件
[00:14:17.600 --> 00:14:19.520]  這個不是比喻
[00:14:19.520 --> 00:14:21.120]  是真的會發生的
[00:14:21.120 --> 00:14:22.000]  第二
[00:14:22.000 --> 00:14:24.640]  史提反當時殉道的時候
[00:14:24.640 --> 00:14:25.920]  剛才我也降低了
[00:14:25.920 --> 00:14:26.800]  有個重點就是
[00:14:26.800 --> 00:14:31.280]  他是滿有聖靈
[00:14:31.280 --> 00:14:34.080]  告訴我們什麼
[00:14:34.080 --> 00:14:35.040]  有聖靈
[00:14:35.040 --> 00:14:37.160]  聖靈充滿的時候
[00:14:37.160 --> 00:14:40.040]  能力是給你作見證
[00:14:40.040 --> 00:14:45.360]  能力不是給你逢凶化吉
[00:14:45.360 --> 00:14:46.840]  我們經常想
[00:14:46.840 --> 00:14:48.640]  宣教士面對很多困難
[00:14:48.640 --> 00:14:50.360]  祈禱、祈行禱
[00:14:50.360 --> 00:14:53.320]  為什麼都殉道呢?
[00:14:53.320 --> 00:14:55.160]  可能他殉道那一刻
[00:14:55.160 --> 00:14:57.720]  正正就是滿有聖靈
[00:14:57.720 --> 00:14:59.760]  聖經是這麼說的
[00:14:59.760 --> 00:15:01.640]  我們要面對的困難
[00:15:01.640 --> 00:15:04.400]  是真的會發生的,兄弟姐妹
[00:15:04.400 --> 00:15:06.040]  為什麼我這麼用力說來說去
[00:15:06.040 --> 00:15:07.760]  這個重點就是我怕你們不醒
[00:15:07.760 --> 00:15:08.960]  你以為還可以敷衍
[00:15:08.960 --> 00:15:10.280]  你以為說他而已
[00:15:10.280 --> 00:15:12.840]  不是,是說你
[00:15:12.840 --> 00:15:13.840]  你可能會覺得
[00:15:13.840 --> 00:15:15.560]  在現在這個世代越來越近
[00:15:15.560 --> 00:15:16.120]  是真的
[00:15:16.120 --> 00:15:18.320]  但我想你有一個更大的迫切性
[00:15:18.320 --> 00:15:20.520]  就是在門口
[00:15:20.520 --> 00:15:21.840]  你不要想著回來
[00:15:21.840 --> 00:15:23.400]  聽一下道涼、冷氣
[00:15:23.400 --> 00:15:25.000]  感受一下神的愛
[00:15:25.000 --> 00:15:25.760]  敬拜一下
[00:15:25.760 --> 00:15:26.480]  然後回家
[00:15:26.480 --> 00:15:28.440]  不是的
[00:15:28.440 --> 00:15:31.840]  你出去打仗,弟兄姐妹
[00:15:31.840 --> 00:15:34.000]  你要醒
[00:15:34.000 --> 00:15:37.600]  你要醒,不可以再玩玩
[00:15:37.600 --> 00:15:40.480]  這段經文的迫切是這樣
[00:15:40.480 --> 00:15:41.880]  經文到了第21節
[00:15:41.880 --> 00:15:45.040]  就說了其中一些後果
[00:15:45.040 --> 00:15:46.560]  就說弟兄要把弟兄
[00:15:46.560 --> 00:15:48.880]  父親要把兒女置諸死地
[00:15:48.880 --> 00:15:51.480]  兒女要起來與父母為敵
[00:15:51.480 --> 00:15:52.480]  害死他們
[00:15:52.480 --> 00:15:54.640]  像不像文革那些
[00:15:54.640 --> 00:15:56.640]  鬥來鬥去
[00:15:56.640 --> 00:15:59.760]  而且你們要為我的名被眾人憎恨
[00:15:59.760 --> 00:16:02.880]  但堅忍到底的終必得救
[00:16:02.880 --> 00:16:06.360]  但堅忍到底的終必得救
[00:16:06.360 --> 00:16:11.960]  這段經文由議會、會堂、君王
[00:16:11.960 --> 00:16:15.080]  去到你人生最徹底的安殊區
[00:16:15.080 --> 00:16:16.520]  就是你的家
[00:16:16.520 --> 00:16:17.560]  你的家庭基地
[00:16:17.560 --> 00:16:19.600]  現在被攻擊
[00:16:19.600 --> 00:16:20.640]  不是外面
[00:16:20.640 --> 00:16:21.600]  你回到家裡
[00:16:21.600 --> 00:16:23.160]  攻擊的不是外人
[00:16:23.160 --> 00:16:25.320]  是你自己人
[00:16:25.320 --> 00:16:26.560]  我有時候也會覺得
[00:16:26.560 --> 00:16:29.280]  其實在基督教圈子也彼此攻擊
[00:16:29.280 --> 00:16:31.280]  這是最可悲的
[00:16:31.280 --> 00:16:34.920]  我們不是同心去面對一些外來勢力
[00:16:34.920 --> 00:16:37.400]  或者同心合意傳福音
[00:16:37.400 --> 00:16:37.880]  不是的
[00:16:37.880 --> 00:16:41.400]  我們是要我傳那些才算的
[00:16:41.400 --> 00:16:43.400]  我覺得有時候我們作為教會
[00:16:43.400 --> 00:16:48.960]  我們要想我們如何與不同的教會同心合意
[00:16:48.960 --> 00:16:50.480]  你也是神的教會
[00:16:50.480 --> 00:16:52.000]  他也是
[00:16:52.000 --> 00:16:53.200]  他也是神教會的時候
[00:16:53.200 --> 00:16:55.480]  你也是
[00:16:55.480 --> 00:16:58.080]  當我預備這段經文的時候
