
[00:00:00.000 --> 00:00:03.880]  如果你有聖經的話,我鼓勵你一同去擁抱神的話,我們一起祈禱
[00:04:17.500 --> 00:04:22.220]  可能你決意說我要善待家人,不過你仍然在言語上,行為上
[00:04:22.220 --> 00:04:25.220]  很粗暴地對待你最愛的人
[00:04:25.220 --> 00:04:31.220]  可能很多很多我們很決定,我們要去做,立定心意
[00:04:31.220 --> 00:04:35.420]  我們常立志,不過都不能夠立常志
[00:04:35.420 --> 00:04:41.420]  一次又一次,原來我們自己都很沮喪,究竟應該怎樣呢?
[00:04:41.420 --> 00:04:46.020]  弟兄姊妹,我們每個人都經歷過失敗,門徒都是
[00:04:46.020 --> 00:04:49.620]  當他們跟隨耶穌的時候,都有很多的失敗
[00:04:49.620 --> 00:04:58.620]  今日我想從《馬可福音》裏面,在結尾裏看一看,究竟馬可怎樣去交代這個故事
[00:04:58.620 --> 00:05:05.620]  從而讓我們學習一下,作為跟隨耶穌的門徒,我們怎樣能夠忠心到尾
[00:05:05.620 --> 00:05:08.620]  如果看到聖經,就請你翻開到《馬可福音》
[00:05:12.620 --> 00:05:19.620]  在進行經文之前,我想去一個榮觀的PowerPoint,讓大家看看《馬可福音》的故事
[00:05:19.620 --> 00:05:26.620]  看看這個可不可以,我應該向這個方向按呢?
[00:05:26.620 --> 00:05:31.620]  好,我們是有需要一點默契的
[00:05:31.620 --> 00:05:36.620]  我是按了的,亦都應該是connect了,剛才都試到的
[00:05:36.620 --> 00:05:39.620]  不過呢,是我按還是你按的?
[00:05:39.620 --> 00:05:45.620]  OK,是你按的,那你見到我這樣扮,就扮成我按,但其實是你按的
[00:05:45.620 --> 00:05:50.620]  在《馬可福音》裏面,一開始我們見到在曠野裏面
[00:05:50.620 --> 00:05:53.620]  換句話說,《馬可福音》好像一個進程
[00:05:53.620 --> 00:05:59.620]  你走一條路,一條跟隨耶穌的路,一條作耶穌門徒的進程
[00:05:59.620 --> 00:06:04.620]  一開始在曠野,接著去到加利利,接著我們見到黑眼漢堅
[00:06:04.620 --> 00:06:14.620]  接著在路上,接著有一個黑眼漢堅,接著在耶路撒冷,接著最後在墳墓裏面
[00:06:14.620 --> 00:06:20.620]  這個有沒有燈的呢?我可以按熄它,但我按不下去,很奇怪
[00:06:20.620 --> 00:06:25.620]  是我按的嗎?OK,這樣,可能我按得到
[00:06:25.620 --> 00:06:34.620]  一開始我們見到在曠野,最後在墳墓裏面
[00:06:34.620 --> 00:06:42.620]  接著在加利利途中,接著往耶路撒冷的路上
[00:06:42.620 --> 00:06:45.620]  接著最後去到耶路撒冷,再去到墳墓當中
[00:06:45.620 --> 00:06:50.620]  在路上,在整個《馬可福音》裏面,只有兩個黑眼漢堅的神蹟
[00:06:50.620 --> 00:06:56.620]  一個在路上之前,一個在路上之後,所以《馬可福音》是很工整地去寫作
[00:06:56.620 --> 00:07:02.620]  這一條跟隨耶穌的路,而在這個大綱裏面,你都可以分為三部份
[00:07:14.620 --> 00:07:21.620]  第一部份,你可以說是認識耶穌是誰,耶穌可以藉著不同的講論,不同所做的事情
[00:07:21.620 --> 00:07:25.620]  讓他門徒和身邊的人見到,耶穌是誰
[00:07:25.620 --> 00:07:30.620]  第二部份,你見到耶穌是誰,你要接受耶穌的使命
[00:07:30.620 --> 00:07:36.620]  原來祂要去受苦,原來祂要去受死,這個是耶穌的使命
[00:07:36.620 --> 00:07:43.620]  第三部份,就是挑戰你既然知道耶穌是誰,既然知道耶穌的使命是怎樣的時候
[00:07:43.620 --> 00:07:48.620]  你能不能忠於耶穌,一路跟忠心到底呢?
[00:07:48.620 --> 00:07:54.620]  所以在這個路上,這一條跟隨耶穌的路裏面,一路走過不同的路腳中
[00:07:54.620 --> 00:08:02.620]  見過不同的事物,認識耶穌更多的時候,都是挑戰門徒能不能夠很忠心
[00:08:02.620 --> 00:08:10.620]  一開始在曠野不是人住的地方,最後在墳墓也不是人住的地方
[00:08:10.620 --> 00:08:15.620]  一開始有一個使者幫耶穌講說話,就是施洗約翰
[00:08:15.620 --> 00:08:20.620]  最後有另一位使者幫耶穌講說話,那個就是一位天使
[00:08:20.620 --> 00:08:25.620]  今天我們只要看最後一段,就是去到耶路撒冷,耶穌已經死了
[00:08:25.620 --> 00:08:28.620]  那些門徒怎樣呢?他能不能忠心呢?
[00:08:28.620 --> 00:08:32.620]  這個是馬可給我們的訊息,也是給我們的挑戰
[00:08:32.620 --> 00:08:36.620]  我們今天在這段經文裏面,我們會看三樣東西
[00:08:36.620 --> 00:08:41.620]  我們會看究竟沒有講什麼,然後講了些什麼
[00:08:41.620 --> 00:08:45.620]  從中再思想一下,馬可想講些什麼
[00:08:45.620 --> 00:08:50.620]  我們先看看第一段,我們說他講了什麼
[00:08:50.620 --> 00:08:58.620]  他講了的就是讓我們見到,我們在跟隨耶穌的路上都會有失敗
[00:08:58.620 --> 00:09:02.620]  我們從他講了的事裏面,我們見到他有些沒有講的東西
[00:09:02.620 --> 00:09:06.620]  而沒有講的,是沒有交代門徒
[00:09:06.620 --> 00:09:12.620]  在第四十節,十五章的四十節,當耶穌斷氣了
[00:09:12.620 --> 00:09:15.620]  他大聲一呼喊,萬子離開了之後
[00:09:15.620 --> 00:09:19.620]  接著說到第四十節,有些婦人遠遠地觀看
[00:09:19.620 --> 00:09:23.620]  其中有穆達拉的瑪利亞,也有小雅各和約瑟的母親瑪利亞
[00:09:23.620 --> 00:09:28.620]  還有撒瑪米,有三個婦女在那裏
[00:09:28.620 --> 00:09:33.620]  接著到十六章的時候,又會再講到在安息日的時候
[00:09:33.620 --> 00:09:35.620]  都是那三個婦女在那裏
[00:09:35.620 --> 00:09:37.620]  這三個婦女在那裏幹什麼呢
[00:09:37.620 --> 00:09:42.620]  他們就是從前在耶穌在加利利,四十一節,在耶穌在加利利的時候
[00:09:42.620 --> 00:09:44.620]  他跟隨他,服侍他的人
[00:09:44.620 --> 00:09:49.620]  等等,在加利利,門徒都是跟隨他,服侍他的
[00:09:49.620 --> 00:09:51.620]  那些門徒去了那裏呢
[00:09:51.620 --> 00:09:54.620]  為什麼耶穌死了之後,那些門徒都走了
[00:09:54.620 --> 00:09:56.620]  尤其是他近身的那三個門徒
[00:09:56.620 --> 00:09:59.620]  彼得雅各和約翰去了那裏呢
[00:09:59.620 --> 00:10:02.620]  在那裏,有三個婦女
[00:10:02.620 --> 00:10:07.620]  彷彿是那三個門徒應該要做的事,沒有做到
[00:10:07.620 --> 00:10:09.620]  這三個婦女在那裏
[00:10:09.620 --> 00:10:13.620]  沒有講的,就是沒有講那些門徒,那些門徒在那裏幹什麼呢
[00:10:13.620 --> 00:10:16.620]  就是這些婦女,還有一些是沒有名字的
[00:10:16.620 --> 00:10:21.620]  一同跟隨耶穌上耶路撒冷的婦女在那裏
[00:10:21.620 --> 00:10:25.620]  有三個主要的,還有其他一堆的婦女
[00:10:25.620 --> 00:10:28.620]  都在那裏跟隨著耶穌,看著耶穌
[00:10:28.620 --> 00:10:31.620]  但是那三個主要的門徒和其他門徒
[00:10:31.620 --> 00:10:34.620]  全部都不知道去了那裏
[00:10:34.620 --> 00:10:39.620]  這裏很有趣,用了很多不同的動詞去說那些婦女看
[00:10:39.620 --> 00:10:47.620]  在這裏,四十節就說,有些婦女遠遠地觀看
[00:10:47.620 --> 00:10:56.620]  他們抬頭一看,看見石頭已經滾開了
[00:10:56.620 --> 00:11:01.620]  用了很多不同的詞彙,用了很多不同的方法去說看
[00:11:01.620 --> 00:11:05.620]  換句話說,你看見了,你遠遠地觀看了
[00:11:05.620 --> 00:11:08.620]  用了很多不同的字眼去說見到
[00:11:08.620 --> 00:11:11.620]  他們見到耶穌是誰呢
[00:11:11.620 --> 00:11:15.620]  一直以來,在跟隨耶穌的進程當中
[00:11:15.620 --> 00:11:17.620]  門徒都應該不斷地觀看
[00:11:17.620 --> 00:11:21.620]  我們見到剛才說有兩個盒子看見的故事
[00:11:21.620 --> 00:11:24.620]  都是黑眼看見,你看見耶穌是誰
[00:11:24.620 --> 00:11:27.620]  你知道耶穌的使命
[00:11:27.620 --> 00:11:29.620]  那麼門徒見不見到
[00:11:29.620 --> 00:11:32.620]  似乎現在這些婦女很見到
[00:11:32.620 --> 00:11:36.620]  但是門徒呢,不是很見到
[00:11:36.620 --> 00:11:39.620]  所以你也見不到他們
[00:11:39.620 --> 00:11:43.620]  我們見到門徒的失敗
[00:11:43.620 --> 00:11:45.620]  他們見不到耶穌是誰
[00:11:45.620 --> 00:11:47.620]  他們沒有跟隨耶穌
[00:11:47.620 --> 00:11:52.620]  而耶穌死的時候,他們都不知道去了哪裡
[00:11:52.620 --> 00:11:55.620]  不單止這幾個婦女
[00:11:55.620 --> 00:11:57.620]  四十二節到這個晚上
[00:11:57.620 --> 00:11:59.620]  因為這個是預備日,就是安息的前一日
[00:11:59.620 --> 00:12:02.620]  所以過了這四十日就應該不做事
[00:12:02.620 --> 00:12:04.620]  但是這個約瑟呢,他是一個尊貴的議員
[00:12:04.620 --> 00:12:06.620]  他本身是有身份的
[00:12:06.620 --> 00:12:09.620]  但是他也是盼望著神的國
[00:12:09.620 --> 00:12:12.620]  他放膽去見比拉多
[00:12:12.620 --> 00:12:15.620]  請求要耶穌的身體
[00:12:15.620 --> 00:12:20.620]  想一想,他現在去找
[00:12:20.620 --> 00:12:23.620]  判耶穌死刑的比拉多
[00:12:23.620 --> 00:12:27.620]  每個門徒都四散,都害怕自己會死
[00:12:27.620 --> 00:12:30.620]  耶穌被捉拿的時候,每個都走了
[00:12:30.620 --> 00:12:32.620]  現在這裡有一個約瑟
[00:12:32.620 --> 00:12:34.620]  他自己本身是有尊貴的身份
[00:12:34.620 --> 00:12:36.620]  他不是說我難命一條
[00:12:36.620 --> 00:12:39.620]  他也夠膽去找比拉多
[00:12:39.620 --> 00:12:41.620]  去拿回耶穌的身體
[00:12:41.620 --> 00:12:43.620]  都是那一句
[00:12:43.620 --> 00:12:45.620]  門徒去了哪裡
[00:12:45.620 --> 00:12:48.620]  這裡有些中文是不能夠翻譯的
[00:12:48.620 --> 00:12:50.620]  其實他是去拿回耶穌的死屍
[00:12:50.620 --> 00:12:52.620]  而死屍這個字呢
[00:12:52.620 --> 00:12:55.620]  在整個馬赫福案裡面
[00:12:55.620 --> 00:12:57.620]  只出現過兩次
[00:12:57.620 --> 00:12:59.620]  在哪裡出現過呢?
[00:12:59.620 --> 00:13:01.620]  請問一下,跳跳跳
[00:13:01.620 --> 00:13:03.620]  這裡
[00:13:03.620 --> 00:13:05.620]  屍體這個字在整個馬赫福案裡面
[00:13:05.620 --> 00:13:07.620]  只出現過兩次
[00:13:07.620 --> 00:13:10.620]  一次呢,就是約翰的門徒聽見了
[00:13:10.620 --> 00:13:13.620]  就將他的屍體領走
[00:13:13.620 --> 00:13:15.620]  放在墳墓裡面
[00:13:15.620 --> 00:13:17.620]  現在另外一段就是這裡
[00:13:17.620 --> 00:13:20.620]  這個約瑟,他想要耶穌的身體
[00:13:20.620 --> 00:13:22.620]  耶穌的屍體
[00:13:22.620 --> 00:13:24.620]  換句話說
[00:13:24.620 --> 00:13:27.620]  你看回之前,約翰死了的時候
[00:13:27.620 --> 00:13:29.620]  約翰的門徒
[00:13:29.620 --> 00:13:32.620]  都要拿回約翰的身體
[00:13:32.620 --> 00:13:35.620]  去安葬約翰
[00:13:35.620 --> 00:13:37.620]  現在耶穌死了
[00:13:37.620 --> 00:13:39.620]  耶穌的門徒不知道去了哪裡
[00:13:39.620 --> 00:13:41.620]  是由另外一個人
[00:13:41.620 --> 00:13:44.620]  去領取耶穌的身體
[00:13:44.620 --> 00:13:46.620]  都是那一句
[00:13:46.620 --> 00:13:48.620]  門徒去了哪裡
[00:13:48.620 --> 00:13:51.620]  我覺得很奇怪
[00:13:51.620 --> 00:13:53.620]  你想像一下
[00:13:53.620 --> 00:13:55.620]  如果你去到一個安息禮
[00:13:55.620 --> 00:13:57.620]  你發覺符靈那些人呢
[00:13:57.620 --> 00:14:00.620]  是死者生前的司機
[00:14:00.620 --> 00:14:03.620]  朋友,還有阿姨
[00:14:03.620 --> 00:14:05.620]  那些孩子都去了哪裡呢?
[00:14:05.620 --> 00:14:07.620]  術士找了一個工人來說
[00:14:07.620 --> 00:14:09.620]  那些孩子都去了哪裡?
[00:14:09.620 --> 00:14:10.620]  你都會問
[00:14:10.620 --> 00:14:12.620]  為什麼這些是孩子應該要做的事
[00:14:12.620 --> 00:14:14.620]  沒有做到,要由其他人去做
[00:14:14.620 --> 00:14:16.620]  現在就是門徒應該要做的事
[00:14:16.620 --> 00:14:19.620]  他沒有做到,由其他人來做
[00:14:19.620 --> 00:14:21.620]  門徒去了哪裡?
[00:14:21.620 --> 00:14:24.620]  衷心跟隨耶穌
[00:14:24.620 --> 00:14:28.620]  他們決意離開,不跟隨耶穌
[00:14:28.620 --> 00:14:31.620]  懼怕令他們死散
[00:14:31.620 --> 00:14:33.620]  這個跌倒
[00:14:33.620 --> 00:14:35.620]  都是一個很大的羞辱
[00:14:35.620 --> 00:14:37.620]  很可悲
[00:14:37.620 --> 00:14:39.620]  門徒不像門徒
[00:14:39.620 --> 00:14:42.620]  沒有做到他們應該要做的事
[00:14:42.620 --> 00:14:44.620]  弟兄姊妹
[00:14:44.620 --> 00:14:46.620]  可能有時候我們都會覺得
[00:14:46.620 --> 00:14:48.620]  我們作為跟隨耶穌的門徒
[00:14:48.620 --> 00:14:50.620]  其實都很不像樣
[00:14:50.620 --> 00:14:53.620]  很多事都達不到神的期望
[00:14:53.620 --> 00:14:56.620]  按照不了聖經的教訓
[00:14:56.620 --> 00:14:59.620]  明白,但不能夠活出來
[00:14:59.620 --> 00:15:02.620]  我們都沒有忠於跟隨耶穌
[00:15:02.620 --> 00:15:04.620]  我們都會覺得很羞愧
[00:15:04.620 --> 00:15:07.620]  就好像門徒一樣
[00:15:07.620 --> 00:15:09.620]  但聖經給我們看見
[00:15:09.620 --> 00:15:11.620]  在失敗當中
[00:15:11.620 --> 00:15:14.620]  仍然有神的饒恕
[00:15:14.620 --> 00:15:17.620]  我們再看下去
[00:15:17.620 --> 00:15:25.620]  他們將耶穌放在墳墓裡的時候
[00:15:25.620 --> 00:15:27.620]  他們去到安息日
[00:15:27.620 --> 00:15:30.620]  幾個婦女就準備一早清早去到墳墓裡
[00:15:30.620 --> 00:15:34.620]  問誰要幫他們將石頭從墳墓滾開
[00:15:34.620 --> 00:15:37.620]  應該是在說門徒應該要在那裡做
[00:15:37.620 --> 00:15:39.620]  但門徒不知道去了那裡
[00:15:39.620 --> 00:15:41.620]  他們抬頭一看
[00:15:41.620 --> 00:15:43.620]  石頭已經滾開了
[00:15:43.620 --> 00:15:46.620]  接著他們進入墳墓裡
[00:15:46.620 --> 00:15:48.620]  看見一個年輕人坐在右邊
[00:15:48.620 --> 00:15:49.620]  穿著白袍
[00:15:49.620 --> 00:15:51.620]  就很害怕
[00:15:51.620 --> 00:15:53.620]  那個年輕人就說了一句
[00:15:53.620 --> 00:15:55.620]  你們不要驚慌
[00:15:55.620 --> 00:15:58.620]  你們尋找那釘十字架的拿撒人耶穌
[00:15:58.620 --> 00:16:00.620]  祂已經復活了
[00:16:00.620 --> 00:16:01.620]  不再這類
[00:16:01.620 --> 00:16:05.620]  來看安放祂的地方
[00:16:05.620 --> 00:16:09.620]  這裡很明顯我們知道祂是一個天使
[00:16:09.620 --> 00:16:12.620]  在其他福音書裡面也很清楚說到
[00:16:12.620 --> 00:16:17.620]  但馬可偏偏要選擇說一個年輕人
[00:16:17.620 --> 00:16:21.620]  馬可也知道這是一個天使
[00:16:21.620 --> 00:16:24.620]  不過他選擇用年輕人來交代
[00:16:24.620 --> 00:16:26.620]  為什麼呢
[00:16:26.620 --> 00:16:30.620]  他們進去看見一個年輕人坐在右邊
[00:16:30.620 --> 00:16:33.620]  為什麼要這麼仔細交代坐在右邊呢
[00:16:33.620 --> 00:16:36.620]  坐在右邊有什麼關係呢
[00:16:36.620 --> 00:16:38.620]  這也是其他福音書沒有說到的
[00:16:38.620 --> 00:16:41.620]  似乎馬可有一個很特定的原因
[00:16:41.620 --> 00:16:45.620]  他要交代這個年輕人坐在右邊
[00:16:45.620 --> 00:16:48.620]  為什麼不清清楚楚說有一個天使想跟他說話呢
[00:16:48.620 --> 00:16:51.620]  這個年輕人代表著什麼呢
[00:16:51.620 --> 00:16:53.620]  雖然這個年輕人實在是一個天使
[00:16:53.620 --> 00:16:55.620]  但是從一個寫作技巧裡面
[00:16:55.620 --> 00:16:57.620]  他似乎想讓我們看見
[00:16:57.620 --> 00:17:01.620]  跟另一個年輕人相關
[00:17:01.620 --> 00:17:03.620]  請拿一下powerpoint
[00:17:03.620 --> 00:17:05.620]  跳下去
[00:17:05.620 --> 00:17:06.620]  再跳下去
[00:17:06.620 --> 00:17:08.620]  都跳下去
[00:17:08.620 --> 00:17:10.620]  去一下
[00:17:10.620 --> 00:17:12.620]  年輕人
[00:17:12.620 --> 00:17:16.620]  這裡說他穿著一個白袍
[00:17:16.620 --> 00:17:18.620]  在馬可福音裡面
[00:17:18.620 --> 00:17:22.620]  年輕人這個字只有兩個地方出現過
[00:17:22.620 --> 00:17:25.620]  在這裡看到一個年輕人
[00:17:25.620 --> 00:17:27.620]  說他穿著白袍
[00:17:27.620 --> 00:17:29.620]  在另一個地方在哪裡呢
[00:17:29.620 --> 00:17:32.620]  在之前十四章說一個年輕人
[00:17:32.620 --> 00:17:35.620]  光著身體只是披一塊麻布
[00:17:35.620 --> 00:17:37.620]  原文裡面都是同一個字
[00:17:37.620 --> 00:17:39.620]  披的字和穿著的字是同一個字
[00:17:39.620 --> 00:17:42.620]  這個年輕人的字和這個青年人的字都是同一個字
[00:17:42.620 --> 00:17:44.620]  馬可福音裡面只有兩個年輕人
[00:17:44.620 --> 00:17:49.620]  一個是之前光著身體套著一塊布
[00:17:49.620 --> 00:17:54.620]  和另一個穿著白袍的年輕人
[00:17:54.620 --> 00:17:56.620]  在耶穌墳墓的右邊
[00:17:56.620 --> 00:17:59.620]  當時回看這個年輕人
[00:17:59.620 --> 00:18:03.620]  十四章為什麼馬可福音會無端端說這個年輕人呢
[00:18:03.620 --> 00:18:05.620]  又很奇怪地
[00:18:05.620 --> 00:18:08.620]  他無端端被人抓住
[00:18:08.620 --> 00:18:09.620]  他想跟隨耶穌
[00:18:09.620 --> 00:18:13.620]  但被人抓住之後就金錢脫殼赤裸裸的走了
[00:18:13.620 --> 00:18:17.620]  反觀這個年輕人是代表著你和我
[00:18:17.620 --> 00:18:21.620]  他是應該要放下一切去跟隨耶穌
[00:18:21.620 --> 00:18:23.620]  誰知他就像其他門徒一樣
[00:18:23.620 --> 00:18:27.620]  放下一切去不跟隨耶穌
[00:18:27.620 --> 00:18:30.620]  而他放下一切不去跟隨耶穌
[00:18:30.620 --> 00:18:34.620]  這個赤身路體逃跑是一件很羞辱的事情
[00:18:34.620 --> 00:18:37.620]  正等於其他門徒和我們一樣
[00:18:37.620 --> 00:18:38.620]  當我們不跟隨耶穌
[00:18:38.620 --> 00:18:41.620]  當我們放下一切不跟隨耶穌的時候
[00:18:41.620 --> 00:18:44.620]  都是一件很羞辱的事情
[00:18:44.620 --> 00:18:49.620]  但在這裏讓我們看到有另一個年輕人穿著白袍
[00:18:49.620 --> 00:18:52.620]  坐在右邊
[00:18:52.620 --> 00:18:54.620]  再看一看
[00:18:54.620 --> 00:18:59.620]  白色這個字在整個馬可福音都只是出現過兩次
[00:18:59.620 --> 00:19:02.620]  有沒有印象在哪裏
[00:19:02.620 --> 00:19:06.620]  在這裏這個年輕人穿著一個白袍
[00:19:06.620 --> 00:19:11.620]  而另一個地方就是登山變象的時候
[00:19:11.620 --> 00:19:15.620]  那三個比特近生的門徒比特雅各約翰上到高山
[00:19:15.620 --> 00:19:17.620]  見到耶穌變了形象
[00:19:17.620 --> 00:19:20.620]  衣服發光極其潔白
[00:19:20.620 --> 00:19:25.620]  在原文裏面「白」這個字只在這兩段經文出現過
[00:19:25.620 --> 00:19:28.620]  究竟馬可信講什麼呢
[00:19:28.620 --> 00:19:30.620]  再看一看
[00:19:30.620 --> 00:19:32.620]  麻布
[00:19:32.620 --> 00:19:36.620]  都是整個馬可福音裏面只出現過兩次
[00:19:36.620 --> 00:19:40.620]  約瑟買了一個小麻布想包住他
[00:19:40.620 --> 00:19:47.620]  而當時那個年輕人就是扔下那塊麻布赤身走開
[00:19:47.620 --> 00:19:50.620]  都是在這兩段經文出現過麻布
[00:19:50.620 --> 00:19:58.620]  一塊麻布是他放下一切不跟隨耶穌換來的羞辱那塊麻布
[00:19:58.620 --> 00:20:01.620]  另一塊麻布是一個冒著生命危險
[00:20:01.620 --> 00:20:04.620]  都要去拿回耶穌的屍體
[00:20:04.620 --> 00:20:09.620]  包住耶穌的屍體的麻布
[00:20:09.620 --> 00:20:11.620]  似乎馬可信的經文見到
[00:20:11.620 --> 00:20:19.620]  這個不跟隨耶穌的羞辱和耶穌的死和復活是有關係的
[00:20:19.620 --> 00:20:21.620]  再看一看
[00:20:21.620 --> 00:20:27.620]  他丟下的那塊麻布是丟棄耶穌的羞恥
[00:20:27.620 --> 00:20:32.620]  耶穌死的時候就有一塊麻布包住
[00:20:32.620 --> 00:20:36.620]  登山變相只有一個榮耀的白衣
[00:20:36.620 --> 00:20:41.620]  就是那個年輕人在墳墓裡面右邊坐著
[00:20:41.620 --> 00:20:43.620]  穿著那件白衣
[00:20:43.620 --> 00:20:46.620]  再看一看
[00:20:46.620 --> 00:20:49.620]  哎呀 我跳得太多了
[00:20:49.620 --> 00:20:51.620]  讓我們明白到
[00:20:51.620 --> 00:20:54.620]  馬可讓我們看一看我們的羞辱
[00:20:54.620 --> 00:20:57.620]  耶穌穿上了那塊麻布
[00:20:57.620 --> 00:21:03.620]  耶穌的榮耀那個白衣被我們著傷
[00:21:03.620 --> 00:21:06.620]  那個年輕人他刻意不說是一個天使
[00:21:06.620 --> 00:21:11.620]  就是說那個年輕人就是應對之前那位金蟬脫殼的年輕人
[00:21:11.620 --> 00:21:14.620]  那個金蟬脫殼的年輕人就是代表著門徒
[00:21:14.620 --> 00:21:18.620]  代表著你和我放棄一切不跟隨耶穌的羞辱
[00:21:18.620 --> 00:21:22.620]  但是這位天使年輕人
[00:21:22.620 --> 00:21:25.620]  他就是代表著你和我
[00:21:25.620 --> 00:21:29.620]  你可以穿上披戴基督的榮耀
[00:21:29.620 --> 00:21:33.620]  因為在主裡面他拿走我們的羞辱
[00:21:33.620 --> 00:21:37.620]  他給他的榮耀包住我們
[00:21:37.620 --> 00:21:38.620]  弟兄姊妹
[00:21:38.620 --> 00:21:40.620]  在主裡面是有饒恕的
[00:21:40.620 --> 00:21:41.620]  我們有我們的羞辱
[00:21:41.620 --> 00:21:42.620]  我們有犯錯
[00:21:42.620 --> 00:21:45.620]  有做得不好的地方
[00:21:45.620 --> 00:21:47.620]  但是主耶穌在十字架上面
[00:21:47.620 --> 00:21:50.620]  擔當了我們的罪
[00:21:50.620 --> 00:21:53.620]  承擔了我們的刑罰
[00:21:53.620 --> 00:21:56.620]  披戴著我們的羞辱
[00:21:56.620 --> 00:22:01.620]  換來的就是讓我們穿上他的榮耀
[00:22:01.620 --> 00:22:02.620]  有失敗
[00:22:02.620 --> 00:22:05.620]  但這不是完結
