
[00:00:00.000 --> 00:00:01.640]  考試就快到啦
[00:01:56.540 --> 00:02:02.260]  就算你能入大學也好,也可能決定你讀哪個科目、哪個學系
[00:02:02.260 --> 00:02:04.140]  甚至你不入大學也好
[00:02:04.140 --> 00:02:09.140]  可能你在工作的環境裡必須要面對一些專業考試
[00:02:09.140 --> 00:02:11.500]  你才能得到一些專業的資格
[00:02:11.500 --> 00:02:12.900]  換句話說
[00:02:12.900 --> 00:02:15.620]  可能你通過了一些考試
[00:02:15.620 --> 00:02:18.060]  你就有更多的機會
[00:02:18.060 --> 00:02:23.500]  可以得到更好的前途或者更好的生活條件
[00:02:23.500 --> 00:02:25.460]  我們的信仰生活也是一樣
[00:02:25.460 --> 00:02:29.900]  是有考試的、是有測驗的、是有考驗的
[00:02:29.900 --> 00:02:34.900]  如果你通過這些考驗、通過這些考試
[00:02:34.900 --> 00:02:39.820]  就代表你跟城的關係、你的信心有更上一層樓
[00:02:39.820 --> 00:02:44.060]  上次我們講到阿伯拉罕的信心經歷
[00:02:44.060 --> 00:02:48.540]  今天我們一起來看阿伯拉罕的信心考試
[00:02:48.540 --> 00:02:52.540]  阿伯拉罕是今天猶太人的始祖
[00:02:52.540 --> 00:02:56.860]  神曾經呼召阿伯拉罕離開他的家鄉吾爾
[00:02:56.860 --> 00:03:01.860]  移民到一個地方叫加南地
[00:03:01.860 --> 00:03:05.460]  神也曾經應許過你將來的子孫
[00:03:05.460 --> 00:03:07.460]  就像天上的星那麼多
[00:03:07.460 --> 00:03:12.540]  我要通過你的子孫使得萬國萬民得到祝福
[00:03:12.540 --> 00:03:15.460]  阿伯拉罕等了二十五年
[00:03:15.460 --> 00:03:17.860]  這個應許才成就
[00:03:17.860 --> 00:03:20.660]  但是當他成就的時候
[00:03:20.660 --> 00:03:24.180]  阿伯拉罕和他的太太撒拉
[00:03:24.180 --> 00:03:26.980]  他這個第一個親生的兒子
[00:03:26.980 --> 00:03:30.420]  他們兩個一起生的兒子終於出生了
[00:03:30.420 --> 00:03:32.300]  以撒終於出生了
[00:03:32.300 --> 00:03:34.500]  阿伯拉罕開心到不得了
[00:03:34.500 --> 00:03:35.660]  就在這個時間
[00:03:35.660 --> 00:03:37.180]  挑戰就來了
[00:03:37.180 --> 00:03:41.260]  這個挑戰就是阿伯拉罕的信心考試
[00:03:41.260 --> 00:03:42.980]  讓我們一起看看創世紀
[00:03:42.980 --> 00:03:44.900]  二十二章一字二節
[00:03:44.900 --> 00:03:45.740]  讓我們一起讀
[00:03:45.740 --> 00:03:46.940]  一二三
[00:03:46.940 --> 00:03:49.020]  「這是時候
[00:03:49.020 --> 00:03:51.500]  神要試驗阿伯拉罕
[00:03:51.500 --> 00:03:53.260]  就呼叫他說
[00:03:53.260 --> 00:03:54.940]  阿伯拉罕他說
[00:03:54.940 --> 00:03:56.540]  我在這裡
[00:03:56.540 --> 00:03:57.500]  神說
[00:03:57.500 --> 00:03:59.260]  你帶著你的兒子
[00:03:59.260 --> 00:04:01.860]  就是你獨生的兒子
[00:04:01.860 --> 00:04:05.980]  你所愛的以撒往摩利亞地去
[00:04:05.980 --> 00:04:08.940]  在我所要指示你的山上
[00:04:08.940 --> 00:04:12.020]  把他獻為凡濟」
[00:04:12.020 --> 00:04:14.820]  把他獻為凡濟
[00:04:14.820 --> 00:04:17.340]  就是將這個人割了他
[00:04:17.340 --> 00:04:19.220]  然後燒了他
[00:04:19.220 --> 00:04:21.340]  就是將他自己的親生兒子
[00:04:21.340 --> 00:04:22.500]  割了他
[00:04:22.500 --> 00:04:23.900]  燒了他
[00:04:23.900 --> 00:04:27.620]  阿伯拉罕做夢都沒想過神會這樣吩咐
[00:04:27.620 --> 00:04:29.140]  所以他一聽的時候
[00:04:29.140 --> 00:04:31.420]  是一個很大很大的考驗
[00:04:31.420 --> 00:04:33.740]  是一個極大的考驗
[00:04:33.740 --> 00:04:36.900]  阿伯拉罕心裡面有五大疑惑
[00:04:36.900 --> 00:04:38.100]  第一
[00:04:38.100 --> 00:04:40.340]  阿伯拉罕是以撒的父親
[00:04:40.340 --> 00:04:41.660]  作為親生的父親
[00:04:41.660 --> 00:04:43.140]  可能弟子姊妹都明白
[00:04:43.140 --> 00:04:44.180]  作為親生的父親
[00:04:44.180 --> 00:04:46.660]  你的責任是保護你的子女
[00:04:46.660 --> 00:04:48.140]  使他們有幸福
[00:04:48.140 --> 00:04:51.220]  但現在叫你親手殺死自己的兒子
[00:04:51.220 --> 00:04:55.540]  一個稍為正常心智的人都不會這樣做
[00:04:55.540 --> 00:04:56.740]  第一個疑惑
[00:04:56.740 --> 00:04:57.940]  第二個疑惑
[00:04:57.940 --> 00:05:00.140]  究竟以撒犯了什麼罪呢
[00:05:00.140 --> 00:05:02.540]  要阿伯拉罕親手殺他
[00:05:02.540 --> 00:05:04.460]  如果是這樣的話
[00:05:04.460 --> 00:05:07.700]  神不是叫阿伯拉罕流無辜人的血
[00:05:07.700 --> 00:05:11.500]  況且神是禁止用人來做獻祭的
[00:05:11.500 --> 00:05:12.500]  為什麼這麼奇怪呢
[00:05:12.500 --> 00:05:13.540]  我不服
[00:05:13.540 --> 00:05:15.780]  神吩咐他的命令
[00:05:15.780 --> 00:05:20.420]  竟然跟他所訂立的道德規範是違背的
[00:05:20.420 --> 00:05:21.900]  完全不服
[00:05:21.900 --> 00:05:23.220]  第三
[00:05:23.220 --> 00:05:27.060]  以撒是阿伯拉罕九代單傳
[00:05:27.060 --> 00:05:29.140]  只有他一個
[00:05:29.140 --> 00:05:30.300]  親生兒子
[00:05:30.300 --> 00:05:31.420]  獨生子
[00:05:31.420 --> 00:05:32.420]  心肝寶貝
[00:05:32.420 --> 00:05:33.540]  石頭洞
[00:05:33.540 --> 00:05:37.660]  叫阿伯拉罕親自殺死他的心肝寶貝
[00:05:37.660 --> 00:05:39.500]  不可能
[00:05:39.500 --> 00:05:40.900]  第四
[00:05:40.900 --> 00:05:42.940]  神不是公義的嗎
[00:05:42.940 --> 00:05:44.780]  不是有慈愛的嗎
[00:05:44.780 --> 00:05:46.300]  為什麼這個命令
[00:05:46.300 --> 00:05:48.220]  令到大家覺得
[00:05:48.220 --> 00:05:50.260]  神一點愛心都沒有
[00:05:50.260 --> 00:05:52.460]  並且是超級暴力
[00:05:52.460 --> 00:05:55.780]  無緣無故要阿伯拉罕殺死自己的兒子
[00:05:55.780 --> 00:05:57.540]  不合邏輯
[00:05:57.540 --> 00:05:58.460]  第五
[00:05:58.460 --> 00:06:02.580]  以撒是代表神對阿伯拉罕的應許
[00:06:02.580 --> 00:06:04.500]  這個應許剛才說過了
[00:06:04.500 --> 00:06:07.860]  神要阿伯拉罕的後裔像天上的星那麼多
[00:06:07.860 --> 00:06:09.540]  神通他的後裔
[00:06:09.540 --> 00:06:12.020]  使得萬國民民得到祝福
[00:06:12.020 --> 00:06:13.020]  換句話說
[00:06:13.020 --> 00:06:15.140]  以撒必定要生存
[00:06:15.140 --> 00:06:16.420]  繼續長大
[00:06:16.420 --> 00:06:18.100]  有後代
[00:06:18.100 --> 00:06:20.380]  但神現在要拿走以撒
[00:06:20.380 --> 00:06:22.260]  完全不同了
[00:06:22.260 --> 00:06:24.540]  收回他的應許
[00:06:24.540 --> 00:06:26.420]  神不是信實的嗎
[00:06:26.420 --> 00:06:29.980]  他現在出爾反爾說那個不算數
[00:06:29.980 --> 00:06:35.180]  所以神所吩咐是完全不合邏輯的
[00:06:35.180 --> 00:06:38.380]  在我們信仰的歷程裡
[00:06:38.380 --> 00:06:40.260]  可能也會遇到一些事
[00:06:40.260 --> 00:06:42.420]  是完全不合邏輯的
[00:06:42.420 --> 00:06:43.660]  是無法解釋的
[00:06:43.660 --> 00:06:45.100]  換句話說
[00:06:45.100 --> 00:06:47.100]  所遭遇的事完全不合邏輯
[00:06:47.100 --> 00:06:49.260]  我們有時所信的事
[00:06:49.260 --> 00:06:51.220]  和我們的實際經歷
[00:06:51.220 --> 00:06:52.580]  可能有些矛盾
[00:06:52.580 --> 00:06:55.100]  甚至矛盾很大
[00:06:55.100 --> 00:06:58.300]  有時在聖經裡不是寫
[00:06:58.300 --> 00:07:00.020]  我們盡心盡意愛神
[00:07:00.020 --> 00:07:03.020]  神會祝福我們所作的盡都順利嗎
[00:07:03.020 --> 00:07:04.860]  我們一家侍奉神
[00:07:04.860 --> 00:07:07.100]  為什麼會遇到這麼多困難
[00:07:07.100 --> 00:07:08.780]  很大矛盾
[00:07:08.780 --> 00:07:10.580]  有時我們環顧這個世界
[00:07:10.580 --> 00:07:12.300]  為什麼有些人藐視神
[00:07:12.300 --> 00:07:14.100]  他們飛黃騰達
[00:07:14.100 --> 00:07:16.980]  我們有一些忠心侍奉的人
[00:07:16.980 --> 00:07:19.020]  頭頭碰著黑鏡
[00:07:19.020 --> 00:07:20.980]  殺人放火金腰帶
[00:07:20.980 --> 00:07:23.100]  修橋整路舞獅蟹
[00:07:23.100 --> 00:07:25.020]  會有這樣的事嗎
[00:07:25.020 --> 00:07:28.380]  所以對於阿伯拉罕是很大的掙扎
[00:07:28.380 --> 00:07:30.860]  也是一個信心的考驗
[00:07:30.860 --> 00:07:31.820]  究竟
[00:07:31.820 --> 00:07:34.620]  什麼是信心考驗
[00:07:34.620 --> 00:07:37.260]  解經家有兩種不同的見解
[00:07:37.260 --> 00:07:40.620]  究竟神考驗阿伯拉罕是什麼呢
[00:07:40.620 --> 00:07:42.380]  有些解經家
[00:07:42.380 --> 00:07:43.860]  就說第一種考驗
[00:07:43.860 --> 00:07:48.020]  神要考驗阿伯拉罕
[00:07:48.020 --> 00:07:50.220]  他究竟愛神多一點
[00:07:50.220 --> 00:07:52.420]  還是愛自己的兒子多一點
[00:07:52.420 --> 00:07:55.820]  但是如果我們這樣說就有一點很難分辨
[00:07:55.820 --> 00:07:57.740]  究竟你愛神多一點
[00:07:57.740 --> 00:07:59.580]  還是愛自己的兒子多一點
[00:07:59.580 --> 00:08:00.900]  如果是這樣說
[00:08:00.900 --> 00:08:02.980]  有些宗教狂熱份子
[00:08:02.980 --> 00:08:04.020]  那些極端份子
[00:08:04.020 --> 00:08:05.220]  恐怖份子
[00:08:05.220 --> 00:08:06.580]  愛神多一點
[00:08:06.580 --> 00:08:08.140]  愛他們的神多一點
[00:08:08.140 --> 00:08:09.500]  比愛自己的兒子多
[00:08:09.500 --> 00:08:11.500]  因為把炸彈綁在自己的兒子身上
[00:08:11.500 --> 00:08:12.180]  做人肉炸彈
[00:08:12.180 --> 00:08:13.540]  跑去發動恐怖襲擊
[00:08:13.540 --> 00:08:14.700]  還不是愛神多一點
[00:08:14.700 --> 00:08:16.660]  原來愛多過他的兒子
[00:08:16.660 --> 00:08:18.540]  這樣好像說不通
[00:08:18.540 --> 00:08:19.780]  有些解經家就說
[00:08:19.780 --> 00:08:21.580]  神要考驗阿伯拉罕
[00:08:21.580 --> 00:08:25.700]  是不是毫無保留地信服神
[00:08:25.700 --> 00:08:27.980]  這樣說也可能說得通
[00:08:27.980 --> 00:08:29.500]  可能有人跟你說
[00:08:29.500 --> 00:08:32.780]  我昨晚收到神的聲音
[00:08:32.780 --> 00:08:35.740]  神呼召我和老婆離婚
[00:08:35.740 --> 00:08:37.780]  丟下我兒女完全不理
[00:08:37.780 --> 00:08:39.660]  成為單身
[00:08:39.660 --> 00:08:41.820]  讓我忠心侍奉神
[00:08:41.820 --> 00:08:43.620]  這樣很難很合情理
[00:08:43.620 --> 00:08:45.340]  所以這兩種見解
[00:08:45.340 --> 00:08:48.100]  似乎不是很合情理
[00:08:48.100 --> 00:08:52.780]  所以我想究竟要阿伯拉罕學習什麼功課
[00:08:52.780 --> 00:08:54.220]  什麼信修的功課
[00:08:54.220 --> 00:08:56.220]  我也有兩個功課
[00:08:56.220 --> 00:08:57.140]  第一
[00:08:57.140 --> 00:08:59.340]  神要阿伯拉罕學習什麼呢
[00:08:59.340 --> 00:09:00.860]  神要跟阿伯拉罕說
[00:09:00.860 --> 00:09:04.620]  究竟你尋求我的關係
[00:09:04.620 --> 00:09:06.780]  還是尋求我的祝福
[00:09:06.780 --> 00:09:10.020]  以撒對於阿伯拉罕來說代表什麼
[00:09:10.020 --> 00:09:11.460]  以撒對於阿伯拉罕來說
[00:09:11.460 --> 00:09:15.260]  是代表神應他的憑據
[00:09:15.260 --> 00:09:18.500]  每一次阿伯拉罕見到他兒子
[00:09:18.500 --> 00:09:19.820]  這個剛出世的兒子
[00:09:19.820 --> 00:09:20.940]  他就很開心
[00:09:20.940 --> 00:09:22.460]  他對神更加有信心
[00:09:22.460 --> 00:09:23.060]  為什麼
[00:09:23.060 --> 00:09:25.140]  有東西拿手
[00:09:25.140 --> 00:09:27.500]  你想像一下
[00:09:27.500 --> 00:09:29.180]  開始有個問題
[00:09:29.180 --> 00:09:31.820]  究竟阿伯拉罕
[00:09:31.820 --> 00:09:35.100]  一直對神的忠心跟從神
[00:09:35.100 --> 00:09:37.220]  究竟他是因為
[00:09:37.220 --> 00:09:40.540]  這麼久以來一直共力艱苦
[00:09:40.540 --> 00:09:44.540]  和神建立那種很深厚的感情
[00:09:44.540 --> 00:09:47.580]  還是神一直不斷的給他祝福呢
[00:09:47.580 --> 00:09:51.660]  今天來說
[00:09:51.660 --> 00:09:54.420]  我們的生命的反思也是一樣
[00:09:54.420 --> 00:09:56.020]  我們的反省也是一樣
[00:09:56.020 --> 00:09:58.860]  究竟我們跟神講金
[00:09:58.860 --> 00:10:00.500]  講心
[00:10:00.500 --> 00:10:01.460]  還是講金
[00:10:01.460 --> 00:10:02.900]  還是講祝福
[00:10:02.900 --> 00:10:04.180]  還是講好處
[00:10:04.180 --> 00:10:06.300]  還是講利益呢
[00:10:06.300 --> 00:10:09.420]  有一個牧者曾經講過一個這樣的比喻
[00:10:09.420 --> 00:10:11.540]  有一個很有錢的爸爸
[00:10:11.540 --> 00:10:13.140]  他兩個兒子
[00:10:13.140 --> 00:10:16.540]  就常常回去撫養爸爸
[00:10:16.540 --> 00:10:18.380]  表面上就覺得很愛爸爸
[00:10:18.380 --> 00:10:19.900]  常常回去探望他
[00:10:19.900 --> 00:10:21.860]  但他大兒子跟爸爸說
[00:10:21.860 --> 00:10:24.260]  爸爸我很想見到你
[00:10:24.260 --> 00:10:25.980]  我很愛見到你
[00:10:25.980 --> 00:10:27.820]  我見到你就很開心
[00:10:27.820 --> 00:10:31.260]  不過如果你買那塊紅色的棵樹給我
[00:10:31.260 --> 00:10:32.820]  我就更開心了
[00:10:32.820 --> 00:10:33.740]  二兒子跟他說
[00:10:33.740 --> 00:10:34.580]  爸爸
[00:10:34.580 --> 00:10:35.340]  我們很愛你
[00:10:35.340 --> 00:10:36.740]  全家都很喜歡你
[00:10:36.740 --> 00:10:39.860]  兒子和孫子都很喜歡你
[00:10:39.860 --> 00:10:43.380]  我們決定全家陪你去歐洲玩
[00:10:43.380 --> 00:10:45.500]  因為我們想你舒服一點
[00:10:45.500 --> 00:10:47.260]  所以訂了頭等機票
[00:10:47.260 --> 00:10:49.540]  訂了全歐洲最豪華的酒店
[00:10:49.540 --> 00:10:51.060]  最好的tour
[00:10:51.060 --> 00:10:52.260]  最好的食物
[00:10:52.260 --> 00:10:53.740]  最好的餐館
[00:10:53.740 --> 00:10:54.940]  至於錢呢
[00:10:54.940 --> 00:10:57.700]  玩完之後你慢慢還給我都不遲
[00:10:57.700 --> 00:10:59.540]  你想想作為爸爸
[00:10:59.540 --> 00:11:02.140]  原來我的子女愛我
[00:11:02.140 --> 00:11:04.740]  是因為我的錢
[00:11:04.740 --> 00:11:06.660]  作為爸爸很傷心
[00:11:06.660 --> 00:11:10.940]  弟兄姊妹 我們的神最重視的是什麼呢
[00:11:10.940 --> 00:11:13.500]  祂和我們的關係
[00:11:13.500 --> 00:11:15.740]  有時候
[00:11:15.740 --> 00:11:19.100]  可能人心裡也有一個疑惑
[00:11:19.100 --> 00:11:20.620]  神是很黑心的
[00:11:20.620 --> 00:11:23.180]  我最喜歡的東西
[00:11:23.180 --> 00:11:24.940]  最不能夠失去的東西
[00:11:24.940 --> 00:11:26.940]  祂就偏偏拿走
[00:11:26.940 --> 00:11:27.700]  弟兄姊妹
[00:11:27.700 --> 00:11:29.780]  今天聖靈要和大家說
[00:11:29.780 --> 00:11:31.180]  這個想法是錯的
[00:11:31.180 --> 00:11:33.100]  我們的神所重視的
[00:11:33.100 --> 00:11:35.100]  是和我們的親密關係
[00:11:35.100 --> 00:11:36.540]  並不是要拿走
[00:11:36.540 --> 00:11:37.700]  我們的東西
[00:11:37.700 --> 00:11:40.260]  我曾經有一次和舊同學
[00:11:40.260 --> 00:11:41.540]  最舊的
[00:11:41.540 --> 00:11:43.140]  那個舊同學就
[00:11:43.140 --> 00:11:46.220]  帶了她五歲大的女兒出來
[00:11:46.220 --> 00:11:48.860]  這個五歲大的小妹妹很喜歡吃香腸
[00:11:48.860 --> 00:11:51.300]  所以我們叫香腸pizza
[00:11:51.300 --> 00:11:53.220]  香腸stretchetti
[00:11:53.220 --> 00:11:54.740]  很多的腸
[00:11:54.740 --> 00:11:56.060]  德國腸
[00:11:56.060 --> 00:11:57.660]  她很喜歡吃得很開心
[00:11:57.660 --> 00:11:59.140]  吃著吃著
[00:11:59.140 --> 00:12:00.740]  她的爸爸
[00:12:00.740 --> 00:12:03.020]  就另一個頭過去
[00:12:03.020 --> 00:12:04.140]  妹妹呀
[00:12:04.140 --> 00:12:07.500]  可不可以請爸爸吃這條香腸
[00:12:07.500 --> 00:12:09.020]  這個妹妹怎麼反應呢
[00:12:09.020 --> 00:12:09.900]  耶
[00:12:09.900 --> 00:12:11.300]  就退了走
[00:12:11.300 --> 00:12:12.780]  但五秒鐘之後
[00:12:12.780 --> 00:12:15.500]  她就把這條香腸放在爸爸的口裡
[00:12:15.500 --> 00:12:16.900]  爸爸就很開心
[00:12:16.900 --> 00:12:17.940]  張開嘴巴
[00:12:17.940 --> 00:12:19.580]  吃了一條香腸
[00:12:19.580 --> 00:12:21.540]  爸爸那麼喜歡吃
[00:12:21.540 --> 00:12:24.380]  她要不要這個妹妹的香腸呢
[00:12:24.380 --> 00:12:25.580]  不需要
[00:12:25.580 --> 00:12:27.620]  但如果這個妹妹甘心樂意
[00:12:27.620 --> 00:12:29.860]  把這條香腸放在爸爸的口裡
[00:12:29.860 --> 00:12:32.380]  爸爸甜到心入心
[00:12:32.380 --> 00:12:34.260]  只要我們的神都一樣
[00:12:34.260 --> 00:12:36.020]  祂什麼都不用拿走我們
[00:12:36.020 --> 00:12:38.500]  最重要最寶貴的東西
[00:12:38.500 --> 00:12:41.900]  如果我們甘心樂意把我們最寶貴的東西
[00:12:41.900 --> 00:12:43.580]  交在神的手
[00:12:43.580 --> 00:12:45.980]  祂就甜到入心
[00:12:45.980 --> 00:12:48.100]  只要我們的神都一樣
[00:12:48.100 --> 00:12:50.220]  我們神很重視
[00:12:50.220 --> 00:12:52.540]  我們和祂的親密關係
[00:12:52.540 --> 00:12:55.220]  我們再看一次剛才讀的聖經
[00:12:55.220 --> 00:12:56.860]  創世紀二十二章
[00:12:56.860 --> 00:12:58.300]  一至二節
[00:12:58.300 --> 00:12:59.500]  我們再讀一次
[00:12:59.500 --> 00:13:00.660]  一二三
[00:13:00.660 --> 00:13:04.700]  這時候神要試驗阿伯拉罕
[00:13:04.700 --> 00:13:06.100]  就呼叫他說
[00:13:06.100 --> 00:13:07.180]  阿伯拉罕
[00:13:07.180 --> 00:13:09.380]  他說我在這裡
[00:13:09.380 --> 00:13:10.180]  神說
[00:13:10.180 --> 00:13:12.060]  我帶著你的兒子
[00:13:12.060 --> 00:13:14.340]  就是你獨生的兒子
[00:13:14.340 --> 00:13:18.140]  你所愛的以撒往摩利亞地去
[00:13:18.140 --> 00:13:20.900]  在我所要指示你的山上
[00:13:20.900 --> 00:13:23.340]  把他獻為繁祭
[00:13:23.340 --> 00:13:24.860]  留意黃色的字
[00:13:24.860 --> 00:13:26.460]  試驗
[00:13:26.460 --> 00:13:29.020]  試驗的背景是什麼呢
[00:13:29.020 --> 00:13:30.900]  試驗的背景是說
[00:13:30.900 --> 00:13:34.220]  當時中東的大麻鷹
[00:13:34.220 --> 00:13:37.420]  怎樣訓練小鷹學習飛行
[00:13:37.420 --> 00:13:40.340]  不是上飛行訓練班
[00:13:40.340 --> 00:13:42.820]  上了幾堂考牌官
[00:13:42.820 --> 00:13:44.420]  當時的大鷹
[00:13:44.420 --> 00:13:46.860]  怎樣訓練小鷹飛行呢
[00:13:46.860 --> 00:13:49.220]  就是把小鷹擔在嘴巴上
[00:13:49.220 --> 00:13:50.980]  然後飛上半空
[00:13:50.980 --> 00:13:52.940]  然後張開嘴巴
[00:13:52.940 --> 00:13:54.900]  任由牠掉下來
[00:13:54.900 --> 00:13:58.460]  小鷹一邊掙扎一邊害怕
[00:13:58.460 --> 00:14:00.020]  就學飛行了
[00:14:00.020 --> 00:14:01.180]  在牠掙扎的時候
[00:14:01.180 --> 00:14:02.220]  正在學飛的時候
[00:14:02.220 --> 00:14:03.740]  大鷹去了哪裡呢
[00:14:03.740 --> 00:14:05.220]  牠在附近盤旋
[00:14:05.220 --> 00:14:07.780]  看著萬一有什麼閃失
[00:14:07.780 --> 00:14:08.780]  就飛過去
[00:14:08.780 --> 00:14:11.940]  用牠的背部托著小鷹
[00:14:11.940 --> 00:14:14.780]  所以大家留意《出埃及記》裡面
[00:14:14.780 --> 00:14:17.460]  神說我就像大鷹一樣
[00:14:17.460 --> 00:14:18.940]  背負你們
[00:14:18.940 --> 00:14:20.460]  歸回我那裡
[00:14:20.460 --> 00:14:22.100]  就是這樣的意思
[00:14:22.100 --> 00:14:24.100]  所以當大家想像
[00:14:24.100 --> 00:14:26.940]  當小鷹最掙扎
[00:14:26.940 --> 00:14:28.940]  最驚惶失措的時候
[00:14:28.940 --> 00:14:31.940]  你猜牠有沒有留意到大鷹在附近呢
[00:14:31.940 --> 00:14:33.580]  不會留意到的
[00:14:33.580 --> 00:14:36.020]  其實跟我們都一樣
[00:14:36.020 --> 00:14:39.420]  當我們陷於極度的困難
[00:14:39.420 --> 00:14:41.260]  極度黑暗的環境裡面
[00:14:41.260 --> 00:14:42.700]  可能有些鄧小姐會覺得
[00:14:42.700 --> 00:14:44.460]  神不存在
[00:14:44.460 --> 00:14:46.260]  神好像不存在
[00:14:46.260 --> 00:14:47.140]  都是一樣的
[00:14:47.140 --> 00:14:51.220]  我們被那些恐懼覆蓋我們
[00:14:51.220 --> 00:14:53.100]  所以今天神跟大家說
[00:14:53.100 --> 00:14:54.700]  你要記住
[00:14:54.700 --> 00:14:56.180]  不要忘記
[00:14:56.180 --> 00:14:58.340]  我是耶和華耳勒
[00:14:58.340 --> 00:14:59.420]  在最黑暗的時間
[00:14:59.420 --> 00:15:04.180]  我們覺得神好像不存在的時候
[00:15:04.180 --> 00:15:07.780]  神原來在我們身邊
[00:15:07.780 --> 00:15:10.780]  在暗中為我們預備一切
[00:15:10.780 --> 00:15:12.300]  我們繼續看《創世紀》
[00:15:12.300 --> 00:15:14.860]  二十二章十一至十四節
[00:15:14.860 --> 00:15:15.500]  我們一起讀
[00:15:15.500 --> 00:15:16.860]  一二三
[00:15:16.860 --> 00:15:20.660]  耶和華的使者從天上呼叫他說
[00:15:20.660 --> 00:15:22.780]  阿伯拉罕
[00:15:22.780 --> 00:15:26.260]  他說我在這裡天使說
[00:15:26.260 --> 00:15:29.380]  你不可在這童子身上下手
[00:15:29.380 --> 00:15:31.540]  一點不可害他
[00:15:31.540 --> 00:15:34.860]  現在我知道你是敬畏神的鳥
[00:15:34.860 --> 00:15:37.340]  因為你沒有將你的兒子
[00:15:37.340 --> 00:15:40.540]  就是你獨生的兒子留下不給我
[00:15:40.540 --> 00:15:42.260]  繼續
[00:15:42.260 --> 00:15:44.060]  阿伯拉罕舉目觀看
[00:15:44.060 --> 00:15:46.780]  不料有一隻公羊
[00:15:46.780 --> 00:15:50.020]  兩角扣在籌物的小樹中
[00:15:50.020 --> 00:15:53.500]  阿伯拉罕就取了那隻公羊來
[00:15:53.500 --> 00:15:55.060]  天衛凡濟
[00:15:55.060 --> 00:15:57.020]  代替他的兒子
[00:15:57.020 --> 00:15:59.500]  阿伯拉罕給那地方起名
[00:15:59.500 --> 00:16:01.740]  叫耶和華耳勒
[00:16:01.740 --> 00:16:04.420]  直到今天還說
[00:16:04.420 --> 00:16:08.460]  在耶和華的山上必有預備
[00:16:08.460 --> 00:16:09.540]  留意
[00:16:09.540 --> 00:16:10.900]  剛才
[00:16:10.900 --> 00:16:14.340]  他用到現在我知道
[00:16:14.340 --> 00:16:16.740]  你是敬畏神的
[00:16:16.740 --> 00:16:19.380]  在這裡他原本的意思是
[00:16:19.380 --> 00:16:20.220]  知道
[00:16:20.220 --> 00:16:21.940]  神用了知道這個字
[00:16:21.940 --> 00:16:24.140]  知道希伯來文是Yadah
[00:16:24.140 --> 00:16:25.660]  不只是頭腦知道
[00:16:25.660 --> 00:16:27.180]  是那種親密的關係
[00:16:27.180 --> 00:16:27.900]  換句話說
[00:16:27.900 --> 00:16:31.620]  他是在說阿伯拉罕和神的那種親密的關係
[00:16:31.620 --> 00:16:35.260]  神和他的親密關係密不可分
[00:16:35.260 --> 00:16:37.580]  如果加上那個
