
[00:00:00.000 --> 00:00:04.960]  所以我們現在要開始看看John 21
[00:04:06.240 --> 00:04:13.240]  (中文翻譯)
[00:04:13.240 --> 00:04:17.240]  在我們講到的時候我們跟大家會有少少交流
[00:04:17.240 --> 00:04:23.240]  (中文翻譯)
[00:04:23.240 --> 00:04:27.240]  大家不要驚慌如果你沒什麼好講的不要緊的
[00:04:27.240 --> 00:04:31.240]  (中文翻譯)
[00:04:31.240 --> 00:04:33.240]  開始了
[00:04:33.240 --> 00:04:37.240]  (中文翻譯)
[00:04:37.240 --> 00:04:41.240]  Cindy現在就開始再重複
[00:04:41.240 --> 00:04:43.240]  重複發生了什麼事
[00:04:43.240 --> 00:04:47.240]  (中文翻譯)
[00:04:47.240 --> 00:04:51.240]  耶穌基督從死裡復活之後的三天
[00:04:51.240 --> 00:04:54.240]  (中文翻譯)
[00:04:54.240 --> 00:04:58.240]  彼得和其他六個門徒出去捕魚
[00:04:58.240 --> 00:05:00.240]  (中文翻譯)
[00:05:00.240 --> 00:05:03.240]  他們捕了一整夜的魚
[00:05:03.240 --> 00:05:06.240]  但是他們一點都捕不到
[00:05:06.240 --> 00:05:10.240]  (中文翻譯)
[00:05:10.240 --> 00:05:17.240]  在清晨他們看到一個人遠遠的坐在岸邊
[00:05:17.240 --> 00:05:20.240]  (中文翻譯)
[00:05:20.240 --> 00:05:24.240]  這個人就問朋友你們有沒有捕到魚
[00:05:24.240 --> 00:05:25.240]  (中文翻譯)
[00:05:25.240 --> 00:05:27.240]  沒有啊他們說
[00:05:27.240 --> 00:05:30.240]  (中文翻譯)
[00:05:30.240 --> 00:05:32.240]  於是他就告訴這些人
[00:05:32.240 --> 00:05:35.240]  把網放在船的右邊
[00:05:35.240 --> 00:05:38.240]  (中文翻譯)
[00:05:38.240 --> 00:05:41.240]  突然之間整個網就裝滿了魚
[00:05:41.240 --> 00:05:43.240]  (中文翻譯)
[00:05:43.240 --> 00:05:46.240]  總共有153條大魚
[00:05:46.240 --> 00:05:49.240]  (中文翻譯)
[00:05:49.240 --> 00:05:53.240]  約翰就是這個福音書的作者
[00:05:53.240 --> 00:05:56.240]  (中文翻譯)
[00:05:56.240 --> 00:06:00.240]  第一個認出岸上那個人就是耶穌基督
[00:06:00.240 --> 00:06:02.240]  (中文翻譯)
[00:06:02.240 --> 00:06:04.240]  他說是主啊
[00:06:04.240 --> 00:06:06.240]  很驚呼地說
[00:06:06.240 --> 00:06:11.240]  (中文翻譯)
[00:06:11.240 --> 00:06:15.240]  作為彼得他就立刻脫去了外衣
[00:06:15.240 --> 00:06:17.240]  跳進水裡
[00:06:17.240 --> 00:06:19.240]  (中文翻譯)
[00:06:19.240 --> 00:06:22.240]  然後向著岸邊游去
[00:06:22.240 --> 00:06:25.240]  (中文翻譯)
[00:06:25.240 --> 00:06:27.240]  當他們到達岸邊的時候
[00:06:27.240 --> 00:06:29.240]  耶穌已經準備好早餐
[00:06:29.240 --> 00:06:32.240]  (中文翻譯)
[00:06:32.240 --> 00:06:35.240]  並且邀請他們一同吃早餐
[00:06:35.240 --> 00:06:37.240]  有餅和魷魚
[00:06:37.240 --> 00:06:40.240]  (中文翻譯)
[00:06:40.240 --> 00:06:43.240]  沒有人敢問耶穌你是誰啊
[00:06:43.240 --> 00:06:45.240]  (中文翻譯)
[00:06:45.240 --> 00:06:47.240]  因為他們知道是耶穌
[00:06:47.240 --> 00:06:49.240]  (中文翻譯)
[00:06:49.240 --> 00:06:51.240]  他們吃飽了之後呢
[00:06:51.240 --> 00:06:54.240]  (中文翻譯)
[00:06:54.240 --> 00:06:56.240]  那耶穌就轉身來
[00:06:56.240 --> 00:06:59.240]  當著其他門徒對彼得說話
[00:06:59.240 --> 00:07:05.240]  (中文翻譯)
[00:07:05.240 --> 00:07:08.240]  他向彼得
[00:07:08.240 --> 00:07:10.240]  當著其他門徒面前問彼得
[00:07:10.240 --> 00:07:13.240]  你愛我比愛這些更深嗎
[00:07:13.240 --> 00:07:16.240]  (中文翻譯)
[00:07:16.240 --> 00:07:20.240]  耶穌一共問了彼得三次
[00:07:20.240 --> 00:07:22.240]  你愛我嗎
[00:07:22.240 --> 00:07:24.240]  (中文翻譯)
[00:07:24.240 --> 00:07:26.240]  彼得三次都回答
[00:07:26.240 --> 00:07:29.240]  (中文翻譯)
[00:07:29.240 --> 00:07:31.240]  是的主你知道我愛你
[00:07:31.240 --> 00:07:34.240]  (中文翻譯)
[00:07:34.240 --> 00:07:36.240]  耶穌三次都回答
[00:07:36.240 --> 00:07:39.240]  (中文翻譯)
[00:07:39.240 --> 00:07:42.240]  餵養我的羊照顧他們
[00:07:42.240 --> 00:07:47.240]  (中文翻譯)
[00:07:47.240 --> 00:07:49.240]  耶穌最後告訴彼得
[00:07:49.240 --> 00:07:52.240]  他將來會遭遇到一些什麼事情
[00:07:52.240 --> 00:07:56.240]  (中文翻譯)
[00:07:56.240 --> 00:08:00.240]  彼得將會被帶到一個他不想去的地方
[00:08:00.240 --> 00:08:02.240]  (中文翻譯)
[00:08:02.240 --> 00:08:06.240]  並且是由其他人為他穿衣服
[00:08:06.240 --> 00:08:09.240]  (中文翻譯)
[00:08:09.240 --> 00:08:12.240]  然後耶穌就呼召彼得跟隨他
[00:08:12.240 --> 00:08:14.240]  (中文翻譯)
[00:08:14.240 --> 00:08:20.240]  (中文翻譯)
[00:08:20.240 --> 00:08:22.240]  我給你一分鐘的時間
[00:08:22.240 --> 00:08:26.240]  跟旁邊的人分享你對這個問題的答案
[00:08:26.240 --> 00:08:31.240]  (中文翻譯)
[00:08:31.240 --> 00:08:35.240]  這段經文之中人們對耶穌的反應
[00:08:35.240 --> 00:08:37.240]  讓你感到驚訝嗎
[00:08:37.240 --> 00:08:40.240]  (中文翻譯)
[00:08:40.240 --> 00:08:45.240]  大家都很有反應
[00:08:45.240 --> 00:08:47.240]  (中文翻譯)
[00:08:47.240 --> 00:08:50.240]  OK 大家回來了
[00:08:50.240 --> 00:08:53.240]  (中文翻譯)
[00:08:53.240 --> 00:08:55.240]  我很高興在當中
[00:08:55.240 --> 00:08:58.240]  大家都有一個回應
[00:08:58.240 --> 00:09:05.240]  (中文翻譯)
[00:09:05.240 --> 00:09:07.240]  在經文當中
[00:09:07.240 --> 00:09:09.240]  我注意到有一些令人驚訝的事情
[00:09:09.240 --> 00:09:13.240]  但我只列出其中的兩點
[00:09:13.240 --> 00:09:18.240]  (中文翻譯)
[00:09:18.240 --> 00:09:23.240]  首先是彼得和門徒認不出耶穌
[00:09:23.240 --> 00:09:30.240]  (中文翻譯)
[00:09:30.240 --> 00:09:33.240]  如果一個你認識的人復活了兩次
[00:09:33.240 --> 00:09:36.240]  並且兩次出現在你面前
[00:09:36.240 --> 00:09:39.240]  你一定會認出這個人
[00:09:39.240 --> 00:09:41.240]  (中文翻譯)
[00:09:41.240 --> 00:09:45.240]  但是他們做不到這一點
[00:09:45.240 --> 00:09:54.240]  (中文翻譯)
[00:09:54.240 --> 00:09:56.240]  他們離岸邊很近
[00:09:56.240 --> 00:09:58.240]  也聽到他的聲音
[00:09:58.240 --> 00:10:01.240]  應該很容易知道他是誰
[00:10:01.240 --> 00:10:02.240]  (中文翻譯)
[00:10:02.240 --> 00:10:06.240]  但是他們沒有認出他
[00:10:06.240 --> 00:10:12.240]  (中文翻譯)
[00:10:12.240 --> 00:10:15.240]  之前耶穌向他們顯現的時候
[00:10:15.240 --> 00:10:17.240]  他們都沒有跟從耶穌
[00:10:17.240 --> 00:10:21.240]  也沒有對著向別人談論耶穌復活的事情
[00:10:21.240 --> 00:10:25.240]  (中文翻譯)
[00:10:25.240 --> 00:10:28.240]  反之他們只是從粗故業
[00:10:28.240 --> 00:10:32.240]  繼續做自己很擅長的事情就是去打魚
[00:10:32.240 --> 00:10:37.240]  (中文翻譯)
[00:10:37.240 --> 00:10:43.240]  但是我們看到最終他們都認識到耶穌
[00:10:43.240 --> 00:10:48.240]  (中文翻譯)
[00:10:48.240 --> 00:10:53.240]  在耶穌教他們捉到153條魚之後
[00:10:53.240 --> 00:10:56.240]  他們認出了這個人就是耶穌
[00:10:56.240 --> 00:11:04.240]  (中文翻譯)
[00:11:04.240 --> 00:11:10.240]  其實這個也是說出他們第一次見耶穌的時候
[00:11:10.240 --> 00:11:14.240]  第一次耶穌呼召他們的事情所發生的事
[00:11:14.240 --> 00:11:16.240]  (中文翻譯)
[00:11:16.240 --> 00:11:19.240]  當耶穌呼召他們跟從他
[00:11:19.240 --> 00:11:25.240]  (中文翻譯)
[00:11:25.240 --> 00:11:29.240]  第二件令人驚訝的事情是
[00:11:29.240 --> 00:11:32.240]  耶穌當眾給彼得一個機會
[00:11:32.240 --> 00:11:38.240]  給彼得向耶穌表達愛的機會
[00:11:38.240 --> 00:11:44.240]  (中文翻譯)
[00:11:44.240 --> 00:11:48.240]  公開表示愛是既美麗又可怕的
[00:11:48.240 --> 00:11:50.240]  (中文翻譯)
[00:11:50.240 --> 00:11:53.240]  雙方都存在風險
[00:11:53.240 --> 00:11:59.240]  (中文翻譯)
[00:11:59.240 --> 00:12:02.240]  就是情況更加困難的時候
[00:12:02.240 --> 00:12:05.240]  就是當雙方都存在有傷害
[00:12:05.240 --> 00:12:08.240]  或者是我們感情破裂的時候
[00:12:08.240 --> 00:12:10.240]  情況就更加困難
[00:12:10.240 --> 00:12:15.240]  (中文翻譯)
[00:12:15.240 --> 00:12:18.240]  但是耶穌在眾人面前
[00:12:18.240 --> 00:12:22.240]  向彼得提出了一個很私人的問題
[00:12:22.240 --> 00:12:26.240]  (中文翻譯)
[00:12:26.240 --> 00:12:30.240]  我認為這種公開的展示有兩個作用
[00:12:30.240 --> 00:12:36.240]  (中文翻譯)
[00:12:36.240 --> 00:12:41.240]  他首先說了彼得因為否認耶穌
[00:12:41.240 --> 00:12:45.240]  而產生的羞愧和內疚
[00:12:45.240 --> 00:12:51.240]  (中文翻譯)
[00:12:51.240 --> 00:12:57.240]  也公開表達了耶穌對彼得的愛和寬恕
[00:12:57.240 --> 00:13:02.240]  (中文翻譯)
[00:13:02.240 --> 00:13:06.240]  背叛了朋友帶來的羞恥和罪惡感
[00:13:06.240 --> 00:13:08.240]  會令人難以承受
[00:13:08.240 --> 00:13:17.240]  (中文翻譯)
[00:13:17.240 --> 00:13:21.240]  但是透過耶穌和彼得公開的對話
[00:13:21.240 --> 00:13:25.240]  耶穌就消除了彼得的羞恥和罪惡感
[00:13:25.240 --> 00:13:32.240]  (中文翻譯)
[00:13:32.240 --> 00:13:36.240]  他公開地讓彼得收回他的背叛
[00:13:36.240 --> 00:13:40.240]  並且給機會彼得表達他對耶穌的愛
[00:13:40.240 --> 00:13:45.240]  (中文翻譯)
[00:13:45.240 --> 00:13:53.240]  為什麼耶穌要這樣問三次呢?
[00:13:53.240 --> 00:13:59.240]  (中文翻譯)
[00:13:59.240 --> 00:14:05.240]  這反映了彼得在耶穌被釘十字架前的三次不認主
[00:14:05.240 --> 00:14:10.240]  (中文翻譯)
[00:14:10.240 --> 00:14:15.240]  因此當耶穌問彼得「你愛我嗎?」的時候
[00:14:15.240 --> 00:14:19.240]  (中文翻譯)
[00:14:19.240 --> 00:14:25.240]  他也是給彼得機會讓他收回之前對耶穌的背叛
[00:14:25.240 --> 00:14:30.240]  (中文翻譯)
[00:14:30.240 --> 00:14:35.240]  並且修補了大家的關係
[00:14:35.240 --> 00:14:40.240]  (中文翻譯)
[00:14:40.240 --> 00:14:45.240]  表明了彼得對耶穌的真實感受
[00:14:45.240 --> 00:14:50.240]  (中文翻譯)
[00:14:50.240 --> 00:14:55.240]  第三個問題是
[00:14:55.240 --> 00:15:00.240]  (中文翻譯)
[00:15:00.240 --> 00:15:05.240]  關於耶穌的一些什麼本質呢?
[00:15:05.240 --> 00:15:10.240]  (中文翻譯)
[00:15:10.240 --> 00:15:15.240]  或者再向你側根的人
[00:15:15.240 --> 00:15:20.240]  (中文翻譯)
[00:15:20.240 --> 00:15:25.240]  就是在這段經文裡我們看到
[00:15:25.240 --> 00:15:30.240]  關於耶穌的本相是怎麼樣
[00:15:30.240 --> 00:15:35.240]  (中文翻譯)
[00:15:35.240 --> 00:15:40.240]  給你一分鐘
[00:15:40.240 --> 00:15:45.240]  (中文翻譯)
[00:15:45.240 --> 00:15:50.240]  OK, I'll come back
[00:15:50.240 --> 00:15:55.240]  (中文翻譯)
[00:15:55.240 --> 00:16:00.240]  在這段經文裡
[00:16:00.240 --> 00:16:05.240]  我看到關於耶穌三個真實的本相
[00:16:05.240 --> 00:16:10.240]  (中文翻譯)
[00:16:10.240 --> 00:16:15.240]  第一個就是耶穌是一位溫柔寬恕和仁慈的主
[00:16:15.240 --> 00:16:20.240]  (中文翻譯)
[00:16:20.240 --> 00:16:25.240]  耶穌的溫柔體現在他對待彼得和門徒的方法上
[00:16:25.240 --> 00:16:30.240]  (中文翻譯)
[00:16:30.240 --> 00:16:35.240]  與其耶穌向他們羞辱或者疏遠他們
[00:16:35.240 --> 00:16:40.240]  (中文翻譯)
[00:16:40.240 --> 00:16:45.240]  他向門徒表達了愛和關懷
[00:16:45.240 --> 00:16:50.240]  他三次出現在他們面前
[00:16:50.240 --> 00:16:55.240]  他再次施行了和他第一次呼召他們的相同的神蹟
[00:16:55.240 --> 00:17:00.240]  (中文翻譯)
[00:17:00.240 --> 00:17:05.240]  他呼召了彼得一項任務
[00:17:05.240 --> 00:17:10.240]  (中文翻譯)
[00:17:10.240 --> 00:17:15.240]  他在門徒面前對彼得提問的時候
[00:17:15.240 --> 00:17:20.240]  (中文翻譯)
[00:17:20.240 --> 00:17:25.240]  他公開寬恕他們
[00:17:25.240 --> 00:17:30.240]  (中文翻譯)
[00:17:30.240 --> 00:17:35.240]  他公開寬恕他們和重新重見他們
[00:17:35.240 --> 00:17:40.240]  (中文翻譯)
[00:17:40.240 --> 00:17:45.240]  與他們再有一次相交的時候
[00:17:45.240 --> 00:17:50.240]  第二就是耶穌基督提供了豐盛的供應
[00:17:50.240 --> 00:17:55.240]  (中文翻譯)
[00:17:55.240 --> 00:18:00.240]  我們看到耶穌在海灘上
[00:18:00.240 --> 00:18:05.240]  用魚和麵包供應門徒
[00:18:05.240 --> 00:18:10.240]  (中文翻譯)
[00:18:10.240 --> 00:18:15.240]  這一幕令我們回想到約翰福音第六章
[00:18:15.240 --> 00:18:20.240]  (中文翻譯)
[00:18:20.240 --> 00:18:25.240]  耶穌用了五餅二魚餵飽了五千人
[00:18:25.240 --> 00:18:30.240]  (中文翻譯)
[00:18:30.240 --> 00:18:35.240]  耶穌不僅餵飽了五千人
[00:18:35.240 --> 00:18:40.240]  還有很多食物剩下來
[00:18:40.240 --> 00:18:45.240]  (中文翻譯)
[00:18:45.240 --> 00:18:50.240]  我們在這個場景裡
[00:18:50.240 --> 00:18:55.240]  再次看到耶穌豐盛的供應
[00:18:55.240 --> 00:19:00.240]  (中文翻譯)
[00:19:00.240 --> 00:19:05.240]  第三點就是耶穌要我們活出一個完整的人生
[00:19:05.240 --> 00:19:10.240]  (中文翻譯)
[00:19:10.240 --> 00:19:15.240]  對於彼得來說愛神並不是一種感覺
[00:19:15.240 --> 00:19:20.240]  (中文翻譯)
[00:19:20.240 --> 00:19:25.240]  彼得有意和渴望將耶穌放在首位
[00:19:25.240 --> 00:19:30.240]  是致於自己之前
[00:19:30.240 --> 00:19:35.240]  (中文翻譯)
[00:19:35.240 --> 00:19:40.240]  這就是耶穌呼召彼得餵養和照顧羊群的原因
[00:19:40.240 --> 00:19:45.240]  (中文翻譯)
[00:19:45.240 --> 00:19:50.240]  耶穌不僅向彼得說明了他應該做什麼
[00:19:50.240 --> 00:19:55.240]  (中文翻譯)
[00:19:55.240 --> 00:20:00.240]  同時也向他表明了應該如何表達愛
[00:20:00.240 --> 00:20:05.240]  (中文翻譯)
[00:20:05.240 --> 00:20:10.240]  彼得對耶穌基督的這份愛將會成為他畢生的事業
[00:20:10.240 --> 00:20:15.240]  (中文翻譯)
[00:20:15.240 --> 00:20:20.240]  最終是引領彼得走向死亡
[00:20:20.240 --> 00:20:25.240]  以此來榮耀上帝
[00:20:25.240 --> 00:20:30.240]  (中文翻譯)
[00:20:30.240 --> 00:20:35.240]  但是彼得對耶穌的愛並非憑空產生
[00:20:35.240 --> 00:20:40.240]  (中文翻譯)
[00:20:40.240 --> 00:20:45.240]  彼得對耶穌的愛是出於耶穌對彼得的愛的回應
[00:20:45.240 --> 00:20:50.240]  (中文翻譯)
[00:20:50.240 --> 00:20:55.240]  最終是體驗耶穌在十字架上為彼得獻出自己的生命
[00:20:55.240 --> 00:21:00.240]  (中文翻譯)
[00:21:00.240 --> 00:21:05.240]  同時在海灣上對門徒這些熱情的款待
[00:21:05.240 --> 00:21:10.240]  (中文翻譯)
[00:21:10.240 --> 00:21:15.240]  (中文翻譯)
[00:21:15.240 --> 00:21:20.240]  (中文翻譯)
[00:21:20.240 --> 00:21:25.240]  (中文翻譯)
[00:21:25.240 --> 00:21:30.240]  (中文翻譯)
[00:21:30.240 --> 00:21:35.240]  在海灘上的情景就是體驗到
[00:21:35.240 --> 00:21:40.240]  耶穌對彼得的款待提供了物資
[00:21:40.240 --> 00:21:45.240]  (中文翻譯)
[00:21:45.240 --> 00:21:50.240]  (中文翻譯)
[00:21:50.240 --> 00:21:55.240]  (中文翻譯)
[00:21:55.240 --> 00:22:00.240]  所以在這段經文就向我們展示了三件關於耶穌的事
[00:22:00.240 --> 00:22:05.240]  (中文翻譯)
[00:22:05.240 --> 00:22:10.240]  祂是一個溫柔寬恕慈愛的神
[00:22:10.240 --> 00:22:15.240]  祂是一個豐盛的供應者
[00:22:15.240 --> 00:22:20.240]  祂要我們全心全意地愛祂
[00:22:20.240 --> 00:22:25.240]  或者我們可以從聖經其他的部分
[00:22:25.240 --> 00:22:30.240]  知道關於耶穌的三個本質
[00:22:30.240 --> 00:22:35.240]  (中文翻譯)
[00:22:35.240 --> 00:22:40.240]  (中文翻譯)
[00:22:40.240 --> 00:22:45.240]  (中文翻譯)
[00:22:45.240 --> 00:22:50.240]  (中文翻譯)
[00:22:50.240 --> 00:22:55.240]  其實約翰可以在福音書的二十章結束
[00:22:55.240 --> 00:23:00.240]  (中文翻譯)
[00:23:00.240 --> 00:23:05.240]  (中文翻譯)
[00:23:05.240 --> 00:23:10.240]  因為耶穌已經兩次向門徒顯現
[00:23:10.240 --> 00:23:15.240]  向他們證明祂已經復活了
[00:23:15.240 --> 00:23:20.240]  為什麼要多了二十一章這一章作為總結呢?
[00:23:20.240 --> 00:23:25.240]  (中文翻譯)
[00:23:25.240 --> 00:23:30.240]  我想約翰是將二十一章作為整本福音書的總結
[00:23:30.240 --> 00:23:35.240]  (中文翻譯)
[00:23:35.240 --> 00:23:40.240]  是回答了人們對耶穌為世人帶來救贖的工作
[00:23:40.240 --> 00:23:45.240]  (中文翻譯)
[00:23:45.240 --> 00:23:50.240]  (中文翻譯)
[00:23:50.240 --> 00:23:55.240]  (中文翻譯)
[00:23:55.240 --> 00:24:00.240]  儘管彼得和門徒背叛了耶穌
[00:24:00.240 --> 00:24:05.240]  (中文翻譯)
[00:24:05.240 --> 00:24:10.240]  我們看到耶穌原諒他們
[00:24:10.240 --> 00:24:15.240]  和他們有一個和好的關係
[00:24:15.240 --> 00:24:20.240]  (中文翻譯)
[00:24:20.240 --> 00:24:25.240]  與其說彼得和其他門徒服侍耶穌
[00:24:25.240 --> 00:24:30.240]  是出於愧疚或內疚、羞愧
[00:24:30.240 --> 00:24:35.240]  (中文翻譯)
[00:24:35.240 --> 00:24:40.240]  (中文翻譯)
[00:24:40.240 --> 00:24:45.240]  (中文翻譯)
[00:24:45.240 --> 00:24:50.240]  (中文翻譯)
[00:24:50.240 --> 00:24:55.240]  在二十一章的時候我們就清楚地表明
[00:24:55.240 --> 00:25:00.240]  他們餵養和照顧耶穌的羊群是出於對耶穌的愛
[00:25:00.240 --> 00:25:05.240]  (中文翻譯)
[00:25:05.240 --> 00:25:10.240]  是對耶穌的愛和從中所得到的喜樂
[00:25:10.240 --> 00:25:15.240]  (中文翻譯)
[00:25:15.240 --> 00:25:20.240]  我們就想一下我們應該怎樣回應呢?
[00:25:20.240 --> 00:25:25.240]  我們再次回想起初我們有兩個人的場景
[00:25:25.240 --> 00:25:30.240]  (中文翻譯)
[00:25:30.240 --> 00:25:35.240]  你問自己兩個人之中你是哪一位呢?
[00:25:35.240 --> 00:25:40.240]  (中文翻譯)
[00:25:40.240 --> 00:25:45.240]  或者我們都說我們屬於第二個人
[00:25:45.240 --> 00:25:50.240]  (中文翻譯)
[00:25:50.240 --> 00:25:55.240]  在這一切當中我們時時都會變成是第一個人的一樣
[00:25:55.240 --> 00:26:00.240]  (中文翻譯)
[00:26:00.240 --> 00:26:05.240]  我們失敗的時候
[00:26:05.240 --> 00:26:10.240]  我們時時都想嘗試自己解決問題
[00:26:10.240 --> 00:26:15.240]  我們更加努力希望下一次不要再次失敗
[00:26:15.240 --> 00:26:20.240]  或者我們掩飾我們自己的失敗
[00:26:20.240 --> 00:26:25.240]  我們認為只要當我一切都是好的時候
[00:26:25.240 --> 00:26:30.240]  我才是值得被愛
[00:26:30.240 --> 00:26:35.240]  但是我們忘記了在面對失敗和羞愧的時候
[00:26:35.240 --> 00:26:40.240]  (中文翻譯)
[00:26:40.240 --> 00:26:45.240]  我們不應該說自己更加努力
[00:26:45.240 --> 00:26:50.240]  (中文翻譯)
[00:26:50.240 --> 00:26:55.240]  我們應該來到耶穌基督面前重新感受到祂對我們的愛
[00:26:55.240 --> 00:27:00.240]  (中文翻譯)
[00:27:00.240 --> 00:27:05.240]  這段經文呼召我們反思我們自己的生活
[00:27:05.240 --> 00:27:10.240]  我們的生命
[00:27:10.240 --> 00:27:15.240]  和我們怎樣面對失敗
[00:27:15.240 --> 00:27:20.240]  (中文翻譯)
[00:27:20.240 --> 00:27:25.240]  我們會不會想到我們會首先來到耶穌基督的面前
[00:27:25.240 --> 00:27:30.240]  (中文翻譯)
[00:27:30.240 --> 00:27:35.240]  或者獨自解決自己的失敗
[00:27:35.240 --> 00:27:40.240]  (中文翻譯)
[00:27:40.240 --> 00:27:45.240]  如果今天你還不是耶穌基督的追隨者
[00:27:45.240 --> 00:27:50.240]  (中文翻譯)
[00:27:50.240 --> 00:27:55.240]  耶穌的邀請也同樣是向你的邀請來跟隨我
[00:27:55.240 --> 00:28:00.240]  (中文翻譯)
[00:28:00.240 --> 00:28:05.240]  或者是遲一點
[00:28:05.240 --> 00:28:10.240]  (中文翻譯)
[00:28:10.240 --> 00:28:15.240]  耶穌已經知道我們的失敗
[00:28:15.240 --> 00:28:20.240]  (中文翻譯)
[00:28:20.240 --> 00:28:25.240]  我對祂的叛逆來到祂的面前
[00:28:25.240 --> 00:28:30.240]  (中文翻譯)
[00:28:30.240 --> 00:28:35.240]  以致我們能夠體驗到祂的愛和祂的寬恕
[00:28:35.240 --> 00:28:40.240]  (中文翻譯)
[00:28:40.240 --> 00:28:45.240]  我們今天有聖餐
[00:28:45.240 --> 00:28:50.240]  (中文翻譯)
