
[00:00:00.000 --> 00:00:06.400]  主律大英姊妹,長輩們平安?
[00:02:46.000 --> 00:03:08.000]  但是可能這樣可能是為了自己,我們可能很難理解對方,或者你旁邊的人的心,他所經歷的苦難的心境
[00:03:08.000 --> 00:03:24.000]  我們一般大興姐妹,有時他們會找我們,找師母,有時他們有些恐懼,有些經歷不好的事,他們會跟我們
[00:03:24.000 --> 00:03:39.000]  他們跟我們說的事,好像昨天有個姐妹跟師母聯絡,她說她有一個病是婦人的病,女人病,當然師母不是醫生
[00:03:39.000 --> 00:03:56.000]  一般我們會跟她說,你找哪個醫生,我們知道哪個醫生,或者多數我們會找一個,我們有一個很好的同工,他在中國是一個主人,婦女科醫院的主人
[00:03:56.000 --> 00:04:11.000]  他是很有經驗的,所以如果大興姐妹有什麼事,我們都會找這個姐妹,因為她是專人,我們不是專人,所以她會給很多的意見
[00:04:11.000 --> 00:04:36.000]  或者跟她說什麼可以注意,什麼不可以吃,她又會鼓勵他們,說他們祈禱,我們有這樣的同工,除了有專人,還有就是我們會幫他們找一個跟他們一樣有經歷的人
[00:04:36.000 --> 00:04:55.000]  譬如我們有一個姐妹以前她有腦殘過,所以有些腦殘的人跟我們說,我們會帶這個姐妹,或者有些失去兒子,因為這個姐妹有一個經歷,會帶這個姐妹去安慰他們
[00:04:55.000 --> 00:05:12.000]  因為他們比我們更加知道,他們受的那個經歷,我們沒有那個經歷是更加深的,他們知道更加清楚的,所以我們會找這樣的人鼓勵
[00:05:12.000 --> 00:05:32.000]  有些可能癌症,我們會找有經歷過癌症的人鼓勵這樣的人,所以我們會帶他們去探訪,所以我們知道我們的生命是要成熟,有時是經過一個試驗
[00:05:32.000 --> 00:05:44.000]  所以我們看到,反而我們的試驗的目的就是比我們心靈方面更加強大,所以不是比我們更加強大
[00:05:44.000 --> 00:06:02.000]  所以我們知道如果我們要健康,不是說你要健康就這樣每一次坐,你就可以身體很健康,不是,你要去健身,你要很多不同的訓練
[00:06:02.000 --> 00:06:20.000]  有些人說師母牧師你瘦了,我說這個瘦不是病瘦,這個是健康瘦,你知道健康瘦是什麼嗎?就是我和師母每一天都要行一萬步
[00:06:20.000 --> 00:06:39.000]  我們幾年一直堅持我們要達到這個感覺,所以這個是要反映,有時要放棄,不行不行不行,一定要堅持
[00:06:39.000 --> 00:06:52.000]  所以有些堅持是比我們心靈方面更加強大,神給我們試驗,因為我們有鍛鍊我們上帝要成就那個天命呼召
[00:06:52.000 --> 00:07:11.000]  我們知道我們是不同因子,神我們都是道德不同的,神給我們不同的因子,不同的性格,但是我們每一個都有神給我們的天命呼召的,他們呼召我們做不同的事工
[00:07:11.000 --> 00:07:31.000]  所以我們看我們有競敗的人,我們有主席,我們有導演,我們有不同的招待,我們有不同的呼召,但是有時經過一些經歷或者我們試驗,都是神要鍛鍊我們
[00:07:31.000 --> 00:07:58.000]  這個是我們可以經過,我們遇到一些事情,你就要想,是不是神要呼召我的,有些事情是神要我呼召,有時我們是,有時我講話很直,所以神給我很多的經歷,就是要慢慢的聆聽
[00:07:58.000 --> 00:08:19.000]  兄姊妹需要什麼,不要很快就去反應,這個是這幾年我碰到很多的事情,但是這些事情,好像自己不是很喜歡,但是不喜歡的當中,我是想到,其實是要鍛鍊或者提升我的東西
[00:08:19.000 --> 00:08:39.000]  所以這個是我們去試驗的目的,所以這些壓局需要跟一些被迫的人,他們的鼓勵,所以我們繼續看,大五節開始我們看,請大家讀一讀大五節
[00:08:49.000 --> 00:09:09.000]  上文是壓局需要跟他們講試驗的目的,但是大五節開始他們跟我們講,你缺少了一樣東西,這個東西是智慧,有一次我們講智慧,我們以為聰明,這個人很有智慧
[00:09:09.000 --> 00:09:30.000]  所以他們考到很大的學位,很會讀書,或者他說這個人很有智慧,所以他很懂得去投資,得到很多的財富,但是整個智慧不是講這個智慧
[00:09:30.000 --> 00:09:48.000]  這個智慧是講一個判斷辨別那件事,那個能力,這個講的是一個能力,我們知道在所羅門王的時候,所羅門王我們講,他求什麼,他求智慧
[00:09:48.000 --> 00:10:09.000]  那個智慧我們都知道他的故事,兩個婦人,玩所羅門王,兩個都講,這個兒子是他們的,最後所羅門王他的智慧說,OK,你講是你的,我要把這個小孩撇到兩邊
[00:10:09.000 --> 00:10:27.000]  那個親媽媽就知道,你不要撇了,你給他,他就知道,那個不捨得被他撇到兩邊,殺了那個兒子,就是那個母親,這個是神給的那個智慧
[00:10:27.000 --> 00:10:54.000]  所以有時候我們真的需要智慧,為什麼要智慧?智慧有能力,因為智慧是給我們性格的軟弱,我們每一天看報紙,或者我們看新聞,我們看到很多人都被壓,不單單是錢被壓,感情都被壓,都很多這些事
[00:10:54.000 --> 00:11:14.000]  你想這麼多年,每一次報紙都跟我們說,你要提醒我們,警告我們,你們要小心,但是每一天都有人被壓了,為什麼呢?因為這個是我們人性的軟弱
[00:11:14.000 --> 00:11:32.000]  為什麼我們?因為那個騙我們的人,那個欺騙者他是利用我們,有個貪念,貪心,有沒有要貪心,所以想好賺快錢,我最好一輩子都可以賺快錢
[00:11:32.000 --> 00:11:56.000]  你給我投資我就可以拿八百五十的利息,所以有這種貪心,很多人就上當了,所以我們知道,有時候我們知道這個是騙局,但是我們就因為那個貪心,我們就會為自己找個藉口
[00:11:56.000 --> 00:12:14.000]  就說不會了,如果我不相信他,可能我會失去這個機會,這麼好的錢這麼快賺到,這麼好的人,如果我不會認識他,我就可能沒有第二次機會了
[00:12:14.000 --> 00:12:38.000]  所以那些人就會用我們這樣的軟弱來欺騙我們,前幾天我看到一個台灣的新聞,我不知道你們有聽過那個,在坎波利亞柬埔寨,
[00:12:38.000 --> 00:13:05.000]  那裡有一個欺騙的組織,那個組織有些台灣人就去那邊,我以前都看過馬來西亞人,都有些人去那邊,他們就會利用那些人去欺騙,所以那些人欺騙你
[00:13:05.000 --> 00:13:30.000]  你那個account不是一定是澳洲,很多是海外的人欺騙的,所以台灣的新聞就是這樣,有五個人他準備去柬埔寨,他去柬埔寨,海哥就擋他們,叫他們不要去
[00:13:30.000 --> 00:13:54.000]  你去那邊,不去你就被人欺騙了,最後你就被他利用,他要你欺騙其他人,所以你最好不要,如果你不欺騙人,人家就會傷害你,鎖你,或者打你
[00:13:54.000 --> 00:14:22.000]  所以海關的人就勸他們不要去,但是四個人就聽,好啦好啦我就不去了,我回去,有一個人說我一定要去,如果他通了我也不怕,我一定要去就要去,我讓他通了,這個人就要去柬埔寨了
[00:14:22.000 --> 00:14:50.000]  所以有些人是這樣,因為對他來說,賺快錢,被人家警告,或者他看到更加重要,所以我們看到這個是一個無智慧,他又沒有辦法辨別那個是非
[00:14:50.000 --> 00:15:10.000]  所以我們需要判斷辨別那個智慧的能力,這個智慧是哪裡來的,這個智慧不是我們可以鍛煉的,這個智慧是在神那邊來的,所以我看到是神給我們的,這個智慧是神給我們的
[00:15:10.000 --> 00:15:36.000]  所以這個是求是從求神求的,這個智慧是我們從神求的,所以這個神是這樣,這個是侯祠,侯祠的意思就是神是沒有保留的,很慷慨的給我們,祂不會保留,如果我們求祂一定會給我們的,完全的給我們的
[00:15:36.000 --> 00:15:50.000]  祂不僅僅不給,祂也不會疾避我們的,所以不要怕說是不是我求神給我的智慧,我敢不敢求神會接避我,我敢不敢軟弱,不是的
[00:15:50.000 --> 00:16:03.000]  如果我們是要求的話,神是會賜給我們的那個智慧,因為這個是神給我的英慧,英慧,這個是神給我的英慧
[00:16:03.000 --> 00:16:21.000]  所以我們在第六節的第四節,我們請大家讀一讀
[00:16:21.000 --> 00:16:39.000]  我們在第七節,這個跟我們說,我們要求,但是求一點也不要懷疑,不要懷疑神的
[00:16:39.000 --> 00:16:54.000]  這個意思就是,在海中的波浪,波浪一去,你去海灘或者去哪裡,你去的時候,我們也要看那個波浪上面,你看
[00:16:54.000 --> 00:17:03.000]  波浪一去,風一吹,它就沒有了,你去就吹一吹,所以他用這樣比喻我的信心
[00:17:03.000 --> 00:17:18.000]  我們的信心好像這樣,我們是不是不堪一擊,怎麼說不堪一擊,有些人一說,哎呀,是不是這樣,我這樣求神會給我嗎
[00:17:18.000 --> 00:17:39.000]  有些事發生就不行,所以這樣的信心就很容易,很容易像波浪那樣,風一吹就沒有了,那個信心就是,意思就是沒有完全的依靠,信靠神的
[00:17:39.000 --> 00:17:50.000]  這樣神是不會給我們,我們在神裡面得不到什麼,所以我們看那個第八節,它說什麼,請大家讀
[00:17:50.000 --> 00:18:11.000]  心懷異議的人,大家一起所行的路上,都會有平均,第一,它說我們求的時候,一點都不要遺惑,第二,心懷異議的意思就是,心心良意
[00:18:11.000 --> 00:18:35.000]  心心良意的人就是,他一起所行的路上是沒有平均的,心心良意,你不知道這樣是,哪裡是這樣,我和我兒子有時,師母有時跟我們說,我們今天我煮雞肉,咖哩雞給你們吃,我們很高興
[00:18:35.000 --> 00:19:01.000]  我們很高興等那個咖哩雞,但是出來的不是咖哩雞,當然是熔肉,九月牛肉,不是咖哩雞,所以我和我兒子,媽,我們最好你每一次跟我們說些話,不是不一樣的
[00:19:01.000 --> 00:19:25.000]  因為我師母有一個毛病,就是她說她有一個心心良意,她選擇患難症,所以她選擇患難症,所以有時我們她說,今天我們去吃馬拉松
[00:19:25.000 --> 00:19:43.000]  我們說好啦好啦,但是每一次她開車,她開車去紅局那邊,所以我們紅局,我們就說,你不要問我們了,你問我們都沒有用的了,因為每一次是心心良意
[00:19:43.000 --> 00:20:03.000]  我不知道呢,因為我就是,因為我每一次很多很多的事在那邊,所以是心心良意,心懷意義的人,我們是沒有一個爽快的流程,我們是沒有定見的
[00:20:03.000 --> 00:20:26.000]  同樣的,我們同神求救的時候,我們一直要完全的一心一意,不是心心良意的,或者心懷意義,所以這個是亞國跟我們說,如果我們是缺乏,我們信心的時候,我們會有異惑神,我們有心心良意
[00:20:26.000 --> 00:20:42.000]  所以我們是一個,所以那個條件,我們要求神的智慧,神會給我們的,但是如果我們是有異惑,或者有心心良意,我們就想,我們想不到神會給我們這樣的智慧的能力
[00:20:42.000 --> 00:21:02.000]  我們看看一個人叫Will Wilson,我不知道你們知道,誰知道這個宣教士,Will Wilson是國際兒童時光,國際兒童時光是在美國開始的
[00:21:02.000 --> 00:21:18.000]  他在1980年的時候開始這個時光,現在有全球十三個國家,二十五萬個兒童被他們封鎖
[00:21:18.000 --> 00:21:33.000]  所以我們看看這個,Will Wilson為什麼會開始這樣那個時光呢?這個是跟他的差別,或者他的童年有關係的
[00:21:33.000 --> 00:21:55.000]  Will Wilson在十二歲的時候,他母親就把他放在一個街邊,在美國一個街邊,他在街邊的時候,他跟Will Wilson說,你在這邊等我,我等一下回來會接你
[00:21:55.000 --> 00:22:13.000]  但是Will Wilson在街邊等到三天,他母親還沒有來接他,所以他在三天的時候,他在那邊又不敢走,因為他母親說,你在這邊不要走,我回來接你,他不敢走
[00:22:13.000 --> 00:22:29.000]  他不敢走,他怕母親如果來我怎樣,找不到我怎樣,他不敢走,他很餓,但是很多人走過都不理他,走過都不問他
[00:22:29.000 --> 00:22:45.000]  到有一天,有一個基督徒的男孩,他剛好去醫院去看那個兒子,他在街邊看到Will Wilson的時候,他就停下來問他,你好嗎?
[00:22:45.000 --> 00:23:07.000]  Will Wilson就跟他說,他母親說要來接他,但是這個人就停下來,之後他就去買一些食物,回來給Will Wilson吃,吃完之後,他知道他母親不會來接他了
[00:23:07.000 --> 00:23:18.000]  他說,好不好,我給你錢,我剛好知道有一個主遊學的camp,好不好,我給你錢,你去那個camp,你報名你就去吧
[00:23:18.000 --> 00:23:43.000]  Will Wilson就拿錢去參加這個主遊學的camp,他參加主遊學的camp,Will Wilson從來沒有聽過福音,聽過耶穌基督這個名字,但是在camp裡面的時候,他第一次聽到耶穌這個名字,第一次聽到福音
[00:23:43.000 --> 00:24:10.000]  但是因為那時候是深夜,所以又穿得很骯髒,又很醜,所以camp那些人沒有人會理他,沒有人都會說,我為你祈禱,沒有人,他只是因為他可以在那邊吃東西,因為他交了錢,所以他可以這樣,但是沒有人理他
[00:24:10.000 --> 00:24:39.000]  所以有一次他就說,沒有人理他,這樣我自己在chapter裡面,我自己祈禱,所以他在祈禱的時候,他跟神說,神啊,我媽媽不要我,基督徒都不要我,但是如果你想要我,我在這邊,我在這邊
[00:24:39.000 --> 00:25:01.000]  他這樣祈禱,那一刻他開始跟耶穌基督建立了他跟耶穌的關係,所以我們看到因為這樣,他開始他的靈性,他看到耶穌基督怎麼改變,怎麼帶領他
[00:25:01.000 --> 00:25:25.000]  所以他怎麼可以開始兒童時光,因為他有這樣的經歷,被人家媽媽不要他,基督徒不要,他知道那些兒童有些是很慘,很孤兒,所以他開始在New York九雜誌開始這樣的時光,到現在差不多四十幾年
[00:25:25.000 --> 00:25:48.000]  所以我們看到有些神又給我們一些經歷,那個經歷當中,神又給我們的呼召鍛鍊我們的,但是我們需要的是同神求,我們這樣我們的智慧,我們的能力
