
[00:00:00.000 --> 00:00:03.380]  來到年尾聖誕節的月份
[00:02:14.240 --> 00:02:16.240]  是講「悔改」的訊息
[00:02:16.240 --> 00:02:19.240]  下個星期是講「喜樂」的訊息
[00:02:19.240 --> 00:02:22.880]  12月22日是講「平安」的訊息
[00:02:22.880 --> 00:02:25.000]  你如果有機會出去
[00:02:25.000 --> 00:02:28.360]  或者這段時間去其他教會參觀
[00:02:28.360 --> 00:02:31.080]  你見到禮儀教會會擺一張桌子
[00:02:31.080 --> 00:02:32.720]  會擺四支蠟燭
[00:02:32.720 --> 00:02:34.600]  有一個很漂亮的花環
[00:02:34.600 --> 00:02:38.080]  每個星期就會點著多一支蠟燭
[00:02:38.080 --> 00:02:41.240]  去到四個星期就會四支蠟燭都點著
[00:02:41.240 --> 00:02:43.680]  就代表我們真的準備好
[00:02:43.680 --> 00:02:47.280]  基督降生這件事
[00:02:47.280 --> 00:02:49.240]  今天要和你說的經文
[00:02:49.240 --> 00:02:50.160]  是大家很熟悉的
[00:02:50.160 --> 00:02:51.560]  在《馬太福音》二章
[00:02:51.560 --> 00:02:53.560]  講耶穌降生
[00:02:53.560 --> 00:02:56.520]  博士去找耶穌的經文
[00:02:56.520 --> 00:02:58.520]  熟不熟悉這段經文?
[00:02:58.520 --> 00:02:59.320]  熟悉
[00:02:59.320 --> 00:03:02.320]  所以今天有一個特別的做法
[00:03:02.320 --> 00:03:04.320]  就是我會讀經
[00:03:04.320 --> 00:03:05.320]  你開始害怕了
[00:03:05.320 --> 00:03:06.320]  因為我讀書時都會害怕
[00:03:06.320 --> 00:03:08.120]  讀書時都會生氣
[00:03:08.120 --> 00:03:11.120]  但我很想你留意
[00:03:11.120 --> 00:03:13.920]  經文當中的細節
[00:03:13.920 --> 00:03:15.920]  這段經文我們很熟悉
[00:03:15.920 --> 00:03:17.440]  但熟悉到一個地步
[00:03:17.440 --> 00:03:19.520]  其實我們已經不再想了
[00:03:19.520 --> 00:03:20.920]  我們以為我們懂得
[00:03:20.920 --> 00:03:23.720]  但我很想你當作是一個新的故事
[00:03:23.720 --> 00:03:24.720]  你一直讀的時候
[00:03:24.720 --> 00:03:26.120]  你留意一下人物
[00:03:26.120 --> 00:03:27.720]  留意一下他們的反應
[00:03:27.720 --> 00:03:33.320]  你會發覺其實這段經文是很古怪的
[00:03:33.320 --> 00:03:35.920]  大家留心吧
[00:03:35.920 --> 00:03:38.120]  《馬太福音》第二章一至十二節
[00:03:38.120 --> 00:03:39.920]  在希律作王的時候
[00:03:39.920 --> 00:03:43.720]  耶穌生在猶太的伯利恆
[00:03:43.720 --> 00:03:47.520]  有幾個博學之士從東方來到耶路撒冷說
[00:03:47.520 --> 00:03:51.520]  那生下來作猶太人之王在那裡
[00:03:51.520 --> 00:03:53.320]  我們在東方看見他的星
[00:03:53.320 --> 00:03:54.520]  特來拜他
[00:03:54.520 --> 00:03:55.720]  希律王聽見了
[00:03:55.720 --> 00:03:56.920]  就心裡不安
[00:03:56.920 --> 00:03:59.520]  耶路撒冷傳承的人也都不安
[00:03:59.520 --> 00:04:00.320]  第四節
[00:04:00.320 --> 00:04:03.520]  他就召集了祭司長和民間的文士
[00:04:03.520 --> 00:04:07.120]  問他們基督該生在哪裡
[00:04:07.120 --> 00:04:08.120]  他們說
[00:04:08.120 --> 00:04:09.520]  在猶大的伯利恆
[00:04:09.520 --> 00:04:11.120]  因為有先知記著
[00:04:11.120 --> 00:04:12.920]  猶大地的伯利恆
[00:04:12.920 --> 00:04:15.920]  你在猶大諸城中並不是最少的
[00:04:15.920 --> 00:04:19.520]  因為將來有一位統治者要從你那裡出來
[00:04:19.520 --> 00:04:20.920]  牧養我的
[00:04:20.920 --> 00:04:23.520]  牧養我以色列民
[00:04:23.520 --> 00:04:27.120]  於是希律暗地裡召了博學之士來
[00:04:27.120 --> 00:04:29.720]  查問那星是什麼時候出現的
[00:04:29.720 --> 00:04:31.920]  就派他們往伯利恆去
[00:04:31.920 --> 00:04:35.720]  說你們去仔細尋訪那小孩子
[00:04:35.720 --> 00:04:37.920]  找到了就來報信
[00:04:37.920 --> 00:04:40.120]  我也好去拜他
[00:04:40.120 --> 00:04:42.120]  他們聽了王的話就去了
[00:04:42.120 --> 00:04:45.520]  忽然在東方所看到的那顆星
[00:04:45.520 --> 00:04:47.720]  在面前引領他們
[00:04:47.720 --> 00:04:53.920]  一直行到小孩子所在地方的上方就停住了
[00:04:53.920 --> 00:04:56.720]  他們看見那星就非常歡喜
[00:04:56.720 --> 00:05:01.520]  進了房子看見小孩子和他母親瑪利亞
[00:05:01.520 --> 00:05:04.920]  就俯伏拜那小孩子
[00:05:04.920 --> 00:05:08.720]  揭開寶盒拿出黃金與香末藥
[00:05:08.720 --> 00:05:10.720]  作為禮物獻給他
[00:05:10.720 --> 00:05:13.320]  因為在夢中得到主的指示
[00:05:13.320 --> 00:05:14.720]  不要回去見希律
[00:05:14.720 --> 00:05:18.720]  他們就從別的路回自己的家鄉去了
[00:05:18.720 --> 00:05:20.520]  熟不熟這段經文
[00:05:20.520 --> 00:05:22.320]  雖然查經不是經常查
[00:05:22.320 --> 00:05:24.120]  但我猜一定聽過
[00:05:24.120 --> 00:05:25.320]  第一個問題
[00:05:25.320 --> 00:05:28.120]  有沒有弟兄姊妹當中有沒有朋友
[00:05:28.120 --> 00:05:29.920]  是教會學校長大的
[00:05:29.920 --> 00:05:32.320]  幼稚園小學中學有沒有
[00:05:32.320 --> 00:05:34.720]  舉舉手好不好
[00:05:34.720 --> 00:05:37.320]  好,這堂大概一半左右
[00:05:37.320 --> 00:05:42.120]  有沒有做過這個話劇
[00:05:42.120 --> 00:05:46.120]  你是什麼角色還記不記得
[00:05:46.120 --> 00:05:50.320]  有沒有人是扮聖嬰的舉手
[00:05:50.320 --> 00:05:52.120]  其實我覺得聖嬰不用扮
[00:05:52.120 --> 00:05:54.920]  你找一塊毛巾包住毛巾就可以了
[00:05:54.920 --> 00:05:58.320]  其實兩塊毛巾就是聖嬰
[00:05:58.320 --> 00:06:01.320]  你扮什麼角色你記不記得
[00:06:01.320 --> 00:06:03.720]  你扮什麼角色
[00:06:03.720 --> 00:06:05.720]  三博士
[00:06:05.720 --> 00:06:08.720]  我自己你讓我選我也選三博士
[00:06:08.720 --> 00:06:11.120]  因為比較重氣氛
[00:06:11.120 --> 00:06:13.920]  我記得有一堂就跟我說
[00:06:13.920 --> 00:06:17.920]  我扮過羊
[00:06:17.920 --> 00:06:20.120]  扮過牧羊人
[00:06:20.120 --> 00:06:24.120]  我扮過藥室
[00:06:24.120 --> 00:06:26.120]  這段經文這三樣都沒有
[00:06:26.120 --> 00:06:28.120]  那個是老家福音的記載
[00:06:28.120 --> 00:06:30.720]  我們今天講馬太福音
[00:06:30.720 --> 00:06:32.120]  我想你留意一下
[00:06:32.120 --> 00:06:35.720]  在整段經文裡面除了有小孩子耶穌
[00:06:35.720 --> 00:06:38.120]  和他媽媽瑪利亞之外
[00:06:38.120 --> 00:06:40.720]  還有哪四類人
[00:06:40.720 --> 00:06:44.720]  記不記得
[00:06:44.720 --> 00:06:46.520]  博士
[00:06:46.520 --> 00:06:47.720]  希律王
[00:06:47.720 --> 00:06:49.720]  這個是大部分人都馬上想到的
[00:06:49.720 --> 00:06:51.320]  還有什麼
[00:06:51.320 --> 00:06:52.520]  祭司長
[00:06:52.520 --> 00:06:53.120]  文士
[00:06:53.120 --> 00:06:55.720]  還有呢
[00:06:55.720 --> 00:06:59.720]  還有呢
[00:06:59.720 --> 00:07:04.720]  耶路撒冷傳承的人
[00:07:04.720 --> 00:07:06.920]  這段經文其實很有趣
[00:07:06.920 --> 00:07:09.320]  我等一下會用很多的問題
[00:07:09.320 --> 00:07:11.120]  就是我看不明白這段經文的問題
[00:07:11.120 --> 00:07:13.720]  去引導我們去思想這段經文
[00:07:13.720 --> 00:07:15.720]  對我們有沒有一些教訓
[00:07:15.720 --> 00:07:19.320]  但我看到在馬太的筆下
[00:07:19.320 --> 00:07:22.520]  這四類人對耶穌基督降生
[00:07:22.520 --> 00:07:24.520]  有不同的反應
[00:07:24.520 --> 00:07:26.720]  而他的反應是很特別的
[00:07:26.720 --> 00:07:28.720]  嚴格來說這四類人
[00:07:28.720 --> 00:07:31.720]  除了希律王的反應是正常之外
[00:07:31.720 --> 00:07:36.320]  另外那三類人的反應都是異常的
[00:07:36.320 --> 00:07:40.320]  我看到馬太很想將這四類人
[00:07:40.320 --> 00:07:42.920]  分為兩個對比
[00:07:42.920 --> 00:07:45.120]  去講出一些道理
[00:07:45.120 --> 00:07:46.920]  第一個是博學之士
[00:07:46.920 --> 00:07:48.720]  和祭司長和文士
[00:07:48.720 --> 00:07:51.920]  第二個對比是希律王和耶路撒冷的人
[00:07:51.920 --> 00:07:55.120]  我今天就很想從這兩個對比解明
[00:07:55.120 --> 00:07:57.120]  裡面可能有一些教導
[00:07:57.120 --> 00:07:59.320]  和對我們有什麼反省
[00:07:59.320 --> 00:08:01.120]  這個就是我們今天想做的事
[00:08:01.120 --> 00:08:03.120]  可能這段經文很簡單
[00:08:03.120 --> 00:08:04.320]  或者會比較短
[00:08:04.320 --> 00:08:06.320]  但我會在最後的時候
[00:08:06.320 --> 00:08:08.320]  留多一點空間給我們安靜一下
[00:08:08.320 --> 00:08:09.120]  好不好?
[00:08:09.120 --> 00:08:10.720]  好,那就趕快吧
[00:08:10.720 --> 00:08:13.120]  博學之士和祭司長和文士
[00:08:13.120 --> 00:08:15.120]  他們是類似的群體
[00:08:15.120 --> 00:08:16.120]  可能你不知道
[00:08:16.120 --> 00:08:20.320]  其實他們兩批人都是一些宗教的領袖
[00:08:20.320 --> 00:08:22.920]  但他們有極端不同的反應
[00:08:22.920 --> 00:08:25.120]  博學之士在整個群體
[00:08:25.120 --> 00:08:29.120]  整個技術裡面是最踴躍的
[00:08:29.120 --> 00:08:30.720]  最開心的
[00:08:30.720 --> 00:08:32.120]  從頭帶到尾的
[00:08:32.120 --> 00:08:34.120]  如果你小時候做話劇
[00:08:34.120 --> 00:08:37.120]  博士是有很多對白的
[00:08:37.120 --> 00:08:39.120]  但祭司長和文士
[00:08:39.120 --> 00:08:42.120]  相對是異常冷靜
[00:08:42.120 --> 00:08:43.120]  過鏡
[00:08:43.120 --> 00:08:45.120]  唯一出現的地方就是
[00:08:45.120 --> 00:08:46.720]  當希律王問他
[00:08:46.720 --> 00:08:50.120]  基督該生在那裡
[00:08:50.120 --> 00:08:52.720]  博學之士回答完就走了
[00:08:52.720 --> 00:08:54.120]  我們逐個群體看
[00:08:54.120 --> 00:08:57.520]  第一個群體是博學之士
[00:08:57.520 --> 00:08:59.520]  經文說他們從東方來
[00:08:59.520 --> 00:09:02.720]  說的是巴比倫馬代波斯
[00:09:02.720 --> 00:09:04.520]  什麼叫做博學之士
[00:09:04.520 --> 00:09:08.320]  或者你看《和合本》是做博士的
[00:09:08.320 --> 00:09:10.320]  我小時候如果有機會做這個
[00:09:10.320 --> 00:09:12.120]  我一定選擇做博士的
[00:09:12.120 --> 00:09:13.320]  為什麼?
[00:09:13.320 --> 00:09:15.320]  因為我小學都還沒讀完
[00:09:15.320 --> 00:09:17.320]  就可以扮博士了
[00:09:17.320 --> 00:09:18.520]  整天想著博士
[00:09:18.520 --> 00:09:22.320]  博士就是我認識的PhD
[00:09:22.320 --> 00:09:23.920]  現在考
[00:09:23.920 --> 00:09:25.720]  你讀完大學還要讀碩士
[00:09:25.720 --> 00:09:27.120]  還要做研究
[00:09:27.120 --> 00:09:28.320]  不知道能不能畢業
[00:09:28.320 --> 00:09:30.520]  能不能通過oral debate
[00:09:30.520 --> 00:09:32.320]  然後才有那個學位
[00:09:32.320 --> 00:09:34.520]  你小學生就能扮了
[00:09:34.520 --> 00:09:36.720]  但是聖經說的那個博士
[00:09:36.720 --> 00:09:39.520]  是不是真的PhD呢?
[00:09:39.520 --> 00:09:40.720]  當然不是
[00:09:40.720 --> 00:09:43.520]  那是什麼呢?
[00:09:43.520 --> 00:09:46.920]  其實是說一群占星學家
[00:09:46.920 --> 00:09:52.720]  博學之士的原文叫Magi
[00:09:52.720 --> 00:09:56.920]  慢慢演變成Magic
[00:09:56.920 --> 00:09:59.920]  就是說那群人是表演魔術的
[00:09:59.920 --> 00:10:01.320]  或者另一個演繹
[00:10:01.320 --> 00:10:04.720]  應該叫Magician
[00:10:04.720 --> 00:10:06.520]  表演魔術
[00:10:06.520 --> 00:10:09.920]  一些巫術的人
[00:10:09.920 --> 00:10:11.720]  根據古時的一些文獻
[00:10:11.720 --> 00:10:14.520]  說在東方的Magi
[00:10:14.520 --> 00:10:19.320]  其實就是拜火教的祭司
[00:10:19.320 --> 00:10:21.920]  那時候馬代波斯信拜火教
[00:10:21.920 --> 00:10:25.520]  他們的祭司統稱叫Magi
[00:10:25.520 --> 00:10:28.120]  就是我們這裡說的博學之士
[00:10:28.120 --> 00:10:30.120]  我想翻譯中文聖經的人
[00:10:30.120 --> 00:10:31.720]  不敢翻譯得那麼盡
[00:10:31.720 --> 00:10:33.120]  嚴格來說
[00:10:33.120 --> 00:10:37.720]  他應該翻譯術士會比較準確
[00:10:37.720 --> 00:10:40.920]  但沒理由一群術士去找耶穌
[00:10:40.920 --> 00:10:41.520]  你明白嗎?
[00:10:41.520 --> 00:10:43.920]  可能他就因為這樣翻譯博學之士
[00:10:43.920 --> 00:10:45.920]  有沒有人想過
[00:10:45.920 --> 00:10:49.320]  在東方來到耶路撒冷
[00:10:49.320 --> 00:10:53.120]  要走多久?有多遠?
[00:10:53.120 --> 00:10:56.920]  你查經會不會問這些問題?
[00:10:56.920 --> 00:10:57.720]  未必會
[00:10:57.720 --> 00:10:59.720]  不過我就預備了
[00:10:59.720 --> 00:11:01.920]  大概2000公里
[00:11:01.920 --> 00:11:03.520]  有不同的聖經學者
[00:11:03.520 --> 00:11:05.320]  有些說他走兩個月
[00:11:05.320 --> 00:11:07.720]  有些說他走九個月
[00:11:07.720 --> 00:11:10.720]  但我估計兩個月是走不了的
[00:11:10.720 --> 00:11:13.920]  為什麼?
[00:11:13.920 --> 00:11:16.320]  你記不記得他怎樣認得那條路
[00:11:16.320 --> 00:11:18.920]  知道向哪個方向走?
[00:11:18.920 --> 00:11:20.120]  星
[00:11:20.120 --> 00:11:23.120]  那就是代表他什麼時候才能走
[00:11:23.120 --> 00:11:23.720]  晚上
[00:11:23.720 --> 00:11:25.720]  現在你出去已經走不了
[00:11:25.720 --> 00:11:28.120]  如果外面有雲又走不了
[00:11:28.120 --> 00:11:30.520]  你晚上在當時的照明系統
[00:11:30.520 --> 00:11:31.920]  只有一個火把
[00:11:31.920 --> 00:11:34.520]  沒有現在的電筒照得那麼遠
[00:11:34.520 --> 00:11:36.320]  你一定比白天走得慢
[00:11:36.320 --> 00:11:38.720]  走過夜山的就明白了
[00:11:38.720 --> 00:11:41.320]  晚上行山可能比白天慢
[00:11:41.320 --> 00:11:43.920]  我想三分一左右
[00:11:43.920 --> 00:11:45.520]  所以我估計
[00:11:45.520 --> 00:11:46.720]  推論而已
[00:11:46.720 --> 00:11:50.520]  其實應該要走六個月左右
[00:11:50.520 --> 00:11:52.920]  我又問你
[00:11:52.920 --> 00:11:56.920]  有多少人走?
[00:11:56.920 --> 00:11:59.720]  有多少人走?
[00:11:59.720 --> 00:12:05.520]  從小到大都是說東方三博士
[00:12:05.520 --> 00:12:07.120]  我想問你剛才讀的經文
[00:12:07.120 --> 00:12:10.120]  找不找到三字?
[00:12:10.120 --> 00:12:11.520]  找不到
[00:12:11.520 --> 00:12:15.320]  那三博士怎麼來?
[00:12:15.320 --> 00:12:17.320]  因為有三個寶盒
[00:12:17.320 --> 00:12:19.520]  黃金、乳香、末陽
[00:12:19.520 --> 00:12:21.520]  我們小時候做話劇
[00:12:21.520 --> 00:12:23.920]  就找三個小朋友拿著
[00:12:23.920 --> 00:12:25.720]  所以就有三博士
[00:12:25.720 --> 00:12:29.320]  如果那段經文說有黃金、乳香、末陽、布匹
[00:12:29.320 --> 00:12:30.920]  加上三個籃子
[00:12:30.920 --> 00:12:34.520]  就變成五博士了
[00:12:34.520 --> 00:12:35.920]  我想我們看慢一點
[00:12:35.920 --> 00:12:38.120]  你會覺得很有趣
[00:12:38.120 --> 00:12:40.520]  你有沒有幻想過有三個
[00:12:40.520 --> 00:12:43.520]  我當真是三個博學之士
[00:12:43.520 --> 00:12:45.920]  一個拿著一箱黃金
[00:12:45.920 --> 00:12:47.720]  一個拿著一箱乳香
[00:12:47.720 --> 00:12:49.920]  一個拿著一箱末陽
[00:12:49.920 --> 00:12:52.520]  在曠野走六個月
[00:12:52.520 --> 00:12:54.320]  是晚上才走
[00:12:54.320 --> 00:12:58.320]  而他來到耶路撒冷是無事的
[00:12:58.320 --> 00:12:59.920]  有山賊的
[00:12:59.920 --> 00:13:00.920]  會被人打劫
[00:13:00.920 --> 00:13:02.520]  會危險的
[00:13:02.520 --> 00:13:03.320]  你記不記得說
[00:13:03.320 --> 00:13:05.520]  舊約以斯拉回歸的時候
[00:13:05.520 --> 00:13:07.120]  都要找很多人
[00:13:07.120 --> 00:13:11.120]  都要叫個王給一些保護他
[00:13:11.120 --> 00:13:14.320]  所以聖經沒有說多少個人
[00:13:14.320 --> 00:13:17.520]  但我猜一定不止三個
[00:13:17.520 --> 00:13:19.520]  應該有一團人
[00:13:19.520 --> 00:13:20.720]  一團可能二十
[00:13:20.720 --> 00:13:21.920]  可能四十
[00:13:21.920 --> 00:13:24.920]  當中可能有些保鑣、隨從
[00:13:24.920 --> 00:13:28.720]  有三個祭司一起來
[00:13:28.720 --> 00:13:29.320]  明白嗎?
[00:13:29.320 --> 00:13:31.320]  你幻想一下整件事
[00:13:31.320 --> 00:13:33.320]  其實應該這樣比較合理
[00:13:33.320 --> 00:13:35.520]  不過可能耶穌那間屋子很小
[00:13:35.520 --> 00:13:37.720]  可以進去的是三博士
[00:13:37.720 --> 00:13:39.320]  所以假若你有機會
[00:13:39.320 --> 00:13:42.320]  再跟一班兒童做話劇
[00:13:42.320 --> 00:13:44.120]  而你那班人很多
[00:13:44.120 --> 00:13:45.320]  不用怕
[00:13:45.320 --> 00:13:48.120]  我們有很多角色可以讓他參與
[00:13:48.120 --> 00:13:49.720]  你可以叫他扮保鑣
[00:13:49.720 --> 00:13:51.320]  扮什麼都可以
[00:13:51.320 --> 00:13:54.120]  特別的地方就是他們很勇弱
[00:13:54.120 --> 00:13:55.320]  這是第一批人
[00:13:55.320 --> 00:13:57.720]  第二批人就是祭司長和文士
[00:13:57.720 --> 00:14:00.520]  我稱之為沒有反應的一群
[00:14:00.520 --> 00:14:01.920]  他們好像對耶穌基督
[00:14:01.920 --> 00:14:04.320]  來衝耳不聞、無動於衷
[00:14:04.320 --> 00:14:05.920]  經文第三節就已經說
[00:14:05.920 --> 00:14:08.520]  希律王聽見博學之士找耶穌
[00:14:08.520 --> 00:14:09.720]  心裡不安
[00:14:09.720 --> 00:14:12.120]  連耶路撒冷傳承的人都不安
[00:14:12.120 --> 00:14:14.720]  這句話告訴我一個事實
[00:14:14.720 --> 00:14:17.520]  就是那班的祭司長和文士
[00:14:17.520 --> 00:14:20.120]  是知道博學之士找耶穌
[00:14:20.120 --> 00:14:21.320]  你認不認同?
[00:14:21.320 --> 00:14:21.920]  合理?
[00:14:21.920 --> 00:14:23.320]  全城都知道
[00:14:23.320 --> 00:14:26.720]  他們那些宗教領袖怎會不知道?
[00:14:26.720 --> 00:14:28.120]  第二段經文
[00:14:28.120 --> 00:14:29.920]  他說猶大的伯利恆
[00:14:29.920 --> 00:14:33.120]  當希律去問他們
[00:14:33.120 --> 00:14:35.520]  知不知道耶穌出生的地方在哪裡?
[00:14:35.520 --> 00:14:36.720]  他回答得到
[00:14:36.720 --> 00:14:38.920]  猶大的伯利恆
[00:14:38.920 --> 00:14:40.720]  還引用聖經
[00:14:40.720 --> 00:14:41.720]  是不是?
[00:14:41.720 --> 00:14:44.120]  這段經文又告訴我們什麼?
[00:14:44.120 --> 00:14:46.320]  告訴我們祭司長和文士
[00:14:46.320 --> 00:14:49.920]  是知道有人找基督
[00:14:49.920 --> 00:14:52.120]  有人說基督已經降生
[00:14:52.120 --> 00:14:55.120]  也知道基督降生的地方
[00:14:55.120 --> 00:14:58.320]  在猶大的伯利恆
[00:14:58.320 --> 00:15:01.120]  我有幾個問題解不通
[00:15:01.120 --> 00:15:02.520]  第一個問題就是
[00:15:02.520 --> 00:15:07.520]  為什麼他們不去找基督?
[00:15:07.520 --> 00:15:09.520]  由耶路撒冷去伯利恆
[00:15:09.520 --> 00:15:13.920]  根據電子科技Google的提示
[00:15:13.920 --> 00:15:15.520]  是8.3公里
[00:15:15.520 --> 00:15:19.920]  大致上等於IFC走到西灣河地鐵站
[00:15:19.920 --> 00:15:21.120]  你可以試一下
[00:15:21.120 --> 00:15:22.320]  其實慢慢走
[00:15:22.320 --> 00:15:25.120]  兩小時就走完了
[00:15:25.120 --> 00:15:27.920]  如果今天早上有人跑10公里
[00:15:27.920 --> 00:15:29.320]  以我這樣的身形
[00:15:29.320 --> 00:15:30.320]  我跑10公里
[00:15:30.320 --> 00:15:33.520]  都59分50秒跑完
[00:15:33.520 --> 00:15:35.720]  即是告訴你什麼?
[00:15:35.720 --> 00:15:37.520]  你起床吃完早餐
[00:15:37.520 --> 00:15:39.520]  跑到伯利恆
[00:15:39.520 --> 00:15:40.520]  找耶穌
[00:15:40.520 --> 00:15:41.320]  找到也好
[00:15:41.320 --> 00:15:42.320]  找不到也好
[00:15:42.320 --> 00:15:44.320]  你跑回去耶路撒冷
[00:15:44.320 --> 00:15:46.320]  還趕得及吃午餐
[00:15:46.320 --> 00:15:48.320]  問題是既然這麼近
[00:15:48.320 --> 00:15:49.320]  用這麼少的資源
[00:15:49.320 --> 00:15:50.520]  這麼簡單
[00:15:50.520 --> 00:15:56.320]  為什麼他們不去?
[00:15:56.320 --> 00:15:56.920]  你記不記得
[00:15:56.920 --> 00:16:00.720]  祭司長文士是做什麼的?
[00:16:00.720 --> 00:16:02.320]  獻祭
[00:16:02.320 --> 00:16:03.320]  教導
[00:16:03.320 --> 00:16:04.320]  講道
[00:16:04.320 --> 00:16:06.320]  你想想他講什麼
[00:16:06.320 --> 00:16:07.720]  面對一群以色列人
[00:16:07.720 --> 00:16:09.520]  在羅馬政府統治之下
[00:16:09.520 --> 00:16:11.920]  他們可能是被欺壓的一群
[00:16:11.920 --> 00:16:13.120]  他宣講的訊息
[00:16:13.120 --> 00:16:14.720]  很有可能就是
[00:16:14.720 --> 00:16:17.920]  上帝為我們設立了一個救恩
[00:16:17.920 --> 00:16:20.320]  上帝為我們預備了一個彌賽
[00:16:20.320 --> 00:16:21.720]  祂將要來到這裡
[00:16:21.720 --> 00:16:22.520]  帶領我們
[00:16:22.520 --> 00:16:23.520]  釋放我們
[00:16:23.520 --> 00:16:25.920]  幫助我們
[00:16:25.920 --> 00:16:30.320]  這必然是他講道的其中一個主題
[00:16:30.320 --> 00:16:33.320]  但今天有人告訴你
[00:16:33.320 --> 00:16:35.320]  基督降生
[00:16:35.320 --> 00:16:37.120]  在伯利恆
[00:16:37.120 --> 00:16:38.720]  我們去找祂
[00:16:38.720 --> 00:16:42.920]  為什麼這群人完全沒有反應?
[00:16:42.920 --> 00:16:45.120]  這是第一個我解不通的問題
[00:16:45.120 --> 00:16:46.920]  第二個問題
[00:16:46.920 --> 00:16:51.320]  為什麼博學之士又這麼踴躍去找基督?
[00:16:51.320 --> 00:16:53.920]  外邦的占星學家
[00:16:53.920 --> 00:16:56.920]  外邦的拜火教祭司
[00:16:56.920 --> 00:16:59.520]  一群人用了半年
[00:16:59.520 --> 00:17:00.920]  龍兒種枝
[00:17:00.920 --> 00:17:03.920]  黃金與香沒藥
[00:17:03.920 --> 00:17:06.720]  這是一個朝聖之旅
[00:17:06.720 --> 00:17:08.320]  你見不見到?
[00:17:08.320 --> 00:17:11.720]  對比在那群的祭司民事無動於衷
