
[00:00:00.000 --> 00:00:02.800]  今天系列是門徒系列 繼續
[00:07:11.480 --> 00:07:13.480]  因爲我當時已經倒馬七年了
[00:07:13.480 --> 00:07:15.480]  倒馬本來不是一個很大的問題
[00:07:15.480 --> 00:07:17.480]  不過因爲我回教會
[00:07:17.480 --> 00:07:19.480]  又是星期六
[00:07:19.480 --> 00:07:21.480]  我回馬會又是星期六
[00:07:21.480 --> 00:07:23.480]  我就有很大的掙扎
[00:07:23.480 --> 00:07:25.480]  究竟我回馬會還是回教會呢
[00:07:25.480 --> 00:07:27.480]  我是回完馬會去教會
[00:07:27.480 --> 00:07:29.480]  再去馬會收摘菜果
[00:07:29.480 --> 00:07:31.480]  還是回完教會回馬會
[00:07:31.480 --> 00:07:33.480]  當時有些人問我
[00:07:33.480 --> 00:07:35.480]  我特別在馬會
[00:07:35.480 --> 00:07:37.480]  我們是舊同學
[00:07:37.480 --> 00:07:39.480]  你最近是不是去報道會
[00:07:39.480 --> 00:07:41.480]  你有沒有信耶穌
[00:07:41.480 --> 00:07:43.480]  我不敢說
[00:07:43.480 --> 00:07:45.480]  有時候我覺得有些標準
[00:07:45.480 --> 00:07:47.480]  是會這樣
[00:07:47.480 --> 00:07:49.480]  有時候我不敢在人面前祈禱
[00:07:49.480 --> 00:07:51.480]  但是不是這樣呢
[00:07:51.480 --> 00:07:53.480]  神是不是說我們做到某個標準
[00:07:53.480 --> 00:07:55.480]  纔是門徒
[00:07:55.480 --> 00:07:57.480]  似乎不是因爲耶穌一出來才說
[00:07:57.480 --> 00:07:59.480]  有人跟隨耶穌就叫做門徒
[00:07:59.480 --> 00:08:01.480]  耶穌期望我們就是這樣跟隨他
[00:08:01.480 --> 00:08:03.480]  耶穌期望我們成爲他的兒女
[00:08:03.480 --> 00:08:05.480]  在羅馬書八章十五字
[00:08:05.480 --> 00:08:07.480]  他說我們領受的心不是奴僕的心
[00:08:07.480 --> 00:08:09.480]  是兒子的心
[00:08:09.480 --> 00:08:11.480]  是立刻的
[00:08:11.480 --> 00:08:13.480]  你馬上是
[00:08:13.480 --> 00:08:15.480]  那個身份是馬上的
[00:08:15.480 --> 00:08:17.480]  我昨天回來教會的時候
[00:08:17.480 --> 00:08:19.480]  我看到一個父親
[00:08:19.480 --> 00:08:21.480]  拖着一個我想一兩歲的女兒
[00:08:21.480 --> 00:08:23.480]  很可愛一路走
[00:08:23.480 --> 00:08:25.480]  我猜那個女兒在說話
[00:08:25.480 --> 00:08:27.480]  我在後面跟着她
[00:08:27.480 --> 00:08:29.480]  她很小聲可能她父親聽不到
[00:08:29.480 --> 00:08:31.480]  然後她父親聽着聽着越來越小
[00:08:31.480 --> 00:08:33.480]  我猜當那個父親
[00:08:33.480 --> 00:08:35.480]  期望那個女兒應該大聲一點
[00:08:35.480 --> 00:08:37.480]  他沒有大聲說話
[00:08:37.480 --> 00:08:39.480]  他不會突然跟那個女兒說
[00:08:39.480 --> 00:08:41.480]  你女兒我不理你了
[00:08:41.480 --> 00:08:43.480]  在街上扔走她
[00:08:43.480 --> 00:08:45.480]  不會的因爲這個是他的女兒
[00:08:45.480 --> 00:08:47.480]  就是他的女兒
[00:08:47.480 --> 00:08:49.480]  他做成怎樣都是他的女兒
[00:08:49.480 --> 00:08:51.480]  門徒的意思其實我們是什麼呢
[00:08:51.480 --> 00:08:53.480]  除了是兒女是跟隨他
[00:08:53.480 --> 00:08:55.480]  跟隨耶穌的學生
[00:08:55.480 --> 00:08:57.480]  跟隨者
[00:08:57.480 --> 00:08:59.480]  就是說我們決定
[00:08:59.480 --> 00:09:01.480]  百分百完美
[00:09:01.480 --> 00:09:03.480]  不過我們一個宣告就是我們追隨完美的上帝
[00:09:03.480 --> 00:09:05.480]  我們一天一天就越來越好
[00:09:05.480 --> 00:09:09.480]  我有一次看到一羣學生
[00:09:09.480 --> 00:09:11.480]  去動物園在另一個地方
[00:09:11.480 --> 00:09:13.480]  香港沒有
[00:09:13.480 --> 00:09:15.480]  我看到一羣學生很可愛
[00:09:15.480 --> 00:09:17.480]  我猜是五歲六歲搭着肩膀去動物園
[00:09:17.480 --> 00:09:19.480]  跟着老師就叫他們兩個
[00:09:19.480 --> 00:09:21.480]  拖着手去看動物
[00:09:21.480 --> 00:09:23.480]  結果有些小朋友
[00:09:23.480 --> 00:09:25.480]  我猜就好像我小時候那樣
[00:09:25.480 --> 00:09:27.480]  很好奇就到處摸
[00:09:27.480 --> 00:09:29.480]  在動物園周圍摸
[00:09:29.480 --> 00:09:31.480]  比較危險
[00:09:31.480 --> 00:09:33.480]  因爲有老虎有獅子摸着摸着就跳下去
[00:09:33.480 --> 00:09:35.480]  很危險
[00:09:35.480 --> 00:09:37.480]  當時有個小朋友不停摸着摸着
[00:09:37.480 --> 00:09:39.480]  老師就突然走到他面前
[00:09:39.480 --> 00:09:41.480]  他當時講英文
[00:09:41.480 --> 00:09:43.480]  他站在他面前
[00:09:43.480 --> 00:09:45.480]  他說你只可以拖着你的伴侶的手
[00:09:45.480 --> 00:09:47.480]  你只可以拖着你的伴侶的手
[00:09:47.480 --> 00:09:49.480]  跟着小朋友很害怕
[00:09:49.480 --> 00:09:51.480]  看着
[00:09:51.480 --> 00:09:53.480]  跟着他走了
[00:09:53.480 --> 00:09:55.480]  我當然看着
[00:09:55.480 --> 00:09:57.480]  跟着小朋友拖着
[00:09:57.480 --> 00:09:59.480]  兩個兩個拖着看
[00:09:59.480 --> 00:10:01.480]  跟着小朋友看一看
[00:10:01.480 --> 00:10:03.480]  兩三分鐘之後
[00:10:03.480 --> 00:10:05.480]  老師不在立刻放手
[00:10:05.480 --> 00:10:07.480]  周圍在搞
[00:10:07.480 --> 00:10:09.480]  跟着老師又見到
[00:10:09.480 --> 00:10:11.480]  你猜老師見到之後會不會跟他講
[00:10:11.480 --> 00:10:13.480]  你已經不再是我學生了
[00:10:13.480 --> 00:10:15.480]  我以後都不要你
[00:10:15.480 --> 00:10:17.480]  你這樣搞我扔了你去獅子坑
[00:10:17.480 --> 00:10:19.480]  反正都是
[00:10:19.480 --> 00:10:21.480]  會不會這樣
[00:10:21.480 --> 00:10:23.480]  不會啊
[00:10:23.480 --> 00:10:25.480]  我們走得好走不好都是他的學生
[00:10:25.480 --> 00:10:27.480]  所以我們今天走得好走不好
[00:10:27.480 --> 00:10:29.480]  我們都要決定一件事
[00:10:29.480 --> 00:10:31.480]  我們是跟隨主
[00:10:31.480 --> 00:10:33.480]  我們是他的門徒
[00:10:33.480 --> 00:10:35.480]  我們不會停留在這個地方
[00:10:35.480 --> 00:10:37.480]  我們就仰望上帝
[00:10:37.480 --> 00:10:39.480]  所以我想問大家一個問題
[00:10:39.480 --> 00:10:41.480]  你
[00:10:41.480 --> 00:10:43.480]  是不是耶穌的門徒
[00:10:43.480 --> 00:10:45.480]  我們再次舉手
[00:10:45.480 --> 00:10:47.480]  如果你覺得你是的話
[00:10:47.480 --> 00:10:49.480]  給點掌聲旁邊的人
[00:10:51.480 --> 00:10:53.480]  我們不需要完美
[00:10:53.480 --> 00:10:55.480]  因爲耶穌繼續講下去
[00:10:55.480 --> 00:10:57.480]  跟門徒講
[00:10:57.480 --> 00:10:59.480]  我多怕你不舉手
[00:10:59.480 --> 00:11:01.480]  你不舉手我講不下去
[00:11:01.480 --> 00:11:03.480]  耶穌繼續跟門徒講
[00:11:03.480 --> 00:11:05.480]  而這個炎和光的新聞
[00:11:05.480 --> 00:11:07.480]  什麼時候開始呢
[00:11:07.480 --> 00:11:09.480]  我們再看下去
[00:11:09.480 --> 00:11:11.480]  你們是世上的炎
[00:11:11.480 --> 00:11:13.480]  剛剛出來
[00:11:13.480 --> 00:11:15.480]  那些人聽了剛剛
[00:11:15.480 --> 00:11:17.480]  耶穌說你已經是了
[00:11:17.480 --> 00:11:19.480]  你今天就是
[00:11:19.480 --> 00:11:21.480]  你明天回到公司
[00:11:21.480 --> 00:11:23.480]  你突然間發瘋
[00:11:23.480 --> 00:11:25.480]  突然間見到老闆 見到你的同事
[00:11:25.480 --> 00:11:27.480]  你等不住
[00:11:27.480 --> 00:11:29.480]  跟着跟自己講我再不是門徒
[00:11:29.480 --> 00:11:31.480]  不是未來纔是
[00:11:31.480 --> 00:11:33.480]  我做到某個標準纔不是
[00:11:33.480 --> 00:11:35.480]  耶穌說你是炎你是光
[00:11:35.480 --> 00:11:37.480]  你好不好你都是炎和光
[00:11:37.480 --> 00:11:39.480]  你都是上帝的炎
[00:11:39.480 --> 00:11:41.480]  和光
[00:11:41.480 --> 00:11:43.480]  你有味道
[00:11:43.480 --> 00:11:45.480]  意思是說如果你現在走下去
[00:11:45.480 --> 00:11:47.480]  走兩個圈流汗
[00:11:47.480 --> 00:11:49.480]  你就有味道
[00:11:49.480 --> 00:11:51.480]  你沒得甩
[00:11:51.480 --> 00:11:53.480]  因爲你已經跑了兩圈
[00:11:53.480 --> 00:11:55.480]  今天你跟着上帝
[00:11:55.480 --> 00:11:57.480]  你就是他的炎和光
[00:11:57.480 --> 00:11:59.480]  明白嗎
[00:11:59.480 --> 00:12:01.480]  所以我們認真的身份
[00:12:01.480 --> 00:12:03.480]  我們很驕傲的身份
[00:12:03.480 --> 00:12:05.480]  我們是炎和光
[00:12:05.480 --> 00:12:07.480]  這是我們的身份
[00:12:07.480 --> 00:12:09.480]  很重要
[00:12:09.480 --> 00:12:11.480]  如果我們不理人家的職責會怎樣
[00:12:11.480 --> 00:12:13.480]  就很大件事
[00:12:13.480 --> 00:12:15.480]  不過我們繼續講下去
[00:12:15.480 --> 00:12:17.480]  我就去了上課
[00:12:17.480 --> 00:12:19.480]  我現在在讀兩樣東西
[00:12:19.480 --> 00:12:21.480]  一個是輔導
[00:12:21.480 --> 00:12:23.480]  一個是門徒的訓練
[00:12:23.480 --> 00:12:25.480]  門徒讀了幾年
[00:12:25.480 --> 00:12:27.480]  我問我的老師Dr. Logan
[00:12:27.480 --> 00:12:29.480]  八十歲
[00:12:29.480 --> 00:12:31.480]  我猜他八十歲
[00:12:31.480 --> 00:12:33.480]  我不知道他幾歲
[00:12:33.480 --> 00:12:35.480]  我就問他一個問題
[00:12:35.480 --> 00:12:37.480]  究竟我們幾歲才教另一個做門徒
[00:12:37.480 --> 00:12:39.480]  因爲耶穌說你們去
[00:12:39.480 --> 00:12:41.480]  使萬民作我的門徒
[00:12:41.480 --> 00:12:43.480]  他就看着我
[00:12:43.480 --> 00:12:45.480]  他覺得我的問題很奇怪
[00:12:45.480 --> 00:12:47.480]  第一,每人都要門徒
[00:12:47.480 --> 00:12:49.480]  第二,你的問題實在很奇怪
[00:12:49.480 --> 00:12:51.480]  我說爲什麼這麼奇怪
[00:12:51.480 --> 00:12:53.480]  他說很簡單,你信得住三天
[00:12:53.480 --> 00:12:55.480]  你就帶着信得住一天的那個
[00:12:55.480 --> 00:12:57.480]  你信得住三年
[00:12:57.480 --> 00:12:59.480]  就帶着信得住一年的那個
[00:12:59.480 --> 00:13:01.480]  你的生命就是這樣,你不需要完美
[00:13:01.480 --> 00:13:03.480]  你就是這樣的影響
[00:13:03.480 --> 00:13:05.480]  叫到異人看見上帝在你生命的工作
[00:13:05.480 --> 00:13:07.480]  啊,對哦
[00:13:07.480 --> 00:13:09.480]  所以在這個節目我們不用擔心
[00:13:09.480 --> 00:13:11.480]  你信得住多久
[00:13:11.480 --> 00:13:13.480]  今天就是炎和光
[00:13:13.480 --> 00:13:15.480]  你跟旁邊的人說
[00:13:15.480 --> 00:13:17.480]  你今天就是炎和光
[00:13:17.480 --> 00:13:19.480]  好不好
[00:13:19.480 --> 00:13:23.480]  炎和光是什麼
[00:13:23.480 --> 00:13:25.480]  我們去到第二點
[00:13:25.480 --> 00:13:27.480]  炎和光就是我們的積分
[00:13:27.480 --> 00:13:29.480]  我們的影響,我們的感染
[00:13:29.480 --> 00:13:31.480]  我們會問一個問題
[00:13:31.480 --> 00:13:33.480]  爲什麼
[00:13:33.480 --> 00:13:35.480]  是炎和光
[00:13:35.480 --> 00:13:37.480]  不是我們比較喜歡的東西
[00:13:37.480 --> 00:13:39.480]  你是房子
[00:13:39.480 --> 00:13:41.480]  還是一間大屋
[00:13:41.480 --> 00:13:43.480]  香港很需要
[00:13:43.480 --> 00:13:45.480]  或者你是一個鑽石
[00:13:45.480 --> 00:13:47.480]  而且是兩卡的
[00:13:47.480 --> 00:13:49.480]  你買了之後就會有很多炎
[00:13:49.480 --> 00:13:51.480]  或者你不是一輛車
[00:13:51.480 --> 00:13:53.480]  不是那個黃金
[00:13:53.480 --> 00:13:55.480]  爲什麼你是炎和光
[00:13:55.480 --> 00:13:57.480]  在這個時候
[00:13:57.480 --> 00:13:59.480]  我們就要想想,究竟炎有什麼作用呢
[00:13:59.480 --> 00:14:01.480]  炎代表什麼呢
[00:14:01.480 --> 00:14:03.480]  炎有什麼作用
[00:14:03.480 --> 00:14:05.480]  調味
[00:14:05.480 --> 00:14:07.480]  還有呢
[00:14:07.480 --> 00:14:09.480]  醃製東西
[00:14:09.480 --> 00:14:11.480]  防腐
[00:14:11.480 --> 00:14:13.480]  這兩個
[00:14:13.480 --> 00:14:15.480]  有幾樣,我今天只說兩樣
[00:14:15.480 --> 00:14:17.480]  第一樣,防腐
[00:14:17.480 --> 00:14:19.480]  當日沒有冰箱,沒有雪櫃
[00:14:19.480 --> 00:14:21.480]  要靠炎
[00:14:21.480 --> 00:14:23.480]  去將東西保存
[00:14:23.480 --> 00:14:25.480]  它不會失去
[00:14:25.480 --> 00:14:27.480]  裏面本身的特質
[00:14:27.480 --> 00:14:29.480]  不會被外界的影響
[00:14:29.480 --> 00:14:31.480]  這是第一樣我們要做的
[00:14:31.480 --> 00:14:33.480]  不會被外界的影響
[00:14:33.480 --> 00:14:35.480]  我們的特質,我們的價值
[00:14:35.480 --> 00:14:37.480]  很重要
[00:14:37.480 --> 00:14:39.480]  第二樣
[00:14:39.480 --> 00:14:41.480]  我不知你見到這個調味
[00:14:41.480 --> 00:14:43.480]  你喜歡喫左邊還是右邊
[00:14:43.480 --> 00:14:45.480]  右邊我已經不可以再
[00:14:45.480 --> 00:14:47.480]  預見它了
[00:14:47.480 --> 00:14:49.480]  左邊
[00:14:49.480 --> 00:14:51.480]  調味,每次過時過節
[00:14:51.480 --> 00:14:53.480]  我們的媽媽
[00:14:53.480 --> 00:14:55.480]  準備很多好東西喫
[00:14:55.480 --> 00:14:57.480]  你想想如果那一碟碟的菜
[00:14:57.480 --> 00:14:59.480]  沒有放鹽
[00:14:59.480 --> 00:15:01.480]  你喫下去也挺有趣的
[00:15:01.480 --> 00:15:03.480]  然後你媽媽問你好喫嗎
[00:15:03.480 --> 00:15:05.480]  也挺好的
[00:15:05.480 --> 00:15:07.480]  當時是沒有千島醬
[00:15:07.480 --> 00:15:09.480]  沒有其他調味
[00:15:09.480 --> 00:15:11.480]  那個調味是叫我們
[00:15:11.480 --> 00:15:13.480]  開始散發一些東西出去
[00:15:13.480 --> 00:15:15.480]  散發一些東西出去
[00:15:15.480 --> 00:15:17.480]  即是什麼呢?作爲信徒
[00:15:17.480 --> 00:15:19.480]  這個等於什麼呢?
[00:15:19.480 --> 00:15:21.480]  鹽的獨特性
[00:15:21.480 --> 00:15:23.480]  和光
[00:15:23.480 --> 00:15:25.480]  又等於什麼呢?
[00:15:25.480 --> 00:15:27.480]  第一樣我想說一下
[00:15:27.480 --> 00:15:29.480]  基督徒的身份,第一我們有基督徒的價值
[00:15:29.480 --> 00:15:31.480]  我們行事爲人,工作
[00:15:31.480 --> 00:15:33.480]  爲人,有我們的價值
[00:15:33.480 --> 00:15:35.480]  世界也有價值
[00:15:35.480 --> 00:15:37.480]  我們不要被它影響
[00:15:37.480 --> 00:15:39.480]  否則我們會很辛苦
[00:15:39.480 --> 00:15:41.480]  我們會被世界拖着走
[00:15:41.480 --> 00:15:43.480]  我記得我20年前做核數
[00:15:43.480 --> 00:15:45.480]  其中一間公司是做船的
[00:15:45.480 --> 00:15:47.480]  等船
[00:15:47.480 --> 00:15:49.480]  下貨
[00:15:49.480 --> 00:15:51.480]  就是最大的貨櫃
[00:15:51.480 --> 00:15:53.480]  下貨是怎樣的呢?
[00:15:53.480 --> 00:15:55.480]  很大的那些
[00:15:55.480 --> 00:15:57.480]  裝貨物的船來不了香港
[00:15:57.480 --> 00:15:59.480]  因爲香港水的問題
[00:15:59.480 --> 00:16:01.480]  在等船上
[00:16:01.480 --> 00:16:03.480]  等船是沒有引擎的
[00:16:03.480 --> 00:16:05.480]  很大一架,很多貨櫃
[00:16:05.480 --> 00:16:07.480]  很多重要的東西
[00:16:07.480 --> 00:16:09.480]  前面有一架小船
[00:16:09.480 --> 00:16:11.480]  拖着它,它去哪裏
[00:16:11.480 --> 00:16:13.480]  後面的等船就去哪裏
[00:16:13.480 --> 00:16:15.480]  大家知道吧?
[00:16:15.480 --> 00:16:19.480]  當我準備的時候
[00:16:19.480 --> 00:16:21.480]  這幅圖畫突然出現
[00:16:21.480 --> 00:16:23.480]  神問我的等船如果是我們的生命
[00:16:23.480 --> 00:16:25.480]  我們有很多
[00:16:25.480 --> 00:16:27.480]  很多貨櫃
[00:16:27.480 --> 00:16:29.480]  開不開心,工作
[00:16:29.480 --> 00:16:31.480]  我們究竟
