
[00:00:00.000 --> 00:00:02.000]  慶祝各位平安
[00:01:38.000 --> 00:01:40.000]  或者真言的教導
[00:01:40.000 --> 00:01:42.000]  集了古人的智慧
[00:01:42.000 --> 00:01:44.000]  無論你
[00:01:44.000 --> 00:01:46.000]  不聰明的
[00:01:46.000 --> 00:01:48.000]  或者聰明的
[00:01:48.000 --> 00:01:50.000]  你聽了都一定會受益
[00:01:50.000 --> 00:01:54.000]  今天講順服憤怒
[00:01:54.000 --> 00:01:56.000]  為什麼用順服這個動詞呢
[00:01:56.000 --> 00:02:00.000]  原因就是我年輕時
[00:02:00.000 --> 00:02:02.000]  我時時都發怒
[00:02:02.000 --> 00:02:04.000]  不過有一次
[00:02:04.000 --> 00:02:06.000]  大發裂怒
[00:02:06.000 --> 00:02:08.000]  幾乎想拿刀斬人
[00:02:08.000 --> 00:02:10.000]  平靜下來之後
[00:02:10.000 --> 00:02:12.000]  我就覺得
[00:02:12.000 --> 00:02:14.000]  為什麼好像自己心裏
[00:02:14.000 --> 00:02:16.000]  有隻猛獸
[00:02:16.000 --> 00:02:18.000]  叫做憤怒
[00:02:18.000 --> 00:02:20.000]  平時就好像在一個籠裏
[00:02:20.000 --> 00:02:22.000]  沒事的
[00:02:22.000 --> 00:02:24.000]  但是一不小心
[00:02:24.000 --> 00:02:26.000]  那隻猛獸會走出來
[00:02:26.000 --> 00:02:28.000]  會傷害人
[00:02:28.000 --> 00:02:30.000]  所以
[00:02:30.000 --> 00:02:32.000]  最好就是殺死它
[00:02:32.000 --> 00:02:34.000]  殺不死都要順服它
[00:02:34.000 --> 00:02:36.000]  讓它不要那麼兇猛
[00:02:36.000 --> 00:02:40.000]  有一位
[00:02:40.000 --> 00:02:42.000]  美國著名牧師
[00:02:42.000 --> 00:02:44.000]  叫John Titor
[00:02:44.000 --> 00:02:46.000]  他講到憤怒
[00:02:46.000 --> 00:02:48.000]  是人際關係
[00:02:48.000 --> 00:02:50.000]  最厲害的毒藥
[00:02:50.000 --> 00:02:52.000]  他特別提到
[00:02:52.000 --> 00:02:54.000]  在婚姻裏面
[00:02:54.000 --> 00:02:56.000]  憤怒無異於謀殺
[00:02:56.000 --> 00:02:58.000]  他說我認為憤怒
[00:02:58.000 --> 00:03:00.000]  是一個比情慾更可怕的敵人
[00:03:00.000 --> 00:03:02.000]  除了婚姻
[00:03:02.000 --> 00:03:04.000]  憤怒還會毀掉你
[00:03:04.000 --> 00:03:06.000]  和其他人的關係
[00:03:06.000 --> 00:03:08.000]  有些人
[00:03:08.000 --> 00:03:10.000]  心中的憤怒
[00:03:10.000 --> 00:03:12.000]  遠比他們想像的更多
[00:03:12.000 --> 00:03:16.000]  因為憤怒善於偽裝
[00:03:16.000 --> 00:03:18.000]  當我們靠自己的意志
[00:03:18.000 --> 00:03:20.000]  強壓著怒氣
[00:03:20.000 --> 00:03:22.000]  憤怒卻在我們裏面
[00:03:22.000 --> 00:03:24.000]  堆積焚燒
[00:03:24.000 --> 00:03:26.000]  挫敗地
[00:03:26.000 --> 00:03:28.000]  咬細著
[00:03:28.000 --> 00:03:30.000]  我們的心靈
[00:03:30.000 --> 00:03:32.000]  如果你曾經想試過
[00:03:32.000 --> 00:03:34.000]  控制怒氣
[00:03:34.000 --> 00:03:36.000]  我想
[00:03:36.000 --> 00:03:38.000]  我就是那個曾經的人
[00:03:38.000 --> 00:03:40.000]  所以我非常認同
[00:03:40.000 --> 00:03:42.000]  John Titor 的講法
[00:03:46.000 --> 00:03:48.000]  其實主席也提過
[00:03:48.000 --> 00:03:52.000]  憤怒會帶來
[00:03:52.000 --> 00:03:54.000]  很嚴重的後果
[00:03:54.000 --> 00:03:56.000]  在
[00:03:56.000 --> 00:03:58.000]  《馬太福音》
[00:03:58.000 --> 00:04:00.000]  五章二十一至二十二節
[00:04:00.000 --> 00:04:02.000]  他這樣說
[00:04:02.000 --> 00:04:04.000]  你們聽過有對古人說
[00:04:04.000 --> 00:04:06.000]  不可殺人
[00:04:06.000 --> 00:04:08.000]  凡殺人的必受審判
[00:04:08.000 --> 00:04:10.000]  但是
[00:04:10.000 --> 00:04:12.000]  但是很重要
[00:04:12.000 --> 00:04:14.000]  我告訴你們
[00:04:16.000 --> 00:04:18.000]  凡向弟兄動怒的
[00:04:18.000 --> 00:04:22.000]  必須受審判
[00:04:22.000 --> 00:04:24.000]  凡罵弟兄是廢物的
[00:04:24.000 --> 00:04:28.000]  必受議會的審判
[00:04:28.000 --> 00:04:30.000]  凡罵弟兄是白痴的
[00:04:30.000 --> 00:04:34.000]  必須遭受地獄的火
[00:04:34.000 --> 00:04:40.000]  很嚴重
[00:04:40.000 --> 00:04:42.000]  主耶穌也說到憤怒非常嚴重
[00:04:42.000 --> 00:04:44.000]  必須受審判
[00:04:44.000 --> 00:04:46.000]  跟殺人一樣
[00:04:46.000 --> 00:04:48.000]  殺人受審判
[00:04:48.000 --> 00:04:50.000]  向弟兄動怒
[00:04:50.000 --> 00:04:52.000]  也是要受審判
[00:04:52.000 --> 00:04:54.000]  罵弟兄
[00:04:54.000 --> 00:04:56.000]  一樣要受審判
[00:04:56.000 --> 00:04:58.000]  甚至還要遭受地獄的火
[00:04:58.000 --> 00:05:02.000]  這是很嚴厲的警告
[00:05:02.000 --> 00:05:06.000]  為什麼我們會問
[00:05:06.000 --> 00:05:08.000]  為什麼人會生氣呢?
[00:05:08.000 --> 00:05:12.000]  為什麼我們會生氣呢?
[00:05:14.000 --> 00:05:16.000]  我相信
[00:05:16.000 --> 00:05:18.000]  人是按上帝的形象做的
[00:05:18.000 --> 00:05:22.000]  而我們從聖經裡面
[00:05:22.000 --> 00:05:24.000]  去認識上帝
[00:05:24.000 --> 00:05:26.000]  其實他會憤怒的
[00:05:26.000 --> 00:05:28.000]  上帝也一樣會憤怒的
[00:05:28.000 --> 00:05:32.000]  當他的子民背叛他的時候
[00:05:32.000 --> 00:05:34.000]  他就很憤怒
[00:05:34.000 --> 00:05:36.000]  舉個例子
[00:05:36.000 --> 00:05:38.000]  當摩西帶領以色列人
[00:05:38.000 --> 00:05:40.000]  出了埃及
[00:05:40.000 --> 00:05:42.000]  他就去到荷里山
[00:05:42.000 --> 00:05:44.000]  上山見上帝
[00:05:44.000 --> 00:05:46.000]  領受十誡的法板
[00:05:46.000 --> 00:05:50.000]  那個時間
[00:05:50.000 --> 00:05:52.000]  他上去了四十天
[00:05:52.000 --> 00:05:56.000]  那些以色列人
[00:05:56.000 --> 00:05:58.000]  在山下
[00:05:58.000 --> 00:06:00.000]  就開始等得不耐煩
[00:06:00.000 --> 00:06:02.000]  這個摩西好像失蹤了
[00:06:02.000 --> 00:06:04.000]  不知他怎樣
[00:06:04.000 --> 00:06:06.000]  阿倫你快點
[00:06:06.000 --> 00:06:10.000]  弄個神出來
[00:06:10.000 --> 00:06:12.000]  回到埃及
[00:06:12.000 --> 00:06:16.000]  阿倫就弄了一隻金牛出來
[00:06:16.000 --> 00:06:18.000]  他的心目中
[00:06:18.000 --> 00:06:20.000]  是代表上帝的
[00:06:20.000 --> 00:06:22.000]  但是你用牛代表上帝
[00:06:22.000 --> 00:06:24.000]  也很不行的
[00:06:24.000 --> 00:06:26.000]  上帝怎可以用動物代表呢?
[00:06:26.000 --> 00:06:30.000]  如果我們有人
[00:06:30.000 --> 00:06:32.000]  拿張照片給豬來看
[00:06:32.000 --> 00:06:34.000]  然後告訴牠這是我媽媽
[00:06:34.000 --> 00:06:36.000]  你媽媽知道也會打你兩巴掌
[00:06:38.000 --> 00:06:40.000]  一般這些就叫疑怒
[00:06:40.000 --> 00:06:44.000]  上次那次憤怒
[00:06:44.000 --> 00:06:48.000]  有些人說
[00:06:48.000 --> 00:06:50.000]  我以後不和你們這班人去
[00:06:50.000 --> 00:06:52.000]  我不帶你們去
[00:06:52.000 --> 00:06:54.000]  摩西你帶吧,我派個天使陪你
[00:06:54.000 --> 00:06:56.000]  摩西
[00:06:56.000 --> 00:06:58.000]  祈禱求情
[00:06:58.000 --> 00:07:00.000]  才是上帝改變主意
[00:07:00.000 --> 00:07:06.000]  不過憤怒始終是人性的一部份
[00:07:08.000 --> 00:07:10.000]  是自生俱來的
[00:07:10.000 --> 00:07:12.000]  但是我們一般
[00:07:12.000 --> 00:07:14.000]  只看到憤怒的
[00:07:14.000 --> 00:07:18.000]  消極面
[00:07:18.000 --> 00:07:20.000]  很消極
[00:07:20.000 --> 00:07:22.000]  憤怒也是不好的
[00:07:22.000 --> 00:07:24.000]  但事實上憤怒也不是完全不好
[00:07:24.000 --> 00:07:26.000]  也有積極面
[00:07:26.000 --> 00:07:30.000]  憤怒會被人帶來
[00:07:30.000 --> 00:07:32.000]  一些動力
[00:07:32.000 --> 00:07:36.000]  問題是
[00:07:36.000 --> 00:07:38.000]  你憤怒的時候
[00:07:38.000 --> 00:07:40.000]  你做些什麼
[00:07:40.000 --> 00:07:42.000]  我記得台灣有位很有名的
[00:07:42.000 --> 00:07:44.000]  女作家
[00:07:44.000 --> 00:07:46.000]  叫龍英台
[00:07:46.000 --> 00:07:48.000]  她寫過一篇文章
[00:07:48.000 --> 00:07:50.000]  你為何不生氣
[00:07:50.000 --> 00:07:52.000]  她說什麼呢
[00:07:52.000 --> 00:07:54.000]  她說台灣有些
[00:07:54.000 --> 00:07:56.000]  房子
[00:07:56.000 --> 00:07:58.000]  住宅區
[00:07:58.000 --> 00:08:00.000]  下面有些人
[00:08:00.000 --> 00:08:02.000]  開了小攤檔
[00:08:02.000 --> 00:08:04.000]  小攤檔越壓越多
[00:08:04.000 --> 00:08:06.000]  弄得地方骯髒
[00:08:06.000 --> 00:08:08.000]  龍英台說
[00:08:08.000 --> 00:08:10.000]  其實住在那裏的人應該生氣
[00:08:10.000 --> 00:08:12.000]  你為何不生氣呢
[00:08:12.000 --> 00:08:14.000]  我們最近
[00:08:14.000 --> 00:08:16.000]  香港大埔
[00:08:16.000 --> 00:08:18.000]  屋苑發生火災
[00:08:18.000 --> 00:08:20.000]  我不知道那裏
[00:08:20.000 --> 00:08:22.000]  聽說
[00:08:22.000 --> 00:08:24.000]  有些居民
[00:08:24.000 --> 00:08:26.000]  看到建築工人
[00:08:26.000 --> 00:08:28.000]  在地盤吸煙
[00:08:28.000 --> 00:08:30.000]  我不知道他們有沒有生氣
[00:08:30.000 --> 00:08:32.000]  有沒有採取行動
[00:08:32.000 --> 00:08:34.000]  去投訴
[00:08:34.000 --> 00:08:36.000]  如果有
[00:08:36.000 --> 00:08:38.000]  其實是好的
[00:08:38.000 --> 00:08:40.000]  有時我們生氣
[00:08:40.000 --> 00:08:42.000]  會給我們一些動力
[00:08:42.000 --> 00:08:44.000]  去做一些事
[00:08:44.000 --> 00:08:46.000]  是
[00:08:46.000 --> 00:08:48.000]  不生氣的時候
[00:08:48.000 --> 00:08:50.000]  就不會做
[00:08:50.000 --> 00:08:52.000]  我都記得以前
[00:08:52.000 --> 00:08:54.000]  曾經寫信
[00:08:54.000 --> 00:08:56.000]  給一些國會議員
[00:08:56.000 --> 00:08:58.000]  那時我生氣
[00:08:58.000 --> 00:09:00.000]  生氣
[00:09:00.000 --> 00:09:02.000]  我問國會議員
[00:09:02.000 --> 00:09:04.000]  你們對那些
[00:09:04.000 --> 00:09:06.000]  單親母親
[00:09:06.000 --> 00:09:08.000]  這麼好
[00:09:08.000 --> 00:09:10.000]  你
[00:09:10.000 --> 00:09:12.000]  給他們津貼
[00:09:12.000 --> 00:09:14.000]  比失業救濟金還要多
[00:09:14.000 --> 00:09:16.000]  所以
[00:09:16.000 --> 00:09:18.000]  我很生氣
[00:09:18.000 --> 00:09:20.000]  我交了這麼多稅
[00:09:20.000 --> 00:09:22.000]  給了那些單親母親
[00:09:22.000 --> 00:09:24.000]  那些女孩子
[00:09:24.000 --> 00:09:26.000]  他們故意不做事
[00:09:26.000 --> 00:09:28.000]  不斷生孩子
[00:09:28.000 --> 00:09:30.000]  不行
[00:09:30.000 --> 00:09:32.000]  後來有時不夠勞氣
[00:09:32.000 --> 00:09:34.000]  我就不採取行動
[00:09:34.000 --> 00:09:36.000]  不會寫信去投訴
[00:09:36.000 --> 00:09:40.000]  今天的真言
[00:09:40.000 --> 00:09:42.000]  教我們
[00:09:42.000 --> 00:09:44.000]  怎樣處理勞氣
[00:09:44.000 --> 00:09:46.000]  都是
[00:09:46.000 --> 00:09:48.000]  將勞氣
[00:09:48.000 --> 00:09:50.000]  就是
[00:09:50.000 --> 00:09:52.000]  看勞氣成為
[00:09:52.000 --> 00:09:54.000]  負面的情緒
[00:09:54.000 --> 00:09:56.000]  或者我們從負面的情緒
[00:09:56.000 --> 00:09:58.000]  多數都是
[00:09:58.000 --> 00:10:02.000]  憤怒
[00:10:02.000 --> 00:10:04.000]  多數都是產生不好的後果
[00:10:04.000 --> 00:10:06.000]  所以我們要好好控制
[00:10:06.000 --> 00:10:08.000]  處理好自己的情緒
[00:10:08.000 --> 00:10:10.000]  可以怎樣做呢
[00:10:10.000 --> 00:10:12.000]  我留意到
[00:10:12.000 --> 00:10:14.000]  今天讀的真言
[00:10:14.000 --> 00:10:16.000]  22章
[00:10:16.000 --> 00:10:18.000]  20-25章是這樣說
[00:10:18.000 --> 00:10:20.000]  不可結交好生氣的人
[00:10:20.000 --> 00:10:22.000]  也不可與暴怒的人
[00:10:22.000 --> 00:10:24.000]  來往
[00:10:24.000 --> 00:10:26.000]  恐怕你效法他的行為
[00:10:26.000 --> 00:10:28.000]  自己就陷在
[00:10:28.000 --> 00:10:30.000]  圈套裡
[00:10:30.000 --> 00:10:32.000]  我覺得這個
[00:10:32.000 --> 00:10:34.000]  可以說是一個預防性的措施
[00:10:34.000 --> 00:10:36.000]  我相信我們華人
[00:10:36.000 --> 00:10:38.000]  很多人都聽過
[00:10:38.000 --> 00:10:40.000]  孟母三千的故事
[00:10:40.000 --> 00:10:42.000]  就是說
[00:10:42.000 --> 00:10:44.000]  孟子的媽媽
[00:10:44.000 --> 00:10:46.000]  見到兒子很聰明
[00:10:46.000 --> 00:10:48.000]  他在住的環境
[00:10:48.000 --> 00:10:50.000]  學了別人的東西
[00:10:50.000 --> 00:10:52.000]  媽媽覺得
[00:10:52.000 --> 00:10:54.000]  別人的東西不好
[00:10:54.000 --> 00:10:56.000]  搬家
[00:10:56.000 --> 00:10:58.000]  學那些市井之流
[00:10:58.000 --> 00:11:00.000]  說話又不好
[00:11:00.000 --> 00:11:02.000]  影響兒子
[00:11:02.000 --> 00:11:04.000]  再搬一次
[00:11:04.000 --> 00:11:06.000]  孟母三千
[00:11:06.000 --> 00:11:08.000]  都是預防兒子
[00:11:08.000 --> 00:11:10.000]  學了不好的
[00:11:10.000 --> 00:11:12.000]  受不好的朋友
[00:11:12.000 --> 00:11:14.000]  影響
[00:11:14.000 --> 00:11:16.000]  這兩句真言
[00:11:16.000 --> 00:11:18.000]  對我們有好提醒
[00:11:18.000 --> 00:11:20.000]  我們要留意
[00:11:20.000 --> 00:11:22.000]  朋友圈
[00:11:22.000 --> 00:11:24.000]  我們朋友圈裡
[00:11:24.000 --> 00:11:26.000]  有沒有一些很容易
[00:11:26.000 --> 00:11:28.000]  很激動生氣的人
[00:11:28.000 --> 00:11:30.000]  暴怒的人
[00:11:30.000 --> 00:11:32.000]  真言圈到我們
[00:11:32.000 --> 00:11:34.000]  小心不要跟他們來往那麼多
[00:11:34.000 --> 00:11:36.000]  因為兩人不自覺
[00:11:36.000 --> 00:11:38.000]  可能受他們影響
[00:11:38.000 --> 00:11:40.000]  自己都變成
[00:11:40.000 --> 00:11:42.000]  容易生氣和暴怒
[00:11:42.000 --> 00:11:46.000]  二十九章十節
[00:11:46.000 --> 00:11:48.000]  號流人血的
[00:11:48.000 --> 00:11:50.000]  恨惡原傳人
[00:11:50.000 --> 00:11:52.000]  正直人
[00:11:52.000 --> 00:11:54.000]  顧惜他的生命
[00:11:54.000 --> 00:11:58.000]  我們真的要很小心
[00:11:58.000 --> 00:12:00.000]  我們的朋友圈
[00:12:00.000 --> 00:12:02.000]  如果
[00:12:02.000 --> 00:12:04.000]  有些人
[00:12:04.000 --> 00:12:06.000]  他很容易憤怒
[00:12:06.000 --> 00:12:08.000]  你跟他走近
[00:12:08.000 --> 00:12:10.000]  可能有時你不自覺
[00:12:10.000 --> 00:12:12.000]  說了他很生氣
[00:12:12.000 --> 00:12:14.000]  得罪了他
[00:12:14.000 --> 00:12:16.000]  可能會致死
[00:12:18.000 --> 00:12:20.000]  要小心
[00:12:20.000 --> 00:12:22.000]  暴戾的人
[00:12:22.000 --> 00:12:24.000]  號流人血的人
[00:12:24.000 --> 00:12:26.000]  一拳
[00:12:26.000 --> 00:12:28.000]  打不打得死人
[00:12:28.000 --> 00:12:30.000]  很難說
[00:12:30.000 --> 00:12:32.000]  看他拳有多重
[00:12:32.000 --> 00:12:34.000]  最近
[00:12:34.000 --> 00:12:36.000]  新聞又說
[00:12:36.000 --> 00:12:38.000]  King's Cross
[00:12:38.000 --> 00:12:40.000]  又要開晚一點
[00:12:40.000 --> 00:12:42.000]  對營業時間
[00:12:42.000 --> 00:12:44.000]  不限制
[00:12:44.000 --> 00:12:46.000]  營業時間為何受到限制
[00:12:46.000 --> 00:12:48.000]  因為當年
[00:12:48.000 --> 00:12:50.000]  有一位年青人
[00:12:50.000 --> 00:12:52.000]  中學畢業生
[00:12:52.000 --> 00:12:54.000]  走過那裏
[00:12:54.000 --> 00:12:56.000]  被一個喝醉的人打了一拳
[00:12:56.000 --> 00:12:58.000]  跌在地上
[00:12:58.000 --> 00:13:00.000]  可能跌的位置不好
[00:13:00.000 --> 00:13:02.000]  死了
[00:13:02.000 --> 00:13:04.000]  喜歡動手動腳的人
[00:13:04.000 --> 00:13:06.000]  我們真的要小心
[00:13:06.000 --> 00:13:10.000]  我們看看聖經的例子
[00:13:10.000 --> 00:13:14.000]  我發覺
[00:13:14.000 --> 00:13:16.000]  司徒約翰
[00:13:16.000 --> 00:13:18.000]  是一個性情暴烈的人
[00:13:18.000 --> 00:13:22.000]  除了年齡增長
[00:13:22.000 --> 00:13:24.000]  他才慢慢改善
[00:13:24.000 --> 00:13:26.000]  年輕的時候
[00:13:26.000 --> 00:13:28.000]  他也很容易發脾氣
[00:13:28.000 --> 00:13:30.000]  有一次
[00:13:30.000 --> 00:13:32.000]  他跟主耶穌去耶路撒冷
[00:13:32.000 --> 00:13:34.000]  在路途上
[00:13:34.000 --> 00:13:36.000]  他們要路經撒瑪利亞
[00:13:36.000 --> 00:13:38.000]  撒瑪利亞的人
[00:13:38.000 --> 00:13:40.000]  見他們去耶路撒冷
[00:13:40.000 --> 00:13:42.000]  不肯接待他們
[00:13:42.000 --> 00:13:44.000]  約翰的反應
[00:13:44.000 --> 00:13:46.000]  令我也有些錯愕
[00:13:46.000 --> 00:13:48.000]  約翰怎樣說呢?
[00:13:48.000 --> 00:13:50.000]  他說:主啊!
[00:13:50.000 --> 00:13:52.000]  祢要我們吩咐火從天上
[00:13:52.000 --> 00:13:54.000]  降下來消滅他們嗎?
[00:13:54.000 --> 00:13:58.000]  是不是很生氣?
[00:13:58.000 --> 00:14:00.000]  人家不肯接待你
[00:14:00.000 --> 00:14:02.000]  用不著這樣燒死他們嗎?
[00:14:02.000 --> 00:14:04.000]  連主耶穌也罵了他一頓
[00:14:04.000 --> 00:14:08.000]  不過到了年老的時候
[00:14:08.000 --> 00:14:10.000]  約翰寫《約翰一書》
[00:14:10.000 --> 00:14:12.000]  我們就看到
[00:14:12.000 --> 00:14:14.000]  他很強調要愛
[00:14:14.000 --> 00:14:16.000]  他鼓勵信徒要彼此相愛
[00:14:16.000 --> 00:14:22.000]  除了預防性的方法
[00:14:22.000 --> 00:14:26.000]  還有一個方法
[00:14:26.000 --> 00:14:28.000]  我覺得比較積極
[00:14:28.000 --> 00:14:30.000]  我稱之為「喚心」
[00:14:30.000 --> 00:14:32.000]  在《尊嚴》十七章二十二節
[00:14:32.000 --> 00:14:36.000]  「喜樂的心乃是良藥」
[00:14:40.000 --> 00:14:42.000]  如果我們心情好
[00:14:42.000 --> 00:14:44.000]  應該沒那麼容易生氣吧?
[00:14:44.000 --> 00:14:50.000]  問題是
[00:14:50.000 --> 00:14:52.000]  我們怎樣可以培養出
[00:14:52.000 --> 00:14:54.000]  一個「喜樂的心」呢?
[00:14:54.000 --> 00:14:56.000]  怎樣可以時時保持情緒正向
[00:14:56.000 --> 00:14:58.000]  整天開開心心呢?
[00:14:58.000 --> 00:15:04.000]  我想聖經也有一個秘訣
[00:15:04.000 --> 00:15:06.000]  就是凡事借因
[00:15:06.000 --> 00:15:08.000]  在《鐵撒羅尼加》前書五章
[00:15:08.000 --> 00:15:10.000]  十六至十八節
[00:15:10.000 --> 00:15:12.000]  保羅這樣說
[00:15:12.000 --> 00:15:14.000]  要常常喜樂
[00:15:14.000 --> 00:15:16.000]  不住地禱告
[00:15:16.000 --> 00:15:18.000]  凡事借因
[00:15:18.000 --> 00:15:20.000]  因為祭至上帝
[00:15:20.000 --> 00:15:22.000]  在基督耶穌裡
[00:15:22.000 --> 00:15:24.000]  向你們所定的旨意
[00:15:24.000 --> 00:15:28.000]  原來上帝也是這樣教導我們
[00:15:28.000 --> 00:15:30.000]  你時時喜樂
[00:15:30.000 --> 00:15:32.000]  對健康也好,對情緒也好
[00:15:32.000 --> 00:15:34.000]  也不會那麼容易生氣
[00:15:34.000 --> 00:15:36.000]  多好啊!
[00:15:36.000 --> 00:15:38.000]  我們可以怎樣做呢?
[00:15:38.000 --> 00:15:40.000]  凡事借因
[00:15:40.000 --> 00:15:42.000]  我鼓勵大家
[00:15:42.000 --> 00:15:44.000]  不妨試一試
[00:15:44.000 --> 00:15:46.000]  早上起床
[00:15:46.000 --> 00:15:48.000]  還沒下床
[00:15:48.000 --> 00:15:50.000]  就想想有什麼可以感謝神的呢?
[00:15:50.000 --> 00:15:52.000]  近來我也可以
[00:15:52.000 --> 00:15:54.000]  做到
[00:15:54.000 --> 00:15:56.000]  今早沒有肚子痛
[00:15:56.000 --> 00:15:58.000]  真好啊!感謝主啊!
[00:15:58.000 --> 00:16:00.000]  看一看腳已經沒有腫了
[00:16:00.000 --> 00:16:02.000]  因為前一陣子
[00:16:02.000 --> 00:16:04.000]  有些
[00:16:06.000 --> 00:16:08.000]  血栓
[00:16:08.000 --> 00:16:10.000]  有些
[00:16:10.000 --> 00:16:12.000]  血栓
[00:16:12.000 --> 00:16:14.000]  可能叫血栓
[00:16:14.000 --> 00:16:16.000]  醫生給了我藥
[00:16:16.000 --> 00:16:18.000]  我要吃藥
[00:16:18.000 --> 00:16:20.000]  吃些血藥
[00:16:20.000 --> 00:16:22.000]  你能夠
[00:16:22.000 --> 00:16:24.000]  起床,感謝主啊!
[00:16:24.000 --> 00:16:26.000]  正常啊!身體運作正常
[00:16:26.000 --> 00:16:28.000]  我們不要覺得
[00:16:28.000 --> 00:16:30.000]  是應份的
[00:16:30.000 --> 00:16:32.000]  近來年紀大了
[00:16:32.000 --> 00:16:34.000]  病比較多
[00:16:34.000 --> 00:16:36.000]  尤其是
[00:16:36.000 --> 00:16:38.000]  做了手術後
[00:16:38.000 --> 00:16:40.000]  有時搶蝨
[00:16:40.000 --> 00:16:42.000]  所以發覺
[00:16:42.000 --> 00:16:44.000]  原來我們健康
[00:16:44.000 --> 00:16:46.000]  不是應份
[00:16:46.000 --> 00:16:48.000]  是上帝的恩典
[00:16:48.000 --> 00:16:50.000]  鼓勵大家不妨試一試
[00:16:50.000 --> 00:16:52.000]  早上起床
[00:16:52.000 --> 00:16:54.000]  感謝上帝
[00:16:54.000 --> 00:16:56.000]  有什麼可以感謝呢?
[00:16:56.000 --> 00:16:58.000]  眼睛能張開
[00:16:58.000 --> 00:17:00.000]  手腳能動
[00:17:00.000 --> 00:17:02.000]  一切正常
[00:17:02.000 --> 00:17:04.000]  好像睡得很好
[00:17:04.000 --> 00:17:06.000]  昨晚睡得很好
[00:17:06.000 --> 00:17:08.000]  感謝神啊!
[00:17:08.000 --> 00:17:12.000]  你謝飯的時候
[00:17:12.000 --> 00:17:14.000]  要感謝
[00:17:14.000 --> 00:17:16.000]  不要像唸口供
[00:17:16.000 --> 00:17:18.000]  有心去感謝
[00:17:18.000 --> 00:17:20.000]  我想你
[00:17:20.000 --> 00:17:22.000]  只謝飯三次
[00:17:22.000 --> 00:17:24.000]  也可以說一些
[00:17:24.000 --> 00:17:26.000]  想想上帝
[00:17:26.000 --> 00:17:28.000]  有什麼幫了我們
[00:17:28.000 --> 00:17:30.000]  如果我們
[00:17:30.000 --> 00:17:32.000]  正常做一天
[00:17:32.000 --> 00:17:34.000]  做幾次感謝的祈禱
[00:17:34.000 --> 00:17:36.000]  可能會幫助我們
[00:17:36.000 --> 00:17:38.000]  培養喜樂的心
[00:17:38.000 --> 00:17:40.000]  時時喜樂、上上喜樂
[00:17:40.000 --> 00:17:42.000]  這是上帝要我們
[00:17:42.000 --> 00:17:44.000]  做基督徒
[00:17:44.000 --> 00:17:46.000]  要活出的喜樂
[00:17:46.000 --> 00:17:50.000]  這些都是
