
[00:00:00.000 --> 00:00:02.000]  各位電影節目主持人平安
[00:15:47.000 --> 00:15:49.000]  坐不下
[00:15:49.000 --> 00:15:50.000]  是不是
[00:15:50.000 --> 00:15:51.000]  試過沒有
[00:15:51.000 --> 00:15:54.000]  我但願你沒有試過
[00:15:54.000 --> 00:15:57.000]  但是事實上卻是很多人都試過的事
[00:15:57.000 --> 00:16:01.000]  所以這種進退不得的苦惱
[00:16:01.000 --> 00:16:02.000]  正是當日
[00:16:02.000 --> 00:16:08.000]  詩人透過文字讓我們理解她的煩惱
[00:16:08.000 --> 00:16:13.000]  難怪陳心儀牧師就用這樣的切入點
[00:16:13.000 --> 00:16:17.000]  讓我們面對2020年那個實際的景況
[00:16:17.000 --> 00:16:18.000]  不過我們需要知道
[00:16:18.000 --> 00:16:23.000]  人內在的困擾其實不只是恐懼
[00:16:23.000 --> 00:16:24.000]  為什麼我會這樣問
[00:16:24.000 --> 00:16:26.000]  是因為DSM-5
[00:16:26.000 --> 00:16:31.000]  就是一個現代心理學精神疾患的評估書
[00:16:31.000 --> 00:16:33.000]  它將恐懼
