
[00:00:00.000 --> 00:00:06.860]  上個禮拜天能夠在這邊和屬靈的大家庭一起來度過農曆新年
[00:02:13.100 --> 00:02:16.020]  所以一方面我們要求主差派天使天君
[00:02:16.020 --> 00:02:19.180]  自圍來安穎保守我們的家人
[00:02:19.180 --> 00:02:23.760]  但另一方面我們更要穿上平安的福音鞋
[00:02:23.760 --> 00:02:25.060]  舉起聖潔的手
[00:02:25.060 --> 00:02:29.100]  靠著聖靈隨時隨處多方的禱告
[00:02:29.100 --> 00:02:33.060]  讓我們腳掌所踏之地能夠帶下平安
[00:02:33.060 --> 00:02:36.700]  讓我們腳掌所踏之地要帶出神的榮耀
[00:02:36.700 --> 00:02:42.220]  讓我們腳掌所踏之地都要彰顯出神的同在
[00:02:42.220 --> 00:02:44.120]  你相信嗎?
[00:02:44.120 --> 00:02:45.460]  這是可能的
[00:02:45.460 --> 00:02:48.260]  因為這是耶穌教我們做的禱告
[00:02:48.260 --> 00:02:49.900]  我們在天上的父
[00:02:49.900 --> 00:02:52.540]  願你的國降臨
[00:02:52.540 --> 00:02:57.780]  願你的旨意行在地上如同行在天上
[00:02:57.780 --> 00:03:04.380]  神正在尋找能夠來祝福這個時代
[00:03:04.380 --> 00:03:06.620]  這塊土地的百姓
[00:03:06.620 --> 00:03:10.300]  他在尋找一個合用的器皿
[00:03:10.300 --> 00:03:15.140]  所以今天我們就一起來看如何成為貴重的器皿
[00:03:15.140 --> 00:03:17.100]  能夠被神來使用
[00:03:17.100 --> 00:03:20.340]  讓我們一起來念提摩太后書二章二十和二十一節
[00:03:20.340 --> 00:03:21.420]  我們一起來念
[00:03:21.420 --> 00:03:22.420]  來
[00:03:22.420 --> 00:03:25.620]  在大戶人家不但有金器銀器
[00:03:25.620 --> 00:03:27.500]  也有木器瓦器
[00:03:27.500 --> 00:03:30.620]  有作為貴重的有作為卑賤的
[00:03:30.620 --> 00:03:33.380]  人若自節脫離卑賤的事
[00:03:33.380 --> 00:03:36.020]  就必作貴重的器皿
[00:03:36.020 --> 00:03:38.380]  成為聖潔合乎主用
[00:03:38.380 --> 00:03:41.660]  預備行各樣的善事
[00:03:41.660 --> 00:03:45.980]  哇 這邊講到說在神的家中有許多不同的器皿
[00:03:45.980 --> 00:03:49.460]  可是這邊講的器皿卻沒有說
[00:03:49.460 --> 00:03:53.740]  金器銀器比木器瓦器更貴重
[00:03:53.740 --> 00:03:56.660]  這邊也沒有說哪一種功能的器皿
[00:03:56.660 --> 00:03:59.780]  比另外一種更加的重要
[00:03:59.780 --> 00:04:01.260]  反而這邊說
[00:04:01.260 --> 00:04:04.180]  怎麼樣能夠做貴重的器皿呢
[00:04:04.180 --> 00:04:08.020]  就是要聖潔合乎主用
[00:04:08.020 --> 00:04:11.060]  預備行各樣的善事
[00:04:11.060 --> 00:04:14.740]  所以今天我們要看到成為貴重的器皿有三個要素
[00:04:14.740 --> 00:04:16.500]  一個是要被潔淨
[00:04:16.500 --> 00:04:17.940]  一個是要被塑造
[00:04:17.940 --> 00:04:21.420]  另外一個是能夠願意被主所使用的
[00:04:21.420 --> 00:04:26.380]  首先我們就來看一個貴重的器皿是需要被潔淨的
[00:04:26.380 --> 00:04:29.300]  上帝非常重視聖潔
[00:04:29.300 --> 00:04:33.060]  因為聖潔就是神的屬性之一
[00:04:33.060 --> 00:04:37.500]  而且聖潔也是神創造我們計劃的一個基礎
[00:04:37.500 --> 00:04:40.940]  我們當中許多人是從事半導體行業的
[00:04:40.940 --> 00:04:44.380]  容我在這邊班門弄斧一下
[00:04:44.380 --> 00:04:46.900]  現在的奈米科技
[00:04:46.900 --> 00:04:52.060]  讓晶片微小到比我的眼睛還要小
[00:04:52.060 --> 00:04:55.420]  而這樣的一個高科技如此精密
[00:04:55.420 --> 00:04:59.580]  需要在無塵室裡面來製造
[00:04:59.580 --> 00:05:04.340]  因為就怕一粒小小的灰塵落在一個晶片上
[00:05:04.340 --> 00:05:06.860]  就會導致它接觸不良
[00:05:06.860 --> 00:05:09.780]  無法完美的發揮
[00:05:09.780 --> 00:05:11.140]  其實今天我們也是一樣
[00:05:11.140 --> 00:05:17.500]  神創造你和我是比奈米科技更加的精密上無限倍的
[00:05:17.500 --> 00:05:21.140]  我們的價值是比現在你能夠想像高科技
[00:05:21.140 --> 00:05:26.300]  再往後延伸一百一千年還要更加的高科技的
[00:05:26.300 --> 00:05:29.220]  這是神對你我的創造
[00:05:29.220 --> 00:05:31.300]  一粒灰塵
[00:05:31.300 --> 00:05:36.300]  導致一個晶片接觸不良無法發揮
[00:05:36.300 --> 00:05:41.620]  同樣一個罪惡也讓我們變成接觸不良
[00:05:41.620 --> 00:05:46.740]  讓這麼高級的神的創造無法發揮
[00:05:46.740 --> 00:05:49.260]  所以彼得前書一章十五十六節這邊說
[00:05:49.260 --> 00:05:52.580]  那朝你們的既是聖節
[00:05:52.580 --> 00:05:56.300]  你們在一切所行的事上也要聖節
[00:05:56.300 --> 00:05:58.220]  因為經商記者說你們要聖節
[00:05:58.220 --> 00:06:01.740]  因為我是聖節的
[00:06:01.740 --> 00:06:03.140]  聖節是很重要的
[00:06:03.140 --> 00:06:06.060]  可是很多時候我們一聽到聖節的這個主題
[00:06:06.060 --> 00:06:07.860]  壓力重重
[00:06:07.860 --> 00:06:10.460]  因為你覺得台上的人一直在對你吼
[00:06:10.460 --> 00:06:11.740]  你不夠好
[00:06:11.740 --> 00:06:13.060]  你不夠乾淨
[00:06:13.060 --> 00:06:14.420]  哎呀你需要悔改
[00:06:14.420 --> 00:06:18.220]  你就是差人一等
[00:06:18.220 --> 00:06:19.740]  其實你錯了
[00:06:19.740 --> 00:06:23.620]  聖節的觀念完全不是你不夠好
[00:06:23.620 --> 00:06:25.580]  講到聖節的觀念
[00:06:25.580 --> 00:06:29.740]  完全是因為你非常的好
[00:06:29.740 --> 00:06:32.060]  事實上在伊甸園魔鬼撒旦
[00:06:32.060 --> 00:06:39.580]  在試探亞當夏娃導致他們犯罪的真正的原因
[00:06:39.580 --> 00:06:42.340]  就是魔鬼撒旦要讓亞當夏娃
[00:06:42.340 --> 00:06:46.020]  知道一個錯誤的扭曲的事實
[00:06:46.020 --> 00:06:51.060]  就是你不夠好
[00:06:51.060 --> 00:06:55.020]  這個誘惑亞當夏娃的蛇說
[00:06:55.020 --> 00:06:59.820]  如果你吃了那棵善惡樹上的果子
[00:06:59.820 --> 00:07:04.420]  你就能夠和神一樣
[00:07:04.420 --> 00:07:08.580]  其實這是一個極大的騙局一個扭曲
[00:07:08.580 --> 00:07:10.380]  為什麼如果你吃了
[00:07:10.380 --> 00:07:13.860]  你才會跟神一樣呢
[00:07:13.860 --> 00:07:15.740]  他是在要挑戰
[00:07:15.740 --> 00:07:18.620]  很技巧性的挑戰亞當夏娃說
[00:07:18.620 --> 00:07:21.820]  你的神真的有把最好的給你嗎
[00:07:21.820 --> 00:07:26.140]  你真的是神最完美的創造嗎
[00:07:26.140 --> 00:07:30.020]  所以當亞當夏娃他們最後遇到這個試探
[00:07:30.020 --> 00:07:33.660]  他們妥協他們開始吃了這個果子
[00:07:33.660 --> 00:07:35.860]  事實上他們吃的
[00:07:35.860 --> 00:07:38.700]  就是一個對神開始的懷疑
[00:07:38.700 --> 00:07:41.100]  對神的不信任
[00:07:41.100 --> 00:07:46.820]  而罪就進入到了人的世界裡
[00:07:46.820 --> 00:07:51.220]  罪導致人有極深的不安全感
[00:07:51.220 --> 00:07:53.420]  因為我不夠好
[00:07:53.420 --> 00:07:57.220]  罪讓人有極深的不滿足感
[00:07:57.220 --> 00:08:00.620]  我需要更多才有價值
[00:08:00.620 --> 00:08:04.460]  罪讓人有極深的不信任感
[00:08:04.460 --> 00:08:07.260]  神啊你不是說你把最好的給我嗎
[00:08:07.260 --> 00:08:09.700]  可是為什麼
[00:08:09.700 --> 00:08:15.060]  我其實還少那麼一點點
[00:08:15.060 --> 00:08:19.300]  所以今天當我們如果有不夠好
[00:08:19.300 --> 00:08:22.060]  我還差一點
[00:08:22.060 --> 00:08:27.260]  這會讓我們過聖潔的生活反而很困難
[00:08:27.260 --> 00:08:28.300]  因為當你覺得你不夠好
[00:08:28.300 --> 00:08:29.340]  你會有兩個反應
[00:08:29.340 --> 00:08:33.100]  第一個反應是我既然我不夠好
[00:08:33.100 --> 00:08:35.380]  我需要想盡辦法
[00:08:35.380 --> 00:08:39.300]  不擇手段的要來變得更好
[00:08:39.300 --> 00:08:40.940]  可是事實上你是一個陷阱
[00:08:40.940 --> 00:08:43.100]  你永遠都不夠更好啊
[00:08:43.100 --> 00:08:45.900]  你只是試著把別人比下去比下去
[00:08:45.900 --> 00:08:47.380]  結果關係也搞爛了
[00:08:47.380 --> 00:08:50.860]  你自己還是非常的空虛
[00:08:50.860 --> 00:08:52.260]  或者另外一個極端
[00:08:52.260 --> 00:08:53.180]  既然我不夠好
[00:08:53.180 --> 00:08:56.940]  那我就擺爛到底吧
[00:08:56.940 --> 00:08:59.460]  我就證明給你看我有多爛
[00:08:59.460 --> 00:09:02.100]  我就是差
[00:09:02.100 --> 00:09:03.180]  不但如此
[00:09:03.180 --> 00:09:04.980]  我要你比我更差
[00:09:04.980 --> 00:09:07.580]  我要你比我更慘
[00:09:07.580 --> 00:09:09.340]  這是多少的仇恨
[00:09:09.340 --> 00:09:12.100]  多少的爭執
[00:09:12.100 --> 00:09:13.220]  多少的嫉妒
[00:09:13.220 --> 00:09:17.900]  多少的關係的分離在這中間
[00:09:17.900 --> 00:09:20.700]  但這不是神創造的本意
[00:09:20.700 --> 00:09:23.260]  這更不是牧師要你過聖潔生活的原因
[00:09:23.260 --> 00:09:23.900]  因為你不夠好
[00:09:23.900 --> 00:09:25.220]  你要多聖潔一點
[00:09:25.220 --> 00:09:27.580]  No
[00:09:27.580 --> 00:09:30.340]  神的心意反而是這樣
[00:09:30.340 --> 00:09:33.100]  神創造你和我的時候
[00:09:33.100 --> 00:09:38.020]  就是照著祂的完美的形象所造的
[00:09:38.020 --> 00:09:41.380]  所以當神說你要聖潔的時候
[00:09:41.380 --> 00:09:44.220]  反而是說你要聖潔
[00:09:44.220 --> 00:09:46.780]  因為你太好了
[00:09:46.780 --> 00:09:49.140]  因為你真的很好
[00:09:49.140 --> 00:09:51.460]  你真是非常的寶貴
[00:09:51.460 --> 00:09:54.540]  你是極度有價值的
[00:09:54.540 --> 00:10:03.180]  所以我期待看到你能夠活出那個美好
[00:10:03.180 --> 00:10:06.700]  這是完全不一樣的動力
[00:10:06.700 --> 00:10:13.580]  今天唯有你選擇來相信這樣的一個真理
[00:10:13.580 --> 00:10:17.900]  使得原來我真的是神美好的創造
[00:10:17.900 --> 00:10:20.220]  我不需要跟別人比較
[00:10:20.220 --> 00:10:24.980]  我只要活出屬於我那一份神創造的精彩
[00:10:24.980 --> 00:10:29.900]  我要盡我所能看神對我的創造有多麼樣的價值
[00:10:29.900 --> 00:10:34.180]  這是你能夠活出一個聖潔生活的
[00:10:34.180 --> 00:10:36.820]  一個最重要的基礎
[00:10:36.820 --> 00:10:41.100]  好不好 你跟自己說我很好
[00:10:41.100 --> 00:10:42.220]  你跟你旁邊的人說
[00:10:42.220 --> 00:10:46.540]  你看著他說你真好
[00:10:46.540 --> 00:10:49.140]  那你再看著他說這個是大絕招
[00:10:49.140 --> 00:10:55.580]  你看著他說我非常好
[00:10:55.580 --> 00:11:03.340]  好不好 給自己拍手一下好不好
[00:11:03.340 --> 00:11:08.940]  一個器皿需要是被潔淨才能夠使用
[00:11:08.940 --> 00:11:11.380]  但這個潔淨不是說你不夠好
[00:11:11.380 --> 00:11:13.540]  反而是就是因為你好
[00:11:13.540 --> 00:11:16.060]  我期待你活出這個美好
[00:11:16.060 --> 00:11:17.700]  那怎麼樣潔淨呢
[00:11:17.700 --> 00:11:21.020]  第一 潔淨是需要基督的保血
[00:11:21.020 --> 00:11:22.740]  也就是救恩
[00:11:22.740 --> 00:11:25.300]  馬太福音二十六章二十八節這邊說到
[00:11:25.300 --> 00:11:27.460]  因為這是我立約的血
[00:11:27.460 --> 00:11:32.700]  為多人流出來 使罪得赦
[00:11:32.700 --> 00:11:34.860]  當始祖亞當夏娃犯了罪
[00:11:34.860 --> 00:11:39.820]  這個罪就遺傳一直傳到世世代代
[00:11:39.820 --> 00:11:43.460]  那人的確出生之後也繼續的在犯罪
[00:11:43.460 --> 00:11:46.020]  而耶穌基督在十字架上
[00:11:46.020 --> 00:11:49.820]  他承擔了我們世人所有的罪
[00:11:49.820 --> 00:11:53.420]  好讓我們有一個全新的生命
[00:11:53.420 --> 00:11:56.820]  這個時候耶穌基督的保血
[00:11:56.820 --> 00:12:00.220]  也讓我們成為一個新造的人
[00:12:00.220 --> 00:12:03.260]  所以潔淨的第一個最重要的就是
[00:12:03.260 --> 00:12:06.660]  我們要接受耶穌基督的救恩
[00:12:06.660 --> 00:12:11.140]  好讓我們能夠不再是接觸不良
[00:12:11.140 --> 00:12:13.340]  好讓我們能夠與創造我們的父神
[00:12:13.340 --> 00:12:16.140]  重新連結在一起
[00:12:16.140 --> 00:12:17.140]  哇你是很棒的
[00:12:17.140 --> 00:12:19.020]  你比奈米科技還要棒
[00:12:19.020 --> 00:12:23.020]  但就是因為那個灰塵讓你接觸不良
[00:12:23.020 --> 00:12:26.580]  今天耶穌可以幫你把灰塵拍掉
[00:12:26.580 --> 00:12:29.540]  讓你再次能夠connect
[00:12:29.540 --> 00:12:31.580]  跟聖靈connect
[00:12:31.580 --> 00:12:33.260]  跟天父connect
[00:12:33.260 --> 00:12:35.020]  跟彼此connect
[00:12:35.020 --> 00:12:37.860]  神要在你身上發揮美好
[00:12:37.860 --> 00:12:39.580]  這個真理非常的寶貴
[00:12:39.580 --> 00:12:42.980]  如果你想要更多認識耶穌基督的救恩
[00:12:42.980 --> 00:12:45.820]  歡迎你可以參加我們教會的主日裝備課程
[00:12:45.820 --> 00:12:47.380]  或是壽喜班
[00:12:47.380 --> 00:12:50.180]  現在我們有路加福音的裝備課程
[00:12:50.180 --> 00:12:53.260]  歡迎你可以去參加講到救恩非常的清楚
[00:12:53.260 --> 00:12:57.460]  也可以參加我們的啟程福音課程
[00:12:57.460 --> 00:12:59.380]  那有些時候大家也在想說
[00:12:59.380 --> 00:13:00.900]  哇那我接受了耶穌的保血
[00:13:00.900 --> 00:13:02.500]  我就成為潔淨了
[00:13:02.500 --> 00:13:04.860]  那我就可以隨便犯罪了
[00:13:04.860 --> 00:13:06.660]  因為反正已經潔淨了
[00:13:06.660 --> 00:13:08.540]  耶穌也會繼續承擔我的罪
[00:13:08.540 --> 00:13:10.220]  那你就錯了
[00:13:10.220 --> 00:13:14.220]  因為一個真正得救的人
[00:13:14.220 --> 00:13:19.540]  是渴望活出潔淨的生命的
[00:13:19.540 --> 00:13:20.740]  那我再講一次
[00:13:20.740 --> 00:13:22.860]  真正得救的人
[00:13:22.860 --> 00:13:26.900]  是渴望活出一個潔淨的生命的
[00:13:26.900 --> 00:13:28.620]  我並不是說一個真正得救的人
[00:13:28.620 --> 00:13:31.060]  是活出潔淨的生命
[00:13:31.060 --> 00:13:34.860]  no 我們都還是在struggle
[00:13:34.860 --> 00:13:40.820]  這是我的鬍子在跟大家打招呼
[00:13:40.820 --> 00:13:42.380]  一個重生得救的人
[00:13:42.380 --> 00:13:48.940]  還是有在地上的世界屬血涕的掙扎
[00:13:48.940 --> 00:13:53.260]  但是肯定會有一個渴望活出生命
[00:13:53.260 --> 00:13:54.860]  更像耶穌的生命
[00:13:54.860 --> 00:13:57.780]  更加聖潔的一個心智
[00:13:57.780 --> 00:14:01.020]  所以這個就叫做成聖的過程
[00:14:01.020 --> 00:14:02.940]  我們需要每一天來選擇
[00:14:02.940 --> 00:14:05.500]  過一個聖潔的生活
[00:14:05.500 --> 00:14:07.260]  因此潔淨的第二個步驟
[00:14:07.260 --> 00:14:11.660]  就是需要聖靈與聖經來光照我們
[00:14:11.660 --> 00:14:12.780]  聖經是神的話語
[00:14:12.780 --> 00:14:15.620]  它其實也像是一面鏡子
[00:14:15.620 --> 00:14:18.100]  因為神的話語告訴我們
[00:14:18.100 --> 00:14:20.220]  什麼是神的價值
[00:14:20.220 --> 00:14:21.180]  神的法則
[00:14:21.180 --> 00:14:22.380]  神的期望
[00:14:22.380 --> 00:14:23.660]  所以當我們在讀神的話語時
[00:14:23.660 --> 00:14:24.980]  就好像照鏡子
[00:14:24.980 --> 00:14:26.820]  知道你哪裡對
[00:14:26.820 --> 00:14:29.060]  哪裡要修改
[00:14:29.060 --> 00:14:33.060]  聖經也好像人生的說明書
[00:14:33.060 --> 00:14:36.940]  指引我們該怎麼樣走前面的方向
[00:14:36.940 --> 00:14:39.820]  所以讀聖經是非常的重要
[00:14:39.820 --> 00:14:41.980]  你不希望你不照鏡子就出門吧
[00:14:41.980 --> 00:14:45.500]  讓我看今天有沒有誰是沒照鏡子出門的
[00:14:45.500 --> 00:14:47.540]  好像都還不錯
[00:14:47.540 --> 00:14:50.980]  但是聖經是我們靈魂的鏡子
[00:14:50.980 --> 00:14:53.340]  我們也需要有生命的說明書
[00:14:53.340 --> 00:14:54.940]  可是很重要的是
[00:14:54.940 --> 00:14:57.580]  如果你照鏡子的時候沒有開燈
[00:14:57.580 --> 00:14:59.220]  你是看不清楚的
[00:14:59.220 --> 00:15:00.420]  如果你有說明書
[00:15:00.420 --> 00:15:03.020]  可是你卻在黑暗中打開
[00:15:03.020 --> 00:15:04.460]  也是沒有用的
[00:15:04.460 --> 00:15:07.820]  因此聖靈就是光
[00:15:07.820 --> 00:15:11.980]  讓我們看見聖經對我們說的話
[00:15:11.980 --> 00:15:15.140]  讓我們看見聖經對我們的指引
[00:15:15.140 --> 00:15:15.860]  因此弟兄姊妹
[00:15:15.860 --> 00:15:18.860]  我們如果每天都渴望過一個
[00:15:18.860 --> 00:15:21.660]  潔淨的一個生活
[00:15:21.660 --> 00:15:24.020]  我們真要讀經並且要向神禱告
[00:15:24.020 --> 00:15:26.580]  聖靈啊 來光照我
[00:15:26.580 --> 00:15:31.340]  聖靈啊 來指引我前面的道路
[00:15:31.340 --> 00:15:33.220]  這就是為什麼在約翰福音
[00:15:33.220 --> 00:15:34.380]  十六章十三節
[00:15:34.380 --> 00:15:35.500]  這邊很清楚說
[00:15:35.500 --> 00:15:37.180]  只等真理的聖靈來了
[00:15:37.180 --> 00:15:40.340]  祂要引導你們明白
[00:15:40.340 --> 00:15:43.740]  或是進入一切的真理
[00:15:43.740 --> 00:15:44.860]  讓我們在這新的一年
[00:15:44.860 --> 00:15:48.060]  我們就是用這個來做我們的基本功
[00:15:48.060 --> 00:15:50.220]  基本功
[00:15:50.220 --> 00:15:52.460]  所以潔淨氣敏
[00:15:52.460 --> 00:15:54.300]  第一是要有救恩
[00:15:54.300 --> 00:15:56.660]  第二是要有光照
[00:15:56.660 --> 00:15:57.980]  而第三呢
[00:15:57.980 --> 00:16:02.500]  是需要花時間來浸泡的
[00:16:02.500 --> 00:16:04.620]  我們的信仰和實際生活常常
[00:16:04.620 --> 00:16:08.740]  我不知道大家是不是有這樣的一個感觸
[00:16:08.740 --> 00:16:11.220]  常常有一段差距啊
[00:16:11.220 --> 00:16:13.340]  我們知道真理也知道該做些什麼
[00:16:13.340 --> 00:16:14.900]  有時候聚會也很火熱
[00:16:14.900 --> 00:16:16.540]  甚至也有回應
[00:16:16.540 --> 00:16:19.380]  可是當我們回到實際生活的時候
[00:16:19.380 --> 00:16:23.900]  生活和信仰仍然是有這麼樣一段差距
[00:16:23.900 --> 00:16:25.100]  明明知道對錯
[00:16:25.100 --> 00:16:28.100]  可是卻仍在試探中打轉
[00:16:28.100 --> 00:16:31.340]  很希望能夠活出一個喜樂的生活
[00:16:31.340 --> 00:16:35.060]  但是生命卻充滿了低氣壓
[00:16:35.060 --> 00:16:36.900]  我們很盼望關係有突破
[00:16:36.900 --> 00:16:41.180]  可是卻一再感到挫折和無助
[00:16:41.180 --> 00:16:43.660]  我們很希望有一個新的生活
[00:16:43.660 --> 00:16:47.700]  可是過去的種種卻一直放不下來
[00:16:47.700 --> 00:16:49.140]  我這個時候
[00:16:49.140 --> 00:16:54.260]  我發現原來知識是不夠的
[00:16:54.260 --> 00:16:57.580]  我們需要的是要浸泡
[00:16:57.580 --> 00:17:01.660]  或是等候在神的面前
[00:17:01.660 --> 00:17:05.620]  這個真理是我最近透過洗碗悟出來的
[00:17:05.620 --> 00:17:07.500]  我現在每天都是負責洗碗
[00:17:07.500 --> 00:17:10.220]  我們家一家五口
[00:17:10.220 --> 00:17:16.140]  每天都有很多可以操練的機會
[00:17:16.140 --> 00:17:17.380]  洗碗的時候
[00:17:17.380 --> 00:17:19.580]  有些時候當一些鍋子或盤子
[00:17:19.580 --> 00:17:21.460]  上面有一些疙瘩
[00:17:21.460 --> 00:17:24.940]  或者是一些燒焦的黏質物
[00:17:24.940 --> 00:17:26.340]  你會發現它不好洗
[00:17:26.340 --> 00:17:29.620]  就算你有再厲害的洗潔精
[00:17:29.620 --> 00:17:32.700]  再粗的菜瓜布
[00:17:32.700 --> 00:17:34.020]  你跟它硬拼的話
[00:17:34.020 --> 00:17:37.260]  只會兩敗俱傷
[00:17:37.260 --> 00:17:38.300]  可是那怎麼辦呢
[00:17:38.300 --> 00:17:40.060]  我以前很煩很挫折
[00:17:40.060 --> 00:17:42.900]  乾脆換個新的餐具算了
[00:17:42.900 --> 00:17:44.660]  我後來發現
[00:17:44.660 --> 00:17:49.580]  其實你只要用水稍微泡一下
[00:17:49.580 --> 00:17:51.420]  在那邊擺個兩分鐘
[00:17:51.420 --> 00:17:52.420]  先去做別的事
[00:17:52.420 --> 00:17:54.180]  再回來
[00:17:54.180 --> 00:17:56.860]  一擦簡直就是心曠神怡
[00:17:56.860 --> 00:17:59.180]  瞬間就乾淨
[00:17:59.180 --> 00:18:04.340]  我不知道我們當中是不是有人也知道這樣的一個小秘訣
[00:18:04.340 --> 00:18:06.260]  如果你不知道的話
[00:18:06.260 --> 00:18:09.140]  回去可以試試看
[00:18:09.140 --> 00:18:12.220]  我就發現
[00:18:12.220 --> 00:18:15.660]  基督徒無論參加再多的聚會
[00:18:15.660 --> 00:18:18.140]  無論知道再多理論
[00:18:18.140 --> 00:18:23.100]  其實我們需要的還是要泡一下
[00:18:23.100 --> 00:18:27.140]  需要沉浸在主的同在裡
[00:18:27.140 --> 00:18:29.580]  當我們真的是沉浸在主的同在裡
[00:18:29.580 --> 00:18:35.580]  有些問題真的就可以抹去了
[00:18:35.580 --> 00:18:38.700]  可是如果你都知道真理
[00:18:38.700 --> 00:18:42.500]  你也曾經都很好
[00:18:42.500 --> 00:18:45.540]  可是生活太忙了
[00:18:45.540 --> 00:18:48.260]  我們當初有些人一秒鐘賺幾十萬美金
[00:18:48.260 --> 00:18:50.700]  太忙了
[00:18:50.700 --> 00:18:52.780]  如果真的是你
[00:18:52.780 --> 00:18:58.940]  不用特別表態
[00:18:58.940 --> 00:19:00.420]  不管我們生活多忙
[00:19:00.420 --> 00:19:04.780]  不管我們所做的事情有多麼的有意義
[00:19:04.780 --> 00:19:07.740]  如果你帶著禪累我們的罪走
[00:19:07.740 --> 00:19:10.260]  這就是可惜了
[00:19:10.260 --> 00:19:13.540]  我們還是需要花時間來
[00:19:13.540 --> 00:19:16.780]  浸泡在神的同在裡
[00:19:16.780 --> 00:19:20.260]  等候耶和華是何等寶貴的一件事情你知道嗎
[00:19:20.260 --> 00:19:21.260]  我們來看
[00:19:21.260 --> 00:19:23.740]  等候耶和華的人有多少的好處
[00:19:23.740 --> 00:19:27.060]  一 他必承受地圖
[00:19:27.060 --> 00:19:29.900]  二 他必拯救你
[00:19:29.900 --> 00:19:33.140]  三 你必經歷神施恩給你
[00:19:33.140 --> 00:19:37.140]  四 他必幫助你並且成為你的盾牌
[00:19:37.140 --> 00:19:40.900]  五 他必讓你重新得利
[00:19:40.900 --> 00:19:43.100]  或是重新得利
[00:19:43.100 --> 00:19:45.500]  十年如鷹展翅上騰
[00:19:45.500 --> 00:19:49.260]  第六 雅各說親近我的我必親近他
[00:19:49.260 --> 00:19:50.980]  這些真理都很棒
[00:19:50.980 --> 00:19:52.540]  這些應許都很棒
[00:19:52.540 --> 00:19:54.420]  可是我們需要泡在那裡
[00:19:54.420 --> 00:19:56.980]  等候耶和華
[00:19:56.980 --> 00:20:00.180]  這一切我們都可以經歷得到
[00:20:00.180 --> 00:20:02.940]  但身為牧師我必須要坦承一件事情
[00:20:02.940 --> 00:20:07.100]  聚會多並不代表你等得多
[00:20:07.100 --> 00:20:08.940]  甚至敬拜讚美的多
[00:20:08.940 --> 00:20:12.900]  也不代表你有沉浸在神的同在裡
[00:20:12.900 --> 00:20:17.260]  我想這邊很少人聚會會比牧師還要多
[00:20:17.260 --> 00:20:22.020]  這邊也很少人敬拜讚美的服飾會比我多
[00:20:22.020 --> 00:20:24.180]  但是我必須要承認
[00:20:24.180 --> 00:20:28.660]  很多時候我們就算在聚會
[00:20:28.660 --> 00:20:30.100]  就算我們在彈奏樂器
[00:20:30.100 --> 00:20:31.900]  我們專注的不是神自己
