
[00:00:00.000 --> 00:00:02.240]  各位姐妹平安,又讀聖經啦
[00:01:21.680 --> 00:01:23.600]  《史詩紀錄》章33節
[00:01:23.600 --> 00:01:26.120]  你看看米電人已經很多人了
[00:01:26.120 --> 00:01:27.920]  這是沙漠民族
[00:01:27.920 --> 00:01:31.600]  而且米電人的意思就是競爭者
[00:01:31.600 --> 00:01:34.200]  米電出了名是跟你鬥的
[00:01:34.200 --> 00:01:36.680]  愈強愈強
[00:01:36.680 --> 00:01:39.160]  阿瑪利人也出了名
[00:01:39.160 --> 00:01:41.560]  很厲害,跟摩西打過仗
[00:01:41.560 --> 00:01:43.760]  東方人,什麼叫東方人?
[00:01:43.760 --> 00:01:46.120]  約旦河東的所有民族
[00:01:46.120 --> 00:01:49.720]  包括摩爾阿曼、以東的就是東方人
[00:01:49.720 --> 00:01:51.480]  都聚集過
[00:01:51.480 --> 00:01:56.560]  或者由東方過約旦河過來河西
[00:01:56.560 --> 00:01:58.320]  跟以色列人打仗
[00:01:58.320 --> 00:02:01.560]  去到河西的北耶穌列平原
[00:02:01.560 --> 00:02:02.760]  哇,耶穌列平原
[00:02:02.760 --> 00:02:05.080]  說著說著大家都有機會知道在哪裡
[00:02:05.080 --> 00:02:06.080]  或者去看看
[00:02:06.080 --> 00:02:07.560]  耶穌列平原就是
[00:02:07.560 --> 00:02:09.440]  如果你有看聖經
[00:02:09.440 --> 00:02:12.240]  最尾的一場重要戰爭之一
[00:02:12.240 --> 00:02:13.920]  哈米吉多頓
[00:02:13.920 --> 00:02:17.000]  就在耶穌列平原那裡決鬥了
[00:02:17.000 --> 00:02:20.360]  你會知道耶穌列平原是很大的平原
[00:02:20.360 --> 00:02:25.240]  去到那撒勒山上看到耶穌列平原
[00:02:25.240 --> 00:02:26.840]  哇,很厲害
[00:02:26.840 --> 00:02:28.440]  就已經聚集了
[00:02:28.440 --> 00:02:31.440]  安營,即是預備打了
[00:02:31.440 --> 00:02:34.040]  這個時候第一點
[00:02:34.040 --> 00:02:35.400]  最重要的是什麼?
[00:02:35.400 --> 00:02:38.240]  我們靠著非勢力、非才能
[00:02:38.240 --> 00:02:41.440]  是靠神的靈方能成事
[00:02:41.440 --> 00:02:42.840]  我中學的時候
[00:02:42.840 --> 00:02:44.720]  很有幸、很感恩
[00:02:44.720 --> 00:02:47.000]  在中學的團契就開始學這首歌
[00:02:47.000 --> 00:02:52.200]  非勢力、非才能,乃靠耶和華的靈方能成事
[00:02:52.200 --> 00:02:56.400]  耶和華的靈降在基殿身上
[00:02:56.400 --> 00:02:59.080]  哇,這一點第一點最厲害了
[00:02:59.080 --> 00:03:01.520]  降在基殿身上他就很有信心了
[00:03:01.520 --> 00:03:02.520]  他就吹角
[00:03:02.520 --> 00:03:05.440]  吹角的意思就是呼召
[00:03:05.440 --> 00:03:07.000]  叫人來集合
[00:03:07.000 --> 00:03:08.320]  這個集結號
[00:03:08.320 --> 00:03:10.080]  吹集結號,立刻
[00:03:10.080 --> 00:03:11.600]  集合
[00:03:11.600 --> 00:03:17.000]  一吹就「阿彼爾謝族都聚集跟隨他」
[00:03:17.000 --> 00:03:19.760]  阿彼爾謝就是他本身的族
[00:03:19.760 --> 00:03:21.880]  他只是族裡面的其中一個人
[00:03:21.880 --> 00:03:23.280]  年輕人
[00:03:23.280 --> 00:03:27.720]  竟然一吹號,一召集,一召馬
[00:03:27.720 --> 00:03:30.360]  整個族都來聚集跟隨他
[00:03:30.360 --> 00:03:32.400]  這個基礎在哪裡呢?
[00:03:32.400 --> 00:03:36.320]  這個人很勇敢,厲害
[00:03:36.320 --> 00:03:40.080]  竟然夠膽叫耶路巴力
[00:03:40.080 --> 00:03:43.960]  改了一個新名,叫做耶路巴力基殿
[00:03:43.960 --> 00:03:47.920]  巴力他都夠膽動
[00:03:47.920 --> 00:03:50.720]  這個人真是跟隨神的
[00:03:50.720 --> 00:03:53.560]  去將我們那些巴力神要
[00:03:53.560 --> 00:03:55.880]  好啊,我們跟隨耶和華
[00:03:55.880 --> 00:03:59.480]  於是整個家族最先響應了
[00:03:59.480 --> 00:04:02.400]  因為耶和華的靈在他身上
[00:04:02.400 --> 00:04:04.480]  記住這一句
[00:04:04.480 --> 00:04:08.160]  不是他號召靈,不是他靚仔,不是號角吹得夠響
[00:04:08.160 --> 00:04:11.440]  是因為耶和華的靈降在基殿身上
[00:04:11.440 --> 00:04:14.800]  於是他一吹號,神就叫了很多人來
[00:04:14.800 --> 00:04:17.440]  記不記得這個羅亞做方舟的時候
[00:04:17.440 --> 00:04:19.200]  他用不用去找那些動物?
[00:04:19.200 --> 00:04:21.520]  不用的,那些動物自己來的
[00:04:21.520 --> 00:04:22.800]  那為什麼會自己來的?
[00:04:22.800 --> 00:04:24.800]  神叫那些動物來
[00:04:24.800 --> 00:04:27.120]  神叫他整個家族
[00:04:27.120 --> 00:04:29.120]  最先我們集合
[00:04:29.120 --> 00:04:33.480]  由基殿帶我們去跟米殿人
[00:04:33.480 --> 00:04:36.560]  各個族我們要跟他對抗
[00:04:36.560 --> 00:04:40.520]  他打發人走遍馬來西地
[00:04:40.520 --> 00:04:43.600]  馬來西人都聚集跟隨他
[00:04:43.600 --> 00:04:46.080]  整個馬來西支派又來了
[00:04:46.080 --> 00:04:48.280]  接著又打發人去阿徹
[00:04:48.280 --> 00:04:50.040]  西布倫、拿忽他利
[00:04:50.040 --> 00:04:52.880]  幾個支派的人都一齊來了
[00:04:52.880 --> 00:04:55.880]  其他支派不叫的?猶大那些不叫的?
[00:04:55.880 --> 00:04:57.080]  遠啊
[00:04:57.080 --> 00:04:59.000]  一叫了附近幾個支派
[00:04:59.000 --> 00:05:01.000]  他們都出來與他會合
[00:05:01.000 --> 00:05:03.480]  哇,這個集結號一吹就厲害了
[00:05:03.480 --> 00:05:05.280]  馬上大家都出來了
[00:05:05.280 --> 00:05:07.160]  很多人
[00:05:07.160 --> 00:05:11.800]  因為大家都受米殿人壓迫了很久
[00:05:11.800 --> 00:05:13.280]  很慘
[00:05:13.280 --> 00:05:16.280]  再加上有耶和靈在他身上
[00:05:16.280 --> 00:05:17.880]  一聽到他叫
[00:05:17.880 --> 00:05:20.880]  大家就說好,我們出去吧
[00:05:20.880 --> 00:05:25.000]  在這個時候你看到基殿對神說
[00:05:25.000 --> 00:05:28.480]  你若果照著所說的話
[00:05:28.480 --> 00:05:31.280]  藉我手去拯救以色列人
[00:05:31.280 --> 00:05:34.720]  我就想你再給我一些證據
[00:05:34.720 --> 00:05:36.600]  唉,又來?
[00:05:36.600 --> 00:05:39.200]  這個時候神的靈在他身上
[00:05:39.200 --> 00:05:40.480]  已經叫他吹號
[00:05:40.480 --> 00:05:43.720]  幾個支派和自己的支派都來了
[00:05:43.720 --> 00:05:46.160]  來了之後預備要打
[00:05:46.160 --> 00:05:48.800]  忽然之間基殿的心是怎樣呢?
[00:05:48.800 --> 00:05:49.960]  怯不怯?
[00:05:49.960 --> 00:05:52.800]  我自己的解釋推測,怯不怯?
[00:05:52.800 --> 00:05:54.400]  接著他就跟神說
[00:05:54.400 --> 00:05:58.200]  如果真的你藉我手拯救以色列人
[00:05:58.200 --> 00:06:00.000]  不是吧?如果我跟神說
[00:06:00.000 --> 00:06:02.200]  你不是吧?現在才說這些?
[00:06:02.200 --> 00:06:04.800]  叫這麼多人來才跟我說
[00:06:04.800 --> 00:06:07.400]  好像叫了所有的夥計來
[00:06:07.400 --> 00:06:08.400]  然後跟老闆說話
[00:06:08.400 --> 00:06:10.800]  是不是真的請我們先?
[00:06:10.800 --> 00:06:13.200]  這些說話很有趣
[00:06:13.200 --> 00:06:16.200]  如果我覺得有一點點要脅
[00:06:16.200 --> 00:06:17.400]  那些人都來了
[00:06:17.400 --> 00:06:18.400]  給個證據來
[00:06:18.400 --> 00:06:20.600]  是不是先出自己的糧?
[00:06:20.600 --> 00:06:21.800]  這樣都可以?
[00:06:21.800 --> 00:06:24.400]  如果我覺得基殿真的在這裡
[00:06:24.400 --> 00:06:25.800]  不是很好
[00:06:25.800 --> 00:06:27.600]  我的解釋而已
[00:06:27.600 --> 00:06:29.600]  好了,如果是這樣
[00:06:29.600 --> 00:06:30.800]  你照我這樣做
[00:06:30.800 --> 00:06:35.800]  還自己開了證據要求跟著自己做
[00:06:35.800 --> 00:06:37.400]  要上帝跟自己
[00:06:37.400 --> 00:06:41.000]  那究竟你是主還是我是主呢?
[00:06:41.000 --> 00:06:45.800]  我就把一團羊毛放在和牆上
[00:06:45.800 --> 00:06:48.800]  若單是羊毛上有露水
[00:06:48.800 --> 00:06:51.200]  別的地方是乾的呢?
[00:06:51.200 --> 00:06:54.200]  我就知道是你會照著所說的話
[00:06:54.200 --> 00:06:56.200]  藉我手拯救以色列人
[00:06:56.200 --> 00:06:58.800]  就是說我給一個要求你
[00:06:58.800 --> 00:07:00.800]  你做個神蹟讓我看看
[00:07:00.800 --> 00:07:02.000]  如果有這個神蹟
[00:07:02.000 --> 00:07:04.400]  我就相信是你叫我
[00:07:04.400 --> 00:07:06.000]  人都叫了幾個支派
[00:07:06.000 --> 00:07:07.400]  半個以色列都來了
[00:07:07.400 --> 00:07:09.600]  然後你說你做個神蹟讓我看看
[00:07:09.600 --> 00:07:12.600]  我才出發
[00:07:12.600 --> 00:07:13.600]  不是吧?
[00:07:13.600 --> 00:07:15.800]  如果我是耶和華神
[00:07:15.800 --> 00:07:18.600]  真的有東西打下去
[00:07:18.600 --> 00:07:21.200]  我叫別人不用你了
[00:07:21.200 --> 00:07:22.200]  我叫別人都可以
[00:07:22.200 --> 00:07:24.000]  你也只有你
[00:07:24.000 --> 00:07:26.400]  但是神對他真的很體恤
[00:07:26.400 --> 00:07:28.200]  很憐憫
[00:07:28.200 --> 00:07:30.000]  很溫柔
[00:07:30.000 --> 00:07:33.800]  很體寵
[00:07:33.800 --> 00:07:35.400]  大家明白嗎?
[00:07:35.400 --> 00:07:40.200]  我放一團羊毛在野外和牆
[00:07:40.200 --> 00:07:45.200]  羊毛上我要明天早上有露水
[00:07:45.200 --> 00:07:47.800]  這個神蹟很大
[00:07:47.800 --> 00:07:49.200]  早上有露水
[00:07:49.200 --> 00:07:52.000]  不過只是羊毛是濕的
[00:07:52.000 --> 00:07:54.200]  整個地都是乾的
[00:07:54.200 --> 00:07:57.000]  有露水整個地都是濕的
[00:07:57.000 --> 00:07:59.400]  為什麼只有羊毛是濕的?
[00:07:59.400 --> 00:08:01.800]  所以只有羊毛是濕的
[00:08:01.800 --> 00:08:03.200]  所有地方都要乾
[00:08:03.200 --> 00:08:06.200]  這個神蹟很大
[00:08:06.200 --> 00:08:08.400]  明天早上要沒有露水
[00:08:08.400 --> 00:08:10.600]  除了我的羊毛
[00:08:10.600 --> 00:08:13.200]  這樣我就知道
[00:08:13.200 --> 00:08:16.200]  真的是你叫我拯救以色列人
[00:08:16.200 --> 00:08:17.800]  這個神蹟的要求
[00:08:17.800 --> 00:08:20.600]  我認為實在太大了
[00:08:20.600 --> 00:08:21.800]  如果我是神
[00:08:21.800 --> 00:08:22.800]  我就忍不住
[00:08:22.800 --> 00:08:23.400]  我不用你了
[00:08:23.400 --> 00:08:24.600]  我叫別人
[00:08:24.600 --> 00:08:27.000]  不用機電我叫電機來
[00:08:27.000 --> 00:08:28.800]  叫別人不用你了
[00:08:28.800 --> 00:08:31.800]  結果明天早上機電起來
[00:08:31.800 --> 00:08:35.200]  見果然是這樣
[00:08:35.200 --> 00:08:37.600]  神父跟他說話就做給他
[00:08:37.600 --> 00:08:39.200]  將羊毛捏一捏
[00:08:39.200 --> 00:08:41.000]  嘩!很多水
[00:08:41.000 --> 00:08:44.200]  其他地方是乾的
[00:08:44.200 --> 00:08:47.400]  這個神蹟超級大
[00:08:47.400 --> 00:08:50.200]  誰知機電又對神說
[00:08:50.200 --> 00:08:51.800]  又來?
[00:08:51.800 --> 00:08:54.400]  求你不如向我發露
[00:08:54.400 --> 00:08:56.400]  不要生我的氣
[00:08:56.400 --> 00:08:57.600]  為什麼不生氣?
[00:08:57.600 --> 00:08:58.800]  聽到也生氣
[00:08:58.800 --> 00:09:00.000]  第二個神蹟
[00:09:00.000 --> 00:09:02.800]  第二個證據我已經生氣
[00:09:02.800 --> 00:09:03.600]  我再說
[00:09:03.600 --> 00:09:05.000]  反過來
[00:09:05.000 --> 00:09:07.400]  這次讓我
[00:09:07.400 --> 00:09:08.800]  第三點要看
[00:09:08.800 --> 00:09:10.800]  將羊毛再試一試
[00:09:10.800 --> 00:09:12.800]  但願羊毛是乾的
[00:09:12.800 --> 00:09:14.800]  別的地方都有露水
[00:09:14.800 --> 00:09:17.200]  嘩!這件事真是
[00:09:17.200 --> 00:09:19.000]  明天早上我再看看
[00:09:19.000 --> 00:09:20.800]  我放進來的羊毛藥
[00:09:20.800 --> 00:09:22.600]  是沒有露水的
[00:09:22.600 --> 00:09:25.000]  其他全部地方都是濕的
[00:09:25.000 --> 00:09:27.600]  嘩!怎麼做?
[00:09:27.600 --> 00:09:28.400]  結果
[00:09:28.400 --> 00:09:31.600]  這夜神也如此行
[00:09:31.600 --> 00:09:33.600]  讀羊毛尚是乾的
[00:09:33.600 --> 00:09:36.000]  別的地方都有露水
[00:09:36.000 --> 00:09:38.400]  我真的沒辦法明白
[00:09:38.400 --> 00:09:43.000]  神為什麼這麼低聲下氣
[00:09:43.000 --> 00:09:46.800]  會肯跟機電這樣做?
[00:09:46.800 --> 00:09:50.000]  是不是沒有他不行?
[00:09:50.000 --> 00:09:52.000]  找別人也不行?
[00:09:52.000 --> 00:09:54.600]  找機電的弟弟也不行?
[00:09:54.600 --> 00:09:57.000]  找別人的支派也不行?
[00:09:57.000 --> 00:10:00.000]  其實我敢跟他爸爸做也行
[00:10:00.000 --> 00:10:02.200]  為什麼要他?
[00:10:02.200 --> 00:10:04.800]  要我玩這樣的兩個神蹟
[00:10:04.800 --> 00:10:08.800]  兩個神蹟都是超大
[00:10:08.800 --> 00:10:11.600]  於是
[00:10:11.600 --> 00:10:13.200]  就是這樣發生
[00:10:13.200 --> 00:10:14.200]  又照做
[00:10:14.200 --> 00:10:15.400]  第二第三次
[00:10:15.400 --> 00:10:17.600]  最離譜我認為是第三次
[00:10:17.600 --> 00:10:18.600]  大家記得嗎?
[00:10:18.600 --> 00:10:20.600]  因為已經做了第二次
[00:10:20.600 --> 00:10:23.800]  全部地方是乾的
[00:10:23.800 --> 00:10:25.600]  只是羊毛是濕的
[00:10:25.600 --> 00:10:27.400]  這個神蹟已經超級大
[00:10:27.400 --> 00:10:30.600]  然後你還敢做一次相反的
[00:10:30.600 --> 00:10:33.200]  第三次求證明
[00:10:33.200 --> 00:10:35.000]  我想
[00:10:35.000 --> 00:10:40.600]  神真是很寬容
[00:10:40.600 --> 00:10:42.200]  禱告
[00:10:42.200 --> 00:10:47.000]  多謝我們的主
[00:10:47.000 --> 00:10:49.000]  我們在這裡看
[00:10:49.000 --> 00:10:50.600]  很不歡喜機電
[00:10:50.600 --> 00:10:53.000]  為什麼這麼不敬
[00:10:53.000 --> 00:10:56.200]  可以對你有這樣的要求
[00:10:56.200 --> 00:10:57.600]  其實第一次
[00:10:57.600 --> 00:11:00.000]  已經向祂顯現了
[00:11:00.000 --> 00:11:01.200]  然後
[00:11:01.200 --> 00:11:06.800]  支像掃一掃羊肉和細麵餅
[00:11:06.800 --> 00:11:07.800]  毛餃餅
[00:11:07.800 --> 00:11:10.600]  已經有火在石上燒了
[00:11:10.600 --> 00:11:13.400]  然後神的使者就不見了
[00:11:13.400 --> 00:11:17.000]  這個神蹟已經很大
[00:11:17.000 --> 00:11:19.600]  一塊石怎麼會出火呢?
[00:11:19.600 --> 00:11:23.000]  怎麼會將那些祭物燒盡呢?
[00:11:23.000 --> 00:11:25.200]  這個使者怎麼會不見了呢?
[00:11:25.200 --> 00:11:27.400]  很大的神蹟
[00:11:27.400 --> 00:11:29.000]  然後又來第二個神蹟
[00:11:29.000 --> 00:11:30.400]  一吹號
[00:11:30.400 --> 00:11:31.800]  那些人就來集合了
[00:11:31.800 --> 00:11:32.600]  幾個支派
[00:11:32.600 --> 00:11:34.800]  半個以色列都來了
[00:11:34.800 --> 00:11:36.400]  但是他仍然不信
[00:11:36.400 --> 00:11:38.200]  還要再問一次
[00:11:38.200 --> 00:11:40.400]  再給我一次證據
[00:11:40.400 --> 00:11:44.400]  一個很偉大的羊毛與露水的神蹟
[00:11:44.400 --> 00:11:46.600]  到這裡夠了
[00:11:46.600 --> 00:11:48.000]  不過他竟然說
[00:11:48.000 --> 00:11:49.200]  神呀,你不要生氣
[00:11:49.200 --> 00:11:52.000]  再做一次相反的給我看
[00:11:52.000 --> 00:11:53.400]  主人,我只能夠說
[00:11:53.400 --> 00:11:58.200]  就是機電面對著很大的對手
[00:11:58.200 --> 00:12:00.800]  米電人心裡面很害怕
[00:12:00.800 --> 00:12:02.400]  一個神蹟不夠
[00:12:02.400 --> 00:12:04.000]  兩個神蹟不夠
[00:12:04.000 --> 00:12:05.200]  給多一個證據來
[00:12:05.200 --> 00:12:07.200]  給多一個證據來
[00:12:07.200 --> 00:12:09.400]  主人,我們求你幫助
[00:12:09.400 --> 00:12:10.400]  再想深一層
[00:12:10.400 --> 00:12:14.400]  其實我們並沒有比機電厲害很多
[00:12:14.400 --> 00:12:16.800]  事事的心裡面就很害怕
[00:12:16.800 --> 00:12:19.600]  不行,不行
[00:12:19.600 --> 00:12:23.400]  最大的敵人就是自己的恐懼
[00:12:23.400 --> 00:12:25.400]  因為很害怕
[00:12:25.400 --> 00:12:26.400]  主人多謝你
[00:12:26.400 --> 00:12:29.000]  你是體恤機電
[00:12:29.000 --> 00:12:30.800]  用你自己大能的手
[00:12:30.800 --> 00:12:32.600]  用你的神蹟告訴他
[00:12:32.600 --> 00:12:34.600]  不用害怕
[00:12:34.600 --> 00:12:35.600]  有你在這裡
[00:12:35.600 --> 00:12:38.000]  你的同在就是平安
[00:12:38.000 --> 00:12:39.400]  就是Shalom
[00:12:39.400 --> 00:12:41.400]  所以可以坦然無懼
[00:12:41.400 --> 00:12:43.400]  面對著那些敵人
[00:12:43.400 --> 00:12:46.000]  真的好像沙那樣多的米電人
[00:12:46.000 --> 00:12:47.800]  和各個部族
[00:12:47.800 --> 00:12:50.800]  主人你自己是幫助了他
[00:12:50.800 --> 00:12:52.000]  繼續下去
[00:12:52.000 --> 00:12:55.000]  我們看到你要做更大的神蹟
[00:12:55.000 --> 00:12:56.800]  其實這些一步一步
[00:12:56.800 --> 00:12:58.200]  原來我們再看
[00:12:58.200 --> 00:13:00.200]  你是預備著
[00:13:00.200 --> 00:13:01.600]  培訓著
[00:13:01.600 --> 00:13:05.000]  栽培著機電的信心
[00:13:05.000 --> 00:13:08.000]  之後他再沒有求什麼試驗
[00:13:08.000 --> 00:13:10.000]  再沒有求什麼證據
[00:13:10.000 --> 00:13:12.800]  他就一心相信跟隨你
[00:13:12.800 --> 00:13:16.200]  行在神蹟之中
[00:13:16.200 --> 00:13:18.600]  看到你怎樣去幫助他
[00:13:18.600 --> 00:13:22.600]  看到你自己怎樣擊敗米電人
[00:13:22.600 --> 00:13:23.600]  主我們都需要
[00:13:23.600 --> 00:13:25.800]  有這些人生裡面的學習
[00:13:25.800 --> 00:13:27.400]  在很害怕的時候
[00:13:27.400 --> 00:13:28.000]  主啊
[00:13:28.000 --> 00:13:30.800]  你與我們同在給我們平安
[00:13:30.800 --> 00:13:31.800]  多謝我們的主
[00:13:31.800 --> 00:13:34.000]  你體諒機電
[00:13:34.000 --> 00:13:36.400]  同樣求你體諒我們
[00:13:36.400 --> 00:13:38.600]  求你不要向我們發怒
[00:13:38.600 --> 00:13:40.200]  當我們失去信心的時候
[00:13:40.200 --> 00:13:44.400]  求你同樣去加添我們的信心
[00:13:44.400 --> 00:13:45.200]  垂聽祈禱
[00:13:45.200 --> 00:13:46.400]  奉耶穌名求
[00:13:46.400 --> 00:13:47.400]  阿門
