
[00:00:00.000 --> 00:00:04.000]  上個禮拜牧師分享是教會的意象
[00:02:46.720 --> 00:02:51.360]  所以說我們謝謝你 把那家的觀念放在我們的裡面
[00:02:51.360 --> 00:02:55.000]  你說那人獨居不好 你要我們建立家庭
[00:02:55.000 --> 00:02:57.960]  但是因著我們的軟弱 因著我們的罪
[00:02:57.960 --> 00:03:02.640]  我們常常都不知道如何來處理我們家裡面的問題
[00:03:02.640 --> 00:03:05.080]  所以說我們願你今天與我們同在
[00:03:05.080 --> 00:03:08.240]  讓我們回到起初你創造的美好
[00:03:08.240 --> 00:03:11.200]  幫助我們來看見你的心意
[00:03:11.200 --> 00:03:14.720]  謝謝你主耶穌 我們這樣禱告奉耶穌基督的名
[00:03:14.720 --> 00:03:17.640]  阿妹
[00:03:17.640 --> 00:03:21.040]  弟兄姊妹 我們現在來做一個問卷調查
[00:03:21.040 --> 00:03:23.480]  所以我們每一個人都把我們的眼睛閉起來
[00:03:23.480 --> 00:03:24.760]  包括我自己在內
[00:03:24.760 --> 00:03:27.160]  你就聽 你的耳朵就聽
[00:03:27.160 --> 00:03:29.440]  你看看我講的以下的這些東西
[00:03:29.440 --> 00:03:34.040]  哪一個是你現在的處境 好不好
[00:03:34.040 --> 00:03:38.240]  第一條是你覺得你的婚姻跟你的原生家庭
[00:03:38.240 --> 00:03:40.520]  都非常的幸福美滿
[00:03:40.520 --> 00:03:43.320]  你可以幫你自己打一百分
[00:03:43.320 --> 00:03:46.240]  第二個是雖然你不到一百分
[00:03:46.240 --> 00:03:50.120]  而且你們夫妻之間偶爾也會鬧點小彆扭
[00:03:50.120 --> 00:03:53.040]  但是你們都還算彼此相愛啦
[00:03:53.040 --> 00:03:56.000]  那你就給你自己九十分吧
[00:03:56.000 --> 00:03:58.040]  但是第三個是
[00:03:58.040 --> 00:04:02.600]  因為你們的關係中間常常有很多難處
[00:04:02.600 --> 00:04:05.960]  但是你們夫妻都很努力地耕耘
[00:04:05.960 --> 00:04:08.880]  都一起往一個進步的方向在走
[00:04:08.880 --> 00:04:11.760]  那你就給你自己八十分
[00:04:11.760 --> 00:04:13.480]  可是你覺得你的生命中
[00:04:13.480 --> 00:04:14.760]  你的原生家庭
[00:04:14.760 --> 00:04:17.560]  你的爸爸媽媽是一天到晚吵吵鬧鬧的
[00:04:17.560 --> 00:04:20.160]  那你自己也是忙忙碌碌的
[00:04:20.160 --> 00:04:22.680]  但是你就為了一個中心
[00:04:22.680 --> 00:04:24.400]  你就守住你的家
[00:04:24.400 --> 00:04:26.320]  很努力地在那裡打拼
[00:04:26.320 --> 00:04:29.040]  你給你自己七十分好了
[00:04:29.040 --> 00:04:32.800]  那有一種情況是
[00:04:32.800 --> 00:04:35.840]  你們夫妻各忙各的
[00:04:35.840 --> 00:04:37.360]  工作有壓力
[00:04:37.360 --> 00:04:39.040]  孩子又有壓力
[00:04:39.040 --> 00:04:41.320]  所以你們之間的距離越走越遠
[00:04:41.320 --> 00:04:43.560]  有時候甚至都沒有話說了
[00:04:43.560 --> 00:04:45.800]  而且更談不上恩愛
[00:04:45.800 --> 00:04:49.040]  但是為了要勉強維持住那份婚姻
[00:04:49.040 --> 00:04:50.720]  你就給你自己六十分
[00:04:50.720 --> 00:04:51.880]  那有的人是
[00:04:51.880 --> 00:04:55.120]  整個婚姻裡面就已經危機重重了
[00:04:55.120 --> 00:04:58.320]  常有熬不過去的痛苦
[00:04:58.320 --> 00:05:00.960]  那你們感情已經到零下冰點了
[00:05:00.960 --> 00:05:03.240]  你對你的配偶也沒有感情了
[00:05:03.240 --> 00:05:05.120]  這也是一種狀況
[00:05:05.120 --> 00:05:06.880]  好讓我們張開眼睛了
[00:05:06.880 --> 00:05:07.840]  張開眼睛
[00:05:07.840 --> 00:05:09.160]  我們這些剛才講的
[00:05:09.160 --> 00:05:11.600]  都是我們每一個人在生命中 生活中
[00:05:11.600 --> 00:05:13.600]  婚姻中不同的寫照
[00:05:13.600 --> 00:05:16.320]  但是痛苦的婚姻會把人磨到
[00:05:16.320 --> 00:05:17.960]  對一切都失去動力
[00:05:17.960 --> 00:05:19.240]  你到一個地步
[00:05:19.240 --> 00:05:22.160]  你真的都不曉得要怎麼過日子了
[00:05:22.160 --> 00:05:23.240]  所以今年我就想說
[00:05:23.240 --> 00:05:26.480]  我們應該好好地重新地來思考一下
[00:05:26.480 --> 00:05:29.280]  也許你的婚姻需要充電
[00:05:29.280 --> 00:05:31.960]  也許你的心態要調整
[00:05:31.960 --> 00:05:34.840]  那或許你真的需要有一雙手
[00:05:34.840 --> 00:05:39.240]  把你重新地帶回到一條有盼望的路上
[00:05:39.240 --> 00:05:41.560]  或者你只是複習一下
[00:05:41.560 --> 00:05:45.560]  這個神對婚姻的心意是什麼
[00:05:45.560 --> 00:05:47.520]  在你傳福音的路上面
[00:05:47.520 --> 00:05:49.800]  這也可以成為你的工具
[00:05:49.800 --> 00:05:52.320]  我記得我曾經跟一個
[00:05:52.320 --> 00:05:55.280]  後來成為姐妹的一個木道友傳福音
[00:05:55.280 --> 00:05:59.240]  就是從婚姻從創世紀切進去的
[00:05:59.240 --> 00:06:00.600]  結果那天我跟他講完之後
[00:06:00.600 --> 00:06:01.840]  他就信了
[00:06:01.840 --> 00:06:09.240]  所以從婚姻生活去看創世紀
[00:06:09.240 --> 00:06:13.520]  是能夠看到很多神的美意在裡面
[00:06:13.520 --> 00:06:16.080]  那請問大家知不知道
[00:06:16.080 --> 00:06:21.560]  這個禮拜我們西雅圖最大的新聞是什麼
[00:06:21.560 --> 00:06:22.680]  有沒有人知道
[00:06:22.680 --> 00:06:26.600]  今這個禮拜西雅圖最大的新聞
[00:06:26.600 --> 00:06:34.560]  對啦 Amazon的老闆Jeffrey Biddle宣布離婚了
[00:06:34.560 --> 00:06:37.600]  那你或許會問怎麼回事
[00:06:37.600 --> 00:06:39.600]  我相信這個網上面
[00:06:39.600 --> 00:06:43.360]  還有這個grocery store的這個架子上面的雜誌
[00:06:43.360 --> 00:06:45.360]  裡面有很多八卦
[00:06:45.360 --> 00:06:49.520]  很多這個消息謠言
[00:06:49.520 --> 00:06:53.400]  但是重要的不是在他的故事
[00:06:53.400 --> 00:06:57.440]  重要的是我們這個世界上每一天
[00:06:57.440 --> 00:07:02.480]  都有成千上萬的人在面對婚姻的危機
[00:07:02.480 --> 00:07:04.400]  所以今天我們就來想想看
[00:07:04.400 --> 00:07:06.440]  有人是這麼說的
[00:07:06.440 --> 00:07:10.160]  他說人際關係最重要的問題
[00:07:10.160 --> 00:07:15.800]  你其實都能夠從創世紀裡面去找到答案
[00:07:15.800 --> 00:07:20.240]  剛才李斌也說他最喜歡的就是創世紀跟初愛景記
[00:07:20.240 --> 00:07:24.320]  所以這兩本書其實裡面有很多我們生命中的答案
[00:07:24.320 --> 00:07:26.320]  那我們今天就來看一下
[00:07:26.320 --> 00:07:29.080]  當初神從創世紀裡面
[00:07:29.080 --> 00:07:33.240]  怎麼樣幫我們找出我們生命中的難處
[00:07:33.240 --> 00:07:37.640]  一開始的時候神起初創造天地
[00:07:37.640 --> 00:07:40.560]  祂造天造地造海洋
[00:07:40.560 --> 00:07:43.440]  飛禽走獸昆蟲各種其類
[00:07:43.440 --> 00:07:45.920]  有沒有你讀聖經的時候講說祂各種其類
[00:07:45.920 --> 00:07:48.880]  而且神看祂所造的都是好的
[00:07:48.880 --> 00:07:52.160]  而且都是完美的
[00:07:52.160 --> 00:07:57.640]  所以祂造完了天地之後
[00:07:57.640 --> 00:07:59.480]  神開始造人
[00:07:59.480 --> 00:08:02.800]  神用祂的自己的形象樣式
[00:08:02.800 --> 00:08:05.000]  祂造男造女
[00:08:05.000 --> 00:08:09.080]  祂把祂的DNA放在我們人的裡面
[00:08:09.080 --> 00:08:12.480]  基本上我們人是有神的基因的
[00:08:12.480 --> 00:08:14.760]  但是你看現代的人
[00:08:14.760 --> 00:08:19.520]  身體精神何等的不堪
[00:08:19.520 --> 00:08:21.480]  多少人在生病
[00:08:21.480 --> 00:08:23.200]  多少人精神有問題
[00:08:23.200 --> 00:08:24.760]  各種病症
[00:08:24.760 --> 00:08:27.280]  都是經年累月
[00:08:27.280 --> 00:08:32.680]  我們活在最終的敗壞的結果
[00:08:32.680 --> 00:08:34.960]  都是我們的罪的結果
[00:08:34.960 --> 00:08:38.200]  所以我們需要在基督裡面重生
[00:08:38.200 --> 00:08:39.720]  我們要重生在基督裡
[00:08:39.720 --> 00:08:44.000]  來重新恢復上帝造我們的完美
[00:08:44.000 --> 00:08:48.240]  而且讓聖靈把神所要賜給我們
[00:08:48.240 --> 00:08:51.960]  裡面的這些潛能能夠挖出來
[00:08:51.960 --> 00:08:54.520]  能夠把神挖掘出來
[00:08:54.520 --> 00:09:00.040]  而且能夠活出神要賜給我們的美好生命
[00:09:00.040 --> 00:09:02.680]  而且你知道神祂造完人之後
[00:09:02.680 --> 00:09:03.960]  祂做什麼
[00:09:03.960 --> 00:09:04.720]  記不記得
[00:09:04.720 --> 00:09:06.680]  祂祝福人
[00:09:06.680 --> 00:09:07.760]  以前牧師就喜歡講
[00:09:07.760 --> 00:09:10.920]  他說猶太人很會祝福人
[00:09:10.920 --> 00:09:14.200]  所以猶太人常常祝福他們的兒女
[00:09:14.200 --> 00:09:17.600]  也許他們從神領受第一手的消息
[00:09:17.600 --> 00:09:18.840]  所以他們很會祝福
[00:09:18.840 --> 00:09:19.680]  然後你看
[00:09:19.680 --> 00:09:21.240]  他們一直祝福他們的兒女
[00:09:21.240 --> 00:09:23.360]  他們的猶太人就越來越好
[00:09:23.360 --> 00:09:24.080]  有沒有
[00:09:24.080 --> 00:09:25.320]  所以弟兄姊妹
[00:09:25.320 --> 00:09:28.640]  我們的口要講有造就人的話
[00:09:28.640 --> 00:09:32.600]  所以你常常不要生氣又罵你小孩
[00:09:32.600 --> 00:09:34.880]  因為你越罵他越糟
[00:09:34.880 --> 00:09:36.760]  所以我們要常常去祝福我們的小孩
[00:09:36.760 --> 00:09:39.600]  因為神喜悅我們祝福人
[00:09:39.600 --> 00:09:41.080]  所以把你的問題找出來
[00:09:41.080 --> 00:09:42.640]  你是不是不夠
[00:09:42.640 --> 00:09:45.840]  對你的兒女的祝福不夠
[00:09:45.840 --> 00:09:48.720]  那神祝福人
[00:09:48.720 --> 00:09:50.120]  而且神還說什麼
[00:09:50.120 --> 00:09:52.720]  神說你要生養眾多
[00:09:52.720 --> 00:09:54.440]  遍滿地面
[00:09:54.440 --> 00:09:57.640]  可是現在年輕的一代的人都不肯生小孩
[00:09:57.640 --> 00:09:58.680]  祂說什麼
[00:09:58.680 --> 00:10:00.680]  祂說養不起
[00:10:00.680 --> 00:10:01.800]  養不起
[00:10:01.800 --> 00:10:05.240]  但是神卻說要多生
[00:10:05.240 --> 00:10:07.120]  現代人說養不起不想生
[00:10:07.120 --> 00:10:09.320]  可是神卻說要多生
[00:10:09.320 --> 00:10:11.200]  其實我也是guilty one
[00:10:11.200 --> 00:10:12.840]  我也是有罪的
[00:10:12.840 --> 00:10:15.240]  以前我還沒有認識主義前
[00:10:15.240 --> 00:10:18.600]  我覺得生小孩養小孩是一件很麻煩的事情
[00:10:18.600 --> 00:10:21.160]  而且我覺得
[00:10:21.160 --> 00:10:22.640]  你跟人家結婚嘛
[00:10:22.640 --> 00:10:25.200]  你幫人家生小孩是你的責任嘛
[00:10:25.200 --> 00:10:28.920]  至於生多生少要看你們兩個交情怎麼樣
[00:10:28.920 --> 00:10:30.960]  所以以前我是很不喜歡小孩的
[00:10:30.960 --> 00:10:32.960]  可是我現在非常的後悔
[00:10:32.960 --> 00:10:33.760]  我非常的後悔
[00:10:33.760 --> 00:10:34.600]  覺得應該多
[00:10:34.600 --> 00:10:36.680]  尤其我看我兩個小孩我就覺得
[00:10:36.680 --> 00:10:38.240]  那時候應該多生一點
[00:10:38.240 --> 00:10:40.560]  他們兩個都還不給我找麻煩
[00:10:40.560 --> 00:10:42.240]  有一個牧師他就說
[00:10:42.240 --> 00:10:45.040]  他說基督徒你們要多生小孩
[00:10:45.040 --> 00:10:49.600]  你們才能夠為這個社會帶來良善的影響力
[00:10:49.600 --> 00:10:50.840]  基督徒要多生
[00:10:50.840 --> 00:10:52.240]  所以父母親
[00:10:52.240 --> 00:10:53.680]  數日學老師
[00:10:53.680 --> 00:10:55.560]  加油加油
[00:10:55.560 --> 00:10:58.200]  我相信我們的孩子在教會裡面長大
[00:10:58.200 --> 00:11:00.200]  一定可以做光做炎
[00:11:00.200 --> 00:11:01.960]  能夠影響這個世代
[00:11:01.960 --> 00:11:04.000]  Hallelujah
[00:11:04.000 --> 00:11:08.280]  那神他叫我們生養眾多
[00:11:08.280 --> 00:11:09.640]  他還告訴我們
[00:11:09.640 --> 00:11:11.840]  他說你們要治理全地
[00:11:11.840 --> 00:11:15.560]  他把這個治理全地的責任交給人
[00:11:15.560 --> 00:11:18.000]  叫人要去管理海裡的魚
[00:11:18.000 --> 00:11:19.320]  空中的飛鳥
[00:11:19.320 --> 00:11:21.960]  要地上的牲畜和一切的昆蟲
[00:11:21.960 --> 00:11:24.600]  跟地上一切活動的活物
[00:11:24.600 --> 00:11:28.480]  神要我們人學習管理治理
[00:11:28.480 --> 00:11:29.800]  所以你看看你自己
[00:11:29.800 --> 00:11:31.400]  你是何等的尊貴
[00:11:31.400 --> 00:11:34.120]  神沒有去叫狗狗來管理這個世界
[00:11:34.120 --> 00:11:36.160]  神叫你來管理這個世界
[00:11:36.160 --> 00:11:38.360]  神沒有叫貓來治理這個世界
[00:11:38.360 --> 00:11:40.400]  神叫你來治理這個世界
[00:11:40.400 --> 00:11:43.160]  所以我們人是尊貴的
[00:11:43.160 --> 00:11:44.760]  我們是有責任的
[00:11:44.760 --> 00:11:47.000]  而且我們是宇宙間的領袖
[00:11:47.000 --> 00:11:49.120]  感謝讚美主
[00:11:49.120 --> 00:11:50.680]  那神造人
[00:11:50.680 --> 00:11:52.280]  他叫人要管理
[00:11:52.280 --> 00:11:56.320]  但是他還賜下了菜蔬和果子
[00:11:56.320 --> 00:11:57.600]  給人做食物
[00:11:57.600 --> 00:11:59.760]  供應人的糧食
[00:11:59.760 --> 00:12:01.080]  其實你去讀經文
[00:12:01.080 --> 00:12:01.920]  經文說什麼
[00:12:01.920 --> 00:12:05.760]  經文說賜給他們結種子的菜蔬
[00:12:05.760 --> 00:12:09.480]  和一切樹上所結有合的果子
[00:12:09.480 --> 00:12:11.640]  什麼叫做種子
[00:12:11.640 --> 00:12:13.560]  種子就是生命
[00:12:13.560 --> 00:12:16.800]  所以神給人種子
[00:12:16.800 --> 00:12:19.720]  就是有源源不斷的供應
[00:12:19.720 --> 00:12:22.160]  神對人的供應是永遠的
[00:12:22.160 --> 00:12:24.400]  剛才牧師在禱告的時候說
[00:12:24.400 --> 00:12:26.320]  你是 Jehovah-I-Lock
[00:12:26.320 --> 00:12:28.200]  你是供應人的神
[00:12:28.200 --> 00:12:30.120]  所以如果我們在南出中
[00:12:30.120 --> 00:12:31.400]  我們向誰要
[00:12:31.400 --> 00:12:32.360]  你去跟你朋友借錢
[00:12:32.360 --> 00:12:33.960]  你看他借不借你
[00:12:33.960 --> 00:12:36.040]  我不是銀行
[00:12:36.040 --> 00:12:36.920]  你去跟你朋友借錢
[00:12:36.920 --> 00:12:37.720]  他跟你說對不起
[00:12:37.720 --> 00:12:39.760]  我不是銀行
[00:12:39.760 --> 00:12:43.200]  但是你跟我們阿爸天父要
[00:12:43.200 --> 00:12:44.920]  以前我剛新竹的時候
[00:12:44.920 --> 00:12:46.800]  我媽媽每次問我說
[00:12:46.800 --> 00:12:49.240]  天上會掉飯下來給你吃
[00:12:49.240 --> 00:12:50.520]  我告訴你
[00:12:50.520 --> 00:12:51.480]  我現在天天吃的飯
[00:12:51.480 --> 00:12:53.200]  都是天上掉下來的
[00:12:53.200 --> 00:12:55.080]  感謝讚美主
[00:12:55.080 --> 00:12:57.040]  所以這是慈悲憐憫的天父
[00:12:57.040 --> 00:12:59.080]  他造人的計畫
[00:12:59.080 --> 00:13:01.120]  他的計畫是非常完善的
[00:13:01.120 --> 00:13:02.920]  所以你從這幾點裡面看到
[00:13:02.920 --> 00:13:05.720]  我們就可以從這幾點裡面去學習
[00:13:05.720 --> 00:13:08.400]  回應天父做事的原則
[00:13:08.400 --> 00:13:11.000]  他做事是有原則的
[00:13:11.000 --> 00:13:13.040]  然後還有一點的是
[00:13:13.040 --> 00:13:16.440]  我們來談談神的創造
[00:13:16.440 --> 00:13:20.000]  神他用地上的塵土造人
[00:13:20.000 --> 00:13:21.160]  所以仔細看
[00:13:21.160 --> 00:13:22.800]  不是只有人是土造的
[00:13:22.800 --> 00:13:24.800]  連那個動物都是土造的
[00:13:24.800 --> 00:13:25.960]  動物也是土造的
[00:13:25.960 --> 00:13:29.560]  而且人跟動物都有頭
[00:13:29.560 --> 00:13:30.720]  有四肢
[00:13:30.720 --> 00:13:32.600]  也有心臟也有血
[00:13:32.600 --> 00:13:34.080]  五臟六腑都有
[00:13:34.080 --> 00:13:37.080]  但人跟動物的差別在哪裡
[00:13:37.080 --> 00:13:38.240]  各位
[00:13:38.240 --> 00:13:41.400]  他用土造完人之後
[00:13:41.400 --> 00:13:45.080]  他在人的鼻孔裡面吹了一口氣
[00:13:45.080 --> 00:13:47.560]  所以人就變成有靈的活人
[00:13:47.560 --> 00:13:48.440]  有靈的活人
[00:13:48.440 --> 00:13:50.560]  所以只有人是有靈的
[00:13:50.560 --> 00:13:52.320]  動物是沒有靈的
[00:13:52.320 --> 00:13:57.560]  所以說有的人很不能接受說
[00:13:57.560 --> 00:13:59.640]  他那最寶貝的貓貓狗狗
[00:13:59.640 --> 00:14:01.320]  是不能上天堂的
[00:14:01.320 --> 00:14:04.680]  有人到現在還很struggle這個道理
[00:14:04.680 --> 00:14:07.760]  而且還要在聖經裡面找出一些
[00:14:07.760 --> 00:14:09.240]  support他的答案說
[00:14:09.240 --> 00:14:11.560]  我的貓貓狗狗也可以上天堂
[00:14:11.560 --> 00:14:13.240]  那我們就只有問主了
[00:14:13.240 --> 00:14:15.120]  後來神造完了人之後
[00:14:15.120 --> 00:14:17.680]  他給這個人取名叫亞當
[00:14:17.680 --> 00:14:19.400]  所以神只有簡選人
[00:14:19.400 --> 00:14:24.840]  只有人是照著神的形象跟樣式造的
[00:14:24.840 --> 00:14:26.520]  那他造完人之後
[00:14:26.520 --> 00:14:29.800]  他就把人放到東方的伊甸園裡面
[00:14:29.800 --> 00:14:32.880]  那個伊甸園就是神為他們預備的家
[00:14:32.880 --> 00:14:35.080]  而且將一切所需的供應
[00:14:35.080 --> 00:14:36.680]  在那個家裡面都有
[00:14:36.680 --> 00:14:38.080]  而且聖經跟我們講說
[00:14:38.080 --> 00:14:41.480]  在園子裡面就長出各樣的樹來
[00:14:41.480 --> 00:14:43.120]  而且樹上的果子
[00:14:43.120 --> 00:14:46.160]  神跟他說你可以拿來吃當作食物
[00:14:46.160 --> 00:14:51.680]  而且甚至那個果子又好吃又好看
[00:14:51.680 --> 00:14:53.000]  神說是很奇妙
[00:14:53.000 --> 00:14:54.360]  像親媽媽每次說
[00:14:54.360 --> 00:14:58.240]  做飯不但要好吃而且要有賣相
[00:14:58.240 --> 00:14:59.800]  果子好吃
[00:14:59.800 --> 00:15:02.360]  不只是好吃而且還要好看
[00:15:02.360 --> 00:15:04.240]  所以這是為什麼我們人
[00:15:04.240 --> 00:15:07.560]  常常要把家裡面佈置得很漂亮
[00:15:07.560 --> 00:15:10.040]  那我們吃也吃喝得很講究
[00:15:10.040 --> 00:15:12.440]  我們要追求各樣的美善
[00:15:12.440 --> 00:15:14.320]  因為上帝在造人的時候
[00:15:14.320 --> 00:15:18.720]  祂就已經把祂的品質放在我們的人裡面
[00:15:18.720 --> 00:15:21.480]  所以這些我們自己就會
[00:15:21.480 --> 00:15:24.240]  在我們生活中就流露出來了
[00:15:24.240 --> 00:15:26.280]  那也很有意思就是說
[00:15:26.280 --> 00:15:27.600]  再來你就看到
[00:15:27.600 --> 00:15:30.720]  神說園中的樹就一直長出來對不對
[00:15:30.720 --> 00:15:35.320]  但是在園中中間有兩棵樹
[00:15:35.320 --> 00:15:40.320]  都知道生命樹跟是非喪惡樹
[00:15:40.320 --> 00:15:41.640]  是非喪惡樹裡面
[00:15:41.640 --> 00:15:46.360]  英文叫Good and Evil Tree
[00:15:46.360 --> 00:15:49.480]  然後神就跟亞當講了
[00:15:49.480 --> 00:15:54.520]  祂說這個園中所有的果子你都可以吃
[00:15:54.520 --> 00:15:56.760]  只是那個喪惡樹上的果子
[00:15:56.760 --> 00:15:58.680]  你不可吃
[00:15:58.680 --> 00:16:01.080]  你吃的日子必死
[00:16:01.080 --> 00:16:02.920]  神就很清楚地交代
[00:16:02.920 --> 00:16:05.920]  你吃的日子你必死
[00:16:05.920 --> 00:16:08.920]  這是神跟亞當交代的
[00:16:08.920 --> 00:16:11.680]  那你就說奇怪啊
[00:16:11.680 --> 00:16:14.640]  不准吃為什麼要種在那裡嗎
[00:16:14.640 --> 00:16:18.320]  你就不要放在那邊我就不吃就是了嗎
[00:16:18.320 --> 00:16:20.120]  你覺得是為什麼
[00:16:20.120 --> 00:16:22.360]  因為神在教我們
[00:16:22.360 --> 00:16:25.480]  In the beginning 從你生下來你就要選擇
[00:16:25.480 --> 00:16:29.080]  你要學習做對的選擇
[00:16:29.080 --> 00:16:32.920]  神給我們每一個人都有選擇的能力
[00:16:32.920 --> 00:16:35.680]  你要選擇做對的事情
[00:16:35.680 --> 00:16:38.600]  你不從小學習做對的選擇
[00:16:38.600 --> 00:16:39.920]  你只要長大了
[00:16:39.920 --> 00:16:41.720]  一點 temptation 來的時候
[00:16:41.720 --> 00:16:43.240]  一點試探來的時候
[00:16:43.240 --> 00:16:46.320]  你人就不曉得跑到哪裡去
[00:16:46.320 --> 00:16:50.320]  所以神教導我們要知道如何的做選擇
[00:16:50.320 --> 00:16:53.240]  祂給我們自由意志
[00:16:53.240 --> 00:16:56.320]  從一開始神就給人自由意志
[00:16:56.320 --> 00:16:57.560]  你自己要選擇
[00:16:57.560 --> 00:16:58.880]  你要不要早起
[00:16:58.880 --> 00:16:59.840]  不然你就會遲到
[00:16:59.840 --> 00:17:00.960]  一定的
[00:17:00.960 --> 00:17:03.280]  你不讀書你成績就不好
[00:17:03.280 --> 00:17:05.360]  你不存錢你就沒有錢
[00:17:05.360 --> 00:17:06.240]  這是一定的
[00:17:06.240 --> 00:17:09.200]  神給你選擇你要怎麼做是你自己的事
[00:17:09.200 --> 00:17:11.120]  然後神還跟人講
[00:17:11.120 --> 00:17:15.120]  祂說你要到伊甸園去修理看守
[00:17:15.120 --> 00:17:16.080]  修理看守
[00:17:16.080 --> 00:17:17.000]  神告訴我們說
[00:17:17.000 --> 00:17:20.440]  我們的家是要維護要保護的
[00:17:20.440 --> 00:17:21.920]  你的婚姻出問題
[00:17:21.920 --> 00:17:23.680]  你先問你自己
[00:17:23.680 --> 00:17:25.440]  到底是哪裡沒有做對
[00:17:25.440 --> 00:17:27.880]  你有沒有去維護你的感情
[00:17:27.880 --> 00:17:30.240]  我常常聽到有人抱怨說
[00:17:30.240 --> 00:17:33.040]  結婚以前他不是這樣的
[00:17:33.040 --> 00:17:34.360]  你有沒有聽過很多人這樣講
[00:17:34.360 --> 00:17:36.480]  我丈夫結婚以前他不是這樣子
[00:17:36.480 --> 00:17:37.840]  你要搞清楚
[00:17:37.840 --> 00:17:40.720]  一個罪人嫁娶了另外一個罪人
[00:17:40.720 --> 00:17:42.760]  不是這樣子會怎麼樣
[00:17:42.760 --> 00:17:44.080]  一定的
[00:17:44.080 --> 00:17:49.800]  如果你能夠回到天父的面前來
[00:17:49.800 --> 00:17:52.440]  然後常常的跟他汲取力量
[00:17:52.440 --> 00:17:53.520]  檢討自己
[00:17:53.520 --> 00:17:55.840]  我是不是在我的婚姻中
[00:17:55.840 --> 00:17:57.400]  哪裡沒有做對
[00:17:57.400 --> 00:18:00.760]  求神來幫助我們
[00:18:00.760 --> 00:18:02.720]  你在用手機
[00:18:02.720 --> 00:18:03.960]  你在用電腦
[00:18:03.960 --> 00:18:05.880]  你都知道這個手機跟電腦
