
[00:00:00.000 --> 00:00:07.580]  星期二、三、四晚有來到參加祝瑞聯牧師的敬拜聚會的弟兄姊妹
[00:01:44.860 --> 00:01:47.420]  第二方面提到神是光
[00:01:47.420 --> 00:01:48.980]  舊約不會用這樣的形容
[00:01:48.980 --> 00:01:54.140]  但是舊約神是光的表達很明顯
[00:01:54.140 --> 00:01:55.820]  多次上帝的顯現
[00:01:55.820 --> 00:01:59.700]  行雷、閃電、見到神的榮光
[00:01:59.700 --> 00:02:01.420]  摩西上到西納縣的時候
[00:02:01.420 --> 00:02:03.860]  下來他的臉反映出上帝的榮光
[00:02:03.860 --> 00:02:05.820]  百姓不敢正面看他
[00:02:05.820 --> 00:02:07.820]  所以摩西也戴了一塊麪紗
[00:02:07.820 --> 00:02:10.820]  到了新約耶穌上山顯像
[00:02:10.820 --> 00:02:12.420]  將祂出神的榮光
[00:02:12.420 --> 00:02:16.620]  所以神是光是一個簡單的術語
[00:02:16.620 --> 00:02:19.140]  但是表達了上帝的屬性
[00:02:19.140 --> 00:02:20.700]  但是神是愛呢
[00:02:20.700 --> 00:02:23.900]  其實從舊約到新約都沒有變過
[00:02:23.900 --> 00:02:26.580]  只不過很多時候我們讀舊約的時候
[00:02:26.580 --> 00:02:28.620]  發覺舊約的上帝耶和華
[00:02:28.620 --> 00:02:30.900]  是充滿了審判烈路
[00:02:30.900 --> 00:02:33.540]  而忽略了祂的慈愛
[00:02:33.540 --> 00:02:34.540]  到了新約
[00:02:34.540 --> 00:02:38.420]  約翰就用了這兩個的形容
[00:02:38.420 --> 00:02:42.620]  去簡單地表達出上帝的屬性
[00:02:42.620 --> 00:02:43.380]  我們看看
[00:02:43.380 --> 00:02:45.660]  如果神是愛、神是光的時候
[00:02:45.660 --> 00:02:48.620]  神要求我們要專一愛祂
[00:02:48.620 --> 00:02:50.860]  在《生命紀》第六章第四節
[00:02:50.860 --> 00:02:52.140]  一段很簡單的經文
[00:02:52.140 --> 00:02:54.340]  也是猶太人自小背誦的經文
[00:02:54.340 --> 00:02:57.220]  也是猶太人在城門口
[00:02:57.220 --> 00:03:01.820]  在家門口的經文盒裏面放的一段經文
[00:03:01.820 --> 00:03:04.100]  這段經文是猶太人自小成長很熟悉的
[00:03:04.100 --> 00:03:05.900]  但是爲什麼到了新約
[00:03:05.900 --> 00:03:07.660]  當法利塞人問事
[00:03:07.660 --> 00:03:08.620]  問耶穌
[00:03:08.620 --> 00:03:09.780]  在律法當中
[00:03:09.780 --> 00:03:10.780]  哪一條是最大的
[00:03:10.780 --> 00:03:14.220]  耶穌就很輕而易舉地
[00:03:14.220 --> 00:03:17.180]  背誦了這段經文出來
[00:03:17.180 --> 00:03:18.780]  法利塞人或者問事時
[00:03:18.780 --> 00:03:19.780]  不稱讚耶穌
[00:03:19.780 --> 00:03:20.580]  有人稱讚
[00:03:20.580 --> 00:03:21.620]  哇,你真的了得
[00:03:21.620 --> 00:03:24.660]  其實是一個悲哀
[00:03:24.660 --> 00:03:26.100]  爲什麼是一個悲哀呢?
[00:03:26.100 --> 00:03:26.940]  你想想
[00:03:26.940 --> 00:03:29.780]  猶太人自小就已經背誦這段經文
[00:03:29.780 --> 00:03:33.220]  在家門口的經文盒裏也放了一段經文
[00:03:33.220 --> 00:03:37.340]  怎麼會覺得這段經文提出
[00:03:37.340 --> 00:03:40.500]  在律法當中的總綱是一件困難的事呢?
[00:03:40.500 --> 00:03:42.300]  因爲在新約時代
[00:03:42.300 --> 00:03:46.660]  法利塞人問事將簡單的律法
[00:03:46.660 --> 00:03:50.340]  化成613條
[00:03:50.340 --> 00:03:52.340]  613條的律法
[00:03:52.340 --> 00:03:54.060]  哪一條是最重要的呢?
[00:03:54.060 --> 00:03:56.780]  要討論很久
[00:03:56.780 --> 00:04:00.620]  慢慢地你會發現這羣可悲的地方
[00:04:00.620 --> 00:04:01.620]  在耶穌時代
[00:04:01.620 --> 00:04:03.260]  這羣宗教界的人士
[00:04:03.260 --> 00:04:04.980]  將簡單的律法
[00:04:04.980 --> 00:04:07.500]  變成了繁複的律法
[00:04:07.500 --> 00:04:08.780]  變成了繁複的律法之後
[00:04:08.780 --> 00:04:09.980]  沒有人再能夠抓住
[00:04:09.980 --> 00:04:11.580]  律法的中心點是什麼
[00:04:11.580 --> 00:04:13.780]  究竟我們天天守着613條
[00:04:13.780 --> 00:04:15.700]  目的爲何?
[00:04:15.700 --> 00:04:16.460]  所以
[00:04:16.460 --> 00:04:19.940]  這條是考起衆人的問題
[00:04:19.940 --> 00:04:20.860]  也就是說
[00:04:20.860 --> 00:04:22.860]  當時的民事法利塞人
[00:04:22.860 --> 00:04:23.860]  宗教界人士
[00:04:23.860 --> 00:04:27.500]  將神的旨意模糊化了
[00:04:27.500 --> 00:04:28.980]  一個簡單的答案
[00:04:28.980 --> 00:04:31.180]  竟然要模糊化了
[00:04:31.180 --> 00:04:33.740]  越進入民事法利塞人的訓練
[00:04:33.740 --> 00:04:37.100]  越不明白上帝想要什麼
[00:04:37.100 --> 00:04:37.780]  所以
[00:04:37.780 --> 00:04:38.940]  當他們問耶穌時
[00:04:38.940 --> 00:04:40.620]  以爲這條是很深奧的問題
[00:04:40.620 --> 00:04:42.980]  但耶穌很簡單地回答了
[00:04:42.980 --> 00:04:44.900]  意思是你要聽耶和華
[00:04:44.900 --> 00:04:46.420]  我們的神是獨一的主
[00:04:46.420 --> 00:04:48.300]  你要盡心儘性盡力
[00:04:48.300 --> 00:04:51.020]  愛耶和華你的神
[00:04:51.020 --> 00:04:52.940]  很顯而易見
[00:04:52.940 --> 00:04:54.660]  神與人的關係
[00:04:54.660 --> 00:04:55.780]  由舊約開始
[00:04:55.780 --> 00:04:56.700]  小朋友開始
[00:04:56.700 --> 00:04:57.700]  背誦開始
[00:04:57.700 --> 00:04:58.500]  是在說
[00:04:58.500 --> 00:05:02.580]  如何用盡你的所有
[00:05:02.580 --> 00:05:04.940]  來愛這位上帝
[00:05:04.940 --> 00:05:05.700]  所以
[00:05:05.700 --> 00:05:06.900]  猶太教如是
[00:05:06.900 --> 00:05:08.260]  基督教如是
[00:05:08.260 --> 00:05:10.940]  我們在說的不是一個宗教
[00:05:10.940 --> 00:05:13.580]  所有利尾記的建制
[00:05:13.580 --> 00:05:16.460]  生命記所提的典章
[00:05:16.460 --> 00:05:17.820]  一切一切
[00:05:17.820 --> 00:05:20.820]  都是怎樣透過這一切
[00:05:20.820 --> 00:05:25.220]  去向上帝具體表達愛
[00:05:25.220 --> 00:05:27.580]  如果建制不是帶着愛
[00:05:27.580 --> 00:05:29.660]  建制就沒有意義了
[00:05:29.660 --> 00:05:30.740]  所以在這裏
[00:05:30.740 --> 00:05:33.100]  很清晰地跟我們說
[00:05:33.100 --> 00:05:34.540]  我們要愛上帝
[00:05:34.540 --> 00:05:36.060]  但現在還不是很清晰
[00:05:36.060 --> 00:05:38.500]  這種愛是說什麼的愛
[00:05:38.500 --> 00:05:39.620]  不是很清晰
[00:05:39.620 --> 00:05:40.740]  我們只知道愛
[00:05:40.740 --> 00:05:41.820]  愛有很多種
[00:05:41.820 --> 00:05:42.380]  對不對
[00:05:42.380 --> 00:05:42.940]  OK
[00:05:42.940 --> 00:05:43.900]  跟李嘉敬一聲
[00:05:43.900 --> 00:05:46.700]  你要愛上帝
[00:05:46.700 --> 00:05:51.460]  到了何西亞先知書
[00:05:51.460 --> 00:05:55.660]  這個愛開始有一個詮釋
[00:05:55.660 --> 00:05:57.100]  如果你問我
[00:05:57.100 --> 00:06:00.380]  每一個先知領受上帝的呼召
[00:06:00.380 --> 00:06:02.740]  都很艱難去成就
[00:06:02.740 --> 00:06:04.460]  每一個先知到最尾
[00:06:04.460 --> 00:06:07.260]  大部分都不得好死
[00:06:07.260 --> 00:06:11.060]  現在跟現代的先知運動很不一樣
[00:06:11.060 --> 00:06:12.220]  現代的先知運動
[00:06:12.220 --> 00:06:14.020]  我們不是很見到先知
[00:06:14.020 --> 00:06:17.340]  是爲了上帝的使命和託付
[00:06:17.340 --> 00:06:19.140]  要付上生命代價
[00:06:19.140 --> 00:06:21.540]  但大部分都不得好死
[00:06:21.540 --> 00:06:22.980]  但是這樣說
[00:06:22.980 --> 00:06:24.860]  如果從男性角度
[00:06:24.860 --> 00:06:27.060]  我再請弟兄舉手
[00:06:27.060 --> 00:06:29.020]  從男性角度
[00:06:29.020 --> 00:06:33.660]  何西亞先知是最難做的
[00:06:33.660 --> 00:06:35.180]  我舉例
[00:06:35.180 --> 00:06:36.580]  你不要去做
[00:06:36.580 --> 00:06:37.620]  我舉例
[00:06:37.620 --> 00:06:38.980]  如果你未婚
[00:06:38.980 --> 00:06:40.540]  今晚睡不睡覺
[00:06:40.540 --> 00:06:42.100]  上帝跟你說
[00:06:42.100 --> 00:06:43.660]  你明天去般蘭街
[00:06:43.660 --> 00:06:44.860]  站在那裏
[00:06:44.860 --> 00:06:48.860]  晚上等一個女士下來
[00:06:48.860 --> 00:06:49.940]  你見到她
[00:06:49.940 --> 00:06:51.460]  你就說娶她
[00:06:51.460 --> 00:06:54.460]  這個女士是個淫婦
[00:06:54.460 --> 00:06:55.540]  還有子女
[00:06:55.540 --> 00:06:57.580]  你幫她養起來
[00:06:57.580 --> 00:06:59.140]  弟兄
[00:06:59.140 --> 00:07:05.260]  怎麼面對江東父老
[00:07:05.260 --> 00:07:07.300]  你跟着跟你爸媽說
[00:07:07.300 --> 00:07:10.500]  神昨晚呼召我做這件事
[00:07:10.500 --> 00:07:12.980]  你爸媽說人都瘋了
[00:07:12.980 --> 00:07:15.540]  上帝叫你做這些事
[00:07:15.540 --> 00:07:18.780]  這是違反上帝屬性
[00:07:18.780 --> 00:07:19.820]  對不對
[00:07:19.820 --> 00:07:23.060]  怎麼可能叫你做一些違反上帝屬性的事
[00:07:23.060 --> 00:07:24.820]  這個行動很顛覆
[00:07:24.820 --> 00:07:29.580]  其實上帝可以叫先知用不同的關係
[00:07:29.580 --> 00:07:31.220]  爲什麼要用夫妻關係
[00:07:31.220 --> 00:07:33.820]  這裏何西亞開始
[00:07:33.820 --> 00:07:38.620]  已經將這種關係透露出來
[00:07:38.620 --> 00:07:45.620]  用了夫妻關係去表達出信仰的不忠
[00:07:45.620 --> 00:07:46.620]  耶和華對他說
[00:07:46.620 --> 00:07:48.500]  你去娶一個淫蕩的女子爲妻
[00:07:48.500 --> 00:07:50.820]  收納從淫亂所生的兒女
[00:07:50.820 --> 00:07:54.100]  因爲這地行大淫亂
[00:07:54.100 --> 00:07:55.060]  利棄了耶和華
[00:07:55.060 --> 00:07:58.940]  這個大淫亂不是說男女關係的大淫亂
[00:07:58.940 --> 00:08:00.820]  現在說的是信仰上的大淫亂
[00:08:00.820 --> 00:08:04.020]  不過現在是用一個實質的男女關係的淫亂
[00:08:04.020 --> 00:08:06.260]  去表達出信仰的淫亂
[00:08:06.260 --> 00:08:09.300]  接着耶和華對何西亞說
[00:08:09.300 --> 00:08:13.020]  你愛那情人所愛卻凡姦淫的婦人
[00:08:13.020 --> 00:08:15.500]  正如耶和華愛那偏向別臣
[00:08:15.500 --> 00:08:17.220]  喜愛葡萄餅的以色人
[00:08:17.220 --> 00:08:20.900]  再一次用了夫妻的愛
[00:08:20.900 --> 00:08:25.620]  來表達上帝和他的子民的愛
[00:08:25.620 --> 00:08:26.740]  不是很清晰
[00:08:26.740 --> 00:08:28.980]  其實是很直接的
[00:08:28.980 --> 00:08:33.260]  但是還不是很突出主題
[00:08:33.260 --> 00:08:36.860]  衆仙之書裏面最突出的是何西亞書
[00:08:36.860 --> 00:08:43.300]  但是似乎我們還不能引導我們從這個方向去想
[00:08:43.300 --> 00:08:45.820]  到雅歌書的出現
[00:08:45.820 --> 00:08:49.700]  當然這裏有些姐妹去讀夜間神學也好
[00:08:49.700 --> 00:08:52.580]  甚至乎在讀也好
[00:08:52.580 --> 00:08:54.700]  全時間讀也好
[00:08:54.700 --> 00:08:56.700]  鹹秀科成也好
[00:08:56.700 --> 00:08:58.780]  上完之後你會有個想法
[00:08:58.780 --> 00:09:00.940]  牧師你今天說的東西勾了
[00:09:00.940 --> 00:09:02.380]  雅歌書不是這個意思
[00:09:02.380 --> 00:09:05.060]  我想告訴你
[00:09:05.060 --> 00:09:09.500]  沒有任何釋經方法叫最好的釋經方法
[00:09:09.500 --> 00:09:11.740]  也沒有任何釋經方法出現之後
[00:09:11.740 --> 00:09:14.860]  以前的釋經方法就被廢掉
[00:09:14.860 --> 00:09:16.860]  從來沒有這回事
[00:09:16.860 --> 00:09:20.820]  如果偏執一種釋經方法爲最好的方法
[00:09:20.820 --> 00:09:23.860]  而其他方法是不能存在的話
[00:09:23.860 --> 00:09:31.460]  這種人在學術的層面裏面是有問題的
[00:09:31.460 --> 00:09:32.740]  爲什麼呢
[00:09:32.740 --> 00:09:39.580]  因爲現在我們流行或者主流用了文學釋經
[00:09:39.580 --> 00:09:43.900]  其他的釋經法就可以被廢掉
[00:09:43.900 --> 00:09:45.740]  我們從來沒有這樣說過
[00:09:45.740 --> 00:09:48.940]  從來也沒有人這樣提倡過
[00:09:48.940 --> 00:09:55.180]  所以雅歌有很多可能解釋的方法
[00:09:55.180 --> 00:09:58.780]  其中一種就是靈異的解經
[00:09:58.780 --> 00:10:05.700]  其實猶太人、猶太拉比是很強調靈異解經的
[00:10:05.700 --> 00:10:10.660]  初期的教父是很靈異解經的
[00:10:10.660 --> 00:10:14.420]  當然我們明白靈異解經有它的問題
[00:10:14.420 --> 00:10:17.940]  但也有它的限制
[00:10:17.940 --> 00:10:19.940]  但如果從這個解經的方法
[00:10:19.940 --> 00:10:24.940]  雅歌就形容神和人之間的愛的關係
[00:10:24.940 --> 00:10:27.140]  直接到不得了
[00:10:27.140 --> 00:10:30.100]  這個直接到上帝會跟你說
[00:10:30.100 --> 00:10:33.740]  我的良人屬我,我也屬他
[00:10:33.740 --> 00:10:37.700]  愛情縱水不能夠熄滅,江河也不能夠淹沒
[00:10:37.700 --> 00:10:41.140]  若有人拿家中所有的財寶來換愛情
[00:10:41.140 --> 00:10:44.100]  就全被藐視
[00:10:44.100 --> 00:10:45.220]  如果是這樣的話
[00:10:45.220 --> 00:10:47.460]  弟兄姊妹,你再和你旁邊的人說一聲
[00:10:47.460 --> 00:10:50.660]  你要愛神
[00:10:50.660 --> 00:10:55.740]  這個愛跟你第一次說就有所不同了
[00:10:55.740 --> 00:10:57.740]  第一次說,在生命的第六章
[00:10:57.740 --> 00:11:00.900]  你要盡心儘性盡力地愛你的上帝
[00:11:00.900 --> 00:11:05.060]  這個愛你還沒有定義到是什麼愛
[00:11:05.060 --> 00:11:07.460]  去到河西雅的暗示
[00:11:07.460 --> 00:11:09.740]  你的腦子開始轉彎
[00:11:09.740 --> 00:11:12.300]  去到雅歌書就很清晰
[00:11:12.300 --> 00:11:15.740]  去到以弗所書就更加出問題了
[00:11:15.740 --> 00:11:18.620]  以弗所書第五章24-32節
[00:11:18.620 --> 00:11:20.100]  很熟悉的經文
[00:11:20.100 --> 00:11:24.540]  大部分拿經文的人都是用來講夫婦關係的
[00:11:24.540 --> 00:11:27.300]  但是今天我想和你看真一點
[00:11:27.300 --> 00:11:28.940]  究竟保羅想講什麼
[00:11:28.940 --> 00:11:33.140]  保羅這段經文好像在講夫婦
[00:11:33.140 --> 00:11:37.380]  但是又在講教會和基督的關係
[00:11:37.380 --> 00:11:40.060]  好像在講教會和基督的關係
[00:11:40.060 --> 00:11:42.300]  但是他又在講夫婦
[00:11:42.300 --> 00:11:45.580]  欲言又止,不知道他在講什麼
[00:11:45.580 --> 00:11:46.700]  聽得清楚嗎
[00:11:46.700 --> 00:11:48.260]  過往你很肯定地
[00:11:48.260 --> 00:11:50.300]  這段經文是講夫婦關係的
[00:11:50.300 --> 00:11:51.540]  但是今天你看真一點
[00:11:51.540 --> 00:11:52.860]  不是這回事
[00:11:52.860 --> 00:11:54.580]  我們怎麼理解,你看
[00:11:54.580 --> 00:11:56.980]  他說在以弗所書第五章24-32節
[00:11:56.980 --> 00:11:59.460]  因爲丈夫是妻子的頭
[00:11:59.460 --> 00:12:01.180]  應該講完了
[00:12:01.180 --> 00:12:04.980]  但是如同基督是教會的頭
[00:12:04.980 --> 00:12:08.340]  每一句都夫妻的關係
[00:12:08.340 --> 00:12:12.820]  和教會與基督的關係是平衡的
[00:12:12.820 --> 00:12:14.260]  我們再看下去
[00:12:14.260 --> 00:12:16.180]  教會怎麼去信服基督
[00:12:16.180 --> 00:12:21.620]  妻子也要怎樣凡事去信服你的丈夫
[00:12:21.620 --> 00:12:24.620]  做姐妹你要信服丈夫的原因是什麼
[00:12:24.620 --> 00:12:28.540]  是因爲教會信服基督
[00:12:28.540 --> 00:12:31.100]  不是因爲你的老公值得你信服
[00:12:31.100 --> 00:12:33.420]  記清楚,姐妹
[00:12:33.420 --> 00:12:35.220]  你在反駁
[00:12:35.220 --> 00:12:37.340]  我老公哪裏值得我服他
[00:12:37.340 --> 00:12:39.900]  是呀,聖經從來沒有這樣講
[00:12:39.900 --> 00:12:41.420]  聖經從來沒有這樣講
[00:12:41.420 --> 00:12:43.740]  聖經沒有說你要信服你的丈夫
[00:12:43.740 --> 00:12:45.540]  因爲你的丈夫是值得你信服的
[00:12:45.540 --> 00:12:46.540]  從來沒有這樣講
[00:12:46.540 --> 00:12:48.500]  又是你作出來的
[00:12:48.500 --> 00:12:50.060]  從來沒有這樣講
[00:12:50.060 --> 00:12:52.060]  它說爲什麼要信服你老公
[00:12:52.060 --> 00:12:57.500]  好像教會信服基督一樣
[00:12:57.500 --> 00:12:59.540]  信服基督我當然可以
[00:12:59.540 --> 00:13:01.020]  基督不會錯
[00:13:01.020 --> 00:13:03.700]  我信服老公,老公會錯
[00:13:03.700 --> 00:13:05.860]  信服基督當然沒有問題
[00:13:05.860 --> 00:13:07.980]  信服老公當然有問題
[00:13:07.980 --> 00:13:11.060]  這就不對,你們自己問
[00:13:11.060 --> 00:13:11.740]  明白嗎
[00:13:11.740 --> 00:13:13.180]  聖經從來沒有分割
[00:13:13.180 --> 00:13:16.700]  沒有將教會信服基督
[00:13:16.700 --> 00:13:19.740]  和老婆信服丈夫分割
[00:13:19.740 --> 00:13:21.580]  反而放在一起
[00:13:21.580 --> 00:13:25.580]  究竟保羅是講夫婦還是講教會
[00:13:25.580 --> 00:13:26.860]  我們再看看
[00:13:26.860 --> 00:13:29.100]  做丈夫的你要愛自己妻子
[00:13:29.100 --> 00:13:31.860]  其實這句是句好
[00:13:31.860 --> 00:13:33.500]  跟你旁邊的弟兄說
[00:13:33.500 --> 00:13:37.500]  你要愛你的老婆才愛自己
[00:13:37.500 --> 00:13:39.500]  是不是應該講完
[00:13:39.500 --> 00:13:41.060]  講完了
[00:13:41.060 --> 00:13:42.300]  但保羅就說
[00:13:42.300 --> 00:13:46.020]  正如基督愛教會,爲教會捨己
[00:13:46.020 --> 00:13:47.460]  又加多一句
[00:13:47.460 --> 00:13:48.460]  你見到嗎
[00:13:48.460 --> 00:13:54.220]  現在究竟保羅是想講夫婦還是講教會
[00:13:54.220 --> 00:13:57.660]  講夫婦關係還是講教會和基督的關係
[00:13:57.660 --> 00:13:59.740]  爲者緣故人要離開父母
[00:13:59.740 --> 00:14:01.580]  與妻子結合,二人成爲一體
[00:14:01.580 --> 00:14:03.660]  如果這段經文在這裏完結
[00:14:03.660 --> 00:14:05.820]  就相當完美
[00:14:05.820 --> 00:14:07.540]  我們就知道
[00:14:07.540 --> 00:14:11.100]  就是講創世紀上帝創造阿當阿蛙的時候
[00:14:11.100 --> 00:14:12.420]  有一個指示
[00:14:12.420 --> 00:14:14.500]  指示就是兩個人要二人成爲一體
[00:14:14.500 --> 00:14:16.540]  離開父母
[00:14:16.540 --> 00:14:18.180]  是不是很完美
[00:14:18.180 --> 00:14:20.540]  但保羅又加多一句
[00:14:20.540 --> 00:14:24.540]  這是極大的奧悲
[00:14:24.540 --> 00:14:30.780]  我是指着基督和教會講的
[00:14:30.780 --> 00:14:34.740]  最後這句就令你真是莫名其妙
[00:14:34.740 --> 00:14:38.180]  究竟《爾法所書》第五章二十四到三十節
[00:14:38.180 --> 00:14:43.500]  是講教會和基督還是講夫婦呢
[00:14:43.500 --> 00:14:44.820]  開始問題來了
[00:14:44.820 --> 00:14:45.820]  明白嗎
[00:14:45.820 --> 00:14:49.740]  最後這句是令整段經文急轉彎
[00:14:49.740 --> 00:14:51.260]  但是不是急轉彎又不是
[00:14:51.260 --> 00:14:53.260]  一路鋪陳得很清楚
[00:14:53.260 --> 00:14:54.660]  不過一路鋪陳的時候
[00:14:54.660 --> 00:14:59.820]  我們只是受到傳統的港道的理解
[00:14:59.820 --> 00:15:02.140]  主導說是講夫婦關係
[00:15:02.140 --> 00:15:04.220]  但其實他是不是講夫婦關係呢
[00:15:04.220 --> 00:15:07.500]  或者這個問題是這樣說
[00:15:07.500 --> 00:15:09.820]  他是不是隻講夫婦關係呢
[00:15:09.820 --> 00:15:12.300]  他最主要是不是講夫婦關係呢
[00:15:12.300 --> 00:15:14.700]  這兩個問題是問爆腦的
[00:15:14.700 --> 00:15:17.980]  他是不是隻講夫婦關係
[00:15:17.980 --> 00:15:20.060]  他主要是不是講夫婦關係
[00:15:20.060 --> 00:15:22.380]  其實從最後那句你就知道
[00:15:22.380 --> 00:15:24.900]  保羅想借夫婦關係
[00:15:24.900 --> 00:15:29.060]  是在講基督和教會的關係
[00:15:29.060 --> 00:15:29.940]  如果沒有最後那句
[00:15:29.940 --> 00:15:31.780]  你不會從這個方向去想
[00:15:31.780 --> 00:15:36.380]  從這句令整段經文的思路不一樣
[00:15:36.380 --> 00:15:38.940]  保羅在這裏很清晰提到
[00:15:38.940 --> 00:15:40.980]  這是一個奧祕
[00:15:40.980 --> 00:15:42.300]  以前是沒有人明白
[00:15:42.300 --> 00:15:43.620]  沒有人會這樣思考
[00:15:43.620 --> 00:15:45.180]  當然我們明白聖經裏面
[00:15:45.180 --> 00:15:48.380]  不太多經文去發揮這個主題
[00:15:48.380 --> 00:15:50.540]  但起碼這個主題是存在的
[00:15:50.540 --> 00:15:52.060]  那就是怎樣理解
[00:15:52.060 --> 00:15:54.540]  今天我們信耶穌是得永生
[00:15:54.540 --> 00:15:57.220]  是《約翰福音》三十六節所講的
[00:15:57.220 --> 00:15:57.980]  和你間諜一般的聲音
[00:15:57.980 --> 00:16:00.540]  你已經得到永生了
[00:16:00.540 --> 00:16:04.100]  我們不需要預備去得罪永生
[00:16:04.100 --> 00:16:08.580]  我信耶穌那一刻已經得罪永生
[00:16:08.580 --> 00:16:10.060]  得罪永生之後
[00:16:10.060 --> 00:16:12.740]  我們就要成爲主的門徒
[00:16:12.740 --> 00:16:15.460]  在《馬達福音》二十八章的大使命裏面
[00:16:15.460 --> 00:16:17.700]  我們不是預備我們成爲主的門徒
[00:16:17.700 --> 00:16:18.820]  我們要成爲主的門徒
[00:16:18.820 --> 00:16:24.380]  在地上我們的角色就是耶穌基督的門徒
[00:16:24.380 --> 00:16:29.380]  不過天堂我們不是主的門徒
[00:16:29.380 --> 00:16:34.860]  地上的角色是主的門徒
[00:16:34.860 --> 00:16:38.500]  分得清楚了
[00:16:38.500 --> 00:16:42.420]  那我們預備在天堂做什麼事呢
[00:16:42.420 --> 00:16:48.820]  預備在天堂成爲耶穌的神父
[00:16:48.820 --> 00:16:53.900]  這個就絕少有人提及
[00:16:53.900 --> 00:16:54.940]  明白嗎
[00:16:54.940 --> 00:16:57.100]  是不一樣的情況
[00:16:57.100 --> 00:17:03.140]  《啓示錄》就正正式式用了這個形容詞
[00:17:03.140 --> 00:17:06.980]  有人說《啓示錄》這個形容是一個比喻
[00:17:06.980 --> 00:17:13.900]  《啓示錄》這個不是一個很正確的比喻
[00:17:13.900 --> 00:17:15.820]  但是我給你看兩段經文
[00:17:15.820 --> 00:17:18.380]  你就知道十九章不是一個比喻
[00:17:18.380 --> 00:17:20.500]  一會兒給你看完《啓示錄》另一章
[00:17:20.500 --> 00:17:22.660]  你就知道十九章不是一個比喻
[00:17:22.660 --> 00:17:25.180]  我聽見很像羣衆的聲音
[00:17:25.180 --> 00:17:27.100]  衆水的聲音帶來的聲音說
[00:17:27.100 --> 00:17:27.780]  Hallelujah
[00:17:27.780 --> 00:17:30.900]  因爲主我們的神全能者作王了
[00:17:30.900 --> 00:17:31.980]  我們要歡喜快樂
[00:17:31.980 --> 00:17:32.940]  將榮耀歸給他
[00:17:32.940 --> 00:17:35.780]  因爲羔羊宴取的時候到了
[00:17:35.780 --> 00:17:38.220]  神父也自己預備好了
[00:17:38.220 --> 00:17:42.180]  他蒙恩德川明亮潔白的聖馬依
[00:17:42.180 --> 00:17:45.100]  這聖馬依就是聖徒們的異行
[00:17:45.100 --> 00:17:46.500]  很明顯
[00:17:46.500 --> 00:17:49.940]  這個神父就是講中聖徒
[00:17:49.940 --> 00:17:51.180]  如果不是
[00:17:51.180 --> 00:17:54.820]  最尾點要加多一句是聖徒的異行
[00:17:54.820 --> 00:17:59.140]  這個就是聖馬依就是聖徒的異行
[00:17:59.140 --> 00:18:01.340]  在《啓示錄》就很清晰地
[00:18:01.340 --> 00:18:02.380]  在天上
[00:18:02.380 --> 00:18:04.860]  《啓示錄》十九章差不多尾聲
[00:18:04.860 --> 00:18:09.940]  這個聖大的羔羊的婚宴
[00:18:09.940 --> 00:18:11.140]  羔羊的宴席
[00:18:11.140 --> 00:18:13.380]  羔羊的宴席不是壽宴
