
[00:00:00.000 --> 00:00:03.000]  請姊妹平安 我們再一次低頭禱告
[00:02:04.000 --> 00:02:09.000]  這句話也是值得我們停下來思想
[00:02:09.000 --> 00:02:14.000]  首先他說「你們要常常遵守我的道 就真是我的門徒了」
[00:02:14.000 --> 00:02:18.000]  什麼時候我們會這樣說話呢
[00:02:18.000 --> 00:02:27.000]  譬如我們見到一個小朋友
[00:02:27.000 --> 00:02:31.000]  我們就跟他說
[00:02:31.000 --> 00:02:36.000]  「如果你數學 譬如舉例來說 你拿到多少分」
[00:02:36.000 --> 00:02:40.000]  「你就真是一個數學的天才了」
[00:02:40.000 --> 00:02:43.000]  什麼意思
[00:02:43.000 --> 00:02:50.000]  就是說其實有些 常常自稱為天才 那些不是天才
[00:02:50.000 --> 00:02:55.000]  他說 你要可能去到某一個水平
[00:02:55.000 --> 00:02:58.000]  你就真是天才了 是不是
[00:02:58.000 --> 00:03:02.000]  通常你說的話 你是做某些事
[00:03:02.000 --> 00:03:04.000]  就真是什麼的時候呢
[00:03:04.000 --> 00:03:08.000]  意思很多時候都是包含著
[00:03:08.000 --> 00:03:12.000]  有很多人都說自己是 其實是假的 是不是
[00:03:12.000 --> 00:03:17.000]  通常一個這樣的情況之下
[00:03:17.000 --> 00:03:19.000]  才會用一個這樣的語法說話
[00:03:19.000 --> 00:03:25.000]  譬如你說 如果你真是一個賽車選手
[00:03:25.000 --> 00:03:29.000]  或者你是真是一個奧運選手
[00:03:29.000 --> 00:03:35.000]  譬如你跑步跑到100米 跑到9秒9
[00:03:35.000 --> 00:03:38.000]  那你就真是一個奧運選手了
[00:03:38.000 --> 00:03:42.000]  意思就是說 很多人就自稱自己是奧運選手
[00:03:42.000 --> 00:03:45.000]  其實不到那個水平 那些是假的 是不是
[00:03:45.000 --> 00:03:48.000]  你真是一個銀行總裁
[00:03:48.000 --> 00:03:54.000]  你的工作 或者你在銀行裏面的職位
[00:03:54.000 --> 00:03:57.000]  必然會有做到某些事 是不是
[00:03:57.000 --> 00:04:00.000]  很多時候呢 這裏的說話
[00:04:00.000 --> 00:04:03.000]  當主耶穌這樣說的時候
[00:04:03.000 --> 00:04:05.000]  你可以想像 標誌著
[00:04:05.000 --> 00:04:10.000]  有很多人以為他自己是耶穌的門徒
[00:04:10.000 --> 00:04:12.000]  他不是真是耶穌的門徒
[00:04:12.000 --> 00:04:14.000]  所以耶穌才會這樣說
[00:04:14.000 --> 00:04:17.000]  你們如果真是我的門徒
[00:04:17.000 --> 00:04:20.000]  就要常常遵守我的說話 是不是
[00:04:20.000 --> 00:04:24.000]  所以這個真門徒的標記 是很清楚
[00:04:24.000 --> 00:04:25.000]  主耶穌提出來
[00:04:25.000 --> 00:04:29.000]  很多人以為他自己是主耶穌的門徒
[00:04:29.000 --> 00:04:33.000]  但是呢 其實他不是的
[00:04:33.000 --> 00:04:35.000]  那些真正是主耶穌的門徒
[00:04:35.000 --> 00:04:41.000]  是常常遵守主的說話的人 那些才是
[00:04:41.000 --> 00:04:44.000]  這一點是非常有意思
[00:04:44.000 --> 00:04:49.000]  很多時候 特別有些小朋友
[00:04:49.000 --> 00:04:51.000]  他們在教會當中長大
[00:04:51.000 --> 00:04:55.000]  有些人說 我回教會的時間
[00:04:55.000 --> 00:04:59.000]  就是我一個月開始
[00:04:59.000 --> 00:05:00.000]  什麼意思
[00:05:00.000 --> 00:05:04.000]  他滿月的時候 嬰兒已經被人抱回教會了
[00:05:04.000 --> 00:05:06.000]  這樣抱了幾十年了
[00:05:06.000 --> 00:05:10.000]  那是不是代表他是基督徒呢
[00:05:10.000 --> 00:05:12.000]  當然 當我這樣問的時候
[00:05:12.000 --> 00:05:15.000]  你們知道答案未必是真的
[00:05:15.000 --> 00:05:17.000]  有很多人在教會長大的時候
[00:05:17.000 --> 00:05:20.000]  後來做了不信神的人
[00:05:20.000 --> 00:05:22.000]  但有人在 是不是
[00:05:22.000 --> 00:05:26.000]  所以那個標記不是因為代表
[00:05:26.000 --> 00:05:27.000]  你現在坐在這個地方
[00:05:27.000 --> 00:05:29.000]  在這個教會當中長大
[00:05:29.000 --> 00:05:31.000]  或者是經過了多少的連日
[00:05:31.000 --> 00:05:33.000]  認識了多少的朋友
[00:05:33.000 --> 00:05:37.000]  甚至以前的時候 有多少的貢獻
[00:05:37.000 --> 00:05:40.000]  而是 你真是一個主的門徒
[00:05:40.000 --> 00:05:45.000]  他說 你是常常遵守神的說話
[00:05:45.000 --> 00:05:49.000]  第二點 就是這個人會認識真理
[00:05:49.000 --> 00:05:54.000]  而真理是讓他得到自由
[00:05:54.000 --> 00:05:56.000]  如果你在教會當中長大
[00:05:56.000 --> 00:06:00.000]  我也遇過一個人 我跟他聊天的時候
[00:06:00.000 --> 00:06:02.000]  他就不斷地強調
[00:06:02.000 --> 00:06:05.000]  我以前上了多久教會 上了多少年
[00:06:05.000 --> 00:06:08.000]  以前在什麼基督教學校讀書
[00:06:08.000 --> 00:06:11.000]  然後跟他說 深入一點
[00:06:11.000 --> 00:06:16.000]  一些關於聖經 關於信仰真理的東西
[00:06:16.000 --> 00:06:20.000]  一竅不通的
[00:06:20.000 --> 00:06:26.000]  當然認識真理也不會得到自由
[00:06:26.000 --> 00:06:31.000]  也不是真門徒的表現
[00:06:31.000 --> 00:06:35.000]  所以真實的 屬神的人
[00:06:35.000 --> 00:06:38.000]  是有這兩個標記
[00:06:38.000 --> 00:06:40.000]  聖經的吩咐
[00:06:40.000 --> 00:06:45.000]  你是會很認真地去遵守
[00:06:45.000 --> 00:06:47.000]  你會很認真地去遵守
[00:06:47.000 --> 00:06:49.000]  常常遵守主導
[00:06:49.000 --> 00:06:53.000]  第二就是你也認識神的真理
[00:06:53.000 --> 00:06:56.000]  而這些對於真理的認識
[00:06:56.000 --> 00:07:00.000]  是給你的生命有一種釋放
[00:07:00.000 --> 00:07:03.000]  自由的意思就是有一種釋放
[00:07:03.000 --> 00:07:05.000]  接下來就會解釋
[00:07:05.000 --> 00:07:10.000]  究竟認識真理而得到釋放是什麼意思
[00:07:10.000 --> 00:07:12.000]  而主耶穌其實在後面
[00:07:12.000 --> 00:07:16.000]  跟猶太人的對話都是解釋
[00:07:16.000 --> 00:07:19.000]  你要說得到釋放的時候
[00:07:19.000 --> 00:07:20.000]  當然你就要明白
[00:07:20.000 --> 00:07:24.000]  究竟有什麼捆綁 是不是
[00:07:24.000 --> 00:07:26.000]  如果你不知道有什麼捆綁
[00:07:26.000 --> 00:07:30.000]  就不會談不上有什麼釋放 是不是
[00:07:30.000 --> 00:07:33.000]  如果你都不覺得自己是欠人錢的
[00:07:33.000 --> 00:07:36.000]  說不上你無債一身輕的
[00:07:36.000 --> 00:07:37.000]  你明不明白
[00:07:37.000 --> 00:07:39.000]  因為那個是相對的
[00:07:39.000 --> 00:07:41.000]  如果你不感覺到被捆綁
[00:07:41.000 --> 00:07:44.000]  也有人說你已經得到釋放
[00:07:44.000 --> 00:07:46.000]  你不感覺到欠人錢的人說
[00:07:46.000 --> 00:07:48.000]  你的債已經赦免了
[00:07:48.000 --> 00:07:51.000]  這一切都是沒有意義的對話 是不是
[00:07:51.000 --> 00:07:53.000]  你感覺到原來我欠了這麼多錢
[00:07:53.000 --> 00:07:55.000]  現在免債了
[00:07:55.000 --> 00:07:58.000]  你就會感覺到釋放
[00:07:58.000 --> 00:08:01.000]  但原來你從來都沒有感覺到欠人錢的
[00:08:01.000 --> 00:08:03.000]  人家說免你的債
[00:08:03.000 --> 00:08:04.000]  你就免吧
[00:08:04.000 --> 00:08:07.000]  I don't care 是不是
[00:08:07.000 --> 00:08:12.000]  所以首先猶太人聽到耶穌說
[00:08:12.000 --> 00:08:15.000]  認識真理叫他們得到自由的時候
[00:08:15.000 --> 00:08:17.000]  他們就反駁
[00:08:17.000 --> 00:08:20.000]  他說 我都不感覺到被捆綁
[00:08:20.000 --> 00:08:23.000]  我從來都沒有做過人奴隸
[00:08:23.000 --> 00:08:25.000]  為什麼你要說我得到釋放呢
[00:08:25.000 --> 00:08:29.000]  而事實上這個也是很多人的
[00:08:29.000 --> 00:08:32.000]  一個聽到福音信仰的時候
[00:08:32.000 --> 00:08:35.000]  一個很直接的反應
[00:08:35.000 --> 00:08:37.000]  福音信仰的時候
[00:08:37.000 --> 00:08:39.000]  很多時候我們都會說
[00:08:39.000 --> 00:08:41.000]  我們信耶穌罪得赦免
[00:08:41.000 --> 00:08:43.000]  我們信耶穌的人
[00:08:43.000 --> 00:08:48.000]  我們的罪是被神饒恕
[00:08:48.000 --> 00:08:54.000]  但是很多人根本第一個反應就是說
[00:08:54.000 --> 00:08:55.000]  什麼罪呢
[00:08:55.000 --> 00:08:58.000]  第一 我不覺得自己是罪人
[00:08:58.000 --> 00:09:02.000]  第二 我不覺得自己需要赦免
[00:09:02.000 --> 00:09:04.000]  就等於有些人借了錢
[00:09:04.000 --> 00:09:06.000]  從來都不覺得需要還的時候
[00:09:06.000 --> 00:09:08.000]  算了 你宣佈
[00:09:08.000 --> 00:09:14.000]  好了 我現在不用你還了
[00:09:14.000 --> 00:09:17.000]  他會告訴你 什麼要還的嗎
[00:09:17.000 --> 00:09:19.000]  我從來都沒有想過要還的
[00:09:19.000 --> 00:09:20.000]  你明白嗎
[00:09:20.000 --> 00:09:22.000]  那種態度是一樣的
[00:09:22.000 --> 00:09:25.000]  神說 我們罪得了赦免
[00:09:25.000 --> 00:09:28.000]  很多人的感覺就是說
[00:09:28.000 --> 00:09:31.000]  什麼重要嗎
[00:09:31.000 --> 00:09:34.000]  罪得赦免又真的這麼重要嗎
[00:09:34.000 --> 00:09:36.000]  我不在乎
[00:09:36.000 --> 00:09:39.000]  你們這些教徒才在乎
[00:09:39.000 --> 00:09:41.000]  我不是信耶穌 我就不在乎
[00:09:41.000 --> 00:09:46.000]  但是 主耶穌對於當時的猶太人來說
[00:09:46.000 --> 00:09:48.000]  就這樣去解釋
[00:09:48.000 --> 00:09:50.000]  他說我實實在在地告訴你們
[00:09:50.000 --> 00:09:52.000]  實實在在這個說話就是
[00:09:52.000 --> 00:09:55.000]  讓福音其中主耶穌說的話的一個
[00:09:55.000 --> 00:09:56.000]  一些很重要的說話
[00:09:56.000 --> 00:09:59.000]  都加上他的語句 實實在在
[00:09:59.000 --> 00:10:03.000]  就是 阿門 阿門 這樣告訴你們
[00:10:03.000 --> 00:10:07.000]  那 所以這個是主耶穌認為很重要的
[00:10:07.000 --> 00:10:09.000]  阿門 阿門 這樣告訴你們
[00:10:09.000 --> 00:10:14.000]  所有犯罪的就是罪的牢獄
[00:10:14.000 --> 00:10:17.000]  所有犯罪的就是罪的牢獄
[00:10:17.000 --> 00:10:24.000]  原來人之所以看不重罪得赦免這麼重要
[00:10:24.000 --> 00:10:26.000]  或者看不重要離開罪惡
[00:10:26.000 --> 00:10:28.000]  為什麼其中一個意思呢
[00:10:28.000 --> 00:10:30.000]  他就看不到這一點
[00:10:30.000 --> 00:10:34.000]  他就看不到自己是罪的牢獄
[00:10:34.000 --> 00:10:38.000]  他就看不到自己是罪的牢獄
[00:10:38.000 --> 00:10:43.000]  很多人對於罪的觀念就是覺得
[00:10:43.000 --> 00:10:46.000]  有時候犯法就是罪
[00:10:46.000 --> 00:10:51.000]  就是有些誡命 犯了那就罪
[00:10:51.000 --> 00:10:55.000]  譬如舉例來說 紅燈要乘車
[00:10:55.000 --> 00:10:57.000]  綠燈才可以開車
[00:10:57.000 --> 00:11:00.000]  那你見到紅燈就衝過去
[00:11:00.000 --> 00:11:02.000]  那你就犯了誡命了 是不是
[00:11:02.000 --> 00:11:03.000]  那就犯法了
[00:11:03.000 --> 00:11:07.000]  很多人想 犯罪就是這樣的意思
[00:11:07.000 --> 00:11:11.000]  那有些誡命 那接著犯了
[00:11:11.000 --> 00:11:15.000]  那有時候 可能你開車你都知道
[00:11:15.000 --> 00:11:19.000]  有時候衝紅燈是不小心的
[00:11:19.000 --> 00:11:20.000]  不知道你有沒有試過呢
[00:11:20.000 --> 00:11:22.000]  我也有試過有時候衝紅燈
[00:11:22.000 --> 00:11:24.000]  就是你不是故意想衝的
[00:11:24.000 --> 00:11:27.000]  但是車已經走得很快
[00:11:27.000 --> 00:11:29.000]  有時候你又沒有心不在焉
[00:11:29.000 --> 00:11:30.000]  沒有什麼遺憾
[00:11:30.000 --> 00:11:32.000]  前面有一盞紅綠燈在那裡
[00:11:32.000 --> 00:11:34.000]  走過去已經很近了
[00:11:34.000 --> 00:11:37.000]  你的車已經衝得這麼快的時候
[00:11:37.000 --> 00:11:41.000]  那你儘量 即是都
[00:11:41.000 --> 00:11:44.000]  兩邊又見不到有車來的時候
[00:11:44.000 --> 00:11:47.000]  你的車又收不及 這樣就過去
[00:11:47.000 --> 00:11:50.000]  那就衝了紅燈了 是不是
[00:11:50.000 --> 00:11:54.000]  這樣呢 很多人看罪都是這樣的
[00:11:54.000 --> 00:11:58.000]  就是 有時候身不由己嘛
[00:11:58.000 --> 00:12:00.000]  好像車已經衝得這麼快了
[00:12:00.000 --> 00:12:02.000]  不停不了
[00:12:02.000 --> 00:12:05.000]  即是這個人在江湖身不由己
[00:12:05.000 --> 00:12:08.000]  人在官場或者人在商場
[00:12:08.000 --> 00:12:13.000]  即是做很多事都沒有辦法了
[00:12:13.000 --> 00:12:15.000]  是要做得這樣就要
[00:12:15.000 --> 00:12:17.000]  進了這一行就要這樣做了 是不是
[00:12:17.000 --> 00:12:20.000]  或者活了這個世界都要這樣了
[00:12:20.000 --> 00:12:23.000]  你說完全是
[00:12:23.000 --> 00:12:25.000]  跟著聖經的吩咐來做
[00:12:25.000 --> 00:12:29.000]  好像很多事是沒有什麼可能的
[00:12:29.000 --> 00:12:31.000]  即是譬如舉例來講做生意
[00:12:31.000 --> 00:12:33.000]  做推銷員這樣
[00:12:33.000 --> 00:12:36.000]  你老老實實講完你推銷那樣東西
[00:12:36.000 --> 00:12:38.000]  又是有多不妥呢
[00:12:38.000 --> 00:12:41.000]  你早就被人解僱了 是不是
[00:12:41.000 --> 00:12:43.000]  即是很多人就是這樣想
[00:12:43.000 --> 00:12:45.000]  所以對於罪呢
[00:12:45.000 --> 00:12:49.000]  不是覺得是什麼一回事
[00:12:49.000 --> 00:12:51.000]  犯也好 不犯也好
[00:12:51.000 --> 00:12:55.000]  但是沒有辦法了 有時候身不由己 是不是
[00:12:55.000 --> 00:12:58.000]  但是聖經對於罪不是這樣看的
[00:12:58.000 --> 00:13:01.000]  聖經講到原來罪
[00:13:01.000 --> 00:13:05.000]  不單只是表面上犯了一些誡命
[00:13:05.000 --> 00:13:06.000]  那麼簡單
[00:13:06.000 --> 00:13:08.000]  聖經講到罪呢
[00:13:08.000 --> 00:13:11.000]  其實就是一種捆綁的勢力來的
[00:13:11.000 --> 00:13:13.000]  一個捆綁的勢力
[00:13:13.000 --> 00:13:17.000]  在羅馬書第七章講得很清楚
[00:13:17.000 --> 00:13:19.000]  第七章就這樣講
[00:13:19.000 --> 00:13:22.000]  因為我所做的我自己不明白
[00:13:22.000 --> 00:13:24.000]  我所願意的我並不做
[00:13:24.000 --> 00:13:28.000]  我所恨乎的我倒去做
[00:13:28.000 --> 00:13:31.000]  我又知道在我裡頭
[00:13:31.000 --> 00:13:34.000]  就是我肉體之中沒有良善
[00:13:34.000 --> 00:13:36.000]  因為立志為善由得我
[00:13:36.000 --> 00:13:38.000]  只是恨出來由不得我
[00:13:38.000 --> 00:13:42.000]  故此我所願意的善我反不做
[00:13:42.000 --> 00:13:45.000]  我所不願意的惡我倒去做
[00:13:45.000 --> 00:13:47.000]  若我去做所不願意做的
[00:13:47.000 --> 00:13:51.000]  就不是我做的乃是住在我裡頭的罪做的
[00:13:51.000 --> 00:13:52.000]  我覺得有個律
[00:13:52.000 --> 00:13:55.000]  律就是有個規律在裡面
[00:13:55.000 --> 00:14:00.000]  就是我願意為善的時候便有惡與我同在
[00:14:00.000 --> 00:14:02.000]  這裡在羅馬書第七章
[00:14:02.000 --> 00:14:09.000]  保羅就講得很有深度地去剖析
[00:14:09.000 --> 00:14:12.000]  罪究竟是什麼一回事
[00:14:12.000 --> 00:14:15.000]  罪不是在行為外在
[00:14:15.000 --> 00:14:20.000]  有時候你決定做一些事不做一些事
[00:14:20.000 --> 00:14:25.000]  違背了某一些律法那麼簡單
[00:14:25.000 --> 00:14:27.000]  那些是罪的心疼
[00:14:27.000 --> 00:14:30.000]  罪的外在表徵
[00:14:30.000 --> 00:14:33.000]  罪是更深入
[00:14:33.000 --> 00:14:36.000]  如果用比喻來說
[00:14:36.000 --> 00:14:38.000]  可能你發燒
[00:14:38.000 --> 00:14:40.000]  可能你咳嗽
[00:14:40.000 --> 00:14:45.000]  可能你感受到全身很累
[00:14:45.000 --> 00:14:49.000]  那些是表面徵狀
[00:14:49.000 --> 00:14:51.000]  如果你去看醫生
[00:14:51.000 --> 00:14:55.000]  醫生跟你說發燒
[00:14:55.000 --> 00:14:57.000]  立即給你吃些退燒藥
[00:14:57.000 --> 00:15:00.000]  全身周身骨痛給你吃些止痛丸
[00:15:00.000 --> 00:15:04.000]  咳嗽給你吃些咳藥水
[00:15:04.000 --> 00:15:06.000]  這樣醫治你
[00:15:06.000 --> 00:15:09.000]  這個醫生你沒事就由自可
[00:15:09.000 --> 00:15:11.000]  小事就無所謂
[00:15:11.000 --> 00:15:15.000]  但如果有什麼深究有什麼問題
[00:15:15.000 --> 00:15:19.000]  這個醫生肯定是害死你的
[00:15:19.000 --> 00:15:20.000]  你明白我的意思嗎
[00:15:20.000 --> 00:15:23.000]  因為根本他沒有治好你任何東西
[00:15:23.000 --> 00:15:28.000]  甚至乎在某個程度上他是斷錯症
[00:15:28.000 --> 00:15:35.000]  因為他以為你的病只是一些外在的徵兆
[00:15:35.000 --> 00:15:38.000]  但是他是看錯了
[00:15:38.000 --> 00:15:42.000]  真實來說你為什麼發燒呢
[00:15:42.000 --> 00:15:44.000]  可能你裡面發炎
[00:15:44.000 --> 00:15:46.000]  有些問題
[00:15:46.000 --> 00:15:53.000]  為什麼你發燒到全身周身骨痛呢
[00:15:53.000 --> 00:15:56.000]  可能是有更深的內在問題
[00:15:56.000 --> 00:16:01.000]  可能你裡面某些的器官
[00:16:01.000 --> 00:16:06.000]  例如你裡面發炎正在打仗
[00:16:06.000 --> 00:16:08.000]  諸如此類
[00:16:08.000 --> 00:16:10.000]  罪其實都是這樣
[00:16:10.000 --> 00:16:13.000]  很多人看罪就是一些表面的外在的原因
[00:16:13.000 --> 00:16:15.000]  做一些事不做一些事
[00:16:15.000 --> 00:16:20.000]  當我比較有時候立定決心的
[00:16:20.000 --> 00:16:22.000]  我就多做一些好事
[00:16:22.000 --> 00:16:24.000]  有時候最近失敗了
[00:16:24.000 --> 00:16:30.000]  就多做一些違背神律法的就叫犯罪
[00:16:30.000 --> 00:16:35.000]  但是聖經說罪是一個勢力
[00:16:35.000 --> 00:16:37.000]  一個權勢
[00:16:37.000 --> 00:16:39.000]  好像保羅用這句話
[00:16:39.000 --> 00:16:42.000]  說話就好像裡面有一個定律
[00:16:42.000 --> 00:16:43.000]  有一個管轄
[00:16:43.000 --> 00:16:51.000]  定律的意思就是一個管轄著我們的恆常的勢力
[00:16:51.000 --> 00:16:52.000]  舉例來說
[00:16:52.000 --> 00:16:53.000]  萬有定律
[00:16:53.000 --> 00:16:55.000]  例如地心吸力
[00:16:55.000 --> 00:16:57.000]  這是一個定律
[00:16:57.000 --> 00:16:59.000]  也是一個勢力
[00:16:59.000 --> 00:17:01.000]  就像一個蘋果
[00:17:01.000 --> 00:17:03.000]  你一放手它一定是向下跌的
[00:17:03.000 --> 00:17:04.000]  它不會向上的
[00:17:04.000 --> 00:17:07.000]  沒有第二個選擇的
[00:17:07.000 --> 00:17:09.000]  因為那是一個定律
[00:17:09.000 --> 00:17:16.000]  一個操控著一個蘋果走勢的勢力
[00:17:16.000 --> 00:17:19.000]  它沒有得選擇第二個
[00:17:19.000 --> 00:17:22.000]  保羅和約翰福音
[00:17:22.000 --> 00:17:27.000]  其實主耶穌都說的是這樣的意思
[00:17:27.000 --> 00:17:30.000]  犯罪的人為什麼主耶穌用這個字稱為奴僕呢
[00:17:30.000 --> 00:17:32.000]  他說奴僕不能永遠處在家裡
[00:17:32.000 --> 00:17:33.000]  兒子是永遠處在家裡
[00:17:33.000 --> 00:17:35.000]  所以天父的兒子若叫你們自由
[00:17:35.000 --> 00:17:36.000]  你們就是真自由
[00:17:36.000 --> 00:17:39.000]  為什麼主耶穌用奴僕這個字呢
[00:17:39.000 --> 00:17:42.000]  犯罪的就是罪的奴僕呢
[00:17:42.000 --> 00:17:44.000]  我們現代文明社會
[00:17:44.000 --> 00:17:46.000]  我們就坦白說
[00:17:46.000 --> 00:17:49.000]  在美國最低限度我們認識的
[00:17:49.000 --> 00:17:52.000]  我們的生活環境沒有任何奴隸
[00:17:52.000 --> 00:17:54.000]  沒有任何奴隸的觀念
[00:17:54.000 --> 00:17:56.000]  但是在古代來說
[00:17:56.000 --> 00:17:59.000]  你們就知道奴隸很慘
[00:17:59.000 --> 00:18:01.000]  奴隸想做什麼呢
[00:18:01.000 --> 00:18:03.000]  不是他自己控制的
[00:18:03.000 --> 00:18:06.000]  主人叫他做什麼他一定要做的
[00:18:06.000 --> 00:18:08.000]  主人叫他洗廁所
[00:18:08.000 --> 00:18:09.000]  我不想洗廁所
[00:18:09.000 --> 00:18:12.000]  叫新來的洗可以嗎
[00:18:12.000 --> 00:18:15.000]  主人是要你洗你就洗了
[00:18:15.000 --> 00:18:20.000]  主人叫你現在不讓你吃飯
[00:18:20.000 --> 00:18:23.000]  那今晚就不能吃了
[00:18:23.000 --> 00:18:24.000]  奴隸的意思就是說
[00:18:24.000 --> 00:18:26.000]  他已經是身不由己的
[00:18:26.000 --> 00:18:30.000]  是有另外一個勢力是控制著他
[00:18:30.000 --> 00:18:34.000]  他的生命再不是屬於他自己可以管控
[00:18:34.000 --> 00:18:36.000]  這個就是奴隸的意思
[00:18:36.000 --> 00:18:38.000]  奴僕的意思
[00:18:38.000 --> 00:18:45.000]  而最就是所有我們不信神的人
[00:18:45.000 --> 00:18:50.000]  未認識耶穌之前的一個主人
[00:18:50.000 --> 00:18:55.000]  我們所有的人都是罪的奴僕
[00:18:55.000 --> 00:19:01.000]  從出生到信耶穌之前
[00:19:01.000 --> 00:19:05.000]  我們都是沒得選擇的
[00:19:05.000 --> 00:19:11.000]  只能夠聽罪在我們心中那個定律的擺佈
[00:19:11.000 --> 00:19:12.000]  而這個定律
[00:19:12.000 --> 00:19:14.000]  剛才保羅說的怎麼樣呢
[00:19:14.000 --> 00:19:17.000]  就是我每一次願意為善的時候
[00:19:17.000 --> 00:19:21.000]  右邊有惡與我同在
[00:19:21.000 --> 00:19:23.000]  我所願意的我不去做
[00:19:23.000 --> 00:19:27.000]  我所不願意的我倒去做
[00:19:27.000 --> 00:19:30.000]  有時候你這個說話的意思
[00:19:30.000 --> 00:19:32.000]  不是代表你做不到好事的
[00:19:32.000 --> 00:19:34.000]  你都做到的
[00:19:34.000 --> 00:19:36.000]  譬如你年輕的時候
[00:19:36.000 --> 00:19:37.000]  同志軍日行一線
[00:19:37.000 --> 00:19:39.000]  每天做一件好事
[00:19:39.000 --> 00:19:41.000]  你做到好事出來的
[00:19:41.000 --> 00:19:43.000]  譬如你見到一個婆婆過馬
[00:19:43.000 --> 00:19:44.000]  同志軍日行一線
[00:19:44.000 --> 00:19:46.000]  見到一個婆婆過馬路扶一下她
[00:19:46.000 --> 00:19:48.000]  或者見到人掉東西你撿起來
[00:19:48.000 --> 00:19:49.000]  幫她撿起來
[00:19:49.000 --> 00:19:52.000]  日行一線你會做到這些事
[00:19:52.000 --> 00:19:56.000]  但是即使你做好的事的時候
[00:19:56.000 --> 00:20:00.000]  都有惡與你同在
[00:20:00.000 --> 00:20:03.000]  有時候你最深層想要做的好
[00:20:03.000 --> 00:20:06.000]  你是做不到出來
[00:20:06.000 --> 00:20:07.000]  有多少時候
[00:20:07.000 --> 00:20:08.000]  可能你做完一件好事的時候
[00:20:08.000 --> 00:20:11.000]  你的驕傲就出來了
[00:20:11.000 --> 00:20:16.000]  有多少時候你見到一個人
[00:20:16.000 --> 00:20:18.000]  表面上大家好像很和好的時候
[00:20:18.000 --> 00:20:21.000]  你的嫉妒就出來了
[00:20:21.000 --> 00:20:23.000]  當你做了一件好事的時候
[00:20:23.000 --> 00:20:27.000]  你那個自私的motivation
[00:20:27.000 --> 00:20:30.000]  那個動機仍然在其中
[00:20:30.000 --> 00:20:33.000]  有多少人可能去做好事的時候
[00:20:33.000 --> 00:20:37.000]  他那個自私的動機可能都是想
[00:20:37.000 --> 00:20:40.000]  背後人家見到他所做的事
[00:20:40.000 --> 00:20:42.000]  見到之後怎麼樣
[00:20:42.000 --> 00:20:44.000]  有些稱讚
[00:20:44.000 --> 00:20:46.000]  有人覺得你好
[00:20:46.000 --> 00:20:50.000]  覺得你都是一個好的人
[00:20:50.000 --> 00:20:52.000]  不是代表你所做的事是不好的
[00:20:52.000 --> 00:20:54.000]  都是好的
[00:20:54.000 --> 00:20:59.000]  但是那個骨子裡面
[00:20:59.000 --> 00:21:02.000]  罪的勢力仍然管控著你
