
[00:00:00.000 --> 00:00:02.000]  各位姐妹主內平安
[00:02:52.000 --> 00:02:54.000]  原來是提醒讀者
[00:02:54.000 --> 00:03:00.000]  我們的主耶穌基督再回來的日子快到了
[00:03:00.000 --> 00:03:01.000]  之前
[00:03:01.000 --> 00:03:03.000]  彼得前書的作者
[00:03:03.000 --> 00:03:07.000]  是多次提及相關的時間
[00:03:07.000 --> 00:03:09.000]  好像在一章四節提到
[00:03:09.000 --> 00:03:12.000]  到末世要顯然
[00:03:12.000 --> 00:03:14.000]  一章十三節
[00:03:14.000 --> 00:03:16.000]  耶穌基督顯然
[00:03:16.000 --> 00:03:18.000]  和二章十二節
[00:03:18.000 --> 00:03:20.000]  監察的日子等等
[00:03:20.000 --> 00:03:22.000]  都是提醒讀者
[00:03:22.000 --> 00:03:25.000]  主必再來
[00:03:25.000 --> 00:03:28.000]  主必快來
[00:03:28.000 --> 00:03:29.000]  不過
[00:03:29.000 --> 00:03:33.000]  不知道今天我們有沒有這個期盼
[00:03:33.000 --> 00:03:34.000]  大家需要知道
[00:03:34.000 --> 00:03:36.000]  我們基督教的歷史觀
[00:03:36.000 --> 00:03:39.000]  就不像我們中國傳統那種
[00:03:39.000 --> 00:03:40.000]  合九必分
[00:03:40.000 --> 00:03:42.000]  分九必合
[00:03:42.000 --> 00:03:44.000]  自斷興衰
[00:03:44.000 --> 00:03:46.000]  好像循環那樣
[00:03:46.000 --> 00:03:47.000]  我們是一個
[00:03:47.000 --> 00:03:49.000]  有開始
[00:03:49.000 --> 00:03:52.000]  有終結的觀念
[00:03:52.000 --> 00:03:53.000]  另外
[00:03:53.000 --> 00:03:56.000]  對於有關終末的研究
[00:03:56.000 --> 00:03:59.000]  原來是一個特別的神學用語
[00:03:59.000 --> 00:04:01.000]  就是終末論
[00:04:01.000 --> 00:04:04.000]  當中是包含了關於人的死
[00:04:04.000 --> 00:04:05.000]  復活
[00:04:05.000 --> 00:04:07.000]  審判
[00:04:07.000 --> 00:04:09.000]  死後的生命
[00:04:09.000 --> 00:04:11.000]  世界的終極
[00:04:11.000 --> 00:04:14.000]  天堂等等的問題
[00:04:14.000 --> 00:04:16.000]  有關終末的討論
[00:04:16.000 --> 00:04:19.000]  有一位神學家提醒我們
[00:04:19.000 --> 00:04:20.000]  他說
[00:04:20.000 --> 00:04:22.000]  當中不是爲了人自己
[00:04:22.000 --> 00:04:25.000]  而是爲了上帝的榮耀
[00:04:25.000 --> 00:04:28.000]  我們應該將重點
[00:04:28.000 --> 00:04:30.000]  放在神那裏
[00:04:30.000 --> 00:04:32.000]  但大家都留意到
[00:04:32.000 --> 00:04:34.000]  世界上其他人
[00:04:34.000 --> 00:04:36.000]  對於終末的興趣
[00:04:36.000 --> 00:04:38.000]  就好像我們看電影
[00:04:38.000 --> 00:04:40.000]  或者小說
[00:04:40.000 --> 00:04:42.000]  往往就是集中了
[00:04:42.000 --> 00:04:45.000]  講究竟世界末日的時候
[00:04:45.000 --> 00:04:47.000]  有什麼災難發生
[00:04:47.000 --> 00:04:50.000]  又或者究竟什麼時候
[00:04:50.000 --> 00:04:54.000]  或者什麼導致世界末日等等
[00:04:54.000 --> 00:04:57.000]  往往令人感到的
[00:04:57.000 --> 00:05:00.000]  就是惶恐和不安
[00:05:00.000 --> 00:05:03.000]  原來我們基督教的看法
[00:05:03.000 --> 00:05:05.000]  是會不同的
[00:05:05.000 --> 00:05:08.000]  基督教的終末論
[00:05:08.000 --> 00:05:12.000]  不是隻關心末日的情況
[00:05:12.000 --> 00:05:15.000]  而是很強調一個盼望
[00:05:15.000 --> 00:05:17.000]  這個盼望的基礎
[00:05:17.000 --> 00:05:21.000]  就是被釘在十字架的主耶穌基督
[00:05:21.000 --> 00:05:23.000]  已經復活了
[00:05:23.000 --> 00:05:25.000]  就好像我們唱詩歌
[00:05:25.000 --> 00:05:27.000]  我們的主是活着的
[00:05:27.000 --> 00:05:29.000]  我們的期盼
[00:05:29.000 --> 00:05:33.000]  是滅亡之後一個全新的開始
[00:05:33.000 --> 00:05:37.000]  新天新地纔是終末的盼望
[00:05:37.000 --> 00:05:41.000]  上帝要來將一切都更新
[00:05:41.000 --> 00:05:45.000]  人和世界都會被更新
[00:05:45.000 --> 00:05:48.000]  就好像聖經啓示錄
[00:05:48.000 --> 00:05:51.000]  請大家幫我讀出以上的經文
[00:05:51.000 --> 00:05:53.000]  預備,我聽見
[00:06:07.000 --> 00:06:10.000]  十字架會包圍一切的萬類
[00:06:10.000 --> 00:06:13.000]  不再有死亡,也不再有滅亡
[00:06:13.000 --> 00:06:15.000]  恐慌,恐懼
[00:06:15.000 --> 00:06:18.000]  因爲天前的事都過去
[00:06:18.000 --> 00:06:20.000]  大鬼坐在宮中上的書
[00:06:20.000 --> 00:06:24.000]  看哪,我把一切都更新了
[00:06:24.000 --> 00:06:30.000]  看哪,我把一切都更新了
[00:06:30.000 --> 00:06:34.000]  想起彼得前書當時的弟兄姊妹
[00:06:34.000 --> 00:06:36.000]  就好像剛纔提及
[00:06:36.000 --> 00:06:40.000]  他們處於一個很艱難的環境
[00:06:40.000 --> 00:06:42.000]  根據歷史的記載
[00:06:42.000 --> 00:06:46.000]  我不知道大家有沒有聽過這段史實
[00:06:46.000 --> 00:06:51.000]  當時統治的羅馬皇帝是尼祿
[00:06:51.000 --> 00:06:53.000]  尼祿有一件事發生
[00:06:53.000 --> 00:06:56.000]  就是羅馬城發生大火
[00:06:56.000 --> 00:06:59.000]  城市大面積被燒燬
[00:06:59.000 --> 00:07:04.000]  我們相信尼祿王派軍隊去做
[00:07:04.000 --> 00:07:09.000]  目的是要將那些房子清空
[00:07:09.000 --> 00:07:14.000]  以便他可以有空地去建華麗的皇宮
[00:07:14.000 --> 00:07:18.000]  但是他就將這個放火的罪名
[00:07:18.000 --> 00:07:21.000]  嫁禍給基督徒
[00:07:21.000 --> 00:07:27.000]  同時他曾經在他的後花園燃燒基督徒
[00:07:27.000 --> 00:07:29.000]  用作爲照明
[00:07:29.000 --> 00:07:34.000]  而有幾位仕途包括保羅和彼得
[00:07:34.000 --> 00:07:39.000]  都是在在位期間被處決殉道
[00:07:39.000 --> 00:07:43.000]  再加上在彼得前書的時代
[00:07:43.000 --> 00:07:46.000]  我們都是相信一位神的基督徒
[00:07:46.000 --> 00:07:48.000]  和當時的社會
[00:07:48.000 --> 00:07:51.000]  相信多神又拜偶像
[00:07:51.000 --> 00:07:54.000]  就顯得格格不入
[00:07:54.000 --> 00:07:56.000]  同時因爲信仰羣體
[00:07:56.000 --> 00:08:01.000]  我們會是男女混雜在一起祕密聚會
[00:08:01.000 --> 00:08:04.000]  結果又被那些人大做文章
[00:08:04.000 --> 00:08:07.000]  又說我們淫亂不堪
[00:08:07.000 --> 00:08:10.000]  彼得前書作者指出
[00:08:10.000 --> 00:08:12.000]  我們是寄居的
[00:08:12.000 --> 00:08:15.000]  我們是作客旅的
[00:08:15.000 --> 00:08:16.000]  簡單來說
[00:08:16.000 --> 00:08:18.000]  當時的基督徒
[00:08:18.000 --> 00:08:22.000]  每每就是成爲了社會的邊緣人
[00:08:22.000 --> 00:08:25.000]  是被人排斥敵視的
[00:08:25.000 --> 00:08:29.000]  儘管基督徒什麼壞事都沒有做過
[00:08:29.000 --> 00:08:31.000]  當時信仰羣體
[00:08:31.000 --> 00:08:34.000]  是多麼期盼主耶穌再來
[00:08:34.000 --> 00:08:37.000]  去更新一切呢
[00:08:37.000 --> 00:08:39.000]  親愛的兄弟姐妹
[00:08:39.000 --> 00:08:42.000]  今天我們身處香港這個社會
[00:08:42.000 --> 00:08:44.000]  作基督徒
[00:08:44.000 --> 00:08:47.000]  暫時我們都沒有感受到
[00:08:47.000 --> 00:08:51.000]  很大的政治或者社會的壓力
[00:08:51.000 --> 00:08:55.000]  我們仍然有高度的宗教
[00:08:55.000 --> 00:08:58.000]  和言論的自由
[00:08:58.000 --> 00:09:01.000]  不像國內的弟兄姐妹
[00:09:01.000 --> 00:09:03.000]  因爲做基督徒的緣故
[00:09:03.000 --> 00:09:08.000]  被逼監控或者壓迫
[00:09:08.000 --> 00:09:11.000]  甚至可能香港的基督徒
[00:09:11.000 --> 00:09:13.000]  我們會以表明信仰
[00:09:13.000 --> 00:09:16.000]  強調是上帝叫我們做什麼
[00:09:16.000 --> 00:09:20.000]  得到一些支持和認同
[00:09:20.000 --> 00:09:22.000]  那當然啦
[00:09:22.000 --> 00:09:25.000]  有時我們都會被人取笑
[00:09:25.000 --> 00:09:28.000]  說我們是耶L
[00:09:28.000 --> 00:09:31.000]  覺得我們的信仰肩離地
[00:09:31.000 --> 00:09:35.000]  或者說我們是關在四棟牆裏面的俱樂部
[00:09:35.000 --> 00:09:39.000]  又或者說我們不關心社會政治
[00:09:39.000 --> 00:09:42.000]  又不明白民間的疾苦
[00:09:42.000 --> 00:09:45.000]  再加上近年來
[00:09:45.000 --> 00:09:48.000]  年輕朋友越來越少回教會
[00:09:48.000 --> 00:09:52.000]  堂會人口老化的問題越趨嚴重
[00:09:52.000 --> 00:09:55.000]  這些情況都令大家
[00:09:55.000 --> 00:09:58.000]  心裏面十分之擔心
[00:09:58.000 --> 00:10:00.000]  加上經濟生活的變化
[00:10:00.000 --> 00:10:03.000]  同樣令到教會面對不少的衝擊
[00:10:03.000 --> 00:10:07.000]  最明顯就是繁忙的都市生活
[00:10:07.000 --> 00:10:09.000]  透不過去的工作量
[00:10:09.000 --> 00:10:12.000]  令到弟兄姐妹很疲倦
[00:10:12.000 --> 00:10:14.000]  昨晚晚上的時候
[00:10:14.000 --> 00:10:16.000]  我都見到一位侍奉的弟兄
[00:10:16.000 --> 00:10:18.000]  他很努力的侍奉
[00:10:18.000 --> 00:10:20.000]  但可能他真的太疲倦了
[00:10:20.000 --> 00:10:22.000]  又要返工又要進修
[00:10:22.000 --> 00:10:24.000]  變成了在休息時段
[00:10:24.000 --> 00:10:28.000]  他都伏在凳子上歇一歇
[00:10:28.000 --> 00:10:32.000]  今天弟兄姐妹能夠堅持參與崇拜
[00:10:32.000 --> 00:10:34.000]  返團繼小組
[00:10:34.000 --> 00:10:36.000]  甚至侍奉
[00:10:36.000 --> 00:10:39.000]  已經變得越來越艱難
[00:10:39.000 --> 00:10:41.000]  年代不同了
[00:10:41.000 --> 00:10:45.000]  卻並不代表我們香港的信仰羣體
[00:10:45.000 --> 00:10:50.000]  生活比前衰的時代來得容易
[00:10:50.000 --> 00:10:54.000]  不知道大家有沒有這個同感
[00:10:54.000 --> 00:10:56.000]  各位
[00:10:56.000 --> 00:10:58.000]  漫密的結局禁了
[00:10:58.000 --> 00:11:01.000]  能不能夠成爲今天
[00:11:01.000 --> 00:11:04.000]  我們在一個不安的環境之下
[00:11:04.000 --> 00:11:08.000]  得到安慰和盼望呢
[00:11:08.000 --> 00:11:10.000]  我相信問題就在於
[00:11:10.000 --> 00:11:12.000]  我們對於終末
[00:11:12.000 --> 00:11:14.000]  有沒有一個比較好的理解
[00:11:14.000 --> 00:11:16.000]  因爲很多時候
[00:11:16.000 --> 00:11:19.000]  我們會將終末時間化
[00:11:19.000 --> 00:11:22.000]  用這個線性的時間觀
[00:11:22.000 --> 00:11:24.000]  意味着
[00:11:24.000 --> 00:11:26.000]  那個時間
[00:11:26.000 --> 00:11:28.000]  就是在未來某一點
[00:11:28.000 --> 00:11:30.000]  突然之間出現的
[00:11:30.000 --> 00:11:32.000]  但問題就是
[00:11:32.000 --> 00:11:36.000]  主耶穌已經離開了我們二千多年
[00:11:36.000 --> 00:11:40.000]  現實世界很多的不義罪惡
[00:11:40.000 --> 00:11:43.000]  和終末遲遲都未出現
[00:11:43.000 --> 00:11:46.000]  難免令到信仰羣體
[00:11:46.000 --> 00:11:50.000]  產生一個盼望的危機
[00:11:50.000 --> 00:11:52.000]  甚至可能我們有部分人
[00:11:52.000 --> 00:11:54.000]  會忘記了主的應許
[00:11:54.000 --> 00:11:58.000]  就是祂必再來
[00:11:58.000 --> 00:12:01.000]  同時因爲終末是一段天國
[00:12:01.000 --> 00:12:05.000]  在世界慢慢顯現的狀態
[00:12:05.000 --> 00:12:10.000]  似乎信徒都不太需要參與世界
[00:12:10.000 --> 00:12:12.000]  要做的可能只是傳福音
[00:12:12.000 --> 00:12:14.000]  救人靈魂
[00:12:14.000 --> 00:12:17.000]  然後靜靜等候主
[00:12:17.000 --> 00:12:22.000]  回來更新一切
[00:12:22.000 --> 00:12:24.000]  另一個看法就是
[00:12:24.000 --> 00:12:27.000]  覺得終末是永恆化的
[00:12:27.000 --> 00:12:29.000]  意思是什麼呢
[00:12:29.000 --> 00:12:32.000]  就是覺得終末是屬於永恆的領域
[00:12:32.000 --> 00:12:35.000]  不屬於現實世界
[00:12:35.000 --> 00:12:38.000]  所以在今天世界上發生的事
[00:12:38.000 --> 00:12:41.000]  其實都不是那麼真實
[00:12:41.000 --> 00:12:44.000]  但是我們又很深刻體會到
[00:12:44.000 --> 00:12:49.000]  現實世界的問題和苦難
[00:12:49.000 --> 00:12:53.000]  用終末永恆化的角度來看
[00:12:53.000 --> 00:12:57.000]  就會將一切社會、經濟、文化、政治的改革
[00:12:57.000 --> 00:12:59.000]  都覺得沒有什麼意義
[00:12:59.000 --> 00:13:02.000]  因爲這個世界不是我們的家
[00:13:02.000 --> 00:13:05.000]  我們只需要深信上帝的審判
[00:13:05.000 --> 00:13:08.000]  個人生命就會改變
[00:13:08.000 --> 00:13:12.000]  對於以上這兩個對終末的看法
[00:13:12.000 --> 00:13:15.000]  有一位德國神學家莫特曼
[00:13:15.000 --> 00:13:16.000]  他就指出
[00:13:16.000 --> 00:13:20.000]  終末既非是時間性的將來
[00:13:20.000 --> 00:13:23.000]  也都不是非時間的永恆
[00:13:23.000 --> 00:13:24.000]  他指出
[00:13:24.000 --> 00:13:27.000]  終末就是上帝的來臨
[00:13:27.000 --> 00:13:30.000]  上帝來到表示祂的信實
[00:13:30.000 --> 00:13:34.000]  是實現對世界更新的應許
[00:13:34.000 --> 00:13:37.000]  永恆地終止死亡
[00:13:37.000 --> 00:13:39.000]  上帝將要來
[00:13:39.000 --> 00:13:41.000]  因爲來臨的主
[00:13:41.000 --> 00:13:43.000]  其實在這個歷史上
[00:13:43.000 --> 00:13:47.000]  是不斷開啓了祂的可能性
[00:13:47.000 --> 00:13:49.000]  而作爲信仰的羣體
[00:13:49.000 --> 00:13:52.000]  我們是可以參與歷史的
[00:13:52.000 --> 00:13:55.000]  我們是可以與神同躬
[00:13:55.000 --> 00:13:58.000]  更加以來臨中的上主
[00:13:58.000 --> 00:14:02.000]  爲我們終末探望的對象
[00:14:02.000 --> 00:14:03.000]  可能大家會覺得
[00:14:03.000 --> 00:14:06.000]  很抽象,不太明白
[00:14:06.000 --> 00:14:08.000]  我嘗試舉一個例子
[00:14:08.000 --> 00:14:10.000]  大家回想一下
[00:14:10.000 --> 00:14:14.000]  昔日日本軍國主義侵略我們中國
[00:14:14.000 --> 00:14:16.000]  八年抗戰
[00:14:16.000 --> 00:14:17.000]  在這八年裏面
[00:14:17.000 --> 00:14:19.000]  假使我們身處其中
[00:14:19.000 --> 00:14:21.000]  我們是游擊隊
[00:14:21.000 --> 00:14:22.000]  我們發覺我們很艱難
[00:14:22.000 --> 00:14:23.000]  因爲次次打傷
[00:14:23.000 --> 00:14:27.000]  都被日本的強大軍力圍剿我們
[00:14:27.000 --> 00:14:31.000]  但假如你知道八年之後
[00:14:31.000 --> 00:14:33.000]  我們一定會勝利
[00:14:33.000 --> 00:14:35.000]  日本一定會失敗的時候
[00:14:35.000 --> 00:14:38.000]  有什麼變化呢
[00:14:38.000 --> 00:14:40.000]  就是今天我們的苦
[00:14:40.000 --> 00:14:42.000]  或者我們的挫敗
[00:14:42.000 --> 00:14:44.000]  就顯得微不足道
[00:14:44.000 --> 00:14:46.000]  甚至因爲我們有這個信念
[00:14:46.000 --> 00:14:48.000]  堅信八年之後勝利
[00:14:48.000 --> 00:14:50.000]  今天我們有一種勇氣
[00:14:50.000 --> 00:14:53.000]  支取到將來的力量
[00:14:53.000 --> 00:14:57.000]  好去面對我們今天的困境
[00:14:57.000 --> 00:15:01.000]  所以我們是不會撤離世界
[00:15:01.000 --> 00:15:04.000]  我們不會走向否定歷史的方向
[00:15:04.000 --> 00:15:08.000]  反而我們是要努力去實踐信仰
[00:15:08.000 --> 00:15:10.000]  愛倫如己
[00:15:10.000 --> 00:15:16.000]  在地若天
[00:15:16.000 --> 00:15:18.000]  萬物的結局近了
[00:15:18.000 --> 00:15:21.000]  世界更新的日子快要到了
[00:15:21.000 --> 00:15:23.000]  主張要來臨
[00:15:23.000 --> 00:15:25.000]  這一句如果大家留意
[00:15:25.000 --> 00:15:28.000]  和彼得前書第四章
[00:15:28.000 --> 00:15:32.000]  之前審判的信息是相關的
[00:15:32.000 --> 00:15:36.000]  之前講到所有活人和死人
[00:15:36.000 --> 00:15:40.000]  都要在審判日子向神交障
[00:15:40.000 --> 00:15:42.000]  既然是這樣
[00:15:42.000 --> 00:15:46.000]  我們應該怎樣在世上生活呢
[00:15:46.000 --> 00:15:49.000]  首先就好像經文的提醒
[00:15:49.000 --> 00:15:52.000]  我們需要謹慎自守
[00:15:52.000 --> 00:15:55.000]  要謹慎土固
[00:15:55.000 --> 00:15:59.000]  原來當中謹慎自守和謹慎這兩個動詞
[00:15:59.000 --> 00:16:02.000]  是一個命令的語氣
[00:16:02.000 --> 00:16:05.000]  我再重複是命令的語氣
[00:16:05.000 --> 00:16:10.000]  同時中間有一個且作爲一個連接詞
[00:16:10.000 --> 00:16:14.000]  謹慎自守就是要清醒
[00:16:14.000 --> 00:16:16.000]  自我控制的意思
[00:16:16.000 --> 00:16:20.000]  而謹醒就是思想清晰的意思
[00:16:20.000 --> 00:16:22.000]  當中提醒我們
[00:16:22.000 --> 00:16:26.000]  要有謹慎自守和謹醒的態度
[00:16:26.000 --> 00:16:30.000]  以土固與上主建立關係
[00:16:30.000 --> 00:16:32.000]  親愛的弟兄姊妹
[00:16:32.000 --> 00:16:34.000]  其實主耶穌早已教導我們
[00:16:34.000 --> 00:16:36.000]  請大家幫我讀出兩段經文
[00:16:36.000 --> 00:16:39.000]  先讀《馬太福音》二十六章四十一節
[00:16:39.000 --> 00:16:40.000]  預備一二三
[00:16:40.000 --> 00:16:41.000]  總要
[00:16:41.000 --> 00:16:53.000]  主耶穌在廈西瑪利園提醒門徒
[00:16:53.000 --> 00:16:55.000]  要謹慎土固
[00:16:55.000 --> 00:16:59.000]  而另一段就在《馬太福音》一章三十五節
[00:16:59.000 --> 00:17:00.000]  請大家讀
[00:17:00.000 --> 00:17:02.000]  次日早晨
[00:17:02.000 --> 00:17:04.000]  點起兩極前頭
[00:17:04.000 --> 00:17:05.000]  耶穌未來
[00:17:05.000 --> 00:17:07.000]  祖羅也要幫他
[00:17:07.000 --> 00:17:09.000]  在那裏保護
[00:17:09.000 --> 00:17:11.000]  原來主耶穌基督
[00:17:11.000 --> 00:17:13.000]  爲我們設立了一個榜樣
[00:17:13.000 --> 00:17:15.000]  祂開始是公知先
[00:17:15.000 --> 00:17:18.000]  祂都先去到曠野
[00:17:18.000 --> 00:17:23.000]  和天父去溝通建立關係
[00:17:23.000 --> 00:17:25.000]  不過今天
[00:17:25.000 --> 00:17:30.000]  我們現代信徒的土固生活又是怎樣的呢?
[00:17:30.000 --> 00:17:33.000]  我們重不重視土固呢?
[00:17:33.000 --> 00:17:38.000]  或者我們每天都是密密麻麻的工作日程表
[00:17:38.000 --> 00:17:41.000]  有數不清的工作或者功課
[00:17:41.000 --> 00:17:45.000]  等學生或者我們做工的人去完成
[00:17:45.000 --> 00:17:47.000]  我們的生活
[00:17:47.000 --> 00:17:49.000]  可能好像一首舊歌
[00:17:49.000 --> 00:17:54.000]  就是休息、工作、休息、再工作
[00:17:54.000 --> 00:17:57.000]  又或者是休息、工作
[00:17:57.000 --> 00:18:02.000]  然後去度假、購物、消費
[00:18:02.000 --> 00:18:03.000]  有些朋友跟我說
[00:18:03.000 --> 00:18:07.000]  他們很需要去度假、去消費、去購物
[00:18:07.000 --> 00:18:10.000]  因爲平日的工作壓力實在太大了
[00:18:10.000 --> 00:18:12.000]  那我就問他
[00:18:12.000 --> 00:18:14.000]  爲什麼要這麼忙去工作?
[00:18:14.000 --> 00:18:15.000]  他就告訴我
[00:18:15.000 --> 00:18:17.000]  因爲要賺多點錢
[00:18:17.000 --> 00:18:19.000]  那我問他
[00:18:19.000 --> 00:18:21.000]  爲什麼要賺這麼多錢?
[00:18:21.000 --> 00:18:25.000]  他就說有錢去度假、購物、消費
[00:18:25.000 --> 00:18:26.000]  那我再問
[00:18:26.000 --> 00:18:29.000]  爲什麼要這樣度假、購物、消費呢?
[00:18:29.000 --> 00:18:30.000]  答案很明顯
[00:18:30.000 --> 00:18:33.000]  因爲工作壓力太大
[00:18:33.000 --> 00:18:36.000]  今天我們的土固生活是怎樣的呢?
[00:18:36.000 --> 00:18:38.000]  當中牽涉到問題
[00:18:38.000 --> 00:18:40.000]  其中我們怎樣去看土固呢?
[00:18:40.000 --> 00:18:43.000]  其實都很重要
[00:18:43.000 --> 00:18:46.000]  究竟土固是怎樣一回事呢?
[00:18:46.000 --> 00:18:50.000]  土固是否我們在自言自語、自說自話呢?
[00:18:50.000 --> 00:18:54.000]  還是我們和上主在溝通呢?
[00:18:54.000 --> 00:18:58.000]  我們是否相信祂在聽我們呢?
[00:18:58.000 --> 00:18:59.000]  另一方面
[00:18:59.000 --> 00:19:02.000]  當上主向我們說話的時候
[00:19:02.000 --> 00:19:06.000]  大家有沒有認真去聽呢?
[00:19:06.000 --> 00:19:09.000]  我們有沒有預留空間給祂呢?
[00:19:09.000 --> 00:19:14.000]  我們是否相信土固能夠改變些什麼呢?
[00:19:14.000 --> 00:19:16.000]  我們信主的人
[00:19:16.000 --> 00:19:20.000]  當然深信上主在聽我們的土固
[00:19:20.000 --> 00:19:25.000]  但是當我們遇到人生一些重大挑戰和困難的時候
[00:19:25.000 --> 00:19:27.000]  我們向主呼吸
[00:19:27.000 --> 00:19:32.000]  好像爲了患重病的親友之體祈求醫治
[00:19:32.000 --> 00:19:37.000]  但最終事情卻未必如我們所期望的發展
[00:19:37.000 --> 00:19:42.000]  我們就可能好像電影《沉默》裏面的男主角
[00:19:42.000 --> 00:19:47.000]  當見到一個又一個日本的信徒犧牲的時候
[00:19:47.000 --> 00:19:49.000]  而上主仍然沉默
[00:19:49.000 --> 00:19:52.000]  就不禁懷疑自己的祈禱
[00:19:52.000 --> 00:19:57.000]  是否對着虛空說話
[00:19:57.000 --> 00:19:59.000]  但是聖經提醒我們
[00:19:59.000 --> 00:20:03.000]  上主是主動和人建立關係的神
[00:20:03.000 --> 00:20:06.000]  在列王紀上十九章
[00:20:06.000 --> 00:20:10.000]  上主向以利亞顯示一些超自然的現象
[00:20:10.000 --> 00:20:16.000]  包括烈風、崩山碎石的地震和火焰的時候
[00:20:16.000 --> 00:20:17.000]  通常人們都認爲
[00:20:17.000 --> 00:20:21.000]  神會不會在這些不尋常的情況當中出現呢?
[00:20:21.000 --> 00:20:23.000]  但是神是沒有的
[00:20:23.000 --> 00:20:24.000]  反之
[00:20:24.000 --> 00:20:30.000]  上主是以微小的聲音向以利亞顯示
[00:20:30.000 --> 00:20:31.000]  今天
[00:20:31.000 --> 00:20:33.000]  我們有沒有空間
[00:20:33.000 --> 00:20:35.000]  我們有沒有時間
[00:20:35.000 --> 00:20:39.000]  讓上主和我們去說話呢?
[00:20:39.000 --> 00:20:41.000]  特別是當我們即使有禱告
[00:20:41.000 --> 00:20:43.000]  我們都是這麼匆忙
[00:20:43.000 --> 00:20:46.000]  這麼趕急的快禱
[00:20:46.000 --> 00:20:47.000]  另外
[00:20:47.000 --> 00:20:53.000]  究竟我們期望祈禱能夠達成什麼果效呢?
[00:20:53.000 --> 00:20:56.000]  是否心想事成呢?
[00:20:56.000 --> 00:20:58.000]  如果是的話
[00:20:58.000 --> 00:20:59.000]  那我們所信的
[00:20:59.000 --> 00:21:03.000]  是不是一個阿拉丁式的燈神呢?
