
[00:00:00.000 --> 00:00:02.580]  今天說的是「破障人生」
[00:04:11.600 --> 00:04:14.400]  出來一開始有這樣的記載
[00:04:14.400 --> 00:04:15.100]  我們一起讀好嗎
[00:04:15.100 --> 00:04:16.200]  一二三
[00:04:16.200 --> 00:04:17.700]  凱撒提比留
[00:04:17.700 --> 00:04:40.600]  凱撒提比留 凱撒提比留 凱撒提比留 凱撒提比留 凱撒提比留 凱撒提比留 凱撒提比留
[00:04:40.600 --> 00:04:41.700]  讀完了嗎
[00:04:41.700 --> 00:04:44.200]  昨天弄得這麼累
[00:04:44.200 --> 00:04:44.900]  就是啊
[00:04:44.900 --> 00:04:46.600]  是不是很難讀
[00:04:46.600 --> 00:04:48.400]  好了有原因的
[00:04:48.400 --> 00:04:49.500]  叫大家讀讀
[00:04:49.500 --> 00:04:50.400]  好了第一
[00:04:50.400 --> 00:04:52.800]  寫路加福音是誰寫的
[00:04:52.800 --> 00:04:55.600]  路加福音
[00:04:55.600 --> 00:04:56.900]  路加是什麼人
[00:04:56.900 --> 00:04:57.600]  紫山
[00:04:57.600 --> 00:05:00.000]  所以他的記載非常仔細
[00:05:00.000 --> 00:05:02.600]  他特別講到當時的歷史背景
[00:05:02.600 --> 00:05:03.800]  如果你查一下歷史
[00:05:03.800 --> 00:05:06.000]  原來這幾個人有這樣的
[00:05:06.000 --> 00:05:08.000]  例如凱撒提比留
[00:05:08.000 --> 00:05:09.500]  剛才說在位十五年
[00:05:09.500 --> 00:05:11.000]  在歷史的記載
[00:05:11.000 --> 00:05:12.000]  他是主侯
[00:05:12.000 --> 00:05:15.500]  中原侯是第十四到三十七年在位
[00:05:15.500 --> 00:05:16.400]  做了十五年
[00:05:16.400 --> 00:05:19.300]  十四加十五即是多少
[00:05:19.300 --> 00:05:22.000]  十四加十五
[00:05:22.000 --> 00:05:24.200]  真的想啊
[00:05:24.200 --> 00:05:26.000]  不陰你的
[00:05:26.000 --> 00:05:27.000]  你跟他隔壁說
[00:05:27.000 --> 00:05:28.800]  算對了
[00:05:28.800 --> 00:05:31.000]  是的當時耶穌出來
[00:05:31.000 --> 00:05:32.800]  就是主侯三十年
[00:05:32.800 --> 00:05:37.700]  當然後來有些年曆的調教
[00:05:37.700 --> 00:05:38.800]  好了
[00:05:38.800 --> 00:05:40.500]  是的當時知道
[00:05:40.500 --> 00:05:42.500]  本雕比拉多就重複
[00:05:42.500 --> 00:05:46.100]  知道當時耶穌最後上十加持
[00:05:46.100 --> 00:05:48.000]  就是這個本雕
[00:05:48.000 --> 00:05:49.700]  比拉多審去
[00:05:49.700 --> 00:05:51.800]  好了還有希律王作家
[00:05:51.800 --> 00:05:53.300]  利利分封王
[00:05:53.300 --> 00:05:54.700]  大家知不知道
[00:05:54.700 --> 00:05:56.200]  有沒有聽過希律王
[00:05:56.200 --> 00:05:57.400]  有
[00:05:57.400 --> 00:06:00.300]  知不知道有多少人叫他希律
[00:06:00.300 --> 00:06:02.100]  當時有多少個
[00:06:02.100 --> 00:06:03.000]  很多
[00:06:03.000 --> 00:06:04.300]  兩個
[00:06:04.300 --> 00:06:05.600]  三個
[00:06:05.600 --> 00:06:06.500]  四個
[00:06:06.500 --> 00:06:07.700]  很多個
[00:06:07.700 --> 00:06:08.500]  上個星期
[00:06:08.500 --> 00:06:10.500]  巴沙華講到大希律
[00:06:10.500 --> 00:06:13.600]  那個是這個希律的父親
[00:06:13.600 --> 00:06:14.600]  很殘忍
[00:06:14.600 --> 00:06:16.500]  很擅長的管治
[00:06:16.500 --> 00:06:19.400]  這個歷史學家曾經這樣講
[00:06:19.400 --> 00:06:23.700]  做大希律是希律王的豬
[00:06:23.700 --> 00:06:26.000]  好過做他的兒子
[00:06:26.000 --> 00:06:29.400]  你看看你隔壁的豬還是人
[00:06:29.400 --> 00:06:30.100]  你想不想知道
[00:06:30.100 --> 00:06:30.700]  為什麼
[00:06:30.700 --> 00:06:32.100]  因為他的兒子
[00:06:32.100 --> 00:06:32.900]  他經常懷孕
[00:06:32.900 --> 00:06:34.200]  兒子想奪位
[00:06:34.200 --> 00:06:36.300]  不斷殺死他的兒子
[00:06:36.300 --> 00:06:38.500]  上次巴沙華講
[00:06:38.500 --> 00:06:40.300]  他怕人奪位到
[00:06:40.300 --> 00:06:41.300]  當時出世
[00:06:41.300 --> 00:06:43.300]  兩歲以下的嬰孩都殺了
[00:06:43.300 --> 00:06:44.300]  這是歷史
[00:06:44.300 --> 00:06:45.300]  真的很厲害
[00:06:45.300 --> 00:06:46.700]  好了
[00:06:46.700 --> 00:06:48.600]  這個父親生了一個兒子
[00:06:48.600 --> 00:06:49.900]  而這個兒子死不去
[00:06:49.900 --> 00:06:51.900]  已經很厲害了
[00:06:51.900 --> 00:06:53.100]  他也不少東西
[00:06:53.100 --> 00:06:53.900]  一會兒會講
[00:06:53.900 --> 00:06:58.000]  他是將屍體約翰收監的
[00:06:58.000 --> 00:07:01.100]  這個歷史背景也是這樣發生
[00:07:01.100 --> 00:07:02.100]  在這個情況
[00:07:02.100 --> 00:07:03.900]  大家記得上次巴沙華講
[00:07:03.900 --> 00:07:04.800]  無論政權
[00:07:04.800 --> 00:07:05.900]  無論宗教領袖
[00:07:05.900 --> 00:07:08.200]  環境非常混亂
[00:07:08.200 --> 00:07:09.100]  在那個時候
[00:07:09.100 --> 00:07:10.600]  上帝就差遣耶穌
[00:07:10.600 --> 00:07:12.100]  之前屍體約翰出來
[00:07:12.100 --> 00:07:13.400]  我們一起讀
[00:07:13.400 --> 00:07:16.400]  接著讀第三章
[00:07:16.400 --> 00:07:17.900]  二節的尾
[00:07:17.900 --> 00:07:19.700]  這個像人畫
[00:07:19.700 --> 00:07:20.700]  不是那麼多名
[00:07:20.700 --> 00:07:21.200]  我們一起讀
[00:07:21.200 --> 00:07:21.800]  一二三
[00:07:21.800 --> 00:07:24.900]  那時撒加利亞的兒子約翰
[00:07:24.900 --> 00:07:26.700]  在抗野裡
[00:07:26.700 --> 00:07:30.300]  神的話輪到他
[00:07:30.300 --> 00:07:31.900]  所以今天有四個破障
[00:07:31.900 --> 00:07:33.500]  第一個破障
[00:07:33.500 --> 00:07:35.400]  一來到的時候
[00:07:35.400 --> 00:07:37.200]  不是叫他做些什麼
[00:07:37.200 --> 00:07:38.000]  宏偉的事情
[00:07:38.000 --> 00:07:39.900]  在環境很困難的時候
[00:07:39.900 --> 00:07:41.900]  他第一樣要做的是什麼呢
[00:07:41.900 --> 00:07:43.000]  不是環境
[00:07:43.000 --> 00:07:44.700]  先搞定你的心
[00:07:44.700 --> 00:07:45.300]  我們一起讀
[00:07:45.300 --> 00:07:46.700]  三章三節
[00:07:46.700 --> 00:07:47.800]  一二三
[00:07:47.800 --> 00:07:51.200]  他就來到約達河一大堤坊
[00:07:51.200 --> 00:07:53.400]  說我會為你世界
[00:07:53.400 --> 00:07:54.900]  試著一寫
[00:07:54.900 --> 00:07:56.200]  這個世界有一個秩序
[00:07:56.200 --> 00:07:57.600]  一個運行的價值觀
[00:07:57.600 --> 00:07:59.200]  我們首先要做
[00:07:59.200 --> 00:08:01.800]  要保守自己
[00:08:01.800 --> 00:08:03.800]  在主裡面不要被影響
[00:08:03.800 --> 00:08:05.700]  如果你要影響這個世界
[00:08:05.700 --> 00:08:08.100]  你自己不要活在這個世界價值觀
[00:08:08.100 --> 00:08:08.900]  明白嗎
[00:08:08.900 --> 00:08:09.700]  明白嗎
[00:08:09.700 --> 00:08:10.600]  所以呢
[00:08:10.600 --> 00:08:11.600]  很清楚
[00:08:11.600 --> 00:08:12.900]  就是我一開始說
[00:08:12.900 --> 00:08:16.900]  就宣講一個什麼
[00:08:16.900 --> 00:08:18.700]  直讀其實不欽你
[00:08:18.700 --> 00:08:20.000]  宣講一個什麼
[00:08:20.000 --> 00:08:23.900]  悔改的洗禮
[00:08:23.900 --> 00:08:24.800]  先搞定自己
[00:08:24.800 --> 00:08:27.300]  我們往往在這個世界價值觀
[00:08:27.300 --> 00:08:28.700]  運作一段日子
[00:08:28.700 --> 00:08:31.100]  我們都會很迷失
[00:08:31.100 --> 00:08:36.200]  他不是說宣講信主的信息
[00:08:36.200 --> 00:08:39.100]  因為信主的信息是不足夠
[00:08:39.100 --> 00:08:40.300]  一個信主的信息
[00:08:40.300 --> 00:08:42.200]  而不帶來生命的改變
[00:08:42.200 --> 00:08:44.500]  是救不了你的
[00:08:44.500 --> 00:08:46.700]  很多人搞錯了
[00:08:46.700 --> 00:08:49.100]  很多的宣講教錯了
[00:08:49.100 --> 00:08:50.100]  信主信主
[00:08:50.100 --> 00:08:50.900]  什麼叫信主
[00:08:50.900 --> 00:08:52.700]  信主是信他有沒有
[00:08:52.700 --> 00:08:53.500]  是沒有用的
[00:08:53.500 --> 00:08:57.100]  是信帶來悔改
[00:08:57.100 --> 00:08:59.000]  當然我會說到受洗的原因
[00:08:59.000 --> 00:09:00.500]  罪得赦
[00:09:00.500 --> 00:09:02.100]  我們回來
[00:09:02.100 --> 00:09:03.500]  獅洗約翰很有趣
[00:09:03.500 --> 00:09:04.300]  很特別
[00:09:04.300 --> 00:09:07.700]  在馬來西亞講到約翰的名字是
[00:09:07.700 --> 00:09:09.500]  獅洗約翰
[00:09:09.500 --> 00:09:12.100]  因為聖經都有不同約翰
[00:09:12.100 --> 00:09:13.900]  有司徒約翰
[00:09:13.900 --> 00:09:16.800]  你現在聽到的也叫約翰
[00:09:16.800 --> 00:09:18.500]  你在街上走一走
[00:09:18.500 --> 00:09:20.600]  你用十塊石頭扔在前面
[00:09:20.600 --> 00:09:22.500]  可能中了兩個約翰
[00:09:22.500 --> 00:09:23.300]  很多約翰
[00:09:23.300 --> 00:09:25.400]  這個是獅洗約翰
[00:09:25.400 --> 00:09:27.300]  不是司徒約翰
[00:09:27.300 --> 00:09:28.900]  在曠野傳道
[00:09:28.900 --> 00:09:29.800]  他說什麼呢
[00:09:29.800 --> 00:09:31.700]  回到老家福音三章四道六節
[00:09:31.700 --> 00:09:32.300]  我們一起唸
[00:09:32.300 --> 00:09:33.200]  一二三
[00:09:33.200 --> 00:09:36.800]  正如先知以利亞書上所記的說
[00:09:36.800 --> 00:09:37.500]  說
[00:09:37.500 --> 00:09:40.300]  在曠野有人聲喊著說
[00:09:40.300 --> 00:09:41.800]  與你處的路
[00:09:41.800 --> 00:09:43.300]  修織下的路
[00:09:43.300 --> 00:09:45.700]  一世三代都見面
[00:09:45.700 --> 00:09:48.600]  大小山崗都要削平
[00:09:48.600 --> 00:09:50.600]  往往獨屬的地方
[00:09:50.600 --> 00:09:52.100]  要改為清晰
[00:09:52.100 --> 00:09:53.500]  高高低低的路
[00:09:53.500 --> 00:09:55.400]  永遠改為平衡
[00:09:55.400 --> 00:09:56.900]  凡有血記憶
[00:09:56.900 --> 00:09:58.900]  都要現實的糾纏
[00:09:58.900 --> 00:10:00.000]  凡有血氣的
[00:10:00.000 --> 00:10:00.800]  行不行
[00:10:00.800 --> 00:10:01.800]  有呼吸的
[00:10:01.800 --> 00:10:05.000]  你摸摸你旁邊那個呼吸
[00:10:05.000 --> 00:10:05.600]  你很乖
[00:10:05.600 --> 00:10:06.500]  立刻
[00:10:06.500 --> 00:10:08.700]  這樣
[00:10:08.700 --> 00:10:09.700]  他說一件事
[00:10:09.700 --> 00:10:13.100]  搞到自己一開始的段落
[00:10:13.100 --> 00:10:14.800]  我們要遇見上帝
[00:10:14.800 --> 00:10:17.200]  撥亂反正是從自己開始
[00:10:17.200 --> 00:10:19.100]  這個山蛙要填滿
[00:10:19.100 --> 00:10:21.400]  大小山崗要削平
[00:10:21.400 --> 00:10:23.200]  在那個時刻我們知道
[00:10:23.200 --> 00:10:26.000]  我們如果回到三章三至四六節
[00:10:26.000 --> 00:10:32.600]  我們才會見到自己問題的出處
[00:10:32.600 --> 00:10:36.100]  出路並不在環境中
[00:10:36.100 --> 00:10:40.600]  出路在內心和上主中
[00:10:40.600 --> 00:10:42.300]  我們要弄清楚
[00:10:42.300 --> 00:10:43.600]  第一樣我們要學破障
[00:10:43.600 --> 00:10:44.200]  尋找出路
[00:10:44.200 --> 00:10:46.200]  不是向外面
[00:10:46.200 --> 00:10:48.500]  是向上主
[00:10:48.500 --> 00:10:49.600]  向內心
[00:10:49.600 --> 00:10:51.400]  向外面我們見到
[00:10:51.400 --> 00:10:52.600]  要處理的問題
[00:10:52.600 --> 00:10:53.900]  但給不到出路
[00:10:53.900 --> 00:10:54.600]  我再說
[00:10:54.600 --> 00:10:57.100]  向外面我們見到要處理很多問題
[00:10:57.100 --> 00:10:58.000]  但給不到出路
[00:10:58.000 --> 00:10:58.800]  我們都知道
[00:10:58.800 --> 00:11:00.300]  這個世界很混亂
[00:11:00.300 --> 00:11:01.000]  你出來一看
[00:11:01.000 --> 00:11:02.800]  你都不知道明天會發生什麼事
[00:11:02.800 --> 00:11:04.700]  可能講到第三次世界大戰
[00:11:04.700 --> 00:11:05.500]  核彈都爆了
[00:11:05.500 --> 00:11:07.300]  你都不知道
[00:11:07.300 --> 00:11:08.700]  我們謹記知道
[00:11:08.700 --> 00:11:11.000]  我們在走什麼路
[00:11:11.000 --> 00:11:12.800]  有一個叫Brownie Ware
[00:11:12.800 --> 00:11:14.000]  他做了一個研究
[00:11:14.000 --> 00:11:18.800]  他專照顧臨終的病人
[00:11:18.800 --> 00:11:19.900]  他照顧多年時候
[00:11:19.900 --> 00:11:22.600]  發現他們臨終的病人
[00:11:22.600 --> 00:11:24.100]  都有五個遺憾
[00:11:24.100 --> 00:11:26.300]  是不是很相似
[00:11:26.300 --> 00:11:30.400]  最Top 5 Regrets
[00:11:30.400 --> 00:11:32.700]  最高五個遺憾是什麼
[00:11:32.700 --> 00:11:34.100]  我們看看
[00:11:34.100 --> 00:11:36.100]  他說希望自己有勇氣
[00:11:36.100 --> 00:11:38.900]  活出真正屬於自己的人生
[00:11:38.900 --> 00:11:40.400]  不是別人對我期望
[00:11:40.400 --> 00:11:41.500]  原來我們很多人
[00:11:41.500 --> 00:11:44.000]  這個世界哲學是活在別人的期望
[00:11:44.000 --> 00:11:45.700]  別人的名聲
[00:11:45.700 --> 00:11:47.400]  別人的讚賞
[00:11:47.400 --> 00:11:53.400]  最後他後悔都太遲
[00:11:53.400 --> 00:11:54.500]  真的
[00:11:54.500 --> 00:11:55.600]  如果在正經的角度
[00:11:55.600 --> 00:11:57.000]  我們不知道神
[00:11:57.000 --> 00:11:58.900]  如何創造我們一個什麼身份
[00:11:58.900 --> 00:11:59.600]  所以我們會混亂
[00:11:59.600 --> 00:12:01.300]  第二 拼命工作
[00:12:01.300 --> 00:12:05.000]  原來我們很多時候賣給工作
[00:12:05.000 --> 00:12:06.900]  原來工作有很多很重要的東西
[00:12:06.900 --> 00:12:10.100]  關係 社群 服事
[00:12:10.100 --> 00:12:11.200]  很多東西很重要
[00:12:11.200 --> 00:12:13.900]  但是放下了
[00:12:13.900 --> 00:12:16.000]  因為為什麼人恐懼
[00:12:16.000 --> 00:12:16.900]  沒有安全感
[00:12:16.900 --> 00:12:18.100]  要抓住很多東西
[00:12:18.100 --> 00:12:20.300]  第三 希望自己有勇氣
[00:12:20.300 --> 00:12:21.500]  表達自己的感受
[00:12:21.500 --> 00:12:24.000]  很想Please others
[00:12:24.000 --> 00:12:26.700]  連自己很想表達也不敢
[00:12:26.700 --> 00:12:28.500]  第四很困難
[00:12:28.500 --> 00:12:30.100]  希望自己保持朋友關係
[00:12:30.100 --> 00:12:32.300]  原來很多人因為他的情緒
[00:12:32.300 --> 00:12:34.500]  因為自己的想法
[00:12:34.500 --> 00:12:36.400]  破裂了關係
[00:12:36.400 --> 00:12:38.600]  對別人沒有尊重
[00:12:38.600 --> 00:12:42.800]  到了最後後悔都太遲
[00:12:42.800 --> 00:12:45.400]  第五 希望自己活得更快樂
[00:12:45.400 --> 00:12:46.400]  允許自己
[00:12:46.400 --> 00:12:49.100]  因為追錯的東西沒有平安
[00:12:49.100 --> 00:12:50.400]  這件事我們告訴你
[00:12:50.400 --> 00:12:52.200]  我們其實
[00:12:52.200 --> 00:12:53.500]  我們的人生裡面都知道
[00:12:53.500 --> 00:12:55.000]  如果我們這樣走下去
[00:12:55.000 --> 00:12:55.500]  到最後一天
[00:12:55.500 --> 00:12:58.700]  我們有事會後悔的
[00:12:58.700 --> 00:13:00.400]  所以我鼓勵大家
[00:13:00.400 --> 00:13:02.900]  今天就改變了
[00:13:02.900 --> 00:13:03.800]  即是一樣說
[00:13:03.800 --> 00:13:05.900]  今天你就要悔改
[00:13:05.900 --> 00:13:07.000]  今天你就要知道
[00:13:07.000 --> 00:13:09.300]  有些世界圍繞你的東西
[00:13:09.300 --> 00:13:12.900]  你走下去都是得長胸
[00:13:12.900 --> 00:13:14.200]  明白嗎
[00:13:14.200 --> 00:13:16.000]  你明白嗎
[00:13:16.000 --> 00:13:18.300]  所以明知這樣
[00:13:18.300 --> 00:13:20.800]  都追錯人生的目標
[00:13:20.800 --> 00:13:22.800]  人大有人在
[00:13:22.800 --> 00:13:23.900]  問題就是
[00:13:23.900 --> 00:13:25.900]  如果這樣下去
[00:13:25.900 --> 00:13:27.600]  我們追緊的東西
[00:13:27.600 --> 00:13:28.300]  私慾也好
[00:13:28.300 --> 00:13:28.900]  安全也好
[00:13:28.900 --> 00:13:29.800]  控制人也好
[00:13:29.800 --> 00:13:31.000]  感覺罪人也好
[00:13:31.000 --> 00:13:32.500]  自私也好
[00:13:32.500 --> 00:13:34.300]  我們會迷失自己
[00:13:34.300 --> 00:13:36.100]  核心就是我們
[00:13:36.100 --> 00:13:37.300]  不以神為神
[00:13:37.300 --> 00:13:39.800]  不以神的計劃為計劃
[00:13:39.800 --> 00:13:40.800]  大家都知道
[00:13:40.800 --> 00:13:42.100]  很多人都知道
[00:13:42.100 --> 00:13:43.700]  四月我兒子畢業了
[00:13:43.700 --> 00:13:45.000]  五月我女兒畢業了
[00:13:45.000 --> 00:13:46.200]  真的很開心
[00:13:46.200 --> 00:13:48.300]  脫身了
[00:13:48.300 --> 00:13:48.800]  快到了
[00:13:48.800 --> 00:13:49.800]  青年來笑一下
[00:13:49.800 --> 00:13:50.900]  很多我們家長
[00:13:50.900 --> 00:13:52.700]  阿姐就有了
[00:13:52.700 --> 00:13:53.500]  開始脫身了
[00:13:53.500 --> 00:13:54.800]  都很開心的
[00:13:54.800 --> 00:13:58.900]  上個月就去看我女兒畢業禮
[00:13:58.900 --> 00:14:02.700]  其中有個分享嘉賓
[00:14:02.700 --> 00:14:04.500]  說一件事
[00:14:04.500 --> 00:14:05.800]  都幾有趣
[00:14:05.800 --> 00:14:07.100]  他說這間大學
[00:14:07.100 --> 00:14:12.200]  開始原創時有個異象模特
[00:14:12.200 --> 00:14:13.200]  很多其實
[00:14:13.200 --> 00:14:13.900]  我不知道你知不知道
[00:14:13.900 --> 00:14:16.400]  全世界頭二十名的大學
[00:14:16.400 --> 00:14:18.600]  都是基督教立校的
[00:14:18.600 --> 00:14:20.400]  不過現在越走越遠了
[00:14:20.400 --> 00:14:21.500]  哈佛也是
[00:14:21.500 --> 00:14:22.900]  哈佛的校徽
[00:14:22.900 --> 00:14:24.300]  Viritas
[00:14:24.300 --> 00:14:26.000]  即是拉丁文
[00:14:26.000 --> 00:14:28.400]  是真理的意思
[00:14:28.400 --> 00:14:29.700]  我女兒的學校
[00:14:29.700 --> 00:14:30.700]  寫著什麼呢
[00:14:30.700 --> 00:14:32.300]  即是模特是什麼呢
[00:14:32.300 --> 00:14:34.100]  是Fiat Lose
[00:14:34.100 --> 00:14:35.900]  大家說Fiat Lose是拉丁文
[00:14:35.900 --> 00:14:37.400]  是代表Let there be light
