
[00:00:00.000 --> 00:00:02.880]  各位親愛的弟兄姊妹 祝您平安
[00:02:03.540 --> 00:02:06.520]  就是能救你們的靈魂的道
[00:02:06.520 --> 00:02:08.760]  只是你們要行道
[00:02:08.760 --> 00:02:12.360]  不要單單聽道自己欺哄自己
[00:02:12.360 --> 00:02:14.600]  因為聽道而不行道的
[00:02:14.600 --> 00:02:18.800]  就像人對著鏡子看自己的本來面目
[00:02:18.800 --> 00:02:22.400]  看見 走後 隨即忘了他的面貌
[00:02:22.400 --> 00:02:23.680]  像嗎如何
[00:02:23.680 --> 00:02:28.720]  唯有詳細查看那全被使人自由之律法的
[00:02:28.720 --> 00:02:30.600]  並且常常如此
[00:02:30.600 --> 00:02:33.000]  這人既不是聽了就忘
[00:02:33.000 --> 00:02:35.400]  乃是實在行出來
[00:02:35.400 --> 00:02:38.960]  就在他所行的事上必然得福
[00:02:38.960 --> 00:02:41.600]  若有人自以為虔誠
[00:02:41.600 --> 00:02:43.880]  卻不勒住他的舌頭
[00:02:43.880 --> 00:02:46.040]  反欺哄自己的心
[00:02:46.040 --> 00:02:48.320]  這人的虔誠是虛的
[00:02:48.320 --> 00:02:50.560]  在神我們的父面前
[00:02:50.560 --> 00:02:53.640]  那清潔沒有玷污的虔誠
[00:02:53.640 --> 00:02:57.320]  就是看顧在患難中的孤兒寡婦
[00:02:57.320 --> 00:03:00.840]  並且保守自己不沾染世俗
[00:03:00.840 --> 00:03:03.560]  好 命通來禱告
[00:03:03.560 --> 00:03:07.120]  父神我們在一起聆聽你的話
[00:03:07.120 --> 00:03:09.280]  我們以前是覺得理所當然
[00:03:09.280 --> 00:03:11.080]  但是在現今的時代
[00:03:11.080 --> 00:03:12.960]  我們覺得這何其寶貴
[00:03:12.960 --> 00:03:14.880]  完全是你的恩典
[00:03:14.880 --> 00:03:16.560]  求主你大大的賜福我們
[00:03:16.560 --> 00:03:18.920]  在你面前慢慢地聽
[00:03:18.920 --> 00:03:21.000]  以至於我們能夠心中明白
[00:03:21.000 --> 00:03:22.960]  回家就可以行出來
[00:03:22.960 --> 00:03:24.680]  求主保守我們每一個位
[00:03:24.680 --> 00:03:25.760]  在你的裡邊
[00:03:25.760 --> 00:03:28.520]  謝謝主禱告奉耶穌基督的聖名
[00:03:28.520 --> 00:03:30.280]  Amen
[00:03:30.280 --> 00:03:35.200]  好 這第一章的19節到27節
[00:03:35.200 --> 00:03:37.880]  其實是作為雅各書的第二個序言
[00:03:37.880 --> 00:03:40.000]  前面1到18節我們已經講過
[00:03:40.000 --> 00:03:41.680]  它前面那個序言了
[00:03:41.680 --> 00:03:43.680]  這是第二個序言
[00:03:43.680 --> 00:03:46.680]  它主旨就是要我們大家明白
[00:03:46.680 --> 00:03:49.240]  在逆境當中
[00:03:49.240 --> 00:03:52.600]  我們怎麼樣具體地去愛上帝
[00:03:52.600 --> 00:03:54.280]  前面提到說你在逆境當中
[00:03:54.280 --> 00:03:57.880]  也要盡心盡意盡性愛主你的神
[00:03:57.880 --> 00:04:00.880]  你如何地看這個逆境帶給你的意義
[00:04:00.880 --> 00:04:03.000]  那從第二個序言開始
[00:04:03.000 --> 00:04:05.960]  就是我們在逆境當中仍然要愛神
[00:04:05.960 --> 00:04:08.280]  但怎麼愛法呢
[00:04:08.280 --> 00:04:10.680]  那這就是雅各在這裡告訴我們
[00:04:10.680 --> 00:04:13.560]  要敬錢篤日
[00:04:13.560 --> 00:04:15.200]  19節一開始
[00:04:15.200 --> 00:04:17.520]  雅各就提醒弟兄姊妹說
[00:04:17.520 --> 00:04:20.320]  個人要快快地聽 慢慢地說
[00:04:20.320 --> 00:04:22.560]  慢慢地動怒
[00:04:22.560 --> 00:04:24.760]  另外有一個義本的義作是
[00:04:24.760 --> 00:04:27.000]  個人要敏銳地聽
[00:04:27.000 --> 00:04:31.920]  不輕易說話 不輕易動怒
[00:04:31.920 --> 00:04:34.000]  如果我們翻得更雅一點
[00:04:34.000 --> 00:04:40.880]  我翻譯作個人要敏於聽 慎於言 緩於怒
[00:04:40.880 --> 00:04:43.120]  這三項就是這個序言
[00:04:43.120 --> 00:04:45.960]  第二個序言的三個主題了
[00:04:45.960 --> 00:04:49.040]  也就是分別在後面的證文
[00:04:49.040 --> 00:04:51.280]  信書信的證文當中
[00:04:51.280 --> 00:04:53.120]  它依次排開
[00:04:53.120 --> 00:04:56.000]  不過它順序稍微有了一個變化
[00:04:56.000 --> 00:05:00.240]  不是從聽到言到怒
[00:05:00.240 --> 00:05:01.360]  這個三個次序
[00:05:01.360 --> 00:05:05.960]  而是說先從怒到第一個聽
[00:05:05.960 --> 00:05:08.760]  到第二個再是言
[00:05:08.760 --> 00:05:11.520]  它順序稍微換了一下
[00:05:11.520 --> 00:05:13.160]  其實你看得出來這三項
[00:05:13.160 --> 00:05:15.280]  都關乎我們外在的表現
[00:05:15.280 --> 00:05:18.800]  雅各說第26到第27節
[00:05:18.800 --> 00:05:23.480]  它用了一個概念來涵蓋這三個表現
[00:05:23.480 --> 00:05:26.040]  就是聽說和怒
[00:05:26.040 --> 00:05:27.320]  這三個外在的表現
[00:05:27.320 --> 00:05:31.640]  就是一個詞是虔誠
[00:05:31.640 --> 00:05:34.880]  在葡萄文獻和當地的古碑文當中
[00:05:34.880 --> 00:05:37.840]  我們都可以常見這個希臘文詞
[00:05:37.840 --> 00:05:40.600]  它通常都是用來做名詞的
[00:05:40.600 --> 00:05:43.760]  指的是羅馬帝國那個時代
[00:05:43.760 --> 00:05:46.760]  一個人的信仰和他的外在表現
[00:05:46.760 --> 00:05:48.440]  也就是信和行
[00:05:48.440 --> 00:05:51.960]  它都用這一個詞來合起來表達
[00:05:51.960 --> 00:05:54.440]  像你在宗教儀式
[00:05:54.440 --> 00:05:58.280]  所表現出來的你信仰的本相
[00:05:58.280 --> 00:06:01.440]  比如說通過禮儀 獻祭 慶典
[00:06:01.440 --> 00:06:03.200]  還有音樂等等
[00:06:03.200 --> 00:06:05.080]  一系列的外在表現
[00:06:05.080 --> 00:06:08.920]  其實是你把對你崇拜的那一位
[00:06:08.920 --> 00:06:10.960]  內在的那種敬畏的態度
[00:06:10.960 --> 00:06:13.800]  來表達出來
[00:06:13.800 --> 00:06:17.160]  雖然虔誠的對象是指向神的
[00:06:17.160 --> 00:06:19.120]  但同時
[00:06:19.120 --> 00:06:23.120]  人在這個過程裡面是可以感知的
[00:06:23.120 --> 00:06:26.640]  也就是說你看得見 你也聽得見
[00:06:26.640 --> 00:06:30.400]  從中你可以獲得滿足感
[00:06:30.400 --> 00:06:32.600]  還有安全感
[00:06:32.600 --> 00:06:34.880]  它這個給你信仰提供了一個
[00:06:34.880 --> 00:06:38.360]  可見的 可聽的 可感的一個渠道
[00:06:38.360 --> 00:06:42.720]  讓你能夠體會到你信仰的真實
[00:06:42.720 --> 00:06:46.120]  所以下面我們就開始分開來看
[00:06:46.120 --> 00:06:48.160]  就是把這三個方面分開來看
[00:06:48.160 --> 00:06:51.880]  雅各說虔誠這三個外在的表現
[00:06:51.880 --> 00:06:53.440]  一個就是分別
[00:06:53.440 --> 00:06:55.760]  一個行善 一個是慎言
[00:06:55.760 --> 00:06:57.480]  我們先看分別
[00:06:57.480 --> 00:07:00.800]  是這段經文的20節到21節
[00:07:00.800 --> 00:07:02.760]  我們也會看第27節
[00:07:02.760 --> 00:07:05.600]  這三節的經文
[00:07:05.600 --> 00:07:08.200]  世界上所有的宗教團體
[00:07:08.200 --> 00:07:12.880]  都必定為它這個信徒規定一些
[00:07:12.880 --> 00:07:15.840]  讓它能分別出來的一些規定
[00:07:15.840 --> 00:07:19.240]  比如說佩戴一些特殊的標識
[00:07:19.240 --> 00:07:22.680]  宣告一些特別的信仰認同
[00:07:22.680 --> 00:07:25.320]  除了我們宗教有一個特別的
[00:07:25.320 --> 00:07:27.080]  敬拜的對象以外
[00:07:27.080 --> 00:07:30.040]  還有一個就是信奉統一的一個教義以外
[00:07:30.040 --> 00:07:34.880]  擁有自己的宗教的典籍以外
[00:07:34.880 --> 00:07:39.320]  我們還要遵守一些相應的宗教的規條
[00:07:39.320 --> 00:07:42.360]  就是教規
[00:07:42.360 --> 00:07:47.040]  還有我們看到其實往往這些裝束
[00:07:47.040 --> 00:07:50.320]  也有時候會和別的人不一樣
[00:07:50.320 --> 00:07:53.960]  來表達自己是屬於這個信仰的
[00:07:53.960 --> 00:07:56.680]  哪怕是有一些秘密宗教不便公開的
[00:07:56.680 --> 00:07:59.840]  它也會設定一些暗語
[00:07:59.840 --> 00:08:02.440]  設定一些特別秘密的符號
[00:08:02.440 --> 00:08:05.720]  來讓它能夠被同道識別出來
[00:08:05.720 --> 00:08:08.480]  這是當時的人很常做的
[00:08:08.480 --> 00:08:09.960]  其實在其他的文化裡面
[00:08:09.960 --> 00:08:15.000]  我們也常見這樣的現象
[00:08:15.000 --> 00:08:17.160]  我去以色列畢業旅行
[00:08:17.160 --> 00:08:19.760]  那就是早在2010年了
[00:08:19.760 --> 00:08:21.080]  給我一個特別有意思的是
[00:08:21.080 --> 00:08:23.280]  老師們提醒我們
[00:08:23.280 --> 00:08:26.120]  你所有進基督教的教堂
[00:08:26.120 --> 00:08:29.080]  你們戴的帽子都要摘下來
[00:08:29.080 --> 00:08:31.360]  你所有進猶太的會堂
[00:08:31.360 --> 00:08:34.920]  你們所有的人把帽子都要戴上去
[00:08:34.920 --> 00:08:38.320]  記住重要的話說三遍
[00:08:38.320 --> 00:08:39.600]  當時我就覺得
[00:08:39.600 --> 00:08:43.000]  真是來到了一個非常不同的
[00:08:43.000 --> 00:08:46.000]  各種信仰的中間
[00:08:46.000 --> 00:08:47.320]  那我就觀察
[00:08:47.320 --> 00:08:49.360]  走在以色列街上的很多猶太人
[00:08:49.360 --> 00:08:50.840]  他們是穿著黑衣服的
[00:08:50.840 --> 00:08:52.840]  頭戴黑色帽子的
[00:08:52.840 --> 00:08:54.840]  髮辮就是兩邊的鬢角
[00:08:54.840 --> 00:08:59.200]  捲捲捲的那個兩邊在這裡
[00:08:59.200 --> 00:09:00.960]  這挺有意思的裝束
[00:09:00.960 --> 00:09:01.800]  但是有一天
[00:09:01.800 --> 00:09:04.360]  那令我大跌眼鏡的是
[00:09:04.360 --> 00:09:06.000]  在街上遇到了一位先生
[00:09:06.000 --> 00:09:08.080]  他不僅僅是穿著
[00:09:08.080 --> 00:09:10.040]  剛才我說的那個裝束
[00:09:10.040 --> 00:09:11.080]  他特別的點
[00:09:11.080 --> 00:09:13.680]  就是他的帽子特別大
[00:09:13.680 --> 00:09:14.880]  誇張得很
[00:09:14.880 --> 00:09:16.480]  好像頂了一個很大的
[00:09:16.480 --> 00:09:20.560]  很大的一個鍋一樣
[00:09:20.560 --> 00:09:22.040]  我說這個我就問同學
[00:09:22.040 --> 00:09:23.160]  我說他為什麼頂一個
[00:09:23.160 --> 00:09:24.520]  那麼大號的生日蛋糕
[00:09:24.520 --> 00:09:26.320]  在街上走呢
[00:09:26.320 --> 00:09:27.640]  這什麼意思呢
[00:09:27.640 --> 00:09:29.000]  我的同學很機智
[00:09:29.000 --> 00:09:31.720]  也很幽默的回答我說
[00:09:31.720 --> 00:09:32.720]  他想表達的是
[00:09:32.720 --> 00:09:35.360]  我是好人
[00:09:35.360 --> 00:09:38.360]  我說他說的真是挺對的
[00:09:38.360 --> 00:09:40.240]  他是用誇大了一個帽子
[00:09:40.240 --> 00:09:43.560]  來表示他的敬虔
[00:09:43.560 --> 00:09:46.480]  突出他自己與眾不同
[00:09:46.480 --> 00:09:48.320]  不過這也讓我聯想到
[00:09:48.320 --> 00:09:50.200]  我小的時候也見過類似的
[00:09:50.200 --> 00:09:51.720]  就是掛那個像章
[00:09:51.720 --> 00:09:54.240]  毛主席像章有掛特大的
[00:09:54.240 --> 00:09:55.760]  特誇張的在那個胸口
[00:09:55.760 --> 00:09:59.680]  或者掛很多的這就表示
[00:09:59.680 --> 00:10:01.080]  他更愛毛主席
[00:10:01.080 --> 00:10:04.040]  更忠於毛主席
[00:10:04.040 --> 00:10:07.440]  那在這裡雅各所談的一種分別
[00:10:07.440 --> 00:10:08.880]  他不是在主張
[00:10:08.880 --> 00:10:11.320]  你在用一些外在的標識
[00:10:11.320 --> 00:10:12.760]  雖然這種是有效的
[00:10:12.760 --> 00:10:14.080]  但是他在這裡主張
[00:10:14.080 --> 00:10:16.280]  你看二十七節
[00:10:16.280 --> 00:10:18.360]  他的分別的標誌就是
[00:10:18.360 --> 00:10:23.200]  你要保守自己的不沾染世俗
[00:10:23.200 --> 00:10:25.040]  這是他的一個標識
[00:10:25.040 --> 00:10:27.240]  也就是說你要保守你自己
[00:10:27.240 --> 00:10:30.320]  不要受世俗的污染
[00:10:30.320 --> 00:10:32.680]  這節經文是常常令我們
[00:10:32.680 --> 00:10:36.520]  產生誤用的一處
[00:10:36.520 --> 00:10:40.600]  要明白它你必須首先要把握
[00:10:40.600 --> 00:10:43.560]  引發你污染的那個源頭
[00:10:43.560 --> 00:10:46.800]  那個世俗這個詞到底指什麼
[00:10:46.800 --> 00:10:48.960]  在新元聖經當中這個詞
[00:10:48.960 --> 00:10:51.360]  就是Cosmos
[00:10:51.360 --> 00:10:54.080]  以前看動畫片的人一定記得這個詞
[00:10:54.080 --> 00:10:56.200]  Cosmos聖鬥士星石裡面
[00:10:56.200 --> 00:10:58.960]  有個小宇宙就是Cosmos
[00:10:58.960 --> 00:11:00.160]  但希臘文裡面
[00:11:00.160 --> 00:11:04.360]  這個當年的新約的環境裡面的Cosmos
[00:11:04.360 --> 00:11:06.480]  很多一翻譯出來
[00:11:06.480 --> 00:11:08.920]  神造萬物神愛世人
[00:11:08.920 --> 00:11:13.240]  世人萬物神造了這個世界都是Cosmos
[00:11:13.240 --> 00:11:15.200]  但還有一種特別特殊的用法
[00:11:15.200 --> 00:11:17.840]  就是負面的意思
[00:11:17.840 --> 00:11:21.920]  就是他指的是一個與神對立的一個體系
[00:11:21.920 --> 00:11:24.360]  就是這個Cosmos
[00:11:24.360 --> 00:11:26.240]  它整個的價值體系
[00:11:26.240 --> 00:11:28.680]  它的存有是和神對立的
[00:11:28.680 --> 00:11:32.920]  那它這個就會污染信徒的心了
[00:11:32.920 --> 00:11:36.360]  不是神所造的萬物
[00:11:36.360 --> 00:11:37.480]  不是世人
[00:11:37.480 --> 00:11:41.800]  而是這種與神敵對的價值體系
[00:11:41.800 --> 00:11:44.600]  那就大家就會關心了我怎麼沾染它
[00:11:44.600 --> 00:11:49.080]  就現在像是不是在街上有機會去跳場舞
[00:11:49.080 --> 00:11:52.200]  就染上了就染上了
[00:11:52.200 --> 00:11:53.280]  是不是就沾染上了
[00:11:53.280 --> 00:11:56.200]  我不上街是不是就行了
[00:11:56.200 --> 00:12:00.920]  猶太人真是採取了一個完全隔絕不碰的方法
[00:12:00.920 --> 00:12:04.440]  就是萬一不小心碰上怎麼辦
[00:12:04.440 --> 00:12:08.120]  他有一個好辦法就是潔淨禮儀
[00:12:08.120 --> 00:12:12.800]  潔淨禮儀可以解除這些污染
[00:12:12.800 --> 00:12:13.600]  保險起見
[00:12:13.600 --> 00:12:15.160]  每次從外面出門
[00:12:15.160 --> 00:12:16.360]  甭管幹了點什麼
[00:12:16.360 --> 00:12:17.120]  買個菜
[00:12:17.120 --> 00:12:17.880]  送封信的
[00:12:17.880 --> 00:12:20.640]  回來都要沐浴更衣
[00:12:20.640 --> 00:12:24.840]  把自己的不潔留在外面
[00:12:24.840 --> 00:12:27.480]  早期的教會和中世紀的教會
[00:12:27.480 --> 00:12:30.600]  很多的修士也是採取這樣的措施
[00:12:30.600 --> 00:12:32.800]  就是遠避陳俗
[00:12:32.800 --> 00:12:36.440]  去出世苦修
[00:12:36.440 --> 00:12:39.320]  今天其實在內地我也聽過這樣的見證
[00:12:39.320 --> 00:12:42.360]  有的非常信仰保守的基督徒
[00:12:42.360 --> 00:12:43.520]  他進城
[00:12:43.520 --> 00:12:45.600]  他是家住的郊外或者農村
[00:12:45.600 --> 00:12:47.320]  他進城坐車
[00:12:47.320 --> 00:12:50.680]  他是不睜眼的
[00:12:50.680 --> 00:12:51.920]  眼不見心不煩
[00:12:51.920 --> 00:12:53.480]  看不見那些污穢東西
[00:12:53.480 --> 00:12:58.760]  自己就不受影響
[00:12:58.760 --> 00:13:00.520]  人們總是用自己的力量
[00:13:00.520 --> 00:13:03.880]  來力圖保持自己的潔淨
[00:13:03.880 --> 00:13:06.120]  潔身自好
[00:13:06.120 --> 00:13:10.160]  與這個世界就會保持一定的距離
[00:13:10.160 --> 00:13:12.760]  然後在這裡我們更需要思考的是
[00:13:12.760 --> 00:13:16.560]  這個世界其實不僅僅在聖經當中
[00:13:16.560 --> 00:13:17.760]  說這個Cosmos
[00:13:17.760 --> 00:13:22.760]  不僅僅是表示那個外在的物質世界
[00:13:22.760 --> 00:13:25.000]  更重要的它是指
[00:13:25.000 --> 00:13:28.960]  這個日光之下的人所建立的這個文化
[00:13:28.960 --> 00:13:30.200]  所謂日光之下
[00:13:30.200 --> 00:13:32.440]  在傳道書裡面指的就是
[00:13:32.440 --> 00:13:36.680]  離開神的那個部分
[00:13:36.680 --> 00:13:39.880]  他建立的文化所建構的這些思想體系
[00:13:39.880 --> 00:13:42.960]  所形成的一些價值觀念
[00:13:42.960 --> 00:13:46.440]  這是真正你要警惕的
[00:13:46.440 --> 00:13:50.480]  因為這些東西會在我們裡面內化
[00:13:50.480 --> 00:13:52.560]  你生活在這環境當中
[00:13:52.560 --> 00:13:55.320]  你慢慢的被他這些東西內化
[00:13:55.320 --> 00:13:59.160]  成為一個日用不自知的一些東西
[00:13:59.160 --> 00:14:01.400]  你每天都在使用
[00:14:01.400 --> 00:14:04.000]  或是你受這個價值觀的所影響
[00:14:04.000 --> 00:14:06.320]  但是你卻不覺得
[00:14:06.320 --> 00:14:09.200]  這就是文化差異裡面很容易判斷出來
[00:14:09.200 --> 00:14:12.960]  但是人在其中就是身在廬山中
[00:14:12.960 --> 00:14:15.520]  你是不感覺得到的
[00:14:15.520 --> 00:14:16.720]  它可以是一些觀念
[00:14:16.720 --> 00:14:19.960]  可以是一些價值
[00:14:19.960 --> 00:14:23.600]  它是透過我們生長的環境的來潛移默化的
[00:14:23.600 --> 00:14:29.160]  潤物細無聲的在我們心中的開始形塑我們
[00:14:29.160 --> 00:14:32.000]  成為主宰我們的那個力量
[00:14:32.000 --> 00:14:37.040]  這才是污染人的
[00:14:37.040 --> 00:14:38.960]  我記得非常清楚
[00:14:38.960 --> 00:14:42.160]  當我們在內地的教會討論
[00:14:42.160 --> 00:14:43.960]  幫助窮人
[00:14:43.960 --> 00:14:46.600]  幫助教會有需要的弟兄姊妹的時候
[00:14:46.600 --> 00:14:51.680]  你知道我們最容易出現的一個反駁的意見
[00:14:51.680 --> 00:14:55.200]  是什麼呢
[00:14:55.200 --> 00:14:58.200]  就是救貧不救急
[00:14:58.200 --> 00:14:59.320]  錯了
[00:14:59.320 --> 00:15:03.800]  反了就是救急不救貧
[00:15:03.800 --> 00:15:07.960]  這是我們內地文化當中形成的一個觀念
[00:15:07.960 --> 00:15:08.680]  就這人呢
[00:15:08.680 --> 00:15:09.600]  他要有急事
[00:15:09.600 --> 00:15:10.640]  你幫他
[00:15:10.640 --> 00:15:14.440]  他要窮的話你就幫不了了
[00:15:14.440 --> 00:15:15.560]  你幫不了一時
[00:15:15.560 --> 00:15:17.240]  幫不了一世
[00:15:17.240 --> 00:15:19.640]  這種觀念其實我們是根深蒂固的
[00:15:19.640 --> 00:15:25.040]  人往往很影響我們教會的慈善的服事
[00:15:25.040 --> 00:15:28.520]  社會的關懷
[00:15:28.520 --> 00:15:31.160]  那你說在聖經當中是不是有這樣的教導呢
[00:15:31.160 --> 00:15:32.440]  你仔細找一找
[00:15:32.440 --> 00:15:38.800]  有沒有救急不救貧的這個教導呢
[00:15:38.800 --> 00:15:40.240]  我至今還沒有發現
[00:15:40.240 --> 00:15:43.800]  如果你發現了請你告訴我
[00:15:43.800 --> 00:15:44.600]  因為我發現了
[00:15:44.600 --> 00:15:48.400]  當我們在聖經找不到這種原則的時候
[00:15:48.400 --> 00:15:50.280]  但是我們社會當中有
[00:15:50.280 --> 00:15:51.200]  他一說出來呢
[00:15:51.200 --> 00:15:53.560]  就好像是有一種力量
[00:15:53.560 --> 00:15:56.280]  就讓他就覺得是這麼回事
[00:15:56.280 --> 00:16:00.560]  這是我們同文化同溫層裡面的一種反應
[00:16:00.560 --> 00:16:01.880]  大家都覺得是這麼回事
[00:16:01.880 --> 00:16:02.840]  其實呢
[00:16:02.840 --> 00:16:07.600]  你看到聖經裡面並沒有這麼教導我們
[00:16:07.600 --> 00:16:08.080]  好
[00:16:08.080 --> 00:16:11.680]  那就是說這是cosmos
[00:16:11.680 --> 00:16:13.120]  這是聖經在這裡呢
[00:16:13.120 --> 00:16:14.720]  要提醒我們的要注意
[00:16:14.720 --> 00:16:18.240]  他其實真正是在影響我們沾染這個世俗
[00:16:18.240 --> 00:16:20.440]  就是這意思
[00:16:20.440 --> 00:16:23.680]  所以你看主耶穌曾經親自的教導他的門徒啊
[00:16:23.680 --> 00:16:26.640]  你要防止那個污穢
[00:16:26.640 --> 00:16:27.520]  那個污穢呢
[00:16:27.520 --> 00:16:30.760]  不是外面的是內心的
[00:16:30.760 --> 00:16:35.440]  所以由此可見的與敬虔虔誠有分別的
[00:16:35.440 --> 00:16:38.720]  就是不能只停留在一些外在的形式上
[00:16:38.720 --> 00:16:41.360]  你去拉開距離
[00:16:41.360 --> 00:16:43.960]  採取一些潔淨的禮儀就ok了
[00:16:43.960 --> 00:16:49.840]  真正的是這禮儀背後所反映的那種價值
[00:16:49.840 --> 00:16:50.600]  那個意義
[00:16:50.600 --> 00:16:55.000]  所有的儀式都是可以是表面形式主義的
[00:16:55.000 --> 00:16:57.840]  但你真正要來到儀式的核心
[00:16:57.840 --> 00:17:00.800]  是他要傳遞給你真正的理念
[00:17:00.800 --> 00:17:03.880]  就是你在內心要有潔淨
[00:17:03.880 --> 00:17:06.120]  而不是只在外在
[00:17:06.120 --> 00:17:09.160]  你更新你的是價值的體系
[00:17:09.160 --> 00:17:14.640]  那雅各在這裡舉出來具體的一個實例
[00:17:14.640 --> 00:17:17.840]  就是你怎麼樣避免沾染的世俗呢
[00:17:17.840 --> 00:17:21.800]  具體的實例就是雅各在這裡說到的憤怒
[00:17:21.800 --> 00:17:25.720]  憤怒要慢慢的動怒
[00:17:25.720 --> 00:17:27.880]  這就意思說人呢
[00:17:27.880 --> 00:17:29.640]  是可以快快的動怒的
[00:17:32.080 --> 00:17:34.960]  這個世俗呢是一個快快動怒的文化
[00:17:34.960 --> 00:17:38.040]  那我們是不是反其道而行
[00:17:38.040 --> 00:17:39.040]  只要慢慢的動作
[00:17:39.040 --> 00:17:41.720]  因為憤怒是屬於一種不快的情緒
[00:17:41.720 --> 00:17:46.080]  事實上每天的人的都在不同程度上發火
[00:17:46.080 --> 00:17:49.280]  大大超過你願意承認的程度
[00:17:49.280 --> 00:17:55.560]  有人調查顯示了每人可能每天有機會八到十次發脾氣
[00:17:58.720 --> 00:18:02.040]  上京呢並沒有完全禁止你不可以發怒
[00:18:02.040 --> 00:18:03.840]  但是呢
[00:18:03.840 --> 00:18:06.720]  卻要求人的慎重的處理這個情緒
[00:18:06.720 --> 00:18:10.280]  管理好你自己的情緒
[00:18:10.280 --> 00:18:10.560]  因為
[00:18:10.560 --> 00:18:15.360]  這個怒氣還和有一些負面的情緒不太一樣
[00:18:15.360 --> 00:18:16.480]  像沮喪啊
[00:18:16.480 --> 00:18:17.040]  焦慮啊
[00:18:17.040 --> 00:18:17.640]  恐懼啊
[00:18:17.640 --> 00:18:18.240]  傷痛啊
[00:18:18.240 --> 00:18:21.760]  這類他很消耗人的這個能量
[00:18:21.760 --> 00:18:25.080]  但呢
[00:18:25.080 --> 00:18:29.120]  那是消耗啊憤怒呢是釋放你的能量
[00:18:29.120 --> 00:18:30.480]  是聚集起來
[00:18:30.480 --> 00:18:31.600]  然後綁一下子
[00:18:31.600 --> 00:18:33.000]  像個高壓鍋一樣
[00:18:33.000 --> 00:18:36.040]  可以炸鍋的可以釋放出你能量的
[00:18:36.040 --> 00:18:37.360]  而且一旦爆呢
[00:18:37.360 --> 00:18:38.600]  他就有破壞力
[00:18:38.600 --> 00:18:42.400]  你看人類歷史上第一樁謀殺案
[00:18:42.400 --> 00:18:47.560]  就是起義於該義對他雅伯的弟弟發怒嗎
[00:18:47.560 --> 00:18:50.640]  那古老的智慧書呢
[00:18:50.640 --> 00:18:53.360]  都有這樣的話
[00:18:53.360 --> 00:18:56.560]  說憤怒有叫人盲目的力量
[00:18:56.560 --> 00:18:59.800]  其實憤怒起來
[00:18:59.800 --> 00:19:00.440]  你說的話
[00:19:00.440 --> 00:19:01.280]  你做的事情
[00:19:01.280 --> 00:19:03.440]  你過後看來你都覺得奇怪
[00:19:03.440 --> 00:19:05.040]  我竟然這麼樣說了
[00:19:05.040 --> 00:19:06.080]  這樣做了
[00:19:06.080 --> 00:19:09.440]  他是讓你在很短的時間內呢
[00:19:09.440 --> 00:19:10.360]  喪失理性
[00:19:10.360 --> 00:19:12.840]  對你自己的一種管理啊
