
[00:00:00.000 --> 00:00:03.480]  今天跟大家開始一個新的講道系列
[00:02:19.440 --> 00:02:21.760]  才能夠站起來
[00:02:21.760 --> 00:02:22.840]  有沒有打勝的時候呢
[00:02:22.840 --> 00:02:23.600]  有的
[00:02:23.600 --> 00:02:25.080]  我們有得勝的時間
[00:02:25.080 --> 00:02:26.160]  不過不知爲什麼
[00:02:26.160 --> 00:02:30.200]  得勝的時間好像不是很長
[00:02:30.200 --> 00:02:31.960]  所以這個就是我們做基督徒
[00:02:31.960 --> 00:02:34.080]  到底耶穌說幫助我們
[00:02:34.080 --> 00:02:36.200]  是不是真的幫助到我們呢
[00:02:36.200 --> 00:02:38.520]  爲什麼我們做基督徒做得那麼辛苦呢
[00:02:38.520 --> 00:02:39.480]  人家做得那麼開心
[00:02:39.480 --> 00:02:40.240]  那麼多見證
[00:02:40.240 --> 00:02:44.040]  但是爲什麼我們很多時候被打倒就躺下
[00:02:44.040 --> 00:02:47.640]  而且似乎很難站起來呢
[00:02:47.640 --> 00:02:50.600]  所以其實應該不是這樣的
[00:02:50.600 --> 00:02:51.600]  以後幾個星期
[00:02:51.600 --> 00:02:54.960]  我們會繼續跟大家在哥羅西書
[00:02:54.960 --> 00:02:56.080]  看哥羅西書
[00:02:56.080 --> 00:02:58.320]  哥羅西書裏面教導我們
[00:02:58.320 --> 00:03:03.200]  如何能夠成爲一個屬靈的不道翁
[00:03:03.200 --> 00:03:06.200]  首先今天第一講跟大家分享的就是
[00:03:06.200 --> 00:03:08.000]  基礎要穩固
[00:03:08.000 --> 00:03:10.880]  立好屬靈的根基
[00:03:10.880 --> 00:03:12.960]  今天其實是看兩節聖經
[00:03:12.960 --> 00:03:16.480]  哥羅西書當然有其他輔助的經文
[00:03:16.480 --> 00:03:20.560]  但是哥羅西書第二章的六和七節
[00:03:20.560 --> 00:03:22.600]  我們先看看這兩節聖經
[00:03:22.600 --> 00:03:25.560]  這裏說你們如何接受了基督耶穌爲主
[00:03:25.560 --> 00:03:29.960]  就當照樣在祂裏面行事爲人
[00:03:29.960 --> 00:03:32.240]  按照你們所學到的
[00:03:32.240 --> 00:03:34.320]  在祂裏面紮根
[00:03:34.320 --> 00:03:35.200]  建造
[00:03:35.200 --> 00:03:36.760]  信心堅定
[00:03:36.760 --> 00:03:39.920]  滿有感謝的心
[00:03:39.920 --> 00:03:41.880]  第六節裏面來說
[00:03:41.880 --> 00:03:45.040]  我們看到聖經對基督徒的生活
[00:03:45.040 --> 00:03:46.760]  原來是有要求的
[00:03:46.760 --> 00:03:50.320]  信耶穌是不需要做些什麼的
[00:03:50.320 --> 00:03:51.800]  信就行了
[00:03:51.800 --> 00:03:53.040]  但是信耶穌之後
[00:03:53.040 --> 00:03:56.480]  其實對我們應該如何在世上過生活呢
[00:03:56.480 --> 00:03:58.120]  聖經對我們來說
[00:03:58.120 --> 00:03:59.200]  是有要求
[00:03:59.200 --> 00:04:00.360]  是有期望的
[00:04:00.360 --> 00:04:02.640]  它要我們像耶穌一樣
[00:04:02.640 --> 00:04:04.640]  去待人接物
[00:04:04.640 --> 00:04:06.120]  這個其實不簡單的
[00:04:06.120 --> 00:04:07.240]  耶穌如何對待人
[00:04:07.240 --> 00:04:08.280]  我們如何對待人
[00:04:08.280 --> 00:04:09.240]  耶穌如何做事
[00:04:09.240 --> 00:04:10.840]  我們如何去做事
[00:04:10.840 --> 00:04:12.960]  有要求的
[00:04:12.960 --> 00:04:14.120]  這個很難做
[00:04:14.120 --> 00:04:15.040]  因爲我們不是耶穌
[00:04:15.040 --> 00:04:17.080]  我們不是神的兒子
[00:04:17.080 --> 00:04:18.440]  所以接着
[00:04:18.440 --> 00:04:19.920]  第六節說給我們聽
[00:04:19.920 --> 00:04:21.040]  它也告訴我們
[00:04:21.040 --> 00:04:26.200]  能夠這樣做的一個祕訣
[00:04:26.200 --> 00:04:28.200]  這個祕訣其實很簡單
[00:04:28.200 --> 00:04:32.360]  就是照樣用接受耶穌基督爲主的方法
[00:04:32.360 --> 00:04:34.440]  一會兒我會再解釋
[00:04:34.440 --> 00:04:37.640]  你是如何接受耶穌基督的
[00:04:37.640 --> 00:04:40.600]  你是如何接受耶穌基督的
[00:04:40.600 --> 00:04:42.160]  憑信心
[00:04:42.160 --> 00:04:43.800]  靠着主的恩典
[00:04:43.800 --> 00:04:45.400]  你得的是本福恩
[00:04:45.400 --> 00:04:46.880]  也因着信
[00:04:46.880 --> 00:04:50.760]  所以這個原來就是我們所要用的方法
[00:04:50.760 --> 00:04:51.880]  你如何信耶穌
[00:04:51.880 --> 00:04:53.680]  就用同樣的方法
[00:04:53.680 --> 00:04:57.200]  如何能夠活出我們基督徒的生命
[00:04:57.200 --> 00:04:59.160]  所以簡單的說
[00:04:59.160 --> 00:05:01.080]  如果你要活出基督徒的生命
[00:05:01.080 --> 00:05:02.920]  在這麼多的問題
[00:05:02.920 --> 00:05:03.680]  挑戰
[00:05:03.680 --> 00:05:04.640]  攻擊當中
[00:05:04.640 --> 00:05:09.200]  能夠得勝爲主而活
[00:05:09.200 --> 00:05:11.720]  原來不是靠我們的努力
[00:05:11.720 --> 00:05:16.000]  而是靠我們在基督裏面的恩典
[00:05:16.000 --> 00:05:18.000]  得救是本福恩
[00:05:18.000 --> 00:05:20.640]  成聖
[00:05:20.640 --> 00:05:21.920]  做一個好的基督徒
[00:05:21.920 --> 00:05:23.280]  有見證的基督徒
[00:05:23.280 --> 00:05:26.160]  都是本福恩
[00:05:26.160 --> 00:05:27.360]  OK
[00:05:27.360 --> 00:05:29.240]  所以
[00:05:29.240 --> 00:05:31.600]  今天和大家去看第七節
[00:05:31.600 --> 00:05:33.760]  有四句的說話
[00:05:33.760 --> 00:05:36.680]  幫助我們如何能夠立好根基
[00:05:36.680 --> 00:05:39.320]  使我們能夠是上上的德性
[00:05:39.320 --> 00:05:44.640]  當然首先我要講的根基就是耶穌基督
[00:05:44.640 --> 00:05:47.920]  如何能夠在耶穌基督的身上立好我們的根基
[00:05:47.920 --> 00:05:49.760]  第一樣東西聖經說
[00:05:49.760 --> 00:05:55.120]  要在耶穌基督裏面紮根
[00:05:55.120 --> 00:05:56.920]  你們如何接受了基督的耶穌爲主
[00:05:56.920 --> 00:06:00.320]  就當照樣在祂的裏面行事爲人
[00:06:00.320 --> 00:06:03.000]  按照我們從聖經所學到的
[00:06:03.000 --> 00:06:09.000]  在耶穌基督裏面紮根
[00:06:09.000 --> 00:06:11.760]  紮根是什麼意思呢
[00:06:11.760 --> 00:06:16.680]  我想問問在座的有多少人是來自中國大陸
[00:06:16.680 --> 00:06:19.560]  在中國大陸出生成長
[00:06:19.560 --> 00:06:20.560]  也有啊
[00:06:20.560 --> 00:06:22.880]  我以爲國語崇拜纔多
[00:06:22.880 --> 00:06:24.280]  多謝你
[00:06:24.280 --> 00:06:29.000]  有多少是來自香港
[00:06:29.000 --> 00:06:30.840]  多一點
[00:06:30.840 --> 00:06:31.600]  臺灣呢
[00:06:31.600 --> 00:06:32.760]  有沒有
[00:06:32.760 --> 00:06:34.360]  馬來西亞有沒有
[00:06:34.360 --> 00:06:35.680]  新加坡菲律賓
[00:06:35.680 --> 00:06:41.440]  也有啊
[00:06:41.440 --> 00:06:42.920]  我們來自不同的地方
[00:06:42.920 --> 00:06:45.880]  我們在這些地方里面是長大的
[00:06:45.880 --> 00:06:46.400]  就算你說
[00:06:46.400 --> 00:06:46.880]  不是啊牧師
[00:06:46.880 --> 00:06:48.640]  我家裏人在那邊長大
[00:06:48.640 --> 00:06:51.240]  我在美國長大的
[00:06:51.240 --> 00:06:54.640]  但是那就是我們的家人
[00:06:54.640 --> 00:06:58.400]  和我們先祖發源的地方
[00:06:58.400 --> 00:07:01.320]  那就是我們的根源地
[00:07:01.320 --> 00:07:02.040]  所以就算你說
[00:07:02.040 --> 00:07:03.520]  我在美國裏面長大
[00:07:03.520 --> 00:07:05.800]  然後小孩帶回香港
[00:07:05.800 --> 00:07:07.320]  帶回家鄉
[00:07:07.320 --> 00:07:12.440]  這就是我們祖宗開始的地方
[00:07:12.440 --> 00:07:14.280]  我們叫做什麼
[00:07:14.280 --> 00:07:15.880]  回去做什麼
[00:07:15.880 --> 00:07:16.840]  回去尋根
[00:07:16.840 --> 00:07:17.880]  沒錯
[00:07:17.880 --> 00:07:19.960]  回去尋根
[00:07:19.960 --> 00:07:21.760]  所以當我們說到紮根的時候
[00:07:21.760 --> 00:07:23.920]  根是什麼意思呢
[00:07:23.920 --> 00:07:27.240]  就是說到我們承接下來
[00:07:27.240 --> 00:07:27.920]  從家裏
[00:07:27.920 --> 00:07:29.400]  從我們的文化傳統
[00:07:29.400 --> 00:07:31.240]  從我們的種族裏面
[00:07:31.240 --> 00:07:34.320]  我們的思想和價值觀
[00:07:34.320 --> 00:07:35.920]  我們的思想和價值觀
[00:07:35.920 --> 00:07:41.960]  是直接影響着我們每天的生活的
[00:07:41.960 --> 00:07:43.400]  無論你是從香港來的
[00:07:43.400 --> 00:07:44.480]  一套做事的方式
[00:07:44.480 --> 00:07:45.680]  從中國大陸來的
[00:07:45.680 --> 00:07:46.720]  一套做事的方式
[00:07:46.720 --> 00:07:47.760]  從臺灣來的
[00:07:47.760 --> 00:07:49.720]  一樣
[00:07:49.720 --> 00:07:52.080]  我們的思想和價值觀
[00:07:52.080 --> 00:07:55.080]  由於生活環境的緣故
[00:07:55.080 --> 00:07:56.640]  會影響着我們怎麼去想事
[00:07:56.640 --> 00:07:57.480]  怎麼去做事
[00:07:57.480 --> 00:08:02.880]  怎麼去感覺我們周圍所發生的事物
[00:08:02.880 --> 00:08:04.320]  所以當《聖經》裏面說到
[00:08:04.320 --> 00:08:06.760]  我們要在哪裏紮根
[00:08:06.760 --> 00:08:10.440]  是在耶穌基督裏面紮根
[00:08:10.440 --> 00:08:13.080]  紮根在耶穌基督裏面
[00:08:13.080 --> 00:08:15.760]  因爲當我們紮根在耶穌基督裏面的時候
[00:08:15.760 --> 00:08:18.680]  我們行事爲人和生活態度
[00:08:18.680 --> 00:08:20.400]  都會因爲這樣的緣故
[00:08:20.400 --> 00:08:25.760]  慢慢地被改變過來
[00:08:25.760 --> 00:08:29.120]  但是現在我們信耶穌
[00:08:29.120 --> 00:08:32.000]  跟我們信耶穌之前不同的地方是什麼呢
[00:08:32.000 --> 00:08:33.680]  之前我們的根就是
[00:08:33.680 --> 00:08:36.800]  你從哪裏來 哪裏的鄉下
[00:08:36.800 --> 00:08:37.920]  但是你信耶穌之後
[00:08:37.920 --> 00:08:42.640]  我們將我們的根移植到神那裏
[00:08:42.640 --> 00:08:44.800]  大家知道我們已經移民了
[00:08:44.800 --> 00:08:46.480]  我們現在是天國的子民
[00:08:46.480 --> 00:08:52.080]  再不是香港、臺灣、大陸在那裏出來
[00:08:52.080 --> 00:08:53.320]  當我這樣講的時候
[00:08:53.320 --> 00:08:54.360]  你就會想到
[00:08:54.360 --> 00:08:57.200]  爲什麼很多時候我們發覺信耶穌做了基督徒之後
[00:08:57.200 --> 00:09:01.120]  我們還有很多時候會失敗、會跌倒呢
[00:09:01.120 --> 00:09:02.320]  原因是什麼呢
[00:09:02.320 --> 00:09:05.520]  因爲我們的根還沒移到過來
[00:09:05.520 --> 00:09:09.360]  我們的根還在我們以前的地方
[00:09:09.360 --> 00:09:11.920]  我們仍然是受我們以前的思想、文化
[00:09:11.920 --> 00:09:13.920]  各樣的東西影響着我們
[00:09:13.920 --> 00:09:16.800]  於是這些主導着我們的決策
[00:09:16.800 --> 00:09:18.320]  主導着我們的生活
[00:09:18.320 --> 00:09:20.680]  主導着我們對人生的態度
[00:09:20.680 --> 00:09:24.080]  主導着我們的行爲
[00:09:24.080 --> 00:09:27.160]  所以聖經才提醒教導我們
[00:09:27.160 --> 00:09:29.320]  我們要學習將我們的根
[00:09:29.320 --> 00:09:31.000]  轉移到耶穌的身上
[00:09:31.000 --> 00:09:37.400]  然後在耶穌的裏面紮根
[00:09:37.400 --> 00:09:40.040]  當我們能夠在耶穌的裏面紮根的時候
[00:09:40.040 --> 00:09:41.480]  很自然地
[00:09:41.480 --> 00:09:44.000]  我們從耶穌裏面得到幫助
[00:09:44.000 --> 00:09:47.120]  我們怎樣去看人生
[00:09:47.120 --> 00:09:48.440]  怎樣去處事
[00:09:48.440 --> 00:09:49.720]  怎樣去做決定
[00:09:49.720 --> 00:09:51.000]  就不再一樣了
[00:09:51.000 --> 00:09:54.680]  我們會很自然地去做神眼中
[00:09:54.680 --> 00:09:59.440]  看爲正、看爲好、看爲公義的事
[00:09:59.440 --> 00:10:02.440]  所以聖經在哥林多後書第五章第九節說
[00:10:02.440 --> 00:10:04.280]  無論是地上的身體
[00:10:04.280 --> 00:10:06.400]  或者穿上了屬天的身體
[00:10:06.400 --> 00:10:09.200]  我們都要土主起樂
[00:10:09.200 --> 00:10:12.800]  當我們的根紮在耶穌基督的身上
[00:10:12.800 --> 00:10:16.160]  當我們嘗試從耶穌的角度去看
[00:10:16.160 --> 00:10:17.160]  我們的世界
[00:10:17.160 --> 00:10:18.120]  我們的環境
[00:10:18.120 --> 00:10:20.400]  和發生在我們周圍的事物的時候
[00:10:20.400 --> 00:10:21.720]  因爲我們信神的緣故
[00:10:21.720 --> 00:10:24.320]  我們很自然地就會去
[00:10:24.320 --> 00:10:28.040]  希望所做的一切能夠土神起樂
[00:10:28.040 --> 00:10:29.080]  是很自然的
[00:10:29.080 --> 00:10:29.800]  你信耶穌
[00:10:29.800 --> 00:10:31.200]  祂是你的救主
[00:10:31.200 --> 00:10:34.000]  你當然就會希望
[00:10:34.000 --> 00:10:35.800]  不會做一些祂不開心的事
[00:10:35.800 --> 00:10:38.320]  相反要做一些祂開心的事
[00:10:38.320 --> 00:10:39.840]  不單如此
[00:10:39.840 --> 00:10:41.960]  哥林多前書第十章十一節說
[00:10:41.960 --> 00:10:44.040]  你們或喫或喝
[00:10:44.040 --> 00:10:46.120]  無論做什麼
[00:10:46.120 --> 00:10:49.480]  都要爲了榮耀神而行
[00:10:49.480 --> 00:10:52.480]  所以換句話裏面來說
[00:10:52.480 --> 00:10:53.600]  我們生活的態度
[00:10:53.600 --> 00:10:54.960]  我們的行事運
[00:10:54.960 --> 00:10:58.480]  如果能夠是時常土主的起樂
[00:10:58.480 --> 00:10:59.960]  如果我所做的一切
[00:10:59.960 --> 00:11:02.400]  是能夠開向榮耀神的時候
[00:11:02.400 --> 00:11:03.480]  你和我的生命
[00:11:03.480 --> 00:11:07.840]  很自然就會越來越像耶穌基督
[00:11:07.840 --> 00:11:09.200]  不是靠我們的意志
[00:11:09.200 --> 00:11:10.360]  不是靠我們的思想
[00:11:10.360 --> 00:11:11.880]  不是靠我們的自律
[00:11:11.880 --> 00:11:13.640]  而是靠着我們能夠每一天
[00:11:13.640 --> 00:11:15.000]  過着土神起樂
[00:11:15.000 --> 00:11:16.520]  榮耀神的生活
[00:11:16.520 --> 00:11:17.520]  所以每一次
[00:11:17.520 --> 00:11:19.120]  當我們爲了土主起樂
[00:11:19.120 --> 00:11:20.240]  我們回來敬拜
[00:11:20.240 --> 00:11:21.440]  服侍神的時候
[00:11:21.440 --> 00:11:23.080]  我們的屬靈的根
[00:11:23.080 --> 00:11:24.600]  在耶穌基督的根
[00:11:24.600 --> 00:11:27.160]  就向下扎得深一點
[00:11:27.160 --> 00:11:28.080]  每一次
[00:11:28.080 --> 00:11:31.160]  當我們爲了土主的起樂
[00:11:31.160 --> 00:11:33.800]  我們去放棄一些不好的習慣
[00:11:33.800 --> 00:11:37.000]  我們的根又再扎得深一點
[00:11:37.000 --> 00:11:37.720]  每一次
[00:11:37.720 --> 00:11:39.840]  當我們爲了榮耀神
[00:11:39.840 --> 00:11:41.720]  而去饒恕一些得罪我們的人
[00:11:41.720 --> 00:11:42.720]  包括我們的家人
[00:11:42.720 --> 00:11:44.160]  包括我們的朋友
[00:11:44.160 --> 00:11:46.080]  包括我們主裏面的弟兄姊妹
[00:11:46.080 --> 00:11:47.520]  我們在耶穌基督裏面的根
[00:11:47.520 --> 00:11:49.280]  又再扎深一點
[00:11:49.280 --> 00:11:50.040]  每一次
[00:11:50.040 --> 00:11:51.920]  當我們爲了榮耀神
[00:11:51.920 --> 00:11:54.400]  去分享神透過耶穌基督
[00:11:54.400 --> 00:11:56.200]  在我們身上的作爲
[00:11:56.200 --> 00:11:57.240]  如何幫助我們
[00:11:57.240 --> 00:11:58.160]  改變我們
[00:11:58.160 --> 00:11:59.680]  拯救我們
[00:11:59.680 --> 00:12:00.640]  我們的屬靈的根
[00:12:00.640 --> 00:12:01.760]  在耶穌基督裏面
[00:12:01.760 --> 00:12:04.840]  又再扎深一點
[00:12:04.840 --> 00:12:07.840]  大家聽明白我的意思吧
[00:12:07.840 --> 00:12:08.600]  這就是聖經說
[00:12:08.600 --> 00:12:09.880]  要在耶穌基督裏面
[00:12:09.880 --> 00:12:13.360]  在基督裏面紮根的意思
[00:12:13.360 --> 00:12:15.120]  你在耶穌基督裏面
[00:12:15.120 --> 00:12:17.520]  你就會過一個土神喜悅
[00:12:17.520 --> 00:12:21.440]  榮耀神的生活
[00:12:21.440 --> 00:12:22.760]  當我們願意這樣做的時候
[00:12:22.760 --> 00:12:24.720]  很奇怪的
[00:12:24.720 --> 00:12:26.160]  我們很願意
[00:12:26.160 --> 00:12:30.040]  也能夠做到神要我們做的事
[00:12:30.040 --> 00:12:31.240]  所以這是第一件事
[00:12:31.240 --> 00:12:33.080]  我們要學習的功課
[00:12:33.080 --> 00:12:35.440]  但是聖經裏面不單單說
[00:12:35.440 --> 00:12:37.720]  我們要在耶穌基督裏面紮根
[00:12:37.720 --> 00:12:39.720]  紮根是向下扎的
[00:12:39.720 --> 00:12:40.960]  根向下生
[00:12:40.960 --> 00:12:43.720]  但我們還要向上生長
[00:12:43.720 --> 00:12:45.360]  向下紮根向上生長
[00:12:45.360 --> 00:12:47.160]  如果你教了一段時間
[00:12:47.160 --> 00:12:47.960]  你會時時聽到
[00:12:47.960 --> 00:12:50.480]  但很多時候是什麼意思
[00:12:50.480 --> 00:12:51.520]  希望你今天能夠捉摸到
[00:12:51.520 --> 00:12:52.720]  是什麼意思
[00:12:52.720 --> 00:12:55.000]  紮根在耶穌基督裏面
[00:12:55.000 --> 00:12:56.600]  過一個土神喜悅的生活
[00:12:56.600 --> 00:13:00.680]  但是向上生長
[00:13:00.680 --> 00:13:03.520]  生長出來到底是什麼
[00:13:03.520 --> 00:13:04.800]  根向下扎
[00:13:04.800 --> 00:13:07.200]  但是生出來的是什麼呢
[00:13:07.200 --> 00:13:11.360]  我們的生命能夠活像基督
[00:13:11.360 --> 00:13:12.920]  我們能夠像耶穌基督一樣
[00:13:12.920 --> 00:13:17.000]  過一個結果子的人生
[00:13:17.000 --> 00:13:18.480]  聖經裏用的字眼是
[00:13:18.480 --> 00:13:23.320]  在他裏面建造
[00:13:23.320 --> 00:13:24.520]  這個意思是說
[00:13:24.520 --> 00:13:26.680]  原來我們在基督裏面
[00:13:26.680 --> 00:13:29.880]  是會被建造的
[00:13:29.880 --> 00:13:31.000]  大家聽到我的聲音嗎
[00:13:31.000 --> 00:13:32.800]  是被建造
[00:13:32.800 --> 00:13:33.960]  讓我們的生命
[00:13:33.960 --> 00:13:36.640]  可以變得越來越像耶穌
[00:13:36.640 --> 00:13:38.560]  所以第一件事要留心的是
[00:13:38.560 --> 00:13:40.000]  我們在基督裏面
[00:13:40.000 --> 00:13:42.960]  是被神去建造我們
[00:13:42.960 --> 00:13:45.320]  不是我們自己建造自己
[00:13:45.320 --> 00:13:49.120]  是讓基督耶穌來去建造改變我們
[00:13:49.120 --> 00:13:51.080]  第二件事
[00:13:51.080 --> 00:13:51.720]  我們會看到
[00:13:51.720 --> 00:13:53.080]  越來越像耶穌的
[00:13:53.080 --> 00:13:55.640]  是一個過程
[00:13:55.640 --> 00:13:56.800]  建造是一個過程
[00:13:56.800 --> 00:13:58.640]  不是忽然之間一次過
[00:13:58.640 --> 00:13:59.960]  slap of finger
[00:13:59.960 --> 00:14:02.000]  然後你整個人就不同了
[00:14:02.000 --> 00:14:03.680]  No
[00:14:03.680 --> 00:14:05.240]  建造是需要時間的
[00:14:05.240 --> 00:14:06.440]  OK
[00:14:06.440 --> 00:14:07.840]  建造是需要時間的
[00:14:07.840 --> 00:14:10.280]  所以第一是要讓神去改變我們
[00:14:10.280 --> 00:14:12.080]  第二件事我們要明白
[00:14:12.080 --> 00:14:14.800]  原來這個改變是需要時間
[00:14:14.800 --> 00:14:18.720]  不是轉瞬之間就可以做成一個工作
[00:14:18.720 --> 00:14:21.240]  耶穌也很清楚告訴我們
[00:14:21.240 --> 00:14:23.720]  在《約翰福音》第十五章第五節
[00:14:23.720 --> 00:14:25.600]  和第二節說
[00:14:25.600 --> 00:14:27.080]  「我是葡萄樹
[00:14:27.080 --> 00:14:28.480]  你們是枝子
[00:14:28.480 --> 00:14:29.920]  常在我裏面的
[00:14:29.920 --> 00:14:32.080]  我也常在他裏面
[00:14:32.080 --> 00:14:34.560]  這人就會多結果子
[00:14:34.560 --> 00:14:36.760]  因爲來了我
[00:14:36.760 --> 00:14:38.480]  你們就不能作實案」
[00:14:38.480 --> 00:14:39.880]  然後第二節說
[00:14:39.880 --> 00:14:42.200]  「凡屬我不結果子的枝子
[00:14:42.200 --> 00:14:43.720]  他就剪去
[00:14:43.720 --> 00:14:45.320]  凡結果子的
[00:14:45.320 --> 00:14:47.120]  他就會收攏乾淨
[00:14:47.120 --> 00:14:52.120]  使枝子結果子更多」
[00:14:52.120 --> 00:14:53.200]  在教會里面
[00:14:53.200 --> 00:14:54.480]  我們做牧師傳導人
[00:14:54.480 --> 00:14:56.280]  時不時都會鼓勵弟兄姊妹
[00:14:56.280 --> 00:14:57.840]  孫爺叔那些人
[00:14:57.840 --> 00:14:58.960]  要怎樣過生活
[00:14:58.960 --> 00:15:01.440]  你們要爲主而活
[00:15:01.440 --> 00:15:03.920]  爲主而活
[00:15:03.920 --> 00:15:06.960]  聽起來挺崇高的一個要求
[00:15:06.960 --> 00:15:11.400]  「爲耶穌而活」
[00:15:11.400 --> 00:15:13.120]  不過我希望大家要清楚
[00:15:13.120 --> 00:15:14.400]  我們所說的
[00:15:14.400 --> 00:15:15.640]  爲主而活
[00:15:15.640 --> 00:15:20.680]  是基督徒在世界上生活的原因
[00:15:20.680 --> 00:15:22.360]  爲什麼要在世界上生活
[00:15:22.360 --> 00:15:24.320]  爲了耶穌的緣故
[00:15:24.320 --> 00:15:25.440]  無論是生是死
[00:15:25.440 --> 00:15:26.720]  爲耶穌的緣故
[00:15:26.720 --> 00:15:27.600]  這是聖經說的
[00:15:27.600 --> 00:15:28.680]  《羅馬書》說得很清楚
[00:15:28.680 --> 00:15:30.400]  爲主而活 爲主而死
[00:15:30.400 --> 00:15:33.080]  這是我們在世上生活的原因
[00:15:33.080 --> 00:15:35.440]  我們要小心別誤會
[00:15:35.440 --> 00:15:41.080]  這是我們基督徒生活的方法
[00:15:41.080 --> 00:15:43.040]  如果當是一個生活方法的時候
[00:15:43.040 --> 00:15:44.800]  你就會發覺很失敗
[00:15:44.800 --> 00:15:47.920]  因爲我們根本不可能
[00:15:47.920 --> 00:15:50.960]  有力量可以爲主而活
[00:15:50.960 --> 00:15:53.240]  我們沒有這樣的力量
[00:15:53.240 --> 00:15:54.840]  所以如果我們想做到
[00:15:54.840 --> 00:15:56.640]  能夠爲主而活
[00:15:56.640 --> 00:15:58.040]  我們就要努力學習
[00:15:58.040 --> 00:15:59.560]  去做什麼呢
[00:15:59.560 --> 00:16:01.880]  就是活在基督裏
[00:16:01.880 --> 00:16:03.440]  明白這個分別嗎
[00:16:03.440 --> 00:16:05.320]  Living for Christ
