
[00:00:00.000 --> 00:00:05.000]  我們上個星期開始看一個新的講道系列
[00:03:10.000 --> 00:03:14.000]  他對於一個預備迴轉要悔改
[00:03:14.000 --> 00:03:16.000]  真心相信他的人
[00:03:16.000 --> 00:03:19.000]  他為他們預備了一個大大的救贖
[00:03:19.000 --> 00:03:20.000]  就是那條魚
[00:03:20.000 --> 00:03:22.000]  為何那條魚要那麼大
[00:03:22.000 --> 00:03:25.000]  因為那條魚代表在耶和華面前
[00:03:25.000 --> 00:03:31.000]  在耶穌基督裏面最後大大的救贖
[00:03:31.000 --> 00:03:37.000]  上帝大大的憤怒令人膽戰畏懼
[00:03:37.000 --> 00:03:44.000]  但上帝大大的救贖令人敬畏苦服
[00:03:44.000 --> 00:03:46.000]  我們上星期在這裏
[00:03:46.000 --> 00:03:48.000]  你記得我很強調這件事
[00:03:48.000 --> 00:03:49.000]  在原文在希伯來文裏面
[00:03:49.000 --> 00:03:50.000]  或者在英文
[00:03:50.000 --> 00:03:52.000]  Yahweh greatly to be feared
[00:03:52.000 --> 00:03:54.000]  他是一個值得敬畏
[00:03:54.000 --> 00:03:56.000]  值得我們懼怕的神
[00:03:56.000 --> 00:03:58.000]  在原文裏面只有一個字
[00:03:58.000 --> 00:04:02.000]  但中文翻出來是有兩個不同的意義
[00:04:02.000 --> 00:04:07.000]  上帝不單止要我們在他面前戰驚畏懼
[00:04:07.000 --> 00:04:09.000]  因為他有大大的憤怒
[00:04:09.000 --> 00:04:16.000]  更加重要的是我們要從畏懼進入敬畏的苦服
[00:04:16.000 --> 00:04:19.000]  一個畏懼上帝的人
[00:04:19.000 --> 00:04:22.000]  可能願意回來教會做一個十一的奉獻
[00:04:22.000 --> 00:04:26.000]  但唯有一個敬畏苦服上帝的人
[00:04:26.000 --> 00:04:30.000]  才會將自己完全獻上
[00:04:30.000 --> 00:04:33.000]  聖經不是叫我們畏懼上帝那麼簡單
[00:04:33.000 --> 00:04:36.000]  上帝不單止要我們畏懼他
[00:04:36.000 --> 00:04:38.000]  更加要我們敬畏他
[00:04:38.000 --> 00:04:42.000]  他要我們看到的不是單單他大大的憤怒
[00:04:42.000 --> 00:04:46.000]  而是他要我們從他大大的憤怒裏面迴轉
[00:04:46.000 --> 00:04:52.000]  進入他生命裏面為我們預備的大大的救贖
[00:04:52.000 --> 00:04:56.000]  今天當我們由約拿書第一章進入第二章
[00:04:56.000 --> 00:05:00.000]  你發覺這個從畏懼走去敬畏這個主題
[00:05:00.000 --> 00:05:03.000]  會更加明顯更加明顯
[00:05:03.000 --> 00:05:10.000]  因為我相信約拿想我們苦服在耶和華的面前
[00:05:10.000 --> 00:05:14.000]  一生敬畏一生苦服在他面前
[00:05:14.000 --> 00:05:18.000]  我們開始的時候再做一個簡單的祈禱
[00:05:18.000 --> 00:05:23.000]  上帝幫助我們幫助我們去明白第二章這段聖經
[00:05:23.000 --> 00:05:25.000]  好像一個很簡單的祈禱
[00:05:25.000 --> 00:05:28.000]  其實裏面有很豐富的真理
[00:05:28.000 --> 00:05:33.000]  幫助我們真的去敬畏你
[00:05:33.000 --> 00:05:37.000]  幫助我們知道約拿的神究竟是一個怎樣的神
[00:05:37.000 --> 00:05:41.000]  幫助我們通過約拿的見證
[00:05:41.000 --> 00:05:45.000]  去遇見聖經裏面的救主
[00:05:45.000 --> 00:05:47.000]  幫助我們我們這樣祈禱
[00:05:47.000 --> 00:05:49.000]  是奉主耶穌基督的名求
[00:05:49.000 --> 00:05:51.000]  阿們
[00:05:51.000 --> 00:05:53.000]  約拿書第二章第一節這樣說
[00:05:53.000 --> 00:06:00.000]  耶和華安排一條大魚吞下約拿約拿在漁福中三日三夜
[00:06:00.000 --> 00:06:02.000]  如果你心水清的時候
[00:06:02.000 --> 00:06:05.000]  你應該馬上會告訴你林穆斯你搞錯了
[00:06:05.000 --> 00:06:07.000]  不是二章一節來的
[00:06:07.000 --> 00:06:09.000]  那是一章十七節
[00:06:09.000 --> 00:06:12.000]  原來在希伯來文的聖經裏面的分段
[00:06:12.000 --> 00:06:16.000]  和你中文和英文的分段是不同的
[00:06:16.000 --> 00:06:18.000]  正確來說
[00:06:18.000 --> 00:06:21.000]  耶和華安排一條大魚吞了約拿
[00:06:21.000 --> 00:06:23.000]  是第二章一節來的
[00:06:23.000 --> 00:06:25.000]  是屬於第二章不是屬於第一章的
[00:06:25.000 --> 00:06:27.000]  我相信原本的意思是想告訴你
[00:06:27.000 --> 00:06:31.000]  接下來約拿對上帝那種讚美感恩
[00:06:31.000 --> 00:06:35.000]  是源於這條大魚的拯救
[00:06:35.000 --> 00:06:36.000]  你明白嗎
[00:06:36.000 --> 00:06:39.000]  所以大魚和這個感恩是分不開的
[00:06:39.000 --> 00:06:42.000]  但是中文的翻譯或者英文的翻譯
[00:06:42.000 --> 00:06:46.000]  就將他放在一章十七節
[00:06:46.000 --> 00:06:47.000]  為什麼呢
[00:06:47.000 --> 00:06:50.000]  我想他不想你看完一章十六節
[00:06:50.000 --> 00:06:52.000]  約拿死了然後轉台
[00:06:52.000 --> 00:06:53.000]  你明白嗎
[00:06:53.000 --> 00:06:55.000]  他死了沒有戲看於是轉台
[00:06:55.000 --> 00:06:59.000]  於是他將第二章一節借了去
[00:06:59.000 --> 00:07:01.000]  做了一章十七節
[00:07:01.000 --> 00:07:04.000]  告訴你還有下文的
[00:07:04.000 --> 00:07:06.000]  還有下文的
[00:07:06.000 --> 00:07:10.000]  如果你照希伯來文的分段
[00:07:10.000 --> 00:07:12.000]  你會發覺約拿書第一章
[00:07:12.000 --> 00:07:15.000]  是講到約拿的奏俗與死亡
[00:07:15.000 --> 00:07:19.000]  而約拿書第二章是講到約拿的救贖與復活
[00:07:19.000 --> 00:07:22.000]  是很清晰的一個分段
[00:07:22.000 --> 00:07:24.000]  上帝拯救了約拿
[00:07:24.000 --> 00:07:26.000]  通過一個大魚拯救了約拿
[00:07:26.000 --> 00:07:28.000]  他在漁福中三日三夜
[00:07:28.000 --> 00:07:33.000]  有沒有想過約拿在漁福中三日三夜裏面做些什麼
[00:07:33.000 --> 00:07:39.000]  我相信他三日三夜在漁土裏面敬拜的和話
[00:07:39.000 --> 00:07:40.000]  很多人不明白
[00:07:40.000 --> 00:07:43.000]  他以為三日三夜裏面當然是祈求快快脆脆
[00:07:43.000 --> 00:07:46.000]  可以逃走逃離漁福
[00:07:46.000 --> 00:07:52.000]  我想不是,他在漁福裏面三日三夜在敬拜和話
[00:07:52.000 --> 00:07:55.000]  還寫了一個很美麗的詩篇
[00:07:55.000 --> 00:08:00.000]  就是我們今天在約拿書第二章裏面找到的詩篇
[00:08:00.000 --> 00:08:01.000]  我甚至可以這樣說
[00:08:01.000 --> 00:08:03.000]  在約拿書第二章裏面
[00:08:03.000 --> 00:08:10.000]  在漁福裏面約拿度過了他人生其中一個最難忘的感恩節
[00:08:10.000 --> 00:08:12.000]  是約拿的感恩節
[00:08:12.000 --> 00:08:16.000]  漁福中的讚美
[00:08:16.000 --> 00:08:17.000]  我再告訴你
[00:08:17.000 --> 00:08:19.000]  這個漁福中的讚美
[00:08:19.000 --> 00:08:22.000]  這個感恩的詩篇是很奇特的
[00:08:22.000 --> 00:08:24.000]  在短短幾節的聖經裏面
[00:08:24.000 --> 00:08:33.000]  約拿明引,暗引了很多舊約的詩篇裏面的句子
[00:08:33.000 --> 00:08:37.000]  包括詩篇第三篇,第五篇,十六篇,十八篇
[00:08:37.000 --> 00:08:44.000]  三十一篇,四十二篇,五十篇,六十五篇,八十八篇,一百二十篇
[00:08:44.000 --> 00:08:47.000]  我估計還有很多很多很多的東西
[00:08:47.000 --> 00:08:49.000]  如果你不懂事的話
[00:08:49.000 --> 00:08:52.000]  約拿你死了,你抄書作弊
[00:08:52.000 --> 00:08:54.000]  但如果你懂事的時候
[00:08:54.000 --> 00:08:57.000]  你會說,哇,這個約拿真是不得了
[00:08:57.000 --> 00:09:03.000]  他對於舊約一百五十篇的詩篇滾瓜爛熟,融會貫通
[00:09:03.000 --> 00:09:07.000]  如果約拿曾幾何時去過主日學
[00:09:07.000 --> 00:09:10.000]  他一定是主日學裏面的狀元
[00:09:10.000 --> 00:09:12.000]  你想想他在漁福裏面
[00:09:12.000 --> 00:09:17.000]  他沒有聖經,他沒有手機,他沒有ipad
[00:09:17.000 --> 00:09:21.000]  他完全憑他的記憶
[00:09:21.000 --> 00:09:24.000]  將整個舊約聖經裏面
[00:09:24.000 --> 00:09:26.000]  讚美瑤華的東西
[00:09:26.000 --> 00:09:30.000]  撮寫成他自己的言語
[00:09:30.000 --> 00:09:33.000]  感謝上帝
[00:09:33.000 --> 00:09:35.000]  你說真的很厲害
[00:09:35.000 --> 00:09:40.000]  這個感人的讚美真的很厲害
[00:09:40.000 --> 00:09:44.000]  不過有一樣東西你可能從來想都沒有想過
[00:09:44.000 --> 00:09:47.000]  就是這個這麼美麗動人的詩篇
[00:09:47.000 --> 00:09:52.000]  其實引起了很多牧師、傳道、聖經學者
[00:09:52.000 --> 00:09:55.000]  很多的爭議
[00:09:55.000 --> 00:09:57.000]  爭議什麼呢?
[00:09:57.000 --> 00:10:00.000]  爭議就是有一班人
[00:10:00.000 --> 00:10:03.000]  大部份的人相信
[00:10:03.000 --> 00:10:06.000]  這個讚美是一個模範的禱告
[00:10:06.000 --> 00:10:10.000]  他覺得全教會都應該背了約拿這個讚美
[00:10:10.000 --> 00:10:13.000]  成為我們生命裏面的禱告
[00:10:13.000 --> 00:10:17.000]  但是另外一方面有一個一小撮的人
[00:10:17.000 --> 00:10:19.000]  比較少的人
[00:10:19.000 --> 00:10:20.000]  學者
[00:10:20.000 --> 00:10:23.000]  覺得他這個漁福裏面的讚美
[00:10:23.000 --> 00:10:26.000]  其實是一個自我中心的祈禱
[00:10:26.000 --> 00:10:30.000]  覺得這個禱告其實很假、很虛偽
[00:10:30.000 --> 00:10:35.000]  完全都是從他自己心裏面的角度去想的
[00:10:35.000 --> 00:10:39.000]  約拿的感恩其實是因為他身體上的得救
[00:10:39.000 --> 00:10:43.000]  其實和一個黃大仙的感恩沒什麼分別
[00:10:43.000 --> 00:10:45.000]  沒什麼屬靈的東西
[00:10:45.000 --> 00:10:48.000]  而且你去看約拿書的讚美
[00:10:48.000 --> 00:10:52.000]  你會有個感覺就是他有少少種族的優越感
[00:10:52.000 --> 00:10:54.000]  他覺得他自己是猶太人
[00:10:54.000 --> 00:10:59.000]  他覺得他認識耶和華這個約裏面的明智
[00:10:59.000 --> 00:11:04.000]  於是他歧視、傾看其他的愛邦人
[00:11:04.000 --> 00:11:08.000]  在這個兩個這麼不一樣的選擇當中
[00:11:08.000 --> 00:11:10.000]  你怎樣去選擇
[00:11:10.000 --> 00:11:15.000]  究竟約拿第二章裏面這個讚美是一個模範的禱告
[00:11:15.000 --> 00:11:19.000]  還是一個自我為中心的祈禱
[00:11:19.000 --> 00:11:22.000]  而你必須要選擇的
[00:11:22.000 --> 00:11:29.000]  因為你的選擇正是解開約拿書第二章的關鍵
[00:11:29.000 --> 00:11:31.000]  我想了很久
[00:11:31.000 --> 00:11:34.000]  最後我最終的答案就是
[00:11:34.000 --> 00:11:39.000]  不是either or 而是both and
[00:11:39.000 --> 00:11:43.000]  即是說答案不是我要兩者選一個
[00:11:43.000 --> 00:11:46.000]  而是兩者都對
[00:11:46.000 --> 00:11:50.000]  原來他的祈禱既然又是自我中心的祈禱
[00:11:50.000 --> 00:11:54.000]  但最後亦都演變成模範的禱告
[00:11:54.000 --> 00:11:58.000]  當然我不是說他們同時間是屬於兩部分
[00:11:58.000 --> 00:12:01.000]  我覺得他有一個先與後
[00:12:01.000 --> 00:12:05.000]  這個祈禱起初寫的時候是一個自我中心的祈禱
[00:12:05.000 --> 00:12:11.000]  但後來他變成了一個模範的禱告
[00:12:11.000 --> 00:12:18.000]  你想一想為何會有這樣的結論呢
[00:12:18.000 --> 00:12:20.000]  我暫時先賣一下關子
[00:12:20.000 --> 00:12:23.000]  我想帶你去看了這個祈禱
[00:12:23.000 --> 00:12:28.000]  然後再回來討論這個很終極的問題
[00:12:28.000 --> 00:12:30.000]  約拿書第二章第一節這樣說
[00:12:30.000 --> 00:12:35.000]  若拿在如福中向耶和華他的神禱告
[00:12:35.000 --> 00:12:39.000]  這是約拿書第一次開口祈禱
[00:12:39.000 --> 00:12:41.000]  如果你熟悉約拿書
[00:12:41.000 --> 00:12:45.000]  你會知道約拿書總共祈禱了兩次
[00:12:45.000 --> 00:12:47.000]  一次在這裡一次在第四章
[00:12:47.000 --> 00:12:49.000]  這兩個祈禱是有關係的
[00:12:49.000 --> 00:12:51.000]  不過今天沒有時間說這些
[00:12:51.000 --> 00:12:54.000]  我們去到第四章希望有時間會說一下
[00:12:54.000 --> 00:12:57.000]  這兩個祈禱究竟的關係在哪裡
[00:12:57.000 --> 00:13:00.000]  他在如福裡面祈禱
[00:13:00.000 --> 00:13:01.000]  祈禱什麼呢
[00:13:01.000 --> 00:13:04.000]  我在患難中求告耶和華
[00:13:04.000 --> 00:13:05.000]  祂就應允我
[00:13:05.000 --> 00:13:08.000]  我從陰間的深處呼求
[00:13:08.000 --> 00:13:11.000]  祂就撫聽我的聲音
[00:13:11.000 --> 00:13:12.000]  他讚美上帝
[00:13:12.000 --> 00:13:14.000]  因為他在患難中的時候
[00:13:14.000 --> 00:13:16.000]  上帝回應了他的呼求
[00:13:16.000 --> 00:13:18.000]  神學家告訴我們
[00:13:18.000 --> 00:13:23.000]  陰間的深處可以翻為陰間的土福
[00:13:23.000 --> 00:13:25.000]  於是你馬上可以看到
[00:13:25.000 --> 00:13:31.000]  陰間的土福和大禹的土福成為了一個平衡
[00:13:31.000 --> 00:13:35.000]  於是聖經學者就會說
[00:13:35.000 --> 00:13:38.000]  你看陰間的土福
[00:13:38.000 --> 00:13:45.000]  其實就是他在禹裡面被禹困住的那一樣東西
[00:13:45.000 --> 00:13:46.000]  於是有些人就會說
[00:13:46.000 --> 00:13:48.000]  我知道若拿在這裡祈禱什麼
[00:13:48.000 --> 00:13:50.000]  他祈禱可以放監
[00:13:50.000 --> 00:13:52.000]  他祈禱可以從那條魚
[00:13:52.000 --> 00:13:55.000]  就是陰間的土福裡面
[00:13:55.000 --> 00:13:57.000]  去被釋放出來
[00:13:57.000 --> 00:14:01.000]  你們想一下這個想法對不對
[00:14:01.000 --> 00:14:04.000]  其實這個想法我覺得是完全不對的
[00:14:04.000 --> 00:14:05.000]  不合邏輯的
[00:14:05.000 --> 00:14:09.000]  因為那條魚不是他的監牢
[00:14:09.000 --> 00:14:14.000]  相反那條魚是他的保護
[00:14:14.000 --> 00:14:16.000]  是他救恩的盾牌
[00:14:16.000 --> 00:14:17.000]  你明白嗎
[00:14:17.000 --> 00:14:18.000]  如果沒有那條魚
[00:14:18.000 --> 00:14:20.000]  若拿現在會在哪裡
[00:14:20.000 --> 00:14:23.000]  他被水淹死了
[00:14:23.000 --> 00:14:28.000]  是那條魚成為他救恩的盾牌
[00:14:28.000 --> 00:14:32.000]  讓他不自淹死在大海裡面
[00:14:32.000 --> 00:14:35.000]  所以若拿不是葬身如福
[00:14:35.000 --> 00:14:38.000]  他是藏身如福
[00:14:38.000 --> 00:14:39.000]  你看不看到分別
[00:14:39.000 --> 00:14:40.000]  不是葬身
[00:14:40.000 --> 00:14:41.000]  他是藏身
[00:14:41.000 --> 00:14:44.000]  讓我想起詩篇三十二篇
[00:14:44.000 --> 00:14:45.000]  詩篇三十二篇
[00:14:45.000 --> 00:14:48.000]  你有空回去看完整個詩篇三十二篇
[00:14:48.000 --> 00:14:49.000]  尤其是第七至第十節
[00:14:49.000 --> 00:14:50.000]  他說
[00:14:50.000 --> 00:14:53.000]  You are my hiding place
[00:14:53.000 --> 00:14:55.000]  歌仔也會唱
[00:14:55.000 --> 00:14:57.000]  你是我的避難所
[00:14:57.000 --> 00:14:59.000]  你是我藏身之處
[00:14:59.000 --> 00:15:02.000]  你以你的慈愛四面圍繞我
[00:15:02.000 --> 00:15:04.000]  這個是若拿的經歷
[00:15:04.000 --> 00:15:07.000]  當他在那條大魚裡面
[00:15:07.000 --> 00:15:10.000]  那條大魚成為他的hiding place
[00:15:10.000 --> 00:15:12.000]  成為他藏身之處
[00:15:12.000 --> 00:15:19.000]  他被上帝的慈愛四面圍繞著
[00:15:19.000 --> 00:15:22.000]  如果那條魚不是陰間的深處
[00:15:22.000 --> 00:15:23.000]  陰間的土腹
[00:15:23.000 --> 00:15:24.000]  陰間的土腹是什麼呢
[00:15:24.000 --> 00:15:27.000]  陰間的土腹是深海
[00:15:27.000 --> 00:15:29.000]  是大海
[00:15:29.000 --> 00:15:30.000]  是那些大水
[00:15:30.000 --> 00:15:32.000]  第二章第三節這樣說
[00:15:32.000 --> 00:15:36.000]  你將我投入深淵直到海深
[00:15:36.000 --> 00:15:38.000]  如果你記得第一章裡面
[00:15:38.000 --> 00:15:40.000]  就不是上帝你
[00:15:40.000 --> 00:15:43.000]  不是耶和華將你投入海的
[00:15:43.000 --> 00:15:45.000]  是那些水手將你投入海的
[00:15:45.000 --> 00:15:46.000]  水手將你投入海
[00:15:46.000 --> 00:15:47.000]  是因為他自己說
[00:15:47.000 --> 00:15:49.000]  叫他們將你投入海的
[00:15:49.000 --> 00:15:51.000]  但是他現在說
[00:15:51.000 --> 00:15:57.000]  我知道最終是你將我投入海裡面
[00:15:57.000 --> 00:15:59.000]  因為我的罪孽
[00:15:59.000 --> 00:16:02.000]  因為我的叛逆
[00:16:02.000 --> 00:16:06.000]  所以我要承受你的憤怒
[00:16:06.000 --> 00:16:08.000]  大水環繞我
[00:16:08.000 --> 00:16:12.000]  你的波浪鴻圖漫過我的身
[00:16:12.000 --> 00:16:14.000]  波浪鴻圖大水
[00:16:14.000 --> 00:16:17.000]  這些都是代表了上帝大大的憤怒
[00:16:17.000 --> 00:16:19.000]  我想你記得
[00:16:19.000 --> 00:16:21.000]  若拿不是一個落難的先知
[00:16:21.000 --> 00:16:24.000]  若拿是一個罪有應得的叛徒
[00:16:24.000 --> 00:16:25.000]  這個很重要的
[00:16:25.000 --> 00:16:28.000]  因為很多時候我們去引用聖經的時候
[00:16:28.000 --> 00:16:29.000]  我們將他
[00:16:29.000 --> 00:16:30.000]  我們有些難處
[00:16:30.000 --> 00:16:33.000]  我們說你是我的藏身處
[00:16:33.000 --> 00:16:35.000]  其實我們不記得
[00:16:35.000 --> 00:16:36.000]  他的情況
[00:16:36.000 --> 00:16:38.000]  他不是落難
[00:16:38.000 --> 00:16:40.000]  他是因為他罪的緣故
[00:16:40.000 --> 00:16:42.000]  他接受上帝憤怒
[00:16:42.000 --> 00:16:44.000]  在他的身上
[00:16:44.000 --> 00:16:45.000]  而他祈求上帝
[00:16:45.000 --> 00:16:51.000]  讓他的罪可以得到赦免
[00:16:51.000 --> 00:16:55.000]  於是若拿他葬身於深海
[00:16:55.000 --> 00:16:58.000]  他葬身於陰間
[00:16:58.000 --> 00:17:00.000]  因為他的罪的緣故
[00:17:00.000 --> 00:17:01.000]  他是罪有應得的
[00:17:01.000 --> 00:17:04.000]  罪的功架就是死
[00:17:04.000 --> 00:17:06.000]  若拿是該死的
[00:17:06.000 --> 00:17:10.000]  但他沒有死是因為他做了一件事
[00:17:10.000 --> 00:17:11.000]  下一節
[00:17:11.000 --> 00:17:13.000]  第四節這樣說
[00:17:13.000 --> 00:17:16.000]  我說我從你眼前被驅逐
[00:17:16.000 --> 00:17:20.000]  然而我仍要仰望你的聖殿
[00:17:20.000 --> 00:17:23.000]  有聖經學者覺得他被驅逐
[00:17:23.000 --> 00:17:25.000]  是在說他在魚裡面
[00:17:25.000 --> 00:17:28.000]  於是紅神沒有辦法去到上帝的聖殿裡面
[00:17:28.000 --> 00:17:29.000]  他被驅逐
[00:17:29.000 --> 00:17:30.000]  但我剛才已經說過
[00:17:30.000 --> 00:17:32.000]  那條魚不是他的監牢
[00:17:32.000 --> 00:17:34.000]  那條魚是他的拯救
[00:17:34.000 --> 00:17:36.000]  那驅逐是在說什麼呢
[00:17:36.000 --> 00:17:40.000]  當他在水裡面不斷沉的時候
[00:17:40.000 --> 00:17:43.000]  他就從上帝的眼前被驅逐
[00:17:43.000 --> 00:17:46.000]  他在接受上帝的審判
[00:17:46.000 --> 00:17:48.000]  所以這是一個回憶
[00:17:48.000 --> 00:17:52.000]  他不是在說他在魚肚裡面寫著
[00:17:52.000 --> 00:17:53.000]  我現在被你驅逐
[00:17:53.000 --> 00:17:54.000]  被他放逐
[00:17:54.000 --> 00:17:55.000]  他不是在說
[00:17:55.000 --> 00:18:00.000]  他是在說當他在水裡面不斷沉的時候
[00:18:00.000 --> 00:18:03.000]  他從上帝的眼前被驅逐
[00:18:03.000 --> 00:18:05.000]  當他沉的時候
[00:18:05.000 --> 00:18:07.000]  最後的轉捩點在哪裡
[00:18:07.000 --> 00:18:11.000]  就是我仍要仰望你的聖殿
[00:18:11.000 --> 00:18:13.000]  這個很有趣
[00:18:13.000 --> 00:18:14.000]  他準備要祈禱
[00:18:14.000 --> 00:18:16.000]  但他在祈禱之前
[00:18:16.000 --> 00:18:19.000]  他要找找聖殿的方向在哪裡
[00:18:19.000 --> 00:18:21.000]  很奇怪的一件事
[00:18:21.000 --> 00:18:23.000]  人都已經奄奄一息
[00:18:23.000 --> 00:18:25.000]  如果我今天去拍一套戲
[00:18:25.000 --> 00:18:26.000]  關於若拿傳
[00:18:26.000 --> 00:18:27.000]  他在下水的時候
[00:18:27.000 --> 00:18:31.000]  他最後要悔改要祈求的時候
[00:18:31.000 --> 00:18:34.000]  他竟然要找找聖殿在哪裡
[00:18:34.000 --> 00:18:37.000]  甚至他袋裡面有個指南針
[00:18:37.000 --> 00:18:38.000]  要拿個指南針出來
[00:18:38.000 --> 00:18:40.000]  看看聖殿在哪裡
[00:18:40.000 --> 00:18:42.000]  很奇怪的一件事
[00:18:42.000 --> 00:18:47.000]  為什麼他的祈禱要向著聖殿
[00:18:47.000 --> 00:18:49.000]  先賣一下關子
[00:18:49.000 --> 00:18:50.000]  我們繼續看完
[00:18:50.000 --> 00:18:53.000]  回來和這個是整個故事的關鍵
