
[00:00:00.000 --> 00:00:04.360]  今天是我們2026年的第一篇信息
[00:01:34.400 --> 00:01:36.640]  甚至是一些價值觀
[00:01:36.640 --> 00:01:38.880]  而這些不同世代的人
[00:01:38.880 --> 00:01:40.600]  懷著各自的價值觀
[00:01:40.600 --> 00:01:42.400]  各自的做人原則
[00:01:42.400 --> 00:01:43.960]  走在一起的時候
[00:01:43.960 --> 00:01:45.840]  其實很自然的是
[00:01:45.840 --> 00:01:49.560]  大家會產生了那些所謂的代溝
[00:01:49.560 --> 00:01:53.240]  會有衝突是一件頗容易的事
[00:01:53.240 --> 00:01:56.680]  但是如果我們真的好像剛剛那樣說
[00:01:56.680 --> 00:01:59.240]  我們跟世界推崇的那些
[00:01:59.240 --> 00:02:02.200]  不談就不要談那套去做的話
[00:02:02.200 --> 00:02:05.240]  那麼我們人與人之間的關係
[00:02:05.240 --> 00:02:07.160]  是不是這樣就叫好呢?
[00:02:07.160 --> 00:02:10.960]  是不是什麼都叫做分開了就能解決呢?
[00:02:10.960 --> 00:02:15.640]  而我們的信仰其實是不是這樣在教我們呢?
[00:02:15.640 --> 00:02:17.880]  當我們再去看一下周圍
[00:02:17.880 --> 00:02:19.600]  我們身邊的朋友也好
[00:02:19.600 --> 00:02:22.080]  我們的家人也好
[00:02:22.080 --> 00:02:24.720]  我們的確不難去發現的就是
[00:02:24.720 --> 00:02:27.800]  我們見到很多我們的朋友或者親人
[00:02:27.800 --> 00:02:30.120]  可能或者是我們自己
[00:02:30.120 --> 00:02:32.240]  跟我們自己家人的關係
[00:02:32.240 --> 00:02:35.760]  有時也的確不是那麼親密
[00:02:35.760 --> 00:02:40.280]  有些可能甚至去到那些所謂關係破裂的地步
[00:02:40.280 --> 00:02:44.880]  但是最矛盾或者最弔詭的就是
[00:02:44.880 --> 00:02:46.600]  我們做基督徒的嘛
[00:02:46.600 --> 00:02:49.560]  那麼是不是又真的覺得這樣都沒什麼所謂
[00:02:49.560 --> 00:02:52.840]  你有你,我有我,這樣叫做好呢?
[00:02:52.840 --> 00:02:56.200]  所以今年教會這個主題多代同行
[00:02:56.200 --> 00:02:58.720]  就是很希望弟兄姊妹學一下
[00:02:58.720 --> 00:03:02.640]  怎樣去跨不同的世代去一起走
[00:03:02.640 --> 00:03:04.880]  去改善這些不同年代的人
[00:03:04.880 --> 00:03:07.440]  他們之間的那種溝通
[00:03:07.440 --> 00:03:10.120]  以致究竟我們可能在
[00:03:10.120 --> 00:03:12.320]  其實在聖經裡面我們的確也會看到的
[00:03:12.320 --> 00:03:14.440]  有很多的教導都是在說
[00:03:14.440 --> 00:03:18.000]  就是在說我們跟不同的人去相處
[00:03:18.000 --> 00:03:20.280]  所以很渴望的是
[00:03:20.280 --> 00:03:23.800]  教會希望弟兄姊妹在新的一年開始
[00:03:23.800 --> 00:03:26.000]  無論在這個屬靈的家也好
[00:03:26.000 --> 00:03:30.160]  抑或是大家地上原生的家庭裡面也好
[00:03:30.160 --> 00:03:32.200]  都可以有一個更好的建立
[00:03:32.200 --> 00:03:35.560]  令到基督的那份愛
[00:03:35.560 --> 00:03:37.360]  那個獨特的愛
[00:03:37.360 --> 00:03:39.240]  在我們的生活圈裡面
[00:03:39.240 --> 00:03:41.920]  有一個更好的發揮
[00:03:41.920 --> 00:03:45.360]  而為了配合這個教會的全年主題
[00:03:45.360 --> 00:03:48.200]  我們YAS 就是周龍晚送
[00:03:48.200 --> 00:03:51.360]  今年的講台我們談完之後
[00:03:51.360 --> 00:03:54.200]  我們決定把它分成兩部分
[00:03:54.200 --> 00:03:59.360]  第一部分就是配合教會大堂的信息
[00:03:59.360 --> 00:04:00.480]  它每年
[00:04:00.480 --> 00:04:03.200]  就是今年它分成四個季度
[00:04:03.200 --> 00:04:04.760]  每個季度有一個主題
[00:04:04.760 --> 00:04:06.240]  @PowerPoint
[00:04:06.240 --> 00:04:08.440]  分別是與神同行
[00:04:08.440 --> 00:04:09.640]  與同輩同行
[00:04:09.640 --> 00:04:10.800]  與家庭同行
[00:04:10.800 --> 00:04:13.040]  以及與下一代同行
[00:04:13.040 --> 00:04:16.400]  在我們這一邊未必會跟足
[00:04:16.400 --> 00:04:18.040]  每個星期都談這四個主題
[00:04:18.040 --> 00:04:20.200]  我們會選擇成為
[00:04:20.200 --> 00:04:23.240]  我們一個主題的一些信息分享
[00:04:23.240 --> 00:04:25.160]  而另一方面我們考慮到
[00:04:25.160 --> 00:04:26.240]  弟兄姊妹
[00:04:26.240 --> 00:04:28.160]  特別是我們這群弟兄姊妹
[00:04:28.160 --> 00:04:32.240]  是很需要對聖經有一個更深的紮根
[00:04:32.240 --> 00:04:34.800]  正如剛才說我們要好好紮根
[00:04:34.800 --> 00:04:37.200]  在聖經在神話裡面的時候
[00:04:37.200 --> 00:04:39.520]  所以我們決定今年
[00:04:39.520 --> 00:04:41.520]  除了這些主題的系列之外
[00:04:41.520 --> 00:04:43.800]  我們會用一卷書卷
[00:04:43.800 --> 00:04:47.280]  去成為我們今年的書卷的另一個進路的分享
[00:04:47.280 --> 00:04:49.400]  我們就選擇了《生命記》
[00:04:49.400 --> 00:04:50.720]  為什麼會選擇《生命記》呢
[00:04:50.720 --> 00:04:52.520]  《生命記》其實是在說
[00:04:52.520 --> 00:04:57.920]  摩西對一個新一代的以色列人的一個臨別的陣營
[00:04:57.920 --> 00:05:04.000]  也是某情況記錄了兩代以色列人的一個交替期
[00:05:04.000 --> 00:05:06.400]  裡面一卷很重要的書卷
[00:05:06.400 --> 00:05:08.000]  當我們談的時候
[00:05:08.000 --> 00:05:13.000]  我們覺得和今年教會的多代同行的主題相當吻合
[00:05:13.000 --> 00:05:15.720]  所以我們最後就決定了用這卷書
[00:05:15.720 --> 00:05:17.720]  我們很盼望的就是這兩個
[00:05:17.720 --> 00:05:18.920]  無論是書卷進路
[00:05:18.920 --> 00:05:22.840]  還是教會的多代同行的進路
[00:05:22.840 --> 00:05:25.320]  我們盼望我們這群弟兄姊妹
[00:05:25.320 --> 00:05:26.520]  我們這個群體
[00:05:26.520 --> 00:05:32.280]  可以在對人和對神同行的這件事上
[00:05:32.280 --> 00:05:34.840]  都可以有一個更深切的學習
[00:05:34.840 --> 00:05:38.480]  而今天是今年的開始
[00:05:38.480 --> 00:05:42.360]  我們會先說的就是多代同行的第一個季度
[00:05:42.360 --> 00:05:43.920]  就是與神同行
[00:05:43.920 --> 00:05:46.400]  讓我們先禱告
[00:05:46.400 --> 00:05:50.360]  天父上帝多謝你
[00:05:50.360 --> 00:05:54.840]  多謝你的恩典
[00:05:54.840 --> 00:05:56.520]  因為如果不是你的恩典
[00:05:56.520 --> 00:05:59.760]  其實我們說什麼與神同行的話
[00:05:59.760 --> 00:06:02.720]  基本上我們連機會都沒有
[00:06:02.720 --> 00:06:04.320]  但是因為主你的恩典
[00:06:04.320 --> 00:06:06.880]  讓我們有機會可以與你同行
[00:06:06.880 --> 00:06:08.400]  所以神父求祢祝福我們
[00:06:08.400 --> 00:06:10.440]  當我們一起去探討
[00:06:10.440 --> 00:06:13.080]  究竟怎樣去與祢同行的時候
[00:06:13.080 --> 00:06:14.760]  仰上帝你的教導
[00:06:14.760 --> 00:06:16.920]  去到我們每一個人的生命當中
[00:06:16.920 --> 00:06:20.080]  讓我們聽見、明白
[00:06:20.080 --> 00:06:22.600]  並且願意去走
[00:06:22.600 --> 00:06:24.360]  求主你這樣去幫助我們
[00:06:24.360 --> 00:06:25.840]  感謝你聽我們禱告交託
[00:06:25.840 --> 00:06:27.880]  奉耶穌基督的聖名致祈求
[00:06:27.880 --> 00:06:28.720]  阿們
[00:06:28.720 --> 00:06:32.880]  好,我今天選了一個書卷
[00:06:32.880 --> 00:06:35.400]  話短不短,都要長長的
[00:06:35.400 --> 00:06:37.320]  不過都想邀請大家讀
[00:06:37.320 --> 00:06:42.400]  我選了約翰一書四章的七至二十一節
[00:06:42.400 --> 00:06:44.280]  好,我們,大家聽到嗎?
[00:06:44.280 --> 00:06:45.120]  OK嗎?
[00:06:45.120 --> 00:06:46.400]  好,我們一二三一起讀好嗎?
[00:06:46.400 --> 00:06:47.640]  一二三
[00:06:47.640 --> 00:06:49.560]  親愛的弟兄
[00:06:49.560 --> 00:06:52.160]  我們應當彼此相愛
[00:06:52.160 --> 00:06:55.080]  因為愛是從上帝來的
[00:06:55.080 --> 00:06:56.800]  凡有愛心的
[00:06:56.800 --> 00:06:59.320]  都是由上帝而生
[00:06:59.320 --> 00:07:01.480]  並且認識上帝
[00:07:01.480 --> 00:07:02.880]  沒有愛心的
[00:07:02.880 --> 00:07:04.880]  就不認識上帝
[00:07:04.880 --> 00:07:07.280]  因為上帝就是愛
[00:07:07.280 --> 00:07:10.720]  上帝差他獨生子到世間來
[00:07:10.720 --> 00:07:13.520]  使我們借著他得生
[00:07:13.520 --> 00:07:17.640]  上帝愛我們的心在此就顯明了
[00:07:17.640 --> 00:07:19.720]  不是我們愛上帝
[00:07:19.720 --> 00:07:22.040]  乃是上帝愛我們
[00:07:22.040 --> 00:07:26.840]  差他的兒子為我們的罪作了還回制
[00:07:26.840 --> 00:07:29.480]  這就是愛了
[00:07:29.480 --> 00:07:31.040]  親愛的弟兄
[00:07:31.040 --> 00:07:33.520]  上帝既是這樣愛我們
[00:07:33.520 --> 00:07:36.160]  我們也當彼此相愛
[00:07:36.160 --> 00:07:38.720]  從來沒有人見過上帝
[00:07:38.720 --> 00:07:40.840]  我們若彼此相愛
[00:07:40.840 --> 00:07:43.600]  上帝就住在我們裡面
[00:07:43.600 --> 00:07:48.640]  愛他的心在我們裡面得已完全了
[00:07:48.640 --> 00:07:51.320]  上帝將他的靈賜給我們
[00:07:51.320 --> 00:07:54.880]  從此就知道我們是住在他裡面
[00:07:54.880 --> 00:07:57.320]  他也住在我們裡面
[00:07:57.320 --> 00:08:00.160]  父差子作世人的救主
[00:08:00.160 --> 00:08:03.880]  這是我們所看見且作見證的
[00:08:03.880 --> 00:08:06.640]  反映耶穌為上帝而至的
[00:08:06.640 --> 00:08:08.920]  上帝就住在他裡面
[00:08:08.920 --> 00:08:11.600]  他也住在上帝裡面
[00:08:11.600 --> 00:08:13.440]  上帝愛我們的心
[00:08:13.440 --> 00:08:15.880]  我們也知道也信
[00:08:15.880 --> 00:08:17.680]  上帝就是愛
[00:08:17.680 --> 00:08:19.400]  住在愛裡面的
[00:08:19.400 --> 00:08:21.920]  就是住在上帝裡面
[00:08:21.920 --> 00:08:25.280]  上帝也住在他裡面
[00:08:25.280 --> 00:08:28.960]  這樣愛在我們裡面得已完全
[00:08:28.960 --> 00:08:33.360]  我們就可以在審判的日子坦然無懼
[00:08:33.360 --> 00:08:35.000]  因為他如何
[00:08:35.000 --> 00:08:37.880]  我們在這世上也如何
[00:08:37.880 --> 00:08:39.960]  愛裡沒有懼怕
[00:08:39.960 --> 00:08:41.520]  愛既完全
[00:08:41.520 --> 00:08:43.800]  就把懼怕除去
[00:08:43.800 --> 00:08:46.640]  因為懼怕裡含著刑罰
[00:08:46.640 --> 00:08:50.040]  懼怕的人在愛裡未得完全
[00:08:50.040 --> 00:08:51.040]  我們愛
[00:08:51.040 --> 00:08:53.760]  因為上帝先愛我們
[00:08:53.760 --> 00:08:55.960]  人若說我愛上帝
[00:08:55.960 --> 00:08:57.880]  卻恨他的弟兄
[00:08:57.880 --> 00:08:59.960]  就是說謊話的
[00:08:59.960 --> 00:09:02.720]  不愛他所看見的弟兄
[00:09:02.720 --> 00:09:06.280]  就不能愛沒有看見的上帝
[00:09:06.280 --> 00:09:09.720]  愛上帝的也當愛弟兄
[00:09:09.720 --> 00:09:14.040]  這是我們上帝所受的命令
[00:09:14.040 --> 00:09:15.280]  好,謝謝大家
[00:09:15.280 --> 00:09:21.600]  讓我很快地跟大家高呼整段經文的重點
[00:09:21.600 --> 00:09:23.400]  在第七節一開始
[00:09:23.400 --> 00:09:30.680]  約翰很直接地呼召一群跟隨神的人要彼此相愛
[00:09:30.680 --> 00:09:35.840]  這個其實某情況是這段經文整個的主題
[00:09:35.840 --> 00:09:39.200]  在整段經文裡約翰一共說了兩次
[00:09:39.200 --> 00:09:41.680]  我們應當要彼此相愛
[00:09:41.680 --> 00:09:47.280]  這句話在原文裡其實是用一句命令的句式去寫成
[00:09:47.280 --> 00:09:51.320]  所以約翰所說的不是叫一群跟隨神的人
[00:09:51.320 --> 00:09:54.280]  不如你們試試彼此相愛吧
[00:09:54.280 --> 00:09:59.080]  而是他很確切地命令這群信徒
[00:09:59.080 --> 00:10:02.840]  要很認真地去實踐這件事
[00:10:02.840 --> 00:10:05.200]  接下來的經文其實約翰也有解釋
[00:10:05.200 --> 00:10:09.840]  為什麼他會跟這群信徒講出這樣的命令
[00:10:09.840 --> 00:10:12.400]  為了讓大家更加容易明白
[00:10:12.400 --> 00:10:16.400]  我將這段經文分開了三個段落
[00:10:16.400 --> 00:10:17.960]  分別是七至十節
[00:10:17.960 --> 00:10:21.720]  十一至十六節和十七至二十一節三段
[00:10:21.720 --> 00:10:25.800]  先講第七至第十節
[00:10:25.800 --> 00:10:27.120]  約翰解釋了
[00:10:27.120 --> 00:10:30.840]  約翰解釋了信徒為什麼要彼此相愛
[00:10:30.840 --> 00:10:34.400]  是因為愛的源頭就是上帝
[00:10:34.400 --> 00:10:36.000]  在第八節裡其中提到的
[00:10:36.000 --> 00:10:37.440]  剛剛讀的時候也讀到
[00:10:37.440 --> 00:10:40.320]  就是因為上帝就是愛
[00:10:40.320 --> 00:10:42.720]  而約翰繼續解釋下去的時候
[00:10:42.720 --> 00:10:45.760]  他在解釋究竟我們這群人
[00:10:45.760 --> 00:10:50.040]  可以怎樣見到上帝就是愛呢
[00:10:50.040 --> 00:10:57.040]  就是在上帝主動差派他的獨生兒子耶穌
[00:10:57.040 --> 00:10:58.640]  來到世界上
[00:10:58.640 --> 00:11:00.720]  令到我們這群世人
[00:11:00.720 --> 00:11:01.880]  我們這群罪人
[00:11:01.880 --> 00:11:06.360]  可以在罪裡面得到重生、得到生命
[00:11:06.360 --> 00:11:10.200]  耶穌為世人的罪成為了那個挽回制
[00:11:10.200 --> 00:11:13.120]  挽回制也就是贖罪就是這個意思
[00:11:13.120 --> 00:11:15.960]  說的是在這件事裡面
[00:11:15.960 --> 00:11:20.880]  上帝的主動很清楚地證明了
[00:11:20.880 --> 00:11:25.560]  祂對人的愛是一份怎樣的愛
[00:11:25.560 --> 00:11:30.520]  這一份的愛其實不是由人先愛神開始
[00:11:30.520 --> 00:11:35.000]  而是由神先愛我們每一個開始
[00:11:35.000 --> 00:11:39.560]  這個概念其實是反轉了當時的人類
[00:11:39.560 --> 00:11:42.720]  對神明的一貫認知
[00:11:42.720 --> 00:11:47.880]  因為一切不是因為我們愛神
[00:11:47.880 --> 00:11:50.720]  所以神先愛我們
[00:11:50.720 --> 00:11:52.000]  在古代的社會
[00:11:52.000 --> 00:11:57.200]  甚至說其實現今有很多仍然存在的宗教
[00:11:57.200 --> 00:12:02.320]  說的是我們如果想得到神明的保佑要怎樣呢
[00:12:02.320 --> 00:12:06.600]  就是先去投靠祂、信靠祂
[00:12:06.600 --> 00:12:09.600]  要買些東西去祭祀祂
[00:12:09.600 --> 00:12:11.080]  祂才會賜福給你
[00:12:11.080 --> 00:12:13.320]  祂才會保守你
[00:12:13.320 --> 00:12:16.400]  但是約翰在這裡解釋的是
[00:12:16.400 --> 00:12:17.800]  我們這個上帝
[00:12:17.800 --> 00:12:22.840]  祂的愛跟這個世界的那些其他的宗教
[00:12:22.840 --> 00:12:26.200]  其他的神明是不一樣的
[00:12:26.200 --> 00:12:27.600]  因為他在說的是
[00:12:27.600 --> 00:12:31.600]  在你未認識這個神之先
[00:12:31.600 --> 00:12:36.560]  祂已經叫了耶穌基督為了你的罪去死
[00:12:36.560 --> 00:12:38.880]  所以我們在上帝的裡面
[00:12:38.880 --> 00:12:42.640]  並不再是說要靠做些什麼
[00:12:42.640 --> 00:12:45.960]  去賺上帝的愛
[00:12:45.960 --> 00:12:48.200]  而是上帝的這份愛
[00:12:48.200 --> 00:12:50.040]  祂的救贖
[00:12:50.040 --> 00:12:55.240]  是一早已經為你成就
[00:12:55.240 --> 00:12:57.400]  我們今天剛好是聖餐主日
[00:12:57.400 --> 00:13:03.400]  我們會紀念主耶穌為我們釘十字架
[00:13:03.400 --> 00:13:07.040]  這件事發生在二千多年前
[00:13:07.040 --> 00:13:09.600]  你未出世
[00:13:09.600 --> 00:13:14.320]  但是今天同樣有你份
[00:13:14.320 --> 00:13:18.360]  上帝的愛就是這一種這樣的愛
[00:13:18.360 --> 00:13:22.480]  然後去到第十一至第十六節
[00:13:22.480 --> 00:13:23.920]  約翰就繼續說
[00:13:23.920 --> 00:13:26.280]  既然我們知道
[00:13:26.280 --> 00:13:29.240]  原來上帝的愛是一個這麼主動的愛
[00:13:29.240 --> 00:13:31.080]  祂愛我們的時候
[00:13:31.080 --> 00:13:34.360]  祂再一次去呼籲這班信徒
[00:13:34.360 --> 00:13:37.760]  應當彼此相愛
[00:13:37.760 --> 00:13:40.240]  這個位置其實我覺得挺有趣的
[00:13:40.240 --> 00:13:42.760]  因為照常理這樣想
[00:13:42.760 --> 00:13:47.000]  當我們知道神這麼愛我們的時候
[00:13:47.000 --> 00:13:51.000]  很自然的應該呼籲大家
[00:13:51.000 --> 00:13:53.480]  去愛神才對
[00:13:53.480 --> 00:13:57.360]  但是約翰在這裡卻叫一班信徒
[00:13:57.360 --> 00:14:01.680]  你們要彼此相愛
[00:14:01.680 --> 00:14:03.760]  當有人跟你示愛
[00:14:03.760 --> 00:14:06.080]  你不會跟他說你愛我的群體
[00:14:06.080 --> 00:14:07.280]  你不會的
[00:14:07.280 --> 00:14:09.960]  你理論上都是想你會不會答應他
[00:14:09.960 --> 00:14:12.000]  或者你愛不愛他
[00:14:12.000 --> 00:14:14.320]  但是約翰很有趣的是
[00:14:14.320 --> 00:14:16.760]  上帝的愛
[00:14:16.760 --> 00:14:18.160]  祂愛你
[00:14:18.160 --> 00:14:21.880]  祂卻叫你去愛其他旁邊的人
[00:14:21.880 --> 00:14:22.760]  我會想
[00:14:22.760 --> 00:14:25.520]  很可能其實約翰為什麼會這樣做
[00:14:25.520 --> 00:14:27.600]  是因為他明白到
[00:14:27.600 --> 00:14:31.000]  其實人是一個很飄忽
[00:14:31.000 --> 00:14:35.840]  而且是一些很實際的生物
[00:14:35.840 --> 00:14:40.400]  所以當我們要大家去愛一個
[00:14:40.400 --> 00:14:44.120]  其實你看不到的上帝的時候
[00:14:44.120 --> 00:14:47.680]  其實不是一件容易的事
[00:14:47.680 --> 00:14:49.800]  因為上帝的那份愛我剛剛也說了
[00:14:49.800 --> 00:14:53.000]  其實二千多年前已經做了
[00:14:53.000 --> 00:14:54.440]  你說不說祂都做了
[00:14:54.440 --> 00:14:56.600]  或者祂那份愛早就存在了
[00:14:56.600 --> 00:14:59.040]  但是你不信耶穌前
[00:14:59.040 --> 00:15:00.560]  祂都做了
[00:15:00.560 --> 00:15:04.160]  那為什麼你感受不到呢?
[00:15:04.160 --> 00:15:06.280]  就是因為其實這一種的愛
[00:15:06.280 --> 00:15:10.400]  或許對於我們現世的人類來說
[00:15:10.400 --> 00:15:14.000]  其實就好像很虛無縹緲
[00:15:14.000 --> 00:15:15.400]  很不實在
[00:15:15.400 --> 00:15:16.000]  沒錯的
[00:15:16.000 --> 00:15:18.120]  我們的頭腦上的確知道
[00:15:18.120 --> 00:15:20.160]  耶穌為我們每一個死
[00:15:20.160 --> 00:15:23.960]  令到我們可以跟上帝重建那個關係
[00:15:23.960 --> 00:15:25.960]  但是認真去想
[00:15:25.960 --> 00:15:29.200]  你信主的日子我不知道大家有多長
[00:15:29.200 --> 00:15:31.440]  你是不是時時刻刻都感受到
[00:15:31.440 --> 00:15:35.440]  上帝真的很愛你呢?
[00:15:35.440 --> 00:15:37.280]  其實你未必
[00:15:37.280 --> 00:15:38.520]  甚至你有很多時間
[00:15:38.520 --> 00:15:42.320]  你都不是真的很感受到
[00:15:42.320 --> 00:15:44.320]  所以我們在經文裡面
[00:15:44.320 --> 00:15:46.840]  其實第十二節說了一句很有趣的
[00:15:46.840 --> 00:15:49.720]  約翰說了一句很有趣的話就是
[00:15:49.720 --> 00:15:52.920]  從來沒有人見過神
[00:15:52.920 --> 00:15:54.920]  在那個位置其實是有趣的
[00:15:54.920 --> 00:15:57.000]  當叫大家彼此相愛
[00:15:57.000 --> 00:15:59.720]  那為什麼要加一句這樣的東西呢?
[00:15:59.720 --> 00:16:01.280]  我想約翰加了這一句
[00:16:01.280 --> 00:16:06.200]  正正就是回應了他也有一個類近的想法
[00:16:06.200 --> 00:16:08.760]  愛一個看不到的神
[00:16:08.760 --> 00:16:11.240]  其實不是一件容易的事
[00:16:11.240 --> 00:16:13.920]  所以他沒有叫我們
[00:16:13.920 --> 00:16:16.160]  你愛這個神吧
[00:16:16.160 --> 00:16:19.920]  而是叫我們在一個信徒群體之間
[00:16:19.920 --> 00:16:22.640]  彼此相愛
[00:16:22.640 --> 00:16:24.320]  而約翰也繼續說
[00:16:24.320 --> 00:16:25.240]  他繼續說的就是
[00:16:25.240 --> 00:16:29.000]  當如果我們這群人彼此相愛的話
[00:16:29.000 --> 00:16:31.520]  神是會透過聖靈告訴我們
[00:16:31.520 --> 00:16:35.960]  祂是會很實在地住在我們這群人的裡面
[00:16:35.960 --> 00:16:41.560]  而我們也是因為這樣就住在神的裡面
[00:16:41.560 --> 00:16:44.120]  住是一個什麼概念呢?
[00:16:44.120 --> 00:16:48.600]  住其實是代表著一個很親密的關係
[00:16:48.600 --> 00:16:50.520]  我們可以想像的是
[00:16:50.520 --> 00:16:53.040]  兩個人結婚之後
[00:16:53.040 --> 00:16:55.040]  開始一起住
[00:16:55.040 --> 00:16:57.000]  一起生活
[00:16:57.000 --> 00:16:58.800]  是很實在的
[00:16:58.800 --> 00:17:02.280]  也都所有東西都很真實
[00:17:02.280 --> 00:17:04.080]  所有拍拖的時候
[00:17:04.080 --> 00:17:07.400]  你想像婚後的那種生活
[00:17:07.400 --> 00:17:10.320]  可能在你結婚之後
[00:17:10.320 --> 00:17:12.240]  可能是美夢成真
[00:17:12.240 --> 00:17:17.240]  也都有可能是幻想破滅的時候
[00:17:17.240 --> 00:17:22.880]  是夫妻之間見真章的一個開始
[00:17:22.880 --> 00:17:24.880]  我們當中有不少人結了婚
[00:17:24.880 --> 00:17:26.160]  在這兩年裡面
[00:17:26.160 --> 00:17:28.160]  大家見到真章了嗎?
[00:17:28.160 --> 00:17:29.760]  是的
[00:17:29.760 --> 00:17:31.640]  當你一起住的時候
[00:17:31.640 --> 00:17:36.600]  的確是你有很多東西是需要學習更多
[00:17:36.600 --> 00:17:40.280]  你拍拖的時候那種一個星期見幾次
[00:17:40.280 --> 00:17:43.200]  跟你日日夜夜見到的時候
[00:17:43.200 --> 00:17:44.760]  那種眼火爆
[00:17:44.760 --> 00:17:46.400]  那種不收拾垃圾
[00:17:46.400 --> 00:17:47.640]  不收拾好桌子
[00:17:47.640 --> 00:17:49.200]  那一切一切的東西
[00:17:49.200 --> 00:17:54.520]  都會成為了你要學習更好相處的一些理由
[00:17:54.520 --> 00:17:59.520]  所以也都是某情況上的一個關係上的盡心
[00:17:59.520 --> 00:18:01.520]  也都是很真實地
[00:18:01.520 --> 00:18:06.680]  你去經歷和體會的一個時間
[00:18:06.680 --> 00:18:08.240]  所以經文裡面說
[00:18:08.240 --> 00:18:10.680]  知道我們是住在神裡面
[00:18:10.680 --> 00:18:13.160]  神也都住在我們裡面
[00:18:13.160 --> 00:18:15.080]  也都是在說這種
[00:18:15.080 --> 00:18:20.760]  比過去更加親密的一個體會和經歷
[00:18:20.760 --> 00:18:25.000]  所以當我們說我們要彼此相愛
[00:18:25.000 --> 00:18:26.760]  神住在我們裡面的時候
[00:18:26.760 --> 00:18:29.320]  我們不再單純是剛才說
[00:18:29.320 --> 00:18:30.960]  上帝為我死
[00:18:30.960 --> 00:18:32.240]  神就是愛
[00:18:32.240 --> 00:18:33.320]  所以你就做
[00:18:33.320 --> 00:18:37.320]  我們不再是頭腦認知上帝的愛
[00:18:37.320 --> 00:18:39.320]  而是可以很實在地
[00:18:39.320 --> 00:18:41.640]  在一個群體間裡面
[00:18:41.640 --> 00:18:44.280]  經歷到上帝的同在
[00:18:44.280 --> 00:18:48.840]  經歷到上帝透過這個群體
[00:18:48.840 --> 00:18:51.160]  那種很實際的愛
[00:18:51.160 --> 00:18:54.120]  去到同樣可以體驗
[00:18:54.120 --> 00:19:00.360]  上帝那個原本看似虛無縹緲的那份愛
[00:19:00.360 --> 00:19:02.800]  很實在地在整個群體裡面
[00:19:02.800 --> 00:19:06.040]  我們可以一起經歷
[00:19:06.040 --> 00:19:07.920]  而當這種愛
[00:19:07.920 --> 00:19:11.080]  這樣的形式存在的時候
[00:19:11.080 --> 00:19:13.440]  信徒愛上帝的心
[00:19:13.440 --> 00:19:16.600]  經文說我們也可以因為這樣
[00:19:16.600 --> 00:19:20.000]  就可以在我們每個人的裡面
[00:19:20.000 --> 00:19:21.480]  得以完全
[00:19:21.480 --> 00:19:24.040]  得以被滿足
[00:19:24.040 --> 00:19:28.560]  這個是第十一至十六節大概的內容
[00:19:28.560 --> 00:19:30.480]  十七至二十一
[00:19:30.480 --> 00:19:34.960]  說到當我們這群人在愛裡面得到完全的時候
