
[00:00:00.000 --> 00:00:01.660]  今天我的主題就是
[00:01:45.080 --> 00:01:47.080]  這一幕 摔跤這一幕
[00:01:47.080 --> 00:01:50.980]  就讓我見到她人生最高峰的地方
[00:01:50.980 --> 00:01:54.380]  但是 為什麼來到這一刻呢
[00:01:54.380 --> 00:01:57.280]  我們要回到她人生開頭
[00:01:57.280 --> 00:01:59.280]  去很快的看一看
[00:01:59.280 --> 00:02:02.680]  她出生的時候 她是捉住哥哥二嫂出生的
[00:02:02.680 --> 00:02:05.080]  所以她真的很搞笑
[00:02:05.080 --> 00:02:07.880]  她父母就改了一個名字叫做亞國
[00:02:07.880 --> 00:02:10.680]  即是說騙子 即是老千
[00:02:10.680 --> 00:02:13.680]  真是搞笑 怎會這樣去改自己的名字
[00:02:13.680 --> 00:02:15.880]  有沒有人叫他的子女叫Jacob
[00:02:15.880 --> 00:02:21.980]  或者你不懂的背景 即是說你是騙子
[00:02:21.980 --> 00:02:24.580]  她真的做了這件事
[00:02:24.580 --> 00:02:29.880]  她騙了她哥哥的名份和祝福
[00:02:29.880 --> 00:02:34.080]  令他要逃跑 去到她舅父拉班那裏
[00:02:34.080 --> 00:02:36.880]  一走就走了二十年
[00:02:36.880 --> 00:02:39.280]  這樣 去到舅父那裏
[00:02:39.280 --> 00:02:42.680]  就和舅父鬥 看誰能騙誰厲害一點
[00:02:42.680 --> 00:02:46.880]  最後 她大部份的財產都被騙回來
[00:02:46.880 --> 00:02:49.880]  現在就回到家鄉 去迦南地
[00:02:49.880 --> 00:02:52.780]  再來到這條河這裏
[00:02:52.780 --> 00:02:54.780]  現在她有多少財產呢
[00:02:54.780 --> 00:02:57.480]  她有四個老婆 十一個兒子
[00:02:57.480 --> 00:03:01.280]  她現在開始過這條河 回到迦南地
[00:03:01.280 --> 00:03:03.480]  但是在她面前
[00:03:03.480 --> 00:03:08.280]  她要面對的問題就是她的哥哥二嫂
[00:03:08.280 --> 00:03:09.780]  因為這個是最主要的原因
[00:03:09.780 --> 00:03:14.680]  為甚麼她一走就走了二十年
[00:03:14.680 --> 00:03:15.680]  所以她第一件事做
[00:03:15.680 --> 00:03:20.480]  在《創世紀》第32章開頭就是她叫僕人拿信息
[00:03:20.480 --> 00:03:22.580]  帶給她的哥哥二嫂
[00:03:22.580 --> 00:03:25.180]  她說甚麼呢 基本上是說這件事
[00:03:25.180 --> 00:03:28.080]  我其實這麼多年 去了舅父那裏
[00:03:28.080 --> 00:03:32.680]  我現在有很多牛牛羊羊的意思是甚麼呢
[00:03:32.680 --> 00:03:35.480]  我其實不是走去避你的
[00:03:35.480 --> 00:03:38.380]  我現在這麼多牛牛羊羊的意思就是
[00:03:38.380 --> 00:03:40.480]  我不是想來拿你的東西
[00:03:40.480 --> 00:03:45.380]  即是想和你講一聲
[00:03:45.380 --> 00:03:50.180]  但是在第六節那裏發生了甚麼事
[00:03:50.180 --> 00:03:52.280]  她的僕人帶信息回來
[00:03:52.280 --> 00:03:55.680]  二嫂帶著四百人來見你
[00:03:55.680 --> 00:03:57.880]  她馬上就害怕 心虛
[00:03:57.880 --> 00:04:00.780]  因為她知道自己真的做錯事
[00:04:00.780 --> 00:04:05.680]  她將她的財產和家人分開幾對
[00:04:05.680 --> 00:04:07.480]  好像在排隊一樣
[00:04:07.480 --> 00:04:16.180]  想先將牛牛羊羊拿去前面獻給二嫂的哥哥
[00:04:16.180 --> 00:04:20.580]  因為想和她和好
[00:04:20.580 --> 00:04:23.880]  因為希望她見到這麼多牛牛羊羊 這麼多財產
[00:04:23.880 --> 00:04:30.180]  想去滿足她 希望她算數
[00:04:30.180 --> 00:04:35.480]  現在帶到我們第22章這裏今晚
[00:04:35.480 --> 00:04:39.080]  她叫那些僕人先行前
[00:04:39.080 --> 00:04:41.380]  他們在河邊這裏做甚麼呢
[00:04:41.380 --> 00:04:45.980]  這一晚你見到
[00:04:45.980 --> 00:04:49.680]  她做的決定 為何會做這些事在第22章
[00:04:49.680 --> 00:04:54.280]  她將家人和財產帶過河
[00:04:54.280 --> 00:04:56.080]  但她自己留在這裏
[00:04:56.080 --> 00:04:59.380]  好像她真的害怕到一個地步
[00:04:59.380 --> 00:05:02.680]  她不太清楚自己想做些甚麼
[00:05:02.680 --> 00:05:08.180]  但是突然間有人過來和她摔跤
[00:05:08.180 --> 00:05:11.580]  但我們現在知道這個人是上帝自己
[00:05:11.580 --> 00:05:13.880]  但亞哥知不知道呢
[00:05:13.880 --> 00:05:17.180]  他當然不知道 因為太黑
[00:05:17.180 --> 00:05:21.480]  但你覺得他第一個反應是誰呢
[00:05:21.480 --> 00:05:25.680]  當然是二嫂 她過來偷襲他
[00:05:25.680 --> 00:05:31.780]  所以他會用他所有的能力和這個人去摔跤
[00:05:31.780 --> 00:05:37.280]  摔到他快天亮
[00:05:37.280 --> 00:05:39.980]  為何他那麼厲害可以摔到天亮呢
[00:05:39.980 --> 00:05:45.480]  但你想一想 他所有的性命財產都向這一場摔跤
[00:05:45.480 --> 00:05:49.280]  他覺得如果他輸了 他甚麼都沒有了
[00:05:49.280 --> 00:05:52.480]  他一無所有
[00:05:52.480 --> 00:05:54.280]  所以你想一想 弟兄姊妹
[00:05:54.280 --> 00:05:58.680]  你要避免 你去保護你自己的工作
[00:05:58.680 --> 00:06:02.580]  無論是家庭 你所愛的人
[00:06:02.580 --> 00:06:04.480]  你都會好像亞哥那樣一無所有
[00:06:04.480 --> 00:06:07.680]  摔得那麼用力去摔
[00:06:07.680 --> 00:06:11.180]  但我們看一看亞哥的人生去到這一點
[00:06:11.180 --> 00:06:16.380]  為何他和其他人掙扎了那麼多
[00:06:16.380 --> 00:06:20.080]  因為他不相信上帝的應許
[00:06:20.080 --> 00:06:26.580]  所以他自己想著上帝讓他來幫你去完成這個應許
[00:06:26.580 --> 00:06:33.380]  他很害怕將來不知道會發生甚麼事
[00:06:33.380 --> 00:06:37.780]  所以他想盡量控制他自己的人生
[00:06:37.780 --> 00:06:42.680]  但你想一想 他的家庭背景
[00:06:42.680 --> 00:06:44.980]  其實他不是很窮 其實很有錢
[00:06:44.980 --> 00:06:48.480]  無論是阿伯拉罕 伊薩 其實是很有錢的
[00:06:48.480 --> 00:06:53.780]  但他見到他的哥哥是有優勢比起他
[00:06:53.780 --> 00:06:57.580]  你知道 長子是有雙倍的產業
[00:06:57.580 --> 00:07:06.680]  同一時間是家下的一個領袖
[00:07:06.680 --> 00:07:14.180]  財產和權力 他覺得可以給他平安 給他安穩
[00:07:14.180 --> 00:07:20.780]  所以他將這個名份和這個祝福搶回來 摔跤回來
[00:07:20.780 --> 00:07:28.080]  令他有優勢比起他哥哥二嫂
[00:07:28.080 --> 00:07:37.280]  其實雅各就是被我們今生世界的標準推動去做這件事
[00:07:37.280 --> 00:07:40.380]  你想一想 我們經常說英文那句
[00:07:40.380 --> 00:07:42.180]  Climbing the corporate ladder
[00:07:42.180 --> 00:07:44.980]  你踩著其他人上位 其實很正常
[00:07:44.980 --> 00:07:49.380]  其實他做這件事對他來說很正常
[00:07:49.380 --> 00:07:53.980]  但到今時今日 我們的人的本性有沒有改變
[00:07:53.980 --> 00:07:57.980]  其實這幾千年都沒有什麼改變
[00:07:57.980 --> 00:08:02.780]  我們是真的有決心 想得到財和富
[00:08:02.780 --> 00:08:06.680]  因為可以帶給我們祝福 可以帶給我們安慰
[00:08:06.680 --> 00:08:13.380]  讓我們覺得自己可以控制到我們的未來
[00:08:13.380 --> 00:08:18.480]  其實我們都知道的 看一看突然之間這個圖片
[00:08:18.480 --> 00:08:21.680]  現在香港來的 你知道我說什麼
[00:08:21.680 --> 00:08:29.880]  我在台灣有一個幫助我看著兒童的團體
[00:08:29.880 --> 00:08:31.880]  他的名字叫Julian
[00:08:31.880 --> 00:08:35.580]  我問他 你每天的人生是怎樣過的
[00:08:35.580 --> 00:08:39.280]  Steve 我基本上是這樣的
[00:08:39.280 --> 00:08:44.680]  我五點鐘要起床 接著要去練習 練習柔道
[00:08:44.680 --> 00:08:47.680]  因為他媽媽是教柔道的
[00:08:47.680 --> 00:08:51.080]  練習兩個小時柔道 七點鐘 接著去跑步
[00:08:51.080 --> 00:08:54.280]  跑完步 八點鐘就上學
[00:08:54.280 --> 00:08:57.380]  回到家 四點鐘放學
[00:08:57.380 --> 00:09:02.380]  接著就要去補習班 學練英文和數學
[00:09:02.380 --> 00:09:04.180]  接著回家還要做功課
[00:09:04.180 --> 00:09:06.880]  你幾點睡覺 我問他 十二點
[00:09:06.880 --> 00:09:08.880]  你不是每天睡五個小時
[00:09:08.880 --> 00:09:14.580]  我每天都問他 你想要些什麼 需要些什麼
[00:09:14.580 --> 00:09:20.180]  現在他說 我只想睡覺 我只想睡覺
[00:09:20.180 --> 00:09:23.180]  我見到人生真的很慘
[00:09:23.180 --> 00:09:30.180]  我覺得他連一個兒童的時間都沒有
[00:09:30.180 --> 00:09:33.180]  現在令我想起一些問題
[00:09:33.180 --> 00:09:38.580]  為什麼我們需要我們的兒女
[00:09:38.580 --> 00:09:39.980]  需要他們做這麼多事情
[00:09:39.980 --> 00:09:41.980]  要那麼高的標準給他們
[00:09:41.980 --> 00:09:44.980]  他們這麼小的時候
[00:09:44.980 --> 00:09:48.980]  為什麼我們覺得這個安穩
[00:09:48.980 --> 00:09:53.980]  就是我們可以勝過其他人就有安穩
[00:09:53.980 --> 00:09:55.980]  為什麼我們每一次都要贏第一
[00:09:55.980 --> 00:10:00.480]  當然我們想贏第一 我們去比賽的時候
[00:10:00.480 --> 00:10:03.980]  但是有時我們的reality
[00:10:03.980 --> 00:10:05.980]  我們真實世界就是
[00:10:05.980 --> 00:10:07.980]  我們不會每次都贏第一
[00:10:07.980 --> 00:10:10.980]  那你怎樣去教他們
[00:10:10.980 --> 00:10:12.980]  最後還是中間
[00:10:12.980 --> 00:10:18.980]  其實人生是我們必須要經過的時候
[00:10:18.980 --> 00:10:21.980]  我們人生是有高有低 是不是
[00:10:21.980 --> 00:10:24.980]  我們真的要去學會去接受這件事
[00:10:24.980 --> 00:10:27.980]  我不是說我們不應該做最好的在人生
[00:10:27.980 --> 00:10:29.980]  在我們社會 我不是這個意思
[00:10:29.980 --> 00:10:32.980]  但是我們的主要的目標是
[00:10:32.980 --> 00:10:38.980]  令到我有安穩 我們一定是會失望
[00:10:38.980 --> 00:10:41.980]  另外有一個故事就是
[00:10:41.980 --> 00:10:44.980]  我有一個弟兄姊妹
[00:10:44.980 --> 00:10:45.980]  她會和我說
[00:10:45.980 --> 00:10:47.980]  我覺得她都算是成功了
[00:10:47.980 --> 00:10:49.980]  她讀完大學去了台北
[00:10:49.980 --> 00:10:53.980]  在一個很大的公司做documentary
[00:10:53.980 --> 00:10:55.980]  就是去做片的
[00:10:55.980 --> 00:10:58.980]  這樣她有一刻
[00:10:58.980 --> 00:11:02.980]  我在鄉下的一個木匯
[00:11:02.980 --> 00:11:04.980]  她問我
[00:11:04.980 --> 00:11:08.980]  我們講起原住民其實
[00:11:08.980 --> 00:11:10.980]  他們每天都是吃完就算了
[00:11:10.980 --> 00:11:13.980]  做完工出糧就用光了
[00:11:13.980 --> 00:11:15.980]  好像沒什麼上進心
[00:11:15.980 --> 00:11:16.980]  她和我說
[00:11:16.980 --> 00:11:17.980]  這樣也對
[00:11:17.980 --> 00:11:19.980]  她說我們應該要教他們
[00:11:19.980 --> 00:11:22.980]  給另外一面的生活給他們知道
[00:11:22.980 --> 00:11:25.980]  其實我們生命有很多不同的標準
[00:11:25.980 --> 00:11:27.980]  你可以過得好一點
[00:11:27.980 --> 00:11:29.980]  我就問一問她
[00:11:29.980 --> 00:11:31.980]  為什麼你回到屏東這個地方
[00:11:31.980 --> 00:11:32.980]  這個鄉下地方
[00:11:32.980 --> 00:11:34.980]  你其實都很成功
[00:11:34.980 --> 00:11:37.980]  無論是學業還是事業上
[00:11:37.980 --> 00:11:39.980]  為什麼你回來呢
[00:11:39.980 --> 00:11:42.980]  她說我burn out了
[00:11:42.980 --> 00:11:45.980]  burn out怎麼說呢
[00:11:45.980 --> 00:11:47.980]  太疲勞了
[00:11:47.980 --> 00:11:48.980]  工作burn out
[00:11:48.980 --> 00:11:50.980]  我不知道怎麼解釋這件事
[00:11:50.980 --> 00:11:52.980]  她說我頂不住
[00:11:52.980 --> 00:11:54.980]  這個社會的工作
[00:11:54.980 --> 00:11:56.980]  因為她經常都要爭上位
[00:11:56.980 --> 00:12:00.980]  我就問她
[00:12:00.980 --> 00:12:02.980]  你這個社會的標準
[00:12:02.980 --> 00:12:04.980]  是不是比她好一點
[00:12:04.980 --> 00:12:07.980]  她這樣高高興興
[00:12:07.980 --> 00:12:09.980]  原住民過日子
[00:12:09.980 --> 00:12:11.980]  她沒有壓力
[00:12:11.980 --> 00:12:14.980]  為什麼你覺得你的標準一定比她好
[00:12:14.980 --> 00:12:16.980]  因為她覺得
[00:12:16.980 --> 00:12:18.980]  讀書和賺到錢
[00:12:18.980 --> 00:12:20.980]  找到一個好的工作
[00:12:20.980 --> 00:12:21.980]  就是安穩
[00:12:21.980 --> 00:12:22.980]  是不是一定是這樣
[00:12:22.980 --> 00:12:24.980]  突然之間我想問
[00:12:24.980 --> 00:12:26.980]  所以我想和你說
[00:12:26.980 --> 00:12:28.980]  如果我們將我們的未來
[00:12:28.980 --> 00:12:30.980]  我們安穩
[00:12:30.980 --> 00:12:32.980]  不放在上帝的手中
[00:12:32.980 --> 00:12:34.980]  我們永遠都是掙扎的
[00:12:34.980 --> 00:12:37.980]  因為我們經常都找這些假的平安
[00:12:37.980 --> 00:12:41.980]  但是上帝不會放下我們向這個警方
[00:12:41.980 --> 00:12:44.980]  他一定會給我們機會
[00:12:44.980 --> 00:12:47.980]  用不同的渠道
[00:12:47.980 --> 00:12:52.980]  讓我們可以信靠他多一點
[00:12:52.980 --> 00:12:54.980]  這就帶我們去第二點
[00:12:54.980 --> 00:12:58.980]  如何突破我們的自給自足
[00:12:58.980 --> 00:13:00.980]  我們在二十五節
[00:13:00.980 --> 00:13:03.980]  至六十二十九
[00:13:03.980 --> 00:13:06.980]  在二十五節你見到
[00:13:06.980 --> 00:13:08.980]  二十四和二十五節
[00:13:08.980 --> 00:13:09.980]  她見到
[00:13:09.980 --> 00:13:11.980]  睡覺了一整晚
[00:13:11.980 --> 00:13:13.980]  你想一整晚
[00:13:13.980 --> 00:13:15.980]  其實天黑到天亮
[00:13:15.980 --> 00:13:17.980]  你見不到
[00:13:17.980 --> 00:13:19.980]  我想有八個小時
[00:13:19.980 --> 00:13:21.980]  因為我們沒有燈
[00:13:21.980 --> 00:13:24.980]  沒有什麼東西
[00:13:24.980 --> 00:13:27.980]  但是天亮就來的時候
[00:13:27.980 --> 00:13:29.980]  那個人
[00:13:29.980 --> 00:13:33.980]  碰一下亞哥的大腿
[00:13:33.980 --> 00:13:34.980]  就脫臼了
[00:13:34.980 --> 00:13:35.980]  其實你發覺
[00:13:35.980 --> 00:13:38.980]  這個人好像和他玩耍
[00:13:38.980 --> 00:13:43.980]  想知道他有多緊張他的生命
[00:13:43.980 --> 00:13:45.980]  但是為什麼上帝
[00:13:45.980 --> 00:13:46.980]  這個人是上帝
[00:13:46.980 --> 00:13:47.980]  我們知道
[00:13:47.980 --> 00:13:49.980]  為什麼上帝在這一刻
[00:13:49.980 --> 00:13:53.980]  他的生命出現
[00:13:53.980 --> 00:13:55.980]  因為他之前那一刻
[00:13:55.980 --> 00:13:56.980]  亞哥
[00:13:56.980 --> 00:13:58.980]  他將世界圍繞著他
[00:13:58.980 --> 00:14:01.980]  他根本沒有這個心情
[00:14:01.980 --> 00:14:02.980]  沒有這個機會
[00:14:02.980 --> 00:14:03.980]  安靜自己一個人
[00:14:03.980 --> 00:14:07.980]  在上帝面前
[00:14:07.980 --> 00:14:09.980]  就是這個時候
[00:14:09.980 --> 00:14:10.980]  上帝可以捉到他
[00:14:10.980 --> 00:14:12.980]  為什麼?這是最好的時候
[00:14:12.980 --> 00:14:15.980]  因為上帝要在這裡教訓他
[00:14:15.980 --> 00:14:17.980]  他現在是無路可走
[00:14:17.980 --> 00:14:18.980]  他以前經常想到辦法
[00:14:18.980 --> 00:14:19.980]  去解決自己的問題
[00:14:19.980 --> 00:14:20.980]  但是現在是無路可走
[00:14:20.980 --> 00:14:22.980]  他自己也知道
[00:14:22.980 --> 00:14:24.980]  他現在是很失望
[00:14:24.980 --> 00:14:27.980]  所以上帝是在晚上來到
[00:14:27.980 --> 00:14:29.980]  令他看不到
[00:14:29.980 --> 00:14:31.980]  他看不到那個人是誰
[00:14:31.980 --> 00:14:34.980]  他真的表露他真正的身份
[00:14:34.980 --> 00:14:35.980]  你想一想
[00:14:35.980 --> 00:14:37.980]  你看那些四川演戲的人
[00:14:37.980 --> 00:14:38.980]  他不是經常變臉嗎?
[00:14:38.980 --> 00:14:40.980]  你都不知道他的真面目是什麼
[00:14:40.980 --> 00:14:42.980]  我覺得亞哥就是這樣
[00:14:42.980 --> 00:14:45.980]  但是今次他晚上很失望
[00:14:45.980 --> 00:14:49.980]  他真的表明他真正的身份是誰
[00:14:49.980 --> 00:14:54.980]  但是如果上帝顯現他自己是上帝
[00:14:54.980 --> 00:14:58.980]  我覺得亞哥會太害怕
[00:14:58.980 --> 00:14:59.980]  害怕到一個地步
[00:14:59.980 --> 00:15:03.980]  他不敢講真心話
[00:15:03.980 --> 00:15:05.980]  但是上帝就要看一看
[00:15:05.980 --> 00:15:07.980]  他愛他現在的生命
[00:15:07.980 --> 00:15:08.980]  是愛有多少
[00:15:08.980 --> 00:15:09.980]  但是我們可以見到
[00:15:09.980 --> 00:15:12.980]  他愛現在的生命是非常之多
[00:15:12.980 --> 00:15:15.980]  因為他肯去掙扎了這麼久
[00:15:15.980 --> 00:15:17.980]  都不投降
[00:15:17.980 --> 00:15:19.980]  我們去到二十六節
[00:15:19.980 --> 00:15:22.980]  你見到他傷了
[00:15:22.980 --> 00:15:24.980]  亞哥終於明白到
[00:15:24.980 --> 00:15:26.980]  這個人有機會是上帝自己
[00:15:26.980 --> 00:15:27.980]  為什麼呢?
[00:15:27.980 --> 00:15:28.980]  第一
[00:15:28.980 --> 00:15:31.980]  亞哥叫這個人拿個祝福
[00:15:31.980 --> 00:15:32.980]  第二
[00:15:32.980 --> 00:15:34.980]  想一想
[00:15:34.980 --> 00:15:36.980]  耳掃會不會祝福他?
[00:15:36.980 --> 00:15:38.980]  一定不會
[00:15:38.980 --> 00:15:44.980]  一個祝福只可以來自一個給他有高權力的人
[00:15:44.980 --> 00:15:47.980]  基本上祝福是問什麼呢?
[00:15:47.980 --> 00:15:50.980]  他是想叫這個人
[00:15:50.980 --> 00:15:51.980]  我們所知是上帝
[00:15:51.980 --> 00:15:55.980]  去救贖他在他哥哥耳掃的手中出來
[00:15:55.980 --> 00:15:57.980]  其實在他這個情境
[00:15:57.980 --> 00:15:58.980]  誰可以救到他呢?
[00:15:58.980 --> 00:16:01.980]  只有上帝自己
[00:16:01.980 --> 00:16:03.980]  我們去到二十七節
[00:16:03.980 --> 00:16:06.980]  這個人上帝怎樣回應呢?
[00:16:06.980 --> 00:16:08.980]  其實我覺得很模糊
[00:16:08.980 --> 00:16:10.980]  很confusing
[00:16:10.980 --> 00:16:11.980]  上帝問他
[00:16:11.980 --> 00:16:13.980]  你叫什麼名字?
[00:16:13.980 --> 00:16:15.980]  我現在祝福你叫什麼名字?
[00:16:15.980 --> 00:16:20.980]  和亞哥問的有什麼關係呢?
[00:16:20.980 --> 00:16:22.980]  其實上帝問
[00:16:22.980 --> 00:16:25.980]  你究竟真正是誰呢?
[00:16:25.980 --> 00:16:27.980]  給我一個新的面目
[00:16:27.980 --> 00:16:29.980]  上帝想和我說
[00:16:29.980 --> 00:16:36.980]  因為名字在聖經是代表別人的品格和將來
[00:16:36.980 --> 00:16:39.980]  所以最後
[00:16:39.980 --> 00:16:41.980]  你看到亞哥去回應
[00:16:41.980 --> 00:16:43.980]  他說我是叫亞哥
[00:16:43.980 --> 00:16:44.980]  什麼意思呢?
[00:16:44.980 --> 00:16:46.980]  其實他開始認罪了
[00:16:46.980 --> 00:16:47.980]  亞哥是什麼呢?
[00:16:47.980 --> 00:16:49.980]  他說我自己是一個老千
[00:16:49.980 --> 00:16:52.980]  他終於肯承認自己是誰
[00:16:52.980 --> 00:16:55.980]  他帶了一個真正的面目去見上帝
[00:16:55.980 --> 00:16:59.980]  接著到二十八節
[00:16:59.980 --> 00:17:01.980]  上帝就祝福他
[00:17:01.980 --> 00:17:03.980]  改他的名字變成以色列
[00:17:03.980 --> 00:17:04.980]  什麼意思呢?
[00:17:04.980 --> 00:17:10.980]  我們所知以色列將來會變成大國
[00:17:10.980 --> 00:17:12.980]  作為一個祝福
[00:17:12.980 --> 00:17:17.980]  讓所有人在周圍都見到上帝是存在的
[00:17:17.980 --> 00:17:22.980]  上帝說我改你的名字的意思是什麼呢?
[00:17:22.980 --> 00:17:25.980]  如果你想要祝福
[00:17:25.980 --> 00:17:29.980]  你不可以再繼續用現在的行為
[00:17:29.980 --> 00:17:30.980]  你要改
[00:17:30.980 --> 00:17:33.980]  你不可以再騙人
[00:17:33.980 --> 00:17:37.980]  你不可以再以為自己的力量
[00:17:37.980 --> 00:17:42.980]  可以用自己的能量得到
[00:17:42.980 --> 00:17:47.980]  你的祝福是永遠用自己的能力得不到的
[00:17:52.980 --> 00:17:54.980]  最後他都答應
[00:17:54.980 --> 00:17:55.980]  他都去馴服
[00:17:55.980 --> 00:17:58.980]  他都去同意改這個名字
[00:17:58.980 --> 00:18:02.980]  意思是他肯去馴服上帝
[00:18:02.980 --> 00:18:06.980]  但上帝就說了一句我覺得很奇怪的
[00:18:06.980 --> 00:18:10.980]  他說他得勝人和上帝
[00:18:10.980 --> 00:18:11.980]  什麼意思呢?
[00:18:11.980 --> 00:18:12.980]  其實人我明白
[00:18:12.980 --> 00:18:14.980]  他摔跤贏了
[00:18:14.980 --> 00:18:17.980]  但怎樣贏了上帝呢?
[00:18:17.980 --> 00:18:20.980]  他贏上帝不是因為他很有能力
[00:18:20.980 --> 00:18:24.980]  摔跤了八、九個小時
[00:18:24.980 --> 00:18:28.980]  因為他開始被上帝打傷的時候
[00:18:28.980 --> 00:18:31.980]  他捉住拿住不放
[00:18:31.980 --> 00:18:37.980]  他開始不是用自己的智慧去贏對方
[00:18:37.980 --> 00:18:39.980]  但是他捉住上帝
[00:18:39.980 --> 00:18:42.980]  他需要上帝的祝福
[00:18:42.980 --> 00:18:47.980]  他捉住就是他真的馴服在上帝自己那裡
[00:18:47.980 --> 00:18:50.980]  他肯去be vulnerable
[00:18:50.980 --> 00:18:53.980]  就是去表露自己的軟弱
[00:18:53.980 --> 00:18:58.980]  亞國是需要輸了這場比賽才能贏得祝福
[00:18:58.980 --> 00:19:05.980]  這個投降是我們最主要贏的秘訣
[00:19:05.980 --> 00:19:07.980]  是要投降
[00:19:07.980 --> 00:19:09.980]  從這一刻開始
[00:19:09.980 --> 00:19:14.980]  亞國就是一個更新了的人
[00:19:14.980 --> 00:19:17.980]  其實鄭英師妹
[00:19:17.980 --> 00:19:19.980]  這一場摔跤
[00:19:19.980 --> 00:19:22.980]  其實我們每一個人的基督徒旅程
[00:19:22.980 --> 00:19:24.980]  我們應該每一個人都很明白
[00:19:24.980 --> 00:19:28.980]  上帝一定會將一些處境
[00:19:28.980 --> 00:19:32.980]  讓你需要去找他
[00:19:32.980 --> 00:19:34.980]  一個處境你會覺得很失望
[00:19:34.980 --> 00:19:36.980]  你自己很無助
[00:19:36.980 --> 00:19:39.980]  他是想你去呼應
[00:19:39.980 --> 00:19:42.980]  想你真的去找他
[00:19:42.980 --> 00:19:45.980]  但是因為通常我們第一刻的想法是什麼
[00:19:45.980 --> 00:19:47.980]  是怎樣去解決這個問題
[00:19:47.980 --> 00:19:48.980]  你想一想
[00:19:48.980 --> 00:19:50.980]  我們回教會這麼久
[00:19:50.980 --> 00:19:53.980]  我第一個問題
[00:19:53.980 --> 00:19:56.980]  我有問題我去找誰呢
[00:19:56.980 --> 00:19:58.980]  我兒子女兒有事
[00:19:58.980 --> 00:20:00.980]  誰在教會是做醫生的
[00:20:00.980 --> 00:20:02.980]  馬上叫我出來
[00:20:02.980 --> 00:20:03.980]  我要賣樓
[00:20:03.980 --> 00:20:05.980]  誰是經紀
[00:20:05.980 --> 00:20:07.980]  我們通常都是這樣
[00:20:07.980 --> 00:20:10.980]  有沒有人第一次會祈禱呢
[00:20:10.980 --> 00:20:11.980]  其實很少
[00:20:11.980 --> 00:20:13.980]  直到我去台灣
[00:20:13.980 --> 00:20:16.980]  我真的沒有這些關係
[00:20:16.980 --> 00:20:19.980]  我就會肯去祈禱
[00:20:19.980 --> 00:20:21.980]  我們不去絕望
[00:20:21.980 --> 00:20:23.980]  我們是不會去找上帝的
[00:20:23.980 --> 00:20:25.980]  鄭英師妹
[00:20:25.980 --> 00:20:29.980]  是經過這些風浪
[00:20:29.980 --> 00:20:34.980]  我們才可以表露我們真正的身份
[00:20:34.980 --> 00:20:36.980]  和可以和上帝
[00:20:36.980 --> 00:20:41.980]  很誠懇的去聽我們的需要
[00:20:41.980 --> 00:20:43.980]  我們有時和上帝說話
[00:20:43.980 --> 00:20:45.980]  如果你真的表露身份
[00:20:45.980 --> 00:20:47.980]  你和他說的話未必是公認的
[00:20:47.980 --> 00:20:50.980]  但是上帝想你的真誠
[00:20:50.980 --> 00:20:57.980]  雖然我們不是像雅各那樣
[00:20:57.980 --> 00:20:59.980]  我們見不到上帝
[00:20:59.980 --> 00:21:01.980]  真的見不到他
[00:21:01.980 --> 00:21:04.980]  但是我們經過這些經歷
