
[00:00:00.000 --> 00:00:04.000]  大家幾度理平安
[00:03:45.000 --> 00:03:49.000]  所以受苦的主題就貫穿在彼得前書裏面
[00:03:49.000 --> 00:03:53.000]  所以二章三章四章都在講到受苦
[00:03:53.000 --> 00:03:56.000]  所以二章三章四章都在講到受苦
[00:03:56.000 --> 00:03:59.000]  我們之前也講過受苦的態度
[00:03:59.000 --> 00:04:01.000]  我們之前也講過受苦的態度
[00:04:01.000 --> 00:04:02.000]  受苦的原因
[00:04:02.000 --> 00:04:03.000]  受苦的原因
[00:04:03.000 --> 00:04:05.000]  會經歷哪些苦難
[00:04:05.000 --> 00:04:06.000]  會經歷哪些苦難
[00:04:06.000 --> 00:04:08.000]  但今天所要講的這一段經文
[00:04:08.000 --> 00:04:10.000]  但今天所要講的這一段經文
[00:04:10.000 --> 00:04:12.000]  是在講基督的受苦
[00:04:12.000 --> 00:04:13.000]  是在講基督的受苦
[00:04:13.000 --> 00:04:15.000]  我們來讀今天的經文
[00:04:15.000 --> 00:04:17.000]  我們現在一齊去讀今天的經文
[00:04:17.000 --> 00:04:20.000]  如果方便就翻開自己的聖經
[00:04:20.000 --> 00:04:24.000]  如果方便就大家打開自己的聖經
[00:04:24.000 --> 00:04:25.000]  或者看周報
[00:04:25.000 --> 00:04:26.000]  或者看周報
[00:04:26.000 --> 00:04:29.000]  因為我們聽到的時候會不斷的看經文
[00:04:29.000 --> 00:04:33.000]  因為我們聽到的時候會不斷的看經文
[00:04:33.000 --> 00:04:37.000]  我們從十八節開始讀到二十二節
[00:04:37.000 --> 00:04:39.000]  我們大家一起讀
[00:04:39.000 --> 00:04:43.000]  我們一齊從三章十八節讀到二十二節
[00:04:43.000 --> 00:04:46.000]  因基督也曾一次為罪受苦
[00:04:46.000 --> 00:04:48.000]  就是義的代替不義的
[00:04:48.000 --> 00:04:51.000]  為要引我們到神面前
[00:04:51.000 --> 00:04:52.000]  按著肉體說
[00:04:52.000 --> 00:04:53.000]  他被治死
[00:04:53.000 --> 00:04:55.000]  按著靈性說
[00:04:55.000 --> 00:04:56.000]  他復活了
[00:04:56.000 --> 00:04:57.000]  他藉這靈
[00:04:57.000 --> 00:05:01.000]  曾去傳道給那些在監獄裡的聆聽
[00:05:01.000 --> 00:05:05.000]  就是那從前在羅亞預備方舟
[00:05:05.000 --> 00:05:08.000]  神容忍等待的時候不信從的人
[00:05:08.000 --> 00:05:10.000]  當時進入方舟
[00:05:10.000 --> 00:05:12.000]  藉著水得救的不多
[00:05:12.000 --> 00:05:14.000]  只有八個人
[00:05:14.000 --> 00:05:16.000]  這水所表明的洗禮
[00:05:16.000 --> 00:05:20.000]  現在藉著耶穌基督復活也拯救你們
[00:05:20.000 --> 00:05:24.000]  這洗禮本不在乎除掉肉體的污穢
[00:05:24.000 --> 00:05:28.000]  只求在神面前有無愧的良心
[00:05:28.000 --> 00:05:31.000]  耶穌已經進入天堂
[00:05:31.000 --> 00:05:32.000]  在神的右邊
[00:05:32.000 --> 00:05:38.000]  眾天使和有權柄的並有能力的都服從了他
[00:05:38.000 --> 00:05:42.000]  我們再讀四章的第一節
[00:05:42.000 --> 00:05:44.000]  我們讀完四章的第一節
[00:05:44.000 --> 00:05:46.000]  基督既在肉身受苦
[00:05:46.000 --> 00:05:50.000]  你們也當將這樣的心智作為兵器
[00:05:50.000 --> 00:05:52.000]  因為在肉身受過苦的
[00:05:52.000 --> 00:05:56.000]  就已經與罪斷絕了
[00:05:56.000 --> 00:06:02.000]  這段經文忽然再講到基督的受苦
[00:06:02.000 --> 00:06:09.000]  但是這段經文的上下文是在講基督徒的受苦
[00:06:09.000 --> 00:06:14.000]  但是這段經文的上下文是講基督徒的受苦
[00:06:14.000 --> 00:06:17.000]  所以我們來看這個十七節
[00:06:17.000 --> 00:06:19.000]  我們來看一看第十七節
[00:06:19.000 --> 00:06:28.000]  他說神的旨意若是教你們因行善受苦
[00:06:28.000 --> 00:06:33.000]  總強辱因行惡受苦
[00:06:33.000 --> 00:06:41.000]  然後十八節說因基督也曾一次畏罪受苦
[00:06:41.000 --> 00:06:44.000]  所以上文是在講
[00:06:44.000 --> 00:06:47.000]  我們基督徒受苦可能有兩種內心
[00:06:47.000 --> 00:06:50.000]  所以上文講到我們基督徒受苦
[00:06:50.000 --> 00:06:52.000]  可能有兩種的情況
[00:06:52.000 --> 00:06:54.000]  你有可能是因行善受苦
[00:06:54.000 --> 00:06:57.000]  也有可能是因行惡受苦
[00:06:57.000 --> 00:06:59.000]  就是可能是因為行善來受苦
[00:06:59.000 --> 00:07:02.000]  也有可能是因行惡來受苦
[00:07:02.000 --> 00:07:05.000]  但是他接下來就講基督的受苦
[00:07:05.000 --> 00:07:07.000]  是獨特的一種受苦
[00:07:07.000 --> 00:07:10.000]  接下來講基督的受苦是一種很特別的受苦
[00:07:10.000 --> 00:07:14.000]  基督的受苦不是因行善也不是因行惡
[00:07:14.000 --> 00:07:17.000]  基督的受苦不是因行善也不是因行惡
[00:07:17.000 --> 00:07:21.000]  因為基督的受苦是普天之下最獨一無二的受苦
[00:07:21.000 --> 00:07:25.000]  因為基督的受苦是普天之下獨一無二的受苦
[00:07:25.000 --> 00:07:30.000]  基督受苦的方式受苦的原因受苦的內心受苦的結果都與眾不同
[00:07:30.000 --> 00:07:35.000]  基督的受苦的方式的原因也都是與眾不同
[00:07:35.000 --> 00:07:39.000]  然後我們來看他講完基督受苦以後四章一節的經文
[00:07:39.000 --> 00:07:44.000]  我們來看他講完基督受苦以後四章一節的經文
[00:07:44.000 --> 00:07:47.000]  他說基督既然在肉身受苦
[00:07:47.000 --> 00:07:49.000]  他說基督既然在肉身受苦
[00:07:49.000 --> 00:07:53.000]  那你們也將這樣的心智當作兵器
[00:07:53.000 --> 00:07:57.000]  他說你們也將這樣的心智來作為兵器
[00:07:57.000 --> 00:08:00.000]  所以你看作者他又回到我們身上了
[00:08:00.000 --> 00:08:03.000]  作者又將這個受苦來到我們身上了
[00:08:03.000 --> 00:08:06.000]  所以他講我們的受苦
[00:08:06.000 --> 00:08:08.000]  他就把基督的受苦提出來
[00:08:08.000 --> 00:08:11.000]  他講我們的受苦也都將基督的受苦提出來
[00:08:11.000 --> 00:08:14.000]  當他論述了基督的受苦之後呢
[00:08:14.000 --> 00:08:17.000]  當他論述基督的受苦之後
[00:08:17.000 --> 00:08:21.000]  他又回到我們受苦的這個層面來
[00:08:21.000 --> 00:08:24.000]  他又回到我們受苦的這個層面上面
[00:08:24.000 --> 00:08:32.000]  所以我們今天要從整個基督徒受苦的這樣的一個主題下來思想基督的受苦
[00:08:32.000 --> 00:08:38.000]  所以今天我們就在基督徒受苦這個題目之下去思想基督的受苦
[00:08:38.000 --> 00:08:44.000]  也就是說基督的受苦跟我們的受苦是有關聯的
[00:08:44.000 --> 00:08:48.000]  也就是說基督的受苦跟我們的受苦是有關聯的
[00:08:48.000 --> 00:08:52.000]  或者說如果我們不認識基督的受苦
[00:08:52.000 --> 00:08:55.000]  那我們就不可能認識自己的受苦
[00:08:55.000 --> 00:08:58.000]  也可以說如果我們不認識基督的受苦
[00:08:58.000 --> 00:09:01.000]  我們也都不能夠認識我們自己的受苦
[00:09:01.000 --> 00:09:03.000]  如果我們不認識基督的受苦
[00:09:03.000 --> 00:09:06.000]  我們在受苦的當中我們就沒有依靠
[00:09:06.000 --> 00:09:08.000]  如果我們不認識基督的受苦
[00:09:08.000 --> 00:09:11.000]  我們在受苦的過程當中我們也都沒有依靠
[00:09:11.000 --> 00:09:14.000]  所以當我們認識基督的受苦之後
[00:09:14.000 --> 00:09:19.000]  我們才能夠幫助我們更好的理解我們的受苦
[00:09:19.000 --> 00:09:21.000]  當我們認識基督的受苦的時候
[00:09:21.000 --> 00:09:24.000]  也都更好的幫我們理解我們的受苦
[00:09:24.000 --> 00:09:26.000]  在現實當中來說呢
[00:09:26.000 --> 00:09:29.000]  受苦卻是人生的必修課
[00:09:29.000 --> 00:09:35.000]  受苦在現實的人生當中是我們人生的必修課
[00:09:35.000 --> 00:09:37.000]  凡是正常活在世上的人
[00:09:37.000 --> 00:09:40.000]  沒有一個人會免去人生的苦難
[00:09:40.000 --> 00:09:42.000]  所以凡是正常在地上生活的人
[00:09:42.000 --> 00:09:46.000]  沒有一個人能夠免去地上的苦難
[00:09:46.000 --> 00:09:49.000]  孩子有孩子的苦
[00:09:49.000 --> 00:09:52.000]  小孩子有小孩子的苦
[00:09:52.000 --> 00:09:55.000]  大人有大人的苦
[00:09:55.000 --> 00:09:56.000]  年輕人有年輕人的苦
[00:09:56.000 --> 00:10:01.000]  老年人有老年人的苦
[00:10:01.000 --> 00:10:03.000]  社會地位高的人有他的苦
[00:10:03.000 --> 00:10:10.000]  社會最底層的人也有他的苦
[00:10:10.000 --> 00:10:12.000]  有錢人他有他的苦
[00:10:12.000 --> 00:10:18.000]  窮人他有他的另外的苦
[00:10:18.000 --> 00:10:20.000]  身體健康的人有他的苦
[00:10:20.000 --> 00:10:25.000]  身體有病的人也有他的苦
[00:10:25.000 --> 00:10:29.000]  總而言之正如約博記所說
[00:10:29.000 --> 00:10:33.000]  人生在世必遇苦難
[00:10:33.000 --> 00:10:36.000]  就好像約伯記所說的
[00:10:36.000 --> 00:10:38.000]  人生裡面必有苦難
[00:10:38.000 --> 00:10:41.000]  所以沒有一個人能夠免去苦難
[00:10:41.000 --> 00:10:44.000]  沒有一個人是可以免疫的
[00:10:44.000 --> 00:10:46.000]  我們根據今天的經文
[00:10:46.000 --> 00:10:48.000]  我們來講兩個點
[00:10:48.000 --> 00:10:49.000]  我們根據今天的經文
[00:10:49.000 --> 00:10:51.000]  來提出兩點
[00:10:51.000 --> 00:10:53.000]  就是把基督的受苦
[00:10:53.000 --> 00:11:00.000]  跟我們的受苦作為對比來講
[00:11:00.000 --> 00:11:01.000]  首先我們來講
[00:11:01.000 --> 00:11:03.000]  基督的受苦跟我們的受苦
[00:11:03.000 --> 00:11:11.000]  是兩種截然相反的受苦
[00:11:11.000 --> 00:11:12.000]  然後我們再來講
[00:11:12.000 --> 00:11:14.000]  基督的受苦跟我們的受苦
[00:11:14.000 --> 00:11:20.000]  是彼此相連的受苦
[00:11:20.000 --> 00:11:22.000]  我們先看第一點
[00:11:22.000 --> 00:11:23.000]  就是基督的受苦
[00:11:23.000 --> 00:11:28.000]  跟我們的受苦截然相反
[00:11:28.000 --> 00:11:29.000]  講到苦難
[00:11:29.000 --> 00:11:35.000]  我們得弄清楚一個大前提
[00:11:35.000 --> 00:11:36.000]  這個大前提就是
[00:11:36.000 --> 00:11:45.000]  所有的苦難都與罪有關
[00:11:45.000 --> 00:11:51.000]  我們知道在約翰福音有一個故事
[00:11:51.000 --> 00:11:59.000]  主耶穌醫治了一個生來瞎眼的人
[00:11:59.000 --> 00:12:01.000]  當時門徒問耶穌說
[00:12:01.000 --> 00:12:08.000]  主啊 這個人為什麼會生來瞎眼呢
[00:12:08.000 --> 00:12:09.000]  是因為他的罪呢
[00:12:09.000 --> 00:12:13.000]  還是因為他父母的罪呢
[00:12:13.000 --> 00:12:16.000]  主耶穌說都不是
[00:12:16.000 --> 00:12:20.000]  是為了彰顯神的榮耀
[00:12:20.000 --> 00:12:22.000]  從這個例子來看
[00:12:22.000 --> 00:12:25.000]  好像受苦跟罪沒有直接關係
[00:12:25.000 --> 00:12:26.000]  從這個例子來講
[00:12:26.000 --> 00:12:30.000]  好像苦難跟罪好像沒有什麼關係
[00:12:30.000 --> 00:12:31.000]  是的
[00:12:31.000 --> 00:12:34.000]  我們每一個人在世上所受的苦難
[00:12:34.000 --> 00:12:38.000]  不見得直接跟你所犯的某些罪有關係
[00:12:38.000 --> 00:12:39.000]  是的 沒錯
[00:12:39.000 --> 00:12:42.000]  每一個人在地上生活的苦難
[00:12:42.000 --> 00:12:46.000]  很顯然一定是跟有罪有關的
[00:12:46.000 --> 00:12:48.000]  但是卻有很多的苦難
[00:12:48.000 --> 00:12:54.000]  又跟我們所犯的罪有直接關係
[00:12:54.000 --> 00:12:58.000]  最典型的例子是大衛
[00:12:58.000 --> 00:13:04.000]  大衛他被神簡顯做以色列人的王
[00:13:04.000 --> 00:13:11.000]  但是他在蒙神賞賜之後卻犯下大罪
[00:13:11.000 --> 00:13:15.000]  他犯了淫亂的罪和殺人的罪
[00:13:15.000 --> 00:13:20.000]  雖然上帝赦免他的罪 他也悔改了
[00:13:20.000 --> 00:13:22.000]  但是因他所犯的罪
[00:13:22.000 --> 00:13:25.000]  後來給他的家族帶來了更大的傷害
[00:13:25.000 --> 00:13:33.000]  更大的羞辱 更大的損失
[00:13:33.000 --> 00:13:36.000]  所以他家庭裡面的那些悲劇
[00:13:36.000 --> 00:13:43.000]  就是因他所犯的罪而帶來的
[00:13:43.000 --> 00:13:47.000]  所以我們從這兩個例子來看
[00:13:47.000 --> 00:13:55.000]  我們人生有些苦難沒有跟罪有直接關係
[00:13:55.000 --> 00:13:57.000]  但是有些苦難就跟我們所犯的罪
[00:13:57.000 --> 00:14:09.000]  或者父輩所犯的罪有直接的關係
[00:14:09.000 --> 00:14:14.000]  但是在這裡我要說的是另外一點
[00:14:14.000 --> 00:14:21.000]  是從根本原因和源頭上來講
[00:14:21.000 --> 00:14:25.000]  因為人類的始祖亞當犯罪之後
[00:14:25.000 --> 00:14:34.000]  所以整個人類就落在苦難當中
[00:14:34.000 --> 00:14:37.000]  所以這是大前提
[00:14:37.000 --> 00:14:45.000]  也就是說如果我們要徹底的擺脫苦難
[00:14:45.000 --> 00:14:49.000]  首先要解決的就是罪的問題
[00:14:49.000 --> 00:14:51.000]  如果我們要讓整個人類
[00:14:51.000 --> 00:14:54.000]  整個世界徹底的擺脫苦難
[00:14:54.000 --> 00:14:57.000]  所以如果我們要把所有人類
[00:14:57.000 --> 00:15:00.000]  整個世界徹底的擺脫罪
[00:15:00.000 --> 00:15:06.000]  也就必須要解決罪的問題
[00:15:06.000 --> 00:15:13.000]  而真正解決罪的問題就是耶穌基督
[00:15:13.000 --> 00:15:18.000]  所以耶穌基督祂藉著在十字架上的死
[00:15:18.000 --> 00:15:24.000]  解決了罪的問題
[00:15:24.000 --> 00:15:27.000]  所以等到耶穌基督二次再來的時候
[00:15:27.000 --> 00:15:35.000]  所建立的新天新地是完全沒有罪的存在
[00:15:35.000 --> 00:15:37.000]  而啟示錄的二十二章
[00:15:37.000 --> 00:15:44.000]  告訴我們新天新地是個什麼樣子
[00:15:44.000 --> 00:15:49.000]  在那裡沒有眼淚沒有疼痛
[00:15:49.000 --> 00:15:52.000]  沒有戰爭沒有疾病
[00:15:52.000 --> 00:15:54.000]  沒有死亡
[00:15:54.000 --> 00:15:59.000]  所以那是一個完全沒有罪的地方
[00:15:59.000 --> 00:16:00.000]  為什麼
[00:16:00.000 --> 00:16:04.000]  那是耶穌所實現的
[00:16:04.000 --> 00:16:06.000]  那對我們個人來說
[00:16:06.000 --> 00:16:08.000]  對我們個人來說
[00:16:08.000 --> 00:16:12.000]  你如果信靠耶穌基督的話
[00:16:12.000 --> 00:16:16.000]  你的罪也就完全被赦免被潔淨
[00:16:16.000 --> 00:16:19.000]  而你的罪也是完全被赦免被潔淨
[00:16:19.000 --> 00:16:21.000]  所以我們首先在思想苦難的時候
[00:16:21.000 --> 00:16:24.000]  要先清楚這個大前提
[00:16:24.000 --> 00:16:25.000]  所以我們要講到苦難的時候
[00:16:25.000 --> 00:16:28.000]  我們要先去清楚了解這個大前提
[00:16:28.000 --> 00:16:30.000]  人生所有苦難都以罪有關
[00:16:30.000 --> 00:16:34.000]  人生所有苦難都以罪有關
[00:16:34.000 --> 00:16:36.000]  那我們來思想第二個點
[00:16:36.000 --> 00:16:38.000]  為自己的罪受苦
[00:16:38.000 --> 00:16:40.000]  以為別人的罪受苦
[00:16:40.000 --> 00:16:42.000]  就是為自己的罪受苦
[00:16:42.000 --> 00:16:44.000]  和為別人的罪受苦
[00:16:44.000 --> 00:16:46.000]  我們每一個人受苦
[00:16:46.000 --> 00:16:48.000]  都是為自己的罪
[00:16:48.000 --> 00:16:50.000]  我們沒有資格為別人的罪受苦
[00:16:50.000 --> 00:16:51.000]  我們每一個人受苦
[00:16:51.000 --> 00:16:53.000]  都是為自己的罪受苦
[00:16:53.000 --> 00:16:55.000]  我們沒有資格為別人受苦
[00:16:55.000 --> 00:16:57.000]  但是基督的受苦卻不一樣
[00:16:57.000 --> 00:16:59.000]  但是基督的受苦就不一樣了
[00:16:59.000 --> 00:17:02.000]  我們看第十八節的經文
[00:17:02.000 --> 00:17:06.000]  他說因基督也曾一次畏罪受苦
[00:17:06.000 --> 00:17:09.000]  他說因基督也曾一次畏罪受苦
[00:17:09.000 --> 00:17:12.000]  注意他這一節的經文括號裡面
[00:17:12.000 --> 00:17:16.000]  有古簡作受苦應該是受死
[00:17:16.000 --> 00:17:19.000]  在裡面有個括弧就寫著
[00:17:19.000 --> 00:17:22.000]  有古卷就解釋受苦就是受死
[00:17:22.000 --> 00:17:24.000]  也就是說使圖彼得
[00:17:24.000 --> 00:17:26.000]  當描述基督的受苦的時候
[00:17:26.000 --> 00:17:29.000]  他把受苦跟受死等同
[00:17:29.000 --> 00:17:32.000]  所以彼得寫這個書信的時候
[00:17:32.000 --> 00:17:35.000]  他將基督的受苦和受死等同
[00:17:35.000 --> 00:17:38.000]  因為人生最大的苦難是什麼
[00:17:38.000 --> 00:17:39.000]  就是死亡
[00:17:39.000 --> 00:17:41.000]  因為人生最大的苦難是什麼
[00:17:41.000 --> 00:17:42.000]  就是死亡
[00:17:42.000 --> 00:17:45.000]  也就是說我們每一個人所受的苦
[00:17:45.000 --> 00:17:48.000]  不論直接還是間接都跟罪有關
[00:17:48.000 --> 00:17:50.000]  所以我們所受的苦
[00:17:50.000 --> 00:17:51.000]  無論是直接或者間接
[00:17:51.000 --> 00:17:52.000]  都是跟罪有關的
[00:17:52.000 --> 00:17:55.000]  或者說都是因罪而導致的
[00:17:55.000 --> 00:17:58.000]  或者說都是因罪而導致的
[00:17:58.000 --> 00:18:00.000]  但是耶穌基督的受苦呢
[00:18:00.000 --> 00:18:01.000]  但是耶穌基督的受苦呢
[00:18:01.000 --> 00:18:04.000]  雖然祂的受苦也以罪有關
[00:18:04.000 --> 00:18:06.000]  雖然祂的受苦也是跟罪有關
[00:18:06.000 --> 00:18:08.000]  也是因罪帶來的
[00:18:08.000 --> 00:18:09.000]  也是因為罪帶來的
[00:18:09.000 --> 00:18:11.000]  但是不同點在哪裡呢
[00:18:11.000 --> 00:18:12.000]  不同的地方在哪裡呢
[00:18:12.000 --> 00:18:14.000]  基督的受苦不是因祂的罪
[00:18:14.000 --> 00:18:17.000]  基督的受苦不是因為祂自己的罪
[00:18:17.000 --> 00:18:18.000]  是因你我的罪
[00:18:18.000 --> 00:18:20.000]  是因你和我的罪
[00:18:20.000 --> 00:18:22.000]  我們受苦我們本身就是罪人
[00:18:22.000 --> 00:18:24.000]  我們受苦我們本身就是罪人
[00:18:24.000 --> 00:18:26.000]  但是基督是義人
[00:18:26.000 --> 00:18:27.000]  但是基督是義人
[00:18:27.000 --> 00:18:29.000]  義人不應該受苦
[00:18:29.000 --> 00:18:30.000]  義人是不應該受苦的
[00:18:30.000 --> 00:18:32.000]  義人應該享福
[00:18:32.000 --> 00:18:34.000]  義人是應該享福
[00:18:34.000 --> 00:18:35.000]  享受平安
[00:18:35.000 --> 00:18:36.000]  享受平安
[00:18:36.000 --> 00:18:39.000]  但是耶穌作為義人為什麼要受苦呢
[00:18:39.000 --> 00:18:42.000]  但是耶穌作為義人為什麼要受苦呢
[00:18:42.000 --> 00:18:44.000]  因為祂是替我們受苦
[00:18:44.000 --> 00:18:46.000]  因為祂是替我們受苦
[00:18:46.000 --> 00:18:47.000]  我們看十八節的經文
[00:18:47.000 --> 00:18:49.000]  我們看十八節的經文
[00:18:49.000 --> 00:18:52.000]  祂說基督受苦是義的
[00:18:52.000 --> 00:18:54.000]  代替不義的
[00:18:54.000 --> 00:18:57.000]  祂說基督的受苦就是義的代替不義的
[00:18:57.000 --> 00:18:59.000]  所以祂是公義的
[00:18:59.000 --> 00:19:00.000]  我們是不義的
[00:19:00.000 --> 00:19:01.000]  祂說祂是公義的
[00:19:01.000 --> 00:19:02.000]  但我們是不義的
[00:19:02.000 --> 00:19:05.000]  所以公義的代替不義的
[00:19:05.000 --> 00:19:07.000]  是公義代替不義的
[00:19:07.000 --> 00:19:09.000]  這就是基督教信仰的核心
[00:19:09.000 --> 00:19:11.000]  這就是基督教信仰的核心
[00:19:11.000 --> 00:19:15.000]  是耶穌基督代替性的救贖
[00:19:15.000 --> 00:19:18.000]  是耶穌基督代替性的救贖
[00:19:18.000 --> 00:19:21.000]  代替的觀念很重要
[00:19:21.000 --> 00:19:23.000]  代替的觀念是非常重要
[00:19:23.000 --> 00:19:24.000]  幾個簡單的例子
[00:19:24.000 --> 00:19:25.000]  我們舉個簡單的例子
[00:19:25.000 --> 00:19:28.000]  如果你欠一個人一大筆債
[00:19:28.000 --> 00:19:31.000]  例如你欠一個人一大筆債
[00:19:31.000 --> 00:19:32.000]  你無力償還
[00:19:32.000 --> 00:19:33.000]  你無法償還
[00:19:33.000 --> 00:19:36.000]  有另外一個很好的朋友替你償還
[00:19:36.000 --> 00:19:38.000]  有另外一個很好的朋友來替你還這筆債
[00:19:38.000 --> 00:19:40.000]  你就不再欠債了
[00:19:40.000 --> 00:19:41.000]  你就不再欠債了
[00:19:41.000 --> 00:19:42.000]  你不需要再還了
[00:19:42.000 --> 00:19:43.000]  你不需要再還了
[00:19:43.000 --> 00:19:45.000]  因為有人替你還了
[00:19:45.000 --> 00:19:47.000]  因為已經有人替你還了
[00:19:47.000 --> 00:19:48.000]  這叫代替
[00:19:48.000 --> 00:19:49.000]  這叫代替
[00:19:49.000 --> 00:19:54.000]  代替的觀念在整本聖經裡都是很明顯的
[00:19:54.000 --> 00:19:57.000]  代替的觀念在整本聖經裡都是非常明顯的
[00:19:57.000 --> 00:20:01.000]  我們從伊甸園就看到這個代替的出現
[00:20:01.000 --> 00:20:04.000]  我們從伊甸園就能夠看到這個代替的出現
[00:20:04.000 --> 00:20:06.000]  亞當夏娃犯罪之後
[00:20:06.000 --> 00:20:09.000]  亞當夏娃犯罪之後
[00:20:09.000 --> 00:20:12.000]  他們就想用自己的方法來解決罪的問題
[00:20:12.000 --> 00:20:15.000]  他們就想用自己的方法來解決罪的問題
[00:20:15.000 --> 00:20:20.000]  於是他們就用無花果樹的葉子編造裙子來遮蓋他們的羞恥
[00:20:20.000 --> 00:20:26.000]  於是他們就用無花果樹的葉子編造裙子來遮蓋他們的羞恥
[00:20:26.000 --> 00:20:28.000]  大家想想看那是不長久的
[00:20:28.000 --> 00:20:29.000]  大家想想看那是不長久的
[00:20:29.000 --> 00:20:30.000]  但這個是不長久的
[00:20:30.000 --> 00:20:32.000]  所以後來上帝憐憫他們
[00:20:32.000 --> 00:20:34.000]  但後來上帝憐憫他們
[00:20:34.000 --> 00:20:37.000]  上帝用皮子做的衣服給他們穿
[00:20:37.000 --> 00:20:40.000]  上帝用皮子做的衣服給他們穿
[00:20:40.000 --> 00:20:43.000]  就代替他們用樹葉所做的衣服
[00:20:43.000 --> 00:20:46.000]  就代替他們用樹葉所做的衣服
[00:20:46.000 --> 00:20:51.000]  這就是聖經裏面最早出現的代替的概念
[00:20:51.000 --> 00:20:54.000]  這就是聖經裏面最早出現的代替的觀念
[00:20:54.000 --> 00:20:56.000]  這兩樣東西你對比一下
