
[00:00:00.000 --> 00:00:03.760]  我們今天看的題目就是「羅亞」
[00:02:36.840 --> 00:02:40.000]  但我們知道神要我們的就是與祂同行
[00:02:40.000 --> 00:02:43.800]  因為祂帶領我們的無論人生順境或者逆境
[00:02:43.800 --> 00:02:45.800]  祂就是我們的保障
[00:02:45.800 --> 00:02:49.800]  祂就是我們依靠的對象
[00:02:49.800 --> 00:02:53.840]  正是這樣我們看到神在這個世界當中有個奇妙的計劃
[00:02:53.840 --> 00:02:56.440]  雖然有審判,但是有救人
[00:02:56.440 --> 00:03:02.040]  羅亞正是這件事一個很明顯的代表
[00:03:02.040 --> 00:03:06.600]  有人說羅亞與神同行
[00:03:06.600 --> 00:03:11.640]  比起她的曾祖父,我們上個月說誰與神同行
[00:03:11.640 --> 00:03:14.120]  曾經第一個人物與神同行是誰?
[00:03:14.120 --> 00:03:15.640]  以諾
[00:03:15.640 --> 00:03:19.440]  以諾與神同行多少年呢?
[00:03:19.440 --> 00:03:22.320]  如果大家還記得,三百年
[00:03:22.320 --> 00:03:28.680]  但羅亞與神同行見方舟是經歷六百年
[00:03:28.680 --> 00:03:32.280]  所以有些人說她當時是更長的時間
[00:03:32.280 --> 00:03:36.920]  更特別的就是因為她的時期是更艱難的
[00:03:36.920 --> 00:03:40.000]  我們說到在《創世紀》第五章的時候
[00:03:40.000 --> 00:03:42.120]  拉麥和後裔的時候
[00:03:42.120 --> 00:03:45.480]  他們的世代是代表一種敵神的
[00:03:45.480 --> 00:03:48.400]  離開神的一種的世代
[00:03:48.400 --> 00:03:52.680]  以諾在當中與神同行分別出來
[00:03:52.680 --> 00:03:55.000]  但羅亞是更嚴重的
[00:03:55.000 --> 00:03:57.400]  當時的世界更加罪惡
[00:03:57.400 --> 00:03:58.120]  更加大
[00:03:58.120 --> 00:04:04.720]  大到一個地步上帝要毀滅當時的那個世代
[00:04:04.720 --> 00:04:09.920]  所以羅亞可以說是比以諾更大的挑戰
[00:04:09.920 --> 00:04:12.160]  來到與神同行
[00:04:12.160 --> 00:04:14.840]  在《以西傑書》第十四章聖經當中提到
[00:04:14.840 --> 00:04:17.720]  有三個神很看重的義人
[00:04:17.720 --> 00:04:19.200]  有三個名字
[00:04:19.200 --> 00:04:20.840]  第一個就是羅亞
[00:04:20.840 --> 00:04:22.880]  第二個就是丹爾尼
[00:04:22.880 --> 00:04:25.200]  第三個就是約伯
[00:04:25.200 --> 00:04:28.320]  我們發覺這些都是在當時的時代
[00:04:28.320 --> 00:04:31.280]  成為一個很特別的代表
[00:04:31.280 --> 00:04:34.000]  也是做一個很美好的見證
[00:04:34.000 --> 00:04:35.360]  他們的義行
[00:04:35.360 --> 00:04:36.200]  神是紀念的
[00:04:36.200 --> 00:04:37.720]  所以在《以西傑書》第十四章
[00:04:37.720 --> 00:04:39.360]  特別提到這三個人物
[00:04:39.360 --> 00:04:44.320]  可見神非常看重羅亞和她的義行
[00:04:44.320 --> 00:04:45.680]  今天我們看看
[00:04:45.680 --> 00:04:47.720]  我準備用兩個主人
[00:04:47.720 --> 00:04:51.640]  和大家看看羅亞身上與神同行
[00:04:51.640 --> 00:04:54.880]  我們一起可以學習的功課
[00:04:54.880 --> 00:04:56.680]  第一我們在這裏看到羅亞
[00:04:56.680 --> 00:04:58.640]  她怎樣值得我們學習呢?
[00:04:58.640 --> 00:05:03.560]  她是做一個在神眼前忘恩的人
[00:05:03.560 --> 00:05:07.240]  她與神同行是因為神說她
[00:05:07.240 --> 00:05:10.160]  在這些世人當中
[00:05:10.160 --> 00:05:13.440]  她是特別的夢神的月立
[00:05:13.440 --> 00:05:15.600]  正如今年我們的主題
[00:05:15.600 --> 00:05:21.000]  我們2020新字夜下
[00:05:21.000 --> 00:05:25.000]  幫助我們怎樣做一個神所喜悅的人
[00:05:25.000 --> 00:05:29.760]  她實在是做了一個在神眼前忘恩的人
[00:05:29.760 --> 00:05:31.320]  聖經裏面這樣形容她
[00:05:31.320 --> 00:05:33.680]  第六章的五到第八節
[00:05:33.680 --> 00:05:34.280]  我們一起讀
[00:05:34.280 --> 00:05:35.440]  好嗎?請讀答
[00:05:35.440 --> 00:05:38.440]  耶和華見人在地上
[00:05:38.440 --> 00:05:40.400]  罪惡很大
[00:05:40.400 --> 00:05:44.440]  終日所思想的盡都善惡
[00:05:44.440 --> 00:05:48.560]  耶和華就後悔做人在地上
[00:05:48.560 --> 00:05:51.080]  心中憂傷
[00:05:51.080 --> 00:05:52.800]  耶和華心說
[00:05:52.800 --> 00:05:56.640]  我要將所做的人和走獸
[00:05:56.640 --> 00:06:00.160]  並昆蟲以及風中的飛鳥
[00:06:00.160 --> 00:06:02.680]  都從地上除滅
[00:06:02.680 --> 00:06:06.600]  因為我做他們後悔了
[00:06:06.600 --> 00:06:12.840]  唯有羅亞在耶和華眼前忘恩
[00:06:12.840 --> 00:06:14.960]  聖經裏面提到
[00:06:14.960 --> 00:06:18.400]  羅亞在神的眼前忘恩
[00:06:18.400 --> 00:06:20.200]  有一個英文的翻譯
[00:06:20.200 --> 00:06:20.840]  日本的翻譯
[00:06:20.840 --> 00:06:25.280]  found favour in the eyes of the Lord
[00:06:25.280 --> 00:06:28.960]  所以就這樣讀這一節
[00:06:28.960 --> 00:06:31.280]  都已經非常寶貴了
[00:06:31.280 --> 00:06:34.040]  追焦上下文就更加突出了
[00:06:34.040 --> 00:06:35.840]  因為當時
[00:06:35.840 --> 00:06:40.200]  神看見所有的世人罪惡極大
[00:06:40.200 --> 00:06:43.840]  祂看見人的思想盡都善惡
[00:06:43.840 --> 00:06:46.200]  所以祂就後悔做人
[00:06:46.200 --> 00:06:47.600]  後悔做這個天地
[00:06:47.600 --> 00:06:51.000]  當然後悔不是指神做了一些事情後就後悔
[00:06:51.000 --> 00:06:57.680]  而是一種敘事方法的一個題材
[00:06:57.680 --> 00:06:59.600]  這個叫神人同形法
[00:06:59.600 --> 00:07:03.680]  意思是用人的方法去描寫
[00:07:03.680 --> 00:07:05.440]  人可以明白的心情
[00:07:05.440 --> 00:07:09.240]  去描寫上帝那種內心的情況
[00:07:09.240 --> 00:07:13.040]  即是說上帝看見祂所創造的萬物
[00:07:13.040 --> 00:07:14.640]  創造的人特別
[00:07:14.640 --> 00:07:16.440]  本來按照他的形象、樣式去做的
[00:07:16.440 --> 00:07:19.800]  但是很可惜人犯罪離開上帝的時候
[00:07:19.800 --> 00:07:22.200]  令到神的心非常的傷痛
[00:07:22.200 --> 00:07:23.440]  極其有傷
[00:07:23.440 --> 00:07:26.440]  傷痛到如果以人的描寫來說
[00:07:26.440 --> 00:07:28.800]  就說我寧願不要做了
[00:07:28.800 --> 00:07:32.000]  好像有時候媽媽激氣起來的時候
[00:07:32.000 --> 00:07:33.560]  就罵子女的時候
[00:07:33.560 --> 00:07:36.440]  我寧願什麼呢?
[00:07:36.440 --> 00:07:38.840]  寧願不生你的
[00:07:38.840 --> 00:07:40.280]  生個叉燒的生氣
[00:07:40.280 --> 00:07:45.320]  誰會生叉燒呢?
[00:07:45.320 --> 00:07:47.080]  他生氣起來這樣說
[00:07:47.080 --> 00:07:48.600]  根本不是這個意思
[00:07:48.600 --> 00:07:52.440]  意思是後悔寧願不生你的
[00:07:52.440 --> 00:07:56.440]  當然神不是真的說不愛人
[00:07:56.440 --> 00:07:58.360]  不愛人到寧願不做人
[00:07:58.360 --> 00:07:59.640]  而是他很可惜
[00:07:59.640 --> 00:08:03.440]  覺得為什麼人本來這麼尊貴、這麼榮耀的
[00:08:03.440 --> 00:08:05.760]  結果離開他之後
[00:08:05.760 --> 00:08:07.720]  犯罪到這樣的情況
[00:08:07.720 --> 00:08:08.960]  這麼敗壞
[00:08:08.960 --> 00:08:12.800]  敗壞到完全相反於神創造的美善
[00:08:12.800 --> 00:08:14.280]  所以他心裡面痛到
[00:08:14.280 --> 00:08:16.720]  寧願不如不做
[00:08:16.720 --> 00:08:19.200]  這個就是我們看見的情況
[00:08:19.200 --> 00:08:21.360]  但是接下來這一節
[00:08:21.360 --> 00:08:22.960]  他說唯有
[00:08:22.960 --> 00:08:26.400]  很明顯是一個很大的對比
[00:08:26.400 --> 00:08:32.360]  他說唯有羅亞在耀華眼前蒙恩
[00:08:32.360 --> 00:08:34.200]  羅亞在神眼前蒙恩
[00:08:34.200 --> 00:08:39.720]  我相信這個是指導上帝為人類預備救恩
[00:08:39.720 --> 00:08:44.880]  因為神仍然在我們當中找到一個異人
[00:08:44.880 --> 00:08:46.840]  找到一個比較好的人
[00:08:46.840 --> 00:08:51.800]  雖然天下世人沒有辦法完全在神面前稱為異
[00:08:51.800 --> 00:08:53.200]  《羅馬書本》講得很清楚
[00:08:53.200 --> 00:08:54.480]  這是詩篇講的
[00:08:54.480 --> 00:08:56.400]  沒有一個人可以稱為異人
[00:08:56.400 --> 00:08:57.360]  在神眼中
[00:08:57.360 --> 00:08:59.640]  誰可以達到神的標準呢?
[00:08:59.640 --> 00:09:03.160]  但事實上羅亞是決心來跟隨神的人
[00:09:03.160 --> 00:09:04.920]  雖然他不完全的
[00:09:04.920 --> 00:09:07.480]  後來我們說他是一個完全的人
[00:09:07.480 --> 00:09:08.760]  我們一會兒再說
[00:09:08.760 --> 00:09:11.800]  但是他是蒙了神的恩典
[00:09:11.800 --> 00:09:15.320]  這是相信神要藉著一個人
[00:09:15.320 --> 00:09:17.920]  來在他眼前蒙恩的人
[00:09:17.920 --> 00:09:20.080]  來施行救恩
[00:09:20.080 --> 00:09:24.400]  所以我們就明白為什麼會有羅亞方舟
[00:09:24.400 --> 00:09:26.560]  當然我們看見
[00:09:26.560 --> 00:09:29.000]  羅亞是一個敬畏神的人
[00:09:29.000 --> 00:09:30.920]  你留意聖經對他的描述
[00:09:30.920 --> 00:09:34.920]  他是一個敬畏神和行神喜悅的事的人
[00:09:34.920 --> 00:09:36.840]  所以當他行神喜悅的事
[00:09:36.840 --> 00:09:41.120]  就是意思在神眼前是Faithful
[00:09:41.120 --> 00:09:44.120]  他就是在神眼前的體見
[00:09:44.120 --> 00:09:45.320]  他是不同的
[00:09:45.320 --> 00:09:47.960]  他是不同好像世人一樣
[00:09:47.960 --> 00:09:49.680]  來犯罪離開神
[00:09:49.680 --> 00:09:51.160]  而是他專心
[00:09:51.160 --> 00:09:54.080]  硬硬的來遵行神的旨意
[00:09:54.080 --> 00:09:56.520]  在整個見方舟下一個星期我會說
[00:09:56.520 --> 00:09:58.640]  他是非常遵從神的話的
[00:09:58.640 --> 00:09:59.440]  神一吩咐他
[00:09:59.440 --> 00:10:00.640]  他就做
[00:10:00.640 --> 00:10:02.280]  我們見到在這個
[00:10:02.280 --> 00:10:04.920]  特出來說就是說
[00:10:04.920 --> 00:10:07.840]  雖然每一個人的本相
[00:10:07.840 --> 00:10:08.880]  按著我們的本相
[00:10:08.880 --> 00:10:10.760]  我們沒辦法能夠達到神的標準
[00:10:10.760 --> 00:10:13.200]  但是我們可以靠著神的恩典
[00:10:13.200 --> 00:10:15.000]  來在祂的面前
[00:10:15.000 --> 00:10:17.400]  來得到祂的憐憫
[00:10:17.400 --> 00:10:19.680]  祂的揀選和祂的使用
[00:10:19.680 --> 00:10:21.760]  這個是神的救恩
[00:10:21.760 --> 00:10:22.840]  我們感謝神
[00:10:22.840 --> 00:10:26.440]  我們就好像今天詩班所唱的詩歌一樣
[00:10:26.440 --> 00:10:28.760]  我們人需要什麼
[00:10:28.760 --> 00:10:30.800]  人需要重生
[00:10:30.800 --> 00:10:32.960]  因為要按著我們舊的人
[00:10:32.960 --> 00:10:34.760]  我們的本相、我們的本質
[00:10:34.760 --> 00:10:35.920]  我們是敗壞的
[00:10:35.920 --> 00:10:37.440]  我們是不配的
[00:10:37.440 --> 00:10:40.120]  但是我們感謝主神賜給我們新的恩典
[00:10:40.120 --> 00:10:41.200]  救恩
[00:10:41.200 --> 00:10:43.840]  我們為了我們的靈魂
[00:10:43.840 --> 00:10:45.840]  因為神的救恩不會滅亡
[00:10:45.840 --> 00:10:47.320]  我們倖免於難
[00:10:47.320 --> 00:10:49.760]  就好像當時很多人滅亡當中
[00:10:49.760 --> 00:10:51.120]  神揀選了羅亞
[00:10:51.120 --> 00:10:52.480]  拯救他一樣
[00:10:52.480 --> 00:10:54.160]  今天我們蒙恩的人
[00:10:54.160 --> 00:10:56.280]  我們實在要很感恩
[00:10:56.280 --> 00:11:00.160]  聖餐是紀念上帝和主耶穌給我們的救恩
[00:11:00.160 --> 00:11:01.880]  所以我們應該時時的感恩
[00:11:01.880 --> 00:11:04.480]  如果我們為了我們在救恩裡面
[00:11:04.480 --> 00:11:05.720]  每一件的福分
[00:11:05.720 --> 00:11:07.320]  我們都時常感謝上帝
[00:11:07.320 --> 00:11:08.760]  我相信我們的人生
[00:11:08.760 --> 00:11:10.520]  真的會很不同
[00:11:10.520 --> 00:11:12.360]  我們正如保羅所講的
[00:11:12.360 --> 00:11:14.200]  我們蒙恩蒙愛
[00:11:14.200 --> 00:11:15.480]  在這份所書第二章
[00:11:15.480 --> 00:11:16.480]  講到救恩的時候
[00:11:16.480 --> 00:11:17.760]  我們溫習一下好嗎
[00:11:17.760 --> 00:11:19.000]  請大家讀出
[00:11:19.000 --> 00:11:22.160]  這份所書二章四至到第七節
[00:11:22.160 --> 00:11:23.040]  請讀
[00:11:23.040 --> 00:11:26.760]  然而上帝既有豐富的憐憫
[00:11:26.760 --> 00:11:29.440]  因祂愛我們的大愛
[00:11:29.440 --> 00:11:32.840]  當我們死在過犯中的時候
[00:11:32.840 --> 00:11:36.520]  便叫我們與基督一同活過來
[00:11:36.520 --> 00:11:39.600]  你們得救是本福恩
[00:11:39.600 --> 00:11:46.640]  祂又叫我們與基督耶穌一同復活
[00:11:46.640 --> 00:11:49.160]  一同坐在天上
[00:11:49.160 --> 00:11:52.200]  要將祂極豐富的恩典
[00:11:52.200 --> 00:11:55.240]  就是祂在基督耶穌裡
[00:11:55.240 --> 00:11:57.800]  向我們所施的恩賜
[00:11:57.800 --> 00:12:04.600]  顯明給後來的世代看
[00:12:04.600 --> 00:12:05.760]  在羅亞時代
[00:12:05.760 --> 00:12:07.480]  就是創世紀
[00:12:07.480 --> 00:12:09.640]  當然還沒有耶穌基督的救恩
[00:12:09.640 --> 00:12:13.640]  但這正是預表神的救贖
[00:12:13.640 --> 00:12:16.880]  我們看到神的救恩是超時代性的
[00:12:16.880 --> 00:12:18.680]  因為祂是一個救贖主
[00:12:18.680 --> 00:12:21.680]  其實在整個的創世紀裡面
[00:12:21.680 --> 00:12:23.360]  一開始人犯罪的時候
[00:12:23.360 --> 00:12:26.080]  神已經預表了基督的救恩
[00:12:26.080 --> 00:12:28.760]  因為這是唯一人類的出路
[00:12:28.760 --> 00:12:30.480]  神為我們預備了救主
[00:12:30.480 --> 00:12:31.480]  在伊弗所說的這裡
[00:12:31.480 --> 00:12:32.080]  讓我們看見
[00:12:32.080 --> 00:12:33.880]  因為上帝豐富的憐憫
[00:12:33.880 --> 00:12:36.120]  和祂愛我們的大愛
[00:12:36.120 --> 00:12:39.600]  當我們本來要按照我們本相受審判
[00:12:39.600 --> 00:12:43.440]  按照那些罪來到永遠滅亡的時候
[00:12:43.440 --> 00:12:46.720]  耶穌基督叫我們能夠得著祂的恩典
[00:12:46.720 --> 00:12:48.280]  使我們重新活過來
[00:12:48.280 --> 00:12:49.760]  得到重新的生命
[00:12:49.760 --> 00:12:52.000]  使我們能夠與耶穌一同復活
[00:12:52.000 --> 00:12:53.520]  而且一同坐在天上
[00:12:53.520 --> 00:12:56.560]  意思就是說我們能夠有一種
[00:12:56.560 --> 00:12:58.600]  屬天永恆的生命
[00:12:58.600 --> 00:13:00.560]  有了這個屬天永恆的生命
[00:13:00.560 --> 00:13:03.880]  來看我們今生所發生的事
[00:13:03.880 --> 00:13:07.080]  眼光就會不同了
[00:13:07.080 --> 00:13:07.960]  我們感謝神
[00:13:07.960 --> 00:13:09.800]  因為是祂豐富的恩典
[00:13:09.800 --> 00:13:12.160]  是祂賜給我們的慈愛
[00:13:12.160 --> 00:13:13.080]  慧像是什麼呢?
[00:13:13.080 --> 00:13:15.400]  慧像是叫我們見證上帝
[00:13:15.400 --> 00:13:19.280]  見證原來在一個敗壞的世代當中有救恩
[00:13:19.280 --> 00:13:23.120]  在一個混亂的世代當中有上帝的慈愛
[00:13:23.120 --> 00:13:27.480]  在人類要滅亡和去蒙神審判的時候
[00:13:27.480 --> 00:13:29.120]  有得救的方法
[00:13:29.120 --> 00:13:33.000]  這個是神要給世人看見的
[00:13:33.000 --> 00:13:35.280]  今天要借助我們這些蒙恩的人
[00:13:35.280 --> 00:13:36.920]  讓世人來看到
[00:13:36.920 --> 00:13:39.360]  讓後代的人能夠看到
[00:13:39.360 --> 00:13:41.680]  從世世代代當中
[00:13:41.680 --> 00:13:45.040]  早在這個羅亞的時候
[00:13:45.040 --> 00:13:47.120]  但是第三章這裡說一下
[00:13:47.120 --> 00:13:51.440]  前三章一直說到耶穌基督豐富的恩典
[00:13:51.440 --> 00:13:53.160]  但是到了一轉入第四章
[00:13:53.160 --> 00:13:54.720]  以弗所書第四章開始
[00:13:54.720 --> 00:13:55.520]  祂又這樣說
[00:13:55.520 --> 00:13:57.000]  我們一起讀這節經文好嗎?
[00:13:57.000 --> 00:13:58.560]  四章第一節請讀
[00:13:58.560 --> 00:14:01.560]  我為主被囚的勸你們
[00:14:01.560 --> 00:14:03.160]  既然蒙召
[00:14:03.160 --> 00:14:04.680]  行事為人
[00:14:04.680 --> 00:14:09.760]  就當與蒙召的恩尚程
[00:14:09.760 --> 00:14:12.360]  原來神的心意
[00:14:12.360 --> 00:14:15.120]  是讓我們這些蒙恩得救的人
[00:14:15.120 --> 00:14:18.000]  我們蒙了神這麼大的恩典
[00:14:18.000 --> 00:14:21.360]  所以我們應該在行事為人當中
[00:14:21.360 --> 00:14:24.960]  來與我們蒙召的這個恩典相稱
[00:14:24.960 --> 00:14:27.120]  即是我們努力活出一個
[00:14:27.120 --> 00:14:30.120]  實在是在人當中
[00:14:30.120 --> 00:14:33.520]  神在我們身上是found favorite
[00:14:33.520 --> 00:14:35.120]  即是我們能夠在神眼前
[00:14:35.120 --> 00:14:37.800]  能夠是蒙恩寵
[00:14:37.800 --> 00:14:40.440]  這個就是神的心意
[00:14:40.440 --> 00:14:42.000]  其實當時羅亞
[00:14:42.000 --> 00:14:43.200]  我們一會兒說
[00:14:43.200 --> 00:14:44.360]  祂是傳異道的
[00:14:44.360 --> 00:14:46.160]  祂是作見證的
[00:14:46.160 --> 00:14:48.520]  其實神要審判這個世界
[00:14:48.520 --> 00:14:51.040]  是給一個時候人悔改的
[00:14:51.040 --> 00:14:52.800]  祂說洪水就要來
[00:14:52.800 --> 00:14:54.400]  早在以洛的時候
[00:14:54.400 --> 00:14:59.000]  就已經說出將來會有一個大的審判
[00:14:59.000 --> 00:15:02.160]  所以一路提醒人
[00:15:02.160 --> 00:15:05.320]  目的是叫人轉向上帝得救人
[00:15:05.320 --> 00:15:07.000]  不是要人真正滅亡
[00:15:07.000 --> 00:15:08.800]  是要人能夠得救
[00:15:08.800 --> 00:15:10.200]  所以我們見到
[00:15:10.200 --> 00:15:11.880]  在這裏讓我們看到
[00:15:11.880 --> 00:15:14.400]  其實當羅亞
[00:15:14.400 --> 00:15:16.320]  來到與上帝同行的時候
[00:15:16.320 --> 00:15:17.480]  是一個見證
[00:15:17.480 --> 00:15:19.000]  是活出一個生活
[00:15:19.000 --> 00:15:22.360]  是一個當時與這世人不同的一種生活
[00:15:22.360 --> 00:15:24.880]  祂來到不斷地走在神那裏
[00:15:24.880 --> 00:15:25.720]  與神同行
[00:15:25.720 --> 00:15:26.920]  與神同心
[00:15:26.920 --> 00:15:29.400]  來完成神在這個世代
[00:15:29.400 --> 00:15:32.440]  亦都是祂身上的一套計劃
[00:15:32.440 --> 00:15:33.360]  我們感謝主
[00:15:33.360 --> 00:15:36.960]  這個正是今天上帝拯救我們的目的
[00:15:36.960 --> 00:15:40.600]  就是在整個我們人生當中
[00:15:40.600 --> 00:15:42.280]  有很多事情發生的時候
[00:15:42.280 --> 00:15:45.120]  我們仍然與上帝同行
[00:15:45.120 --> 00:15:48.000]  自然就有一種見證走出來
[00:15:48.000 --> 00:15:53.520]  最近我收到一個視頻
[00:15:53.520 --> 00:15:54.760]  是N執事發送出去的
[00:15:54.760 --> 00:15:56.320]  因為是一個影音視頻
[00:15:56.320 --> 00:15:59.080]  他講到現在香港這麼多事的時候
[00:15:59.080 --> 00:16:02.120]  有一群基督徒願意出來
[00:16:02.120 --> 00:16:05.720]  做一些負連環含公義
[00:16:05.720 --> 00:16:07.520]  與上帝同行的事情
[00:16:07.520 --> 00:16:08.960]  來關心社區的人
[00:16:08.960 --> 00:16:11.400]  特別是貧苦無助的人
[00:16:11.400 --> 00:16:12.760]  能夠照顧他們
[00:16:12.760 --> 00:16:14.200]  這種是基督徒的一種見證
[00:16:14.200 --> 00:16:16.600]  而且在當中宣揚耶穌
[00:16:16.600 --> 00:16:17.880]  耶穌愛他們
[00:16:17.880 --> 00:16:19.000]  宣揚福音
[00:16:19.000 --> 00:16:20.600]  因為真正救人的
[00:16:20.600 --> 00:16:22.480]  不是那些口罩
[00:16:22.480 --> 00:16:24.360]  或者不是其他的東西
[00:16:24.360 --> 00:16:26.400]  真正救人的是福音
[00:16:26.400 --> 00:16:30.680]  因為人不斷會面對很多人生的挑戰
[00:16:30.680 --> 00:16:32.480]  能夠真正有平安的
[00:16:32.480 --> 00:16:34.160]  真正有永生的
[00:16:34.160 --> 00:16:36.040]  是耶穌基督的救人
[00:16:36.040 --> 00:16:39.680]  在大家可能小時候都玩過這種東西
[00:16:39.680 --> 00:16:44.240]  叫什麼?
[00:16:44.240 --> 00:16:46.560]  英文就很清楚
[00:16:46.560 --> 00:16:47.960]  叫 Miracle Rounder
[00:16:47.960 --> 00:16:49.720]  但是中文我不知道叫什麼
[00:16:49.720 --> 00:16:51.680]  我們小時候就叫做「騰騰轉」
[00:16:51.680 --> 00:16:54.680]  是不是這樣?
[00:16:54.680 --> 00:16:56.360]  其實我想這個不是他真的名字
[00:16:56.360 --> 00:16:58.840]  沒理由叫「騰騰轉」
[00:16:58.840 --> 00:17:04.160]  不過事實上是「騰騰轉」
[00:17:04.160 --> 00:17:07.960]  你知不知道那些玩「騰騰轉」的人
[00:17:07.960 --> 00:17:09.400]  大家經驗過了
[00:17:09.400 --> 00:17:10.960]  誰小時候玩過這些東西?
[00:17:10.960 --> 00:17:13.160]  有沒有人?
[00:17:13.160 --> 00:17:16.960]  也不是很多人玩過
[00:17:16.960 --> 00:17:18.240]  有沒有一個維多利亞公園
[00:17:18.240 --> 00:17:21.440]  如果你在香港住的?
[00:17:21.440 --> 00:17:23.160]  你怎麼玩的?玩這些東西
[00:17:23.160 --> 00:17:28.280]  是不是這樣玩的?
[00:17:28.280 --> 00:17:30.600]  然後讓它轉啊轉啊轉
[00:17:30.600 --> 00:17:31.800]  越轉得快越好
[00:17:31.800 --> 00:17:33.080]  接著怎麼樣?
[00:17:33.080 --> 00:17:33.840]  跳上去了
[00:17:33.840 --> 00:17:35.800]  一跳上去就發生麻煩了
[00:17:35.800 --> 00:17:37.720]  一跳上去就會搖晃到你
[00:17:37.720 --> 00:17:38.920]  嘩!很危險很危險
[00:17:38.920 --> 00:17:43.160]  如果像這些西蚊仔不知死活
[00:17:43.160 --> 00:17:44.760]  就在旁邊這樣
[00:17:44.760 --> 00:17:47.160]  結果會怎麼樣?
[00:17:47.160 --> 00:17:49.280]  有機會掉下去
[00:17:49.280 --> 00:17:56.640]  聰明的那些會怎麼樣?
[00:17:56.640 --> 00:17:57.560]  抓緊它
[00:17:57.560 --> 00:17:58.720]  但是抓緊它會搖晃得很快
[00:17:58.720 --> 00:18:01.800]  搖晃到你
[00:18:01.800 --> 00:18:02.760]  對了
[00:18:02.760 --> 00:18:04.800]  就是走到中間那裡
[00:18:04.800 --> 00:18:06.480]  所以如果聰明的那些
[00:18:06.480 --> 00:18:08.720]  好像那個坐在那裡那個就聰明了
[00:18:08.720 --> 00:18:12.920]  他就走到中間那裡
[00:18:12.920 --> 00:18:16.520]  其實這個帶給我們一個
[00:18:16.520 --> 00:18:17.960]  很簡單的事
[00:18:17.960 --> 00:18:21.480]  但是帶給我們一個很深刻的人生的意義
[00:18:21.480 --> 00:18:22.720]  其實很多東西
[00:18:22.720 --> 00:18:24.640]  一跳上去就搖晃到你
[00:18:24.640 --> 00:18:27.560]  忽然間股票跌了二千多點
[00:18:27.560 --> 00:18:28.880]  三千多點還是二千多點
[00:18:28.880 --> 00:18:30.040]  我都不記得了
[00:18:30.040 --> 00:18:31.240]  十二點多百分比
