
[00:00:00.000 --> 00:00:01.640]  各位頂尖的朋友好 我是陳牧師
[00:02:29.640 --> 00:02:33.960]  我就不會把東西放在這張桌子上
[00:02:33.960 --> 00:02:35.720]  同樣的 有些椅子也是
[00:02:35.720 --> 00:02:38.680]  如果我對這張椅子沒有信心
[00:02:38.680 --> 00:02:40.880]  我就不會坐在上面
[00:02:40.880 --> 00:02:43.160]  或者當我們坐飛機的時候
[00:02:43.160 --> 00:02:48.520]  我們只能對飛機或飛機師有信心
[00:02:48.520 --> 00:02:55.840]  即是飛機師或這架飛機能夠把我送到我要去的地方
[00:02:55.840 --> 00:02:57.000]  還有很多東西
[00:02:57.000 --> 00:03:01.560]  譬如我們日常要喝的水 要吃的食物
[00:03:01.560 --> 00:03:04.960]  我們都是有很基本的信心
[00:03:04.960 --> 00:03:07.920]  即是這些水和食物是沒有毒的
[00:03:07.920 --> 00:03:10.760]  我吃下去是沒有事的
[00:03:10.760 --> 00:03:14.080]  或者在銀行裏面的存款
[00:03:14.080 --> 00:03:18.760]  不只是一個虛無或虛擬的數字
[00:03:18.760 --> 00:03:20.760]  是真正有錢存在的
[00:03:20.760 --> 00:03:24.480]  我要拿出來用的時候是可以用的
[00:03:24.480 --> 00:03:28.040]  這個就是我們今天所說的
[00:03:28.040 --> 00:03:30.280]  我們有沒有信心
[00:03:30.280 --> 00:03:33.760]  有沒有信不信得過這位上帝呢
[00:03:33.760 --> 00:03:36.160]  在不久之前
[00:03:36.160 --> 00:03:42.040]  我學了一個信不信得過的功課
[00:03:42.040 --> 00:03:47.160]  不知道你接種了疫苗沒有
[00:03:47.160 --> 00:03:49.760]  你知不知道接種疫苗之後
[00:03:49.760 --> 00:03:53.920]  原來還有特別的其他的好處
[00:03:53.920 --> 00:03:56.280]  或者介紹一下
[00:03:56.280 --> 00:04:01.200]  原來這個Krispy Kreme
[00:04:01.200 --> 00:04:04.680]  它鼓勵那些人去打這些疫苗
[00:04:04.680 --> 00:04:09.400]  所以它在三月中推出一個offer
[00:04:09.400 --> 00:04:11.840]  即是誰打了疫苗
[00:04:11.840 --> 00:04:14.240]  你拿著打了疫苗的卡
[00:04:14.240 --> 00:04:17.880]  你就可以去到任何一間Krispy Kreme
[00:04:17.880 --> 00:04:20.640]  可以換取一個Donut
[00:04:20.640 --> 00:04:28.240]  由三月中一直到今年12月才期滿
[00:04:28.240 --> 00:04:31.840]  有一位Crosspoint的工作人員
[00:04:31.840 --> 00:04:38.560]  他聽到這個消息就馬上傳到我們WhatsApp群體裏面
[00:04:38.560 --> 00:04:43.880]  當然我不會透露是哪一個Crosspoint的工作人員
[00:04:43.880 --> 00:04:49.680]  我看完之後覺得是不是真的呢
[00:04:49.680 --> 00:04:52.760]  試一下吧 試一下也無妨的
[00:04:52.760 --> 00:04:54.680]  信不信得過呢
[00:04:54.680 --> 00:04:59.080]  所以我打了第一針疫苗之後
[00:04:59.080 --> 00:05:02.920]  就馬上去試一試 看看是不是真的呢
[00:05:02.920 --> 00:05:06.520]  找到我家附近有一間Krispy Kreme
[00:05:06.520 --> 00:05:09.920]  我抱著一個很懷疑的態度進去
[00:05:09.920 --> 00:05:17.200]  顯示我打了疫苗的卡給店員看
[00:05:17.200 --> 00:05:18.920]  店員是一位女士
[00:05:18.920 --> 00:05:24.720]  我打了針 我聽聞是用這張疫苗的卡
[00:05:24.720 --> 00:05:28.280]  可以換取一個免費的Donut
[00:05:28.280 --> 00:05:30.800]  請問是不是真的呢
[00:05:30.800 --> 00:05:33.840]  我拿出來 店員看也不看
[00:05:33.840 --> 00:05:39.200]  就馬上將疫苗放在紙袋裏面
[00:05:39.200 --> 00:05:46.680]  其實我心裏覺得好像佔了Krispy Kreme的便宜
[00:05:46.680 --> 00:05:49.920]  當然拿了之後也很開心
[00:05:49.920 --> 00:05:53.760]  馬上就在車裏毀滅了這個證據
[00:05:53.760 --> 00:05:56.880]  為免蘇斯姆知道
[00:05:56.880 --> 00:06:00.920]  吃完之後 我就想一想
[00:06:00.920 --> 00:06:04.280]  如果COVID-19殺不了你
[00:06:04.280 --> 00:06:07.120]  Krispy Kreme也會殺了你
[00:06:07.120 --> 00:06:10.840]  如果你想一想 每天吃一個
[00:06:10.840 --> 00:06:14.480]  到年底肯定會有糖尿病
[00:06:14.480 --> 00:06:19.960]  問題是你相不相信Krispy Kreme的offer呢
[00:06:19.960 --> 00:06:22.960]  如果你相信它 付諸行動的時候
[00:06:22.960 --> 00:06:28.080]  你進去試一下 你就會得到這個Donut
[00:06:28.080 --> 00:06:32.120]  如果你懷疑它這個offer的時候
[00:06:32.120 --> 00:06:34.800]  你就不會得到了 對不對
[00:06:34.800 --> 00:06:36.400]  同樣的方式
[00:06:36.400 --> 00:06:41.160]  這班以色列民在《文素記》第十四章裏
[00:06:41.160 --> 00:06:45.440]  都是遇見一個這樣的測試
[00:06:45.440 --> 00:06:50.640]  上帝帶領他們準備進入這個應許之地
[00:06:50.640 --> 00:06:55.960]  上帝也應許他們進去就可以了
[00:06:55.960 --> 00:06:58.880]  如果他們相信這位上帝的話
[00:06:58.880 --> 00:07:00.560]  他們就會得到這塊地
[00:07:00.560 --> 00:07:02.440]  如果他們不相信的話
[00:07:02.440 --> 00:07:05.200]  他們就得不到這塊地
[00:07:05.200 --> 00:07:07.080]  但是很可惜
[00:07:07.080 --> 00:07:09.000]  他們在第十四章裏
[00:07:09.000 --> 00:07:12.920]  他們選擇的就是不相信這位上帝
[00:07:12.920 --> 00:07:15.360]  這是非常之可悲
[00:07:15.360 --> 00:07:20.680]  結果導致一個悲慘的後果
[00:07:20.680 --> 00:07:24.840]  他們是二十歲以上的人
[00:07:24.840 --> 00:07:29.840]  就要在這個曠野裏漂流四十年
[00:07:29.840 --> 00:07:34.760]  要等到老一輩的全部死了
[00:07:34.760 --> 00:07:42.160]  然後他們年輕一輩才可以進入應許之地
[00:07:42.160 --> 00:07:44.360]  我們看看這個圖片
[00:07:44.360 --> 00:07:51.720]  他們從最南端的迦底斯
[00:07:51.720 --> 00:07:57.200]  從紅線一直上到哈馬口的地方
[00:07:57.200 --> 00:08:02.640]  摩西派了十二個探子進去
[00:08:02.640 --> 00:08:07.560]  去探索應許之地這個地方
[00:08:07.560 --> 00:08:10.840]  用了四十天的時間
[00:08:10.840 --> 00:08:13.680]  給你一些背景
[00:08:13.680 --> 00:08:19.800]  在十三章裏文素記
[00:08:19.800 --> 00:08:22.640]  講到摩西派了十二個探子
[00:08:22.640 --> 00:08:27.880]  用了四十天的時間去探查這個地方
[00:08:27.880 --> 00:08:32.960]  這些探子也將當地的土產帶回來
[00:08:32.960 --> 00:08:37.160]  其中有葡萄 有無花果 有其他水果
[00:08:37.160 --> 00:08:45.600]  證明這一塊是非常好的肥沃的地方
[00:08:45.600 --> 00:08:51.000]  他們用了一個詞叫做「流奶與麥」的地方
[00:08:51.000 --> 00:08:52.600]  我們聽得多了
[00:08:52.600 --> 00:08:55.800]  「流奶與麥」究竟是什麼意思呢?
[00:08:55.800 --> 00:08:58.600]  「流奶」並不是牛奶的意思
[00:08:58.600 --> 00:09:05.320]  「奶」的意思通常是指羊的奶
[00:09:05.320 --> 00:09:09.120]  「麥」其實就是指這些「早麥」
[00:09:09.120 --> 00:09:12.360]  即是date, honey
[00:09:12.360 --> 00:09:19.080]  「麥」的意思是指在應許之地裏面
[00:09:19.080 --> 00:09:24.720]  有很多的動物和植物
[00:09:24.720 --> 00:09:30.160]  可以供應這班以色列人的需要
[00:09:30.160 --> 00:09:31.920]  「流奶與麥」之地
[00:09:31.920 --> 00:09:37.040]  但是十二個探子裏面有十個
[00:09:37.040 --> 00:09:43.640]  他們向以色列民做了一個令人沮喪的報告
[00:09:43.640 --> 00:09:46.160]  他們說這塊地好就好
[00:09:46.160 --> 00:09:47.520]  但有一個很大的問題
[00:09:47.520 --> 00:09:54.320]  就是裏面的人是很高大的 強壯的
[00:09:54.320 --> 00:09:58.720]  城牆亦是非常高的 堅固的
[00:09:58.720 --> 00:10:01.560]  城牆亦是很厚的 很高的
[00:10:01.560 --> 00:10:08.520]  我們以色列民沒有辦法去征服這些巨人
[00:10:08.520 --> 00:10:11.560]  他們有一個形容詞
[00:10:11.560 --> 00:10:16.840]  我們這班人在這些迦南人的前面
[00:10:16.840 --> 00:10:20.360]  我們就好像是蚱蜢一樣
[00:10:20.360 --> 00:10:26.000]  其中他也說 這些叫做阿納族人 是巨人族
[00:10:26.000 --> 00:10:31.000]  我們站在他們前面 就好像是蚱蜢一樣
[00:10:31.000 --> 00:10:34.920]  這是第十三章的背景
[00:10:34.920 --> 00:10:38.280]  到了十四章
[00:10:38.280 --> 00:10:45.480]  十四章說這十個探子給了令人沮喪的報告之後
[00:10:45.480 --> 00:10:50.280]  那些以色列民就在哭泣 抱怨
[00:10:50.280 --> 00:10:53.680]  說我們打不贏這班人
[00:10:53.680 --> 00:10:56.320]  我們不如回到埃及
[00:10:56.320 --> 00:11:04.360]  我們要挑選一個新的領袖來埋怨摩西和阿倫
[00:11:04.360 --> 00:11:10.080]  當時加勒和約書亞就站出來
[00:11:10.080 --> 00:11:11.520]  說我們不要怕他們
[00:11:11.520 --> 00:11:18.120]  因為神既然是允許我們進入這個允許之地的時候
[00:11:18.120 --> 00:11:19.480]  神會幫助我們
[00:11:19.480 --> 00:11:24.080]  我們一定能夠打敗在裏面住的人
[00:11:24.080 --> 00:11:27.040]  我們不要怕他們 我們不要懼怕
[00:11:27.040 --> 00:11:29.600]  但是當時那些民眾
[00:11:29.600 --> 00:11:37.120]  甚至要用石頭打死約書亞和加勒
[00:11:37.120 --> 00:11:40.360]  在最緊張的關頭神就介入了
[00:11:40.360 --> 00:11:44.760]  顯然神的憤怒就來了
[00:11:44.760 --> 00:11:47.120]  他們不聽神的話
[00:11:47.120 --> 00:11:55.360]  上帝說這班以色列民有十次之多向神發怨言
[00:11:55.360 --> 00:11:58.560]  最後那個悲慘的結局就是
[00:11:58.560 --> 00:12:02.320]  二十歲以上的
[00:12:02.320 --> 00:12:04.920]  你們都要死在這個曠野裏面
[00:12:04.920 --> 00:12:07.760]  你們要漂流四十年
[00:12:07.760 --> 00:12:11.680]  直到老一輩的人全部走了
[00:12:11.680 --> 00:12:17.440]  然後你們的子女才能進入這個允許之地
[00:12:17.440 --> 00:12:21.640]  所以在《文素記》第十四章裏面
[00:12:21.640 --> 00:12:23.640]  記載了三件事
[00:12:23.640 --> 00:12:26.240]  他們信不過神
[00:12:26.240 --> 00:12:28.560]  他們有三件事信不過神
[00:12:28.560 --> 00:12:31.640]  他們信不過神的允許
[00:12:31.640 --> 00:12:34.160]  他們信不過神的供應
[00:12:34.160 --> 00:12:38.600]  他們信不過神的能力
[00:12:38.600 --> 00:12:44.520]  我們來看看他們怎樣信不過神的允許呢
[00:12:44.520 --> 00:12:48.840]  在第十四章第一節到第四節
[00:12:48.840 --> 00:12:52.160]  當下全會眾大聲的宣揚
[00:12:52.160 --> 00:12:54.520]  那夜百姓都哭號
[00:12:54.520 --> 00:12:58.840]  以色列眾人向摩西亞倫發怨言
[00:12:58.840 --> 00:13:00.680]  全會眾對他們說
[00:13:00.680 --> 00:13:03.440]  巴不得我們早死在埃及地
[00:13:03.440 --> 00:13:05.480]  或是死在這個曠野裏面
[00:13:05.480 --> 00:13:09.320]  為甚麼把我們領到這個地方
[00:13:09.320 --> 00:13:10.960]  使我們倒在刀下呢
[00:13:10.960 --> 00:13:14.440]  我們的妻子和孩子必被擄掠
[00:13:14.440 --> 00:13:17.760]  我們回埃及去豈不更好嗎
[00:13:17.760 --> 00:13:19.160]  眾人彼此說
[00:13:19.160 --> 00:13:23.920]  我們不如立一個首領回埃及去吧
[00:13:23.920 --> 00:13:26.920]  其實在這裏講到一件事
[00:13:26.920 --> 00:13:32.080]  就是這班以色列人不相信神的允許
[00:13:32.080 --> 00:13:33.720]  其實不相信神的允許
[00:13:33.720 --> 00:13:37.520]  就等於不相信上帝的說話
[00:13:37.520 --> 00:13:41.840]  我們來看看上帝怎樣對以色列民的那種允許
[00:13:41.840 --> 00:13:48.280]  那種允許就是你們從做奴隸的地方
[00:13:48.280 --> 00:13:50.600]  叫埃及解放出來
[00:13:50.600 --> 00:13:54.160]  免受奴役 免受恐懼
[00:13:54.160 --> 00:14:03.440]  從經常被人打壓 騷擾 殺害 壓榨的環境裏
[00:14:03.440 --> 00:14:05.520]  能夠解脫出來
[00:14:05.520 --> 00:14:06.960]  去到一個允許之地
[00:14:06.960 --> 00:14:10.840]  是一個很和平 很安息的地方
[00:14:10.840 --> 00:14:12.400]  一個受祝福的地方
[00:14:12.400 --> 00:14:19.440]  是一片很寬敞的國土 一個承諾
[00:14:19.440 --> 00:14:28.240]  當時那班以色列人從埃及出到允許之地的地方
[00:14:28.240 --> 00:14:31.520]  其實時間只不過是要四十天
[00:14:31.520 --> 00:14:35.200]  他們已經完成了十分之九
[00:14:35.200 --> 00:14:39.240]  只是臨門一腳 只是臨門的一程
[00:14:39.240 --> 00:14:42.040]  準備進去的時候
[00:14:42.040 --> 00:14:44.000]  十分之一
[00:14:44.000 --> 00:14:45.440]  最可怕的事情
[00:14:45.440 --> 00:14:51.040]  令人不能夠置信的事情就發生了
[00:14:51.040 --> 00:14:57.400]  他們聽從了這十個探子的那種沮喪的消息
[00:14:57.400 --> 00:15:03.680]  他們選擇不聽從加勒或約書亞的報告
[00:15:03.680 --> 00:15:08.440]  他們陷入了魔鬼的陷阱
[00:15:08.440 --> 00:15:11.240]  恐懼和不相信
[00:15:11.240 --> 00:15:15.240]  這也是魔鬼上用的伎倆
[00:15:15.240 --> 00:15:17.560]  令很多人對上帝的應許
[00:15:17.560 --> 00:15:22.280]  對上帝的話語產生懷疑
[00:15:22.280 --> 00:15:25.120]  最好的例子就是阿當和夏娃
[00:15:25.120 --> 00:15:26.840]  上帝告訴他們
[00:15:26.840 --> 00:15:31.920]  你們可以吃原宗任何樹木上的果子
[00:15:31.920 --> 00:15:34.200]  但是除了一棵
[00:15:34.200 --> 00:15:37.160]  這一棵就是分辨善惡樹上的果子
[00:15:37.160 --> 00:15:39.240]  你一定不能夠吃
[00:15:39.240 --> 00:15:44.520]  你吃那一天就必定會死
[00:15:44.520 --> 00:15:50.480]  魔鬼欺騙的伎倆就在這裡
[00:15:50.480 --> 00:15:57.200]  令到阿當和夏娃懷疑上帝的信實
[00:15:57.200 --> 00:15:59.800]  或者上帝的好處
[00:15:59.800 --> 00:16:04.240]  經常說上帝在這裡限制了你
[00:16:04.240 --> 00:16:06.200]  你只能看到那棵樹
[00:16:06.200 --> 00:16:07.840]  你不能夠吃那棵樹
[00:16:07.840 --> 00:16:10.400]  其實在聖經裡面說
[00:16:10.400 --> 00:16:15.040]  那棵生命樹也在圓的中間
[00:16:15.040 --> 00:16:19.920]  其他有千千百百的樹上的果子你都可以吃
[00:16:19.920 --> 00:16:24.240]  但是這一棵你不能吃
[00:16:24.240 --> 00:16:29.360]  以為是上帝奪走了我們的自由
[00:16:29.360 --> 00:16:31.400]  Tony Evans 說過
[00:16:31.400 --> 00:16:35.080]  沒有界限的自由其實就是混亂
[00:16:35.080 --> 00:16:41.840]  Freedom without boundaries is chaos
[00:16:41.840 --> 00:16:45.360]  在這麼多的樹裡面的果子
[00:16:45.360 --> 00:16:47.200]  每一棵都可以吃
[00:16:47.200 --> 00:16:49.960]  但是唯獨這一棵不可以吃
[00:16:49.960 --> 00:16:55.040]  他們所看到的就是
[00:16:55.040 --> 00:16:56.680]  那棵不能吃的
[00:16:56.680 --> 00:17:00.000]  上帝限制了我的自由
[00:17:00.000 --> 00:17:02.400]  但是他們看不到
[00:17:02.400 --> 00:17:09.720]  他們能做的自由比不能做的自由更大更多
[00:17:09.720 --> 00:17:15.840]  所以很多時候我們把自由用自己的定義去定義
[00:17:15.840 --> 00:17:17.680]  我們希望有自由
[00:17:17.680 --> 00:17:23.440]  但是我們覺得我們的自由不應該有界限的
[00:17:23.440 --> 00:17:27.120]  就好像現在我們在這個社會裡面
[00:17:27.120 --> 00:17:33.360]  我們可以有自由殺死那些未出生的嬰孩
[00:17:33.360 --> 00:17:37.640]  我們可以有自由和任何人結婚
[00:17:37.640 --> 00:17:41.160]  甚至是同一性別的
[00:17:41.160 --> 00:17:45.160]  我們想說稱這些為自由
[00:17:45.160 --> 00:17:50.160]  其實意思就是說我們不想有任何的限制
[00:17:50.160 --> 00:17:54.520]  沒有合法的限制的自由
[00:17:54.520 --> 00:17:57.240]  就是會混亂
[00:17:57.240 --> 00:18:01.800]  當他們越過了這條街的時候
[00:18:01.800 --> 00:18:02.920]  神已經說了
[00:18:02.920 --> 00:18:07.400]  你吃的那一天你必定會死
[00:18:07.400 --> 00:18:13.560]  當我們濫用了這種合法自由的情況
[00:18:13.560 --> 00:18:16.560]  我們就會有後果
[00:18:16.560 --> 00:18:22.440]  我們就摧毀了神所設計的
[00:18:22.440 --> 00:18:26.760]  所立定的那種界限
[00:18:26.760 --> 00:18:28.880]  而我們超越了的時候
[00:18:28.880 --> 00:18:32.120]  我們得到的不是生命的自由
[00:18:32.120 --> 00:18:40.400]  而是死亡的那種結局
[00:18:40.400 --> 00:18:42.320]  我舉個例子
[00:18:42.320 --> 00:18:46.400]  我手上有一瓶水
[00:18:46.400 --> 00:18:48.960]  我有一個杯子
[00:18:48.960 --> 00:18:52.800]  當然你可以從這個瓶子裡面喝水
[00:18:52.800 --> 00:18:55.040]  但是你想一下
[00:18:55.040 --> 00:18:57.520]  比如說我把水拿出來
[00:18:57.520 --> 00:19:02.200]  水一定要有一個杯子在裡面
[00:19:02.200 --> 00:19:06.880]  你把水倒進杯子裡面
[00:19:06.880 --> 00:19:09.400]  那些水的用途就很大了
[00:19:09.400 --> 00:19:13.320]  你可以喝
[00:19:13.320 --> 00:19:16.880]  你又可以去澆花或澆草
[00:19:16.880 --> 00:19:22.040]  所以這裡表明一件事
[00:19:22.040 --> 00:19:24.920]  水代表了自由
[00:19:24.920 --> 00:19:28.800]  自由沒有了界限的時候
[00:19:28.800 --> 00:19:30.640]  就會變成混亂
[00:19:30.640 --> 00:19:32.360]  比如說我把水倒進杯子裡
[00:19:32.360 --> 00:19:33.600]  如果沒有這個杯子
[00:19:33.600 --> 00:19:39.720]  就會浪費掉所有水的資源
[00:19:39.720 --> 00:19:43.400]  所以在這裡告訴我們
[00:19:43.400 --> 00:19:46.840]  一個自由如果沒有了界限的時候
[00:19:46.840 --> 00:19:49.720]  就會變成混亂
[00:19:49.720 --> 00:19:51.240]  很簡單舉個例子
[00:19:51.240 --> 00:19:55.880]  現在在社會裡面大麻合法化
[00:19:55.880 --> 00:19:57.400]  政府的做法就是
[00:19:57.400 --> 00:20:02.320]  禁不住那些就將它合法化
[00:20:02.320 --> 00:20:05.840]  其實是不是一定要吃大麻呢?
[00:20:05.840 --> 00:20:11.600]  很多人已經給了我們很多的忠告
[00:20:11.600 --> 00:20:17.560]  大麻其實是吸毒入門的第一件事
[00:20:17.560 --> 00:20:20.040]  其實不吃大麻行不行呢?
[00:20:20.040 --> 00:20:21.680]  我們有很多東西
[00:20:21.680 --> 00:20:25.440]  有芝麻籽 芝麻糊
[00:20:25.440 --> 00:20:27.640]  芝麻糖 麻婆豆腐
[00:20:27.640 --> 00:20:28.680]  甚至麻黃
[00:20:28.680 --> 00:20:31.800]  麻黃是對付水腫或哮喘的
[00:20:31.800 --> 00:20:37.720]  為什麼一定要吃大麻呢?
[00:20:37.720 --> 00:20:41.000]  李其明說我有這樣的自由
[00:20:41.000 --> 00:20:43.600]  但是自由沒有了界限的時候
[00:20:43.600 --> 00:20:46.840]  就會變成混亂
[00:20:46.840 --> 00:20:49.960]  我們回到阿當和夏娃的故事
[00:20:49.960 --> 00:20:51.440]  上帝說得很清楚
[00:20:51.440 --> 00:20:53.480]  因為你吃了它
[00:20:53.480 --> 00:20:55.720]  你就一定會死
[00:20:55.720 --> 00:20:57.520]  但是魔鬼說
[00:20:57.520 --> 00:20:58.560]  藉著這條蛇
[00:20:58.560 --> 00:21:00.240]  上帝是不是真的這樣說
[00:21:00.240 --> 00:21:07.680]  你們不可以吃圓中任何一棵樹上的果子嗎?
[00:21:07.680 --> 00:21:08.720]  夏娃怎麼回答呢?
[00:21:08.720 --> 00:21:12.480]  她說我們都可以吃圓中的果子
[00:21:12.480 --> 00:21:17.080]  但是神說是中間那棵
[00:21:17.080 --> 00:21:18.840]  我們就不能吃
[00:21:18.840 --> 00:21:20.640]  也不能碰
[00:21:20.640 --> 00:21:22.360]  否則就會死
[00:21:22.360 --> 00:21:26.360]  魔鬼試圖扭曲上帝的話語
[00:21:26.360 --> 00:21:31.680]  試圖在夏娃裡面植入一個懷疑 一個想法
[00:21:31.680 --> 00:21:34.560]  就是說上帝好像不太合理
[00:21:34.560 --> 00:21:38.560]  他留著好的東西不給你
[00:21:38.560 --> 00:21:41.640]  上帝好像設立了很多限制
[00:21:41.640 --> 00:21:44.880]  限制了你的自由
[00:21:44.880 --> 00:21:50.120]  而魔鬼也欺控夏娃
[00:21:50.120 --> 00:21:54.360]  說你吃了之後不一定會死
[00:21:54.360 --> 00:21:55.680]  神說一定會死
[00:21:55.680 --> 00:21:58.120]  但是魔鬼說不一定
[00:21:58.120 --> 00:22:03.240]  魔鬼進一步在夏娃的腦海裡面
[00:22:03.240 --> 00:22:06.440]  植入了這些懷疑
[00:22:06.440 --> 00:22:08.200]  因為上帝
[00:22:08.200 --> 00:22:09.880]  然後魔鬼說
[00:22:09.880 --> 00:22:12.400]  因為上帝怕
[00:22:12.400 --> 00:22:14.800]  你吃了之後眼睛就會明亮
[00:22:14.800 --> 00:22:16.560]  你就會好像上帝一樣
[00:22:16.560 --> 00:22:17.880]  知道善惡
[00:22:17.880 --> 00:22:20.720]  其實換句話說
[00:22:20.720 --> 00:22:23.800]  神是將這些好東西扣住了
[00:22:23.800 --> 00:22:25.440]  不留給你
[00:22:25.440 --> 00:22:28.440]  上帝不想你像他一樣
[00:22:28.440 --> 00:22:31.680]  獲得知識
[00:22:31.680 --> 00:22:34.680]  這也是魔鬼的伎倆
[00:22:34.680 --> 00:22:40.120]  在我們心中下了這些懷疑的種子
[00:22:40.120 --> 00:22:41.960]  懷疑上帝的善良
[00:22:41.960 --> 00:22:43.520]  懷疑祂的愛
[00:22:43.520 --> 00:22:47.280]  否定了神的話語
[00:22:47.280 --> 00:22:48.120]  同樣的
[00:22:48.120 --> 00:22:50.440]  魔鬼也在這群以色列文中
[00:22:50.440 --> 00:22:53.680]  用了同樣的伎倆
[00:22:53.680 --> 00:22:55.480]  就是說
[00:22:55.480 --> 00:22:57.600]  神是否將這些好東西
[00:22:57.600 --> 00:22:59.280]  收起來不留給你們
[00:22:59.280 --> 00:23:02.240]  明明說讓你們進入英許之地
[00:23:02.240 --> 00:23:03.440]  為什麼這麼困難
[00:23:03.440 --> 00:23:07.240]  為什麼有這麼多的敵人和巨人
[00:23:07.240 --> 00:23:08.680]  神答應你
[00:23:08.680 --> 00:23:12.240]  但是祂會不會守祂的諾言呢?
[00:23:12.240 --> 00:23:19.480]  祂會不會將祂的英許實現呢?
[00:23:19.480 --> 00:23:23.120]  所以在這個地方裡面
[00:23:23.120 --> 00:23:25.280]  我們就要看
[00:23:25.280 --> 00:23:28.600]  如果神是曾經英許的
[00:23:28.600 --> 00:23:33.120]  我們就憑一個很單純的信心
[00:23:33.120 --> 00:23:35.720]  就是「我相信」
[00:23:35.720 --> 00:23:38.320]  撒旦一定會用一些聲音
[00:23:38.320 --> 00:23:39.800]  說「你不能的」
[00:23:39.800 --> 00:23:40.520]  「你不能夠的」
[00:23:40.520 --> 00:23:41.480]  「你會失敗的」
[00:23:41.480 --> 00:23:42.880]  「你太軟弱了」
[00:23:42.880 --> 00:23:45.840]  或者「敵人很強大」
[00:23:45.840 --> 00:23:46.760]  在這個時候
[00:23:46.760 --> 00:23:50.760]  我們更加要抓緊神對我們的英許
[00:23:50.760 --> 00:23:54.520]  就是說神已經為我們準備好一切了
[00:23:54.520 --> 00:23:59.200]  神的英許就是我們的信心的根基
[00:23:59.200 --> 00:24:01.920]  上帝的英許在先
[00:24:01.920 --> 00:24:07.480]  所以我們才敢跟著上帝的指示
[00:24:07.480 --> 00:24:11.920]  去前面繼續前進
[00:24:11.920 --> 00:24:16.040]  在第十四章我們看到
[00:24:16.040 --> 00:24:20.640]  那些以色列民不相信上帝的英許
[00:24:20.640 --> 00:24:24.520]  我們在第五節和第十節也看到
[00:24:24.520 --> 00:24:27.920]  他們是不相信神的供應
[00:24:27.920 --> 00:24:30.880]  我們看看這裡怎麼說
[00:24:30.880 --> 00:24:33.760]  在第十四章第五節到第十節
[00:24:33.760 --> 00:24:38.720]  摩西亞倫就俯伏在以色列傳會眾的面前
[00:24:38.720 --> 00:24:40.640]  窺探地的人中
[00:24:40.640 --> 00:24:46.000]  亂的兒子約書亞和耶夫尼的兒子迦勒撕裂衣服
[00:24:46.000 --> 00:24:48.920]  對以色列傳會眾說
[00:24:48.920 --> 00:24:52.760]  我們所窺探經過之地是極美之地
[00:24:52.760 --> 00:24:54.480]  耶和華若喜悅我們
[00:24:54.480 --> 00:24:57.320]  就必將我們領進那地
[00:24:57.320 --> 00:24:58.880]  那地賜給我們
