
[00:00:00.000 --> 00:00:06.300]  好,今天是我們教會DNA系列的第四講
[00:04:55.060 --> 00:04:56.840]  你一定要有軍糧
[00:04:56.840 --> 00:05:00.340]  你有天良就有大能力去打仗
[00:05:00.340 --> 00:05:04.500]  你沒有天良其實你就是沒有力氣打仗
[00:05:04.500 --> 00:05:07.700]  究竟這個天良是什麼?
[00:05:07.700 --> 00:05:11.320]  這個天良是從哪裡降下來?
[00:05:11.320 --> 00:05:18.460]  我們今天又可以在哪裡不斷去持續地找到這些天良?
[00:05:18.460 --> 00:05:21.560]  我們今天的教會有沒有這些天良?
[00:05:21.560 --> 00:05:24.520]  還是我們今天的教會不斷吸收的
[00:05:24.520 --> 00:05:29.800]  其實是地上不健康甚至有毒的飲食?
[00:05:29.800 --> 00:05:34.240]  這個是我們需要問很重要的一些問題
[00:05:34.240 --> 00:05:38.140]  如果你要去問這些天良究竟從哪裡來
[00:05:38.140 --> 00:05:41.740]  我們一定要回到故事的起頭
[00:05:41.740 --> 00:05:43.880]  但我不是在說《仕途行轉》的起頭
[00:05:43.880 --> 00:05:46.880]  我在說《路加福音》的起頭
[00:05:46.880 --> 00:05:48.240]  你記不記得我曾經說過
[00:05:48.240 --> 00:05:51.680]  《路加福音》和《仕途行轉》其實是上下集
[00:05:51.680 --> 00:05:55.020]  其實《路加》寫了一本書
[00:05:55.020 --> 00:05:58.420]  這本書的上集是《路加福音》
[00:05:58.420 --> 00:05:59.560]  下集是《仕途行轉》
[00:05:59.560 --> 00:06:02.020]  我們現在在看下集的開始
[00:06:02.020 --> 00:06:04.560]  我們要明白這個抹餅從哪裡來
[00:06:04.560 --> 00:06:08.240]  我們要回到上集
[00:06:08.240 --> 00:06:09.900]  所以我只能告訴我們
[00:06:09.900 --> 00:06:16.540]  福音書的中心思想是天國的來臨
[00:06:16.540 --> 00:06:20.620]  而上帝天國就是在主耶穌基督裡面
[00:06:20.620 --> 00:06:25.880]  在主耶穌基督身上來到這個地上
[00:06:25.880 --> 00:06:27.620]  所以我只能告訴我們
[00:06:27.620 --> 00:06:29.580]  如果你將它很簡單化
[00:06:29.580 --> 00:06:32.920]  耶穌做了三件事將上帝的國帶到人間
[00:06:32.920 --> 00:06:34.420]  三件事而已
[00:06:34.420 --> 00:06:36.500]  哪三件事呢?
[00:06:36.500 --> 00:06:37.500]  第一
[00:06:37.500 --> 00:06:42.660]  耶穌來到這個地上宣講天國的福音
[00:06:42.660 --> 00:06:43.240]  第二
[00:06:43.240 --> 00:06:48.340]  耶穌來到這個地上施行天國的記號
[00:06:48.340 --> 00:06:50.840]  我想你要很小心去想這件事
[00:06:50.840 --> 00:06:51.740]  我在說什麼?
[00:06:51.740 --> 00:06:54.920]  我在說耶穌所做的很多神蹟
[00:06:54.920 --> 00:06:58.340]  但很多人以為耶穌的神蹟就是神蹟
[00:06:58.340 --> 00:07:01.860]  其實耶穌所做的每一個神蹟都是記號
[00:07:01.860 --> 00:07:03.080]  是關於天國的
[00:07:03.080 --> 00:07:06.620]  就是說當你去讀主耶穌基督的神蹟的時候
[00:07:06.620 --> 00:07:09.200]  其實你是在猜謎的
[00:07:09.200 --> 00:07:11.460]  你看到的是一個謎面
[00:07:11.460 --> 00:07:14.600]  但你真的要知道的是謎底
[00:07:14.600 --> 00:07:16.060]  謎面是神蹟
[00:07:16.060 --> 00:07:18.500]  謎底才是記號
[00:07:18.500 --> 00:07:19.500]  所以這是第二件事
[00:07:19.500 --> 00:07:21.800]  第三件事耶穌做了
[00:07:21.800 --> 00:07:23.500]  是將天國帶到人間
[00:07:23.500 --> 00:07:30.340]  就是祂為我們為地上的人預備天國的延寂
[00:07:30.340 --> 00:07:32.880]  宣講天國的福音
[00:07:32.880 --> 00:07:35.120]  施行天國的記號
[00:07:35.120 --> 00:07:38.920]  預備天國的延寂
[00:07:38.920 --> 00:07:40.700]  如果你讀福音書的時候
[00:07:40.700 --> 00:07:42.420]  你會立刻想到
[00:07:42.420 --> 00:07:47.700]  其實這三件事在耶穌的身上都好像跟食物
[00:07:47.700 --> 00:07:52.740]  甚至可以說是跟麵包特別有關係
[00:07:52.740 --> 00:07:56.240]  當耶穌去宣講天國福音的時候
[00:07:56.240 --> 00:07:58.600]  祂最喜歡用的是比喻
[00:07:58.600 --> 00:08:01.240]  是天國的比喻
[00:08:01.240 --> 00:08:03.940]  而祂其中一個最喜歡用的天國比喻
[00:08:03.940 --> 00:08:05.980]  就是延寂的比喻
[00:08:05.980 --> 00:08:09.260]  耶穌很喜歡說婚姻的延寂
[00:08:09.260 --> 00:08:12.460]  耶穌很喜歡說君王的延寂
[00:08:12.460 --> 00:08:15.920]  甚至我們說天國的信息的中心
[00:08:15.920 --> 00:08:21.900]  就是邀請你和我來到祂的延寂當中
[00:08:21.900 --> 00:08:25.500]  第二 耶穌所施行的天國記號當中
[00:08:25.500 --> 00:08:28.480]  也有很多跟食物很有關係的
[00:08:28.480 --> 00:08:29.900]  當你讀到耶穌的故事
[00:08:29.900 --> 00:08:34.280]  我們發覺耶穌很喜歡偶然親自下廚
[00:08:34.280 --> 00:08:36.220]  祂喜歡煮幾道菜
[00:08:36.220 --> 00:08:39.720]  不是 祂喜歡煮大鍋飯
[00:08:39.720 --> 00:08:41.820]  給幾千人吃的飯
[00:08:41.820 --> 00:08:44.560]  所以祂餵飽五千個男人
[00:08:44.560 --> 00:08:47.660]  後來祂又餵飽四千人
[00:08:47.660 --> 00:08:53.060]  耶穌很喜歡煮食 這些所做的一切是天國的記號
[00:08:53.060 --> 00:08:57.060]  祂不是為了身體的需要而做那個神蹟
[00:08:57.060 --> 00:09:02.840]  祂是在說一些更重要的天國的事情
[00:09:02.840 --> 00:09:04.740]  第三 主耶穌基督來到世上
[00:09:04.740 --> 00:09:09.080]  最喜歡做的仿佛就是和人吃飯
[00:09:09.080 --> 00:09:11.480]  祂去到哪裡 吃到哪裡
[00:09:11.480 --> 00:09:16.020]  祂的福音飯局在巴勒斯坦裏面徘徊
[00:09:16.020 --> 00:09:18.580]  在那裏盤旋
[00:09:18.580 --> 00:09:22.360]  有沒有想過為什麼耶穌這麼喜歡飲飲食食
[00:09:22.360 --> 00:09:23.620]  有時候我甚至可以這樣說
[00:09:23.620 --> 00:09:25.200]  如果耶穌不做傳道人
[00:09:25.200 --> 00:09:28.800]  祂很有可能去開一間酒樓食肆
[00:09:28.800 --> 00:09:33.460]  祂喜歡吃到一個這樣的地步
[00:09:33.460 --> 00:09:36.740]  如果你想知道耶穌為什麼這麼喜歡吃東西
[00:09:36.740 --> 00:09:39.140]  或者這麼喜歡請人吃東西
[00:09:39.140 --> 00:09:46.880]  你可能要和我一起回到舊約的《出埃及記》
[00:09:46.880 --> 00:09:49.680]  如果有人問你《出埃及記》是說些什麼
[00:09:49.680 --> 00:09:51.260]  你會怎麼回答呢
[00:09:51.260 --> 00:09:54.900]  最簡單直接的答案或者是這樣
[00:09:54.900 --> 00:10:00.440]  《出埃及記》就是講話和華怎樣拯救以色列人
[00:10:00.440 --> 00:10:04.400]  將他們從奴役中帶到自由
[00:10:04.400 --> 00:10:06.200]  很多時候我們一看《出埃及記》
[00:10:06.200 --> 00:10:11.500]  我們說《出埃及記》的中心點就是從奴役到自由
[00:10:11.500 --> 00:10:13.400]  如果你這樣說的話
[00:10:13.400 --> 00:10:14.980]  你是沒有錯的
[00:10:14.980 --> 00:10:18.280]  不過不夠深入
[00:10:18.280 --> 00:10:24.880]  如果你在深入對思想《出埃及記》的中心主題的時候
[00:10:24.880 --> 00:10:27.620]  你可能有一個新的主題
[00:10:27.620 --> 00:10:31.800]  主題是從奴役到侍奉
[00:10:31.800 --> 00:10:33.660]  從奴役到侍奉
[00:10:33.660 --> 00:10:35.820]  或者你記得那句話
[00:10:35.820 --> 00:10:39.200]  Let my people go that they may serve me
[00:10:39.200 --> 00:10:41.960]  讓我的子民離開埃及
[00:10:41.960 --> 00:10:44.440]  以至他們可以做什麼
[00:10:44.440 --> 00:10:46.580]  他們可以侍奉我
[00:10:46.580 --> 00:10:50.440]  所以真正的主題不是從奴役到自由
[00:10:50.440 --> 00:10:52.820]  然後你自己喜歡做什麼就做什麼
[00:10:52.820 --> 00:10:58.020]  而是從奴役到真正的侍奉上帝
[00:10:58.020 --> 00:11:00.920]  什麼叫自由
[00:11:00.920 --> 00:11:03.320]  現代人的自由就是什麼都不需要做
[00:11:03.320 --> 00:11:06.360]  有大把錢喜歡做什麼就做什麼
[00:11:06.360 --> 00:11:08.100]  可以做完所有的壞事
[00:11:08.100 --> 00:11:09.200]  而不需要被定罪
[00:11:09.200 --> 00:11:10.600]  這個叫自由
[00:11:10.600 --> 00:11:13.000]  但是聖經裡面告訴我們什麼叫自由
[00:11:13.000 --> 00:11:16.100]  真自由就是侍奉真神
[00:11:16.100 --> 00:11:17.740]  什麼叫奴役
[00:11:17.740 --> 00:11:19.740]  侍奉假神
[00:11:19.740 --> 00:11:21.640]  所以當他們在埃及的時候
[00:11:21.640 --> 00:11:23.580]  以色列人拜什麼
[00:11:23.580 --> 00:11:24.580]  拜埃及的神
[00:11:24.580 --> 00:11:25.720]  拜假神
[00:11:25.720 --> 00:11:28.120]  那個叫做奴役
[00:11:28.120 --> 00:11:29.620]  當他們出埃及之後
[00:11:29.620 --> 00:11:30.320]  他們要做什麼
[00:11:30.320 --> 00:11:32.260]  他們要侍奉真神
[00:11:32.260 --> 00:11:35.360]  那個叫做自由
[00:11:35.360 --> 00:11:37.200]  這個是第二個層次的想法
[00:11:37.200 --> 00:11:39.420]  但是還有另一個層次
[00:11:39.420 --> 00:11:41.360]  更深的一個層次就是
[00:11:41.360 --> 00:11:43.460]  出埃及記最終的主題
[00:11:43.460 --> 00:11:46.140]  不只是在說從奴役到自由
[00:11:46.140 --> 00:11:48.440]  甚至是從奴役到侍奉
[00:11:48.440 --> 00:11:52.980]  還有一樣東西叫做從奴役到賢職
[00:11:52.980 --> 00:11:54.700]  如果你留心去看
[00:11:54.700 --> 00:11:57.640]  耶和華怎麼跟法老說的話
[00:11:57.640 --> 00:11:59.020]  他說let my people go
[00:11:59.020 --> 00:12:01.040]  that they may hold a feast for me
[00:12:01.040 --> 00:12:03.980]  他說讓我的子民走
[00:12:03.980 --> 00:12:06.420]  以至他們在曠野裡面
[00:12:06.420 --> 00:12:07.460]  給我守節
[00:12:07.460 --> 00:12:08.620]  hold a feast for me
[00:12:08.620 --> 00:12:12.660]  好像耶和華很喜歡他的子民
[00:12:12.660 --> 00:12:14.400]  幫他做一頓厲害的東西
[00:12:14.400 --> 00:12:16.740]  一起去跟他享受
[00:12:16.740 --> 00:12:18.300]  但是有趣的時候就是
[00:12:18.300 --> 00:12:21.000]  你一直讀出埃及記
[00:12:21.000 --> 00:12:22.400]  讀到二十四章的時候
[00:12:22.400 --> 00:12:25.200]  你會發現其實是耶和華
[00:12:25.200 --> 00:12:27.940]  為他們預備一個賢職
[00:12:27.940 --> 00:12:30.340]  我們很容易想歪了
[00:12:30.340 --> 00:12:33.140]  以為耶和華要我們得救
[00:12:33.140 --> 00:12:34.520]  以至我們可以服侍祂
[00:12:34.520 --> 00:12:36.520]  於是我們在這裡很忙碌的
[00:12:36.520 --> 00:12:38.420]  煮東西給耶和華吃
[00:12:38.420 --> 00:12:40.020]  直至你去到出埃及記
[00:12:40.020 --> 00:12:41.160]  第二十四章的時候
[00:12:41.160 --> 00:12:43.620]  你發覺原來是耶和華
[00:12:43.620 --> 00:12:49.300]  預備了一個豐盛的賢職給祂的子民
[00:12:49.300 --> 00:12:52.100]  於是摩西亞倫還有七十個
[00:12:52.100 --> 00:12:55.440]  他們的長老上去山上
[00:12:55.440 --> 00:12:59.840]  山上其實是耶和華神的地下室
[00:12:59.840 --> 00:13:01.140]  於是他在上面
[00:13:01.140 --> 00:13:03.740]  很有趣的是他看到耶和華的腳
[00:13:03.740 --> 00:13:07.240]  接著在那裡他們又吃又喝
[00:13:07.240 --> 00:13:09.880]  耶和華很喜歡賢職
[00:13:09.880 --> 00:13:13.460]  很喜歡飲飲食食
[00:13:13.460 --> 00:13:15.420]  你有沒有留意在出埃及記裡面
[00:13:15.420 --> 00:13:19.660]  耶和華是怎樣救以色列人出埃及的
[00:13:19.660 --> 00:13:22.160]  他是用了一個賢職來救他們
[00:13:22.160 --> 00:13:26.700]  用了一個高揚宴來救他們的
[00:13:26.700 --> 00:13:31.700]  是過日子的高揚宴救了他們的
[00:13:31.700 --> 00:13:35.680]  高揚宴審判了埃及人
[00:13:35.680 --> 00:13:39.180]  高揚宴拯救了上帝的子民
[00:13:39.180 --> 00:13:40.880]  是高揚的血
[00:13:40.880 --> 00:13:43.580]  是救恩的賢職
[00:13:43.580 --> 00:13:46.820]  於是耶和華用一個賢職救了以色列人
[00:13:46.820 --> 00:13:50.220]  以至他們出了埃及之後做什麼呢
[00:13:50.220 --> 00:13:51.620]  出了埃及之後
[00:13:51.620 --> 00:13:53.660]  他們每一個星期
[00:13:53.660 --> 00:13:57.200]  每七天都會有另一個賢職
[00:13:57.200 --> 00:14:00.160]  那個賢職叫做安息日
[00:14:00.160 --> 00:14:01.260]  叫安息日
[00:14:01.260 --> 00:14:02.560]  安息日好像沒有賢職
[00:14:02.560 --> 00:14:04.140]  是有的
[00:14:04.140 --> 00:14:07.200]  他在安息日裡面吃什麼呢
[00:14:07.200 --> 00:14:10.200]  天上下來的晚下
[00:14:10.200 --> 00:14:10.940]  你看看
[00:14:10.940 --> 00:14:13.140]  所以整本出埃及記
[00:14:13.140 --> 00:14:16.520]  是由一個賢職去到另外一個賢職
[00:14:16.520 --> 00:14:20.360]  我不知道你有沒有想過安息日是怎麼回事
[00:14:20.360 --> 00:14:22.280]  有沒有看過舊約聖經裡面說
[00:14:22.280 --> 00:14:26.000]  你當守安息日不守安息日是要斬頭的
[00:14:26.000 --> 00:14:28.660]  有沒有覺得好像很殘忍
[00:14:28.660 --> 00:14:30.060]  我都忙了整個星期
[00:14:30.060 --> 00:14:31.500]  很累啊
[00:14:31.500 --> 00:14:33.360]  為什麼又要我回來教會
[00:14:33.360 --> 00:14:35.800]  很麻煩啊
[00:14:35.800 --> 00:14:37.040]  你有沒有想過
[00:14:37.040 --> 00:14:40.140]  安息日對以色列人的意義是什麼
[00:14:40.140 --> 00:14:42.080]  當他們在埃及的時候
[00:14:42.080 --> 00:14:46.420]  請問他們有沒有休息
[00:14:46.420 --> 00:14:46.680]  沒有
[00:14:46.680 --> 00:14:49.380]  他們是奴役
[00:14:49.380 --> 00:14:51.620]  所以當他們出了埃及之後
[00:14:51.620 --> 00:14:52.420]  又安息
[00:14:52.420 --> 00:14:55.060]  這個安息日代表了什麼
[00:14:55.060 --> 00:14:58.220]  當於他們生命的新的開始
[00:14:58.220 --> 00:15:02.120]  如果有一個國家從來以前是被人來制肘的
[00:15:02.120 --> 00:15:03.120]  現在獨立了
[00:15:03.120 --> 00:15:06.700]  那是你國家的獨立日
[00:15:06.700 --> 00:15:08.740]  是你國家的感恩節
[00:15:08.740 --> 00:15:12.740]  剛剛星期四在美國過了感恩節
[00:15:12.740 --> 00:15:14.940]  感恩節在美國有一天
[00:15:14.940 --> 00:15:17.480]  全世界都放假了
[00:15:17.480 --> 00:15:22.080]  連中國人的餐館都放假了
[00:15:22.080 --> 00:15:24.580]  為什麼安息日這麼重要
[00:15:24.580 --> 00:15:26.280]  因為是以色列人的獨立日
[00:15:26.280 --> 00:15:28.660]  是以色列人的感恩節
[00:15:28.660 --> 00:15:32.720]  是以色列人的農曆新年
[00:15:32.720 --> 00:15:34.120]  我記得我的台灣朋友
[00:15:34.120 --> 00:15:36.320]  經常都會說一句話
[00:15:36.320 --> 00:15:39.500]  就說沒有天天過年
[00:15:39.500 --> 00:15:41.600]  沒有天天過年的
[00:15:41.600 --> 00:15:42.900]  他說哪有這麼幸運的
[00:15:42.900 --> 00:15:44.500]  哪有天天過年
[00:15:44.500 --> 00:15:46.840]  如果你是猶太人
[00:15:46.840 --> 00:15:49.100]  如果你是基督徒的話
[00:15:49.100 --> 00:15:51.440]  你是每一週都在過年的
[00:15:51.440 --> 00:15:52.880]  我們現在在做什麼
[00:15:52.880 --> 00:15:55.920]  我們在慶祝我們的感恩節
[00:15:55.920 --> 00:15:57.320]  每個星期
[00:15:57.320 --> 00:15:58.920]  又錄了
[00:15:58.920 --> 00:16:02.420]  每個星期天我們在慶祝我們的感恩節
[00:16:02.420 --> 00:16:03.720]  我們的獨立日
[00:16:03.720 --> 00:16:05.900]  我們的新年
[00:16:05.900 --> 00:16:09.020]  不需要等一年
[00:16:09.020 --> 00:16:13.140]  是每一個星期周而復始
[00:16:13.140 --> 00:16:14.640]  我們在敬拜
[00:16:14.640 --> 00:16:20.140]  將我們從死裡面請求出來的真神
[00:16:20.140 --> 00:16:21.740]  當你去看《舊約聖經》的時候
[00:16:21.740 --> 00:16:24.540]  你發覺耶和華是一個愛賢直的神
[00:16:24.540 --> 00:16:25.780]  到一個地步
[00:16:25.780 --> 00:16:29.220]  以色列人他們的節祇裡面
[00:16:29.220 --> 00:16:31.420]  是充滿了很多不同的賢直
[00:16:31.420 --> 00:16:35.920]  耶和華是一個喜愛賢直的神
[00:16:35.920 --> 00:16:38.060]  這是舊約來的
[00:16:38.060 --> 00:16:40.720]  但這支舊約是影子來的
[00:16:40.720 --> 00:16:44.900]  「心若道成了若肉身住在我們當中」
[00:16:44.900 --> 00:16:48.300]  耶穌來到這個世界上
[00:16:48.300 --> 00:16:50.440]  我們說像父像兒
[00:16:50.440 --> 00:16:51.880]  有其父必有其子
[00:16:51.880 --> 00:16:53.900]  如果一個父親很喜歡飲宴
[00:16:53.900 --> 00:16:56.480]  你的兒子會怎樣呢?
[00:16:56.480 --> 00:16:57.820]  於是兒子來到
[00:16:57.820 --> 00:17:01.820]  就會經常跟別人飲宴
[00:17:01.820 --> 00:17:04.720]  所以為什麼主耶穌基督這麼喜歡飲宴
[00:17:04.720 --> 00:17:06.360]  為什麼耶穌所說的一切
[00:17:06.360 --> 00:17:09.260]  都好像跟食物有關係
[00:17:09.260 --> 00:17:13.580]  因为它是摇滑的化身
