
[00:00:00.000 --> 00:00:07.800]  踏入三月 上個星期已經開始了新的創世記系列
[00:02:33.300 --> 00:02:39.000]  我想這也是我們犯罪的一個進程
[00:02:39.000 --> 00:02:43.600]  不需要特別多去研究 多去講
[00:02:43.600 --> 00:02:44.700]  歌人
[00:02:44.700 --> 00:02:49.100]  但是歌人這個人類第一宗的謀殺案
[00:02:49.100 --> 00:02:50.500]  我相信是謀殺
[00:02:50.500 --> 00:02:52.500]  因為約他在田間聊天
[00:02:52.500 --> 00:02:56.000]  然後擊殺了他
[00:02:56.000 --> 00:03:01.100]  可以用一句句子去形容歌人
[00:03:01.100 --> 00:03:03.700]  怎樣看他的兄弟
[00:03:03.700 --> 00:03:07.700]  就是我恨惡我的弟兄
[00:03:07.700 --> 00:03:12.000]  I hate my brother
[00:03:12.000 --> 00:03:14.100]  很多時候當我們看阿伯的時候
[00:03:14.100 --> 00:03:16.700]  我們都覺得他是一個
[00:03:16.700 --> 00:03:19.100]  他又愛上帝
[00:03:19.100 --> 00:03:21.700]  他又獻最好的頭生
[00:03:21.700 --> 00:03:28.600]  最好的短髮給上帝
[00:03:28.600 --> 00:03:31.900]  所以我想大家都很同情他
[00:03:31.900 --> 00:03:33.900]  因為他被殺的那個
[00:03:33.900 --> 00:03:37.900]  但是當我自己在靈修裡面反省思想
[00:03:37.900 --> 00:03:40.200]  這一宗謀殺案的時候
[00:03:40.200 --> 00:03:41.600]  我在想
[00:03:41.600 --> 00:03:45.700]  當然事件沒有詳細交代他們的關係是怎樣
[00:03:45.700 --> 00:03:47.100]  但是在事件裡面
[00:03:47.100 --> 00:03:48.700]  我們看不到一件事就是
[00:03:48.700 --> 00:03:50.500]  阿伯本身
[00:03:50.500 --> 00:03:54.700]  他好像有一朵黑雲紮在他頭上
[00:03:54.700 --> 00:03:56.400]  頭上的就是
[00:03:56.400 --> 00:03:59.100]  他自己將最好的獻上給上帝
[00:03:59.100 --> 00:04:02.100]  他自己和上帝建立一個美好的關係
[00:04:02.100 --> 00:04:05.500]  但是他卻沒有關心到
[00:04:05.500 --> 00:04:08.600]  他兄弟歌人的憤怒
[00:04:08.600 --> 00:04:10.200]  他的嫉妒
[00:04:10.200 --> 00:04:12.800]  他想要的是什麼
[00:04:12.800 --> 00:04:16.800]  沒錯他是一個受害者
[00:04:16.800 --> 00:04:20.200]  但是如果我們說歌人
[00:04:20.200 --> 00:04:23.100]  他恨惡他的弟兄
[00:04:23.100 --> 00:04:25.300]  會不會我們也可以說
[00:04:25.300 --> 00:04:32.100]  阿伯疏忽了他的弟兄
[00:04:32.100 --> 00:04:33.600]  當我看這宗經文的時候
[00:04:33.600 --> 00:04:36.000]  又令我想起耶穌基督
[00:04:36.000 --> 00:04:40.600]  這個浪子回頭的比喻
[00:04:40.600 --> 00:04:42.200]  這個比喻告訴我們
[00:04:42.200 --> 00:04:45.500]  小兒子是一個主角
[00:04:45.500 --> 00:04:47.000]  但是
[00:04:47.000 --> 00:04:50.600]  你有沒有想過如果大兒子
[00:04:50.600 --> 00:04:54.300]  他願意出去尋找他的弟兄
[00:04:54.300 --> 00:04:56.100]  邀請他回到家裡
[00:04:56.100 --> 00:04:57.500]  當然這是一個比喻
[00:04:57.500 --> 00:05:00.100]  但是靈修的思想就是
[00:05:00.100 --> 00:05:01.800]  如果這個大兒子
[00:05:01.800 --> 00:05:05.700]  願意伸出他的兄弟的情
[00:05:05.700 --> 00:05:07.900]  去找這個小兒子回到家裡
[00:05:07.900 --> 00:05:12.300]  會不會那個比喻會有改寫呢
[00:05:12.300 --> 00:05:13.300]  這個也是今天
[00:05:13.300 --> 00:05:16.400]  我們從這篇聖經裡面去思想的
[00:05:16.400 --> 00:05:19.200]  當上帝每次問我們問題的時候
[00:05:19.200 --> 00:05:20.700]  你知道上帝每次問問題
[00:05:20.700 --> 00:05:22.300]  不是上帝不知道
[00:05:22.300 --> 00:05:24.500]  他問亞當你在哪裡
[00:05:24.500 --> 00:05:26.900]  他問歌人你兄弟在哪裡
[00:05:26.900 --> 00:05:31.200]  他問摩西你手裡拿著的是什麼
[00:05:31.200 --> 00:05:34.100]  他和瑪利亞和約瑟說
[00:05:34.100 --> 00:05:35.100]  很多事情都是
[00:05:35.100 --> 00:05:37.800]  他問保羅為什麼你用腳劈刺
[00:05:37.800 --> 00:05:38.900]  是不可以的
[00:05:38.900 --> 00:05:41.200]  這個也是上帝不是不知道
[00:05:41.200 --> 00:05:43.200]  上帝是想問我們一個問題
[00:05:43.200 --> 00:05:46.000]  要我們去反省一件很重要的事情
[00:05:46.000 --> 00:05:49.600]  究竟今天我們弟兄在哪裡
[00:05:49.600 --> 00:05:51.500]  弟兄姐妹
[00:05:51.500 --> 00:05:53.600]  今天上帝問歌人這個問題
[00:05:53.600 --> 00:05:55.700]  也在問我們每一個
[00:05:55.700 --> 00:05:59.800]  你的兄弟在哪裡
[00:05:59.800 --> 00:06:01.700]  所以今天我嘗試從這篇信息裡面
[00:06:01.700 --> 00:06:05.800]  去看看兩樣很重要的問題
[00:06:05.800 --> 00:06:07.400]  歌人的回答就是
[00:06:07.400 --> 00:06:12.700]  我何時看守我兄弟那個呢
[00:06:12.700 --> 00:06:15.100]  聖經裡面告訴我們
[00:06:15.100 --> 00:06:18.700]  誰是一個看守的人
[00:06:18.700 --> 00:06:20.100]  還有我們要回答
[00:06:20.100 --> 00:06:21.900]  在聖經裡面這個問題就是
[00:06:21.900 --> 00:06:24.800]  誰是我們的弟兄姐妹
[00:06:24.800 --> 00:06:27.200]  誰是我們的弟兄
[00:06:27.200 --> 00:06:28.800]  我們首先要明白的就是
[00:06:28.800 --> 00:06:30.200]  誰是看守的人
[00:06:30.200 --> 00:06:34.900]  就要明白上帝在地球上的心意
[00:06:34.900 --> 00:06:36.000]  當人犯罪之後
[00:06:36.000 --> 00:06:38.400]  我們很熟悉這段經文
[00:06:38.400 --> 00:06:39.900]  他不如一人沉淪
[00:06:39.900 --> 00:06:41.800]  是要人人都悔改
[00:06:41.800 --> 00:06:43.500]  這是上帝的心願
[00:06:43.500 --> 00:06:47.100]  所以上帝在地球上做了一些事情
[00:06:47.100 --> 00:06:48.600]  他告訴我們
[00:06:48.600 --> 00:06:50.800]  告訴很多聖經裡面記載的
[00:06:50.800 --> 00:06:51.900]  告訴我們
[00:06:51.900 --> 00:06:54.700]  上帝的心對於未信的人
[00:06:54.700 --> 00:06:56.300]  他的心是怎樣
[00:06:56.300 --> 00:06:58.400]  不論是對利尼美裡面
[00:06:58.400 --> 00:06:59.600]  那二十萬
[00:06:59.600 --> 00:07:00.800]  這個十二萬
[00:07:00.800 --> 00:07:03.300]  是分不出左右手
[00:07:03.300 --> 00:07:05.600]  有人說這是小朋友的意思
[00:07:05.600 --> 00:07:08.100]  但是這裡說到
[00:07:08.100 --> 00:07:10.200]  上帝是憐憫
[00:07:10.200 --> 00:07:13.700]  看顧那些每一個
[00:07:13.700 --> 00:07:15.700]  就算未信他的人
[00:07:15.700 --> 00:07:18.300]  上帝都是看顧
[00:07:18.300 --> 00:07:21.400]  當保羅在哥倫多傳福音
[00:07:21.400 --> 00:07:23.000]  感覺到很困難
[00:07:23.000 --> 00:07:25.500]  因為猶太人又去迫害他
[00:07:25.500 --> 00:07:27.300]  在當中這個罪惡之城
[00:07:27.300 --> 00:07:30.200]  也是很難去做福音工作
[00:07:30.200 --> 00:07:32.800]  但是耶穌基督就跟保羅說
[00:07:32.800 --> 00:07:33.400]  不要怕
[00:07:33.400 --> 00:07:35.800]  只管說不要沉默
[00:07:35.800 --> 00:07:37.300]  因為在這個城裡面
[00:07:37.300 --> 00:07:40.300]  有許多屬於我的人
[00:07:40.300 --> 00:07:41.500]  是上帝憐憫
[00:07:41.500 --> 00:07:44.000]  上帝愛
[00:07:44.000 --> 00:07:47.000]  上帝對於每一個人的心
[00:07:47.000 --> 00:07:49.400]  都是傳自這份情
[00:07:49.400 --> 00:07:53.200]  這份上帝對人的恩情在當中
[00:07:53.200 --> 00:07:57.100]  所以上帝今天就放了我們在地面上
[00:07:57.100 --> 00:08:00.000]  你看看聖經裡面一直在說
[00:08:00.000 --> 00:08:00.800]  比起傳師異將
[00:08:00.800 --> 00:08:02.200]  大家很熟悉的經文
[00:08:02.200 --> 00:08:03.600]  你們是被選死的族
[00:08:03.600 --> 00:08:04.600]  是君子的祭司
[00:08:04.600 --> 00:08:05.800]  是神聖的國度
[00:08:05.800 --> 00:08:07.900]  是屬神的子民
[00:08:07.900 --> 00:08:09.200]  很開心
[00:08:09.200 --> 00:08:10.500]  我們做了神的兒女
[00:08:10.500 --> 00:08:11.700]  做了神的祭司
[00:08:11.700 --> 00:08:14.500]  做了神國度裡面的子民
[00:08:14.500 --> 00:08:17.500]  但是不要忘記下一句
[00:08:17.500 --> 00:08:19.800]  為什麼上帝要呼召我們
[00:08:19.800 --> 00:08:21.600]  是因為我們蒙恩之後
[00:08:21.600 --> 00:08:23.200]  也是蒙召
[00:08:23.200 --> 00:08:24.300]  要洗你們
[00:08:24.300 --> 00:08:25.800]  每一個信耶穌的
[00:08:25.800 --> 00:08:28.500]  都要宣揚那些召你們出黑暗
[00:08:28.500 --> 00:08:31.000]  入奇妙光明者的美德
[00:08:31.000 --> 00:08:36.700]  這是我們地面上上帝要我們做的事情
[00:08:36.700 --> 00:08:38.300]  說不出口
[00:08:38.300 --> 00:08:39.000]  第五章
[00:08:39.000 --> 00:08:40.700]  大家又很熟悉的經文
[00:08:40.700 --> 00:08:41.800]  第十七節就是
[00:08:41.800 --> 00:08:42.900]  所以有人做基督女
[00:08:42.900 --> 00:08:44.100]  他就是新做的人
[00:08:44.100 --> 00:08:45.900]  舊時已過都變成新的
[00:08:45.900 --> 00:08:47.500]  大家都很熟悉
[00:08:47.500 --> 00:08:49.700]  但是還有下一句
[00:08:49.700 --> 00:08:52.600]  上帝將一切都出於上帝
[00:08:52.600 --> 00:08:55.100]  他藉著基督使我們和他和好
[00:08:55.100 --> 00:08:56.200]  這樣又如何
[00:08:56.200 --> 00:09:02.000]  又將勸人與他和好的使命交給我們
[00:09:02.000 --> 00:09:04.900]  保羅說就算你沒有那份情也好
[00:09:04.900 --> 00:09:05.900]  你要記住
[00:09:05.900 --> 00:09:09.100]  這是我們每一個人的責任
[00:09:09.100 --> 00:09:10.900]  我不傳福音
[00:09:10.900 --> 00:09:12.200]  我就有和
[00:09:12.200 --> 00:09:13.900]  因為這是上帝交給我們
[00:09:13.900 --> 00:09:15.800]  在地面上我們要去做的事情
[00:09:15.800 --> 00:09:17.900]  接著保羅又用另一句
[00:09:17.900 --> 00:09:20.800]  再一次重複他所說的話
[00:09:20.800 --> 00:09:22.000]  這就是
[00:09:22.000 --> 00:09:25.200]  神在基督裡面使世人與自己和好
[00:09:25.200 --> 00:09:29.400]  將他們的過犯歸到他們的身上
[00:09:29.400 --> 00:09:30.200]  下一句
[00:09:30.200 --> 00:09:39.300]  並且將和好的信息托付給我們
[00:09:39.300 --> 00:09:44.400]  等著看誰是看守弟兄的人
[00:09:44.400 --> 00:09:47.700]  今天你和我在地球上
[00:09:47.700 --> 00:09:50.600]  就是看守我們弟兄的人
[00:09:50.600 --> 00:09:52.600]  我們每一個信耶穌的人
[00:09:52.600 --> 00:09:54.700]  就是上帝放在地面上
[00:09:54.700 --> 00:09:57.200]  作為弟兄的看守者
[00:09:57.200 --> 00:09:58.200]  就是我們每一個
[00:09:58.200 --> 00:10:02.900]  都是地面上每一個未信主的人的守望者
[00:10:02.900 --> 00:10:04.600]  以色列書第三章
[00:10:04.600 --> 00:10:08.400]  第三十三章重複了幾次這段經文
[00:10:08.400 --> 00:10:09.400]  我想讀給大家聽
[00:10:09.400 --> 00:10:12.000]  了解一下上帝對我們的責任是什麼
[00:10:12.000 --> 00:10:13.900]  他說人子就是我們每一個
[00:10:13.900 --> 00:10:16.300]  我立你作以色列家的守望者
[00:10:16.300 --> 00:10:17.800]  所以你應勸
[00:10:17.800 --> 00:10:19.900]  你要聽我口中的話
[00:10:19.900 --> 00:10:24.800]  替我警戒那些不信耶和華、不願意悔改的人
[00:10:24.800 --> 00:10:27.700]  我何時指著惡人說他必要死
[00:10:27.700 --> 00:10:29.500]  你若不警戒他
[00:10:29.500 --> 00:10:31.200]  若不勸告他
[00:10:31.200 --> 00:10:32.600]  使他離開惡行
[00:10:32.600 --> 00:10:33.900]  拯救他的性命
[00:10:33.900 --> 00:10:36.200]  這惡人必死在罪孽當中
[00:10:36.200 --> 00:10:43.100]  但是我卻要從你手裡討他的血債
[00:10:43.100 --> 00:10:44.400]  你若警戒惡人
[00:10:44.400 --> 00:10:47.500]  他仍不轉離罪惡
[00:10:47.500 --> 00:10:49.800]  也不離開惡行
[00:10:49.800 --> 00:10:52.000]  他必在罪孽之中
[00:10:52.000 --> 00:10:58.400]  你卻救了自己的性命
[00:10:58.400 --> 00:10:58.900]  鄧應戰榮
[00:10:58.900 --> 00:11:03.200]  我們每一個都是守望者
[00:11:03.200 --> 00:11:06.100]  都是看守我們弟兄的人
[00:11:06.100 --> 00:11:14.800]  我們有責任在地球上成為一個上帝的守望者
[00:11:14.800 --> 00:11:16.300]  誰是看守的人?
[00:11:16.300 --> 00:11:17.000]  鄧應戰榮
[00:11:17.000 --> 00:11:19.600]  你和我就是一個看守的人
[00:11:19.600 --> 00:11:22.200]  在聖經中是怎樣說?
[00:11:22.200 --> 00:11:23.400]  誰是我的弟兄?
[00:11:23.400 --> 00:11:25.800]  當那個人說
[00:11:25.800 --> 00:11:28.400]  我何時看守我的弟兄?
[00:11:28.400 --> 00:11:31.400]  誰是你的弟兄?
[00:11:31.400 --> 00:11:33.400]  那個人沒有回答
[00:11:33.400 --> 00:11:37.600]  但耶穌基督在聖經中卻提醒我們
[00:11:37.600 --> 00:11:38.600]  幾件很重要的事情
[00:11:38.600 --> 00:11:40.600]  去看誰是我們的弟兄
[00:11:40.600 --> 00:11:41.600]  首先第一件事
[00:11:41.600 --> 00:11:42.500]  耶穌說
[00:11:42.500 --> 00:11:46.600]  我是我弟兄之中的弟兄
[00:11:46.600 --> 00:11:49.200]  在耶穌基督臨離世之前
[00:11:49.200 --> 00:11:50.600]  臨被捉拿之前
[00:11:50.600 --> 00:11:53.200]  約翰福音第十三至十六章
[00:11:53.200 --> 00:11:54.600]  幾章的聖經中
[00:11:54.600 --> 00:11:57.000]  都在重複重複的一個主題
[00:11:57.000 --> 00:11:57.800]  就是合一
[00:11:57.800 --> 00:11:59.000]  彼此相愛
[00:11:59.000 --> 00:12:00.200]  你們要彼此相愛
[00:12:00.200 --> 00:12:01.400]  像我愛我
[00:12:01.400 --> 00:12:02.400]  愛你們一樣
[00:12:02.400 --> 00:12:04.600]  這是我的命令
[00:12:04.600 --> 00:12:07.600]  英文或者希臘文原文
[00:12:07.600 --> 00:12:10.400]  英文也叫commandment
[00:12:10.400 --> 00:12:11.800]  即是誡命
[00:12:11.800 --> 00:12:14.600]  我們在舊約中有十誡
[00:12:14.600 --> 00:12:15.400]  但耶穌說
[00:12:15.400 --> 00:12:17.000]  我再弄一條給你
[00:12:17.000 --> 00:12:22.000]  你知道十誡就是愛神愛人
[00:12:22.000 --> 00:12:23.000]  但耶穌說
[00:12:23.000 --> 00:12:24.800]  我再弄一條很重要的給你
[00:12:24.800 --> 00:12:27.600]  這條誡命是新的命令
[00:12:27.600 --> 00:12:29.200]  即是這是命令
[00:12:29.200 --> 00:12:30.800]  我們每一個都要去做
[00:12:30.800 --> 00:12:33.200]  不做就是不聽上帝的話
[00:12:33.200 --> 00:12:35.200]  當然你隱身也不聽上帝的話
[00:12:35.200 --> 00:12:36.600]  就是罪
[00:12:36.600 --> 00:12:38.400]  就是違背上帝命令
[00:12:38.400 --> 00:12:39.600]  上帝命令我們要做什麼
[00:12:39.600 --> 00:12:44.800]  就是要我們彼此相愛
[00:12:44.800 --> 00:12:49.000]  耶穌說如果你要學做一個看守弟兄的人
[00:12:49.000 --> 00:12:51.800]  首先不要說得太遠
[00:12:51.800 --> 00:12:53.800]  飄去遠方
[00:12:53.800 --> 00:13:00.600]  就在你身邊的一個本地群體裏面
[00:13:00.600 --> 00:13:05.200]  由這群信徒群體開始
[00:13:05.200 --> 00:13:10.400]  去實踐耶穌給我們的命令
[00:13:10.400 --> 00:13:12.400]  為什麼我們經常鼓勵弟兄姊妹
[00:13:12.400 --> 00:13:16.400]  要回來,不只是重拜聚會
[00:13:16.400 --> 00:13:19.000]  我們要回來在我們的小組
[00:13:19.000 --> 00:13:21.000]  在我們的群體裏面去學習
[00:13:21.000 --> 00:13:23.800]  學什麼就是我們LIFE
[00:13:23.800 --> 00:13:30.200]  愛神,愛人,學道,行道
[00:13:30.200 --> 00:13:32.800]  這四樣聖經常常叫我們要做的事
[00:13:32.800 --> 00:13:35.600]  我們在群體裏面學去做
[00:13:35.600 --> 00:13:38.200]  我們為什麼大家一起學習去愛上帝
[00:13:38.200 --> 00:13:40.000]  為什麼一起去學習愛人
[00:13:40.000 --> 00:13:43.600]  愛人這件事不能自己對著鏡子去做
[00:13:43.600 --> 00:13:45.800]  一定要和別人去做才可以
[00:13:45.800 --> 00:13:48.000]  一起去學道
[00:13:48.000 --> 00:13:49.800]  你學到聖經的話語
[00:13:49.800 --> 00:13:52.200]  你怎樣走出來去行道
[00:13:52.200 --> 00:13:58.600]  這就是我們小組裏面最重要的四樣目的
[00:13:58.600 --> 00:14:02.600]  所以弟兄姊妹不要單單看約翰福音三章十六節
[00:14:02.600 --> 00:14:04.600]  我常常和弟兄姊妹說
[00:14:04.600 --> 00:14:07.800]  約翰還寫了約翰一書三章十六節
[00:14:07.800 --> 00:14:11.000]  基督在十字架上說我們死我們知道何為愛
[00:14:11.000 --> 00:14:12.000]  但下一句還有
[00:14:12.000 --> 00:14:16.800]  我們也當愛我們的弟兄
[00:14:16.800 --> 00:14:22.000]  這是我們走不掉一樣的東西
[00:14:22.000 --> 00:14:24.400]  我們要遵行上帝的命令
[00:14:24.400 --> 00:14:27.200]  我常常說這句話
[00:14:27.200 --> 00:14:28.600]  上帝為什麼要命令
[00:14:28.600 --> 00:14:31.400]  就是我們不是自然去做這些事
[00:14:31.400 --> 00:14:33.200]  為什麼要有十誡
[00:14:33.200 --> 00:14:37.400]  十誡就是有些事不是我們自然去做的
[00:14:37.400 --> 00:14:39.800]  我們要遵守這個誡命去做
[00:14:39.800 --> 00:14:42.600]  同樣地這條新的命令
[00:14:42.600 --> 00:14:44.800]  吩咐我們信主的人要去做的
[00:14:44.800 --> 00:14:47.800]  也不是我們自然去做的
[00:14:47.800 --> 00:14:51.800]  誰會自然去愛另外一個罪人
[00:14:51.800 --> 00:14:54.000]  但是我們就要去學習
[00:14:54.000 --> 00:14:56.200]  這就是聖經裏面提醒我們
[00:14:56.200 --> 00:14:58.400]  我們是弟兄當中的弟兄
[00:14:58.400 --> 00:15:00.200]  但耶穌不單止停在這裏
[00:15:00.200 --> 00:15:01.800]  耶穌繼續和我們說
[00:15:01.800 --> 00:15:03.000]  誰是我們的弟兄
[00:15:03.000 --> 00:15:06.200]  我們是我們淪舍的弟兄
[00:15:06.200 --> 00:15:07.800]  路加福音第十章二十七句
[00:15:07.800 --> 00:15:08.800]  耶穌說了
[00:15:08.800 --> 00:15:11.000]  你要盡心盡性盡力盡義
[00:15:11.000 --> 00:15:12.400]  愛主你的上帝
[00:15:12.400 --> 00:15:17.800]  也要愛淪舍兒童自己
[00:15:17.800 --> 00:15:21.200]  於是有一個文士來到耶穌面前問
[00:15:21.200 --> 00:15:24.600]  誰是我的淪舍
[00:15:24.600 --> 00:15:30.400]  於是耶穌就說了一個比喻告訴他
[00:15:30.400 --> 00:15:37.200]  有一個以色列人 一個猶太人由耶路撒冷去耶利哥
[00:15:37.200 --> 00:15:44.000]  在路上被打得半死
[00:15:44.000 --> 00:15:48.200]  有一個祭司和一個利美人
[00:15:48.200 --> 00:15:52.400]  宗教信仰裏面最高等的
[00:15:52.400 --> 00:15:58.600]  最高級數的屬靈的領導
[00:15:58.600 --> 00:16:02.200]  見到他在旁邊走過
[00:16:02.200 --> 00:16:07.400]  唯有一個被猶太人鄙視的撒瑪利亞人
[00:16:07.400 --> 00:16:09.400]  見到他
[00:16:09.400 --> 00:16:11.800]  為他療傷
[00:16:11.800 --> 00:16:15.200]  給他水喝
[00:16:15.200 --> 00:16:18.200]  抱他上身
[00:16:18.200 --> 00:16:20.800]  帶他去Marriott
[00:16:20.800 --> 00:16:23.200]  還給他房租
[00:16:23.200 --> 00:16:29.000]  拿著卡 耶穌說
[00:16:29.000 --> 00:16:33.400]  誰是這個人的淪舍
[00:16:33.400 --> 00:16:35.400]  那個文士說
[00:16:35.400 --> 00:16:39.200]  那個是憐憫他的
[00:16:39.200 --> 00:16:42.600]  你知道耶穌說什麼嗎
[00:16:42.600 --> 00:16:44.000]  耶穌說
[00:16:44.000 --> 00:16:46.200]  你就照樣去行
[00:16:46.200 --> 00:16:51.600]  Do likewise
[00:16:51.600 --> 00:16:54.400]  很多時候我們方派基督徒
[00:16:54.400 --> 00:17:01.000]  我們嘗試太狹隘去看福音的工作
[00:17:01.000 --> 00:17:03.200]  我們經常覺得福音就是
[00:17:03.200 --> 00:17:06.200]  宣傳一套道理給人聽了之後
[00:17:06.200 --> 00:17:07.600]  我們就完成了使命
[00:17:07.600 --> 00:17:09.200]  警戒惡人
[00:17:09.200 --> 00:17:11.200]  逃避自己的罪
[00:17:11.200 --> 00:17:14.000]  但我們沒有看到耶穌說的
[00:17:14.000 --> 00:17:16.400]  我們要怎樣去實踐
[00:17:16.400 --> 00:17:19.400]  盡心盡性盡力愛上帝
[00:17:19.400 --> 00:17:21.200]  和愛人如己
[00:17:21.200 --> 00:17:22.800]  誰是我們淪舍
[00:17:22.800 --> 00:17:26.200]  就是我們身邊有需要的每一個人
[00:17:26.200 --> 00:17:29.600]  為什麼我們要去
[00:17:29.600 --> 00:17:31.800]  每個星期派食物
[00:17:31.800 --> 00:17:34.400]  我初初的時候都聽到有一些
[00:17:34.400 --> 00:17:36.200]  小部分的頂尖會
[00:17:36.200 --> 00:17:38.200]  會和我說
[00:17:38.200 --> 00:17:39.800]  不要浪費時間
[00:17:39.800 --> 00:17:40.600]  那些人都
[00:17:40.600 --> 00:17:44.000]  菲律賓人 越南人 西班牙人
[00:17:44.000 --> 00:17:45.400]  怎麼會回來教會
[00:17:45.400 --> 00:17:47.400]  連講英文都講不定
[00:17:47.400 --> 00:17:50.000]  我們應該集中去做
[00:17:50.000 --> 00:17:54.400]  廣東話 國語和英文的工作
[00:17:54.400 --> 00:17:56.200]  但突然之間
[00:17:56.200 --> 00:17:57.600]  耶穌基督說的
[00:17:57.600 --> 00:18:01.000]  誰是我們淪舍這句話
[00:18:01.000 --> 00:18:02.600]  是嘗試在我腦海裡
[00:18:02.600 --> 00:18:04.200]  告訴我們
[00:18:04.200 --> 00:18:06.400]  我們的服事
[00:18:06.400 --> 00:18:07.400]  我們的責任
[00:18:07.400 --> 00:18:09.800]  是不是只是在那些
[00:18:09.800 --> 00:18:14.200]  能夠聽得明白我們華語的人
[00:18:14.200 --> 00:18:15.600]  在這個社區裡
[00:18:15.600 --> 00:18:18.000]  有八百至一千個家庭
[00:18:18.000 --> 00:18:19.600]  是缺乏食物
[00:18:19.600 --> 00:18:20.800]  或者在現在那個
[00:18:20.800 --> 00:18:24.800]  食物這麼貴的日子裡
[00:18:24.800 --> 00:18:26.800]  我們是不是好像那兩個
[00:18:26.800 --> 00:18:29.000]  高級的宗教領袖
[00:18:29.000 --> 00:18:31.400]  屬靈的領導
[00:18:31.400 --> 00:18:33.000]  見到這些人在旁邊的時候
[00:18:33.000 --> 00:18:37.400]  我們在旁邊走過
[00:18:37.400 --> 00:18:40.600]  又或者我們會和這個人說
[00:18:40.600 --> 00:18:43.400]  你的困難 你的困苦
[00:18:43.400 --> 00:18:46.000]  我願意幫助你
[00:18:46.000 --> 00:18:50.000]  因為你是我的弟兄
[00:18:50.000 --> 00:18:53.400]  你是我的淪舍
[00:18:53.400 --> 00:18:55.400]  等於不單在Milpitas
[00:18:55.400 --> 00:18:57.400]  這個社區裡
[00:18:57.400 --> 00:19:04.000]  更加在我們這個地球村的當中
[00:19:04.000 --> 00:19:05.800]  現在烏克蘭
[00:19:05.800 --> 00:19:09.800]  已經去到接近三百萬的難民
[00:19:09.800 --> 00:19:15.000]  湧到去其他的國家
[00:19:15.000 --> 00:19:20.200]  我們在當中有我們富裕的生活
[00:19:20.200 --> 00:19:23.000]  我們可以很自由 很開放地
[00:19:23.000 --> 00:19:27.400]  在那裡倡議愛還愛
[00:19:27.400 --> 00:19:30.600]  但是我們可以做到什麼
[00:19:30.600 --> 00:19:33.000]  沒錯 我們可以祈禱
[00:19:33.000 --> 00:19:34.400]  我想做牧者的
[00:19:34.400 --> 00:19:35.600]  我們不會放棄這件事
[00:19:35.600 --> 00:19:38.600]  我們會繼續去禱告
