
[00:00:00.000 --> 00:00:04.720]  我大約幾年前去日本旅行
[00:03:17.920 --> 00:03:20.920]  中國神學家在全世界流行哪本書
[00:03:20.920 --> 00:03:22.920]  最多人看的就是這本書
[00:03:22.920 --> 00:03:24.920]  到現在為止都是
[00:03:24.920 --> 00:03:26.920]  如果你沒有的話
[00:03:26.920 --> 00:03:27.920]  我鼓勵你看看
[00:03:27.920 --> 00:03:28.920]  現在還有得賣
[00:03:28.920 --> 00:03:32.920]  1938年到現在還有得賣的那些就是好書
[00:03:32.920 --> 00:03:39.920]  在神眼中的這種正常的基督徒
[00:03:39.920 --> 00:03:41.920]  就是屬靈生命法欲健全
[00:03:41.920 --> 00:03:42.920]  被聖靈充滿
[00:03:42.920 --> 00:03:44.920]  有信心又精靈
[00:03:44.920 --> 00:03:45.920]  敬畏神
[00:03:45.920 --> 00:03:46.920]  跟朋友相處又好
[00:03:46.920 --> 00:03:48.920]  待人接物
[00:03:48.920 --> 00:03:49.920]  各樣都不錯
[00:03:49.920 --> 00:03:52.920]  有好的品德又精明能幹
[00:03:52.920 --> 00:03:54.920]  如果你媽媽有個女兒都想嫁給他
[00:03:54.920 --> 00:03:56.920]  這種就是正常的基督徒
[00:03:56.920 --> 00:03:58.920]  牧師為什麼我讀了
[00:03:58.920 --> 00:04:00.920]  就是讀聖經的
[00:04:00.920 --> 00:04:03.920]  這種基督徒跟前兩種不同
[00:04:03.920 --> 00:04:05.920]  就是這種是讀聖經的基督徒
[00:04:05.920 --> 00:04:06.920]  前兩種是沒有讀聖經的
[00:04:06.920 --> 00:04:07.920]  今天要講讀聖經
[00:04:07.920 --> 00:04:09.920]  讀聖經的起義錄
[00:04:09.920 --> 00:04:11.920]  就是希望幫助你成為第三種基督徒
[00:04:11.920 --> 00:04:13.920]  有沒有人喜歡成為第三種基督徒
[00:04:13.920 --> 00:04:19.920]  牧師為什麼我讀了幾十年聖經
[00:04:19.920 --> 00:04:21.920]  我又不像第三種
[00:04:21.920 --> 00:04:22.920]  我像第一種第二種
[00:04:22.920 --> 00:04:23.920]  為什麼呢
[00:04:23.920 --> 00:04:24.920]  這個很有意思的問題
[00:04:24.920 --> 00:04:26.920]  今天我們就要來講這個問題
[00:04:26.920 --> 00:04:28.920]  我想講兩件事
[00:04:28.920 --> 00:04:31.920]  第一讀聖經怎樣可以優化你的生命
[00:04:31.920 --> 00:04:35.920]  第二點就是怎樣提升你對聖經的渴慕
[00:04:35.920 --> 00:04:36.920]  這個很重要
[00:04:36.920 --> 00:04:41.920]  譬如我做的部落會總部
[00:04:41.920 --> 00:04:45.920]  我們的同工喜歡吃中藥看醫生
[00:04:45.920 --> 00:04:49.920]  在座當中有位中醫師
[00:04:49.920 --> 00:04:51.920]  就是時太太
[00:04:51.920 --> 00:04:55.920]  她的同事有病就吃中藥
[00:04:55.920 --> 00:04:59.920]  理智上吃中藥是對的
[00:04:59.920 --> 00:05:01.920]  但那些苦茶就不想喝
[00:05:01.920 --> 00:05:03.920]  情感上是困難的
[00:05:03.920 --> 00:05:04.920]  但理智上是好的
[00:05:04.920 --> 00:05:08.920]  我在外國長大就沒有中藥吃
[00:05:08.920 --> 00:05:11.920]  我傷風感冒就喝可樂
[00:05:11.920 --> 00:05:14.920]  情感上喝可樂是好的
[00:05:14.920 --> 00:05:16.920]  但理智上好像沒什麼幫助
[00:05:16.920 --> 00:05:18.920]  我讀聖經是這樣的
[00:05:18.920 --> 00:05:22.920]  理智上覺得對但情感上不太喜歡
[00:05:22.920 --> 00:05:23.920]  所以就沒讀到
[00:05:23.920 --> 00:05:26.920]  所以今天我希望幫助大家去做到一步
[00:05:26.920 --> 00:05:28.920]  理智上又覺得對
[00:05:28.920 --> 00:05:30.920]  而情感上又喜歡
[00:05:30.920 --> 00:05:31.920]  喜與樂
[00:05:31.920 --> 00:05:33.920]  讀到你很開心
[00:05:33.920 --> 00:05:35.920]  要這樣讀
[00:05:35.920 --> 00:05:40.920]  我們從詩篇第十九篇來看這兩點
[00:05:40.920 --> 00:05:46.920]  你知不知道詩篇裡有兩篇詩是講神的話語
[00:05:46.920 --> 00:05:48.920]  第一是十九篇
[00:05:48.920 --> 00:05:50.920]  第二是什麼?第二是哪一篇?
[00:05:50.920 --> 00:05:52.920]  智力測驗
[00:05:52.920 --> 00:05:54.920]  就是一百一十九篇
[00:05:54.920 --> 00:05:56.920]  一百一十九篇就很長很長很長
[00:05:56.920 --> 00:05:58.920]  有沒有人識念?
[00:05:58.920 --> 00:06:00.920]  識念我們的江博士一定會給你獎
[00:06:00.920 --> 00:06:02.920]  沒有人識念,我也不識念
[00:06:02.920 --> 00:06:04.920]  十九篇長到差不多離譜
[00:06:04.920 --> 00:06:07.920]  但十九篇就可以念到
[00:06:07.920 --> 00:06:09.920]  我今天就選一個容易的講
[00:06:09.920 --> 00:06:10.920]  就是第十九篇
[00:06:10.920 --> 00:06:12.920]  第十九篇分兩段
[00:06:12.920 --> 00:06:14.920]  第一節到第六節
[00:06:14.920 --> 00:06:17.920]  就是講到大自然
[00:06:17.920 --> 00:06:21.920]  第一節第六節是講到上帝透過大自然
[00:06:21.920 --> 00:06:23.920]  將自己顯示給你
[00:06:23.920 --> 00:06:25.920]  第七到第十四節
[00:06:25.920 --> 00:06:29.920]  就是上帝透過聖經對你講說話
[00:06:29.920 --> 00:06:32.920]  第一節開始,諸天,就是heaven
[00:06:32.920 --> 00:06:34.920]  就是中天
[00:06:34.920 --> 00:06:37.920]  述說神的榮耀,窮滄泉揚祂的作為
[00:06:37.920 --> 00:06:40.920]  天天發出言語,夜夜傳出知識
[00:06:40.920 --> 00:06:43.920]  你知不知道這個宇宙有多大?
[00:06:43.920 --> 00:06:45.920]  知不知道?
[00:06:45.920 --> 00:06:47.920]  十幾年之前
[00:06:47.920 --> 00:06:49.920]  如果我看書的話
[00:06:49.920 --> 00:06:53.920]  宇宙大約一百幾十億光年
[00:06:53.920 --> 00:06:54.920]  這麼大
[00:06:54.920 --> 00:06:57.920]  但最新的科學研究
[00:06:57.920 --> 00:07:00.920]  宇宙其實有九百幾億光年
[00:07:00.920 --> 00:07:04.920]  即是說從宇宙一邊到那邊的直徑
[00:07:04.920 --> 00:07:08.920]  光線要走九百幾億年
[00:07:08.920 --> 00:07:11.920]  光線由太陽到地球四分鐘
[00:07:11.920 --> 00:07:13.920]  四分鐘
[00:07:13.920 --> 00:07:15.920]  即是太陽出來
[00:07:15.920 --> 00:07:18.920]  光線到地球四分鐘
[00:07:18.920 --> 00:07:22.920]  因為每一秒鐘就三十萬公里
[00:07:22.920 --> 00:07:23.920]  四分鐘
[00:07:23.920 --> 00:07:27.920]  但由宇宙一端到另一端
[00:07:27.920 --> 00:07:31.920]  要九百幾億年
[00:07:31.920 --> 00:07:32.920]  這麼大
[00:07:32.920 --> 00:07:36.920]  一個宇宙裏面有億億萬萬的星系
[00:07:36.920 --> 00:07:39.920]  而一個星系裏面有億億萬萬的太陽
[00:07:39.920 --> 00:07:41.920]  我們其中一個這樣看
[00:07:41.920 --> 00:07:44.920]  你看上帝創造這個天地有多大
[00:07:44.920 --> 00:07:47.920]  還有愛因斯坦的相對論很厲害
[00:07:47.920 --> 00:07:49.920]  他那時沒有電腦,他都計出
[00:07:49.920 --> 00:07:51.920]  原來這個宇宙有一個開始
[00:07:51.920 --> 00:07:53.920]  最開始的時候是甚麼都沒有
[00:07:53.920 --> 00:07:55.920]  是一個起點
[00:07:55.920 --> 00:07:58.920]  跟聖經所說的吻合
[00:07:58.920 --> 00:08:00.920]  聖經說宇宙是上帝創造
[00:08:00.920 --> 00:08:01.920]  起初是沒有宇宙的
[00:08:01.920 --> 00:08:03.920]  上帝創造才有
[00:08:03.920 --> 00:08:05.920]  這個諸天實說神的榮耀
[00:08:05.920 --> 00:08:09.920]  但如果上帝只是創造大自然的話
[00:08:09.920 --> 00:08:12.920]  其實都不夠
[00:08:12.920 --> 00:08:15.920]  雖然如果我們看羅馬書
[00:08:15.920 --> 00:08:17.920]  就看到這個大自然
[00:08:17.920 --> 00:08:20.920]  其實是將上帝顯明出來
[00:08:20.920 --> 00:08:22.920]  其實自從創世以來
[00:08:22.920 --> 00:08:24.920]  神那看不見的事
[00:08:24.920 --> 00:08:26.920]  就如他永恆的大能和神聖
[00:08:26.920 --> 00:08:28.920]  都可以看見的
[00:08:28.920 --> 00:08:31.920]  就是從他所做的萬物中可以領會
[00:08:31.920 --> 00:08:33.920]  叫人無可推諉
[00:08:33.920 --> 00:08:35.920]  即是你看到這個宇宙
[00:08:35.920 --> 00:08:37.920]  你就看到上帝真是很奇妙偉大
[00:08:37.920 --> 00:08:38.920]  不過
[00:08:38.920 --> 00:08:40.920]  你只看那麼多
[00:08:40.920 --> 00:08:42.920]  你不知道上帝對你說甚麼說話
[00:08:42.920 --> 00:08:44.920]  你不知道上帝對你的計劃是怎樣
[00:08:44.920 --> 00:08:46.920]  你不知道上帝的屬性
[00:08:46.920 --> 00:08:48.920]  哪些他喜歡哪些他不喜歡
[00:08:48.920 --> 00:08:50.920]  聖經說上帝對每一個人
[00:08:50.920 --> 00:08:53.920]  為每一個人都定一個計劃
[00:08:53.920 --> 00:08:58.920]  譬如我見到江蕙明姑娘
[00:08:58.920 --> 00:09:00.920]  我又見到Apple
[00:09:00.920 --> 00:09:02.920]  諸位兄姊妹
[00:09:02.920 --> 00:09:03.920]  我又見到Mandy
[00:09:03.920 --> 00:09:05.920]  上帝其實為你每一個人都有計劃
[00:09:05.920 --> 00:09:06.920]  但你不知道
[00:09:06.920 --> 00:09:08.920]  如果你有人看大自然你不知道
[00:09:08.920 --> 00:09:10.920]  你不知道上帝要你做甚麼
[00:09:10.920 --> 00:09:12.920]  不想你做甚麼
[00:09:12.920 --> 00:09:15.920]  所以上帝不單止創造大自然
[00:09:15.920 --> 00:09:17.920]  他又創造了聖經出來
[00:09:17.920 --> 00:09:19.920]  給我們
[00:09:19.920 --> 00:09:20.920]  對我們講話
[00:09:20.920 --> 00:09:22.920]  所以如果我們要做個比較
[00:09:22.920 --> 00:09:25.920]  大自然就好像舞台劇的佈景
[00:09:25.920 --> 00:09:28.920]  聖經就是那齣戲
[00:09:28.920 --> 00:09:31.920]  如果佈景已經那麼美麗的話
[00:09:31.920 --> 00:09:33.920]  那齣戲就更加燦爛
[00:09:33.920 --> 00:09:36.920]  今天我們不單止看大自然
[00:09:36.920 --> 00:09:38.920]  我們看佈景
[00:09:38.920 --> 00:09:40.920]  我們要看裏面
[00:09:40.920 --> 00:09:42.920]  我們集中看裏面
[00:09:42.920 --> 00:09:43.920]  究竟那齣戲是怎樣
[00:09:43.920 --> 00:09:45.920]  上帝究竟對你說甚麼說話
[00:09:45.920 --> 00:09:48.920]  如果你今天能夠領受到
[00:09:48.920 --> 00:09:51.920]  你要成為一個甚麼的基督徒
[00:09:51.920 --> 00:09:53.920]  上帝眼中正常的基督徒
[00:09:53.920 --> 00:09:56.920]  就不是一個渾渾噩噩的基督徒
[00:09:56.920 --> 00:09:58.920]  亦都不是一個世俗的基督徒
[00:09:58.920 --> 00:10:04.920]  有幾節聖經很好的
[00:10:04.920 --> 00:10:07.920]  齊摩太后詩三章十六十七字
[00:10:07.920 --> 00:10:09.920]  全部聖經都是神所默示
[00:10:09.920 --> 00:10:11.920]  教訓、責備、矯正
[00:10:11.920 --> 00:10:13.920]  和公義訓練方面都是有益的
[00:10:13.920 --> 00:10:15.920]  叫屬神的人裝備好
[00:10:15.920 --> 00:10:19.920]  可以完成各樣的聖功
[00:10:19.920 --> 00:10:21.920]  另一節聖經
[00:10:21.920 --> 00:10:22.920]  彼得後書說
[00:10:22.920 --> 00:10:25.920]  就如我所親愛的弟兄保羅
[00:10:25.920 --> 00:10:27.920]  按照所賜給他的智慧
[00:10:27.920 --> 00:10:28.920]  捨給你們的一樣
[00:10:28.920 --> 00:10:31.920]  他在一切的書信上都講解這些事
[00:10:31.920 --> 00:10:33.920]  在這些書信中
[00:10:33.920 --> 00:10:35.920]  有些難明白的地方
[00:10:35.920 --> 00:10:37.920]  那不學無術和不穩定的人
[00:10:37.920 --> 00:10:40.920]  加以曲解就會自取滅亡
[00:10:40.920 --> 00:10:42.920]  為何要引用這兩節聖經呢
[00:10:42.920 --> 00:10:45.920]  詩篇第十九篇是大衛寫的
[00:10:45.920 --> 00:10:48.920]  他年青的時候
[00:10:48.920 --> 00:10:50.920]  蘇羅王追殺他的時候
[00:10:50.920 --> 00:10:51.920]  他在曠野寫
[00:10:51.920 --> 00:10:52.920]  他看到天地美麗
[00:10:52.920 --> 00:10:54.920]  他就寫出諸天術說
[00:10:54.920 --> 00:10:58.920]  然後他寫神的話語奇妙
[00:10:58.920 --> 00:11:00.920]  那時候他講神的話語
[00:11:00.920 --> 00:11:02.920]  只有摩西五經
[00:11:02.920 --> 00:11:03.920]  但到保羅
[00:11:03.920 --> 00:11:07.920]  剛才我們看到保羅那段提到
[00:11:07.920 --> 00:11:09.920]  全部聖經都是神所默示
[00:11:09.920 --> 00:11:13.920]  這一部分不單止是摩西五經
[00:11:13.920 --> 00:11:16.920]  還包括了舊約所有的書卷
[00:11:16.920 --> 00:11:18.920]  保羅那時候新約還沒寫成
[00:11:18.920 --> 00:11:20.920]  那就是舊約
[00:11:20.920 --> 00:11:22.920]  但到了彼得的時候
[00:11:22.920 --> 00:11:25.920]  連保羅的書信都寫得七七八八
[00:11:25.920 --> 00:11:27.920]  所以看到彼得就說
[00:11:27.920 --> 00:11:29.920]  保羅所寫的
[00:11:29.920 --> 00:11:30.920]  我弟兄保羅所寫的
[00:11:30.920 --> 00:11:32.920]  是神的話語
[00:11:32.920 --> 00:11:33.920]  聖經的一部分
[00:11:33.920 --> 00:11:36.920]  如果你曲解就自取滅亡
[00:11:36.920 --> 00:11:41.920]  所以其實詩篇十九篇講神的話語
[00:11:41.920 --> 00:11:45.920]  對我們今天的基督徒來說
[00:11:45.920 --> 00:11:48.920]  是包括所有的聖經
[00:11:48.920 --> 00:11:50.920]  新舊約六十六本在裡面
[00:11:50.920 --> 00:11:55.920]  這個都是要我們好好地學習
[00:11:55.920 --> 00:11:59.920]  所以我們不單止在理智上看聖經
[00:11:59.920 --> 00:12:02.920]  我們要在情感上
[00:12:02.920 --> 00:12:04.920]  都要對神的話語充滿學悟
[00:12:04.920 --> 00:12:06.920]  因為聖經是幫助了我們
[00:12:06.920 --> 00:12:08.920]  以下我要和大家特別看一下
[00:12:08.920 --> 00:12:11.920]  第十九篇第七節一直到十四節
[00:12:11.920 --> 00:12:14.920]  怎樣讓你看完之後
[00:12:14.920 --> 00:12:16.920]  你覺得聖經真是寶貴
[00:12:16.920 --> 00:12:21.920]  我真的要好好地去讀
[00:12:21.920 --> 00:12:24.920]  第七節
[00:12:24.920 --> 00:12:29.920]  耶和華的律法是完全的能夠洗人心蘇醒
[00:12:29.920 --> 00:12:31.920]  這個蘇醒的意思
[00:12:31.920 --> 00:12:36.920]  就是將一些混亂敗壞不健康的情況
[00:12:36.920 --> 00:12:37.920]  更新過來
[00:12:37.920 --> 00:12:38.920]  根據統計
[00:12:38.920 --> 00:12:41.920]  香港有百分之四十的百多階級
[00:12:41.920 --> 00:12:44.920]  他們的精神狀態是不健康的
[00:12:44.920 --> 00:12:47.920]  很多人要看精神醫生
[00:12:47.920 --> 00:12:51.920]  有些基督徒都發現自己不太行
[00:12:51.920 --> 00:12:54.920]  但是聖經告訴我們
[00:12:54.920 --> 00:12:58.920]  神的話語是叫人人心蘇醒
[00:12:58.920 --> 00:13:00.920]  很多人信耶穌之後
[00:13:00.920 --> 00:13:03.920]  或者基督徒好好地讀神的話之後
[00:13:03.920 --> 00:13:07.920]  他的精神健康都強壯了
[00:13:07.920 --> 00:13:11.920]  接著第二句就說
[00:13:11.920 --> 00:13:14.920]  耶和華的法道是堅定的
[00:13:14.920 --> 00:13:16.920]  能使愚人有智慧
[00:13:16.920 --> 00:13:20.920]  智慧就是分辨和判斷的能力
[00:13:20.920 --> 00:13:23.920]  究竟特朗普是好還是不好呢
[00:13:23.920 --> 00:13:26.920]  就你怎樣分辨判斷
[00:13:26.920 --> 00:13:30.920]  尤其是智慧是指道德上的判斷力
[00:13:30.920 --> 00:13:32.920]  Moral Judgment
[00:13:32.920 --> 00:13:34.920]  這個非常重要
[00:13:34.920 --> 00:13:37.920]  我們普羅大眾很多時缺乏道德判斷力
[00:13:37.920 --> 00:13:40.920]  有新聞講到幾年前
[00:13:40.920 --> 00:13:42.920]  有幾個香港人考韜府
[00:13:42.920 --> 00:13:44.920]  他覺得自己的英文不夠
[00:13:44.920 --> 00:13:46.920]  他請了內地一些年青人
[00:13:46.920 --> 00:13:47.920]  英文很厲害的
[00:13:47.920 --> 00:13:49.920]  代他考韜府
[00:13:49.920 --> 00:13:50.920]  假冒他的名字考
[00:13:50.920 --> 00:13:52.920]  結果被警察捉了坐牢
[00:13:52.920 --> 00:13:55.920]  這個是道德判斷力的不足
[00:13:55.920 --> 00:13:58.920]  不應該做的事就做了
[00:13:58.920 --> 00:14:00.920]  所以如果我們有道德判斷力的話
[00:14:00.920 --> 00:14:04.920]  我們有智慧就好很多了
[00:14:04.920 --> 00:14:06.920]  接著第八節講到
[00:14:06.920 --> 00:14:08.920]  耶和華的分辭正直
[00:14:08.920 --> 00:14:11.920]  能夠使人有智慧
[00:14:11.920 --> 00:14:14.920]  使人有耶和華的分辭正直
[00:14:14.920 --> 00:14:16.920]  使人人心快樂
[00:14:16.920 --> 00:14:20.920]  快樂是令我們開心
[00:14:20.920 --> 00:14:22.920]  如果我們讀神話語
[00:14:22.920 --> 00:14:24.920]  讀到開心的話
[00:14:24.920 --> 00:14:26.920]  就健康正常
[00:14:26.920 --> 00:14:27.920]  如果你愈讀愈悶
[00:14:27.920 --> 00:14:30.920]  睡著覺就有些問題
[00:14:30.920 --> 00:14:32.920]  牧師我就是這樣的
[00:14:32.920 --> 00:14:34.920]  你就要好好想想
[00:14:34.920 --> 00:14:36.920]  還有第八節
[00:14:36.920 --> 00:14:40.920]  耶和華的命令是清潔的
[00:14:40.920 --> 00:14:43.920]  能使人的眼睛明亮
[00:14:43.920 --> 00:14:47.920]  眼睛明亮就叫我們心思開竅
[00:14:47.920 --> 00:14:51.920]  叫我們能夠成功面對生活各樣的處境
[00:14:51.920 --> 00:14:54.920]  美國有個新聞講到
[00:14:54.920 --> 00:14:58.920]  有個監獄的囚犯想越獄走出來
[00:14:58.920 --> 00:14:59.920]  這個囚犯很厲害的
[00:14:59.920 --> 00:15:01.920]  他精心計劃每一步
[00:15:01.920 --> 00:15:04.920]  終於成功跳了一個牆出來
[00:15:04.920 --> 00:15:06.920]  他出來的時候
[00:15:06.920 --> 00:15:08.920]  晚上月黑風高
[00:15:08.920 --> 00:15:10.920]  一出來就拼命跑
[00:15:10.920 --> 00:15:12.920]  跑了幾個小時
[00:15:12.920 --> 00:15:16.920]  天蒙光就坐著睡了一會休息
[00:15:16.920 --> 00:15:18.920]  醒來之後發現
[00:15:18.920 --> 00:15:20.920]  原來他離開這個監獄的牆
[00:15:20.920 --> 00:15:22.920]  是一百碼
[00:15:22.920 --> 00:15:24.920]  因為他沒有方向
[00:15:24.920 --> 00:15:26.920]  沒有指南針
[00:15:26.920 --> 00:15:30.920]  但我們人生都面對這樣的情形
[00:15:30.920 --> 00:15:32.920]  我們拼搏
[00:15:32.920 --> 00:15:33.920]  我們輕視神的話語
[00:15:33.920 --> 00:15:35.920]  以致心思不明亮
[00:15:35.920 --> 00:15:38.920]  走了幾十年之後
[00:15:38.920 --> 00:15:41.920]  就原地踏步
[00:15:41.920 --> 00:15:43.920]  很多基督徒會想
[00:15:43.920 --> 00:15:44.920]  我信耶穌不用這麼迷的
[00:15:44.920 --> 00:15:45.920]  不用這麼投入的
[00:15:45.920 --> 00:15:47.920]  上到天堂就可以了
[00:15:47.920 --> 00:15:49.920]  我要拼命來賺錢
[00:15:49.920 --> 00:15:51.920]  將來過中產生活
[00:15:51.920 --> 00:15:53.920]  買一棟房子
[00:15:53.920 --> 00:15:55.920]  但過了幾十年後發現
[00:15:55.920 --> 00:15:57.920]  其實原地踏步
[00:15:57.920 --> 00:15:59.920]  浪費了青春
[00:15:59.920 --> 00:16:02.920]  如果你不想學這個囚犯
[00:16:02.920 --> 00:16:04.920]  失去方向的話
[00:16:04.920 --> 00:16:06.920]  失去祝福的話
[00:16:06.920 --> 00:16:08.920]  你要好好地讀神的話
[00:16:08.920 --> 00:16:10.920]  耶和華的命令是清潔
[00:16:10.920 --> 00:16:11.920]  叫你眼睛明亮
[00:16:11.920 --> 00:16:13.920]  知道哪些要做哪些不要做
[00:16:13.920 --> 00:16:16.920]  如果我們再看九節到十一節
[00:16:16.920 --> 00:16:19.920]  我們看到神的話語是公義的
[00:16:19.920 --> 00:16:20.920]  是永恆的
[00:16:20.920 --> 00:16:21.920]  是值得我們傾慕的
[00:16:21.920 --> 00:16:23.920]  比金更加寶貴
[00:16:23.920 --> 00:16:25.920]  比瘋狂的物更加甘甜
[00:16:25.920 --> 00:16:27.920]  還有如果我們遵守神的話
[00:16:27.920 --> 00:16:30.920]  可以得到大絕賞賜
[00:16:30.920 --> 00:16:32.920]  聽到這裡或許你會想
[00:16:32.920 --> 00:16:35.920]  我怎樣可以學到大衛呢
[00:16:35.920 --> 00:16:37.920]  聖經我有好幾本
[00:16:37.920 --> 00:16:40.920]  繁體簡體
[00:16:40.920 --> 00:16:43.920]  又和合版新易版
[00:16:43.920 --> 00:16:46.920]  但我打開它又睡著覺
[00:16:46.920 --> 00:16:49.920]  怎樣可以有個傾慕呢
[00:16:49.920 --> 00:16:51.920]  我給大家一個提議
[00:16:51.920 --> 00:16:53.920]  很容易
[00:16:53.920 --> 00:16:57.920]  你祈禱求上帝對上帝說
[00:16:57.920 --> 00:16:59.920]  主啊我知道聖經好
[00:16:59.920 --> 00:17:01.920]  好像吃中藥一樣
[00:17:01.920 --> 00:17:02.920]  理智上好
[00:17:02.920 --> 00:17:03.920]  但我眼裡覺得它苦
[00:17:03.920 --> 00:17:06.920]  有沒有辦法求主你幫助我
[00:17:06.920 --> 00:17:08.920]  叫我愛慕你的話語
[00:17:08.920 --> 00:17:10.920]  好像大衛愛
[00:17:10.920 --> 00:17:12.920]  透過詩篇十九篇這樣說
[00:17:12.920 --> 00:17:14.920]  愛慕你的話語一樣
[00:17:14.920 --> 00:17:16.920]  上帝會聽你的禱告
[00:17:16.920 --> 00:17:17.920]  因為耶穌基督說
[00:17:17.920 --> 00:17:18.920]  你求就得著
[00:17:18.920 --> 00:17:20.920]  你按上帝的旨要求
[00:17:20.920 --> 00:17:22.920]  上帝就一定賜給你
[00:17:22.920 --> 00:17:24.920]  一定應運你
[00:17:24.920 --> 00:17:26.920]  你求上帝叫你喜歡讀聖經
