
[00:00:00.000 --> 00:00:02.720]  今天討論的題目
[00:01:32.800 --> 00:01:34.800]  放假當然去旅行
[00:01:34.800 --> 00:01:37.200]  但有時旅行回來更累
[00:01:37.200 --> 00:01:38.640]  你可以問一下自己
[00:01:38.640 --> 00:01:41.120]  爲什麼有些節日你喜歡
[00:01:41.120 --> 00:01:42.640]  有些節日你不喜歡
[00:01:42.640 --> 00:01:45.360]  今天介紹這本書
[00:01:45.360 --> 00:01:46.640]  作者給了我靈感
[00:01:46.640 --> 00:01:49.040]  就是關於一個猶太的節日
[00:01:49.040 --> 00:01:53.360]  他說這個作者原來是以色列人
[00:01:53.360 --> 00:01:56.400]  但他是一個以色列的非教徒
[00:01:56.400 --> 00:01:57.680]  他不是猶太教徒
[00:01:57.680 --> 00:01:59.120]  不是基督教徒
[00:01:59.120 --> 00:02:01.680]  他純粹是一個以色列的作家
[00:02:01.680 --> 00:02:04.080]  我買完這本書之後上網搜索
[00:02:04.080 --> 00:02:05.920]  原來他很厲害
[00:02:05.920 --> 00:02:07.360]  他在這本書裏面
[00:02:07.360 --> 00:02:09.920]  經常說自己要周遊列國
[00:02:09.920 --> 00:02:11.280]  去開會議
[00:02:11.280 --> 00:02:13.040]  要去演講
[00:02:13.040 --> 00:02:14.480]  去介紹他的書
[00:02:14.480 --> 00:02:16.560]  所以他一開始說
[00:02:16.560 --> 00:02:18.720]  這幾年裏面有很多節日
[00:02:18.720 --> 00:02:20.560]  都回不了以色列
[00:02:20.560 --> 00:02:24.000]  但他在別人面前都會扮得很可惜
[00:02:24.000 --> 00:02:25.680]  真是慘了 回不來了
[00:02:25.680 --> 00:02:27.440]  比如什麼獨立日
[00:02:27.440 --> 00:02:29.200]  或者他們的五重節都很重視
[00:02:29.200 --> 00:02:31.680]  他們的五重節可能像我們的冬至一樣
[00:02:31.680 --> 00:02:33.360]  要圍在一起喫飯
[00:02:33.360 --> 00:02:36.000]  他說那些節日他回不了以色列也無所謂
[00:02:36.000 --> 00:02:37.680]  但有一個節日
[00:02:37.680 --> 00:02:41.520]  他會盡一切的可能回到以色列
[00:02:41.520 --> 00:02:43.840]  那就是贖罪日
[00:02:43.840 --> 00:02:46.800]  他說這些這麼多年來一直都是這樣
[00:02:46.800 --> 00:02:48.080]  而且這句話
[00:02:48.080 --> 00:02:50.560]  跟着這句話才令我覺得很有興趣
[00:02:50.560 --> 00:02:52.080]  知道贖罪日是什麼
[00:02:52.080 --> 00:02:55.200]  就是說他這些生人都會這樣
[00:02:55.200 --> 00:02:56.400]  哇 究竟這個節日
[00:02:56.400 --> 00:02:59.520]  對一個不是猶太信徒
[00:02:59.520 --> 00:03:00.720]  不是基督徒
[00:03:00.720 --> 00:03:03.040]  爲什麼他都這麼重視這個節日呢
[00:03:03.040 --> 00:03:05.440]  就令我很多的好奇
[00:03:05.440 --> 00:03:07.040]  很想知道多一點
[00:03:07.040 --> 00:03:11.360]  那到底以色列的贖罪日有什麼特別呢
[00:03:11.360 --> 00:03:13.680]  有沒有人聽過贖罪日
[00:03:13.680 --> 00:03:14.720]  有
[00:03:14.720 --> 00:03:16.400]  我們教會之前搞過嚴肅會
[00:03:16.400 --> 00:03:19.840]  大家記不記得在星期三晚的祈禱會里面
[00:03:19.840 --> 00:03:22.000]  嚴肅會就是贖罪日之後的日子
[00:03:22.000 --> 00:03:23.760]  一會兒會講一下
[00:03:23.760 --> 00:03:27.680]  這個日子其實跟全年安息有沒有關係呢
[00:03:27.680 --> 00:03:29.920]  一會兒聽我們的經文就告訴我們
[00:03:29.920 --> 00:03:33.680]  其實贖罪日是一個讓我們放下一些重擔
[00:03:33.680 --> 00:03:36.640]  可以全年安息的節日來的
[00:03:36.640 --> 00:03:40.480]  介紹一下贖罪日是什麼時候
[00:03:40.480 --> 00:03:41.680]  其實都是新年
[00:03:41.680 --> 00:03:44.160]  不過就是猶太人的新年
[00:03:44.160 --> 00:03:46.160]  猶太人的新年是他們都有農曆的
[00:03:46.160 --> 00:03:49.520]  其實他們的歷法跟我們中國人是跟農曆的
[00:03:49.520 --> 00:03:52.640]  他們的農曆七月是他們的新年來的
[00:03:52.640 --> 00:03:53.680]  那你看一下
[00:03:53.680 --> 00:03:57.200]  他們由初一至到年廿二
[00:03:57.200 --> 00:03:58.800]  都有不同的節日
[00:03:58.800 --> 00:04:01.520]  所以相信猶太人七月是很忙的
[00:04:01.520 --> 00:04:05.440]  他們的七月其實是一個很重要很重要的日子來的
[00:04:05.440 --> 00:04:08.080]  那他說七月初一就是新年
[00:04:08.080 --> 00:04:12.240]  而贖罪日就在年初十
[00:04:12.240 --> 00:04:14.240]  年初十就是他們的新年
[00:04:14.240 --> 00:04:18.400]  然後七月二十二就是嚴肅會的日子
[00:04:18.400 --> 00:04:20.960]  所以一連串的七月的節日
[00:04:20.960 --> 00:04:24.320]  對於猶太人來說都是很重要的
[00:04:24.320 --> 00:04:27.520]  而贖罪日在新年後的十天
[00:04:27.520 --> 00:04:30.720]  不知道大家過新年的時候有什麼期待的呢?
[00:04:30.720 --> 00:04:32.720]  會不會期待跟別人吵架呢?
[00:04:32.720 --> 00:04:34.560]  或者期待新年的時候
[00:04:34.560 --> 00:04:35.840]  你不是恭喜別人什麼的
[00:04:35.840 --> 00:04:37.920]  哎呀 sorry 真是不好意思
[00:04:37.920 --> 00:04:39.680]  我幾時得罪了你
[00:04:39.680 --> 00:04:44.400]  他們在年初十的贖罪日裏面 現在他們的傳統也是
[00:04:44.400 --> 00:04:46.880]  他們很希望在贖罪日之前
[00:04:46.880 --> 00:04:51.200]  跟一些有連紀或者得罪過的人說sorry
[00:04:51.200 --> 00:04:52.400]  希望可以復活
[00:04:52.400 --> 00:04:54.400]  一會兒會詳細再講多一點
[00:04:54.400 --> 00:04:55.840]  我想講一下其實就是
[00:04:55.840 --> 00:04:58.880]  其實我們講要安息
[00:04:58.880 --> 00:05:04.000]  其實在生命裏面有很多不同的重擔
[00:05:04.000 --> 00:05:05.120]  我自己在反省的時候
[00:05:05.120 --> 00:05:08.720]  我覺得有些重擔是來自傷害的
[00:05:08.720 --> 00:05:10.720]  或者我們傷害過人
[00:05:10.720 --> 00:05:13.440]  這些傷害或者不好的經驗
[00:05:13.440 --> 00:05:16.480]  可能會阻礙到我們去安息
[00:05:16.480 --> 00:05:22.480]  其實安息好像呼吸一樣應該是很自然的
[00:05:22.480 --> 00:05:24.080]  但是呼吸不了
[00:05:24.080 --> 00:05:27.600]  大家試過避室感冒 是吧
[00:05:27.600 --> 00:05:28.960]  你很想呼吸 很自然的
[00:05:28.960 --> 00:05:30.560]  平時很自然的
[00:05:30.560 --> 00:05:31.840]  但是一旦塞住了
[00:05:31.840 --> 00:05:33.040]  你就呼吸不了
[00:05:33.040 --> 00:05:35.680]  我想安息也是很類似的
[00:05:35.680 --> 00:05:36.960]  很自然應該很安息
[00:05:36.960 --> 00:05:38.000]  在神的裏面
[00:05:38.000 --> 00:05:40.240]  我們信了耶穌之後應該很安然
[00:05:40.240 --> 00:05:42.000]  剛纔那首歌也有講
[00:05:42.000 --> 00:05:43.760]  安然在神的懷裏面
[00:05:43.760 --> 00:05:45.920]  但是有些東西是阻礙了我們
[00:05:45.920 --> 00:05:49.200]  我們想想那些阻礙是什麼
[00:05:49.200 --> 00:05:50.240]  或者一些傷害
[00:05:50.240 --> 00:05:53.360]  其實傷害永遠都不是一個人的
[00:05:53.360 --> 00:05:56.000]  永遠都有對頭的
[00:05:56.000 --> 00:05:58.240]  當我們面對一些和我們去吵架
[00:05:58.240 --> 00:06:00.480]  或者傷害過我們的人的時候
[00:06:00.480 --> 00:06:03.600]  我們要怎樣去面對呢
[00:06:03.600 --> 00:06:06.000]  所以贖罪日其實是告訴我們
[00:06:06.000 --> 00:06:11.360]  要因着認罪和饒恕而得的安息
[00:06:11.360 --> 00:06:14.240]  我在網上看到一段話
[00:06:14.240 --> 00:06:16.960]  在谷歌搜尋到的
[00:06:16.960 --> 00:06:17.760]  大家可以去看看
[00:06:17.760 --> 00:06:18.800]  它問你
[00:06:18.800 --> 00:06:21.680]  你覺得哪一件事比較痛
[00:06:21.680 --> 00:06:23.280]  比較痛苦
[00:06:23.280 --> 00:06:27.120]  是一個你信任的人傷害你
[00:06:27.120 --> 00:06:29.840]  還是一個你傷害了他的人
[00:06:29.840 --> 00:06:34.880]  他依然信任你
[00:06:34.880 --> 00:06:37.440]  你那一刻的心情會是怎樣呢
[00:06:37.440 --> 00:06:38.960]  這兩句話令我想起
[00:06:38.960 --> 00:06:40.720]  其實在我們的生命裏
[00:06:40.720 --> 00:06:43.440]  我們經常都會經歷兩件事
[00:06:43.440 --> 00:06:45.360]  我們要饒恕
[00:06:45.360 --> 00:06:49.600]  但是有時我們都要去道歉
[00:06:49.600 --> 00:06:50.880]  有時是有些事情
[00:06:50.880 --> 00:06:53.040]  我們經歷了很深的壓力
[00:06:53.040 --> 00:06:54.560]  我們經歷了很深的壓力
[00:06:54.560 --> 00:06:55.840]  我們經歷了很深的壓力
[00:06:55.840 --> 00:06:56.960]  我們經歷了很深的壓力
[00:06:56.960 --> 00:06:57.920]  我們經歷了很深的壓力
[00:06:57.920 --> 00:06:58.960]  我們經歷了很深的壓力
[00:06:58.960 --> 00:06:59.920]  我們經歷了很深的壓力
[00:06:59.920 --> 00:07:01.120]  我們經歷了很深的壓力
[00:07:01.120 --> 00:07:02.160]  我們經歷了很深的壓力
[00:07:02.160 --> 00:07:03.040]  我們經歷了很深的壓力
[00:07:03.040 --> 00:07:04.080]  我們經歷了很深的壓力
[00:07:04.080 --> 00:07:05.040]  我們經歷了很深的壓力
[00:07:05.040 --> 00:07:06.000]  我們經歷了很深的壓力
[00:07:06.000 --> 00:07:06.880]  我們經歷了很深的壓力
[00:07:06.880 --> 00:07:07.840]  我們經歷了很深的壓力
[00:07:07.840 --> 00:07:08.880]  我們經歷了很深的壓力
[00:07:08.880 --> 00:07:09.840]  我們經歷了很深的壓力
[00:07:09.840 --> 00:07:10.880]  我們經歷了很深的壓力
[00:07:10.880 --> 00:07:12.000]  我們經歷了很深的壓力
[00:07:12.000 --> 00:07:13.280]  我們經歷了很深的壓力
[00:07:13.280 --> 00:07:14.480]  我們經歷了很深的壓力
[00:07:14.480 --> 00:07:15.600]  我們經歷了很深的壓力
[00:07:15.600 --> 00:07:16.880]  我們經歷了很深的壓力
[00:07:16.880 --> 00:07:18.160]  我們經歷了很深的壓力
[00:07:18.160 --> 00:07:19.440]  我們經歷了很深的壓力
[00:07:19.440 --> 00:07:20.720]  我們經歷了很深的壓力
[00:07:20.720 --> 00:07:22.000]  我們經歷了很深的壓力
[00:07:22.000 --> 00:07:41.200]  我們經歷了很深的壓力
[00:07:41.200 --> 00:07:42.480]  我們經歷了很深的壓力
[00:07:42.480 --> 00:07:43.760]  我們經歷了很深的壓力
[00:07:43.760 --> 00:07:45.040]  我們經歷了很深的壓力
[00:07:45.040 --> 00:07:46.320]  我們經歷了很深的壓力
[00:07:46.320 --> 00:07:47.600]  我們經歷了很深的壓力
[00:07:47.600 --> 00:07:48.880]  我們經歷了很深的壓力
[00:07:48.880 --> 00:07:50.160]  我們經歷了很深的壓力
[00:07:50.160 --> 00:07:51.440]  我們經歷了很深的壓力
[00:07:51.440 --> 00:07:52.720]  我們經歷了很深的壓力
[00:07:52.720 --> 00:07:54.000]  我們經歷了很深的壓力
[00:07:54.000 --> 00:07:55.280]  我們經歷了很深的壓力
[00:07:55.280 --> 00:07:56.560]  我們經歷了很深的壓力
[00:07:56.560 --> 00:07:57.840]  我們經歷了很深的壓力
[00:07:57.840 --> 00:07:59.120]  我們經歷了很深的壓力
[00:07:59.120 --> 00:08:00.400]  我們經歷了很深的壓力
[00:08:00.400 --> 00:08:01.680]  我們經歷了很深的壓力
[00:08:01.680 --> 00:08:02.960]  我們經歷了很深的壓力
[00:08:02.960 --> 00:08:04.240]  我們經歷了很深的壓力
[00:08:04.240 --> 00:08:05.520]  我們經歷了很深的壓力
[00:08:05.520 --> 00:08:06.800]  我們經歷了很深的壓力
[00:08:06.800 --> 00:08:08.080]  我們經歷了很深的壓力
[00:08:08.080 --> 00:08:09.360]  我們經歷了很深的壓力
[00:08:09.360 --> 00:08:10.640]  我們經歷了很深的壓力
[00:08:10.640 --> 00:08:11.920]  我們經歷了很深的壓力
[00:08:11.920 --> 00:08:22.160]  我們經歷了很深的壓力
[00:08:22.160 --> 00:08:23.440]  我們經歷了很深的壓力
[00:08:23.440 --> 00:08:24.720]  我們經歷了很深的壓力
[00:08:24.720 --> 00:08:26.000]  我們經歷了很深的壓力
[00:08:26.000 --> 00:08:27.280]  我們經歷了很深的壓力
[00:08:27.280 --> 00:08:28.560]  我們經歷了很深的壓力
[00:08:28.560 --> 00:08:29.840]  我們經歷了很深的壓力
[00:08:29.840 --> 00:08:31.120]  我們經歷了很深的壓力
[00:08:31.120 --> 00:08:32.400]  我們經歷了很深的壓力
[00:08:32.400 --> 00:08:33.680]  我們經歷了很深的壓力
[00:08:33.680 --> 00:08:34.960]  我們經歷了很深的壓力
[00:08:34.960 --> 00:08:36.240]  我們經歷了很深的壓力
[00:08:36.240 --> 00:08:37.520]  我們經歷了很深的壓力
[00:08:37.520 --> 00:08:38.800]  我們經歷了很深的壓力
[00:08:38.800 --> 00:08:40.080]  我們經歷了很深的壓力
[00:08:40.080 --> 00:08:41.360]  我們經歷了很深的壓力
[00:08:41.360 --> 00:08:42.640]  我們經歷了很深的壓力
[00:08:42.640 --> 00:08:43.920]  我們經歷了很深的壓力
[00:08:43.920 --> 00:08:45.200]  我們經歷了很深的壓力
[00:08:45.200 --> 00:08:46.480]  我們經歷了很深的壓力
[00:08:46.480 --> 00:08:47.760]  我們經歷了很深的壓力
[00:08:47.760 --> 00:08:49.040]  我們經歷了很深的壓力
[00:08:49.040 --> 00:08:50.320]  我們經歷了很深的壓力
[00:08:50.320 --> 00:08:51.600]  我們經歷了很深的壓力
[00:08:51.600 --> 00:08:52.880]  我們經歷了很深的壓力
[00:08:52.880 --> 00:08:54.160]  我們經歷了很深的壓力
[00:08:54.160 --> 00:08:55.440]  我們經歷了很深的壓力
[00:08:55.440 --> 00:08:56.720]  我們經歷了很深的壓力
[00:08:56.720 --> 00:08:58.000]  我們經歷了很深的壓力
[00:08:58.000 --> 00:08:59.280]  我們經歷了很深的壓力
[00:08:59.280 --> 00:09:00.560]  我們經歷了很深的壓力
[00:09:00.560 --> 00:09:01.840]  我們經歷了很深的壓力
[00:09:01.840 --> 00:09:12.080]  我們經歷了很深的壓力
[00:09:12.080 --> 00:09:13.360]  我們經歷了很深的壓力
[00:09:13.360 --> 00:09:14.640]  我們經歷了很深的壓力
[00:09:14.640 --> 00:09:15.920]  我們經歷了很深的壓力
[00:09:15.920 --> 00:09:17.200]  我們經歷了很深的壓力
[00:09:17.200 --> 00:09:18.480]  我們經歷了很深的壓力
[00:09:18.480 --> 00:09:19.760]  我們經歷了很深的壓力
[00:09:19.760 --> 00:09:21.040]  我們經歷了很深的壓力
[00:09:21.040 --> 00:09:22.320]  我們經歷了很深的壓力
[00:09:22.320 --> 00:09:23.600]  我們經歷了很深的壓力
[00:09:23.600 --> 00:09:24.880]  我們經歷了很深的壓力
[00:09:24.880 --> 00:09:26.160]  我們經歷了很深的壓力
[00:09:26.160 --> 00:09:27.440]  我們經歷了很深的壓力
[00:09:27.440 --> 00:09:28.720]  我們經歷了很深的壓力
[00:09:28.720 --> 00:09:30.000]  我們經歷了很深的壓力
[00:09:30.000 --> 00:09:31.280]  我們經歷了很深的壓力
[00:09:31.280 --> 00:09:32.560]  我們經歷了很深的壓力
[00:09:32.560 --> 00:09:33.840]  我們經歷了很深的壓力
[00:09:33.840 --> 00:09:35.120]  我們經歷了很深的壓力
[00:09:35.120 --> 00:09:36.400]  我們經歷了很深的壓力
[00:09:36.400 --> 00:09:37.680]  我們經歷了很深的壓力
[00:09:37.680 --> 00:09:38.960]  我們經歷了很深的壓力
[00:09:38.960 --> 00:09:40.240]  我們經歷了很深的壓力
[00:09:40.240 --> 00:09:41.520]  我們經歷了很深的壓力
[00:09:41.520 --> 00:09:42.800]  我們經歷了很深的壓力
[00:09:42.800 --> 00:09:44.080]  我們經歷了很深的壓力
[00:09:44.080 --> 00:09:45.360]  我們經歷了很深的壓力
[00:09:45.360 --> 00:09:46.640]  我們經歷了很深的壓力
[00:09:46.640 --> 00:09:47.920]  我們經歷了很深的壓力
[00:09:47.920 --> 00:09:49.200]  我們經歷了很深的壓力
[00:09:49.200 --> 00:09:50.480]  我們經歷了很深的壓力
[00:09:50.480 --> 00:09:51.760]  我們經歷了很深的壓力
[00:09:51.760 --> 00:10:01.760]  我們經歷了很深的壓力
[00:10:01.760 --> 00:10:03.280]  我們經歷了很深的壓力
[00:10:03.280 --> 00:10:04.560]  我們經歷了很深的壓力
[00:10:04.560 --> 00:10:05.840]  我們經歷了很深的壓力
[00:10:05.840 --> 00:10:07.120]  我們經歷了很深的壓力
[00:10:07.120 --> 00:10:08.400]  我們經歷了很深的壓力
[00:10:08.400 --> 00:10:09.680]  我們經歷了很深的壓力
[00:10:09.680 --> 00:10:10.960]  我們經歷了很深的壓力
[00:10:10.960 --> 00:10:12.240]  我們經歷了很深的壓力
[00:10:12.240 --> 00:10:13.520]  我們經歷了很深的壓力
[00:10:13.520 --> 00:10:14.800]  我們經歷了很深的壓力
[00:10:14.800 --> 00:10:16.080]  我們經歷了很深的壓力
[00:10:16.080 --> 00:10:17.360]  我們經歷了很深的壓力
[00:10:17.360 --> 00:10:18.640]  我們經歷了很深的壓力
[00:10:18.640 --> 00:10:19.920]  我們經歷了很深的壓力
[00:10:19.920 --> 00:10:21.200]  我們經歷了很深的壓力
[00:10:21.200 --> 00:10:22.480]  我們經歷了很深的壓力
[00:10:22.480 --> 00:10:23.760]  我們經歷了很深的壓力
[00:10:23.760 --> 00:10:25.040]  我們經歷了很深的壓力
[00:10:25.040 --> 00:10:26.320]  我們經歷了很深的壓力
[00:10:26.320 --> 00:10:27.600]  我們經歷了很深的壓力
[00:10:27.600 --> 00:10:28.880]  我們經歷了很深的壓力
[00:10:28.880 --> 00:10:30.160]  我們經歷了很深的壓力
[00:10:30.160 --> 00:10:31.440]  我們經歷了很深的壓力
[00:10:31.440 --> 00:10:32.720]  我們經歷了很深的壓力
[00:10:32.720 --> 00:10:34.000]  我們經歷了很深的壓力
[00:10:34.000 --> 00:10:35.280]  我們經歷了很深的壓力
[00:10:35.280 --> 00:10:36.560]  我們經歷了很深的壓力
[00:10:36.560 --> 00:10:37.840]  我們經歷了很深的壓力
[00:10:37.840 --> 00:10:39.120]  我們經歷了很深的壓力
[00:10:39.120 --> 00:10:40.400]  我們經歷了很深的壓力
[00:10:40.400 --> 00:10:41.680]  我們經歷了很深的壓力
[00:10:41.680 --> 00:10:55.760]  我們經歷了很深的壓力
[00:10:55.760 --> 00:10:57.040]  我們經歷了很深的壓力
[00:10:57.040 --> 00:10:58.320]  我們經歷了很深的壓力
[00:10:58.320 --> 00:10:59.600]  我們經歷了很深的壓力
[00:10:59.600 --> 00:11:00.880]  我們經歷了很深的壓力
[00:11:00.880 --> 00:11:02.160]  我們經歷了很深的壓力
[00:11:02.160 --> 00:11:03.440]  我們經歷了很深的壓力
[00:11:03.440 --> 00:11:04.720]  我們經歷了很深的壓力
[00:11:04.720 --> 00:11:06.000]  我們經歷了很深的壓力
[00:11:06.000 --> 00:11:07.280]  我們經歷了很深的壓力
[00:11:07.280 --> 00:11:08.560]  我們經歷了很深的壓力
[00:11:08.560 --> 00:11:09.840]  我們經歷了很深的壓力
[00:11:09.840 --> 00:11:11.120]  我們經歷了很深的壓力
[00:11:11.120 --> 00:11:12.400]  我們經歷了很深的壓力
[00:11:12.400 --> 00:11:13.680]  我們經歷了很深的壓力
[00:11:13.680 --> 00:11:14.960]  我們經歷了很深的壓力
[00:11:14.960 --> 00:11:16.240]  我們經歷了很深的壓力
[00:11:16.240 --> 00:11:17.520]  我們經歷了很深的壓力
[00:11:17.520 --> 00:11:18.800]  我們經歷了很深的壓力
[00:11:18.800 --> 00:11:20.080]  我們經歷了很深的壓力
[00:11:20.080 --> 00:11:21.360]  我們經歷了很深的壓力
[00:11:21.360 --> 00:11:22.640]  我們經歷了很深的壓力
[00:11:22.640 --> 00:11:23.920]  我們經歷了很深的壓力
[00:11:23.920 --> 00:11:25.200]  我們經歷了很深的壓力
[00:11:25.200 --> 00:11:26.480]  我們經歷了很深的壓力
[00:11:26.480 --> 00:11:27.760]  我們經歷了很深的壓力
[00:11:27.760 --> 00:11:29.040]  我們經歷了很深的壓力
[00:11:29.040 --> 00:11:30.320]  我們經歷了很深的壓力
[00:11:30.320 --> 00:11:31.600]  我們經歷了很深的壓力
[00:11:31.600 --> 00:11:46.960]  我們經歷了很深的壓力
[00:11:46.960 --> 00:11:48.240]  我們經歷了很深的壓力
[00:11:48.240 --> 00:11:49.520]  我們經歷了很深的壓力
[00:11:49.520 --> 00:11:50.800]  我們經歷了很深的壓力
[00:11:50.800 --> 00:11:52.080]  我們經歷了很深的壓力
[00:11:52.080 --> 00:11:53.360]  我們經歷了很深的壓力
[00:11:53.360 --> 00:11:54.640]  我們經歷了很深的壓力
[00:11:54.640 --> 00:11:55.920]  我們經歷了很深的壓力
[00:11:55.920 --> 00:11:57.200]  我們經歷了很深的壓力
[00:11:57.200 --> 00:11:58.480]  我們經歷了很深的壓力
[00:11:58.480 --> 00:11:59.760]  我們經歷了很深的壓力
[00:11:59.760 --> 00:12:01.040]  我們經歷了很深的壓力
[00:12:01.040 --> 00:12:03.600]  我們經歷了很深的壓力
[00:12:03.600 --> 00:12:04.880]  我們經歷了很深的壓力
[00:12:04.880 --> 00:12:06.160]  我們經歷了很深的壓力
[00:12:06.160 --> 00:12:07.440]  我們經歷了很深的壓力
[00:12:07.440 --> 00:12:08.720]  我們經歷了很深的壓力
[00:12:08.720 --> 00:12:10.000]  我們經歷了很深的壓力
[00:12:10.000 --> 00:12:11.280]  我們經歷了很深的壓力
[00:12:11.280 --> 00:12:12.560]  我們經歷了很深的壓力
[00:12:12.560 --> 00:12:13.840]  我們經歷了很深的壓力
[00:12:13.840 --> 00:12:15.120]  我們經歷了很深的壓力
[00:12:15.120 --> 00:12:16.400]  我們經歷了很深的壓力
[00:12:16.400 --> 00:12:17.680]  我們經歷了很深的壓力
[00:12:17.680 --> 00:12:18.960]  我們經歷了很深的壓力
[00:12:18.960 --> 00:12:20.240]  我們經歷了很深的壓力
[00:12:20.240 --> 00:12:21.520]  我們經歷了很深的壓力
[00:12:21.520 --> 00:12:22.800]  我們經歷了很深的壓力
[00:12:22.800 --> 00:12:35.600]  我們經歷了很深的壓力
[00:12:35.600 --> 00:12:36.880]  我們經歷了很深的壓力
[00:12:36.880 --> 00:12:37.920]  我們經歷了很深的壓力
[00:12:37.920 --> 00:12:39.440]  我們經歷了很深的壓力
[00:12:39.440 --> 00:12:40.720]  我們經歷了很深的壓力
[00:12:40.720 --> 00:12:42.000]  我們經歷了很深的壓力
[00:12:42.000 --> 00:12:43.280]  我們經歷了很深的壓力
[00:12:43.280 --> 00:12:44.560]  我們經歷了很深的壓力
[00:12:44.560 --> 00:12:45.840]  我們經歷了很深的壓力
[00:12:45.840 --> 00:12:47.120]  我們經歷了很深的壓力
[00:12:47.120 --> 00:12:48.400]  我們經歷了很深的壓力
[00:12:48.400 --> 00:12:49.680]  我們經歷了很深的壓力
[00:12:49.680 --> 00:12:50.960]  我們經歷了很深的壓力
[00:12:50.960 --> 00:12:52.240]  我們經歷了很深的壓力
[00:12:52.240 --> 00:12:53.520]  我們經歷了很深的壓力
[00:12:53.520 --> 00:12:54.800]  我們經歷了很深的壓力
[00:12:54.800 --> 00:12:56.080]  我們經歷了很深的壓力
[00:12:56.080 --> 00:12:57.360]  我們經歷了很深的壓力
[00:12:57.360 --> 00:12:58.640]  我們經歷了很深的壓力
[00:12:58.640 --> 00:12:59.920]  我們經歷了很深的壓力
[00:12:59.920 --> 00:13:01.200]  我們經歷了很深的壓力
[00:13:01.200 --> 00:13:02.480]  我們經歷了很深的壓力
[00:13:02.480 --> 00:13:03.760]  我們經歷了很深的壓力
[00:13:03.760 --> 00:13:05.040]  我們經歷了很深的壓力
[00:13:05.040 --> 00:13:06.320]  我們經歷了很深的壓力
[00:13:06.320 --> 00:13:07.600]  我們經歷了很深的壓力
[00:13:07.600 --> 00:13:08.880]  我們經歷了很深的壓力
[00:13:08.880 --> 00:13:10.160]  我們經歷了很深的壓力
[00:13:10.160 --> 00:13:11.440]  我們經歷了很深的壓力
[00:13:11.440 --> 00:13:12.720]  我們經歷了很深的壓力
