
[00:00:00.000 --> 00:00:03.440]  剛才的師哥實在幫助我們思想
[00:02:25.040 --> 00:02:26.800]  被人說被法理錯人
[00:02:26.800 --> 00:02:28.280]  批評他什麼
[00:02:28.280 --> 00:02:30.120]  就是「貪飲貪食」
[00:02:30.120 --> 00:02:31.400]  「識飲識食」
[00:02:31.400 --> 00:02:32.800]  他說「人子離」
[00:02:32.800 --> 00:02:35.760]  耶穌說「人子離,也吃也喝」
[00:02:35.760 --> 00:02:39.520]  你們就說他「貪食好酒」
[00:02:39.520 --> 00:02:42.560]  是「稅利」和「罪人」的朋友
[00:02:42.560 --> 00:02:45.240]  當然這是耶穌回應這幫法理錯人
[00:02:45.240 --> 00:02:46.840]  去批評他
[00:02:46.840 --> 00:02:48.880]  他說約翰黎都說不吃
[00:02:48.880 --> 00:02:50.280]  你又說他不吃
[00:02:50.280 --> 00:02:54.600]  我吃你又說我去「貪飲三食」
[00:02:54.600 --> 00:02:59.400]  以及你們不喜歡跟他們做朋友的人去做朋友
[00:02:59.400 --> 00:03:02.200]  但是我想他們忽略了一點就是
[00:03:02.200 --> 00:03:05.280]  在表面看來是看不到的
[00:03:05.280 --> 00:03:07.200]  都是「食飯」而已
[00:03:07.200 --> 00:03:09.160]  在表面看來是看不到的
[00:03:09.160 --> 00:03:11.960]  都是「結交朋友」而已
[00:03:11.960 --> 00:03:15.120]  但是實際上耶穌告訴他們什麼?
[00:03:15.120 --> 00:03:18.160]  我是跟「稅利」和「罪人」做朋友
[00:03:18.160 --> 00:03:20.600]  你們都會說
[00:03:20.600 --> 00:03:23.680]  如果我們停留在「做朋友」這個階段
[00:03:23.680 --> 00:03:25.840]  就「定鏡」了
[00:03:25.840 --> 00:03:28.200]  那就真的是「罪餐」了
[00:03:28.200 --> 00:03:30.800]  因為我們「做完朋友」又「做朋友」
[00:03:30.800 --> 00:03:32.720]  「做完朋友」又「做朋友」
[00:03:32.720 --> 00:03:33.880]  對大家沒有影響
[00:03:33.880 --> 00:03:36.360]  就是「吹完水」就「散水」
[00:03:36.360 --> 00:03:38.360]  所以我們需要知道
[00:03:38.360 --> 00:03:40.360]  如果我們自己都以為是這樣
[00:03:40.360 --> 00:03:41.760]  就「論盡」了
[00:03:41.760 --> 00:03:43.400]  因為我們作為一個基督徒
[00:03:43.400 --> 00:03:48.080]  究竟我們怎樣才能夠進入一個「使命的罪餐」呢?
[00:03:48.080 --> 00:03:50.400]  我想大家就一定明白一點
[00:03:50.400 --> 00:03:51.200]  千萬不要想著
[00:03:51.200 --> 00:03:54.480]  「唉呀,牧師,真的是「食餐飯」而已,不要弄得那麼緊張」
[00:03:54.480 --> 00:03:55.600]  「那麼複雜」
[00:03:55.600 --> 00:03:56.720]  那就很辛苦
[00:03:56.720 --> 00:04:00.120]  「食餐飯」都要想想究竟怎樣「食」
[00:04:00.120 --> 00:04:04.200]  其實就不是我們想「令到餐飯」有「使命」或「複雜」
[00:04:04.200 --> 00:04:06.120]  首先我們要明白「使命罪餐」
[00:04:06.120 --> 00:04:07.800]  就不是因為「罪餐」
[00:04:07.800 --> 00:04:10.560]  我們加一些「使命」在「罪餐」
[00:04:10.560 --> 00:04:12.960]  千萬不要這樣想
[00:04:12.960 --> 00:04:14.400]  重要的就是今天
[00:04:14.400 --> 00:04:16.360]  我們就會「手煮餐」
[00:04:16.360 --> 00:04:18.440]  在港島之後我們會「手煮餐」
[00:04:18.440 --> 00:04:20.840]  我和你特別在座之中
[00:04:20.840 --> 00:04:23.080]  你已經信了主接納耶穌
[00:04:23.080 --> 00:04:24.680]  跟隨祂的人
[00:04:24.680 --> 00:04:26.280]  你「手煮餐」
[00:04:26.280 --> 00:04:28.120]  你是「得著主的愛」
[00:04:28.120 --> 00:04:29.480]  祂的「赦免」
[00:04:29.480 --> 00:04:31.200]  祂的「同在」
[00:04:31.200 --> 00:04:32.720]  更新了你的「生命」
[00:04:32.720 --> 00:04:35.600]  你心裡面感到一份的「愛」
[00:04:35.600 --> 00:04:37.400]  然後你又知道
[00:04:37.400 --> 00:04:39.880]  我信耶穌和未信耶穌之前有甚麼分別呢?
[00:04:39.880 --> 00:04:43.200]  就是信耶穌給了我們生命的意義
[00:04:43.200 --> 00:04:45.040]  我們的意義就是我們要「榮耀神」
[00:04:45.040 --> 00:04:46.240]  「見精神」
[00:04:46.240 --> 00:04:48.040]  我們的生命的目的
[00:04:48.040 --> 00:04:52.400]  就是去「完成神托付」我們的大使命
[00:04:52.400 --> 00:04:53.400]  如果我們清楚了
[00:04:53.400 --> 00:04:56.440]  我們個人本身是有「使命」的話
[00:04:56.440 --> 00:04:58.600]  其實吃飯、餐聚也好
[00:04:58.600 --> 00:05:02.560]  幫你的輪舍去剷雪、剪草也好
[00:05:02.560 --> 00:05:04.440]  那只是一個方法
[00:05:04.440 --> 00:05:08.480]  那個方法本身是其中一個方法
[00:05:08.480 --> 00:05:09.640]  但是那個「使命」
[00:05:09.640 --> 00:05:11.120]  就是你整個生命都是「使命」
[00:05:11.120 --> 00:05:13.720]  你回到工作裡面就是一個「使命工作」
[00:05:13.720 --> 00:05:16.960]  吃「餐聚」就是一個「使命餐聚」
[00:05:16.960 --> 00:05:18.480]  當我們這樣想的時候
[00:05:18.480 --> 00:05:20.320]  你就要問自己一個問題
[00:05:20.320 --> 00:05:22.560]  究竟我們一個「餐聚」
[00:05:22.560 --> 00:05:25.360]  怎樣由一個令人「享受」的友情飯局
[00:05:25.360 --> 00:05:26.840]  我們都很「享受」的
[00:05:26.840 --> 00:05:28.880]  我們最喜歡「享受」那些友情飯
[00:05:28.880 --> 00:05:30.040]  我也很喜歡的
[00:05:30.040 --> 00:05:31.240]  你請我吃飯我不介意的
[00:05:31.240 --> 00:05:32.880]  我也不介意請你吃飯的
[00:05:32.880 --> 00:05:34.000]  所以呢
[00:05:34.000 --> 00:05:35.800]  因為很「享受」的
[00:05:35.800 --> 00:05:37.720]  但是需不需要更新改變
[00:05:37.720 --> 00:05:40.080]  以致到其實我們要搞清楚
[00:05:40.080 --> 00:05:42.720]  我們的「生命」是有「使命」的
[00:05:42.720 --> 00:05:43.880]  以致我們的「使命」
[00:05:43.880 --> 00:05:46.760]  就注入了我們的「聚餐」裡面
[00:05:46.760 --> 00:05:48.160]  不一定是「餐餐」
[00:05:48.160 --> 00:05:49.840]  但是起碼我們要有「策略」
[00:05:49.840 --> 00:05:50.960]  有「計劃」
[00:05:50.960 --> 00:05:52.440]  去有意識地
[00:05:52.440 --> 00:05:55.640]  將一個禮拜我們有「21餐」
[00:05:55.640 --> 00:05:57.360]  我知道有些「弟兄姐妹」回香港
[00:05:57.360 --> 00:05:58.240]  就好像我們以前
[00:05:58.240 --> 00:05:59.560]  我跟師傅剛剛回來加拿大
[00:05:59.560 --> 00:06:00.600]  一陣子回香港
[00:06:00.600 --> 00:06:02.120]  香港很多朋友
[00:06:02.120 --> 00:06:03.200]  剛剛回來香港
[00:06:03.200 --> 00:06:04.880]  不捨得他們就回去
[00:06:04.880 --> 00:06:06.400]  香港的時候探他們
[00:06:06.400 --> 00:06:08.280]  我們那兩個禮拜回香港
[00:06:08.280 --> 00:06:10.320]  真的很搞笑的
[00:06:10.320 --> 00:06:14.160]  早上早餐、午餐、晚餐通常是三餐
[00:06:14.160 --> 00:06:16.000]  一個禮拜就21餐
[00:06:16.000 --> 00:06:18.840]  但是通常是早餐前的早餐
[00:06:18.840 --> 00:06:19.520]  然後早餐
[00:06:19.520 --> 00:06:21.760]  然後午餐前的午餐
[00:06:21.760 --> 00:06:23.280]  然後午餐
[00:06:23.280 --> 00:06:24.680]  午餐之後就有「下午茶」
[00:06:24.680 --> 00:06:25.440]  下午茶之後吃飯
[00:06:25.440 --> 00:06:27.880]  吃飯之後就可能是「宵夜」
[00:06:27.880 --> 00:06:28.800]  看看你的朋友
[00:06:28.800 --> 00:06:30.520]  究竟他在哪個「中數」裡面呢
[00:06:30.520 --> 00:06:31.880]  又或者你自己有什麼時間
[00:06:31.880 --> 00:06:33.360]  可以見完他們
[00:06:33.360 --> 00:06:35.120]  我想大家就會發覺
[00:06:35.120 --> 00:06:37.200]  當你回香港見人的時候
[00:06:37.200 --> 00:06:39.040]  你未必一定過得這麼誇張
[00:06:39.040 --> 00:06:40.480]  但是現在我們老了也搞不定
[00:06:40.480 --> 00:06:42.720]  我們都說不要吃那麼多了
[00:06:42.720 --> 00:06:44.200]  見這些必須要見的
[00:06:44.200 --> 00:06:45.800]  將來在天堂都會見到他
[00:06:45.800 --> 00:06:52.080]  但是年輕的時候就想擦人去見
[00:06:52.080 --> 00:06:53.800]  但是有些使命的時候
[00:06:53.800 --> 00:06:55.400]  你要想清楚究竟你要見什麼人
[00:06:55.400 --> 00:06:56.480]  你可以吃什麼飯
[00:06:56.480 --> 00:06:59.480]  可以怎樣去真的能夠成就神的心意
[00:06:59.480 --> 00:07:01.480]  透過你的生命和生活呢
[00:07:01.480 --> 00:07:03.960]  我想這個是很重要的
[00:07:03.960 --> 00:07:05.240]  你會不會發覺
[00:07:05.240 --> 00:07:07.920]  你在很短暫的時間裡面回到香港
[00:07:07.920 --> 00:07:10.400]  特別是我們加拿大來到這裡的移民
[00:07:10.400 --> 00:07:11.720]  無論你來了多久
[00:07:11.720 --> 00:07:12.960]  或者你來了多短
[00:07:12.960 --> 00:07:16.320]  你去到家鄉你不知道在哪個鄉下
[00:07:16.320 --> 00:07:19.760]  你回到家鄉你都會見一下人
[00:07:19.760 --> 00:07:22.480]  見一下人真的很忙
[00:07:22.480 --> 00:07:24.720]  你很有計劃感要見哪些人
[00:07:24.720 --> 00:07:27.000]  或者你決定就是今次什麼人都不見
[00:07:27.000 --> 00:07:30.240]  都是一個計劃 都是一個決定
[00:07:30.240 --> 00:07:31.640]  但是平時我們覺得
[00:07:31.640 --> 00:07:32.760]  我們還能住在這裡
[00:07:32.760 --> 00:07:33.520]  很有空
[00:07:33.520 --> 00:07:35.520]  其實也沒有空 大家都很忙
[00:07:35.520 --> 00:07:38.960]  但是就未必很有意識地去設計我們的犯罪
[00:07:38.960 --> 00:07:40.920]  或者不是犯罪
[00:07:40.920 --> 00:07:43.240]  共善的飯局
[00:07:43.240 --> 00:07:44.600]  飯罪和飯
[00:07:44.600 --> 00:07:46.240]  餐罪和飯
[00:07:46.240 --> 00:07:49.080]  吃飯的飯的犯罪一樣的名字
[00:07:49.080 --> 00:07:51.640]  所以我們不要吃飯犯罪
[00:07:51.640 --> 00:07:54.800]  我們要餐罪有使命的罪餐
[00:07:54.800 --> 00:07:56.880]  所以我想說清楚就是
[00:07:56.880 --> 00:07:59.360]  當我們知道我們的使命
[00:07:59.360 --> 00:08:02.200]  我們又知道我們有短暫的生命
[00:08:02.200 --> 00:08:03.960]  去完成我們的使命
[00:08:03.960 --> 00:08:05.640]  我們的餐罪
[00:08:05.640 --> 00:08:07.360]  我們的使命餐罪
[00:08:07.360 --> 00:08:09.440]  就成為了我們應該不單止
[00:08:09.440 --> 00:08:12.800]  某一個星期兩個星期的習慣
[00:08:12.800 --> 00:08:16.120]  去有一個有意識的邀請和計劃
[00:08:16.120 --> 00:08:17.920]  而是我們可以常常
[00:08:17.920 --> 00:08:19.320]  都可以有這些計劃
[00:08:19.320 --> 00:08:20.800]  哪怕只是我們這裡
[00:08:20.800 --> 00:08:22.320]  如果有一百五十多人
[00:08:22.320 --> 00:08:24.720]  我們每個月
[00:08:24.720 --> 00:08:30.560]  有四十四次的餐罪的機會
[00:08:30.560 --> 00:08:33.600]  你只是用四十四次早午晚三餐的機會
[00:08:33.600 --> 00:08:35.440]  去
[00:08:35.440 --> 00:08:38.200]  是不是不止四十四次
[00:08:38.200 --> 00:08:39.920]  二十一乘四
[00:08:39.920 --> 00:08:40.840]  只剩下四十四次
[00:08:40.840 --> 00:08:42.680]  對不起我的數字真是
[00:08:42.680 --> 00:08:43.840]  即是八十四次
[00:08:43.840 --> 00:08:45.400]  哪怕在八十四次裏面
[00:08:45.400 --> 00:08:48.040]  你只是有一次
[00:08:48.040 --> 00:08:49.720]  即是說我們一個月裏面
[00:08:49.720 --> 00:08:53.320]  我們教會都有一百五十個
[00:08:53.320 --> 00:08:55.120]  使命餐罪
[00:08:55.120 --> 00:08:56.080]  是不是
[00:08:56.080 --> 00:08:57.480]  但你個個都覺得就是
[00:08:57.480 --> 00:08:59.080]  少過一次不少
[00:08:59.080 --> 00:09:00.520]  多過一次不多
[00:09:00.520 --> 00:09:02.440]  就連一次都沒有
[00:09:02.440 --> 00:09:03.480]  於是我們就會
[00:09:03.480 --> 00:09:05.880]  只找我們最熟悉的朋友去吃
[00:09:05.880 --> 00:09:09.040]  所以我們需要去超越這個思想
[00:09:09.040 --> 00:09:10.840]  所以我們在耶穌生命裏面
[00:09:10.840 --> 00:09:12.160]  我們可以學習
[00:09:12.160 --> 00:09:15.960]  深深用善的耶穌
[00:09:15.960 --> 00:09:19.200]  耶穌用善是有心意的
[00:09:19.200 --> 00:09:21.240]  祂亦都有祂的心思
[00:09:21.240 --> 00:09:23.400]  我們在講到這些
[00:09:23.400 --> 00:09:25.320]  進入我們其他的經文之前
[00:09:25.320 --> 00:09:27.800]  我們再一次同心低頭祈禱
[00:09:27.800 --> 00:09:28.840]  聰天父我們感謝你
[00:09:28.840 --> 00:09:30.160]  因為你給我們
[00:09:30.160 --> 00:09:32.320]  雖然在世有限的日子
[00:09:32.320 --> 00:09:33.880]  但你卻是讓我們
[00:09:33.880 --> 00:09:35.280]  蒙因得救之後
[00:09:35.280 --> 00:09:36.760]  充滿著主你而來
[00:09:36.760 --> 00:09:39.400]  給我們的託付和使命
[00:09:39.400 --> 00:09:42.240]  懇求因主你打開我們的心門
[00:09:42.240 --> 00:09:44.160]  你的聖靈向我們說話
[00:09:44.160 --> 00:09:46.240]  幫助我們明白你的心意
[00:09:46.240 --> 00:09:48.640]  以致我們能夠學習主耶穌你的榜樣
[00:09:48.640 --> 00:09:50.560]  讓我們的生命生活
[00:09:50.560 --> 00:09:53.120]  在我們活出使命的時候
[00:09:53.120 --> 00:09:54.760]  我們亦都能夠
[00:09:54.760 --> 00:09:55.600]  討你的喜悅
[00:09:55.600 --> 00:09:56.960]  成就你的美意
[00:09:56.960 --> 00:09:57.840]  我們將以下時間
[00:09:57.840 --> 00:09:59.040]  恭敬的希望交給天父
[00:09:59.040 --> 00:10:01.080]  求你聖靈是向我們說話
[00:10:01.080 --> 00:10:01.760]  祈禱感恩
[00:10:01.760 --> 00:10:03.160]  奉主耶穌基督的名求
[00:10:03.160 --> 00:10:05.440]  奉主耶穌基督的名求
[00:10:05.440 --> 00:10:06.760]  如果我問你耶穌
[00:10:06.760 --> 00:10:08.240]  想起耶穌你會想起什麼呢
[00:10:08.240 --> 00:10:09.520]  你通常就未必會想起
[00:10:09.520 --> 00:10:11.320]  用善很老實說
[00:10:11.320 --> 00:10:13.960]  耶穌最大的就是十字架
[00:10:13.960 --> 00:10:15.440]  犧牲 受苦
[00:10:15.440 --> 00:10:17.800]  又或者行神蹟
[00:10:17.800 --> 00:10:20.040]  做教導 登三堵墳
[00:10:20.040 --> 00:10:23.480]  很多這些神蹟歧視
[00:10:23.480 --> 00:10:24.720]  你會想起耶穌
[00:10:24.720 --> 00:10:26.000]  但如果你看四福音
[00:10:26.000 --> 00:10:28.640]  其實用善是耶穌
[00:10:28.640 --> 00:10:31.640]  用來作為一個方法
[00:10:31.640 --> 00:10:34.920]  去找那些失喪的靈魂
[00:10:34.920 --> 00:10:37.320]  一個很重要的方法和途徑
[00:10:37.320 --> 00:10:40.040]  這是我們在四福音裡看得到的
[00:10:40.040 --> 00:10:44.440]  而耶穌究竟是怎樣
[00:10:44.440 --> 00:10:46.240]  用什麼心情
[00:10:46.240 --> 00:10:47.720]  用什麼心
[00:10:47.720 --> 00:10:48.800]  帶什麼心
[00:10:48.800 --> 00:10:50.840]  以及用什麼心思
[00:10:50.840 --> 00:10:53.000]  他的意念是怎樣
[00:10:53.000 --> 00:10:55.120]  是進入這個用善
[00:10:55.120 --> 00:10:57.000]  以致能夠完成他的使命
[00:10:57.000 --> 00:10:59.120]  特別在啟示錄裡
[00:10:59.120 --> 00:10:59.640]  他說
[00:10:59.640 --> 00:11:02.680]  看啊 我站在門外叩門
[00:11:02.680 --> 00:11:05.480]  若有聽見我的聲音而開門的
[00:11:05.480 --> 00:11:07.600]  我要進到他那裡去
[00:11:07.600 --> 00:11:12.840]  我與他 他與我一起吃飯
[00:11:12.840 --> 00:11:14.680]  你有沒有留意
[00:11:14.680 --> 00:11:16.840]  在這段經文裡
[00:11:16.840 --> 00:11:17.840]  我想這段經文
[00:11:17.840 --> 00:11:19.200]  你會發覺好像很熟悉
[00:11:19.200 --> 00:11:20.400]  似曾相識
[00:11:20.400 --> 00:11:22.480]  因為很多時在基督教書局
[00:11:22.480 --> 00:11:23.920]  你會見到照片
[00:11:23.920 --> 00:11:25.800]  有個照片架
[00:11:25.800 --> 00:11:27.160]  是耶穌叩門
[00:11:27.160 --> 00:11:28.280]  當然這段經文說
[00:11:28.280 --> 00:11:29.760]  就是教會的門
[00:11:29.760 --> 00:11:31.920]  就是耶穌來叩門
[00:11:31.920 --> 00:11:33.640]  我們基督徒
[00:11:33.640 --> 00:11:34.600]  我們回應他
[00:11:34.600 --> 00:11:35.680]  神在我們當中
[00:11:35.680 --> 00:11:36.520]  我們去坐直
[00:11:36.520 --> 00:11:37.440]  跟我們交流
[00:11:37.440 --> 00:11:39.440]  有一個很深的交流
[00:11:39.440 --> 00:11:41.280]  但也不單是這樣
[00:11:41.280 --> 00:11:43.520]  這段經文也同樣告訴我們
[00:11:43.520 --> 00:11:45.520]  神是發出邀請
[00:11:45.520 --> 00:11:47.640]  叩門是一種邀請
[00:11:47.640 --> 00:11:49.000]  開門吧
[00:11:49.000 --> 00:11:50.360]  當你開門的時候
[00:11:50.360 --> 00:11:52.600]  你留意
[00:11:52.600 --> 00:11:54.000]  你願意接納祂
[00:11:54.000 --> 00:11:55.160]  開了門給祂
[00:11:55.160 --> 00:11:55.920]  祂不是馬上說
[00:11:55.920 --> 00:11:57.000]  上門奔班
[00:11:57.000 --> 00:11:58.680]  去著學
[00:11:58.680 --> 00:12:00.960]  去受浸
[00:12:00.960 --> 00:12:02.240]  那些也是很重要的
[00:12:02.240 --> 00:12:03.080]  不是不重要
[00:12:03.080 --> 00:12:04.000]  你回想一下
[00:12:04.000 --> 00:12:04.880]  一進來你那裡
[00:12:04.880 --> 00:12:05.840]  談一談之後
[00:12:05.840 --> 00:12:07.840]  就是先跟祂吃頓飯
[00:12:07.840 --> 00:12:10.120]  吃完飯才是另一回事
[00:12:10.120 --> 00:12:11.000]  所以很重要
[00:12:11.000 --> 00:12:14.120]  而你要留意這段經文描述
[00:12:14.120 --> 00:12:17.120]  我要進到他那裡
[00:12:17.120 --> 00:12:18.200]  我與他
[00:12:18.200 --> 00:12:19.400]  他與我
[00:12:19.400 --> 00:12:21.560]  你覺得是一種情話嗎
[00:12:21.560 --> 00:12:22.840]  而且是一種
[00:12:22.840 --> 00:12:24.840]  其實這段經文在描述
[00:12:24.840 --> 00:12:26.360]  祂進去和你聚餐
[00:12:26.360 --> 00:12:27.640]  其實用善是一種
[00:12:27.640 --> 00:12:28.800]  祂對你的接納
[00:12:28.800 --> 00:12:30.440]  特別在當時的世紀
[00:12:30.440 --> 00:12:31.840]  在第一世紀
[00:12:31.840 --> 00:12:32.680]  那些人
[00:12:32.680 --> 00:12:34.280]  不是普通吃一頓飯的
[00:12:34.280 --> 00:12:35.600]  和你同桌吃飯
[00:12:35.600 --> 00:12:36.920]  就等於接納你
[00:12:36.920 --> 00:12:39.400]  等於你是同一個社會級數
[00:12:39.400 --> 00:12:43.520]  即是同一個的對等
[00:12:43.520 --> 00:12:47.600]  亦都可以尊重你
[00:12:47.600 --> 00:12:51.840]  覺得你是在祂的生命裡面
[00:12:51.840 --> 00:12:52.880]  是很珍貴的
[00:12:52.880 --> 00:12:54.920]  所以為什麼那些法力錯人
[00:12:54.920 --> 00:12:56.640]  見到耶穌竟然和那些罪人吃飯
[00:12:56.640 --> 00:12:58.720]  才覺得這麼離譜
[00:12:58.720 --> 00:13:00.920]  就因為當時的人
[00:13:00.920 --> 00:13:04.080]  那頓飯是表達了一個很重要的訊息
[00:13:04.080 --> 00:13:05.080]  你怎樣吃
[00:13:05.080 --> 00:13:05.880]  何時吃
[00:13:05.880 --> 00:13:06.720]  和誰吃
[00:13:06.720 --> 00:13:07.960]  是很重要的
[00:13:07.960 --> 00:13:11.480]  所以耶穌其實表達了一個很重要的訊息
[00:13:11.480 --> 00:13:12.400]  就是
[00:13:12.400 --> 00:13:15.000]  我是願意當你開門
[00:13:15.000 --> 00:13:16.880]  我進入你生命裡面
[00:13:16.880 --> 00:13:18.480]  你接受我的邀請
[00:13:18.480 --> 00:13:22.440]  我就會去救贖你
[00:13:22.440 --> 00:13:24.120]  你就會成為我的子民
[00:13:24.120 --> 00:13:26.040]  我的兒女
[00:13:26.040 --> 00:13:27.440]  我的朋友
[00:13:27.440 --> 00:13:29.120]  這個新的邀請在裡面說
[00:13:29.120 --> 00:13:31.280]  所以我們是這樣的關係
[00:13:31.280 --> 00:13:34.080]  和耶穌進入一個這麼美
[00:13:34.080 --> 00:13:37.200]  這麼親密交流互動的關係
[00:13:37.200 --> 00:13:40.960]  這個就是主耶穌那個用善的心意
[00:13:40.960 --> 00:13:43.040]  就是希望祂敲門發出邀請
[00:13:43.040 --> 00:13:45.000]  人家就開門
[00:13:45.000 --> 00:13:46.840]  接納耶穌
[00:13:46.840 --> 00:13:47.920]  這個是祂的心意
[00:13:47.920 --> 00:13:50.640]  因為這個就會得著永恆的生命
[00:13:50.640 --> 00:13:52.560]  得著永生的盼望
[00:13:52.560 --> 00:13:54.080]  祂的心思就是
[00:13:54.080 --> 00:13:57.480]  究竟我是怎樣慢慢進入和你心交呢
[00:13:57.480 --> 00:13:59.000]  我到你那裡去
[00:13:59.000 --> 00:14:02.040]  我與他 祂與我
[00:14:02.040 --> 00:14:04.040]  然後就在吃飯裡面
[00:14:04.040 --> 00:14:07.440]  去進入一種深層親密的相交
[00:14:07.440 --> 00:14:08.840]  是需要心思的
[00:14:08.840 --> 00:14:12.280]  需要心思的
[00:14:12.280 --> 00:14:13.480]  那麼我們從
[00:14:13.480 --> 00:14:14.360]  Farm書裡面
[00:14:14.360 --> 00:14:16.480]  我們沒有可能看完它
[00:14:16.480 --> 00:14:21.280]  但是我們今天集中在這個路加Farm裡面
[00:14:21.280 --> 00:14:22.760]  因為Farm書其實記載了
[00:14:22.760 --> 00:14:24.360]  耶穌很多次吃飯
[00:14:24.360 --> 00:14:26.800]  吃飯當中就做了很多事情
[00:14:26.800 --> 00:14:28.800]  但是今天我們只是有限的時間
[00:14:28.800 --> 00:14:32.240]  我就想集中幾個的經文在路加Farm
[00:14:32.240 --> 00:14:35.360]  而路加福音記載了
[00:14:35.360 --> 00:14:38.440]  就是十次耶穌吃飯
[00:14:38.440 --> 00:14:40.960]  有些神和加話其實記載了十九次
[00:14:40.960 --> 00:14:43.920]  因為另外那九次是暗示的
[00:14:43.920 --> 00:14:46.400]  但是這十次是明示的
[00:14:46.400 --> 00:14:48.280]  說明正在吃飯
[00:14:48.280 --> 00:14:49.600]  如果你回去
[00:14:49.600 --> 00:14:51.120]  看回我們的網站
[00:14:51.120 --> 00:14:52.280]  或者我們手機程式
[00:14:52.280 --> 00:14:54.480]  你就會看到那些細節
[00:14:54.480 --> 00:14:56.280]  所以你現在看不到那麼重要
[00:14:56.280 --> 00:14:57.160]  你回去再看
[00:14:57.160 --> 00:14:58.520]  就是每一段經文
[00:14:58.520 --> 00:15:00.480]  每一個圖畫都是一段經文
