
[00:00:00.000 --> 00:00:02.960]  神師讓我們在聆聽主的說話之前
[00:02:32.800 --> 00:02:37.320]  每次來的時候我們都趕他走的
[00:02:37.320 --> 00:02:42.240]  後來當我自己去接觸過福音
[00:02:42.240 --> 00:02:44.480]  真是讀聖經的時候
[00:02:44.480 --> 00:02:46.760]  明白了上帝的說話
[00:02:46.760 --> 00:02:52.920]  開始就明白到一點他們的錯在哪裡
[00:02:52.920 --> 00:02:55.760]  當我看回他們的錯
[00:02:55.760 --> 00:02:58.960]  其實很多時候只是為了要進天堂而相信主
[00:02:58.960 --> 00:03:01.920]  這個這樣的推廣
[00:03:01.920 --> 00:03:07.160]  我們就以為基督教的傳道應該都對
[00:03:07.160 --> 00:03:11.000]  我們又去到一些名門正派
[00:03:11.000 --> 00:03:13.640]  浸信會、宣道會
[00:03:13.640 --> 00:03:17.120]  聖公會有些人覺得天主教都邪邪的了
[00:03:17.120 --> 00:03:21.800]  但是我們應該傳的道是很正確的
[00:03:21.800 --> 00:03:24.040]  但結局
[00:03:24.040 --> 00:03:27.760]  當我在教會這麼多年裡面我看到的現象就是
[00:03:27.760 --> 00:03:31.720]  不要以為因為我們說我們在基督教會裡面
[00:03:31.720 --> 00:03:35.560]  我們和這些異端有所不同
[00:03:35.560 --> 00:03:38.320]  多次我和很多的基督徒
[00:03:38.320 --> 00:03:40.560]  或者當時我初信的時候
[00:03:40.560 --> 00:03:43.280]  有很多所謂資深的基督徒
[00:03:43.280 --> 00:03:45.680]  甚至一些很著名的牧者
[00:03:45.680 --> 00:03:48.120]  都經常這樣去推廣
[00:03:48.120 --> 00:03:50.200]  就說你要和人傳福音
[00:03:50.200 --> 00:03:54.520]  傳了福音那些人就能夠上天堂的了
[00:03:54.520 --> 00:04:00.720]  就讓我勾起小時候和摩門教的對話
[00:04:00.720 --> 00:04:07.880]  原來基督教傳的東西和摩門教沒什麼分別的
[00:04:07.880 --> 00:04:11.800]  那究竟誰才是對的呢?
[00:04:11.800 --> 00:04:15.960]  這個就引發到我到在聖經裡面
[00:04:15.960 --> 00:04:18.200]  用很多時間去重新看看
[00:04:18.200 --> 00:04:20.120]  信的基礎是什麼?
[00:04:20.120 --> 00:04:21.640]  什麼叫信上帝?
[00:04:21.640 --> 00:04:24.240]  什麼叫信耶穌?
[00:04:24.240 --> 00:04:27.360]  信的基礎是什麼呢?
[00:04:27.360 --> 00:04:29.600]  今天我就希望透過這段聖經
[00:04:29.600 --> 00:04:33.320]  和大家去詳細的去看看
[00:04:33.320 --> 00:04:35.320]  就是《但以理書》第十二章
[00:04:35.320 --> 00:04:38.000]  第一至第四節
[00:04:38.000 --> 00:04:40.440]  在這段聖經裡面
[00:04:40.440 --> 00:04:46.320]  表面上好像在看猶太人他們的遭遇將會怎麼樣
[00:04:46.320 --> 00:04:49.440]  但是其實對於我們今天來算
[00:04:49.440 --> 00:04:53.880]  正正就是糾正我們很多時候
[00:04:53.880 --> 00:05:01.000]  我們對信耶穌或者信上帝這件事的一些錯誤
[00:05:01.000 --> 00:05:09.520]  尤其是我們以為信上帝是為了有天堂上而去相信
[00:05:09.520 --> 00:05:14.720]  這個看法其實是一個很大的錯誤
[00:05:14.720 --> 00:05:16.520]  而在今天這段聖經
[00:05:16.520 --> 00:05:19.760]  《但以理書》第十二章一至四節裡面
[00:05:19.760 --> 00:05:22.200]  天使加伯列的啟示
[00:05:22.200 --> 00:05:26.360]  就正正是要讓《但以理》在這方面
[00:05:26.360 --> 00:05:32.320]  有一個清楚的介紹給往後所有讀《但以理書》的人知道
[00:05:32.320 --> 00:05:34.760]  如果大家去看回《但以理》
[00:05:34.760 --> 00:05:40.040]  一直我們所看的他去擔心就是現在的猶太人
[00:05:40.040 --> 00:05:46.200]  雖然他們已經經歷了這個秘魯七十年的日子
[00:05:46.200 --> 00:05:49.480]  回歸回去這個巴勒斯坦地
[00:05:49.480 --> 00:05:54.360]  是不是因此他們就可以建立回自己的國度
[00:05:54.360 --> 00:05:56.600]  平步青雲這樣生活
[00:05:56.600 --> 00:06:01.880]  並且能夠讓他們在這個神的照管之下
[00:06:01.880 --> 00:06:08.840]  或者照顧之下他們就可以得到一個順利的生活
[00:06:08.840 --> 00:06:11.040]  無驚無險的生活
[00:06:11.040 --> 00:06:13.680]  好像上了天堂一樣
[00:06:13.680 --> 00:06:16.400]  原來正正就不是這樣的現象
[00:06:16.400 --> 00:06:17.920]  那什麼叫信呢?
[00:06:17.920 --> 00:06:21.360]  我們就仔細去看看這段聖經
[00:06:21.360 --> 00:06:27.080]  免得我們很多時候錯誤的建立我們信
[00:06:27.080 --> 00:06:34.720]  如果你要我簡單去籠統地去做一個結語的話
[00:06:34.720 --> 00:06:38.840]  或者是一個標題告訴大家
[00:06:38.840 --> 00:06:44.360]  信上帝其實是完全是因為一個嚮往
[00:06:44.360 --> 00:06:52.400]  和羨慕和上帝建立一份永恆關係的一個基礎
[00:06:52.400 --> 00:06:58.160]  因為我們希望和上帝建立一個永恆的關係
[00:06:58.160 --> 00:07:01.400]  所以我們才相信祂
[00:07:01.400 --> 00:07:04.400]  如果你根本不是為了和祂建立一個關係
[00:07:04.400 --> 00:07:07.680]  只是想得到一些好處的話
[00:07:07.680 --> 00:07:12.040]  你這個信其實不是上帝所指的信
[00:07:12.040 --> 00:07:15.320]  也都不是聖經裏面所指的信
[00:07:15.320 --> 00:07:24.240]  今天很多信徒以入天堂為招來信主的人這個宣傳
[00:07:24.240 --> 00:07:29.640]  其實完全是錯過了原本相信上帝
[00:07:29.640 --> 00:07:35.080]  和上帝建立關係所帶來的副產品的意思
[00:07:35.080 --> 00:07:36.640]  簡單一點來說
[00:07:36.640 --> 00:07:40.520]  我們因為要想和上帝建立一個永恆的關係
[00:07:40.520 --> 00:07:43.400]  而我們的上帝是一位永恆的主
[00:07:43.400 --> 00:07:48.960]  所以容許了我們可以在永恆當中有份
[00:07:48.960 --> 00:07:50.800]  但是很可惜的時候
[00:07:50.800 --> 00:07:55.840]  就是今天很多信徒因為為了有永恆生命
[00:07:55.840 --> 00:07:58.400]  而才去轉頭去相信上帝
[00:07:58.400 --> 00:08:01.800]  這種的情況就等同於我們吃正餐
[00:08:01.800 --> 00:08:05.720]  但是只是專注在一些伴碟的上面
[00:08:05.720 --> 00:08:09.200]  就是我經常都很喜歡用一個例子的
[00:08:09.200 --> 00:08:12.640]  好像去吃韓國的餐
[00:08:12.640 --> 00:08:17.080]  吃韓國的餐譬如燒肉也好什麼也好
[00:08:17.080 --> 00:08:21.480]  未來正餐之前一定有大堆的配菜給你的
[00:08:21.480 --> 00:08:24.720]  那你是不是只是吃完配菜然後走呢?
[00:08:24.720 --> 00:08:26.280]  而不吃那個燒肉呢?
[00:08:26.280 --> 00:08:28.120]  那個真正的主菜呢?
[00:08:28.120 --> 00:08:30.720]  基督徒今天的信就是這樣的現象
[00:08:30.720 --> 00:08:33.600]  不如這樣吧,我們先讀一讀這四節經文
[00:08:33.600 --> 00:08:38.440]  再次去準確一些去拿捏一下這段經文的內容
[00:08:38.440 --> 00:08:41.360]  然後我們再去仔細去看一下
[00:08:41.360 --> 00:08:45.400]  這段聖經怎樣去糾正我們對於今天
[00:08:45.400 --> 00:08:49.440]  是不是信徒因為要進入天堂才相信上帝呢?
[00:08:49.440 --> 00:08:52.080]  好,找到之後我們一起去讀了
[00:08:52.080 --> 00:08:56.440]  我們隨便用廣東話或者是用普通話
[00:08:56.440 --> 00:09:00.560]  或者國語都可以,你喜歡用英文都可以的
[00:09:00.560 --> 00:09:02.280]  好,我們一起讀了
[00:09:02.280 --> 00:09:09.440]  那時保佑你本國之民的天使長米加勒必站起來
[00:09:09.440 --> 00:09:11.520]  並且有大艱難
[00:09:11.520 --> 00:09:16.440]  從有國以來直到此時沒有這樣的
[00:09:16.440 --> 00:09:22.440]  你本國的民眾凡名錄在冊上的必得拯救
[00:09:22.440 --> 00:09:26.800]  誰在塵埃中的必有多人復醒
[00:09:26.800 --> 00:09:32.920]  其中有得永生的有受羞辱永遠被憎惡的
[00:09:32.920 --> 00:09:37.280]  智慧人必發光如同天上的光
[00:09:37.280 --> 00:09:41.720]  那使多人皈依的必發光如星
[00:09:41.720 --> 00:09:44.000]  直到永永遠遠
[00:09:44.000 --> 00:09:47.520]  但以你呀你要隱藏這話
[00:09:47.520 --> 00:09:50.840]  封閉這書直到末時
[00:09:50.840 --> 00:09:53.720]  必有多人來往奔跑
[00:09:53.720 --> 00:09:56.280]  知識就必增長
[00:09:56.280 --> 00:09:59.760]  在上文我們所看到的就是說
[00:09:59.760 --> 00:10:04.200]  但以你作為一位當時猶太人
[00:10:04.200 --> 00:10:07.520]  或者猶太大國的子民
[00:10:07.520 --> 00:10:10.040]  他最擔心的就是
[00:10:10.040 --> 00:10:15.960]  他的子民即使回歸回到他的應許地
[00:10:15.960 --> 00:10:20.680]  但是他們是否真的能夠繼續相信上帝
[00:10:20.680 --> 00:10:24.920]  免得他們再次陷在被擄的命運
[00:10:24.920 --> 00:10:29.640]  或者甚至被擄的懲罰更加拉長呢
[00:10:29.640 --> 00:10:31.640]  這一點我們上文已經說過
[00:10:31.640 --> 00:10:33.800]  尤其是我作為目者
[00:10:33.800 --> 00:10:36.240]  我自己最心痛的一樣東西
[00:10:36.240 --> 00:10:39.880]  就是眼白白地看著很多的信徒
[00:10:39.880 --> 00:10:43.160]  去作出一些很不明智的決定
[00:10:43.160 --> 00:10:47.040]  而將自己放在罪的當中
[00:10:47.040 --> 00:10:49.960]  上文我們說過在當時的時代裏面
[00:10:49.960 --> 00:10:54.640]  政治、軍事、社會等等的東西
[00:10:54.640 --> 00:10:58.320]  催逼到很多的猶太的子民
[00:10:58.320 --> 00:11:05.640]  可能會受到當時引誘離開轉軚
[00:11:05.640 --> 00:11:07.520]  不再相信上帝
[00:11:07.520 --> 00:11:09.880]  相信世界的勢力
[00:11:09.880 --> 00:11:12.520]  因為能夠相信世界的勢力
[00:11:12.520 --> 00:11:15.560]  我就能夠舒服一些這樣過
[00:11:15.560 --> 00:11:17.720]  在這個時代同樣都一樣
[00:11:17.720 --> 00:11:19.080]  我們作為基督徒
[00:11:19.080 --> 00:11:24.040]  如果我們是覺得我們可以贏取這個世界
[00:11:24.040 --> 00:11:25.920]  同時又贏取永生呢
[00:11:25.920 --> 00:11:27.920]  我要肯定告訴大家
[00:11:27.920 --> 00:11:30.240]  你一定是輸的
[00:11:30.240 --> 00:11:33.480]  因為你不可能是兩方面都得到的
[00:11:33.480 --> 00:11:35.040]  在新約聖經裏面
[00:11:35.040 --> 00:11:36.520]  亦都清楚講到
[00:11:36.520 --> 00:11:40.040]  我們不可以又要上帝又要瑪拿的
[00:11:40.040 --> 00:11:43.320]  兩樣東西同時你都要得到的話
[00:11:43.320 --> 00:11:47.080]  你很容易兩樣東西都同時失去
[00:11:47.080 --> 00:11:49.240]  所以在上個星期的講道裏面
[00:11:49.240 --> 00:11:50.440]  我們都講到
[00:11:50.440 --> 00:11:53.000]  上文清楚提及到的
[00:11:53.000 --> 00:11:57.160]  我們是不會有一個很平坦的路
[00:11:57.160 --> 00:12:02.400]  而猶太人將會走一條很不平坦的路
[00:12:02.400 --> 00:12:04.360]  但是在這條路的上面
[00:12:04.360 --> 00:12:07.480]  怎樣不能夠作一個明智的選擇
[00:12:07.480 --> 00:12:10.480]  不會轉軚投去這個世界
[00:12:10.480 --> 00:12:12.280]  免得干犯上帝呢
[00:12:12.280 --> 00:12:15.280]  這個是一件很重要的事情
[00:12:15.280 --> 00:12:17.160]  這個是前文所講的
[00:12:17.160 --> 00:12:19.360]  來到第十二章裏面
[00:12:19.360 --> 00:12:21.440]  我們可以看到的就是
[00:12:21.440 --> 00:12:25.000]  但以你既然這麼關心的猶太人
[00:12:25.000 --> 00:12:29.040]  他們會不會真的受到所謂北國或者南國
[00:12:29.040 --> 00:12:34.200]  他們兩個大國之間的爭戰威脅之下
[00:12:34.200 --> 00:12:40.640]  而他們轉軚來作出一個錯了的選擇呢
[00:12:40.640 --> 00:12:44.640]  但以你很擔心這件事
[00:12:44.640 --> 00:12:47.520]  於是乎就有今天這段聖經
[00:12:47.520 --> 00:12:49.120]  這段聖經講什麼呢
[00:12:49.120 --> 00:12:53.000]  我們會分開三個部份去看
[00:12:53.000 --> 00:12:54.880]  第一個部份
[00:12:54.880 --> 00:12:56.200]  是告訴我們
[00:12:56.200 --> 00:13:02.560]  神親身地去陪著猶太國的子民
[00:13:02.560 --> 00:13:05.040]  對於但以你來計
[00:13:05.040 --> 00:13:09.400]  這個是一件很重要的事情
[00:13:09.400 --> 00:13:13.480]  因為能夠有上帝同在
[00:13:13.480 --> 00:13:17.720]  已經是最大的確據
[00:13:17.720 --> 00:13:21.080]  這一點使得但以你可以釋懷
[00:13:21.080 --> 00:13:22.600]  我們看回第一節
[00:13:22.600 --> 00:13:24.360]  第一節講什麼呢
[00:13:24.360 --> 00:13:25.240]  第一節這樣說
[00:13:25.240 --> 00:13:31.640]  那時保佑你本國之民的天使長米加勒
[00:13:31.640 --> 00:13:33.080]  必站起來
[00:13:33.080 --> 00:13:38.360]  並且有大艱難從有國以來
[00:13:38.360 --> 00:13:42.440]  直到此時沒有這樣的
[00:13:42.440 --> 00:13:45.120]  你本國的民眾
[00:13:45.120 --> 00:13:47.880]  凡名錄在冊上的
[00:13:47.880 --> 00:13:52.600]  必得拯救
[00:13:52.600 --> 00:13:56.880]  加伯尼在這裡告訴但以你知道
[00:13:56.880 --> 00:14:00.120]  那時什麼時
[00:14:00.120 --> 00:14:03.520]  如果我們仔細去看那時這個陳述
[00:14:03.520 --> 00:14:05.520]  其實可以指到去到
[00:14:05.520 --> 00:14:09.840]  在但以你書第八章十三至十四節裏面
[00:14:09.840 --> 00:14:11.720]  談論到有關於
[00:14:11.720 --> 00:14:14.360]  在聖殿裏面將要經歷的
[00:14:14.360 --> 00:14:17.360]  二百三十個晝夜的事件
[00:14:17.360 --> 00:14:19.000]  但是更加直接的
[00:14:19.000 --> 00:14:22.960]  我相信是指到第十章的第一節
[00:14:22.960 --> 00:14:26.040]  當中指到將會有大爭戰
[00:14:26.040 --> 00:14:28.280]  在以色列人
[00:14:28.280 --> 00:14:34.520]  猶太猶大國的子民身邊不斷的去爭戰
[00:14:34.520 --> 00:14:38.400]  在這段時間當中
[00:14:38.400 --> 00:14:42.680]  上帝不是丟棄了他的子民在一旁
[00:14:42.680 --> 00:14:44.320]  好了回去英許地了
[00:14:44.320 --> 00:14:46.480]  你自生自滅了
[00:14:46.480 --> 00:14:47.680]  不是的
[00:14:47.680 --> 00:14:52.120]  上帝在這裏進行了一個保守的工作
[00:14:52.120 --> 00:14:53.400]  聖經裏面說
[00:14:53.400 --> 00:14:56.640]  保佑你本國之民的天使長
[00:14:56.640 --> 00:14:58.920]  米加列會站起來
[00:14:58.920 --> 00:15:01.120]  在原文聖經必站起來
[00:15:01.120 --> 00:15:03.400]  和合本說必站起來
[00:15:03.400 --> 00:15:06.160]  應該是正確比較準確的翻譯
[00:15:06.160 --> 00:15:14.280]  就是說他長時間地站在猶太國的子民當中
[00:15:14.280 --> 00:15:16.360]  持續地走的
[00:15:16.360 --> 00:15:18.760]  持續地站在他旁邊
[00:15:18.760 --> 00:15:21.600]  而不是一時一刻有空就回來
[00:15:21.600 --> 00:15:23.480]  沒空就不回來
[00:15:23.480 --> 00:15:25.960]  米加勒究竟是什麼名稱呢
[00:15:25.960 --> 00:15:27.960]  他本身的名字的意思就是
[00:15:27.960 --> 00:15:30.520]  Who is like God
[00:15:30.520 --> 00:15:32.800]  哪一個似神
[00:15:32.800 --> 00:15:35.000]  換句話來說
[00:15:35.000 --> 00:15:37.640]  他來到這個世界裏面
[00:15:37.640 --> 00:15:43.680]  也是為哪一個會去仗上帝心思意念的人
[00:15:43.680 --> 00:15:46.160]  和他同站的
[00:15:46.160 --> 00:15:51.000]  因此這一點肯定被但義利知道
[00:15:51.000 --> 00:15:53.560]  只要那些是屬神的子民
[00:15:53.560 --> 00:15:57.240]  願意和上帝行在一起的人
[00:15:57.240 --> 00:16:01.640]  上帝必然差派米加勒
[00:16:01.640 --> 00:16:04.600]  來和他一起爭戰
[00:16:04.600 --> 00:16:09.440]  米加勒不是一個只是傳遞訊息的一個天使
[00:16:09.440 --> 00:16:13.920]  而是上帝的保守的將軍
[00:16:13.920 --> 00:16:16.960]  來到以色列人民當中
[00:16:16.960 --> 00:16:19.440]  和他一起去掙扎
[00:16:19.440 --> 00:16:22.960]  一起去面對所遇見的事情
[00:16:22.960 --> 00:16:27.880]  所以在先前但義利書的第十章的十四節當中
[00:16:27.880 --> 00:16:31.760]  已經談及到在眾多的事件裏面
[00:16:31.760 --> 00:16:38.680]  米加勒這位天使會和以色列人民一起同站
[00:16:38.680 --> 00:16:42.480]  捍衛猶太國的子民
[00:16:42.480 --> 00:16:45.200]  只要你肯和他同心
[00:16:45.200 --> 00:16:49.120]  他必然和你一起爭戰
[00:16:49.120 --> 00:16:59.080]  這個正正也是上帝與人同在的肯定
[00:16:59.080 --> 00:17:01.680]  那你就會說
[00:17:01.680 --> 00:17:04.360]  但義利所擔心的很多個
[00:17:04.360 --> 00:17:07.280]  可能在這些爭戰裏面有些死了
[00:17:07.280 --> 00:17:12.600]  打死了為了堅持守主的道不叛變
[00:17:12.600 --> 00:17:14.320]  在上帝的面前
[00:17:14.320 --> 00:17:16.000]  在敵人的當中
[00:17:16.000 --> 00:17:19.880]  他仍然站穩在上帝的位置的當中
[00:17:19.880 --> 00:17:23.200]  他可以可能因為這樣而去戰死
[00:17:23.200 --> 00:17:24.840]  或者被殘害
[00:17:24.840 --> 00:17:28.480]  在歷史當中的而且確是這樣的出現
[00:17:28.480 --> 00:17:30.760]  在這樣的狀態之下
[00:17:30.760 --> 00:17:35.240]  什麼人才可以得到米加勒
[00:17:35.240 --> 00:17:39.360]  他的看顧保守看清楚第一節
[00:17:39.360 --> 00:17:40.440]  第一節說
[00:17:40.440 --> 00:17:45.440]  上帝要做一件從來自以色列開國以來
[00:17:45.440 --> 00:17:47.200]  都沒做過的事
[00:17:47.200 --> 00:17:49.920]  就是在你國的民當中
[00:17:49.920 --> 00:17:55.240]  凡名錄在冊上的必得拯救
[00:17:55.240 --> 00:17:57.800]  在這裏很多的學者
[00:17:57.800 --> 00:18:01.000]  一談論到冊這個問題
[00:18:01.000 --> 00:18:05.720]  名冊的問題就很緊張了
[00:18:05.720 --> 00:18:07.760]  尤其是很多基督徒
[00:18:07.760 --> 00:18:09.240]  一讀到這裏
[00:18:09.240 --> 00:18:14.680]  就一定說這個一定是生命冊
[00:18:14.680 --> 00:18:21.080]  首先這裏哪裏說過是生命冊呢
[00:18:21.080 --> 00:18:23.480]  我記得新約有說過的
[00:18:23.480 --> 00:18:25.600]  有生命冊這件事的
[00:18:25.600 --> 00:18:27.840]  就是這裏新舊約相通的
[00:18:27.840 --> 00:18:30.000]  牧師是不是
[00:18:30.000 --> 00:18:31.440]  新約歸新約
[00:18:31.440 --> 00:18:32.840]  舊約歸舊約
[00:18:32.840 --> 00:18:35.760]  新約說的話在新約時代的信徒要聽
[00:18:35.760 --> 00:18:36.880]  要聽得明白
[00:18:36.880 --> 00:18:38.520]  但是對於舊約的人
[00:18:38.520 --> 00:18:39.560]  沒有新約的時候
[00:18:39.560 --> 00:18:44.280]  怎麼會在這裏馬上說就是生命冊呢
[00:18:44.280 --> 00:18:46.520]  在《原文聖經》這裏所說的
[00:18:46.520 --> 00:18:49.440]  這個所謂名冊
[00:18:49.440 --> 00:18:53.360]  只不過是一個記錄
[00:18:53.360 --> 00:18:56.680]  行政記錄
[00:18:56.680 --> 00:18:59.160]  這個記錄
[00:18:59.160 --> 00:19:04.680]  甚麼人名都在裏面的
[00:19:04.680 --> 00:19:06.320]  你說是不是啊牧師
[00:19:06.320 --> 00:19:08.400]  一會兒我們會看完第二第三節
[00:19:08.400 --> 00:19:11.440]  你就會知道了
[00:19:11.440 --> 00:19:15.800]  這個名冊是記載了所有的人
[00:19:15.800 --> 00:19:16.960]  上帝要看顧
[00:19:16.960 --> 00:19:21.040]  尤其是但義利所擔心關顧的
[00:19:21.040 --> 00:19:25.280]  這個猶大國的子民
[00:19:25.280 --> 00:19:27.000]  當上帝這樣說的時候
[00:19:27.000 --> 00:19:30.000]  就告訴但義利
[00:19:30.000 --> 00:19:33.400]  其實但義利你不用擔心
[00:19:33.400 --> 00:19:36.640]  凡你擔心掛念的人
[00:19:36.640 --> 00:19:40.240]  我都一定會看著他的
[00:19:40.240 --> 00:19:42.200]  所以在這段聖經所說的
[00:19:42.200 --> 00:19:45.440]  你本國的民當中凡名錄在冊上
[00:19:45.440 --> 00:19:47.120]  上帝必得拯救
[00:19:47.120 --> 00:19:48.480]  即是告訴他
[00:19:48.480 --> 00:19:52.120]  上帝不會走漏任何一個猶大國的子民
[00:19:52.120 --> 00:19:55.200]  我一定會拯救他們的
[00:19:55.200 --> 00:20:00.080]  不過二三節裏面
[00:20:00.080 --> 00:20:02.760]  接著會說的
[00:20:02.760 --> 00:20:07.680]  就是在這個過程當中有個審判
[00:20:07.680 --> 00:20:11.680]  一會兒我們再看審判的問題
[00:20:11.680 --> 00:20:13.360]  所以我們不要隨便說
[00:20:13.360 --> 00:20:14.520]  這裏就是生命冊
[00:20:14.520 --> 00:20:16.520]  只是記在生命冊上的人
[00:20:16.520 --> 00:20:19.520]  他們才得救的
[00:20:19.520 --> 00:20:21.480]  因為這裏這樣寫
[00:20:21.480 --> 00:20:24.160]  記在生命冊上的必得救
[00:20:24.160 --> 00:20:25.800]  這個所謂的必得救就是
[00:20:25.800 --> 00:20:31.280]  脫離這個世代的政治的影響
[00:20:31.280 --> 00:20:33.120]  如果你是屬神的子民
[00:20:33.120 --> 00:20:36.120]  上帝不會遺漏你任何一個的
[00:20:36.120 --> 00:20:38.480]  你有心和上帝一起的
[00:20:38.480 --> 00:20:40.960]  上帝一定會和你同在
[00:20:40.960 --> 00:20:42.840]  不會走漏
[00:20:42.840 --> 00:20:47.280]  所以對於但義利來算
[00:20:47.280 --> 00:20:53.640]  你以為去到得蒙上帝保守
[00:20:53.640 --> 00:20:56.480]  於是乎你們就可以平步青雲
[00:20:56.480 --> 00:20:58.480]  回歸應許之地
[00:20:58.480 --> 00:20:59.600]  接著建國
[00:20:59.600 --> 00:21:01.760]  享受榮華富貴
[00:21:01.760 --> 00:21:03.760]  也都繼續富庶下去
[00:21:03.760 --> 00:21:07.520]  這個不是後來的發展
[00:21:07.520 --> 00:21:09.360]  但義利
[00:21:09.360 --> 00:21:11.040]  但義利你要清楚
[00:21:11.040 --> 00:21:15.640]  上帝是要準備在往後的日子裏面
[00:21:15.640 --> 00:21:19.680]  和你所有和上帝同心的人
[00:21:19.680 --> 00:21:22.680]  或者是你關心的猶大國的子民
[00:21:22.680 --> 00:21:25.240]  我都會包裹
[00:21:25.240 --> 00:21:28.240]  我會考慮到他們每一個的去向
[00:21:28.240 --> 00:21:31.360]  或者一個將來
[00:21:31.360 --> 00:21:32.560]  和他一起做什麼
[00:21:32.560 --> 00:21:36.680]  是找米加勒和他一起去
[00:21:36.680 --> 00:21:39.360]  征戰 打仗
[00:21:39.360 --> 00:21:42.840]  這場仗要打很久
[00:21:42.840 --> 00:21:44.920]  不單是在肉身上打
[00:21:44.920 --> 00:21:49.160]  是在靈性上的一場征戰
[00:21:49.160 --> 00:21:51.200]  所以回來這裏
[00:21:51.200 --> 00:21:54.960]  對於但義利可以叫做一個放下心頭大石
[00:21:54.960 --> 00:21:58.160]  上帝已經說包裹會屬於他的子民
[00:21:58.160 --> 00:22:00.160]  一定會去照顧
[00:22:00.160 --> 00:22:03.360]  對於但義利已經是安心的事件
[00:22:03.360 --> 00:22:06.720]  非常安心的了
[00:22:06.720 --> 00:22:09.840]  但是上帝要你明白的就是
[00:22:09.840 --> 00:22:13.400]  不是個個有上帝看顧的
[00:22:13.400 --> 00:22:19.960]  就等同於無風無浪無災
