
[00:00:00.000 --> 00:00:03.640]  好 今日同大家睇第五章第七節
[00:02:22.680 --> 00:02:25.800]  第6節他在這裡看到這個羔羊是怎樣的
[00:02:25.800 --> 00:02:29.720]  是被殺的 就是說他是死了 但是他還站在那裏
[00:02:29.720 --> 00:02:33.320]  死了還站在那裏 即是甚麼意思
[00:02:33.320 --> 00:02:36.920]  是復活了的意思 代表了復活的羔羊
[00:02:36.920 --> 00:02:40.120]  那這個羔羊是不簡單的 有七個角
[00:02:40.120 --> 00:02:43.920]  角是代表了力量 七是代表了一個完全的數字
[00:02:43.920 --> 00:02:47.600]  即是完全的力量 很厲害 有七隻眼
[00:02:47.600 --> 00:02:50.920]  嘩 人家一眼關七 是不是
[00:02:50.920 --> 00:02:53.760]  他有七眼就不知道關甚麼
[00:02:53.760 --> 00:02:57.160]  總而言之七隻眼就代表甚麼 它是all seeing
[00:02:57.160 --> 00:03:00.280]  如果用英文講all seeing 即是他看到了
[00:03:00.280 --> 00:03:04.520]  而這個呢 亦是我上一次都跟大家講過的
[00:03:04.520 --> 00:03:08.240]  就是形容甚麼 形容夜話華夏生 舊約的夜話華夏生
[00:03:08.240 --> 00:03:11.600]  神的眼目遍滿全地 看到了一切
[00:03:11.600 --> 00:03:16.280]  所以這個羔羊是跟夜話華神
[00:03:16.280 --> 00:03:21.000]  是有一個很相似很相同的特性的
[00:03:21.000 --> 00:03:23.280]  很相同很相似的特性的
[00:03:23.280 --> 00:03:27.600]  任何人是沒有辦法能夠可以與這位
[00:03:27.600 --> 00:03:32.080]  創造宇宙萬物的永生神是有相同相似的特性
[00:03:32.080 --> 00:03:34.400]  唯有神的兒子
[00:03:34.400 --> 00:03:39.640]  才能夠可以與天父神是有相同相似的特性
[00:03:39.640 --> 00:03:43.440]  人生人 狗生狗 馬騮生馬騮
[00:03:43.440 --> 00:03:46.400]  馬騮怎樣似人都好
[00:03:46.400 --> 00:03:48.320]  有時馬騮都幾似人的 是不是
[00:03:48.320 --> 00:03:50.440]  你看看馬騮都幾似人的
[00:03:50.440 --> 00:03:52.880]  你應該說有些人幾似馬騮的 是不是
[00:03:52.880 --> 00:03:56.000]  有些人都好似馬騮的 真是
[00:03:56.000 --> 00:03:57.800]  但是呢
[00:03:57.800 --> 00:04:00.960]  似都是似某一個部份 某一些的東西
[00:04:00.960 --> 00:04:03.880]  相似但不是真的那麼似 那麼重要
[00:04:03.880 --> 00:04:09.480]  所以這裏其實就是很高舉這個被殺的羔羊
[00:04:09.480 --> 00:04:11.320]  今天第七節就是講甚麼
[00:04:11.320 --> 00:04:14.720]  第七節就是說這個羔羊就前來
[00:04:14.720 --> 00:04:16.960]  從坐在寶座上的那位
[00:04:16.960 --> 00:04:19.920]  寶座上的那位大家就知道是誰了
[00:04:19.920 --> 00:04:22.960]  很多時候聖經是不講名字出來
[00:04:22.960 --> 00:04:24.240]  是有原因的
[00:04:24.240 --> 00:04:27.440]  因為神是實在至高無上
[00:04:27.440 --> 00:04:29.920]  他們不會隨隨便便就去叫神
[00:04:29.920 --> 00:04:32.080]  或者叫這個耶和華神
[00:04:32.080 --> 00:04:34.080]  他們不是那麼隨便叫名字出來的
[00:04:34.080 --> 00:04:36.640]  是很尊重不去叫名字出來
[00:04:36.640 --> 00:04:39.720]  但是坐在寶座上就代表了甚麼
[00:04:39.720 --> 00:04:42.160]  那個坐在寶座上的是誰
[00:04:42.160 --> 00:04:46.040]  如果我們中國是坐在龍椅上
[00:04:46.040 --> 00:04:47.600]  那個當然是皇帝了 是不是
[00:04:47.600 --> 00:04:50.640]  難道叫太監走上龍椅上坐嗎 是不是
[00:04:50.640 --> 00:04:52.840]  所以一講坐在寶座上我們就知道是誰
[00:04:52.840 --> 00:04:56.040]  而在他的右手中拿了這個書卷
[00:04:56.040 --> 00:04:59.680]  右手 右邊是代表了這個權柄的
[00:04:59.680 --> 00:05:02.360]  他拿了這個書卷 我都跟大家講過
[00:05:02.360 --> 00:05:05.800]  為甚麼這個約翰見到有個書卷
[00:05:05.800 --> 00:05:10.240]  而天上地下大聲大力的天使
[00:05:10.240 --> 00:05:14.920]  叫大力的天使大聲叫 有沒有哪個
[00:05:14.920 --> 00:05:16.720]  能夠可以拿這個書卷
[00:05:16.720 --> 00:05:20.520]  沒有 於是這個約翰就哭了
[00:05:20.520 --> 00:05:22.880]  他大哭了 為甚麼他哭了
[00:05:22.880 --> 00:05:27.360]  因為他一心很想很想很想去知道
[00:05:27.360 --> 00:05:30.800]  究竟這個書卷是會講甚麼的
[00:05:30.800 --> 00:05:34.080]  這個世界是將會怎樣去進行
[00:05:34.080 --> 00:05:38.080]  而是結局的 他很想知道 是不是
[00:05:38.080 --> 00:05:40.200]  我今天早上做了一件事
[00:05:40.200 --> 00:05:42.560]  不知道是不是犯法 我都不知道
[00:05:42.560 --> 00:05:47.000]  我家對面有個大地盤 正在蓋房子
[00:05:47.000 --> 00:05:49.760]  天天看著它一邊蓋一邊蓋
[00:05:49.760 --> 00:05:52.680]  我今天早上晚了起來
[00:05:52.680 --> 00:05:54.240]  我遲了一個小時起來
[00:05:54.240 --> 00:05:56.160]  所以我今天早上遲到了回來
[00:05:56.160 --> 00:05:58.160]  我今天早上六點三才醒來
[00:05:58.160 --> 00:05:59.720]  我平常是五點鐘到起來的
[00:05:59.720 --> 00:06:02.080]  因為很累 六點三醒了
[00:06:02.080 --> 00:06:05.040]  我很多事情要做的 又要煲咖啡
[00:06:05.040 --> 00:06:07.640]  又要做麵包 又要煲湯
[00:06:07.640 --> 00:06:10.480]  即是做完這些湯 吃完又要出去走
[00:06:10.480 --> 00:06:13.600]  我今天早上去了對面的地盤那裏
[00:06:13.600 --> 00:06:16.640]  進了一間屋那裏 人家正在蓋的屋
[00:06:16.640 --> 00:06:19.160]  我就由地上一直走到天台
[00:06:19.160 --> 00:06:22.240]  那些不是大廈 是那些村屋
[00:06:22.240 --> 00:06:25.440]  那是不是犯法呢
[00:06:25.440 --> 00:06:29.360]  但是它又沒有保安 又沒有門 又沒有閘
[00:06:29.360 --> 00:06:33.080]  還沒有蓋好的 為甚麼我要這樣做
[00:06:33.080 --> 00:06:35.920]  八卦 好奇 是不是
[00:06:35.920 --> 00:06:38.880]  即是這間屋蓋得怎麼樣
[00:06:38.880 --> 00:06:41.240]  但又心裏面好像犯法
[00:06:41.240 --> 00:06:43.000]  讓我先問問那些警察
[00:06:43.000 --> 00:06:45.120]  待會去萬安山堂有警察在那裏
[00:06:45.120 --> 00:06:47.320]  我問一下警察
[00:06:47.320 --> 00:06:49.520]  我問一下他是不是犯法
[00:06:49.520 --> 00:06:52.320]  這個約翰他當然是好奇
[00:06:52.320 --> 00:06:54.800]  現在不是說去看看這間屋是怎麼蓋的
[00:06:54.800 --> 00:06:56.000]  因為那間屋是很特別的
[00:06:56.000 --> 00:06:58.120]  我還是不要說這件事
[00:06:58.120 --> 00:07:01.280]  是他好想知道這個世界會怎麼樣
[00:07:01.280 --> 00:07:02.920]  一路進行會怎麼發生
[00:07:02.920 --> 00:07:05.760]  我想我們都好想知道 是不是
[00:07:05.760 --> 00:07:08.640]  最近有一個弟兄姊妹
[00:07:08.640 --> 00:07:11.000]  弄條YouTube給我看 但又看不到的
[00:07:11.000 --> 00:07:13.200]  跟著就告訴我聽說甚麼
[00:07:13.200 --> 00:07:15.880]  有個甚麼甚麼甚麼
[00:07:15.880 --> 00:07:19.680]  即是專講那些末世預言那些
[00:07:19.680 --> 00:07:22.480]  即是那些不知甚麼
[00:07:22.480 --> 00:07:27.120]  就說2015年9月會發生大件事
[00:07:27.120 --> 00:07:29.960]  這位弟兄姊妹就說牧師你看看這個YouTube
[00:07:29.960 --> 00:07:31.240]  給我一點意見
[00:07:31.240 --> 00:07:34.120]  我說你傳這個YouTube給我都看不到的
[00:07:34.120 --> 00:07:36.880]  我說不過9月很快到的
[00:07:36.880 --> 00:07:38.840]  拭目以待 看看會怎麼樣
[00:07:38.840 --> 00:07:41.840]  通常都是俗語是甚麼
[00:07:41.840 --> 00:07:43.360]  「留嘢多啲」
[00:07:43.360 --> 00:07:45.280]  因為已經太多這些事了
[00:07:45.280 --> 00:07:48.680]  甚麼時候發生甚麼事
[00:07:48.680 --> 00:07:49.840]  「留嘢多啲」
[00:07:49.840 --> 00:07:50.880]  Anyway
[00:07:50.880 --> 00:07:53.800]  在這裏這個高揚他就拿了一個書卷
[00:07:53.800 --> 00:07:56.160]  這個書卷我曾經在啟述第四章
[00:07:56.160 --> 00:08:01.120]  講到這個末後會發生的事情
[00:08:01.120 --> 00:08:05.480]  你看我引用《但義理書》第七章十三節和第十四節給大家
[00:08:05.480 --> 00:08:07.160]  可能你會說牧師為甚麼講那個啟述
[00:08:07.160 --> 00:08:08.880]  就回到舊的《但義理書》
[00:08:08.880 --> 00:08:14.560]  因為《但義理》這本書大家都知道是一個啟示文學
[00:08:14.560 --> 00:08:18.920]  《但義理》也見到這個世界的進行發生的事
[00:08:18.920 --> 00:08:27.240]  他見到那個很大的象是有金的頭有銀的身有胸
[00:08:27.240 --> 00:08:30.000]  每方月下都是油頭
[00:08:30.000 --> 00:08:33.720]  一直都是有金又有銅又有鐵又有鐵和泥
[00:08:33.720 --> 00:08:34.720]  混在一起
[00:08:34.720 --> 00:08:36.920]  其實這個象是代表了甚麼
[00:08:36.920 --> 00:08:38.760]  代表了這個權力
[00:08:38.760 --> 00:08:39.960]  很高大的權力
[00:08:39.960 --> 00:08:44.120]  而代表了這個世界上的國家
[00:08:44.120 --> 00:08:46.040]  是一個一個興衰
[00:08:46.040 --> 00:08:49.080]  有亞述有巴比倫
[00:08:49.080 --> 00:08:50.000]  他是巴比倫
[00:08:50.000 --> 00:08:51.040]  這個尼泊爾格尼沙皇
[00:08:51.040 --> 00:08:52.160]  巴比倫世代
[00:08:52.160 --> 00:08:54.000]  有馬代有波斯
[00:08:54.000 --> 00:08:55.800]  甚至有希臘
[00:08:55.800 --> 00:08:57.360]  接著有羅馬帝國
[00:08:57.360 --> 00:08:58.560]  接著就是耶穌的時代
[00:08:58.560 --> 00:09:00.360]  在羅馬帝國的時代
[00:09:00.360 --> 00:09:03.080]  其實這個象是象徵性的
[00:09:03.080 --> 00:09:04.240]  symbolically(象徵性)
[00:09:04.240 --> 00:09:07.480]  讓我們知道人類的歷史
[00:09:07.480 --> 00:09:08.920]  一個一個朝代
[00:09:08.920 --> 00:09:11.320]  當然不是所有朝代都讓我們知道
[00:09:11.320 --> 00:09:13.840]  是舊恩的歷史裏面的朝代
[00:09:13.840 --> 00:09:16.600]  這個大義律書第七章十三十四節
[00:09:16.600 --> 00:09:17.840]  我不太詳細講
[00:09:17.840 --> 00:09:19.760]  但是簡單講給大家聽
[00:09:19.760 --> 00:09:23.000]  他說我在夜間的異象中觀看
[00:09:23.000 --> 00:09:24.800]  有一位像人子的
[00:09:24.800 --> 00:09:27.520]  駕著天上的魂而來
[00:09:27.520 --> 00:09:30.960]  被領到耿古常在者的面前
[00:09:30.960 --> 00:09:32.200]  這個很明顯是誰
[00:09:32.200 --> 00:09:33.560]  這個人子
[00:09:33.560 --> 00:09:35.600]  好像一個人的兒子
[00:09:35.600 --> 00:09:37.240]  一個有人樣的樣子
[00:09:37.240 --> 00:09:40.240]  這個就是我們知道的主耶穌基督
[00:09:40.240 --> 00:09:42.200]  他就是尼塞瓦
[00:09:42.200 --> 00:09:46.680]  他見到領了他駕著天上的魂而來
[00:09:46.680 --> 00:09:49.080]  為什麼他說駕著天上的魂而來
[00:09:49.080 --> 00:09:51.960]  原來這個也是反映出他的神聖
[00:09:51.960 --> 00:09:53.160]  我給了一節聖經
[00:09:53.160 --> 00:09:55.360]  大家看詩篇104篇第三節
[00:09:55.360 --> 00:09:58.400]  在水中立樓閣的棟樑
[00:09:58.400 --> 00:10:00.200]  用魂彩為車
[00:10:00.200 --> 00:10:01.200]  我不懂得讀那個字
[00:10:01.200 --> 00:10:03.120]  我又懶惰沒有去查這個字
[00:10:03.120 --> 00:10:04.520]  如果你們有誰懂得這個字
[00:10:04.520 --> 00:10:05.520]  稍後告訴我
[00:10:05.520 --> 00:10:07.760]  總而言之我們明白一件事是什麼
[00:10:07.760 --> 00:10:10.360]  這個就是用魂來做車
[00:10:10.360 --> 00:10:13.600]  其實在原文的含義是馬車
[00:10:13.600 --> 00:10:14.600]  一輛馬車
[00:10:14.600 --> 00:10:16.480]  當時當然是說馬車
[00:10:16.480 --> 00:10:18.640]  難道弄一輛私家車給你嗎
[00:10:18.640 --> 00:10:19.600]  不會的
[00:10:19.600 --> 00:10:20.720]  所以代表了什麼
[00:10:20.720 --> 00:10:24.120]  就是說其實這個是說到神
[00:10:24.120 --> 00:10:26.360]  神自己是什麼呢
[00:10:26.360 --> 00:10:28.440]  就是要它是魂
[00:10:28.440 --> 00:10:31.120]  就好像是神的交通工具那樣
[00:10:31.120 --> 00:10:33.160]  我們中國人也有
[00:10:33.160 --> 00:10:34.840]  騰雲駕霧
[00:10:34.840 --> 00:10:36.440]  那些騰雲駕霧
[00:10:36.440 --> 00:10:40.840]  他這個就是表示了魂就是神的駕車
[00:10:40.840 --> 00:10:44.120]  當然不是神要坐著魂到處去
[00:10:44.120 --> 00:10:47.200]  就是表示了那種神性出來
[00:10:47.200 --> 00:10:48.920]  表示了這個神性出來
[00:10:48.920 --> 00:10:53.040]  這個人子他是駕著天上的魂而來
[00:10:53.040 --> 00:10:54.560]  是反映出又一次
[00:10:54.560 --> 00:10:57.840]  說到這個人子耶穌基督
[00:10:57.840 --> 00:10:59.480]  就是神的兒子
[00:10:59.480 --> 00:11:01.360]  那個神性的表現
[00:11:01.360 --> 00:11:04.560]  他去到耿古常在者的面前
[00:11:04.560 --> 00:11:07.520]  去到天父神的面前
[00:11:07.520 --> 00:11:09.560]  他得了權柄榮耀各道
[00:11:09.560 --> 00:11:13.280]  使各方各國各族的人都侍奉他
[00:11:13.280 --> 00:11:15.160]  但是弟兄姊妹你要明白
[00:11:15.160 --> 00:11:17.600]  耶穌基督當他來到這個世界的時候
[00:11:17.600 --> 00:11:19.280]  當神的兒子
[00:11:19.280 --> 00:11:21.480]  他真的來到這個世上
[00:11:21.480 --> 00:11:22.680]  成為一個人的時候
[00:11:22.680 --> 00:11:26.200]  他是放下了他的權柄的
[00:11:26.200 --> 00:11:30.680]  牧師你怎麼知道他放下了權柄
[00:11:30.680 --> 00:11:32.120]  記不記得耶穌基督說
[00:11:32.120 --> 00:11:37.240]  「那日子那時辰,子也不知道,唯有父知道」
[00:11:37.240 --> 00:11:40.000]  他也有些事情是不知道的
[00:11:40.000 --> 00:11:41.560]  但是他有很多事情是知道的
[00:11:41.560 --> 00:11:42.720]  當他在世上的時候
[00:11:42.720 --> 00:11:46.200]  那些人他都知道他心裡在想什麼
[00:11:46.200 --> 00:11:47.640]  是不是?他什麼都知道
[00:11:47.640 --> 00:11:49.840]  但是有一樣東西他自己也說自己不知道
[00:11:49.840 --> 00:11:51.400]  不是我們猜他說不知道
[00:11:51.400 --> 00:11:54.800]  他說「那日子那時辰,連子也不知道」
[00:11:54.800 --> 00:11:55.840]  是不是這麼說?
[00:11:55.840 --> 00:11:58.160]  唯有父知道,為什麼?
[00:11:58.160 --> 00:11:59.640]  我從另外一節聖經裡面
[00:11:59.640 --> 00:12:03.120]  在《使徒凡傳》第一章第八節說什麼?
[00:12:03.120 --> 00:12:04.560]  「申呼」
[00:12:04.560 --> 00:12:06.280]  這個我忘記了是第七還是第八節
[00:12:06.280 --> 00:12:08.120]  總之你從第七節看到第八節
[00:12:08.120 --> 00:12:09.080]  就一定看到了
[00:12:09.080 --> 00:12:12.760]  我有時候這個腦袋經常都忘記了
[00:12:12.760 --> 00:12:15.480]  「父憑著他的權柄」在那裡說
[00:12:15.480 --> 00:12:19.480]  「父憑著他的權柄,所定的日子
[00:12:19.480 --> 00:12:21.200]  是你們不知道的」
[00:12:21.200 --> 00:12:23.160]  記不記得有一節這樣的聖經?
[00:12:23.160 --> 00:12:25.480]  記不記得有這樣的聖經?
[00:12:25.480 --> 00:12:26.040]  什麼意思?
[00:12:26.040 --> 00:12:28.120]  就是說原來要知道那個時間
[00:12:28.120 --> 00:12:30.120]  一定那個時間是要有一個權柄的
[00:12:30.120 --> 00:12:32.120]  而當耶穌來到這個世上的時候
[00:12:32.120 --> 00:12:34.120]  祂擺下了祂的榮耀
[00:12:34.120 --> 00:12:35.320]  要不然就嚇死人了
[00:12:35.320 --> 00:12:36.840]  是不是?一下來就嚇死人了
[00:12:36.840 --> 00:12:37.440]  是不是?
[00:12:37.440 --> 00:12:39.320]  就是我說如果太陽來到這個地球
[00:12:39.320 --> 00:12:40.680]  祂不遮一遮自己
[00:12:40.680 --> 00:12:42.280]  我想我們馬上就死了
[00:12:42.280 --> 00:12:44.600]  但是如果太陽來到這個地球
[00:12:44.600 --> 00:12:50.480]  祂是遮住祂那種光輝、那種能力、熱量
[00:12:50.480 --> 00:12:52.480]  要不然我們真的死定了
[00:12:52.480 --> 00:12:54.200]  是不是?馬上就死了
[00:12:54.200 --> 00:12:57.680]  所以當神的兒子祂擺下祂的榮耀
[00:12:57.680 --> 00:12:59.680]  在《約翰福音》第十七章
[00:12:59.680 --> 00:13:02.760]  求父給祂和祂再創世以前的榮耀
[00:13:02.760 --> 00:13:04.960]  祂不擺下祂為什麼要命祂拿回呢?是不是?
[00:13:04.960 --> 00:13:06.640]  祂為了要成為一個人
[00:13:06.640 --> 00:13:09.760]  祂就要是一個謙卑的樣式來到這個世界
[00:13:09.760 --> 00:13:11.760]  擺下祂的權柄、擺下祂的榮耀
[00:13:11.760 --> 00:13:14.440]  但是沒有擺下祂的神聖
[00:13:14.440 --> 00:13:16.440]  祂是神人兩性
[00:13:16.440 --> 00:13:19.240]  所以到了這個階段的時候
[00:13:19.240 --> 00:13:21.400]  祂經歷了受苦
[00:13:21.400 --> 00:13:23.640]  以至於死且死在十字架上
[00:13:23.640 --> 00:13:25.200]  成就了救恩
[00:13:25.200 --> 00:13:27.720]  所以聖經說神將祂升為至高
[00:13:27.720 --> 00:13:29.720]  是不是?是升為至高
[00:13:29.720 --> 00:13:32.600]  所以在這裡祂就能夠得到一個權柄
[00:13:32.600 --> 00:13:34.200]  得到一個榮耀、國度
[00:13:34.200 --> 00:13:37.200]  使各個各方各族的人都要侍奉祂
[00:13:37.200 --> 00:13:41.200]  侍奉這個字往往敬拜和侍奉是放在一起的
[00:13:41.200 --> 00:13:43.040]  敬拜和侍奉是放在一起的
[00:13:43.040 --> 00:13:45.680]  祂的權柄是永遠不能夠廢去
[00:13:45.680 --> 00:13:47.400]  祂的國度必不敗壞
[00:13:47.400 --> 00:13:51.560]  所以祂得到祂的神的兒子的權柄回來
[00:13:51.560 --> 00:13:53.920]  在教會中所啟示的
[00:13:53.920 --> 00:13:55.320]  藉著新約的啟示
[00:13:55.320 --> 00:13:58.520]  讓我們明白是要受苦才能夠得勝這個途徑
[00:13:58.520 --> 00:14:01.000]  但以你所得的啟示
[00:14:01.000 --> 00:14:04.520]  說出來有很多事情是不清楚的
[00:14:04.520 --> 00:14:06.800]  到耶穌基督來到這個世上
[00:14:06.800 --> 00:14:09.680]  祂的啟示不是耶穌不清楚
[00:14:09.680 --> 00:14:10.880]  不過在那個時代
[00:14:10.880 --> 00:14:13.480]  祂所讓我們能夠明白的、知道的東西
[00:14:13.480 --> 00:14:15.400]  都是去到某一個地步
[00:14:15.400 --> 00:14:17.320]  直到使徒約翰
[00:14:17.320 --> 00:14:21.720]  從復活的主耶穌基督得著這個啟示錄的啟示
[00:14:21.720 --> 00:14:23.720]  就去到啟示的最高峰
[00:14:23.720 --> 00:14:26.120]  是有三個層次的
[00:14:26.120 --> 00:14:27.720]  但以你在舊約裏面
[00:14:27.720 --> 00:14:29.560]  這個就是我們在神學上叫什麼呢?
[00:14:29.560 --> 00:14:31.960]  叫做Progressive Revelation
[00:14:31.960 --> 00:14:34.040]  漸進性啟示
[00:14:34.040 --> 00:14:35.880]  漸進性啟示
[00:14:35.880 --> 00:14:37.480]  一步一步一步一步
[00:14:37.480 --> 00:14:40.040]  神就將祂的計劃
[00:14:40.040 --> 00:14:41.360]  將祂的旨意
[00:14:41.360 --> 00:14:44.800]  是一步一步的在人類歷史裏揭開揭開又揭開
[00:14:44.800 --> 00:14:46.080]  讓我們看得見出來
[00:14:46.080 --> 00:14:48.800]  好了,接著來到第五章第八節那裏
[00:14:48.800 --> 00:14:49.520]  就是說什麼呢?
[00:14:49.520 --> 00:14:51.240]  「他一拿了書卷
[00:14:51.240 --> 00:14:53.600]  四活物和二十四位長老
[00:14:53.600 --> 00:14:56.080]  就俯伏在誰的面前呢?
[00:14:56.080 --> 00:14:59.040]  俯伏在羔羊的面前
[00:14:59.040 --> 00:15:02.080]  在羔羊的面前俯伏
[00:15:02.080 --> 00:15:03.200]  什麼叫俯伏呢?
[00:15:03.200 --> 00:15:04.480]  趴在這裏
[00:15:04.480 --> 00:15:05.760]  趴在這裏做什麼呢?
[00:15:05.760 --> 00:15:08.440]  趴在這裏其實是一個敬拜
[00:15:08.440 --> 00:15:09.320]  順服
[00:15:09.320 --> 00:15:10.640]  我俯伏了你
[00:15:10.640 --> 00:15:11.840]  我俯伏了你
[00:15:11.840 --> 00:15:14.440]  五體投地趴在你的面前
[00:15:14.440 --> 00:15:16.200]  不簡單的
[00:15:16.200 --> 00:15:19.280]  當他拿了這個書卷的時候
[00:15:19.280 --> 00:15:21.360]  四活物和二十四位長老
[00:15:21.360 --> 00:15:23.080]  就俯伏在羔羊的面前
[00:15:23.080 --> 00:15:24.440]  割拿著琴
[00:15:24.440 --> 00:15:26.440]  和盛滿了香的香爐
[00:15:26.440 --> 00:15:28.440]  這香就是眾聖徒的祈禱」
[00:15:28.440 --> 00:15:30.600]  好了,說一點題外話
[00:15:30.600 --> 00:15:33.960]  大家有沒有人養寵物呢?
[00:15:33.960 --> 00:15:36.440]  養狗、養貓有沒有呢?
[00:15:36.440 --> 00:15:38.120]  有沒有養狗、貓呢?
[00:15:38.120 --> 00:15:40.360]  是已經是……
[00:15:40.360 --> 00:15:42.880]  就是……大家明白我的意思了
[00:15:42.880 --> 00:15:44.000]  我什麼意思了?
[00:15:44.000 --> 00:15:47.560]  就是俗語說「香了」
[00:15:47.560 --> 00:15:49.360]  就是死了
[00:15:49.360 --> 00:15:52.800]  有時候人們喜歡用一些代語
[00:15:52.800 --> 00:15:53.800]  明明是死了
[00:15:53.800 --> 00:15:55.560]  為什麼不講死而講香呢?
[00:15:55.560 --> 00:15:57.360]  我也不知道為什麼叫「香了」
[00:15:57.360 --> 00:15:58.240]  我不明白
[00:15:58.240 --> 00:16:00.800]  不過應該不是髒話
[00:16:00.800 --> 00:16:03.800]  你有沒有很懷念你的狗狗?
[00:16:03.800 --> 00:16:06.360]  有沒有人懷念自己養了很多年的狗狗?
[00:16:06.360 --> 00:16:08.600]  有啊,我看到有啊
[00:16:08.600 --> 00:16:10.880]  所以很多人都問過這個問題
[00:16:10.880 --> 00:16:14.960]  究竟將來在天堂上會不會見到我的那隻
[00:16:14.960 --> 00:16:21.000]  我的狗狗7月2日就被漁農署拿走了
[00:16:21.000 --> 00:16:23.880]  應該是7月3日就給牠打了針
[00:16:23.880 --> 00:16:25.360]  大家明白我的意思了
[00:16:25.360 --> 00:16:26.960]  我也在想
[00:16:26.960 --> 00:16:28.800]  我的那隻「拖匪」
[00:16:28.800 --> 00:16:30.320]  「拖匪」是我改的嗎?
[00:16:30.320 --> 00:16:31.440]  「拖匪堂」
[00:16:31.440 --> 00:16:32.800]  就是「拖匪」
[00:16:32.800 --> 00:16:36.760]  不知道究竟我會不會有機會再見到牠呢?
[00:16:36.760 --> 00:16:39.400]  其實這個問題不是我最大的關注
[00:16:39.400 --> 00:16:41.040]  雖然我做夢見過牠
[00:16:41.040 --> 00:16:43.000]  我真的做過夢見到牠
[00:16:43.000 --> 00:16:44.560]  牠還沒拿走之前一兩天
[00:16:44.560 --> 00:16:45.560]  我又做夢見到牠
[00:16:45.560 --> 00:16:47.640]  拿走了之後大概一個星期
[00:16:47.640 --> 00:16:49.600]  我又做夢又見到牠
[00:16:49.600 --> 00:16:51.040]  很生猛地站在那裡
[00:16:51.040 --> 00:16:52.560]  不像是死就死的那樣
[00:16:52.560 --> 00:16:53.920]  臨死之前
[00:16:53.920 --> 00:16:57.040]  其實也有些弟兄姊妹很喜歡寵物
[00:16:57.040 --> 00:16:58.400]  多數都是講狗的
[00:16:58.400 --> 00:16:59.920]  貓就少一點
[00:16:59.920 --> 00:17:01.040]  也問過牧師
[00:17:01.040 --> 00:17:03.880]  究竟將來我會不會再見到我那隻什麼什麼
[00:17:03.880 --> 00:17:04.920]  巧克力
[00:17:04.920 --> 00:17:08.600]  或者是Bobby什麼的
[00:17:08.600 --> 00:17:11.120]  我也看了一些神學書說這個問題
[00:17:11.120 --> 00:17:13.040]  我也上網Google搜尋
