
[00:00:00.000 --> 00:00:01.360]  在我們開始之前
[00:00:58.640 --> 00:01:00.760]  近的有張保仔
[00:01:00.760 --> 00:01:01.720]  十一貝勒
[00:01:01.720 --> 00:01:04.040]  怎樣和他其他兄弟不和
[00:01:04.040 --> 00:01:06.160]  以致在爭權奪位當中
[00:01:06.160 --> 00:01:07.720]  搞到你死我活
[00:01:07.720 --> 00:01:09.480]  兄弟間
[00:01:09.480 --> 00:01:12.240]  變成了難兄難弟
[00:01:12.240 --> 00:01:14.760]  所講的不是一同共患難
[00:01:14.760 --> 00:01:17.720]  而是成為了彼此間的難題
[00:01:17.720 --> 00:01:19.840]  而在聖經裏面
[00:01:19.840 --> 00:01:22.240]  尤其在舊約的敘事部分
[00:01:22.240 --> 00:01:24.520]  我們都會發現
[00:01:24.520 --> 00:01:25.920]  有很多的偉人
[00:01:25.960 --> 00:01:27.520]  他們的兄弟間
[00:01:27.520 --> 00:01:29.320]  都出現了不少的問題
[00:01:29.320 --> 00:01:31.960]  就好像以撒的兩個兒子
[00:01:31.960 --> 00:01:33.840]  以素和雅各一樣
[00:01:33.840 --> 00:01:37.040]  兩個兄弟為了成全父親的應許
[00:01:37.040 --> 00:01:39.240]  弟弟雅各騙哥哥
[00:01:39.240 --> 00:01:41.920]  大佬以素就爭弟弟
[00:01:41.920 --> 00:01:43.720]  只有兩個兄弟
[00:01:43.720 --> 00:01:46.080]  已經存在了這麼多的問題
[00:01:46.080 --> 00:01:48.200]  何況一個大的家庭呢
[00:01:48.200 --> 00:01:50.960]  好了到雅各這個家庭
[00:01:50.960 --> 00:01:52.440]  一個大家族
[00:01:52.440 --> 00:01:53.920]  兩個妻子
[00:01:53.920 --> 00:01:55.320]  兩個婢女
[00:01:55.480 --> 00:01:58.040]  一共生了十二個子女
[00:01:58.040 --> 00:01:59.440]  這個大家庭
[00:01:59.440 --> 00:02:01.640]  他們兄弟間的紛爭
[00:02:01.640 --> 00:02:03.640]  又怎樣可以經過呢?
[00:02:03.640 --> 00:02:06.720]  當中又帶來我們甚麼的提醒呢?
[00:02:06.720 --> 00:02:09.560]  上帝給予阿伯拉罕的應許
[00:02:09.560 --> 00:02:13.720]  又怎樣在雅各的這一代傳承下去呢?
[00:02:13.720 --> 00:02:18.040]  首先講講今天經文的背景
[00:02:18.040 --> 00:02:21.200]  創世紀三十七至五十章
[00:02:21.200 --> 00:02:24.880]  都是在講雅各和他這十二個兒子的故事
[00:02:24.880 --> 00:02:26.880]  特別是約瑟的故事
[00:02:26.880 --> 00:02:29.480]  因為當中的背景關係到
[00:02:29.480 --> 00:02:31.680]  兄弟間的恩怨情仇
[00:02:31.680 --> 00:02:34.280]  所以我們今天就會速讀
[00:02:34.280 --> 00:02:37.440]  就是很快速地去看一看這些故事
[00:02:37.440 --> 00:02:42.720]  約瑟可以說是這幾章裡面一個重要的人物
[00:02:42.720 --> 00:02:43.840]  他是以色列
[00:02:43.840 --> 00:02:46.200]  就是雅各的第十一個兒子
[00:02:46.200 --> 00:02:50.680]  在創世紀的第三十七章就提到
[00:02:50.680 --> 00:02:55.880]  雅各愛約瑟勝過其他所有的兒子
[00:02:55.880 --> 00:03:01.240]  原因是約瑟是雅各晚年所生的兒子
[00:03:01.240 --> 00:03:02.520]  加上這個兒子
[00:03:02.520 --> 00:03:06.480]  是雅各所愛的妻子拉傑所生的
[00:03:06.480 --> 00:03:09.640]  如果我們看回創世紀二十九章
[00:03:09.640 --> 00:03:11.440]  你就會知道當年
[00:03:11.440 --> 00:03:14.600]  雅各為了娶這個妻子拉傑
[00:03:14.600 --> 00:03:18.840]  甘心在舅父拉班的手下工作了七年
[00:03:19.120 --> 00:03:22.320]  但竟然被騙要先娶了那個
[00:03:22.320 --> 00:03:24.840]  沒那麼漂亮的姐姐尼雅
[00:03:24.840 --> 00:03:29.800]  然後就要再為這個那麼漂亮的妻子拉傑
[00:03:29.800 --> 00:03:31.400]  再做七年工作
[00:03:31.400 --> 00:03:34.520]  哇 雅各總共用了十四年
[00:03:34.520 --> 00:03:37.600]  才可以娶得他的愛妻拉傑
[00:03:37.600 --> 00:03:40.800]  並且他們等了很久很久很久之後
[00:03:40.800 --> 00:03:44.240]  才可以生第一個兒子約瑟
[00:03:44.240 --> 00:03:48.760]  之後又因為生變雅敏而難產死去
[00:03:48.760 --> 00:03:51.440]  所以約瑟很自然
[00:03:51.440 --> 00:03:54.360]  就成為了雅各的心肝定
[00:03:54.360 --> 00:03:56.400]  他的心肝寶貝
[00:03:56.400 --> 00:03:59.160]  不過約瑟的兄長們
[00:03:59.160 --> 00:04:02.480]  顯然他們沒有體會爸爸的這個心情
[00:04:02.480 --> 00:04:05.120]  而這個十七歲的小子
[00:04:05.120 --> 00:04:06.640]  這個弟弟約瑟
[00:04:06.640 --> 00:04:10.320]  他都好像不能夠看別人的眉頭眼額
[00:04:10.320 --> 00:04:15.000]  不僅將哥哥的惡行報告給爸爸知道
[00:04:15.000 --> 00:04:19.520]  並且爸爸為約瑟做了一件彩衣
[00:04:19.520 --> 00:04:23.320]  過往哥哥都知道爸爸很疼愛這個弟弟約瑟
[00:04:23.320 --> 00:04:24.400]  這樣都算了
[00:04:24.400 --> 00:04:26.720]  但是現在這一份寵愛
[00:04:26.720 --> 00:04:28.360]  成為了一件實物
[00:04:28.360 --> 00:04:29.640]  一件彩衣
[00:04:29.640 --> 00:04:31.280]  並且穿著在身
[00:04:31.280 --> 00:04:33.440]  在他們面前泣泣揚揚
[00:04:33.440 --> 00:04:36.680]  哇 看見都眼火爆
[00:04:36.680 --> 00:04:39.320]  加上約瑟發了兩個夢
[00:04:39.320 --> 00:04:43.120]  寓意家裏的全部人都要拜他
[00:04:43.120 --> 00:04:47.360]  所以更加激起了兄長們的疾忌
[00:04:47.360 --> 00:04:49.920]  在《創世紀》三十七章
[00:04:49.920 --> 00:04:53.080]  如果你有手上有聖經的話
[00:04:53.080 --> 00:04:55.480]  你可以輕輕打開
[00:04:55.480 --> 00:04:58.560]  三十七章短短的幾節經文
[00:04:58.560 --> 00:05:03.520]  就交代了這幾個人物他們之間的關係
[00:05:03.520 --> 00:05:06.880]  爸爸雅各很愛約瑟
[00:05:06.880 --> 00:05:11.040]  但是所有的哥哥很憎恨這個弟弟
[00:05:11.040 --> 00:05:13.200]  對於這些哥哥而言
[00:05:13.200 --> 00:05:15.960]  這個弟弟的出現是一個痛苦
[00:05:15.960 --> 00:05:19.200]  因為他奪去了爸爸對他們的愛
[00:05:19.200 --> 00:05:22.120]  他們覺得爸爸以一個不公平的愛
[00:05:22.120 --> 00:05:25.800]  不公平的待遇去對待他們
[00:05:25.800 --> 00:05:26.720]  不過
[00:05:26.720 --> 00:05:30.000]  爸爸是不是不愛這些兄弟呢?
[00:05:30.000 --> 00:05:31.440]  其實都不是的
[00:05:31.440 --> 00:05:33.600]  爸爸都很關心他們
[00:05:33.600 --> 00:05:35.840]  譬如很關心他們牧羊
[00:05:35.840 --> 00:05:38.360]  放羊的時候是不是安全
[00:05:38.360 --> 00:05:42.000]  所以就打發了約瑟去看看他們
[00:05:42.000 --> 00:05:46.760]  但顯然這份關愛沒有滿足到這班哥哥
[00:05:46.760 --> 00:05:49.080]  可能關係越密切
[00:05:49.080 --> 00:05:51.120]  期望就越高
[00:05:51.120 --> 00:05:53.600]  失望也越大
[00:05:53.600 --> 00:05:55.000]  亦都是因為這樣
[00:05:55.000 --> 00:05:59.880]  之後就造成了兄弟間的衝突
[00:05:59.880 --> 00:06:03.080]  在《創世紀》三十七章的下半節
[00:06:03.080 --> 00:06:07.480]  就講到兄長去到放羊的地方
[00:06:07.480 --> 00:06:08.560]  見到約瑟
[00:06:08.560 --> 00:06:10.640]  自己一個人來找他
[00:06:10.640 --> 00:06:13.360]  嘩!這個還不是時機?
[00:06:13.360 --> 00:06:14.800]  於是哥哥就說
[00:06:14.800 --> 00:06:18.200]  「來吧,我們將他殺了」
[00:06:18.200 --> 00:06:20.560]  但最終有沒有殺到呢?
[00:06:20.560 --> 00:06:23.320]  在《聖經》裏面說沒有
[00:06:23.320 --> 00:06:27.080]  因為在衝突之中出現了兩個人物
[00:06:27.080 --> 00:06:30.040]  首先第一個是大哥裏面
[00:06:30.040 --> 00:06:32.640]  他不忍心流弟弟的血
[00:06:32.640 --> 00:06:35.200]  建議就這樣將他扔在坑裏面
[00:06:35.200 --> 00:06:39.960]  其實心裏打算將這個弟弟帶回爸爸那裏
[00:06:39.960 --> 00:06:43.720]  但後來四哥猶大
[00:06:43.720 --> 00:06:46.760]  在第二十六節就這樣說
[00:06:46.760 --> 00:06:49.360]  「我們殺我們的弟弟
[00:06:49.360 --> 00:06:51.800]  遮掩他的血有什麼好處呢?
[00:06:51.800 --> 00:06:54.640]  來,我們將他賣給二十瑪利人
[00:06:54.640 --> 00:06:57.440]  不要下手加害他
[00:06:57.440 --> 00:06:59.040]  因為他是我們的弟弟
[00:06:59.040 --> 00:07:01.560]  我們的骨肉來的」
[00:07:01.560 --> 00:07:04.120]  而他一班兄弟聽到
[00:07:04.120 --> 00:07:06.120]  「嘩!這個主意很好」
[00:07:06.120 --> 00:07:08.560]  就聽從了他
[00:07:08.560 --> 00:07:12.040]  猶大彷彿好言相勸
[00:07:12.040 --> 00:07:13.120]  跟裏面一樣說
[00:07:13.120 --> 00:07:15.360]  「不要殺我們自己的弟弟」
[00:07:15.360 --> 00:07:19.600]  但就將藥室賣走了
[00:07:19.600 --> 00:07:22.120]  哥哥之後為了掩飾這件事
[00:07:22.120 --> 00:07:24.080]  就將藥室這件外衣
[00:07:24.080 --> 00:07:26.600]  這件彩衣就染了血
[00:07:26.600 --> 00:07:28.800]  送回去爸爸那裏
[00:07:28.800 --> 00:07:30.520]  爸爸一看這件衣服
[00:07:30.520 --> 00:07:34.440]  他就說「藥室一定被撕碎了
[00:07:34.440 --> 00:07:36.360]  被撕碎了
[00:07:36.360 --> 00:07:41.840]  我的心要哀哀傷傷地下到陰間」
[00:07:41.840 --> 00:07:45.160]  爸爸這一邊以為藥室已經死了
[00:07:45.160 --> 00:07:46.200]  另一邊
[00:07:46.200 --> 00:07:50.800]  米顛人就將藥室帶到埃及
[00:07:50.800 --> 00:07:52.600]  面對這個不公平的愛
[00:07:52.600 --> 00:07:54.480]  和不公平的待遇
[00:07:54.480 --> 00:07:59.360]  猶大這一刻選擇的是將對方踢出場
[00:07:59.360 --> 00:08:02.520]  將這個他認為的痛苦除去
[00:08:02.520 --> 00:08:04.560]  當這個弟弟不再在這裏
[00:08:04.560 --> 00:08:06.320]  爸爸就會忘記弟弟
[00:08:06.320 --> 00:08:08.840]  那他就不會忘記我了
[00:08:08.840 --> 00:08:13.280]  猶大渴望得到父親的愛的這種慾望
[00:08:13.280 --> 00:08:16.320]  令到他將這個弟弟賣走了
[00:08:16.320 --> 00:08:20.840]  從此彼此間的難題就結束了
[00:08:20.840 --> 00:08:26.880]  這個難興難棣只恐怕不再遇上了
[00:08:26.880 --> 00:08:33.800]  去到這裏原本37章的主角藥室被迫退場
[00:08:33.800 --> 00:08:35.960]  離開了這個舞臺
[00:08:35.960 --> 00:08:38.320]  離開了他的父家
[00:08:38.320 --> 00:08:41.200]  離開了應許的承傳
[00:08:41.200 --> 00:08:47.360]  而猶大就在第38章成為了故事的主角
[00:08:47.360 --> 00:08:53.200]  38章整章都是只講猶大家族的故事
[00:08:53.200 --> 00:08:55.720]  當中的故事因為太長了
[00:08:55.720 --> 00:08:58.200]  大家可以回去再慢慢看
[00:08:58.200 --> 00:08:59.720]  但在這一章裏面
[00:08:59.720 --> 00:09:03.680]  我們可以看到猶大是一個做事很有目的的人
[00:09:03.680 --> 00:09:06.520]  他經過精心細算
[00:09:06.520 --> 00:09:08.800]  他為自己留下後代
[00:09:08.800 --> 00:09:13.920]  為了能夠有份去傳承父親的應許
[00:09:13.920 --> 00:09:15.560]  不過世事難料
[00:09:15.560 --> 00:09:17.440]  最後能夠完成這個任務
[00:09:17.440 --> 00:09:19.680]  竟然是他的家嫂
[00:09:19.680 --> 00:09:23.320]  那個甘願冒著可能被罵為妓女
[00:09:23.320 --> 00:09:26.520]  而有損明哲的媳婦
[00:09:26.520 --> 00:09:27.760]  他媽
[00:09:27.760 --> 00:09:31.920]  她因為堅持才能夠為這個家
[00:09:31.920 --> 00:09:34.880]  完成了這個承傳的工作
[00:09:34.880 --> 00:09:36.600]  去到第38章的結尾
[00:09:36.600 --> 00:09:38.840]  就見到他媽生了兩個兒子
[00:09:38.840 --> 00:09:42.560]  一個叫法納斯和謝拉
[00:09:42.560 --> 00:09:43.920]  其實即是說甚麼呢
[00:09:43.920 --> 00:09:45.200]  第38章
[00:09:45.200 --> 00:09:49.040]  即是說猶大的後代得以接續
[00:09:49.040 --> 00:09:55.160]  他已經有後代可以去承繼他父親的應許
[00:09:55.160 --> 00:09:56.720]  故事去到這裏
[00:09:56.720 --> 00:09:57.680]  即是說
[00:09:57.680 --> 00:09:59.480]  踢藥室出場的猶大
[00:09:59.480 --> 00:10:02.080]  不單止做了故事的主角
[00:10:02.080 --> 00:10:06.160]  並且有後代去傳承他父親的應許
[00:10:06.160 --> 00:10:09.160]  不過被踢出局的藥室
[00:10:09.160 --> 00:10:13.520]  在第39章又再次出場了
[00:10:13.520 --> 00:10:15.000]  故事的發展就是
[00:10:15.000 --> 00:10:16.840]  藥室去到埃及之後
[00:10:16.840 --> 00:10:18.720]  雖然遇到很多的波折
[00:10:18.720 --> 00:10:21.280]  但因為上帝和他同在的關係
[00:10:21.280 --> 00:10:24.520]  他後來就成為了埃及的長相
[00:10:24.520 --> 00:10:25.400]  宰相
[00:10:25.400 --> 00:10:27.600]  即是第二把交椅
[00:10:27.600 --> 00:10:30.080]  並且負責預防饑荒
[00:10:30.080 --> 00:10:32.720]  儲糧的重要工程
[00:10:32.720 --> 00:10:34.720]  在饑荒未來到之前
[00:10:34.720 --> 00:10:37.160]  藥室就生了兩個兒子
[00:10:37.160 --> 00:10:39.280]  一個兒子叫馬拿西
[00:10:39.280 --> 00:10:40.080]  意思是
[00:10:40.080 --> 00:10:43.440]  「上帝使我忘了一切的困苦
[00:10:43.440 --> 00:10:45.680]  和我父的全家」
[00:10:45.680 --> 00:10:48.320]  另一個兒子叫爾法蓮
[00:10:48.320 --> 00:10:49.960]  意思就是
[00:10:49.960 --> 00:10:54.720]  「上帝使我在受苦的地方興盛」
[00:10:54.720 --> 00:10:57.680]  藥室雖然被他的哥哥踢出局
[00:10:57.680 --> 00:10:59.600]  但上帝與他同在
[00:10:59.600 --> 00:11:02.800]  結果在受苦的地方能夠興盛
[00:11:02.800 --> 00:11:06.000]  但是藥室卻這樣說
[00:11:06.000 --> 00:11:10.840]  「忘了一切的困苦和我父的全家」
[00:11:10.840 --> 00:11:13.640]  藥室要忘記這個家
[00:11:13.640 --> 00:11:15.600]  要與這個家分開
[00:11:15.600 --> 00:11:18.480]  從此他們各自各精彩
[00:11:18.480 --> 00:11:20.040]  互不相干
[00:11:20.040 --> 00:11:21.200]  也就是說
[00:11:21.200 --> 00:11:26.240]  藥室對於上帝給瓦國家的承傳
[00:11:26.240 --> 00:11:28.560]  藥室也沒有份
[00:11:28.560 --> 00:11:30.040]  不過
[00:11:30.040 --> 00:11:33.040]  「猶在世事難料」
[00:11:33.040 --> 00:11:37.600]  饑荒令到瓦國一家要面對死亡的威脅
[00:11:37.600 --> 00:11:40.000]  也令到瓦國
[00:11:40.000 --> 00:11:43.320]  即是猶大的這個家庭
[00:11:43.320 --> 00:11:48.160]  要與藥室這個家庭再次相遇
[00:11:48.160 --> 00:11:49.800]  但是這個相遇裏面
[00:11:49.800 --> 00:11:52.520]  引起了另一場風波
[00:11:52.520 --> 00:11:54.600]  在《創世紀》42章
[00:11:54.600 --> 00:11:55.760]  如果有手上聖經
[00:11:55.760 --> 00:11:59.560]  也可以輕輕打開來看一看
[00:11:59.560 --> 00:12:01.160]  藥室的兄長們
[00:12:01.160 --> 00:12:04.160]  第一次去到埃及那裏買糧
[00:12:04.160 --> 00:12:06.240]  藥室認得他們
[00:12:06.240 --> 00:12:09.520]  但他們不認得藥室
[00:12:09.520 --> 00:12:13.320]  而故事也發展到二哥西勉
[00:12:13.320 --> 00:12:17.160]  要被迫留在埃及那裏做人質
[00:12:17.160 --> 00:12:19.560]  很快我們又講到43章
[00:12:19.560 --> 00:12:25.000]  當哥哥第二次被迫去埃及買糧的時候
[00:12:25.000 --> 00:12:28.800]  他帶著最小的弟弟卞雅敏一起去
[00:12:28.800 --> 00:12:32.920]  而藥室就是那一次拆贓嫁禍
[00:12:32.920 --> 00:12:35.120]  將一隻銀的杯
[00:12:35.120 --> 00:12:38.120]  放在卞雅敏的行裝裏面
[00:12:38.120 --> 00:12:40.040]  蒙告他偷東西
[00:12:40.040 --> 00:12:42.040]  為了要留下他
[00:12:42.040 --> 00:12:46.800]  留下這個和他同父同母的親弟弟
[00:12:46.800 --> 00:12:49.120]  但是猶大就說
[00:12:49.120 --> 00:12:53.560]  我們和那個手中找到杯的那個人
[00:12:53.560 --> 00:12:56.640]  同是我們處的奴隸
[00:12:56.640 --> 00:12:58.720]  但是藥室就說
[00:12:58.720 --> 00:13:01.080]  那個杯在哪一個身上
[00:13:01.080 --> 00:13:02.880]  哪一個才是奴隸
[00:13:02.880 --> 00:13:06.320]  你們可以平平安安地回去
[00:13:06.320 --> 00:13:11.240]  就是說藥室除了卞雅敏這個親弟弟之外
[00:13:11.240 --> 00:13:17.280]  他不想再和他父家的任何人有任何瓜葛
[00:13:17.280 --> 00:13:19.520]  但是這一刻
[00:13:19.520 --> 00:13:23.880]  猶大就說了一番帶來轉變的說話
[00:13:23.880 --> 00:13:30.360]  也都是剛才我們看的那一段經文
[00:13:30.360 --> 00:13:33.920]  這番說話令到藥室的情緒失控
[00:13:33.920 --> 00:13:35.680]  放聲大哭
[00:13:35.680 --> 00:13:39.880]  這番說話令到藥室揭露了自己的身份
[00:13:39.880 --> 00:13:42.560]  和他哥哥相認
[00:13:42.560 --> 00:13:45.320]  如果說藥室這個轉變
[00:13:45.320 --> 00:13:48.400]  是整個故事的轉捩點的話
[00:13:48.400 --> 00:13:49.200]  這樣
[00:13:49.200 --> 00:13:54.360]  猶大這番說話就成為了這個轉捩點的主要動力
[00:13:54.360 --> 00:13:56.680]  而今天我們就要看一下
[00:13:56.680 --> 00:13:59.840]  這個經文這番說話
[00:13:59.840 --> 00:14:03.840]  怎樣轉化了他們兄弟間的衝突
[00:14:03.840 --> 00:14:08.040]  猶大這番說話可以分為三個部份
[00:14:08.040 --> 00:14:10.680]  第一個部份是回顧過去
[00:14:10.680 --> 00:14:15.440]  也是《暢世紀》44章19至23節
[00:14:15.440 --> 00:14:16.880]  19節這樣說
[00:14:16.880 --> 00:14:18.640]  我主臣問僕人說
[00:14:18.640 --> 00:14:21.120]  你們有父親兄弟沒有
[00:14:21.120 --> 00:14:22.560]  我們對我主說
[00:14:22.560 --> 00:14:24.880]  我們有父親他已經年老
[00:14:24.880 --> 00:14:29.760]  還有他老年所生的一個小兒子
[00:14:29.760 --> 00:14:31.000]  他哥哥死了
[00:14:31.000 --> 00:14:34.560]  他的母親只剩下他一個孩子
[00:14:34.560 --> 00:14:36.520]  父親也痛愛他
[00:14:36.520 --> 00:14:37.640]  你對僕人說
[00:14:37.640 --> 00:14:40.880]  把他帶下到我姐女來
[00:14:40.880 --> 00:14:43.080]  讓我親眼看看他
[00:14:43.080 --> 00:14:45.200]  我們對我主說
[00:14:45.200 --> 00:14:47.800]  這年輕人不能離開他父親
[00:14:47.800 --> 00:14:48.960]  若是離開
[00:14:48.960 --> 00:14:50.720]  父親就會死
[00:14:50.720 --> 00:14:52.160]  你對僕人說
[00:14:52.160 --> 00:14:53.880]  你們最小的弟弟
[00:14:53.880 --> 00:14:55.680]  若不和你們一同下來
[00:14:55.680 --> 00:14:59.640]  你們就不要來見我的面
[00:14:59.640 --> 00:15:01.960]  猶大這番說話說
[00:15:01.960 --> 00:15:03.320]  這個小兒子
[00:15:03.320 --> 00:15:04.520]  即是辯雅敏
[00:15:04.520 --> 00:15:06.640]  是父親老年所生
[00:15:06.640 --> 00:15:08.640]  特別痛愛
[00:15:08.640 --> 00:15:10.480]  這裡說的是辯雅敏
[00:15:10.480 --> 00:15:13.480]  但是描述很熟悉
[00:15:13.480 --> 00:15:15.000]  在很久之前
[00:15:15.000 --> 00:15:17.560]  爸爸也是這樣對弱失
[00:15:17.560 --> 00:15:19.840]  很愛這個弟弟
[00:15:19.840 --> 00:15:21.480]  那個時候
[00:15:21.480 --> 00:15:23.360]  爸爸這樣對弱失
[00:15:23.360 --> 00:15:26.600]  而這班哥哥就恨弱失
[00:15:26.600 --> 00:15:30.120]  現在爸爸同樣這樣對辯雅敏
[00:15:30.120 --> 00:15:33.000]  他們有什麼感受呢?
[00:15:33.000 --> 00:15:34.040]  猶大說
[00:15:34.040 --> 00:15:37.200]  這個弟弟不能夠離開父親
[00:15:37.200 --> 00:15:40.600]  他看到父親對弟弟的愛
[00:15:40.600 --> 00:15:42.920]  是密不可分的
[00:15:42.920 --> 00:15:48.280]  接著在44章24至29節這樣說
[00:15:48.280 --> 00:15:50.160]  我們上到你僕人
[00:15:50.160 --> 00:15:51.760]  我們父親那裡
[00:15:51.760 --> 00:15:54.120]  就把我主的話告訴他
[00:15:54.120 --> 00:15:56.240]  後來我們的父親說
[00:15:56.240 --> 00:15:58.640]  你們再去給我買些糧來
[00:15:58.640 --> 00:15:59.400]  我們說
[00:15:59.400 --> 00:16:00.760]  我們不能下去
[00:16:00.760 --> 00:16:03.120]  最小的弟弟約和我們同去
[00:16:03.120 --> 00:16:04.880]  我們就可以下去
[00:16:04.880 --> 00:16:07.840]  因為最小的弟弟約不和我們同去
[00:16:07.840 --> 00:16:10.680]  我們必不能見那人的面
[00:16:10.680 --> 00:16:11.400]  你僕人
[00:16:11.400 --> 00:16:12.960]  我父親對我們說
[00:16:12.960 --> 00:16:14.080]  你們知道
[00:16:14.080 --> 00:16:17.000]  我的妻子給我生了兩個兒子
[00:16:17.000 --> 00:16:19.200]  一個離開我走了
[00:16:19.200 --> 00:16:19.840]  我說
[00:16:19.840 --> 00:16:22.680]  她必是被野獸撕裂了
[00:16:22.680 --> 00:16:23.880]  直到如今
[00:16:23.880 --> 00:16:25.800]  我再沒有見過她
[00:16:25.800 --> 00:16:27.720]  現在你們又要把她
[00:16:27.720 --> 00:16:29.960]  這個從我面前帶走
[00:16:29.960 --> 00:16:31.320]  倘若她遭難
[00:16:31.320 --> 00:16:33.040]  那麼你們就害我
[00:16:33.040 --> 00:16:34.600]  白髮蒼蒼
[00:16:34.600 --> 00:16:38.000]  悲悲慘慘下陰間去
[00:16:38.000 --> 00:16:39.320]  猶大在這裡
[00:16:39.320 --> 00:16:43.000]  重複說了爸爸的一段說話
[00:16:43.000 --> 00:16:44.240]  爸爸說
[00:16:44.240 --> 00:16:46.360]  曾經失去了一個兒子
[00:16:46.360 --> 00:16:49.720]  他一定是被撕碎了
[00:16:49.720 --> 00:16:50.760]  這句說話
[00:16:50.760 --> 00:16:53.600]  爸爸很久之前曾經說過
[00:16:53.600 --> 00:16:55.160]  現在再說
[00:16:55.160 --> 00:16:58.880]  這個表示爸爸一直都沒有忘記虐失
[00:16:58.880 --> 00:17:02.280]  同樣悲悲慘慘下陰間
[00:17:02.280 --> 00:17:04.040]  以前這樣說過
[00:17:04.040 --> 00:17:05.480]  現在再說
[00:17:05.480 --> 00:17:06.720]  但是這次說
[00:17:06.720 --> 00:17:10.600]  是因為將要失去辯雅敏而說的
[00:17:10.600 --> 00:17:12.000]  猶大
[00:17:12.000 --> 00:17:12.520]  說真的
[00:17:12.520 --> 00:17:16.040]  猶大其實不需要複述爸爸的這番說話
[00:17:16.040 --> 00:17:17.640]  因為對於外人來說
[00:17:17.640 --> 00:17:20.280]  他都不知道你家裡發生什麼事
[00:17:20.280 --> 00:17:21.280]  不過
[00:17:21.280 --> 00:17:23.360]  猶大的這個複述
[00:17:23.360 --> 00:17:26.040]  可能也是在提醒自己
[00:17:26.040 --> 00:17:29.040]  爸爸對於失去虐失的傷痛
[00:17:29.040 --> 00:17:31.520]  仍然存在
[00:17:31.520 --> 00:17:33.600]  猶大求情的焦點
[00:17:33.600 --> 00:17:36.720]  是爸爸對弟弟的情
[00:17:36.720 --> 00:17:40.160]  不單止對現在的弟弟辯雅敏
[00:17:40.160 --> 00:17:43.520]  更加是對以前的弟弟虐失
[00:17:43.520 --> 00:17:46.800]  是爸爸從過去到現在
[00:17:46.800 --> 00:17:50.400]  失去了弟弟的那份傷痛
[00:17:50.400 --> 00:17:52.600]  猶大要說出這番說話
[00:17:52.600 --> 00:17:54.640]  其實並不容易
[00:17:54.640 --> 00:17:55.920]  因為這番說話
[00:17:55.920 --> 00:17:58.120]  其實是再次提醒了
[00:17:58.120 --> 00:17:59.720]  爸爸是偏心
[00:17:59.720 --> 00:18:01.600]  對弟弟的偏愛
[00:18:01.600 --> 00:18:03.280]  從以前是這樣
[00:18:03.280 --> 00:18:05.800]  現在也是這樣
[00:18:05.800 --> 00:18:07.920]  他也提醒了自己
[00:18:07.920 --> 00:18:12.280]  以前他為著得到父親的愛而造成的傷害
[00:18:12.280 --> 00:18:16.360]  現在有可能再次傷害
[00:18:16.360 --> 00:18:17.320]  不過
[00:18:17.320 --> 00:18:19.960]  最難說出來的一番說話
[00:18:19.960 --> 00:18:24.920]  可能是以下這一句
[00:18:24.920 --> 00:18:25.880]  他說
