
[00:00:00.000 --> 00:00:04.600]  今天我們分享的題目是「年終回顧感恩」
[00:02:39.560 --> 00:02:41.560]  又不敢舉手是不是?
[00:02:41.560 --> 00:02:42.160]  是了
[00:02:42.160 --> 00:02:44.520]  32歲以下的Z世代
[00:02:44.520 --> 00:02:46.600]  在亞洲、非洲、拉丁美洲
[00:02:46.600 --> 00:02:48.800]  發起大規模的示威
[00:02:48.800 --> 00:02:50.000]  而他們的訴求
[00:02:50.000 --> 00:02:52.480]  包括改善生活條件
[00:02:52.480 --> 00:02:56.440]  反對社群媒體的審查
[00:02:56.440 --> 00:02:59.680]  以及貪腐的政治
[00:02:59.680 --> 00:03:00.320]  好
[00:03:00.320 --> 00:03:01.600]  排第六是什麼呢?
[00:03:01.600 --> 00:03:05.960]  排第六是日本出現第一位的女首相
[00:03:05.960 --> 00:03:09.600]  但是導致東亞關係的緊張
[00:03:09.600 --> 00:03:13.440]  日本出現第一位的女首相就是高市早苗
[00:03:13.440 --> 00:03:16.600]  她有關台灣的言論
[00:03:16.600 --> 00:03:19.600]  以至於中日關係的緊張
[00:03:19.600 --> 00:03:23.840]  以及對於中亞關係的關注
[00:03:23.840 --> 00:03:26.480]  排第五又是什麼呢?
[00:03:26.480 --> 00:03:30.960]  排第五就是以色列和加沙的局勢
[00:03:30.960 --> 00:03:33.480]  這是其中一個比較正面的
[00:03:33.480 --> 00:03:38.680]  她說以色列和加沙在過去一年出現比較長時間的停火
[00:03:38.680 --> 00:03:44.600]  被視為在2025年罕見在中東一個喘息的窗口
[00:03:44.600 --> 00:03:50.480]  讓大家對於這個局勢有比較正面的看法
[00:03:50.480 --> 00:03:52.400]  排第四又是什麼呢?
[00:03:52.400 --> 00:03:56.000]  也是發生戰亂一段時間的地方
[00:03:56.000 --> 00:03:59.960]  就是俄烏戰爭的僵局和和平談判
[00:03:59.960 --> 00:04:02.480]  她說俄烏戰爭進入第四年了
[00:04:02.480 --> 00:04:07.320]  但是仍然沒有看到有決定性的突破
[00:04:07.320 --> 00:04:13.920]  而過去一年平民的傷亡數字比之前那一年明顯上升
[00:04:13.920 --> 00:04:17.000]  排第三又是什麼呢?
[00:04:17.000 --> 00:04:19.200]  就是跟我們現在講的有些關係的
[00:04:19.200 --> 00:04:24.000]  就是AI的熱潮
[00:04:24.000 --> 00:04:28.880]  她說AI的投資和應用持續升溫
[00:04:28.880 --> 00:04:32.480]  但是也帶來一些隱憂
[00:04:32.480 --> 00:04:36.160]  有些人稱為AI海嘯
[00:04:36.160 --> 00:04:38.600]  以及AI狂潮
[00:04:38.600 --> 00:04:40.480]  究竟是不是AI海嘯或者狂潮
[00:04:40.480 --> 00:04:44.520]  可能要問一下我們中間做金融的弟兄姐妹
[00:04:44.520 --> 00:04:46.960]  排第二又是什麼呢?
[00:04:46.960 --> 00:04:49.560]  排第二就是全球關稅戰
[00:04:49.560 --> 00:04:52.040]  以及經濟的陰霾
[00:04:52.040 --> 00:04:55.040]  她說特朗普上場之後
[00:04:55.040 --> 00:04:58.920]  引起了新一輪的全球貿易戰
[00:04:58.920 --> 00:05:03.520]  這也是2025年大家排第二關注的事件
[00:05:03.520 --> 00:05:05.040]  好,大家想一下
[00:05:05.040 --> 00:05:09.120]  排第一的世界大使AI說什麼呢?
[00:05:09.120 --> 00:05:11.840]  跟第二有些關係的
[00:05:11.840 --> 00:05:13.280]  是啊,很厲害啊
[00:05:13.280 --> 00:05:17.040]  有一些很關注世界大使的弟兄姐妹
[00:05:17.040 --> 00:05:18.560]  就是特朗普
[00:05:18.560 --> 00:05:20.400]  不過因為AI也是講國語的
[00:05:20.400 --> 00:05:22.040]  所以他叫做川普
[00:05:22.040 --> 00:05:25.560]  特朗普重返白宮
[00:05:25.560 --> 00:05:29.880]  引發美國優先2.0風暴
[00:05:29.880 --> 00:05:30.960]  不是我說的
[00:05:30.960 --> 00:05:32.040]  是AI說的
[00:05:32.040 --> 00:05:35.160]  AI說是美國優先2.0風暴
[00:05:35.160 --> 00:05:40.080]  使得全球進入一個
[00:05:40.080 --> 00:05:41.200]  也是她說的
[00:05:41.200 --> 00:05:43.240]  一個不確定的局面
[00:05:43.240 --> 00:05:45.040]  這是AI說的
[00:05:45.040 --> 00:05:48.360]  好,我們看完世界過去十大事件
[00:05:48.360 --> 00:05:54.120]  AI又說過去香港有什麼大事回顧呢?
[00:05:54.120 --> 00:05:55.880]  我們看看
[00:05:55.880 --> 00:05:58.960]  究竟十大事件回顧是什麼
[00:05:58.960 --> 00:06:01.920]  第十是立法會的換屆
[00:06:01.920 --> 00:06:05.560]  以及施政焦點的變化
[00:06:05.560 --> 00:06:12.400]  排第九是同性伴侶關係登記機制的建議
[00:06:12.400 --> 00:06:18.960]  排第八是社運和公民社會的新變化
[00:06:18.960 --> 00:06:23.120]  排第七大家應該在過去一年都經驗不少了
[00:06:23.120 --> 00:06:26.840]  就是超強颱風華加沙
[00:06:26.840 --> 00:06:28.320]  以及極端的天氣
[00:06:28.320 --> 00:06:29.840]  這個我就很感受得到
[00:06:29.840 --> 00:06:32.720]  因為從我們雅庚堂開始十幾年
[00:06:32.720 --> 00:06:36.320]  今年是我們少年牧區和兒童牧區
[00:06:36.320 --> 00:06:39.760]  被極端天氣影響了最多的一年
[00:06:39.760 --> 00:06:43.600]  其實過去一年我和Yvonne老師不是搞Camp
[00:06:43.600 --> 00:06:44.800]  是改Camp
[00:06:44.800 --> 00:06:48.200]  因為當你有活動的時候
[00:06:48.200 --> 00:06:50.600]  就突然間來個十號風、黑雨
[00:06:50.600 --> 00:06:51.720]  要麼就要遲入
[00:06:51.720 --> 00:06:53.400]  要麼就要早走
[00:06:53.400 --> 00:06:55.160]  其實我們教會也很感恩
[00:06:55.160 --> 00:06:56.960]  教會因為這個極端天氣
[00:06:56.960 --> 00:07:02.040]  我們優化了我們的惡劣天氣安排
[00:07:02.040 --> 00:07:04.120]  我們一班同工可以兩個小時
[00:07:04.120 --> 00:07:07.320]  去決定究竟我們最新的惡劣天氣
[00:07:07.320 --> 00:07:08.360]  因為現在不是只是說
[00:07:08.360 --> 00:07:11.160]  如果打颱風之後是怎樣
[00:07:11.160 --> 00:07:12.760]  是快要打颱風又怎樣
[00:07:12.760 --> 00:07:14.440]  快要黑雨又怎樣
[00:07:14.440 --> 00:07:17.280]  所以我們多謝我們的同工
[00:07:17.280 --> 00:07:19.400]  我們只是談這個惡劣天氣安排
[00:07:19.400 --> 00:07:20.440]  談了兩個小時
[00:07:20.440 --> 00:07:22.240]  但是現在如果看我們的網站
[00:07:22.240 --> 00:07:23.360]  多謝我們的同工
[00:07:23.360 --> 00:07:27.280]  我相信現在有很完善的惡劣天氣安排
[00:07:27.280 --> 00:07:29.360]  無論是什麼之前多少個小時
[00:07:29.360 --> 00:07:30.360]  然後會發生什麼事
[00:07:30.360 --> 00:07:31.480]  多少個小時會發生什麼事
[00:07:31.480 --> 00:07:33.080]  或者怎樣發生什麼事
[00:07:33.080 --> 00:07:36.400]  應該都已經在我們的網站找到
[00:07:36.400 --> 00:07:38.200]  但是如果你真的這麼厲害
[00:07:38.200 --> 00:07:42.000]  你找到一個我們還沒有 cover(覆蓋)到的情況
[00:07:42.000 --> 00:07:44.920]  你打電話來239-62622
[00:07:44.920 --> 00:07:46.440]  找梁承裕牧師
[00:07:46.440 --> 00:07:49.040]  然後就說原來大家的惡劣天氣安排
[00:07:49.040 --> 00:07:53.360]  還有一些情況是未能夠照顧到的話
[00:07:53.360 --> 00:07:55.120]  我們會回去同工會再講過
[00:07:55.120 --> 00:07:56.720]  但是我們寫了兩個小時談
[00:07:56.720 --> 00:07:58.560]  其實沒有想過兩個小時談這些的
[00:07:58.560 --> 00:07:59.920]  但是我要多謝同工
[00:07:59.920 --> 00:08:02.160]  大家真的很細心地去想
[00:08:02.160 --> 00:08:05.040]  如果發生惡劣天氣之下是怎樣
[00:08:05.040 --> 00:08:05.800]  但是如果你說
[00:08:05.800 --> 00:08:08.560]  原來還有一些是大家還沒有想到的
[00:08:08.560 --> 00:08:11.360]  那麼你打電話來239-62622
[00:08:11.360 --> 00:08:12.920]  找梁承裕牧師
[00:08:12.920 --> 00:08:14.880]  我們會再回去想清楚的
[00:08:14.880 --> 00:08:15.920]  好
[00:08:15.920 --> 00:08:17.880]  第六是什麼呢?
[00:08:17.880 --> 00:08:20.800]  嘉禾縣線全線結業
[00:08:20.800 --> 00:08:24.120]  我又不是知道原來嘉禾縣線全線結業了
[00:08:24.120 --> 00:08:26.600]  以及老店相繼消失
[00:08:26.600 --> 00:08:27.880]  這個大家可能知道的
[00:08:27.880 --> 00:08:30.080]  老店相繼消失
[00:08:30.080 --> 00:08:32.680]  但是最近我好像看到一些老店又復活了
[00:08:32.680 --> 00:08:34.240]  那個很出名的那一家
[00:08:34.240 --> 00:08:35.640]  是不是吃蔣粉的那一家
[00:08:35.640 --> 00:08:37.320]  是不是來到我們附近了?
[00:08:37.320 --> 00:08:37.800]  是不是啊?
[00:08:37.800 --> 00:08:38.840]  莊總
[00:08:38.840 --> 00:08:40.200]  那一家吃蔣粉的那一家
[00:08:40.200 --> 00:08:41.400]  是不是好像裝修了
[00:08:41.400 --> 00:08:43.480]  不過我不能夠在台上講他的名字
[00:08:43.480 --> 00:08:44.240]  是的
[00:08:44.240 --> 00:08:45.840]  那麼有些老店又消失了
[00:08:45.840 --> 00:08:47.560]  但是有些老店又會重開
[00:08:47.560 --> 00:08:48.360]  是的
[00:08:48.360 --> 00:08:50.600]  接著第五是
[00:08:50.600 --> 00:08:54.200]  規管網約車立法
[00:08:54.200 --> 00:08:57.320]  這個也跟我們生活息息相關的
[00:08:57.320 --> 00:09:00.280]  第四和第五都是跟交通有關的
[00:09:00.280 --> 00:09:01.960]  就是兩元乘車
[00:09:01.960 --> 00:09:05.000]  變為兩元兩折
[00:09:05.000 --> 00:09:05.720]  是的
[00:09:05.720 --> 00:09:07.440]  那麼排第三是什麼呢?
[00:09:07.440 --> 00:09:08.920]  排第三是
[00:09:08.920 --> 00:09:12.760]  政府樽裝水和食水安全風波
[00:09:12.760 --> 00:09:13.320]  是的
[00:09:13.320 --> 00:09:15.320]  AI說的
[00:09:15.320 --> 00:09:17.200]  第二比較正面一點
[00:09:17.200 --> 00:09:17.800]  是的
[00:09:17.800 --> 00:09:20.000]  啟德體育園啟用
[00:09:20.000 --> 00:09:22.960]  以及全運會有份主辦
[00:09:22.960 --> 00:09:23.600]  是的
[00:09:23.600 --> 00:09:25.680]  那麼大家知道排第一是什麼嗎?
[00:09:25.680 --> 00:09:27.560]  那麼大家都猜到了
[00:09:27.560 --> 00:09:33.200]  排第一就是大埔宏福縣的世紀大貨
[00:09:33.200 --> 00:09:38.640]  其實我們的目者也有機會跟報道總會一起
[00:09:38.640 --> 00:09:42.960]  將大家的奉獻送到大埔的街坊手中
[00:09:42.960 --> 00:09:45.920]  接下來我們的目者也會繼續
[00:09:45.920 --> 00:09:49.080]  希望藉著不同的媒介
[00:09:49.080 --> 00:09:52.040]  繼續關心在大埔的居民
[00:09:52.040 --> 00:09:56.320]  我們看完AI的十大事件回顧
[00:09:56.320 --> 00:09:57.800]  我們也要問一下自己
[00:09:57.800 --> 00:10:03.280]  過去一年我們的屬靈生命有什麼回顧和感恩呢?
[00:10:03.280 --> 00:10:06.680]  今天我們會在菲律賓輸一段經文
[00:10:06.680 --> 00:10:08.640]  我們一起為了過去一年
[00:10:08.640 --> 00:10:11.240]  可能我們經歷過順境逆境
[00:10:11.240 --> 00:10:13.280]  也經歷過高山低谷
[00:10:13.280 --> 00:10:15.040]  我們又有什麼回顧
[00:10:15.040 --> 00:10:16.320]  有什麼感恩
[00:10:16.320 --> 00:10:19.640]  但是更加我們一起展望新的一年
[00:10:19.640 --> 00:10:21.880]  我們又有什麼目標呢?
[00:10:21.880 --> 00:10:23.920]  今天我們一起去看看
[00:10:23.920 --> 00:10:26.360]  好,今天分享的第一點
[00:10:26.360 --> 00:10:31.120]  是「在主裡同心,生命站立得穩」
[00:10:31.120 --> 00:10:34.160]  我們一起去讀《菲律賓書》四章一至三章
[00:10:34.160 --> 00:10:34.840]  我們一起讀
[00:10:34.840 --> 00:10:36.040]  一、二、三
[00:10:36.040 --> 00:10:39.120]  我所親愛、所想念的弟兄們
[00:10:39.120 --> 00:10:42.640]  你們就是我的喜樂、我的冠冕
[00:10:42.640 --> 00:10:44.160]  我親愛的弟兄
[00:10:44.160 --> 00:10:47.360]  你們應當靠主站立得穩
[00:10:47.360 --> 00:10:50.480]  我勸有爹和秦道基
[00:10:50.480 --> 00:10:52.840]  要在主裡同心
[00:10:52.840 --> 00:10:56.360]  我也求你這真實同父一家的
[00:10:56.360 --> 00:10:58.600]  幫助這兩個女人
[00:10:58.600 --> 00:11:03.400]  因為她們在福音上曾與我一同勞苦
[00:11:03.400 --> 00:11:05.120]  還有隔離面
[00:11:05.120 --> 00:11:08.200]  並其餘和我一同做工的
[00:11:08.200 --> 00:11:11.760]  她們的名字都在生命冊上
[00:11:11.760 --> 00:11:12.680]  在這裡開始
[00:11:12.680 --> 00:11:16.280]  保羅用我的親愛、我的喜樂、我的冠冕
[00:11:16.280 --> 00:11:18.080]  來形容菲律賓教會
[00:11:18.080 --> 00:11:21.320]  表示保羅對菲律賓教會的愛
[00:11:21.320 --> 00:11:24.360]  我們知道菲律賓教會並不完美
[00:11:24.360 --> 00:11:25.920]  如果我們看整個《菲律賓書》
[00:11:25.920 --> 00:11:28.560]  他們仍然有很多需要改善的地方
[00:11:28.560 --> 00:11:30.360]  但是保羅一想起他們
[00:11:30.360 --> 00:11:32.520]  就心中喜樂
[00:11:32.520 --> 00:11:37.600]  我的冠冕代表保羅以菲律賓教會為榮
[00:11:37.600 --> 00:11:41.000]  在這裡他對菲律賓教會有一個鼓勵
[00:11:41.000 --> 00:11:44.160]  就是要站立得穩
[00:11:44.160 --> 00:11:47.560]  站立得穩的意思是什麼呢?
[00:11:47.560 --> 00:11:51.160]  是在說生命對神有強烈的毀身
[00:11:51.160 --> 00:11:53.760]  在信仰上堅持到底
[00:11:53.760 --> 00:11:55.840]  無論在什麼環境
[00:11:55.840 --> 00:11:59.920]  菲律賓教會都要堅持信仰不動搖
[00:11:59.920 --> 00:12:01.680]  而怎麼能夠做到呢?
[00:12:01.680 --> 00:12:05.200]  保羅說你要靠主站立得穩
[00:12:05.200 --> 00:12:08.120]  就是說我們的生命要與主連結
[00:12:08.120 --> 00:12:11.000]  以及信靠信服主
[00:12:11.000 --> 00:12:13.440]  我們的生命就能夠站立得穩了
[00:12:13.440 --> 00:12:15.880]  但是原來今天我們的生命站立得穩
[00:12:15.880 --> 00:12:18.400]  還有另外一個很重要的元素
[00:12:18.400 --> 00:12:23.280]  就是我們的生命需要有群體的同行
[00:12:23.280 --> 00:12:25.120]  如果我們看到第二節
[00:12:25.120 --> 00:12:28.680]  保羅勸告兩個姐妹
[00:12:28.680 --> 00:12:33.680]  這兩個姐妹叫做友阿爹和秦道基
[00:12:33.680 --> 00:12:35.400]  譯的時候是這麼譯的
[00:12:35.400 --> 00:12:36.840]  但是因為其實這兩個是姐妹
[00:12:36.840 --> 00:12:38.880]  因為保羅接著又說這兩個是女人
[00:12:38.880 --> 00:12:41.400]  所以現在有些譯會轉了名字
[00:12:41.400 --> 00:12:45.080]  因為阿爹阿爹好像男性化一樣
[00:12:45.080 --> 00:12:47.640]  所以現在有些新的譯本就不叫友阿爹
[00:12:47.640 --> 00:12:49.120]  叫做友阿蝶
[00:12:49.120 --> 00:12:50.280]  就是蝴蝶的蝶
[00:12:50.280 --> 00:12:52.760]  好像比較女性化一點
[00:12:52.760 --> 00:12:55.280]  但是不知道為什麼仍然叫做秦道基
[00:12:55.280 --> 00:12:57.040]  總是好像有一點男性化
[00:12:57.040 --> 00:12:57.720]  但是不要緊
[00:12:57.720 --> 00:13:00.520]  這兩個是姐妹
[00:13:00.520 --> 00:13:06.920]  這裡保羅就說這兩個姐妹要停止爭拗
[00:13:06.920 --> 00:13:10.280]  其實我們不太知道這兩個姐妹確實的身份
[00:13:10.280 --> 00:13:12.680]  或者他們之間發生過什麼事情
[00:13:12.680 --> 00:13:17.360]  但是保羅在信裡面公開提到這兩個人的名字
[00:13:17.360 --> 00:13:20.680]  一方面應該他們在教會裡面是十分活躍
[00:13:20.680 --> 00:13:24.600]  另一方面也可能代表他們之間的衝突
[00:13:24.600 --> 00:13:28.200]  對教會造成了困擾
[00:13:28.200 --> 00:13:32.440]  保羅是沒有在信裡面說誰對誰錯的
[00:13:32.440 --> 00:13:36.960]  也沒有說他究竟站在哪一個立場上
[00:13:36.960 --> 00:13:39.080]  但是保羅說了一件事情
[00:13:39.080 --> 00:13:44.800]  就是說你們要在主裡面去化解這個衝突
[00:13:44.800 --> 00:13:46.760]  在主裡面的意思
[00:13:46.760 --> 00:13:49.080]  就是說你要在主的真理裡面
[00:13:49.080 --> 00:13:50.960]  在主的主權
[00:13:50.960 --> 00:13:57.480]  並且願意信服在主之下去化解這個衝突
[00:13:57.480 --> 00:14:00.560]  保羅不僅是跟他們說他們要去化解這個衝突
[00:14:00.560 --> 00:14:03.280]  保羅更加委託了一個人
[00:14:03.280 --> 00:14:05.720]  這個人我們不知道他是什麼人
[00:14:05.720 --> 00:14:08.440]  但是在第三節保羅是這麼說的
[00:14:08.440 --> 00:14:09.880]  "我也求你"
[00:14:09.880 --> 00:14:11.440]  這個"你"是單數
[00:14:11.440 --> 00:14:15.600]  "我也求你,這真實同乎一額"
[00:14:15.600 --> 00:14:17.880]  就是說他在交託一個人
[00:14:17.880 --> 00:14:21.520]  這個人保羅形容是一個"同工"
[00:14:21.520 --> 00:14:24.480]  因為"同乎一額"是"同工"的意思
[00:14:24.480 --> 00:14:29.120]  保羅委託這個人去處理這兩個肢體裡面的紛爭
[00:14:29.120 --> 00:14:33.920]  這個人一定是菲律賓教會信徒認識的一個人
[00:14:33.920 --> 00:14:37.480]  並且這個人一定有他的影響力和智慧
[00:14:37.480 --> 00:14:43.120]  去能夠幫助這兩個肢體化解他們的紛爭
[00:14:43.120 --> 00:14:46.880]  縱然這兩個肢體有紛爭
[00:14:46.880 --> 00:14:49.680]  在這裡保羅對這兩位肢體
[00:14:49.680 --> 00:14:52.040]  其實有很正面的描述
[00:14:52.040 --> 00:14:53.120]  保羅說
[00:14:53.120 --> 00:14:59.600]  因為這兩個人曾經在福音上與我一同奴婦
[00:14:59.600 --> 00:15:02.760]  "一同奴婦"其實是一個運動的用詞
[00:15:02.760 --> 00:15:04.680]  也就是一起奮鬥
[00:15:04.680 --> 00:15:08.720]  就是說一起在神的事工上奮鬥過
[00:15:08.720 --> 00:15:10.120]  我想你看看你旁邊
[00:15:10.120 --> 00:15:14.440]  有沒有一些人你與他在神的事工上奮鬥過的
[00:15:14.440 --> 00:15:16.080]  有你多謝他好不好?
[00:15:16.080 --> 00:15:19.440]  多謝你與我一起在神的事工上奮鬥過
[00:15:19.440 --> 00:15:21.720]  我現在看到很多個
[00:15:21.720 --> 00:15:24.680]  我也要多謝我看到每一個你
[00:15:24.680 --> 00:15:28.240]  我們過去在神的事工上奮鬥過
[00:15:28.240 --> 00:15:30.720]  然後保羅說他不只是與我一起奮鬥
[00:15:30.720 --> 00:15:37.880]  他還曾經與格利敏和其他同工一起奮鬥過
[00:15:37.880 --> 00:15:40.560]  格利敏應該是當時一個很出名的領袖
[00:15:40.560 --> 00:15:41.440]  就是說今天
[00:15:41.440 --> 00:15:43.760]  我說這個人不知道與我一起奮鬥過
[00:15:43.760 --> 00:15:48.320]  他還與陳牧師、Pastor Pam和Pastor Winnie一起奮鬥過
[00:15:48.320 --> 00:15:54.760]  這兩個人曾經與保羅和教會的領袖一起奮鬥
[00:15:54.760 --> 00:15:59.080]  其實一起奮鬥是很難得的事情
[00:15:59.080 --> 00:16:01.360]  我想問有沒有人在過去
[00:16:01.360 --> 00:16:03.400]  在10月21日
[00:16:03.400 --> 00:16:06.040]  我們有200多個弟兄姊妹一起奮鬥過
[00:16:06.040 --> 00:16:07.240]  我們舉手好不好?
[00:16:07.240 --> 00:16:08.960]  那天真是辛苦你
[00:16:08.960 --> 00:16:10.280]  給點掌聲
[00:16:10.280 --> 00:16:12.280]  (掌聲)
[00:16:12.280 --> 00:16:14.760]  我知道最少有一件事大家辛苦的
[00:16:14.760 --> 00:16:17.760]  就是那天大家沒得回家煮飯做冬
[00:16:17.760 --> 00:16:19.240]  大家應該都要出去吃了
[00:16:19.240 --> 00:16:20.960]  但是Pastor Winnie很厲害
[00:16:20.960 --> 00:16:24.240]  他做完之後還可以回家煮飯
[00:16:24.240 --> 00:16:26.720]  Pastor Winnie真的厲害
[00:16:26.720 --> 00:16:29.560]  真的不要小看
[00:16:29.560 --> 00:16:31.160]  但是那天真的辛苦大家
[00:16:31.160 --> 00:16:33.160]  所以再一次辛苦大家
[00:16:33.160 --> 00:16:35.280]  我們也一起奮鬥過
[00:16:35.280 --> 00:16:36.640]  所以保羅說
[00:16:36.640 --> 00:16:38.400]  既然我們一起奮鬥過
[00:16:38.400 --> 00:16:40.200]  如果現在的生命這樣
[00:16:40.200 --> 00:16:44.040]  有紛爭然後有分裂就很可惜了
[00:16:44.040 --> 00:16:45.760]  所以保羅說
[00:16:45.760 --> 00:16:49.400]  我們要去化解這個衝突
[00:16:49.400 --> 00:16:50.920]  不僅如此
[00:16:50.920 --> 00:16:52.680]  保羅接著說
[00:16:52.680 --> 00:16:56.480]  其實他們都在生命冊上面有份
[00:16:56.480 --> 00:17:00.400]  就是說他們都是天國的公民
[00:17:00.400 --> 00:17:02.920]  今天你看看他旁邊的一個
[00:17:02.920 --> 00:17:05.080]  他也是天國的公民
[00:17:05.080 --> 00:17:09.400]  天國的公民是需要有同行者的
[00:17:09.400 --> 00:17:11.200]  我們需要有同行者
[00:17:11.200 --> 00:17:15.400]  跟我們一起去走這一條跟隨耶穌的天路
[00:17:15.400 --> 00:17:18.080]  我曾經認識一位的肢體
[00:17:18.080 --> 00:17:20.480]  他因為一些犯錯
[00:17:20.480 --> 00:17:24.800]  導致在屬靈群體裡面出現了一些張力
[00:17:24.800 --> 00:17:27.240]  以及出現了一些關係的破裂
[00:17:27.240 --> 00:17:28.200]  但是我很感恩
[00:17:28.200 --> 00:17:31.960]  我看到他有很好的屬靈的領袖
[00:17:31.960 --> 00:17:33.640]  他有很好的屬靈領袖
[00:17:33.640 --> 00:17:36.720]  不僅能夠在信任裡面
[00:17:36.720 --> 00:17:41.520]  讓這個肢體很坦誠地分享他自己過去的犯錯
[00:17:41.520 --> 00:17:44.160]  他更加有很好的屬靈領袖
[00:17:44.160 --> 00:17:47.800]  讓他能夠在信任裡面去被聆聽
[00:17:47.800 --> 00:17:51.040]  以及有領袖明白他的心路歷程
[00:17:51.040 --> 00:17:52.240]  但是不僅如此
[00:17:52.240 --> 00:17:54.760]  他更加有很好的屬靈領袖
[00:17:54.760 --> 00:18:00.720]  能夠在他的真理裡面去鼓勵和教導
[00:18:00.720 --> 00:18:02.600]  讓他的生命改變
[00:18:02.600 --> 00:18:03.880]  所以你問我
[00:18:03.880 --> 00:18:08.200]  我很感恩原來過去我們真的需要有這樣的同行者
[00:18:08.200 --> 00:18:11.280]  我特別很想多謝我們中間的組長
[00:18:11.280 --> 00:18:13.440]  組長你舉舉手好不好
[00:18:13.440 --> 00:18:15.160]  多謝你們好不好
[00:18:15.160 --> 00:18:17.800]  因為我相信在你的小組裡面
[00:18:17.800 --> 00:18:21.960]  你的組員都是在信任裡面去跟你分享
[00:18:21.960 --> 00:18:25.160]  也都在信任裡面去被你去聆聽
[00:18:25.160 --> 00:18:28.840]  也都在信任裡面去被你去教導
[00:18:28.840 --> 00:18:32.400]  所以我真的為了我們的組長去感恩
[00:18:32.400 --> 00:18:33.920]  另外我認識一位肢體
[00:18:33.920 --> 00:18:37.360]  有一次我跟他一起去一間聖經學院
[00:18:37.360 --> 00:18:39.680]  分享教會的小組生活
[00:18:39.680 --> 00:18:41.480]  在分享裡面的時候
[00:18:41.480 --> 00:18:43.480]  有一個同學就這樣問他
[00:18:43.480 --> 00:18:47.520]  在你的小組裡面你覺得什麼是最開心的呢?
[00:18:47.520 --> 00:18:49.280]  不過我是比較膚淺的
[00:18:49.280 --> 00:18:50.800]  我就期待他分享
[00:18:50.800 --> 00:18:52.360]  我們的小組很開心的
[00:18:52.360 --> 00:18:55.040]  因為我們經常會出去吃飯
[00:18:55.040 --> 00:18:57.040]  我們的小組經常出去吃飯
[00:18:57.040 --> 00:18:58.400]  我的組員在前面
[00:18:58.400 --> 00:19:00.920]  我們的小組會有不同的聚會
