
[00:00:00.000 --> 00:00:02.500]  這幾個星期我們有個系列
[00:01:52.500 --> 00:01:54.500]  出生之前已經準備好了
[00:01:54.500 --> 00:02:00.500]  嬰兒牀、衣服、衣服
[00:02:00.500 --> 00:02:05.500]  不會說等到最後一刻才準備
[00:02:05.500 --> 00:02:09.500]  也不會找一個很不乾淨的地方
[00:02:09.500 --> 00:02:12.500]  牀鋪、被鋪、衣服
[00:02:12.500 --> 00:02:17.500]  我們都會專門做得很整潔、很整齊、很乾淨
[00:02:17.500 --> 00:02:20.500]  讓小朋友很舒服
[00:02:20.500 --> 00:02:25.500]  在一個很溫馨、很舒服的環境里長大
[00:02:25.500 --> 00:02:27.500]  但是有沒有想過
[00:02:27.500 --> 00:02:31.500]  爲什麼這位神會選擇在馬曹出生呢?
[00:02:31.500 --> 00:02:33.500]  今天我們就探索一下
[00:02:33.500 --> 00:02:37.500]  我們看看爲什麼主耶穌會選擇在馬曹出生
[00:02:37.500 --> 00:02:42.500]  不單止這位主在馬曹出生
[00:02:42.500 --> 00:02:44.500]  這個主耶穌還在馬曹
[00:02:44.500 --> 00:02:45.500]  在這個Cradle
[00:02:45.500 --> 00:02:48.500]  或者叫Manger
[00:02:48.500 --> 00:02:54.500]  我用了三個C來連串起來
[00:02:54.500 --> 00:02:56.500]  第一個就是Cradle
[00:02:56.500 --> 00:02:57.500]  馬曹
[00:02:57.500 --> 00:02:59.500]  從馬曹去到哪裏呢?
[00:02:59.500 --> 00:03:01.500]  From the cradle to the cross
[00:03:01.500 --> 00:03:03.500]  去到十字架的地方
[00:03:03.500 --> 00:03:07.500]  其實剛纔我們在這裏領主親的時候
[00:03:07.500 --> 00:03:10.500]  我們都是有一個連結
[00:03:10.500 --> 00:03:12.500]  就是主耶穌降生
[00:03:12.500 --> 00:03:17.500]  爲了我們的罪來付出代價
[00:03:17.500 --> 00:03:20.500]  From the cradle to the cross
[00:03:20.500 --> 00:03:23.500]  在十字架上主耶穌受死
[00:03:23.500 --> 00:03:25.500]  感謝神三天之後復活
[00:03:25.500 --> 00:03:28.500]  祂成爲一個復活的主宰
[00:03:28.500 --> 00:03:29.500]  不單止這樣
[00:03:29.500 --> 00:03:34.500]  祂還在這裏允許我們有一天祂會再回來
[00:03:34.500 --> 00:03:36.500]  祂爲我們預備地方
[00:03:36.500 --> 00:03:38.500]  預備好了祂有一天會再回來
[00:03:38.500 --> 00:03:39.500]  但是祂再回來的時候
[00:03:39.500 --> 00:03:42.500]  祂是以一個王者的身份回來
[00:03:42.500 --> 00:03:46.500]  So from the cross to the crown
[00:03:46.500 --> 00:03:51.500]  所以我們今天就用這三個C來連串起來
[00:03:51.500 --> 00:03:53.500]  From the cradle to the cross
[00:03:53.500 --> 00:03:56.500]  From the cross to the crown
[00:03:56.500 --> 00:04:01.500]  我們就看一看爲什麼主耶穌在馬槽出生
[00:04:01.500 --> 00:04:04.500]  在《路加福音》第二章
[00:04:04.500 --> 00:04:08.500]  第六節和第七節說得很清楚
[00:04:08.500 --> 00:04:10.500]  他們在那裏的時候
[00:04:10.500 --> 00:04:12.500]  馬尼亞的產期到了
[00:04:12.500 --> 00:04:14.500]  生了投胎的兒子
[00:04:14.500 --> 00:04:17.500]  用布包起來放在馬槽裏
[00:04:17.500 --> 00:04:21.500]  因爲客店裏是沒有這個地方
[00:04:21.500 --> 00:04:26.500]  我把歌詞打在你的紙上
[00:04:26.500 --> 00:04:28.500]  或者我讀一次給你聽
[00:04:28.500 --> 00:04:30.500]  第一節是這樣寫的
[00:04:30.500 --> 00:04:34.500]  Away in the manger, no crib for his bed
[00:04:34.500 --> 00:04:38.500]  The little Lord Jesus lay down His sweet head
[00:04:38.500 --> 00:04:42.500]  The stars in the sky look down where He lay
[00:04:42.500 --> 00:04:47.500]  The little Lord Jesus asleep on the hay
[00:04:47.500 --> 00:04:50.500]  我們就一同唱一唱這首歌
[00:04:50.500 --> 00:04:55.500]  感受一下馬槽的情況
[00:04:55.500 --> 00:04:57.500]  我們就請我們的Praise Team一同
[00:04:57.500 --> 00:04:59.500]  你們也可以一起唱
[00:04:59.500 --> 00:05:00.500]  不只是我們Praise Team唱
[00:05:00.500 --> 00:05:04.500]  這首歌可以說是愧疚人口
[00:05:04.500 --> 00:05:06.500]  每個人都應該聽過
[00:05:06.500 --> 00:05:08.500]  或者你們也可能會唱
[00:05:08.500 --> 00:05:11.500]  會唱的時候我們一同來唱這首歌
[00:05:11.500 --> 00:05:12.500]  好嗎
[00:05:20.500 --> 00:05:29.500]  Away in the manger, no crib for the bed
[00:05:29.500 --> 00:05:38.500]  The little Lord Jesus lay down His sweet head
[00:05:38.500 --> 00:05:47.500]  The stars in the sky look down where He lay
[00:05:47.500 --> 00:05:57.500]  The little Lord Jesus asleep on the hay
[00:05:57.500 --> 00:06:11.500]  The birds are all away the baby awakes
[00:06:11.500 --> 00:06:20.500]  The little Lord Jesus no crying He makes
[00:06:20.500 --> 00:06:29.500]  Oh lovely Lord Jesus look down from the sky
[00:06:29.500 --> 00:06:39.500]  And stay by my cradle till morning is nigh
[00:06:41.500 --> 00:06:49.500]  Oh baby Lord Jesus I ask Thee to stay
[00:06:49.500 --> 00:06:58.500]  Conspire me forever and love me I pray
[00:06:58.500 --> 00:07:07.500]  Bless all the children in Thy tender care
[00:07:07.500 --> 00:07:18.500]  And lead us, Lord, heaven to liberty lay
[00:07:18.500 --> 00:07:21.500]  這首歌其實也是我的最愛之一
[00:07:21.500 --> 00:07:24.500]  其實這首歌有幾個版本
[00:07:24.500 --> 00:07:26.500]  不只是這個版本
[00:07:26.500 --> 00:07:28.500]  其中一個版本就是
[00:07:28.500 --> 00:07:32.500]  Away in the manger, no crib for the bed
[00:07:32.500 --> 00:07:34.500]  你們可以查看YouTube
[00:07:34.500 --> 00:07:37.500]  你們就不需要聽我唱了
[00:07:37.500 --> 00:07:40.500]  我們思想一個問題
[00:07:40.500 --> 00:07:46.500]  爲什麼主耶穌會選在馬槽出生
[00:07:46.500 --> 00:07:49.500]  我們有很多時候有個錯誤的觀念
[00:07:49.500 --> 00:07:51.500]  馬槽很漂亮
[00:07:51.500 --> 00:07:53.500]  有些木造
[00:07:53.500 --> 00:07:56.500]  裏面有些禾稈草
[00:07:56.500 --> 00:08:00.500]  感覺上很溫馨
[00:08:00.500 --> 00:08:05.500]  其實真正在耶穌出生的時代
[00:08:05.500 --> 00:08:07.500]  馬槽究竟在哪裏呢
[00:08:07.500 --> 00:08:10.500]  馬槽通常在野外的地方
[00:08:10.500 --> 00:08:13.500]  在一個山洞裏
[00:08:13.500 --> 00:08:15.500]  這些山洞是用來幹什麼呢
[00:08:15.500 --> 00:08:21.500]  就是牧羊人用來餵羊的地方
[00:08:21.500 --> 00:08:25.500]  通常是避雨或者避寒
[00:08:25.500 --> 00:08:32.500]  把羊放在山洞裏喂牠們喫東西
[00:08:32.500 --> 00:08:36.500]  當然一個動物喫東西的地方
[00:08:36.500 --> 00:08:38.500]  當然很髒
[00:08:38.500 --> 00:08:42.500]  或者很有味道
[00:08:42.500 --> 00:08:45.500]  又冷又黑
[00:08:45.500 --> 00:08:47.500]  如果你們有機會
[00:08:47.500 --> 00:08:49.500]  開車去洛杉磯
[00:08:49.500 --> 00:08:52.500]  經過大概一半的地方
[00:08:52.500 --> 00:08:55.500]  或者經過貝克斯堡
[00:08:55.500 --> 00:08:58.500]  你們是否會聞到一些味道
[00:08:58.500 --> 00:09:00.500]  是每一次都會
[00:09:00.500 --> 00:09:02.500]  無論你回去也好
[00:09:02.500 --> 00:09:03.500]  上來也好
[00:09:03.500 --> 00:09:06.500]  到了那裏很自然就知道
[00:09:06.500 --> 00:09:08.500]  到達這個地方了
[00:09:08.500 --> 00:09:10.500]  你舉目觀看的時候
[00:09:10.500 --> 00:09:12.500]  看你的左邊或者右邊
[00:09:12.500 --> 00:09:14.500]  你會看到很多羊
[00:09:14.500 --> 00:09:16.500]  不是羊 是牛
[00:09:16.500 --> 00:09:17.500]  你就知道
[00:09:17.500 --> 00:09:21.500]  那些味道是這麼強烈的
[00:09:21.500 --> 00:09:23.500]  如果你開車去那裏睡覺
[00:09:23.500 --> 00:09:25.500]  你馬上會醒過來
[00:09:25.500 --> 00:09:27.500]  保證你會醒過來
[00:09:27.500 --> 00:09:34.500]  這裏的味道比馬槽裏的味道差不多
[00:09:34.500 --> 00:09:43.500]  很多動物的分辨都在旁邊
[00:09:43.500 --> 00:09:49.500]  爲什麼主耶穌會選在馬槽這個地方出生呢
[00:09:49.500 --> 00:09:53.500]  普通的歷史學家
[00:09:53.500 --> 00:10:01.500]  就連牧羊人都不會住在這些餵羊的山洞裏
[00:10:01.500 --> 00:10:05.500]  因爲太凋亂太污糟
[00:10:05.500 --> 00:10:10.500]  更遑論是一個小寶寶在那裏出生
[00:10:10.500 --> 00:10:14.500]  爲什麼主耶穌會選擇在馬槽裏呢
[00:10:14.500 --> 00:10:16.500]  第一個原因
[00:10:16.500 --> 00:10:21.500]  就是主耶穌願意認同我們
[00:10:21.500 --> 00:10:25.500]  第二章第七節
[00:10:25.500 --> 00:10:28.500]  生了投胎的兒子
[00:10:28.500 --> 00:10:30.500]  主耶穌100%是人
[00:10:30.500 --> 00:10:33.500]  也100%是神
[00:10:33.500 --> 00:10:37.500]  祂願意成爲人的羊食
[00:10:37.500 --> 00:10:42.500]  我們每一個人都是罪人
[00:10:42.500 --> 00:10:44.500]  我們有罪
[00:10:44.500 --> 00:10:48.500]  祂規決了上帝的榮耀
[00:10:48.500 --> 00:10:56.500]  但是主耶穌願意認同我們的人性
[00:10:56.500 --> 00:11:01.500]  祂來到的原因是使我們有罪的人性
[00:11:01.500 --> 00:11:06.500]  或者在這麼黑暗的時間裏
[00:11:06.500 --> 00:11:08.500]  變得更有希望
[00:11:08.500 --> 00:11:11.500]  變得生命更有意義
[00:11:11.500 --> 00:11:15.500]  有個作家叫Ann Rice
[00:11:15.500 --> 00:11:19.500]  有個作家叫Ann Rice
[00:11:19.500 --> 00:11:23.500]  她在我們附近畢業
[00:11:23.500 --> 00:11:25.500]  在San Francisco State U畢業
[00:11:25.500 --> 00:11:27.500]  是個很出名的作家
[00:11:27.500 --> 00:11:29.500]  她寫了一系列的書
[00:11:29.500 --> 00:11:32.500]  她寫了《Interview with the Vampire》
[00:11:32.500 --> 00:11:34.500]  或者你聽過了
[00:11:34.500 --> 00:11:37.500]  《Interview with the Vampire》
[00:11:37.500 --> 00:11:43.500]  她賣的書超過一億本
[00:11:43.500 --> 00:11:46.500]  100 million copies
[00:11:46.500 --> 00:11:49.500]  寫了一系列關於吸血鬼
[00:11:49.500 --> 00:11:50.500]  吸血殭屍
[00:11:50.500 --> 00:11:52.500]  和殭屍有個約會
[00:11:52.500 --> 00:11:54.500]  《Interview with the Vampire》
[00:11:54.500 --> 00:11:58.500]  1994年的電影也出來了
[00:11:58.500 --> 00:12:00.500]  爲什麼她會寫這些呢
[00:12:00.500 --> 00:12:04.500]  原來是與她的背景有關
[00:12:04.500 --> 00:12:08.500]  她很年幼的時間 她媽媽已經去世了
[00:12:08.500 --> 00:12:10.500]  跟着她結婚 有個女兒
[00:12:10.500 --> 00:12:12.500]  女兒叫Michelle
[00:12:12.500 --> 00:12:14.500]  但這個Michelle在六歲的時候
[00:12:14.500 --> 00:12:19.500]  因爲血癌而去世
[00:12:19.500 --> 00:12:21.500]  所以她看下去
[00:12:21.500 --> 00:12:25.500]  人生裏面是很黑暗
[00:12:25.500 --> 00:12:29.500]  是很沒有希望
[00:12:29.500 --> 00:12:32.500]  所以她寫這些書都是很灰的
[00:12:32.500 --> 00:12:33.500]  很黑暗
[00:12:33.500 --> 00:12:36.500]  寫這些吸血鬼 Vampire
[00:12:36.500 --> 00:12:37.500]  但是感謝神
[00:12:37.500 --> 00:12:41.500]  她在1998年成爲一個基督徒
[00:12:41.500 --> 00:12:45.500]  跟着她在神的面前立了一個志向
[00:12:45.500 --> 00:12:51.500]  就是將她的寫作材杆獻給神
[00:12:51.500 --> 00:12:54.500]  所以她隨後就寫了一些書
[00:12:54.500 --> 00:12:59.500]  一本書叫Christ the Lord 耶穌基督
[00:12:59.500 --> 00:13:02.500]  就是講關於耶穌基督的生平
[00:13:02.500 --> 00:13:06.500]  你想想當她遇見了這位主耶穌的時候
[00:13:06.500 --> 00:13:09.500]  這位主耶穌改變了她的生命
[00:13:09.500 --> 00:13:13.500]  從一個很沒有希望或者很黑暗的
[00:13:13.500 --> 00:13:18.500]  一個很悲觀的人生裏面拯救出來
[00:13:18.500 --> 00:13:25.500]  成爲一個很有希望的作家
[00:13:25.500 --> 00:13:27.500]  這裏可以看到
[00:13:27.500 --> 00:13:30.500]  爲什麼耶穌在馬槽裏出生
[00:13:30.500 --> 00:13:37.500]  祂認同我們人的性格
[00:13:37.500 --> 00:13:39.500]  Humanity
[00:13:39.500 --> 00:13:41.500]  第二我想到的就是
[00:13:41.500 --> 00:13:44.500]  祂很謙卑
[00:13:44.500 --> 00:13:47.500]  爲什麼祂出生在馬槽裏
[00:13:47.500 --> 00:13:50.500]  是表現了祂的謙卑
[00:13:50.500 --> 00:13:53.500]  在第二章第七節
[00:13:53.500 --> 00:13:57.500]  祂是用布包起來放在馬槽裏
[00:13:57.500 --> 00:14:01.500]  用布包起來放在馬槽裏
[00:14:01.500 --> 00:14:04.500]  祂成爲我們的一員
[00:14:04.500 --> 00:14:10.500]  成爲我們其中的一個分子
[00:14:10.500 --> 00:14:14.500]  這樣祂才能和我們溝通
[00:14:14.500 --> 00:14:16.500]  聖經裏面說到
[00:14:16.500 --> 00:14:20.500]  這位主耶穌放下了天上的那種榮華
[00:14:20.500 --> 00:14:22.500]  成爲人的樣式
[00:14:22.500 --> 00:14:24.500]  不知道你有沒有這樣想過
[00:14:24.500 --> 00:14:25.500]  成爲人的樣式
[00:14:25.500 --> 00:14:27.500]  當這位偉大的主宰
[00:14:27.500 --> 00:14:30.500]  能夠創造整個宇宙的時候
[00:14:30.500 --> 00:14:33.500]  那麼有能力的時候
[00:14:33.500 --> 00:14:35.500]  當祂變成你和我
[00:14:35.500 --> 00:14:38.500]  一個那麼普通的人的時候
[00:14:38.500 --> 00:14:44.500]  那個限制對祂來說會非常難受
[00:14:44.500 --> 00:14:46.500]  或者我舉個例子
[00:14:46.500 --> 00:14:49.500]  中間有很多人喜歡寵物
[00:14:49.500 --> 00:14:52.500]  喜歡貓喜歡狗
[00:14:52.500 --> 00:14:55.500]  如果有一天神跟你說
[00:14:55.500 --> 00:14:59.500]  我想你有機會去到貓羣裏面
[00:14:59.500 --> 00:15:02.500]  和它們溝通
[00:15:02.500 --> 00:15:06.500]  我希望你能夠變成一隻貓
[00:15:06.500 --> 00:15:08.500]  你想想你變成一隻貓之後
[00:15:08.500 --> 00:15:11.500]  那種限制是多麼難受
[00:15:11.500 --> 00:15:14.500]  本來你可以兩隻腳一起走路
[00:15:14.500 --> 00:15:16.500]  但是你變成貓之後
[00:15:16.500 --> 00:15:18.500]  你要四腳爬爬
[00:15:18.500 --> 00:15:21.500]  本來你可以用手喫飯
[00:15:21.500 --> 00:15:24.500]  喫飯的時候就好像一隻貓
[00:15:24.500 --> 00:15:28.500]  要用舌頭去舔
[00:15:28.500 --> 00:15:30.500]  哇
[00:15:30.500 --> 00:15:31.500]  很難受
[00:15:31.500 --> 00:15:34.500]  你想想主耶穌也是一樣
[00:15:34.500 --> 00:15:37.500]  當祂甘願降卑
[00:15:37.500 --> 00:15:38.500]  成爲人的樣式
[00:15:38.500 --> 00:15:40.500]  成爲一個奴僕的樣式的時候
[00:15:40.500 --> 00:15:43.500]  祂謙卑祂自己
[00:15:43.500 --> 00:15:48.500]  你想想祂那種限制
[00:15:48.500 --> 00:15:50.500]  令祂非常難受
[00:15:50.500 --> 00:15:52.500]  但是祂願意這麼做
[00:15:52.500 --> 00:15:55.500]  爲着的是要拯救我們
[00:15:55.500 --> 00:15:57.500]  第三樣東西我能夠想到的
[00:15:57.500 --> 00:15:59.500]  在馬槽裏面
[00:15:59.500 --> 00:16:00.500]  爲什麼在馬槽裏面出生呢
[00:16:00.500 --> 00:16:02.500]  祂就是願意的
[00:16:02.500 --> 00:16:03.500]  因爲我們的緣故
[00:16:03.500 --> 00:16:06.500]  祂成爲貧窮
[00:16:06.500 --> 00:16:07.500]  因爲我們的緣故
[00:16:07.500 --> 00:16:09.500]  祂成爲貧窮
[00:16:09.500 --> 00:16:12.500]  在聖經裏面說
[00:16:12.500 --> 00:16:14.500]  主耶穌記得祂自己說
[00:16:14.500 --> 00:16:17.500]  人子連枕頭的地方都沒有
[00:16:17.500 --> 00:16:20.500]  人子連枕頭的地方都沒有
[00:16:20.500 --> 00:16:22.500]  在馬槽裏面
[00:16:22.500 --> 00:16:24.500]  其實和牧羊人
[00:16:24.500 --> 00:16:26.500]  牧羊或者羊
[00:16:26.500 --> 00:16:28.500]  很有關係
[00:16:28.500 --> 00:16:30.500]  其實在當時
[00:16:30.500 --> 00:16:36.500]  牧羊人是最低下的階層的工作
[00:16:36.500 --> 00:16:40.500]  在猶太人的習慣裏面
[00:16:40.500 --> 00:16:42.500]  在他們的社會里面
[00:16:42.500 --> 00:16:47.500]  看牧羊人就等於看羅馬政府
[00:16:47.500 --> 00:16:51.500]  做工收稅的稅勵
[00:16:51.500 --> 00:16:54.500]  每個人都看不起
[00:16:54.500 --> 00:16:57.500]  還有做牧羊人不能在法庭當證人
[00:16:57.500 --> 00:17:00.500]  因爲個個都嫌他們
[00:17:00.500 --> 00:17:02.500]  沒有知識
[00:17:02.500 --> 00:17:03.500]  又污糟
[00:17:03.500 --> 00:17:05.500]  又臭
[00:17:05.500 --> 00:17:07.500]  之類的
[00:17:07.500 --> 00:17:09.500]  所以牧羊人
[00:17:09.500 --> 00:17:14.500]  是最低下的一種職業
[00:17:14.500 --> 00:17:16.500]  但你想想主耶穌
[00:17:16.500 --> 00:17:21.500]  在祂的侍奉那幾年裏面
[00:17:21.500 --> 00:17:23.500]  祂有提過
[00:17:23.500 --> 00:17:25.500]  祂說我是好牧人
[00:17:25.500 --> 00:17:28.500]  好牧人爲羊去赦命
[00:17:28.500 --> 00:17:30.500]  祂願意的
[00:17:30.500 --> 00:17:31.500]  是謙卑
[00:17:31.500 --> 00:17:32.500]  願意的
[00:17:32.500 --> 00:17:34.500]  是因爲我們這樣的緣故
[00:17:34.500 --> 00:17:36.500]  成爲貧窮
[00:17:36.500 --> 00:17:39.500]  其實你想想主耶穌的一生
[00:17:39.500 --> 00:17:40.500]  主耶穌自己說
[00:17:40.500 --> 00:17:42.500]  狐狸有洞
[00:17:42.500 --> 00:17:44.500]  飛鳥有窩
[00:17:44.500 --> 00:17:45.500]  有個巢
[00:17:45.500 --> 00:17:50.500]  但是人子連枕頭的地方都沒有
[00:17:50.500 --> 00:17:53.500]  或者你再看耶穌的生平
[00:17:53.500 --> 00:17:59.500]  祂從未成家立室
[00:17:59.500 --> 00:18:02.500]  沒有一個屬於祂自己的家庭
[00:18:02.500 --> 00:18:06.500]  就連祂在死前
[00:18:06.500 --> 00:18:08.500]  最後一點點的財物
[00:18:08.500 --> 00:18:12.500]  就是那件紫色的袍
[00:18:12.500 --> 00:18:15.500]  都被兵丁拿下來
[00:18:15.500 --> 00:18:17.500]  抽籤拿下來
[00:18:17.500 --> 00:18:23.500]  連祂一點點的財物都被拿下來
[00:18:23.500 --> 00:18:28.500]  在十字架上被釘死
[00:18:28.500 --> 00:18:32.500]  過世了
[00:18:32.500 --> 00:18:38.500]  連墳墓的地方都沒有
[00:18:38.500 --> 00:18:43.500]  但是一個朋友
[00:18:43.500 --> 00:18:45.500]  他的愛心
[00:18:45.500 --> 00:18:50.500]  願意將他自己的墳墓借出來
[00:18:50.500 --> 00:18:55.500]  讓耶穌的遺體可以放在裏面
[00:18:55.500 --> 00:18:57.500]  連一個墳墓
[00:18:57.500 --> 00:19:00.500]  都要借回來
[00:19:00.500 --> 00:19:06.500]  讓耶穌爲我們成爲貧窮
[00:19:06.500 --> 00:19:09.500]  剛纔講了
[00:19:09.500 --> 00:19:13.500]  爲什麼耶穌基督會在馬槽裏出生
[00:19:13.500 --> 00:19:14.500]  但是我們感謝神
[00:19:14.500 --> 00:19:17.500]  耶穌沒有停在馬槽裏
[00:19:17.500 --> 00:19:20.500]  祂繼續往前行
[00:19:20.500 --> 00:19:23.500]  From the cradle to the cross
[00:19:23.500 --> 00:19:25.500]  馬達菲林是這樣說的
[00:19:25.500 --> 00:19:28.500]  第一章第十一節
[00:19:28.500 --> 00:19:30.500]  祂要生一個兒子
[00:19:30.500 --> 00:19:32.500]  你要給他起名叫耶穌
[00:19:32.500 --> 00:19:37.500]  因他要將自己的百姓從罪惡裏救出來
[00:19:37.500 --> 00:19:41.500]  第二點就是耶穌基督去十字架上
[00:19:41.500 --> 00:19:46.500]  Cross the second sea
[00:19:46.500 --> 00:19:49.500]  這裏講得很清楚
[00:19:49.500 --> 00:19:54.500]  爲什麼主耶穌會上十字架呢
[00:19:54.500 --> 00:19:56.500]  馬達菲林講得很清楚
[00:19:56.500 --> 00:20:01.500]  因爲祂要將自己的百姓從罪惡裏救出來
[00:20:01.500 --> 00:20:11.500]  其實我們生活在一個周圍都看到很多罪惡滿盈的地方
[00:20:11.500 --> 00:20:18.500]  耶穌這位神看到罪惡的嚴重性
[00:20:18.500 --> 00:20:20.500]  後果的嚴重性
[00:20:20.500 --> 00:20:22.500]  因爲祂知道
[00:20:22.500 --> 00:20:26.500]  如果祂不爲我們在十字架上釘死的時候
[00:20:26.500 --> 00:20:29.500]  我們永遠都會與神隔絕
[00:20:29.500 --> 00:20:33.500]  你知不知道人只有兩個歸宿
[00:20:33.500 --> 00:20:38.500]  一個歸宿就是如果你是用你的信心接受耶穌的時候
[00:20:38.500 --> 00:20:42.500]  你成爲上帝的兒女的時候
[00:20:42.500 --> 00:20:45.500]  你就會永遠與神同在
[00:20:45.500 --> 00:20:49.500]  這是其中一個歸宿
[00:20:49.500 --> 00:20:55.500]  另一個就是如果耶穌沒有來的時候
[00:20:55.500 --> 00:20:58.500]  如果沒有救恩的時候
[00:20:58.500 --> 00:21:02.500]  我們唯一的歸宿就是永遠的滅亡
[00:21:02.500 --> 00:21:05.500]  永遠與神隔絕
[00:21:05.500 --> 00:21:12.500]  所以耶穌看到罪惡的嚴重性
[00:21:12.500 --> 00:21:14.500]  如果祂不來
[00:21:14.500 --> 00:21:20.500]  我們這裏沒有一個人能夠有永恆的生命
[00:21:20.500 --> 00:21:22.500]  能夠得救
[00:21:22.500 --> 00:21:24.500]  非常之嚴重
[00:21:24.500 --> 00:21:28.500]  所以主耶穌願意來到我們的地方
[00:21:28.500 --> 00:21:30.500]  謙卑祂自己
[00:21:30.500 --> 00:21:32.500]  甚至去到一個地步
[00:21:32.500 --> 00:21:35.500]  祂釘在十字架上
[00:21:35.500 --> 00:21:40.500]  在2010年大約六年前
[00:21:40.500 --> 00:21:44.500]  或者你們都聽過
[00:21:44.500 --> 00:21:47.500]  一個在弗吉尼亞住的工程師
[00:21:47.500 --> 00:21:49.500]  華銳
[00:21:49.500 --> 00:21:53.500]  他來到灣區準備面試
[00:21:53.500 --> 00:21:57.500]  在Google上有一個面試
[00:21:57.500 --> 00:21:59.500]  他去了奧克蘭
[00:21:59.500 --> 00:22:01.500]  不知是看瓦還是怎樣
[00:22:01.500 --> 00:22:09.500]  被兩個歹徒槍殺
[00:22:09.500 --> 00:22:11.500]  爲什麼槍殺他呢
[00:22:11.500 --> 00:22:14.500]  原來是爲了十七塊錢
[00:22:14.500 --> 00:22:20.500]  因爲這兩個歹徒想搶錢
[00:22:20.500 --> 00:22:22.500]  而這個華銳的工程師
[00:22:22.500 --> 00:22:25.500]  他身上只有十七塊錢現金
[00:22:25.500 --> 00:22:29.500]  他覺得爲什麼你帶這麼少錢出來
[00:22:29.500 --> 00:22:33.500]  就當場打死了他
[00:22:33.500 --> 00:22:37.500]  他大概是四十多歲
[00:22:37.500 --> 00:22:39.500]  很年輕
[00:22:39.500 --> 00:22:41.500]  他圍下了一個妻子
[00:22:41.500 --> 00:22:45.500]  還有三個兒子
[00:22:45.500 --> 00:22:48.500]  當我聽到這個消息的時候
[00:22:48.500 --> 00:22:51.500]  我心非常之憤怒
[00:22:51.500 --> 00:22:53.500]  非常之痛
[00:22:53.500 --> 00:22:55.500]  爲什麼
[00:22:55.500 --> 00:23:00.500]  爲什麼一些人會爲了十七塊錢
[00:23:00.500 --> 00:23:06.500]  去打死另一個人
[00:23:06.500 --> 00:23:10.500]  毀滅了一個人的一生
[00:23:10.500 --> 00:23:16.500]  毀滅了他能夠做丈夫的機會
[00:23:16.500 --> 00:23:20.500]  毀滅了他以後做爸爸的機會
[00:23:20.500 --> 00:23:24.500]  看到自己的兒子長大成人
[00:23:24.500 --> 00:23:25.500]  或者結婚
[00:23:25.500 --> 00:23:27.500]  或者成家立室
[00:23:27.500 --> 00:23:30.500]  你有沒有想過這個罪
[00:23:30.500 --> 00:23:34.500]  那個嚴重性的後果
[00:23:34.500 --> 00:23:37.500]  所以爲什麼主耶穌不離不得
[00:23:37.500 --> 00:23:40.500]  就是這個原因
[00:23:40.500 --> 00:23:43.500]  祂扯死在十字架上
[00:23:43.500 --> 00:23:47.500]  爲着要成就這個舊人
[00:23:47.500 --> 00:23:54.500]  而這個十字架也是神對我們的一個愛的表現
[00:23:54.500 --> 00:23:55.500]  聖經是這樣說的
[00:23:55.500 --> 00:23:57.500]  《約翰福音》第十九章第十八節
[00:23:57.500 --> 00:24:01.500]  他們就釘祂在十字架上
[00:24:01.500 --> 00:24:04.500]  還有兩個人和祂一同聽着
[00:24:04.500 --> 00:24:06.500]  一邊一個
[00:24:06.500 --> 00:24:10.500]  耶穌就在中間
