
[00:00:00.000 --> 00:00:10.000]  在座各位 有没有人试过分派任务给你的同事
[00:02:47.000 --> 00:02:50.200]  有吩咐你做事的权力
[00:02:50.200 --> 00:02:54.080]  但是同时我跟你不是很远
[00:02:54.080 --> 00:02:56.080]  我们有关系
[00:02:56.080 --> 00:02:58.960]  然后就开始告诉他
[00:02:58.960 --> 00:03:03.600]  究竟现在要做任务的背景是什么
[00:03:03.600 --> 00:03:05.560]  需要是什么
[00:03:05.560 --> 00:03:07.720]  为什么要你去做呢
[00:03:07.720 --> 00:03:09.800]  就第七节开始了
[00:03:09.800 --> 00:03:13.000]  第七节尤罗华就告诉他
[00:03:13.000 --> 00:03:18.120]  他看见那些百姓的困苦
[00:03:18.120 --> 00:03:24.920]  然后一直说这些困苦已经到了他的耳中
[00:03:24.920 --> 00:03:27.680]  说完背景的需要之后
[00:03:27.680 --> 00:03:31.000]  然后就跟摩西说你要做些什么呢
[00:03:31.000 --> 00:03:34.960]  就是第八节开始说
[00:03:34.960 --> 00:03:39.680]  你的任务就是要带他们离开埃及
[00:03:39.680 --> 00:03:44.000]  然后去加南这个地方
[00:03:44.000 --> 00:03:46.120]  那怎么做呢
[00:03:46.120 --> 00:03:48.960]  接着就向摩西说明具体的行动
[00:03:48.960 --> 00:03:50.840]  具体的行动是怎么做呢
[00:03:50.840 --> 00:03:53.000]  就是我要打发你去见法老
[00:03:53.000 --> 00:03:55.520]  然后就跟他说
[00:03:55.520 --> 00:03:58.880]  叫他将那些人释放
[00:03:58.880 --> 00:04:05.160]  最后还提供了Q&A
[00:04:05.160 --> 00:04:08.600]  这个上师都挺友善
[00:04:08.600 --> 00:04:10.880]  提供了这个答问环节
[00:04:10.880 --> 00:04:13.680]  第十一节开始
[00:04:13.680 --> 00:04:15.280]  摩西就有问题问了
[00:04:15.280 --> 00:04:16.840]  有什么问题问呢
[00:04:16.840 --> 00:04:19.480]  摩西说我是什么人呢
[00:04:19.480 --> 00:04:21.200]  我怎么可以去见法老呢
[00:04:21.200 --> 00:04:24.520]  那些伊斯兰人怎么会肯跟我出来呢
[00:04:24.520 --> 00:04:29.640]  第十二节尤罗华就去回答他
[00:04:29.640 --> 00:04:31.520]  他说我必与你同去的
[00:04:31.520 --> 00:04:33.600]  你将百姓领出埃及之地之后
[00:04:33.600 --> 00:04:35.440]  他们必在这座山上侍奉我
[00:04:35.440 --> 00:04:37.560]  这个就是我打发你去的证据
[00:04:37.560 --> 00:04:39.160]  接着摩西又有问题问了
[00:04:39.160 --> 00:04:40.600]  第十三节又问了
[00:04:40.600 --> 00:04:42.400]  那我去到伊斯兰人那里
[00:04:42.400 --> 00:04:45.080]  跟他们说什么好呢
[00:04:45.080 --> 00:04:46.120]  如果他问你是谁
[00:04:46.120 --> 00:04:47.640]  那我怎么说呢
[00:04:47.640 --> 00:04:49.640]  第十四节呢
[00:04:49.640 --> 00:04:53.120]  上帝又告诉摩西他怎么回答这些问题
[00:04:53.120 --> 00:04:55.400]  就告诉他我是自幼允幼的
[00:04:55.400 --> 00:04:56.520]  又要跟他们说
[00:04:56.520 --> 00:05:01.280]  那个自幼允幼的打发是我来的
[00:05:01.280 --> 00:05:02.480]  摩西还继续
[00:05:02.480 --> 00:05:05.080]  上帝又跟着跟他说
[00:05:05.080 --> 00:05:08.480]  尤罗华你们祖宗的上帝就是阿巴拉罕的上帝
[00:05:08.480 --> 00:05:09.960]  以撒的上帝 雅各的上帝
[00:05:09.960 --> 00:05:12.440]  打发我到你们这里来
[00:05:12.440 --> 00:05:16.120]  尤罗华就是我的名字了
[00:05:16.120 --> 00:05:17.320]  是不是很仔细啊
[00:05:17.320 --> 00:05:19.920]  这个委派工作的过程
[00:05:19.920 --> 00:05:22.680]  委派任务的过程
[00:05:22.680 --> 00:05:26.480]  你的上司委派任务给你有没有这么仔细
[00:05:26.480 --> 00:05:28.440]  有没有提供Q&A的时间
[00:05:28.440 --> 00:05:32.760]  给你去澄清问题
[00:05:32.760 --> 00:05:38.080]  你觉得摩西会怎么回应呢
[00:05:38.080 --> 00:05:40.320]  说得这么仔细
[00:05:40.320 --> 00:05:43.720]  清楚了吧 是不是
[00:05:43.720 --> 00:05:47.760]  这次我们读经文没有记载摩西的回应
[00:05:47.760 --> 00:05:51.320]  第四章十三节
[00:05:51.320 --> 00:05:53.640]  摩西说
[00:05:53.640 --> 00:05:59.160]  主啊 你愿意打发谁就打发谁去罢
[00:05:59.160 --> 00:06:01.880]  那你明白了 是不是
[00:06:01.880 --> 00:06:06.240]  你听到摩西想说什么了
[00:06:06.240 --> 00:06:07.440]  大家都明白
[00:06:07.440 --> 00:06:10.680]  其实摩西是不愿意的
[00:06:10.680 --> 00:06:13.200]  是被逼的
[00:06:13.200 --> 00:06:15.080]  尤罗华上帝听到摩西这样说
[00:06:15.080 --> 00:06:17.880]  他有什么反应呢
[00:06:17.880 --> 00:06:20.680]  第四章十四节
[00:06:20.680 --> 00:06:25.240]  尤罗华向摩西发怒
[00:06:25.240 --> 00:06:27.160]  其实
[00:06:27.160 --> 00:06:30.280]  如果大家熟悉摩西的故事
[00:06:30.280 --> 00:06:33.680]  摩西不是没有事过的
[00:06:33.680 --> 00:06:36.120]  摩西不是没有做过的
[00:06:36.120 --> 00:06:40.160]  他曾经用英雄式的拯救者姿态出现过
[00:06:40.160 --> 00:06:43.320]  在这件事情上替天行道
[00:06:43.320 --> 00:06:46.280]  他杀死了一个欺负希伯来人的埃及人
[00:06:46.280 --> 00:06:48.480]  你记不记得
[00:06:48.480 --> 00:06:52.480]  但他搞到自己置身不道
[00:06:52.480 --> 00:06:58.080]  现在摩西只是想远离江湖是非之地
[00:06:58.080 --> 00:07:03.480]  平平静静地过牧羊人的生活
[00:07:03.480 --> 00:07:07.560]  尤罗华上帝何必要勉强摩西呢
[00:07:07.560 --> 00:07:10.200]  何必要勉强索兰呢
[00:07:10.200 --> 00:07:14.000]  为何要和摩西发怒呢
[00:07:14.000 --> 00:07:15.640]  在摩西来看
[00:07:15.640 --> 00:07:18.040]  天下英雄多的事
[00:07:18.040 --> 00:07:22.280]  为何偏偏选择一个不愿意的呢
[00:07:22.280 --> 00:07:26.680]  为何不选择那些正在等候机会上位呢
[00:07:26.680 --> 00:07:29.760]  如果摩西听到以塞亚先知的话
[00:07:29.760 --> 00:07:32.280]  他可能会改了这样说
[00:07:32.280 --> 00:07:39.480]  「我在这里 请差遣他」
[00:07:39.480 --> 00:07:41.680]  在另外一个时空
[00:07:41.680 --> 00:07:46.520]  有一群人跟着一位师傅
[00:07:46.520 --> 00:07:50.880]  这个事件记载在《福音经》里面
[00:07:50.880 --> 00:07:55.520]  有一天 师傅对徒弟说
[00:07:55.520 --> 00:07:57.440]  「我必须上耶路撒冷去
[00:07:57.440 --> 00:08:00.920]  受长老、祭司、掌门士许多的苦
[00:08:00.920 --> 00:08:04.920]  并且被杀 第三日复活」
[00:08:04.920 --> 00:08:10.360]  作为徒弟怎么回应呢
[00:08:10.360 --> 00:08:13.120]  彼得就拉着他 劝他
[00:08:13.120 --> 00:08:16.040]  「主啊 万不可如此
[00:08:16.040 --> 00:08:20.720]  这些事情不可以发生在你身上的」
[00:08:20.720 --> 00:08:24.440]  徒弟的回应合不合理
[00:08:24.440 --> 00:08:27.360]  很合理啊
[00:08:27.360 --> 00:08:31.040]  你想想 如果那是你师傅
[00:08:31.040 --> 00:08:39.320]  难道你不会不阻止他去做这些傻事吗
[00:08:39.320 --> 00:08:41.320]  你也会阻止他
[00:08:41.320 --> 00:08:43.960]  这个世界上可能只有一种徒弟
[00:08:43.960 --> 00:08:46.800]  是乐意送师傅上刑场的
[00:08:46.800 --> 00:08:48.560]  是什么徒弟呢
[00:08:48.560 --> 00:08:52.200]  就是准备谋朝散位的那些
[00:08:52.200 --> 00:08:54.680]  如果他真是关心爱这个师傅
[00:08:54.680 --> 00:09:00.920]  他没理由由他这样去送死的
[00:09:00.920 --> 00:09:03.000]  耶稣转过身来对彼得说
[00:09:03.000 --> 00:09:05.160]  「撒旦 退到我后面去
[00:09:05.160 --> 00:09:06.560]  你是伴我脚的
[00:09:06.560 --> 00:09:08.240]  因为你不体贴上帝的意思
[00:09:08.240 --> 00:09:10.560]  只体贴人的意思」
[00:09:10.560 --> 00:09:15.760]  这个算不算是好心着雷劈啊
[00:09:15.760 --> 00:09:17.560]  骂过彼得之后
[00:09:17.560 --> 00:09:21.120]  耶稣顺势去教训其他门徒
[00:09:21.120 --> 00:09:23.160]  「若有人要跟从我 就当舍己
[00:09:23.160 --> 00:09:25.600]  背起他的十字架来跟从我
[00:09:25.600 --> 00:09:28.200]  因为凡要救自己生命的 必丧掉生命
[00:09:28.200 --> 00:09:31.080]  凡为我丧掉生命的 必得着生命
[00:09:31.080 --> 00:09:33.160]  人若赚得全世界 投赏自己的生命
[00:09:33.160 --> 00:09:34.400]  又有什么益处呢
[00:09:34.400 --> 00:09:38.560]  还能拿什么来换取生命呢?」
[00:09:38.560 --> 00:09:46.720]  其实彼得就是叫他珍惜自己的生命
[00:09:46.720 --> 00:09:49.560]  为什么要骂彼得呢
[00:09:49.560 --> 00:09:53.000]  为什么要责备彼得呢
[00:09:53.000 --> 00:09:54.840]  试下想想
[00:09:54.840 --> 00:09:57.320]  徒弟们来跟师父
[00:09:57.320 --> 00:10:00.200]  其实想得到些什么呢
[00:10:00.200 --> 00:10:03.960]  想在师父那里得到些什么呢
[00:10:03.960 --> 00:10:06.200]  教会宣传的标语
[00:10:06.200 --> 00:10:08.000]  在完好的时候
[00:10:08.000 --> 00:10:11.560]  是写着「信耶稣 得永生」
[00:10:11.560 --> 00:10:14.120]  但是当它破损的时候
[00:10:14.120 --> 00:10:15.640]  就写着什么呢
[00:10:15.640 --> 00:10:17.520]  你会看到什么呢
[00:10:17.520 --> 00:10:20.640]  「信耶稣 得水牛」
[00:10:20.640 --> 00:10:26.160]  那永生和水牛串在一起
[00:10:26.160 --> 00:10:29.680]  不就最好了吗
[00:10:29.680 --> 00:10:32.760]  既有属灵的保障
[00:10:32.760 --> 00:10:35.800]  又有今生的保障
[00:10:35.800 --> 00:10:37.640]  既有心灵的寄托
[00:10:37.640 --> 00:10:39.640]  又有现实的物质
[00:10:39.640 --> 00:10:44.040]  简直就是完美
[00:10:44.040 --> 00:10:47.560]  有福音丹章列出信耶稣的五点好处
[00:10:47.560 --> 00:10:49.200]  第一 信耶稣得平安
[00:10:49.200 --> 00:10:52.080]  第二 信耶稣使人生兴盛
[00:10:52.080 --> 00:10:54.240]  第三 信耶稣的人不孤单
[00:10:54.240 --> 00:10:55.960]  第四 信耶稣有随时的帮助
[00:10:55.960 --> 00:10:58.600]  第五 信耶稣得医治
[00:10:58.600 --> 00:11:00.840]  哪里有福音丹章写明
[00:11:00.840 --> 00:11:04.760]  信耶稣要写几倍十字架呢
[00:11:04.760 --> 00:11:08.600]  所以彼得阻止耶稣去受苦是合情合理的
[00:11:08.600 --> 00:11:13.080]  是人之常情来的
[00:11:13.080 --> 00:11:16.440]  愿意也好 不愿意也好
[00:11:16.440 --> 00:11:21.200]  摩西后来也踏上了这条艰辛的征途
[00:11:21.200 --> 00:11:24.840]  最艰辛的可能是和法老大战
[00:11:24.840 --> 00:11:28.920]  不过也可能不是和法老大战
[00:11:28.920 --> 00:11:35.840]  在他后来和耶和华诉苦的那一段话里
[00:11:35.840 --> 00:11:43.600]  你会见到摩西已经成为一个挑灯度苦人
[00:11:43.600 --> 00:11:46.680]  第十一章第十一节
[00:11:46.680 --> 00:11:49.280]  摩西和耶和华这样说
[00:11:49.280 --> 00:11:53.280]  「你为何苦待僕人?
[00:11:53.280 --> 00:11:56.040]  我为何不在你眼前蒙恩
[00:11:56.040 --> 00:12:00.520]  竟把这百姓的担子加在我身上?
[00:12:00.520 --> 00:12:02.760]  这百姓岂是我怀的胎
[00:12:02.760 --> 00:12:04.800]  岂是我生下来的呢?
[00:12:04.800 --> 00:12:07.680]  你竟对我说把他们抱在怀里
[00:12:07.680 --> 00:12:11.440]  如同养育之父抱着吃奶的婴孩
[00:12:11.440 --> 00:12:17.320]  一直抱到你应许给他们祖宗的土地去
[00:12:17.320 --> 00:12:20.200]  我从哪里拿肉给这些百姓吃呢?
[00:12:20.200 --> 00:12:23.720]  他们都向我哭着说 给我们肉吃
[00:12:23.720 --> 00:12:26.320]  我不能单独带领这百姓
[00:12:26.320 --> 00:12:28.880]  对我太沉重
[00:12:28.880 --> 00:12:30.720]  如果你真的要这样待我的话
[00:12:30.720 --> 00:12:33.640]  不如你杀了我吧
[00:12:33.640 --> 00:12:35.440]  如果我在你眼前蒙恩
[00:12:35.440 --> 00:12:39.360]  你不要这样苦待我」
[00:12:39.360 --> 00:12:42.600]  摩西知道任务
[00:12:42.600 --> 00:12:48.680]  不仅是和法老对战
[00:12:48.680 --> 00:12:54.600]  摩西知道任务原来是要承担起整个群体
[00:12:54.600 --> 00:12:58.760]  摩西曾经耍手拎头
[00:12:58.760 --> 00:13:03.400]  但他现在承担起百姓
[00:13:03.400 --> 00:13:05.400]  在他身上
[00:13:05.400 --> 00:13:07.480]  他曾经想对耶和华说
[00:13:07.480 --> 00:13:09.920]  我在这里请差宴他
[00:13:09.920 --> 00:13:13.360]  但后来他将百姓抱在他的怀里
[00:13:13.360 --> 00:13:20.520]  如养育之父抱着吃奶的婴孩
[00:13:20.520 --> 00:13:25.800]  这种状态
[00:13:25.800 --> 00:13:28.760]  这种任务
[00:13:28.760 --> 00:13:32.000]  作为一位领袖
[00:13:32.000 --> 00:13:33.920]  就是这样
[00:13:33.920 --> 00:13:44.640]  他承担的是他照顾着的很多人
[00:13:44.640 --> 00:13:46.440]  每一个人
[00:13:46.440 --> 00:13:48.200]  要饮食
[00:13:48.200 --> 00:13:52.120]  都要问他 都关他事
[00:13:52.120 --> 00:13:54.000]  在那些年间
[00:13:54.000 --> 00:13:58.080]  摩西体会了什么让他有这样的改变呢?
[00:13:58.080 --> 00:13:59.960]  不是说摩西无痛苦
[00:13:59.960 --> 00:14:01.440]  摩西也很辛苦
[00:14:01.440 --> 00:14:05.040]  但是什么让他肯这样去承担呢?
[00:14:05.040 --> 00:14:06.720]  会不会是他逐渐看见
[00:14:06.720 --> 00:14:08.320]  耶和华上帝所看见的
[00:14:08.320 --> 00:14:11.360]  那些百姓被欺压的痛苦呢?
[00:14:11.360 --> 00:14:12.880]  会不会是他逐渐看到
[00:14:12.880 --> 00:14:15.640]  耶和华上帝对受苦者的怜悯
[00:14:15.640 --> 00:14:16.760]  他逐渐认同
[00:14:16.760 --> 00:14:18.560]  耶和华要拯救百姓
[00:14:18.560 --> 00:14:25.680]  离开埃及这种心怀呢?
[00:14:25.680 --> 00:14:29.520]  彼得呢?
[00:14:29.520 --> 00:14:35.040]  你记不记得彼得的故事最后是怎样的?
[00:14:35.040 --> 00:14:38.360]  在约翰福音结束的时候
[00:14:38.360 --> 00:14:40.360]  在提比利亚海的海边
[00:14:40.360 --> 00:14:44.200]  死而复活的耶稣去寻找重操固协的彼得
[00:14:44.200 --> 00:14:46.240]  出现了以下这一段流传后世
[00:14:46.240 --> 00:14:52.480]  感动了不少信徒的对话
[00:14:52.480 --> 00:14:54.440]  耶稣问彼得
[00:14:54.440 --> 00:14:55.760]  「约翰的儿子西门
[00:14:55.760 --> 00:14:58.840]  你爱我比这些更深吗?」
[00:14:58.840 --> 00:15:00.440]  彼得说「主啊,是的
[00:15:00.440 --> 00:15:02.320]  你知道我爱你」
[00:15:02.320 --> 00:15:03.440]  耶稣对他说
[00:15:03.440 --> 00:15:06.320]  「你喂养我的小羊」
[00:15:06.320 --> 00:15:08.760]  第二次又再问他
[00:15:08.760 --> 00:15:09.680]  「约翰的儿子西门
[00:15:09.680 --> 00:15:10.560]  你爱我吗?」
[00:15:10.560 --> 00:15:11.680]  彼得说「主啊,是的
[00:15:11.680 --> 00:15:13.000]  你知道我爱你」
[00:15:13.000 --> 00:15:15.440]  耶稣说「你喂养我的羊」
[00:15:15.440 --> 00:15:17.440]  第三次又说
[00:15:17.440 --> 00:15:18.520]  「约翰的儿子西门
[00:15:18.520 --> 00:15:20.680]  你爱我吗?」
[00:15:20.680 --> 00:15:24.400]  彼得就忧愁
[00:15:24.400 --> 00:15:25.040]  对耶稣说
[00:15:25.040 --> 00:15:26.480]  「主啊,你是无所不知的
[00:15:26.480 --> 00:15:27.400]  你知道我爱你」
[00:15:27.400 --> 00:15:30.160]  耶稣说「你喂养我的羊」
[00:15:30.160 --> 00:15:31.200]  然后耶稣对他说
[00:15:31.200 --> 00:15:32.440]  「我实实在在告诉你
[00:15:32.440 --> 00:15:34.000]  年少的时候
[00:15:34.000 --> 00:15:35.760]  你自己戳上带子
[00:15:35.760 --> 00:15:36.840]  随意往来
[00:15:36.840 --> 00:15:37.960]  但是年老的时候
[00:15:37.960 --> 00:15:39.400]  你要伸出手来
[00:15:39.400 --> 00:15:40.640]  别人要把你戳上
[00:15:40.640 --> 00:15:44.280]  带你到不愿意的地方去」
[00:15:44.280 --> 00:15:46.440]  记不记得那位力劝耶稣
[00:15:46.440 --> 00:15:48.680]  不要去受苦的彼得
[00:15:48.680 --> 00:15:50.960]  其实他也曾经英雄式地
[00:15:50.960 --> 00:15:52.440]  拿出一把刀
[00:15:52.440 --> 00:15:56.520]  要拯救耶稣
[00:15:56.520 --> 00:16:00.520]  后来彼得愿意伸出手
[00:16:00.520 --> 00:16:01.720]  让人戳上
[00:16:01.720 --> 00:16:04.720]  带他去不愿意去的地方
[00:16:04.720 --> 00:16:09.400]  彼得不再怕受苦了吗?
[00:16:09.400 --> 00:16:13.680]  彼得不再做英雄了吗?
[00:16:13.680 --> 00:16:15.320]  在那些年间
[00:16:15.320 --> 00:16:17.640]  他看见了什么呢?
[00:16:17.640 --> 00:16:20.320]  他体会了什么呢?
[00:16:20.320 --> 00:16:22.840]  会不会就是从耶稣这段对话里面
[00:16:22.840 --> 00:16:24.680]  我们可以看得到
[00:16:24.680 --> 00:16:27.600]  如果用一个字来表达
[00:16:27.600 --> 00:16:28.600]  中文
[00:16:28.600 --> 00:16:30.200]  那个就是「爱」
[00:16:30.200 --> 00:16:31.560]  在他的对话里面
[00:16:31.560 --> 00:16:34.240]  这个字出现了很多次
[00:16:34.240 --> 00:16:37.920]  使彼得愿意成为挑灯倒虎人的
[00:16:37.920 --> 00:16:40.560]  可能就是「爱」
[00:16:40.560 --> 00:16:42.160]  「爱」一定要有具体的对象
[00:16:42.160 --> 00:16:45.160]  才不会变成抽象的空谈
[00:16:45.160 --> 00:16:48.320]  具体的对象是什么呢?
[00:16:48.320 --> 00:16:50.480]  就是主的羊
[00:16:50.480 --> 00:16:53.080]  你看到那段对话里面
[00:16:53.080 --> 00:16:54.880]  耶稣也在说这件事
[00:16:54.880 --> 00:16:57.680]  「牧养我的羊」
[00:16:57.680 --> 00:16:59.760]  那些羊
[00:16:59.760 --> 00:17:02.480]  耶稣是怎么看的呢?
[00:17:02.480 --> 00:17:03.760]  耶稣看着他们的时候
[00:17:03.760 --> 00:17:05.880]  耶稣的心肠是怎样的呢?
[00:17:05.880 --> 00:17:07.920]  《马太福音9:36》记载
[00:17:07.920 --> 00:17:10.800]  「他看见一大群人就怜悯他们
[00:17:10.800 --> 00:17:12.880]  因为他们困苦无助
[00:17:12.880 --> 00:17:16.080]  如同羊磨有没有人一样」
[00:17:16.080 --> 00:17:19.680]  彼得最后看见耶稣所看见的
[00:17:19.680 --> 00:17:21.200]  感受到耶稣所感受的
[00:17:21.200 --> 00:17:26.320]  也都参与了耶稣的承担
[00:17:26.320 --> 00:17:29.760]  本来以为自己是英雄的彼得
[00:17:29.760 --> 00:17:31.920]  现在他的英雄本色
[00:17:31.920 --> 00:17:34.840]  不再是拿把刀出来的英雄
[00:17:34.840 --> 00:17:40.560]  而是成为了一位挑灯倒虎人
[00:17:40.560 --> 00:17:42.320]  人们经常说
[00:17:42.320 --> 00:17:44.000]  爱世界容易
[00:17:44.000 --> 00:17:48.040]  但是爱一个具体真实的人是困难的
[00:17:48.040 --> 00:17:49.800]  因为具体真实的人
[00:17:49.800 --> 00:17:51.800]  总是有不可爱的时候
[00:17:51.800 --> 00:17:54.480]  甚至有可恶的时候
[00:17:54.480 --> 00:17:58.400]  看来彼得被耶稣基督这个爱
[00:17:58.400 --> 00:18:02.560]  爱这个残缺不全的自己所感动
[00:18:02.560 --> 00:18:07.920]  他终于愿意背起自己的十字架
[00:18:07.920 --> 00:18:11.680]  在香港
[00:18:11.680 --> 00:18:13.360]  入读大学
[00:18:13.360 --> 00:18:17.640]  神科是什么呢?
[00:18:17.640 --> 00:18:21.080]  神科最多葬元选择的
[00:18:21.080 --> 00:18:23.720]  当然是医科
[00:18:23.720 --> 00:18:26.200]  为什么要读医科呢?
[00:18:26.200 --> 00:18:29.600]  报章介绍一位葬元的故事是这样的
[00:18:29.600 --> 00:18:31.480]  他说我读中四的时候
[00:18:31.480 --> 00:18:34.600]  收到母亲不幸患癌的消息
[00:18:34.600 --> 00:18:40.120]  那时候全家陷入焦虑和惊慌
[00:18:40.120 --> 00:18:42.440]  后来在医生的医治下
[00:18:42.440 --> 00:18:44.120]  战胜了癌魔
[00:18:44.120 --> 00:18:45.280]  在这个过程里面
[00:18:45.280 --> 00:18:50.040]  他感受到病痛带来的焦虑和痛苦
[00:18:50.040 --> 00:18:54.680]  也看过医生成功地医治他母亲的专业精神
[00:18:54.680 --> 00:18:57.640]  在这些经验下留下了深刻的印象
[00:18:57.640 --> 00:19:00.960]  所以他那时候开始立志行医
[00:19:00.960 --> 00:19:02.240]  立志学医
[00:19:02.240 --> 00:19:06.000]  希望可以用他的医术来帮助身边的人
[00:19:06.000 --> 00:19:10.000]  保护身边的人
[00:19:10.000 --> 00:19:13.880]  前中大医学院前院长
[00:19:13.880 --> 00:19:16.360]  陈家亮教授写了一篇短文
[00:19:16.360 --> 00:19:19.040]  叫做《七个不要读医的理由》
[00:19:19.040 --> 00:19:22.040]  引起了很多的回响
[00:19:22.040 --> 00:19:24.960]  在座当中可能有些人都看过
[00:19:24.960 --> 00:19:27.160]  其实他主要的内容
[00:19:27.160 --> 00:19:33.680]  就是想劝那些准备去读医的人
[00:19:33.680 --> 00:19:38.760]  不要忘记初初为什么要读医
[00:19:38.760 --> 00:19:41.320]  好像那个葬元那样
[00:19:41.320 --> 00:19:44.960]  他在回应需要
[00:19:44.960 --> 00:19:47.680]  在回应人的需要
[00:19:47.680 --> 00:19:51.240]  他说如果去读医
[00:19:51.240 --> 00:19:54.080]  追求的是很威风
[00:19:54.080 --> 00:19:56.200]  很英雄这种感觉的话
[00:19:56.200 --> 00:19:59.400]  他就说不如你再想一想
[00:19:59.400 --> 00:20:04.480]  成绩好不一定要读医
[00:20:04.480 --> 00:20:11.120]  陈教授这个提醒会不会也适用于其他的工作呢?
[00:20:11.120 --> 00:20:14.040]  例如宗教的工作
[00:20:14.040 --> 00:20:17.160]  会不会在追求很威风很英雄
[00:20:17.160 --> 00:20:20.320]  而忘记了在回应什么需要呢?
[00:20:20.320 --> 00:20:21.640]  教育的工作
[00:20:21.640 --> 00:20:24.080]  会不会在追求很威风很英雄
[00:20:24.080 --> 00:20:28.920]  而忘记了在回应什么需要呢?
[00:20:28.920 --> 00:20:33.000]  科技的发展
[00:20:33.000 --> 00:20:35.840]  会不会也是在追求很威风很英雄
[00:20:35.840 --> 00:20:44.960]  而忘记了科技的发展是为了什么呢?
[00:20:44.960 --> 00:20:49.120]  背起十字架 跟随耶稣
[00:20:49.120 --> 00:20:50.240]  舍弃
[00:20:50.240 --> 00:20:53.600]  是不是就等于什么都不用做
[00:20:53.600 --> 00:20:56.240]  放弃一切呢?
[00:20:56.240 --> 00:20:58.840]  是不是就等于退后呢?
[00:20:58.840 --> 00:21:02.480]  没多久之前有一位毕业生来跟我聊天
[00:21:02.480 --> 00:21:05.360]  他说将来 说将来
[00:21:05.360 --> 00:21:07.720]  将来我真的不想做管理层
[00:21:07.720 --> 00:21:09.600]  千万不要叫我上位
[00:21:09.600 --> 00:21:11.040]  我说为什么呢?
[00:21:11.040 --> 00:21:14.240]  他说听闻做管理层很大压力的
[00:21:14.240 --> 00:21:15.720]  很辛苦的
[00:21:15.720 --> 00:21:17.320]  很疲累的
[00:21:17.320 --> 00:21:20.120]  最惨的就是要处理办公室政治
[00:21:20.120 --> 00:21:24.160]  随时死了都不知道怎么回事
[00:21:24.160 --> 00:21:26.200]  他说我只是想做好自己的工作
[00:21:26.200 --> 00:21:28.040]  维持工作和生活平衡
[00:21:28.040 --> 00:21:33.080]  我不想被卷进这些利益冲突之中
[00:21:33.080 --> 00:21:36.520]  我跟他说 你真的可以这么做
[00:21:36.520 --> 00:21:40.440]  这是你的选择 你有自由这样选择
[00:21:40.440 --> 00:21:42.480]  的确是可以这样
[00:21:42.480 --> 00:21:44.280]  不过你可以想多一点
[00:21:44.280 --> 00:21:46.240]  想多一点什么呢?
[00:21:46.240 --> 00:21:51.280]  会不会上帝对你有另外一种心意呢?
[00:21:51.280 --> 00:21:53.240]  如果上帝对你有另外一个心意
[00:21:53.240 --> 00:21:56.160]  那你会怎么回应呢?
[00:21:56.160 --> 00:21:58.400]  会不会当你去考虑
[00:21:58.400 --> 00:22:00.480]  我只是想这样的时候
