
[00:00:00.000 --> 00:00:04.960]  今年2020年見到天災人禍接二連三的發生
[00:11:18.160 --> 00:11:20.080]  又是同樣的字句
[00:11:20.080 --> 00:11:22.480]  你進去見法老
[00:11:22.480 --> 00:11:25.280]  然後每一組最後的災禍
[00:11:25.280 --> 00:11:27.520]  即是第三、第六、第九
[00:11:27.520 --> 00:11:31.440]  都是沒有事先預告、警告法老
[00:11:31.440 --> 00:11:33.680]  結構越來越清楚
[00:11:33.680 --> 00:11:34.640]  再看第一組
[00:11:34.640 --> 00:11:36.480]  頭兩災
[00:11:36.480 --> 00:11:38.800]  有埃及的法術師
[00:11:38.800 --> 00:11:43.440]  他們都做到摩西和亞倫所行
[00:11:43.440 --> 00:11:45.200]  到第二組了
[00:11:45.200 --> 00:11:47.200]  頭兩個都是說到
[00:11:47.200 --> 00:11:51.200]  埃及和以色列人有分別、有分開
[00:11:51.200 --> 00:11:53.600]  營災和蓄疫之災
[00:11:53.600 --> 00:11:56.960]  沒有落在以色列人身上
[00:11:56.960 --> 00:11:58.160]  到第三組了
[00:11:58.160 --> 00:12:01.280]  頭兩災即是第七、第八災
[00:12:01.280 --> 00:12:03.760]  兩個災禍都是強調
[00:12:03.760 --> 00:12:06.560]  在埃及是前所未有的
[00:12:06.560 --> 00:12:08.720]  九章第十八、二十四節
[00:12:08.720 --> 00:12:10.000]  類似都說到
[00:12:10.000 --> 00:12:13.840]  埃及開國以來沒有這樣
[00:12:13.840 --> 00:12:15.360]  整體來看
[00:12:15.360 --> 00:12:18.480]  作者去記載十災的時候
[00:12:18.480 --> 00:12:22.560]  他不是單單寫一些事實的報道
[00:12:22.560 --> 00:12:25.440]  而是用故事、用序記
[00:12:25.440 --> 00:12:28.080]  去講神學的信息
[00:12:28.080 --> 00:12:29.440]  十災的故事
[00:12:29.440 --> 00:12:34.960]  就是要表明上帝比埃及的神和法老更大
[00:12:34.960 --> 00:12:40.080]  但是每一組的中心都有特定的信息
[00:12:40.080 --> 00:12:41.920]  第一組頭三災
[00:12:41.920 --> 00:12:46.640]  就是神的能力超越埃及的法術師
[00:12:46.640 --> 00:12:49.040]  超越他們的邪術
[00:12:49.040 --> 00:12:51.440]  到了第三個災禍
[00:12:51.440 --> 00:12:53.840]  那個失災
[00:12:53.840 --> 00:12:56.240]  埃及的法術師就承認
[00:12:56.240 --> 00:13:01.760]  行法術的也用邪術來生出失子來
[00:13:01.760 --> 00:13:05.120]  卻是不能,連他們都承認
[00:13:05.120 --> 00:13:09.360]  這是神的指頭、神的工作
[00:13:09.360 --> 00:13:11.680]  第一組看完,我們看第二組
[00:13:11.680 --> 00:13:13.680]  第二組所強調的
[00:13:13.680 --> 00:13:17.840]  就是上帝的偉大、祂的權能
[00:13:17.840 --> 00:13:23.040]  是在於祂有能力去區分以色列人和埃及人
[00:13:23.040 --> 00:13:27.440]  上帝是完全控制著大自然的災禍
[00:13:27.440 --> 00:13:29.840]  大自然的勢力
[00:13:29.840 --> 00:13:32.240]  祂可以降災在這一處
[00:13:32.240 --> 00:13:36.000]  保護另一個地方,是療愈之象
[00:13:36.000 --> 00:13:38.800]  然後看第三組的災禍
[00:13:38.800 --> 00:13:41.040]  又有一個特定的信息
[00:13:41.040 --> 00:13:43.920]  就是上帝的能力是無與倫比的
[00:13:43.920 --> 00:13:48.560]  是沒有人可以和上帝相比的
[00:13:48.560 --> 00:13:50.240]  到最後第十災
[00:13:50.240 --> 00:13:52.080]  當然是技術最強
[00:13:52.080 --> 00:13:55.200]  和是最嚴重、打擊最大的
[00:13:55.200 --> 00:13:58.720]  而且是上帝直接出手的
[00:13:58.720 --> 00:14:03.600]  是不經過、不藉著摩西和亞倫所做的
[00:14:03.600 --> 00:14:07.200]  神親自降滅投生的災
[00:14:07.200 --> 00:14:09.040]  去擊打法老
[00:14:09.040 --> 00:14:12.640]  因為當時埃及的法老自稱為神
[00:14:12.640 --> 00:14:16.480]  他是保證埃及帝國繁榮興盛
[00:14:16.480 --> 00:14:19.600]  上帝特別用這個最嚴重的災禍
[00:14:19.600 --> 00:14:22.320]  來打擊法老
[00:14:22.320 --> 00:14:26.240]  所以不是單單記述一些歷史的事件
[00:14:26.240 --> 00:14:29.120]  而是用故事寫神號
[00:14:29.120 --> 00:14:32.000]  當以色列人想像一下
[00:14:32.000 --> 00:14:34.960]  他們見到整個世界開始瓦解
[00:14:34.960 --> 00:14:37.840]  有很多的豪傑災禍臨到的時候
[00:14:37.840 --> 00:14:41.920]  整個世界崩潰的時候
[00:14:41.920 --> 00:14:43.760]  這個故事告訴他們
[00:14:43.760 --> 00:14:46.480]  上帝依然掌權
[00:14:46.480 --> 00:14:49.440]  在人眼中好像很混亂
[00:14:49.440 --> 00:14:52.800]  但在上帝眼中,祂完全操縱一切
[00:14:52.800 --> 00:14:58.320]  你有沒有看過迪士尼的卡通片《埃及王子》
[00:14:58.320 --> 00:15:01.520]  裡面有十災的情景
[00:15:01.520 --> 00:15:03.200]  或者我們看一看
[00:15:03.200 --> 00:15:05.600]  看看跟聖經相比
[00:15:05.600 --> 00:15:09.840]  這個卡通片是不是表達到十災的情景
[00:15:09.840 --> 00:15:13.520]  如果你從來沒看過出埃及的十災故事
[00:15:13.520 --> 00:15:16.000]  這個影片可能真的幫到你
[00:15:16.000 --> 00:15:19.840]  來想像一下當時十災的情景
[00:15:19.840 --> 00:15:23.040]  但你繼續看十災聖經的記載
[00:15:23.040 --> 00:15:28.480]  似乎十災不是單單來教訓埃及和法老
[00:15:28.480 --> 00:15:30.880]  真正的目的是什麼呢?
[00:15:30.880 --> 00:15:33.600]  在第十災降下之前
[00:15:33.600 --> 00:15:36.560]  聖經很長篇的來交代
[00:15:36.560 --> 00:15:38.720]  一個猶太人的節日
[00:15:38.720 --> 00:15:41.680]  叫做逾越節
[00:15:41.680 --> 00:15:43.600]  十二章第十一節
[00:15:43.600 --> 00:15:46.720]  「這是耶和華的逾越節
[00:15:46.720 --> 00:15:50.560]  因為那夜我要巡行埃及地
[00:15:50.560 --> 00:15:52.960]  把埃及地一切投生的
[00:15:52.960 --> 00:15:56.080]  就是敗壞埃及一切的神
[00:15:56.080 --> 00:15:57.680]  我是耶和華
[00:15:57.680 --> 00:16:02.560]  這血要在你們所住的房屋上作記號
[00:16:02.560 --> 00:16:04.240]  我一見這血
[00:16:04.240 --> 00:16:08.240]  就越過pass over逾越的意思
[00:16:08.240 --> 00:16:09.680]  就越過你們
[00:16:09.680 --> 00:16:13.440]  我擊殺埃及地投生的時候
[00:16:13.440 --> 00:16:17.680]  災殃必不臨到你們身上滅你們」
[00:16:17.680 --> 00:16:19.920]  這是逾節晚餐的記載
[00:16:19.920 --> 00:16:21.360]  第一次的逾節
[00:16:21.360 --> 00:16:23.200]  他們殺了一隻羊
[00:16:23.200 --> 00:16:24.960]  大家吃羊羔的時候
[00:16:24.960 --> 00:16:27.520]  他們將羊羔的血
[00:16:27.520 --> 00:16:30.880]  抹在門尾的上面和兩旁
[00:16:30.880 --> 00:16:32.800]  以致那個滅命的天使
[00:16:32.800 --> 00:16:34.720]  是越過以色列民
[00:16:34.720 --> 00:16:37.440]  越過神的子民
[00:16:37.440 --> 00:16:38.400]  但你留意
[00:16:38.400 --> 00:16:42.000]  這裡說的是耶和華的逾越節
[00:16:42.000 --> 00:16:45.520]  即是說逾節不是單單保我們平安
[00:16:45.520 --> 00:16:47.680]  是與耶和華立約
[00:16:47.680 --> 00:16:50.000]  最重要吃逾節的時候
[00:16:50.000 --> 00:16:52.000]  慶祝這個節期的時候
[00:16:52.000 --> 00:16:55.120]  就是你成為神國的子民
[00:16:55.120 --> 00:16:58.800]  你再看看以色列人過了紅海之後
[00:16:58.800 --> 00:17:03.040]  那些埃及的軍隊是全軍覆沒
[00:17:03.040 --> 00:17:05.440]  十四章31節怎樣記載
[00:17:05.440 --> 00:17:07.520]  「以色列人看見耶和華
[00:17:07.520 --> 00:17:09.680]  向埃及人所行的大事
[00:17:09.680 --> 00:17:11.600]  就敬畏耶和華
[00:17:11.600 --> 00:17:15.440]  信服他和他的僕人和誓」
[00:17:15.440 --> 00:17:20.560]  所以十災、逾節、過了紅海
[00:17:20.560 --> 00:17:23.200]  不是單單說我們獨善其身
[00:17:23.200 --> 00:17:25.280]  我們沒事就好了
[00:17:25.280 --> 00:17:27.360]  其實上帝就是說
[00:17:27.360 --> 00:17:30.160]  你要成為我立約的子民
[00:17:30.160 --> 00:17:32.080]  你要忠於我的約
[00:17:32.080 --> 00:17:33.520]  你要信服我
[00:17:33.520 --> 00:17:35.120]  你要敬畏我
[00:17:35.120 --> 00:17:36.480]  你看到這些浩劫
[00:17:36.480 --> 00:17:37.520]  這些十災
[00:17:37.520 --> 00:17:39.280]  這些災禍的時候
[00:17:39.280 --> 00:17:41.360]  看到世界好像很混亂
[00:17:41.360 --> 00:17:44.560]  很多的災禍臨到
[00:17:44.560 --> 00:17:46.960]  你要知道我仍然掌權
[00:17:46.960 --> 00:17:48.800]  不是單單保你平安
[00:17:48.800 --> 00:17:49.840]  而是我救贖你
[00:17:49.840 --> 00:17:52.160]  你能夠成為我的子民
[00:17:52.160 --> 00:17:55.360]  你就在地上見證我
[00:17:55.360 --> 00:17:56.720]  剛才我們說
[00:17:56.720 --> 00:18:00.480]  經文很多時候用一個結構來表達神學
[00:18:00.480 --> 00:18:01.840]  剛才我們看看
[00:18:01.840 --> 00:18:04.880]  是三三三一的結構
[00:18:04.880 --> 00:18:06.080]  或者我們可以這樣想
[00:18:06.080 --> 00:18:10.560]  到底十災真正的教導目的信息是什麼
[00:18:10.560 --> 00:18:11.760]  我們可以考慮一下
[00:18:11.760 --> 00:18:14.880]  另一個結構是七三的結構
[00:18:14.880 --> 00:18:18.240]  頭七災經常會出現一些字眼
[00:18:18.240 --> 00:18:19.760]  譬如七章第五節
[00:18:19.760 --> 00:18:20.880]  耶和華說
[00:18:20.880 --> 00:18:23.440]  我伸手攻擊埃及
[00:18:23.440 --> 00:18:26.320]  將以色列人從他們中間領出來的時候
[00:18:26.320 --> 00:18:29.360]  埃及人就知道我是耶和華
[00:18:29.360 --> 00:18:32.480]  好像十災是去教訓埃及人
[00:18:32.480 --> 00:18:36.400]  但是過了第七災到第八災
[00:18:36.400 --> 00:18:38.080]  到第八災開始的時候
[00:18:38.080 --> 00:18:41.520]  最後這三災的字眼就很不同了
[00:18:41.520 --> 00:18:42.720]  十章第一節
[00:18:42.720 --> 00:18:44.240]  耶和華對摩西說
[00:18:44.240 --> 00:18:45.600]  你進去見法老
[00:18:45.600 --> 00:18:48.720]  我使他和他神僕的心剛硬
[00:18:48.720 --> 00:18:52.800]  為要在他們中間顯我這些神跡
[00:18:52.800 --> 00:18:57.280]  並要叫你將我向埃及人所做的事
[00:18:57.280 --> 00:19:00.320]  和在他們中間所行的神跡
[00:19:00.320 --> 00:19:05.440]  傳於你的兒子和你孫子的耳中
[00:19:05.440 --> 00:19:09.040]  好叫你們知道我是耶和華
[00:19:09.040 --> 00:19:10.880]  轉過來就不同了
[00:19:10.880 --> 00:19:13.520]  不是埃及人知道我是耶和華
[00:19:13.520 --> 00:19:17.680]  而是你們知道我是耶和華
[00:19:17.680 --> 00:19:19.600]  似乎真正的信息
[00:19:19.600 --> 00:19:23.600]  最終要教導的就是我們
[00:19:23.600 --> 00:19:25.280]  神的子民
[00:19:25.280 --> 00:19:27.440]  留意一下十災的描述
[00:19:27.440 --> 00:19:30.080]  好像都是叫我們想起
[00:19:30.080 --> 00:19:31.920]  希伯來人、以色列人
[00:19:31.920 --> 00:19:34.720]  舊約裡面一些很重要的經文
[00:19:34.720 --> 00:19:36.320]  我們回到第一災
[00:19:36.320 --> 00:19:37.520]  水變血
[00:19:37.520 --> 00:19:39.280]  七章十九節
[00:19:39.280 --> 00:19:41.200]  耶和華曉如摩西說
[00:19:41.200 --> 00:19:43.040]  你對亞倫說
[00:19:43.040 --> 00:19:48.960]  把你的將身在埃及所有的水以上
[00:19:48.960 --> 00:19:52.880]  就是他們的江河池塘上
[00:19:52.880 --> 00:19:55.040]  叫水都變成血
[00:19:55.040 --> 00:19:56.720]  在埃及遍地
[00:19:56.720 --> 00:20:00.720]  無論木器石器都變成血
[00:20:00.720 --> 00:20:05.440]  他說埃及所有的水
[00:20:05.440 --> 00:20:08.080]  這個字是一個很特別的字
[00:20:08.080 --> 00:20:10.160]  之前只出現過一次
[00:20:10.160 --> 00:20:12.080]  就是《創世紀帝》一章
[00:20:12.080 --> 00:20:13.360]  一章第十節
[00:20:13.360 --> 00:20:16.640]  神稱海地為地
[00:20:16.640 --> 00:20:18.800]  稱水的聚處
[00:20:18.800 --> 00:20:20.960]  Pools of water
[00:20:20.960 --> 00:20:22.400]  Gathering of water
[00:20:22.400 --> 00:20:23.920]  為海
[00:20:23.920 --> 00:20:26.640]  上帝看衛是好的
[00:20:26.640 --> 00:20:30.560]  這個字就叫我們回到《創世紀帝》一章
[00:20:30.560 --> 00:20:33.680]  另外叫水都變為血
[00:20:33.680 --> 00:20:35.200]  Let there be blood
[00:20:35.200 --> 00:20:36.960]  or become blood
[00:20:36.960 --> 00:20:41.840]  Let there be在十災裡面用了好幾次
[00:20:41.840 --> 00:20:44.880]  又是《創世紀帝》一章經常出現
[00:20:44.880 --> 00:20:46.480]  就是Let there be
[00:20:46.480 --> 00:20:47.840]  要有光
[00:20:47.840 --> 00:20:50.400]  要有空氣等等
[00:20:50.400 --> 00:20:52.320]  到第二至第四災
[00:20:52.320 --> 00:20:55.600]  就是嘩災和實災和凝災
[00:20:55.600 --> 00:20:57.760]  影響大自然的領域
[00:20:57.760 --> 00:21:00.640]  就是水、地和天
[00:21:00.640 --> 00:21:04.000]  又是叫我們想起《創世紀帝》第一章
[00:21:04.000 --> 00:21:06.720]  第五災就是蓄逆之災
[00:21:06.720 --> 00:21:10.160]  是影響地上的生存
