
[00:00:00.000 --> 00:00:03.000]  有些人說傳道書不是給年輕人看的
[00:06:06.000 --> 00:06:09.000]  一直讀到第二十二節
[00:06:09.000 --> 00:06:10.000]  這段如果你不讀
[00:06:10.000 --> 00:06:12.000]  《新普及》的曆本
[00:06:12.000 --> 00:06:17.000]  你可能會得到相反的印象
[00:06:17.000 --> 00:06:18.000]  我一起讀
[00:06:18.000 --> 00:06:20.000]  這個在打載出來的
[00:06:20.000 --> 00:06:21.000]  我用東西
[00:06:21.000 --> 00:06:23.000]  括一括那段經文
[00:06:23.000 --> 00:06:24.000]  就寫在這裡
[00:06:24.000 --> 00:06:27.000]  我也想到世人的光景
[00:06:27.000 --> 00:06:29.000]  上帝怎樣向人證明
[00:06:29.000 --> 00:06:31.000]  人如同動物
[00:06:31.000 --> 00:06:33.000]  人類和動物有同一命運
[00:06:33.000 --> 00:06:34.000]  同有呼吸
[00:06:34.000 --> 00:06:36.000]  同有一死
[00:06:36.000 --> 00:06:38.000]  人並不比動物優越多少
[00:06:38.000 --> 00:06:40.000]  這實在毫無意義
[00:06:40.000 --> 00:06:42.000]  兩者同歸一處
[00:06:42.000 --> 00:06:43.000]  都出於塵土
[00:06:43.000 --> 00:06:45.000]  又歸於塵土
[00:06:45.000 --> 00:06:46.000]  誰能證明人的靈魂
[00:06:46.000 --> 00:06:47.000]  必會升天
[00:06:47.000 --> 00:06:48.000]  動物的靈魂
[00:06:48.000 --> 00:06:50.000]  必會降到地下呢?
[00:06:50.000 --> 00:06:52.000]  我學人最好還是
[00:06:52.000 --> 00:06:54.000]  以自己的工作為樂
[00:06:54.000 --> 00:06:56.000]  我們正是為此而生
[00:06:56.000 --> 00:06:57.000]  我們死後
[00:06:57.000 --> 00:06:59.000]  沒有人能使我們死而復活
[00:06:59.000 --> 00:07:02.000]  再來享受人生
[00:07:02.000 --> 00:07:04.000]  如果你讀過這段經文
[00:07:04.000 --> 00:07:05.000]  用無俠本
[00:07:05.000 --> 00:07:07.000]  你可能不太明白
[00:07:07.000 --> 00:07:08.000]  它是什麼意思
[00:07:08.000 --> 00:07:11.000]  什麼人的靈是向上
[00:07:11.000 --> 00:07:13.000]  動物的靈是向下
[00:07:13.000 --> 00:07:15.000]  什麼意思你不明白
[00:07:15.000 --> 00:07:16.000]  其實這段經文
[00:07:16.000 --> 00:07:17.000]  譯得很好
[00:07:17.000 --> 00:07:18.000]  很清楚地告訴你
[00:07:18.000 --> 00:07:20.000]  其實全都只是告訴你
[00:07:20.000 --> 00:07:22.000]  你叫自己做萬物之靈
[00:07:22.000 --> 00:07:26.000]  你以為自己很威風嗎?
[00:07:26.000 --> 00:07:29.000]  其實想向你證明
[00:07:29.000 --> 00:07:32.000]  你和動物都一樣
[00:07:32.000 --> 00:07:34.000]  大家有呼吸
[00:07:34.000 --> 00:07:35.000]  大家都會死
[00:07:35.000 --> 00:07:38.000]  你和動物的優越感
[00:07:38.000 --> 00:07:39.000]  產生在哪裡呢?
[00:07:39.000 --> 00:07:40.000]  我的靈魂會升天
[00:07:40.000 --> 00:07:42.000]  他說一定升天
[00:07:42.000 --> 00:07:44.000]  傳說者說
[00:07:44.000 --> 00:07:46.000]  這個意思告訴我們
[00:07:46.000 --> 00:07:50.000]  人的靈魂不一定升天
[00:07:50.000 --> 00:07:51.000]  動物的靈魂
[00:07:51.000 --> 00:07:53.000]  必會降到地下
[00:07:53.000 --> 00:07:57.000]  怎樣可以說人可以升天的靈魂
[00:07:57.000 --> 00:07:59.000]  動物的靈魂
[00:07:59.000 --> 00:08:01.000]  就會降到地下呢?
[00:08:01.000 --> 00:08:02.000]  究竟動物有沒有靈魂?
[00:08:02.000 --> 00:08:04.000]  他還沒和你爭論這件事
[00:08:04.000 --> 00:08:07.000]  其實你的分別不是很大
[00:08:07.000 --> 00:08:08.000]  當然這段經文
[00:08:08.000 --> 00:08:09.000]  會告訴我們
[00:08:09.000 --> 00:08:11.000]  All dogs go to heaven
[00:08:11.000 --> 00:08:13.000]  有沒有看過那套卡通片?
[00:08:13.000 --> 00:08:15.000]  我有隻狗
[00:08:15.000 --> 00:08:17.000]  那隻狗很喜歡牠
[00:08:17.000 --> 00:08:20.000]  牠死了之後
[00:08:20.000 --> 00:08:25.000]  我和牠做了一個葬禮
[00:08:25.000 --> 00:08:28.000]  我相信希望在天堂見到牠
[00:08:28.000 --> 00:08:29.000]  希望而已
[00:08:29.000 --> 00:08:31.000]  我沒有把握
[00:08:31.000 --> 00:08:33.000]  我希望在天堂見到牠
[00:08:33.000 --> 00:08:34.000]  新天新地裡
[00:08:34.000 --> 00:08:36.000]  人和動物都一起
[00:08:36.000 --> 00:08:38.000]  相處得很快樂
[00:08:38.000 --> 00:08:39.000]  不知道是不是指
[00:08:39.000 --> 00:08:41.000]  將來的新天新地
[00:08:41.000 --> 00:08:42.000]  主座來的那個時候
[00:08:42.000 --> 00:08:43.000]  不知道
[00:08:43.000 --> 00:08:45.000]  但是這裡不是證明
[00:08:45.000 --> 00:08:51.000]  狗會上天堂
[00:08:51.000 --> 00:08:53.000]  他指這個靈魂的魂
[00:08:53.000 --> 00:08:54.000]  這個字
[00:08:54.000 --> 00:08:55.000]  人和狗都是
[00:08:55.000 --> 00:08:56.000]  人和動物都是一樣
[00:08:56.000 --> 00:08:58.000]  是有那個的
[00:08:58.000 --> 00:09:00.000]  生氣
[00:09:00.000 --> 00:09:02.000]  那個生命
[00:09:02.000 --> 00:09:03.000]  創世紀講的神
[00:09:03.000 --> 00:09:06.000]  所以創造人成為有靈的魂
[00:09:06.000 --> 00:09:08.000]  其實這個字的意思就是
[00:09:08.000 --> 00:09:11.000]  其實他沒有講特別
[00:09:11.000 --> 00:09:13.000]  其實不是強調那個
[00:09:13.000 --> 00:09:14.000]  那個靈魂
[00:09:14.000 --> 00:09:15.000]  甚至吹一口氣
[00:09:15.000 --> 00:09:17.000]  那些就是靈魂給了我們
[00:09:17.000 --> 00:09:18.000]  不是這個意思
[00:09:18.000 --> 00:09:20.000]  人的靈魂不是吹一口氣
[00:09:20.000 --> 00:09:22.000]  那個呼吸
[00:09:22.000 --> 00:09:23.000]  不是說人沒有靈魂
[00:09:23.000 --> 00:09:24.000]  意思就是說
[00:09:24.000 --> 00:09:25.000]  人和動物一樣
[00:09:25.000 --> 00:09:28.000]  是有同一個命運
[00:09:28.000 --> 00:09:29.000]  同一個呼吸
[00:09:29.000 --> 00:09:31.000]  和一起死
[00:09:31.000 --> 00:09:35.000]  生命停止呼吸的時候
[00:09:35.000 --> 00:09:36.000]  停止心跳的時候
[00:09:36.000 --> 00:09:40.000]  停止腦細胞活動的時候
[00:09:40.000 --> 00:09:41.000]  你就死了
[00:09:41.000 --> 00:09:42.000]  一樣
[00:09:42.000 --> 00:09:44.000]  只是想證明這個
[00:09:44.000 --> 00:09:46.000]  你不要以為自己比動物厲害
[00:09:46.000 --> 00:09:47.000]  你明白嗎
[00:09:47.000 --> 00:09:48.000]  好了
[00:09:48.000 --> 00:09:52.000]  那你自己有什麼好處
[00:09:52.000 --> 00:09:55.000]  那些資料是網上找來的
[00:09:55.000 --> 00:09:56.000]  大家都找到的
[00:09:56.000 --> 00:09:58.000]  一個WIRE雜誌
[00:09:58.000 --> 00:10:01.000]  就是一個叫做
[00:10:01.000 --> 00:10:02.000]  有線雜誌
[00:10:02.000 --> 00:10:03.000]  中文
[00:10:03.000 --> 00:10:04.000]  沒有中文的
[00:10:04.000 --> 00:10:05.000]  WIRE
[00:10:05.000 --> 00:10:06.000]  它說
[00:10:06.000 --> 00:10:08.000]  調查2003年舊調
[00:10:08.000 --> 00:10:10.000]  現在可能貴很多
[00:10:10.000 --> 00:10:14.000]  醫院醫療開支和保險公司賠款
[00:10:14.000 --> 00:10:15.000]  你賣保險
[00:10:15.000 --> 00:10:16.000]  醫療
[00:10:16.000 --> 00:10:17.000]  那怎樣賠呢
[00:10:17.000 --> 00:10:18.000]  它說
[00:10:18.000 --> 00:10:20.000]  一個人的市值
[00:10:20.000 --> 00:10:21.000]  就是要賠給你
[00:10:21.000 --> 00:10:22.000]  你醫你一樣
[00:10:22.000 --> 00:10:24.000]  醫他一樣
[00:10:24.000 --> 00:10:25.000]  他賠了多少給你呢
[00:10:25.000 --> 00:10:27.000]  他最多賠這麼多錢給你
[00:10:27.000 --> 00:10:28.000]  不止這麼多
[00:10:28.000 --> 00:10:29.000]  他賠這麼多給你
[00:10:29.000 --> 00:10:30.000]  最多賠到什麼
[00:10:30.000 --> 00:10:33.000]  45萬給你
[00:10:33.000 --> 00:10:34.000]  美金
[00:10:34.000 --> 00:10:35.000]  那時候
[00:10:35.000 --> 00:10:36.000]  十年前
[00:10:36.000 --> 00:10:37.000]  現在不止了
[00:10:37.000 --> 00:10:40.000]  45萬即是多少錢
[00:10:40.000 --> 00:10:42.000]  三百四十八萬
[00:10:42.000 --> 00:10:43.000]  是不是
[00:10:43.000 --> 00:10:44.000]  所以有時候在美國
[00:10:44.000 --> 00:10:45.000]  加拿大
[00:10:45.000 --> 00:10:46.000]  如果你沒有醫療保險
[00:10:46.000 --> 00:10:47.000]  去醫院可能賣房子
[00:10:47.000 --> 00:10:49.000]  都交不到醫療費
[00:10:49.000 --> 00:10:51.000]  是不是
[00:10:51.000 --> 00:10:52.000]  明白
[00:10:52.000 --> 00:10:53.000]  很貴
[00:10:53.000 --> 00:10:54.000]  你的市值
[00:10:54.000 --> 00:10:56.000]  賠到
[00:10:56.000 --> 00:10:58.000]  當然你買重保險那些
[00:10:58.000 --> 00:10:59.000]  那些明星
[00:10:59.000 --> 00:11:00.000]  黃金左腳
[00:11:00.000 --> 00:11:01.000]  雙重那些
[00:11:01.000 --> 00:11:02.000]  幾千萬那些
[00:11:02.000 --> 00:11:03.000]  不是那些
[00:11:03.000 --> 00:11:04.000]  一般的情形
[00:11:04.000 --> 00:11:05.000]  不是那些
[00:11:05.000 --> 00:11:07.000]  一般的醫療保險
[00:11:07.000 --> 00:11:09.000]  如果你的骨髓
[00:11:09.000 --> 00:11:10.000]  可以賠多少錢
[00:11:10.000 --> 00:11:11.000]  或者醫骨髓
[00:11:11.000 --> 00:11:12.000]  賠多少錢
[00:11:12.000 --> 00:11:15.000]  賠2300美金給你
[00:11:15.000 --> 00:11:18.000]  一個人的肺
[00:11:18.000 --> 00:11:19.000]  肺
[00:11:19.000 --> 00:11:22.000]  每一片骨值多少錢
[00:11:22.000 --> 00:11:26.000]  11萬6千美金
[00:11:26.000 --> 00:11:29.000]  兩個腎的總值多少
[00:11:29.000 --> 00:11:30.000]  9萬1千元
[00:11:30.000 --> 00:11:34.000]  這就叫做販賣人口器官
[00:11:34.000 --> 00:11:35.000]  大陸有
[00:11:35.000 --> 00:11:36.000]  美國沒有
[00:11:36.000 --> 00:11:39.000]  他叫你把自己的腎扭出來賣
[00:11:39.000 --> 00:11:40.000]  有這個價錢
[00:11:40.000 --> 00:11:41.000]  不是這個意思
[00:11:41.000 --> 00:11:42.000]  絕對不可以
[00:11:42.000 --> 00:11:43.000]  不過他告訴你
[00:11:43.000 --> 00:11:44.000]  你要保養身體
[00:11:44.000 --> 00:11:45.000]  賠償保險
[00:11:45.000 --> 00:11:46.000]  醫療費用
[00:11:46.000 --> 00:11:47.000]  這樣值錢
[00:11:47.000 --> 00:11:48.000]  你整個人
[00:11:48.000 --> 00:11:49.000]  值多少錢
[00:11:49.000 --> 00:11:50.000]  都不便宜
[00:11:50.000 --> 00:11:51.000]  45萬美金
[00:11:51.000 --> 00:11:52.000]  都不少
[00:11:52.000 --> 00:11:53.000]  其實已經值錢
[00:11:53.000 --> 00:11:54.000]  你以為
[00:11:54.000 --> 00:11:55.000]  你有病的時候
[00:11:55.000 --> 00:11:57.000]  才給你這麼多錢
[00:11:57.000 --> 00:11:58.000]  容易
[00:11:58.000 --> 00:11:59.000]  是不是
[00:11:59.000 --> 00:12:00.000]  是不是
[00:12:00.000 --> 00:12:02.000]  所以不要病
[00:12:02.000 --> 00:12:04.000]  病原來醫療費很貴
[00:12:04.000 --> 00:12:05.000]  好了
[00:12:05.000 --> 00:12:07.000]  死了又怎樣
[00:12:07.000 --> 00:12:09.000]  這個很古老
[00:12:09.000 --> 00:12:11.000]  很舊的時候
[00:12:11.000 --> 00:12:12.000]  我很年輕的時候
[00:12:12.000 --> 00:12:14.000]  遇到故事說
[00:12:14.000 --> 00:12:18.000]  我很年輕的時候
[00:12:18.000 --> 00:12:19.000]  大家不知道對不對
[00:12:19.000 --> 00:12:22.000]  人的身體還原成為化學元素是怎樣
[00:12:22.000 --> 00:12:23.000]  最多是什麼
[00:12:23.000 --> 00:12:25.000]  最多元素是什麼
[00:12:25.000 --> 00:12:28.000]  氫氣最多
[00:12:28.000 --> 00:12:29.000]  氫多過氧
[00:12:29.000 --> 00:12:30.000]  為什麼
[00:12:30.000 --> 00:12:32.000]  呼吸空氣
[00:12:32.000 --> 00:12:33.000]  氫氧
[00:12:33.000 --> 00:12:34.000]  碳
[00:12:34.000 --> 00:12:35.000]  還有氮
[00:12:35.000 --> 00:12:37.000]  這些是最多
[00:12:37.000 --> 00:12:38.000]  佔了97%
[00:12:38.000 --> 00:12:39.000]  是這些東西
[00:12:39.000 --> 00:12:41.000]  羅生
[00:12:41.000 --> 00:12:42.000]  加農你讀Camp的
[00:12:42.000 --> 00:12:43.000]  對不對
[00:12:43.000 --> 00:12:44.000]  大概差不多
[00:12:44.000 --> 00:12:45.000]  書是這樣說
[00:12:45.000 --> 00:12:46.000]  我照他說
[00:12:46.000 --> 00:12:47.000]  不會差很遠
[00:12:47.000 --> 00:12:52.000]  讀Camp他知道
[00:12:52.000 --> 00:12:54.000]  讀Bio我們未必知道
[00:12:54.000 --> 00:12:55.000]  讀Camp才知道
[00:12:55.000 --> 00:12:56.000]  好了
[00:12:56.000 --> 00:12:58.000]  含量最多的礦物質
[00:12:58.000 --> 00:13:00.000]  Minerals
[00:13:00.000 --> 00:13:01.000]  Chemicals
[00:13:01.000 --> 00:13:02.000]  Minerals
[00:13:02.000 --> 00:13:03.000]  礦物質
[00:13:03.000 --> 00:13:04.000]  最多是鈣
[00:13:04.000 --> 00:13:05.000]  骨頭最重
[00:13:05.000 --> 00:13:06.000]  但是骨頭
[00:13:06.000 --> 00:13:09.000]  佔了人體重量的1.5%
[00:13:09.000 --> 00:13:13.000]  還原成鈣的元素
[00:13:13.000 --> 00:13:15.000]  不是說你的骨頭
[00:13:15.000 --> 00:13:17.000]  其次是什麼
[00:13:17.000 --> 00:13:18.000]  磷
[00:13:18.000 --> 00:13:21.000]  其他的礦物質
[00:13:21.000 --> 00:13:23.000]  少到微不足道
[00:13:23.000 --> 00:13:24.000]  他說你的磷
[00:13:24.000 --> 00:13:26.000]  唯一可以用的
[00:13:26.000 --> 00:13:28.000]  可以有分用的
[00:13:28.000 --> 00:13:29.000]  就是
[00:13:29.000 --> 00:13:31.000]  都不做到一盒火柴
[00:13:31.000 --> 00:13:33.000]  而將這些礦物質
[00:13:33.000 --> 00:13:35.000]  加起來的價值
[00:13:35.000 --> 00:13:37.000]  都是低於一盒火柴
[00:13:37.000 --> 00:13:39.000]  當你塵歸於塵
[00:13:39.000 --> 00:13:41.000]  土歸於土的時候
[00:13:41.000 --> 00:13:43.000]  即是火化了之後
[00:13:43.000 --> 00:13:44.000]  有些人
[00:13:44.000 --> 00:13:45.000]  我去網上說
[00:13:45.000 --> 00:13:47.000]  我都是塵歸於塵
[00:13:47.000 --> 00:13:48.000]  土歸於土
[00:13:48.000 --> 00:13:49.000]  當我火化了
[00:13:49.000 --> 00:13:50.000]  成為肥料
[00:13:50.000 --> 00:13:51.000]  可以什麼
[00:13:51.000 --> 00:13:53.000]  殺在那些草地那裡
[00:13:53.000 --> 00:13:54.000]  就可以做養料
[00:13:54.000 --> 00:13:55.000]  你錯了
[00:13:57.000 --> 00:13:58.000]  是
[00:13:58.000 --> 00:14:00.000]  在火葬場
[00:14:00.000 --> 00:14:02.000]  那個爐裡
[00:14:02.000 --> 00:14:04.000]  焚化了你之後
[00:14:04.000 --> 00:14:05.000]  你所有的
[00:14:05.000 --> 00:14:06.000]  一切的
[00:14:06.000 --> 00:14:07.000]  那些有用的
[00:14:07.000 --> 00:14:08.000]  甚至沒用的
[00:14:08.000 --> 00:14:09.000]  那些機物質
[00:14:09.000 --> 00:14:10.000]  全部都沒有了
[00:14:10.000 --> 00:14:12.000]  沒有了
[00:14:12.000 --> 00:14:13.000]  這麼高溫
[00:14:13.000 --> 00:14:14.000]  是不是
[00:14:14.000 --> 00:14:16.000]  灰就是化成灰
[00:14:16.000 --> 00:14:17.000]  就是灰
[00:14:17.000 --> 00:14:18.000]  Dirt就是那些泥
[00:14:18.000 --> 00:14:20.000]  灰比那些泥
[00:14:20.000 --> 00:14:21.000]  還沒有價值
[00:14:21.000 --> 00:14:22.000]  那些泥還有養分
[00:14:22.000 --> 00:14:24.000]  有些有機物質
[00:14:24.000 --> 00:14:25.000]  有些化學物質
[00:14:25.000 --> 00:14:26.000]  但是經過火化之後
[00:14:26.000 --> 00:14:27.000]  還值得什麼
[00:14:27.000 --> 00:14:30.000]  你明不明白
[00:14:30.000 --> 00:14:32.000]  一絲都不值
[00:14:32.000 --> 00:14:33.000]  一萬不值
[00:14:33.000 --> 00:14:34.000]  所以呢
[00:14:34.000 --> 00:14:37.000]  我的狗也拿了去火化
[00:14:37.000 --> 00:14:38.000]  牠的骨灰
[00:14:38.000 --> 00:14:39.000]  大概這麼大包
[00:14:39.000 --> 00:14:41.000]  將來我的就大包一點
[00:14:41.000 --> 00:14:43.000]  但是哪個比較重
[00:14:43.000 --> 00:14:44.000]  比較輕一點
[00:14:44.000 --> 00:14:45.000]  價值多少呢
[00:14:45.000 --> 00:14:47.000]  一樣
[00:14:47.000 --> 00:14:49.000]  什麼價值
[00:14:49.000 --> 00:14:51.000]  沒價值
[00:14:51.000 --> 00:14:53.000]  連做培植土
[00:14:53.000 --> 00:14:56.000]  都沒有用的價值
[00:14:56.000 --> 00:14:58.000]  人有什麼價值呢
[00:14:58.000 --> 00:15:00.000]  所以傳道者說的是對的
[00:15:00.000 --> 00:15:01.000]  人你不要說
[00:15:01.000 --> 00:15:02.000]  不公道
[00:15:02.000 --> 00:15:03.000]  人
[00:15:03.000 --> 00:15:05.000]  這麼辛苦工作
