
[00:00:00.000 --> 00:00:05.520]  頂節目早晨,好開心今日係當中同大家分享神嘅話語
[00:03:22.920 --> 00:03:24.920]  有好多眼睛開啟
[00:03:24.920 --> 00:03:26.920]  個視野開啟啦
[00:03:26.920 --> 00:03:28.920]  頭先
[00:03:28.920 --> 00:03:30.920]  即係而家睇到相片裏面啦
[00:03:30.920 --> 00:03:32.920]  我自己每一個睇到嘅時候
[00:03:32.920 --> 00:03:34.920]  都好多嘅畫面
[00:03:34.920 --> 00:03:36.920]  裏面出現啦,咁樣
[00:03:36.920 --> 00:03:38.920]  咁我為咗保護佢哋嘅原故
[00:03:38.920 --> 00:03:40.920]  所以睇唔到佢嘅樣啦,咁就睇到
[00:03:40.920 --> 00:03:42.920]  睇到我嘅,大家睇唔睇到呀
[00:03:42.920 --> 00:03:44.920]  係咪其實都差唔多樣呀
[00:03:44.920 --> 00:03:46.920]  係呀,我喺Cosway
[00:03:46.920 --> 00:03:48.920]  似乎我十八年
[00:03:48.920 --> 00:03:50.920]  之前讀咗四年神學,再之前做咗五年
[00:03:50.920 --> 00:03:52.920]  社工,咁其實我都唔細㗎啦
[00:03:52.920 --> 00:03:54.920]  咁就,但係我
[00:03:54.920 --> 00:03:56.920]  習慣咗㗎啦,我早
[00:03:56.920 --> 00:03:58.920]  啱啱,我同另外一個同工
[00:03:58.920 --> 00:04:00.920]  一齊嚟嘅,咁佢今日喺
[00:04:00.920 --> 00:04:02.920]  兩個教會講道,咁佢本身
[00:04:02.920 --> 00:04:04.920]  都係華傳嘅同工啦
[00:04:04.920 --> 00:04:06.920]  咁昨日就同阿鄭歐牧師
[00:04:06.920 --> 00:04:08.920]  大家唔識識阿鄭歐牧師,原來今日係
[00:04:08.920 --> 00:04:10.920]  差傳,孫教主日嚟㗎喎
[00:04:10.920 --> 00:04:12.920]  今日係咪呀
[00:04:12.920 --> 00:04:14.920]  多謝阿鄭牧師遷就我
[00:04:14.920 --> 00:04:16.920]  就改咗叫,從孫教
[00:04:16.920 --> 00:04:18.920]  坐喺度差傳
[00:04:18.920 --> 00:04:20.920]  係咪,咁
[00:04:20.920 --> 00:04:22.920]  其實差傳孫教
[00:04:22.920 --> 00:04:24.920]  對我嚟講呢,係mission
[00:04:24.920 --> 00:04:26.920]  我哋通常呢
[00:04:26.920 --> 00:04:28.920]  好耐好耐以前呢,就會譯
[00:04:28.920 --> 00:04:30.920]  孫教嘛
[00:04:30.920 --> 00:04:32.920]  但係對我嚟講呢,係使命
[00:04:32.920 --> 00:04:34.920]  係咪,如果你同我
[00:04:34.920 --> 00:04:36.920]  冇一個使命,mission life呢
[00:04:36.920 --> 00:04:38.920]  唔會
[00:04:38.920 --> 00:04:40.920]  好似我哋Cosway教會
[00:04:40.920 --> 00:04:42.920]  張牧師,我哋教會有七十幾個孫教士
[00:04:42.920 --> 00:04:44.920]  咁
[00:04:44.920 --> 00:04:46.920]  我哋其中一個要求呢
[00:04:46.920 --> 00:04:48.920]  就講話本身,喺本地嘅裏面
[00:04:48.920 --> 00:04:50.920]  都係一個mission嘅人
[00:04:50.920 --> 00:04:52.920]  先至能夠去考慮成為孫教士
[00:04:52.920 --> 00:04:54.920]  因為,主持人牧師就講呢
[00:04:54.920 --> 00:04:56.920]  即係嗰個人呢
[00:04:56.920 --> 00:04:58.920]  唔會搭咗飛機落咗去呢
[00:04:58.920 --> 00:05:00.920]  就突然間本身唔孫教
[00:05:00.920 --> 00:05:02.920]  mission,搭咗飛機落咗去
[00:05:02.920 --> 00:05:04.920]  就變咗孫教,你聽得明㗎,吓
[00:05:04.920 --> 00:05:06.920]  所以今日大型節目,無論
[00:05:06.920 --> 00:05:08.920]  今日個主題講緊孫教
[00:05:08.920 --> 00:05:10.920]  無論講緊差傳,其實
[00:05:10.920 --> 00:05:12.920]  最返到核心嘅就係
[00:05:12.920 --> 00:05:14.920]  我同同神嘅關係,有冇一個聆聽
[00:05:14.920 --> 00:05:16.920]  而順服,有冇一個回應
[00:05:16.920 --> 00:05:18.920]  去過緊一個
[00:05:18.920 --> 00:05:20.920]  孫
[00:05:20.920 --> 00:05:22.920]  使命嘅人生
[00:05:22.920 --> 00:05:24.920]  吓
[00:05:24.920 --> 00:05:26.920]  喺呢張圖裏面呢
[00:05:26.920 --> 00:05:28.920]  就有一個人呢
[00:05:28.920 --> 00:05:30.920]  就冇蓋住嘅,係咪
[00:05:30.920 --> 00:05:32.920]  即係唔係兩兩個,一個係我啦
[00:05:32.920 --> 00:05:34.920]  咁,我都為到
[00:05:34.920 --> 00:05:36.920]  呢個弟兄嘅感恩嘅,咁其實
[00:05:36.920 --> 00:05:38.920]  現在佢
[00:05:38.920 --> 00:05:40.920]  佢好多年前
[00:05:40.920 --> 00:05:42.920]  吸毒
[00:05:42.920 --> 00:05:44.920]  去咗中心裏面戒毒,跟住
[00:05:44.920 --> 00:05:46.920]  留返低,係成為一個
[00:05:46.920 --> 00:05:48.920]  過來嘅童工,咁你呢啲名稱
[00:05:48.920 --> 00:05:50.920]  我諗如果你去過方戒毒,你知道大概
[00:05:50.920 --> 00:05:52.920]  過來嘅童工即係以前係度吸毒嘅
[00:05:52.920 --> 00:05:54.920]  跟住重新得救改變
[00:05:54.920 --> 00:05:56.920]  成長,留返去服侍啦
[00:05:56.920 --> 00:05:58.920]  跟住讀神學啦
[00:05:58.920 --> 00:06:00.920]  結一婚啦,現在呢
[00:06:00.920 --> 00:06:02.920]  就去同
[00:06:02.920 --> 00:06:04.920]  唔同嘅組織
[00:06:04.920 --> 00:06:06.920]  機構呀,敬拜團隊呀
[00:06:06.920 --> 00:06:08.920]  就去分享佢嘅見證啦
[00:06:08.920 --> 00:06:10.920]  咁我都為到佢嘅生命
[00:06:10.920 --> 00:06:12.920]  好感恩,係咪,福音係神嘅
[00:06:12.920 --> 00:06:14.920]  大能,要救一切
[00:06:14.920 --> 00:06:16.920]  相信嘅人,呢啲就好似雲彩嘅
[00:06:16.920 --> 00:06:18.920]  見證人,去鼓勵我哋
[00:06:18.920 --> 00:06:20.920]  神
[00:06:20.920 --> 00:06:22.920]  有陣時可能好抽象
[00:06:22.920 --> 00:06:24.920]  有啲知識性
[00:06:24.920 --> 00:06:26.920]  但原來當我哋見到一啲
[00:06:26.920 --> 00:06:28.920]  如雲彩嘅見證人
[00:06:28.920 --> 00:06:30.920]  佢哋喺唔同嘅
[00:06:30.920 --> 00:06:32.920]  生命裏面,去活現佢嘅
[00:06:32.920 --> 00:06:34.920]  信仰,活現佢
[00:06:34.920 --> 00:06:36.920]  經歷神嘅能力嘅時候呢
[00:06:36.920 --> 00:06:38.920]  嘩,好有能力㗎嘛
[00:06:38.920 --> 00:06:40.920]  集合埋一齊呢,其實就係一個
[00:06:40.920 --> 00:06:42.920]  Mission of嘅群體囉
[00:06:42.920 --> 00:06:44.920]  就係一個去回應
[00:06:44.920 --> 00:06:46.920]  宣教嘅群體囉
[00:06:46.920 --> 00:06:48.920]  咁今日我同大家分享嘅題目呢
[00:06:48.920 --> 00:06:50.920]  係求主直意象
[00:06:50.920 --> 00:06:52.920]  激動我,咁我相信
[00:06:52.920 --> 00:06:54.920]  大家都好熟悉呢段經文
[00:06:54.920 --> 00:06:56.920]  咁呀
[00:06:56.920 --> 00:06:58.920]  意象同埋使命
[00:06:58.920 --> 00:07:00.920]  呀
[00:07:00.920 --> 00:07:02.920]  睇你心目中
[00:07:02.920 --> 00:07:04.920]  到底你諗到意象係啲乜嘢呢
[00:07:04.920 --> 00:07:06.920]  ok
[00:07:06.920 --> 00:07:08.920]  你哋返緊工嘅
[00:07:08.920 --> 00:07:10.920]  機構有遠景嘅
[00:07:10.920 --> 00:07:12.920]  有Vision嘅,舉一舉手
[00:07:12.920 --> 00:07:14.920]  或者你以前啦
[00:07:14.920 --> 00:07:16.920]  以前都有返工㗎嘛
[00:07:16.920 --> 00:07:18.920]  有遠景嘅
[00:07:18.920 --> 00:07:20.920]  講畀你聽,係咪
[00:07:20.920 --> 00:07:22.920]  對我嚟講,我哋記憶圖嘛
[00:07:22.920 --> 00:07:24.920]  意象係從神而來嘅
[00:07:24.920 --> 00:07:26.920]  係持久嘅
[00:07:26.920 --> 00:07:28.920]  係讓神得榮耀嘅
[00:07:28.920 --> 00:07:30.920]  意象係永恆嘅
[00:07:30.920 --> 00:07:32.920]  人要配入神嘅
[00:07:32.920 --> 00:07:34.920]  遠景係乜嘢,遠景係從人而來
[00:07:34.920 --> 00:07:36.920]  短暫嘅,係
[00:07:36.920 --> 00:07:38.920]  為到人嘅益處嘅,係屬地嘅
[00:07:38.920 --> 00:07:40.920]  人想操控神
[00:07:40.920 --> 00:07:42.920]  ok,諗一諗
[00:07:42.920 --> 00:07:44.920]  今日當你聽
[00:07:44.920 --> 00:07:46.920]  今日嘅訊息,求主直意象激動我
[00:07:46.920 --> 00:07:48.920]  想唔想嗰個意象,係從神而領受嘅時候
[00:07:48.920 --> 00:07:50.920]  咁我問一問自己囉
[00:07:50.920 --> 00:07:52.920]  或者你都有啲諗法,無論係諗法
[00:07:52.920 --> 00:07:54.920]  意象,遠景,使命,咩都好啦
[00:07:54.920 --> 00:07:56.920]  問一問自己
[00:07:56.920 --> 00:07:58.920]  左邊定右邊,係咪
[00:07:58.920 --> 00:08:00.920]  講個例子
[00:08:00.920 --> 00:08:02.920]  我唔知道
[00:08:02.920 --> 00:08:04.920]  感覺弟兄姊妹就應該
[00:08:04.920 --> 00:08:06.920]  都嚟咗
[00:08:06.920 --> 00:08:08.920]  都一段時間嘅,係咪
[00:08:08.920 --> 00:08:10.920]  嚟咗,我就十八年,不如用十八年
[00:08:10.920 --> 00:08:12.920]  去衡量啦,超過十八年嘅
[00:08:12.920 --> 00:08:14.920]  即係你senior過我嘅
[00:08:14.920 --> 00:08:16.920]  喺澳洲
[00:08:16.920 --> 00:08:18.920]  嘩,好多senior,ok,ok
[00:08:18.920 --> 00:08:22.920]  可能呢個故事就
[00:08:22.920 --> 00:08:24.920]  已經係遠啲啦
[00:08:24.920 --> 00:08:26.920]  你唔係好記得啦,當你賣屋嘅時候
[00:08:26.920 --> 00:08:28.920]  見到一間心儀屋
[00:08:28.920 --> 00:08:30.920]  嘅時候,係咪通常都
[00:08:30.920 --> 00:08:32.920]  O主啊,如果你
[00:08:32.920 --> 00:08:34.920]  按你嘅志成就呢間屋呢
[00:08:34.920 --> 00:08:36.920]  我會去開放啦,被你
[00:08:36.920 --> 00:08:38.920]  使用啦,開屋啦
[00:08:38.920 --> 00:08:40.920]  讓神你的工作
[00:08:40.920 --> 00:08:42.920]  能夠喺屋企裏面
[00:08:42.920 --> 00:08:44.920]  能夠發生,係咪?
[00:08:44.920 --> 00:08:46.920]  通常都係咁過,係咪?
[00:08:46.920 --> 00:08:48.920]  但係有冇啲記憶圖呢?
[00:08:48.920 --> 00:08:50.920]  買咗間屋,你唔記得神㗎喎
[00:08:50.920 --> 00:08:52.920]  買一間好嘅屋,係咪?
[00:08:52.920 --> 00:08:54.920]  唔記得咗
[00:08:54.920 --> 00:08:56.920]  你,大英之妹,你,現在
[00:08:56.920 --> 00:08:58.920]  諗緊嘅嘢,係你自己
[00:08:58.920 --> 00:09:00.920]  個人嘅遠景啊,還是
[00:09:00.920 --> 00:09:02.920]  係神嘅
[00:09:02.920 --> 00:09:04.920]  異象,還是
[00:09:04.920 --> 00:09:06.920]  係,當你見到
[00:09:06.920 --> 00:09:08.920]  神嘅異象嘅時候呢,你甚至乎
[00:09:08.920 --> 00:09:10.920]  放低你一啲過去嘅
[00:09:10.920 --> 00:09:12.920]  傳統,你一啲嘅習慣
[00:09:12.920 --> 00:09:14.920]  你一啲生活形態
[00:09:14.920 --> 00:09:16.920]  甚至乎,你覺得
[00:09:16.920 --> 00:09:18.920]  嗰樣係你
[00:09:18.920 --> 00:09:20.920]  好緊要嘅一種
[00:09:20.920 --> 00:09:22.920]  一種信仰嘅
[00:09:22.920 --> 00:09:24.920]  執掌,但係講啲
[00:09:24.920 --> 00:09:26.920]  唔係真理嚟嘅,真理就唔
[00:09:26.920 --> 00:09:28.920]  可以放低㗎嘛,但係啲信仰嘅傳統
[00:09:28.920 --> 00:09:30.920]  甚至乎好重要嘅嘢
[00:09:30.920 --> 00:09:32.920]  但係如果為咗神嘅緣故
[00:09:32.920 --> 00:09:34.920]  你願意能夠調整
[00:09:34.920 --> 00:09:36.920]  改變同配合,我哋今日睇
[00:09:36.920 --> 00:09:38.920]  睇呢,彼得嘅故事
[00:09:38.920 --> 00:09:40.920]  頭先大家讀咗啦
[00:09:40.920 --> 00:09:42.920]  都讀咗啲
[00:09:42.920 --> 00:09:44.920]  經文,我畀大家有個大綱
[00:09:44.920 --> 00:09:46.920]  先啦,呢段經文呢其實
[00:09:46.920 --> 00:09:48.920]  係一個非常之重要
[00:09:48.920 --> 00:09:50.920]  好特別嘅轉折啦
[00:09:50.920 --> 00:09:52.920]  如果你講,使徒行轉
[00:09:52.920 --> 00:09:54.920]  又係靈性行轉
[00:09:54.920 --> 00:09:56.920]  神嘅聖靈喺當中好多嘅工作
[00:09:56.920 --> 00:09:58.920]  呢段經文嘅上文裏面
[00:09:58.920 --> 00:10:00.920]  就講到哥利劉聽見
[00:10:00.920 --> 00:10:02.920]  神嘅異象,哥利劉係
[00:10:02.920 --> 00:10:04.920]  邊個呀?係一個
[00:10:04.920 --> 00:10:06.920]  虔誠嘅人
[00:10:06.920 --> 00:10:08.920]  係一個官,佢
[00:10:08.920 --> 00:10:10.920]  周濟窮人,佢
[00:10:10.920 --> 00:10:12.920]  禱告神,咁就哥利劉
[00:10:12.920 --> 00:10:14.920]  呢,就三次
[00:10:14.920 --> 00:10:16.920]  聽到神嘅聲音,跟住就
[00:10:16.920 --> 00:10:18.920]  派咗三個僕人去搵
[00:10:18.920 --> 00:10:20.920]  彼得,三三三你都知道
[00:10:20.920 --> 00:10:22.920]  對於彼得嚟講就係
[00:10:22.920 --> 00:10:24.920]  好紮實嘅,你知唔知?
[00:10:24.920 --> 00:10:26.920]  即係彼得呢,喺呢段經文裏面
[00:10:26.920 --> 00:10:28.920]  就當聽到三
[00:10:28.920 --> 00:10:30.920]  如果咁講就係
[00:10:30.920 --> 00:10:32.920]  呢段經文呢就十七
[00:10:32.920 --> 00:10:34.920]  至到三十三次就聖靈
[00:10:34.920 --> 00:10:36.920]  三次同哥利劉
[00:10:36.920 --> 00:10:38.920]  講,就話
[00:10:38.920 --> 00:10:40.920]  同彼得講,哥利劉
[00:10:40.920 --> 00:10:42.920]  出現,跟住彼得
[00:10:42.920 --> 00:10:44.920]  就見到
[00:10:44.920 --> 00:10:46.920]  今日頭先讀嗰個經文,見到
[00:10:46.920 --> 00:10:48.920]  一個不潔正嘅意象
[00:10:48.920 --> 00:10:50.920]  三次嘅
[00:10:50.920 --> 00:10:52.920]  對於彼得嚟講呢
[00:10:52.920 --> 00:10:54.920]  點解三咁重要?
[00:10:54.920 --> 00:10:56.920]  佢三次不認主
[00:10:56.920 --> 00:10:58.920]  跟住返返去提比利亞海
[00:10:58.920 --> 00:11:00.920]  去重操
[00:11:00.920 --> 00:11:02.920]  故業,去打魚嘅時候
[00:11:02.920 --> 00:11:04.920]  耶穌
[00:11:04.920 --> 00:11:06.920]  去到彼得嘅面前
[00:11:06.920 --> 00:11:08.920]  用三個
[00:11:08.920 --> 00:11:10.920]  你愛我比
[00:11:10.920 --> 00:11:12.920]  這些更心魔,所以對於
[00:11:12.920 --> 00:11:14.920]  彼得嚟講呢
[00:11:14.920 --> 00:11:16.920]  三次
[00:11:16.920 --> 00:11:18.920]  去經歷一啲
[00:11:18.920 --> 00:11:20.920]  聖靈嘅提醒,係好
[00:11:20.920 --> 00:11:22.920]  特別啦
[00:11:22.920 --> 00:11:24.920]  呢段經文嘅裏面講到
[00:11:24.920 --> 00:11:26.920]  當彼得
[00:11:26.920 --> 00:11:28.920]  見到從天
[00:11:28.920 --> 00:11:30.920]  上嚟,一個
[00:11:30.920 --> 00:11:32.920]  不潔正嘅意象
[00:11:32.920 --> 00:11:34.920]  就結咗,結果就改變咗
[00:11:34.920 --> 00:11:36.920]  佢嘅人生
[00:11:36.920 --> 00:11:38.920]  丁子梅,今日同大家
[00:11:38.920 --> 00:11:40.920]  分享,求主直意象激動我
[00:11:40.920 --> 00:11:42.920]  諗一諗,你而家諗緊嘅
[00:11:42.920 --> 00:11:44.920]  係神嘅
[00:11:44.920 --> 00:11:46.920]  意象,還是
[00:11:46.920 --> 00:11:48.920]  係你個人嘅想法
[00:11:48.920 --> 00:11:50.920]  夢想遠景
[00:11:50.920 --> 00:11:52.920]  當
[00:11:52.920 --> 00:11:54.920]  唔係,我而家好清楚
[00:11:54.920 --> 00:11:56.920]  神有對我一個嘅
[00:11:56.920 --> 00:11:58.920]  帶領,意象
[00:11:58.920 --> 00:12:00.920]  我要去放
[00:12:00.920 --> 00:12:02.920]  低自己嘅時候
[00:12:02.920 --> 00:12:04.920]  你又點樣去為到神嘅角度
[00:12:04.920 --> 00:12:06.920]  去擺上呢
[00:12:06.920 --> 00:12:08.920]  今日,呢個不潔正
[00:12:08.920 --> 00:12:10.920]  意象,係咪,今日同大家
[00:12:10.920 --> 00:12:12.920]  分享,好簡單,三個嘅
[00:12:12.920 --> 00:12:14.920]  角度啦
[00:12:14.920 --> 00:12:16.920]  意象呢,係會人令人
[00:12:16.920 --> 00:12:18.920]  意象呢,係會
[00:12:18.920 --> 00:12:20.920]  改變人,意象呢亦都呢
[00:12:20.920 --> 00:12:22.920]  唔單止帶領
[00:12:22.920 --> 00:12:24.920]  人嘅,唔單止改變嘅
[00:12:24.920 --> 00:12:26.920]  個改變呢,係
[00:12:26.920 --> 00:12:28.920]  持久嘅
[00:12:28.920 --> 00:12:30.920]  喺
[00:12:30.920 --> 00:12:32.920]  呢段經文嘅裏面,有講到
[00:12:32.920 --> 00:12:34.920]  有好多聖靈嘅工作
[00:12:34.920 --> 00:12:36.920]  譬如喺第十章
[00:12:36.920 --> 00:12:38.920]  第三節,我哋一齊
[00:12:38.920 --> 00:12:40.920]  讀一讀啲經文先,好嗎
[00:12:40.920 --> 00:12:42.920]  第三節,預備,一二三
[00:12:42.920 --> 00:12:54.920]  第十九節都大家讀啦
[00:12:54.920 --> 00:13:04.920]  彼得還說者話嘅
[00:13:04.920 --> 00:13:06.920]  時候,聖靈降在一切
[00:13:06.920 --> 00:13:08.920]  聽到嘅人身上
[00:13:08.920 --> 00:13:10.920]  第四十五節,第四十七節
[00:13:10.920 --> 00:13:12.920]  裏面都包括咗
[00:13:12.920 --> 00:13:14.920]  係喺士堂主裏面
[00:13:14.920 --> 00:13:16.920]  有好多聖經嘅記載
[00:13:16.920 --> 00:13:18.920]  講到
[00:13:18.920 --> 00:13:20.920]  神去,透過聖靈去啟動
[00:13:20.920 --> 00:13:22.920]  去同歌利流講啦
[00:13:22.920 --> 00:13:24.920]  歌利流就跟住
[00:13:24.920 --> 00:13:26.920]  就派三個僕人去搵
[00:13:26.920 --> 00:13:28.920]  彼得啦,跟住呢
[00:13:28.920 --> 00:13:30.920]  彼得去聽
[00:13:30.920 --> 00:13:32.920]  呢個
[00:13:32.920 --> 00:13:34.920]  歌利流派三個
[00:13:34.920 --> 00:13:36.920]  僕人去到
[00:13:36.920 --> 00:13:38.920]  一個外邦人家裏面
[00:13:38.920 --> 00:13:40.920]  講到,呢個過程嘅裏面
[00:13:40.920 --> 00:13:42.920]  係彼得
[00:13:42.920 --> 00:13:44.920]  三次見到頭先
[00:13:44.920 --> 00:13:46.920]  嗰個圖裏面講嗰個
[00:13:46.920 --> 00:13:48.920]  神嘅異象啦,咁樣
[00:13:48.920 --> 00:13:50.920]  所以,但係你聽到
[00:13:50.920 --> 00:13:52.920]  呢啲故事裏面講到
[00:13:52.920 --> 00:13:54.920]  有咩特別啫,咁
[00:13:54.920 --> 00:13:56.920]  歌利流去到
[00:13:56.920 --> 00:13:58.920]  彼得
[00:13:58.920 --> 00:14:00.920]  去到
[00:14:00.920 --> 00:14:02.920]  見到一啲人
[00:14:02.920 --> 00:14:04.920]  係見到佢地
[00:14:04.920 --> 00:14:06.920]  相信上帝
[00:14:06.920 --> 00:14:08.920]  跟住奉聖靈嘅名
[00:14:08.920 --> 00:14:10.920]  去受洗,有啲咩
[00:14:10.920 --> 00:14:12.920]  有啲咩特別啫,喺第二章
[00:14:12.920 --> 00:14:14.920]  三十八節到三十九節都咁講啦
[00:14:14.920 --> 00:14:16.920]  彼得說,你門各人要悔改
[00:14:16.920 --> 00:14:18.920]  奉耶穌基督嘅名
[00:14:18.920 --> 00:14:20.920]  受洗,叫你門嘅罪
[00:14:20.920 --> 00:14:22.920]  得赦必領受所賜嘅
[00:14:22.920 --> 00:14:24.920]  聖靈,第三十九節一齊讀
[00:14:24.920 --> 00:14:26.920]  預備,一二三
[00:14:32.920 --> 00:14:34.920]  整個故事
[00:14:34.920 --> 00:14:36.920]  Alex,到底你講乜嘢
[00:14:36.920 --> 00:14:38.920]  咩歌利流
[00:14:38.920 --> 00:14:40.920]  三個僕人
[00:14:40.920 --> 00:14:42.920]  有咩聖靈引領
[00:14:42.920 --> 00:14:44.920]  彼得就去咗一個外邦人
[00:14:44.920 --> 00:14:46.920]  嘅家裏面,跟住就
[00:14:46.920 --> 00:14:48.920]  同佢傳福音,見到佢地
[00:14:48.920 --> 00:14:50.920]  領受聖靈
[00:14:50.920 --> 00:14:52.920]  佢地嘅形態就同
[00:14:52.920 --> 00:14:54.920]  彼得不嬲服侍開
[00:14:54.920 --> 00:14:56.920]  嗰啲猶太人,一樣嘅,差唔多嘅
[00:14:56.920 --> 00:14:58.920]  所以就叫佢地受洗,歸入
[00:14:58.920 --> 00:15:00.920]  神嘅家庭
[00:15:00.920 --> 00:15:02.920]  大家庭啦
[00:15:02.920 --> 00:15:04.920]  有啲乜嘢特別啫,其實
[00:15:04.920 --> 00:15:06.920]  好似講來講去都係我地
[00:15:06.920 --> 00:15:08.920]  一路平時成長講開話,信耶穌
[00:15:08.920 --> 00:15:10.920]  跟住得永生,跟住就受洗
